GEN.1.1	Du ujuni Naşibaţi apaş baţi na mboş.
GEN.7.4	Ŋnuur paaj-na-uloŋ ŋaţëple, kado uşubal uşub ŋnuur iñeen ŋbaakër na ŋŧejan iñeen ŋbaakër, kawet ţi mboş bañaaŋ na ŋko bŧi ŋi nji ndoluŋ. » 
GEN.7.5	Kë Nowe ado iko bŧi yi Nawat Kabuka ajakuluŋ ado.
GEN.7.6	Nowe aka ŋşubal iñeen-week ŋyaaş paaj (600) wi uşubal uweek ujotuŋ ţi mboş. 
GEN.7.7	Aneej ţi upuur na aharul na babukul na bahar baka kabuurna meel mamparuŋ. 
GEN.7.8	Ŋko ŋanhiluŋ pdolna bţeŋan bi Naşibaţi na ŋanwooŋ ŋaanhil pdolna ba, ŋkaŧ na ŋko ŋankpuliiŋ ţi mboş bŧi 
GEN.7.9	ŋabi ukaş na waaţ aneej ţi upuur wi Nowe jibi Naşibaţi ajakuluŋ. 
GEN.7.10	Wi ŋnuur paaj-na-uloŋ ŋaţëpuŋ kë uşubal uweek uşë jot.
GEN.7.11	Ţi unuur uţënk ŋnuur iñeen na paaj-na-uloŋ wi pli ptëbanţën pi uşubal wi Nowe akaaŋ ŋşubal iñeen-week ŋyaaş paaj (600), kë meel mnŧum maakan manwooŋ ţi mboş uţeeh manşë may, kë baţi bawo wo ji bahaabëşa haabëşa, kë meel manktula. 
GEN.7.12	Uşubal uşub ţi mboş ado ŋnuur iñeen ŋbaakër na ŋŧejan iñeen ŋbaakër (40).
GEN.7.13	Unuur mënţ, Nowe, aharul na babukul Şem na Ham na Yafet na bahar baka kë başë neej na a ţi upuur. 
GEN.7.14	Baneej na ŋnŧaam ŋi katoh, na ŋko ŋi uţeeh bŧi na ŋkaŧ bŧi na ŋko ŋmpoţi ŋankyiţuŋ bŧi. 
GEN.7.15	Ŋko bŧi ŋankheefënţuŋ ŋabi ţi Nowe aneejna ŋtëb ŋtëb ţi upuur ; 
GEN.7.16	kawo ukaş na waaţ jibi Naşibaţi abiiŋ ajaka. Wi wi Nawat Kabuka aşaaŋ adëŧ bgah.
GEN.7.17	Uşubal unşubuŋ wuŋ udo ŋnuur iñeen ŋbaakër ; kë meel mampar apel mboş aşë deeŋ upuur kë ukyaak. 
GEN.7.18	Meel mampaya aŧum maakan, kë upuur uşë yaak aya, 
GEN.7.19	mampaya ayaha ya adoo gur inkuŋ bŧi. 
GEN.7.20	Mandoo ţëp inkuŋ ŋmetër paaj-na-uloŋ. 
GEN.7.21	Wal mënţ kë bañaaŋ bŧi na ŋko bŧi ŋanwooŋ ţi mboş kë ŋaşë keţ : ŋkaŧ, ŋnŧaam ŋi katoh, ŋko ŋi uţeeh, na ŋko ŋmpoţi bŧi na bañaaŋ bŧi. 
GEN.7.22	Nin uhefënţ uunkak aduka ţi mboş. 
GEN.7.23	Hënk, kë Naşibaţi awet uhefënţ bŧi ţi mboş : bañaaŋ, ŋnŧaam ŋi katoh, ŋko ŋi uţeeh, na ŋko ŋmpoţi na ŋkaŧ, kë Nowe na bañaaŋ banwooŋ na a, aţu na ŋko ŋanwooŋ na baka ţi upuur ţañ babuuruŋ. 
GEN.7.24	Meel mampar ado ŋnuur iñeen-week na iñeen-kañeen (150).
GEN.8.1	Kë Naşibaţi aşë leş Nowe na ŋko ŋi uţeeh na ŋnŧaam ŋi katoh bŧi ŋanwooŋ na a ţi upuur. Ado kë uyook uyook ţi mboş, kë meel manjun pwala. 
GEN.8.2	Kë meel mnŧum maakan manwooŋ ţi mboş uţeeh bŧi manşë ţañan ppën, kë baţi badëŧanaa, meel maankak atula. Kë uşubal uţañan pjot.
GEN.8.3	Meel manwala ntiinku ntiinku, hënk, wi ŋnuur iñeen-week na iñeen-kañeen (150) ŋaţëpuŋ kë manşë wala ; 
GEN.8.4	te kë upuur udo hil anaţ du inkuŋ yi Arafat ţi unuur uţënk ŋnuur iñeen na paaj-na-uloŋ wi pli pţënk paaj na ploŋ. 
GEN.8.5	Meel manwali'aara wala te pli pţënk kli iñeen. Ţi unuur uŧeek wi pli mënţ kë inkuŋ işë pën awinana.
GEN.8.6	Wi ŋnuur iñeen ŋbaakër ŋaţëpuŋ, kë Nowe aşë haabëş ujaneel wi adoluŋ ţi upuur, 
GEN.8.7	aşë wutan untomaali. Uya, akak, ayoonk meel mankay ţi mboş. 
GEN.8.8	Akak awutan ubalab ufaaŧal katenna me meel manwalaa. 
GEN.8.9	Wi ubalab uwooŋ uunya win dko dţo, ţiki meel mangur mboş bŧi, uwugşa akak du Nowe du upuur. Nowe atar kañen, ayeenk wa aneejan ţi upuur meeţ. 
GEN.8.10	Ayoonk ŋnuur paaj na uloŋ akak awutan wa kë upën ţi upuur. 
GEN.8.11	Ukak na utaakal awo na katoh kahalu ki bko bi bajaaŋ bado bnoliwera ţi mntum ! Nowe ame wal mënţ kë meel manwalaa. 
GEN.8.12	Aţo kak ŋnuur paaj na uloŋ aşë wutan ubalab, kë wi uyaaŋ, uunkak abi.
GEN.8.13	Ţi unuur uŧeek wi pli pŧeek pi uşubal wi Nowe akaaŋ ŋşubal iñeen-week ŋyaaş paaj na uşubal (601), wi wi meel mankayuŋ ţi mboş. Nowe agurëş bţuk bi upuur ; aten, awin kë mboş manjun pkay. 
GEN.8.14	Ţi unuur uţënk iñeen ŋtëb na paaj-na-uloŋ wi pli ptëbanţën, kë mboş manşë kay bŧi.
GEN.8.15	Wal mënţ kë Naşibaţi aşë ji na Nowe : 
GEN.8.16	« Pënan ţi upuur, iwi na aharu, na babuku na bahar baka. 
GEN.8.17	Pënaan kak ŋko bŧi ŋanwooŋ na iwi, ŋkaŧ, ŋnŧaam ŋi katoh na ŋko ŋi uţeeh na ŋko ŋmpoţi. Ŋabukan maakan ŋaŧum ŋaniink mboş. » 
GEN.8.18	Kë Nowe na aharul na babukul na bahar baka bapëni. 
GEN.8.19	Ŋnŧaam ŋi katoh na ŋko ŋi uţeeh na ŋko ŋmpoţi na ŋkaŧ bŧi ŋapën ţi upuur, awo kabuka na kabuka.
GEN.8.20	Wi wi Nowe aşaaŋ ado 
GEN.8.21	Yawe Nawat Kabuka aŧiink pţëkën plil aşë ji ţi uşalul : « Bañaaŋ baankak ado nfëp mboş. Uwo manjoonan kë ŋhaaş ŋi baka ŋawuţna du kpoţ ; kë nşë wo mënkak aŧok bañaaŋ na ŋko bŧi jibi ndoluŋ.
GEN.8.22	Te wi mboş mankdooŋ kawoha wo,
GEN.8.22	kajaar na kakit,
GEN.8.22	ujonţ na uyikaj,
GEN.8.22	kanuur na pti,
GEN.8.22	pnak na uŧejan
GEN.8.22	ido kawoha wo. »
GEN.9.1	Naşibaţi awul Nowe na babukul bnuura bi nul aşë ji na baka : « Kabuk kajoobëţ na an, nabukan maakan, naŧuman mboş. 
GEN.9.2	Ŋko ŋi mboş, ŋkaŧ na ŋko ŋmpoţi na ŋţëb ŋi bdëk, ŋul bŧi ŋado kaţi'an kakuţ kado kalënk ţi kadunan. Dwulan ŋa bŧi. 
GEN.9.3	Jibi nwulanaŋ iko yuŋ yi ujaagal na mnko manjaaŋ mambuk, dkak awulan ŋko ŋuŋ bŧi nado kade. 
GEN.9.4	Kë naşë wo naanwo kade uko na pñaak pi wa ţiki pñaak pawooŋ ubida. 
GEN.9.5	Dkak aluŋ kaţu ñaaŋ këme uko unktuluŋ pñaak pi ñaaŋ uhepna ţi uko mënţ. Kabot kaţu ñaaŋ andoli aŧeem ţi ubida wi aŧënţul.
GEN.9.6	Naşibaţi aţak ñaaŋ
GEN.9.6	kë anaam na a
GEN.9.6	ukaaŋ kë ñaaŋ anktuluŋ pñaak pi aŧënţul,
GEN.9.6	bakak atula pñaak.
GEN.9.7	Kë an, kabuk kajoobëţ na an, nabukan maakan ; naniink mboş, nabukan maakan. »
GEN.9.8	Naşibaţi aţiini wal mënţ na Nowe na babukul banwooŋ na a aji : 
GEN.9.9	« Natenan, dhoŋan, an na kntaali ki nan te mnţo, 
GEN.9.10	na ŋko bŧi ŋanwooŋ na iwi : ŋkaŧ, ŋnŧaam ŋi katoh na ŋko ŋi uţeeh, ŋko bŧi ŋampënuŋ ţi upuur na iwi, ŋko bŧi ŋanwooŋ ţi mboş, 
GEN.9.11	kë mënkak ado uşubal uŧënţ wi kë mënkak ado meel manpar hënk manŧok uko bŧi unwooŋ na uhefënţ. Meel maankak abi kaŧok iko bŧi inwooŋ ţi mboş. »
GEN.9.12	Naşibaţi akak aji : « Uko unkdiimanuŋ kahoŋ ki nji ndoluŋ na an na ŋko bŧi ŋanwooŋ na an wii wi, kahoŋ kaŋ ddo ka kak na pntaali pi nu te mnţo. 
GEN.9.13	Dţu kaŋaanan ki naan du baţi ki najaaŋ nado ki ubopal, kul kakdooŋ kayuuj kahoŋ ki nji ndoluŋ na umundu. 
GEN.9.14	Woli dluŋ ado uşubal kë ujëni, kë kaŋaanan ki ubopal kapën awinana, 
GEN.9.15	kaleş wal mënţ kahoŋ ki nji ndoluŋ na an na ŋko bŧi. Nin meel maankak apar jibi mamparuŋ kafiŋ uhefënţ ţi mboş. 
GEN.9.16	Woli kaŋaanan ki ubopal kapën awinana du baţi, dwin ka, kaşë kaleş kahoŋ kanwooŋ kaankba ki nji Naşibaţi ndoluŋ na bañaaŋ bŧi na ŋko bŧi ŋanwooŋ ţi mboş. »
GEN.9.17	Hënk, kë Naşibaţi aji na Nowe : « Waŋ uwooŋ uko unkyuujuŋ kahoŋ ki nji ndoluŋ na bañaaŋ bŧi na ŋko bŧi ŋanwooŋ ţi mboş. »
GEN.9.18	Şem, Ham na Yafet babuk Nowe bampënnuŋ ţi upuur. (Ham awooŋ aşin Kanaan) 
GEN.9.19	Bawajanţ bukuŋ bawooŋ babuk Nowe, kë ţi bukal di di bañaaŋ bŧi banfëţuŋ ţi mboş bawoonuŋ.
GEN.9.20	Nowe anwooŋ najaar, ado uţeeh aŧepi mnko manjaaŋ mandolna ubiñu. 
GEN.9.21	Wi adaanuŋ ubiñu umpënuŋ ţi uţeeh mënţ, aşë kuj awohëş aduka byişu du kaloona ki nul meeţ. 
GEN.9.22	Ham, aşin Kanaan, awin aşin kë awo byişu, aşë ya bdig aţup babuk aşin batëb bandukiiŋ. 
GEN.9.23	Kë Şem na Jafet başë jej bayeti aţu ţi igaŋan yi baka aşë bot apoş poş akak ufeţ ado bi agur aşin baka. Baten umbaŋ wundu kahilna kawo baankwin aşin baka byişu.
GEN.9.24	Wi Nowe anaţiiŋ, kë ukuj ubaa, ame uko wi Ham nabaaşa i nul adoluŋ. 
GEN.9.25	Wi wi aşaaŋ aji :
GEN.9.25	« Kanaan afëpaniiŋ !
GEN.9.25	Awo pa bamakul najuuk i bajuuk. »
GEN.9.26	Nowe akak aţiini aji :
GEN.9.26	« Ddëman 
GEN.9.26	Dñehan ajuuknţën Kanaan ţi ulemp, ado kalempar Şem.
GEN.9.27	Dñehan Naşibaţi ado Yafet abuk pntaali pŧum, padëm paka uŧaak uweek,
GEN.9.27	dñehan kak babuk Yafet bafëţ na babuk Şem,
GEN.9.27	babuk Kanaan babot bajuukëţ ţi ulemp bado kalempar babuk Yafet na Şem. »
GEN.9.28	Wi uşubal uweek na meel mamparuŋ ŋaţëpuŋ, Nowe aţo ŋşubal iñeen-week ŋwajanţ na ŋşubal iñeen kañeen (350). 
GEN.9.29	Ŋşubal bŧi ŋi Nowe adoluŋ ţi mboş ŋawo iñeen-week kañeen-kaloŋ na ŋşubal iñeen kañeen (950), wi wi aşaaŋ akeţ.
GEN.10.1	Pntaali pi bi Şem, Ham na Yafet babuk Nowe babukuŋ wi uşubal uweek ubaaŋ pii pi.
GEN.10.2	Babuk Yafet biinţ bawo : Gomer, Magog, Maday, Yawan, Tubal, Moşek na Tiraŧ. 
GEN.10.3	Kë babuk Gomer biinţ bawo : Aşkenaŧ, Rifat, Togarma. 
GEN.10.4	Kë biki Yawan bawo : Elişa, Tarşiş, Kitim na Dodanim. 
GEN.10.5	Du bukal di di bañaaŋ banwayşëruŋ afëţ añog idëk bawoonuŋ. Bukuŋ bawooŋ babuk Yafet, baji bawayşër kawo bandoli na pntaali pi baka na uŧaak wi baka na uţup wi baka.
GEN.10.6	Babuk Ham biinţ bawo : Kuş, Mişrayim, Put na Kanaan. 
GEN.10.7	Kë biki Kuş bawo : Ŧeba, Hawila, Ŧabta, Raama, na Ŧabteka. Kë biki Rama bawo : Şeba na Dedan.
GEN.10.8	Kuş akak abuk Nemrod ambiiŋ awo naşih naŧeek ţi mboş. 
GEN.10.9	Abi wo najan naweek ţi kadun ki Naşibaţi, ukaaŋ kë baji baji : « Awo ji Nemrod, najan naweek ţi kadun ki Naşibaţi. » 
GEN.10.10	Ŋbeeka ŋanwoonuŋ ŋweek ţi dko di aşihuŋ ŋawo Babel, Erek, Akad na Kalneh du uŧaak wi Şineyar
GEN.10.11	Du uŧaak mënţ di di Nemrod apënnuŋ aya te Aşuur aşë niw Niniwe na Rehobot-Ir, na Kalah. 
GEN.10.12	Akak aniw Reŧen ţi pŧoof pi Niniwe na ubeeka uweek wi Kalah.
GEN.10.13	Mişrayim awooŋ aşin bañaaŋ biki Lud, biki Anam, biki Lehab, biki Naftuh, 
GEN.10.14	na biki Patroŧ, na biki Kaŧluh na biki Kaftor [di 
GEN.10.15	Kanaan awooŋ aşin bañaaŋ biki Ŧidoŋ, anwooŋ abukul naŧeek. Abot awo aşin bahitit, 
GEN.10.16	na Bayebuŧit, Bahamorit, Bagirgaşit, 
GEN.10.17	Bahiwit, Barkit, Baŧinit, 
GEN.10.18	Barwadit, Baŧemarit, Bahamatit ; wi wi kntaali ki Kanaan kaşaaŋ awayşër. 
GEN.10.19	Uŧaak wi Kanaan upënna Ŧidoŋ, aya umbaŋ wi Gerar, te Gaŧa, abot ayeenk du Ŧodom na Gomora na Adma na Şeboyim te aban du Leşa.
GEN.10.20	Bukuŋ bawooŋ babuk Ham, baji bawayşër kawo bandoli na pntaali pi baka na uŧaak wi baka na uţup wi baka.
GEN.10.21	Şem ţmak Yafet akak abuk bapoţ biinţ. Ul awooŋ ateem babuk Eber na pntaali pi baka bŧi.
GEN.10.22	Babuk Şem biinţ bawo : Elam, Aşur, Arpakşad, Lud, Aram. 
GEN.10.23	Biki Aram bawo : Uş, Hul, Geter na Maş. 
GEN.10.24	Arpakşad abuk Şelah, kë Şelah abuk Eber. 
GEN.10.25	Eber abuk bapoţ biinţ batëb : naŧeek awo katim ki Peleg
GEN.10.26	Yoktan abuk Almodad, Şelef, Haşarmawet, Yerah, 
GEN.10.27	na Hadoram, Uŧal, Dikla, 
GEN.10.28	na Obal, Abimayil, Şeba, 
GEN.10.29	Ofir, Hawila, na Yobab : bukuŋ mënţ bŧi bawo babuk Yoktan. 
GEN.10.30	Bafëţna ubeeka wi Meşa te adoo ban wi Şefar unwooŋ du inkuŋ inwooŋ du umayar unuur.
GEN.10.31	Bukuŋ bawooŋ babuk Şem, baji bawayşër kawo bandoli na pntaali pi baka na uŧaak wi baka na uţup wi baka.
GEN.10.32	Bukuŋ bawooŋ pntaali pi babuk Nowe, baji bawayşër kawo bandoli na pntaali pi baka na uŧaak wi baka.
GEN.10.32	Du bukal di di bañaaŋ bajunnuŋ pwayşër aniink mboş wi uşubal uweek uţëpuŋ.
GEN.11.1	Bañaaŋ bŧi ţi mboş baţup uţup uloolan. 
GEN.11.2	Jibi bañaaŋ bakyaanţuŋ du umayar unuur, bawin dko dloŋ danwooŋ daanwo na inkuŋ du uŧaak wi Şineyar
GEN.11.3	Wal mënţ kë başë ŧiinkar aji : « Nawulën ŋdo induba yi ŋkjuŋuŋ ţi bdoo. Kë bajej induba mënţ na bnag bloŋ aniwna
GEN.11.4	Bakak aji : « Nawulën ŋniw ubeeka na katoh kaweek ki ŋşoobra kankyaaŋ te du baţi ! Hënk katimun kapënala, ŋkuţ ŋwo ŋënkwayşër kaniink mboş bŧi. »
GEN.11.5	Kë 
GEN.11.6	aşë ji : « Nawin hënkuŋ ! Bañaaŋ bŧi bawo baloolan, aţup uţup uloolan. Woli hënk di ulemp wi babaaŋ ajun jun uwooŋ, we ukluŋ kaneenan baka pdo uko wi baŋaluŋ ? 
GEN.11.7	Ŋwala hënkuŋ ŋhoŧan uţup wi baka bawut kado kaŧiinkar. »
GEN.11.8	Hënk di di Yawe Nawat Kabuka agaruŋ baka kë baya aniink mboş bŧi aţañan pniw ubeeka. 
GEN.11.9	Uko waŋ ukaaŋ kë badu da aji Babel
GEN.11.10	Pntaali pi Şem pii pi :
GEN.11.10	Wi uşubal uweek uţëpuŋ ado ŋşubal ŋtëb, Şem aka ŋşubal iñeen-week aşë buk Arpakşad. 
GEN.11.11	Wi Arpakşad abukiiŋ, Şem akak aţo ŋşubal iñeen-week kañeen (500) abot abuk bapoţ biinţ na baaţ.
GEN.11.12	Wi Arpakşad akaaŋ ŋşubal iñeen ŋwajanţ na ŋşubal kañeen (35) abuk Şelah. 
GEN.11.13	Wi Şelah abukiiŋ, Arpakşad akak aţo ŋşubal iñeen-week ŋbaakër na ŋşubal ŋwajanţ (403) abot abuk bapoţ biinţ na baaţ.
GEN.11.14	Wi Şelah akaaŋ ŋşubal iñeen ŋwajanţ aşë buk Eber. 
GEN.11.15	Wi Eber abukiiŋ, Şelah akak aţo ŋşubal iñeen-week ŋbaakër na ŋşubal ŋwajanţ (403) abot abuk bapoţ biinţ na baaţ.
GEN.11.16	Wi Eber akaaŋ ŋşubal iñeen ŋwajanţ na ŋşubal ŋbaakër (34) aşë buk Peleg. 
GEN.11.17	Wi Peleg abukiiŋ, Eber akak aţo ŋşubal iñeen-week ŋyaaş ŋbaakër na ŋşubal iñeen ŋwajanţ (430) abot abuk bapoţ biinţ na baaţ.
GEN.11.18	Wi Peleg akaaŋ ŋşubal iñeen ŋwajanţ, aşë buk Rewu. 
GEN.11.19	Wi Rewu abukiiŋ, Peleg akak aţo ŋşubal iñeen-week ŋyaaş ŋtëb na ŋşubal kañeen-kaloŋ (209) abot abuk bapoţ biinţ na baaţ.
GEN.11.20	Wi Rewu akaaŋ ŋşubal iñeen ŋwajanţ na ŋşubal ŋtëb aşë buk Ŧerug. 
GEN.11.21	Wi Ŧerug abukiiŋ, Rewu akak aţo ŋşubal iñeen-week ŋyaaş ŋtëb na ŋşubal paaj na uloŋ (207) abot abuk bapoţ biinţ na baaţ.
GEN.11.22	Wi Ŧerug akaaŋ ŋşubal iñeen ŋwajanţ aşë buk Nahor. 
GEN.11.23	Wi Nahor abukiiŋ, Ŧerug aţo ŋşubal iñeen-week ŋyaaş ŋtëb (200) abot abuk bapoţ biinţ na baaţ.
GEN.11.24	Wi Nahor akaaŋ ŋşubal iñeen ŋtëb na ŋşubal kañeen-kaloŋ aşë buk Terah. 
GEN.11.25	Wi Terah abukiiŋ, Nahor aţo ŋşubal iñeen-week na ŋşubal iñeen na kañeen-kaloŋ (119) abot abuk bapoţ biinţ na baaţ.
GEN.11.26	Wi Terah akaaŋ ŋşubal iñeen paaj-na-uloŋ aşë buk Abram na Nahor na Haran.
GEN.11.27	Pntaali pi Terah pii pi :
GEN.11.27	Terah abuk Abram, Nahor na Haran. Kë Haran abuk Lot. 
GEN.11.28	Haran akeţ ţi kadun ki Terah aşin du uŧaak wi kabuka wi nul, du ubeeka wi Ur, wi bakaldeyeŋ. 
GEN.11.29	Abram na Nahor baniimi : Ahar Abram awo katim ki Ŧaaray ; kë ki ahar Nahor kawo Milka, ul na Yiŧka bawo babuk Haran. 
GEN.11.30	Kë Ŧaaray aşë wo aanhil pbuk : aanka napoţ.
GEN.11.31	Terah ajej Abram abukul, na Lot ababul, abuk Haran, na Ŧaaray ahar Abram abukul. Ado baka kë bapën ţi Ur di bakaldeyeŋ pya uŧaak wi Kanaan. Kë wi babanuŋ ubeeka wi Haran aşë fëţ da. 
GEN.11.32	Ŋşubal ŋi Terah adoluŋ ţi mboş ŋawo iñeen-week ŋyaaş ŋtëb na ŋşubal kañeen (205), wi wi aşaaŋ akeţ du Haran.
GEN.12.1	Unuur uloŋ, 
GEN.12.2	Ddolu ibuk pntaali pweek,
GEN.12.2	kabot kawulu bnuura.
GEN.12.2	Ddo katimu kapënala maakan,
GEN.12.2	iţu hënk nwul bañaaŋ bandukiiŋ bnuura.
GEN.12.3	Dluŋ kawul bnuura bankñehandëriiŋ bnuura,
GEN.12.3	kafëp bankmbeehiiŋ ;
GEN.12.3	kaţëpna ţi iwi kawul kntaali ki mboş bŧi bnuura
GEN.12.4	Kë Abram ado jibi Nawat Kabuka ajakuluŋ apën ţi ubeeka wi Haran aya, kë Lot aya na a. Aka wal mënţ ŋşubal iñeen-paaj-na-uloŋ na kañeen (75).
GEN.12.5	Ajej Ŧaaray aharul na Lot abuk aţa'ul, na bka'ul na balemparul biki aţënkbëruŋ anug bŧi ţi Haran aya uŧaak wi Kanaan. 
GEN.12.6	Wi babanuŋ, bamuur uŧaak bŧi te ado ban du bko byimanaan bi More du ubeeka wi Ŧikem. Bañaaŋ biki Kanaan bawo wal mënţ ţi uŧaak.
GEN.12.7	Kë Yawe Nawat Kabuka aşë pën awinana ţi kadun ki Abram aji : « Dluŋ kawul pntaali pi nu uŧaak wi. » Wi wi Abram aşaaŋ ado 
GEN.12.8	Abram awoona Ŧikem aya du pnkuŋ du umayar unuur wi ubeeka wi Betel, atan da kaloona ki nul, Betel kë dawo ţi kayoba, kë ubeeka wi Ayi uwo ţi umayar unuur wi dko di awooŋ. Ţi dko mënţan di di adoluŋ Nawat Kabuka bliit bi mngur aşë dëmana. 
GEN.12.9	Kë ţi pdo kafëţ ţi kanaţa kaya kafëţ ţuŋ, kë aya adoo ban uŧaak wi Negeb.
GEN.12.10	Ubon ubi wo ţi uŧaak, adëm maakan, kë Abram adoo naţa aya Ejiptu afëţ da. 
GEN.12.11	Wal wi akyaaŋ pneej ţi Ejiptu aşë ji na Ŧaaray aharul : « Tenan, dme kë iwo ñaaţ nanuura. 
GEN.12.12	Woli bañaaŋ biki Ejiptu bawinu baji iwo ahar naan, kafiŋën, kaşë duku. 
GEN.12.13	Dkooţu kooţ, jakan na baka iwo aţa'naan, hënk iţu bamëbanaan bnuura kabot kawo baankfiŋën. »
GEN.12.14	Wi Abram abanuŋ du Ejiptu, bañaaŋ biki uŧaak mënţ bawin kë Ŧaaray anuura maakan. 
GEN.12.15	Baweek biki uŧaak bawina aşë ya aţup 
GEN.12.16	Ŧaaray aţu kë Farawuna amëban Abram bnuura. Aţena ŋpi, ŋkaneel na ŋgit, abot awula balemp biinţ na baaţ, na ŋbuuru, na ŋnŧaam ŋi pnkunkaali.
GEN.12.17	Kë Nawat Kabuka aşë ţu Farawuna na katohul pwuţan pweek, ţiki ajej Ŧaaray ahar Abram. 
GEN.12.18	Farawuna adu Abram wal mënţ aşë ji na a : « We wi idolnuŋ hënk ba ? We ukaaŋ kë iinţupën aji awo aharu ? 
GEN.12.19	We ukaaŋ kë iji awo aţa'u, kë ndo jeja kë awo ahar naan. Hënkuŋ aharu awi ; jejana, iţëp iya na bgahu ! » 
GEN.12.20	Farawuna ado biinţ baloŋ kë bapënana ţi uŧaak ul na aharul na bka'ul bŧi.
GEN.13.1	Kë Abram awoona Ejiptu na aharul na bka bi ŧul bŧi, agakandër na Lot kë baya Negeb. 
GEN.13.2	Wal mënţ Abram ayok maakan, aka ŋnŧaam, na itaka na uwuuru. 
GEN.13.3	Apënna Negeb aya, aya te aban du umbaŋ wi ubeeka wi Betel du dko di abiiŋ atan kaloona ki nul ţi pŧoof pi Betel na Ayi, 
GEN.13.4	du dko di abiiŋ aniw 
GEN.13.5	Lot angakandëruŋ na Abram akak aka itani yi ŋnkaneel, yi ŋpi, na yi ŋgit abot aka bañaaŋ baŧum. 
GEN.13.6	Uŧaak uunkëş bafëţ bukal batëb bŧi : bka bi baka baŧum maakan kë baanhil pwo ţi dko dloolan. 
GEN.13.7	Bañaaŋ biki Kanaan na baperiŧit bafëţ kak wal mënţ ţi dko mënţ. Kë bayafan biki Abram na biki Lot bakak ţi pŋom. 
GEN.13.8	Kë Abram aşë ji na Lot : « Tenan, nja ŋyiţi, dkooţu kooţ, mënŋal ŋţëpar abot awo mënŋal bayafan biki nja bado kaŋom ! 
GEN.13.9	Tenan uŧaak wi bŧi ! Joh ŋwayşër. Woli iya na kañen kamayu, kaya na kadeenu ; woli iya na kadeenu, kaya kamayu. »
GEN.13.10	Lot aten bnuura aşë win uŧaak bŧi unkabuŋ bdëk bi Yordan di mboş manëkuŋ. Uwo ţi wal wi Naşibaţi awooŋ aandobi ŧok ŋbeeka ŋi Ŧodom na Gomora. Dko mënţ te du umbaŋ wi ubeeka wi Şowar dawo na itant ji uwoorta wi Nawat Kabuka du Eden, na uŧaak wi Ejiptu. 
GEN.13.11	Kë Lot adat uŧaak wi Yordaniya bŧi unwoyi umbaŋ wi umayar unuur aŧool pya da ; hënk di bawayşëruŋ. 
GEN.13.12	Abram aya afëţ du uŧaak wi Kanaan kë Lot afëţ añog ŋbeeka ŋi bdëk bi Yordan. Atan iloona yi nul kë iban te Ŧodom. 
GEN.13.13	Bañaaŋ biki ubeeka mënţ bawuţ maakan abot aji bado uko wi Nawat Kabuka awooŋ aanŋali.
GEN.13.14	Wal wi Lot awayşëruŋ na Abram, Nawat Kabuka aji na Abram : « Iwin dko di inaţuŋ, hënkuŋ katan këş iten ifooyan. 
GEN.13.15	Uŧaak wi ikwinuŋ wuŋ bŧi dwulu wa, iwi na pntaali pankpënuŋ ţi iwi te mnţo. 
GEN.13.16	Ddo pa paŧum ji pyiw pi mboş : unuur wi bakhinanuŋ pfën pyiw panwooŋ ţi mboş unuur mënţ wi wi bakaaŋ ahinan pfën pntaali pi nu. 
GEN.13.17	Naţiin iñaay na uŧaak bŧi ţiki dluŋ kawulu wa. »
GEN.13.18	Kë Abram ajej iloona yi nul, aya afëţ du mnko mnweek mi Mamre du Hebroŋ kë dul di adoluŋ bliit bi mngur pa Nawat Kabuka.
GEN.14.1	Wal wi Amrafel awooŋ naşih i Şineyar, kë Aryok awo naşih i Elaŧar, kë Kedor-Lawomer awo i Elam, Tideyal kë awo naşih i Goyim
GEN.14.2	başih babaakër bukuŋ banaţa ugut na bi Bera naşih i Ŧodom na Birşa naşih i Gomora, na Şineyab naşih i Adma na Şemeber naşih i Ţeboyim na naşih i Bela (danwooŋ Şowar).
GEN.14.3	Başih kañeen babaañşaani bukuŋ bŧi bayitiir na bangoli biki baka du dko danwooŋ daanwo na inkuŋ du Ŧidim (dawooŋ hënkuŋ Bdëk bi Pnam). 
GEN.14.4	Bado ŋşubal iñeen na ŋtëb kë Kedor-Lawomer akşih baka, ţi uşubal uţënk iñeen na ŋwajanţ kë başë bër wa.
GEN.14.5	Kedor-Lawomer aţo uşubal aşë naţa ul na başih banwooŋ na a aya pgut na bampokuŋ. Wi bakyaaŋ, bakob barefayim du Aşerot-Karnayim, akob baŧuŧim du Ham, bayemim du Şawe-Kiriyatim, 
GEN.14.6	akob bahorit du inkuŋ yi Ŧeyir te ado ban El-Paran, dankabuŋ du 
GEN.14.7	Wi wi başaaŋ awugşa aban te du ukumpëş wi En-Mişpat (dawooŋ Kadeş) akob bamaleŧit du uŧaak wi baka bŧi abot akob bahamorit banfëţuŋ du Haşaşon-Tamar.
GEN.14.8	Wal mënţ, kë naşih i Ŧodom na i Gomora na i Adma, naşih i Ŧeboyim na naşih i Bela (danwooŋ Şowar) başë naţa abomandër ugut na baka du Ŧidim, 
GEN.14.9	agut na Kedor-Lawomer naşih i Elam, Tideyal naşih i Goyim, Amrafel naşih i Şineyar na Aryok naşih i Elaŧar : bawo başih babaakër agut na başih kañeen ! Bañaaŋ biki Kedor-Lawomer bakob biki bakgutanaanuŋ.
