MAT.1.1	Yesu Kristo enye Abraham kple Fia David ƒe dzidzimevi, eƒe dzidzime lae nye esi.
MAT.6.9	“Ale miado gbe ɖae nye si, ‘Mía Fofo, si le dziƒo, woade bubu wò ŋkɔ ŋuti, 
MAT.6.10	wò fiaɖuƒe neva, woawɔ wò lɔlɔ̃nu le anyigba dzi abe ale si wowɔnɛ le dziƒo ene. 
MAT.6.11	Na nuɖuɖu si míaɖu egbe la mi. 
MAT.6.12	Tsɔ míaƒe nu vɔ̃wo ke mí abe ale si míawo hã míetsɔnɛ ke na ame siwo daa vo ɖe mía ŋuti la ene. 
MAT.6.13	Mègakplɔ mí yi tetekpɔ me o, ke boŋ ɖe mí tso vɔ̃ɖitɔ la sime.’ 
MAT.6.14	Elabena ne mietsɔ vo siwo amewo da ɖe mia ŋuti ke wo la, ekema mia Fofo si le dziƒo hã, atsɔ ake miawo hã. 
MAT.6.15	Ke ne mietsɔ amewo ƒe nu vɔ̃wo ke wo o la mia Fofo hã matsɔ miaƒe nu vɔ̃wo ake mi o.
MAT.6.16	“Ne mietsi nu dɔ la, migayɔ mo lilili abe ale si alakpanuwɔlawo wɔna ene o. Ame siawo yɔa mo lilili, be amewo nakpɔ be yewole nutsitsidɔ me. Mele egblɔm na mi nyateƒetɔe be ame siawo xɔ woƒe fetu blibo la xoxo. 
MAT.6.17	Ke ne miawo mietsi nu dɔ la, midzra mia ɖokui ɖo nyuie abe ɖe miele naneke wɔm o ene, 
MAT.6.18	ale be ame aɖeke naganya be mietsi nu dɔ o, negbe mia Fofo si womekpɔna o gake eya kpɔa nu sia nu si wowɔ le bebeme la eye axe fe na mi.
MAT.6.19	“Migadzra miaƒe kesinɔnuwo ɖo ɖe anyigba dzi afi si agbagblaʋui kple ɣebialéle gblẽa nu le eye fiafitɔwo gbaa ʋɔ hefia nu le la o. 
MAT.6.20	Ke boŋ midzra miaƒe kesinɔnuwo ɖo ɖe dziƒo afi si agbagblaʋui kple ɣebialéle megblẽa nu le eye fiafitɔwo megbaa ʋɔ hefia nu le na o.
MAT.6.21	“Elabena afi si miaƒe kesinɔnuwo le la, afi ma kee miaƒe dzi hã anɔ.
MAT.6.22	“Ŋkue nye akaɖi na ame blibo la, eya ta ne wò ŋku dzi kɔ la, wò ame blibo la àyɔ fũu kple kekeli. 
MAT.6.23	Ke ne wò ŋku dzi mekɔ o la, wò ame blibo la, àyɔ fũu kple viviti ekema ne kekeli si le mewò trɔ zu viviti la, ale ke gbegbe viviti la asẽ ŋui!
MAT.6.24	“Ame aɖeke mate ŋu asubɔ aƒetɔ eve o; alé fu ɖeka eye wòalɔ̃ evelia, alo aku ɖe ɖeka ŋu vevie eye wòagbe nu le evelia gbɔ. Màte ŋu asubɔ Mawu kple Ga siaa o.”
MAT.6.25	“Eya ta mele egblɔm na mi bena, migatsi dzimaɖeɖi le miaƒe agbe ŋuti, nu si miaɖu alo miano ŋu o; alo le miaƒe ŋutilã ŋuti, nu si miata ŋu o. Ɖe miaƒe agbe mexɔ asi wu nuɖuɖu eye miaƒe ŋutilã mexɔ asi wu nutata oa? 
MAT.6.26	Mikpɔ dziƒoxeviwo ɖa, womeƒãa nu alo ŋea nu alo ƒoa nu nu ƒu ɖe avawo me o. Ke mia Fofo si le dziƒo la naa nuɖuɖu wo. Ɖe mi amegbetɔwo miexɔ asi sãa wu dziƒoxeviwo oa? 
MAT.6.27	Mia dometɔ kae ate ŋu ato dzitsitsi me atsɔ gaƒoƒo ɖeka pɛ akpe ɖe eƒe agbe ŋu?
MAT.6.28	“Ekema nu ka ŋutie mietsia dzi ɖe nutata ŋu? Mikpɔ ale si dzogbenyawo le gbedzi tsinae ɖa. Womewɔa dɔ alo trea ɖeti o. 
MAT.6.29	Ke mele egblɔm na mi be Salomo le eƒe atsyɔ̃ɖoɖo me gɔ̃ hã mede wo dometɔ aɖeke nu le atsyɔ̃ɖoɖo me o. 
MAT.6.30	Ke nenye be Mawu ɖoa atsyɔ̃ na gbe le gbedzi, gbe si nɔa anyi egbe, eye wotsɔnɛ ƒua gbe ɖe dzo me etsɔ la, ɖe mata nu na mi sãa wu gbe siawo oa, O mi xɔse ʋe tɔwo? 
MAT.6.31	Eya ta migatsi dzi anɔ biabiam be, ‘Nu ka míaɖu?’ alo ‘Nu ka miano?’ alo, ‘Nu kae míata o?’ 
MAT.6.32	Elabena Trɔ̃subɔlawo tia nenem nu siawo katã yome, ke mia Fofo si le dziƒo nyae be nenem nu siawo hiãa mi. 
MAT.6.33	Ke midi eƒe fiaɖuƒe la kple eƒe dzɔdzɔenyenye gbãgbiagbã eye woatsɔ nu siawo katã hã akpe ɖe eŋuti na mi. 
MAT.6.34	Eya ta migatsi dzi ɖe etsɔ si gbɔna la ŋu o elabena etsɔ si gbɔna la atsi dzi ɖe eɖokui ŋu; elabena kuxi sɔ gbɔ le ŋkeke sia ŋkeke me xoxo.”
MAT.7.1	“Mègadrɔ̃ ʋɔnu ame bubuwo o, ne menye nenema o la, woadrɔ̃ ʋɔnu wò hã. 
MAT.7.2	Elebena ale si nèdrɔ̃a ʋɔnu ame bubuwoe la, nenema tututue woadrɔ̃ ʋɔnu wò hãe eye dzidzenu si ŋudɔ nèwɔ la, dzidzenu ma ke ŋudɔe woawɔ atsɔ adzidze nui na wò hã.
MAT.7.3	“Nu ka tae nèkpɔa ati fefe si ge ɖe nɔviwò ƒe ŋku dzi gake mèkpɔa atikpo si le wò ŋutɔ wò ŋku dzi la ya o? 
MAT.7.4	Ale ke wɔ nàgblɔ na nɔviwò be, ‘Na maɖe ati fefe le wò ŋku dzi,’ le esime atikpo le wò ŋutɔ wò ŋku dzi? 
MAT.7.5	Wò, alakpanuwɔla, ɖe atikpo le wò ŋutɔ wò ŋku dzi gbã ekema àkpɔ nu nyuie ale be nàte ŋu aɖe ati fefe si le nɔviwò ƒe ŋku dzi.
MAT.7.6	“Migatsɔ miaƒe nu kɔkɔewo na avuwo o eye migatsɔ miaƒe dzonu xɔasiwo ƒu gbe na hawo o. Ne menye nenema o la, woanya aʋuzi le wo dzi, atrɔ ɖe mia ŋu eye woavuvu mi.”
MAT.7.7	Mibia nu eye woana mi; midi nu eye miakpɔe; miƒo ʋɔa eye woaʋui na mi. 
MAT.7.8	Elabena ame sia ame si biaa nu la, wonanɛ; ame sia ame si dia nu la, ekpɔnɛ eya ta ne mieƒo ʋɔa ko la, woaʋui na mi.
MAT.7.9	“Mia dometɔ kae li nenye be viaŋutsu bia aboloe la, wòatsɔ kpe anɛ? 
MAT.7.10	Alo nenye be ebia tɔmelãe la wòatsɔ da anɛ? 
MAT.7.11	Ke nenye be mi ame vɔ̃ɖiwo mienya ale si miana nu nyui mia viwo la, ɖe mia Fofo si le dziƒo la, mana nu nyuiwo ame siwo bianɛ geɖe wu oa? 
MAT.7.12	Le nu sia nu me la, nu siwo ke miedina be amewo nawɔ na mi la, miwɔ nenema ke na ame bubuwo hã elabena esiae nye Se la kple nyagblɔɖilawo ƒe nufiafia ƒe taƒonya.
MAT.7.13	“Mige ɖe eme to agbo xaxɛ la me. Elabena agbo la keke, mɔ la hã le gbadza esi kplɔa ame yina ɖe tsɔtsrɔ̃ me eye ame geɖewoe le eme tom le gegem ɖe eme. 
MAT.7.14	Ke agbo si le xaxɛ, mɔ la hã le bie la, kplɔa amewo yina ɖe agbe me eye ame ʋe aɖewo koe kpɔa mɔ sia.”
MAT.7.15	“Mikpɔ nyuie le aʋatsonyagblɔɖilawo ŋuti. Wovaa mia gbɔ abe alẽwo ene, ke le ememe la, wonye amegãxi nyanyrawo. 
MAT.7.16	Woƒe kutsetse miatsɔ adze si woe. Ɖe woate ŋu agbe waintsetse le aŋɔka dzi alo gbotsetse le ŋuti dzia? 
MAT.7.17	Nenema ke ati nyui sia ati nyui tsea ku nyui, ke ati manyomanyo tsea ku gbegblẽ. 
MAT.7.18	Ati nyui mate ŋu atse ku gbegblẽ o, eye ati manyomanyo mate ŋu atse ku nyui o. 
MAT.7.19	Ati sia ati si metsea ku nyui o la, wolãnɛ dea dzo me. 
MAT.7.20	Eya ta woƒe kutsetse miatsɔ adze si woe.”
MAT.7.21	“Menye ame sia ame si le yɔyem be, ‘Aƒetɔ, Aƒetɔ’ la ayi dziƒofiaɖuƒe la me o negbe ame siwo le Fofonye si le dziƒo la ƒe lɔlɔ̃nu wɔm la koe. 
MAT.7.22	Ame geɖewo agblɔ nam le ŋkeke ma dzi be, ‘Aƒetɔ, Aƒetɔ, ɖe menye wò ŋkɔ mee míegblɔ nya ɖi le, míenya gbɔgbɔ ʋɔ̃wo do goe le, eye míewɔ nukunu geɖewo le oa?’ 
MAT.7.23	Ekema maɖo eŋu na wo be, ‘Nyemenya mi o, mite ɖa le gbɔnyue, mi nu vɔ̃ɖi wɔlawo!’
MAT.7.24	“Ame siwo katã sea nye nyawo eye wowɔna ɖe wo dzi la le abe ame si nya nu, tu eƒe xɔ ɖe agakpe sesẽ dzi ene. 
MAT.7.25	Togbɔ be tsi dza sesĩe, tɔwo ɖɔ eye ahom tu hã la, xɔa meʋã o, elabena woɖo egɔme anyi ɖe agakpe sesẽ dzi.
MAT.7.26	“Gake ame siwo sea nye nyawo ke wometsɔa ɖeke le wo me o la sɔ kple ŋutsu movitɔ si tu eƒe xɔ ɖe ke me. 
MAT.7.27	Azɔ esi tsi dza, tɔwo ɖɔ, eye ahom tu, lɔ xɔ sia ɖe eme ko la, emu dze anyi gbloo.”
MAT.7.28	Esi Yesu wu nya siawo gbɔgblɔ nu la, ameha la ƒe nu ku le eƒe nufiafia la ta, 
MAT.7.29	elabena efia nu wo abe ame si si tɔnyenye le ene ke menye abe woƒe sefialawo ene o.
MAT.8.1	Esi Yesu ɖi tso togbɛa dzi gbɔna la, ameha gã aɖe kplɔe ɖo hoo. 
MAT.8.2	Kasia anyidzela aɖe zɔ tẽ va dze klo ɖe ekɔme, eye wòde ta agu nɛ heɖe kuku nɛ be, “Aƒetɔ, ne èlɔ̃ la, yɔ dɔm ne ŋutinye nakɔ.” 
MAT.8.3	Enumake Yesu ka asi ŋutsua ŋu gblɔnɛ bena, “Ẽ, melɔ̃. Ŋutiwò nekɔ.” Ale anyidɔ la bu le eŋuti enumake.
MAT.8.4	Yesu yi dzi gblɔ nɛ bena, “Mègatɔ be yeaƒo nu na ame aɖeke o, ke boŋ dze mɔ enumake nàyi Osɔfowo gbɔ be woado wò akpɔ, eye ne èyina la tsɔ nunana si Mose ƒe se bia tso anyidɔléla siwo ƒe ŋuti kɔ si la ɖe asi. Esia afia amewo katã be èkpɔ dɔyɔyɔ vavã.”
MAT.8.5	Esi Yesu va ɖo Kapernaum la, Roma srafowo ƒe amegã aɖe va egbɔ va ɖe kuku ne vevie be woakpe ɖe ye ŋu. 
MAT.8.6	Egblɔ be, “Aƒetɔ, nye dɔla le lãmetutudɔ lém, emlɔ anyi ɖe aƒeme eye wòle vevesese gã aɖe me.”
MAT.8.7	Yesu gblɔ nɛ bena, “Enyo, megbɔna be mada gbe le wò dɔnɔ la ŋu na wò.”
MAT.8.8	Ke aʋafia la ya gblɔ nɛ bena, “Aƒetɔ, nyemedze be nàva nye aƒeme o, eye mehiã be nàva hã o. Boŋ la, gblɔ nya ɖeka ko eye nye dɔla la ƒe lãme asẽ. 
MAT.8.9	Elabena nye hã mele kpɔkplɔ te eye asrafowo le nye hã tenye. Mete ŋu gblɔna na ame sia be, ‘Heyi’, eye wòyina, alo mete ŋu gblɔna na ame kemɛ be, ‘Va,’ eye wòvana. Nenema ke megblɔna na nye subɔvi be, ‘Wɔ nu si kple ekemɛ’ eye wòwɔnɛ.”
MAT.8.10	Yesu ƒe nu ku le aʋafia la ƒe nyawo ŋuti, azɔ etrɔ ɖe ameha la ŋu gblɔ bena, “Le nyateƒe me la, nyemekpɔ xɔse sia tɔgbi le Israel nyigba dzi kpɔ o. 
MAT.8.11	Mele egblɔm na mi bena, ame geɖewo atso xexeame ƒe dzogoe eneawo katã dzi age ɖe dziƒofiaɖuƒe la me, eye woanɔ anyi kple Abraham, Isak kpakple Yakɔb. 
MAT.8.12	Ke Israelvi geɖewo, ame siwo wodzra Fiaɖuƒea ɖo ɖi na ya la woatsɔ wo aƒu gbe ɖe viviti tsiɖitsiɖi la me, afi si avifafa kple aɖukliɖuɖu lanɔ.” 
MAT.8.13	Yesu gatrɔ ɖe Roma srafowo ƒe amegã, ŋu azɔ hegblɔ nɛ bena, “Heyi aƒe me, nu si nèxɔ se be ate ŋu ava eme la, va eme xoxo.” Le ɣeyiɣi si me Yesu nɔ nya siawo gblɔm la, dɔla la ƒe lãme sẽ.
MAT.8.14	Esi Yesu kple eƒe nusrɔ̃lawo va Petro ƒeme la, ekpɔ Petro lɔ̃xo wònɔ anyimlɔƒe le ŋudza sesẽ aɖe lém. 
MAT.8.15	Yesu ka asi eƒe asi ŋu eye eƒe lãme sẽ enumake. Ale wòtso yi ɖaɖa nu va ɖo wo kɔme.
MAT.8.16	Gbe ma gbe ƒe fiẽ la, wokplɔ ame geɖe siwo gbɔgbɔ vɔ̃wo nɔ fu ɖem na la va Yesu gbɔe, eye ne wògblɔ nya ɖeka ko la gbɔgbɔ vɔ̃awo doa go le ameawo me hesina dzona. Ale dɔnɔwo katã ƒe lãme sẽ. 
MAT.8.17	Esia wu nyagblɔɖila Yesaya ƒe nyawo nu be, “Etsɔ míaƒe vevesesewo eye wòde ta míaƒe dɔlélewo te.”
MAT.8.18	Esi Yesu va kpɔe bena ame geɖewo ŋutɔ wu ganɔ ye gbɔ vam la, edɔ eƒe nusrɔ̃lawo be woadi ʋu aɖe vɛ ne yewoatsɔ atso ƒu lae ayi eƒe go evelia dzi.
MAT.8.19	Hafi wòaɖe nu le nya sia me la, Yudatɔwo ƒe agbalẽfiala aɖe va egbɔ va gblɔ nɛ bena, “Nufiala, nye la makplɔ wò ɖo ayi afi sia afi si nàyi la.” 
MAT.8.20	Yesu ɖo eŋu nɛ bena, “Abeiwo la do le wo si wonɔa eme, xeviwo la atɔ le wo si wonɔa eme, gake nye Mesia la, teƒe aɖeke meli maziɔ ta ɖo o.”
MAT.8.21	Ame bubu aɖe si nye eyomedzelawo dometɔ ɖeka la hã gblɔ nɛ be, “Aƒetɔ, ɖe mɔ nam mayi aɖaɖi fofonye hafi atrɔ va nɔ yowòme.”
MAT.8.22	Yesu ɖo eŋu na ame sia hã bena, “Dze yonyeme fifia eye nàɖe asi le ame siwo ku le gbɔgbɔ me la ŋu be woaɖi woƒe ame kukuwo.”
MAT.8.23	Azɔ ege ɖe ʋu aɖe me eye eya kple eƒe nusrɔ̃lawo dze mɔ ɖo ta ƒua ƒe go evelia dzi. 
MAT.8.24	Kasia, ahom dziŋɔ aɖe de asi tutu me, eye ƒutsotsoewo de asi ŋeŋe me ɖe ʋua me. Le ɣeyiɣi sia katã me la, Yesu ŋutɔ ya nɔ alɔ̃ dɔm bɔkɔɔ. 
MAT.8.25	Nusrɔ̃lawo te ɖe eŋu enumake. Woʋuʋui sesĩe eye, wogblɔ nɛ kple ɣli bena, “Aƒetɔ, ɖe mí! Míele nyɔnyrɔm!” 
MAT.8.26	Yesu gblɔ na wo be, “O, mi xɔseʋeetɔwo! Nu ka wɔ miele dzodzom nyanyanya kple vɔvɔ̃ ale?” Azɔ etsi tre eye wòblu ɖe ahom la ta. Ya sesẽ la tɔ enumake eye ɖoɖoe zi toŋtoŋtoŋ le ƒua dzi.
MAT.8.27	Nusrɔ̃lawo ƒe nu ku ŋutɔ ale wogblɔ na wo nɔewo be, “Ame ka gɔ̃e nye esia, be yaƒoƒo kple ƒu hã ɖoa toe mahã?”
MAT.8.28	Esi wova ɖi go ɖe ƒua ƒe go kemɛ dzi le Gadaratɔwo ƒe anyigba me la ame eve siwo me gbɔgbɔ vɔ̃wo xɔ aƒe ɖo la ƒu du va kpee. Ame eve siawo ƒe nɔƒe enye ameɖibɔ aɖe si le afi ma la me. Ne gbɔgbɔ vɔ̃awo ɖo mo na wo la wowɔa nu baɖa, baɖawo ale be ame aɖeke megatea ŋu toa afi ma lɔƒo o.
MAT.8.29	Esi wokpɔ Yesu la wode asi ɣlidodo me be, “Nu ka dim wò Mawu Vi nèle le mía gbɔ. Ɖe nèva be yeawɔ fu mí hafi ɣeyiɣia naɖoa?” 
MAT.8.30	Le ɣemaɣi me la aƒehawo ƒe ha gã aɖe nɔ nu ɖum le afi ma lɔƒo. 
MAT.8.31	Ale gbɔgbɔ vɔ̃awo ɖe kuku na Yesu gblɔ nɛ be, “Ne ènya mí do goe le ame siawo me la na míayi aɖage ɖe ha mawo me.”
MAT.8.32	Yesu gblɔ na wo bena, “Meɖe mɔ na mi, eya ta mido le ameawo me kaba!”
MAT.8.32	Ale gbɔgbɔ vɔ̃awo do go le ame eveawo me yi ɖage ɖe hawo me, enumake hawo katã woƒu du sesĩe yi ɖage ɖe atsiaƒu si le afi ma la me doo eye wono tsi ku. 
MAT.8.33	Hakplɔlawo ŋutɔ lé du tsɔ sesĩe yi du si te ɖe afi ma ŋu la me eye wogblɔ nu si dzɔ la na dua me tɔwo. 
MAT.8.34	Ale le ɣeyiɣi kpui aɖe ko megbe la, dua me tɔwo katã do bibibi va ƒo zi ɖe Yesu ŋu. Esi wokpɔe la, woɖe kuku nɛ vevie be wòadzo le yewo ƒe anyigba me.
MAT.9.1	Yesu gatrɔ ge ɖe ʋua me eye wòtso ƒua va Kapernaum, si nye wo de du me. 
MAT.9.2	Eɖo afi ma eteƒe medidi hafi ame aɖewo kɔ ŋutsu aɖe si le lãmetutudɔ lém la ɖe aba dzi vɛ o. Yesu kpɔ be ameawo ƒe xɔse de to ŋutɔ eya ta egblɔ na dɔnɔa be, “Vinye, wò dzi nedze eme elabena wotsɔ wò nu vɔ̃wo ke wò.”
MAT.9.3	Yudatɔwo ƒe agbalẽfiala aɖewo siwo nɔ afi ma se nya siwo do le Yesu nu la gblɔ na wo nɔewo be, “Nu ka! Ame sia gblɔ busunya.”
MAT.9.4	Yesu nya nu si nɔ woƒe susu me eya ta wòbia wo be, “Nu ka tae miele nu baɖa siawo ƒomevi susum ɖo? 
MAT.9.5	Mibu eŋuti kpɔ be kae le bɔbɔe wu, be woagblɔ na ame sia be, ‘Wotsɔ wò nu vɔ̃wo ke wò,’ alo woagblɔ nɛ be, ‘Ttsi tre nazɔ azɔli?’ 
MAT.9.6	Ke azɔ mafia mi bena ŋusẽ le nye Mesia la si le anyigba sia dzi be matsɔ nu vɔ̃wo ake eye mada gbe le ame sia ŋu atsɔ aɖe ŋusẽ sia fia mi.” Esi wògblɔ nya sia vɔ la etrɔ ɖe dɔnɔ la gbɔ gblɔ nɛ bena, “Tsi tre nàŋlɔ wò aba ne nàzɔ ayi aƒeme!”
MAT.9.7	Amea tsi tre enumake eye wofɔ eƒe nuwo heyi aƒeme.
MAT.9.8	Nyateƒe vɔvɔ̃ gã aɖe dze ameha bliboa dzi elabena Yesu wɔ nukunu sia le woawo ŋutɔ ŋkume wokpɔ eye wokafu Mawu be wòna ŋusẽ triakɔ sia tɔgbi amegbetɔ!
MAT.9.9	Esi Yesu nɔ tsa ɖim le dua me la, eva ke ɖe dugadzɔla aɖe si woyɔna be Mateo la ŋu wònɔ afi si wodzɔa duga lena. Yesu yɔe gblɔ nɛ bena, “Va dze yonyeme ne nàzu nye nusrɔ̃la.” Mateo tso enumake eye wòdze Yesu yome.
MAT.9.10	Gbe ma gbe fiẽ la, Mateo kpe Yesu kple eƒe nusrɔ̃lawo be woava ɖu nu le ye gbɔ. Dugadzɔlawo kple ame baɖa bubuwo hã nɔ amekpekpeawo dome.
MAT.9.11	Faristitɔwo kpɔ esia ale wobia Yesu ƒe nusrɔ̃lawo bena, “Nu ka ta miaƒe nufiala dea ha kple ame tovowo abe esiawo ene?”
MAT.9.12	Yesu se nya la eye wòɖo eŋu na wo gblɔ be, “Ame siwo mele dɔ lém o la mehiã atikewɔla o, ke boŋ ame siwo le dɔ lém lae hiãe. 
MAT.9.13	Ke miyi miasrɔ̃ nu si gblɔm mawunya sia le, ‘Nublanuikpɔkpɔe medi ke menye vɔsa o.’ Nyemeva be mayɔ ame dzɔdzɔewo o ke boŋ nu vɔ̃ wɔlawo.”
MAT.9.14	Gbe ɖeka la, Yohanes Mawutsidetanamela ƒe nusrɔ̃lawo va Yesu gbɔ va biae bena, “Nu ka ta wò nusrɔ̃lawo metsia nu dɔna abe ale si mí kple Faristɔwo míewɔna ene o?”
MAT.9.15	Yesu hã bia wo bena, “Ɖe wòle be ŋugbetɔsrɔ̃ la xɔlɔ̃wo nanɔ konyi fam, atsi nu adɔ le esime wòle wo gbɔa? Ɣeyiɣi li gbɔna esime woakplɔe adzoe le wo gbɔ. Eye le ɣemaɣi me la woagbe nuɖuɖu àtsi nu adɔ.
MAT.9.16	“Womate ŋu atsɔ avɔnuɖeɖi yeye aka avɔ vuvu o, ne wowɔe alea la, avɔ yeye la aho ɖa le teƒea eye teƒe si vuvu la akeke ɖe edzi wu. 
MAT.9.17	Nenema ke womekɔa aha yeye hã ɖe lãgbalẽgolo xoxo me o. Ne wowɔ esia la, aha yeyea ƒe ŋusẽ awɔe be lãgbalẽgolo la awo eye ahaa kple goe la katã dome agblẽ. Lãgbalẽgolo yeye ko me woate ŋu akɔ aha yeye ɖo. Ekema aha la kple lãgbalẽgolo la katã woanɔ dedie.”
MAT.9.18	Le esime Yesu nɔ nya siawo gblɔm la, Yudatɔwo ƒe ƒuƒoƒe ƒe amegã aɖe va egbɔ va dze klo ɖe eŋkume hede ta agu nɛ. Egblɔ na Yesu bena, “Vinye nyɔnuvi ku fifi laa gake mexɔe se be àte ŋu ana wòagagbɔ agbe nenye be èva ka asi eŋu ko.”
MAT.9.19	Yesu kple eƒe nusrɔ̃lawo dze mɔ ɖo ta amegã la ƒeme enumake. 
MAT.9.20	Esime wonɔ mɔa dzi la, nyɔnu aɖe si nɔ ʋusisidɔ lém ƒe wuieve sɔŋ la va ka asi eƒe awu to, 
MAT.9.21	elabena egblɔ le eɖokui me bena, “Nenye be meka asi eƒe awu to teti ko la nye lãme asẽ.”
MAT.9.22	Yesu trɔ ɖe eŋu gblɔ nɛ bena, “Vinyɔnuvi wò dzi nedze eme! Wò xɔse la da gbe le ŋuwò.” Tso gbe ma gbe ko la nyɔnua ƒe dɔa vɔ nɛ keŋ.
MAT.9.23	Esi Yesu va ɖo amegã la ƒeme la, ekpɔ be amewo nɔ avi fam hoo eye wonɔ kuteƒehawo hã dzim. 
MAT.9.24	Yesu gblɔ bena, “Mina ame siawo katã nado go le xɔa me, elabena ɖevia meku o, alɔ̃ ko dɔm wòle.” Ame siwo se nya sia la, ɖu fewu le eŋu eye ɖewo hã koe.
MAT.9.25	Wonya ameha la do goe mlɔeba. Yesu yi afi si wotsɔ ɖevia mlɔe eye wòlé eƒe alɔnu. Nyɔnuvia nyɔ enumake, eti kpo ɖi le aba la dzi eye eƒe lãme se. 
MAT.9.26	Nukunu sia kaka ɖe nuto bliboa katã me le ɣeyiɣi kpui aɖe ko megbe.
MAT.9.27	Le esime Yesu do go le aƒea me yina la, ŋkuagbãtɔ eve kplɔe ɖo henɔ ɣli dom bena, “O, Fia David Vi la, kpɔ nublanui na mí.”
MAT.9.28	Wokplɔe ɖo yi aƒe si me wòge ɖo, tete Yesu trɔ ɖe wo ŋu bia wo bena, “Miexɔe se be mate ŋu aʋu ŋku na mia?” Woɖo eŋu nɛ be, “Ẽ, Aƒetɔ.”
MAT.9.29	Ale Yesu tɔ asi woƒe ŋkuwo hegblɔ bena, “Ava eme na mi abe alesi miexɔe se ene.”
MAT.9.30	Enumake woƒe ŋkuwo ʋu eye wode asi nukpɔkpɔ me nyuie. Yesu de se na wo vevie bena womegagblɔ nu si yewɔ na wo la na ame aɖeke o. 
MAT.9.31	Ke ameawo mewɔ ɖe Yesu ƒe didi dzi o ke boŋ esi wodo ɖe ablɔ dzi ko la, wokaka nu si wò wɔ na wo la eye eƒe ŋkɔ ɖi hoo le du bliboa me.
MAT.9.32	Esi Yesu nɔ dzodzom le afi ma la, wokplɔ ŋutsu aɖe si me gbɔgbɔ vɔ̃ nɔ eye metea ŋu ƒoa nu o la, vɛ nɛ. 
MAT.9.33	Yesu nya gbɔgbɔ vɔ̃ la do goe le amea me eye wòde asi nuƒoƒo me enumake. Nu sia wɔ nuku na ameha la ŋutɔ ale wogblɔ na wo nɔewo be, womekpɔ esia tɔgbi kpɔ le Israel o.
MAT.9.34	Ke Farisitɔwo ya gblɔ bena, “Nu si ta wòte ŋu nyaa gbɔgbɔ vɔ̃woe nye be, Satana si nye gbɔgbɔ vɔ̃wo ƒe fia la le eya ŋutɔ me.”
MAT.9.35	Yesu tsa le kɔƒe kple du siwo le ŋuto ma me la me kpe ɖo, enɔ mawunya gblɔ le Yudatɔwo ƒe ƒuƒoƒewo eye wònɔ gbeƒã ɖem Fiaɖuƒe la ƒe nyanyui la hã. Eye afi sia afi si wòyi la, eda gbe le dɔ vovovo lelawo ŋu. 
MAT.9.36	Ameawo ƒe nu wɔ nublanui nɛ ŋutɔ elabena nu geɖewo nɔ fu ɖem na wo ke womenya nu si woawɔ o. Ɖe ko wonɔ abe alẽha si kplɔla meli na o la ene.
MAT.9.37	Yesu gblɔ na eƒe nusrɔ̃lawo be, “Agblemenukuawo sɔ gbɔ ŋutɔ gake dɔwɔlawo mesɔ gbɔ kura o! 
MAT.9.38	Eya ta mibia agbletɔa be wòadɔ dɔwɔla geɖewo ɖa be woawɔ dɔ le eƒe agblewo me.”
MAT.10.1	Yesu yɔ eƒe nusrɔ̃la wuieveawo ƒo ƒui eye wòna ŋusẽ wo bena woanya gbɔgbɔ vɔ̃wo le amewo me eye woada dɔ sia dɔ ƒomevi.
MAT.10.2	Eƒe nusrɔ̃la wuieveawo ƒe ŋkɔwoe nye:
MAT.10.2	Simɔn, ame si woyɔna hã be Petro,
MAT.10.2	Andrea, Petro nɔvi,
MAT.10.2	Yakobo kple nɔvia Yohanes,
MAT.10.2	ame siwo nye Zebedeo viwo,
MAT.10.3	Filipo,
MAT.10.3	Bartolomeo,
MAT.10.3	Toma,
MAT.10.3	Mateo, nudzɔla,
MAT.10.3	Yakobo, Alfeo vi,
MAT.10.3	Tadeo,
MAT.10.4	Simɔn, ame si nye Zelote dunyaheha sesẽ aɖe me nɔla, kple Yuda Iskariɔt, ame si va dee asi.
MAT.10.5	Yesu dɔ wo kple gbedeasi sia bena, “Migayi Trɔ̃subɔlawo kple Samariatɔwo gbɔ o, 
MAT.10.6	ke boŋ miyi Israelvi siwo nye Mawu ƒe alẽ bubuwo ko gbɔ. 
MAT.10.7	Miyi miagblɔ na wo be, dziƒofiaɖuƒe la va ɖo vɔ. 
MAT.10.8	Mida gbe le dɔnɔwo ŋu, migbɔ agbe ame kukuwo, mina anyidzelawo ŋuti nakɔ, eye minya gbɔgbɔ vɔ̃wo do goe le amewo me. Mina nu amewo faa abe ale si wona mi ene!
MAT.10.9	“Migatsɔ ga aɖeke ɖe asi le miaƒe mɔzɔzɔ me o, 
MAT.10.10	migatsɔ mɔzɔkotoku kple awu bubuwo hã ɖe asi o, eye migatsɔ afɔkpa alo atizɔti teti hã o, elabena ame siwo ŋu miakpe ɖo la woawo hã akpɔ mia dzi. 
MAT.10.11	Nenye be miege ɖe du alo kɔƒe aɖe me la, midi mawuvɔ̃la aɖe mianɔ eƒe aƒeme va se ɖe esime miadzo ayi du bubu me. 
MAT.10.12	Nenye be miege ɖe aƒe aɖe me la, mido gbe na ameawo eye miabia dzeƒe ɖokuibɔbɔtɔe. 
MAT.10.13	Nenye be aƒea me tɔwo nye mawuvɔ̃lawo vavã la, miyra wo, ke ne womele nenema o la migayra wo o. 
