GEN.1.1	Le gɔmedzedzea me Mawu wɔ dziƒo kple anyigba. 
GEN.7.13	Le ŋkeke ma dzi tututu Noa kple viaŋutsuwo: Sem, Xam kple Yafet kple Noa srɔ̃ hekpe ɖe viaŋutsuawo srɔ̃ etɔ̃awo ŋuti, woyi ɖe aɖakaʋu la me; 
GEN.7.14	woawo kple gbemelãwo katã le woƒe ƒomeviwo nu kple aƒemelãwo katã le woƒe ƒomeviwo nu kple nu tata, siwo katã tana le anyigba dzi, le woƒe ƒomeviwo nu hekpe ɖe xewo kple nusiwo katã dzona la ŋuti le woƒe ƒomeviwo nu. 
GEN.7.15	Eye lãwo tsyo ƒomevi, siwo me agbegbɔgbɔ le la, woyi de Noa gbɔ eveveve le aɖakaʋu la me. 
GEN.7.16	Eye lã, siwo yi ɖe egbɔ la, wonye atsu kple asi; lã vovovowo yi ɖe egbɔ, abe alesi Mawu ɖe se nɛ ene. Eye Yehowa do ʋɔ ɖe enu. 
GEN.7.17	Eye tsia le anyigba la ɖem ŋkeke blane sɔŋ, eye tsia le agbɔ sɔm hekɔ aɖakaʋu la ɖe dzi, ale bena, aɖakaʋu la le tsia ŋgɔ. 
GEN.7.18	Eye tsia le ɖɔɖɔm ɖe dzi hesɔ gbɔ ɖe anyigba la dzi, eye aɖakaʋu la le tsatsam le tsia ŋgɔ. 
GEN.7.19	Eye tsia do agbogbo de anyigba dzi ŋutɔŋutɔ hede to kɔkɔ, siwo katã le dziƒoa te la. 
GEN.7.20	Eye tsia dɔ gbɔ to kɔkɔwo ta me abɔklugui wuiatɔ̃; ale wɔ, eye towo katã bu de tsia me. 
GEN.7.21	Eye nu gbagbe, siwo ʋãa wo ɖokui le anyigba dzi; xe dzodzoewo, aƒemelãwo, gbemelãwo kple nusiwo katã tana le anyigba dzi, hekpe ɖe amewo ŋu, wo katã wotsi tɔ la me. 
GEN.7.22	Nusianu, si agbegbɔgbɔ le eme, si gbɔna toa ŋɔti me, eye wonɔa agbe le anyigba ƒuƒui dzi la ku. 
GEN.7.23	Nusianu, si nɔ anyigba dzi, tso amewo dzi vaseɖe aƒemelãwo kple nu tatawo kpakple dziƒoxe dzodzoewo dzi, wotsrɔ̃ wo ɖa le anyigba dzi; negbe Noa kple nusiwo le egbɔ le aɖakaʋua me koe tsi agbe. 
GEN.7.24	Eye tsia le ɖɔɖɔm ɖe anyigba dzi ŋkeke alafa ɖeka kple blaatɔ̃ sɔŋ.
GEN.8.1	Eye Mawu ɖo ŋku Noa kple gbemelã kple aƒemelã, siwo katã le egbɔ le aɖakaʋua me la dzi, eye Mawu na ya ƒo ɖe anyigba dzi, ale bena tsia de asi miemie me. 
GEN.8.2	Eye anyigbatu me tsiwo nu tso, eye dziƒo nu tu; ale wɔ tsi la ke. 
GEN.8.3	Eye tsia le miemiem le anyigba la dzi ʋeʋeʋe. Edze miemie gɔme le ŋkeke alafa ɖeka kple blaatɔ̃ megbe. 
GEN.8.4	Le ɣleti adrelia ƒe ŋkeke wuiadrelia dzi aɖakaʋu la va xa ɖe Ararat-towo dometɔ ɖeka ta me. 
GEN.8.5	Eye tsia le miemiem ʋeʋeʋe vaseɖe ɣleti ewolia dzi; le ɣleti ewolia ƒe ŋkeke gbãtɔ dzi towo ƒe tagbɔ dze. 
GEN.8.6	Le ŋkeke blane megbe la Noa ʋu aɖakaʋua ƒe fesre, si wòwɔ la. 
GEN.8.7	Eye wòʋu nu le akpaviãa ɖe nu ɖo ɖa, eye wòle dzodzom tso afi yi afi, vaseɖe esime tsia mie le anyigba dzi vo. 
GEN.8.8	Tete wòʋu nu le ahɔnea ɖe nu ɖo ɖa, ne yeakpɔ bena, tsia mie vo le anyigba blibo la katã dzi hã? 
GEN.8.9	Ke esi ahɔne la mekpɔ afisi wòadze ɖo o la, egatrɔ va egbɔ le aɖakaʋu la me, elabena tsi le anyigba blibo la katã dzi, eye wòdo asi ɖa lée de aɖakaʋu la me. 
GEN.8.10	Emegbe wòlala ŋkeke adre, eye wòʋu nu le ahɔnea nu le aɖakaʋu la me. 
GEN.8.11	Eye ahɔne la va egbɔ le fiẽ me, eye kpɔ ɖa, amitiɖɔmee le enu. Azɔ Noa dze sii bena, tsia mie le anyigba dzi. 
GEN.8.12	Eye wògalala ŋkeke adre bubu, eye wògaʋu nu le ahɔnea nu, ke megado va egbɔ o. 
GEN.8.13	Le ƒe alafa ade kple ɖeka me le ɣleti gbãtɔ ƒe ŋkeke gbãtɔ dzi tsia mie le anyigba dzi. Eye Noa fo aɖakaʋu la tame ɖa, eye wotsa ŋku, eye kpɔ ɖa, anyigba dzi ƒu. 
GEN.8.14	Le ɣleti evelia ƒe ŋkeke blave vɔ adrelia dzi anyigba dzi ƒu keŋkeŋ.
GEN.8.15	Eye Mawu ƒo nu kple Noa gblɔ bena: 
GEN.8.16	Do go le aɖakaʋu la me, wò ŋutɔ kple srɔ̃wo kple viwòŋutsuwo hekpe ɖe viwòŋutsuawo srɔ̃wo ŋuti! 
GEN.8.17	Lã vovovo, siwo katã le gbɔwò; xe dzodzoewo kple aƒemelãwo kpakple nu tata, siwo katã tana le anyigba dzi la, nado go kpakpli wò, ne woaʋã wo ɖokui le anyigba dzi, eye wòadzi asɔ gbɔ le anyigba dzi! 
GEN.8.18	Tete Noa do go, eye viaŋutsuwo kple srɔ̃a kpakple viaŋutsuawo srɔ̃wo hã kpe ɖe eŋuti. 
GEN.8.19	Lãwo katã, nu tata wo katã kple xe dzodzoewo katã kpakple nusi wo katã zɔna le anyigba dzi la, wodo go le aɖakaʋu la me hamehame.
GEN.8.20	Tete Noa ɖi vɔsamlekpui, eye wòtsɔ lã matsrimatsriwo kple xe matsrimatsriwo ƒe ɖewo na Yehowa hemè wo le vɔsamlekpui la dzi.
GEN.8.21	Ke esi Yehowa se ʋeʋẽ lililia la, egblɔ le eƒe dzi me bena: Nyemagaƒo fi ade anyigba akpɔ le amegbetɔ ta o. Elabena ame ƒe dzimesusu enye vɔ̃ tso ɖevime ke, eye nyemagatsrɔ̃ nu gbagbewo katã, abe alesi mewo ene o. 
GEN.8.22	Tso esia dzi, ŋkeke alesi anyigba li la, nuƒaƒã kple nuŋeŋe, viwo kple fifia, dzomeŋɔli kple pepi, ŋkeke kple zã nu matsi o.
GEN.9.1	Eye Mawu yra Noa kple viaŋutsuawo, eye wògblɔ na wo bena: Midzi, ne miasɔ gbe, eye miayɔ anyigba la dzi! 
GEN.9.2	Metsɔ anyigba dzi lãwo katã kple dziƒoxe dzodzoewo katã kple nusiwo katã tana le anyigba dzi, kple tɔmelãwo katã de asi na mi, eye mianye vɔvɔ̃ kple ŋɔdzi na wo. 
GEN.9.3	Nu gbagbe, siwo katã ʋãna, nenema nu siawo katã metsɔ na mi, bena woanye miaƒe nuɖuɖu abe amagbewo ke ene. 
GEN.9.4	Hafi lã, si ʋu tsi lã me na la, migaɖui o! 
GEN.9.5	Ke mia ŋutɔwo miaƒe ʋu la, mabiae le lãwo kple amewo siaa si, mabia amesiame ƒe agbe le nɔvia si. 
GEN.9.6	Amesi kɔ ameʋu ɖi la, amewo akɔ eya hã ƒe ʋu ɖi; elabena Mawu ƒe nɔnɔme nue wowɔ ame ɖo. 
GEN.9.7	Ke miawo la midzi, ne miasɔ gbɔ, miʋã mia ɖokui le anyigba dzi, eye mikeke ta ɖe edzi!
GEN.9.8	Eye Mawu gblɔ na Noa kple viaŋutsuawo bena: 
GEN.9.9	Kpɔ ɖa, mebia nu kpli mi kple míaƒe dzidzimeviwo 
GEN.9.10	kpakple nu gbagbe, siwo katã le mia gbɔ, xe dzodzoewo, aƒemelãwo kple gbemelãwo katã, esiwo le mia gbɔ, kple anyigba dzi lãwo tsyo ƒomevi, siwo do go le aɖakaʋu la me. 
GEN.9.11	Mebia nu kpli mi bena, nyemagatsrɔ̃ ŋutilã sia ŋutilã kple tsiɖɔɖɔ o; tsi magaɖe anyigba agblẽ nu le edzi akpɔ o. 
GEN.9.12	Eye Mawu gblɔ bena: Esia enye nubabla, si meɖo anyi le mía kple miawo kple nu gbagbe, siwo katã le mia gbɔ la dome hena dzidzimeawo katã tegbetegbe la ƒe dzesi. 
GEN.9.13	Meɖo nye anyieʋɔ ɖe alilikpowo ŋu, bena wòanye nubabla, si le mía kple anyigba dome la ƒe dzesi. 
GEN.9.14	Eye ava me bena, ne mele ƒu ƒom alilikpowo le dziƒo, eye anyieʋɔ ɖi ɖe alilikpoawo ŋu lã, 
GEN.9.15	ekema maɖo ŋku nye nubabla, si mebia kpli mi kpakple ŋutilã sia ŋutilã, siwo me agbegbɔgbɔ le la dzi, eye tsi magaɖɔ aɖe anyigba la bena, nu gbagbewo katã natsrɔ̃ o.
GEN.9.16	Eyata ne anyieʋɔ do ɖe alilikpowo ŋu la, makpɔe ahaɖo ŋku nubabla, si le Mawu kple ŋutilã, siwo katã me agbegbɔgbɔ le le anyigba dzi dome la dzi tegbee. 
GEN.9.17	Eye Mawu gblɔ na Noa bena: Esia enye nubabla, si meɖo anyi le mia kple ŋutilã, siwo katã le anyigba dzi dome la ƒe dzesi. 
GEN.9.18	Noa ƒe viŋutsu, siwo do go le aɖakaʋua me la, woawo nye: Sem, Xam kple Yafet; Xam sia enye Kanaan fofo. 
GEN.9.19	Noa viŋutsu etɔ̃ siawo me amegbetɔwo katã dzo tso hekaka ɖe anyigba blibo la katã dzi.
GEN.9.20	Eye Noa de asi agbledede me, eye wòde weingblea ɖe. 
GEN.9.21	Ke esi wòno wein mu la, eɖe ama ɖe eƒe agbadɔ me. 
GEN.9.22	Eye Xam, Kanaan fofo, kpɔ fofoa ƒe ama, eye wòɖagblɔe na nɔvia eveawo le xexe. 
GEN.9.23	Tete Sem kple Yafet tsɔ avɔ lé ɖe abɔta hezɔ megbemegbee, eye wotsyɔe na wo fofo, eye wometrɔ kɔ kpɔ wo fofo ƒe ama o. 
GEN.9.24	Ke esi aha la kɔ le mo na Noa, eye wòse nusi via ɖevitɔ wɔ ɖe eŋu la, 
GEN.9.25	egblɔ bena: Woaƒo fi ade Kanaan, kluviwo ƒe kluvi wòanye na nɔviawo! 
GEN.9.26	Eye wògagblɔbena: Woakafu Yehowa, Sem ƒe Mawu; eye Kanaan anye kluvi na wo! 
GEN.9.27	Mawu ana be, Yafet ƒe nɔƒe nakeke ɖe nu, eye wòano Sem ƒe agbadɔwo me; eye Kanaan anye kluvi na wo! 
GEN.9.28	Eye le tsiɖɔɖɔ la megbe la Noa ganɔ agbe ƒe alafa etɔ̃ kple blaatɔ̃, eye Noa ƒe agbe me ŋkekewo katã nye ƒe alafa asieke kple blaatɔ̃, eye wòku.
GEN.10.1	Esia nye Noa viŋutsuwo, Sem, Xam kple Yafet ƒe dzidzimeviwo ŋutinya: Le tsiɖɔɖɔ la megbe la wodzi ŋutsuviwo na wo. 
GEN.10.2	Yaƒet viŋutsuwo nye: Gomer, Magog, Madai, Yawan, Tubal, Mesex kple Tiras. 
GEN.10.3	Gomer viŋutsuwo nye: Askenaz, Rifat kple Togarma. 
GEN.10.4	Yawan viŋutsu wo nye: Elisa, Tarsis, Kititowo kple Dodanitɔwo. 
GEN.10.5	Amesiawo me dukɔ, siwo nɔa ƒukpowo dzi la, dzɔ tso. Esiawo nye Yafet viŋutsuwo le woƒe anyigbawo, woƒe gbe vovovowo, woƒe ƒomewo kple woƒe dukɔwo nu.
GEN.10.6	Xam viŋutsuwo nye: Kus, Mizrayim, Put kple Kanaan. 
GEN.10.7	Kus viŋutsuwo nye: Seba, Xawila, Sabta, Rama kple Sabtexa; Raema viŋutsuwo nye Seba kple Dedan. 
GEN.10.8	Kus dzi Nimrod; ame sia de asi gãɖuɖu me le anyigba dzi. 
GEN.10.9	Ame sia enye adela kalẽtɔ le Yehowa ƒe ŋku me, eyata wogblɔna bena: Adela kalẽtɔ le Yehowa ƒe ŋku me abe Nimrod ene. 
GEN.10.10	Eƒe fiaɖuƒe ƒe gɔmeɖoɖo enye Babel, Erek, Akad kple Kalne le Sinear-nyigba dzi. 
GEN.10.11	Eye wòʋu le anyigba sia dzi yi ɖe Asur, eye wotso Niniwe, Rexobot-Ir, Kalax 
GEN.10.12	kple Resen le Niniwe kple Kalax dome, esia enye du gãtɔ. 
GEN.10.13	Eye Mizrayim dzi Luditɔwo, Anamitɔwo, Lehabitɔwo, Naftuxitɔwo, 
GEN.10.14	Patrusitɔwo, Kasluxitɔwo, amesiwo dome Filistitɔwo dzɔ tso, kple Kaftoritɔwo. 
GEN.10.15	Eye Kanaan dzi Zidon, eƒe ŋgɔgbevi, kple Xet, 
GEN.10.16	Yebusitɔwo, Amoritɔwo kple Girgasitɔwo, 
GEN.10.17	Xiwitɔwo, Arkitɔwo kple Sinitɔwo, 
GEN.10.18	Arwatitɔwo, Zemaritɔwo kple Xamatitɔwo; emegbe Kanaan ƒe ƒome va keke ta ɖe dzi. 
GEN.10.19	Eye Kanaan ƒe anyigba keke tso Zidon ɖo ta Gerar kple Gaza, ɖo ta Sodom, Gomora, Adma kple Zeboyim vaseɖe Lasa. 
GEN.10.20	Esiawo nye Xam-viwo le woƒe ƒomewo, gbewo, anyigbawo kple woƒe dukɔwo nu.
GEN.10.21	Eye wodzi ŋutsuwo na Sem, amesi nye Eber-viwo katã tɔgbui kple Yafet nɔvi xoxoetɔ. 
GEN.10.22	Sem viŋutsuwo nye: Elam, Asur, Arpaxsad, Lud kple Aram. 
GEN.10.23	Aram viŋutsuwo nye: Uz, Xul, Geter kple Mas. 
GEN.10.24	Arpaxsad dzi Selax, eye Selax dzi Eber. 
GEN.10.25	Eye wodzi ŋutsuvi eve na Eber. Gbãtɔ ŋkɔ nye Peleg; elabena amegbetɔwo mã le eƒe ŋɔli me, eye nɔvia ŋkɔ nye Yoktan. 
GEN.10.26	Yoktan dzi Almodad, Salep, Xazarmawet, Yarax, 
GEN.10.27	Hadoram, Uzal, Dikla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Ofir, Xawila kple Yobab. Ame siawo katã nye Yoktan viŋutsuwo. 
GEN.10.30	Eye woƒe nɔƒe keke tso Mesa ɖo ta Safar vaseɖe ɣedzeƒetowo gbɔ. 
GEN.10.31	Esiawo nye Sem viŋutsuwo le woƒe ƒomewo, gbewo, anyigbawo kple woƒe dukɔwo nu. 
GEN.10.32	Esia nye Noa viŋutsuwo ƒe ƒomewo le woƒe dzidzimewo kple woƒe dukɔwo nu, eye woawo me anyigba dzi dukɔwo dzɔ tso le tsiɖɔɖɔ la megbe.
GEN.11.1	Ke gbe ɖeka kple nuƒoƒo ɖeka ŋugbe le amegbetɔwo katã nu. 
GEN.11.2	Eye wòva me bena, esi wodze mo ɖo ta ɣedzeƒe gome la, wokpɔ gbadzaƒea ɖe le Sinear-nyigba dzi, eye wonɔ afima. 
GEN.11.3	Eye wogblɔ na wo nɔewo bena: Mina míamè anyikpe, eye míaƒo dzoe! Ale anyikpe zu xɔtukpe na wo, eye aŋɔ le akaloba teƒe na wo. 
GEN.11.4	Eye wogblɔ bena: Mina míatso du, eye miatu mɔ̃ kɔkɔa ɖe, si tame nato dziƒo, ne míaƒe ŋkɔ nanyɔ, bena míagakaka ɖe anyigba blibo la katã dzi o! 
GEN.11.5	Tete Yehowa ɖi va anyi, be yeakpɔ du kple mɔ̃ kɔkɔ, si amegbetɔviwo le tutum la ɖa.
GEN.11.6	Eye Yehowa gblɔ bena: Kpɔ ɖa, dukɔ ɖeka wonye, eye gbe ɖeka le wo katã nu, eye esia nye woƒe nuwɔwɔ ƒe gɔmedzedze ko; azɔ nusianu, si dim wole be, woawɔ la, womado kpoe o. 
GEN.11.7	Mina míaɖi ayi afima, ne míatɔtɔ woƒe gbe, bena amea ɖeke nagase nɔvia ƒe gbe o! 
GEN.11.8	Eye Yehowa na bena, wokaka tso afima ɖe anyigba blibo la katã dzi, eye wodzudzɔ ɖu la tsotso. 
GEN.11.9	Eyata woyɔnɛ bena Babel, le esi Yehowa tɔtɔ amegbetɔwo katã ƒe gbe le afima, eye Yehowa na wokaka tso afima ɖe anyigba blibo la katã dzi ta.
GEN.11.10	Esia nye Sem ƒe dzidzimeviwo ŋutinya. Esime Sem xa ƒe alafa ɖeka la, edzi Arpaxsad, le ƒe evelia me le tsiɖɔɖɔ la megbe. 
GEN.11.11	Esi Sem dzi Arpaxsad megbe la, eganɔ agbe ƒe alafa atɔ̃, eye wòdzi ŋutsuwo kple nyɔnuwo. 
GEN.11.12	Esi Arpaxsad xɔ ƒe blaetɔ̃ vɔ atɔ̃ la, edzi Selax. 
GEN.11.13	Eye esi Arpaxsad dzi Selax megbe la, eganɔ agbe ƒe alafa ene kple etɔ̃, eye wòdzi ŋutsuwo kple nyɔnuwo. 
GEN.11.14	Esi Selax xɔ ƒe blaetɔ̃ la, edzi Eber. 
GEN.11.15	Eye esi Selax dzi Eber megbe la, eganɔ agbe ƒe alafa ene kple etɔ̃, eye wòdzi ŋutsuwo kple nyɔnuwo. 
GEN.11.16	Esi Eber xɔ ƒe blaetɔ̃ vɔ ene la, edzi Peleg. 
GEN.11.17	Eye esi Eber dzi Peleg megbe la, eganɔ agbe ƒe alafa ene kple blaetɔ̃, eye wòdzi ŋutsuwo kple nyɔnuwo. 
GEN.11.18	Esi Peleg xɔ ƒe blaetɔ̃ la, edzi Regu. 
GEN.11.19	Eye esi Peleg dzi Regu megbe la, eganɔ agbe ƒe alafa eve kple asieke, eye wòdzi ŋutsuwo kple nyɔnuwo. 
GEN.11.20	Esi Regu xɔ ƒe blaetɔ̃ vɔ eve la, edzi Serug. 
GEN.11.21	Eye esi Regu dzi Serug megbe la, eganɔ agbe ƒe alafa eve kple adre, eye wòdzi ŋutsuwo kple nyɔnuwo. 
GEN.11.22	Esi Serug xɔ ƒe blaetɔ̃ la, edzi Naxor. 
GEN.11.23	Eye esi Serug dzi Naxor megbe la, eganɔ agbe ƒe alafa eve, eye wòdzi ŋutsuwo kple nyɔnuwo. 
GEN.11.24	Esi Naxor xɔ ƒe blave vo asieke la, edzi Tarax. 
GEN.11.25	Eye esi Naxor dzi Tarax megbe la, eganɔ agbe ƒe alafa ɖeka kple wuiasieke, eye wodzi ŋutsuwo kple nyɔnuwo. 
GEN.11.26	Eye esi Tarax xɔ ƒe blaadre la, edzi Abram, Naxor kple Haran.
GEN.11.27	Tarax ƒe dzidzimeviwo ŋutinya enye si: Tarax dzi Abram. Naxor kple Haran; eye Haran dzi Lot. 
GEN.11.28	Ke Haran tre kuku na fofoa Tarax le Kaldea-nyigba dzi le wo de Ur. 
GEN.11.29	Eye Abram kple Naxor woɖe srɔ̃; Abram srɔ̃ ŋkɔ nye Sarai, eye Naxor srɔ̃ ŋkɔ nye Milka, amesi nye Haran, Milka kple Yiska fofo ƒe vinyɔnu. 
GEN.11.30	Ke Sarai tsi ko, vi mele esi o. 
GEN.11.31	Eye Tarax ʋu kple via Abram kple tɔgbuiyɔvia Lot, si nye Haran vi, hekpe ɖe Sarai, via Abram srɔ̃ ŋuti tso Ur le Kaldea, bene wòayi Kanaan-nyigba dzi Ke esi wova Xaran la, wònɔ afima. 
GEN.11.32	Eye Tarax ƒe agbe me ŋkekewo katã nye ƒe alafa eve kple atɔ̃, eye Tarax ku le Xaran.
GEN.12.1	Eye Yehowa gblɔ na Abram bena: Ʋu le wò anyigba dzi kple ƒowòmeawo gbɔ kple fofowò ƒe me, eye nayi anyigba, si mafia wò la dzi! 
GEN.12.2	Mawɔ wò dukɔ gã, eye mayra wò, mana wò ŋkɔ nanyɔ, eye nazu yayra. 
GEN.12.3	Mayra amesiwo yra wò, ke amesiwo doa vlo wò la, maƒo fi ade wo, eye le wò me woayra anyigba dzi meawo katã le.
GEN.12.4	Tete Abram ʋu, abe alesi Yehowa gblɔ nɛ ene, eye Lot hã yi kplii. Abram xɔ ƒe blaadre vo atɔ̃, esime wòʋu tso Xaran. 
GEN.12.5	Eye Abram kplɔ srɔ̃a Sarai, kple tɔgãyɔvia Lot, eye wotsɔ woƒe kesinɔnuwo katã kple amesiwo katã wokpɔ le Xaran la, eye woʋu, be wòayi Kanaan-nyigba dzi, eye wova Kanaan-nyigba la dzi. 
GEN.12.6	Eye Abram tsa le anyigba la dzi vaseɖe Sixem kple Moreli gã la gbɔ; ke ɣemaɣi la Kanaantɔwo le anyigba la dzi.
GEN.12.7	Eye Yehowa ɖe eɖokui fia Abram gblɔ nɛ bena: Wò dzidzimeviwo matsɔ anyigba sia ana. Eye wòɖi vɔsamlekpui ɖe afima na Yehowa, amesi ɖe eɖokui fiae. 
GEN.12.8	Eye wòʋu tso afima yi ɖe to dzi le Betel ƒe ɣedzeƒe, eye wòtu eƒe agbadɔ ɖi; eɖe Betel ɖe ɣetoɖoƒe kple Ai ɖe ɣedzeƒe, eye wòɖi vɔsamlekpui na Yehowa heyɔ Yehowa ŋkɔ le afima. 
GEN.12.9	Eye Abram le ʋuʋum le dziehe gome yim ʋeʋeʋe.
GEN.12.10	Eye do to le anyigba la dzi. Eye Abram yi ɖe Egipte, be wòa nye amedzro le afima; elabena dɔa nu sẽ ŋutɔ le anyigba la dzi? 
GEN.12.11	Ke esi wògogo Egipte la, egblɔ na srɔ̃a Sarai bena: Kpɔ ɖa, menya bena, nyɔnu dzetugbe nènye. 
GEN.12.12	Ne Egiptetɔwo akpɔ wò la, ekema woagblɔ bena, srɔ̃e sia, eye woawum; ke woana wòa natsi agbe. 
GEN.12.13	Gblɔ ko dzro bena, nɔvinyenyɔnu nènye, ne manɔ dedie le tawò, eye matsi agbe le tawò! 
GEN.12.14	Eye esi Abram va Egipte la, Egiptetɔwo kpɔ nyɔnu la bena, edze tugbe ŋutɔ. 
GEN.12.15	Eye esi Farao ŋumewo kpɔe la, wokafui na Farao, eye wokplɔ nyɔnu la va Farao ƒe me. 
GEN.12.16	Eye wòwɔ Abram nyuie le eta, eye wotso alẽwo, nyiwo, tedzitsuwo, kluviwo, kosiwo, tedzinɔwo kple kposɔwo nɛ. 
GEN.12.17	Ke Yehowa ɖe fu geɖe na Farao kple eƒe aƒe katã le Sarai, Abram srɔ̃ ŋuti. 
GEN.12.18	Eye Farao yɔ Abram ve gblɔ ne bena; Nuka enye si nèwɔ ɖe ŋunye; nukaŋuti megblɔe nam bena, ye srɔ̃e wònye o mahã? 
GEN.12.19	Nukaŋuti nègblɔ bena, ye nɔvinyɔnue, eye mena wòzu srɔ̃nye mahã? Ke azɔ kpɔ ɖa, meɖe asi le srɔ̃wò ŋuti na wò, kplɔe yii! 
GEN.12.20	Eye Farao do amewo, bena woakplɔ eya kple srɔ̃a kple etɔwo katã aɖo ɖa.
GEN.13.1	Ale Abram ʋu le Egipte kple srɔ̃ kple nusiwo katã le esi la, hekpe ɖe Lot ŋuti, gatrɔ va dziehe gome. 
GEN.13.2	Eye lãwo, klosalo kple sika geɖe le Abram si taŋ. 
GEN.13.3	Eye wòzɔ tso dziehe gome vaseɖe Betel, vaseɖe teƒe, si wòtu eƒe agbadɔ ɖo tsã, le Betel kple Ai dome, 
GEN.13.4	afisi wòɖi vɔsamlekpui ɖo gbã. Eye Abram yɔ Yehowa ƒe ŋkɔ le afima. 
GEN.13.5	Ke Lot, amesi ʋu kple Abram hã, kpɔ alẽwo, nyiwo kple agbadɔwo. 
GEN.13.6	Eye anyigba mede wo nu bena, woanɔ wo nɔewo gbɔ o; elabena woƒe kesinɔnuwo sɔ gbɔ akpa, eyata womete ŋu nɔ wo nɔewo gbɔ o. 
GEN.13.7	Eye dzre dzɔ ɖe Abram ƒe lãnyilawo kple Lot ƒe lãnyilawo dome. Ke Kanaanitɔwo kple Perizitɔwo hã nɔ anyigba la dzi le ɣemaɣi me. 
GEN.13.8	Tete Abram gblɔ na Lot bena: Megana dzre nanɔ mía kpli wò, nye lãnyilawo kple wò lãnyilawo dome o, elabena nɔviwo míenye. 
GEN.13.9	Alo menye anyigba blibo la nye esi le ŋkuwò me oa? De megbe tso gbɔnye dzro! Ne ètia mia me la, matsɔ ɖusi me, eye ne ètia ɖusi me la, matsɔ mia me. 
GEN.13.10	Tete Lot tsa ŋku Yordan-nutowo katã me, eye wòkpɔ bena, tsi li ŋutɔ, elabena Yehowa metsrɔ̃ Sodom kple Gomora haɖe o, ele abe Yehowa ƒe abɔ me ene, eɖi Egipte-nyigba vaseɖe Zoar ke. 
GEN.13.11	Eye Lot tia Yordan-nutowo me katã na eɖokui, eye Lot ʋu yi ɖe ɣedzeƒe gome; ale nɔvi kple nɔvi dome klã. 
GEN.13.12	Abram nɔ Kanaan-nyigba dzi; ke Lot nɔ nuto ma ƒe duwo me le eƒe agbadɔ hom le tutum, vaseɖe esime wòɖo Sodom. 
GEN.13.13	Ke Sodomtɔwo nye ame baɖawo, eye woda vo geɖe ɖe Yehowa ŋuti.
GEN.13.14	Esi Lot klã le Abram gbɔ megbe la, Yehowa gblɔ na Abram bena: Tsa ŋku tso afisi nele, eye nakpɔ anyiehe, dziehe, ɣedzeƒe kple ɣetoɖoƒe ɖa. 
GEN.13.15	Elabena anyigba blibo la katã, si kpam nèle la, matsɔe ana wò kple wò dzidzimeviwo tegbetegbe. 
GEN.13.16	Eye mana wò dzidzimeviwo nasɔ gbɔ abe ʋuʋudedi ene ale be, ne amea ɖe ate ŋu axlẽ ʋuʋudedi la, eya koe ate ŋu axlẽ wo dzidzimeviwo hã. 
GEN.13.17	Tsi tre natsa, eye nakpɔ anyigba la ƒe didime kple eƒe kekeme, elabena wòe màtsɔe ana! 
GEN.13.18	Eye Abram le eƒe agbadɔ hom le tutum, le ŋgɔgbe yimii, eye wòva nɔ Mamre ƒe ati gã gbɔ le Xebron-nutowo me, eye wòɖi vɔsamlekpui ɖe afima na Yehowa.
GEN.14.1	Eye wòva me le ŋkeke mawo me bena, Amrafel, Sinear-fia, Ariok, Elasar-fia, Kedorlaomer, Elam-fia kple Tideal, Goyim-fia, 
GEN.14.2	wova wɔa aʋa kple Bera, Sodom-fia, Birsa, Gomora-fia, Sineab, Adma-fia, Semeber, Zeboyim-fia, kple Bela- alo Zoar-fia. 
GEN.14.3	Nenem me siawo katã bla nu va Sidim-gbadzaƒe, afisi Dzeƒu le azɔ. 
GEN.14.4	Fe wuieve sɔŋ wosubɔ Kedorlaomer; ke le ƒe wuietɔ̃lia me la wodze aglã. 
GEN.14.5	Le ƒe wuienelia me Kedorlaomer kple fia, siwo kpe ɖe eŋuti la, va si Refaitɔwo le Astarot-Kamayim, Zuzitɔwo le Ham, Emitɔwo le Kiryatayim-gbadzaƒe 
GEN.14.6	kple Xoritɔwo le woƒe to Seir dzi vaseɖe El-Paran, si te ɖe gbedzi lɔƒo. 
GEN.14.7	Emegbe wòtrɔ va En-Mispat, si enye Kades, eye wòsi Amalekitɔwo katã kple Amoritɔ, siwo nɔ Xazazon-Tamar la hã. 
GEN.14.8	Tete Sodom-fia, Gomora-fia, Adma-fia, Zeboyim-fia kple Bela-alo Zoar-fia woho, eye wodze aʋa ɖe Sidim-gbadzaƒe 
GEN.14.9	ɖe Kedorlaomer, Elam-fia, Tideal, Goyim-fia, Amrafel, Sinear-fia, kple Ariok, Elasar-fia ŋuti; fia ene tsitre ɖe fia atɔ̃ ŋuti. 
GEN.14.10	Ke aŋɔʋe geɖewo le Sidim-gbadzaƒe la. Esi Sodom-kple Gomora-fia wòsi la, woge ɖe wo me; ke ame mamleawo si yi to dzi. 
GEN.14.11	Eye woha Sodom kple Gomoratɔwo ƒe kesinɔnuwo kple nuɖuɖuwo katã hedzoe. 
GEN.14.12	Eye wole Lot, Abram ƒe tɔgãyovi, amesi nɔ Sodom hã, eye woha eƒe kesinɔnuwo dzoe.
GEN.14.13	Tete amea ɖe si va gblɔe na Hebritɔ Abram, si le Amoritɔ Mamre, Eskol kple Aner nɔvi ƒe ali gãwo te la. Ame siawoe bia nu kple Abram. 
