MAT.1.1	Uriro uvas ma garip ma eap am Iesu Karisito. Iesu irie a gar ang Devit ga Abraham.
MAT.6.4	Leba okosarming gare tiro, tie uriro ubi ming o ubonuvarap la eba kagoiring. Pa Morowa mamo ming la ume magima pagap la makosarming la kagomeri, eba apulang uniap me miun ma miriro tubiat.
MAT.6.5	Urie, Iesu kan la tiesong, “Na tara la marikming, baraba kamina gare inamaniap o kakarabunim. Mirie la nameng kan maset meba dusmeng tapma na luguan o usingnualap ga na taralap o alang ula kakanu me teip ga magaulap meba magatmeng miriro teip la mumurum ga maiavim bop ma. Mirulor migat, miriro teip la omelar uniap maiong na uro inamon. (Are ratmat ga Morowa la tale kan puoong meba alang paga ba maun tubiat.) 
MAT.6.6	Are ratmat ga na tara la marikming, mumuru le mila na noba pianam meba tale migimameng teip ga magaulap. Are ratmat ga meba okosarming marik me ai mamo ming, teip ga magaulap la tale puomeng meba agimameng. Leba akosarming gare ro, Mamo ming na panbinim la ume magima pagap la mime makosar la kagomeri, eba apulam me miun ga miaving. 
MAT.6.7	Ga na tara la marikming, baraba miaramam papot ma tiesiap agarit are teip mila tale ameit Morowa la mime okosar. Mime agat leba okosarmeng gare riro, eba aptam Morowa maset. 
MAT.6.8	Pa mimi la karuk. Baraba amiuluan tavuk maiang. Memani, tara la tale ka amarikming Mamo ming, maitara mirie pagap ganam la kagesming ma.
MAT.6.9	“Are ratmat ga marikming gare ro, ‘Mamo pang la nunama na panbinim, bonim nuo le ionang ga babau ba. 
MAT.6.10	Inamon nung le muiong na uriro kimanam. Eba opouluan agat nung na uro kimanam are angelop la omeuluan agat nung na panbinim. 
MAT.6.11	Titot le pakamneng parak puoieng na uro la, 
MAT.6.12	Ga navaiang kirinim pang are pava gat la pavaio kirinim maiong teip ga magaulap la okosarmeng ira pa. 
MAT.6.13	Baraba panuala na noba uvuvuo, pa panaranang na kilan a Satan. Nunuo le unuale bo inamon, ga maning urier kukunim, ga eba maning bonim ula kakanu atatan makin. Amen.’
MAT.6.14	“Are ratmat ga leba miavaiang kiribas maiong non inamaniap ira mi, tie eba avaiam gat Morowa kirinim ming ula kiro ituan na panbinim. 
MAT.6.15	Pa leba tale miavaiang kirinim la okosarmeng inamaniap ira mi, Mamo ming gat la tala kan uavaio kiribas la okosarming.
MAT.6.16	“Tie, na tara la fenming o parak, baraba makosarming kirat pavap mi, are inamaniap o kakarabunim. Mime makosar kirat pavap ma meba mameira inamaniap la fenmeng me parak. Mirulor migat, miriro teip la omelar uniap maiong na uro inamon. 
MAT.6.17	Pa mimi leba ofenming parak, miabung ikin na bugabip mi ga masikoming kavurup mi ga magosming pavap mi. 
MAT.6.18	Me teip ga magaulap le tale mimeira la fenming me parak ga marikming ira Morowa. Ga Mamo ming, inamaniap la tale puomeng meba agimameng, iriet talamet la miit la fenming me parak. Are ratmat ga Mamo ming la ume magima pagap la makosarming la kagomeri, la eba alang uniap miun tubiat.”
MAT.6.19	Urie, Iesu la inagat tiesong gare ro, “Baraba man ubiming la man mipamuam pagap mim mila murum togo na uro kimanam. Memani, uriro kimanam ame papot kaup ga palinim la ime makirara pagap. Ga teip o pula la mime mumaio magirit kurup ga mime mapula pagap. 
MAT.6.20	Mumuru le man ubiming ga man mipamuam pagap mim mila mumurum na pianam na panbinim. Memani, na panbinim, kaup ga palinim la tale ime makirara pagap ga teip o pula la tale mime mumaio magirit kurup ga mapulameng pagap. 
MAT.6.21	Miptang, urie pianam la maiot pagap nuam mila murum una, na uro pianam le maiot dalap nuo gat una.
MAT.6.22	“Tie, irap la are lalabie ma neip: Leba dakmeng irap nuo ma non ara agarip mila mumurum, tie eba dakmeng neip nuo a lalabie. 
MAT.6.23	Pa leba dakmeng irap nuo ma non ara agarip mila kiram, neip nuo gat la eba dakmeng a tavuk o arubu. Are tie ga iriro tavuk tapma na dalap mi la eba are ba arubu, ga uriro arubu la eba betieng ga kakanu ba maset.
MAT.6.24	“Tie, tale kan puoieng ira migana ba leba aring ubi ba liong narain teipien lila like. Memani, eba kiram ba dalap a me noba pa eba naang me irie. O eba auluo irie pa eba alang ibunam a ira irie. Tale kan puoming meba miaring ubi ang Morowa ga ma kakepup gat.
MAT.6.25	“Are ratmat ga mirulo, baraba agatming papot me ninimiap ming ga mimama, ‘Eba mani le pong ga mani le tappo? Eba mani le panang?’ Baraba agatming papot me neip mi ga mimama, ‘Eba bunang man buruma?’ Memani, ninimiap la okurupin parak, pa neip la akurupin buruma. 
MAT.6.26	Magatming kobengip la man pavamela tapmat: Tale kan mime meliam ubiap, ga tale kan mime mepamu parak. Ga tale kan memaning luguan me pagap maiam. Kobengip it agarit. Pa Morowa Ira ming na panbinim la ume magami parak. Miptang, mimi la mikakanim me miriro kobengip na agat ang Morowa, are ratmat ga ume uale Morowa mibuo maset. 
MAT.6.27	Aga kabirana mi la ume agat papot ga puoong meba anoaling tatak tara ba o ninimiap ang na uro kimanam, a? Karuk kan! 
MAT.6.28	Pa memani ga mitara agatming me burap? Magimaming sasaip na ubi la sikmeng. Mirie la tale kan mime ubi maranit ga makosarmeng burap. 
MAT.6.29	Pa mirulo, tinan Orong Solomon la unam burap am mila murum maset, pa mirier burap am la tale kan akurupin namurit sasa kabirana ma non ara non ara sasaip la maiot tapmat na uro kimanam. Karuk. 
MAT.6.30	Morowa la ume masasa miriro palisip agarit la maiot tapmat na kimanam. Miriro palisip la mime sik titot, pa kalup inamaniap la mime mebulam ga mago na kit meba suammeng. Pa agatming gare mani? Atabo tale naong Morowa meba miagaalie ga maisinang burap ga anam ira ma neip mi, a? Karuk. Are tiro, mimi teip ga magaulap la mimaning it tatak nagan, eva eba maset miagaalie Morowa!
MAT.6.31	“Are ratmat ga baraba agatming papot ga tiesming gare ro, ‘Teivuo, eba man paga le bung? O eba tapbu amani? O eba buarang buruma ba ga eba mabung lagum?’ Pa baraba agatming papot. 
MAT.6.32	Memani, teip ga magaulap mila tale ameit Morowa la mime agat papot me miriro pagap. Pa Mamo ming na panbinim la mait ara, eba miaram pagap lare tiro meba mionang maset. 
MAT.6.33	Miptang, ubiming maranit ume inamon ang Morowa ga amiuluo tavuk la naong meba akosarming. Leba akosarming gare tiro, eba alam gat miriro pagap ganam miun meba mionang maset. 
MAT.6.34	Are ratmat ga baraba agatming papot me pagap leba betmeng kalup. Miptang, kalup la eba agatming papot me pagap iam la kalup. Giginanim ieng titot la puoieng it me urie la.”
MAT.7.1	Urie, Iesu la tiesong gare ro, “Baraba avuvuoming tavuk maiang non teip ga magaulap la akosarmeng. Babun akosarong Morowa iriet tavuk ira mi gat. 
MAT.7.2	Are ratmat ga buat akosarming are rie. Memani, Morowa leba avuvuoang tavuk ming at irie tavuk lare rie la mime akosar ira ma non teip ga magaulap. Pa uvuvuo la mime mialo maun non teip ga magaulap, met uriro uvuvuo leba apulang Morowa ira mi. 
MAT.7.3	Babun ogimaming tatak tatakam la iot na irama a papa ming, pa tale kan agatnung pararima ila kakani la ut na irap mi kan. 
MAT.7.4	Miptang, leba ot pararima na irap mi kan, tie are mani ga puoming meba amilava papa o lou ming gare ro, “Ei, papa, tuga opugutara tatakam la iot na irama nuo. 
MAT.7.5	Mimi teip ga magaulap o kakarabunim, lake ka apugutmiara pararima la ut na irap mi ka. Ga tubiat bat eba maset uming ga apugutmiara tatak tatakam la iot na irap a papa ming.” 
MAT.7.6	“Baraba mialam tiesiap am Morowa mila murum maun inamaniap mila kiram la memaning agat gare kavunap mila suvameng. Babun terigimeng ga makirarameng miriro tiesiap ga mikaratmeng. Are gat to, baraba mialam tiesiap mila murum am Ila Kakani me maun teip ga magaulap mila kiram gare kumep. Memani, eba fugaumeng ira ma miriro ga eba mabutbutmeng pagap la tale mameit la mumurum.”
MAT.7.7	Urie, inagat tiesong Iesu gare ro, “Marikming ga amikang Morowa meba alang paga miun, ga eba alang miun. Ubiming le man maisinming pagap aun Morowa, ga eba mamioping. Bakbakming ira tabuna, ga eba anavang Morowa mibuo. 
MAT.7.8	Memani, mirier teip ga magaulap ganam la marikmeng me ai Morowa la mime maiaram pagap. Pa mirier teip ga magaulap la man maisinmeng pagap, la mime mamaiop. Pa teip ga magaulap la bakbakmeng ira tabuna, ume unava Morowa mabuo. 
MAT.7.9	Miptang, leba poi ba ang noba mi la aika mamo ang meba alang purun ba aun, atabo eba alang mamo tadas ba aun, a? Karuk. 
MAT.7.10	Are gat to, leba aekang kulot ba mamo ang meba alang a abuluma ba aun, atabo eba alang mamo kagok ula kiro ba aun, a? Iriro gat la karuk. 
MAT.7.11	Tie, mimi mamop la mitara mime makosar papot tavukup mila kiram, pa mitara mime mialam pagap mila murum maun lop mim. Are gat to, amira maset Mamo ming la unama na panbinim, eba teaba leba alam pagap mila murum maun teip ga magaulap la mime amarik. 
MAT.7.12	Are ratmat ga mirier tavukup mila murum ganam miga makosarmeng non teip ga magaulap ira mi, mirirot tavukup le makosarming ira ma. Memani, uritmat la muana o maimai ang Moses ga ties maiong unulip tinan.”
MAT.7.13	Urie, Iesu la uaramo non ties o uvuvuo gare ro, “Mila miobung na tatak tabuna. Memani, alang la ila na pianam o iou la kakanu, ga alang la ila na uriro pianam la mitara inava. Ga mitara kakabalo meba omeuluo, are ratmat ga papot ma inamaniap la mime omeuluan uriro alang. 
MAT.7.14	Pa alang la ila na pianam o ninimiap, la mitara kakapio. Ga alang la ila na urio pianam la mitara mamaranu meba omeuluo, are ratmat ga ut narit narit it inamaniap la mime aisin iriro tabuna ga omeuluo uriro alang.
MAT.7.15	Urie, Iesu la inagat uaramo ties o uvuvuo ga tiesong gare ro, “Umialeng maset me unulip o kakarabunim. Mime maiaramam tiesiap mila murum meba miladanmeng. Pa agat maiong migat la are kavunap mila suvameng la menam papakip ma sipsipup, meba mivanameng ga mela kagarat mai sipsipup meba umaiaring ma ga menamum ga maiom. 
MAT.7.16	Miptang, leba agimaming tavuk la mime akosar, tie eba kan manera maset mirie aga migat. Atabo inamaniap la mime maiaram kabop a wain na iagurup mila sisirim, a? Karuk kan. Atabo inamaniap la mime maiaram kabop o fig na palis ila kire ga musengi, a? Karuk kan. 
MAT.7.17	Are tie ga mirier kuop ganam mila murum la mime maiario parak ula muru, pa kuop mila kiram mime maiario parak ula kiro. 
MAT.7.18	Migat, kuguom ula muru tale kan puoieng meba iaring parak ula kiro. Are gat to, kuguom ula kiro la tale kan puoieng meba iaring parak ula muru. 
MAT.7.19	Pa mirier kuop ganam la tale mime maiario parak ula muru, mime mebulam teip ga magaulap ga masuammeng na kit. 
MAT.7.20	Are ratmat ga agimaming tavuk la mime akosar, ga eba mamira mirie unulip o kakarabunim.
MAT.7.21	“Baraba agatming gare tiro, ‘Mirier teip ga magaulap ganam la mime meiva Iesu Ila Kakani, eba mela maiobung na inamon o panbinim ga eba ualeng Morowa mabuo’. Karuk. Inamaniap it la mime omeuluan agat ang Mamo ruang la unama na panbinim, miriet leba maiobung na inamon ang. 
MAT.7.22	Miptang, tubiat na la ula kakanu o ties ang Morowa, papot ma teip ga magaulap leba tomelava gare ro, ‘Ila Kakani, Ila Kakani, okosarpang ubi o unuli na bonim nuo ga makalapang muranap mila kiram na bonim nuo. Ga na bonim nuo la makosarpang papot pagap o turupnuabap.’ 
MAT.7.23	Pa na irie tara, eba maralava uakap gare ro, ‘Tale gat mirit. Mimi teip ga magaulap la mime akosar tavuk ila kire, mila touluo!’”
MAT.7.24	Urie, Iesu la inagat tiesong gare ro, “Are ratmat ga inamaniap la mepto uriro ties tung ga omeuluan, kamena gare migana la amaning agat ula muru ga akosarong luguan ang tatuan bo tadas. 
MAT.7.25	Tara la ulum afarat ga iram danuot ga muio nakap, ga ifif la teiara maranit, miriro pagap la mumaio ga airakmeng iriro luguan, pa tale kan ulum. Memani, paparaka a iriro luguan la ula parepong maranit ira tadas ila kakani tatang na kimanam. 
MAT.7.26	Pa inamaniap la mepto uriro ties tung ga tale omeuluan, kamena gare non migana ila bangutang la akosarong luguan ang nakap bo ubiem agarit. 
MAT.7.27	Tara la ulum afarat ga iram danuot ga muio nakap ga teiara ifif maranit. Ga miriro pagap la airakmeng iriro luguan ga ulum. Eva, ulum ga kire kan gane.”
MAT.7.28	Urie, tara la uaramam ara Iesu miriro tiesiap, teip ga magaulap la turupmaiaba kirat me usingnualap ang. 
MAT.7.29	Memani, tale kan masinguala gare teip o agat maimai. Karuk. Pa ume masinguala o agat ang kan are migana la amaning kaguma.
MAT.8.1	Urie, tara la aulai Iesu iriro tatak pugama, papot teip ga magaulap la ameuluan ga mela. 
MAT.8.2	Pa non migana la tafaong o tapak la unum ga muo ai Iesu ga makofong dadebip a me ai ga ugama, “Ila Kakani, leba nanang, puonung it meba obabauranang uro tapak ira ruo meba tomumuri ba na irap a Morowa.” 
MAT.8.3	Iesu la upto uriro ties, tie uabua kilan a bo iriro migana ga ugama, “Narung le betnang ga nobabai ba.” Ga talet kagat ga opugutuara urio tafa ang ga amuriraong. 
MAT.8.4	Ga Iesu kan la aulo, “Naptang! Baraba anulo migana ba o magabun ba a iriro paga la betong ira nuo. Karuk. Nala masingnala neip nuo mai miridaip ga akosarnang lavang are maimai ang Moses la tiesieng, meba omeira inamaniap la no ra tafa nung.”
MAT.8.5	Urie, Iesu la aulai iriro nap ga ula uobu na taun Kaparenaum. Pa non migana ila uke me 100 ma teip o danunumiap onim Rom, la muo ga amarikong Iesu maranit gare ro, 
MAT.8.6	“Ila Kakani, migana ruang o ubi la tafaong ga man duriong tapma na luguan. Kilalap ga kibap a la mevara ra ganam ga mitara ngitmeng.” 
MAT.8.7	Pa aulo Iesu, “Eba tala ga amumurirarang.” 
MAT.8.8	Pa iriro migana ila uke me 100 ma teip o danunumiap la upulo ties ang Iesu gare ro, “Karuk. Ila Kakani, tale kan turuo migana ila muri meba puonang le munang nobung na luguan tuang. Tiesnang it meba ina muri ba migana ruang o ubi. 
MAT.8.9	Memani, turuo gat la tunama mapat teip la memaning kaguma ila kakani meba umaialeng tobuo ga matim teip o danunumiap topat gat. Pa leba aralava irie, ‘Nala’, tie ume ula. Pa leba aralava noba, ‘Munang’, tie ume muo. Pa na tara la arulo migana ruang o ubi, ‘Okosarnang urio ubi’, tie ume okosar. 
MAT.8.10	Urie, Iesu la upto uriro ties, tie teuba maset ga turupuaba kirat. Are ratmat ga maulo teip ga magaulap la ameuluan gare ro. Mirulor migat, tale kan agimarung noba migana ba kabirana ma garip onim Israel la amaning nagan ula mamaranu gare iriro migana. 
MAT.8.11	Miptang, tubiat na tara Morowa leba itamum ubiap am, papot ma teip ga magaulap leba mumaiong ga betmeng na nap la betieng muabari ga na nap la namila muabari. Ga eba maionang ga parakmeng ga Abraham, Aisak ga Iakobo tapma na inamon o panbinim. 
MAT.8.12	Pa teip ga magaulap mila lake maiteong Morowa la eba maionang tapma na inamon ang, eba mapugutara ga mela na pianam ula arubu. Ga na iriro nap eba meliba kirat ga mangararekmeng logip ma. 
MAT.8.13	Tie, aulo Iesu iriro migana ila uke me 100 ma teip o danunumiap gare ro, “Nala ra. Pagap leba betmeng ira nuo garet tie la nagannung ara.” Ga na iriro kan tara, migana o ubi ang iriro migana ila uke me 100 ma teip o danunumiap la inar muri. (Iesu la tiesong me gar ma teip ga magaulap onim Israel la maialam ibup ma ira a, pa tubiat papot teip ga magaulap la tale onim Iudaia la eba naganmeng iro ties o bais ula muru ga ameuluan Iesu.)
MAT.8.14	Urie, tubiat ula Iesu ga uobu na luguan ang Petro, ga ogimaong kogale ang Petro la durieng bo labun o tafa o papamnam neip o. 
MAT.8.15	Are ratmat ga uaria Iesu kilan o ga oiolai tafa ga teiara ga orangaieng parak ang Iesu.
MAT.8.16	Urie, nabit ara, teip ga magaulap la malagimeng papot ma inamaniap la ame muranap mila kiram la maiot mana, ga mumaio ai Iesu. Ga maulo muranap mila kiram mana miriro teip ga magaulap ga makalaong ga mamumuriraong mirier teip mila tafameng. 
MAT.8.17	Ga na iriro tavuk, okosarong non ties Morowa la ualo aun unuli Aisaia la iario parak. Tiesong gare ro,
MAT.8.17	“Irie kan la uaram non ara tafaiap buam ga mapugutuara.” 
MAT.8.18	Urie, Iesu la magimaong papot inamaniap la man dusmeng ga akalimeng. Ga maulo lop am o usingnualap, “Bula toma na taralap o uriro kin o burunam.” 
MAT.8.19	Pa namo mela, tie non migana o agat o maimai ang Moses la muo ga aulo Iesu gare ro, “Migana o usingnualap, mirier pialap la nula mana, eba norouluo ga tala ga nunuo.” 
MAT.8.20	Iesu la upulo ties ang gare ro, “Kavunap onim na panap la memaning lu na kimanam, pa kobengip la memaning luguan nakap bo kuop. Pa turuo Migana migat ang Morowa tale kan mating pianam me duri ga aagarulie? Karuk kan!” 
MAT.8.21	Pa non gat migana kabirana ma lop am o usingnualap la aulo gat Iesu, “Migana ila kakani, tonairang ka meba tala tamung mamo ruang.” 
MAT.8.22	Pa ugama Iesu aime, “Inamaniap la tale mime omeuluan ties tung, la tale kan memaning ninimiap migat, nairam meba okosarmeng uriro ubi. Pa nunuo munang tonouluo.”
MAT.8.23	Urie, tegoong Iesu bo non obinam, ga ameuluan lop am o usingnualap. 
MAT.8.24	Mela kabirana o kin ga teara ifif ula kakanu ga tegomeng boulup una obinam, ga namo namila obinam. Na iriro tara man duriong Iesu. 
MAT.8.25	Are ratmat ga mela meimua Iesu. Ga megama, “Ila Kakani, paaganalie. Ebar naminbula ga buving.” 
MAT.8.26	Tie, maulo Iesu, “Nagan ming la mitara kakapio. Memani ga mitara mirau, a?” Tiesong gare tiro, tie teuara ga obukula ifif ga uriro pirom (boulup). Ga ivara ifif ga maganieng pirom. 
MAT.8.27	Lop o usingnualap la mitara turupmaiaba ga man nemarikmeng kan, “Teivuo! Iriro irie man migana, a? Tiesong ume pirom ga ifif, ga oliuluan ties ang!”
MAT.8.28	Urie, Iesu la ula betong toma na taralap o uriro kin Galili na kimanam maiong Gadara. Pa narain teipien la maiot muranap mila kiram lina, man lionama na una ga mulio. Mitara suvaliong maset. Are ratmat ga tale kan puomeng teip ga magaulap meba memung na urio alang. 
MAT.8.29	Mulio ga marikliong maranit gare ro, “Nunuo Poi ang Morowa, nuga namaning me palam mani? Tale ka betong tara nuang, pa munuo to meba pakiraranang, a?” 
MAT.8.30	Pa kakaliat kan na iriro nap, non gar ila kakani ma kumep la man parakmeng. 
MAT.8.31	Are ratmat ga marikmeng muranap mila kiram maranit aime Iesu, “Leba pakalanang, panairang meba pala pobung na irobu gar ma kumep.” 
MAT.8.32	Pa maulo Iesu gare ro, “Mila.” Ga muranap mila kiram la lemaiolai ga mela na gar ma kumep. Are ratmat ga temaiara gar ila kani ma kumep ga ibirmeng maranit ga mela todang na non malo. Ga melum na kin ga kongameng ga mevara. 
MAT.8.33	Pa teip la mime umaiale bo kumep la agimameng iriro paga la betong ga ibirmeng ga mela betmeng na taun ga mamelo teip ga magaulap a iriro paga la betong. Ga gasmeng gat ma man pagap la betmeng ira lie teipien la maiot muranap mila kiram lina. 
MAT.8.34	Are ratmat ga mirier teip ga magaulap onim na uriro taun la mumaio agimameng Iesu. Pa na tara la agimameng, amarikmeng maranit meba olaing lakuan maiong ga ala na noba nap.
MAT.9.1	Urie, tegoong Iesu bo obinam ga ina ula toma na taralap o kin, ga betong na taun Kaparenaum, pianam ang. 
