GEN.1.1	Nemetva seilva owai, mani mani lohvnamoa, wo Sesoava sism vena ovm petham manam manam. 
GEN.7.22	Nomba vavatannamba wusprowol vevna, manam manam nonamta mueisowa wohvena. 
GEN.7.23	Wo os Yaweva kelvapiangana nonamba, wo heva os Noatatanangas beswonamba wonavna botmerava, tatana tuawana wonvevna. 
GEN.7.24	Doa pueumbangas livna, simba 150pelara vevna.
GEN.8.1	Doa Sesoava mendah ninginvna Noatatanam, ten botmera aevulvnam tatam tuawam. Doa ivtovm wolaihapho, wo pueumbva hivrapiha vena. 
GEN.8.2	Pomba henga phonamoa, Sesoa hev ona, doata, petharini melva doa kulthawol vei, wo ovriniva pomba hasvonamoa hengava owai.
GEN.8.3	Doa simba 150pelara vevnamba, pueumbva hivrapihavna, venamba, 
GEN.8.4	olosra plotho Noana botva. Tangal 17 vena, weisva 7pelara doara khuawol vena, olomba nomba mongona pethara lohvna, os ningthivna Ararat petha. 
GEN.8.5	Pueumbva mendahva hivrapihavnamba, wo henga Noava nonglanga vena, olomba mongova phuku vev pueumbmerini, os phona, tangal 1 vena, weisva 10pelara doara khuawol vena.
GEN.8.6	Doa hengava simba 40pelara penngiliha vungupianamba, wo Noava eneshatuv velavhoa, hev ten venam, 
GEN.8.7	kungetuwam wolaihapho. Nomba tuawava hengava pronamoa, yunalm himba lohmana vevna, pethava hivhoavna.
GEN.8.8	Wo henga mongom tuawam leumbm wolaihapho, osm vevna, petha hivraimi owaimi. 
GEN.8.9	Pueumbva wohhivranamoa, wo leumbva dalohomana vevnamba, ovna, manara ka avhoai, wo veloh venamba, henga pro, wo Noa engla pusnathamnanamba, holvora, meram wolaihasiha.
GEN.8.10	Noava henga os ana minguva mongasal, wo henga leumbmba wolaihapho. 
GEN.8.11	Doa leumbva amana venamba, moakokonam henga pro, pilolna tivla pehnana oliv vlel polapethana, wo Noava nengna, pueumbva doa dihi hivrapihav, espetambo liv. 
GEN.8.12	Wo henga mongasal minguva venamba, wo henga leumbmba wolaihapho, wo hengava pronamoa.
GEN.8.13	Doa Noava tuv velaihanamba, petham nonglapiha ve, pueumbva hivhoav. Noana osomba os lohmanana 601pelara, wo tangal 1 vena, weisva mongasal doara khuana. 
GEN.8.14	Wo sisva henga tangal 27 vena, weisva sambla doara khuawolna, doa hev ona nonglana, doa hivhoana.
GEN.8.15	Doa Sesoa Noam ishomnana, 
GEN.8.16	wonpihao botrinioa, pev ongapev towandpev kopev. 
GEN.8.17	Wo tatamoa wonpihao, tuawam tatam, wo hev ambo ongaongla vevendvrava, wo henga petham honam lehra vethara vavawonam. 
GEN.8.18	Doa Noatatana wonpihana, 
GEN.8.19	wo tatamba tuawava eva osta, aral aval aral aval.
GEN.8.20	Doa Noa honmba meilna vena, venamba, songowol venamba, suwem nosram sengalm. Doa besalangas tatana tuawana holvorombol venamba, noi seilm ten noi weseng velvohmanavnam hevm. Notongotata mongasal, notongotata mongasal, osangas holvorombol venamba, wo suwera weseng vevna, osm Yawem sembayang vene.
GEN.8.21	Wo Yawem teihnung vene hevm besal, wo nengna, pethava si hengava kava indkokla vrevavmoa indhanana indkoklarava. Doa kava nongalna, mendahva eusilva vepravnamba, nengavnangva henamba sahoklal lohprinvna. Wo heva os hengava kava indhanamba tatamba wohkelvapiangavavmoa, owai. 
GEN.8.22	Honamba pethava si os wohlohvav, innem wolalm, innem aiselm, nelpong vevra, suwepav vevra, hlakomba lohvra, po hasvovra, okomba lohvra, sia kilvravra. Honamba si wuleihavavmoa hona petharava, verava, pethava si honamba os mueisowa vevav. Doata.
GEN.9.1	Doa Sesoava Noatatanam awothowol vena, aralm ishomnana, ombtowondpevoa yenaoa os towand vivra mindnam, verava, doa petham lehra vethara honam. 
GEN.9.2	Tatamba tuawava mani mani, tambkova kava yem slowotunv, wo yenapenam si vinvra. 
GEN.9.3	Pev vaohotho, tatalm hlavm. Seilva doara yimba osonnangas hlavna, men daipotava kava yemba tatamba wolamnav, hlao. 
GEN.9.4	Mongongasalangas yemba kava ovunv, tatamba manam yimba hlavav tovolnahonamba, manara tovolnapopol tatamba av.
GEN.9.5	Yimba eva tovolnapopol avta, wo indhanariniva yemba mongova helvakomandhatava, si kava hemba kinwonda plothomnavav. Wo tatamba yemba winetava, kava miklevav. 
GEN.9.6	Kav indhanamba vena, snal undna men kav avm, wo noinda henomba tovolva indhanarininamba kovhoatava, henamba eva indhanamba kuvhueivavta kana moara. 
GEN.9.7	Doa yeoa otolmoa towand vivm mindnam, verava, petham honam lehra vetha.
GEN.9.8	Doa Sesoava Noatindim henga unna, 
GEN.9.9	kam hillu, yem kava moa ishunv, yem, yetindim, henga si phovavm. 
GEN.9.10	Tatamba eva kava ishunv, tuawam tatam manam manam, temba yimba wonpihanamba pevna botriniva. 
GEN.9.11	Men kava yemba ishomnav, hengava si indhanamba tatamba kava kelvapiangavavmoa pueumbnamba. Pueumbva snamba si owai, hengava hona pethamba pueumbnamba si indkokla vrevavmoa.
GEN.9.12+GEN.9.13+GEN.9.14	Hello, mindva si kava kelathavav tekohovra, honamba osm, kav wohishomnav yem, tatam yunalm. Doa si kava tekomsna ningewol vevrava ovra, wo pom sombvramnavrava, hasvolm, wo mindva si os kelathavra snal. 
GEN.9.15	Kava si os nonglavav, wo noinda yem ka vevra, nengmanavra os, doa kava wohishomnana, pueumbva hengava snamba si owai. 
GEN.9.16+GEN.9.17	Wo hona mindva osm, men kav yem wohishomnanam, yem tatam, nom vavatannapopolm.
GEN.9.18+GEN.9.19	Nihilva Noanamba ombtowondalnamba men, Sem Ham Yapet, botmerini aralva hemba wonpihanamba. Honamba Noana towandva samblamong pivna eindhumunil hona pethanindna annindna annindna indakonda. Hamba nomba Kenanna aral lohna.
GEN.9.20	Doa Noana andrava osondra, wo himba wolana weselmovpa di, os ningthiv grevmov. Indhanamba seilva doarava vinamoa. 
GEN.9.21	Doa movolva ksuvhoavnamba, Noa pueitnamba, polm ve. Polm venamba, wainpolalm nilha, doa ne, noinda dai ona. Dai onamba, wo himba posal nihps livna talanahui hevna lailduvmera.
GEN.9.22	Doa Ham aralna lailduvra siha, aralm nonglana, pai nihps liv. Wo phonamba, unna, aramba nihps liv. 
GEN.9.23	Wo Semi Yapeti kayen evranamba, aralm nona hehla evevrana. Doa hevna lura ehohlinna, os mumus epravna, aralmba enonglanamoa, mainovna ambo hehla evevrana.
GEN.9.24	Doa Noa henga pho, daiva wuleihanamba, hev hellena, kalelva os kamba yumona vlei, louwolmba! 
GEN.9.25	Wo hev ona, Kenanmba Sesoa si kinsomb plothomnavav, Hamna ombolmba, wo Yapetina Semina keusingi si himba wohluhunvav. 
GEN.9.26	Wo Semoa henamba mendekli Yawengas lohmanav, wo pioa Yawem nom okulivra. Semna keusingi si Kenamba wohlohvhoamnavav. 
GEN.9.27	Wo Yapetoa hemoa Sesoa keknam poauothovra, osva hevtindiva mindnam si phovav, wo mongawulm euvmona vevra Semtindiva. Yapetna eva keusingi si Kenanmba lohmanavav.
GEN.9.28	Doa pueumbva nomba wohhivrapianamba, doa Noava hengava sism osomba vena 350pelara, os avna, 
GEN.9.29	wo os wohdahana. Osomba hevnamba os lohmanavna 950pelara. Doata.
GEN.10.1	Men Noatindiva os nowana. Noanamba men Sem, Ham, Yapet. Pueumbva hivranamba, wo Semtindi Hamtindi Yapettindi os phona.
GEN.10.2	Yapetnamba men ombolva Gomer, Makok, Matai, Yavan, Tupal, Mesek, Tiras. Pimba hetindimba os nengsm uv simbehumunilna nihilm. 
GEN.10.3	Gomernamba men sespalva Askenasnind, Ripatnind, Tokamanind. 
GEN.10.4	Yavannamba men sespalva Elisanind, Tasisnind, Kitnind, Dotannind. 
GEN.10.5	Memba honamba wannindna eindhumunil, wo hevna moa, hevna petha os vungeinna di wanda, eva di ten wan hovra kuvundtholla.
GEN.10.6	Hamnamba men ombolva Kus, Isip, Lipia, Kenan. Pimba hetindimba os nengsm uv simbehumunilna nihilm. 
GEN.10.7	Kusnamba men sespalva Sepanind, Havilanind, Saptanind, Ramanind, Saptekanind. Ramanindnamba men sespalva Sepanind, Detannind.
GEN.10.8	Wo Kusnamba mongova ombol lohna, nihilva Nimrot. Hengas kuwulva andralva wulluhunna, seilva sna indhanariniva mongova owai, lohnamoa. 
GEN.10.9	Wo Nimrotva tatawonga lohvna, Yawe doara hev ona nongaihana avalna era. Wo daipotava henomba tatawongava lohvrava, indhanamba os ishumnivra, yimba os lohv, oi Nimrot, ten Yawe ona nongaihanam.
GEN.10.10	No pethava Nimrotva boasna vaohothonamba, Bapilon petha, wo deuvkembelva samblasambla vewol vena Bapilon, Erek, Akat, Kalne. 
GEN.10.11	No petha Bapilonmba wuleihana, wo henga Asiria pethara avhoana, deuvkembelva os vewol vena Nineva, Rehopotir, Kala, Resen. 
GEN.10.12	Kalava kotamendekli lohvna. Resen kembelva hovra lohvna Ninevara Kalara.
GEN.10.13	Isip mongova Hamnamba ombolva lohna, wo Isiptindiva men os nowana, Litiatindi, Anamtindi, Lehaptindi, Naptutindi, 
GEN.10.14	Krittindi, Kaptortindi, Kaslutindi. Honamba Kaslutindiva eindhumunil lovahinvna Pilistianindna.
GEN.10.15	Wo Kenannamba yiveltowondva lohna, nihilva Saiton, mongova Het, wo pimba os sevriv Sitontindi, Hettindi. 
GEN.10.16	Kenanmba simbel luhunvna Yepustindina, Amortindina, Girkastindina, 
GEN.10.17	Hivitindina, Arkatindina, Sinitindina, 
GEN.10.18	Avatindina, Semartindina, Hamattindina. Wo nomba Kenanna towandalva os geku vena no petharam no petharam. Venamba, petham lehra vetha. 
GEN.10.19	Wo ehelva os Saitonda Gasara venamba, Gerarra, wo mongova ehelva Sotomra, Gomorara, Atmara, Sepoimra venamba, murapeta Lasara. 
GEN.10.20	Doa Hamnamba men, hevna moa hevna petha hevna kembel, os himba avhoangana.
GEN.10.21	Doa Semba Yapetna etel lohmanana, wo himba simbel luhunna indkumbi Hiprunindm. 
GEN.10.22	Semtindiva os nowana Elam, Asur, Apaksat, Lut, Aram. Wo pimba os seivilv Elamnind, Asurnind, Apaksatnind, Lutnind, Aramnind. 
GEN.10.23	Wo Aramnamba men towandalva, Usnind, Hulnind, Geternind, Meseknind. 
GEN.10.24	Wo Apaksatnamba ombolva Sela, wo Selamba mendekli venamba, ombol pola, nihilva Eper, wo noinda pimba osva nengsm uv, Epernind Semtindi av.
GEN.10.25	Epernamba sambla ombol Pelek, Yoktan. Wo Pelekva mendah avna, wo moang vungu ve notindilm notindilm. Wo noinda osva awona, Pelekm, osm uv, bukethav. 
GEN.10.26	Wo Yoktantindimba men Almotatnind Selepnind, Hasamavetnind, Yeranind, 
GEN.10.27	Hatoramnind, Usalnind, Diklanind, 
GEN.10.28	Opalnind, Apimelnind, Sepanind, 
GEN.10.29	Opirnind, Havilanind, Yopapnind. Yoktantindiva os phona, 
GEN.10.30	wo ehelva os Yoktantindinamba avhoanganamba Mesa kembella Separ kembella, venamba, di olora ten okomba pholohvm.
GEN.10.31+GEN.10.32	Doa Semtindiva men hekav, wo hevna moa, hevna petha, hevna kembel, os himba avhoangana. Doa Noatindiva os nowana, Noana ombolva, hevna moa, hevna petha. Pueumbva hivranamba, indkumbi os bukethana, Noana ombolna sespal.
GEN.11.1	Nemetva indkumbiva mongawamona avna, wo himba sevrivna mana vemamba mongawamona. 
GEN.11.2	Wo anganamba, os avavho vilangavna, venamba, venamba, dom okomba phovm, doa petha venamba di Bapilonda, di aevulthana nepundra.
GEN.11.3	Doa hevm ambo ishuvna, wou, petha suwera singre vi, honmsna nilhara, nonam deuvm vilm. Doa vinamba, mana vema meilna vinamba petharini, tenenna nihna, kethapetha vevna, nona sithawol vivra si honmba. 
GEN.11.4	Doa hev una, mendekli deuvkembel pioa velvohra, wo mongova deuvpa pivm os vivav, verava, ovm tuhlohvra. Wo indhanamba pina andrava nunglinvra, pai, wo pivm unvra, andral. Noinda si pi homeis bukethungu vevm os, no petharam no petharam owai.
GEN.11.5	Doa heva os owai, Yaweva ona nonglalm pihana deuvkembelm deuvmendeklim, noi andra vinam. 
GEN.11.6	Hev ona, nunglu, Noana towandva mongawatindi, wo moamba mongasal, wo mongawulmangas himba euvmona vevna, heva os kava doara doa ishunna, bukethungu veo indakonda, no petharam no petharam. Heva os owai, himba deuvkembelva mongasal mendeklikumbi vivna. Mani hengava si vivav hevna nengavnangnamba, memba osva vivpa?
GEN.11.7	Doa pi peivrava, indakondamona vine, osm moamba owalva ishovrava, owalva tit vivra. 
GEN.11.8	Wo osoa vena, nomba kembelva deuvpa puleihina, wo bukethungu vena, no petharam no petharam. 
GEN.11.9	Doa nomba kembelva os sevrivna Bapel, osm uvna, indakondamoa wulbukethav, manara, Yawe Bapelnindm indakondamona vinna, wo himba bukethungu vena.
GEN.11.10	Men Semtindiva os nowana. Noana ombol Sem lohna, wo Semba osomba 100pelara venamba, ombol pola, Apaksatm awona. Honamba os phona, pueumbva hivrapianamba, osomba sambla vewolna. 
GEN.11.11	Wo Semba osomba 500pelara henga anamba, wo otolva phomnavna tuendis mutundis.
GEN.11.12	Apaksatva osomba 35pelara venamba, ombol pola, wo Selam awona. 
GEN.11.13	Apaksatva osomba 403pelara henga venamba, wo otolva phomnavna tuendis mutundis.
GEN.11.14	Selava osomba 30pelara venamba, ombol pola, Eperm awona. 
GEN.11.15	Wo Selamba osomba 403pelara venamba, henga anamba, wo otolva phomnavna tuendis mutundis.
GEN.11.16	Eperva osomba 34pelara venamba, ombol pola, Pelekm awona. 
GEN.11.17	Wo Eperva osomba 430pelara henga anamba, otolva phomnavna tuendis mutundis.
GEN.11.18	Pelekva osomba 30pelara venamba, ombol pola, Leum awona. 
GEN.11.19	Wo Pelekva henga osomba vena 209pelara, henga anamba, wo otolva phomnavna tuendis mutundis.
GEN.11.20	Leuva osomba 32pelara venamba, ombol pola, Serukm awona. 
GEN.11.21	Wo Leuva henga osomba 207pelara venamba, henga anamba, wo otolva phomnavna tuendis mutundis.
GEN.11.22	Serukva osomba venamba 30pelara, wo ombol pola, Nahorm awona. 
GEN.11.23	Wo Serukva osomba 200pelara henga anamba, otolva phomnavna tuendis mutundis.
GEN.11.24	Nahorva osomba venamba 29pelara, wo ombol pola, Teram awona, 
GEN.11.25	wo Nahorva henga anamba, osomba 119pelara venamba, wo otolva phomnavna tuendis mutundis.
GEN.11.26	Terava osomba 70pelara venamba, ombol samblamong pho, os awowol vena Apram, Nahorm, Haranm.
GEN.11.27	Teratindi nowana os. Terana ombolva samblamong, Apram, Nahor, Haran. Wo Haranmba mendekli venamba, ombol polamna, Lotm awona. 
GEN.11.28	Wo Terava mendah lohvna, Haranmoa os wohdahana. Di Bapilon pethara Ur kembella hemba dahana, ten di doara aval lengnam.
GEN.11.29+GEN.11.30	Doa Apramba ongam vrana Saraim, himba yunam phangangal avna. Wo Nahorva eva ongam vrana, Milkam Haranna molm. Molva mongova Iska.
GEN.11.31	Doa Tera phonamba, Bapilonm wuleihana, honam wongana, ombolm kolm umbeindilm. Ur kembellini venamba, wonganamba, ona Kenan petharam pulvotam, wo owai, ambo di Haran kembella aevulthana. 
GEN.11.32	Wo di Haran kembella Teramba os wohdahana, osomba hevnamba 205pelara os lohmanana. Doa.
GEN.12.1	Wo Yawe Apram os ishomnana, gao, hona kembelmoa wuleiho, pevna aratindim, pevna owalm, pevna petham. Yeoa mongona petharam gao, si yemba kava indthoamnavav. 
GEN.12.2	Wo yetindiva si noinda mindnam phovav, kuwulva si mendekli yimba wulluhunvav, manara yemba si kava kolvrevav. Wo yimba si os vinvrata, indhanamba kolvrowol vevav.
GEN.12.3	Wo indhanamba yemba beswonamba vrivrava, nomba indhanamba kava si beswonam eva vewol vevrata. Heva os yemba nomba indhanamba sahonamba vritava, no indhanamba si kava sahonam vewol vevav. Wo kananapopol yimba si beswonam vinvav indakonda pethanindmba.
GEN.12.4+GEN.12.5	Doa Apramba Yawena moamba hellenamba, wo ga Harandini. Hena osomba os lohmanavna 75pelara, wo himba gana os. Himba ongalm, buesilm, andranindm, wohm, noi wondambnamba, os wohgana Harandini. Andranindva nomba, wohva nomba, himba doara dombvna di Haranda.
GEN.12.4+GEN.12.5	Wonganamba, Kenanmonam vinamba, doa petham nonglapulvo Kenan petham. 
GEN.12.6	Kenan hovmonam vinamba, deuvkembella pulvo Sekemra. Wo diva kembellava murapetava sahit lohvna, os sevrivna More, di aevulthana, nonamba Kenannindva mendah di aevluwul vevna.
GEN.12.7	Wo di Yawe Apram nonglapho, omnana, hona pethangas yetindimba kava si kovorahunvav. Doa Apramba hon songowol venanamba Yawem, temba hemba diva nonglaphonamba.
GEN.12.8	Doa Apramba henga nomini wonga, oloram angana, doa lailduv di vewol vi hovrahovra, Ai kembella, okomba os phovm, Betel kembella, okomba nosis vohavm. Wo di himba henga hon songowol venana Yawem, sembayang venavna. 
GEN.12.9	Wo nominiva pulvonamba, avavho vilangavna mendah Kenan petharam. Isipnasis os avavho vilangavna.
GEN.12.10	Doa dawonam owous pho di Kenan pethara, innemba owai, noinda Apram mongona petharam wonga, Isip petharam dom aevulthalm. 
GEN.12.11+GEN.12.12	Himba murava wongavnamba, doa Saraim ongalm os ishomnana, yimba besal hevm, noinda kava pem vev, Isipnindva ata yemba nunglivrava, ata hevm eishovra, Apramna ongal. Noinda kamba ata helvakomandhalmba vivra, wo yemba beswonam vreivav hevm. 
GEN.12.13	Os unu, kava Apramnamba muskovol, Isipnindva osva kamba helvakomandhivavmoa, owai, kamba beswonam lelh vrivav yeindava.
GEN.12.14	Doa Isip pethara wonpho, wo Isipnindva Saraim nunglina, pai besal hevm av. 
GEN.12.15	Doa Pero kuwultatana eva nunglina, wo Perom ishumnina, ungevliriniva nomba besal hevm, noinda Pero vrana hevm. 
GEN.12.16	Vranamba, Pero Apram beswonam vrevna Sarai inda, wo os dambroh vena tatamba mindnam, eva indhanam wuleihowol vemnana andranindilm, tendona onganamba.
GEN.12.17	Heva os Yaweva Perotatanamba vevandm wolaihaphunna, manara Pero Saraim vranamba Apramna ongalm. 
GEN.12.18+GEN.12.19	Wo Pero ona, Apram prora, kav sah ovrelm vev. Apram pronamba, Pero omnana, manaram yimba kamba osva sahonamba venavna, manara yimba kamba omnanamoa, osva memba kana ongal? Manara yimba kamba doarava ishomnana, memba kana muskovol, noinda kava vrana? Oh, men Saraiva, pev vrao, wo waiwohgao kanaminioa.
GEN.12.20	Doa Pero hevtatanam unna, wonango Apram, hevna ongalm, hevna andranindm, wohm manam manam, huiva aevulvavmoa, owai.
GEN.13.1	Doa Apramba nominiva wonganamba Isip pethariniva, henga Kenan pethara aevulthana. Ongalm buesilm wohm di wonavhoana. 
GEN.13.2	Wohtowond himba lohna, sipsip meme sapi diva mindnam. 
GEN.13.3+GEN.13.4	Doa henga Kenan hovmonam avavho vilangavna, doa di wonavna, ten seilm hev lailduv wonvenam, honmba songowol venanamba Sesoamba. Diva wonphonamba, doa henga Yawem di sembayang vemnavna. Diva aevulvna hovrahovra Betel kembella Ai kembella.
GEN.13.5	Doa Lotnamba mani mani eva ata lohmanata, ongalm otolm andranindm sipsipm memem sapim. 
GEN.13.6	Wo diva no petharava mani mani lohvnamoa mindnamba sapina innemba. Noinda samblaisnamba beswonamba himba evevnamoa. 
GEN.13.7	Hena andranindva hevm akosrombomana vevna, nomba andranindva temba himba sapimba dahwol vivnamba. Nonamba vivnamba, ungundva mendah di eku vevna Kenannindva eva Peresnindva.
GEN.13.8	Doa Apram buesilm ishomnana, pimba mongawatindi, wo osva sahokla vev, yena andranind, kana andranind, wo hevmba akosrombomana vev sapina innenilmba. 
GEN.13.9	Pioa indakonda petharam engawoli, wo yimba domba gatava, eva kava mongnahalm gavav. Yesna otok, wo yimba domba gatava, eva kava mongnahalm gavav.
GEN.13.10	Doa Lotva nungsis velohanamba, nonglapiha vena Yotanpundm, lehra, besal hevm keleilvna. Nonglanga vena, pomba mindnam gengu vev diva. Pethava nomba snal lohvna, ovna, Yawena oso, ten Yawe hev denwit wolanam, eva maim oi Isipnindna petha, ten keleilinvm Soar kembelnahalm
GEN.13.10	Wo nonamba Lotva osva omnanamba eisilmba Yotanpundram, memba nonam mendah Sesoava kota samblamba indkokla vrowolvnamoa, owai, Sotom kembelm Gomora kembelm, no pundra elohvnam.
GEN.13.11	Doa Lotva os momong evethawolna eisiliva. Enganamba, Lotva eisilmba dasvholahangana, dom ten okomba pholohvm, os singthavna Yotan pundmba. 
GEN.13.12	Doa Apramba hevpa di lumbulla wonavna, wo buesilva eva himba di pundra wonavhoa, temba ungundna kembelva luhungu vinvnam. Wo mongo kembella murapeta himba wonavhoana Sotom kembella. 
GEN.13.13	Sotom kembelnindva nomba sahoklal, wo hev Yawemba sahokla vrivna.
GEN.13.14	Doa Apram buesilm velaihangana, wo sisva Yawe Apram omnana, nungsis vetok, ambo beswonam nongalungu vevm. 
GEN.13.15	Nomba yimba temba nongalvpa, si yetindim kava kovorahunvav, wo he si yunalm wohvaohuthuivav. 
GEN.13.16	Yetindiva si mindnam phovav, wo an eva sevelvav, owai, si os ora engalslambosla. 
GEN.13.17	Doa wongao, wo avavho vilangavm nonglalm, manara kava si yemba kovorahunvav.
GEN.13.18	Doa Apram hellenamba, lailduvpa ningewol venamba, anga. Anganamba, di wonpho Hepron kembella. Wonphonamba, sahitra henga aevulthana di Mamreinda. Doa Apramba henga honmba songowol venanamba, Yawemba sembayang venalm.
GEN.14.1+GEN.14.2+GEN.14.3+GEN.14.4+GEN.14.5+GEN.14.6+GEN.14.7	Doa buesilva di pundra wonavhoanamba, di ten ungundna kembelva luhungu vinvnam, Sotom kembel, Gomora kembel, wo eva mongla. Wonavhoanamba, sisva daos mendekli di ohona Lotna novra, plalmomba men. Pundnindna kuwulva 5pelara di kusona, hevm una, pioa nomongo owalwolvohra. Himba Sotomnindnamba kuwulva, nihilva Bera, Gomoranindnamba kuwulva, nihilva Birsa, Atmanindnamba kuwulva, nihilva Sina, Sepoimnindnamba kuwulva, nihilva Semper, eva Belanindnamba kuwulva. No Bela kembelva indanam sevrivna os, Soar.
