MAT.1.1	Kristus Yesus, Zen teipsïn zini Daud Bak mo Auyan-tane.
MAT.5.27	‘Bahem ëkahalo gwen.’
MAT.5.28	Hwëna angkam Ëe ama emsa gubiridaꞌan: Men nara wesya swi enlala naban ërtabinni, ki zen mes enlala nakon kahalo gwibirida. 
MAT.5.29	Emsa de ere mo aha nwe tïtï da gweꞌanam, ‘Haen, nen karekna wakinsa karatda un,’ ki em nwena insa alsïn nïka hiri son. Sap eme dare nwe naban zigwëꞌanka, ki esa hëndep Asa hli tala. Ki hwëna tïnsïn srëm syauknuk dep sa emsa hiri daser. 
MAT.5.30	Hen kirekam, emsa de ere mo dam taha kareksa dikim gon hap tïtï da gweꞌanam, diki dawemna em blansïn. Sap eme dare taha naban zigwëꞌanka, ki esa Asa hli tala. Ki hwëna tïnsïn srëm syauknuk esa hëndep denaban gwë gwera.”
MAT.5.31	Yesus ki zep etan gubiridaka,
MAT.5.31	“Em dwan mes-eme Musa mo ol jalse gwenna ansa ësane gwe-gwek,
MAT.5.31	‘Zini we zemka sap de baes gwibinkim, hwëna nonol baes gwibin hip de suratsa de anakan ale gunkum, “Ëe mesë kire hap baes gwibik.”’
MAT.5.32	Hwëna angkam Ëe ama emsa gubiridaꞌan: Men nara we zemka baes gwibinni, wenya in de kahalo gwen srëmnak, ki hwëna dekam zen mes aha zi de kahalo gun hup golgunda. Hen we baes gwibinni insa de ahanik gonkam, zen hen Alap mo nwenak kahalonak gwë gweꞌara.”
MAT.5.33	“Em dwan tawa nakake, orep Musa Bak nëno mae mo auyan-azasa ki hen anakan jalse gwibirida gweka,
MAT.5.33	‘Bahem boton hap anakan ëgu gwen, “Alap, mese ki asa hla tanda.”’
MAT.5.33	Hen zen man tïtï ta gwibirki,
MAT.5.33	‘Em de banakare mae hap Bian mo bose gubin niban gu-gunnu, hëndep kire enkam emki syal gwe-gwibin. Kirekam de syal gwibin srëmkam, ki Alap mo nwenak mese karek gwera.’
MAT.5.34	Hwëna angkam Ëe ama emsa gubiridaꞌan: Bahem tangan Alap mo bose gubin niban ere mae mo ola soson gul gwen. Hen Alap zëre mo bosesa de gollëwen hap bahem hen anakan ëgu gwen, ‘Nglï, mese ki asa salblanda.’ Sap nglïna zen Alap zëre mo nikin gwenna zen– men dekon nësa tïngan ïrïk gïꞌïraye. 
MAT.5.35	Anakan hen bahem Bian mo bosesa de gollëwen hap ëgu gwen, ‘Kama, mese ki asa salblanda.’ Sap zen apdenak– anakan de gun nubanye, ‘Alap, mese ki asa salblanda.’ Sap okamana an, zen Alap zëre mo tana ïk so sone gwenna zen. Anakan hen bahem ëgu gwen, ‘Ëna Yerusalem, mese ki asa hla tanda.’ Sap Yerusalem, zen Teipsïn Zini Alap zëre mo ë yawala zen. 
MAT.5.36	Hen Alap zëre mo bosesa de gollëwen hap bahem hen anakan mae ëgu gwen, ‘Ëre mo nol ala, mese ki asa hla tanda.’ Sap eno sosonna hom– dekam de ere mo nol alana insa aha-ere sïhï mae naka anakan wet gulsun hupye, ‘Ano nol alana an zen ngap-ngap gwen,’ ahaksa, ‘Zen kakak gwen.’ 
MAT.5.37	Diki Alap mo bosesa de gubin srëmkam em ëgu gwen, ‘Ëe eiwa denakaë tonꞌan.’ Sap em de anakan ere mo olsa soson gul gwenkam, ‘Zen ki asa salblanda,’ dekam hwëna em dowal mo kïgï mo dwam gwibin sine ang gweꞌara.”
MAT.5.38	“Em dwan mes-eme Musa mo ol jalse gwenna ansa ësane gwe-gwek,
MAT.5.38	‘Zi de wal bose zik mo nwesa tobe ënkam haï soblankam, ki zini in mo nwena emki hen haï soblan. Ahaksa ëk naka de tobe ënkam kam tablankam, ki hwëna zini in mo ëk naka emki hen kam tablan.’
MAT.5.39	Hwëna angkam Ëe ama emsa gubiridaꞌan: Zi jal-jal de emsa karek tanna, bahem ere mo timsi goljalse gweblan. Emki hwëna sosok gulblun. Emsa de zi i tranak lek tyankam, em etan eihya i trasa zitrëblan– zëwe deka hen emsa lek tyaka. 
MAT.5.40	Emsa de ahanik teipsïn zinik botonkam anakare ola ban klak tanna, ‘Zen mes ano kire-kirena totoresa kap taka,’ zen men desa em de hwëna kap tablan hap dwam gweꞌara, emki hëndep kap tablan, hen dekon em etan mas-mas tablan. 
MAT.5.41	Emsa de jana zi zëno nihin dohon-honsa de aha-ere kilometer enkam wë tablan hap tik-tik tanna, em hwëna dare kilometerkam em wë tabla song gwen. 
MAT.5.42	Zi de emsa banakare mae hap abe tanna, em hëndep golblan. Hen zi de emsa ba maesa de bohë gulblun hap abe tanna, emki hëndep bohë gulblun. Bahem salsïblïn.”
MAT.5.43	“Musa mes dwan-am nësa anakan tïtï ta gwibiriki,
MAT.5.43	‘Wal bose wal en omka em kwasang gwibirida gwen.’
MAT.5.43	Hwëna zëno olsa de tawa ta gwibin wenya zen anakan mas nul gwenan, ‘Nëre mae hap de jal zisi sap esa husus eibirida gwer.’
MAT.5.44	Hwëna angkam Ëe ama emsa gubiridaꞌan: Ere mae hap de jal zini em kwasang gwibirida gwen. Hen men zen emsa karek da gwibirin, zëbe mae hap Alapsa em abe ta gwen– Zen dikim dawemsa zëbe mae hap gol gwizimdin hipye. 
MAT.5.45	Sap tïngare zisi de kwasang gwibirida gwenkam, zen dekam esa ngatan zi mo langnak de Bian zëre mo bi gwibiridan walaskam loweher. Sap Alap insa yaklana yang tasïkï, zen zi dawem-dawem ensa hom zïlbirida ine gwenda. Zen hwëna karek-karek gol gwen wenyaka hen zïlbirida ine gwenda. Hen ona insa ïl tï gwenda, zen dawemsa de syal gwe-gwibin wenya kip, hen kareksa de syal gwe-gwibin wenya kip. 
MAT.5.46	Zep em de enaka de kwasang gwe-gweblan zi ensa etan kwasang gwibirida gwenkam, ki hwëna anakan bahem ëkïl gïl gwen, ‘Alap sa kire hap asa sam gwesibiridala.’ Roma mo ïrïk gïnnïk dep de te-ala alal ta gwen zini sap ki kire enkam ëgwë gwenan. Zen hen karek gol gwen bose zemka hwë-hwëkam zënaka kwasang neibirida gwenan. 
MAT.5.47	Hen em de zisi golëtowenkam, em de ere mo wal bose wal ensa dawem ta guk gwibinkim, hwëna aha zisi hom, dekam bahem anakan ëkïl gïl gwen, ‘Ano bosena dekam sa Alap mo nwenak dawem gwer.’ Alapsa de tame tan srëm zini hen ki kire enkam hwë-hwëkam wal bose wal en zemka dawem da guk gwibirin. 
MAT.5.48	Sap nëno mae mo ngatan zi mo langnak de Bianna, zen sowehen tangankam kïtak de zisi kwasang gwibirida gwenda– sap hen karek gol gwen zi. Zep em hen kirekam em nëre mae mo Bian mo kim ëgwë gwen.”
MAT.6.1	Yesus dekam zep etan tawa tabinni ayang gulzimki, “Em de Alap mo bose hap tahalha zisi mas gwibirida gwenkam, ahaksa Alap hap de aha syal maekam, zi mo nwenak bahem golada gwen– dekam de emsa gublun hap, ‘Zen dawemna.’ Kirekam de syal gwenkam, ki hwëna ngatan zi mo langnak de Bian molya syala in hap de dawemna ebe hap golblaka. 
MAT.6.2	Zep em de tahalha zisi Bian mo bose hap mas gwibiridankam, bahem aha zisi hamal hap gu-gubiridan– tagal gwennak de emsa hla tan hap. Bahem but srëm golak ahaksa ëtagal gwen maenak anakan gubiridan, ‘Ëe kimë mas gwibiridan hap hataꞌak, em dekam tërya ban asa hut lu ane guk– dekakim zi beya asa hla dak, “Zen man angkam mas gwibiridan hap hataꞌara.”’ Men zen ëk enkam Alap mo nwenak dikim ësam gwesïn hïp de syala nol gwenan, zen kirekam ëgwë gwenan. Hwëna eiwa denakaë emsa gubiridaꞌan: Sap desa mes zëre mae mo tahalha zisi de mas gwibirida gwen nakon boltere da gwibik, zep zëbe mae hap Bian Alap molya lamkam zëre mae mo syala in hap de dawemna golzimki. 
MAT.6.3	Hwëna em de tahalha zisi mas gwibirida gwenkam, sowëkam emki mas gwibiridan– aha zi de emsa tawa gweblan srëmkam. 
MAT.6.4	Aningkim em aha zi hip dawemna gol gwizimdin. Sap nëno mae mo ngatan zi mo langnak de Bianna, Zen zi mo aning gun syala man hlaul gwizimnira, hen Zen sa hwëna ebe mae hap dawemna gol gwizimdi.”
MAT.6.5	“Em de Alapsa gu sone gweblankam, zi mo nwenak bahem– zi de emsa hla tan hapye. Men zen kire enlala naban nen sone gweblanan, zen zi beya mo ngïrïn nïkon nen sone gweblanan– sap but srëm golak, hen sap ëtagal gwen maenak. Men zen ëk enkam Alap mo nwenak dikim ësam gwesïn hïp de syala nol gwenan, zen kirekam ësam gwesïk gwenan. Hwëna eiwa denakaë emsa gubiridaꞌan: Sap desa mes zëre mae mo Biansa de gu sone gweblan nakon boltere da gwibik, zep Bian Alap molya lamkam kire syal hap de dawemna golzimki. 
MAT.6.6	Hwëna em de Alapsa gu soneblankam, gol mwanak em tïn, hen lïlïkïnnï em solhlasïn. Dekon em aningkim gu soneblan. Sap nëno mae mo Bian, hla ta gwen srëm Zini Alap, Zen zi mo aning gun syala man hlaul gwizimnira, hen Zen dekam sa hwëna ebe mae hap dawemna gol gwizimdi.”
MAT.6.7	“Em de Alapsa gu soneblankam, bahem aha-ere abena etan gollwa halasen gwen– men kirekam Alapsa de tame tan srëm wenya ëgwë gwenanye. Sap zen man ëkïl gïl gwenan, ‘Abesa de mam blalkam gollwa hala serankam, ki sa ano abena dokwak gulu.’ 
MAT.6.8	Hwëna kirekam waba hap. Zep em zëno mae mo kim bahem. Sap Bian Zen mes eno dwam gwibinni tame gulku– em de nama abe tan srëmnak.
MAT.6.9	“Zep em a kirekam em gu sone gweblan:
MAT.6.9	Bian, ngatan zi mo langnak de Zini,
MAT.6.9	dikire eno bosena teip nulsuk gwek.
MAT.6.10	Diki okamanak awe Em hen ïrïk gïn–
MAT.6.10	in kirekam hen ngatan zi mo langnak ïrïk gïꞌïrake.
MAT.6.11	Namen dep de tembanena ap golzim.
MAT.6.12	Ano mae mo karek-karekna ap tap gulsuk gwizim–
MAT.6.12	ëe men kirekamë hen aha zi mo karekna eititi ei gwibirin, men desa ap nol gwizimninke.
MAT.6.13	Asa de akasibirida gwennak bahem nwe enkam asa kara ta gwibin.
MAT.6.13	Hwëna dowal mo kïgï mo taha nakon asa alal gul gwe.” 
MAT.6.14	Etan ki zep gubiridaka, “Men nara wal bose zik mo zëbe hap de karek golblansa eititi gwibir-blinkam, ki ngatan zi mo langnak de Bian sa hen zëno karekna eititi gwibir-blira. 
MAT.6.15	Hwëna em de wal bose uk mo ebe hap de karek golblansa eititi gwibin srëmkam, ki Bian hen molya eno karek-karekna ep tap gulsubluka.”
MAT.6.16	“Em de Biansa dikim enlala zon tasïblïn naban abe ta gwen hap tembanesa ëlwa gwenkam, nwe-masena bahem ëdowe hana gwen. Sap men zen ëk enkam Alap mo nwenak dikim ësam gwesïn hïp de syala nol gwenan, zen kirekam ëgwë gwenan. Zen son maesa nawa gwibirin– dekam de zi anakan tawa gwibiridan hap, ‘Zen an Alap hap tembanesa ëlwaꞌan.’ Eiwa denakaë emsa gubiridaꞌan: Sap desa mes zëre mae mo tembane lwan nakon boltere da gwibik, zep Bian Alap molya lamkam kire syal hap de dawemna golzimki. 
MAT.6.17	Hwëna em de Biansa dikim abe tan hap tembanesa lwankam, nwe-masena em ngan tasïk gwibin hen nol alana em sisir ta gwibin. 
MAT.6.18	Bap zen aha zi emsa anakan tame tabin, ‘Zen Biansa dikim dawemkam abe tan hap tembanesa ëlwaꞌan.’ Sap nëno mae mo Bian, hla ta gwen srëm Zini Alap, Zen zi mo aning gun syala man hlaul gwizimnira, hen Zen dekam sa hwëna ebe mae hap dawemna gol gwizimdi.”
MAT.6.19	“Auhu-kama ennak awe bahem kire-kirena ëbeya gwen. Awe hwëna sa ëkalse gwer hen winim sa blom da gwibir, hen sowë zi sa dekam de kap tan hap eno gola insa dre dal. 
MAT.6.20	Diki dawem tanganna ngatan zi mo langnak em kang ta gwen. Zëwe molya ëkalse gwek, hen winimni molya zë blom dabik, hen sowë zini banakan molya kap dak. 
MAT.6.21	Sap men zëwe eno kire-kirena ërlwa gwenna, eno enlalana hen zëwe sa lwa gwera.”
MAT.6.22	“Nwena zen tim hip de lïlïkïn– enho dikim ngatan gwen hap. Nwe nik de lalak nënna, dekam enhona hen ngatanna. Eno gwë hanna dekam, san de ngatan san de song gwenna. 
MAT.6.23	Hwëna em de nwekam men-san an-sankam hir-hir gwe naserankam, dekam bute hala seran makan esa gwë gwera. Hen eno nwe nik de haï nënkam, dekam kawesïn tangannak esa gwë gwera.”
MAT.6.24	“Zini bëjen dare teipsïn zisi dawemkam babu gwizimdin. Zen hwëna aha-en naka sa dawemkam kwasang gwe-gweblala hen blikip gwesïk gweblala. Aha zini insa molya. Zep em hen kirekam: Em bëjen em syala dan son– Alap mo syala ban, te-ala beya gwen hap de syala banye.
MAT.6.25	“Zen in zep, em bahem anakan ëngalap gwe-gwen, ‘Ëe banakan asa gwër? Ëe basa asa twin gwibir hen otde gwibir? Hen ëe basa asa ala so gwer?’ Emki ëenlala gwen: Eno gwënna zen tembane en nakon hom lwa gwenan, hen timni ala so gwen hap de en nakon hom lwa gwenan. 
MAT.6.26	Em ba hap de kirekam ëngalap gwe-gwen hap? Emki mawasa enlala gwibiridan. Zen hom ba maena eiyas nïl gwenan, hen hom dan gwenan, hen zëno mae mo gudangna hom– zëwe de tarankam ba maesa kang ta gwen hapye. Hwëna zen mes ki tame nuk, ‘Ngatan zi mo langnak de Bianna ki tembanena ap gol gwizimnira.’ Zep emki hen dam gulsuk gwen, ‘Ëe Bian mo nwenak mawa betek mo kim hom.’ 
MAT.6.27	Em de ere mo gwën hap ngalap gwenkam, san ha em emaka ere mo gwënna insa engka en mae langa gulsuꞌura? Bëjen.
MAT.6.28	“Zep em ba hap de anakare hap enlalana ëbeyam-bya gwen hap, ‘Ëe basa asa ala so gwer?’ Emki sap sona ok eiꞌi enlala gwibiridan. Zen hom syal ta gwenan, hen pakeanna hom dayal gwibirin. 
MAT.6.29	Hwëna Ëe ama emsa gubiridaꞌan: Sap teipsïn zini Salomo Bak, zen hwëna hom ok eis nwe-awes makare pakeanna akeka– desa de zëre mo te-ala beyakam teisyan hapye. 
MAT.6.30	Em in Biansa de taïblïblanna tawa naka hom! Ok eis mo ëhultunnu tïhïs tanganna, sap zen namen de ënwe-awes gwenkam, hwëna kaꞌan de ëjek-jak gwen. Zen sap eiwa kirekam, hwëna Alap ki desa kara ta gwibirida. Zep emki Biansa anakan taïblï gweblan, ‘Zen molya asa ala so gwen hap denakim da tasïkï.’
MAT.6.31	“Zep em bahem anakare hap ëngalap gwe-gwen, ‘Ëe basa asa twin gwibir hen otde gwibir? Hen ëe basa asa ala so gwer?’ 
MAT.6.32	Sap Alapsa de tame tan srëm zini zen kirekam ëngalap gwe-gwenan. Hwëna nëno mae mo ngatan zi mo langnak de Bianna, Zen anakan tawana, ‘Ano walasna an kiresa tahalha gwibiꞌira.’ 
MAT.6.33	Hwëna kïtak ere mo tahalha gwibinni insa esa hla kul gwer– anakare enlala de eno mae mo enhonak bol-zaun gwenkamye, ‘Diki Bian Zen nabakam nësa ïrïk gïlzïn, hen ëe anik zëno dwam gwibin en san ang tak.’ 
MAT.6.34	Bahem kaꞌan dep dena kip anakan ëngalap gwe-gwen, ‘Ëe kaꞌan basa asa jogwaher gul?’ Sap namen de tahalha hap dena, zen srën. Kaꞌan de tahalha hap dena, zen hen srën. Bahem kaꞌan de tahalha hap dena namen enlala gwibin. Dikire eno enlalana namen en dep dena kip lwak. Ngein sin dep de tahalha hap bahem ëngalap gwe-gwen.”
MAT.7.1	Yesus dekam zep etan tawa tabinni ayang gulzimki, “Wal bose wal omka bahem gubirida gwen, ‘Zen karek tan hap man dakastïꞌïra.’ Ki hwëna Alap sa hen emsa gublula, ‘Zëna hen karek tan hap man dakastïꞌïra.’ 
MAT.7.2	Sap em men kire enkame wal bose omka karek tan hap gubluꞌanka, ki hwëna Alap hen kire enkam de emsa karek tan hap maka gubluꞌara. Sap eme aha zisi gubluꞌanam, ‘Zen kirekam ngip gulku,’ Alap dekam sa hen emsa karatda tala– eno gwënsa de anakan hlaulblun hap, ‘San ha zëna hen kirekam ngip gul gwenda?’ 
MAT.7.3	Hen em ba habe wal bose uk mo ngip gun betek tolsa hla kul gwizimnin? Hwëna ere mo ngip gun yawala em desa de oto gulsun hup ema baes ta gwenan. 
MAT.7.4	Kirekam insa ëgwë gwenan, zen men kiye: Zi de wal bose zemka gublunna, ‘Anik eno nwenak de te klana insa gulsuk,’ hwëna zëre mo nwenak hen balok tek yawala ki lwaꞌan. Desa maka nonol gulsuꞌura– dekam de dawemkam wal bose zik moka hlaun hupye. 
MAT.7.5	Em in Alapsa ëk enkame ang ë gweblanan. Diki nonol enaka emaka oto lasïk gwibiꞌin. Ki esa dawemkam kara gwera– dekam de wal bose omka halen ora san zerwet son hapye.”
MAT.7.6	“Alap onakore ol dawemna bahem lwa makare enlala zi hip waba hap tonbirida gwen. Zen sa hwëna jala ban ja-ja nul gwer hen emsa sa naptabirida gwer. Hen Alap onakore ol dawemna bahem gwe makare enlala zi hip gol gwizimdin. Ki hwëna zen sa zalta dep tanakam nyaubir.”
MAT.7.7	“Men kiresa ena dwam gwibinni, Alapsa em abe ta tine gwen. Ki Zen sa hëndep kiresa ep gol gwizimdi. Em teibir tine gwen, dekam esa hëndep Zëbon onakon hla kul gwer. Hen orasa em tëbla tine gwen. Zen dekam sa ep zertrëblala. 
MAT.7.8	Sap zini men zen abe ta gwenna, zen gul irinkim. Men zen tei gwibinni, zen hlaunkum. Hen men zen orana të gweblanna, zëbe hap zertrëblankam. 
MAT.7.9	Ebon mae onakon san ha ki bi zem walas zikhip kasona golblaka?– zen de roti hap abe tankamye. 
MAT.7.10	Ahaksa wanyana san ha ki golblaka?– zen de hogwe hap abe tankamye. 
MAT.7.11	Em sap jal-jala, hwëna eno anakare kwasang enlalana hen ki, ‘Ëe anik dawem naka ëre mo walas hap golblak.’ Nëno mae mo Bian, ngatan zi mo langnak de Zini, Zen hwëna dawem tangankam nësa kwasang gwibirida gwenda. Zep Zen hen Desa de abe ta gwenkam dawem kire-kiresa nëp gol gwizimnira.”
MAT.7.12	“Men kirekam ena dwam gweꞌara, zi de kirekam emsa gwë gweblan hap, em hen ahasa kirekam em gweibirida gwen. Sap kirekam de enaka golëlowehe gwen hap dena, zen zen ausuna– Musa mo tïtï tabin olak hen Alap mo ol ayang gul gwen zi mo olakye.”
MAT.7.13	“Hëndep de ëngaya gwen hap de ëdwam gwenna, lïlïkïn klakat san em bïtï gwen. Sap lïlïkïn yakna hen ora dak-dakna, zen syauk bla san dep dena. Zen in zep zini desan beyakam ëgwahal gwenan. 
MAT.7.14	Hwëna eiwa klakat tanganna– hëndep de ëngaya gwen hap de lïlïkïnnï hen oranaye. Zep zini beyakam hom orana insa dam dasïk gwenan.”
MAT.7.15	“Bira! Botonkam de tawa ta gwibin zini sa ebon mae yaïng gwe-gwezal. Ol toran nakon esa kïl lï gwibir, ‘An hen nëban mae apdenak– Alap mo hanan tabin walas.’ Hwëna zen in gwe tïhï jal-jal makarena. Zen sa emsa hit di gwibir. 
MAT.7.16	Em zëre mae mo lowehen nakon hen syala kon esa ki dam lasïk gwibir. Kwiwe dansa bëjen lemo timnik taran. Hen dokot të ngï-ngïna bëjen rambutan dankam tën. 
MAT.7.17+MAT.7.18	Men kiye hen tenya: Zen zëre mo dan enkam ëtë gwenan. Tenya men zen twin gwibin srëm tetan dankam ëtë gwenan, zen bëjen twin gwibin tetan dankam tën. Hen tenya men zen twin gwibin tetan dankam ëtë gwenan, zen bëjen twinbin srëm tetan dankam tën. 
MAT.7.19	Tïngare tenya men zen twinbin tetan dankam ëtë srëm gwe-gwenan, zen lu tan en hap dena– desa de syauk blanak tru tasen hap. 
MAT.7.20	Zen kirekam hen– botonkam de tawa ta gwibin zini inye. Em zëre mae mo syala kon hen lowehen nakon esa ki tame la gwibir.”
MAT.7.21	“Tïngan men zen Asa anakan daken gweblanan, ‘Bian, Bian,’ hwëna zen molya kïtak Alap mo ïrïk gïnnïk bïtï gwek. Diki men zen zëre mo dwam gwibin sin syal ta gwenan, zen zen en sa zëre mo ïrïk gïnnïk bïtï gwer. 
MAT.7.22	Aumwa hap de zisi klis gunnuk, zini beya tangan nik sa Asa daken gweblal, ‘Bian, Bian, ëe ere mo bosekamë hamal hap de ola ayang ul gwizimk. Hen ëe eno bosekamë dowal-dowala olëalsa sone gwibik. Hen owas-owasna eno bosekamë syal ei gwibik.’ 
MAT.7.23	Hwëna Ëe asa ding gulzim, ‘Em Abon dep denaka hom. An kon em hëndep sek gwen, sap em an zene karekna ol gwek.’”
MAT.7.24	“Zen in zep, zini men zen ano ola ësane gwe-gwenan hen desan ang ta gwenan, zen men kiye– enlala blala bare zini men zen gola moko dawem naban taukuke. 
MAT.7.25	Kim o dïl gwek, ho namwa yawala dekam zep sap desan tïlzïk, hen asese yala dekam zep sap akabla zaka, sap zëno mokona olk san de hul-hul tanna.
MAT.7.26	Hwëna zini men zen ano ola sap ësane gwe-gwenan hwëna desan de ang tan srëmkam, zen men kiye– enlala joblo-top zini men zen moko srëmkam gola taukuke. 
MAT.7.27	Hwëna kim o dïl gwek, hen ho namwa yala kim desan tïlzïk, hen asese yala kim taïlkï, dekam zep hëndep gola in mal heka, hëndep karek tangankam dreweka.”
MAT.7.28	Yesus kim kirekam tawa tasibirki, zi beyam-byana in zen zë sane daꞌak man tangan denggwanblak. 
MAT.7.29	Sap zëno tawa tabinni soson tanganna– san de teipsïn zi mo tawa tabinni kiye. Musa mo olsa de tawa ta gwibin hip de zi mo tawa tabin niban apdenak hom.
MAT.8.1	Yesus kim kwatap tek nakon ati gwe zaka, zini beya tangan nik zep ang nëblazak. 
MAT.8.2	Zao zep hen sop sang-sang karek nabare zini Yesus onak dep hata zaka, boklesa zep Yesus mo nwenak kom so zaka. Dekon zep abe ta seka, “Bian, Eme dwam gweꞌanam, Em emaka asa dawem taꞌara.”
MAT.8.3	Yesus ki zep towanblan naban ding gulbluka, 
MAT.8.4	Zao zep etan gubluka, “Insa emsa dawem tanan, bahem mae ahasa tonbiridan. Diki nonol Alap mo golak de syal tan zi hip ahana kip enaka zertrëbla. Zao gublu, ‘Emki asa hla tan. Ëe san ha mesë dawem gwer?’ Musa Bak mo tïtï tabin olak men kirekam sop sang-sang karek zi de dawem gwennak dep dena lwakke, zen kirekam em syal gwibin.
MAT.8.5	Yesus kim Kapernaumk hata onka, ki zep zë Roma mo jana zi mo mamna Zëbon onak dep hata zaka, zao zep Yesussu mas gweblan hap abe ta gweꞌanka. 
MAT.8.6	Man zë gubluka, “Bian, abon de babu gwe-gwen zini golak sang-sang sabak nik gwëꞌara. Zen ni ensa ta gweꞌara. Luwen maena banakan dep.”
MAT.8.7	Yesus ki zep ding gulbluka, “Ëe asa desan dawem tan hap song gwer.”
MAT.8.8	Hwëna jana zi mo mamna in ki zep ding gulbluka, “Bahem, Bian. Ëe dawem naka hom, zep ëe ama saher gweꞌan– em de ano golak hatan hapye. Hwëna anakan-en Em gun, ‘Zi sang-sangna in zen dawem gwen,’ dekam sa dawem gwera. 
MAT.8.9	Sap ëe mesë Emsa taïblïblak, ‘Eno ol-gunnu bëjen kirekam lwa srëm gwen.’ Sap abon onakon de teipsïn zini ki. Ano otdenak dena hen ki. Ëyë ëre mo otdenak denaka gubluꞌanam, ‘Em song gwen,’ zen dekam maka song gweꞌara. Hen ahanakaë gubluꞌanam, ‘Haen,’ zen hen dekam maka song gweꞌan zala. Ëyë ëre hon de babu gwen zisi gubluꞌanam, ‘A desa syal gwibir,’ zen dekam maka hëndep syal gwibiꞌira. Ëe sap teipsïn tola, zep ano ol san kirekam ang ta gwenan. Hwëna Em in teipsïn tanganna, zep eno ol san sa ki kirekam lwal.”
