MAT.1.1	O lil cai sicavel catar țîrdel‐pe o Iisus Hristos, o ciao le Davidosco, o ciao le Avraamosco. 
MAT.23.30	Hai phenen: Te siamas ame andă codol ghesa amare dadenghe, nas te cherdol codo i nasulimos ta ciorde o rat le proorocengo. 
MAT.23.31	Cadalasa, sicaven că sen ăl ceave codolengo cai mundarde le proorocen. 
MAT.23.32	Ta tume nachaven tumare daden and‐o nasulimos! 
MAT.23.33	Sapa, puia viperache, sar hastrana catar e osînda le gheenache? 
MAT.23.34	Codolasche, eta Me dau drom tumende proorocea goghiaver hai sicadine; anda lende si te mundaren hai si te umbladen; anda lende si te maren le biciosa and‐ăl sinagogi, hai nașavena‐le anda foro and‐aver foro, 
MAT.23.35	Caște perel pă tumende sauără rat le ceacengo ciordino pe phuî dă catar o rat le ceacesco o Abel, gi c‐o rat le Zahariasco, o ciao le Varahiasco, cai mundarden‐les mașcar o templo hai o altaro. 
MAT.23.36	Ceaces phenau tumende, si te avel sea cadala opral pă cadau neamo. 
MAT.23.37	Ierusalimona, Ierusalimona, cai mundares le proorocen hai barănța mundares colen cai si dine drom tute; cabor drom camnem te chidau che ceaven, sar chidel e caini pe ciriclen tela pe pachea, ta ni camnen. 
MAT.23.38	Eta, tumaro cher aciol mulano; 
MAT.23.39	Că phenau tumende: Dacanara nai te mai dichen‐Ma gi‐cai ni phenena: Mișto‐dino‐duma si or Sao avel and‐o anau le Raiesco.
MAT.24.1	Hai înclindos o Iisus anda o templo, ghelo hai pașîle Lestar Lesche ucenicea, te sicaven‐Lesche o templo. 
MAT.24.2	Ta Ou boldea hai phendea: Dichen tume sea cadala? Ceaces phenau tumende: Ni aciola bar pă barăste, caște ni avel perado. 
MAT.24.3	Hai beșîndos Ou p‐o Plai le Măslinengo, avile Leste ăl ucenicea d‐ăc rig, hai phende: Phen amenghe cana si te aven cadala hai so sicadiola cana avesa Tu c‐o terminimos la lumeaco. 
MAT.24.4	Boldindos, o Iisus phendea lenghe: Dichen, te na tharel‐tume da coniva. 
MAT.24.5	Că si te aven but andă Muro anau, hai phenena: Me sem o Hristoso, hai tharena buten. 
MAT.24.6	Si te așunen anda războiende hai dimos duma anda‐l războia; len sama te na daran, că sea cadala trăbun te aven, ta nai te avel o terminimos. 
MAT.24.7	Că si te ușten neamo pă neamoste, ăc thagarimos p‐aver thagarimos, si te avel boch hai ciuma hai p‐aver thana izdrala e phuî. 
MAT.24.8	Ta sea cadala si te aven numa ăl ducha anglune. 
MAT.24.9	Atuncea tumen si te den‐tume c‐o nasulimos, mundarena‐tumen hai avena urîme sauără neamurendar Muro anau. 
MAT.24.10	Atuncea but si te poticnin‐pe, bichinina‐pe ech p‐aver; hai urîna‐pe ech p‐aver. 
MAT.24.11	Hai but proorocea hohamne uștena te hohaven hai te tharen buten. 
MAT.24.12	Hai anda‐l but bezeha, e dragostea butenghi șudreola. 
MAT.24.13	Ta sao răbdilo gi‐co șăro, codoa avela mîntuime. 
MAT.24.14	Hai si te phendol cadai Evanghelia le thagarimaschi andă sauără lumea, sar mărturia că sauără neamurea; hai pala cadaia termininape ăl manuș. 
MAT.24.15	Tume cana dichena le nasules o mulano, sar phendol and‐o prooroco Daniel and‐o than o ujo‐con cetil te hachiarel. 
MAT.24.16	Atuncea cola anda‐i Iudeia te nașăn p‐ăl plaia. 
MAT.24.17	Sao avela opre p‐o cher, te na hulistiol te lel pe buchea anda o cher. 
MAT.24.18	Hai sao avela avri p‐o cîmpo te na boldel‐pe parpale, te lel pe gada. 
MAT.24.19	Nasul colendar save avena chamnea, hai cola save dena ciuci pe ceaven andă codol ghesa. 
MAT.24.20	Rughin‐tume te na avel ivend, hai ghesa savatosco cana trăbula te nașăn. 
MAT.24.21	Si te avel atuncea ăc tanghiarimos baro sar nas dă‐cana si ăl manuș gi acana, hai niș nai te mai avel. 
MAT.24.22	Hai te na harniardileas codol ghesa, ni astrala niș ăc manuș, ta anda cola ăl alome harniardeona codol ghesa. 
MAT.24.23	Atunci te phenela da coniva: Eta, o Mesia si cathe or închialtar, te na pachian‐les. 
MAT.24.24	Si te ușten hristoșia hohamne hai proorocea hohamne hai sicavena semnea ta i minunea, caște tharen, te daștina, i colen cai si alome. 
MAT.24.25	Eta, phendem tumenghe mai anglal. 
MAT.24.26	Cadea, că te phenena tumenghe: Eta si and‐ăc than mulano, te na înclel; eta si and‐ăl chera, te na pachian. 
MAT.24.27	Că sar înclel o strafeamos, cathar înclel o cham hai sicadiol cai perel o cham, cadea sicadiola cana avela o Ciao le Manușăsco. 
MAT.24.28	Othe cai avela o stîrvo, othe avena ăl vulturea. 
MAT.24.29	Palal ghesa le tanghiarimasche, o cham cherdola calo hai o cionot ni mai luminila, h‐ăl cerhaia perena anda o cero hai ăl zurealimata anda o cero izdrana. 
MAT.24.30	Atuncea sicadiola p‐o cero o semno le Ciavesco le Manușăsco hai rovena sauără neamurea p‐ai phuî hai dichena le Ciaves le Manușăsco p‐ăl norea le cerosche, avindos zuralimasa hai bute slavasa. 
MAT.24.31	Hai dela drom Pe îngeren, dena mui anda‐i trîmbița on chidena sauără alome Lesche anda‐l ștar barvalea, and‐ăc than gi caver than le cerosco. 
MAT.24.32	Sichion e pilda catar o smochino: Cana lesche raia si crudo hai den lesche patrea, pringianen că o milai si pașă. 
MAT.24.33	Sa cadea i tume, cana dichena sea cadala, te gianen că si pașă, si c‐o udar. 
MAT.24.34	Ceaces phenau tumenghe că ni nachela cadau neamo, gi‐cana ni avena sea cadala. 
MAT.24.35	O cero hai phuî nachena, ta so Me phenau ni nachela. 
MAT.24.36	Hai anda codou ghes hai codou ceaso ni gianel coniva, niș ăl îngerea anda o cero, niș o Ciao, hai numa o Dad. 
MAT.24.37	Hai cadea sar sas and‐ăl ghesa le Noesche, cadea avela i c‐o avimos le Ciavesco le Manușăsco. 
MAT.24.38	Cadea sar and‐ăl ghesa angla o potopo, ăl manuș hanas hai penas, însurinas‐pe hai măritinas‐pe, gi and‐o ghes cana o Noe întrisailo and‐e corabia. 
MAT.24.39	Hai ni gi angle gi‐cai avilo o potopo, hai lilea‐le sauărăn, sa cadea avela i c‐o avimos le Ciavesco le Manușăsco. 
MAT.24.40	Atuncea, anda dui cai avena avri p‐o cîmpo, ech avela lilo, hai coaver avela muchlo. 
MAT.24.41	Anda dui giuvlea cai avena c‐o aseau te măcinin, ech avela lili hai coi‐aver avela muchli. 
MAT.24.42	Beșăn giungade, că ni gianen andă sao ghes avel tumaro Rai. 
MAT.24.43	Coia gianen, că te gianel o manuș andă so straja anda‐i reat avel o cior, beșălas giungado hai ni muchelas te paravel lesco cher. 
MAT.24.44	Codolasche i tume beșăn te aven gata, că and‐o ceaso cai ni cion goghi si te avel o Ciao le Manușăsco. 
MAT.24.45	Savi, avela e sluga e ceaci hai gogheali, cai sas ciutini catar o stăpîno pă lesche slugi, te del‐le o hamos cana trăbul? 
MAT.24.46	Fericime avela codoi sluga, cai cana avela o stăpîno arachela‐la cherindos cadea. 
MAT.24.47	Ceaces phenau‐tumenghe că ciola‐la pă sauără barvalimata lesche. 
MAT.24.48	Ta cana codoi sluga avela nasul, hai phenela andă pio ilo: muro stăpîno ni avel acana mai beșăl, 
MAT.24.49	Hai asteardiola te marel colen cai slujin and‐ăc than lesa, hai hala hai pela le machearnența, 
MAT.24.50	Si te avel o stăpîno codol slugengo, and‐o ghes cai ni ajuchearen hai and‐o ceaso cai ni pringianen‐les, 
MAT.24.51	Hai si te cinela anda‐i slujba, hai si te avel lachi partea le ciorența garade. Othe avela roimos hai duch ta chidesa and‐ăl dand.
MAT.25.1	O thagarimos anda o cero meala deșă ceianța barea, cai lile pe candele hai încliste te malaven le giamutres. 
MAT.25.2	Pangi anda lende sas bi‐goghiaco, hai pangi goghiasa. 
MAT.25.3	Cola le bi‐goghiache cana lile ăl candele, ni lile i uleio andă lende. 
MAT.25.4	Ta cola le goghiasa lile uleio and‐ăl vasuri, ăc data le candelența. 
MAT.25.5	Ta sar o giamutro mai beșălas, sea pele ta sute. 
MAT.25.6	Hai c‐o mașcar le rachiaco, dinea‐pe mui: Eta, avel o giamutro! Înclen te maladion lesa! 
MAT.25.7	Atuncea uștile anda‐i lindri ăl deș ceia barea hai lacearde pe candele. 
MAT.25.8	Cola cai nas‐len goghi phende colenghe le goghiache: Den amen anda o uleio tumaro, că meren amare candele. 
MAT.25.9	Ta ăl ceia le goghiasa bolde, hai phende: Ni, te na aresas te na aresela amen, hai niș tumen. Mai mișto gian că cola cai bichinen hai chinen tumenghe. 
MAT.25.10	Ta sar on ghele te chinen, avilo o giamutro hai cola cai sas gata întrisaile lesa andră c‐o abiau, hai o udar phandadilo. 
MAT.25.11	Hai mai încheal aresle i col‐aver ceia, hai phende: Devla, Devla, deschiar i amenghe. 
MAT.25.12	Hai ou boldea hai phendea: Ceaces phenau tumenghe: Tumen ni pringianau. 
MAT.25.13	Codolasche, beșăn giungade, că ni gianen o ghes hai niș o ceaso cana avel o Ciao le Manușăsco. 
MAT.25.14	Hai mai si că ăc manuș, cai telearindos dur, dinea mui pe slugen ta dinea pă lenghe vast pio barvalimos. 
MAT.25.15	Eches dinea‐les pangi talanțea, avres dui talanțea, avres ăc talanțo, fie saves sar daștila, hai teleardea. 
MAT.25.16	Sar teleardea, coua cai leas pangi talanțea cherdea buchi lența, hai mai lilea lența aver pangi talanțea. 
MAT.25.17	Sa cadea i coua le dui talanțeansa, mai lilea aver dui. 
MAT.25.18	Hai coua cai lias ăc talanțo ghelo hai hanadea and‐e phuî, ta ciutea‐les garado o arginto pe stăpînosco. 
MAT.25.19	Pala but ghesa, avilo o stăpîno codol slugengo hai socotisailo lența. 
MAT.25.20	Hai cana pașol coua cai leas pangi talanțea, andea aver pangi talanțea hai phendea: Devla, pangi talanțea dinean‐man, eta aver pangi talanțea lile lența. 
MAT.25.21	Ta o stăpîno phendea: Mișto, sluga laci hai pachiamasa, pă țîra sanas pachiamasa, pă but ceaua‐tut; întrisar hai fal‐tu mișto che raiesa. 
MAT.25.22	Pașîlo i coua le dui talanțeansa, phendea: Devla, dui talanțea dinean‐man, eta aver dui talanțea lile lența. 
MAT.25.23	Ta o stăpîno phendea‐lesche: Mișto, sluga laci hai pachiamasa, pă țîra sanas pachiamasa, pă but ceaua‐tut; întrisar hai fal‐tu mișto che raiesa. 
MAT.25.24	Pașîndos i coua cai leas ăc talanto, phendea: Devla, gianglem tut că san manuș nasul, cai seceris catar ni ciutean, hai chides catar ni ciordean. 
MAT.25.25	Darailem hai ghelem ta garadem chio talanto and‐e phuî; eta so si chiro. 
MAT.25.26	Ta o stăpîno boldea hai phendea‐lesche: Sluga vicleano hai chaili, gianeas că seceriu catar ni ciutem, hai chidau catar ni ciordem? 
MAT.25.27	Mișto sas te ciuteanas mîră love c‐ăl zarafea, hai me, cana avauas, lauas mîră love dobîndasa. 
MAT.25.28	Len lestar o talanto, hai den‐les colesche cai si‐les deș talanțea. 
MAT.25.29	Că sa coles cai si‐les dela‐pes lesche, hai colestar cai nai‐les, i so si‐les lela‐pe lestar. 
MAT.25.30	Hai pe sluga e nasul ciuden la and‐o calimos o mai baro. Othe avela roimos hai chidela and‐ăl dand duchendar. 
MAT.25.31	Cana avela o Ciao le Manușăsco andă Pio barimos, hai ăl îngerea ujă Lesa, beșăla pă Pio trono Pe barimasco. 
MAT.25.32	Hai chidena‐pe angla Leste sauără neamurea hai deschearena len echen avrendar, sar deschearel o păstoro le bacrean catar ăl buznea. 
MAT.25.33	Hai ciola le bacrean ch‐e ceaci, hai le buznean ch‐e banghi. 
MAT.25.34	Atuncea o thagar phenela colenghe catar e ceaci Leschi: Aven, mișto‐dine‐duma Mîră Dadesche, hai moștenin o thagarimos so sas cherdo tumenghe, dă cana cherdili e lumea. 
MAT.25.35	Că bochalo semas, hai dinen‐Man ta halem; trușalo semas hai dinen‐Man ta pilem; nas‐Man coniva hai tume lilen‐Man tumende. 
MAT.25.36	Nango semas hai hureaden‐Man; nasvalo semas hai roden‐Man; and‐o phandaimos semas hai avilen Mande. 
MAT.25.37	Atuncea ăl ceace phucena: Devla, cana dichleam‐Tut bochalo hai dineam‐Tut te has? Or trușalo hai dineam‐Tut te pes? 
MAT.25.38	Or cana dichleam‐Tut corcoro hai lileam‐Tut amende or nango hai hureadeam‐Tut? 
MAT.25.39	Or cana dichleam‐Tut nasvalo or and‐o phandaimos hai avileam‐Tute? 
MAT.25.40	Hai o thagar boldela, hai phenela: Ceaces phenau tumenghe, că atuncea cana cherden echesche anda cadal phral Mîră ăl mai țîcne, Manghe cherden. 
MAT.25.41	Atuncea phenela i colenghe catar e banghi: Telearen Mandar, cai sen dine armaia and‐e iag e bișăresco, cai si cherdi anda o beng hai lesche îngerea. 
MAT.25.42	Că bochalo semas, hai ni dinen‐Man ta halem; trușalo semas ta ni dinen‐Man ta pilem; 
MAT.25.43	Nas‐Man coniva, ta ni lilen‐Man coniva tumende; nango, ta ni hureaden‐Man; nasvalo hai phandado, ta ni avilen Mande. 
MAT.25.44	Atuncea i on boldena hai phucena: Devla, cana dichleam‐Tu bochalo, or trușalo, or corcoro, or nango, or nasvalo, or phandado hai ni slujisardeam‐Tuche? 
MAT.25.45	Ta Ou boldela lenghe hai phenela: Ceaces phenau tumenghe: Cana ni cherden niș echesche anda cadal prea țîcne, niș Manghe ni cherden. 
MAT.25.46	Hai cadala giana che osînda bișăresco, ta ăl ceace and‐o traio bișăresco.
MAT.26.1	Hai pala so phendea sea cadal dimata duma, o Iisus phendea Pe ucenicenghe: 
MAT.26.2	Gianen că pă dui ghesa si e Patraghi hai o Ciao le Manușăsco avela dino te avel umblado. 
MAT.26.3	Atuncea ăl rașaia hai ăl phurea anda o norodo chidine avile and‐e bar le rașasco le baresco, cai buciolas Caiafa. 
MAT.26.4	Hai and‐ăc than astardile te astaren le Iisusos ciorimasa, hai te mundaren‐Les. 
MAT.26.5	Ta phende: Na and‐o ghes o baro, te na holearas le manușăn anda o norodo. 
MAT.26.6	Ta sar o Iisus sas and‐e Betania, and‐o cher le Simonosco o leproso, 
MAT.26.7	Pașîli Leste ăc giuvli, cai sas‐lan ăc vaso alabastrosco chandimasco cai si cuci, hai ciordea‐les pă Lesco șăro, sar beșălas che sinia. 
MAT.26.8	Cana dichle ăl ucenicea Leste, holeaile hai phende: Sostar cadau hasarimos? 
MAT.26.9	Cadau chandimasco daștisailo te bichindol scumpo, hai ăl love te denpe c‐ăl cioră. 
MAT.26.10	Ta o Iisus pringiandea lengo ilo, phendea‐lenghe: Sostar cheren holi cadal giuvleache? Manghe cherdea ăc buchi laci. 
MAT.26.11	Ăl cioră sa tumența si te aven, Me nai te avau sa tumența; 
MAT.26.12	Că oi ciordea cadau chandimasco pă Muro corpo, cherdea‐la anda Muro prahomos. 
MAT.26.13	Ceaces phenau‐tumenghe: Or cai propovăduila‐pe cadai Evanghelia, andă sauără thana, phendola‐pe i so cherdea cadai giuvli, anda Ma te pomenil‐pe oi. 
MAT.26.14	Atuncea ech anda‐l deșudui, cai buciolas Iuda Iscarioteano, ghelo c‐ăl rașaia, 
MAT.26.15	Hai phendea: So camen te denma, hai me si te dav‐Les tumenghe and‐ăl vast? Hai on dine‐les treanda argințea. 
MAT.26.16	Hai d‐othar rodelas cana perela‐lesche mișto, te del‐Les andă lenghe vast. 
MAT.26.17	And‐o ghes o angluno le Azimengo, avile ăl ucenicea c‐o Iisus, hai phușle‐Les: cai cames te lacearas hai te has e Patraghi? 
MAT.26.18	Ta Ou phendea: Gean and‐o foro c‐ăc cutari manuș hai phenen‐lesche: O Sicaitori phenel: Mîră ghesa pașîle; Tute camau te cherau e Patraghi Mîră ucenicența. 
MAT.26.19	Lesche ucenicea cherde cadea sar dinea porunca o Iisus hai laciarde e Patraghi. 
MAT.26.20	Hai cana peli e reat, beșlo ch‐e sinia Pe deșudonța ucenicea. 
MAT.26.21	Sar hanas, o Iisus phendea: Ceaces phenau‐tumenghe, că ech anda tumende si te bichinel‐Ma. 
MAT.26.22	Hai on năcăjîsaile nasul, astardile te phucen‐Les fiesao: Ni avaua me, Devla? 
MAT.26.23	Ta Ou boldea hai phendea: Coua cai boldea Manța and ciaro, bichinela‐Ma. 
MAT.26.24	O Ciao le Manușăsco gial pala sar si hramome anda Leste. Ta nasul si te avela anda codou manuș cai bichindol o Ciao le Manușăsco! Sas mai mișto te na cherdolas. 
MAT.26.25	Hai o Iuda, cai bichindea‐Les, boldea‐Lesche hai phendea: Ni avaua me, Sicaitorina? Ta o Iisus phendea: Tu phendean. 
MAT.26.26	Sar on hanas o Iisus lilea ăc marno, manglea miștimos p‐o marno hai phaglea‐les ta dinea‐les că Pe ucenicea hai phendea: Len ta han cadaua si o corpo Muro. 
MAT.26.27	Hai lindos ăc paharo hai naisardea dinea‐les lenghe, hai phendea: Phen sea anda leste. 
MAT.26.28	Cadaua si o rat Muro, e Cris e nevi, hai ciordol anda but te aven iertime lenghe bezeha. 
MAT.26.29	Ta phenau tumenghe, că nai te mai peau dacanara anda o rodo le drachaco, gi and‐o ghes cana peaua-les tumența neo, and‐o thagarimos Mîră Dadesco. 
MAT.26.30	Hai pala so ghilabade, încliste p‐o Plai le Măslinengo. 
MAT.26.31	Atuncea o Iisus phendea lenghe: Tume sea poticnina‐tume anda Mande andă cadai reat, că hramome si: «Maraua le păstores, h‐ăl bacrea nașăna». 
MAT.26.32	Ta pala so giuvindiova, si te giau angla tumende and‐e Galilea. 
MAT.26.33	O Petro boldea hai phendea: Cana sea poticnina‐pe andă Tute, me niș ăc‐data ni poticnina‐ma. 
MAT.26.34	O Iisus phendea‐Lesche: Ceaces phenau‐Tuche c‐andă cadai reat mai anglal te ghilabel o bașno, trindrom si te ciudes‐tu Mandar. 
MAT.26.35	O Petro phendea‐lesche: I te avel te merau and‐ăc than Tusa, nai te ciuda‐man Tutar. Hai sauără ucenicea cadea phende. 
MAT.26.36	Atuncea o Iisus ghelo lența and‐ăc than cai buciolas Ghețimani, hai phendea Pe ucenicenghe: Beșăn cate gi cana giau mai ocote te rughi‐Ma. 
MAT.26.37	Lilea pesa le Petros hai ăl dui ciave le Zebedeosche, hai lea‐Les ăc pharimos hai mîhnimos. 
MAT.26.38	Atuncea phendea‐lenghe: Pharo si Muro ilo gi c‐o merimos. Acion cate hai beșăn giungade Manța and‐ăc than. 
MAT.26.39	Giandos ăc țîra mai angle, pelo le mosa che phuî, rughindos‐Pe hai phenel: Muro Dad, te daștila pe te nachel Mandar cadau paharo! Ta te na cherdol‐pe sar camau Me, hai sar cames Tu. 
MAT.26.40	Hai avilo că Pe ucenicea, hai arachlea‐le sute, Ou phendea le Petrosche: Cadea naștisailen ăc ceaso te beșăn Manța giungade? 
MAT.26.41	Beșăn giungade hai rughin‐tume, ca te na peren and‐e ispita. O duho camel, ta o corpo si bizoriaco. 
MAT.26.42	Pale ghelo, duar sas, hai rughisailo hai phendea: Muro Dad, cana daștil‐pe te nachel mandar cadau paharo te na peav‐les, te cherdol sar cames Tu. 
MAT.26.43	Hai avindos pale arachlea‐le sute, că lenghe iacha sas phare pharimastar. 
MAT.26.44	Muchlea‐le hai c‐ăl trin drom ghelo hai rughisailo sa codol dimasa duma. 
MAT.26.45	Avilo că Pe ucenicea hai phendea‐lenghe: Soven dacanara, hai hodinin‐tume. Eta pașîlo o ceaso hai o Ciao le Manușăsco avela dino and‐ăl vast le bezehalenghe. 
MAT.26.46	Ușten te giastar, eta pașîlo coua cai bichindea‐Ma. 
MAT.26.47	Hai sar Ou delas duma, eta că areslo o Iuda, ech anda‐l deșudui, hai lesa and‐ăc than avile but manuș săbiența, hai rovleanța catar ăl rașaia hai ăl phure and‐o norodo. 
MAT.26.48	Ta coua cai bichindea le Iisusos dinea‐le ăc semno, hai phendea: Saves ciumidava me, Codoua si: cion o vast pă Leste. 
MAT.26.49	Sar areslo, pașîlo c‐o Iisus hai phendea: Bucurisao, Sicaitorina! Hai ciumidea‐Les. 
MAT.26.50	Ta o Iisus phendea‐lesche: Amala, sostar avilean? Atuncea on pașîle Lestar, ciute o vast p‐o Iisus, hai astarde‐Les. 
MAT.26.51	Ta ech anda cola cai sas le Iisusosa, ciutea o vast, țîrdea pi săbia, hai dinea and‐e sluga le rașaschi hai cindea lesco can. 
MAT.26.52	Atuncea o Iisus phendea: Bolde chi săbia că laco than, că sea save încalena e săbia, săbiatar merena. 
MAT.26.53	Or fal‐tu ca ni daștiu te rughiu Mîră Dades hai te del‐Manghe drom, mai but dă deșudui legiunea îngerenghi? 
MAT.26.54	Atuncea sar mai maladiola so phenel o lil le Devlesco, că trăbul te cherdol? 
MAT.26.55	Andă codou ceaso, o Iisus phendea codol bute manușănghe: Sar pal‐ăc tîlharo înclisten săbiența hai rovleanța te astaren‐Ma. Anda orsao ghes beșlem and‐o templo hai sicavauas‐tumen, hai ni ciuten o vast pă Mande. 
MAT.26.56	Ta sea cadala cherdile, caște maladiol so sas hramome and‐o lil le Devlesco, hai ăl proorocea. Atuncea sauără ucenicea Lesche muchle‐Les, hai nașîle. 
MAT.26.57	Hai coua cai astarde le Iisusos înghiarde‐Les c‐o Caiafa cai sas rașai baro, hai othe sas chidine ăl sicadine hai ăl phure. 
MAT.26.58	O Petro gialas pala Leste ta dural gi‐cai areslo che bar le rașaieschi o baro, întrisailo andră hai beșălas le slugența othar, te dichel so cheren. 
MAT.26.59	Ta ăl rașaia, ăl phure hai sauără sinedrio rodenas manuș hohamne te pheren and‐o Iisus, caște mundaren‐Les. 
MAT.26.60	Ta ni arachle, chit că avile but manuș hohamne. Pala codoia avile dui gene hai phende: 
MAT.26.61	Cadaua phendea: Daștiu te peravau o templo le Devlesco hai andă trin ghes vazdav‐les c‐o than. 
MAT.26.62	O rașai baro uștilo hai phușlea‐Les: Ni phenes că niș anda so phenen cala anda Tute? 
MAT.26.63	Ta o Iisus aciolas. Hai o rașai o baro phendea‐Lesche: Dau‐Tut armaia p‐o Del o giungado, te phenes amenghe cana Tu san o Hristoso, o Ciao le Devlesco. 
MAT.26.64	O Iisus boldea‐lesche: Tu phendean. Hai mai phenau‐tumenghe: Dacanara dichena le Ciaves le Manușăsco beșîndos che ceaci le zuralimaschi hai avela p‐ăl nori le cerosche. 
MAT.26.65	Atuncea o rașai o baro cindea pe gada, hai phendea: Hulisardea! So mai rodas aver manuș te phenen? Eta acana așunden Leschi hula. 
MAT.26.66	Sar fal‐tumen? Hai on bolde, hai phende: Si doșalo merimasco. 
MAT.26.67	Hai ciungarde‐Les p‐o mui, marde‐Les le dumuchența, hai aver denas‐Les le palmența, 
MAT.26.68	Hai phenelas: Proorocisar amenghe Hristosona, sao si codoua cai dinea‐Tut dab. 
MAT.26.69	Hai o Petro beșălas avri and‐e bar, ăc slujnica pașîli leste, hai phendea: I tu sanas le Iisusosa o Galileano. 
MAT.26.70	Ta ou ciudineailo angla sea, hai phendea: Ni gianau so phenes. 
MAT.26.71	Hai înclindos che poarta, dichlea‐les aver hai phendea codolenghe othar: I caua sas le Iisusosa o Nazarineano. 
MAT.26.72	Hai pale ciudineailo armaiasa: Ni pringianau cadal manușăs. 
MAT.26.73	Pal‐ăc țîra, pașîle leste codol manuș othar hai phende le Petrosche: Ceacimos si că i tu san anda lende, că i chio dimos duma sar lengo pringiandol. 
MAT.26.74	Atuncea ou astardilo hai dinea‐pe armaia hai halea sovel: Ni pringianau cadal manușăs. Hai sa acana ghilabadea o bașno. 
MAT.26.75	Hai o Petro andea pesche goghi sar phendea lesche o Iisus, cai phendea: Gi cana ghilabela o bașno, cidesa‐tu Mandar trir drom. Înclisto avri, hai ruia kerkes.
MAT.27.1	Ta cana sas detehara, sauără rașaia hai ăl phure and‐o norodo dine‐pe duma and‐o Iisus caște mundaren‐Les. 
MAT.27.2	Hai phangle‐Les ta înghiarde‐Les c‐o Ponțiu Pilat, cai sas dregătoro. 
MAT.27.3	Atuncea o Iuda, cai bichindea‐Les, cana așundea că sas osîndime, falea‐les nasul hai înghiardea palpale le rașaienghe hai le phurenghe ăl treanda argințea cai lileas‐len, 
MAT.27.4	Hai phendea: Thardilem bichindos rat bidoșalo. On phende‐lesche: So phenes‐amenghe? Tu si te diches. 
MAT.27.5	Ou ciudeas ăl argințea and‐o templo, teleardea othar, ta sar ghelo i umbladilo. 
MAT.27.6	Ăl rașaia lile ăl love, hai phende: Nai mișto te cias‐len and‐e visteria le templosche, că si pochin pă rateste. 
MAT.27.7	Hai sar dine duma, chinde ăc Than le Pirearengo, othe te prahon le streinen. 
MAT.27.8	Anda codolasche codou than buciol Than le Ratesco, gi p‐o ghes dă ghes. 
MAT.27.9	Atuncea maladilo so phendilo catar o prooroco Ieremia, cai phendea: «Hai lile codol treanda argințea, pochin cai pochinde‐les ăl ciave le Israelosche, 
MAT.27.10	Hai dine‐le p‐o Than le Pirearengo, pala sar phendea manghe o Rai.» 
MAT.27.11	Hai o Iisus beșălas angla o dregătoro, cai phușlea‐Les: Tu san o thagar le jîdaiengo? Hai o Iisus boldea‐lesche: Tu phenes. 
MAT.27.12	Ta c‐ăl doșa cai anenas‐Lesche ăl rașaia hai ăl phure, ni boldelas‐lenghe chanci. 
MAT.27.13	Atuncea phendea‐Lesche o Pilat: Ni așunes caborendar doșaren-Tut cadala? 
MAT.27.14	Ta Ou ni boldea‐lesche chanci, hai o dregătoro mirilas‐pe lestar. 
MAT.27.15	C‐ăl ghesa le Patraghiache, o dregătoro delas o drom ăc phandadesco save manghenas o norodo. 
MAT.27.16	Hai othe sas‐len ăc phandado anavesa, cai buciolas Baraba. 
MAT.27.17	Hai sar sas on chidine, o Pilat phendea‐lenghe: Saves camen te dau lesco drom, le Barabas or le Iisusos, cai phenen lesche Hristoso? 
MAT.27.18	Ou gianelas că holinatar dineas‐Les pă lesche vast. 
MAT.27.19	Hai sar beșălas o Pilat pă pio than le crisaco, leschi giuvli dinea lesche drom ta phendea: Te na cheres chanci codol ceacesche, că but pharo sas manghe and‐o suno, anda Leste. 
MAT.27.20	Ta ăl rașaia hai ăl phure denas‐pe pașal manuș caște manghen le Barabas, hai le Iisusos te hasaren. 
MAT.27.21	O dregătoro astardea, hai phușlea‐le: Saves anda‐l dui camen te dav‐les tumenghe? Ta on phenenas: Le Barabas. 
MAT.27.22	Ta o Pilat phendea‐lenghe: Ta so cherau le Iisusosa, cai buciol Hristoso? Hai sea bolde hai phende: Te avel umblado! 
MAT.27.23	Ta o Pilat pale phendea: Ta so nasulimos cherdea? Ta on mai zurales denas mui hai phenenas: Te avel umblado! 
MAT.27.24	Ta cana dichlea cadea o Pilat că ni cherel mișto chanci, hai mai nasul holiaile, lilea pai hai thodea pe p‐ăl vast angla sauără manuș, hai phendea: Bidoșaco sem anda o rat cadal manușăsco ceacio. Tume si te dichen. 
MAT.27.25	Hai sauără norodo bolde hai phende: Lesco rat te avel p‐amende hai p‐amare ciave! 
MAT.27.26	Atuncea dinea lenghe drom le Barabas, hai le Iisusos biciuisardea‐Les hai dinea‐Les te avel umblado. 
MAT.27.27	Atuncea ăl ostașa le dregătoresche lile le Iisusos hai înghiarde‐Les and‐o pretorio, hai chidine pașa o Iisus sauără manușen, 
MAT.27.28	Nanghiarde‐Les Lesche țoalendar, hai hureade‐Les ăc mantauasa loli. 
MAT.27.29	Cherde Lesche ăc coroana carenghi, ciutela‐Lesche p‐o șăro, hai and‐o vast ceacio ăc trestia: hai denas cocea angla Leste, prasanas‐pesche Lestar, phenindos: Bucurisao, thagara le jîdaiengo! 
MAT.27.30	Ciungarenas pă Leste, lile e trastia hai marenas‐Les andă o șăro. 
MAT.27.31	Hai pala so prasaile‐pesche Lestar, nanghiarde‐Les le mantauatar, hai hureade‐les Lesche țoalența hai înghiarde‐Les te umblaven‐Les. 
