MAT.1.1	Abraham po aso, Dabhit po agijing, anang so Jisu Khristo asar-lar alekha alo bangpo lo.
MAT.7.12	“La-apot ahuwit alam long, bang hel naliyok jibadi arkel-pasi tene, nali akime hlong, nali ta analiyok ladi arkel-pasi; piyok pu tene lalo kanong aro turki hel kithan alamthe acho.
MAT.7.13	“Awar kibek owa agasi lutdam; piyok pu tene pot owasi aro pot aduwarsi kapangho yok ponman, labang owa awar kithe, duwar ta kidam kajalso, aro labang aga kilutdam arleng ta ongjap. 
MAT.7.14	Piyok pu tene pot owasi aro pot aduwarsi khanang ajiuliyok ponman, labang awar kibek, duwarta kachisep, aro bangpo kihlongdun abangta bekso det.
MAT.7.15	“Kachobel turkihel bherabik badi chiplangsi nang dungyok wang; manta aneng arlo ke kaphere meme timit badi, lahelyok chilangwen not. 
MAT.7.16	Anali katiki angban parasi nali lahelyok chiniye. Arleng hel angsu kido arong parake rihanthu athe, lale dumuru athe wang un ma?. 
MAT.7.17	Ladisi ahuwit akime thengpe arongten akime athe wangman; manta akangho thengpe arongsi akangho athe wangman. 
MAT.7.18	Akime athengpe akangho athe wangwe aro irong akangho thengpe parata akime athe wangwe. 
MAT.7.19	Pot athengpe athe wangwe, bangpo thudetsi, melong tidetman. 
MAT.7.20	La-apotsi nali athe parasi lahelyok chiniye.
MAT.7.21	“Inghosi neyok Hemphu, Hemphu, pusi taram, anali ahuwit ethakpe long lutdam une pu ke kalek; manta inghosi ethakpe long kido ne Apa aneng badi mainotman, anangsi lut dam une. 
MAT.7.22	Laba arnike ako-ong arleng neyok nepuye, O Hemphu, O Hemphu, hali nang menpen katurki alamthe paharhe yongma? Aro nang menpen hali si-ik ujharjhe yong ma? Aro nang menpen ajat-jat asombhik asal tikike yong ma? 
MAT.7.23	La-amun ne analiyok parjudaksi puye, “Ne naliyok jatsi chinine yong; ei kangho katiki abang, ne dung para chiterek ngot.”
MAT.7.24	“Inghone bak ne labang ahuwit alamthe onesi mainot, anang arlong athak hem kikem budhi-ater arlengpo pen pangbare. 
MAT.7.25	La-aphel arwe wang jango, lang akithe ingbak ngo, aro tomon japsi labang ahem long wang tongo; manta anang abhiti arlong athak apot, anang pakrep un-eh yongot. 
MAT.7.26	“Aro inghonebak labang hane lamehel alam onesi mainotne, sangtel athak hem kikem kamango arlengpo pen anangyok pangbare. 
MAT.7.27	Lalong arwe wang jangsi, lang akithe wang ingbaksi, aro tomon japsi labang ahem long wang tongo, hempo krepmo; aro labang ahem chingho phrotno.”
MAT.7.28	Jisu lamehel alamthe thansi patango, rat hel anang kapaklang hel asombhik hlong detno; 
MAT.7.29	piyok pu tene anang anali kanong paklang hel ateng thanthesi, ajakong kido arleng badisi analiyok thano.
MAT.8.1	Anang inglong kartulpe para wang kisun amun, arleng ako-ong anang phel duno. 
MAT.8.2	Aro langot, ihut arje ibeng kiso arleng anang dungyok wangsi, tarhuksi pulo, “O Hemphu, nang aneng do, tene neyok pangthir phlen une.” 
MAT.8.3	Lalongsi Jisu ari chirungsi anangyok papholo aro pulo, “Ne anengdo, nang ingthir phlenot.” La jong-jongsi anang arje ibeng kiso pame detno. 
MAT.8.4	Aro Jisu anangyok pulo, “Chilang wenot, labang alam kai yokta thanenot; manta damot, bangthepo ango nang chipaklang damot, bang angot hakhi kipiyok, Mosi po kipu ateng athuli long nibot pidamot.
MAT.8.5	Jisu Kaparnaum yok kilutdam amun, ihut Roman sonturi aghai po anang dung wangsi, anangyok chingduksi pulo, 
MAT.8.6	“O Hemphu, ne murkiya ihut aturu po atot-kangwe kisosi tan-atsi, hemlong tihetsi do.” 
MAT.8.7	Aro Jisu anangyok pulo, “Ne damsi anangyok pame ye.” 
MAT.8.8	Labang sonturi aghaipo puphak ngo, “O Hemphu, nang nehem kilut dam yok, ne ladi michangche; manta ithe alamthe det punot, la-amunsi ne turupo medetne. 
MAT.8.9	Piyok pu tene ne ta ihut bang arlo arleng dohlong do; ne arlo ta sonturi hel do; aro ne ihut yok ‘dam!’ putene, anang daman, ne ihut poyok ‘wang!’ pu tene, anang wangman; aro ne turu poyok labangpo tiki pu tene, lata anang tikiman. 
MAT.8.10	Jisu labang alam arjusi asombhik hlongsi, aphel wang-kidun arleng helyok pulo, “Ne naliyok khanangsi thando, Israyel asitem ne la-an kikrol jatsi pahlonghle yong. 
MAT.8.11	Aro ne nali thando, arleng ako-ong ni-hang pen ni-chel aga para wangsi, Abraham po, Aisak aro Jakup po pen ethakpe longri long anali chojun yok wang ininge. 
MAT.8.12	Manta longri long kido asohel yok mokol kangting aju tidetne; lalong surujo ye aro aso chingkretne.” 
MAT.8.13	Aro Jisu sonturi aghai poyok pulo, “Nang hemyok damot; aro jibadi krolo, latengne nang pachok dun nang.” Lalongsi labang turu po la-apor jongsi me detno.
MAT.8.14	Aro Jisu ke Pitor po ahem lutdamsi, anang anipe yok asesi ki-ih thek damo. 
MAT.8.15	Lalong Jisu arlengpe ari otnosi, parake ase hamo, aro anang thursi mesosi anangyok al eno. 
MAT.8.16	Anithu apor chokngo, arleng hel ako-ong si-ik kachu-u arleng Jisu adung wano apot, Jisu lamthe ajakong pensi si-ik hel ujharo, aro ahuwit kisohelyok pamelo. 
MAT.8.17	“Anangsi ili ki-un-eh hel eno, aro ili kiso hel pon detno,” labang alam Jisoya turkipo parasi kipu alamthe, kichok pen ayok lamehel chiplango. 
MAT.8.18	Jisu anang chikomwolsi rat ako-ong theksi, bilpe ha aga apar anang adun hel ayok kapadam ayok thano. 
MAT.8.19	Aro labang apor ihut kanong paklangpo wang phitsi anangyok pulo, “Paklang po, nang jotmahal damta, ne ta nang phel-phel dune.” 
MAT.8.20	Lasi Jisu anangyok pulo, “Mengsurung helke kido ang-gogdo, suneng kangjar awo helta atar do; manta Arleng Aso ke ki-ih aphu kibichok athemso ta ingjong pen. 
MAT.8.21	Adun hel asitem prek adun ihut pulo, “Hemphu, ango ke damsi, ne apa yok kipep dam aphan neyok hawang nepi not.” 
MAT.8.22	Manta Jisu anangyok pulo, “Nang ne phel-phel angdunot; kithi arleng hel anali abithangne pachipep nang.
MAT.8.23	Jisu tilong athak arlulo, aro anang adun hel anang phel duno. 
MAT.8.24	La-amun langot, langpe long tomon akithe wangsi, lang adul anat tilong tol rang-rango; manta Jisu ke amek jangsitsi kido. 
MAT.8.25	La-amun adun hel anang dung damsi, anangyok pangthursi pulo, “Hemphu, hali ralnot; halike thi hlongbo.” 
MAT.8.26	Jisu analiyok pulo, “Nali beksodet kikrol abang, nali piyok pheredet do? Laparake anang thursi, tomon pen lang adulyok kapaham aphan pusero; la aphel jongsi ingsam hetno. 
MAT.8.27	Lalong ahuwit ta asombhik hlongsi pulo, “Anang ke pot badihak arleng! Tomon aro langpe ta anang lam mengman?”
MAT.8.28	Laparake Jisu ha aga apar damsi, Gadara hel alongri yok damsi, lalong si-ik kihap bang hini arleng thiri long para olesi, anang ango wang hlengo; lahel la-an kaphere meme arleng anat, kaita labang aduwar ajon dam wang un-ehsi kido. 
MAT.8.29	La-amun langot, lahel Jisu yok hangsolsi pulo, “Ei Arnam Aso, halipen nang pot asal do? Apor kichokche angotsi haliyok aduk kipiyok wango ma?” 
MAT.8.30	La-amun anali para bekso akaholo long, phak ajhakura isi chopansi kido. 
MAT.8.31	Lasi si-ik kihap abang Jisu yok chingdukngo, “Nang hali ujhare tene, phak ajhakura arloyok hali tolnot.” 
MAT.8.32	Aro Jisu analiyok pulo, “damot.” La-amunsi si-ik hel mokol olesi, phak helyok hapdamo; aro langot, labang phak hel ajhaksi kat-katsi, langpe akung para chonprulsi, lang along thidetno. 
MAT.8.33	Phak kiwi arleng hel rongso yok katsi damo aro si-ik kihap arleng hel pot kachiplang ma thandam detno. 
MAT.8.34	Aro langot, ahuwit rongso para Jisu pen kapochak yok wango; aro anangyok theksi, anali hol para tikangne kapadam yok chingdukngo.
MAT.9.1	La-aphel Jisu tilong long arlusi langpe arpatsi abithang rongso yok wang phakngo. 
MAT.9.2	Aro langot, angkhan arleng tar along pa-ih hetsi kibi ihut atot kangwe kiso arleng anang dung yok wano; la-apor Jisu anali kikrolpo theksi, labang atot kangwe kiso arlengpo yok pulo, “Ei pa, la-an neng aduk chiwanek; nang pap hel rontango.” 
MAT.9.3	Lapara angkhan kanong paklang abang analidak chipulo, “Anang Arnam yok kapatharak alam thando.” 
MAT.9.4	La-amun Jisu ke anali kachiron hel than unsi pulo, “Piyokte nalithin arlo akangho chiron do?” 
MAT.9.5	Piyok pu tene nang pap hel rontango; ma thurne kengkam chijornot; la hini alam dakthu kipuyok jalso chot? 
MAT.9.6	Manta pirthimipe apap kiron ayok Arleng Aso apharan do, labang kithek ayok, la-amun anang atot kangwe kiso poyok pulo, “Thurnot, nang tar chi-olne hemyok damot.” 
MAT.9.7	Aro arlengpo thursi abithang ahemyok damo. 
MAT.9.8	Labangpo theksi rat hel phere detno; aro Arnam ke munusi yok ladi apharan pilo, pusi Arnam yok jortang pajiro.
MAT.9.9	Jisu labang athempo para kidam amun, Mothi amen ihut arlengyok khajana kirung ahemlong iningsi kido theksi, anangyok pulo, “Ne phel-phel wangdun not.” Aro anang thursi anang phel-phel duno. 
MAT.9.10	La-aphel langot, anang hem along kicho yok kangning amunsi, kalukdar hel aro papi arleng wangsi, Jisu aro anang adun hel pen wang ining duno. 
MAT.9.11	Pharisi hel labangpo theksi, anang adunhelyok pulo, “Nali paklangpo ke khajana kirung aro papi helpen piyokte choman?” 
MAT.9.12	Anang bangpo arjusi pulo, “So-lak kangwe arleng daktor nangne, manta kiso aphansi kanange do. 
MAT.9.13	Nali damot, ne buli karkli nali hanghe, jinsosi hangdo, labang alamthe acho chirli damot. Piyok pu tene ne dhorom kangthir aphan kalek, manta papi helyok kataram aphansi wangdo.”
MAT.9.14	La-amun Johon Baptist po adun hel Jisu adungyok wangsi pulo, “Hali aro Pharisi abangta an-hum lenman, manta nang adun helke an-humhe, bangpo aronke pot te?” 
MAT.9.15	La-amun Jisu analiyok pulo, “Konbak adin jorme alokjor hel pen osopo doman, la-arniyok anali aneng doho unman ma? Manta konam arnisi anali alokjorpara osopoyok pon detman, la-arnipe wang hlenge, la-amun anali an-humme. 
MAT.9.16	Kaita aban ape long akimi ape bang-tunte; piyok pu tene akimi ape pen bang-tun tene, labang ape si aban ape ayok pangsekman; la-amun chingseknek ongman. 
MAT.9.17	Aro arleng hel akimi ahor aban areng mathi along bibe; ladi bitene, areng mathi inghang detman, hor alangta lidet man, aro areng mathipo chingho detne, manta hor akimipoke akimi areng mathi alongsi thalman, tangsi la hinita arni dingsi bi un.”
MAT.9.18	Jisu analiyok lamehel alam thanne kido amunsi, langot, ihut phu-phangpo wangsi anangyok tarhuksi pulo, “Neso pe minon jongsi thilo; manta nang wangsi bangpe aphuthak nang-ari batnot, la-amun anang hrenge.” 
MAT.9.19	Lasi Jisu thursi, anang adun hel pen chiloksi anang phel phel duno. 
MAT.9.20	Aro langot, nengkan kere-hini arloso aron kiboilen ihutpe Jisu aphel aga wangsi, anang pe-apre otno. 
MAT.9.21	Piyok pu tene anang anenglong kachipu, “Ne anang pe otchet hlongta, ne mepenne.” 
MAT.9.22	La-amun Jisu aphel kachilang phaksi arloso pe yok theksi pulo, “Ei ai, la-an neng aduk chiwanek; nang kikrolposi nangyok pamelo.” Aro la apor jongsi arloso pe me peno. 
MAT.9.23	Aro Jisu labang kapangdom phu-phangpo ahem hlengsi, pongsi kibut arleng helyok aro rat surujo kido arlengyok theksi, 
MAT.9.24	anang pulo, “Chiterek detnot; piyok pu tene osope thithe yong, amek jangsi do.” La-amun lahel anangyok ingneksolo. 
MAT.9.25	La aphel ke arleng helyok wang pa-ole detsi Jisu osope kido apuluyok lut damsi, oso pe arilong otno apot, osope thuro. 
MAT.9.26	Labang kichok ajortangpo longri dungsi chitha-ang detno.
MAT.9.27	Aro Jisu lalong para kidam amun, bang hini chotok arleng anang phel phel dunsi, hang-wongsi pulo, “O Dabhit po asopo, toh haliyok jinsonot.” 
MAT.9.28	La-amun Jisu hemlong lut damo, la chotok arleng bang-hini anang dungyok wango. La-amun Jisu analiyok arjulo, “Bangpo ne pame unyok jakongdo pusi nali nekrol do ma?” Anali anangyok pulo, “Oik Hemphu.” 
MAT.9.29	Lapara ke Jisu anali mek hel otsi pulo, “Nali kikrol atengsi nali pame nang.” 
MAT.9.30	Aro la-amun analimek hel charo. Aro Jisu analiyok than klaksi pulo, “Chilangwen, kaiyok ta thanne not.” 
MAT.9.31	Manta anali olesi damo aro labang longri dungsi anang ajortangpo longri dungsi pachitha-ang detno.
MAT.9.32	Anali olesi kidam amun, langot, arleng hel si-ik kachu-u ihut kalar Jisu adungyok wano. 
MAT.9.33	La-ako labang si-ik ujhar tango, parake kalarpo lam thanpono. Lalong rat hel asombhik hlongsi pulo, “Israyel adak labadi jatsi thek hlonghle yong.” 
MAT.9.34	Manta Pharisi hel ke pulo, “Anang ke si-ik arecho po apotsi, anang si-ik helyok ujhar man.”
MAT.9.35	Jisu ahuwit rongpe aro rong long arting damsi, anali kachirdom ahem long paklango, longri kime-alamthe paharo, aro ajat jat bet hel aro kiso kilak helta pame detno. 
MAT.9.36	Konam anang arleng helyok thekngo, analiyok anang kajinso wango; piyok pu tene anali ke khokhre kangwe bherabik hel badi, duk-tap kachiplang. 
MAT.9.37	La-aporsi anang adun hel yok pulo, “Kirot nange sok dojap do, manta katiki abang bekso det; 
MAT.9.38	lasi anang bithar asok longyok katiki abang kitolyok, sok Ahemphu ayok pingkit not.”
MAT.10.1	La-amun Jisu bang kere-hini adun helyok anang dungyok taramsi, kangho ajiuli kahujhar yok, aro ajat jat bet hel, aro ahuwit kiso-kilak hel kapame aphan analiyok apharan pilo. 
MAT.10.2	Labang bangkere-hini adun amen helke lalo: kichengke Simon po, anangyok ke Pitor po ta puman, aro anang muso Andriu po, aro Jebedi po aso Jems po pen anang muso Johon po, 
MAT.10.3	Philip po aro Bartholomiyu po, Thomas po aro Mothi po, anangke kalukdar, Alphayus po aso Jems po aro Thadeyus po. 
MAT.10.4	Simon poke Kanan arleng aro Judas Iskariyot po, anangsi Jisu yok kichampi.
MAT.10.5	La bangkere-hini yok Jisu angtolsi labadi than no, “Bang-ajat asitem ke damek; Samariya arongso hel longta lut damek, 
MAT.10.6	manta layok ke Israyel agijing hel kachingbojang bherabik aso hel adungyok damot. 
MAT.10.7	Aro nali kidamjong amun, pahar ponsi thannot, “Ethakpe-alongri adung hetno.” 
MAT.10.8	“Kiso kilak pamenot, kithi arleng paburnot, arje ibeng kiso helyok pangthir not, si-ik hel ujharnot; nali ador wesi hlongo, ador wene pinot. 
MAT.10.9	Nali abithang awamkok long ser, rupa, aro tama chipon nek. 
MAT.10.10	Aro duwar kidam apor chul lale chol agol pak-ni, keng-op, tokok, lamehel chi-en nek; piyok pu tene katiki abang aphan ke kicho kijun dowene. 
MAT.10.11	Aro nali konam rongpe lale rongso lut dam tene, lalong kamichang abangyok pangthek, aro lalong para tikangsi damde lengke lalong donot. 
MAT.10.12	Aro nali hem kilut dam amun, analiyok kardom pipon. 
MAT.10.13	Aro labang kamichang ahem, tene nali nengsam anali phuthak padonang; manta chingden pameme, tene labang nengsam nalilong pawang phak nang. 
MAT.10.14	Aro inghone bak nali chidengde, aro nali lam onene, tene konam anali hem lale rongso katikang amun, nali kengtak chihijir detnot. 
MAT.10.15	Ne naliyok khanangsi thando, Arnam kabisare arni labang rongso yok ke Sodum aro Gomura abangsi kachihi jalsochot bo.
MAT.10.16	“Langot, timit hel asitemyok bherabik badi ne nali toldo; lasi nali phurul hel badi chipare aro wothum badi kachinomhop chiplangot. 
MAT.10.17	Manta arlengyok atot chipado, piyok pu tene lahel ason amel alongyok nali champiye, aro anali kachirdom ahemlong nali pame; 
MAT.10.18	aro mehel naliyok ne natsi gobornor aro recho hel angoyok, lahel nenghong aphan aro Bang-ajat ayok hakhi kipi aphan nali pone. 
MAT.10.19	Manta konam naliyok anali arideng champiye, la-amun pot badi lale pot alam nali than nange, labang chiron hap mek; piyok pu tene nali pot than nange, labang la-amunsi nali yok nalipiye. 
MAT.10.20	Piyok pu tene labang alam kithanpo nali kalek, manta nali Apa ajiuli si nali ingthin long kithanpo. 
MAT.10.21	Anangka po ke amusopo yok aro apo poke aso poyok kithi aphan pek detne; aro asohel ape-apo pen chilang setsetsi, analiyok mariye. 
MAT.10.22	Aro nemen anat, nali yok ahuwit sime; manta inghosi kijutyok chirchisi doye, labang ihutsi jok hlonge. 
MAT.10.23	Konam isi rongpelong naliyok honjat piman, la-amun kamprek rongpe yok kat hrolnot; ne naliyok khanangsi thando, nali Israyel ahuwit rongsohel yok karting tang angotsi, Arleng Aso wange. 
MAT.10.24	Paklangpo yok ke adunpo thechot un-eh, aro hem ahemphupo ayok murkiyapo thechot un-eh. 
MAT.10.25	Adunhel anang paklangpo badi, aro murkiya po anang ahemphupo ateng chokngo pu tene anang phan doro. Anali hem ahemphupo yok Belsabul pu-un, tene anang ahem arleng helyok konbak kanghochot puye.
MAT.10.26	“Lasi nali mehelyok ke phereyek; piyok pu tene isi kachiklangkle abihini dodeye, ladi kupklaksi kibi isi abihini ingjong; aro kachithan un-eh, ladi kabuti abihini ingjong. 
MAT.10.27	Kangting long ne naliyok potsi thando, bangpo nali katha-ang long thanot; aro ano long potsi arju hlong, labang hem sarnuk athak para paharnot. 
MAT.10.28	Aro inghosi abang poyok mariman, ajiupoyok mari un-eh, lamehel ayok phereyek; manta inghosi ajiupo aro abangpo, la-hinita jom long paprel unman, anangyok pherenot. 
MAT.10.29	Jon-ni wosirika poisa isipen jorje ma? Layongta nali Apa hawang pipe lengke ijon awota lungle athak jang bob be. 
MAT.10.30	Manta nali phu achu akokten alekha en detdo. 
MAT.10.31	Lasi phereyek, nali ako-ong wosirka yokta ador dochot. 
MAT.10.32	“Lasi inghosi arleng ango neyok hoi choye, ethakpe long kido ne Apa angot ne ta anangyok hoi choye. 
MAT.10.33	Manta arleng ango inghosi neyok hoi chocheye, ethakpe long kido ne Apa angot ne ta anangyok hoi choche ye.
MAT.10.34	“Ne pirthimipe long nengsam kipiyok wango, ladi chironek, ne nengsam kipiyok kalek, manta nokjir kipiyok wango. 
MAT.10.35	Apo po anang so poyok, anang aipe yok asope, anipe yok amunpe pachilang set-set yoksi wango. 
MAT.10.36	Aro arleng abithang ahem abangsi anang hutur doye. 
MAT.10.37	“Inghosi neyok ke anang ai pen anang pa yok nengdok chotman, anangke ne pen michangche; aro inghosi anangso lale aso pe yok neyok ta nengdok chot, anang ne pen michangche. 
MAT.10.38	Aro inghosi anang kros po ensi ne phel-phel wang dunde; anangta nepen michangche. 
MAT.10.39	Inghosi abithang ajiu hlongman, anangke bangpo chipangbo ye; aro inghosi ne nat anang ajiu chiti, anang labang po pahlong phaknge.
MAT.10.40	“Inghosi naliyok chingden pame; anang neyoksi chingden man; aro inghosi neyok chingden, anangke neyok wang kitol poyoksi chingdenman. 
MAT.10.41	Ingho turki po pusi turkipo yok chingden, anangke turkipo aman hlonge; aro inghosi dhorom arleng po pusi dhorom arlengyok chingden, anangke kadhorom aman hlonge; 
MAT.10.42	aro inghosi labang akibek hel asitem ihutyok adunpo pusi langhan isi nangset kangsam alang pajun, ne naliyok khanangsi thando, anangta jatsi abithang aman chipangbobe ye.”
MAT.11.1	Ladisi Jisu anang bangkere-hini adun hel yok kithan aphel, lalong para tikangsi, anali rongpe jon-jan kapaklang ayok aro kapahar ayok damo. 
MAT.11.2	Laparake Johon Baptist po akrol along, Jisu Khristo katiki asal arjusi, anang adun hel angkhan yok ladi thansi tolo, 
MAT.11.3	aro Jisu yok pulo, “Kiwang nangepo nango ma, ma hali kamprek ihutyok inghong nang?” 
MAT.11.4	Lasi Jisu analiyok than phakngo, “Damot aro potsi arju hlongdo aro thek hlongdo, labang a-udi Johon poyok than dammot: 
MAT.11.5	Chotok po amek thekdo, kengkok hel akeng chijordo, arje ibeng kiso hel pangthir phlendo, nothong hel arju hlongdo, kithihel thurdo aro kicho-kangweyok kime-alamthe pahardo. 
MAT.11.6	Aro inghosi neyok aduk hlonghle, anangsi bor-eh chok.
MAT.11.7	Anali kidam jong amun, Jisu ke Johon po alam rat hel angot labadi alam than pono, “Nali pot kilangyok ingnam ajuyok olesi kidam? Tomon kapaklem ingkra ma? 
