MAT.1.1	Abraham é awut ashín, Dawiq é yhangzo yhangshu,
MAT.5.3	"Woi-nyí má, asho awui dut é bang gi, hkungsô wó nyi ri; hkâsu mù gâ le, mauhkûng mingdán gi, yhangmoq é mingdán nghut nyi ri.
MAT.5.4	Myit iyon huî é bang gi, hkungsô wó nyi ri; hkâsu mù gâ le, yhangmoq gi, nhik lhoq tîng é hui kó râ nghut lhê.
MAT.5.5	I-myit nú-nhâm é bang gi, hkungsô wó nyi ri; hkâsu mù gâ le, yhangmoq gi, mingkan lé wó sîng kó râ nghut lhê.
MAT.5.6	Dingmán hkyô lé mut shit nyi é bang gi, hkungsô wó nyi ri; hkâsu mù gâ le, yhangmoq gi, nhik dik shoq myàng zo kó râ nghut lhê.
MAT.5.7	Shogyo nhikmyin myit bo é bang gi, hkungsô wó nyi ri; hkâsu mù gâ le, yhangmoq gi, shogyo nhikmyîn yu é hui kó râ nghut lhê.
MAT.5.8	Myit sansêng é bang gi, hkungsô wó nyi ri; hkâsu mù gâ le, yhangmoq gi, Garai Gasang lé myàng kó râ nghut lhê.
MAT.5.9	Nguingón hkyô sô xoq byî é bang gi, hkungsô wó nyi ri; hkâsu mù gâ le, yhangmoq gi, Garai Gasâng é yhangzô pé gâ é hui kó râ nghut lhê.
MAT.5.10	Dingmán hkyo é yanmai zing-ri huî é bang gi, hkungsô wó nyi ri; hkâsu mù gâ le, mauhkûng mingdán gi, yhangmoq é nghut nyi ri.
MAT.5.11	Ngá é yanmai, byu pê èq, nungmoq lé rhoi é, zing-rî é, a teng a mán é dông agè ashop é dang amyû myû taí tso kô é hkûn, nungmoq hkungsô wó nyi ri. 
MAT.5.12	Nguingón gabú nyî keq, hkâsu mù gâ le, nungmoq é matú kô é chyunghuq gi, mauhkûng mingdán má joq tô ri. Nungmoq é hí lhê é myiqhtoî pé lé le, yhangmoq gi, haú dông zing-rî laî lo wú bekô nghut ri.
MAT.5.13	Nungmoq gi, myidàm htoq mâ é xo nghut nyi lhê. Nghut kôlhang, xo gi, màn kân byuq jáng, haú lé hai èq dum wó lhoq ngam yù râ lhú? Shinggan shut dú pyám mù, byu pê èq nâng pyeq pyâm é mai lai luî, hai akyû le bò râ a nghut lo.
MAT.5.14	Nungmoq gi, mingkân é maubó nghut akô; bùm htoq mâ é myuq lé gi, wó nghop to râ a nghut. 
MAT.5.15	Myibung lé tap mù, mûng èq nghop tô é ó a kut wú kó; haû su kut râ malaî, yhúmhkaû má lúng tô é bang yuq hkangmó myoq wó myâng râ matú, tsungjang má kúm tsung to râ nghut lhê. 
MAT.5.16	Haû eq rajung za, byu pé gi, nungmoq é ge é muzó pé lé byu-myàng luî, mauhkûng htoq mâ é nungmoq é Îwa lé hkya-on kó sháng gaq, nungmoq é maubó lé yhangmoq é hí má duq nhang to keq.
MAT.5.17	Ngò gi, myiqhtoî pê é dang eq jep é tarâ lé lhoq hpyoq pyám râ matú, jé lé é nghut nhô hkâ-ngâm kó; haú pé lé lhoq dik râ matú sheq jé lé é ru nghut lhê. 
MAT.5.18	Ngò, nungmoq lé teng za taí kôlé, mauhkûng eq myigùng byuq byuq le lháng, haú pé a ban lhoq dik dik gi, jep é tarâ mâ é tiq dik é dangjí eq myihkyet zo ralhum lháng byuq byuq râ a nghut. 
MAT.5.19	Jep é tarâ shí pé mâ é tiq dik é dang rahkun lé lu lai luî, góbang lé le, haú su kut râ matú mhoq byî é sû ó yuq nghut kôle, mauhkûng mingdán má tiq dik sû gâ é hui râ nghut lhê; nghut kôlhang, jep é tarâ shí pé lé châng kut luî, mhoq byi sû kúm gi, mauhkûng mingdán má, hkik sû gâ é hui râ nghut lhê. 
MAT.5.20	Ngò, nungmoq lé taí kôlé, nungmoq dingmán é hkyô má, haû Hparishe pé eq tarâ sará pé dingmán é htoq je a gyaú le gi, mauhkûng mingdán má, nungmoq wó wâng kó râ a nghut.
MAT.5.21	'Byù hkâsat,
MAT.5.22	Nghut kôlhang, Ngò, nungmoq lé taí kôlé, gumang rayuq yuq lé nhikjum yô é sû gi, jéyáng é hui râ nghut lhê. Hau htoq agó, gumang hpó lé, 'Byù gang'
MAT.5.23	Haû mù, hkungga gyap má, nàng hkungga nhông râ dâ é hkûn, náng é gumang rayuq yuq, nang lé mara hun é hkyô rajung jung joq é lé, myit bûn kat é nghut jáng, 
MAT.5.24	náng é hkungga lé, haû hkungga gyap hí má tô pyâm to mù, náng é gumang hpó haú yuq eq hí nguingón hkyô ló yû luî sheq, hkungga lé nhông byi aq.
MAT.5.25	Nang lé yui tsuq sû gi, nang lé tarâ rûng má dé e ló é hkûn, hkyô má ru nghut nyi ashî u lé, yhang eq nguingón hkyô hí hân yù aq. Haû a nghut jáng, haú yuq gi, nang lé, tarâ agyi chyáng ê ap pyám mù, haû tarâ agyì gi, nang lé htóng hkyô pyám râ matú, htóng suwún hpô é loq má ap pyám râ nghut lhê. 
MAT.5.26	Ngò, nang lé teng za taí lé, yuichyîn haû a ban xap xap gi, htóng haú mai nàng wó htoq ló râ a nghut.
MAT.5.27	'Su-myi sulàng hkâlú'
MAT.5.28	Nghut kôle, Ngò, nungmoq lé taí kôlé, myiwe rayuq lé shut nau é myit èq wú é sû gi, yhâng é myit hkaû má, myiwe haú yuq eq su-myi sulàng lú hkyô kut é sû nghut bê. 
MAT.5.29	Haû mù, náng é loqyo myoq èq, nang lé mara kut shut nhang é nghut le gi, haú lé lap choq yû mù, dú pyám aq. Hkâsu mù gâ le, náng é ragùngdu gón ngaraî ming gyó râ htoq má, náng é gungsho rajung jung za htên byuq é nghut le gi, náng é matú je ge ri. 
MAT.5.30	Haû eq rajung za, náng é loqyo loq èq, nang lé mara kut shut nhang é nghut le gi, haú lé hpyit yû mù, dú pyám aq. Hkâsu mù gâ le, náng é ragùngdu gón ngaraî ming gyó râ htoq má, náng é gungsho rajung jung za htên byuq é nghut le gi, náng é matú je ge ri.
MAT.5.31	'Yhumsing é yhangmyi lé kâng é sû gi, lhoq kang laiká byi râ dut lhê.'
MAT.5.32	Nghut kôlhang, Ngò, nungmoq lé taí kôlé, myiwe dông mai làng shut é a nghut é za, yhumsing é yhangmyi lé kâng é sû gi, myiwe haú lé sulàng lú sû dut nhâng bê nghut ri; hau htoq agó, yhumsing yhanglâng eq gang bê myiwe lé hâng yu é sû le, su-myi lú é sû dut bê nghut ri.
MAT.5.33	Hau htoq agó, 'Danggidiq a zùng hkâmû; Yhumsîng lé byî tô é danggidiq eq rajung za cháng aq.' ga luî, hí hpyang lhê é bang lé, taî tô é dang lé nungmoq wó gyô wú bê nghut lhê. 
MAT.5.34	Nghut kôlhang, Ngò, nungmoq lé taí kôlé, hai èq le hkâdakâm kó: mauhkûng lé lang luî le, hkâdakâm kó; hkâsu mù gâ le, haû gi, Garai Gasâng é zùng tanghkuq nghut lhê; 
MAT.5.35	myigùng lé lang luî le, hkâdakâm kó; hkâsu mù gâ le, haû gi, Garaî é hkyî nang jang nghut lhê; Yerusalem lé lang luî le, hkâdakâm kó; hkâsu mù gâ le, haû gi, Hkohkâm mó é myuq nghut lhê. 
MAT.5.36	Hau htoq agó, yhumsing é ulhûm èq le, hkâdakâm kó; hkâsu mù gâ le, xâm rahkat lé lháng hpyû shoq noq shoq, nàng wó kut é a nghut. 
MAT.5.37	Náng é dang lé, 'nghut lhê' lé gi, 'nghut lhê' nghû, 'a nghut é' lé gi, 'a nghut' nghû, taí aq; haû mai laî é gi, haû agè ashop su chyáng mâ é nghut ri.
MAT.5.38	'Myoqjí matú myoqjí xap, zui matú zuì xap'
MAT.5.39	Nghut kôlhang, Ngò, nungmoq lé taí kôlé, agè ashop kut é sû lé lató hkâhpuq. Náng é loqyo bowâm má pyuq byi sû lé, loqpaî hkyam le hkâm byi shi aq. 
MAT.5.40	Byù rayuq yuq, nang lé mara tsuq mù, náng é buzo lé yu pyám byî é nghut jáng, bumó lé le, hkyut byi shi aq. 
MAT.5.41	Byù rayuq yuq, nang lé zik mù, radéng ê nhâng jáng, yhang eq rahá í déng châng ê byi aq. 
MAT.5.42	Nang lé dung sû lé, byi aq; náng chyáng mai chyi naû sû lé le, nunghtáng hkâlhik pyám.
MAT.5.43	'Náng é chyangnâm mâ é bang lé gi, chyitdap mù, náng é gyè lé gi, a jú kut aq'
MAT.5.44	Nghut kôlhang, Ngò, nungmoq lé taí kôlé, nungmoq gi, mauhkûng htoq mâ é nungmoq é Îwâ é yhangzô pé wó dut kó sháng gaq, nungmoq é gye pé lé chyitdap mù, nungmoq lé zing-ri bâng é matú kyûdung byi keq; 
MAT.5.45	hkâsu mù gâ le, Yhang gi, agè ashop bâng é ahtoq má le, gè bâng é ahtoq má le, buì tsô byi nhâng mù, dingmán bâng é ahtoq má le, a dingmán bâng é ahtoq má le, mau wô byi nhâng Sû nghut ri. 
MAT.5.46	Nungmoq lé chyitdap é bang lé za chyitdap kô le gi, nungmoq é matú hai chyunghuq wó kó râ lhú? Kang guq bang lháng, haû su kut lhê a nghut kó lhú? 
MAT.5.47	Hau htoq agó, nungmoq é gumang wuì lé za shi-kyám kô le gi, nungmoq kut é muzó gi, góbâng htoq má haî wá laklaí râ lhú? Tûngbaù pé lháng haû su kut lhê a nghut kó lhú? 
MAT.5.48	Haû mù, mauhkûng htoq mâ é nungmoq é Îwa gumjup é su, nungmoq le gumjup nyì keq.
MAT.6.1	Nungmoq dingmán é hkyô lé, byu pé myàng sháng gaq nghû, byu pê hí má a kut shit loshoq, sidiq nyì keq. Haû su kut é nghut jáng, mauhkûng htoq mâ é nungmoq é Îwâ chyáng mai, chyunghuq wó yû kó râ a nghut.
MAT.6.2	Haû mù, haû gegùn labyoq kut bang gi, byu pê èq shigyaú é hui sháng gaq ga, tarajong pé hká, hkyô pé hká kut é su, nàng gi, alu byî é hkûn, tut htê su hkâlhoq htoq. Ngò, nungmoq lé teng za taí kôlé, haú bang gi, yhangmoq é chyunghuq lé hkúm shoq wó yû bekô nghut lhê. 
MAT.6.3	Ra châ to bang lé nàng alu byî é hkûn, náng é loqyo loq kut é hkyô lé, loqpaî loq lé lháng hkâsé nhâng. 
MAT.6.4	Haú hkûn, nàng alu byî é lé, ó a châng sé râ nghut lhê. Haû jáng sheq, ó a sé loshoq kut é hkyô lé myang é sû, náng é Îwa gi, nang lé chyunghuq shigyaú râ nghut lhê.
MAT.6.5	Nungmoq kyûdûng le, gegùn labyoq kut bang su hkâkut kó; hkâsu mù gâ le, yhangmoq gi, byu pé byu-myàng shoq ga, tarajong pé eq hkyô kang pé má yap mù, kyûdung râ ô nau akô. Ngò, nungmoq lé teng za taí kôlé, haú bang gi, yhangmoq é chyunghuq lé wó yû bekô nghut ri. 
MAT.6.6	Nghut kôlhang, nàng kyûdûng le, náng é gok hkaû má wang ló mù, hkum myhî pyám luî, a byu-myang é náng é Îwâ chyáng dung aq. Haû jáng, ó a byu-myang é lé myàng sû, náng é Îwa gi, nang lé jeju dum tau byi râ nghut lhê. 
MAT.6.7	Haû mù, kyûdûng le, tûngbaù pé su kut luî, dang puq hkâhtau kó; hkâsu mù gâ le, yhangmoq gi, dang hîng chín luî dung jáng sheq, gyo byi nhô ngam akô nghut ri. 
MAT.6.8	Haú bang su hkâkut kó; hkâsu mù gâ le, nungmoq é Îwa gi, nungmoq râ é hkyô lé, nungmoq a dung shi mai sê to Sû nghut lhê.
MAT.6.9	Haû mù, nungmoq kyûdûng le,
MAT.6.9	'Mauhkûng htoq tsáng myhâng mâ é ngamoq é Âwa ê,
MAT.6.9	Náng é myìng gi, chyoiyúng nyî sháng gaq,
MAT.6.10	Náng é mingdán jé lô sháng gaq,
MAT.6.10	Nàng ô nau é hkyô, mauhkûng htoq má dik é su, myigùng htoq má le dik sháng gaq ô.
MAT.6.11	Ngamoq nyí wuî râ é zoshuq lé, ngamoq lé hkû-nyí byi laq.
MAT.6.12	Ngamoq lé shut é bâng é mara lé ngamoq hkyut pyám byî é su,
MAT.6.12	ngamoq é mara lé le hkyut pyám byi laq.
MAT.6.13	Ngamoq lé, agúng alaú hkyô má a wàng nhang é za,
MAT.6.13	agè ashop jang mai hkyi yù laq ô.
MAT.6.13	(Hkâsu mù gâ le, kô dik é up sîng hkyô, a-tsam eq hpungwup shingkang gi, pyat dedu ahtum abyuq Náng chyáng ru joq nyi ri ô! Amen.)'
MAT.6.13	nghû dung keq. 
MAT.6.14	Supê èq, nungmoq lé kut shut é mara lé, nungmoq hkyut pyám byî é nghut le gi, mauhkûng htoq mâ é nungmoq é Îwa le, nungmoq lé mara hkyut pyám byi râ nghut lhê. 
MAT.6.15	Nghut kôlhang, haú bâng é mara lé, nungmoq a hkyut pyám byî é nghut le gi, nungmoq é Îwa le, nungmoq é mara lé hkyut pyám byi râ a nghut.
MAT.6.16	Nungmoq gi, zoshuq gám é hkûn, gegùn labyoq kut bang su myoqdong hkâlhoq nyhui kó; hkâsu mù gâ le, haú bang gi, yhangmoq zoshuq gám é hkyô lé, tûn shit râ matú myoqdong lhoq nyhuî shit akô nghut ri. Ngò, nungmoq lé teng za taí kôlé, haú bang gi, yhangmoq é chyunghuq wó yû bekô nghut ri. 
MAT.6.17	Nungmoq kúm gi, zoshuq gám é hkûn, nungmoq zoshuq gám é hkyô lé, byu pê hí má de de a dut é za, nungmoq a byu-myang é Îwa za myàng sháng gaq, myoq chî pyám luî, u xû but keq; 
MAT.6.18	haû jáng sheq, ó a sé loshoq kut é hkyô lé myang é Sû, nungmoq é Îwa gi, nungmoq lé chyunghuq shigyaú râ nghut lhê.
MAT.6.19	Jàngkon, jogyik èq wó lhoq htên pyâm é eq hkaú su èq le wó wang hkaû yu pyám byî é myigùng htoq má, nungmoq é matú, sutzè lé hkâhkong to kó. 
MAT.6.20	Jàngkon, jogyik èq le a wó lhoq htên pyâm é eq, hkaú su èq le a wó wang hkaû yu pyâm byî é mauhkûng htoq má sheq, nungmoq é matú sutzè hkong to keq. 
MAT.6.21	Hkâsu mù gâ le, náng é sutzè joq jang má, náng é i-myit le jé nyì râ nghut lhê.
MAT.6.22	Myoqjí gi, gungdû é myibung nghut nyi ri. Náng é myoqjí ge é nghut le gi, náng é gungdu gón má maubó byíng mui to râ nghut lhê. 
MAT.6.23	Nghut kôlhang, náng é myoqjí a ge é nghut le gi, náng é gungdu gón gi, mauchut tuq dut nyì râ nghut lhê. Náng chyáng bo é maubó gi, mauchut byuq é nghut jáng, mauchut haû gi, hkâ-í yhang htû râ lhâ!
MAT.6.24	Ó yuq nghut kôle, yhumsîng í yuq lé wó dojaú râ a nghut. Hkâsu mù gâ le, yhang gi, rayuq lé a jú kut mù, rayuq lé gi, chyitdap râ nghut lhê; haû a nghut jáng, rayuq lé lhumzui mù, rayuq lé gi, hpau a tap kut râ nghut lhê. Nungmoq gi, Garai Gasang lé le, ngunzè lé le, radá dâm wó dojaú kó râ a nghut.
MAT.6.25	Haû mù luî, Ngò, nungmoq lé taí kôlé, nungmoq é asak matú haî zo haî shuq râ eq nungmoq é gungdû matú haî wut haî tsang râ lé, hkâ-myit chiq kó. Asak gi, zoshuq htoq má, gungdu gi, mebû htoq má, je ahkyak lhê a nghut kó lhú? 
MAT.6.26	Maulat mâ é nghoqzô pé lé wú wú keq; yhangmoq gi, kyô hkyó kyô shu a kut é htoq agó, chyî pé má le haî a tsîng kat to kô é nghut le lháng, mauhkûng htoq mâ é nungmoq é Îwa gi, yhangmoq lé, byi tso byi huq nyi lhê. Nungmoq gi, nghoq haú pé htoq má je riyhang hpaudap nyi lhê a nghut kó lhú? 
MAT.6.27	Nungmoq má, ó yuq wá, myit chiq é èq, yhumsing é asak lé radúng kô wó jat yù kó râ lhú?
MAT.6.28	Haû nghut le nhîng, haî mù, mebû matú myit chiq akô lhú? Myigùng má yuq tô é htutbó ban pé hkâsu kut kô lo é lé, myit wú keq. Haú pé gi, mû le a zui, hkyîng le a duì kó nghut ri. 
MAT.6.29	Nghut kôlhang, Ngò, nungmoq lé taí kyo kôlé, hkohkâm Sholumon hpung kô dik u lé wut é mebu lháng, ban haû rabó lé a hkyit nghut ri. 
MAT.6.30	Lumjíng myit tiq é bang ê, hkû-nyí joq mù, napmá myihkyóm má dú kat pyám hui râ nghut é yosô mhan pé lé za lháng, Garai Gasang haû su kut hut é nghut le gi, nungmoq lé je riyhang hut râ a nghut kó lhú? 
MAT.6.31	Haû mù, 'Haî zo râ lhi?' 'Haî shuq râ lhi?' 'Haî wut râ lhi?' nghû hkâ-myit chiq myhíng kó. 
MAT.6.32	Tûngbaù pé kúm gi, haú pé banshoq lé châng hkat ho nyi akô; nghut kôlhang, mauhkûng htoq mâ é nungmoq é Îwa gi, haú pé lé nungmoq râ é hkyô, sé byî nyi lhê. 
MAT.6.33	Nghut kôlhang, Yhâng é mingdán eq dingmán hkyô lé hí hô keq, haû jáng, haú pé banshoq, nungmoq lé puq byi râ nghut lhê. 
MAT.6.34	Haû mù, napmá lhê é matú hkâ-myit chiq kó; hkâsu mù gâ le, napmá gi, yhâng é yhang myit chiq râ nghut lhê. Hkû-nyí é wuîhke hkyô gi, hkû-nyí é matú gé bê nghut ri.
MAT.7.1	Nungmoq jéyáng é a hui kó sháng gaq, ó lé le, hkâjéyáng kó. 
MAT.7.2	Hkâsu mù gâ le, nungmoq jéyáng é su, nungmoq le, jéyáng é hui kó râ nghut é htoq agó, nungmoq lik byî é bung èq, nungmoq lé dum lik byi râ nghut lhê.
MAT.7.3	Yhumsing myoq hkaû má lúng tô é siktúm lé lháng a myit wú é nhîng, haî mù luî, nunggu nungmâng é myoqwàng lé myang lhê lhú? 
MAT.7.4	Yhumsing é myoq má siktúm lhûng to luî nhîng, 'Náng myoq má lúng tô é myoqwàng lé, ngò choq pyám byi lé.' nghû luî, náng é gumang hpó lé hkâsu wó taí râ lhú? 
MAT.7.5	Gegùn labyoq kut sû ê, náng é myoq má lúng tô é siktúm lé hí choq pyám aq. Haû jáng sheq, nunggu nungmâng é myoq má wang tô é myoqwàng choq pyám byi râ matú, nàng san za myàng râ nghut lhê.
MAT.7.6	Hkuî pé lé, yunglhô é zê hkâbyi kó; waq pê hí má, nungmoq é palhé wuizo lé hkâdú byi kó. Haû su kut jáng, haú bang gi, zè haú pé lé nâng pyeq pyám mù, nungmoq lé dum taû ngat lò râ nghut lhê.
MAT.7.7	Dung keq, haû jáng, nungmoq lé byi râ nghut lhê; hô keq, haû jáng, nungmoq myàng kó râ nghut lhê; hkum má kok keq, haû jáng, nungmoq lé hpóng byi râ nghut lhê. 
MAT.7.8	Hkâsu mù gâ le, ó yuq nghut kôle, dung sû wó râ; hô sû myàng râ; hkum kok sû lé gi, hpóng byi râ nghut lhê.
MAT.7.9	Nungmoq má, ó yuq wá, yhumsing yhangzo muk dûng le, luqgok byi kó râ lhú? 
MAT.7.10	Ngozo dûng le, lhangmuì
MAT.7.11	Agè ashop é bang nungmoq lháng gi, nungmoq é zo wuî lé, ge é chyunghuq dat byi kô le nhîng, mauhkûng htoq tsáng myhâng mâ é nungmoq é Îwa gi, Yhang lé dûng é bang lé, je riyhang ge é chyunghuq byi râ nghut lhê! 
MAT.7.12	Haû mù, hai hkyô má nghut kôlhang, nungmoq gi, yhumsîng ô nau é dông supé lé kut nhâng nau é su, yhangmoq lé le kut byi keq. Haî mù gâ le, haû gi, jep é tarâ eq myiqhtoî pê é dang lo jup tô é nghut ri.
MAT.7.13	Chyap é hkúmdong mai wàng keq. Hkâsu mù gâ le, lam é hkúmdong eq hkyô mó gi, htên byoq hkyô shut shuî e é nghut mù luî, haú dông wàng bang gi, myô akô nghut ri. 
MAT.7.14	Chyap é hkúmdong eq hkyô zo kúm gi, asak hkyô shut shuî e é nghut mù luî, haú lé myang ho é bang gi, shaû akô nghut ri.
MAT.7.15	Nungmoq chyáng jé lé lo é myiqhtoi pyoq pé lé, sidiq nyì keq; yhangmoq gi, sau-kuq wut mù, nungmoq chyáng jé lé kôlhang, myaq zo myaq shuq nau é wamhkuî pé nghut akô. 
MAT.7.16	Yhangmoq é muzó jizó lé wú mù, nungmoq gi, yhangmoq lé wú sé kó râ nghut lhê. Zubyap mai tsibyiq shi, zugâm mai maihpáng-shi wó yu wú akô lhú? 
MAT.7.17	Ge é agàm gi, ge é ashi zui mù, a ge é agàm gi, a ge é ashi za dat zui ri. 
MAT.7.18	Ge é agàm gi, a ge é ashi a wó zui, a ge é agàm le, ge é ashi a wó zui nghut ri. 
MAT.7.19	Ge é ashi a zuî é shigâm hkangmó lé gi, htuq pyám mù, myi má dú kat pyám râ nghut lhê. 
MAT.7.20	Haû mù, yhangmoq é muzó jizó lé wú mù, nungmoq gi, yhangmoq lé wú sé kó râ nghut lhê.
MAT.7.21	Ngo lé, 'Yhumsîng ê, Yhumsîng ê,' ga, wut é bang yuq hkangmó gi, mauhkûng mingdán má myang wàng kó râ a nghut; haû mauhkûng htoq mâ é Ngá Wa ô nau é dông kut sû za sheq, myang wàng râ nghut lhê. 
MAT.7.22	Haú buinyì má, byù myo myo gi, 'Yhumsîng ê, Yhumsîng ê, Náng é myìng mai, ngamoq gi, myiqhtoi le htoi bê; nat gang lé hkat htoq bê; laklaí kumlhá ajung jung lé, kut bê a nghut lhú?' ga luî, Ngo lé myi kó râ nghut lhê. 
MAT.7.23	Haú hkûn, Ngò gi, 'Nungmoq lé, Ngò hkâ-nhám le a sé; agè ashop hkyô kut é bang nungmoq, Ngá chyáng mai gâng ló byuq keq.' nghû, yhangmoq lé san za tû taî kat râ nghut lhê.
MAT.7.24	Haû mù, Ngá é dang shí pé lé wó gyô yù luî, châng kut é sû gi, hpaqchyî bò mù, lunghtân htoq má, yhûm saî é sû eq wuí nyi ri. 
MAT.7.25	Mau wô, wuì je, laidun lò mù, yhûm haú lé lo htung kôlhang, yhûm haû gi, a htên byoq byuq râ nghut lhê; hkâsu mù gâ le, yhûm haû gi, lunghtân htoq má tsuq tô é yanmai nghut ri. 
MAT.7.26	Nghut kôlhang, Ngá é dang lé, wó gyô yù mù, a cháng sû gi, semuî-jàng má, yhûm saî é byù ngok eq wuí nyì râ nghut lhê. 
MAT.7.27	Mau wô, wuì je, laidun wò yup dut lò mù, yhûm haú lé lo htung jáng, yù whuî a mù loshoq htên byoq byuq râ nghut lhê." gâ ri.
MAT.7.28	Yesuq mungdang ban taî é hkûn, shiwa byu pé gi, Yhang mhoqshit é hkyô lé maúhong bum akô; 
MAT.7.29	hkâsu mù gâ le, Yhang gi, yhangmoq é tarâ sará pé eq a pung é za, ahkáng ayá wó sû rayuq su, mhoqshit é yanmai nghut ri.
MAT.8.1	Yesuq gi, bùm htoq mai gyó lo é hkûn, byù moq mó gi, Yhâng htâng châng bum akô nghut ri. 
MAT.8.2	Haú hkûn, manggâm dap é byù rayuq gi, Yhâng é hí má, lé mù, hkyihput htuq luî, "Yhumsîng ê, Nàng dóng é nghut le gi, ngo lé Nàng wó lhoq sân-yúng byi râ nghut lhê." ga taî ri.
MAT.8.3	Yesuq gi, loq lhâm kat mù, haú yuq lé ê záng luî, "Ngò dóng lhê, sân-yúng aq hkoi." ga taî kat ri. Haú hkûn jáng, haú yuq é manggâm gi, ge byuq bê nghut ri. 
MAT.8.4	Haú hkûn, Yesuq gi, "Nàng, shí hkyô ó lé le hkâtaî kyo. Nghut kôlhang, náng é gungdu lé, hkyangjong hpô chyáng ló tûn shit mù, yhangmoq é matú saksé dut sháng gaq, Mosheq taî tô é eq rajung za, hkungga ló nhông byi aq." ga haú yuq lé taî kat ri.
MAT.8.5	Yesuq, Kaperna-um wà má wang e ló le, Romaq gyezau hpó rayuq gi, Yhâng chyáng lé jé mù, 
MAT.8.6	"Yhumsîng ê, ngá é dui-nhâng zoshâng gi, gùngjum shi é htoq agó, yhûm má gyaí no jamjaû leq tô ri." ga garúm lé dung ri.
MAT.8.7	Haú hkûn, Yesuq gi, yhang lé, "Ngò, lé lhoq gê byi râ." ga taî kat ri.
MAT.8.8	Gyezau hpó haû, Yhang lé dum tû taî é gi, "Yhumsîng ê, Nàng, ngá é laishîn-htâng má, lé nang râ lháng ngò má a gingdán. Nàng, dang rahkun za taî kat laq; haú hkûn, ngá é dui-nhâng zoshâng ge ló râ nghut lhê. 
MAT.8.9	Hkâsu mù gâ le, ngò le ahkáng ayá wó é zau rayuq é a-ô mâ é zau nghut lhê; ngá é a-ô má le gyezô pé nyi lhê; rayuq lé, 'Ê aq!' nghu le, yhang e ló lhê; góyuq lé, 'Lò aq!' nghu le, yhang lo lhê; ngá jûn lé le, 'Shî kut aq!' nghu le, yhang kut lhê." gâ ri.
MAT.8.10	Yesuq gi, dang haú lé wó gyo jáng, maú byuq luî, Yhâng htâng cháng bang lé, "Ngò, nungmoq lé teng za taí kôlé, Israelaq amyû má lháng, shî í lumjíng é sû lé, Ngò, rayuq lé le a myàng wú é nghut lhê. 
MAT.8.11	Ngò, nungmoq lé taí kôlé, buihtoq buiwàng hkyam mâ é byu pé myo myo gi, mauhkûng mingdán má, Abraham, Isak, Yakup pé eq rahá, zoshuq poî mó má myang zùng kó râ nghut lhê. 
MAT.8.12	Nghut kôlhang, mingdán haú má wàng âng é bang kúm gi, shinggan mauchut hkaû shut dú pyâm é hui luî, haú jowò má ngaubyi ngaù nhap eq zuì kyik kyik shoq hpuzô nyi bùm bekô râ nghut lhê." ga taî ri.
MAT.8.13	Hau htâng, Yesuq gi, gyezau lé, "Ló aq hkoi! Nàng lumjíng é eq rajung za, dut râ nghut lhê." ga taî ri. Haú-u má yhang, haû dui-nhâng zoshâng gi, ge byuq bê nghut ri.
MAT.8.14	Yesuq gi, Petruq é yhûm má jé wang e é hkûn, Petruq é yhâng-aumó gyai yhang no leq tô é lé, ê myang ri. 
MAT.8.15	Yesuq gi, yhâng é loq má ê záng kat é hkûn, Petruq yhâng-aumó gi, nòhpyo ge byuq mù, toq luî, Yhang lé wó gaí tso gaí huq bê nghut ri.
MAT.8.16	Myinhtâng mauchut lô jáng, nat gang wang júng nyi é bang myo myo lé, Yhâng chyáng shuî lé lo akô. Yhang gi, agè ashop é nat gâng pé lé dâng èq hkat htoq pyám mù, nòhpyo huî é bang banshoq lé lhoq gê byî ri. 
MAT.8.17	Haû gi,
MAT.8.17	"Yhang gi, nga-nhûng é nolì nojàng lé yu pyám byi mù, nga-nhûng é nolì nojàng lé, wùn waq pyám byi bê nghut ri."
MAT.8.17	ga, myiqhtoi Esai-aq taî tô é dang lhoq dik râ matú nghut ri.
MAT.8.18	Yesuq gi, Yhâng é lhînghkyuq má byù moq mó zup míng nyi é lé myàng jáng, Yhâng é chángzô pé lé, nhông hé hpoq shut gû dap ê sháng gâ ri. 
MAT.8.19	Haú hkûn, tarâ sará rayuq gi, lé lô mù, "Sará ê, ngò gi, Nàng hká e le hká cháng râ nghut lhê." ga Yhang lé lé taî ri.
MAT.8.20	Haû jáng, Yesuq gi, "Wamhkuî pé gi, hkyûng wó akô; nghoq pé le, nghoqsut wó akô. Nghut kôlhang, haû Byu Yhangzo gi, u nghê jowò lháng a wó nghut ri." ga lhom taî kat ri.
MAT.8.21	Haú hkûn, chángzo rayuq gi, "Yhumsîng ê, ngá wa lé ló yhûm pyám râ ahkáng hí byi shilaq." ga taî kat ri.
MAT.8.22	Nghut kôlhang, Yesuq gi, "Shî bê bang gi, shî bê bang yhangchang yhûm lhum kó sháng gaq, nàng gi, Ngá htâng cháng aq." ga dum taû taî ri.
MAT.8.23	Hau htâng, Yesuq lhaî hkaû má wàng mù, Yhâng é chángzô pé le, Yhâng htâng châng wàng bekô nghut ri. 
MAT.8.24	Haú hkûn, nhông má byodan-htik laidun mó lò mù, wuìlhêng pé gi, lhaî má bat ûm lò bê nghut ri. Nghut kôlhang, Yesuq gi, yhup myhî tô ri. 
