MAT.1.1	Магьа Ибрагьимдин наслиан вуйи, Давудрин тухмиан вуйи Месигь Исайин ата-бабйир:
MAT.6.23	Хъа эгер яв улар чӏур духьнаш, уву вари мучӏушнаъ хьидива. Гьаци вуйиган, эгер увуъ айи акв мучӏушин вуш, думуган мучӏушин фициб шул!
MAT.6.24	Сарихьанра кьюр агъайиз сабси гъуллугъ апӏуз шулдар, фицики дугъаз санур даккун, хъа тмунур ккун хьиди; вая сариз ужуди гъуллугъ апӏиди, хъа тмунуриз – чӏуруди. Аллагьдизра, девлетназра сатӏиди гъуллугъ апӏуз хьибдарчвухьан.
MAT.6.25	Гьаци вуйиган, кӏуразачвуз: ичв гъян бадали фу ипӏуруш, фу убхъуруш, ва ичв жан бадали фу алабхьуруш, гьаддин гъайгъушнаъ махьанай. Фицики уьмур – ипӏрубтӏан, хъа беден палаттӏан заан ву.
MAT.6.26	Завуъ айи жакьвариз лигай: дурари я убзури, я ккадабцӏури шулдар, я амбарханйириз тахил уч апӏдар. Хъа Аьршарин ичв Адашди дурар тухъ апӏура. Хъа учву дурартӏан хайлин артухъ дарнучвахъа?
MAT.6.27	Хъа учвкан фуж фукьан хъюгъишра, шилхьан чан уьмур саб сяаьтназкьан ярхи апӏуз шул?
MAT.6.28	Палатдин гьякьнаанра гьаз гъайгъу качвузхъа? Чюлиъ айи лизи кюкйир фици аьхю шулаш, лигай: дурари я зегьмет зигурадар, я парча убхурадар. 
MAT.6.29	КӀуразачвузки, Сулейман паччагьди чан лап ад айи вахтнара дурарихъ гьарсабдихъ хъайисдар палтар алахьури гъахьундар. 
MAT.6.30	Хъа гъи ади, закур цӏигъ убгурайи чюлин укӏ Аллагьди гьаци уччвуди балгурайиган, Дугъу учв’ин дицитӏан уччвуди палат алабхьидаринхъа, цӏибтӏан хътругърудар! 
MAT.6.31	Гьаддиз, «учу фу ипӏуйкӏан», «фу убхъуйкӏан» вая «фу алабхьуйкӏан» кӏури, гъайгъушнаъ махьанай. 
MAT.6.32	Гьаз гъапиш гьамрар вари аллагьсузари агрудар ву, хъа учвуз гьамрар вари лазим вуйиб Аьршарин ичв Адашдиз аьгъя. 
MAT.6.33	Сифтена-сифте учву Аллагьдин Паччагьлугъдихъ хъергай ва Дугъу кӏурайиб вари тамам апӏбахъ йихьай. Гьаци гъапӏиш, имбуб вари Дугъу тувдичвуз. 
MAT.6.34	Гьаци вуйиган, закурин йигъан гъайгъушнаъ махьанай, закурин йигъаз чан гъайгъушнар а. Гьарсаб йигъаз чан гъайгъушнар чӏяаьн ву.
MAT.7.1	Жарадарин суд мапӏанай, ичвра апӏидар, 
MAT.7.2	фицики учву жарадарин фициб суд гъапӏиш, ичвра гьациб суд апӏиди. Жарадарин тахсрар учву фициб уьлчмейиинди ерцураш, ичв тахсрарра гьациб уьлчмейиинди ерциди.
MAT.7.3	Увуз яв улиъ айи хамхар гьидрибгъди, яв гъардшин улиъ айи чӏюрх фици рябкъюравуз? 
MAT.7.4	Ваяки яв гъардшиз: «Яв улиъ айи чӏюрх адабгъуза» – фици пидива, хъа яв улиъ хамхар ади?
MAT.7.5	Эй кьюб маш гъяйир! Сифте яв улиъ айи хамхар адабгъ, ва гьадмуган, яв гъардшин ул’ан чӏюрх фици адабгъуруш, рябкъидивуз.
MAT.7.6	Фукӏа гирамиб хуйириз миккипан, даршиш дурар, илдицну ув’ин алархьиди. Яв гавагьирар силарин улихьинди магатӏахьан, даршиш силари дурар ликариккан апӏиди.
MAT.7.7	Ча йипай – тувдичвуз; абгай – бихъидичвуз; раккник кучай – абццдичвуз. 
MAT.7.8	Фицики гьарсар ча кӏурайириз тувди; абгурайириз бихъиди; кучрайириз абццди. 
MAT.7.9	Ичв арайиъ, уьл ча гъапиган, чан бализ гъван туврур айинхъа? 
MAT.7.10	Вая балугъ ча гъапиган, битӏ туврур айинхъа?
MAT.7.11	Гьаци вуйиган, учву пис адмийир вушра, учвхьан ичв веледариз ужуб тувуз удукьруган, аьршариин али Адашдихьан хъанара ужуди Чахьан ча кӏурудариз багъишар тувуз хьибди.
MAT.7.12	Инсанар учвухъди фици духьну учвуз ккундуш, учвура дурарихъди гьаци йихьай. Фицики Къанундин ва Пайгъамбрарин Китабарин мяна гьамдиъ а.
MAT.7.13	Завариз арццнайи ккуру урнарианди учӏвай. Фицики яркьу урнарна дабкӏнайи рякъ аьжалихьна гъахрудар ву, ва гизафдар гьадлинтина гъягъюра.
MAT.7.14	Гьаз гъапиш ккудудубкӏру уьмриз гъахру урнар ккурудар ву, дина гъябгъюрайи жилгъара читинуб ву. Ва цӏидаризтӏан думу бихъурадар.
MAT.7.15	Кьюб маш гъяйи пайгъамбрихьан ихтият йихьай. Учвухьна дурар марччлин гъидикь алди гъюра, айтӏан кӏуруш дурар вягьши жанаврар ву. 
MAT.7.16	Дурар чпи туврайи бегьерниинди аьгъю хьидичвуз. Зазарилан тӏумутӏ вая пялкьярилан инжир уч апӏуз шулин? 
MAT.7.17	Гьарсаб гъяни гьари гъяни йимиш, хъа чӏуру гьари чӏуру йимиш хуру. 
MAT.7.18	Гъяни гьархьан чӏуру йимишар, я чӏуру гьархьан гъяни йимишар тувуз шулдар. 
MAT.7.19	Гъяни бегьер дархру гьарсаб гьар алдабтӏну, цӏигъ гъипри шулу. 
MAT.7.20	Дурар йимишариз лигну аьгъю хьидичвуз.
MAT.7.21	Узуз «я Агъа, я Агъа» кӏурур, фуж вушра, Аьршарин Паччагьлугъдиъ учӏвидар, хъа зиин али Аьршарин Йиз Адашди гъапиб тамам апӏрур учӏвди.
MAT.7.22	Узуз думу йигъан гизафдари пиди: «Я Агъа! Я Агъа! Яв ччвурнахъан учу аьяндарвалар улупури гъахьундайин? Яв ччвурниинди учу инсанарикан жинар ктаури гъахьундайин? Яв ччвурнахъди учу гизаф аьламатнан ляхнар гъапӏундаринхъа?»
MAT.7.23	Ва думуган дурариз жаваб тувдиза: «Узуз учву саб вахтнара аьгъюдар дарзуз. Узхьан дург йихьай учву, писвал апӏурайидар!»
MAT.7.24	Гьамци, Узухъ хъебехъну, Йиз гафар тамам апӏру гьарсар кас чан хулар гъвандин шибритӏиин диврайи фагьумлу касдиз ухшар ву. 
MAT.7.25	Мархьра гъубгъну, селлерра гъафну, микӏарра хъивну ва гьамрар вари гьадму хулариина диш гъахьну, амма хулар гъадаргъундар, фицики дурар гъвандиин дивнайидар ву.
MAT.7.26	Хъа Йиз гьаму гафар ерхьури, дурар тамам дарапӏрайи гьарсар кас чан хулар гъумриин диву фагьумсуз касдиз ухшар ву. 
