GEN.1.1	Mu ntangiriro Imana yaremye ijuru n'isi. 
GEN.9.8	Imana ikomeza kubwira Nowa n'abahungu be iti: 
GEN.9.9	“Ngiranye Isezerano namwe n'abazabakomokaho, 
GEN.9.10	n'ibinyabuzima byose muri kumwe: inyoni n'ibisiga n'amatungo n'inyamaswa zose, mbese ibyo mwasohokanye mu bwato byose. Ndigiranye n'ibinyabuzima byose byo ku isi. 
GEN.9.11	Dore Isezerano ngiranye namwe: ntihazabaho ukundi umwuzure urimbura isi n'ibinyabuzima biyiriho byose.”
GEN.9.12	Imana iravuga iti: “Dore ikimenyetso cy'Isezerano ngiranye namwe n'ibinyabuzima byose muri kumwe, uko ibihe bihaye ibindi. 
GEN.9.13	Nshyize umukororombya wanjye mu bicu, kugira ngo ube ikimenyetso cy'Isezerano ngiranye n'isi. 
GEN.9.14	Ninshyira ibicu mu kirere hakabonekamo umukororombya, 
GEN.9.15	nzajya nzirikana Isezerano nagiranye namwe n'ibinyabuzima by'amoko yose. Nta mwuzure uzongera kubaho wo gutsemba ibinyabuzima byose. 
GEN.9.16	Nimbona umukororombya mu bicu, nzajya nzirikana Isezerano ridakuka nagiranye n'ibinyabuzima by'amoko yose biri ku isi. 
GEN.9.17	Ngicyo ikimenyetso cy'Isezerano ngiranye na byo.”
GEN.9.18	Abahungu ba Nowa basohotse mu bwato ni Semu na Hamu na Yafeti. Hamu yabyaye umuhungu amwita Kanāni. 
GEN.9.19	Abatuye isi yose bakomoka ku bahungu batatu ba Nowa.
GEN.9.20	Nowa atangira guhinga atera imizabibu, 
GEN.9.21	nuko anywa divayi yayenzemo arasinda, yambara ubusa ari mu ihema rye. 
GEN.9.22	Hamu se wa Kanāni abonye se yambaye ubusa, abibwira abavandimwe be bombi bari hanze. 
GEN.9.23	Semu na Yafeti bafatira umwenda ku bitugu, bagenza umugongo, batwikira ubwambure bwa se. Bamuteye umugongo kugira ngo be kubona ubwambure bwe.
GEN.9.24	Nowa amaze gusinduka, amenya ibyo umuhungu we w'umuhererezi Hamu yamugiriye, 
GEN.9.25	ni ko kuvuga ati:
GEN.9.25	“Kanāni ndamuvumye,
GEN.9.25	azabe umugaragu w'abagaragu akorere abavandimwe be!”
GEN.9.26	Nowa arongera ati:
GEN.9.26	“Nihasingizwe Uhoraho, Imana ya Semu.
GEN.9.26	Kanāni azabe umugaragu wa Semu!
GEN.9.27	Imana ihe Yafeti kunguka
GEN.9.27	abazamukomokaho bazabane neza na bene Semu,
GEN.9.27	naho bene Kanāni bazababere abagaragu.”
GEN.9.28	Nowa abaho imyaka magana atatu na mirongo itanu nyuma y'umwuzure, 
GEN.9.29	apfa amaze imyaka magana cyenda na mirongo itanu.
GEN.10.1	Umwuzure urangiye, abahungu ba Nowa ari bo Semu na Hamu na Yafeti barabyaye. Dore ababakomokaho:
GEN.10.2	Bene Yafeti ni Gomeri na Magogi na Madayi, na Yavani na Tubali, na Mesheki na Tirasi. 
GEN.10.3	Abakomoka kuri Gomeri ni Abashikenazi n'ab'i Rifati n'ab'i Togaruma. 
GEN.10.4	Abakomoka kuri Yavani ni aba Elisha n'aba Esipaniya, n'ab'i Shipure n'ab'i Rode. 
GEN.10.5	Ni bo bakomotsweho n'amahanga atuye hirya no hino mu birwa.
GEN.10.5	Abakomoka kuri Yafeti batuye mu bihugu bitari bimwe, bakurikije amoko yabo n'indimi zabo.
GEN.10.6	Bene Hamu ni Kushi na Misiri na Puti na Kanāni, ari bo ibihugu byabo byitiriwe. 
GEN.10.7	Abakomoka kuri Kushi ni ab'i Seba n'ab'i Havila n'ab'i Sabuta, n'ab'i Rāma n'ab'i Sabuteka. Ab'i Sheba n'ab'i Dedani bakomoka ku b'i Rāma. 
GEN.10.8	Kushi yabyaye Nimurodi, ari we wabaye intwari ya mbere ku isi. 
GEN.10.9	Uhoraho yabonaga ari umuhigi ukomeye, ari ho havuye imvugo ngo “Kuba umuhigi ukomeye nk'uko Uhoraho yabonye Nimurodi.” 
GEN.10.10	Nimurodi yategekaga igihugu cya Babiloniya
GEN.10.11	Yavuye muri icyo gihugu ajya muri Ashūru, yubaka Ninive n'umujyi wa Rehoboti na Kala 
GEN.10.12	na Reseni, iri hagati ya Ninive na Kala, wa mujyi ukomeye.
GEN.10.13	Abakomoka kuri Misiri ni Abaludi n'Abanamu, n'Abalehabu n'Abanafutuhi, 
GEN.10.14	n'Abapaturusi n'Abakafutori, n'Abakasiluhi bakomokwaho n'Abafilisiti.
GEN.10.15	Kanāni yabyaye Sidoni impfura ye, amukurikiza Heti. 
GEN.10.16	Abandi bamukomokaho ni Abayebuzi n'Abamori n'Abagirigashi, 
GEN.10.17	n'Abahivi n'Abaruki n'Abasini, 
GEN.10.18	n'Abaruvadi n'Abasemari n'Abahamati. Hanyuma imiryango ya bene Kanāni yimukira hirya no hino, 
GEN.10.19	imbibi z'iguhugu cyabo zihera i Sidoni zikamanukana i Gerari n'i Gaza, maze zikerekeza i Sodoma n'i Gomora na Adima n'i Seboyimu, kugera i Lesha.
GEN.10.20	Ngabo abakomoka kuri Hamu ukurikije imiryango yabo, n'indimi zabo n'ibihugu byabo n'amoko yabo.
GEN.10.21	Semu mukuru wa Yafeti, na we yarabyaye. Ni we sekuruza wa Eberi n'abamukomokaho bose.
GEN.10.22	Bene Semu ni Elamu na Ashūru, na Arupagishadi na Ludi na Aramu. 
GEN.10.23	Bene Aramu ni Usi na Huli, na Geteri na Mashi.
GEN.10.24	Arupagishadi yabyaye Shela, Shela na we abyara Eberi. 
GEN.10.25	Eberi yabyaye abahungu babiri: umukuru yitwaga Pelegi
GEN.10.26	Yokitani yabyaye Alumodadi na Shelefu, na Hasari-Maveti na Yerahi, 
GEN.10.27	na Hadoramu na Uzali na Dikila, 
GEN.10.28	na Obali na Abimayeli na Sheba, 
GEN.10.29	na Ofiri na Havila na Yobabu. Abo bose ni abahungu ba Yokitani. 
GEN.10.30	Urugabano rw'akarere batuyemo ruhera i Mesha, rukagera i Sefari iri mu misozi y'iburasirazuba.
GEN.10.31	Ngabo abakomoka kuri Semu ukurikije imiryango yabo, n'indimi zabo n'ibihugu byabo n'amoko yabo.
GEN.10.32	Ngiyo imiryango y'abakomoka kuri Nowa ukurikije urubyaro rwabo n'amoko yabo. Ni bo bakomotsweho n'amahanga yose yakwiriye ku isi nyuma y'umwuzure.
GEN.11.1	Abantu bose bo ku isi bakoreshaga ururimi rumwe n'imvugo imwe. 
GEN.11.2	Abantu bimuka bava
GEN.11.3	Nuko baravugana bati: “Reka tubumbe amatafari tuyatwike.” Bityo aho gukoresha amabuye bakoresha amatafari, naho mu mwanya w'isima bakoresha kaburimbo. 
GEN.11.4	Barongera bati: “Reka twiyubakire umujyi kugira ngo tutazatatanira ku isi yose, twiyubakire n'umunara ugera ku ijuru kugira ngo tuzabe ibirangirire.”
GEN.11.5	Uhoraho aramanuka kugira ngo arebe umujyi n'umunara abantu bubakaga. 
GEN.11.6	Nuko aribwira ati: “Biriya batangiye gukora babishobojwe n'uko ari umuryango umwe, kandi bavuga ururimi rumwe. Noneho rero icyo bazagambirira cyose bazakigeraho! 
GEN.11.7	Reka tumanuke maze dusobanye ururimi rwabo be kuzongera kumvikana!” 
GEN.11.8	Nuko Uhoraho abatatanyiriza ku isi yose, ntibaba bagishoboye kubaka uwo mujyi. 
GEN.11.9	Uwo mujyi wiswe Babiloni
GEN.11.10	Dore abakomoka kuri Semu:
GEN.11.10	Semu amaze imyaka ijana avutse yabyaye Arupagishadi. Hari hashize imyaka ibiri umwuzure urangiye. 
GEN.11.11	Amaze kubyara Arupagishadi, abaho indi myaka magana atanu, ayibyaramo abandi bahungu n'abakobwa.
GEN.11.12	Arupagishadi amaze imyaka mirongo itatu n'itanu avutse yabyaye Shela. 
GEN.11.13	Amaze kubyara Shela, abaho indi myaka magana ane n'itatu, ayibyaramo abandi bahungu n'abakobwa.
GEN.11.14	Shela amaze imyaka mirongo itatu avutse yabyaye Eberi. 
GEN.11.15	Amaze kubyara Eberi, abaho indi myaka magana ane n'itatu, ayibyaramo abandi bahungu n'abakobwa.
GEN.11.16	Eberi amaze imyaka mirongo itatu n'ine avutse yabyaye Pelegi. 
GEN.11.17	Amaze kubyara Pelegi, abaho indi myaka magana ane n'itatu, ayibyaramo abandi bahungu n'abakobwa.
GEN.11.18	Pelegi amaze imyaka mirongo itatu avutse yabyaye Rewu. 
GEN.11.19	Amaze kubyara Rewu, abaho indi myaka magana abiri n'icyenda, ayibyaramo abandi bahungu n'abakobwa.
GEN.11.20	Rewu amaze imyaka mirongo itatu n'ibiri avutse, yabyaye Serugu. 
GEN.11.21	Amaze kubyara Serugu, abaho indi myaka magana abiri n'irindwi, ayibyaramo abandi bahungu n'abakobwa.
GEN.11.22	Serugu amaze imyaka mirongo itatu avutse, yabyaye Nahori. 
GEN.11.23	Amaze kubyara Nahori, abaho indi myaka magana abiri, ayibyaramo abandi bahungu n'abakobwa.
GEN.11.24	Nahori amaze imyaka makumyabiri n'icyenda avutse, yabyaye Tera. 
GEN.11.25	Amaze kubyara Tera, abaho indi myaka ijana na cumi n'icyenda, ayibyaramo abandi bahungu n'abakobwa.
GEN.11.26	Tera amaze imyaka mirongo irindwi avutse yabyaye Aburamu, akurikizaho Nahori na Harani.
GEN.11.27	Dore abakomoka kuri Tera:
GEN.11.27	Tera yabyaye Aburamu na Nahori na Harani. Harani na we yabyaye Loti. 
GEN.11.28	Harani yapfuye mbere ya se Tera, agwa mu mujyi we kavukire witwa Uri mu Bukalideya. 
GEN.11.29	Aburamu yarongoye Sarayi, Nahori arongora Milika uva inda imwe na Yisika, bakaba abakobwa ba Harani. 
GEN.11.30	Sarayi yari yarabuze ibyara, nta mwana yagiraga.
GEN.11.31	Tera ahagurukana n'umuhungu we Aburamu n'umwuzukuru we Loti mwene Harani n'umukazana we Sarayi, umugore wa Aburamu, bava mu mujyi wa Uri mu Bukalideya ngo bajye mu gihugu cya Kanāni. Nyamara bageze mu mujyi wa Harani barahatura. 
GEN.11.32	Tera yapfuye afite imyaka magana abiri n'itanu, agwa i Harani.
GEN.12.1	Uhoraho abwira Aburamu ati: “Va mu gihugu cyanyu, usige bene wanyu n'inzu ya so, ujye mu gihugu nzakwereka.
GEN.12.2	Abagukomokaho nzabagira ubwoko bukomeye,
GEN.12.2	nawe nzaguha umugisha.
GEN.12.2	Nzakugira ikirangirire,
GEN.12.2	uzahesha abandi umugisha.
GEN.12.3	Abazagusabira umugisha nzabaha umugisha,
GEN.12.3	abazakuvuma nzabavuma.
GEN.12.3	Amahanga yose azaguherwamo umugisha.”
GEN.12.4+GEN.12.5	Aburamu yimutse i Harani nk'uko Uhoraho yari yabimutegetse, ajyana n'umuhungu wabo Loti. Yajyanye n'umugore we Sarayi na Loti n'abagaragu bose yari ahatse i Harani, hamwe n'ibintu byose bari batunze. Baragenda bagera mu gihugu cya Kanāni. Icyo gihe Aburamu yari amaze imyaka mirongo irindwi n'itanu avutse.
GEN.12.6	Aburamu yanyuze muri icyo gihugu agera mu mujyi wa Shekemu, ku giti cy'inganzamarumbu cya More. Icyo gihe Abanyakanāni bari bagituye muri icyo gihugu. 
GEN.12.7	Uhoraho abonekera Aburamu aramubwira ati: “Iki gihugu nzagiha urubyaro rwawe.” Aho hantu Aburamu ahubakira urutambiro Uhoraho wamubonekeye.
GEN.12.8	Akomeza urugendo agera ku musozi w'iburasirazuba bw'i Beteli. Nuko ashinga amahema mu ruhande rw'iburasirazuba bw'i Beteli, ahagana iburengerazuba bwa Ayi. Aho na ho ahubakira Uhoraho urutambiro aramwambaza. 
GEN.12.9	Hanyuma Aburamu akomeza kugenda yimuka agana mu majyepfo ya Kanāni.
GEN.12.10	Muri Kanāni haza gutera inzara irabiyogoza, maze Aburamu asuhukira mu Misiri. 
GEN.12.11	Bagiye kugerayo Aburamu abwira umugore we Sarayi ati: “Dore ufite igikundiro, 
GEN.12.12	Abanyamisiri nibakubona bazagira ishyari ko ndi umugabo wawe, banyice maze bakwitungire. 
GEN.12.13	None rero ujye uvuga ko uri mushiki wanjye, bityo ntibazanyica kubera wowe, ahubwo bazamfata neza.”
GEN.12.14	Nuko Aburamu ageze mu Misiri, Abanyamisiri babona umugore we ari mwiza cyane. 
GEN.12.15	Ibyegera by'umwami wa Misiri bimubonye bijya kumuratira umwami, hanyuma Sarayi ajyanwa ibwami. 
GEN.12.16	Aburamu afatwa neza kubera umugore we, agabana inka n'intama n'ihene n'indogobe n'ingamiya, n'abagaragu n'abaja. 
GEN.12.17	Ariko Uhoraho ateza umwami wa Misiri n'urugo rwe indwara z'ibyorezo abahora Sarayi, umugore wa Aburamu. 
GEN.12.18	Umwami ni ko gutumiza Aburamu aramubaza ati: “Ibyo wankoreye ni ibiki? Kuki utambwiye ko ari umugore wawe? 
GEN.12.19	Kuki wambwiye ko ari mushiki wawe bigatuma mugira umugore? Nguyu umugore wawe musubirane umvire aha!” 
GEN.12.20	Nuko umwami ategeka abantu be ngo basezerere Aburamu n'umugore we, n'ibyo yari atunze byose.
GEN.13.1	Aburamu ava mu Misiri asubira mu majyepfo ya Kanāni, ajyana n'umugore we na Loti, n'ibyo yari atunze byose. 
GEN.13.2	Aburamu yari umutunzi cyane, akaba n'umukungu w'ifeza n'izahabu. 
GEN.13.3	Nuko agenda yimuka, ava mu majyepfo ya Kanāni asubira aho yigeze gushinga amahema hagati ya Beteli na Ayi, 
GEN.13.4	akahubaka n'urutambiro. Aburamu ahageze yambaza Uhoraho.
GEN.13.5	Loti wari waragiye yimukana na Aburamu, na we yari afite amashyo n'imikumbi n'abagaragu. 
GEN.13.6	Kubera ko Aburamu na Loti bari batunze cyane, urwuri ntirwari rukibahagije ku buryo bakomeza guturana. 
GEN.13.7	Ubwo kandi Abanyakanāni n'Abaperizi na bo bari batuye muri icyo gihugu. Bukeye abashumba ba Aburamu n'aba Loti batonganira urwuri.
GEN.13.8	Nuko Aburamu abwira Loti ati: “Dore turi umuryango umwe, nta mahane akwiye kuba hagati yacu cyangwa hagati y'abashumba bacu. 
GEN.13.9	None reka dutandukane. Hitamo aho wishakiye mu gihugu hose, nanjye ndagana ahasigaye.”
GEN.13.10	Loti ni ko guterera amaso abona ikibaya cyose cya Yorodani kugera i Sowari gifite amazi menshi. Cyari kimeze nk'ubusitani bw'Uhoraho cyangwa ikibaya cya Nili mu Misiri. Icyo gihe Uhoraho yari atararimbura imijyi ya Sodoma na Gomora. 
GEN.13.11	Nuko Loti ahitamo ikibaya cyose cya Yorodani cyari giherereye iburasirazuba, arimuka atandukana na se wabo. 
GEN.13.12	Aburamu aguma mu gihugu cya Kanāni, naho Loti ashinga amahema hafi ya Sodoma, umwe mu mijyi yari muri icyo kibaya. 
GEN.13.13	Abanyasodoma bari abagome kandi bagacumura ku Uhoraho bikabije.
GEN.13.14	Loti amaze kwimuka, Uhoraho abwira Aburamu ati: “Terera amaso uhereye aho uri, maze werekeze mu majyaruguru no mu majyepfo, iburasirazuba n'iburengerazuba. 
GEN.13.15	Icyo gihugu cyose ubonye nzakiguha burundu wowe n'urubyaro rwawe. 
GEN.13.16	Nzabagwiza babe benshi nk'umukungugu. Nk'uko nta wushobora kubara umukungugu, ni ko nta wuzashobora kubara abazagukomokaho! 
GEN.13.17	Haguruka utambagire igihugu impande zose kuko nzakiguha.” 
GEN.13.18	Nuko Aburamu yimura amahema ye ajya gutura hafi y'ibiti by'inganzamarumbu bya Mamure, ahagana i Heburoni. Nuko ahubakira Uhoraho urutambiro.
GEN.14.1	Amurafeli umwami wa Babiloniya, na Ariyoki umwami wa Elasari, na Kedorilawomeri umwami wa Elamu, na Tidali umwami wa Goyimu, 
GEN.14.2	bishyize hamwe barwanya Bera umwami w'i Sodoma, na Birisha umwami w'i Gomora, na Shinabu umwami wa Adima, na Shemeberi umwami w'i Seboyimu, n'umwami w'i Bela ari yo Sowari.
GEN.14.3	Byatewe n'uko abo bami batanu bari barishyize hamwe bashinga ibirindiro mu kibaya cya Sidimu, ari ho hacitse Ikiyaga cy'Umunyu. 
GEN.14.4	Mu myaka cumi n'ibiri yose bari barayobotse Umwami Kedorilawomeri, ariko mu wa cumi n'itatu baramugomera. 
GEN.14.5	Mu mwaka wa cumi n'ine, Kedorilawomeri na ba bami bamushyigikiye, bagabye ibitero batsindira Abarefa mu mujyi wa Ashitaroti ya Karinayimu, batsindira n'Abazuzi i Hamu, batsindira Abemi i Shawe Kiriyatayimu, 
GEN.14.6	batsindira Abahori iwabo mu misozi ya Seyiri, barabirukana babageza Eliparani hafi y'ubutayu. 
GEN.14.7	Hanyuma bagarukana Enimishipati ari yo Kadeshi, bayogoza igihugu cyose cy'Abamaleki, batsinda n'Abamori bari batuye i Hasasoni-Tamari.
GEN.14.8	Nuko umwami w'i Sodoma n'uw'i Gomora n'uwa Adima, n'uw'i Seboyimu n'uw'i Bela ari yo Sowari, baratabara bashinga ibirindiro mu kibaya cya Sidimu. 
GEN.14.9	Abo bami batanu barwanya ba bandi bane ari bo Kedorilawomeri umwami wa Elamu, na Tidali umwami wa Goyimu, na Amurafeli umwami wa Babiloniya, na Ariyoki umwami wa Elasari. 
GEN.14.10	Ikibaya cya Sidimu cyarimo ibinombe bya kaburimbo byinshi, maze umwami w'i Sodoma n'uw'i Gomora bahunze babigwamo, ababo bacitse ku icumu bahungira ku misozi. 
GEN.14.11	Ba bandi bane batsinze banyaga umutungo wose wa Sodoma na Gomora, batwara n'ibyokurya byose bahasanze barigendera. 
GEN.14.12	Loti wa muhungu wabo wa Aburamu yari yaratuye i Sodoma, na we bari bamunyaganye n'ibyo atunze byose baramujyana.
GEN.14.13	Umwe mu bacitse ku icumu aza kubwira iyo nkuru Aburamu w'Umuheburayi, wabaga mu mahema hafi y'ibiti by'inganzamarumbu bya Mamure. Mamure uwo w'Umwamori n'abavandimwe be Eshikoli na Aneri, bari banywanyi ba Aburamu. 
GEN.14.14	Aburamu yumvise ko umuhungu wabo yajyanywe ho umunyago, akoranya ingabo magana atatu na cumi n'umunani zo mu bantu be, akurikirana abanzi agera i Dani. 
GEN.14.15	Aburamu arema imitwe mu ngabo ze maze nijoro ziratera. Zitsinda abanzi zirabirukana zibageza i Hoba iri mu majyaruguru ya Damasi. 
GEN.14.16	Aburamu agaruza iminyago yose, agaruza n'umuhungu wabo Loti n'ibyo yari atunze, kimwe n'abagore n'abandi bantu.
GEN.14.17	Aburamu atabarutse amaze gutsinda Kedorilawomeri na ba bami bandi, umwami w'i Sodoma yaje kumusanganira mu Gikombe cya Shave, ari cyo Gikombe cy'Umwami
GEN.14.18	Melikisedeki, umwami w'i Salemu
GEN.14.19	maze asabira Aburamu umugisha ati:
GEN.14.19	“Imana Isumbabyose, Umuremyi w'ijuru n'isi, niguhe umugisha!
GEN.14.20	Nihasingizwe Imana Isumbabyose,
GEN.14.20	yaguhaye gutsinda abanzi bawe!”
GEN.14.20	Nuko Aburamu atura Melikisedeki kimwe cya cumi cy'ibyo yari yagaruje byose.
GEN.14.21	Umwami w'i Sodoma abwira Aburamu ati: “Mpa abantu banjye, naho ibintu ubyijyanire.”
GEN.14.22	Aburamu aramusubiza ati: “Ndahiye Uhoraho Imana Isumbabyose, Umuremyi w'ijuru n'isi, 
GEN.14.23	nta kintu cyawe na gito nzatwara habe n'akangana urwara, hato utazirata ko ari wowe watumye ntunga. 
GEN.14.24	Nta cyo njyana keretse ibyo ingabo zanjye zariye, naho Aneri na Eshikoli na Mamure twatabaranye, nibafate umugabane wabo.”
GEN.15.1	Nyuma y'ibyo, Uhoraho abonekera Aburamu aramubwira ati: “Aburamu we, ntukagire icyo utinya, ndi ingabo igukingira kandi nzaguha ingororano ikomeye.”
GEN.15.2	Aburamu aramubaza ati: “Nyagasani Uhoraho, kumpa iyo ngororano bizamarira iki kandi ngiye kuzapfa bucike? Eliyezeri w'i Damasi ni we uzasigara mu byanjye, 
GEN.15.3	kandi ari umwe mu bagaragu banjye! Ni we uzanzungura kuko nta rubyaro wampaye!”
GEN.15.4	Uhoraho aramusubiza ati: “Ntabwo ari Eliyezeri uzakuzungura, ahubwo uzazungurwa n'umuhungu uzibyarira.” 
GEN.15.5	Nuko Uhoraho ajyana Aburamu hanze, aramubwira ati: “Itegereze ziriya nyenyeri ziri ku ijuru, urabona ushobora kuzibara se? Urubyaro rwawe ni ko ruzangana!”
GEN.15.6	Aburamu yizera Uhoraho, bituma Uhoraho amubara nk'intungane.
GEN.15.7	Uhoraho yungamo ati: “Ni jyewe Uhoraho watumye wimuka mu mujyi wa Uri mu Bukalideya, kugira ngo nguhe iki gihugu ho gakondo.”
GEN.15.8	Aburamu aramubaza ati: “Nyagasani Uhoraho, nzemezwa n'iki ko uzakimpa?”
GEN.15.9	Uhoraho aramusubiza ati: “Nzanira inyana imaze imyaka itatu ivutse, n'ihene y'imyaka itatu n'isekurume y'intama na yo y'imyaka itatu, hamwe n'inuma ebyiri.” 
GEN.15.10	Aburamu arabizana byose abisaturamo kabiri, ibisate bimwe abitondekanya iburyo ibindi ibumoso biteganye, ariko inuma ntiyazisatura.
GEN.15.11	Bigeze aho inkongoro ziza kurya izo nyama, ariko Aburamu arazirukana.
GEN.15.12	Izuba rigiye kurenga Aburamu afatwa n'ibitotsi byinshi, ariko aza gushigukira hejuru ubwoba buramutaha. 
GEN.15.13	Uhoraho ni ko kumubwira ati: “Dore uko bizagenda: abazagukomokaho bazasuhukira mu gihugu cy'amahanga bakimaremo imyaka magana ane yose, bazafatwa nabi bakore n'imirimo y'agahato. 
GEN.15.14	Ariko nzahana igihugu kizabakoresha agahato, hanyuma bazakivamo bafite ubutunzi bwinshi. 
GEN.15.15	Naho wowe uzisazira neza, utabaruke amahoro, bagushyingure uko bikwiye. 
GEN.15.16	Abazagukomokaho nibamara ibisēkuruza bine muri icyo gihugu, bazagaruka ino. Icyo gihe ibyaha by'Abamori bizaba byararenze ihaniro.”
GEN.15.17	Izuba rimaze kurenga hacura umwijima, nuko haboneka icyotero gicumbeka n'ifumba igurumana binyura hagati ya bya bisate by'amatungo. 
GEN.15.18	Icyo gihe Uhoraho aha Aburamu Isezerano agira ati: “Nzaha abazagukomokaho iki gihugu cyose, guhera ku mupaka wa Misiri kugera ku ruzi runini rwa Efurati, 
GEN.15.19	ahatuwe n'Abakeni n'Abakenizi n'Abakadimoni, 
GEN.15.20	n'Abaheti n'Abaperizi n'Abarefa, 
GEN.15.21	n'Abamori n'Abanyakanāni n'Abagirigashi n'Abayebuzi.”
GEN.16.1	Sarayi muka Aburamu, nta mwana yari yaramubyariye. Sarayi yari afite umuja w'Umunyamisirikazi witwaga Hagari. 
GEN.16.2	Nuko Sarayi abwira Aburamu ati: “Dore Uhoraho yanyimye ibyara. None genda uryamane n'umuja wanjye, ahari yaducikura.”
GEN.16.2	Aburamu yemera inama Sarayi amugiriye, 
GEN.16.3	maze umugore we Sarayi azana umuja we Hagari w'Umunyamisirikazi, amushyingira umugabo we Aburamu. Ibyo byabaye hashize imyaka icumi Aburamu atuye mu gihugu cya Kanāni. 
GEN.16.4	Aburamu aryamana na Hagari amutera inda.
GEN.16.4	Hagari abonye ko atwite asuzugura nyirabuja. 
GEN.16.5	Sarayi abwira Aburamu ati: “Izi ngorane ni wowe uzinteye, ni wowe watumye ngushyingira umuja wanjye! None aho aboneye ko atwite asigaye ansuzugura. Uhoraho ni we wadukiranura!”
GEN.16.6	Aburamu aramusubiza ati: “Umuja ni uwawe, mugenze uko ushaka.” Nuko Sarayi ajujubya Hagari ku buryo yamuhunze.
GEN.16.7	Ariko Umumarayika w'Uhoraho asanga Hagari mu butayu, hafi y'iriba riri ku nzira inyura mu butayu bwa Shuru. 
GEN.16.8	Aramubaza ati: “Hagari muja wa Sarayi we, urava he ukajya he?”
GEN.16.8	Aramusubiza ati: “Ndahunga mabuja Sarayi.”
GEN.16.9	Umumarayika w'Uhoraho aramubwira ati: “Subira kwa nyokobuja, maze wihanganire ibyo akugirira. 
GEN.16.10	Abazagukomokaho nzabagira benshi cyane ku buryo batazabarika. 
GEN.16.11	Iyo nda utwite izavukamo umuhungu uzamwite Ishimayeli, kuko Uhoraho yumvise uko nyokobuja yakujujubije.
GEN.16.12	Uwo muhungu azamera nk'indogobe
GEN.16.13	Nuko Hagari atangarira Uhoraho bavuganye, avuga ati: “Burya uri Imana iboneka
GEN.16.14	Ni yo mpamvu iryo riba ryitwa “Iriba rya Nyirubuzima undeba.” Riri hagati ya Kadeshi na Beredi.
GEN.16.15	Hagari abyarira Aburamu umuhungu, Aburamu amwita Ishimayeli. 
GEN.16.16	Icyo gihe Aburamu yari amaze imyaka mirongo inani n'itandatu avutse.
GEN.17.1	Aburamu amaze imyaka mirongo urwenda n'icyenda avutse, Uhoraho aramubonekera aramubwira ati: “Ni jye Mana Nyirububasha, ujye unyoboka kandi ube indakemwa. 
GEN.17.2	Nzagirana nawe Isezerano kandi nzagwiza cyane urubyaro rwawe.”
GEN.17.3	Aburamu yikubita hasi yubamye maze Imana iramubwira iti: 
GEN.17.4	“Dore Isezerano ngiranye nawe: uzakomokwaho n'amahanga menshi. 
GEN.17.5	Ntabwo uzongera kwitwa Aburamu, ahubwo uzitwa Aburahamu
GEN.17.6	Nzaguha kororoka cyane ube sekuruza w'amahanga, ndetse n'abami bazagukomokaho. 
GEN.17.7	Nzakomeza Isezerano nagiranye nawe n'urubyaro ruzagukomokaho, iryo Sezerano rizahoraho uko ibihe bihaye ibindi. Nzaba Imana yawe n'iy'abazagukomokaho. 
GEN.17.8	Wowe n'abazagukomokaho nzabaha iki gihugu cyose cya Kanāni wimukiyemo. Kizaba gakondo yabo burundu kandi nzaba Imana yabo.”
GEN.17.9	Imana ikomeza kubwira Aburahamu iti: “Wowe n'abazagukomokaho mugomba gukomeza Isezerano ryanjye uko ibihe bihaye ibindi. 
GEN.17.10	Dore icyo mugomba kwitaho wowe n'abantu bawe n'abazagukomokaho: umuntu wese w'igitsinagabo agomba gukebwa. 
