GEN.1.1	Dəkəcop, kɔ Kanu kəwurɛ kɔm k'antɔf. 
GEN.6.5	Kɔ Kanu Kəpɔŋ kənəŋk fɔ deyeŋki bəkəc da afum dɛla doru, dɔsɔk o dɔsɔk mɛcɛm-cɛmnɛ mɛlɛc gbəcərəm mɔ afum ŋayinɛ. 
GEN.6.6	Kɔ Kanu Kəpɔŋ kəŋaŋnɛ tɛlər kəsɛl kɔn fum, k'abəkəc ŋɛŋkafəlɛ kɔ. 
GEN.6.7	Kɔ Kanu kəloku: «Kənim k'inder afum aŋɛ inasɛl mɔ, kəyɛfɛ afum, kəbəp sɛm, kəkɔ ka yeliŋɛ-liŋɛ haŋ bɛmp ya dareŋc, bawo iŋaŋnɛ tɛlər kəsɛl kəŋan.» 
GEN.6.8	Mba kɔ Nuha ɔsɔtɔ kəŋanɛnɛ ka Kanu Kəpɔŋ, bawo Kanu kənanəŋk dolompu dɔn.
GEN.6.9	Tɛcɛpərɛnɛ ta Nuha k'awut-sɔ ɔn tɛntɛ: Nuha, fum wətɔt ɛnayi pəlomp, ŋasol kɔ Kanu. 
GEN.6.10	Nuha, awut maas ŋɔ ɛnakom: Semy, Ham kɔ Yafɛt.
GEN.6.11	Mba nnɔ fɔr ya Kanu kiriŋ, afum ŋanatesɛ fɛ bəkəc. Mes mɛlɛc gbəcərəm mɛnayi doru. 
GEN.6.12	Kanu kənanəŋk a doru dɛsəkpɛ, bawo afum fəp ŋanagbaymɛ-gbaymɛ dɔpɔ dɔtɔt. 
GEN.6.13	Ti t' ɛnasɔŋɛ Kanu kəloku Nuha: «Iŋcɛm-cɛmnɛ kəmələk yeŋesəm ya doru fəp, bawo tes taŋan tɔsɔŋɛ kɔ doru dɛla kədəkətɛrɛnɛ, kənim ŋa k'inder doru. 
GEN.6.14	Məcaŋɛ abil ŋɔpɔŋ cəbam ca kawe, məwurɛ ŋi sədəkəlɔ səlarəm, məsop ŋi kɔrtal tedisrɛ kɔ todoru. 
GEN.6.15	Ntɛ tɔ məndecaŋ ŋi: Ŋɔbɔl cururu 300 (mɛtər 137), ŋɔwɔkəl cururu 50 (mɛtər 23), ŋotukmɛ cururu 30 (mɛtər 14). 
GEN.6.16	Məgbəpər ŋi tadareŋc, məsak kururu katin (mɛtər dacɔ) kəyɛfɛ nde kəroŋ haŋ nde dəkəpom, məwurɛ ŋi kumba kəsək, mədeŋər ŋi dɛk maas. 
GEN.6.17	Bawo ina, domun dɛlarəm 
GEN.6.18	Kɔ məna, indecaŋəs danapa dosu, məde məbɛrɛ debil kɔ wəran kam, awut am k'aran aŋan! 
GEN.6.19	Məde məbɛrsɛnɛ sɔ ŋi disrɛ sɛm ya doru fəp mɛrəŋ mɛrəŋ, workun kɔ wɛran, ntɛ tɔŋsɔŋɛ nəde nəyi doru kɔ yi mɔ. 
GEN.6.20	Sɛm yeŋesəm ya doru fəp, yorkun kɔ yɛran, yɛfɛt kɔ yɔpɔŋ, yede yɔlɔtərn' am ntɛ tɔŋsɔŋɛ yi sɔ yede yeyi doru mɔ. 
GEN.6.21	Awa, mətɛn yeri fəp, məmɛŋkərnɛ yi ntɛ tɔŋsɔŋɛ nəde nəc-sɔtɔ yedi nəna kɔ yi mɔ.»
GEN.6.22	Ti tɔ Nuha ɛnayɔ, ɛnayɔ mes fəp mmɛ Kanu Kəpɔŋ kənaloku kɔ mɔ.
GEN.7.1	Kɔ Kanu kəloku Nuha: «Məbɛrɛ abil disrɛ, məna k'afum am fəp, bawo iŋkɔkcɛ a məna sona gboŋ (mən' olomp) mən' ɛcɛps' em darəŋ anapa am fəp dacɔ. 
GEN.7.2	Məlɛkɛnɛ sɛm yɔtɔt camət-mɛrəŋ camət-mɛrəŋ, yorkun kɔ yɛran, mba sɛm yɛlɛc, məlɛk yi mɛrəŋ mɛrəŋ: Workun kɔ wɛran gbəcərəm. 
GEN.7.3	Kɔ bɛmp, məlɛkɛnɛ yi fəp dacɔ, yorkun camət-mɛrəŋ kɔ yɛran camət-mɛrəŋ. Ti t' endesɔŋɛ yi sɔ yeyi doru. 
GEN.7.4	Pəŋcəmɛ mata camət-mɛrəŋ, itorɛ wəcafən mata 40 kɔ pibi 40 camcam. Tɛm tatɔkɔ indefɛŋ nnɔ doru afum aŋɛ inasɛl mɔ fəp.» 
GEN.7.5	Nuha ɛnayɔ mɔyɔ fəp, mmɛ Kanu Kəpɔŋ kənaloku kɔ mɔ.
GEN.7.6	Nuha ɛnasɔtɔ meren 600 a kɔ domun dendekal antɔf. 
GEN.7.7	K'ɛmbɛrɛ debil kɔ wəran kɔn, awut ɔn k'aran aŋan, ntɛ tɔŋsɔŋɛ ŋayacənɛ domun ndɛ dɛnabaŋ antɔf mɔ. 
GEN.7.8	Sɛm yɔtɔt kɔ yɛlɛc, bɛmp kɔ sɛm yɛfɛt-yɛfɛt nyɛ yeŋliŋɛ-liŋɛ mɔ fəp, 
GEN.7.9	kɔ Kanu kəmbɛrsɛ yi abil disrɛ nde Nuha eyi mɔ, mɛrəŋ mɛrəŋ yorkun kɔ yɛran, pəmɔ tɔkɔ Kanu kənaloku ti mɔ. 
GEN.7.10	Ntɛ tataka ta camət-mɛrəŋ teŋcepər mɔ, kɔ domun dɛmbaŋ antɔf. 
GEN.7.11	Kəren nkɛ Nuha ɔsɔtɔ meren 600, tataka ta wəco kɔ camət-mɛrəŋ, ŋof ŋa mɛrəŋ disrɛ, kɔ domun dombuŋcɛ dəcəŋgbɔkɔ fəp, kɔ kɔm kəŋgbitɛ pəpɔŋ. 
GEN.7.12	Kɔ wəcafən oŋcop kətuf mata 40 kɔ pibi 40. 
GEN.7.13	Dɔsɔk dayi dɔ Nuha ɛnabɛrɛ debil kɔ wəran kɔn k'awut ɔn, Semy, Ham, kɔ Yafɛt, k'aran aŋan maas, 
GEN.7.14	kɔ sɛm ya dop kɔ ya dare yin-yin kɔ sɛm yɛfɛt-yɛfɛt, bɛmp kɔ mataktaka. 
GEN.7.15	Kɔ yeŋesəm (sɛm) yorkun kɔ yɛran mɛrəŋ mɛrəŋ nyɛ yɛnayi doru mɔ, kɔ yender nde abil ŋa Nuha ŋeyi mɔ. 
GEN.7.16	Kɔ yorkun kɔ yɛran sɛm dokom fəp kɔ yɛmbɛrɛ abil disrɛ pəmɔ tɔkɔ Kanu kənaloku ti Nuha mɔ, kɔ Kanu kəŋgbətər ŋa kumba.
GEN.7.17	Kɔ domun dɛmbaŋ antɔf mata 40, ntɛ domun dɛmpɛ mɔ, k'abil ŋofoy. 
GEN.7.18	Ntɛ domun dɛŋc-pɛ mɔ, ti tɔ abil ŋoŋc-foy. 
GEN.7.19	Kɔ domun dɛmbɛrɛnɛ kəpɛ haŋ kɔ mɔrɔ meŋeci fəp mɛŋkalɛ. 
GEN.7.20	(Tɛləpəs oŋ kɔ domun dɛmpɛ haŋ kɔ deŋcepər cururu wəco kɔ kəcamət mɔrɔ kəroŋ). Kɔ domun dɛmpɛ kɔ dɛŋkal mɔrɔ meŋeci haŋ cururu wəco kɔ kəcamət (mɛtər camət-mɛrəŋ). 
GEN.7.21	Ca nyɛ yɛnayi antɔf kəroŋ, a yecŋesəm mɔ fəp, kɔ yefi: Bɛmp, sɛm yɔcɔl, sɛm ya dop kɔ yeliŋɛ-liŋɛ fəp kəbəp afum. 
GEN.7.22	Kəyɛfɛ paka mpɛ pɛnayi antɔf kəroŋ a pec-ŋesəm mɔ, kɔ pefi. 
GEN.7.23	Kɔ Kanu kəfɛŋ dəntɔf paka mpɛ peŋc-ŋesəm mɔ, kəyɛfɛ fum haŋ kəbəp sɛm yɔpɔŋ, yɛfɛt-yɛfɛt kɔ bɛmp, k'enim yi doru fəp. Mɛnɛ Nuha gbəcərəm, aka kəlɔ kɔn disrɛ kɔ sɛm nyɛ yɛnayi debil mɔ, ŋanafis.
GEN.7.24	Domun dɛnabaŋ antɔf haŋ mataka 150.
GEN.8.1	Kɔ Kanu kəŋcɛm-cɛmnɛ Nuha, sɛm ya dop kɔ yɔcɔl ya dare, nyɛ yɛnayi kɔ Nuha abil disrɛ mɔ. Kɔ Kanu kəwurɛ afef doru, kɔ domun doŋcop kətor. 
GEN.8.2	Kəba ka dəntɔf kɔ dareŋc cəmɛpɛnɛ, kɔ wəcafən ɛsak kətuf. 
GEN.8.3	Kɔ domun dembelɛ antɔf kəroŋ tepic-tepic. Mata 150 disrɛ, kɔ domun dɛŋcɛsɛ dəntɔf. 
GEN.8.4	Tataka ta wəco kɔ camət-mɛrəŋ (17), ŋof ŋa camət-mɛrəŋ, k'abil ŋɛndɛ tɔrɔ tin ta Ararat kəroŋ. 
GEN.8.5	Kɔ domun dɛŋcɛsɛ haŋ ŋof ŋa wəco. Tataka tɔcɔkɔ-cɔkɔ ta ŋof ŋaŋɔkɔ, kɔ mɔrɔ meŋeci moŋcop kəwurɛ səbomp.
GEN.8.6	Tataka ta 40, kɔ Nuha eŋgbiti wundɛr nwɛ ɛnabɛr abil mɔ. 
GEN.8.7	K'ɛsak abɛmp ŋa ser 
GEN.8.8	Kɔ Nuha ɛsak sɔ antantoriya kəkɔ-mɔmən kɔ pəyɔnɛ fɔ domun d'ontor-ɛ. 
GEN.8.9	Mba ŋɛnasɔtɔ fɛ kəfo nkɛ ŋɛntam kəndɛ mɔ, bawo domun dɛnasɔrɛbaŋ antɔf fəp, kɔ ŋoluksərnɛ nde debil. Kɔ Nuha ɛntɛŋc kəca k'osumpər ŋi, k'ɛmbɛrsɛ debil. 
GEN.8.10	K'ɛŋkar sɔ mata camət-mɛrəŋ, k'ɛsak sɔ ŋi. 
GEN.8.11	K'antantoriya ŋoluksərnɛ dec dɔrɔfɔy ŋɛgbəm tɔbɔpər tɛcaŋk ta kətɔk nkɛ aŋwe «olif» mɔ. 
GEN.8.12	K'ɛŋkarɛnɛ sɔ haŋ tataka ta camət-mɛrəŋ, k'ɛsak sɔ antantoriya. Mba ntɛ ŋi ŋɔŋkɔ mɔ, ŋɛnalukus fɛ sɔ nnɔ eyi mɔ.
GEN.8.13	Tataka tɔcɔkɔ-cɔkɔ ta ŋof ŋɔcɔkɔ-cɔkɔ nŋɛ Nuha ɔsɔtɔ meren 601, ti tɔ domun dɛnasak antɔf. Kɔ Nuha eŋgbipi abil, k'ɔmɔmən doru. K'ɛnəŋk fɔ domun fəp dowosər. 
GEN.8.14	Tataka ta 27, ŋof ŋɔcɔkɔ-cɔkɔ ŋayi, antɔf fəp ŋɛnawos fər.
GEN.8.15	Kɔ Kanu kəloku Nuha: 
GEN.8.16	«Məwur abil disrɛ, məna kɔ wəran kam, awut am k'aran aŋan. 
GEN.8.17	Məwurɛnɛ sɔ sɛm yɛləpəs nyɛ yeyi abil disrɛ kɔ məna mɔ. Kɔ bɛmp dokom fəp, sɛm yɛfɛt kɔ yɔpɔŋ, yɛsam doru yokom.» 
GEN.8.18	Kɔ Nuha owur debil nkɔn kɔ wəran kɔn k'awut ɔn k'aran aŋan. 
GEN.8.19	Kɔ sɛm, bɛmp kɔ yeliŋɛ-liŋɛ yowur fəp dokom dokom.
GEN.8.20	Kɔ Nuha olompəs dəkəloŋnɛ, nde ɛntam kəc-loŋnɛ Kanu Kəpɔŋ mɔ. Sɛm kɔ bɛmp yɔtɔt dacɔ k'ɛlɛk yin-yin, k'endif yi, k'ɔŋcɔf yi nde dəkəloŋnɛ kəroŋ. 
GEN.8.21	Kɔ Kanu Kəpɔŋ kəmbaŋ ambɔŋc ŋobotu ŋa kəloŋnɛ, kɔ kəlokunɛ dɛbəkəc, «Ifɔsɔsɔŋ antɔf pəlɛc teta fum. Kaŋce kɔ, bawo afum mɛcɛm-cɛmnɛ mɛlɛc meyi ŋa dəbəkəc kəyɛfɛ dowut daŋan, mba ifɔsɔləsər ca nyɛ yeŋesəm doru pəmɔ ntɛ intɛp ti kəcyɔ mɔ.»
GEN.8.22	«Kəwon ka antɔf doru fəp,
GEN.8.22	kəbɔf kɔ kətɛl,
GEN.8.22	pəwonu kɔ pəcaŋki,
GEN.8.22	kətən kɔ dɛrəŋ,
GEN.8.22	dɔsɔk kɔ pibi,
GEN.8.22	yɔfɔdelip.»
GEN.9.1	Kɔ Kanu kəmpocɛ Nuha pətɔt k'awut ɔn, kɔ kəloku ŋa: «Nəyɔnɛ akombəra, nəkom pəlarəm, nəlas antɔf. 
GEN.9.2	Kəyɛfɛ mɔkɔ, sɛm ya doru fəp, kəbəp bɛmp, sɛm yɛfɛt kɔ lop, yende yec-nesɛ nu. Nəndetam kəc-sɔm yi. 
GEN.9.3	Paka o paka mpɛ peyi wəyeŋ pɔc-kɔt mɔ, pɔyɔnɛ nu peri pəmɔ ntɛ inasɔŋ nu yokom ya yika yɛcaŋk kɔ ya tɔk mɔ. Isɔŋ nu oŋ ndɛkəl yayɔkɔ fəp. 
GEN.9.4	Mba pəmar fɛ nəde nəc-sɔm wɛsɛm nwɛ wɔsɔrɔyɔ mecir mayi mɔ. 
GEN.9.5	Indeyif nu teta mecir monu, mmɛ mɔyɔnɛ kəyi doru konu mɔ. Indeyif sɔ ti sɛm fəp nyɛ yendedif fum mɔ. Pəmɔ ntɛ indeyif ti fum nwɛ endedif wɛŋc mɔ.»
GEN.9.6	«Nwɛ endif fum mɔ,
GEN.9.6	pəmar padif sɔ (məna wəkayi),
GEN.9.6	bawo Kanu kəlompəs fum pəwurɛnɛ kɔ nkɔn sərka.
GEN.9.7	Kɔ nəna, nəyɔnɛ akombəra, nəkom pəlarəm, nəsaməsər doru.»
GEN.9.8	Kɔ Kanu kəloku sɔ Nuha k'awut ɔn: 
GEN.9.9	«K'ina, isɔŋ nu temer kəsek ka danapa kɔ nəna, kəbəp k'awut-sɔ anu kɔ nəna nəŋcepər-ɛ 
GEN.9.10	kɔ ca fəp nyɛ yɔnɔŋkər nu mɔ: Bɛmp, sɛm ya dare kɔ ya dop, nyɛ yowur debil mɔ, kɔ nyɛ andekom nnɔ doru mɔ. 
GEN.9.11	Isɔŋ nu temer, ntɛ t' indeyɔ: Domun dɔfɔdesɔdi antɔf, wəcafən ɔfɔdesɔyi nwɛ endeləsər antɔf mɔ.» 
GEN.9.12	Kɔ Kanu kəndeŋər: «Paka pa danapa dosu pɛmpɛ mpɛ pendeyi su dacɔ kɔ nəna, kəbəp ka ca yeŋesəm doru o doru mɔ. 
GEN.9.13	Isɛkən ambəŋcəran (asiŋki) ŋem nde dəkɔm. In' ende kəc-cɛm-cɛməs im temer ntɛ isɔŋ antɔf mɔ. 
GEN.9.14	Tɛm o tɛm ntɛ wəcafən ende pəc-biyɛ, a asiŋki ŋowur mɔ, 
GEN.9.15	iŋcɛm-cɛmnɛ temer tɔkɔ inasɔŋ' un kɔ ca nyɛ yeŋesəm doru mɔ, wəcafən ɔfɔdesɔtuf nwɛ endesɔləsər ca ya doru fəp mɔ. 
GEN.9.16	K'Iŋc-kɔna-nəŋk asiŋki-ɛ, iŋcɛm-cɛmnɛ temer ta doru o doru ntɛ inasɔŋ' un, kɔ ca fəp nyɛ yeŋesəm doru mɔ.» 
GEN.9.17	Kɔ Kanu kəŋgbɔkərɛnɛ sɔ moloku mamɛ Nuha: «Asiŋki ŋementər temer ntɛ isɔŋ nu kɔ ca ya doru nyɛ yeŋesəm mɔ.»
GEN.9.18	Awut a Nuha aŋɛ ŋanawur debil mɔ ŋanayɔnɛ: Semy, Ham, kɔ Yafɛt. Ham ɔyɔnɛ papa wəka Kanahan. 
GEN.9.19	Awut a Nuha akaŋɛ maas ŋagbɔkərɛ sɔ kəlas antɔf.
GEN.9.20	Kɔ Nuha ɔyɔnɛ wəbifti antɔf k'ɔmbɔf len yokom. 
GEN.9.21	Kɔ Nuha omun member k'eŋcis. K'ɔŋkɔ pəwur kəsɔkər nde abal ŋɔn disrɛ. 
GEN.9.22	Ntɛ Ham papa wəka Kanahan ɛnəŋk kas Nuha pəyi kəsɔkər mɔ, k'ɔŋkɔ pəloku ti awɛŋc aŋa mɛrəŋ, aŋɛ ŋanayi nde doru mɔ. 
GEN.9.23	Semy kɔ Yafɛt ŋalɛk kəloto. Mɛrəŋ maŋan fəp, kɔ ŋaŋkumpənɛ kəloto kaŋkɔ dəcəro. Kɔ ŋaŋkɔ tokəmuntəra kɔ ŋaŋkɔ ŋabəp papa kəŋan pəyi kəsɔkər. Kɔ ŋaŋkump kɔ kəsɔkər kəŋkɔ ɛnafəntərɛ mɔ. Mba ntɛ ŋanakafəli cəro cəŋan a kɔ ŋaŋkɔ kas kəŋan tokəmuntəra mɔ, ŋananəŋk fɛ kas kəŋan kəsɔkər. 
GEN.9.24	Ntɛ pəŋcɛrŋɛ Nuha kəcis kaŋkɔ disrɛ mɔ, k'aloku kɔ tɔkɔ pənayi kɔ ntɛ ɛnacis mɔ, kɔ tɔkɔ wan kɔn wələpəs ɛnayɔ kɔ mɔ. 
GEN.9.25	Kɔ Nuha oloku:
GEN.9.25	«Intolanɛ Kanahan pəlɛc!
GEN.9.25	Kanahan pəyɔnɛ wəcar ka acar a awɛŋc aŋa!» 
GEN.9.26	Kɔ Nuha oloku sɔ:
GEN.9.26	«Intola Kanu Kəpɔŋ, Kanu ka Semy,
GEN.9.26	Kanahan pəyɔnɛ wəcar kəŋan!
GEN.9.27	Kanu kəyac Yafɛt!
GEN.9.27	Yafɛt pəyi abal ŋa Semy disrɛ,
GEN.9.27	Kanahan nkɔn pəyɔnɛ wəcar kəŋan!»
GEN.9.28	Kɔ Nuha eyi sɔ doru meren 350, ntɛ domun dɛlarəm deŋcepər mɔ. 
GEN.9.29	Kəwon ka Nuha doru fəp, kənasɔtɔ meren 950, a k'endefi.
GEN.10.1	Dokombəra da awut a Nuha: Semy, Ham, kɔ Yafɛt dɛndɛ. Awut a Nuha ŋanakom awut, ntɛ domun dɛlarəm deŋcepər mɔ.
GEN.10.2	Awut a Yafɛt ŋanayɔnɛ: Komɛr, Makɔk, Maday, Yawaŋ, Tubal, Mɛsɛk, kɔ Tiras. 
GEN.10.3	Awut a Komɛr: Askenas, Rifat, kɔ Tokarma. 
GEN.10.4	Awut a Yawaŋ: Elisa, Tarsis, Kitim, kɔ Dodanim. 
GEN.10.5	Awut akakɔ ŋanakom afum aŋɛ ŋayersɛnɛ kəndɛ cəba kəsək mɔ, kɔ tɔf yaŋan, kɔ cusu cəŋan, kɔ cusuŋka cəŋan nde tɔf yaŋan.
GEN.10.6	Awut a Ham ŋanayɔnɛ: Kus, Misira, Put, kɔ Kanahan. 
GEN.10.7	Awut a Kus: Seba, Hawila, Sabta, Rahəma, kɔ Sabətəka. Awut a Rahəma: Saba kɔ Dedaŋ. 
GEN.10.8	Kus ɛnakom sɔ Nimrod, nkɔn onuŋkɛnɛ kəyɔnɛ korgba doru dandɛ. 
GEN.10.9	Nimrodu ɛnayɔnɛ wəpɛn korgba nde fɔr ya Kanu Kəpɔŋ kiriŋ. Ti tɔ alokɛnɛ: «Pəmɔ Nimrod, korgba kəpɛn nde fɔr ya Kanu Kəpɔŋ kiriŋ.» 
GEN.10.10	K'eŋkekərɛ dɛbɛ kərɛsna Babɛl, Ɛrɛk, Akad, kɔ Kalne nde atɔf ŋa Siŋhar. 
GEN.10.11	Dəndo atɔf ŋaŋɔkɔ ŋɔ Asur ɛnawur, k'ɛŋcəmbər Niniwe, dare da Rehobot, Kalah, 
GEN.10.12	kɔ Rɛsɛŋ, dare dɔpɔŋ dɔkɔ dɛnayi Niniwe kɔ Kalah dacɔ mɔ.
GEN.10.13	Kɔ Misira ɛnayɔnɛ wətɛm k'afum aŋɛ: Aka Lud, aHanam, aLehab, aNaftu, 
GEN.10.14	aPatərus, aKasəlu (aŋɛ aPɛlɛsɛt 
GEN.10.15	Kɔ Kanahan oŋkom Cidoŋ, coco cɔn, kɔ Het. 
GEN.10.16	Kanahan ɛnayɔnɛ wətɛm ka cusuŋka cəlarəm: Aka Yebus, 'Amɔr, aKirkas, 
GEN.10.17	aHewi, aHarki, aSini, 
GEN.10.18	'Arwad, aCemar, aHamat. Ti disrɛ kɔ cusuŋka ca Kanahan cənde cəsaməsər. 
GEN.10.19	Cələŋcər ca aKanahan cənakɔ kəyɛfɛ Cidoŋ, Kerar kəsək, haŋ Kasa, kɔ kəca ka Sodom, kəca ka Komora, kəca ka Adma kɔ kəca ka Ceboyim, haŋ Lasah. 
GEN.10.20	Awut a Ham ŋɔ akakɔ, dəcusuŋka cusuŋka, dəcusu cusu, dətɔf tɔf.
GEN.10.21	Kɔ Semy wəbe ka Yafɛt, ɔsɔtɔ sɔ awut. Semy ɔyɔnɛ wətem ka Heber k'afum ɔn fəp. 
GEN.10.22	Awut a Semy ŋanayɔnɛ: Helam, Asur, Arpaksadu, Ludo, k'Aram. 
GEN.10.23	Awut a Aram ŋanayɔnɛ: Huc, Hul, Kɛtɛr kɔ Mas. 
GEN.10.24	Arpaksadu ɛnakom Sɛlah. Kɔ Sɛlah oŋkom Hebɛr. 
GEN.10.25	Kɔ Hebɛr oŋkom awut arkun mɛrəŋ. Tewe ta wəkin tɛnayɔnɛ Pelɛk,
GEN.10.26	Kɔ Yoktan oŋkom Almodad, Sɛlɛf, Hatsarmawɛt, Yɛrah, 
GEN.10.27	Hadoram, Husal, Diklah, 
GEN.10.28	Hobal, Abimayɛl, Saba, 
GEN.10.29	Ofir, Hawila, kɔ Yobab. Akaŋɛ fəp awut a Yoktan ŋanayi. 
GEN.10.30	Kɔ ŋandɛ kəyɛfɛ ka Mesa, Sefar kəsək, haŋ nde mɔrɔ ma nde dec dɛmpɛ mɔ. 
GEN.10.31	Awut a Semy ŋɔ akakɔ, dəcusuŋka cusuŋka, dəcusu cusu, dətɔf tɔf.
GEN.10.32	Cusuŋka ca awut a Nuha cɔ cacɔkɔ, kɔ tɔkɔ aŋkom ŋa mɔ. Afum akaŋɛ ŋɔ afum ŋawur dəris a kɔ ŋandeyersɛnɛ dəntɔf, doru fəp ntɛ domun dɛlarəm deŋcepər mɔ.
GEN.11.1	Tɛm tatɔkɔ doru fəp kusu kin k'aŋc-cɔp, pac-loku, moloku min mayi. 
GEN.11.2	K'afum ŋande ŋakɔ kəca nkɛ dec dɛmpɛ mɔ, kɔ ŋanəŋk mɔrɔ atɔf ŋa Siŋhar, kɔ ŋandɛ mi dacɔ. 
GEN.11.3	Kɔ ŋalokɛnɛ: «Pasut birik, pacɔf bi!» Kɔ birik bɔcɔf babɔkɔ bɔyɔnɛ ŋa masar, kɔ kɔrtal kəyɔnɛ ŋa dos. 
GEN.11.4	Kɔ ŋaloku sɔ: «Paŋkɔn, pacəmbər dare kɔ kəlɔ nkɛ domp da ki dendekɔ haŋ dɔsɔ kɔm mɔ. Ntɛ tɔŋsɔŋɛ pasɔtɔ tewe mɔ, tɔsɔŋɛ su sɔ kətɔsaməsər doru.»
GEN.11.5	Kɔ Kanu Kəpɔŋ kəntor kədemɔmən dare kɔ kəlɔ nkɛ afum ŋaŋc-cəmbər mɔ. 
GEN.11.6	Kɔ Kanu kəloku, «Nəmɔmən afum aŋɛ! Fəp faŋan kusu kin kɔ ŋaŋcɔp. Nəmɔmən sɔ ntɛ ŋaŋcop kəyɔ mɔ. Tɔlɔm o tɔlɔm teyi fɛ ntɛ tɔŋmɔnɛ ŋa kəyɔ ka tɛfaŋ taŋan mɔ. 
GEN.11.7	Paŋkɔn, pator, panɔŋkəl-nɔŋkəl kusu kəŋan ntɛ tɔŋsɔŋɛ ta ŋanenɛnɛ sɔ mɔ.» 
GEN.11.8	Kɔ Kanu kəsaməsər ŋa doru, kɔ ŋasak kəcəmbər dare. 
GEN.11.9	Ti t' awenɛ di Babɛl, bawo difɔ Kanu Kəpɔŋ kənanɔŋkəl cusu, kɔ kəsaməsər afum doru.
GEN.11.10	Tecepərɛnɛ ta Semy tɛntɛ: Semy ɛnasɔtɔ meren 100, a pədekom Arpaksadu, teren ta mɛrəŋ ntɛ domun dɛnasak antɔf mɔ. 
GEN.11.11	Kəkom ka Arpaksadu kɔ Semy eyi sɔ doru meren 500, mmɛ ɛnakom sɔ awut arkun k'awut aran alɔma mɔ.
GEN.11.12	Arpaksadu ɛnasɔtɔ meren 35, a pədekom Sɛlah. 
GEN.11.13	Kəkom ka Sɛlah, Arpaksadu ɛnasɔtɔ sɔ meren 403, mmɛ ɛnakom sɔ awut arkun k'awut aran alɔma mɔ.
GEN.11.14	Sɛlah ɛnasɔtɔ meren 30, a pədekom Hebɛr. 
GEN.11.15	Kəkom ka Hebɛr, Sɛlah ɛnasɔtɔ sɔ meren 403, mmɛ ɛnakom sɔ awut arkun k'awut aran alɔma mɔ.
GEN.11.16	Kɔ Hebɛr ɔsɔtɔ meren 34, a pədekom Pɛlɛk. 
GEN.11.17	Kəkom ka Pɛlɛk, Hebɛr ɛnasɔtɔ sɔ meren 430, mmɛ ɛnakom sɔ awut arkun k'awut aran alɔma mɔ.
GEN.11.18	Pɛlɛk ɛnasɔtɔ meren 30, a pədekom Rehu. 
GEN.11.19	Kəkom ka Rehu, Pɛlɛk ɛnasɔtɔ sɔ meren 209, mmɛ ɛnakom sɔ awut arkun k'awut aran alɔma mɔ.
GEN.11.20	Rehu ɛnasɔtɔ meren 32, a pədekom Seruk. 
GEN.11.21	Kəkom ka Seruk, Rehu ɛnasɔtɔ sɔ meren 207, mmɛ ɛnakom sɔ awut arkun k'awut aran alɔma mɔ.
GEN.11.22	Seruk ɛnasɔtɔ meren 30, a pədekom Nahor. 
GEN.11.23	Kəkom ka Nahor, Seruk ɛnasɔtɔ sɔ meren 200, mmɛ ɛnakom sɔ awut arkun k'awut aran alɔma mɔ.
GEN.11.24	Nahor ɛnasɔtɔ meren 29 a pədekom Terah. 
GEN.11.25	Kəkom ka Terah, Nahor ɛnasɔtɔ sɔ meren 119, mmɛ ɛnakom sɔ awut arkun k'awut aran alɔma mɔ.
GEN.11.26	Terah ɛnasɔtɔ meren 70, a pədekom Abram, Nahor kɔ Haraŋ.
GEN.11.27	Tecepərɛnɛ ta Terah tɛntɛ: Terah okom Abram, Nahor kɔ Haraŋ. Haraŋ okom Lɔt. 
GEN.11.28	Haraŋ, fɔr ya kas kiriŋ y' ɛnafi, atɔf nŋɛ anakom kɔ mɔ, nde dare da Ur nde atɔf ŋa Kaldi. 
GEN.11.29	Abram kɔ Nahor ŋanɛŋcɛ. Wəran ka Abram aŋc-we Saray kɔ wəran ka Nahor, Milka. Milka, wan ka Haraŋ ɛnayi, ŋapaŋnɛ kas kin kɔ Yiska. 
GEN.11.30	Saray ɛnakom fɛ, ɛnasɔtɔ fɛ wan.
GEN.11.31	Kɔ Terah ɛlɛk wan kɔn Abram, kɔ wan-sɔ kɔn Lɔt, wan ka Haraŋ, k'ɛlɛkɛnɛ sɔ Saray wəran ka Abram, kɔ ŋasol fəp faŋan kəwur ka nde dare da Ur nde atɔf ŋa Kaldi kəkɔ ka atɔf ŋa Kanahan. Kɔ ŋambəp atɔf ŋa Haraŋ kɔ ŋandɛ di. 
GEN.11.32	Terah ɛnawon doru meren 205, a k'endefi dəndo atɔf ŋa Haraŋ.
GEN.12.1	Kɔ Kanu Kəpɔŋ kəloku Abram: «Məwur atɔf ŋam, dəŋkom dam, kəlɔ ka papa kam, məkɔ atɔf nŋɛ indementər əm mɔ. 
GEN.12.2	Indesɔŋ' am kəyɔnɛ ka kas k'afum alarəm, indesɔŋ əm pətɔt, indesɔŋɛ tewe tam tɛbɛk. Məndetolanɛ afum alɔma pətɔt. 
GEN.12.3	Indesɔŋ pətɔt aŋɛ ŋandetolan' am pətɔt mɔ. Indesɔŋ pəlɛc aŋɛ ŋandetolan' am pəlɛc mɔ. Tetam tɔ indesɔŋɛnɛ cusuŋka ca doru fəp pətɔt.»
