GEN.1.1	Pílen-ruulendo delo, kerayalumpe Shédíbí taleng emla amongem pílen geto.
GEN.9.27	delokke bíme Shemke tombu ekumlo duumolangka,
GEN.9.27	delokke Kanaanbí bíkke abílpe ilangka.”
GEN.9.28	Puumu irongem, Noahbí dítak língko angum kolang takying pilngoko turto. 
GEN.9.29	Noahke yéname dítak língko konang kolang takying pilngoko irongem bí sikai.
GEN.10.1	Puumu gíyinrongem, Noahke oo kídí: Shem, Ham lang Japheth buluke oo kídíke odonge: 
GEN.10.2	Japhethke oo kídíe Gomer, Magog, Jaban, Tubal, Meshak delokke Tiras. 
GEN.10.3	Gomerke oo kídíe: Ashkenaj, Ripath delokke Togarmah. 
GEN.10.4	Jabanke oo kídíe: Elisha, Tarshish, Kittim delokke Dodanim. 
GEN.10.5	Dekede siyéng aralokke moopí kídílo duuna ami kídíke buku kídíe, bulu agíke opín-odong kasula, agom-aang kasula ikuna Japhethke otíng oyin kídíe.
GEN.10.6	Hamke oo kídíe: Kush, Ijipt, Libya delokke Kanaan. 
GEN.10.7	Kushke oo kídíe: Seba, Habtah, Ramah delokke Sabteka. Ramahke otíng oyine: Sheba lokke lang Dedanke ami kídíe. 
GEN.10.8	Kushbí ooko oto. Bíkke amíne Nimrod. Bí tani among sokke amín kana mirampe yégene. 
GEN.10.9	Bí 
GEN.10.10	Bíkke kerang yéta amonge Babilon lokke Erek, Akkad delokke Babilon. 
GEN.10.11	Delok among delokke bí Assiria amonglo gíla Ninebi, Rehaboth, Ir, Kalah emnam doolung luune kídíem ilen geyéla, 
GEN.10.12	Resen emnam luune botteko, Kalah kelang Ninebi pénsamlo ilenboto. 
GEN.10.13	Ijipt bí Ludim, Anamim Lehabim, 
GEN.10.14	Pathrusim delokke Philistain kelang Kaphtorim kídíke buku Kasluhim bulum takam olento.
GEN.10.15	Kanaanke obíng Sidon lang Heth bínyike amínem opínpe togena kídíke buku annyie. 
GEN.10.16	Kanaanbí Jebusit, Amorit, Girgashit, 
GEN.10.17	Hibit, Arkit, Sinit, 
GEN.10.18	Arbadit, Jemarit delokke Hamat kídí tabungke bukupe ito. Kanaanke opín kídíe duupansugo bomla, 
GEN.10.19	Sidon lokke sokkodanpe rísue ila Gaja anínke Gerar lope ito. Delokke Sodom, Gomorrah, Admah delokke Lashake anín Jebim loope sanggodanke rísue ito. 
GEN.10.20	Sikesi agí-agí gomukpe posula, agí-agí among kasula Ham kelok lenna opín-odong takame.
GEN.10.21	Japhethke abíng Shembí Hibru kídíke bukue. 
GEN.10.22	Shemke oo kídí Elam, Assur, Arphakshad, Lud lang Aram, dekede buluke amínlok opín tona kídí tabungke buku kídíe. 
GEN.10.23	Aram kelok lenna ami kídíe, Uj, Hul, Gether delokke Meshek opínem togena kídíke buku kídíe. 
GEN.10.24	Arpakhshadbí Shelahme oto delokke Shelah bí Eberke abue. 
GEN.10.25	Eberbí oo annyiko kato; akonem Peleg emla amín mínto kapeila bík longelo tani amo sokke ami kídíe yépan-yéran sulento. Delokke akonke amíne Joktan. 
GEN.10.26	Joktan kíng lenne Almodad, Sheleph, Hajarmabeth, Jerah, 
GEN.10.27	Hadoram, Ujal, Diklah, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ophir, Habilah delokke Jobab. Si tabusi Joktanke otíng-oyine. 
GEN.10.30	Buluke dungko amode Mesha lokke ila anggodanke dííte among Sephar loope kato. 
GEN.10.31	Si takamsi abu buku Shem kelok lenla agíke opín-odong, asi-among delokke agom gomuk kasuna ami kídíe. 
GEN.10.32	Si ami kídí tabusi Noah keelok lenna kídí takame. Bulu agí-agí opín-odong kasula, asi-among kasula, puumu gírongem mili parlenkune.
GEN.11.1	Kerape tani amoso, agom atelpe pobosula gomuge akam dungai. 
GEN.11.2	Edílo ami kídíde sanggodanlo magoola yégoodungem bulu Babilon amolo yiibeko mapaala delo dungato. 
GEN.11.3	Delo bulu pobosuto, “Kaju ngolu itangem edíídope romla ilaju.” Dekepe ila bulu itang píla delokke dekedem gagbomnape mutkyon kato. 
GEN.11.4	Depe ipala bulu manbosuto, “Kaju ngolu doolung luuneko ilenla, taleng telokai píídope ponyuk ekumko molaju; depe imílo ngoluke amíne kayé delokke ngolu tani amoso yépit-yéyit bosumayé.” 
GEN.11.5	Delo 
GEN.11.6	Delo 
GEN.11.7	Kaju, ngolu tokla buluke agom aradelo aní-aní gomugem sobí-soyél sulíkla, bulum tatkén bosu yimadope ilaju.” 
GEN.11.8	Depeila 
GEN.11.9	Depeila delok amínem Babilon emla mínto, kapeila delo 
GEN.11.10	Shemke odong kídíe si: puumu gíronge taknyinape idoem, Shemke dítak língkolo dugríge píídoem, bí Arpakhshadme oto. 
GEN.11.11	Arpakhshadme orongem Shembí dítak língko pilngoko yéla ome-uem ayoko oto.
GEN.11.12	Edílo Arpakhshad takying angum kolang takngoko yétodí delo bí Shelahme oto. 
GEN.11.13	Shelahme orongem Arpakhshad dítak língko appi kolang tagumko yéto. Bí abíd ome-ue kom kato.
GEN.11.14	Edílo Shelahbí takying angumko yétodí, delo bí Eberme oto. 
GEN.11.15	Eberme orongem Shelahbí dítak língko appi kolang takying angumko yéto, delokke abíd ome-uete kato.
GEN.11.16	Edílo Eberbí takying angum kolang takpi píítodí, delo bí Pelegme oto. 
GEN.11.17	Pelegme orongem Eberbí dítak língko appi kolang takying angumko yéto. Bí abíd ome-ue kom kato.
GEN.11.18	Edílo Pelegbí takying angumko yétodí, delo bí Reume oto. 
GEN.11.19	Reume orongem Pelegbí dítak língko annyi kolang dítak konangko yéto. Bí abíd ome-ue kom kato.
GEN.11.20	Edílo Reubí takying angum kolang taknyiko yétodí, delo bí Serugme oto. 
GEN.11.21	Serugme orongem Reubí dítak língko annyi kolang dítak kínídko yéto. Bí abíd ome-ue kom kato.
GEN.11.22	Edílo Serugbí takying angumko yétodí delo bí Nahorme oto. 
GEN.11.23	Nahorme orongem Serugbí dítak língko annyiko yéto. Bí abíd ome-ue kom kato.
GEN.11.24	Edílo Nahorbí takying annyi kolang konangko yétodí, delo bí Terahme oto. 
GEN.11.25	Terahme orongem Nahorbí dítak língko kolang takying kolang konangko yéto. Bí abíd ome-ue kom kato.
GEN.11.26	Edílo Terah bí dítak íying kínídko yétodí, delo bí Abram, Nahor, delokke Haranme oto.
GEN.11.27	Terahke odonge sipe idung: Terahbí Abram, Nahor delokke Haranke abue delokke Haranbí Lotke abue. 
GEN.11.28	Haranbí bím olenko Saldian among lokke Ur doolunglo, abu turdung adape sikai.
GEN.11.29	Abram lang Nahor bínyi mime bomto. Abramke mime amíne Sarai delokke Nahorke mime amíne Milkah. Milkah bí Haranke ome, delokke Haranbí Iska keeteng abue. 
GEN.11.30	Saraibí negenpe ila ome-oo kamato. 
GEN.11.31	Terahbí bík oo Abram melang bík oten, Haranke oo Lotme delokke Abramke mimepe inam bíkke nyameng Saraime Babilon among lokke Ur delok gílenbola Kanaan amope gíboto. Bulu Haran moole lope gíríla dungato. 
GEN.11.32	Delo Terah bí dítak língko annyi kolang takngoko turpala sikai.
GEN.12.2	Nom ngo botteruna opín kope imoyé. Ngo nom utepooroem ruulíkla, nok amínem bottemoyé, depe ikolok no utepooro leríng amipe iyé.
GEN.12.3	“Séko nome utepooro políkyédí,
GEN.12.3	dem ngo utepooroem ruulíkyé.
GEN.12.3	Delokke séko nome péyédí,
GEN.12.3	deme ngo péyé,
GEN.12.3	delokke nokkelok tani among sokke opín kídí tabunge,
GEN.12.3	ngok utepooroem paayinyé.”
GEN.12.5	Abrambí bíkke mime Sarai melang bík bíro oo Lotme delokke buluke erang tabung emlang Haranlo ami paanam takamem Kanaan amope gílenboto.
GEN.12.5	Edílo bulu Kanaanlo píítodí, 
GEN.12.6	Abram bulu among raadang delok gílang, Shekem ayirlo duuna Moreh lokke kumsuko esing delo pííto. Delo longe delo Kanaan ami kídíe among delo yébomdo. 
GEN.12.7	Delo 
GEN.12.8	Delokke bí Bethel lokke sanggodan díítumlo gíto, delokke bík tombuem Bethelke anggodan delokke Ai doolungke sanggodan pénsamlo holíkpala, 
GEN.12.9	Delokrongem Abram bí among delokke sokkodan, Negeb danpe entoku.
GEN.12.10	Kanaan among delo dírí-kenoe kato. De yagoyape ila Abram bulu Ijipt amope gíto. 
GEN.12.11	Ijipt amolo píngaduem bík mime Saraime poto, “No mime kamponako. 
GEN.12.12	Edílo Ijipt ami kídíe nom kaayédí, bulu ‘bíkke ménge,’ emla ngom mokala nom turmoyé. 
GEN.12.13	Depeila no ngokke bírme emla manmílo, nok legape ngom turmola aiyope ngom kaarík-tatríksuyé.” 
GEN.12.14	Abram buluke Ijiptlo píírodem, Ijipt ami kídíe Saraime kamporupe kaato. 
GEN.12.15	Edílo Ijipt lokke ruutum kídíe kaatodí, delo Pharaohme Saraike kampodem bulu popala, mimedem Pharaohke ekum delo langaato. 
GEN.12.16	Mime delok legape, Pharaohbí Abramme ai-kampope kaarík-tatríkla, gooru, mér sobén, gado delokke béérang kídíemlang uut simon daadiloope bigulto. 
GEN.12.17	Idola Saraike legape 
GEN.12.18	Delo Pharaohbí Abramme tomla sipe poto, “Kape no ngome sikepe ikan? Mimesi nokke ménge emla kape ngom pomatone? 
GEN.12.19	No kape, ‘Bí ngok bírme,’ emla ngome mimepe lamokan? Menape nok mimesim laasula no gígétoku.” 
GEN.12.20	Delo Pharaohbí ami kídíem políkla, bíkke mimedemla ato-siro tabudem ila bím gílen motoku.
GEN.13.1	Ijipt delok Abram lang bíkke mime delokke bíkke bomnam ato-siro tabung delang Lot bulu Negeb amongpe gítoku. 
GEN.13.2	Abrambí gooru-sobén, arem tadok delokke uun em bojéko bomla miremtuai. 
GEN.13.3	Negeb delok bí gílangkula Ai kelang Bethel pénsamlo, kerape bíkke tombu hoko moolop delo píítoku. 
GEN.13.4	Delo kerangke píko runggu delo 
GEN.13.5	Delo Abram kíng gímín gena Lotkom sobéne lang mére bojéko kato. 
GEN.13.6	Depeila bínyi lekope duubosudope among yétade pííram bito, kapeila bínyike simon-silide bojé along bosuto. 
GEN.13.7	Delok teyolo Abramke gooru sobénem kaabomnelang Lotke gooru sobénem kaabomna kídíete lutímínsuto. Delo longe kídí delo Kanaan amielang Perijjit ami kídíe amongdem duubomto. 
GEN.13.8	Depeila Abrambí Lotme pobosuto, “Ngonyike pénsam lolang ngonyike simon siliem kaabomna kídí pénsamlo lumín kabosupe aimang, kapeila ngonyi erang atele. 
GEN.13.9	Nok keraso among tabusi kamanía? Ngonyi yépan bosulape. Nok mííbanamem topongtoka. No lakkédanem toyémílo ngo lakbígem delokke no lakbígem toyémílo ngo lakkém toyé.” 
GEN.13.10	Lot kanggo sudola kaatoname Jordan asi toktíng tabude Joar loope asi kala Ijipt among kísape ido, delokke 
GEN.13.11	Depeila Lotbí Jordan asi toktíng tabudem toto, delokke Lot sanggodanpe byakla bínyi yépan bosuto. 
GEN.13.12	Abram bí Kanaan amolo duuto, delokke Lotbí yiibe among delokke doolung luune kídílo dungala bíkke tombu ekumem Sodom doolung loope muato. 
GEN.13.13	Sodom lokke ami kídíe atírumana, paab agérlo gértína amipe 
GEN.13.14	Lotke duupansurongem, Abramme 
GEN.13.15	Nok kaanam among tabusim, ngo nomlang nok otíng-oyinem yénam takam legape bisuyé. 
GEN.13.16	Ngo nokke otíng oyinem among sokke demul kísape imoyé. Among demul sim saplanade nok otíng-oyin emkom saplayé. 
GEN.13.17	No darepla among sime, ape pelang adoope magootoka, kapeila sim nom ngo biyé.” 
GEN.13.18	Delokrodem Abrambí bíkke tombuem taala, Hibron ayir lokke Mamrelo duuna Kumsuko esing kako delo dungadola, 
GEN.14.1	Babilon among lokke Amraphel rojake longelo, bí lang Ellasarke roja Ariok, Elamke roja Kedorlaomar lang Goiimke roja Tidal bulu; 
GEN.14.2	Sodomke roja Bera, Gomorrahke roja Birsha, Admahke roja Shinab, Jeboiimke roja Shemeber delokke Belake roja (dem Joar emlate mandung) bulum takame mimak imínsupe gílento. 
GEN.14.3	Si roja pilngosi magpépe ibosula supakke Sina Siyéng emkunam Siddim Yiibe delo gídumsuto. 
GEN.14.4	Bulu Kedorlaomer rojake rumkílo dítak íying kolang annyikope duupala dítak íying kolang angumnanalo bík mirupe gerepto. 
GEN.14.5	Takying kolang takpinanalo Kedorlaomer bí roja angong magpépe ina kídíem gíbola, Ashteroth Karnaim lokke Rephimme, Ham lokke Jujimme, Kiriathaim yiibe lokke Emimme, 
GEN.14.6	delokke Edom díítum lokke Horith kídíem mimak ila, ikumla, yépol mooruk among abelo duuna Elparan loope monlíkto. 
GEN.14.7	Delokrongem bulu gílat sulangkula, Enmishpat emlate mannam Kadeshpe gílangkula, Amelek doolung kídíem mimak ila, ikumla, Hajajon Tamarlo duuna Ammorit ami kídíemte ikumto.
GEN.14.8	Delo Sodom, Gomorrah, Admah, Jeboiim delokke Bela lokke roja kídíde buluke maglíngem gíbola Siddim Yiibelo: 
GEN.14.9	Elam, Goiim, Babilon delokke Ellasar kídíke roja appiem roja pilngode mimak imínsuto. 
GEN.14.10	Siddim yiibelo alkatarang arung mílí katuai. Edílo Sodom kelang Gomorrahke roja annyide mimak delok dugnyokkupe itodí, arung kídí delo bínyi obung líkkai. Idola abíd roja angumde díítelo dugnyok sanggekai. 
GEN.14.11	Roja appide Sodom keelang Gomorrah lokke ato-siro tabungem delokke donam-tíínam kídíemte língkutpala enkaku. 
GEN.14.12	Bulu, Sodomlo duuna Abramke bíro oo Lot melang bíkke ekuserang takamemte bomtak sukaku.
GEN.14.13	Idola amikone dugnyok langkula, Amorit ami Mamreke kumpom esing delokke anínlo duuna Hibru ami Abramme legang takamem popabito. Mamre lang bíkke bíro Eskol delokke Aner bulu Abramke magpépe ine. 
GEN.14.14	Edílo Abram, bíkke bíro uem umbomkai emla tattodí, 
GEN.14.15	bíkke ekumlo olennam ami kídíem, midum língko angum kolang midum íying kolang píínyiko tomdumsula, yuem mimak iyabomla, bulum ikumla Damaskas línggíng Hobah moolop deloope monlíkto. 
GEN.14.16	Depe irodem bí bíkke bíro oo Lot melang bíkke ekuserang kídíem delokke mime kídíemlang ami kídíem aasibotoku.
GEN.14.17	Edílo Abrambí Kedorlaomer melang bíkke roja angong kídíem mimaklo ikumpala aatokudí delo Sabhe yiibe delo (dem roja lokke yiibe emlate mantuai) Sodom lokke roja bím kaaríksupe gíríkto. 
GEN.14.18	Delo Melkijedek, Salem lokke roja pelang Kedon Yalumna Shédíke mirípe inabí, ettíng loklang onggur alanglok bomríkla gíríkto. 
GEN.14.19	Bí Abramme utepooro agom políkdola poto,
GEN.14.19	“Among talengem pína,
GEN.14.19	Kedon yalumna Shédíbí,
GEN.14.19	bík utepooroem biyar kalangka.
GEN.14.20	Delokke nome miru teyolo ikummodope imona,
GEN.14.20	Kedon yalumna Shédíme yidgedung.”
GEN.14.20	Delo Abram, bíkke mirulok paalenkunam ekuserang takam delokke íying sanpegem Melkijedekme bisuto.
GEN.14.21	Sodomke rojade bím poto, “Ekuserang dem no bomtoka, idola ami kídíem ngom bitokuka.”
GEN.14.22	Delo Sodomke rojadem Abram manto, “Among talengem pína 
GEN.14.23	nokke enno demangkom leyug rímo delokke ekurang atí bommayé. Demamílo ngomin Abramme mirem motone emla no manyé. 
GEN.14.24	Ngo agísukepe atí lamayé. Ngok ami kídíe ingkuemdí dotone delo petom ngo irísuyé. Idola ngokke magpéé Aner, Eskol delokke Mamre bulum tarongem laamotoka.”
GEN.15.1	Sikesim irongem Abramkíng, 
GEN.15.2	Abram poyansuto, “E 
GEN.15.3	No ngome ome-oo bimanam legape, ngok abíl konemin ruutumem doge bomyékune.” 
GEN.15.4	Delo 
GEN.15.5	Delo Abramme 
GEN.15.6	Abram 
GEN.15.7	 bí bím poto, “Ngomino nome Babilon lokke Ur doolung lok laalenla, sim amosim yébomdope tomlenna 
GEN.15.8	Abram bím poto, “E 
GEN.15.9	Bí bím poto, “No dítak angum-angumna ruoko, bénbílko, méroko delokke pekí kolang perong ooko ngok keraso bomalangka.”
GEN.15.10	Dekedem Abram bomala pettang kídí kékondem raadanglok papansula, pakétonam tarong eelendem laaríksula, orek annyikope leeto. 
GEN.15.11	Edílo sogum kídíe simangdem aabomtodí, Abram dekedem monpakla ibomto.
GEN.15.12	Doonyi uangdelo Abrambí pesola danname ila yagorupe immie iyato. 
GEN.15.13	Delo 
GEN.15.14	Idola bulum ipusilééla ina kídídem ngo edo rayéku, delokke edílo bulu delok gílen yékudí, bulu yagorupe ekuserang kala lenyéku. 
GEN.15.15	Idola no agísuedan mijing jingkaklo ai-kampope sila, nok abu buku kídarlo gíyéku. 
GEN.15.16	Bulu siirum appinalo so aalatsuyéku, kapeila Amorit kídíke deemang amoe apíngmangada.”
GEN.15.17	Edílo doonyie uala kaamotodí, míkkíe ila, eme írna peking kolang írna meruko adín pakénam kídí pénsam delok gíto. 
GEN.15.18	Delo longe delo 
GEN.15.19	Kenit, Kenijjit, Kadmonit. 
GEN.15.20	Hittit, Perijjit, Rephaim, 
GEN.15.21	Amorit, Kanaan, Girgashit delokke Jebusit among kídí sim ngo biyé.”
GEN.16.1	Abramke mime Saraibí, bím atí ome-oo obimato. Saraibí Ijipt lokke Hagar emnam pakneko kato. 
GEN.16.2	Iname, Abramme Sarai sipe poto, “
GEN.16.3	Kanaan amonglo takying kope Abramke duudoem, bíkke méng Saraibí Ijipt mime Hagarme, Abramke éémépe laabito. 
GEN.16.4	Abramke Hagarme éémépe bomrongem, bí koo gela, ane ruutum Saraike teyolo adum-ale ibomto.
GEN.16.5	Depeila Sarai Abramme poto, “Ngok teyoso imemnamde nokkelo kakalangka. Ngo nom éémépe, ngok paknem bito. Edílo bí koo gekadí, delo kape bí ngom adum-ale ibomkan? 
GEN.16.6	Idola Abram Saraime poto, “Kaatola, nok paknede nok alag lomin duune. Nok míngkorpe no bím itoka.” Depeila, Saraibí Hagarme atímape ebín-ebon ibomla, bí dugnyok gekai.
GEN.16.7	Shur doolungpe gína bedang delokke korong rojíkkolo 
GEN.16.8	sikepe íngkíto, “Saraike pakne Hagar no, ingkolokda aaton delokke ingkoloda gídakne?”
GEN.16.8	Delo bí poyansuto, “Ngok ane ruutum Sarai kelok dugnyok gedung.”
GEN.16.10	 ke kotokide sikepe poto, “Nok otíng-oyinem, ngo sanam yimadupe mití-maglíngpe imoyé.” 
GEN.16.11	Delo 
GEN.16.12	“Bí moonam gado kísape yéla, bí ami mirupe, amie bík mirupe iyé, delokke agíke edung-erang lokkete mootepe yéyé.”
GEN.16.13	Hagar agíem íngkísuto, “Ngo arope Shédíme kaala, bím kaarongemte turla yédunaya?” Depe míípala, bím lupona 
GEN.16.14	Depeila Kadesh kelang Berod raadalo duuna déérung dem, Birlahairoi
GEN.16.15	Hagarbí Abramme ooko obila, delok amínem Ishmael emto. 
GEN.16.16	Abramke dítak íying píínyi kolang takkéko idoem, Hagar Ishmaelme oto.
GEN.17.1	Edílo Abramke dugríge, íying konang kolang dítak konang todí, delo 
GEN.17.2	Ngo nokkíng daapong ibosula, nome yagorupe parmoyé.” 
GEN.17.3	Delo Abram lebíng konídola kumsuto. Delo Shédíbím potoku, 
GEN.17.4	“Kaatola, ngok daapongem nokkíng ibosuto, no mití-maglíng opín kídíke abupe iyé. 
GEN.17.5	Nok amínem Abram emyimape, Abraham emyéku, kapeila ngo nom mití-maglíngke abupe imoyé. 
GEN.17.6	Nom ngo yagorupe parmola, nokkelok ngo opín kídíem kalenmola, nokkelok roja kídíete lenyé. 
GEN.17.7	Ngokke daapongem, ngonyike pénsam lolang nok otíng-oyin loope, agínpe iyar bompenam daapongpe imoyé, delokke nokkelang nokke méélam otíng-oyin keepeteng, ngo Shédípe iyé. 
GEN.17.8	Delokke nokke supakke yégongko among sime, nomlang nok otíng-oyin kídíem, sim takam Kanaan among sim agínpe bomyar bomdope ngo biyé, kapeila ngo nokkelang buluke Shédípe iyé.” 
GEN.17.9	Abrahamme Shédíbí poto, “No agísuelang nokke méélamke otíng-oyin kídíe, ngok daapong sim siirum-siirum loope bomyar langka. 
GEN.17.10	Simoko nolang nokke méélamlo, nok otíng-oyinke bomyarpenam ngok daaponge: noluke aralo milokong tabungde dínbíng iyodsuyé.
GEN.17.11	Nolu agí adínlo dínbíng iyodsuyé, simoko nokkela ngokke pénsamlo daapong iyode. 
GEN.17.12	Longe píínyina ojingem dínbíng iyodyé, delokke sime siirum-siirum loope, noluke agí osunam oo kídíemlang noluke mootelok laala agíke ekumlo duubonam delokke luyulok langaanam abíl milokong tabunge iyargela iyodsuyé. 
GEN.17.13	Si nokkelang ngok pénsamlo, ibosutonam turyarna daapong iyodem kaananape iyé. 
GEN.17.14	Ingko milokongedí agíke dínbíngem iyodsumayéne, bím ngokke amikope sanyimayé, kapeila ngokkíng bí daapong iyodem igemang.”
GEN.17.15	Delo Shédí Abrahamme potoku, “Nokke mime Saraime, Sarai emyimape supak kelok ila, Sarah emla mínlangkuka. 
