MAT.1.1	Yesus Kristus, opirati Daud muno Abraham aya ajavip, avaki no susye so rai:
MAT.6.2	Weti wapare wapo ana inta raunanto vatano awa ananuge meweno mansaije mai, vemo wapo wapa ana wadave rararimbe no vatane mansamune rai nora, weye vatano awa angkarije ntapekane wo raveare omaisy. Arono wo ana inta raunanto vatano awa ananuge meweno mansaije mai, manayanambe wo ana umaso raroron no yavaro sambaya rai muno unanui akokoe ama yasyine rai, indamu vatano wanui wo maen, wo mararimbe. Syo raura tugaive: awa ana wo rave umaso ama ine mamo wo rauga to, weti kovo kaijinta ratayao mo mansanyute ramu. 
MAT.6.3	Weramu weapamo wapare wapo ana inta raunanto vatano awa ananuge meweno mansaije mai, syare wapo raunanto maninimbe, indamu vemo vatano kaijinta wo raen nora. 
MAT.6.4	Wirati wapa ana wadaveowe mamo vatane wantatukambe rai, yara wapa Ajayo no no munijo ntiti Obo pi po raen. Po raen umba Po kove ratayao ti ntuna mo wasanyut no munijo ntiti.”
MAT.6.5	“Arono wapo sambaya raura seo Amisye ai, vemo wasambayambeare vatano awa angkari ntapekane mansamaisy inya. Weye onawamo manayanambe vatane wo mansararimbe, weti ube sambayambe wo awa sambaya raura seo Amisye ai no taiso: manayanambe uta usayai no yavaro sambaya ama uga rai muno unanuije ama radiri rai, indamu vatano wanui wo maen wo mararimbe. Syo raura tugaive: awa ana wo rave umaso ama ine mamo wo rauga to, weti kovo kaijinta ratayao mo mansanyute ramu. 
MAT.6.6	Weramu wapare wapo sambaya raura seo Amisye ai, weamo syare wasisa no tanoan, wapo unsanda rauguji umba wasambayambe seo no wapa Ajayo vatane wo aeno mansami rai jewene Ai. Umba wapa Ajayo wepi po wapa ana wadave maninimbe umaso raen, indati Po kove ratayao ti ntuna mo wasanyut no munijo ntiti.
MAT.6.7	Arono wasambayambe wapo raura seo Amisye ai, syare vemo wapo ayao ama ine meweno raije raura kewabe tutir inya, maisyare vatano wantatukambe Amisyo tugae ai wo rave ramaisy inya. Ubekera ware usambayambe tai mai da nggwaravain dave wirati Amisye po raraniv. 
MAT.6.8	Vemo wapo mansamai nora, weye wapa Ajayo Amisye po wapa ana wabekedaije raen to arono wapo anajo rainy!”
MAT.6.9	“Weti syare wasambayambe taiso:
MAT.6.9	‘Reama Injayo Amisy, Winyi ntuna no munijo ntiti.
MAT.6.9	Reamare vatan tenambe wo Nya tamo ndandinit rararimbe.
MAT.6.10	Reamare winde wimbe akarive mine so rai tenambe.
MAT.6.10	Reamare vatane utavondi Nya bekere rai no mine so,
MAT.6.10	maisyare muno Nya naite utavondi rai no munijo ntiti wemaisy.
MAT.6.11	Reamare Nyo reama anaisyo unumeso raunande reansai.
MAT.6.12	Reamare Nyo reama ayao kakai rapaya reansai,
MAT.6.12	maisyare muno reamo vatano kai awa ana udave ti ngkakai reansai rapaya mai wemaisy.
MAT.6.13	Vemo Nyo reansaugavo ana mo reansatopane raron nora, yara Nyo reansapaya Anakakai Akoe apa mamune rai.
MAT.6.13	Weye Amisy wimbe akarive vintabo,
MAT.6.13	Nya vambunine manya vintabo,
MAT.6.13	muno Nya kovo ntiti ntoa nuge nuganui. Amin.’
MAT.6.14	Ranivara wapo vatane awa ayao kakai wo rave wasai rapaya, indati wapa Ajayo no no munijo ntiti Po wapa ayao kakaije rapaya wasai. 
MAT.6.15	Weramu ranivara wapo vatane umaso awa ayao kakai rapaya jewen, indati wapa Ajayo Amisye po wapa ayao kakai rapaya wasai tavone jewen.”
MAT.6.16	“Arono wasatawandijo marore rai indamu wabe sambayambe, vemo wapo vatano awa angkarije ntapekano maije mansamaisy inya. Weye arono vatane umaso matawandijo marore rai, mansamun mpaparasyi rai rave. Syo raura tugaive: awa ana wo rave umaso ama ine mamo wo rauga to, weti kovo kaijinta ratayao mo mansanyute ramu. 
MAT.6.17	Weramu weapamo wapare wasatawandijo marore rai indamu wabe sambayambe, syare wapo wasamune rarondom muno wasakarivuinye rapirak, 
MAT.6.18	indamu vemo vatane wo wapa wasatawandijo marore rai raen nora. Yara wapa Ajayo vatane wo aeno mansamije rai jewene Obo pi po wasaen. Umba wapa Ajae umaso pi po wapa ana wadave maninimbe umaso raen, indati Po kove ratayao ti ntuna mo wasanyut no munijo ntiti.”
MAT.6.19	“Vemo wapo romano mine vone so ranugande inya, weye romano mine vone so noa nugoenta ramu. Weye romano mine vone somamo katatindopane muno kararire mo raotadi, muno vatano wanaonoambe ude wo rangkaokaibe. 
MAT.6.20	Yara syare wapo romano munijo ntiti ranugande, omirati katatindopane muno kararire mo raotadije jewen muno vatano wanaonoambe wo rangkaokaibe wasaije jewen. 
MAT.6.21	Are pirati po romano mine vone so bo rakani, opamo anuga ntento irati anakotaro mine vone so rai. Yara are pirati po Amisye apa kovo no no munijo ntitije bo rakani, opamo anuga nseo irati Amisye ai.”
MAT.6.22	“Wasamije raurata irati yawainyo mbaro wasanuga raije rai. Ranivara wasamije ngkov, indati wasanuga mbar. 
MAT.6.23	Yara wasamije ngkakai, indati wasanuga ngkaumudi. Wasamije makakave, weaveti wasanuga ngkaumudi rave.
MAT.6.24	Wapare wapo Amisye pe romano mine vone so me yakani kava, indati mamaisye ramu. Maisyare muno ananeneae so ramaisy: Vatane inta panapatambe vatane jirume yai, wea indati bekobe apa akarije inta ai rave, yara akari inta pamo indati panapatambe ai kobe jewen. Muno opamo tavondi akarije inta apa ananyaowe rai, yara ponayo kaijinta apa rai. Weti wapare wabekero Amisye ai muno romane rai kava omamo mamaisye ramu.”
MAT.6.25	“Maisyare omai ti, syare vemo wasanuga mamauno anakotaro mine vone so rai nora, maisyare wapa ana wadaisye, muno wapa ana wadamaname, muno wapa ansuno wapo rave rai jinya. Arono wangkova wano no mine so, ana mbe mobe mamo anaisye muno ansune ma jewen. 
MAT.6.26	Syare wapo insanijo wawake maen. Onawamo wo nyoamane rayanyume ramu, wo ama mane ranugane ramu, muno wo ama mane ranugande no awa yavare ramu. Weramu wapa Ajayo no no munijo ntiti Pi po maeranande! Amisye pare vatane weapirati wapanakoeveo insanije mansakivan, weti tugae Po wasaeranande! 
MAT.6.27	Wapare wabekero wapa matam akari ravera nggwaravainy, weapamo wamamaisye ramu, yara Amisye bo pi mamaisy. Weti vemo wasanuga mamauno wapa matam akarije rai nora.
MAT.6.28	Wabeanimaibe wasanuga mamauno ansune rai? Syare wapo kavasasije ama uge ratantona rati. Kavasasije mo ansune rakasyuge ramu, weramu Amisye po ama uge raugaje rai indamu mbe ansumbe. 
MAT.6.29	Akarijo Titi Salomo apa ansune ngkov, weramu kavasasije ama ugem ngko dave raveo Salomo apa ansune rakivan. 
MAT.6.30	Maisyare omaisy, Amisye po ansuno ngko dave raunanto kavasasije rai, wemi ama ugem noa masyote inta yai vavai umba ngkanen kobe. Weramu Amisye pare vatane weapirati wapanakoeveo kavasasije rakivan, weti tugae Po ansuno mamaisye inta raunande wasai tavon aje. Arakove, wabeanimaibe wapanave Sya ananyaowe so raije jewen?
MAT.6.31	Maisyare omai ti, vemo wasanuga mamaun inya, wapare, ‘Animaisye mirati wandaisy? Animaisye mirati wandamanam? Ansuno rui mirati wandave?’ 
MAT.6.32	Vatano wantatukambe Amisye ai wo anakotare umaso rakani tutir. Weramu wapa Ajayo no no munijo ntiti Po wapa bekedaije raen tenambe, weti vemo wasanuga mamauno rai nora. 
MAT.6.33	Yara syare wabeker indamu Amisye be akarive wasai muno watavondi Apa bekere rai, wea indati Po anakotare umawe raunande wasai vintabo. 
MAT.6.34	Ti vemo wasanuga mamauno simane so rai jinya. Weye masyoto unumeso anakotaro wapo rantotobe manui, weti syare siman umba wapo ama ana nsosobe rantotobe.”
MAT.7.1	“Vemo wapo vatano kaijinta maura nanto awa ayao kakai rai ra mangke rapatimugo mai jinya, inda vemo Amisye po mangke rapatimugo wasai tavon inya. 
MAT.7.2	Wapare wapo mangke raugaje vatano kaijinta mai, weamo indati Amisye po mangke raugaje wasai tavon. Tauno wapo veano vatano kaijinta mataun omamo Amisye po rasarirae akare, Po veano wasataun tavon.
MAT.7.3	Wabeanimaibe wapo vatano kaijinta awa ayao kakaije bo raen, yara umba taune wapa ma wadaene ramu ge? Omamo maisyare wapo inyo kengkene raen no wapa arakove inta amije rai, weramu taune wapantukambe inyo vasye akoe ngkapi no taune wasamije raije rai. 
MAT.7.4	Wabeanimaibe wapo raura wapa arakove mai wapare, ‘Winde syo inyo kengkeno no namije raije wato raugaje namije raora,’ yara umba wapantukambe inyo vasyeo no taune wasamije rai wato rai je? 
MAT.7.5	Weapamo wapa angkarije ntapekan! Syare wapo inyo vasye raugaje taune wasamije raora rati, inda wapo ana raen kakavimbe, wea umba wapo wapa arakovo kaijinta awa raugajeamo mamaisy.
MAT.7.6	Vemo wapo ayao Amisye raura tutir nanto vatano wonayo raije mai jinya. Wenawamo maurata makeowe; arono wo ayao Amisye ranaun usarirae akare, wo wasatao. Muno maurata ugeowe, wo ayao Amisye so ratakadoyadi.”
MAT.7.7	“Syare wapo Amisye anajo, indati Po raunande wasai. Wapo rakani, indati wananta rai. Wapo unsanda rananepat, indati Amisye po unsanda rausiso wasai. 
MAT.7.8	Weye are pirati po ranajo, opamo Amisye po raunande ai. Are pirati po rakani, opamo indati nanto rai. Are pirati po unsanda ranenepat, opamo Amisye po unsanda rausiso ai.
MAT.7.9	Syo raura ajae wasai: Arono wapa arikainye woyovo anaisye rai, weamo wapo anaisyo kove raunanto mai, yara wapo orame raunanto maije ramu. 
MAT.7.10	Arono woyovo jiane rai, weamo wapo jiane raunanto kobe mai, yara wapo tawae raunanto maije ramu. 
MAT.7.11	Weapamo ayao kakaije no wasai, weramu wapo anakotaro ngkove raunanto wapa arikainye mansai. Maisyare omai ti, wapa Ajayo no no munijo ntiti Opamo kakavimbeo wasakivan bintabo, weti tugae Po ana ngkove raugaje Apa arikainye wasai arono wapo anajo.
MAT.7.12	Ananyao Musa muno Ayao Anawae ama ine mamo ranugan bintabo irati ananyao intabo so rai: Weabekero vatano kai awa ana udave ngkovo wasai rai, weamo weapa ana wadave ngkovo mansai tai wemai tavon.”
MAT.7.13	“Syare wasisa unsanda nandi nto no kovo nuge nuganuije rai. Unsanda nto no tanamo mbadururo nuge nuganuije omamo manakoe muno nsaneka, weti mawe dave vatane mansai, wanui nawirati wo raita. 
MAT.7.14	Yara unsanda muno unanuijo nto no kovo nuge nuganuije omamo nandi. Muno vatano usisa rai wanui jewen, yara kavinta vayave.”
MAT.7.15	“Wasyisyaube irati anawae angkarije mansai. Weye ude wasai maninimbe, maurata irati domba kokobe wemaisy, weramu manuga nsansinao maisyare make sivuinyoe. 
MAT.7.16	Awa ana wo rave mi wapo raen ti wapare, ‘Sopamo anawae angkarije pije.’ Weye inyo mane mamo mamaisyo ama mote rai. Inyo moto mamun omamo mo mano kovo manavane rauguje ramu. 
MAT.7.17	Inyo moto kove mo mano kove rauguje, yara inyo moto kakaije mo mano kakaije rauguje. 
MAT.7.18	Inyo moto kove mo mano kakaije rauguje ramu, muno inyo moto kakaije mo mano kove rauguje ramu. 
MAT.7.19	Inyo moto ama mane ngkakai, omamo indati rate umba ramaugusya ramero taname rai. 
MAT.7.20	Maisyare omai ti, wapo anawae angkarije awa ana udave ti ngkakainoanive raen, indati wapare, ‘Sopamo anawae angkarije pije.’ ”
MAT.7.21	“Vatan inta nanawirati wo inawain ware, ‘Reama Akari, Akarijo Winy,’ indati usisa munijo Amisye be akarive rai raije ramu. Yara vatano are nawirati utavondi Sya Injayo no no munijo ntiti Apa bekere rai obo nawirati usisa. 
MAT.7.22	Arono munije ama akari vatane wanui wo raura nande ware, ‘Reama Akari, Akarijo Winy! Nyo reansaen weye reamo ayao Amisye ravovo Nya tame rai to. Reamo anawayo kakaije mawatano Nya tame rai, muno reamo anapaporainyo manuije rave Nya tame rai to.’ 
MAT.7.23	Arono naije umba Syo raura kakavimbe mai syare, ‘Syantukambe wasai! Weti wanaji da wata no wato. Weapirati kakai ntipu wasai tutir!’ ”
MAT.7.24	“Are pirati po Sya ayaowe ranaun muno tavondi rai, opamo aurata irati vatano akarije mbar weti po yavare rauseo nteto kopa matuge rai. 
MAT.7.25	Arono maruge maje, manayame njam muno ovaro mbambunine nande mo yavare umaso ranepat, weramu yavare umaso nteto matuve, weye rauseo nteto kopa matuge rai. 
MAT.7.26	Yara are pirati po Sya ayaowe ranaun muno tavondi raije jewen, opamo aurata irati vatano pantatukambe ti po yavare rauseo nteto nayavo ndurudi rai. 
MAT.7.27	Arono maruge maje, manayame njam muno ovaro mbambunine nande mo yavare umaso ranepat, umba merer kobe, umba mandamisyije manakoe rave kobe.”
MAT.7.28	Yesus po ayao umaso raurana mewen, umba vatano wanuije umawe unantaive Apa ananyaowe rai, 
MAT.7.29	weye Po mansanyao vambunimbe. Muno Apa ananyaowe nsasyeo kuruno Yahudi awa rai, weye Yesus po vatane mansanyao maisyare akari apa vambunine no irati ai amaisy.
MAT.8.1	Yesus no no pukam ti paje, umba vatano wanui utavondijo Ai. 
MAT.8.2	Muno vatano aravure mo ave inta de Ai, umba po vukane ranteter no Amun, po raura pare, “Injae, winyare mayar, syare Nyo saumane raunande rinai.”
MAT.8.3	Naije Yesus po vatane umaso aijar, umba Po raura nanto ai pare, “Rimayar, ti syare winsauman.” Naije kobe apa wanene umaso raumandi ai. 
MAT.8.4	Umba Yesus po raura ai pare, “Vemo ndaurao vatane mai jinya. Yara nyoronto no syeno tuna no Yavaro Amisye raije ai, nyo nanakea rarorono ai indamu po raen winyamo sauman to. Umba nyo anakotare raugare rameseo Amisye ai, inda mamaisyo Musa apa ananyaowe rai.
MAT.8.5	Arono Yesus siso no munijo Kapernaum, nait akari Roma inta de Ai muno po anajo, 
MAT.8.6	pare, “Injae, sya arikainyo panapatambe rinaije pamo gwanen dave no yavar. Gwanena, tunaive ti niki tawan no apa niki ri, muno apa yorame mangke dave.”
MAT.8.7	Umba Yesus po raura nanto ai pare, “Syare to Syo saumane raunanto ai.”
MAT.8.8	Weramu nait akari umawe po raura pare, “Injae, vemo winsiso sya yavare rai jinya, yara jewen kai, weye risyamo imamaisye ramu. Weti syare Nyo raura vayave, indati arikainyo panapatambe rinaije umaso sauman. 
MAT.8.9	Vatano apa vambunine manakoe po vatano kaijinta matutir indamu wo apa anakere raijar. Maisyare omaisy ri tavon: sya akari po inatutir, muno risyamo syo naito ibe akarive maije matutir. Syo naite inta atutir poroto, weamo poroto kobe, muno syo naite inta atutir de, weamo de kobe. Weti Winya vemo taune nyoronto inya, yara Nyo ayao bo raura vayave, indati mamaisy aje.”
MAT.8.10	Arono Yesus po ayao umaso ranaun, nantoive rai, umba Po raura nanto vatano utavondi Aije mai pare, “Tugae, nait akari Roma umaso apa anave mamo mo vatano Yahudi awa anave rakivan bintabo! 
MAT.8.11	Syo raura wasai: munije ama akari indati vatano marano wanui ude no ranijo muram, inta ude no ranijo varet, utantuna wisyisyo Abraham muno Isak muno Yakob matavon no munijo Amisye be akarive raije rai. 
MAT.8.12	Weramu vatano Yahudi onawamo wanui rave indati Po mamaugusyo kaumuro marane rai. No ratuije woyov tawan muno usiuri tutir.”
MAT.8.13	Umba Yesus po raura nait akari umawe ai pare, “Nin kai! Nya arikainye pamo sauman to, mamaisyo nya anave rai.” Naije kobe arikainyo panapatambe umawe sauman.
MAT.8.14	Umba Yesus siso no Petrus apa yavar, naije Po Petrus apa anuma raeno nggwaneni ranakea mamoan ti niki. 
MAT.8.15	Yesus po raneme raijar, naije kobe ranakea nsauman, ti nikija nseo umba mo anaisye ratayao indamu wo raisy.
MAT.8.16	Arono mare ngkaumur kobe, vatane wo vatano wanui nanawirati anawayo kakaije siso mai maugavere no Yesusa nui. Yesus apa ayaowe mbambunin ti Po raura vayave awa bo rai, Po anawayo kakaije mawatano vatane umaso mansaora. Muno Po saumane raunanto irati vatano ugwanenoe mansai tenambe. 
MAT.8.17	Ana namije nande indamu mamaisyo Amisye apa ayao wemirati anawae Yesaya po raura rai pare:
MAT.8.17	“Wepi po wama siurije ranawan
MAT.8.17	muno wanggwanen, Po saumane raunande wansai.”
MAT.8.18	Arono naije Yesus po vatano wanuije maen wo awaridi kiani. Weti Po raura nanto Apa arakovo utavondi aije mai pare, “Wade ra wanta no onae tuga ranijo warani.” 
MAT.8.19	Umba kuruno Yahudi inta de po raura Yesus ai pare, “Injayo Kurune, nyare to no rui vayave, syare itavondi Nai.”
MAT.8.20	Umba Yesus po raura nanto ai pare, “Makeo sivuinye apa ateme no ti nikijo rai muno insanije pamo apa ene no ti nikijo rai. Yara Risyi Arikainyo Vatan sya niki raije meweno Rinai. Weti nyare wintavondi Rinai, indati mbeare muno Risya wemaisy.”
MAT.8.21	Apa arakovo tavondi aije kaijinta po raura pare, “Injae, syare Nyo inapaya indamu syakato syo sya injaya antuna rati, umba syakarea itavondi Nai.”
MAT.8.22	Umba Yesus po raura nakananto ai pare, “Syare vatano ugwenen to nawamo wo vatano ugwenen to mantuna kai,
MAT.8.23	Yesus seo no nyoman, umba Apa arakovo utavondi aije usea rai tavon, weti wuruta. 
MAT.8.24	Kavuratawe ovaro repe tende onae umaso rai kobe, ti ama rarene manakokoive mo nyomane ranepat, inta masyo no nyomane ama uga rai. Weramu Yesusa pamo niki. 
MAT.8.25	Umba Apa arakovo utavondi aije ude wo amin, ware, “Injae, Nyo wansapaya kakaije so rai! Kavinta wamansyan!”
MAT.8.26	Umba Yesus po raura nanto mai pare, “Wabeanimaibe wajaniv? Wapa anave mamauna!” Umba seo, Po ovare muno rarene ransopi ti ntanamanin dave.
MAT.8.27	Apa arakove umaso unantaive rave, ware, “Sopamo are pi so, wirati Po ovare, rarene raura ti ntanamanin, ntavono Apa ayao rai so?”
MAT.8.28	Arono Yesus po onae raotar kobe, nanto no vatano Gadara awa munije rai. Nai ratuije vatane ruruma nyo no tinda aipapo rai. Onayamo anawayo kakaije siso yai, weti syivuin dave. Vatane ware uta no we wo yasyani ti wanyare ta kakai. Vatane rurum umaso je Yesus ai. 
MAT.8.29	Umba anawayo kakaijo una no yanuga ugwaino akoeve rave ware, “Arikainyo Amisy, Nyo reansave tai ruimaisye so? Vemo Nyo reansansewabe inya! Yara ama masyote ndea mamai dainya!”
MAT.8.30	No naije ugeye wanui rave wo anaisye rakanive no ratuije. 
MAT.8.31	Umba anawayo kakaije umaso wo raura nanto Yesus ai ware, “Nyare Nyo reansawatan, weamo reamare Nyo reansatutir sisa wana no ugeo wanui rave wato mai.”
MAT.8.32	Umba Yesus po raura nanto mai pare, “Wata!” Weti anawayo kakaije wuje vatane so yaora kobe, umba uta sisa ugeye umawe mai. Uge umawe wansansanan udadoyaro pene rai ti utaoponasyo no onae waraya, ti usayadi kobe. 
MAT.8.33	Vatano wo ugeye umawe makum unajiv, umba ana nande uge mai muno vatane rurumo anawayo kakaije siso yai ma wo raura kakavimbe vatano munijo we mai. 
MAT.8.34	Umba vatan tenambe una no munije umaso ude unande Yesus ai. Umba wo anajo indamu puje irati awa munije raora.
MAT.9.1	Yesus seo no nyoman, Po onae raotar, pakato no Apa munije rai.
MAT.9.2	Naije vatane inta wo vatano tunaive inta augaje nikijo pata rai, umba wo anawanere no Yesusa nui. Arono Yesus po awa anave raen manakoe, Po raura nanto vatano tunaive umawe ai pare, “Arikainyo winy, syare nanuga mbambunin! Syo nya ayao kakaije rapaya nai to.”
MAT.9.3	Umba kuruno Yahudi inta wo ratantona no manuga rai ware, “Ee! Veanimaibe Po rauranare wemaisy? Amisye bo pi mamaisyo Po ayao kakaije rapaya vatane mai, weti Yesus sopamo pangkarivea!”
MAT.9.4	Umba Yesus po awa ana wo ratantona raen no manuga rai, ti Po raura pare, “Wabeanimaibe wapo kakaije ratantona no wasanuga rai? 
MAT.9.5	Syare syo vatane so apa ayao kakaije rapaya ai, weamo wapo ratantona wapare rimamaisye ramu. Wapantukambe Sya vambunine rai, ti wapanave ramu. Weramu Syo anapaporainye inta raroron, indati wapo Sya vambunine raen kakavimbe. 
MAT.9.6	Weti syare Syo saumane raunanto vatane umaso ai indamu wapo raen wapare Risy, Arikainyo Vatan, ribambunin Syo ayao kakaije rapaya no mine vone so.” Umba Yesus po raura nanto vatano tunaive umawe ai pare, “Nseo! Nya tanije rauga da nin kai.”
MAT.9.7	Umba vatano tunaive umaso seo tet ara pakato no apa yavar. 
MAT.9.8	Vatano wanuije umaso wo anapaporainye so raen ti ujaniv, muno wo Amisye ararimbe weye Po vambunino manakoe umaso raunande vatane mai.
MAT.9.9	Yesus puje, umba panya akato. Umba Po vatano po pajak ranugande pemerinta aije inta aen, apa tame mi Matius, tuna no apa tanoano pajak rai. Yesus po awain pare, “Winde tavono Rinai!” Umba Matius seo, pusyo ti tavondijo Yesus ai.
MAT.9.10	Arono Yesus pisyi no Matius apa yavar, vatano wo pajak ranugande akarijo pemerinta aije wanui ude. Muno vatano ayao kakaije no maije wanui ude tavon. Wisyisyo Yesusa pe, Apa arakovo utavondi aije nawe matavon. 
