GEN.1.1	Tota hoqarero Kotiva naaruvavata vatavata autu kero vatora. 
GEN.7.3	Are vo uviri vo uviriqihairavata nahe 7navu qora 7navu ntita vara vera 
GEN.7.4	Maa entaraqaahai 7 entanavu aitarairaqe te aaqu vara kaariraro aaquvano qaqiqai ntuvaqiro viharo 40 entara, entaqivata aatitainaraqaavata ntuvaqiro viharo vataini qaqi variqiro vi vai haikara te autuke vataurauka ekaa aru taiqa kaarire, tiro.
GEN.7.5	Minti tuvaro Noaava Noravano Kotiva tunte iro ekaa haika autu vuru taiqa kora. 
GEN.7.6	Ho Noaava 600 ihi vara ko entara huvura namarivano ekaa maa vatara aqu ravaaqavu kora.
GEN.7.7	Noaavavata, vira maaqunavuvata, vira naatavanovata, vitanta maaqunavu naatavaravata, huvura namarivano haruantorave tivake, 
GEN.7.8	Qaqi aantauvata, kia naa aantauravata, vo uviri vo uvirivata, memaruvata toveqivata, ekaa vataini vau aantauvahika 
GEN.7.9	qoravata nahevata Kotiva tunte iro Noaava 
GEN.7.10	enta 7navu aitarovaro huvura namarivano vataini qovarama vura.
GEN.7.11	Noaava 600 ihi varako entara, 17 enta 2 toraqaa, vataqihairo nora namarivano kumpetaqiro uri vauvaro naaruva qantua vuvaro 
GEN.7.12	nora aaquvano ntura. Nora aaqu ntuvaqiro viharo 40 enta, entaqivata aatitoraqaavata nti vaura.
GEN.7.13	Aaqu ntire u entara Noaava nai maaqunavu Semiravata Haamuravata Iapetiravata, Noaara naatavata, vitanta maaqunavu naatavaravata ntita varero 
GEN.7.14	Vinavuka 
GEN.7.15+GEN.7.16	Kotiva Noaarara tuntemake ekaa qaqi variqi vi aantauvahika qoravata nahevata 
GEN.7.17	Qenti tinta nimitovaro aaquvano 40 entara ntuvaqiro vi vauvaro huvura namarivano vataqihairo qaqiqai uriharo 
GEN.7.18	Huvura namarivano qaqiqai kumpetaqiro uri vauvaro 
GEN.7.19	huvura namarivano qaqiqai kumpetaqiro uriro ekaa vata maatavata nora aiqinavata nampiqama kora. 
GEN.7.20	Huvura namarivano qaqiqai kumpetaqiro uriro ekaa nora aiqinavata uri aatara kero oru viro, oru voqavata 7 
GEN.7.21	Huvura namarivano mintimake vaumanta ekaa vataqaa qaqi variqi vi vau haikauka, uvirive, kuvu aantauvahive, qaakau aantauvahive, vaiinti nahentive, ekaa qutu vura. 
GEN.7.22	Aahara vataqaa aiho vare vau haikauka ekaa qutu vura.
GEN.7.23	Ekaa qaqi variqi vi vau haikauka, vaiinti nahentive, aantauvahive, uvirive, ekaa vi haikara vi haikara Noravano Kotiva vehi autu taiqa komanta Noaavavata, vira hampata vaukavata, vikaqai 
GEN.7.24	Huvura namarivano 150 entara vaiharo ekaa vata maata ravaaqavu kovaro namari virivanoqai vauvaro kia vata maata virivanovata vaura.
GEN.8.1	Noaavavata vira hampata vaukavata 
GEN.8.2	Huvuravano 40 entara kumpetaqiro uri vauvaro, viraqaahairo naaruva tinta kovaro aaqu ntuva tanta vuvaro vataqihairo kumpetaqiro uri vau namarivavata taiqa vuvaro 
GEN.8.3	namarivano oti vaiqi oti vaiqimaqiro viharo kauquru torara mintiaqiro vuvaro 
GEN.8.4	7 tora 17 entaqaa 
GEN.8.5	Viraqaata vauvaro namarivano oti vaiqi oti vaiqimaqiro vi vauvaro 10 tora 1 entaqaa aiqina qoqaa qoqaa iro vaura.
GEN.8.6	Mintuvaro 40 entanavu aitarovaro Noaava vata aaharaiqiainara ampeqamake tavareva 
GEN.8.7	memora atitovaro vahaaqaini oru viro qumina ata varero virante airante i vauvaro vatavano aaharaiqama vura.
GEN.8.8	Memoravano mintiaqiro viharo kia orurante anuvaro Noaava vata aaharaiqiainara ampeqamake tavareva viva uviri vo mirura voqaara atitovaro oru niharo tavovaro 
GEN.8.9	namarivano qaqiqai vataqaa vauvaro vi uviriva utaarirava kia ho vauvaro viva orurantero qaiqaa anintero, Noaava 
GEN.8.10	Viraqaahairo 7 entanavu aitarovaro Noaava 
GEN.8.11	uviri viva oru niro eronaini orurantero 
GEN.8.12	viraqaahairo Noaava naavuqi 7 entanavu voqavata varikero, qaiqaa uviri vira atitovaro viro, kia qaiqaa orurantero aniraitiro, ekaara mini vura.
GEN.8.13	Noaava 601 ihi vara kovaro 1 ihi 1 entaqaa ekaa huvura namarivano otinuvaro vatavano aaharaiqama vuvaro Noaava 
GEN.8.14	2 tora 27 entaqaa tavovaro vatavano anoma kero aaharaiqama vura.
GEN.8.15	Vatavano aaharaiqama vuvaro Kotiva Noaarara tiharo,
GEN.8.16	Arevata, ai naatavanovata, nitanta maaqunavuvata, vika naatanavuvata, nenavu sipiqihai veva ntaate.
GEN.8.17	Ekaa aantauvahivata uvirivata ninavu hampata variaka vara veva kairamanta vika kuvu aramaqi viha ekaa vata maata mpiqaate, tiro.
GEN.8.18	Minti tumanta Noaavavata, vira naatavanovata, vitanta maaqunavuvata, vika naatanavuvata 
GEN.8.19	ekaa aantauvahivata uvirivata 
GEN.8.20	Noaava vevantero Nora Kotira quahama amitareva iharo vo ori vo ori varakero 
GEN.8.21	Iha quara amitovaro Noravano Kotiva vira tavero quahakero tiharo,
GEN.8.21	Te vaiinti okara iruramanta vika vainti naatikaahai qora kaiqa varevaqai vika avu aatoqi vaimanta variarave.
GEN.8.21	Mintiamantavata, kia te qaiqaa vaiintivano qora okara autira kaara maa vatarara tiariraro qoraiqama vuanarove.
GEN.8.21	Kia te qaiqaa ekaa qaqi variqi vi vai haikara namariqohai vehi autu taiqa karerave.
GEN.8.22	Maa vatava variqiro viraro kara uti entavave, kara qanti entavave, vi entava vi entava homa varianarove. Antaaina entavave, totoqaaina entavave, nora kuari itaaina entavave, kia nora kuari itaaina entavave, entaqive aatitaainaraqaave, maa vatava vairaro vi entava vi entava variqiro vuanarove, tiro. Minti turama.
GEN.9.1	Kotiva Noaaravata vira maaqunavuvata koqema nimiteharo tiharo,
GEN.9.1	Ne vainti vata kuvuaramaqi vimanta ni vaintivara airiqiha vata maata mpiqaate.
GEN.9.2	Ekaa vataqaa vai aantauvahikave, ekaa naaruvaini ataqi ni vai uvirikave, ekaa namariqi vai havukaukave, vika ni naatu qeteha vaivarave. Te ekaa vi haikara nima nimuro.
GEN.9.3	Vi haikava vi haikava ekaa qaqi variqi vi haikauka ni karama vaivarave. Haaru enta te naaho maatara tiha, Ni karama varianarove, tiavaunarave. Ho vate te qaiqaama ni tiva nimuro, Ekaa qaqi vaina haikava ni karama varianarove.
GEN.9.4	Vohaa haikaqai ni qioqama tauro. Matiqi naare vainara, viraqaima kia naate. Naareqaahairo ekaa haikavano qaqi variqiro vi vairara ti, te naare qioqama teha kia naate turo. (Kaiqa Varora 15:20)
GEN.9.5	Niqihairo vaiinti vo aru kairaro vira naarevano ntava viraro qutu virera, vira kaara uvama varianarove. Aantauvahivano vaiinti vo aru kairera, vira nai aru kaate.
GEN.9.6	Te vaiinti tenta voqaara autuke vataunarara ti, kia vaiinti aru kaate turo. Vaiinti vovano vo vaiinti aru kairera, vira kaara naivata arukevama varianarove.
GEN.9.7	Ne vaintivata kuvuaramaqi vimanta ni vaintivara airiqiha ekaa vata maata variate turo, tiro.
GEN.9.8	Kotiva minti tivakero viva Noaararavata vira maaqunavuaravata tiharo,
GEN.9.9	Te tiari iriate. Te nivata ne kuvuarama tekaravata irihama, maa uvara tiva taatauke vatarerave. 
GEN.9.10	Sipiqihai ekaa aantauvahive uvirive vevantaaka vikaravata irihama te minti turo. 
GEN.9.11	Te kia qaiqaa ekaa qaqi variqi vi haikara huvura namariqohai vehi autu taiqa karerave.
GEN.9.12+GEN.9.13	Ne vo haika taveha tiha, Ho quqaama Kotiva minti tivakero uva tiva taatau tairave, tiate ti, te tenta ontanta naaruvaini vataari vataini vaika vira viraaqamake tavaate.
GEN.9.14	Te tonavuvata aaquvata varakaaina entara vi entara ontantavanovata vairaqe 
GEN.9.15	te vira taveha, te vate nivata ekaa aantauvahivata vaiha uva tiva taunara iritarerave. Vi uvara iritehama te kia qaiqaa ekaa qaqi variqi vi haikara huvura namariqohai vehi autu karerave. 
GEN.9.16	Ontantavano naaruvaini qovarama vuaina entara te vira taveha, te ekaa vataqaa qaqi variqi vi haikara hampata vaiha uva tiva taunara iritarerave. Te uva tiva taarirava qaqi variqiro vuanarove, tiro.
GEN.9.17	Minti tivakero Kotiva Noaarara tiharo, 
GEN.9.18	(Haamuva Kenaanira qova vaura.)
GEN.9.19	Noaara maaqu taaramonavuqihai ekaa vo vatanaa vo vatanaaka qovarama vi, oru vo vataini vo vataini vaura.
GEN.9.20	Noaava naaho kaiqa vare vau vaiintiva vaiharo viva naane naahoqi 
GEN.9.21	Viva 
GEN.9.22	Mintuvaro Kenaanira qova Haamuva oriqetero tavovaro vira qova tokavano vaite vauvaro viraqihairo vevantero vuru nai vakaatanta tiva nimiro.
GEN.9.23	Haamuva vitanta tiva nimumanta Semika Iapetika vukai tavuna vo varetanta náitanta qova toka vainara tavaarorave ti, náitanta viri qaqini taveha, tavuna tauvaqaihai utu vare rahininimaqi vi vuru nái qora aqu amitora.
GEN.9.24	Ho Noaava vaitoraqihairo himpuvaro vira avu aatovano koqema vuvaro vira maaqu vitihainaava kaiqa varorara iriro, vira kaara viva Haamura vaintivara qoraiqama vuate tiro, mintima tiro:
GEN.9.25	Oho, kairaro Kotiva Haamura maaqu Kenaanira qoraiqama amiteharo vira vara kairaro viva tuvitarero nai vakaukavara kaiqa vaiintivano vaiharo vika paanaa haika vara nimitaarire, tiro.
GEN.9.26	Noaava minti tivakero qaiqaa mintima tiro:
GEN.9.26	Te Semira Variqa Nora Kotira autu tuaherake vauro.
GEN.9.26	Kairaro Kenaaniva tuvitarero Semira paanaa vainti variarire.
GEN.9.27	Kairaro Kotiva Iapetira vaintivara kahaqiramanta vika airi variate.
GEN.9.27	Kairamanta Iapetiva kuvuarama taikavata Semiva kuvuarama taikavata vohaaraqi maateraiqiha variqi vivaro, Kenaaniva Iapetira paanaa haika varaarire, tiro.
GEN.9.27	Noaava minti turama.
GEN.9.28	Nora huvura namarivano taiqo entaraqaahairo Noaava 350 ihi voqavata varaqiro viviro, vuru qutu vura.
GEN.9.29	Noaava maa vataraqaa 950 ihi qaqi varaqiro viro vuru qutu vura.
GEN.10.1	Noaara maaqunavu Semivavata Haamuvavata Iapetivavata nora huvura namarivano taiqo entaraqaahai vinavuka vaiha vo vainti vo vainti vatatora. Vinavuka vainti vatato okarava vaireva, maantimama vairo:
GEN.10.2	Iapetira maaqunavu vaireka, Gomevave, Menkokivave, Madaivave, Javaanivave, Tubaarivave, Mesekivave, Tiraasivave, vinavuka vaura.
GEN.10.3	Mintima vaumanta Gomera maaqunavu vaireka, Asakenaasivave, Ripaativave, Tonkamavave, vinavuka vaumanta 
GEN.10.4	Javaanira maaqunavu vaireka, Elisaavave, Tasisivave, Kitimivave, Dodaanivave, vinavuka vaura.
GEN.10.5	Javaanira maaqunavu vaintivara hininavu nora namari auvahini otu vaumanta hininavu nora namari avutaqi vau vataraqaa otu vaiha vika vo anku vo anku vaiha vo uva vo uva ti vaura.
GEN.10.6	Haamura maaqunavu vaireka, Kusivave, Isipivave, Putivave, Kenaanivave vinavuka vaura. 
GEN.10.7	Mintima vaumanta Kusira maaqunavu vaireka, Sebaavave, Havilaavave, Sapataavave, Ramaavave, Sapatekavave, vinavuka vaura. Mintima vaumanta Ramaara maaqutanta vaireka, Sebaavavata, Dedaanivavata vaura.
GEN.10.8	Kusira maaqu vo Nimirotiva noruqama viro nora vaiintivano vaiharo airi vaiinti nahentiqaa raqikiqiro vi vauvaro 
GEN.10.9	Noravano Kotiva vira quahama amitovaro viva voqama kero qaakau aantauvahi ari vau vaiintiva vaura. Viva minti vau vaiintiva vauvarora tiro, vira autuvano uritara kero vaumanta vaiinti nahenti nái vaintiara tiha, Ike, Noravano Kotiva nivata quahama nimitaira nevata Nimirotira aanante qaakau aantauvahi arivera, tenavu virara koqeve tiataarave ti vaura.
GEN.10.10	Nimirotiva nora vaiintivano vaiharo tota taaramo vatuka, Babelive, Erekive, Akatave, vinavuraqaa raqiki vaura.
GEN.10.10	Taaramo vatuka vinavuva Sinaa vataini vaura.
GEN.10.11	Ho Nimirotiva Sinaa vata mini kero oru Asiria vataini vaiharo qaiqaa vatuka vonavu Niniveve, Rehoboti-Irave, Karaave, 
GEN.10.12	Resenive, autu kora. Ninive hini vauvaro nora vatuka Karaa hini vauvaro Reseni vatukavano vitanta avutana vaura.
GEN.10.13	Maa vatanaaka Lidiave, Anaamive, Lehaapive, Napatuve, 
GEN.10.14	Patarusive, Kasaluve, Kapatoritive, Isipiva ekaa vi vatanaaka qovama vaura. Kasalu vatanaakaqihai Pirisia vatanaaka qovaramavi vaura.
GEN.10.15	Kenaanira maaqu vo avuni vatatova Saidoniva Saidoni vatanaaka qova vauvaro vira maaqu vo Hitiva Hiti vatanaaka qova vaura.
GEN.10.16	Kenaaniva vitanta qova vaiharo maa vatanaaka vika qovavata vaura: Jebusive, Amove, Girigaasive, 
GEN.10.17	Hivive, Akave, Sinive, 
GEN.10.18	Avative, Semaave, Hamaative, Kenaaniva ekaa vi vatanaaka qova vaura.
GEN.10.18	Kenaanira vaintivara vo anku vo anku airiqamavi vonaini vonaini vura. 
GEN.10.19	Vika vevara Saidoni vatukaihai vivi, vevara Gasa vatuka Geraa vataini vura. Hini kuka vevara Saidoni vatukaihai vivi, vevara Sodomi vatukave, Gomora vatukave, Atamaa vatukave, Seboimu vatukave, vura. Hini kuka vevara Saidoni vatukaihai vivi, verara Lasa vatukaini vura.
GEN.10.20	Haamura maaquvara kuvuarama toka mintima vaura. Vika vo anku vo anku, vo vataini vo vataini vaiha, vo uva vo uva ti vaura.
GEN.10.21	Semiva Iapetira vakaava vaiharo viva Ebe vatanaaka vika qovama vaura.
GEN.10.22	Semira maaqunavu vaireka, Elaamuvave, Asuvave, Apakasaativave, Rutivave, Araamivave, vinavuka vaura.
GEN.10.23	Araamira maaqunavu vaireka, Usivave, Huluvave, Getevave, Masivave, vinavuka vaura. 
GEN.10.24	Apakasaativa Seraara qova vauvaro Seraava Ebera qova vaura. 
GEN.10.25	Ebeva qorainti vainti taaraqanta vatatovaro vainti vovano vira autu Perekiva vaura. Perekiva qaqi vau entara vataini vau vaiinti nahentika rairavi vaurara tiro, vira autu 
GEN.10.26	Jokitaanira maaqunavu vaireka, Alamodaativave, Serepivave, Hasamaavetivave, Jeraavave, 
GEN.10.27	Hadoraamuvave, Usarivave, Dikalaavave, 
GEN.10.28	Obaalivave, Abimaelivave, Sebaavave, 
GEN.10.29	Ofiaavave, Havilaavave, Jobaapivave, vaura. Vika ekaa Jokitaanira maaqunavu vaura.
GEN.10.30	Jokitaanira vaintivara vau vatava vaireva, Mesaqaahairo viviro, kuari uruntonaini verara Sefaa vataini vuru taiqora.
GEN.10.31	Semira maaqunavu mintimake vaiha, vika vo anku vo anku vaiha, vo vataini vo vataini oru vaiha vo uva vo uva ti vaura.
GEN.10.32	Ekaa vi vatanaa vi vatanaaka vaireka, Noaara vaintivara vaiha vika rairavi vo vataini vo vataini vura. Nora huvura namarivano taiqo entaraqaahai ekaa vatanaaka maa vataraqaa vauka Noaava kuvuarama toka vaura.
GEN.11.1	Hoqare vataini vauka kia vo uva vo uva tiraiti, vohaa uvaqai ti vaura.
GEN.11.2	Vohaa uva tivaqi viha vika kuarivano uruntonaini vivi, Sinaa Uqitaini orunte naavu maaqa kaqate vaura. 
GEN.11.3	Vika mini vaiha mintima ti: Kaiqenavu vata taatauke airi 
GEN.11.4	Vika mintiaqi viha qaiqaa tiha, Tenavu raumpirimavi vo vata vo vataqaa oru variarorave. Kaiqenavu maini vaiha naavu maaqa kaqate, nora naavu vo kaqa taariraro vira qiatavano nai naaro muntuka vairaro tinavu hutuvanovata uritarakero variarire, ti.
GEN.11.5	Minti tivake vi naavura kaqe vauvaro Noravano Kotiva naavu maaqavata nora naavuvata tavareva tuvuntero 
GEN.11.6	tiharo, Vataini variaka vohaa vatanaaka vaiha vohaa uva ti vaiha nora kaiqa hoqarama taavo. Oho, vika mintiaqi vivera, vika nái varaataa i kaiqara, hampi kaiqa vo kaiqa vo kaiqa varaqi vivarave. 
GEN.11.7	Kaiqe tenavu vika maaqiri tuqantaa kaari vika vo uva vo uva tihama qumimaqa iha kia nai uva nai uva ho iriate, tiro.
GEN.11.8	Minti tivakero Noravano Kotiva vika maaqiri hampiqama komanta vaiinti nahenti kia nai uva nai uva ho iriraiti, kaiqa vare vauravata qaqirake vo vataini vo vataini vi anima vura. Mintimakero Noravano Kotiva vika raumpirima kora.
GEN.11.9	Noravano Kotiva vataini vauka vika maaqiri hampiqama korara ti, vi vatukara autu nteha, 
GEN.11.10	Semira ankuvano maantimama vairo: Nora huvura namarivano taiqovaro taara ihi aitarovaro Semiva 100 ihi varakova qorainti vainti vo Apakasaatira vatatora. 
GEN.11.11	Semiva Apakasaatira vatato entaraqaahairo viva 500 ihi varaqiro viharo vo vainti vo vainti, qoraintivata nahentivata vataqiro viviro, vuru qutu vura.
GEN.11.12	Apakasaativa 35 ihi varakero viva qorainti vainti vo Seraara vatatora.
GEN.11.13	Apakasaativa Seraara qova vau entaraqaahairo viva 403 ihi varaqiro viharo vo vainti vo vainti qoraintivata nahentivata vataqiro viviro, vuru qutu vura.
GEN.11.14	Seraava 30 ihi varakero viva qorainti vainti vo Ebera vatatora. 
GEN.11.15	Seraava Ebera vatato entaraqaahairo viva 403 ihi varaqiro viharo vo vainti vo vainti, qoraintivata nahentivata vataqiro viviro, vuru qutu vura.
GEN.11.16	Ebeva 34 ihi varakero viva qorainti vainti vo Perekira vatatora. 
GEN.11.17	Ebeva Perekira vatato entaraqaahairo viva 430 ihi varaqiro viharo vo vainti vo vainti, qoraintivata nahentivata vataqiro viviro, vuru qutu vura. 
GEN.11.18	Perekiva 30 ihi varakero viva qorainti vainti vo Reura vatatora.
GEN.11.19	Perekiva Reura vatato entaraqaahairo viva 209 ihi varaqiro viharo vo vainti vo vainti, qoraintivata nahentivata vataqiro viviro, vuru qutu vura.
GEN.11.20	Reuva 32 ihi varakero viva qorainti vainti vo Serukira vatatora. 
GEN.11.21	Reuva Serukira vatato entaraqaahairo viva 207 ihi varaqiro viharo vo vainti vo vainti, qoraintivata nahentivata vataqiro viviro, vuru qutu vura.
GEN.11.22	Serukiva 30 ihi varakero viva qorainti vainti vo Nehora vatatora. 
GEN.11.23	Serukiva Nehora vatato entaraqaahairo viva 200 ihi varaqiro viharo vo vainti vo vainti, qoraintivata nahentivata vataqiro viviro, vuru qutu vura.
GEN.11.24	Nehova 29 ihi varakero viva qorainti vainti vo Teraara vatatora. 
GEN.11.25	Nehova Teraara vatato entaraqaahairo viva 119 ihi varaqiro viharo vo vainti vo vainti qoraintivata nahentivata vataqiro viviro, vuru qutu vura.
GEN.11.26	Teraava 70 ihi varako entaraqaahairo viva qorainti vainti vonavu Eparaamira, Nehora, Haraanira, vatatora.
GEN.11.27	Teraara ankuvano maantimama vairo: Teraava Eparaamira, Nehora, Haraanira, vatatovaro Haraaniva Rotira vatatora.
GEN.11.28	Vira qova Teraava qaqi vau entara Haraaniva Uri vatuka Kaludia vataini nai vatatonaini vaiharo qutu vura.
GEN.11.29	Eparaamiva nahenti vo Saraira varatero vauvaro Nehova Haraanira raavura Mikaara varatero vaura. Haraanira raavura vo, Isakaava vaura.
GEN.11.30	Saraiva Eparaamira naatavano kia vainti vataraitiro, 
GEN.11.31	Teraava nai maaqu Eparaamiravata, nai maaqu Haraanira vainti Rotiravata, Eparaamira naata Sarairavata, vinavuka ntita varero Kaludia vata Uri vatuka mini kero, katu varero Kenaani vataini oru vairare tiro, mini viharo tavero qaqirakero Haraani vatukaini oruntero vaura.
GEN.11.32	Teraava 205 ihi varakero Haraani vatukaini qutu vura.
GEN.12.1	Noravano Kotiva Eparaamirara tiharo, Nena vatave, nena naavu maaqave, nena qora naavuqi variakave, maini kera katu varairaqe te qaraaka vata ai umiqaarirara are mini vuane.
GEN.12.2	Are mintiraqe te are vainti kuvuarenara airiqama amitaare. Te ai koqema amiteha ai autuvata noraiqama kaarirara are ekaa ˻vo vatanaa vo vatanaaka˼ koqema nimitaane.
GEN.12.3	Vokika ai koqema amitaiqe te vika náivata koqema nimitarerave.
GEN.12.3	Vokika ai qoraiqama amitaiqe te vika náivata qoraiqama nimitarerave.
GEN.12.3	Naantiara are kuvuarama teraukaqihai te ekaa naato vataini vaika koqema nimitarerave, tiro.
GEN.12.4	Minti tuvaro Eparaamiva Noravano Kotiva tunte iro viva 75 ihi varakova Haraani mini kero vurama. Viva vuvaro Rotivavata vikantiro vurama.
GEN.12.5	Eparaamiva nai naata Sarairavata, nai qata maaqu Rotiravata, nai kaiqa vaiintinavuvata ntita varero Haraanini vaiharo ekaa airaira vatora viravata katu varero Kenaani vataini vireva vura.
GEN.12.5	Mini oruntero 
GEN.12.6	vi vataraqaa viharo Sekemi vatuka nora oqiva vaunaini More Oqivave tunaini oruntora. Vi entara Kenaani vatanaaka vi vataraqaa vauvaro 
GEN.12.7	Noravano Kotiva Eparaamira avuqaa qovarama viro virara tiharo, Te maa vatara are kuvuarama terauka nimirerave, tiro. Minti tivakero Kotiva Eparaamira avuqaa qovarama vurara tiro, Eparaamiva orinavu varakero 
GEN.12.8	Viraqaahairo Eparaamiva oru viro Beteli vatuka vira vuruvi kuari uruntonaini oruntero, mini nai 
GEN.12.9	Eparaamiva mini varikero qaiqaa katu varero voqi voqi variqiro viviro, Nekevi vataini vurama.
GEN.12.10	Vi entara karara aavoqu entava vauvaro Eparaamiva vaunaini kia karavata vauvarora tiro, viva Isipini vahuqa vaireva vura.
GEN.12.11	Viva aaraini oru viharo tavovaro Isipi aumanto vauvaro Eparaamiva nai naata Sarairara tiharo, Are koqe viri vaata vataa nahentivano variaro. 
GEN.12.12	Isipi vatanaaka ai taveha ariara ti naatave tivake ai varareka iha ti harukevorave. 
GEN.12.13	Are vi vatanaakara tihara, Te vira auravanove, tiane. Minti tiramanta vika ariarao ti, kia ti haru karaiti, ti vehakuma timitaate, tiro. 
GEN.12.14	Minti tivake vika Isipini vumanta Isipi vatanaaka tavovaro Saraiva koqe viri vaata vataa nahentivano vaura. 
GEN.12.15	Isipi vika nora vaiintinavu vi nahentira tave, nai avuhainaa vaiinti, Pero vaiinti tiva ami tiha, Virara koqe nahentive tivake, avuhainaa naavuqi vira vita vare vuru kora. 
GEN.12.16	Avuhainaa vaiinti viva vi nahentirarao tiro, Eparaamira quahama amiteharo sipisipive, memeraave, purumakauve, donkive, kaiqa vaiintive, kaiqa nahentive, kamerive, vira amura.
