MAT.1.1	I⁴la³ ti²ton³ la⁴jang³⁴ sa¹jeun³ quian¹ Jesucristo a³lang⁴³ jon⁴³tyie¹ A³brang²³ jian³ Da³vei²³.
MAT.5.1	Con³ma²a⁴jen³i³ chie³ a³jeun⁴³, jon³ a⁴eu⁴i³ con³ nei²cuanh³, i² jon³ a⁴cua⁴i³. Jian³ a⁴tyie³⁴ chie³ quian¹i³ hlonh²i³. 
MAT.5.2	I² jon³ ma⁴lie⁵i³ a⁴hleh⁴i³, a⁴heh³i³ a³hain⁴ tionh², juah⁴i³:
MAT.5.3	―Ta² tsei³⁴ jm² li⁴ren³ la⁴jang³⁴ a³ti⁴ñeih⁵ m⁴tyi⁴ quieh¹, quie¹ tain⁴³ hei⁴ pi²³i³ han⁵i³ naih⁵ heih⁴³ hm³⁴ quieh¹ A³cua⁴³ ñi⁴jeu⁵.
MAT.5.4	’Ta² tsei³⁴ jm² li⁴ren³ la⁴jang³⁴ a³ti²hoh⁵, quie¹ jia²³ jm² lai⁴³ tsei⁴³i³ liah⁴.
MAT.5.5	’Ta² tsei³⁴ jm² li⁴ren³ la⁴jang³⁴ a³huan³², quie¹ hyieh⁴i³ cuah³²húa³⁴ i⁴a⁴juah⁴ Jon⁴dai¹ cúa³⁴.
MAT.5.6	’Ta² tsei³⁴ jm² li⁴ren³ la⁴jang³⁴ a³ya¹queunh³ tsei⁴³ i⁴júan³⁴i³ i⁴tsei³⁴, quie¹ ma⁵ho³² Jon⁴dai¹ quieh¹i³ i⁴lei⁴.
MAT.5.7	’Jian³ eu⁴³ tsei³⁴ jm² li⁴ren³ la⁴jang³⁴ a³jieh⁴ ñei⁴ tsei⁴³, quie¹ i²con²³ hei⁴ pi²³i³ jieh⁴ ñei⁴ tsei⁴³ Jon⁴dai¹ liah⁴.
MAT.5.8	’Jian³ eu⁴³ tsei³⁴ jm² li⁴ren³ la⁴jang³⁴ a³cag⁴ m⁴tyi⁴ quieh¹ tionh², quie¹ hei⁴i³ tionh² jen⁴³i³ Jon⁴dai¹.
MAT.5.9	’Jian³ eu⁴³ tsei³⁴ jm² li⁴ren³ la⁴jang³⁴ a³ma³tyan³ hnai³qui³ i⁴tionh² chie³, quie¹ teh³i³ a³hain⁴ jon⁴³segh³² Jon⁴dai¹.
MAT.5.10	’Jian³ ta² tsei³⁴ jm² li⁴ren³ la⁴jang³⁴ a³qui³hag²³ chie³ quieh¹ nei² quieh¹ i⁴júan³i³ i⁴tsei³⁴, quie¹ tain⁴³ hei⁴ pi²³i³ han⁵i³ naih⁵ heih⁴³ hm³⁴ quieh¹ A³cua⁴³ ñi⁴jeu⁵.
MAT.5.11	’Jian³ ta² tsei³⁴ jm² li⁴renh³ˉ³ tionh²ˉ³ tei⁴³i² hleh⁴³i³ hnei³ jau²hlagh³² nei² quien⁴ˉ⁴, jian³ i⁴qui³hag²³i³ hnei³, jian³ i⁴hleh³i³ la⁴jeg³⁴ nai² i⁴hlagh³² nei² quianh³ˉ³ i⁴ta³jaun²³i³. 
MAT.5.12	Júan² hnei³ si³hyonh³ˉ³ hlion⁴ mai²³ nei² ne³ quie¹ eu⁴³ hlion⁴ ma⁵hmah³² Jon⁴dai¹ quianh³ˉ³ tionh²ˉ³ ñi⁴jeu⁵; quie¹ la⁴ne³ a⁴júanh¹i³ la⁴jang³⁴ a³sain² quian¹ Jon⁴dai¹ jm² ma³ya⁴jo³⁴.
MAT.5.13	’Hnei³ tionh²ˉ³ langh⁴³ˉ³ la⁴con³ o¹ñi² quieh¹ cuah³²húa³⁴. I² juah⁴ne³ a⁴chia³⁴ ua³pei⁴ quieh¹, ¿hain³liah⁴a² ma⁵li⁴ñih¹? Quie¹ i¹leuh² so⁵tsei³⁴, hniah³ ton³⁴i³ o³tan² jian³ he⁵soh³ chie³.
MAT.5.14	’Conh⁴liah⁴ langh⁴³ hnei³ tionh²ˉ³ joh¹ quieh¹ m⁵cu³. Con³ jeu³ i⁴nie⁴³ nei² con³ mah⁴ ton³²nie⁴³ lain³. 
MAT.5.15	Jian³ sa⁴hainh²i³ con³ o¹jyi³ juah⁴ i⁴seih³i³ naih⁵ a²hma³ ca³jeun²³, quie¹ seih²i³ con³ i²leg⁴³ yeih³² canh⁴a² jnia⁴ joh¹ quieh¹ i²con²³ la⁴jang³⁴ a³tionh² jauh³². 
MAT.5.16	I² la⁴ne³ jon³ júan² hnei³ i⁴ya¹hainh² joh¹ quianh³ˉ³ tionh²ˉ³ i²con²³ la⁴jang³⁴ chie³, canh⁴a² li⁴júan³⁴i³ i⁴júanh⁴³ Naih⁴³ˉ³ a³cua⁴³ ñi⁴jeu⁵ tei⁴³i² a⁴je³⁴i³ la⁴jeg³⁴ i⁴tsei³⁴ i⁴júanh³ˉ³ tionh²ˉ³.
MAT.5.17	’Jian³ sa⁴hniah³ júanh²ˉ³ co³hei²tsei³ tionh²ˉ³ juah⁴ i⁴a⁴nia³⁴ˉ⁴ ni³jeun⁵ˉ⁵ lai²³ quieh¹ M³se²³ jian³ o⁴ jau²³ i⁴a⁴sag⁴ la⁴jang³⁴ a³sain² quian¹ Jon⁴dai¹ juah⁴ i⁴qui²³ˉ⁵ i⁴jon³. Quie¹ cuan⁵ˉ⁵ ni³ma⁴jnia³²ˉ⁴ liah⁴ leg⁴³ i⁴chie⁴³ o³tan². 
MAT.5.18	I⁴chie⁴³pa² jeu³⁴ˉ⁴ hnei³, ta¹la⁴ sia³ ñi⁴jeu⁵ jian³ cuah³²húa³⁴, i¹con³ letra jian³ o⁴ la⁴jeg³⁴ ya¹caun⁴³ peih¹ quieh¹ letra i⁴hei¹ lai²³, sa⁴li⁴qui⁴ naih⁵i² sa⁴li⁴tei⁴³ la⁴jeg³⁴. 
MAT.5.19	I⁴jon³ ne⁵, a³hain⁴ a³sa⁴ro³ jeu³ con³ heih⁴³ peih¹ quieh¹ lai²³ i⁴heh³i³ chie³ la⁴jon³, lain⁴i³ a³sa⁴quein⁴³ la⁴conh⁴a² la⁴jang³⁴ a³tionh² naih⁵ heih⁴³ hm³⁴ quieh¹ A³cua⁴³ ñi⁴jeu⁵. I² a³hain⁴ a³ma³tei⁵ heih⁴³ jon³ jian³ heh³i³ a³sang²³ la⁴ne³, hei⁴i³ lain⁴ a³tyein² naih⁵ heih⁴³ hm³⁴ quieh¹ A³cua⁴³ ñi⁴jeu⁵. 
MAT.5.20	Quie¹ jeu³⁴ˉ⁴ hnei³ tionh²ˉ³, juah⁴ne³ sa⁴ma⁵teih³²ˉ³ tionh²ˉ³ hlion⁴ la⁴conh⁴a² júan³ a²teg²³ quian¹ lai²³ jian³ fariseo, sa⁴li⁴heuh¹ˉ³ naih⁵ heih⁴³ hm³⁴ quieh¹ A³cua⁴³ ñi⁴jeu⁵.
MAT.5.21	’Quie¹ ma³a⁴naih³ˉ³ i⁴a⁴sagh⁴³i³ a³tionh² ya⁴jo³⁴: “A⁵jŋangh⁴³ hnei³ chie³; quie¹ a³hain⁴ a³jŋangh² chie³, ren³i³ chie³² i⁴gmh⁴ heih⁴³ i²con²³i³.” 
MAT.5.22	I² jnia⁴ ne⁵, jeu³⁴ˉ⁴ hnei³ tionh²ˉ³: a³hain⁴ a³m³tsainh² i²con²³ a³m⁵cu³ reunh¹, ren³i³ chie³² i⁴li⁴gmh⁴ heih⁴³ i²con²³i³. Jian³ a³hain⁴ a³sagh⁴³ m⁵cu³ reunh¹: “A³can³ tsei⁴³”, ren³i³ chie³² i⁴queih³ Júa¹ Canh² heih⁴³ i²con²³i³. Jian³ a³hain⁴ a³sagh⁴³ m⁵cu³ reunh¹: “I¹con³ sa⁴queinh⁴³ hnei³”, ren³i³ chie³² i⁴li⁴si⁵hain⁴i³ qui⁴jeu⁵ i⁴leg⁴³ o¹jyi³ loh⁴³.
MAT.5.23	’I² la⁴jon³ liah⁴ juah⁴ne³ tyieh⁴ˉ³ ni²hyie⁴ quianh²ˉ³ con³ i⁴cúah²ˉ³ i²con²³ Jon⁴dai¹, i² i²jon³ a⁴tyon²³ hoh⁴³ˉ³ i⁴sa⁴re³ tionh²ˉ³ jianh²ˉ³ a³m⁵cu³ reunh³, 
MAT.5.24	jon³ hniah³ tyah²ˉ³ i⁴jon³ ta⁵nei² ni²hyie⁴ ñeih³², ta¹la⁴ jon³ tyieh⁴ˉ³ yi⁴lainh²ˉ³ jianh²ˉ³ a³m⁵cu³ reunh³. I² ma²jon³ a²ma⁴ cúah²ˉ³ ua²cúah²ˉ³ i⁴jon³ i⁴quieh¹ Jon⁴dai¹.
MAT.5.25	’Ma⁴tyan²³ hnei³ hnai³qui³ jianh²ˉ³ a³si³tangh⁴ˉ³ ta¹la⁴ tionh²ˉ³ jeu³ tyieh⁴ˉ³ nei²ta¹, canh⁴a² sa⁴cúah⁴³i³ hnei³ i²con²³ júa¹, jian³ ma²jon³ cúah⁴³ hnei³ júa¹ i²con²³ po³li³sei¹, jian³ po³li³sei¹ liah⁴ tonh⁴³i³ hnei³ ni⁴ñi²³. 
MAT.5.26	Quie¹ i⁴chie⁴³pa² jeu³⁴ˉ⁴ hnei³, sa⁴legh⁴ ua²a⁴jauh²ˉ³ i²jon³ la⁴conh⁴i² sa⁴ma⁴hmah³²ˉ³ la⁴jeg³⁴ la⁴conh⁴ ni²hyan³² a²ñi²³ yein⁴.
MAT.5.27	’Quie¹ ma³a⁴naih³ˉ³ i⁴sagh⁴³i³ chie³: “A⁵hlenh⁴³ hnei³ i³cúa³ chie³.” 
MAT.5.28	I² jnia⁴ juah³ ne⁵, la⁴jang³⁴ a³jen³ a³m⁴, i⁴hnie³⁴i³ hleh⁵i³, ma³a⁴hlenh⁴³ pi²³i³ a³m⁴ hain⁴ naih⁵ m⁴tyi⁴ quieh¹i³.
MAT.5.29	’Jian³ la⁴jon³ liah⁴, juah⁴ne³ júan³⁴ m⁴mah²ˉ³ jo³² ta⁵chie³⁴ i⁴tianh⁵ˉ³ chie³², tyi² hnei³, tien³ hnei³ i²gm⁴; quie¹ eu⁴³a² quein⁴³ i⁴si⁵hain⁴ con³ i⁴quian³ heh³²ˉ³ la⁴conh⁴a² si⁵tien⁴³i³ hnei³ la⁴tan² janh³ˉ³ qui⁴jeu⁵. 
MAT.5.30	Jian³ juah⁴ne³ júan³⁴ si¹cúah³ˉ³ jo³² ta⁵chie³⁴ i⁴tianh⁵ˉ³ chie³², queih¹ hnei³, i²gm⁴ tien³; quie¹ eu⁴³a² quein⁴³ i⁴si⁵hain⁴ con³ i⁴quian³ heh³²ˉ³ la⁴conh⁴a² si⁵tien⁴³i³ hnei³ la⁴tan² janh³ˉ³ qui⁴jeu⁵.
MAT.5.31	’Conh⁴liah⁴ a⁴juah⁴i³ liah⁴ma²jia⁴³: “La⁴jang³⁴ a³tyon⁴ jian²³ a³m⁴ quian¹, hniah³ cúah³i³ con³ ma²jyi³ i⁴ra³juah⁴ i⁴ti²tyon²i³.” 
MAT.5.32	I² juah³ jnia⁴ ne⁵, la⁴jang³⁴ a³tyon⁴ jian²³ a³m⁴ quian¹, i⁴sa⁴sia³ nei² quieh¹ a³m⁴ juah⁴ i⁴a⁴hleh⁴³ a³sang²³ quieh¹i³, júan³i³ i⁴ta³canh¹ a³m⁴ quian¹i³ hain⁴ chie³² i⁴hlenh⁴³i³ a³sang²³. Jian³ a³sanh⁴ jian²³ a³m⁴ a³a⁴tyon⁴ hain⁴ coh⁵ jon³, ta³canh¹i³ chie³² i⁴hlenh⁴³i³ i³cúa³ chie³.
MAT.5.33	’Conh⁴liah⁴ ma³a⁴naih³ˉ³ i⁴a⁴sagh⁴³i³ a³sian³ ya⁴jo³⁴: “Sa⁴hniah³ jlianh³²ˉ³ jau²³ quianh³ i⁴a⁴cúah²ˉ³, quie¹ hniah³ ma²teih³²ˉ³ jau²³ quianh³ i⁴a⁴cúah²ˉ³ i²con²³ Se³ño²³.” 
MAT.5.34	I² jnia⁴ juah³ ne⁵, sa⁴hniah³ cúah²ˉ³ jau²³ quianh³ i¹con³. Sa⁴heh²ˉ³ ta⁵ñi⁴jeu⁵, quie¹ i²jon³ cua⁴³ Jon⁴dai¹. 
MAT.5.35	A⁵ga⁴ cuah³²húa³⁴, quie¹ leg⁴³ la⁴con³ i²si²tyein¹ Jon⁴dai¹. Jian³ a⁵ga⁴ ta⁵ Jerusalén cúah²ˉ³ jau²³ quianh³, quie¹ leg⁴³ si³da²³ quieh¹ Jon⁴dai¹, Re¹ júanh⁴³. 
MAT.5.36	A⁵ga⁴ con⁴juah⁴ ma³tyih³ˉ³ sa⁴hniah³ cúah²ˉ³ jau²³ quianh³, quie¹ i¹con³ m⁴jñi³ tyih³ˉ³ sa⁴li⁴júanh²ˉ³ i⁴tie³ jian³ o⁴ i⁴liah³. 
MAT.5.37	Quie¹ eu⁴³a² re³ juah²ˉ³ “i⁴chie⁴³pa²” jian³ o⁴ “a⁵sia³pa²”, quie¹ i⁴he²³i³ hlion⁴ leg⁴³ chie³².
MAT.5.38	’Jian³ ma³a⁴naih³ˉ³ i⁴a⁴juah⁴i³ liah⁴ma²jia⁴³: “Hniah³ lei⁴ co³nai² eu⁴³, m⁴nei²i³ jeu³ m⁴nei²i³ jian³ m⁴jan²i³ jeu³ m⁴jan²i³.” 
MAT.5.39	I² jnia⁴ juah³ ne⁵, i⁴sa⁴jainh²ˉ³ jm² i²con²³ a³hlangh². Quie¹ juah⁴ne³ quein³i³ ma³mah²ˉ³ jo³² ta⁵chie³⁴, hai⁴ hnei³ ta⁵ca³jo³² liah⁴. 
MAT.5.40	Jian³ juah⁴ne³ sian³ a³hnie³⁴ hnang⁵ hnei³ nei² quieh¹ a²cúanh³ˉ³ ta⁵nei² si³ta¹, eu⁴³a² re³ cúah³²i³ hnei³ liah⁴ma³jian²³ a²hmh³ tsei²³ coh⁵ quianh³ liah⁴. 
MAT.5.41	Jian³ juah⁴ne³ sian³ a³quien³⁴ hnei³ lie²³ ta⁵li⁴hnai³ con³ mai²³ ton⁴ metro, eu⁴³a² re³ quian³ hnei³ to⁵jeunh³. 
MAT.5.42	Jian³ a³hain⁴ a³m²³ i²conh²ˉ³, cúah³²i³ hnei³. Jian³ a³hain⁴ a³tyi³ liah⁴ i²conh²ˉ³, sa⁴hniah³ juah⁴ sa⁴ronh³²i³ hnei³ jeu³.
MAT.5.43	’Jian³ ma³a⁴naih³ˉ³ i⁴a⁴juah⁴i³ liah⁴ma²jia⁴³: “Ma⁴hno³² hnei³ a³m⁵cu³ reunh³, jian³ ma⁵hion²³ hnei³ a³hie²³ hnei³.” 
MAT.5.44	I² juah³ jnia⁴ ne⁵, ma⁴hno³² hnei³ a³hie²³ hnei³ tionh²ˉ³, jian³ hleh² hnei³ con³ i⁴tsei³⁴ i²con²³ a³hleh² jau²hlagh³² i²conh²ˉ³, jian³ júan² hnei³ i⁴tsei³⁴ i²con²³ a³hie²³ hnei³ liah⁴, jian³ mh³² hnei³ Jon⁴dai¹ nei² quieh¹ a³júanh¹ hnei³ jian³ a³hag²³ hnei³. 
MAT.5.45	Canh⁴a² la⁴ne³ lei³ jnia⁴ langh⁴³ˉ³ si³jon⁴³ Naih⁴³ˉ³ a³cua⁴³ ñi⁴jeu⁵; quie¹ hei⁴ pi²³i³ júan³ i⁴jia²³ hyie³ i²con²³ a³hlangh² jian³ a³tsein²³, jian³ júan³i³ i⁴tiah² o¹jm⁴³ i²con²³ a³ni²taih⁴³ jian³ a³sa⁴ni²taih⁴³. 
MAT.5.46	Quie¹ juah⁴ne³ ma⁵hnoh³²ˉ³ jmah³ a³hnie³⁴ hnei³ tionh²ˉ³, ¿o⁴ ma⁵hmah³² Jon⁴dai¹ quianh³ˉ³, lainh⁴ˉ³? ¿O⁴ jon⁴³ la⁴ne³ júan³ a³can²³ hmah¹ liah⁴? 
MAT.5.47	Jian³ juah⁴ne³ ma⁵conh³²ˉ³ jmah³ si³reunh³ˉ³ tionh²ˉ³, ¿henh⁴ i⁴tsei³⁴ júanh³ˉ³, lainh⁴ˉ³? ¿O⁴ jon⁴³ la⁴ne³ júan³ chie³ sang²³ tionh² sa⁴cm²³ Jon⁴dai¹? 
MAT.5.48	I² la⁴jon³ ne³, júan² hnei³ tionh²ˉ³ i⁴tseinh³ˉ³ o³tan² liah⁴i² tsein³⁴ Naih⁴³ˉ³ a³cua⁴³ ñi⁴jeu⁵.
MAT.6.1	’A⁵júan³ hnei³ i⁴tsei³⁴ i⁴júanh³ˉ³ ta⁵nei² chie³, o⁴ canh⁴a² je³⁴i³ tionh². Quie¹ juah⁴ne³ júanh³ˉ³ la⁴ne³, jon³ a⁵sie⁴³ ma⁵hmah³² Naih⁴³ˉ³ quianh³ˉ³ a³cua⁴³ ñi⁴jeu⁵. 
MAT.6.2	I² la⁴jon³ ne⁵, tei⁴³i² ma⁵honh³²ˉ³ a³ti⁴ñei³, sa⁴hniah³ júanh²ˉ³ ti³jan²³ liah⁴i² júan³ a³ti²júan⁴³ a³ni²taih⁴³ cuah³ judío jian³ jeu³júan²³, canh⁴a² hnie³⁴i³ hleh³ chie³ tsein³⁴i³. I⁴chie⁴³pa² juah³ˉ⁴, ma³ni²hmah²pa² quieh¹i³ i⁴júan³i³ la⁴ne³. 
MAT.6.3	I² hnei³ ne⁵, tei⁴³i² ma²honh³²ˉ³ a³ti⁴ñei³, i¹ sa⁴hniah³ li⁴ñi³ a³ñi³reunh³ˉ³ hion²³. 
MAT.6.4	Canh⁴a² la⁴jon³ ma²honh³²ˉ³ a³ti⁴ñei³ ta⁵ni²hma². I² Naih⁴³ˉ³ a³je³ hnei³ ta⁵ni²hma² hain⁴, ma⁵hmah³² quianh³ˉ³ ta⁵nei² la⁴jang³⁴.
MAT.6.5	’I² tei⁴³i² mh³²ˉ³ Jon⁴dai¹, sa⁴júanh²ˉ³ liah⁴i² júan³ a³ti²júan⁴³ a³ni²taih⁴³. Quie¹ si³hyonh³i³ mh²i³ Jon⁴dai¹ jeu³ si²sainh⁴³i³ cuah³ judío jian³ la⁴jeg³⁴ cua¹ jeu³júan²³ canh⁴a² je⁴³ chie³ quieh¹i³. I⁴chie⁴³pa² juah³ˉ⁴, ma³ni²hmah²pa² quieh¹i³ la⁴ne³. 
MAT.6.6	I² hnei³ ne⁵, la⁴teg⁴i² mh³²ˉ³ Jon⁴dai¹ hniah³ heuh¹ˉ³ coh⁵ a²jneng²³ quianh³ jian³ jnaih²ˉ³ o²hnei³², jon³ li⁴mh³²ˉ³ Jon⁴dai¹ a³sainh⁴³ ta⁵ni²hma². I² Naih⁴³ˉ³ a³je²³ ta⁵ni²hma² hain⁴, ma⁵hmah³² quianh³ˉ³ ta⁵nei² la⁴jang³⁴.
MAT.6.7	’I² tei⁴³i² mh³²ˉ³ sa⁴hniah³ hleh²ˉ³ hlion⁴ nie⁴³ con³ jau²³ quie¹ sa⁴tei⁴³ ta¹, liah⁴i² júan³ a³sa⁴lang⁴³ judío, quie¹ lain⁴i³ jon³pa² nau³ Jon⁴dai¹ juah⁴ne³ hleh²i³ hlion⁴ jau²³. 
MAT.6.8	A⁵júan³ hnei³ liah⁴ júan³ a³hain⁴ tionh²; quie¹ ma³ñi³ Naih⁴³ˉ³ henh⁴ hniah³ quianh³ˉ³ naih⁵i² mh²ˉ³ i²con²³i³. 
MAT.6.9	I² jon³ hniah³ mh²ˉ³ la⁴la³ tionh²ˉ³:
MAT.6.9	Hnei³ Jmai³ jnie³², a³cua⁴³ ñi⁴jeu⁵,
MAT.6.9	ua²lei⁴ hen² jm³i⁴sainh³ˉ³.
MAT.6.10	Jian³ ua²jia³ jm² i⁴han⁵ chie³ naih⁵ heih⁴³ hm³⁴ quianh³ˉ³.
MAT.6.10	Ua²lei⁴ liah⁴ hnoh³ˉ³ nei² cuah³²húa³⁴ la³ liah⁴i² leg⁴³ ñi⁴jeu⁵.
MAT.6.11	Cúa² hnei³ a²hei⁴³ i⁴hniah³ quian⁴ jnie³² ne³⁴ conh⁴ con³ jm².
MAT.6.12	Jian³ hain⁴³ hnei³ chie³² quian⁴ jnie³², quie¹ hain⁵ jnie³² chie³² quieh¹ a³júan³ hlagh³² i²con²³ jnie³².
MAT.6.13	Jian³ a⁵con⁴ hnei³ jau²chie⁴³ i²con²³ jnie³², eu⁴³a² re³ lie³² hnei³ jnie³² la⁴jeg³⁴ i⁴hlagh³².
MAT.6.13	Quie¹ jan³ hnei³pa² tainh⁴³ júanh² heih⁴³, jian³ i⁴quianh²ˉ³ ua³pei⁴, jian³ i⁴júanh⁴³ˉ³, sa⁴legh⁴ jm² ua²a⁴toh⁴. Ua²lei⁴ la⁴ne³.
MAT.6.14	’Quie¹ juah⁴ne³ hainh⁵ˉ³ chie³² quieh¹ chie³, jon³ hain³⁴ Naih⁴³ˉ³ chie³² quianh³ˉ³ a³cua⁴³ ñi⁴jeu⁵. 
MAT.6.15	Jian³ juah⁴ne³ sa⁴hainh⁵ˉ³ chie³² quieh¹ chie³ liah⁴, jon³ sa⁴hain³⁴ Naih⁴³ˉ³ chie³² quianh³ˉ³ liah⁴.
MAT.6.16	’Jian³ la⁴teg⁴i² júanh²ˉ³ he² i⁴sa⁴queuh²ˉ³ a²hei⁴³, sa⁴hniah³ jeh²ˉ³ liah⁴i² je²³ a³chionh⁴ tsei⁴³ la⁴jon³ liah⁴i² júan³ a³ti²júan⁴³ a³ni²taih⁴³, quie¹ júan³i³ i⁴hlagh³² jnia⁴ ma³nei²i³, canh⁴a² li⁴laih² chie³ i⁴júan³i³ he² sa⁴queuh³i³. I⁴chie⁴³pa² juah³ˉ⁴, ma³ni²hmah²pa² quieh¹i³ tionh². 
MAT.6.17	I² jon³ ne⁵, tei⁴³i² júanh³ˉ³ he² sa⁴queuh³ˉ³, jyie⁴³ hnei³ o¹tyih³ jian³ raunh³² mah², 
MAT.6.18	canh⁴a² sa⁴lei³ jnia⁴ i⁴ma⁵jniah³²ˉ³ júanh³ˉ³ he² i⁴sa⁴queuh³ˉ³; quie¹ i²con²³ Jon⁴dai¹ Naih⁴³ˉ³ a³sa⁴lain³pa², lei³ jnia⁴. Jian³ Naih⁴³ˉ³ a³je²³ ta⁵ni²hma² hain⁴, ma⁵hmah³² quianh³ˉ³ ta⁵nei² la⁴jang³⁴.
MAT.6.19	’Jian³ sa⁴hniah³ tyah²ˉ³ i⁴jlanh² quianh³ nei² cuah³²húa³⁴ la³, i²tionh² a¹sanh¹ jian³ i²hya²³ jeuh², i²si³hain⁴, jian³ i²si³hei⁴ chie³ a³júan³ hang³. 
MAT.6.20	Quie¹ hniah³ tyah²ˉ³ i⁴jlanh² quianh³ ñi⁴jeu⁵ i²so⁵toh² jah⁴, jian³ i²sa⁴hya²³ jeuh² i²sa⁴si³hain⁴, jian³ i²sa⁴li⁴tyie¹ a³júan³ hang³. 
MAT.6.21	Quie¹ i²jon³ i²nie⁴³ i⁴jlanh² quianh³ˉ³, i²jon³pa² ya¹queunh³ hoh⁴³ˉ³ liah⁴.
MAT.6.22	’Quie¹ m⁴mah²ˉ³ leg⁴³ liah⁴i² leg⁴³ o¹jyi³ heh³²ˉ³. I² juah⁴ne³ tsei³⁴ m⁴mah²ˉ³, jon³ joh¹ heh³²ˉ³ la⁴tan² con³. 
MAT.6.23	I² juah⁴ne³ sa⁴tsei³⁴ m⁴mah²ˉ³, la⁴tan² heh³²pa² hnei³ naih³ liah⁴. I² jon³ ne⁵, juah⁴ne³ a⁴liah⁴ o¹jyi³ quianh³ˉ³, ¡la⁴conh⁴a² sa⁴naih³ lei⁴!
MAT.6.24	’I¹jan³ chie³ sa⁴li⁴cúa³⁴ cúa³tag³² i²con²³ on³⁴ jeu³², quie¹ jan³pa² ma⁵hnio³⁴i³ jian³ jan³ li⁴hion²³i³ liah⁴, jian³ o⁴ jan³pa² ma⁵con⁴³i³ re³, jian³ jan³ sa⁴jain¹i³ liah⁴. Jian³ la⁴ne³ liah⁴, sa⁴tian⁴ juah⁴ i⁴li⁴cúa³⁴ chie³ cúa³tag³² i²con²³ Jon⁴dai¹ jian³ o¹cau³² liah⁴ co⁴chia³.
MAT.6.25	’I² la⁴ne³ jon³ juah³ˉ⁴: A⁵júan³ hnei³ hlion⁴ co³hei²tsei³ liah⁴ sianh³ˉ³, henh⁴ queuh²ˉ³ o⁴ henh⁴ hauh²ˉ³, jian³ o⁴ nei² quieh¹ heh³²ˉ³ henh⁴ heuh¹ˉ³. ¿O⁴ a⁵sia³ quein⁴³ hlion⁴ m⁵cu³ quieh¹ chie³ la⁴conh⁴a² i⁴queuh³ hangh²i³, jian³ he³² chie³ la⁴conh⁴a² i⁴hein²i³? 
MAT.6.26	Jen³² hnei³ jon⁴³tan²³ ti¹hang⁵ yeih³², sa⁴jnei³i³, a⁵ga⁴ jaih²i³ a⁵ga⁴ ro³i³ joh⁴³ a²quei³; i² Naih⁴³ˉ³ a³cua⁴³ ñi⁴jeu⁵pa² gueh⁴ quieh¹i³. ¿O⁴ a⁵sia³ queinh⁴³ˉ³ hlion⁴ tionh²ˉ³ la⁴conh⁴a² jon⁴³tan²³, lainh⁴ˉ³? 
MAT.6.27	¿Jian³ hain³ hnei³ li⁴si⁵cúanh³ˉ³ tionh²ˉ³ i²ca³leg³ nei² quieh¹ hlion⁴ co³hei²tsei³ i⁴sianh³ˉ³, lainh⁴ˉ³?
MAT.6.28	’¿Jian³ e⁴le³⁴ hlion⁴ co³hei²tsei³ sianh³ˉ³ tionh²ˉ³ nei² quieh¹ a²cúanh³ˉ³? Je² hnei³ con³ o¹lei²³ i⁴sia³ i²nau³, jeh³² liah⁴ si³cúan³, quie¹ sa⁴júan³ ta¹ a⁵ga⁴ ta²³i³ liah⁴. 
MAT.6.29	I² jeu³⁴ˉ⁴ hnei³ tionh²ˉ³, i¹ re¹ Salomón, ua²liah⁴a² a³tyein² ma²jlanh², a⁵sia³ a²hmh³ a⁴hei³⁴i³ i⁴tyein² tsei³⁴ jnia⁴ liah⁴i² jnia⁴ o¹lei²³. 
MAT.6.30	Quie¹ juah⁴ne³ la⁴ne³ cúa²³ Jon⁴dai¹ a²cúan³ o¹nau³ i⁴tsei³⁴ jnia⁴ i⁴sia³ i²nau³ con³ ne³⁴, jian³ hie³⁴ jon³ co³⁴ joh⁴³ a²gm², ¿conh⁴a² sa⁴cúa³⁴i³ i²conh²ˉ³ tionh²ˉ³, hnei³ chie³ sa⁴hain⁴ hlion⁴ tionh²? 
MAT.6.31	I⁴jon³ sa⁴hniah³ júanh²ˉ³ co³hei²tsei³ i⁴juah²ˉ³: “¿Henh⁴ quih³²ˉ¹? ¿O⁴ henh⁴ hneih²ˉ¹? ¿O⁴ henh⁴ hei³²ˉ¹?” 
MAT.6.32	Quie¹ jmah³ i⁴ne³pa² hnoh³ chie³ sang²³ tionh², a³sa⁴cm²³ Jon⁴dai¹; quie¹ ñi³ Naih⁴³ˉ³ a³cua⁴³ ñi⁴jeu⁵ i⁴hniah³ quianh³ˉ³ la⁴jeg³⁴ i⁴ne³. 
MAT.6.33	I⁴jon³ tyein² hniah³ tonh²ˉ³ co³hei²tsei³ nei² quieh¹ hain³liah⁴ leg⁴³ i⁴tionh²i³ naih⁵ heih⁴³ hm³⁴ quieh¹ Jon⁴dai¹ jian³ i⁴ma²teih³²ˉ³ i²con²³i³. I² ma²jon³ hyeih²ˉ³ la⁴jeg³⁴ i⁴hniah³ quianh³ˉ³ liah⁴. 
MAT.6.34	I² la⁴jon³ sa⁴júanh²ˉ³ co³hei²tsei³ nei² quieh¹ jm² hie³⁴. Quie¹ hie³⁴ jon³pa² lei⁴ li⁴júanh²ˉ³ co³hei²tsei³ nei² quieh¹. Quie¹ sia³ nei² si³lei⁴ i⁴sian³ chie³ co³hei²tsei³ nei² quieh¹ conh⁴ con³ jm².
