MAT.1.1	'E 'akapapa'anga nō te 'ui tupuna o Iēsū Mesia, 'e tamaiti nā Dāvida, 'e tamaiti nā Āberahāma.
MAT.6.28	“Ē, 'e a'a kōtou ka apiapi ei i te kāka'u? Ka 'ākara na i te lili o te kāinga nei e tupu ra. Kāre rātou e 'anga'anga ana, ē kāre 'oki e 'iro ana. 
MAT.6.29	Tē 'akakite atu nei rā au ki a kōtou, kāre roa a Sōlomona i tōna mānea 'ope i kāka'u'ia mei tēta'i o rātou nei. 
MAT.6.30	Mei te mea ē, i pērā te Atua i te 'akamānea'anga i te rākau rikiriki o te koro e vai nei i tēia rā, ē āpōpō e 'uri'ia ki roto i te umu, kāre āina aia e 'akakāka'u ma'ata mai i a kōtou, e te aronga 'akarongo meangiti nei?
MAT.6.31	“Ē nō reira, auraka kōtou e apiapi, ka nā kō ei ra ē, ‘'E a'a tā mātou ka kai?’ Mē kāre ra, ‘'E a'a tā mātou ka inu?’ Mē kāre ra, ‘'E a'a tō mātou kāka'u ka 'a'ao?’ 
MAT.6.32	Nā te au 'ētene e kimi ra i ēia mea kātoatoa nei. Tē kite maira 'oki tō kōtou Metua i te ao ra ē, ka 'inangaro kōtou i ēia mea kātoatoa nei. 
MAT.6.33	E nā mua kōtou i te kimi i te bāsileia o te Atua ē te tuatua tika nāna ra, e kāpiti katoa'ia mai ēia mea kātoatoa ki a kōtou. 
MAT.6.34	Auraka e apiapi i tō āpōpō ra, nō te mea, nā tō āpōpō rāi e apiapi i tōna 'ua'orāi. Tē rava 'ua ra tō te au rā tātakita'i kino.”
MAT.7.1	“Auraka e 'akavā atu, kia kore kōtou e 'akavā'ia mai, 
MAT.7.2	nō te mea, ka 'akavā'ia mai kōtou i te tū o tā kōtou e 'akavā atu; ē ko te 'āite tā kōtou e 'āite atu, ko tā kōtou rāi ia e 'aka'āite'ia mai. 
MAT.7.3	'E a'a koe e 'ākara ai i te tānga iti i te mata o tō taeake ra, ē kāre koe i kite i te rākau ma'ata i roto i tō'ou 'ua'orāi mata? 
MAT.7.4	E 'akapē'ea koe e tuatua ai ki tō taeake, ‘'Ō mai, nāku e kiriti i te tānga iti mei roto mai i tō mata na’, ē inā, tei roto i tō'ou 'ua'orāi mata te rākau ma'ata? 
MAT.7.5	E te tangata tāpikipiki ē, e nā mua i te kiriti i te rākau ma'ata mei roto mai i tō'ou 'ua'orāi mata, 'ei reira koe e kite meitaki ei kia kiriti'ia te tānga iti mei roto mai i te mata o tō taeake.
MAT.7.6	“Auraka e 'ō ake i te mea tapu nā te au puakaaoa, ka anga mai rāi rātou e 'ae'ae mai ra i a kōtou; auraka e titiri i tā kōtou au poe nā te au puaka, kia kore rātou e takataka'i i te reira ki tō rātou vaevae.”
MAT.7.7	“E pati ē e 'ōronga'ia mai tā kōtou; e kimi ē e kitea ia i a kōtou; e tōpāpā atu, e 'akatu'era'ia mai te pā i a kōtou. 
MAT.7.8	Nō te mea, ko te aronga katoa e pati ra, kua rauka ia; ē ko tei kimi ra, kua kitea ia; ē tei tōpāpā ra, e 'akatu'era'ia mai te pā i aia. 
MAT.7.9	Ko 'ai ia tangata i ō kōtou nei, kia pati mai tāna tamaiti i te mānga, e 'apai atu i tēta'i toka nāna? 
MAT.7.10	Mē kāre, kia pati mai i tēta'i ika, e 'apai atu āinei i tēta'i 'ōvī nāna? 
MAT.7.11	Ē tē tika na i a kōtou, noa atu tō kōtou kino, kia 'ōronga i te au mea meitaki nā tā kōtou tamariki, ka tanga ai 'oki i tō kōtou Metua i te ao ra i te 'ōronga mai i te au mea meitaki ki te aronga i pati atu ki aia ra.
MAT.7.13	“E tomo kōtou nā te ngūtupa 'ōiti, nō te mea, tē ātea nei te ngūtupa ē tē pararauare nei te mataara e tae atu ei ki te mate ē 'e mānganui tei nā reira i te tomo. 
MAT.7.14	Tē kōkota 'ua nei te ngūtupa ē te piri 'oki te mataara e tae atu ki te ora, ē e tokoiti 'ua tei kite i te reira.”
MAT.7.15	“Kia matakite i te au peroveta pikika'a, ko tei 'aere mai ki a kōtou na ma te kāka'u māmoe ra, kāreka i roto ra, 'e au luko tā'ae rātou. 
MAT.7.16	Ka kite kōtou i a rātou i tō rātou au 'ua. E 'a'aki āinei te tangata i te au vine nō runga mai i te rākau taratara, mē kāre rā, i te au suke nō runga mai i te tātarāmoa? 
MAT.7.17	Ē pērā katoa, ka 'ua mai te au pū rākau meitaki rava rāi i te au 'ua meitaki, ē te au pū rākau kino ra e 'ua mai i te au 'ua kino. 
MAT.7.18	Kāre e rauka i te pū rākau meitaki kia 'ua mai i te 'ua kino, kāre katoa te pū rākau kino e 'ua mai i te 'ua meitaki. 
MAT.7.19	Te au pū rākau katoa kāre e 'ua mai i te 'ua meitaki ra, e tīpū'ia ia ē ka tīria'ia ki roto i te a'i. 
MAT.7.20	Nō reira, ka kite kōtou i a rātou i tō rātou au 'ua.”
MAT.7.21	“Kāre tēta'i 'ua atu tei tuatua mai ki āku ē, ‘E te 'Atu, e te 'Atu’ e tomo ki roto i te bāsileia o te ao ra, ko tei 'ākono rā i te anoano o taku Metua i te ao ra. 
MAT.7.22	'E mānganui te ka tuatua mai ki āku i taua rā ra, ‘E te 'Atu, e te 'Atu, kāre āinei mātou i toto'u i roto i tō'ou ingoa, ē kua tuaru atu i te au dēmoni i roto i tō'ou ingoa, ē kua rave i te au 'akairo mana 'e mānganui i roto i tō'ou ingoa?’ 
MAT.7.23	I reira, ko tāku ia e pa'u atu ki a rātou, ‘Kāre tākiri au i kite i a kōtou. Ka 'aere kē atu kōtou mei konei i āku nei, e te aronga rave i te mea kino.’ ”
MAT.7.24	“Ko tēta'i 'ua atu tangata tei 'akarongo mai i tāku nei tuatua ē 'ākono i te reira, ka 'aka'āite'ia aia ki tēta'i tangata pakari ko tei 'akatū i tōna 'are ki runga a'o i te tokapapa. 
MAT.7.25	E topa i'ora te ua, ē ta'e i'ora te vai puke, ē tē 'arara maira te matangi, ē e pāpā i'ora i taua 'are ra; kāre rava ia e 'inga, nō te mea, kua tāmou'ia ki runga i te tokapapa.
MAT.7.26	“Ē tēta'i 'ua atu ko tei 'akarongo 'ua mai i tāku tuatua ē kāre i 'ākono i te reira, ka 'aka'āite'ia aia ki tēta'i tangata nēneva ko tei 'akatū i tōna 'are ki runga i te one. 
MAT.7.27	E topa i'ora te ua, ē ta'e i'ora te vai puke, ē tē 'arara maira te matangi ē e pāpā i'ora i taua 'are ra; 'inga i'ora ē 'e nga'anga'ā ma'ata 'oki tōna.”
MAT.7.29	nō te mea, kua 'āpi'i aia i a rātou ma te mana, ē kāre mei tā te au Pū'āpi'i Ture ra.
MAT.8.1	Ē i a Iēsū i 'eke mai mei te maunga maira, ma te urupū ma'ata katoa i te āru'anga mai i aia, 
MAT.8.2	inā kua 'aere maira tēta'i lēpera, tīpapa maira ki raro ki mua i aia, nā kō maira, “E te 'Atu, mē ka tika i a koe na, kia mā au i a koe.”
MAT.8.3	Ē kua 'akatoro maira a Iēsū i tōna rima, 'akatūkia atura i aia, nā kō atura, “Kua tika ia i āku, kia mā koe.” Mā atura te lēpera nōna i reira rāi. 
MAT.8.4	Ē kua karanga atura a Iēsū ki aia, “Auraka rava koe e 'akakite ki tēta'i 'ua atu tangata. Ka 'aere rā, e 'akaāri i a koe 'ua'orāi ki te ta'unga ra, e 'apai atu i te tao'ongā rima i 'akaue'ia mai e Mōse ra 'ei 'akakite'anga atu ki a rātou.”
MAT.8.5	E tae atura a Iēsū ki Kāperenāuma, kua 'aere maira tēta'i rangatira 'ānere ki aia, ē kua pati 'akatenga maira, 
MAT.8.6	nā kō maira, “E te 'Atu, kua maki taku tāvini, ē tē vai 'akangoru 'ua ra i te ngutu'are, kua ma'ata rava tōna mamae.”
MAT.8.7	Ē kua karanga atura a Iēsū, “E 'aere atu au e 'akaora i aia.”
MAT.8.8	Ē kua pa'u maira te rangatira 'ānere, nā kō maira, “E te 'Atu, kāre au e tau kia tomo mai koe ki roto i taku 'are. Inārā, e tuatua 'ua mai koe i tēta'i tuatua, ka ora'ia taku tāvini i reira. 
MAT.8.9	Ko au katoa nei 'oki, tei raro ake au i te mana o tēta'i kē, 'e au va'e'au rāi tō raro ake i āku. Ē kia 'akakite au ki tēta'i, ‘Ka 'aere!’, kua 'aere ia; ē ki tēta'i, ‘Ka 'aere mai!’, kua 'aere mai ia; ē ki taku tāvini, ‘E rave koe i tēia!’, ē tē rave nei aia i te reira.”
MAT.8.10	E 'akarongo akera a Iēsū i te reira, vā 'ua i'ora aia, ē kua tuatua atura ki te aronga i āru mai i aia, “Koia mou tāku e karanga atu ki a kōtou na, kāre rāi au i kite i tēia tū 'akarongo nei i Īserā'ela nei. 
MAT.8.11	E 'akakite atu rā au ki a kōtou, 'e mānganui te ka 'aere mai mei te 'itinga ē te 'opunga o te rā, ē ka no'o katoa rātou ko Āberahāma ē ko Īsā'aka ē ko Iākōba i roto i te bāsileia o te ao ra; 
MAT.8.12	kāreka te tamariki bāsileia ra, e 'uri'ia ki va'o i te pōiri ra, tei reira te auē ē te pākati'angā ni'o ra.” 
MAT.8.13	Ē kua tuatua atura a Iēsū ki taua rangatira 'ānere ra, “Ka 'aere, ē mei tā'au i 'irinaki ra, tē pērā katoa'ia nei ki a koe.”
MAT.8.13	Ē e ora atura taua tāvini nōna i te reira ora tikāi.
MAT.8.14	Ē tē tomo maira a Iēsū ki roto i te 'are o Pētero, 'ākara atura aia i tōna metua 'ōngai va'ine tē 'aka'āvai 'ua ra, kua mate i te vera. 
MAT.8.15	Ē kua 'akatūkia atura a Iēsū i tōna rima, ē peke atura te vera. E tū akera taua va'ine ra ki runga, mātuāpuru maira i a Iēsū.
MAT.8.16	E a'ia'i i'ora, kua 'apai maira rātou ki a Iēsū i te aronga 'e mānganui ra i uru'ia e te dēmoni, ē kua tuaru atura aia i taua au vaerua ra ki tēta'i tuatua 'ua. Ē kua 'akaora i te aronga maki katoa ra. 
MAT.8.17	Tupu atura te tuatua a Īsaia peroveta ra, ka nā kō maira ē, “Nāna 'ua'orāi i rave atu i tō tātou au 'āpikepike, ē kua 'apai aia i tō tātou au mate.”
MAT.8.18	Kia 'ākara akera a Iēsū ē, kua kako aia i te tangata 'e mānganui, kua 'akaue atura aia ē kia 'oe atu ki tēta'i tua mai o te roto. 
MAT.8.19	Kua 'aere mai tēta'i Pū'āpi'i Ture, nā kō maira ki aia, “E te Pū'āpi'i, e āru atu au i a koe i tō'ou au 'aerenga katoa.”
MAT.8.20	Kua pa'u atura a Iēsū ki aia, “'E ana tō te suoli, 'e kō'anga tō te au manu o te reva, kāreka te Tamaiti a te Tangata nei, kāre ōna 'e urunga ūpoko.”
MAT.8.21	Kua tuatua maira tēta'i o tāna au pipi ki aia, “E te 'Atu, e tuku koe i āku kia 'aere au nā mua e tanu i taku metua tāne.”
MAT.8.22	Kua pa'u atura a Iēsū ki aia, “Āru mai i āku! E vai'o atu nā tei mate e tanu i tō rātou i mate ra.”
MAT.8.23	'Aere atura a Iēsū ki runga i te poti, ē kua āru atura tāna au pipi i aia. 
MAT.8.24	Ē inā, kua tupu maira tēta'i 'uri'ia ma'ata i taua roto ra, ē ngaromia i'ora te poti e te kāre, inārā tē moe ra a Iēsū. 
MAT.8.25	'Akavaitata atura tāna au pipi e 'akaara i aia, nā kō atura, “E te 'Atu, e 'akaora i a mātou! Ka maremo mātou!”
MAT.8.26	Kua pa'u maira aia ki a rātou, “'E a'a kōtou i mataku ei, e te aronga 'akarongo meangiti nei?” Tū akera aia ki runga, kauvae atura i te matangi ē te tai, ē marino ma'ata rava akera.
MAT.8.27	Vā 'ua i'ora taua au tangata ra, ē ui atura, “'E a'a 'ua te tū o tēianei tangata, i 'akarongo ei te matangi ē te tai i aia?”
MAT.8.28	E tae atura a Iēsū ki tēta'i tua o te roto i te 'enua o tō Gerāsini, kua 'ārāvei maira i aia 'e tokorua tangata tei uru'ia e te au dēmoni mei roto mai i te au mēnema ra, 'e ngā tangata tā'ae 'oki, kāre 'ua 'e tangata e tae i te 'aere nā reira. 
MAT.8.29	Ē inā, kua kāpiki 'ua maira rāua ra, nā kō maira, “'E a'a tā'au i a māua nei, e te Tamaiti a te Atua ra? I 'aere mai āinei koe e tāmamae i a māua i mua ake i te tuātau tikāi?”
MAT.8.30	Ē tei tēta'i ngā'i mamao akera i a rātou tēta'i 'ānana puaka ma'ata ra tē kai ra i te kai. 
MAT.8.31	Kua kaku maira te au dēmoni ki a Iēsū, nā kō maira, “Kia tuaru koe i a mātou ki va'o, e tuku ake koe i a mātou ki roto i tērā ra 'ānana puaka.”
MAT.8.32	Kua karanga atura a Iēsū, “'Aere!” Kua 'aere atura rātou ki va'o, tomo atura ki roto i te au puaka ra. Ē inā, 'oro viviki 'ua atura taua 'ānana katoa ra ki raro nā te ngā'i pā'eke'eke ra ē ki roto rava i te roto ra, mate atura i roto i te vai.
MAT.8.33	'Ati i'ora te aronga tiaki, ē 'aere atura ki roto i te 'ōire, 'akakite 'aere atura i te au mea katoa tei tupu ki ngā tangata dēmoni ra. 
MAT.8.34	Ē inā, kua 'aere maira taua 'ōire katoa ra kia 'ārāvei i a Iēsū. E kite maira rātou i aia, kua 'akateni maira kia 'aere kē atu aia mei tō rātou 'enua.
MAT.9.1	'Eke atura a Iēsū ki roto i tēta'i poti, 'akatere atura ki tēta'i tua o te roto, e tae atura ki tōna 'ua'orāi 'ōire. 
MAT.9.2	Ē inā, kua 'apai maira rātou i tēta'i 'akangoru ki aia ra tē takoto 'ua ra ki runga i te ro'i. I te kite'anga atu a Iēsū i tō rātou 'akarongo, kua karanga atura aia ki te 'akangoru ra, “E 'akamāro'iro'i, e tama, kua 'akakore'ia tā'au au 'ara.”
MAT.9.3	Ē inā, kua tuatua i'ora ēta'i Pū'āpi'i Ture i roto i a rātou 'ua'orāi, “Tē 'akakino Atua nei tēianei tangata!”
MAT.9.4	I te kite'anga atu a Iēsū i tō rātou manako, kua nā kō maira aia, “'E a'a kōtou i manako kino ei i roto i tō kōtou ngākau? 
MAT.9.5	Ko tē'ea te mea rave ngō'ie atu, ko te karanga ē, ‘Kua 'akakore'ia tā'au au 'ara’, mē kāre ra, ko te karanga ē, ‘E tū ki runga, e 'aere’? 
MAT.9.6	Kia kite rā kōtou ē, 'e mana tō te Tamaiti a te Tangata i te 'enua nei kia 'akakore i te au 'ara.” Kua karanga atura aia i reira ki te 'akangoru ra, “E tū ki runga, e rave i tō ro'i, e 'aere ki tō ngutu'are!”
MAT.9.7	Tū akera aia ki runga, 'aere atura ki te ngutu'are. 
MAT.9.8	Kia kite te urupū tangata i tēia mea nei, kua mataku i'ora rātou ē kua 'akakakā i te Atua tei 'ōronga mai i te reira tū mana ki te au tangata nei.
MAT.9.9	Ē tē 'aere atura a Iēsū mei reira atu, kua kite atura aia i tēta'i tangata, ko Mātaio te ingoa, tē no'o ra ki roto i te 'are ko'i'anga tero. Kua karanga atura a Iēsū ki aia, “Āru mai i āku.” Kua tū akera a Mātaio ki runga, ē kua āru maira i aia.
MAT.9.11	I te kite'anga te au Phārīsea i tēia, kua ui atura rātou ki tāna au pipi, “'E a'a tō kōtou pū'āpi'i i kai katoa ai ē te aronga ko'i tero ē te aronga rave 'ara nei?”
MAT.9.12	I te 'akarongo'anga a Iēsū i tēia, kua tuatua maira aia, “Kāre ē nō te aronga e meitaki te ora'anga te ta'unga, nō te aronga maki rā. 
MAT.9.13	E 'aere rā e 'āpi'i i te 'āite'anga o tēianei tuatua, ‘Ko te aro'a tāku e anoano, kāre ē ko te 'ātinga.’ Kāre 'oki au i 'aere mai e kāpiki i te aronga tuatua tika, māri rā i te aronga 'ara ra.”
MAT.9.14	I reira, kua 'aere maira te au pipi a Ioane ra ē kua ui maira ki a Iēsū, “'E a'a mātou nei ē te au Phārīsea e 'akakore ei i te kai, ē kāre tā'au au pipi e 'akakore ana i te kai?”
MAT.9.15	Kua pa'u atura a Iēsū, “E auē āina te au manu'iri o te 'akaipoipo'anga i te tāne 'ōu e no'o ki ō rātou ra? Tē vai atura te tuātau e rave'ia atu ei te tāne 'ōu mei kō mai i a rātou; 'ei reira rātou e 'akakore ei i te kai.
MAT.9.16	“Kāre 'e tangata e pānanaki i te potonga kāka'u 'ōu ki runga i te kāka'u piro, nō te mea, ka emi mai te pānanaki mei taua kāka'u piro ra, ma'ata kino atura te nga'ae. 
MAT.9.17	Kāre katoa 'e tangata e riringi i te uaina 'ōu ki roto i te au 'āriki ta'ito. Mē pērā 'oki rātou ra, ka nga'ae te au 'āriki, ta'e atura te uaina ki va'o, ē e kino rava atura te au 'āriki. Inārā, e riringi rātou i te uaina 'ōu ki roto i te au 'āriki 'ōu ra, e meitaki kāpipiti i a rāua.”
MAT.9.18	I a Iēsū e tuatua atura i aua tuatua nei, kua 'aere maira tēta'i tūtara ē kua tīpapa maira ki mua i aia, nā kō maira, “Koi mate tākiri rava ake nei taku tamā'ine; e 'aere mai rā koe e tuku i tō rima ki runga a'o i aia, ka ora'ia aia i reira.” 
MAT.9.19	Kua tū akera a Iēsū ki runga, kua āru atura i aia, ē kua pērā katoa tāna au pipi.
MAT.9.20	Ē inā, tēta'i va'ine maira, e rau nga'uru mā rua ōna mata'iti i te riu 'ua'anga, kua nā muri maira i aia, ē kua 'āmiri maira i tō Iēsū tapa kāka'u. 
MAT.9.21	I tuatua 'oki aia ki aia 'ua'orāi ē, “Kia 'āmiri 'ua atu au i tōna kāka'u, ka ora'ia au.”
MAT.9.22	Kua 'āriu akera a Iēsū, ē i te kite'anga i taua va'ine ra kua karanga atura, “E 'akamāro'iro'i, e mā'ine, kua ora koe i tō'ou 'irinaki'anga.” Ora rava atura'ia taua va'ine ra i taua 'ati'anga rāi.
MAT.9.23	I te tae'anga atu a Iēsū ki roto i te 'are o taua tūtara ra, ē i te kite'anga atura i te aronga 'akatangi vivo ko'e ē te urupū aueuē ra, 
MAT.9.24	kua karanga atura aia, “'Akaātea atu, nō te mea, kāre te tamā'ine ra i mate, kua moe rā.” Kua tā'ito'ito maira rā rātou i aia. 
MAT.9.25	E 'ope akera taua urupū ra i te tuku'ia ki va'o, kua tomo atura aia ki roto, ē kua rave atura aia i tōna rima, ē kua tū 'ua maira te tamā'ine ra ki runga. 
MAT.9.26	Tutuki atura te rongo o tēianei mea e kako rava akera taua 'enua ra.
MAT.9.27	Ē tē 'aere atura a Iēsū mei reira atu, kua āru maira e rua tangata matapō i aia ē te kāpiki'anga mai, “E te tamaiti a Dāvida ē, e aro'a mai koe i a māua.”
MAT.9.28	E tae atura aia ki roto i te 'are, kua 'aere maira ngā tangata matapō ra ki aia, ē kua ui atura a Iēsū ki a rāua, “Tē 'irinaki nei kōrua ē e rauka i āku tēia i te rave?”
MAT.9.28	Kua pa'u maira rāua, “Āe, e te 'Atu.”
MAT.9.29	Kua 'akatūkia atura aia i tō rāua mata, ē kua nā kō atura, “Kia tau ki tō kōrua 'irinaki'anga ra, kia pērā'ia mai rāi kōrua.” 
MAT.9.30	Ē kua pu'era akera tō rāua mata i reira ra. Kua ako pakari atura a Iēsū i a rāua, nā kō atura, “Ka matakite, 'eia'a rava atu tēta'i tangata e kite i tēianei mea!”
MAT.9.31	I te 'aere'anga atu rā rāua, kua toto'a 'aere atura i te rongo nōna, e kako rava akera taua tu'anga 'enua ra.
MAT.9.32	Ē tē 'aere atura ngā matapō ki va'o, inā, tē 'apaina'ia maira tēta'i tangata mūrare tei uru'ia e te dēmoni ki a Iēsū. 
MAT.9.33	Ē kia tuaru'ia te dēmoni ra ki va'o, kua tuatua i'ora te tangata tei mūrare'ia ra. Ē kua vā 'ua i'ora te au urupū ra, nā kō akera, “Kāre ake rāi tēia tū i kitea ake i Īserā'ela nei!”
MAT.9.36	Ē i te kite'anga atura aia i te au urupū ra, kua tangi i'ora aia i a rātou, nō te mea, kua tāmanamanatā'ia rātou ē kua pue'urikiriki kē rātou mei te au māmoe tiakikore ra. 
MAT.9.37	Kua karanga atura aia ki tāna au pipi, “Tē ma'ata 'ua nei te mou, tē iti nei rā te au rave 'anga'anga. 
MAT.9.38	Ē tēianei, e pati kōtou ki te 'Atu o te mou kia unga mai aia i te au rave 'anga'anga ki tāna kokoti'anga mou ra.”
MAT.10.1	Kua kāpiki atura a Iēsū i te au pipi tino nga'uru mā rua ki aia ē kua tuku atura ki a rātou i te mana ki runga i te au vaerua vi'ivi'i kia tuaru i a rātou ki va'o, ē kia 'akaora i te au tū maki rava rāi ē te au mate rava rāi. 
MAT.10.2	Tēia 'oki te au ingoa o te au 'āpōsetolo tino nga'uru mā rua ra: Ko Simona te mōmua ko tei karanga'ia ko Pētero ra, ē tōna teina ko Ānēderea; ko Iākōbo a Zebedaio ra, ē tōna teina ko Ioane; 
MAT.10.3	ko Philipa ē ko Baratolomea; ko Toma ē te tangata ko'i tero ko Mātaio; ko Iākōbo a Ālephaia ē ko Tādaio, 
MAT.10.4	ko Simona te Kananaio ē ko Iūda Ikariota ra tei tuku pikika'a i aia ra.
MAT.10.5	Kua tono atura a Iēsū i taua tino nga'uru mā rua ra ma te ako atu i a rātou, nā kō atura, “Auraka e 'aere atu ki tēta'i 'ua atu arāta'a o te au 'ētene ra. 'Eia'a katoa e tomo ki tēta'i 'ua atu 'ōire o tō Sāmāria ra. 
MAT.10.6	E 'aere rā kōtou ki te au māmoe ngaro o te ngutu'are o Īserā'ela. 
MAT.10.7	I tō kōtou 'aerenga ra, e tūtū 'aere kōtou e nā kō atu, ‘Tē vaitata mai nei te bāsileia o te ao!’ 
MAT.10.8	E 'akaora i te au tangata maki, e 'akatū i tei mate, e tāmā i te au lēpera, e tuaru i te au dēmoni. 'E mea 'ō mai'ia tā kōtou, e 'ōronga 'ua atu 'oki kōtou. 
MAT.10.9	Auraka e 'apai i tēta'i 'ua atu 'auro, 'ārio ē te veo i roto i tō kōtou tātua, 
MAT.10.10	auraka katoa 'ei pūtē i tō kōtou tere, auraka katoa e takirua pereue, tāmaka, ē tēta'i tokotoko: e tau 'oki te kai nā te tangata 'anga'anga ra.
MAT.10.11	“Ē te 'ōire mama'ata, mē kāre, te 'ōire rikiriki tā kōtou e tomo ra, e kimi mārie i te tangata e tau i reira; 'ei reira kōtou no'o ei, e 'aere atu ei. 
MAT.10.12	I tō kōtou tomo'anga ki roto i te 'are, e aro'a atu i tō reira. 
MAT.10.13	Ē tē tau ra taua ngutu'are ra, kia vai rāi tā kōtou 'au ki reira; mē kore rā e tau, kia 'oki 'aka'ou mai ia tā kōtou 'au ki a kōtou. 
MAT.10.14	Ē tei kore e 'āriki mai i a kōtou, ē kāre 'oki e 'akarongo mai i tā kōtou au tuatua i tō kōtou 'akaruke'anga mai i taua 'are ra, mē kāre, i taua 'ōire ra, ka rūrū atu i te one o tō kōtou vaevae. 
MAT.10.15	Koia mou tāku e karanga atu ki a kōtou nei, kia tae ki te rā 'akavā'anga ra, 'e ngari ake tō te 'enua ra tō Sodoma ē tō Gōmora i tō te reira.”
MAT.10.17	Kia matakite rā kōtou i te tangata; ka tuku 'oki rātou i a kōtou ki te Sūnēderi ē e pāpā 'oki i a kōtou i roto i tō rātou au sūnago. 
MAT.10.18	E takina'ia ai kōtou ki mua i te au tūtara ē te ui ariki nōku nei 'ei kite nō rātou ē nō te au 'ētene. 
MAT.10.19	Kia tuku rā rātou i a kōtou, auraka e apiapi i te tū, mē kāre i te au mea o tā kōtou ka tuatua, nō te mea, ka 'akakite'ia mai ki a kōtou tā kōtou ka tuatua i taua ora rāi. 
