GEN.1.1	Ba pun iya kelia,
GEN.10.5	Sida nya meh orang ke nurunka bansa ti diau ba sebelah tebing tasik, enggau ba sebelah pulau di tasik. Nya meh gaya bala peturun Japet ti diau nitihka raban bansa enggau menua sida empu. Genap bengkah raban bansa nya endang bisi jaku ke diri empu.
GEN.10.6	Bala anak lelaki Ham, iya nya Kus, Ejip, Libia, enggau Kanaan, nurunka bansa ti ngangkatka nama sida. 
GEN.10.7	Peturun Kus nya orang Seba, Habilah, Sabtah, Ramah, enggau Sapteka. Peturun Ramah nya orang Sheba enggau Dedan. 
GEN.10.8	Kus bisi anak lelaki siku ke benama Nimrot, orang ke terubah-rubah nyadi bujang berani di dunya tu. 
GEN.10.9	Ari saup TUHAN, iya nyadi orang ke landik ngasu. Nya kebuah orang nyebut, “Awakka TUHAN ngaga nuan nyadi orang ke landik ngasu baka Nimrot!” 
GEN.10.10	Menua ti terubah diperintah iya nyengkaum Babel, Erek, enggau Akat, semua menua nya di menua Babilon magang. 
GEN.10.11	Ari menua nya iya mansang ngagai menua Asiria lalu nirika nengeri Nineweh, Rihobot Ir, Kalah, 
GEN.10.12	enggau Resen, ba entara Nineweh enggau nengeri ti besai ke benama Kalah.
GEN.10.13	Peturun Ejip nya orang Lidia, Anam, Lehap, Naptuh, 
GEN.10.14	Patrus, Kasluh, enggau Krit. Tu orang ke nurunka orang Pilistin.
GEN.10.15	Anak Kanaan nya Sidon, anak tuai iya, enggau Het. Seduai tu nurunka bansa ti ngangkatka nama seduai iya. 
GEN.10.16	Kanaan mega nurunka orang Jebus, orang Amor, orang Girgas, 
GEN.10.17	orang Ibi, orang Arka, orang Sin, 
GEN.10.18	orang Arbat, orang Semar, enggau orang Hamat. Raban orang Kanaan ngachir ngagai menua bukai. 
GEN.10.19	Menua orang Kanaan berengkah ari Sidon ngerembai tunga ke selatan nuju ngagai Gerar, nyentuk ngagai Gasa, enggau tunga ke timur nyentuk ngagai Sodom, Gomorah, Admah, enggau Seboim semak Lasa. 
GEN.10.20	Nya meh gaya peturun Ham. Sida diau nitihka raban bansa enggau menua sida empu, lalu siti-siti raban bansa nya endang bisi jaku ke diri empu.
GEN.10.21	Sem, iya nya aka Japet, nurunka semua orang Hebrew. 
GEN.10.22	Bala anak lelaki Sem nya Elam, Asur, Arpaksat, Lut, enggau Aram. Sida tu nurunka bansa ti ngangkatka nama sida. 
GEN.10.23	Bala peturun Aram nya orang Us, Hul, Geter, enggau Mesek. 
GEN.10.24	Arpaksat nya apai Selah, lalu Selah nya apai Eber. 
GEN.10.25	Eber bisi dua iku anak lelaki. Siku benama Pelek,
GEN.10.26	Bala peturun Joktan nya orang Almodat, Selep, Hasarmabet, Jerah, 
GEN.10.27	Hadoram, Usal, Diklah, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Opir, Habilah, enggau Jobap. Semua sida tu peturun Joktan magang. 
GEN.10.30	Menua ti alai sida diau nya berengkah ari Mesa nyentuk ngagai Separ di menua ti bebukit di timur. 
GEN.10.31	Nya meh gaya bala peturun Sem, lalu sida diau nitihka raban bansa enggau menua sida empu, lalu genap bengkah raban bansa nya endang bisi jaku ke diri empu.
GEN.10.32	Semua sida nya endang peturun Noah magang, nitihka genap bengkah bansa, enggau peturun sida. Udah bekau bah nya, semua bansa dalam dunya tu endang peturun bala anak lelaki Noah magang.
GEN.11.1	Terubah iya kelia, orang di dunya tu bejaku ngena siti aja jaku. 
GEN.11.2	Lebuh sida segau-segau bejalai di Timur, sida datai ba emperan menua Babilon, lalu ngentapka diri dia. 
GEN.11.3	Ku sida berandau enggau pangan diri, “Aram kitai ngaga batu bata, lalu nunu batu bata nya ngambika kering.” Nya alai sida bisi batu bata ti dipejantilka sida ngena tar. 
GEN.11.4	Ku sida bejaku, “Aram kitai ngaga sebuah nengeri, enggau sebuah menara ti bediri nyentuk ke langit, ngambika kitai tampak nama, lalu enda pambar di serata dunya.”
GEN.11.5	Udah nya TUHAN nurun, deka meda nengeri enggau menara ti udah digaga sida, 
GEN.11.6	lalu ku Iya bejaku, “Sida tu sama sebansa magang, lalu bejaku ngena siti aja jaku. Tu semina pun ke semua utai ti deka dikereja sida. Enda lama da agi sida ulih ngaga sebarang utai ti dikedekaka sida! 
GEN.11.7	Aram Kitai nurun lalu nyarutka jaku sida, ngambika sida enda meretika utai ti disebut pangan diri.” 
GEN.11.8	Nya alai TUHAN ngachirka sida di serata dunya, lalu sida badu agi ngaga nengeri nya. 
GEN.11.9	Nengeri nya dikumbai Babel,
GEN.11.10	Baka tu ku peturun Sem. Dua taun udah bekau bah besai, lebuh umur Sem 100 taun, iya bisi siku anak lelaki ke benama Arpaksat. 
GEN.11.11	Udah bekau nya, iya mengkang idup 500 taun da agi, lalu bisi anak ti bukai.
GEN.11.12	Lebuh Arpaksat umur 35 taun, iya bisi siku anak lelaki benama Selah. 
GEN.11.13	Udah bekau nya, iya mengkang idup 403 taun da agi, lalu bisi anak ti bukai.
GEN.11.14	Lebuh Selah umur 30 taun, iya bisi siku anak lelaki benama Eber. 
GEN.11.15	Udah bekau nya, iya mengkang idup 403 taun da agi, lalu bisi anak ti bukai.
GEN.11.16	Lebuh Eber umur 34 taun, iya bisi siku anak lelaki benama Pelek. 
GEN.11.17	Udah bekau nya, iya mengkang idup 430 taun da agi, lalu bisi anak ti bukai.
GEN.11.18	Lebuh umur Pelek 30 taun, iya bisi siku anak lelaki benama Reu. 
GEN.11.19	Udah bekau nya iya mengkang idup 209 taun da agi, lalu bisi anak ti bukai.
GEN.11.20	Lebuh umur Reu 32 taun, iya bisi siku anak lelaki benama Seruk. 
GEN.11.21	Udah bekau nya iya mengkang idup 207 taun da agi, lalu bisi anak ti bukai.
GEN.11.22	Lebuh Seruk umur 30 taun, iya bisi siku anak lelaki benama Nahor. 
GEN.11.23	Udah nya iya mengkang idup 200 taun da agi, lalu bisi anak ti bukai.
GEN.11.24	Lebuh Nahor umur 29 taun, iya bisi siku anak lelaki benama Terah. 
GEN.11.25	Udah nya iya mengkang idup 119 taun da agi, lalu bisi anak ti bukai.
GEN.11.26	Lebuh umur Terah udah manggai 70 taun, iya nyadi apai Abram, Nahor, enggau Haran.
GEN.11.27	Tu peturun Terah apai Abram, Nahor enggau Haran. Haran nya apai Lot, 
GEN.11.28	lalu Haran mati ba nengeri ada iya di Ur, dalam menua Babilon, lebuh apai iya Terah agi idup. 
GEN.11.29	Abram jadi enggau Sarai, lalu Nahor jadi enggau Milkah, anak indu Haran. Haran mega apai Iskah. 
GEN.11.30	Nyadi Sarai mandul.
GEN.11.31	Terah mai anak iya Abram, uchu iya Lot, iya nya anak Haran, enggau menantu indu iya, Sarai, iya nya bini Abram, angkat ari nengeri Ur di menua Babilon lalu pindah ngagai menua Kanaan. Sida bejalai naka Haran lalu ngentapka diri dia. 
GEN.11.32	Dia meh endur alai Terah mati lebuh umur iya 205 taun.
GEN.12.2	Aku deka meri nuan mayuh peturun, lalu sida deka nyadi bansa ti besai;
GEN.12.2	Aku deka merekatka nuan, lalu ngaga nuan nyadi orang ke tampak nama;
GEN.12.2	ngambika nuan nyadi berekat ke orang bukai.
GEN.12.3	lalu Aku deka nyumpah orang ke nyumpah nuan;
GEN.12.3	lalu ngena nuan merekatka semua bansa.
GEN.12.4	Lebuh umur Abram 75 taun, iya angkat ari Haran, nitihka asuh TUHAN, lalu Lot mupuk enggau iya. 
GEN.12.5	Abram mai bini iya Sarai, enggau anak menyadi iya Lot, enggau semua reta tengkira, enggau semua ulun ti udah ulih iya di Haran, lalu mupuk ngagai menua Kanaan.
GEN.12.5	Lebuh sida datai di Kanaan, 
GEN.12.6	Abram lalu bejalai nengah menua nya lalu datai ba sepun kayu keramat di Moreh, di menua Sekem. (Lebuh maya nya, orang bansa Kanaan agi nguan menua nya.) 
GEN.12.7	 TUHAN pegari di mua Abram lalu bejaku enggau iya, “Tu meh menua ti deka diberi Aku ngagai bala peturun nuan.” Abram lalu ngaga siti alta ba endur nya ke TUHAN ti udah pegari di mua iya. 
GEN.12.8	Udah nya iya pindah tunga ke selatan ngagai menua ti bebukit tunga ke timur ari nengeri Betel, lalu nirika kem iya ba entara nengeri Betel muak ke barat, enggau nengeri Ai muak ke timur. Dia iya mega ngaga siti alta, lalu nyembah TUHAN. 
GEN.12.9	Udah nya iya majakka pejalai iya, pindah ari endur siti ngagai endur siti tunga ke selatan menua Kanaan.
GEN.12.10	Nyadi menua Kanaan kena laban lapar pungkang. Nya alai Abram mupuk ngagai menua Ejip, lalu diau nyadi orang kampar di menua nya, laban lapar pungkang balat amat nyadi di menua Kanaan. 
GEN.12.11	Lebuh iya baru deka meraka garis entara menua ngagai menua Ejip, iya bejaku enggau bini iya Sarai, “Aku nemu nuan amat bajik. 
GEN.12.12	Lebuh orang Ejip meda nuan, sida deka ngumbai nuan bini aku, lalu munuh aku, tang nejuka nuan idup. 
GEN.12.13	 Padahka ngagai sida, nuan menyadi aku. Nya baru sida deka manah enggau aku, ketegal nuan, lalu nejuka aku idup.” 
GEN.12.14	Lebuh Abram meraka garis entara menua ngagai Ejip, orang Ejip meda pemajik bini iya. 
GEN.12.15	Sekeda bala pemesai ke gawa dalam istana raja meda Sarai, lalu madahka pasal pemajik iya ngagai raja. Nya alai Sarai lalu dibai ngagai istana. 
GEN.12.16	Ketegal Sarai, raja lalu manah enggau Abram, lalu meri Abram raban bedus, kambin, sapi, keledai, ulun enggau unta.
GEN.12.17	Tang laban raja udah ngambi Sarai, TUHAN lalu ngasuh raja enggau semua orang ke bekereja dalam istana nya balat diserang penyakit. 
GEN.12.18	Udah nya raja lalu mesanka Abram, lalu nanya iya, “Nama utai tu ti udah dikereja nuan ngagai aku? Nama kebuah nuan enda madahka Sarai nya bini nuan? 
GEN.12.19	Nama kebuah nuan ngumbai iya menyadi nuan, lalu nejuka aku ngambi iya nyadika bini aku? Tu bini nuan. Bai iya, lalu angkat ari tu!” 
GEN.12.20	Raja lalu meri atur ngagai bala pemesai iya pasal Abram, lalu sida ngasuh Abram angkat ari menua nya, sama enggau bini iya, sereta enggau semua utai ti diempu iya.
GEN.13.1	Abram angkat ari menua Ejip lalu mansang tunga ke utara, nuju ngagai selatan menua Kanaan,
GEN.13.2	Abram tu orang ke kaya bendar. Iya bisi jelu bedus, kambin, enggau jelu sapi, sereta enggau pirak enggau emas. 
GEN.13.3	Udah nya iya lalu angkat ari endur nya lalu pindah ari endur siti ngagai endur siti, mansang tunga ngagai Betel. Iya datai ba siti endur entara Betel enggau Ai, ti udah alai iya nirika kem dulu suba 
GEN.13.4	lalu udah ngaga siti alta. Dia iya lalu nyembah TUHAN.
GEN.13.5	Lot mega bisi jelu bedus, kambin, enggau jelu sapi, lalu bisi mega ruang bilik iya empu, sereta enggau bala ulun. 
GEN.13.6	Nya alai padang rumput dia nyau enda chukup ke seduai iya, enti seduai iya mengkang begulai enggau pangan diri, laban jelu seduai iya nyau kelalu mayuh. 
GEN.13.7	Nya alai orang ke ngibun jelu ke Abram, enggau orang ke ngibun jelu ke Lot, belaya. (Lebuh maya nya, orang Kanaan enggau orang Peris agi diau di menua nya.)
GEN.13.8	Udah nya Abram lalu bejaku enggau Lot, “Kitai tu sama diri sekaban, lalu bala nuan enggau bala aku enda patut belaya. 
GEN.13.9	Nya alai, manah tua beserara. Pilih ni menua ti dikedekaka nuan. Nuan nguing nengah jalai siti, lalu aku nguing nengah jalai siti.”
GEN.13.11	Nya alai Lot milih semua Lebak Jordan ke iya empu, lalu iya pindah tunga ke timur. Nya meh chara seduai iya beserara ari pangan diri. 
GEN.13.12	Abram mengkang diau di menua Kanaan, lalu Lot ngentapka diri ba sebelah nengeri ti ba emperan nya, lalu nirika kem iya semak nengeri Sodom, 
GEN.13.13	ti diuan orang ke jai, ke bedosa ngelaban TUHAN.
GEN.13.14	Lebuh Lot udah mupuk, TUHAN lalu bejaku ngagai Abram, “Ari endur alai nuan ke bediri diatu, tinjau enggau manah semua menua tu. 
GEN.13.15	 Aku deka meri ngagai nuan, enggau ngagai bala peturun nuan semua menua ti dipeda nuan, lalu menua nya deka diempu nuan belama iya. 
GEN.13.16	Aku deka meri ngagai nuan mayuh peturun datai ke sida enda ulih diitung agi, baka ke ngitung igi amau
GEN.13.17	Nya alai diatu, bejalai nuan lalu peratika semua menua tu, laban Aku deka meri semua menua tu ngagai nuan.” 
GEN.13.18	Nya alai Abram mindahka kem iya lalu ngentapka diri semak kayu keramat di Mamre di menua Hebron. Dia iya lalu ngaga siti alta ke TUHAN.
GEN.14.1	Empat iku raja, iya nya Raja Amrapel menua Babilon, Raja Ariok ari Elasar, Raja Kedorlaomer ari Elam enggau Raja Tidal ari Goim, 
GEN.14.2	nyerang lima iku raja, iya nya Raja Bera di Sodom, Raja Birsa di Gomorah, Raja Sinap di Admah, Raja Semeber di Seboim, enggau raja nengeri Bela (tauka Soar). 
GEN.14.3	Raja ke lima iku nya beripih enggau pangan diri, lalu berakupka semua soldadu sida ba Emperan Sidim, iya nya Tasik Mati diatu. 
GEN.14.4	Raja ke lima iku nya udah dipegai Kedorlaomer dua belas taun, tang dalam taun ti ketiga belas, sida angkat ngelaban iya. 
GEN.14.5	Dalam taun ti keempat belas, Kedorlaomer enggau bala raja ke setanah enggau iya, datai enggau bala soldadu sida, lalu ngalahka orang Repaim di Asterot Karnaim, orang Susim di Ham, orang Emim ba emperan Kiriataim, 
GEN.14.6	enggau orang Hori ba sebelah bukit di menua Edom, begagaika sida nyentuk ngagai Elparan, ti ba tisi menua puang. 
GEN.14.7	Udah nya sida nikal baru ngagai Kades (ti dikumbai Enmispat lebuh maya nya). Sida ngalahka semua menua orang Amalek, lalu ngalahka orang Amor ti diau di Hasason-tamar.
GEN.14.8	Udah nya raja nengeri Sodom, Gomorah, Admah, Seboim, enggau Bela lalu ngerintai bala soldadu sida, sedia deka beperang ba Emperan Sidim. Sida lalu beperang 
GEN.14.9	ngelaban raja menua Elam, Goim, Babilon, enggau Elasar, lima ngelaban empat. 
GEN.14.10	Emperan nya penuh laban lubang tar, lalu lebuh raja nengeri Sodom enggau raja nengeri Gomorah nguji ngerarika diri, seduai iya lalu labuh ngagai lubang tar, tang tiga iku raja ti bukai ulih ngerarika diri ngagai bukit. 
GEN.14.11	Raja ti empat iku nya ngambi semua utai di nengeri Sodom enggau Gomorah, nyengkaum pemakai, lalu angkat ari nengeri nya. 
GEN.14.12	Nyadi Lot, anak menyadi Abram, diau di nengeri Sodom. Nya alai raja empat iku nya nabanka iya enggau semua reta tengkira iya.
GEN.14.13	Tang siku lelaki ulih ngerarika diri lalu madahka semua utai nya ngagai Abram, iya nya orang Hebrew ti diau semak kayu ti besai ti diempu Mamre orang Amor. Mamre enggau menyadi iya Eskol enggau Aner endang setanah enggau Abram. 
GEN.14.14	Lebuh Abram ninga anak menyadi iya udah ditangkap munsuh, iya lalu ngelumuka semua lelaki ke dalam kem, ke tau enggau beperang, 318 iku semua sida, lalu nitihka raja empat iku nya, nyentuk ngagai Dan. 
GEN.14.15	Dia Abram lalu magi bala iya ngagai berapa bengkah raban, nyerang munsuh lebuh malam hari, lalu ngalahka sida. Iya begagaika sida nyentuk ngagai Hobah, di utara Damaskus, 
GEN.14.16	lalu ngambi pulai baru semua utai ti udah ditabanka munsuh. Iya mega mai pulai baru anak menyadi iya Lot enggau semua orang bukai ti udah ditangkap munsuh.
GEN.14.17	Lebuh Abram pulai, udah bekau iya ti ngalahka raja Kedorlaomer, enggau raja ti bukai, raja nengeri Sodom lalu ngambat iya ba Emperan Sabeh (emperan tu mega dikumbai Lebak Raja). 
GEN.14.18	Lalu Melkisedek, ke nyadi raja nengeri Salem, sereta nyadi imam Allah Taala ti Pemadu Tinggi, mai roti enggau wain ngagai Abram, 
GEN.14.19	lalu merekatka Abram munyi tu, “Awakka Allah Taala ti Pemadu Tinggi, ke ngaga langit enggau dunya, merekatka Abram! 
GEN.14.20	Pujika Allah Taala ti Pemadu Tinggi,
GEN.14.21	Ku raja Sodom bejaku ngagai Abram, “Simpan ulih nuan semua perapasan nya, tang beri pulai ngagai aku semua nembiak aku.”
GEN.14.22	Disaut Abram, “Aku besumpah di mua TUHAN Allah Taala ti Pemadu Tinggi, ke ngaga langit enggau dunya, 
GEN.14.23	aku enggai nyimpan utai nuan. Selambar ubung tauka tali kasut nuan pen enggai meh aku nyimpan, ngambika nuan enda ulih nyebut, ‘Aku tu ke ngasuh Abram kaya.’ 
GEN.14.24	Aku enggai ngambi utai ke aku empu. Aku semina nerima utai ti udah diempa bala nembiak aku. Tang awakka orang ke setanah enggau aku, Aner, Eskol enggau Mamre, ngambi ungkup sida.”
GEN.15.1	Udah bekau nya, Abram bisi genera. Dalam genera nya iya ninga TUHAN bejaku ngagai iya munyi tu, “Anang takut, Abram. Aku deka nyaga nuan, lalu meri nuan upah ti besai.”
GEN.15.2	Tang ku Abram nyaut, “TUHAN ti Pemadu Tinggi, nama guna upah ti deka diberi Nuan ngagai aku? Aku nadai purih, lalu orang ke deka bempu
GEN.15.3	Nuan nadai udah meri aku purih, lalu siku ari bala ulun aku deka bempu pesaka aku.”
GEN.15.4	Udah nya Abram lalu ninga TUHAN bejaku baru ngagai iya: “Ukai ulun nuan Elieser ti deka bempu pesaka nuan, tang anak lelaki nuan empu.” 
GEN.15.5	 TUHAN lalu mai Abram pansut, lalu bejaku, “Uji nuan engkadah lalu ngitung bintang ti di langit. Baka nya meh pemayuh peturun nuan.”
GEN.15.7	Udah nya TUHAN lalu bejaku enggau iya, “Aku tu meh TUHAN ti udah mai nuan pansut ari Ur di menua Babilon, lalu meri ngagai nuan menua tu nyadika pesaka nuan.”
GEN.15.8	Tang ku Abram nanya, “TUHAN ti Pemadu Tinggi, baka ni ku aku tau nemu menua nya deka diempu aku?”
GEN.15.9	Disaut TUHAN, “Bai ngagai Aku siku sapi ti indu, siku kambin, enggau siku bedus ti lelaki, genap iku sida nya umur tiga taun magang, enggau siku burung achang, enggau siku burung puna.” 
GEN.15.10	Abram mai semua jelu nya ngagai Allah Taala. Tubuh semua jelu nya lalu dibelah iya dua. Iya lalu ngengkahka bidang tubuh siku-siku jelu nya berimbai, ba dua iti baris; tang tubuh burung enda dibelah. 
GEN.15.11	Burung ti bepakaika bangkai lalu datai ngagai bangkai jelu enggau bangkai burung nya, tang Abram muru sida.
GEN.15.13	 Ku TUHAN bejaku ngagai iya, “Nuan enda tau enda nemu tu: bala peturun nuan deka nyadi orang kampar di menua bukai. Sida deka nyadi ulun di menua nya, lalu deka kena perinsa empat ratus taun. 
GEN.15.14	 Tang Aku deka ngukum bansa orang ke ngaga sida nyadi ulun, lalu lebuh sida ninggalka menua nya, sida deka mai mayuh pengaya. 
GEN.15.15	Nuan empu deka idup datai ke umur nuan nyau tuai, mati enggau selamat, lalu dikuburka. 
GEN.15.16	Empat serak udah bekau nya, nya baru bala peturun nuan deka pulai baru ngagai menua tu, laban Aku enggai muru orang Amor sebedau sida nyadi chukup jai, lalu patut diukum.”
GEN.15.17	Lebuh mata hari nyau udah terunjam, lalu hari pen nyau petang, sigi periuk ti berasap, enggau siti sempun ti mau, pegari lalu bejalai ensaraka bidang tubuh jelu nya. 
GEN.15.18	 Nya meh maya TUHAN ngaga siti sempekat enggau Abram. Ku TUHAN, “Aku besemaya deka meri semua menua tu ngagai bala peturun nuan, berengkah ari garis entara menua orang Ejip nyentuk ngagai Sungai Eupratis, 
GEN.15.19	nyengkaum menua orang Ken, orang Kenis, orang Kadmon, 
GEN.15.20	orang Iti, orang Peris, orang Repaim, 
GEN.15.21	orang Amor, orang Kanaan, orang Girgas, enggau orang Jebus.”
GEN.16.1	Sarai, bini Abram, nadai anak. Tang iya bisi siku ulun, indu orang Ejip, ke benama Hagar. 
GEN.16.2	Ku Sarai bejaku enggau Abram, “TUHAN udah nagang aku beranak, nya alai manah nuan tinduk enggau ulun aku. Nyangka ukur iya ulih ngadaka siku anak ke aku.” Abram besetuju enggau utai ti disebut Sarai. 
GEN.16.3	Nya alai Sarai nyerahka Hagar ngagai Abram nyadika indu simpan iya. (Utai tu nyadi lebuh Abram udah diau di menua Kanaan sepuluh taun.) 
GEN.16.4	Abram tinduk enggau Hagar, lalu Hagar ngandung. Lebuh Hagar nemu diri ngandung, iya lalu ngenyumbungka diri, lalu mechat Sarai.
GEN.16.5	Udah nya Sarai lalu bejaku enggau Abram, “Nuan udah salah, nya kebuah Hagar mechat aku.
GEN.16.6	Disaut Abram, “Barang ku jaku. Iya ulun nuan, lalu iya di baruh kuasa nuan. Kereja aja sebarang utai ti dikedekaka nuan ba iya.” Udah nya Sarai lalu merinsaka Hagar, datai ke Hagar nyau rari.
GEN.16.7	Melikat TUHAN betemu enggau Hagar ba siti mata ai di menua puang, ba jalai ngagai Sur 
GEN.16.8	lalu bejaku, “Hagar, ulun Sarai: datai ari ni nuan, lalu kini ke tunga pejalai nuan?”
GEN.16.8	Disaut Hagar, “Aku rari ari Sarai.”
GEN.16.9	Ku melikat TUHAN nya bejaku, “Nuan enda tau enda pulai baru ngagai iya lalu nyadi ulun iya.” 
GEN.16.10	Udah nya melikat nya bejaku ngagai iya, “Aku deka meri nuan mayuh peturun, datai ke sida nyau enda ulih diitung. 
GEN.16.11	Nuan deka ngadaka siku anak lelaki, lalu nuan deka meri iya nama Ismail,
GEN.16.12	Tang iya deka idup baka keledai kampung: iya deka ngelaban semua orang, lalu semua orang deka ngelaban iya. Iya deka diau beserekang ari semua kaban belayan iya.”
GEN.16.13	Hagar lalu nanya diri empu, “Kati aku amat udah meda Allah Taala, lalu agi mengkang idup nusui pasal utai nya?” 
GEN.16.14	Nya meh kebuah orang ngumbai telaga ti ba entara Kades enggau Beret nya “Telaga Ti Diempu Iya Ti Idup, Ke Meda Aku.”
GEN.16.16	Umur Abram lapan puluh enam taun lebuh maya nya.
GEN.17.1	Lebuh umur Abram manggai semilan puluh semilan taun, TUHAN pegari di mua iya, lalu bejaku, “Aku tu Allah Taala ti Pemadu Bekuasa.
GEN.17.2	Aku deka ngaga siti sempekat enggau nuan, lalu meri nuan mayuh peturun.” 
GEN.17.3	Abram lalu nyungkurka diri ke tanah; lalu ku Allah Taala bejaku, 
GEN.17.4	“Tu sempekat ti digaga Aku enggau nuan: Aku besemaya deka ngasuh nuan nyadi apai ke mayuh bengkah bansa. 
