GEN.1.1	Tshimolohong, Modimo o ne o hlole mahodimo le lefatshe.
GEN.8.3	Metsi a nna a kgutla, a tloha hodima lefatshe, a tsamaya a ntse a kgwehla, mme ditshiu tse lekgolo le mashome a mahlano ha di fetile, metsi a be a kokobetse. 
GEN.8.4	Ka tsatsi la leshome le metso a supileng la kgwedi ya bosupa, areka ya ema hodima dithaba tsa Ararate. 
GEN.8.5	Metsi a nna a qepha ho isa kgweding ya leshome. Ka kgwedi ya leshome, ka tsatsi la pele la kgwedi, dihloro tsa dithaba tsa hlaha.
GEN.8.6	Eitse ditshiu tse mashome a mane ha di fetile, Nowe a bula lesoba la areka leo a neng a le entse. 
GEN.8.7	A ntsha lekgwaba, mme ho yeng la ya, la boya, ho fihlela metsi a epsha lefatsheng. 
GEN.8.8	A ba a ntsha leeba ho bona ha ekaba metsi a fokotsehile hodima lefatshe. 
GEN.8.9	Empa leeba ha le a ka la bona tulo moo le ka beang bohato ba leoto la lona teng, yaba le kgutlela ho yena arekeng, hobane metsi a ne a sa le teng lefatsheng lohle, mme a nanabetsa letsoho la hae, a nka leeba, mme a le busetsa ho yena arekeng. 
GEN.8.10	A boela a dula ditshiu tse supileng, a ntoo ntsha leeba hape arekeng. 
GEN.8.11	Mantsiboya, leeba la kgutlela ho yena, mme bona, le ne le na le lehlaku la mohlwaare molomong wa lona, le kgweboditsweng; mme Nowe a tseba hobane metsi a kgwehlile lefatsheng. 
GEN.8.12	A lebadisa hape ditshiu tse supileng, a boela a ntsha leeba, mme ha le a ka la hlola le kgutlela ho yena.
GEN.8.13	Ka selemo sa makgolo a tsheletseng a motso o mong 
GEN.8.14	Ka kgwedi ya bobedi, ka tsatsi la mashome a mabedi a metso e supileng, lefatshe la be le omile.
GEN.8.15	Yaba Modimo o bolella Nowe, wa re: 
GEN.8.16	Tswa arekeng, wena, le mosadi wa hao, le bara ba hao, le basadi ba bara ba hao bao o nang le bona, 
GEN.8.17	le diphoofolo tsohle tsa mefuta yohle tse ho wena, le dinonyana, le makgomo, le dihahabi tsohle tse hahabang lefatsheng, o di ntshe, di tswe le wena, di tle di tlale lefatsheng, mme di tswale, di ate lefatsheng.
GEN.8.18	Yaba Nowe o a tswa, yena, le bara ba hae, le mosadi wa hae, le basadi ba bara ba hae, bao a neng a na le bona, 
GEN.8.19	le diphoofolo tsohle, le dihahabi tsohle, le dinonyana tsohle; ntho tsohle tse tsamayang lefatsheng ka mefuta ya tsona, tsa tswa arekeng.
GEN.8.20	Yaba Nowe o hahela Jehova aletare, mme ho diphoofolo tsohle tse hlwekileng, le ho dinonyana tsohle tse hlwekileng, a nka tse ding, a di etsa setjheso aletareng. 
GEN.8.21	Jehova a fofonela monko o monate, mme Jehova a re ka pelong ya hae: Nke ke ka boela ka rohaka lefatshe ka baka la batho, etswe mehopolo ya motho e le mebe le botjheng ba hae, mme nke ke ka boela ka otla dintho tsohle tse utlwang, jwalokaha ke tswa etsa. 
GEN.8.22	Lefatshe ha le sa ntse le le teng, ho jala le ho kotula, mohatsela le mofuthumela, lehlabula le mariha, bosiu je motshehare di ke ke tsa hlokahala.
GEN.9.1	Yaba Modimo a hlohonolofatsa Nowe le bara ba hae, wa re ho bona: Atang, le ngatafale, le tlale lefatsheng. 
GEN.9.2	Diphoofolo tsohle tsa lefatshe, le dinonyana tsohle, le ntho tsohle tse hahabang lefatsheng le dihlapi tsohle tsa lewatle di le tshabe, di tshohe ke lona; di beilwe matsohong a lona. 
GEN.9.3	Dintho tsohle tse tsamayang, tse phelang, e tla ba dijo tsa lona; ke le neile tsona tsohle, jwalokaha 
GEN.9.4	Empa le se ke la ja nama e nang le bophelo ba yona, ke ho re, madi a yona. 
GEN.9.5	Kannete ke tla batla madi a lona, e leng bophelo ba lona, ke tla a batla ho tsohle tse phelang; ke tla batla bophelo ba motho ho motho, le ho ngwanabo motho. 
GEN.9.6	Ya tshollang madi a motho, le madi a hae a tla tshollwa ke motho; hobane Modimo o entse motho ka setshwantsho sa wona. 
GEN.9.7	Lona, atang, le ngatafale, le tlale haholo lefatsheng, mme le ngatafale teng.
GEN.9.8	Modimo wa bolella Nowe le bara ba hae bao a nang le bona, wa re: 
GEN.9.9	Bonang, nna ke tiisa selekane sa ka le lona, le ditloholo tsa lona tse le hlahlamang, 
GEN.9.10	le dintho tsohle tse utlwang tseo le nang le tsona, leha e le dinonyana, leha e le makgomo, le diphoofolo tsohle tsa lefatshe tseo le nang le tsona, ho qala ka tse tswileng arekeng ho isa ho tsohle tse utlwang lefatsheng. 
GEN.9.11	Ke tiisa selekane sa ka le lona, mme nama yohle ha e sa tla boela e fediswe ka metsi a morwallo; mme ho ke ke ha hlola ho eba le morwallo o senyang lefatshe. 
GEN.9.12	Modimo wa re: Pontsho eo ke le fang yona ya selekane sa ka le lona, le dintho tsohle tse utlwang tseo le nang le tsona, ho isa masikeng le masikeng, ke yona ena: 
GEN.9.13	Ke bea mookodi wa ka marung, mme e tla ba pontsho ya selekane sa ka le lefatshe. 
GEN.9.14	Etlare ha ke kwahetse lefatshe ka maru, mookodi o tla bonahala marung, 
GEN.9.15	mme ke tla elellwa selekane sa ka se mahareng a ka le lona, le dintho tsohle tse utlwang tsa nama yohle, mme metsi a ke ke a boela a etsa morwallo, ho fedisa nama yohle. 
GEN.9.16	Mookodi o tla bonahala marung, mme ke tla o tadima, ke elellwe selekane sa ka mehla se emeng mahareng a Modimo le dintho tsohle tse utlwang tsa nama yohle tse lefatsheng. 
GEN.9.17	Modimo wa re ho Nowe: Ke yona pontsho ya selekane seo ke se beileng mahareng a ka le nama yohle e lefatsheng.
GEN.9.18	Bara ba Nowe ba tswileng arekeng ke Sema, le Kama, le Jafeta. Kama ke ntata Kanana. 
GEN.9.19	Ke bona bara ba bararo ba Nowe bao lefatshe le tletseng batho ka bona.
GEN.9.20	Yaba Nowe o qala ho lema mobu, a hloma merara. 
GEN.9.21	A nwa veine, a tahwa, mme a ikapola ka tenteng ya hae. 
GEN.9.22	Kama, ntata Kanana, a bona bofeela ba ntatae, mme a ya bolella banababo ba babedi kantle. 
GEN.9.23	Sema le Jafeta ba nka kobo, mme ba e bea mahetleng a bona ba babedi, mme ba tsamaya kasanthao, ba apesa bofeela ba ntata bona, difahleho tsa bona die furaletse, mme ba se ke ba bona bofeela ba ntata bona. 
GEN.9.24	Nowe ha a hlaphohelwa ke veine ya hae, a tseba seo mora hae e monyenyane a mo entseng sona. 
GEN.9.25	A re: Ho rohakwe Kanana; e tla ba mohlanka wa bahlanka ba banababo. 
GEN.9.26	A re: Ho bokwe Jehova, Modimo wa Sema, mme Kanana e be mohlanka wa hae. 
GEN.9.27	Modimo o atolose Jafeta, a dule ditenteng tsa Sema, mme Kanana e be mohlanka wa hae.
GEN.9.28	Nowe a phela kamorao ho morwallo dilemo tse makgolo a mararo a mashome a mahlano. 
GEN.9.29	Dilemo tsohle tsa Nowe tsa eba makgolo a robileng mono o le mong a mashome a mahlano; mme a shwa.
GEN.10.1	Ke tsema ditloholo tsa bara ba Nowe: Sema, Kama le Jafeta ba tswala bara kamorao ho morwallo.
GEN.10.2	Bara ba Jafeta ke Gomere, le Magogo, le Madai, le Javane, le Tubale, le Mesheke, le Tirase. 
GEN.10.3	Bara ba Gomere ke Ashkenase, le Rifate, le Togarma. 
GEN.10.4	Bara ba Javane ke Elisha, le Tarshishe, le Kittime, le Dodanime. 
GEN.10.5	Dihlekehleke tsa ditjhaba di ne di arohane ka mafatshe a tsona ke batho bao, mong le mong ka puo ya hae, ka mefuta ya bona, le ka ditjhaba tsa bona.
GEN.10.6	Bara ba Kama ke Kushe, le Mitsraime, le Puthe, le Kanana. 
GEN.10.7	Bara ba Kushe ke Saba, le Havila, le Sabta, le Raema, le Sabteka. Bara ba Raema ke Seba, le Dedane.
GEN.10.8	Kushe a tswala Nimrode; ke yena ya qadileng ho ba matla lefatsheng. 
GEN.10.9	Ke yena eo e bileng setsomi sa senatla pela Jehova; ke moo ho yeng ho thwe: E ka Nimrode, setsomi sa senatla pela Jehova. 
GEN.10.10	Qalo ya mmuso wa hae ya eba Babele, le Ereke, le Akkade, le Kalne, fatsheng la Shineare. 
GEN.10.11	Ha tswa fatsheng leo Assure, mme a haha Ninive, le motse wa Rehobothe, le Kala, 
GEN.10.12	le Resene pakeng tsa Ninive le Kala: ke wona motse o moholo.
GEN.10.13	Mitsraime a tswala Baludime, le Baanamime, le Balehabime, le Banaftuhime, 
GEN.10.14	le Bapatrusime, le Bakasluhime, bao Bafilesta ba tswileng ho bona, le Bakaftorime.
GEN.10.15	Kanana a tswala Sidone, mora wa hae wa matsibolo, le Hethe, 
GEN.10.16	le Bajebuse, le Baamore, le Bagirgashe, 
GEN.10.17	le Baheve, le Baarke, le Basine, 
GEN.10.18	le Baarvade, le Batsemare, le Bahamathe; mme kamorao mefuta ya Bakanana ya saballa. 
GEN.10.19	Moedi wa Bakanana o ne o qala Sidone, ho leba Gerare ho isa Gasa, mme o leba Sodoma, le Gomorra, le Adama, le Tseboime ho fihlela Lesha. 
GEN.10.20	Ke bona bao bara ba Kama, ka mefuta ya bona, ka dipuo tsa bona, ka mafatshe a bona, ka ditjhaba tsa bona.
GEN.10.21	Ha tswalwa bana le ho yena Sema, ntata bara ba Hebere kaofela, moholwane wa Jafeta. 
GEN.10.22	Bara ba Sema ke Elame, le Assure, le Arpaksade, le Lude, le Arame.
GEN.10.23	Bara ba Arame ke Utse, le Hule, le Getere, le Mashe.
GEN.10.24	Arpaksade a tswala Shela, Shela a tswala Hebere. 
GEN.10.25	Ha tswalwa bara ba babedi ho Hebere; lebitso la e mong e le Pelege, hobane lefatshe le nnile la arohanngwa mehleng ya hae; lebitso la ngwanabo e le Jokthane. 
GEN.10.26	Jokthane a tswala Almodade, le Shelefe, le Hatsaremavethe, le Jerake, 
GEN.10.27	le Hadorame, le Usale, le Dikla; 
GEN.10.28	le Obale, le Abimaele, le Seba; 
GEN.10.29	le Ofire, le Havila, le Jobabe: bao kaofela ke bara ba Jokthane. 
GEN.10.30	Ho aha ha bona e ne e le ho tloha Mesha ho isa Sefare, thaba ya Botjhabela. 
GEN.10.31	Ke bona bao bara ba Sema, ka mefuta ya bona, ka dipuo tsa bona, ka mafatshe a bona, ka ditjhaba tsa bona.
GEN.10.32	Ke yona eo mefuta ya bara ba nowe, ka meloko ya bona, le ka ditjhaba tsa bona, mme ditjhaba tse sabaletseng lefatsheng kamora morwallo di tswile ho bona.
GEN.11.1	Lefatshe lohle le ne le na le puo e le nngwe le mantswe a le mang. 
GEN.11.2	Yare ha ba fallela Botjhabela, ba fihlela lehwatata naheng ya Shineare, mme ba aha teng. 
GEN.11.3	Yaba ba bolellana, ba re: Tloong hleng, re bope makote, re a bese ka mollo. Ba eba le makote bakeng sa majwe, le bitume bakeng sa seretse. 
GEN.11.4	Jwale ba re: Tloong jwale, re ikgahele motse le tora, hloro ya yona e fihle lehodimong, mme re iketsetse lebitso, re tle re se ke ra qhalanyetswa lefatsheng lohle. 
GEN.11.5	Yaba Jehova o theoha ho tla bona motse le tora e hahuwang ke bana ba batho. 
GEN.11.6	Jehova a re: Bonang, ke setjhaba se le seng, puo ya bona kaofela e nngwe feela, mme haele mona ba qadile ho sebetsa, ha ba sa na ho thibelwa hore ba se ke ba phetha tsohle tseo ba di rerileng. 
GEN.11.7	A re theoheng he, re ferekanye puo ya bona hona teng, hore e mong a se ke a utlwa puo ya e mong. 
GEN.11.8	Yaba Jehova o ba qhalanya teng jwalo, ba ya le lefatshe lohle, ba lesa ho haha motse. 
GEN.11.9	Ka baka leo, 
GEN.11.10	Ditloholo tsa Sema ke tsena: Sema e ne e le motho ya dilemo tse lekgolo, mme a tswala Arpaksade, ka lemo sa bobedi ha morwallo o se o fetile. 
GEN.11.11	Sema eitse hobane a tswale Arpaksade, a phela dilemo tse makgolo a mahlano; mme a tswala bara le baradi.
GEN.11.12	Arpaksade a phela dilemo tse mashome a mararo a metso e mehlano, a tswala Shela. 
GEN.11.13	Arpaksade eitse hobane a tswale Shela, a phela dilemo tse makgolo a mane a metso e meraro; mme a tswala bara le baradi.
GEN.11.14	Shela a phela dilemo tse mashome a mararo, a tswala Hebere; 
GEN.11.15	mme Shela ha a se a tswetse Hebere a phela dilemo tse makgolo a mane a metso e meraro; mme a tswala bara le baradi.
GEN.11.16	Hebere a phela dilemo tse mashome a mararo a metso e mene, a tswala Pelege; 
GEN.11.17	mme Hebere ha a se a tswetse Pelege, a phela dilemo tse makgolo a mane a mashome a mararo; mme a tswala bara le baradi.
GEN.11.18	Pelege a phela dilemo tse mashome a mararo, a tswala Rehu; 
GEN.11.19	mme Pelege eitse hobane a tswale Rehu, a phela dilemo tse makgolo a mabedi a metso e robileng mono o le mong; mme a tswala bara le baradi.
GEN.11.20	Rehu a phela dilemo tse mashome a mararo a metso e mmedi, a tswala Seruge; 
GEN.11.21	mme Rehu ha a se a tswetse Seruge, a phela dilemo tse makgolo a mabedi a metso e supileng; mme a tswala bara le baradi.
GEN.11.22	Seruge a phela dilemo tse mashome a mararo, a tswala Nakore; 
GEN.11.23	mme Seruge eitse hobane a tswale Nakore, a phela dilemo tse makgolo a mabedi; mme a tswala bara le baradi.
GEN.11.24	Nakore a phela dilemo tse mashome a mabedi a metso e robileng mono o le mong, a tswala Tera; 
GEN.11.25	mme Nakore eitse hobane a tswale Tera, a phela dilemo tse lekgolo le leshome le metso e robileng mono o le mong; mme a tswala bara le baradi.
GEN.11.26	Tera a phela dilemo tse mashome a supileng, mme a tswala Abrame, Nakore le Harane.
GEN.11.27	Ditloholo tsa Tera ke tsena: Tera a tswala Abrame, Nakore le Harane; Harane a tswala Lota. 
GEN.11.28	Empa Harane a shwa, Tera ntatae a sa ntse a le teng, lefatsheng leo a tswaletsweng ho lona, Ure wa Kalde. 
GEN.11.29	Abrame le Nakore ba inkela basadi; lebitso la mosadi wa Abrame e le Sarai, lebitso la mosadi wa Nakore e le Milka, moradi wa Harane, ntata Milka le Jiska. 
GEN.11.30	Empa Sarai e ne e le nyopa, a se na ngwana. 
GEN.11.31	Tera a nka mora hae Abrame, le setloholo sa hae Lota, mora Harane, le ngwetsi ya hae Sarai, mohatsa Abrame, mora hae; mme ba tswa Ure wa Kalde ho ya lefatsheng la Kanana. Ba fihla Kharane, ba aha teng. 
GEN.11.32	Ditshiu tsa Tera ya eba dilemo tse makgolo a mabedi a metso e mehlano; Tera a ntoo shwela Kharane.
GEN.12.1	Jehova a re ho Abrame: Tloha lefatsheng la heno, le ho mofuta wa hao, le tlung ya ntatao, o ye lefatsheng leo ke tlang ho o bontsha lona. 
GEN.12.2	Ke tla o etsa setjhaba se seholo, ke o hlohonolofatse, mme ke tla hodisa lebitso la hao, mme o tla fetohela ba bang lehlohonolo. 
GEN.12.3	Ke tla hlohonolofatsa ba o hlohonolofatsang, ke rohake ba o rohakang, mme mefuta yohle ya lefatshe e tla hlohonolofalla ho wena. 
GEN.12.4	Yaba Abrame o a falla, kamoo Jehova a mmoleletseng kateng; mme Lota a falla le yena. Dilemo tsa Abrame, ha a tloha Kharane, di ne di le mashome a supileng a metso e mehlano. 
GEN.12.5	Abrame a nka Sarai, mosadi wa hae; le Lota, mora moenae, le leruo lohle la bona leo ba neng ba le ruile, le batho bao ba neng ba ba ruile Kharane, mme ba tloha ho ya lefatsheng la Kanana, ba ba ba fihla lefatsheng la Kanana. 
GEN.12.6	Abrame a haola naha ho ya fihla motseng wa Sikeme, difateng tsa eike tsa More; mme Bakanana ba ne ba le naheng eo mohlang oo.
GEN.12.7	Jehova a iponahatsa ho Abrame, a re: Lefatshe lena ke tla le nea ditloholo tsa hao. Teng 
GEN.12.8	A tloha teng, a ya thabeng e ka botjhabela ho Bethele, mme a hloma tente ya hae teng, Bethele a le ka bophirimela, Ai a le ka botjhabela; a hahela Jehova aletare teng, mme a rapela lebitso la Jehova. 
GEN.12.9	Abrame a tloha, a tsamaya a ntse a lebile borwa.
GEN.12.10	Jwale tlala ya eba teng lefatsheng leo; yaba Abrame o theohela Egepeta ho ya ahella teng, kahobane tlala e ne e le kgolo lefatsheng leo. 
GEN.12.11	Eitse ha a se a ya kena Egepeta, a re ho Sarai, mosadi wa hae: Bona hle, ke a tseba hoba o mosadi e motle ho tadingweng; 
GEN.12.12	etlare ha Baegepeta ba o bona, ba ya re: Enwa ke mosadi wa hae! mme ba mpolaye, empa wena ba o lesele, o phele. 
GEN.12.13	O hle o re, o kgaitsedi ya ka, ke tle ke etswe hantle ka baka la hao, mme moya wa ka o phele ka baka la hao. 
GEN.12.14	Eitse ha Abrame a se a fihlile Egepeta, Baegepeta ba bona mosadi hoba o motle haholo. 
GEN.12.15	Ditona tsa Faro le tsona tsa mmona, mme tsa mo rorisa pela Faro; mme mosadi a nkwa, a iswa ka tlung ya Faro. 
GEN.12.16	Yaba 
GEN.12.17	Empa Jehova a otla Faro le ntlo ya hae ka dikotlo tse kgolo ka baka la Sarai, mohatsa Abrame. 
GEN.12.18	Yaba Faro o bitsa Abrame, a re: O nketseditseng taba eo? Ha o a ka wa mopolella keng hoba ke mosadi wa hao? 
GEN.12.19	Ke ka baka lang ha o itse: Ke kgaitsedi ya ka; ka ba ka mo nka hore e be mosadi wa ka? Jwale ke enwa mosadi wa hao. Mo nke, o ikele! 
GEN.12.20	Yaba Faro o laela batho ba hae bakeng sa Abrame, mme ba mo kgutlisa, le mosadi wa hae, le tsohle tseo a nang le tsona.
GEN.13.1	Abrame a tloha Egepeta, yena, le mosadi wa hae, le dintho tsohle tsa hae, a na le Lota, ba lebile nnqa borwa 
GEN.13.2	Abrame o ne a ruile makgomo, le silefera, le kgauta haholoholo. 
GEN.13.3	A nna a tsamaya, a qaqoma borwa, a ba a fihla pela Bethele, hona moo tente ya hae e neng e eme teng pele, pakeng tsa Bethele le Ai, 
GEN.13.4	moo a neng a hahile aletare pele, mme Abrame a rapela teng lebitso la Jehova. 
GEN.13.5	Le yena Lota, ya neng a tsamaya le Abrame, o ne a na le manku, le makgomo, le ditente. 
GEN.13.6	Empa naha e ne e sa ba lekane ho dula hammoho, hobane maruo a bona a ne a le maholo, mme ba sitwa ho dula hammoho.
GEN.13.7	Yaba qabang e hlaha mahareng a badisa ba mehlape ya Abrame le badisa ba mehlape ya Lota. Mehleng eo Bakanana le Baferese ba ne ba ahile naheng eo. 
GEN.13.8	Yaba Abrame o re ho Lota: Oho! qabang e se ke ya eba teng mahareng a ka le wena, kapa mahareng a badisa ba ka le badisa ba hao, hobane re bana ba motho a le mong. 
GEN.13.9	Ha ke re, naha kaofela e pela hao na? Kgaohana le nna; ha ekaba o leba ka ho le letshehadi, nna ke tla leba ho le letona, mme ha o ka nka ho le letona, nna ke tla nka ho le letshehadi. 
GEN.13.10	Yaba Lota o isa mahlo a hae, a bona lehwatata lohle la Jordane, hore le nosetsehile hohle ho isa Tsoware, le le jwaloka tshimo ya Jehova, le jwaloka lefatshe la Egepeta; mohlang oo, Jehova o ne a eso ho senye Sodoma le Gomora. 
GEN.13.11	Yaba Lota o ikgethela lehwatata lohle la Jordane; a leba botjhabela, mme ba kgaohana. 
GEN.13.12	Abrame a aha naheng ya Kanana, Lota yena a aha metseng ya lehwatata, mme a hloma ditente tsa hae ho ya fihla Sodoma. 
GEN.13.13	Empa batho ba Sodoma e ne e le balotsana, e le baetsadibe pela Jehova ka ho fetisisa.
GEN.13.14	Eitse ha Lota a se a ikgaohantse le yena, Jehova a re ho Abrame: Ako emise mahlo a hao, mme ho tloha moo o leng teng, o tadime leboya, le borwa, le botjhabela, le bophirimela; 
GEN.13.15	hobane naha yohle eo o e bonang, ke tla e nea wena le ditloholo tsa hao ka ho sa feleng. 
GEN.13.16	Ke tla atisa ditloholo tsa hao jwaloka lerole la lefatshe, hore ha motho a ka tseba ho bala lerole la lefatshe, le ditloholo tsa hao a tsebe ho di bala. 
GEN.13.17	Raoha, o itsamaele le lefatshe 
GEN.13.18	Yaba Abrame o thakgolla tente ya hae, a tsamaya, mme a ya aha dieikeng tsa Mamre, pela Hebrone; mme a hahela Jehova aletare teng.
GEN.14.1	Yare mehleng ya Amrafele, morena wa Shineare, le Arioke, morena wa Ellasare, le Kedorlaomere, morena wa Elame, le Tideale, morena wa Gojime, 
GEN.14.2	marena ao a futuhela Bera, morena wa Sodoma, le Birsha, morena wa Gomora, le Shineabe, morena wa Adma, le Shemeebere, morena wa Tseboime, le morena wa Bela, ke ho re, wa Tsoware. 
GEN.14.3	 ana kaofela a kgahlana lehwatateng la Sidime, moo 
GEN.14.4	Ka dilemo tse leshome le metso e mmedi, a ne a busitswe ke Kedorlaomere, empa ka lemo sa leshome le metso e meraro a kweneha. 
GEN.14.5	Yaba ka selemo sa leshome le metso e mene, Kedorlaomere a tla le marena a nang le yena, mme ba hlola ba Refaime Ashterothe-Karnaime, le Bazuzime Hame, le Baemime Shave-Kiryathaime, 
GEN.14.6	le Bahore, thabeng ya bona ya Seire, ho isa eikeng e Parane, haufi le lefeella. 
GEN.14.7	Ba ba ba kgutla, ba tla Ene-Mishpathe, ke ho re, Kadeshe, ba qhala Baamaleke le Baamore ba ahileng Hatsatsone-Thamare, naheng yohle ya bona. 
GEN.14.8	Yaba ho tswa morena wa Sodoma, le morena wa Gomora, le morena wa Adama, le morena wa Tseboime, le morena wa Bela, ke ho re, wa Tsoware, mme a laola makgotla a wona lehwatateng la Sidime; 
GEN.14.9	a re a lwantsha Kedorlaomere, morena wa Elame, le Tideale, morena wa Gojime, le Amrafele, morena wa Shineare, le Arioke, morena wa Ellasare: marena a mane a lwantsha marena a mahlano. 
GEN.14.10	Lehwatata la Sidime le ne le na le mekotikoti ya bitume, mme eitse ha marena a Sodoma le a Gomora a baleha, a wela ho yona, mme ba phonyohang ba balehela thabeng. 
GEN.14.11	Yaba ho hapjwa maruo wohle a Sodoma le a Gomora, le dijo tsohle tse teng, ha kgutlwa. 
GEN.14.12	Ha nkwa le Lota, mora moena Abrame, ya neng a ahile Sodoma, le maruo a hae kaofela, ha tsamauwa.
GEN.14.13	Yaba ho fihla mobalehi 
GEN.14.14	Eitse ha Abrame a utlwa hoba ngwanabo o tshwerwe, a phalla le 
GEN.14.15	Yaba o arola makgotla 
GEN.14.16	A kgutla le maruo kaofela; a ba a kgutla le Lota, ngwanabo, le maruo a hae, a ba a tla le basadi le batho.
GEN.14.17	Yaba morena wa Sodoma o tswa ho ya mo kgahlanyetsa, ha a kgutla, a se a hlotse Kedorlaomere le marena a neng a na le yena; 
GEN.14.18	Melkisedeke, morena wa Saleme, a tlisa bohobe le veine. E ne e le yena moprista wa Modimo o hodimodimo. 
GEN.14.19	A mo hlohonolofatsa, a re: Ho hlohonolofatswe Abrame ke Modimo o hodimodimo, monga mahodimo le lefatshe! 
GEN.14.20	Ho rokwe Modimo o hodimodimo, o neetseng dira tsa hao matsohong a hao!
GEN.14.20	Yaba Abrame o mo abela karolo ya leshome ya 
GEN.14.21	Morena wa Sodoma a re ho Abrame: Nnee batho, o inkele maruo. 
GEN.14.22	Empa Abrame a araba morena wa Sodoma, a re: Ke emisitse letsoho la ka ho Jehova, Modimo o hodimodimo, monga mahodimo le lefatshe, 
