MAT.1.1	ھي عيسيٰ مسيح جو شجرو آھي، جيڪو دائود ۽ ابراھيم جو اولاد آھي.
MAT.6.2	تنھنڪري جڏھن اوھين ڪنھن کي خيرات ڏيو تہ ان جو ڏيکاءُ نہ ڪريو، جيئن رياڪار عبادت⁠خانن ۽ بازارن ۾ ڪندا آھن. اھي ھي ڪم انھيءَ ڪري ڪندا آھن تہ جيئن ماڻھو انھن جي ساراھہ ڪن. پر آءٌ اوھان کي سچ ٿو ٻڌايان تہ انھن کي پنھنجو اجر ملي چڪو آھي. 
MAT.6.3	جڏھن اوھين خيرات ڏيو تہ اوھان جي کاٻي ھٿ کي اھا خبر نہ پوي تہ ساڄو ھٿ ڇا ٿو ڪري، 
MAT.6.4	تہ جيئن اوھان جو خيرات ڏيڻ ڳجھو رھي ۽ اوھان جو پيءُ جو اوھان جا ڳجھا ڪم ڏسي ٿو سو اوھان کي ان جو اجر ڏئي.“
MAT.6.6	پر جڏھن اوھين دعا گھرو تہ پنھنجي ڪمري جا دروازا بند ڪري پنھنجي پيءُ کان دعا گھرو، جيڪو ڳُجھہ ۾ آھي. اوھان جو پيءُ جيڪو اوھان جا ڳجھا ڪم ڏسي ٿو سو اوھان کي ان جو اجر ڏيندو.
MAT.6.7	اوھين پنھنجي دعا ۾ اجايا گھڻا لفظ ڪم نہ آڻيو، جيئن غير قومن وارا ڪندا آھن، ڇوتہ ھو سمجھن ٿا تہ انھن جون ڊگھيون دعائون گھرڻ ڪري خدا سندن ٻڌندو. 
MAT.6.8	سو انھن وانگر نہ ٿيو، ڇالاءِ⁠جو اوھان جو پيءُ اوھان جي گھرڻ کان اڳ ۾ ئي ڄاڻي ٿو تہ اوھان کي ڇا گھرجي. 
MAT.6.9	تہ پوءِ ھن ريت دعا گھرو تہ
MAT.6.9	’اي اسان جا بابا! تون جو آسمان ۾ آھين،
MAT.6.9	شل تنھنجو نالو پاڪ مڃيو وڃي،
MAT.6.10	۽ تنھنجي بادشاھت اچي.
MAT.6.10	تنھنجي مرضي جيئن آسمان ۾ پوري ٿئي ٿي،
MAT.6.10	تيئن زمين تي بہ ٿئي.
MAT.6.11	اسان جي ڏھاڙيءَ جي ماني اڄ اسان کي ڏي.
MAT.6.12	اسان جا ڏوھہ اسان کي ائين معاف ڪر،
MAT.6.12	جيئن اسين بہ پنھنجن ڏوھارين کي معاف ٿا ڪريون.
MAT.6.13	اسان کي آزمائش ۾ نہ وجھہ،
MAT.6.13	پر اسان کي بڇڙائيءَ کان بچاءِ.‘
MAT.6.14	 ڇالاءِ⁠جو جيڪڏھن اوھين ماڻھن کي پنھنجا ڏوھہ بخشيندا تہ اوھان جو آسمان وارو پيءُ بہ اوھان کي پنھنجا ڏوھہ بخشي ڇڏيندو.
MAT.6.15	پر جيڪڏھن اوھين ماڻھن جا ڏوھہ نہ بخشيندا تہ اوھان جو آسمان وارو پيءُ بہ اوھان جا ڏوھہ ڪين بخشيندو.“
MAT.6.16	”جڏھن اوھين روزا رکو تہ رياڪارن وانگر منھن لٿل نہ ٿيو، ڇالاءِ⁠جو اھي منھن لٿل جو ڏيکاءُ انھيءَ لاءِ ٿا ڪن تہ جيئن ماڻھو ڏسن تہ ھنن روزو رکيو آھي. آءٌ اوھان کي سچ ٿو ٻڌايان تہ انھن کي پنھنجو اجر ملي چڪو آھي. 
MAT.6.17	پر جڏھن اوھين روزا رکو تہ پنھنجي منھن کي ڌوئو ۽ مٿي کي تيل مکي ڦڻي ڏيو، 
MAT.6.18	تہ جيئن ماڻھو نہ، بلڪ اوھان جو پيءُ جو ڳُجھہ ۾ آھي سو اوھان کي روزيدار سمجھي. ان طرح اوھان جو پيءُ جيڪو اوھان جا ڳجھا ڪم ڏسي ٿو سو اوھان کي اجر ڏيندو.“
MAT.6.20	پر پنھنجو خزانو بھشت ۾ گڏ ڪريو، جتي نہ ڪينئان ۽ نہ ڪٽ کيس تباھہ ڪري سگھي ٿي ۽ نہ وري چور کاٽ ھڻي چورائي سگھن ٿا. 
MAT.6.21	ڇالاءِ⁠جو جتي اوھان جو خزانو ھوندو تہ اوھان جي دل بہ اتي ئي ھوندي.“
MAT.6.22	”اکيون بدن لاءِ ڏيئو آھن. سو جيڪڏھن اوھان جون اکيون ٺيڪ آھن تہ اوھان جو سڄو بدن روشن ھوندو. 
MAT.6.23	پر جيڪڏھن اوھان جون اکيون خراب آھن تہ اوھان جو سڄو بدن اوندھہ ۾ غرق ھوندو. سو جيڪا روشني اوھان ۾ آھي سا جيڪڏھن اوندھہ ھجي تہ اھا ڪيڏي نہ وڏي اونداھي ٿي پوندي.“
MAT.6.24	”ڪوبہ ماڻھو ٻن مالڪن جو نوڪر ٿي نہ ٿو سگھي. ھو ھڪڙي کان نفرت تہ ٻئي سان محبت ڪندو يا ھڪڙي سان وفا تہ ٻئي سان دغا ڪندو، سو اوھين خدا ۽ دولت ٻنھي جي گڏ خدمت ڪري نہ ٿا سگھو.
MAT.6.25	تنھنڪري آءٌ اوھان کي چوان ٿو تہ پنھنجي جان لاءِ ڳڻتي نہ ڪريو تہ ڇا کائينداسين يا ڇا پيئنداسين ۽ نہ پنھنجي جسم لاءِ تہ ڇا پھرينداسين؟ ڇا جان کاڌي کان ۽ جسم ڪپڙن کان وڌيڪ نہ آھي؟ 
MAT.6.26	پکين تي غور ڪريو جيڪي نہ پوکين نہ لڻين ۽ نہ ان ڀانڊن ۾ انبار ڪن، تہ بہ اوھان جو آسمان وارو پيءُ انھن کي کارائي ٿو. ڇا توھين انھن کان وڌيڪ درجو نہ ٿا رکو؟ 
MAT.6.27	ڇا اوھان مان ڪو ڳڻتين سان ھڪڙو منٽ بہ حياتيءَ جو وڌائي سگھندو؟
MAT.6.28	اوھين ڪپڙن لاءِ ڇو ٿا ڳڻتي ڪريو؟ غور ڪريو تہ سوسن گل جا ٻوٽا ڪيئن ٿا اڀرن. اھي نڪي پورھيو ڪن ۽ نہ ڪتين. 
MAT.6.29	 پر آءٌ اوھان کي ٻڌايان ٿو تہ سليمان کي باوجود ايڏي شان وَ شوڪت جي انھن جھڙو ھڪ بہ ويس پھريل نہ ھو. 
MAT.6.30	جيڪڏھن جھنگلي گاھہ جيڪو اڄ آھي ۽ سڀاڻي بٺيءَ ۾ اڇلايو ويندو، تنھن کي بہ خدا ائين پھرائي ٿو، تہ پوءِ اھو اوھان کي بھتر نہ پھرائيندو ڇا؟ اوھان جو ايمان ڪيڏو نہ ڪمزور آھي! 
MAT.6.31	سو اوھين ڳڻتي نہ ڪريو تہ ’ڇا کائينداسين؟‘ يا ’ڇا پيئنداسين؟‘ يا ’ڇا پھرينداسين؟‘ 
MAT.6.32	غير قومون ئي تہ انھن شين جون ڳولائو ھونديون آھن. اوھان جو آسمان وارو پيءُ ڄاڻي ٿو تہ اوھان کي ھي سڀ شيون گھرجن. 
MAT.6.33	پر اوھين پھريائين آسمان واري بادشاھت ۽ سندس سچائيءَ کي پنھنجي حياتيءَ ۾ ڳوليو تہ ھي سڀ شيون بہ اوھان کي ملنديون. 
MAT.6.34	سو اوھين سڀاڻي جي ڳڻتي نہ ڪريو، ڇالاءِ⁠جو سڀاڻو پنھنجي لاءِ پاڻ ئي ڳڻتي ڪندو. اڄ جي لاءِ اڄ جو ڏک ئي ڪافي آھي.“
MAT.7.1	”ٻين کي ڏوھي نہ ٺھرايو تہ اوھان کي بہ ڏوھي نہ ٺھرايو وڃي. 
MAT.7.2	 ڇالاءِ⁠جو جيئن اوھين ٻين کي ڏوھي ٺھرائيندا، تيئن اھي بہ اوھان کي ڏوھي ٺھرائيندا ۽ جيئن ٻين کي اوھين ماپي ڏيندا، تيئن ساڳئي ماپي سان اوھان کي بہ ماپجي ملندو. 
MAT.7.3	اوھين ڪنھن ٻئي جي اک جو ڪک ڇو ٿا ڏسو ۽ پنھنجي اک ۾ جو شھتير پيل اٿوَ ان جو خيال ڇو نہ ٿا ڪريو؟ 
MAT.7.4	اوھين ڪيئن ڪنھن کي چئي سگھو ٿا تہ ’ادا، مون کي پنھنجي اک مان ڪک ڪڍڻ ڏي،‘ جڏھن تہ اوھان جي اک ۾ شھتير پيل آھي؟ 
MAT.7.5	اي رياڪارو! اوھين پھريائين پنھنجي اک مان شھتير ڪڍو تہ پوءِ اوھين پنھنجي ڀاءُ جي اک جو ڪک چڱيءَ طرح ڏسي ڪڍي سگھندا.
MAT.7.6	پاڪ شيون ڪتن ڏانھن نہ اڇلايو ۽ موتي سوئرن اڳيان ڦٽا نہ ڪريو. اھي تہ رڳو انھن کي لتاڙي ڇڏيندا ۽ ڦري اوھان کي ڏاڙھيندا.“
MAT.7.7	”گھرو تہ مليوَ، ڳوليو تہ لڀيوَ ۽ در کڙڪايو تہ کليوَ. 
MAT.7.8	ڇالاءِ⁠جو جيڪو گھرندو آھي تنھن کي ملندو آھي، جيڪو ڳوليندو آھي، تنھن کان لڀندو آھي ۽ جيڪو در کڙڪائيندو آھي تنھن لاءِ کلندو آھي. 
MAT.7.9	ڇا اوھان ۾ ڪو اھڙو پيءُ آھي جنھن کان سندس ٻار ماني گھري تہ ھو پٿر ڏئيس؟ 
MAT.7.10	يا سندس ٻار مڇي گھري تہ نانگ ڏئيس؟ 
MAT.7.11	جيڪڏھن اوھين باوجود بڇڙي ھئڻ جي پنھنجن ٻارن کي سٺيون شيون ڏيڻ ڄاڻو ٿا تہ اوھان جو آسمان وارو پيءُ ڪيتريون نہ وڌيڪ سٺيون شيون انھن کي ڏيندو جيڪي کانئس گھرندا!
MAT.7.13	”اوھين سوڙھي دروازي مان اندر داخل ٿيو، ڇالاءِ⁠جو جيڪو دروازو ۽ رستو برباديءَ ڏانھن وڃي ٿو سو ويڪرو ۽ ڪشادو آھي ۽ ان مان اندر گھڙڻ وارا گھڻا ئي آھن. 
MAT.7.14	پر اھو دروازو سوڙھو آھي ۽ اھو رستو تنگ آھي جيڪو زندگيءَ ڏانھن وڃي ٿو ۽ جن کان اھو لڀي ٿو سي پڻ ٿورا آھن.“
MAT.7.15	”انھن نبي سڏائيندڙن کان ھوشيار ٿجو، جيڪي حقيقي نبي نہ آھن، ڇالاءِ⁠جو اھي اوھان وٽ رڍن جي روپ ۾ اچن ٿا پر اندر ۾ اھي وحشي بگھڙ آھن. 
MAT.7.16	اوھين انھن کي سندن عملن مان سڃاڻي وٺندا. ڇالاءِ⁠جو ٻٻرن مان ٻير نہ ملندا آھن ۽ نڪي اڪن مان انب. 
MAT.7.17	اھڙيءَ طرح سٺو وڻ ميوو بہ سٺو ڏئي ٿو ۽ خراب وڻ ميوو بہ خراب ڏئي ٿو. 
MAT.7.18	سٺو وڻ خراب ميوو ڏيئي نہ ٿو سگھي ۽ نڪي خراب وڻ سٺو ميوو ڏيئي سگھي ٿو. 
MAT.7.19	 جيڪو وڻ سٺو ميوو نہ ٿو ڏئي سو وڍي باھہ ۾ وجھبو آھي. 
MAT.7.20	 تنھنڪري اوھين انھن نبي سڏائيندڙن کي سندن عملن مان سڃاڻي سگھندا.“
MAT.7.21	”جيڪي مون کي ’اي خداوند! اي خداوند!‘ ڪري سڏين ٿا، تن مان سڀڪو آسمان واري بادشاھت ۾ داخل ٿي نہ سگھندو. پر رڳو اھي داخل ٿيندا جيڪي منھنجي آسمان واري پيءُ جي مرضيءَ موجب ھلن ٿا. 
MAT.7.22	قيامت جي ڏينھن گھڻا ئي چوندا تہ ’اي خداوند! اي خداوند! اسان تنھنجي نالي تي اڳڪٿيون نہ ڪيون ڇا؟ اسان تنھنجي نالي تي ڀوت نہ ڪڍيا ڇا؟ اسان تنھنجي نالي تي ڪيترائي معجزا نہ ڪيا ڇا؟‘ 
MAT.7.23	 پر آءٌ کين صاف جواب ڏيئي چوندس تہ ’آءٌ اوھان کي اصل نہ ٿو سڃاڻان. اي بدڪارو! مون وٽان ھليا وڃو.‘“
MAT.7.24	”تنھنڪري جيڪوبہ منھنجو ھي ڪلام ٻڌي ان تي عمل ڪري ٿو سو اھڙي سياڻي ماڻھوءَ مثل آھي جنھن پنھنجو گھر ٽڪر تي اڏايو. 
MAT.7.25	جيتوڻيڪ مينھن ان تي لاٽان ڪيون، درياءَ ٻوڙيس ۽ طوفان سخت سٽون ڏنس پر اھو نہ ڪريو، ڇالاءِ⁠جو اھو ٽڪر تي اڏيل ھو. 
MAT.7.26	پر جيڪوبہ ماڻھو منھنجو ھي ڪلام ٻڌي ان تي عمل نہ ٿو ڪري، سو اھڙي اياڻي مثل آھي جنھن پنھنجو گھر واريءَ تي اڏايو. 
MAT.7.27	ان گھر تي مينھن لاٽان ڪيون، درياءَ ٻوڙيس ۽ طوفان سخت سٽون ڏنس تہ گھر ڪري پيو ۽ تباھہ ٿي ويو.“
MAT.7.29	ڇالاءِ⁠جو ھن شريعت جي عالمن وانگر نہ ٿي سيکاريو، پر ائين پئي سيکاريائين جيئن ڪو اختياريءَ وارو سيکاري.
MAT.8.1	جڏھن عيسيٰ ٽڪر تان ھيٺ لٿو تہ وڏا ميڙ ھن جي پٺيان ھلڻ لڳا. 
MAT.8.2	ايتري ۾ ھڪڙو ڪوڙھہ جھڙي مرض وارو عيسيٰ وٽ آيو، جنھن کيس سجدو ڪري چيو تہ ”اي سائين! جيڪڏھن اوھين چاھيو تہ مون کي ڇٽائي پاڪ صاف ڪري سگھو ٿا.“ 
MAT.8.3	تنھن تي عيسيٰ پنھنجو ھٿ ڊگھيريو ۽ کيس لائيندي چيائين تہ ”آءٌ چاھيان ٿو تہ تون ڇٽي پاڪ صاف ٿيءُ.“ تڏھن ھڪدم ھن جو ڪوڙھہ جھڙو مرض لھي ويو. 
MAT.8.4	 پوءِ عيسيٰ ھن کي چيو تہ ”ٻڌ، متان ڪنھن کي اھا ڳالھہ ٻڌائين. پر سڌو وڃي ڪاھن کي پاڻ ڏيکار ۽ موسيٰ جي شريعت موجب پنھنجي پاڪ ٿيڻ لاءِ قرباني ڪر، تہ جيئن ھر ڪنھن لاءِ شاھدي ٿئي تہ تون ھاڻي ڇٽي پاڪ صاف ٿيو آھين.“
MAT.8.5	جڏھن عيسيٰ ڪفرناحوم ۾ داخل ٿيو تہ وٽس ھڪ فوجي صوبيدار آيو ۽ منٿ ڪري چيائينس تہ 
MAT.8.6	”سائين! منھنجو نوڪر اڌرنگي جي بيماريءَ ۾ گھر ۾ پيو آھي ۽ ڏاڍا عذاب پيو سھي.“ 
MAT.8.7	تنھن تي عيسيٰ چيس تہ ”آءٌ گھر ھلي ھن کي چڱو ڀلو ڪندس.“ 
MAT.8.8	تڏھن فوجي صوبيدار عرض ڪيو تہ ”سائين! آءٌ انھيءَ لائق نہ آھيان جو اوھين منھنجي جھوپڙيءَ ۾ اچو. رڳو حڪم ڪريو تہ منھنجو نوڪر خوش ٿي پوندو. 
MAT.8.9	آءٌ ٻين جو زيردست آھيان ۽ منھنجي ھيٺان بہ سپاھي آھن. جيڪڏھن ڪنھن کي چوان ’وڃ،‘ تہ ھو ويندو ۽ ڪنھن کي چوان ’اچ،‘ تہ ھو ايندو ۽ جي نوڪر کي چوان تہ ’ھي ڪم ڪر،‘ تہ ھو ڪندو.“ 
MAT.8.10	عيسيٰ اھو ٻڌي ھن تي عجب کائڻ لڳو ۽ جيڪي سندس پٺيان آيا پئي تن کي چوڻ لڳو تہ ”آءٌ اوھان کي ٻڌايان ٿو تہ مون کي ھن جھڙو ايمان بني اسرائيل ۾ ڪنھن ۾ بہ نظر نہ آيو. 
MAT.8.11	 آءٌ اوھان کي ٻڌايان تہ ڪيترائي اڀرندي ۽ الھندي کان ايندا ۽ آسمان واري بادشاھت ۾ ابراھيم، اسحاق ۽ يعقوب سان اچي دسترخوان تي گڏ ويھندا. 
MAT.8.12	 پر جيڪي بادشاھت جا وارث آھن تن کي ٻاھر اونداھيءَ ۾ اڇلايو ويندو، جتي ھو رڙيون ڪندا ۽ ڏند ڪرٽيندا.“ 
MAT.8.13	پوءِ عيسيٰ فوجي صوبيدار کي چيو تہ ”گھر وڃ، جيئن تون يقين ڪرين ٿو تيئن ئي تو لاءِ ڪيو ويندو.“ تڏھن انھيءَ گھڙيءَ ئي صوبيدار جو نوڪر چڱو ڀلو ٿي پيو.
MAT.8.14	عيسيٰ جڏھن پطرس جي گھر ويو تہ اتي ڏٺائين تہ ھن جي سس بخار ۾ بستري تي بيمار پئي ھئي. 
MAT.8.15	عيسيٰ کيس ھٿ لاتو تہ سندس بخار ويندو رھيو. ھوءَ اٿي ويٺي ۽ سندس خدمت چاڪري ڪرڻ لڳي.
MAT.8.16	جڏھن سانجھي ٿي تہ ماڻھو عيسيٰ وٽ ڪيترن ئي ڀوتن ورتلن کي وٺي آيا. ھن ھڪڙي لفظ سان انھن ڀوتن کي ڪڍي ڇڏيو ۽ سڀني بيمارن کي چڱو ڀلو ڪري ڇڏيائين. 
MAT.8.17	 ھن اھو ڪم ڪري يسعياہ نبيءَ جي ان قول کي سچو ثابت ڪري ڏيکاريو تہ ”ھن پاڻ اسان جون بيماريون ورتيون ۽ اسان جا مرض پنھنجي سر تي کنيا.“
MAT.8.18	عيسيٰ ڏٺو تہ ميڙ کيس ويڙھي ويو آھي، سو ھن پنھنجن شاگردن کي چيو تہ ”ڍنڍ جي ھن ڀر ھلو.“ 
MAT.8.19	ھڪ شريعت جو عالم عيسيٰ وٽ آيو ۽ کيس چوڻ لڳو تہ ”اي استاد! جيڏانھن اوھين ويندا اوڏانھن آءٌ بہ اوھان جي پٺيان ھلندس.“ 
MAT.8.20	عيسيٰ کيس جواب ڏنو تہ ”لومڙين کي ڏريون ۽ پکين کي آکيرا آھن، پر ابن⁠آدم کي اھا جاءِ بہ ڪانھي جتي مٿو لڪائي آرام ڪري.“ 
MAT.8.21	ھڪڙو ٻيو ماڻھو، جيڪو سندس شاگرد ھو، تنھن چيس تہ ”سائين! مون کي تيستائين موڪل ڏيو، جيستائين آءٌ پنھنجي پتا کي دفنائي اچان.“ 
MAT.8.22	تنھن تي عيسيٰ چيس تہ ”منھنجي پويان اچ ۽ ڇڏ تہ ڀلي مُڙدا وڃي مُڙدن کي دفنائين.“
MAT.8.23	جڏھن عيسيٰ ٻيڙيءَ ۾ چڙھي ويٺو تہ سندس شاگرد بہ ساڻس گڏ ھليا. 
MAT.8.24	اوچتو ئي ڍنڍ ۾ اھڙو زبردست طوفان آيو جو سندن ٻيڙي ڇولين ۾ ٻڏڻ لڳي، ان وقت يسوع اگھور ننڊ ۾ ھو. 
MAT.8.25	تڏھن شاگرد وٽس آيا ۽ جاڳائي چيائونس تہ ”اي سائين! اسان کي بچايو جو اسين ھاڻي تہ ٻڏڻ تي آھيون.“ 
MAT.8.26	تنھن تي عيسيٰ وراڻين تہ ”اوھين ايترا ڊنل ڇو آھيو؟ ڇا اوھان جو ايمان ايترو ئي آھي؟“ ھو اٿيو ۽ ھوا ۽ ڇولين کي ڇينڀيائين تہ بلڪل ٺاپر ٿي ويئي. 
MAT.8.27	اھي عجب ۾ پئجي ويا ۽ چوڻ لڳا تہ ”ھي ڪھڙي قسم جو ماڻھو آھي جو ھوا ۽ پاڻيءَ کي بہ حڪم ٿو ڪري تہ اھي بہ مڃينس ٿا.“
MAT.8.28	پوءِ عيسيٰ ڍنڍ جي ٻيءَ ڀر گراسينين جي علائقي ۾ آيو تہ اتي ٻہ ڄڻا قبرستان مان نڪري اچي ساڻس مليا. اھي ٻئي اھڙي قسم جي ڀوتن سان ورتل ھئا جو ڪوبہ ماڻھو انھيءَ رستي سان لنگھي نہ سگھندو ھو. 
MAT.8.29	عيسيٰ کي ڏسڻ سان ھو رڙيون ڪري چوڻ لڳا تہ ”اي ابن خدا! تنھنجو اسان سان ڪھڙو واسطو آھي؟ ڇا تون وقت کان اڳي اسان کي عذاب ڏيڻ آيو آھين؟“ 
MAT.8.30	ويجھو ئي سوئرن جو ھڪ وڏو ڌڻ چري رھيو ھو. 
MAT.8.31	ڀوتن عيسيٰ کي منٿ ڪئي تہ ”جيڪڏھن اوھين اسان کي ڪڍو ٿا تہ اسان کي موڪل ڏيو تہ سوئرن جي ڌڻ ۾ وڃون.“ 
MAT.8.32	تنھن تي عيسيٰ انھن کي چيو تہ ”ڀلي وڃو.“ تڏھن اھي نڪري سوئرن ۾ گھڙي ويا ۽ سوئرن جو اھو سڄو ڌڻ لاھيءَ تان ھيٺ ڌوڪيندو وڃي ڍنڍ ۾ پيو ۽ ٻڏي مري ويو. 
MAT.8.33	ڌڻ چارڻ وارا اھو ڏسي شھر ڏانھن ڀڳا ۽ ڀوتن ورتل ماڻھن جو سمورو احوال ڪري ٻڌايائون. 
MAT.8.34	تنھن تي سڄو شھر عيسيٰ سان ملڻ لاءِ ٻاھر نڪري آيو. جڏھن ھن کي ڏٺائون تہ منٿ ڪري چوڻ لڳس تہ ”سائين! مھرباني ڪري اسان جي علائقي مان ھليا وڃو.“
MAT.9.1	عيسيٰ ٻيڙيءَ ۾ چڙھي ڍنڍ پار ڪري پنھنجي ڳوٺ ڪفرناحوم موٽي آيو. 
