GEN.1.1	Qallariypeqa Dios janaj pachata kay pachatawan ruwarqa. 
GEN.7.20	Chay orqosta p'ampaykuytawan yakoqa qanchis metrostawan jinaraj wicharerqa chay orqos patamanta. 
GEN.7.21	Ajinapi wañuraporqanku tukuy kausajkuna kay jallp'a patapi: P'isqos, uywas, monte animales, jallp'a patapi qhatatakoj animales, tukuy runas ima. 
GEN.7.22	Jallp'a patapi tukuy kausayniyojkuna wañurarqanku senqasninkumanta samajkuna. 
GEN.7.23	Noella kausarqa, pikunachus arcapi karqanku chaykunallawan khuska. Chay ujkunaqa tukuyninku chinkaporqanku: Runas, uywas, p'isqos, qhatatakoj animales ima. 
GEN.7.24	Yakutaj karqa jallp'a patapi pachaj phishqa chunkayoj diasta.
GEN.8.1	Dios yuyarikorqa Noemanta, paywan khuska tukuy animales arcapi kajkunamantawan. Chaymanta wayrachimorqa, chaytaj yakuta ch'akiykucherqa. 
GEN.8.2	Yuyay chinkay ukhu qochataj manaña phullchimorqachu, jinallataj janaj pachamanta t'ojyaspa phullchimoj yakupis. Parapis thañiporqa. 
GEN.8.3	Yakoqa pisimanta pisi ch'akikaporqa. Pachaj phishqa chunkayoj diamanta astawan yakoqa ch'akiykorqa. 
GEN.8.4	Chunka qanchisniyoj p'unchaypi, qanchis kaj killapi arcaqa tiyaykorqa Ararat nisqa orqo pataman. 
GEN.8.5	Yakoqa astawanñapuni ch'akiykusharqa. Chunka kaj killaj ñaupaj kaj diampi ñapis rikukorqankuña aswan alto kaj orqospa puntasnin.
GEN.8.6	Tawa chunka p'unchaymanta, Noeqa arca ruwasqan ventananta kicharikamorqa. 
GEN.8.7	Kacharerqataj jatun yana q'arqañata. Chaytaj kayman jaqayman phawaykacharqa ch'aki jallp'ata mask'aspa, nitaj ni mayman tiyaykuyta atispa kutimpullarqataj. 
GEN.8.8	Chayta Noeqa uj palomantañataj kacharerqa jallp'a rikhurinñachus manarajchus chayta yachanampaj. 
GEN.8.9	Palomaqa kutirimpullarqataj arcaman; imaraykuchus manarajpuni jallp'ata tarerqachu chayman tiyaykunampaj, jallp'aqa yakuwan p'ampasqallaraj karqa. Noetaj makinta jaywarqorqa ventanamanta, palomataj makinman tiyaykorqa, paytaj arca ukhuman apaykorqa.
GEN.8.10	Noeqa suyakorqa qanchis diatawan, chaymanta ujtawan phawachillarqataj palomata. 
GEN.8.11	Palomataj ña chharpuykushajtinña Noeman kutimporqa, uj q'omer olivo laqhe achurisqa. Ajinamanta Noeqa yacharqa yakoqa ch'akiykushasqantaña. 
GEN.8.12	Chaymanta qanchis diatawanraj suyallarqataj. Chaymantaraj palomata ujtawan phawachillarqataj, palomari manaña chay kutipi Noeman kutimporqachu.
GEN.8.13	Chaypacha Noeqa sojta pachaj ujniyoj watasniyojña karqa, yakutaj tukuynin ch'akiykaporqa. Chaypacha karqa ñaupaj kaj día ñaupaj kaj killapi. Noeqa arcaj patanta qhatararqa; qhawarejtintaj jallp'aqa ch'akiña karqa. 
GEN.8.14	Iskay chunka qanchisniyoj diapi iskay kaj killapi jallp'aqa sumaj ch'akiñapuni karqa.
GEN.8.15+GEN.8.16	Chaymanta Dios nerqa Noeman: Arcamanta llojsillayña, warmiykiwan, wawasniykiwan, qhachunisniykiwan ima. 
GEN.8.17	Jinallataj qanwan khuska kaj animalestapis jawaman kicharillayña: P'isqosta, uywasta, pampata qhatatakojkunata ima; jallp'aman tukuynejman rispa miranankupaj, kay mundoman junt'anankukama, nispa.
GEN.8.18	Chaymanta Noeqa llojserqa arcamanta warminwan, wawasninwan, qhachunisninwan ima. 
GEN.8.19	Jinallataj llojserqanku tukuy uywas, monte animales, pampata qhatatakojkuna, tukuy lijrayoj animales ima. 
GEN.8.20	Noetaj uj altarta Señorpaj ruwarqa, chaypitaj Diospaj uj rikuchikuta ruphacherqa, mikhuna uywasta, phawajkunata ima sapa ujmanta ujtakama ajllaspa. 
GEN.8.21	Chay q'apaytaj Diospaj may sumajpuni karqa munasqanman jina, nerqataj sonqompi: Kunanqa manaña jallp'ata jasut'isajchu runaj juchanrayku. Imaraykuchus runaqa waynamantapacha mana allin kajllatachu yuyan. Nillataj kausajkunatapis tukuchisajchu kunampi jina. 
GEN.8.22	Jallp'a kanankama kallanqapuni chajras, cosechas; kallanqataj q'oñi, chiri, q'omer tiempo, chirawi tiempo; chantaqa p'unchay, tutapis.
GEN.9.1	Dios bendicerqa Noeta wawasnintawan, nispa: Miraychej ashkhayaychejtaj, mundomantaj junt'aychej. 
GEN.9.2	Qankuna manchachinkichej kharkatichinkichejtaj, tukuy laya mundopi kaj chhika animalesta. Jinallataj tukuy phawaykachajkunata, jallp'a patapi kajkunata, mar qochapi kajkunatapis manchachinkichej, qankunaj atiyniykichejpi kanqanku. 
GEN.9.3	Atinkichej mikhuyta tukuynin animalesta, jinallataj q'omer qhorastapis atisqaykichejman jina. Noqa qoykichej chay tukuyninta. 
GEN.9.4	Uj imallata mana mikhunaykichejchu tiyan: Yawarniyoj aychata, imaraykuchus chay yawarpi kausayqa kashan. 
GEN.9.5	Noqaqa cuentata mañasaj sapa uj runamanta, animalesmantapis qankunaj yawarniykichejta jich'ajtinku. Sapa uj runamanta cuentata mañasaj runa masimpa kausayninmanta. 
GEN.9.6	Sichus mayqen uj runata wañuchenqa chayqa, payta waj runa wañuchillanqataj, imaraykuchus runaqa Diosman rijch'ayninman jina ruwasqa. 
GEN.9.7	Qankunaqa ashkhayaychej, miraychej, mundomantaj junt'aychej.
GEN.9.8	Dios nillarqataj Noeman, wawasninmanwan: 
GEN.9.9	Qhawariychej, noqa qankunawan uj tratota ruwasaj, jinallataj qhepaman mirayniykichejwampis. 
GEN.9.10	Qankunawan kaj animaleswampis jinallataj kanqa; mayqenkunachus arcamanta llojsinku: P'isqos, uywas, monte animales, tukuy animales mundopi kaj chhika. 
GEN.9.11	Qankunawan ruwasqay tratoyqa manapuni jayk'ajpis uj jinayanqachu: Manaña runasta, nitaj animalestapis ujtawan yakuwan chinkachisajchu. Manaña jatun musphay para kanqachu jallp'ata p'ampaykunampaj. 
GEN.9.12	Kaymin chay señalqa tratota ruwasqaymanta qankunawan wiñaypaj, jinallataj qankunawan kajkuna tukuy animaleswampis. 
GEN.9.13	K'uychiyta churani phuyuspi, chaytaj kanqa señal tratota mundowan ruwasqaymanta. 
GEN.9.14	Maypachachus noqa phuyusta kachamusaj jallp'a pataman chayqa, k'uychiy phuyuspi rikhurenqapacha. 
GEN.9.15	Chaypacha yuyarikusaj uj tratota qankunawan ruwasqayta, jinallataj animaleswampis, manaña jayk'ajpis ni ima yaku jamuspa kausajkunata chinkachenqachu. 
GEN.9.16	Maypachachus k'uychi phuyuspi rikhurenqa chayqa, qhawarisaj, yuyarikusajtaj uj tratota wiñaypaj ruwasqayta tukuy runawan, tukuy animaleswan jallp'a patapi kajkunawan. 
GEN.9.17	Kay ari, uj señal, tratota ruwasqaymanta runawan, jinallataj jallp'a patapi tukuy animaleswampis. Ajinata Diosqa parlarikorqa Noewan.
GEN.9.18	Noepa wawasnin arcamanta llojsejkunaqa kaykuna kanku: Sem, Cam, Jafet ima. Camqa Canaampa tatan karqa. 
GEN.9.19	Kay kinsa karqanku Noepa wawasnin; paykunaj mirayninkutaj mundoman junt'arqa.
GEN.9.20	Noeqa jallp'ata llank'ayta qallarerqa, chaypi uvasta poqocherqa. 
GEN.9.21	Uj kuti uvamanta vinota ujyaykorqa, machaykorqataj. Jinamanta payqa machasqa q'alapacha toldon ukhupi wijch'urpayakorqa. 
GEN.9.22	Canaampa tatan wawan kajtaj, tatanta q'alallata rikuytawan rispa wauqesninman willamorqa. 
GEN.9.23	Semwan Jafetwantaj usqhay usqhayta rispa tatankoj p'enqayninta uj p'achawan qhataykorqanku lijranmantapacha, sumajta mayt'uykorqanku tukuy q'ala kayninta. Tatankoj q'ala kayninta ama rikunankupajtaj, qhepaman rerqanku wajnejta qhawaspa.
GEN.9.24	Noetaj rijch'ariytawan, machasqamanta ch'aki sonqoman kutiriytawan, yacharqa sullk'a kaj wawa imatachus ruwasqanta. 
GEN.9.25	Nerqataj: Canaanqa maldicisqa kachun; wauqesnimpa kamachisnimpa kamachin kachun.
GEN.9.26	Noeqa nillarqataj: Señor Diosniy bendicichun Semta, Canaantaj kachun kamachin. 
GEN.9.27	Dios astawan Jafetta jatunchachun, Sempa toldosnimpi tiyachuchun, Canaantaj kamachin kachun.
GEN.9.28	Jatun musphay paraj qhepanta Noeqa kausarqa kinsa pachaj phishqa chunkayoj watasta. 
GEN.9.29	Chaymanta Noé wañuporqa isq'on pachaj phishqa chunka watasniyoj.
GEN.10.1	Kaykuna karqanku Noepa wawasnimpa miraynin Sempata, Campata, Jafetpatawan, jatun musphay paramanta qhepaman.
GEN.10.2	Jafetpata wawasnin karqanku: Gomer, Magog, Madai, Javán, Tubal, Mesec, Tiras ima. 
GEN.10.3	Gomerpa wawasnintaj karqanku: Askenaz, Rifat, Togarmawan. 
GEN.10.4	Jawampa wawasnintaj karqanku: Elisa, Tarsis, Quitim, Rodanimwan. 
GEN.10.5	Kaykuna karqanku Jafetpa mirayninmanta kajkuna. Sapa nación, sapa familia kikin jallp'ankupikama, kikin parlayninkuwantaj. Paykuna junt'aykorqanku mar qochaj cantosninman.
GEN.10.6	Campa wawasnintaj karqanku: Cus, Mizraim, Fut, Canaanwan. 
GEN.10.7	Cuspa wawasnintaj karqanku: Seba, Havila, Sabta, Raama, Sabtecawan. Raamaj wawasnintaj karqanku Seba, Dedanwan. 
GEN.10.8	Cuspa wawantaj karqa Nimrod. Pay karqa ni pipis atiyniyoj kashajtin may atiyniyoj chay jallp'api. 
GEN.10.9	Nimrodqa wapu karqa Señorpa ñaupaqempi monte animalesta jap'inampaj. Chaymanta jamun chay niy: Nimrod jina wapu, Señorpa ñaupaqempi animalesta jap'ej, nisqa. 
GEN.10.10	Kamachiskasninku llajtasqa karqanku Sinar jallp'api: Babel, Erec, Acad, Calnewan. 
GEN.10.11+GEN.10.12	Chay jallp'amanta llojserqa Asur, ruwarqataj llajtasta: Niniveta, Rehobota, Calata, Resén jatun llajtatawan; chaytaj kashan Ninivewan Calawan chaupipi.
GEN.10.13+GEN.10.14	Mizraimpa mirayninmanta karqanku: ludeos, anameos, lehabitas, naftuhítas, patruseos, casluhítas, caftoritas, mayqenkunamantachus karqanku filisteos.
GEN.10.15	Canaampa kuraj kaj wawan karqa: Sidón, ujnin kajtaj Het. 
GEN.10.16+GEN.10.17+GEN.10.18	Chantaqa wawasnillantaj karqanku: Jebuseos, amorreos, gergeseos, heveos, araceos, arvadeos, zemareos, hamateoswan. Chay qhepata tukuynin Canaán ayllus tukuynejman ch'eqeraporqanku. 
GEN.10.19	Cananeospa jallp'anku karqa Sidonmantapacha Gerarnejmanta Gaza llajtakama; chaymantaqa Sodoma, Gomorra llajtasnejmanta, Adma, Zeboimnejmanta Lasa llajtakama. 
GEN.10.20	Chaykuna karqanku Campa miraynenqa, sapa ayllu kikin jallp'ankupi, kikin parlayninkuwantaj.
GEN.10.21	Jafetpa kurajnin wauqen Sempa wawasnin kallarqankutaj. Heberpa wawasnin tukuynin paypa mirayninmanta karqanku. 
GEN.10.22	Sempa wawasnin karqanku: Elam, Asur, Arfaxad, Lud, Aram ima. 
GEN.10.23	Arampa wawasnintaj karqanku: Uz, Hul, Geter, Mas ima. 
GEN.10.24	Arfaxad karqa Salaj tatan. Salataj Heberpa tatan karqa. 
GEN.10.25	Chaymanta Heberpatapis iskay wawasnin kallarqataj, ujnin kajpa sutin karqa Peleg; imaraykuchus chay tiempopi runas jallp'amanta t'aqakorqanku. Pelegpa sullk'a wauqenqa karqa Joctán. 
GEN.10.26+GEN.10.27+GEN.10.28+GEN.10.29	Joctan karqa Almodadpa tatan, chanta Selefpata, Hazar-mavetpata, Jerajpatawan tatan. Adorampata, Uzalpata, Diclajta, Obalpata, Abimaelpata, Sebajta, Ofirpata, Havilajta, Jobabpatawan. Chay tukuynin karqanku Joctampa wawasnin. 
GEN.10.30+GEN.10.31	Paykuna tiyakorqanku chay jallp'aqa karqa Mesamanta Sefarkama, sapa llajta, sapa ayllu kikin jallp'ankupi, kikin parlayninkuwantaj.
GEN.10.32	Chaykuna karqa Noepa miraynin, imayna aylluchus kasqankuman jina, imayna jallp'apitajchus kasqankuman jinataj. Jatun musphay paraj qhepanta t'aqakorqanku jatuchaj nacionesta kay mundopi tukuynejpi ruwanankupaj.
GEN.11.1	Chay tiempopi tukuy runas uj parlayllata parlaj kanku. 
GEN.11.2	Inti llojsimuynejmanta llojsimuspa tarerqanku uj pampata Sinarpi, chaypitaj qhepakorqanku unayta tiyakunankupaj. 
GEN.11.3	Uj pachataj ninakorqanku ujkuna ujkunawan: Ladrillosta ruwanachej chayachinataj ninapi. Chayta ruwarqanku rumej cuentanmanta mach'ata chhajwatawan chajruykuspa. 
GEN.11.4	Chaymantataj ninakorqanku: Kunanqa ruwanachej uj llajtata, uj torretawan, chay janaj pachaman chayanampaj. Ajinamanta noqanchej sumaj atiyniyoj nisqas kananchejpaj, amataj tukuynejman ch'eqerananchejpaj.
GEN.11.5	Señortaj uraykamorqa chay llajtata qhawarej, chay torretawan runas ruwasqankuta. 
GEN.11.6	Señortaj nerqa: Runaqa kunan sumaj ujchasqa kashan, uj parlayllatataj parlanku, jinamanta kaytaqa ruwanku. Manataj kunanqa pipis saqenqachu kay ruwasqankuta.
GEN.11.7	Kunanqa jaku uraykunachej parlayninkuta chajroj, parlasqankuta ama entiendenakunankupaj.
GEN.11.8	Ajinata Señorqa tukuynejman ch'eqeracherqa. Paykunataj chay llajtata ruwayta saqeporqanku. 
GEN.11.9	Chay cheqapi Dios chajrurparerqa runaspa parlayninkuta tukuynin jallp'a patapi; chaynejmantataj tukuynejman ch'eqeraporqanku. Chayrayku chay llajtajta sutin karqa Babel.
GEN.11.10	Kaykuna karqanku Sempa miraynin. Jatun musphay paramanta iskay watanman Semqa pachaj watasniyoj karqa, Arfaxad wawan naceshajtin. 
GEN.11.11	Chay qhepata Semqa phishqa pachaj watastawanraj kausarqa, wawasnintaj karqanku qharis chanta warmis ima. 
GEN.11.12	Arfaxadqa karqa kinsa chunka phishqayoj watasniyoj wawan Sala naceshajtin. 
GEN.11.13	Chaymanta qhepaman Arfaxadqa tawa pachaj kinsayoj watastawanraj kausarqa, wawasnimpis karqankuraj qharis, chanta warmis.
GEN.11.14	Salaqa kinsa chunka watasniyoj karqa Heber wawan naceshajtin. 
GEN.11.15	Chay qhepata Salaqa tawa pachaj kinsayoj watastawanraj kausarqa, wawasnintaj karqankuraj qharis, chanta warmis.
GEN.11.16	Heberqa kinsa chunka tawayoj watasniyoj karqa wawan Peleg naceshajtin. 
GEN.11.17	Chay qhepata Heberqa tawa pachaj kinsa chunkayoj watastawanraj kausarqa; wawasnimpis karqankuraj qharis chanta warmis.
GEN.11.18	Pelegqa karqa kinsa chunka watasniyoj Reu wawan naceshajtin. 
GEN.11.19	Chay qhepata Pelegqa iskay pachaj isq'onniyoj watastawanraj kausarqa; wawasnimpis karqankuraj qharis, chanta warmis.
GEN.11.20	Reuqa kinsa chunka iskayniyoj watasniyoj karqa wawan Serug naceshajtin. 
GEN.11.21	Chay qhepata Reuqa iskay pachaj qanchisniyoj watastawanraj kausarqa; wawasnimpis karqankuraj qharis, chanta warmis.
GEN.11.22	Serugqa karqa kinsa chunka watasniyoj Nacor wawan naceshajtin. 
GEN.11.23	Chay qhepata Serugqa iskay pachaj watastawanraj kausarqa; wawasnimpis karqankuraj qharis, chanta warmis.
GEN.11.24	Nacorqa karqa iskay chunka isq'onniyoj watasniyoj Taré wawan naceshajtin. 
GEN.11.25	Chay qhepata Nacorqa pachaj chunka isq'onniyoj watastawanraj kausarqa; wawasnintaj karqankuraj qharis, chanta warmis.
GEN.11.26	Tareqa kinsa wawasniyojña karqa qanchis chunka watasniyoj kashaspa. Chay wawasnintaj karqanku Abram, Nacor, Harán ima.
GEN.11.27	Kaykuna kanku Tarejpa miraynin. Pay karqa kinsa wawasniyoj, chaykunataj kanku Abram, Nacor, Harán ima. Haranqa Lotpa tatan karqa. 
GEN.11.28	Pay wañuporqa tatan Taremanta ñaupajta Caldea Urpi, maypichus nacerqa chay kikin jallp'api.
GEN.11.29	Abram casarakorqa Saraiwan, Nacortaj Milcawan. Chay Milcaqa karqa Harampa wawan, ñañantaj karqa Isca. 
GEN.11.30	Saraipataqa mana wawasnin karqachu, payqa manapuni wijsallikuyta atejchu.
GEN.11.31	Tareqa caldeospa jallp'an Urmanta llojsiporqa, Canaán jallp'aman rinampaj, pusariykukuspa Abram wawanta, allchhin Lotta, ñojch'an Saraitawan. Rispataj Harán jallp'aman chayarqanku, chantaqa kikimpitaj tiyakorqanku. 
GEN.11.32	Tareqa Harán jallp'api wañuporqa iskay pachaj phishqayoj watasniyoj.
GEN.12.1	Uj kuti Señorqa Abramman nerqa: Saqey jallp'aykita, ayllusniykita, tataykej wasintawan. Jinaspataj ripuy, noqa rikuchisqayki chay jallp'aman. 
GEN.12.2	Mirayniykimanta ruwasaj uj jatun aylluta; bendicisqayki, sutiyki may yuyarisqa kanqa, qannejta wajkuna bendicisqas kanqanku. 
GEN.12.3	Qampaj allinta ruwajkunapaj allinta ruwapusaj, qampaj mana allinta ruwajkunatarí maldicisaj. Qannejta bendicisqas kanqanku tukuy ayllus kay jallp'a patapi kajkuna.
GEN.12.4	Abramtaj Harán jallp'amanta llojsiporqa Señorpa kamachisqanman jina; Lotpis paywan rerqa. Abramqa qanchis chunka phishqayoj watasniyoj karqa, Canaán jallp'aman ripushaspa. 
GEN.12.5+GEN.12.6	Pay riporqa warmin Saraita, sobrinon Lottawan pusariykukuspa. Jinallataj Harampi kashaspa mashkha runastachus jap'erqa chaytawan, tukuy imasnintawan apariykukuspa; Canaán jallp'amantaj chayarqanku. Chaymanta Abramqa rillarqapuni Siquem jallp'aman chayanankama, More vallepi maypichus encina sach'a karqa chayman. Chay jallp'aspitaj cananeos tiyakusharqanku. 
GEN.12.7	Chaypi Señorqa Abramman rikhurerqa, nerqataj: Kay jallp'ata mirayniykiman qosaj. Abramtaj chaypi uj altarta Diospaj ruwaporqa, chaypi Señorqa payman rikhurisqanrayku. 
GEN.12.8	Chaymanta riporqa uj orqoman, chaytaj kashan Betel llajtaj inti llojsimuyninnejpi, chaypi jarakorqa. Betelqa kasharqa jaramanta inti yaykuypi. Haitaj karqa inti llojsimuynejpi. Chay cheqapi Abramqa uj altartañataj ruwarqa, Señorpa sutimpi Diosmanta mañakunampaj. 
GEN.12.9	Chaymanta Abramqa rillarqapuni pisimanta pisi Neguev jallp'aman.
GEN.12.10	Chay tiempopi uj jatun yarqhay karqa jaqay jallp'api. Chayrayku Abramqa Egiptoman riporqa pisi tiempota tiyarikoj. Imaraykuchus chay jallp'api, maypichus tiyakorqa chaypi, manapuni imapis mikhuykunampaj karqachu. 
GEN.12.11	Egiptoman chayashaspataj Abramqa warmin Saraiman nerqa: Qhawariy, noqa yachani qanqa sumaj k'achita warmi kasqaykita. 
GEN.12.12	Egipcios qanta rikuytawan nenqanku: Kay warmeqa chay qharej warmin, nispa noqata wañuchiwanqanku, qantari mana. 
GEN.12.13	Chayrayku niy ari, qanqa noqaj panay kasqaykita, qanrayku ama wañuchinawankupaj, allintaj rinawampaj, nispa.
GEN.12.14	Abram Egiptoman chayajtinkama egipciosqa Saraita mayta qhawaj kanku k'achita kasqanta. 
GEN.12.15	Faraonta yanapajkunasnimpis rikorqanku k'achita kasqanta, jinallataj faraompis; pay karqa Egiptopi rey. Chaymantataj Saraitaqa faraompa palacionman pusarqanku.
GEN.12.16	Sarairayku faraonqa Abramta munakorqa. Qortataj payman ovejasta, wakasta, qhari kamachista, warmi kamachista, burrosta, camellostawan. 
GEN.12.17	Sarairaykutaj Señorqa faraonta mayta ñak'aricherqa ashkha jasut'iykunawan, jinallataj tukuy familiantapis. 
GEN.12.18	Chayrayku faraonqa Abramta wajyacherqa, nerqataj: Imaraykutaj qan kay jinata ch'aukiyawankiri? Imaraykutaj mana qan niwankichu kay warmeqa qampa warmiyki kasqantarí? 
GEN.12.19	Qan niwanki kay warmeqa panayki kasqanta, noqatataj saqewanki payta warmiypaj jap'ikojta. Kunanqa kayqa warmiyki, jap'ikapuy, ripuytaj kaymanta.
GEN.12.20	Chaymanta faraonqa runasninta wajyaspa nerqa Abramta Egipto llajtankumanta qharqonankuta, warmintawan, pininchus, imasninchus karqa chaytawan.
GEN.13.1	Abramqa Egiptomanta llojsipuspa, warminwan, chanta tukuy imasninwan wicharerqa Neguev jallp'aman. Lot sobrinompis paywan khuska riporqa. 
GEN.13.2	Abramqa may qhapaj karqa, tiyaporqa ashkha uywasnin, qolqen, qorin ima. 
GEN.13.3	Neguevmanta ripullarqapuni jarakuspa Betel llajtaman chayanankama; chaymantapis rillarqapuni maypichus ñaupajta ruwakorqa toldota Betelwan, Haiwan tinkuypi chayman. 
GEN.13.4	Chayqa karqa maypichus ñaupajta altarta ruwarqa chay. Chaypi Diosmanta mañakorqa, Señorpa sutinta oqharispa.
GEN.13.5	Lotpis, mayqenchus Abramwan risharqa chayqa, may qhapajllataj karqa. Tiyaporqa ashkha ovejas, wakas, toldoswan ima. 
GEN.13.6	Maypichus kasharqanku chay cheqaqa pisi karqa chay chhika uywasninkupaj. Chayrayku mana tiyakuyta aterqankuchu khuskallapuni. 
GEN.13.7	Abrampa uywasninta michejkunasninwan, Lotpa uywasninta michejkunasninwan mayta maqanakorqanku churanakuspa. Chaypacha chay jallp'api tiyakullarqankutaj cananeos, ferezeos ima.
GEN.13.8	Uj p'unchay Abramqa Lotman nerqa: Qanwan noqawanqa aylluntin kanchej, mana atisunmanchu phiñanakuyta noqanchejpura, nitaj michejkunasninchejpis phiñanakuyta atinkuchu. 
GEN.13.9	Qhawariy, jallp'aqa tiyallan, ajllakuy, noqamanta t'aqakuy. Sichus qan lloq'eman rinki chayqa, noqa ripusaj pañanejman. Qantajchus pañanejman rinki chayqa, noqaqa ripusaj lloq'enejman.
GEN.13.10	Lotqa tukuynejta qhawarerqa, astawanqa Jordán mayu valleta Zoar juch'uy llajtakama. Chaykunaqa yakusniyoj karqa, sumajtaj Señorpa huertan jina, Egipto jallp'aman rijch'akoj. Chaytaj karqa manaraj Señor chinkachishajtin Sodoma llajtata, Gomorra llajtatawan. 
GEN.13.11	Lotqa chaymanta ajllakorqa Jordán valleta. Riporqataj inti llojsimuynejman, maypichus kasharqanku chaymanta. Ajinata Abramwan Lotwan t'aqanakorqanku. 
GEN.13.12+GEN.13.13	Abramqa Canaán jallp'api qhepakorqa. Lottaj riporqa tiyakoj valle llajtas chaupiman, Sodoma llajta qayllaman, maypichus runaqa millay sajra karqa chayman. Chay Sodomapi kajkunaqa millay sajra juchasta, Señorpa contranta ruwaj kanku.
GEN.13.14	Lot ripusqanmanta qhepaman Señorqa nerqa Abramman: Maypichus kashanki chaymanta sumajta qhawariy patanejta uranejta, inti llojsimuyta inti yaykuytawan. 
GEN.13.15	Noqa qosqayki tukuynin rikusqayki jallp'asta, qampaj wiñaypaj kanqa, jinallataj mirayniykipajpis. 
GEN.13.16	Mirayniykita jallp'a t'iyuta jina mirachisaj. Imaraykuchus jallp'a t'iyoqa mana yupay atina, ajinallataj mirayniykeqa mana yupay atina kanqa. 
GEN.13.17	Kunanqa sayariy, thaskiriytaj kinrayninman, sayt'unman; imaraykuchus noqa qanman qosqayki kay jallp'ata.
GEN.13.18	Jinamanta Abramqa toldonta oqharispa riporqa Mamre runaj encinas sach'arara jallp'anman, Hebrón llajta qayllaman. Chaypi uj altarta Señorpaj ruwarqa.
GEN.14.1	Chay tiempopi Amrafel rey karqa Sinarpi, Arioctaj Elasarpi, Quedorlaomertaj Elampi, Tidaltaj Goimpi. 
GEN.14.2	Paykuna guerrata ruwarqanku Sodoma rey Beraj contranta, Gomorra rey Birsaj contranta, Adma rey Sinabpa contranta, Zeboim rey Semeberpa contranta, Zoar reypa Belaj contranta ima. 
GEN.14.3	Chay phishqa reyes soldadosninkuta tantaykorqanku Sidin vallepi, maypichus kunan kashan mar k'ara qocha chaypi. 
GEN.14.4	Quedorlaomer reyqa chunka iskayniyoj watasta paykunata kamacherqa, chunka kinsayoj wataspitaj kinsantin reyes nerqanku maqanakunankuta paypa contranta. 
GEN.14.5+GEN.14.6	Qhepan watataj rey Quedorlaomer, pi reyeschus paywan karqanku chaykunawan rerqanku Astarot Karnaimman, chaypi atiparqanku refaitasta. Chaymantataj zuzitasta Hampi atiparqanku. Savequiriataimpitaj emitasta, Seir lomaspitaj atiparqanku horeosta, qhatiykorqankutaj Parán pampakama, chaytaj kashan ch'in pampa qayllapi. 
GEN.14.7	Quedorlaomerqa pischus paywan kasharqanku chaykunawan kutimushaspa chayarqanku En-mispatman, uj sutintaj Cades karqa. Chaypacha tukuyninta tukucherqanku risqankupi imawanchá tinkukorqanku chaykunata, amalecitaspa jallp'annejpi. Jinallataj amorreostapis wañuracherqanku, paykuna tiyakorqanku Hazezon-tamarpi. 
