MAT.1.1	Cay kelkaskaka Jesucristoj ñaupaj tatasninmantamin. Jesuska Abrahammanta jamun Davidmantawan.
MAT.6.8	Chayraycu ama paycunajinaka caychejchu. Dios Tatayquichejka pisichicuskayquichejta yachanña manaraj paymanta mañacushajtiyquichej. 
MAT.6.9	Chayraycu kancunaka cayjinallata mañacunayquichej tiyan:
MAT.6.9	Janaj pachapi caj Tataycu,
MAT.6.9	Tucuy runas sutiyquita yupaychachuncu cheka Dios caskayquiraycu.
MAT.6.10	Mayta munaycu tucuyta camachinayquita. Janaj pachapi munayniyqui ruwacushan, ajinallataj cay pachapipis ruwacuchun.
MAT.6.11	Causanaycupaj miqhunaycuta kowaycu cunan p'unchay.
MAT.6.12	Juchasniycuta khechuspa perdonawaycu.
MAT.6.12	Nokaycumanpis juchata ruwajcunata perdonaycu, ajinallatataj.
MAT.6.13	Callpachawaycu jatun llaquiycunapi ama juchallicunaycupaj.
MAT.6.13	Astawanpis wakaychawaycu juchallichiyta munajpa atiyninmanta.
MAT.6.13	Kanka wiñaypaj camachinqui.
MAT.6.13	Tucuy atiyniyoj, may curajpaj, jatunchaskapis canqui. Ajina cachun.
MAT.6.14	‘Kancunaman juchata ruwasojcunata perdonaspa konkapuwajchej chayka, janaj pacha Dios Tatayquichejpis juchasniyquichejta perdonaspa khechusonkachej. 
MAT.6.15	Kancunaman juchata ruwasuskancuta mana konkapuwajchejchu chayrí, Dios Tatayquichejpis nillataj juchasniyquichejta perdonaspa khechupusonkachejchu.
MAT.6.16	‘Diosta yupaychanapaj mana miqhunqui chayka, ama puraj uyasjina phutiskaska churacuychejchu. Puraj uyaska uyasnincuta ujjinayachincu runas yachanancupaj mana miqhuskancuta. Noka niyquichej chekatapuni paycunaka jap'inancu carka, chayta jap'iskancutaña. 
MAT.6.17	Kanrí mana miqhuspa Diosta yupaychanayquipaj umayquita ñajch'aycuy, uyayquita mayllacuy, cusiskataj cay. 
MAT.6.18	Ajinapi runas mana miqhuskayquita mana reparankancuchu. Pacaypi caj Dios Tatayquirí yachan. Paytaj pacaypi ricuspa ruwaskayquimanjina kosonka.
MAT.6.19	‘Cay pachapi khapaj capuycunata amaña chhicata kancunallapaj jallch'acuychejchu. Caypi chaytaka thutas thutancu, carcomi tucuchin, suwaspis yaycuspa suwancu. 
MAT.6.20	Manachayrí tucuyta ruwaychej Diosllata cusichinayquichejpaj. Ajinapi janaj pachapi wiñay khapaj cajta jallch'acunquichej. Jakaypi thutas mana thutancuchu, nitaj carcomi tucuchinchu. Nillataj suwas yaycuspa suwancuchu. 
MAT.6.21	Imaraycuchus maypichá munaska khapajniyquichej cashan chaypipuni yuyayniyquichejpis cashan.
MAT.6.22	‘Ñawiyqui c'anchayllawan ricun cuerpopaj. Ajinallatataj sonkoyquipis Diospa c'anchayninwan reparan. Sichus llimphu sonkoyoj canqui chayka, tucuy causayniyqui c'anchayniyojmin. 
MAT.6.23	Sajra sonkoyoj canqui, chayrí tucuy causayniyqui lakhapachamin. Chayjina lakhamanta astawanka mana canchu.
MAT.6.24	‘Ni pi iscay camachejcunata casuyta atinchu. Imaraycuchus ujllata munaconka wajtataj chejniconka. Ujman c'ascaconka wajtataj khesachanka. Cheka Diostawan khapaj capuytawan manapuni casuyta atinquichu.
MAT.6.25	‘Chayraycu niyquichej amaña anchata llaquicuychejchu miqhunamanta nitaj ujyanamanta causanayquichejpajka. Nitaj llaquicuychejchu cuerpoyquichejmanta imawanchus p'achallicunayquichejtaka. Causayniyquichejka ¿manachu miqhunamantapis astawan sumajmin? Chayrí cuerponchejpis ¿manachu p'achamantapis astawan sumajmin? 
MAT.6.26	Sumajta reparaychej phawaj p'iskosmanta. Paycunaka mana tarpuncuchu nitaj ruthuncuchu. Nitaj pirwasniyojchu cancu miqhunancuta tantanancupaj. Janaj pacha Dios Tatayquichejmin paycunata miqhuchin. Kancunaka p'iskosmanta niskaka ¿manachu Diospajka astawan sumaj canquichej? 
MAT.6.27	Astawan causayta munaspa, llaquicuspapis ¿uj chhicatawan causayta atiwajchejchu?
MAT.6.28	‘¿Imaraycutaj p'achamantapis phuticunquichejrí? Sumajta reparaychej q'ita t'icasmanta, imaynatachus wiñancu. T'icaska mana llanc'ancuchu nitaj phushcancupischu. 
MAT.6.29	Nokarí niyquichej Salomonka may khapaj camachej caskanta. Chaywanpis payka ni cay chhica c'achitu t'icasjinallapis p'achallicorkachu. 
MAT.6.30	Cunan p'unchay koraka pampapi khallallashan. K'ayataj runas hornopi ruphachenkancu. Chaywanpis Dios churan chay korata. Payka kancunamanta may astawanraj yuyan. Chayraycu ¿manachu pay kosonkachej causanayquichejpaj? ¡Paypi jap'icuskayquichejka ancha pisi! 
MAT.6.31	Chayraycu llaquicuspa ama niychejchu: “¿Imatataj miqhusun? ¿Imatataj ujyasun? ¿Imawantaj p'achallicusun?” 
MAT.6.32	Tucuy chaycunallata Diosta mana rejsejcunaka mayta munashancu. Janaj pacha Dios Tatayquichej yachanña tucuy cay imasmanta causanayquichejpaj pisichicuskayquichejtaka. 
MAT.6.33	Kancunarí tucuy atiskayquichejwan llanc'aychej ñaupajta Dios tucuyta camachinanpaj. Ajinallataj Diospa munayninmanjina chekanta causaychej. Chanta payka cay pachapi causanayquichejpaj tucuy imata yapasonkachej. 
MAT.6.34	Chayraycu k'ayamanta yuyaspa ama llaquicuychejchu. K'aya phuticuycunaka k'ayallapaj cachun.
MAT.7.1	‘Ama waj runata juchachaychejchu mana allinta yachaspaka. Ajinapi kancuna manallataj juchachaskaschu canquichej manacajmantaka. 
MAT.7.2	‘Imaynatachus runa-masisniyquichejta khawanquichej chayjinallatataj Dios kancunata khawasonkachej. Ima chhicantachus wajcunaman konquichej chay chhicamanjinallataj Dios kancunaman kosonkachej.
MAT.7.3	‘Uj jatun curcujina kanpa jatun pantaskayquita mana reparacuspaka ¿imaynatataj uj ichhu k'opajina hermanoyquej juch'uy pantaskanta khawaranquirí? 
MAT.7.4	Quiquin ñawiyquipitaj jatun curcu cashajtin ¿imaynatataj hermanoyquita atinqui niytarí: “Hermanóy, sakellaway ichhu k'opata ñawiyquimanta orkhosunayta?” nispa. 
MAT.7.5	Puraj uya, chay curcutaraj ñawiyquimanta orkhonqui. Chanta aswan sut'ita ricunqui juch'uy k'opata hermanoyquejpa ñawinmanta orkhonayquipajka.
MAT.7.6	‘Dios kosuskayquichejtaka ama koychejchu phiña sajra alkosjina runasmanka, janch'ojtincu kancunata ama qhanispa tucuchisunancupaj. Nitaj millay qhuchijina causaj runasmanka Dios kosuskayquichejtapis wijch'uychejchu ama saruycunancupaj mana cajtajina.
MAT.7.7	‘Diosmanta mañacullaychejpuni, payka kosonkachejtaj. Masc'aychejpuni, Dioska tarichisonkachejtaj. Wajyallaychejpuni Diostaj puncuta kancunaman quicharisonkachej. 
MAT.7.8	Chekamanta mana sakespa mañacojka jap'enkapuni masc'ajtaj tarenkapuni. Mana sakespa wajyajmanpis puncoka quichariconkapuni.
MAT.7.9	‘Astawanpis, wawan t'antata mañacojtin ¿pitaj, kancuna tatasmanta, uj rumita jaywanman? 
MAT.7.10	Chayrí wawan challwata mañacojtin ¿uj cataritachu jaywanman? 
MAT.7.11	Kancuna juchasapa runaslla cashaspapis wawasniyquichejmanka allin imastapuni koyta yachanquichej. May astawanraj janaj pacha Dios Tatayquichejka sumaj imasta konka paymanta mañacojmanka.
MAT.7.12	‘Chayraycu imaynatachá munanquichej runas kancunaman ruwanancuta ajinallatataj kancunapis paycunaman ruwaychej. Palabranpi Dioska chayta ruwananchejta camachin.
MAT.7.13+MAT.7.14	‘Wiñay causayman chayrí wiñay wañuyman kancuna yaycuyta ajllanayquichej tiyan. Imaraycuchus wiñay wañuyman puncoka jatunmin, chayman chayaj ñanpis. Ashqhastaj chaynejta yaycuncu. Wiñay causayman yaycuchej puncurí c'ullcumin, chayman chayanapaj ñanpis c'ullcullataj. Pisistaj Diospa munayninta ruwaspa wiñay causayman yaycuncu. Chayraycu c'ullcu puncunejta yaycuychej.
MAT.7.15	‘Khawacuychej llulla yachachejcunamanta. Chaycunaka pantachisunayquichejpaj jamuncu. Paycunaka ovejaman rijch'acojjinalla cancu, sonkosnincupirí yarkhaska atojcunajina cancu. 
MAT.7.16	Sach'astaka pokoynincumanta rejsinquichej. Ajinallatataj paycunataka ruwaskancumanta atinquichej rejsiyta. Ni jayc'aj uvaska qhishcarara sach'itamanta pallacunchu. Nitaj higoska pallacunchu qhishca sach'asmantapis. 
MAT.7.17	Ajinata tucuy allin sach'aka sumaj pokoyta pokon. Uj mana allin sach'arí mana sumaj pokoyniyojllataj. 
MAT.7.18	Allin sach'aka mana jayataka pokonchu. Nitaj mana allin sach'apis allin misq'itaka pokonchu. 
MAT.7.19	Tucuy mana allinta pokoj sach'ataka runas c'utuncu ninamantaj wijch'uncu. 
MAT.7.20	Chayraycu kancunapis runastaka ruwaskasnincumanta rejsinquichej.
MAT.7.21	‘Simillancuwan “Ay, Señorníy, Tatáy”, nejcuna Dios camachin, chayman mana yayconkancuchu. Manachayka janaj pachapi tiyacoj Dios Tataypa munayninta ruwajcunalla paypaman yayconkancu. 
MAT.7.22	Cutimojtiy, chay p'unchay ashqhas niwankancu: “Ay, Señorníy, Tatáy ¿manachu willanasniyquita willararkaycu? ¿Manachu atiyniyquiwan runasmanta supaycunata kharkorkaycu? ¿Manachu ashqha t'ucuna ruwanastapis atiyniyquiwan ruwarkaycu?” nispa. 
MAT.7.23	Chantarí nokataj tucuypa ñaupakencupi paycunaman sut'inchasaj: “Kancunataka ni jayc'aj rejserkayquichejchu. Mana nokajpatachu canquichej. Kancuna, sajrata ruwajcuna ripuychej nokamanta”, nispa.
MAT.7.24	‘Chayraycu cay niskasniyta uyarispa sumajta casojlla, nokapajka sumaj yuyayniyoj runajina cashan. Payka sinch'i rumi patapi wasichaj runajina cashan. 
MAT.7.25	Paraka sinch'ita jich'acamorka. Mayustaj ashqha yacuwan chayamorkancu. Wayrapis jatun callpawan wayraspa chay wasiman komorka. Wasiri mana urmarkachu sinch'i rumipi wasichaska caskanraycu. 
MAT.7.26	Cay niskasniyta uyarispa tucuy mana casojrí nokapajka mana yuyayniyoj runajina cashan. T'iyupi wasinta wasichaj runajina cashan. 
MAT.7.27	Sinch'ita paraka jich'acamorka. Mayustaj ashqha yacuwan chayamorkancu. Wayrapis may callpawan chay wasiman komorka. Wasitaj manchayta urmarka.
MAT.7.28	Jesús cay imasmanta parlayta tucorka. Ashqha runastaj paypa yachachiskanmanta mayta t'ucorkancu. 
MAT.7.29	Imaraycuchus pay Diospa atiyninwan yachachisharka, manataj paycunaj yachachejnincujinallachu.
MAT.8.1	Jesús orkomanta uraycamushajtin ashqha runas paypa khepanta jamusharkancu. 
MAT.8.2	Ajinapitaj uj manchay chimpa chimpa lepra onkoyniyoj runa Jesusman kayllaycorka. Konkoricuspataj payta yupaychananpaj, mañacorka:
MAT.8.2	—Tucuy atiyniyoj canqui, Señor. Munanqui chayka, llimphuchawaspa atinqui thañichiwayta, —nispa.
MAT.8.3	Jesustaj maquinwan payta llanqhaycuspa nerka:
MAT.8.3	—Munani. Thañiskaña canqui, —nispa.
MAT.8.3	Chay quiquinpachataj thañiska carka lepra onkoyninmanta. 
MAT.8.4	Jesustaj payta camacherka:
MAT.8.4	—Uyariway. Ama pimanpis cay imasmanta willanquichu. Manachayrí chekanta riy khawachicamuytaj yupaychana-wasipi ruwanayojwan. Moisespa camachiskanmanjina konatataj jaywamuy. Chay jaywaskayquiwan runas yachankancu thañiska caskayquita.
MAT.8.5	Jesús Capernaum llajtaman yaycushajtin uj camachej payman jamorka. Payka pachaj romano soldadosta camacherka. Chay camachej Jesusmanta tucuy sonkowan mañacuspa 
MAT.8.6	nerkataj:
MAT.8.6	—Señor, uywaskay wasiypi suchu onkoywan siriska cashan. Mayta ñac'arishan, —nispa.
MAT.8.7	Jesustaj payman nerka:
MAT.8.7	—Wasiyquiman noka jampej jamusaj, —nispa.
MAT.8.8	Cutichispa chay camachej nerka:
MAT.8.8	—Señor, arí, noka mana wasiyman yaycunayquipajjinachu cani. Astawanka cayllamanta niy, uywaskaytaj thañicaponka. 
MAT.8.9	Nokajtapis cancu curaj camachiwajcuna. Chaywanpis nokajta callancutaj soldadosniy. Paycuna casuwancutaj camachiskayta. Ujta nini: “Riy”. Rintaj. Wajta nini: “Jamuy”. Jamuntaj. Uywaskayta nini: “Cayta ruway”. Ruwallantaj.
MAT.8.10	Jesuska ajinata nejta uyarispa t'ucorka. Payta khatejcunata nerkataj:
MAT.8.10	—Chekatapuni Diospa runasnin uqhupipis nipuni chayjina niskasniyta jap'icoj runataka tarerkanichu. 
MAT.8.11	Astawanpis niyquichej ashqha runas tucuy cay pachamanta jamunancuta. Paycunaka Dios camachin, chaypi cusiywan miqhonkancu cusca jatun tatasninchej —Abrahamwan, Isaacwan Jacobwanpis. 
MAT.8.12	Waquincunarí pantaspa yuyancu Dios camachin, chayman yaycuyta. Paycunaka chaymanta jawapi lakhaman wijch'uskas cankancu. Jakaypitaj khaparispa phutiywan wakankancu. Nanaywan quirusnincuta c'aruconkancu, —nispa.
MAT.8.13	Chanta Jesús camachejman nerka:
MAT.8.13	—Ripullay wasiyquiman. Diospi jap'icuskayquimanjina ruwaska cachun.
MAT.8.13	Camachejpa runaj uywaskantaj chay niskantawanpacha thañicaporka.
MAT.8.14	Khepanta Jesús Pedroj wasinman rispa Pedroj warminpa mamanta ricorka. Pay sinch'i k'oñi onkoywan camapi siricusharka. 
MAT.8.15	Jesustaj onkoskaj maquinta llanqharispa k'oñi onkoyninmanta thañicherka. Thañiska warmitaj jataricuspa miqhunata payman jaywarka.
MAT.8.16	Ch'isiyaycuytari ashqha supayniyojcunata Jesusman runas pusamorkancu. Paytaj ujta parlaskallanwan chay supaycunata kharkorka. Tucuy onkoskastataj thañicherka. 
MAT.8.17	Ajinapi junt'acorka Diospa willajnin Isaiaspa niskan Jesusmanta: “Payka khechupuwarkanchej onkoyninchejcunata nanayninchejcunatapis”.
MAT.8.18	Jesustaj ashqha runasta muyuyninpi ricorka. Chayraycu camacherka yachacojcunanta kocha chimpaman rinancuta. 
MAT.8.19	Israel yachachejcunamantataj uj yachaysapa Jesusman kayllaycuspa nerka:
MAT.8.19	—Yachachiwajníy, kanwan cusca risaj maymanchá rinqui, chayman.
MAT.8.20	Jesusri payman cuticherka:
MAT.8.20	—Atojcuna jusc'usniyoj cancu. Phawashaj p'iskospis thapasniyoj cancu. Noka, Diospa cachamuska Runanpajrí mana canchu umayta samarichinallaypajpis, —nispa.
MAT.8.21	Yachachiskasninmanta ujnin caj nillarkataj:
MAT.8.21	—Señorníy, sakellawayraj tatayta p'ampamunayta, —nispa.
MAT.8.22	Jesusrí cuticherka:
MAT.8.22	—Kanka nokallawanpuni puriy yachacojniy canayquipaj. Wañuskacuna wañuskasnincutaka p'ampamuchuncu.
MAT.8.23	Chaymanta Jesuska barcoman yaycorka, kocha chimpaman rinancupaj. Yachacojcunan paywan risharkancu. 
MAT.8.24	Ujllata jatun kochapi manchay sinch'i wayrawan yacoka mayta okharicorka. Yacoka callpawan khallacamuspa barcota chincaycuchinayasharkaña. Jesusrí puñucushallarkapuni. 
MAT.8.25	Yachacojcunantaj payman kayllaycamuspa rijch'aricherkancu. Mancharicuspataj, nerkancu:
MAT.8.25	—¡Señorníy, yanapawaycu! ¡Chincaycunayashanchejña! —nispa.
MAT.8.26	Jesustaj paycunaman c'amerka:
MAT.8.26	—¿Imaraycutaj manchariskas chujchushanquichejrí? ¡Ancha pisita Diospi jap'icunquichej! —nispa.
MAT.8.26	Chanta payka jataricuspa wayrata kochatawan c'amerka. Chay quiquinpacha wayrapis yacupis payta casuspa c'achata thañicaporkancu. 
MAT.8.27	Paywan rejcunataj maytapuni t'ucuspa ninacusharkancu:
MAT.8.27	—¿Ima runataj payrí? ¡Wayrapis kochapis payta casuncu!
MAT.8.28	Jesuska rispataj kocha chimpaman chayarka. Chayri Gadarenospa jallp'ancu carka. Ajinapitaj iscay supayniyoj runas aya p'ampanasmanta llojsimorkancu. Jesustataj taripaycorkancu. Paycunaka manchay phiñas caskancuraycu ni pipis chay ñannejta purejchu. 
MAT.8.29	Chay supayniyoj runastaj khaparispa nerkancu:
MAT.8.29	—¡C'ata Diospa Wawan, Jesús, imaman chapucuwanqui! ¿Manaraj ñac'arinaycu cashajtinñachu ñac'arichej jamuwaycu?
MAT.8.30	Paycunamanta carunejpitaj ashqha qhuchis miqhusharkancu. 
MAT.8.31	Supaycunataj Jesusta mayta niricusharkancu:
MAT.8.31	—Cay runasmanta kharkowasajcu chayka, jakay qhuchisman cachawaycu, —nispa.
MAT.8.32	Jesustaj paycunata nerka:
MAT.8.32	—Riychej.
MAT.8.32	Chanta supaycunaka chay iscay runasmanta llojsispa qhuchisman yaycorkancu. Ajinamanta qhuchis tucuynincu kakamanta kochaman ch'ulticuspa yacupi wañorkancu.
MAT.8.33	Qhuchi michejcunari aykecorkancu manchariskas. Llajtaman chayaspataj tucuy imata chay supayniyoj runasmantapis willamorkancu. 
MAT.8.34	Llajtantinmantataj runas Jesuswan tincoj llojsimorkancu. Payta ricuspataj mayta mañacorkancu jallp'ancumanta ripunanta.
MAT.9.1	Jesuska barcoman yaycuspa ujnin kocha chimpaman rerka. Chaymantataj llajtanman chayarka. 
MAT.9.2	Ajinallaman uj mana cuyurej suchu runata siriskata callapunpi payman wantumusharkancu. Jesustaj reparaspa Diospi chekata jap'icuskancuta chay runata nerka:
MAT.9.2	—Wawáy, ama manchachicuychu. Juchasniyqui khechuskasña cancu, —nispa.
MAT.9.3	Waquin yachaysapacuna sonkoncupi nisharkancu: “Cay runaka Dios caskanmanjina parlaspa payta phiñachishan”, nispa. 
MAT.9.4	Jesustaj yuyaskancuta yachaspa nerka:
MAT.9.4	—¿Imaraycutaj chayjina sajrata sonkoyquichejpi yuyashanquichejrí? 
MAT.9.5	Cay runaman nejtiy “juchasniyqui khechuskaña” nispaka, mana ricunquichejchu chekachus manachus caskantaka. Astawanrí cay mana cuyurej runata jatarichiyman chayka, ricuwajchej. 
MAT.9.6	Noka, Diospa cachaska Runan caspa, cay pachapi atiyniyoj cani juchasta khechunaypaj. Chayta yachanayquichejpaj cay mana cuyurej runata nini: Jataricuy. Callapuyquita okharicapuspa ripuy wasiyquiman.
MAT.9.7	Runataj jataricuspa wasinman riporka. 
MAT.9.8	Ashqha runasri chayta ricuspa manchachicorkancu. Diosta yupaycharkancutaj chayjina atiyta runasman koskanmanta.
MAT.9.9	Jesuska chaymanta ripuspa Mateo sutiyoj runata ricorka. Mateori vendejcunamanta cobrana wasipi tiyacusharka. Jesustaj payta nerka:
MAT.9.9	—Yachacojníy cay, —nispa.
MAT.9.9	Jatarispataj Jesusta khaticorka.
MAT.9.10	Ajinaka Jesús yachacojcunanwan Mateoj wasinpi miqhusharka. Chay wasimantaj ashqha impuesto jap'ejcuna, juchasapaspaj khawaska runaswan jamorkancu paycunawan miqhoj. 
MAT.9.11	Chayta ricuspataj fariseo partemanta runas Jesuspa yachacojcunanta taporkancu:
MAT.9.11	—¿Imaraycutaj yachachisojniyquichejka impuesto jap'ejcunawan juchasapaswan cusca miqhunrí?
MAT.9.12	Jesusrí chayta uyarispa nerka:
MAT.9.12	—Onkoska runaslla medicotaka munancu manataj sano runaska. 
MAT.9.13	Kancunari sumajta yachamuychej Dios cayta niskanta: “Runas qhuyanacunancoka astawan cusichiwan uywa wañuska jaywanasmanta niskaka”. Juchasapasta wajyaj jamorkani paycuna sajra ruwaskasnincuta sakespa Diosman cutirinancupaj. Manataj jamorkanichu chekan cajcunata wajyaj, —nispa.
MAT.9.14	Chanta Juanpa yachacojcunan Jesusman chimpaycorkancu. Taporkancutaj:
MAT.9.14	—Nokaycu, fariseocunawan ayunaycu ajllaska p'unchaycunapi yachacuskaycumanjina. Kanpa yachacojcunayquirí ¿imaraycutaj mana ayunancuchu paycunajinata?
MAT.9.15	Jesusrí paycunaman cuticherka:
MAT.9.15	—¿Casamientoman wajyaskacunaka phutiska uyasllachu cancuman casaracoj runa paycunawan cashajtin? Waj p'unchaycuna jamojtincurí paycunamanta casaracoj runa khechuska canka. Chaypacha yachacojcunay phutiywan mana miqhonkancuchu, —nispa.
MAT.9.16	Cay quiquinchanawan mosoj yachachiyninmanta parlarka:
MAT.9.16	—Ni pipis uj mosoj remiendota uj mauc'a p'achaman siraycunmanchu. Chayta ruwanman chayka, mosoj p'achamanta remiendoka k'entispa aswan jatunta lliq'irparinman mauc'a p'achataka. 
MAT.9.17	Manallataj pipis mosoj pokoshaj vinota mauc'a karasman churanchu. Chayta ruwanman chayka, pokoshaj vinoka phatarparichinman mauc'a karastaka. Ajinapitaj karas lliq'iycucunman vinotaj jich'acuspa chincapunman. Chayraycu mosoj vinotaka mosoj karasman churana tiyan. Ajinamanta iscaynincu allin wakaychaskas cancu, —nispa yachacherka Jesús.
MAT.9.18	Jesús cay imasmanta parlashajtillanraj uj curaj runa payman kayllaycorka. Jesusta yupaychaspataj nerka:
MAT.9.18	—Tatáy, warmi waway cunallan wañupun. Astawanpis payman maquiyquita churanayquipaj jamuy. Wawayka chaywan causarenka, —nispa.
MAT.9.19	Ajinataj Jesuska rerka curaj runawan cusca. Yachacojcunanpis Jesuswan rerkancu.
MAT.9.20	Rishajtincutaj uj warmi Jesusman kayllaycorka. Payka chunca iscayniyoj watastaña yawar apay onkoywan carka. Khepanmanta jamuspataj Jesuspa ponchonpa t'icasninta jap'irerka. 
MAT.9.21	Ajinata ruwarka sonkonpi niskanraycu: “P'achallantapis llanqharisaj chayka, thañicapusaj”. 
MAT.9.22	Jesusrí cutiricuspa warmita khawarerka. Nerkataj:
MAT.9.22	—Cusicuy, mamáy. Diospi jap'icuskayquiraycu thañiska canqui.
MAT.9.22	Warmeka chaypachita sumajta thañicaporka.
MAT.9.23	Jesustaj curaj runaj wasinman chayamuspa p'ampanapaj tocajcunata ricorka. Ashqha ch'ajwashaj runastapis ricuspataj 
MAT.9.24	nerka:
MAT.9.24	—Ithiricuychej. Imillitaka mana wañuporkachu. Manachayrí puñushallan, —nispa.
MAT.9.24	Runastaj Jesusta asipayarkancu. 
MAT.9.25	Jesuska paycunata jawaman llojsichispa wasiman yaycorka. Imillitatataj maquinmanta jap'ispa causaricherka. 
MAT.9.26	Chay ruwaskanmantari tucuynejpi runas yacharkancu.
MAT.9.27	Jesús chaymanta ripushajtintaj iscay ciego runas paypa khepanta khaterkancu. Khaparispa nerkancu:
MAT.9.27	—Diospa ajllaskan Cristo, qhuyacuwaycu.
MAT.9.28	Jesuska wasiman yaycorka. Chaymantataj ciego runaska payman kayllaycorkancu. Jesusri paycunata tapurerka:
MAT.9.28	—¿Tucuy sonkowanchu creenquichej kancunata thañichiyta atinayta?
MAT.9.28	Paycunataj cuticherkancu:
MAT.9.28	—Arí, tucuy atiyniyoj Señor, —nispa.
MAT.9.29	Chanta Jesuska ñawisnincuta llanqhaycuspa nerka:
MAT.9.29	—Diospi jap'icuskayquichejmanjina ricuychej.
MAT.9.30	Ciegostaj ricorkancu. Chaymanta Jesús sinch'ita paycunata nerka:
MAT.9.30	—Ama ni pimanpis willaychejchu, —nispa.
MAT.9.31	Paycunarí Jesuspa niskanta mana casorkancuchu. Astawanpis tucuy chay jallp'anejpi Jesusmanta willarkancu.
