MAT.1.1	Yezu Kristə wɔ́ Abəraham ǹdə́ Dəvyidi nɔ̃̌. Nyǐnə ń nàmbala bɛ́ yilə né.
MAT.5.8	Wu-nyɔ̃̀ cìnə́ wɔ́ lyì byɛ̀bɛ́ bə̀ wɔ́ wu-põ cìnə́,
MAT.5.8	bə̀ bə̀ mʼa nə Yi ǹdə́ bə̀ yírhə́.
MAT.5.9	Wu-nyɔ̃̀ cìnə́ wɔ́ lyì byɛ̀bɛ́ bə̀ nʼê pyà bə̀ yə̀-zùlə́ yál nɛ́,
MAT.5.9	bə̀ Yi mʼa byẽ̀ bè bə̀ rə̀ byâ.
MAT.5.10	Wu-nyɔ̃̀ cìnə́ wɔ́ lyì byɛ̀bɛ́ lyì bí nʼê nwɛ̀nɛ̀ bɛ̀, bə̀ gə́ nʼê wɛ̀rhɛ́ Yi pùbùlə̀ né mó yilə,
MAT.5.10	bə̀ Arəzana tənà y wɔ́ bə̀myɛ́ bə̀ cǐ yə.
MAT.5.11	“Lyì bí gə nʼê tùrh ába, bə̀ nʼê nwɛ̀nɛ̀ ába, bə̀ nʼê gòm kɔma bə̀ cĩ́ ywẽ̀ nánzhəzhɔ̌ á yó wə, àmyɛ́ kùr tó yilə, sʼá lwar bʼâ wɔ́ wu-nyɔ̃̀ cìnə́. 
MAT.5.12	Fǔnə ǹdə́ wu-nyɔ̃̀ nánfɔ̀lɔ̀, bə̀ kwândɛ nánfɔ̀lɔ̀ zhǐ Arəzana w á yilə. Wɔ́ èta bə̀ jɛ̀rɛ̀ bə nwɛ̀nɛ̀ Yi nyì-zwennə bé ne, bə zɛ̃̀ bə mʼe yí ámyɛ.”
MAT.5.13	Yezu zɛ̃̀ n súlí n wɔ̀ ń kwã-lyì bí ni: “Ámyɛ̌ wɔ́ ǹdə nə̀kwə̃̌ ta lũ w wẽ́. Sə nə̀kwə̃̌ gə tárh, etər è bʼa tó né e kʼe zə nyí? È kʼê bə tum zhe yé. Bə̀ mʼa dwĩ̀ y pwẽ̀ nè, lyì nɔ̀ y ǹdə́ bə̀ nə̀rh.
MAT.5.14	“Ámyɛ̌ wɔ́ ǹdə kɔn dɛ̀bɛ́ rə̀ nʼê pɛ pwẽ̀ ta lũ w wẽ́. Cɔ kɔ̀bɔ́ bə̀ lù pyɔ̀ yó, kaka wàr w rə̀ la círhú yé. 
MAT.5.15	Bə̀ tʼâ ji pàntɛ́mɛ́ myǐn, bə kʼa kwè y bə pú nə̀bwɛ́nɛ́ kùr w yé. Bə̀ gə ju yə, bə̀ yʼa cĩ́ y pàntɛ́mɛ́ jàà wà, mùnì ga lyì bí byɛ̀bɛ́ bə̀ ŋwɛ́nɛ́ jù w mú gakó yírhə́ nə nɛ́. 
MAT.5.16	Èta, ámyɛ pwẽ̀ dé mə̂ sə rə yə̂r lyì bí yírhə́ wə, bə nə cɛ̀nɛ̀ tɛ̀bɛ́ á nʼá wɛ̀rhɛ́ mɔ́, mùnì ga bə cèrhé á Da mɔ́ ń ŋwɛ́nɛ́ Arəzana w mɔ́.”
MAT.5.17	“Á bə̀kʼá bù bʼà tú Muyiisi nyə́ né ǹdə́ kɔn dɛ̀bɛ́ Yi nyì-zwennə bé yʼà byili mú zhìlù yé. À tú à la ce lyì bí lwar nə̀ kùrə̀ né cìcì mú pamparɛ̃ɛ̃. 
MAT.5.18	Zhə̀nà, à nʼâ wə̀l ába: nyə́ né nə̀myɛ́ pwèrhè myɛ cìcì tʼâ la lyɔ̃, ǹdə́ dɛ̃̌ ǹdə́ cɛ gwẽ̌ ŋwɛ́nɛ́ yé, sə kɔn dɛ̀bɛ́ gakó bə̀ kɛ̃ Yi nyə́ né sɛ́bɛ́ rɛ́ wẽ́ mó bʼa pyìrh.
MAT.5.19	“Rə̀myɛ́ yilə, lò mɔ̀bɔ́ ń nə́ ń cẽ bá nyə́ né námpɔ́lsɛ́ rə̀dù myɛ cìcì, n zɛ̃̀ n cèrhè ń dwã bɛ́ nɛ bə̀myɛ kwè ń nà yá, rə̀-ná-cí mà n yə̀ nánkwaá Arəzana tənà y wa. Sə lò mɔ̀bɔ́ ń nə́ ń zwẽ nyə́ né n zɛ̃̀ n cèrhè ń dwã bɛ́ nɛ, bə̀myɛ kwè ń nà yá, rə̀-ná-cí mà n yə̀ lyì-fɔ̀lɔ̀ Arəzana tənà y wa.
MAT.5.20	“À nʼâ wə̀l ába: á gə yə̀ Yi pùbùlə̀ wɛ̀rhɛ́ du Muyiisi nyə́ né byilnə bé ǹdə́ Farɛzhɛ̃ɛ̃bá, á tʼá la Arəzana tənà y wẽ́ zú yé.
MAT.5.21	“Á nyɛ̀ɛ̀ bə̀ bə̀ yʼà wò á nàmbala bɛ́ nɛ: ‘Bə̀ká gu lò yé. Lò mɔ̀bɔ́ ǹ gu ǹ dõ, sə bə zə mɔ́ bə bùr.’ 
MAT.5.22	Sə àmyɛ́ nʼâ wə̀l ába: lò mɔ̀bɔ́ ǹ kwè lyim ǹdə́ ǹ dõ, sə bə zə mɔ́ bə̀ bùr. Lò mɔ̀bɔ́ ǹ wò ǹ dõ ne bə̀ ‘Kɔ̀kwà’, wɔ́ bùrsí gùlú w nánfɔ̀lɔ̀ w ò mʼa bùr ǹ bùrsí. Lò mɔ̀bɔ́ ǹ wò ǹ dõ ne bə̀ ‘Nyɛ̀nyà’, bə̀ mə̂ sə bə kə́ ǹ bùrsì bə ce ń vò myǐn-jù wə̀.
MAT.5.23	“Rə̀myɛ́ yilə, ǹ gə tú ǹ nə́ ǹ pɛ ǹ vwĩ̀ pɛnɛ́ y vwĩ̀-jìlú w yé né, ń zɛ̃̀ ń lyǐrh bə̀ ǹ gwar ǹ dõ n zɛ̃̀ ń nə́ ń jí zùùrì ǹdə́ mɔ́, 
MAT.5.24	sə́ yẽ̌ ǹ pɛnɛ́ y nɛ vwĩ̀-jìlú w yé né, ń ká vò á pə sǔbri dwã nɛ, sə́ ká kwɛ̃̀ ń bə̂ pə ǹ pɛnɛ́ yá.
MAT.5.25	“Ǹ dõ gə co mó cà, n zɛ̃̀ n zə mɔ́ ń mə́ ń la bùrsì jàà wà, sə́ ce jàn nɛ́ á kwɛrhɛ yò w ǹdə́ dwã, ǹdʼá gwẽ̌ yə̀ yí yé. È gə də̀ rə̀myɛ́, ń mà n zə mɔ́ n yí bùr-kárna mɔ́ yé né, bùr-kárna mɔ́ ce ń kwã-lyì bí zə mɔ́ bə ce byə̀nə́-jù wə̀. 
MAT.5.26	Zhə̀nà, à nʼâ wə̀l mó: ǹ bʼâ kwɛ̃̌ jim dí gakó ń zhɛ̀, fòró bə dwĩ̀ mú. Rə̀ tànká myɛ tʼâ la dâl ǹ sõ yé.
MAT.5.27	“Á nyɛ̀ɛ̀ bə̀ bə̀ yʼà wòwə̀: ‘Bə̀ká fwə̂l yé.’ 
MAT.5.28	Sə àmyɛ́ nʼâ wə̀l ába: lò gə nyǐ kɛ̃ ǹdə́ fwə̂l shil, wɔ́ fwə́l ǹ fwə̂l ǹdə́ mɔ. 
MAT.5.29	Ǹ jə̀jĩ́ yírh gə nʼê ce ǹ wɛ̀rhɛ́ lwɛlɛ, sə́ jàrh rɛ̀ ń dwĩ̀ kwã nɛ́. Ǹ yala nɛ́ kə̀kàlà èdù gə tɛ̀nɛ́ cɔ̃̀ bə̀ gə co ǹ yala nɛ́ gakó myǐn-jù wə̀. 
MAT.5.30	Ǹ jə̀jĩ́ y gə nʼê ce ǹ wɛ̀rhɛ́ lwɛlɛ, sə́ gõ y ń dwĩ̀ kwã nɛ́. Ǹ yala nɛ́ kə̀kàlà èdù gə tɛ̀nɛ́ cɔ̃̀ ǹ yala nɛ́ gakó gə zhə̀l myǐn-jù wə̀.
MAT.5.31	“Bə̀ kʼe wɔ̀: ‘Bal mɔ̀bɔ́ ǹ zhɔ̃̀ ǹ kɛ̃ ń vùr mò, ǹ mə̂ sə́ kɛ̃ sɛ́bɛ́ ń pɔ̃ ń mə́ byili ń zhɔ̃́ kùrə̀.’ 
MAT.5.32	Sə àmyɛ́ nʼâ wə̀l ába: bal mɔ̀bɔ́ ǹ zhɔ̃̀ ǹ kɛ̃ ń vùr mò, n jà ń yə̀ fwə̂l, wɔ́ fwə̂l sɔ́má yó ǹ cĩ́ mu ní. Sə bal mɔ̀bɔ́ ń jú kɛ̃ mɔ́ ńmyɛ̌ mɔ́, rə̀-ná-cí myɛ wɔ́ fwə̂l ń nə́ ń fwə̀lə́.
MAT.5.33	“Á kʼá nyɛ̀ɛ̀ myɛ bə̀ bə̀ yʼà wò á nàmbala bɛ́ nɛ: ‘Bə̀ká zə Yi yil ń bwəl nyí, e jʼà wɔ́ kɔma yé. Ǹ gə bwəl nyí Yi yé né, sə́ pyìrh ǹ nyí-bwəl lé.’ 
MAT.5.34	Sə àmyɛ́ nʼâ wə̀l ába: á bə̀kʼá zə Yi yil lé á bwəl nyí bá námpɔ́lɛ́ myɛ cìcì yé. Á bə̀kʼá bwəl nyí ǹdə́ dɛ̃̌ yi yé, bə̀ rə̀ wɔ́ Yi pyɛ̀lɛ̀ də̀gwã́. 
MAT.5.35	Á bə̀kʼá bwəl nyí ǹdə́ cɛ y myɛ yé, bʼè wɔ́ Yi nə̀rh cṹ jàà. Á bə̀kʼá bwəl nyí ǹdə́ Zhərəzalɛm yé, bʼò wɔ́ pyɔ̌ nánfɔ̀lɔ̀ cɔ. 
MAT.5.36	Bə̀ká bwəl nyí ǹdə́ ǹ yó w myɛ yé, bə̀ ǹ wàr ǹ bʼâ ce ǹ ywésé èdù ga jǐrh námpwã̀ ráá námbyĩ́ yé. 
MAT.5.37	Á gə mə̂ sʼá wɔ̀ bə̀ ‘ɔ̃̀ɔ̃̂’, sʼe yə̀ ‘ɔ̃̀ɔ̃̂’. Á gə mə̂ sʼá wɔ̀ bə̀ ‘ɔ̃́ʼɔ̃’, sʼe yə̀ ‘ɔ̃́ʼɔ̃’. Á gə súlí kɔn dõ né, wɔ́ lwɛlɛ cə́bal mɔ́ sõ rə̀myɛ́ shí ní.
MAT.5.38	“Á nyɛ̀ɛ̀ bə̀ bə̀ yʼà wòwə̀: ‘Wɔ́ yírh bə̀ yʼa jàrh bə mʼe cĩ́ yírh jim. Wɔ́ yélé bə̀ yʼa wǔr bə mʼe cĩ́ yélé jim.’ 
MAT.5.39	Sə àmyɛ́ nʼâ wə̀l ába: lò gə wɛ̀rhɛ́ mɔ́ lwɛlɛ, sə bə̀ká càrh mɔ̀ lwɛlɛ yé. Lò gə mà mɔ́ jə̀-sâ ǹ jə̀jĩ́ pə̀pá y nɛ, sə́ pyìrhí è dõ mó ń pɔ̃. 
MAT.5.40	Lò gə byẽ̀ mó bùrsì ń nə́ ń yâl ǹ kàmə̀-zù-pɔ́lɛ́ yá, sə́ yẽ̌ ǹ kàmə̀-zù-èdɔ̀lɔ̀ w myɛ nɛ ń súlí ń pɔ̃. 
MAT.5.41	Lò gə nə́ ń yâl n nyɛ́ɛ́ mɔ́ n ce ń vò coló, sə́ vò cəə́le rə̀lyè ń yilə. 
MAT.5.42	Lò gə lwə̀l mó kɔn, sə́ pɔ̃. Lò gə nə́ ń yâl bə̀ ǹ jìmì mù kɔna, sə bə̀ká cẽ yé.
MAT.5.43	“Á nyɛ̀ɛ̀ myɛ bə̀ bə̀ yʼà wòwə̀: ‘Swéné ǹ dõ, sə́ súl ǹ zù-bal.’ 
MAT.5.44	Sə àmyɛ́ nʼâ wə̀l ába: swénénə á zwə̀ bé. Lwə̂lnə Yi byɛ̀bɛ́ bə̀ nʼê nwɛ̀nɛ̀ ába mɔ́ yilə. 
MAT.5.45	Èta, á mʼâ yə̀ á Da mɔ́ ń ŋwɛ́nɛ́ Arəzana w mɔ́ byâ, bə̀ ń nə́ ń ce ń nə̀nyɔ́nɔ́ w púrh lyì-bəlwâlsɛ́ ǹdə́ lyì-twěsé ga yilə, n jà ń nə́ ń ce dwà y nywɛ̀ wu-cángá cìnə́ ǹdə́ byɛ̀bɛ́ bə̀ də̀ wu-cángá cìnə́ mó ga yilə.
MAT.5.46	“Á gə só byɛ̀bɛ́ bə̀ só ába mó dúdú, byè kwândɛ á bʼâ dɛ̃̀? Wɔ́ èta myə̂l-kwândɛ́ zwennə bé myɛ nʼê wɛ̀rhɛ́ nɛ́. 
MAT.5.47	Á gə nʼá ce á da-byâ bɛ́ dúdú, byè á nʼá wɛ̀rhɛ́ rə̀ wɔ́ cɛ̀nɛ̀ du lyì bí dwã bɛ́? Wɔ́ èta lyì bí byɛ̀bɛ́ bə̀ yə̀l Yi rí tɛ̀bɛ́ rə̀ wɔ́ zhə̀n mɔ́ pár mɔ́ myɛ nʼê wɛ̀rhɛ́ nɛ́. 
MAT.5.48	Ámyɛ̌ yálna náàcɛ̀nà námpúm, ǹdə á Da mɔ́ ń ŋwɛ́nɛ́ Arəzana w mɔ́ gə́ wɔ́ náàcɛ̀nɛ́ námpúm ní.”
MAT.6.1	Yezu zɛ̃̀ n súlí n wɔ̀ bɛ: “Dɛ̃̌na á cìnə̀. Á gə la kɔn wɔ̀rhɔ́ Yi yilə, sʼá bə̀kʼá wɛ̀rhɛ́ rɛ mùnì ga lyì bí bʼe nə ába yil yé. Á gə wɛ̀rhɛ́ èta, á tʼá la kwândɛ nɔ á Da mɔ́ ń ŋwɛ́nɛ́ Arəzana w mɔ́ sõ yé.
MAT.6.2	“Ǹ gə sɛ̃ nə̀mɔ̀ nɛ̀, sə bə̀ká kwè ń mə́ ce wí ǹ cəl né, ǹdə myìnù cìnə́ bé gə́ nʼê wɛ̀rhɛ́ nɛ́ dwã-gùúlí jìsí ǹdə́ dwã-gùúlí jààsɛ́ wẽ́ mó ta yé. Bə̀ nʼê wɛ̀rhɛ́ èta, mùnì ga numbyínsí cèrhé be. Zhə̀nà, à nʼâ wə̀l ába: bə̀ nɔ rə̀ kwândɛ. 
MAT.6.3	Ǹ gə la nə̀mɔ̀ nɛ̀ sãɔ̃, sə ǹ jə̀gwã̀ y bə̀kʼa lwar kɔn dɛ́ dɛ̀bɛ́ ǹ jə̀jĩ́ y nʼê wɛ̀rhɛ́ mɔ́ yé, 
MAT.6.4	mùnì e yə̀ shéé ǹ shèè ń sɛ̃ mɔ; sə ǹ Da mɔ́ ń nə kɔn dɛ̀bɛ́ rə̀ shèè mó mà n kwɛ̃̌ mɔ́.
MAT.6.5	“Á gə la Yi co, sʼá bə̀kʼá wɛ̀rhɛ́ ǹdə myìnù cìnə́ bé ta yé. Bə̀ só dɛ̃̌ zhǔ dwã-gùúlí jìsí ǹdə́ dwã-gùúlí jààsɛ́ wẽ́ bə mʼe ce Yi, mùnì lyì bí yírhə́ nə bɛ. Zhə̀nà, à nʼâ wə̀l ába: bə̀ nɔ rə̀ kwândɛ. 
MAT.6.6	Sə è gə wɔ́ ǹmyɛ́ yilə, ǹ gə nə́ ǹ yâl ń ce Yi, sə́ zù ǹ sõ jìní wə, ń pyi ǹ nyí ni, ń shèè ń bə́ ce ǹ Da mɔ́ lyì yírhə́ wàr nə̀ nɛ mɔ́, sə ńmyɛ̌ mɔ̀bɔ́ ń nə kɔn dɛ̀bɛ́ rə̀ shèè mó mà n kwɛ̃̌ mɔ́.
MAT.6.7	“Á gə la Yi co, sʼá bə̀kʼá zɔ̀m zɔ̀mà nánzhəzhɔ̌ e jʼà wɔ́ zɔ̀m-fwə̀r, ǹdə lyì bí byɛ̀bɛ́ bə̀ yə̀l Yi rí tɛ̀bɛ́ rə̀ wɔ́ zhə̀n mɔ́ pár mɔ́ ta yé. Bə̀ nʼê bùl bə̀ Yi mʼa zwẽ bə̀ lwə̂l mó bə̀ zɔ̀mà nɛ́ nánzhəzhɔ̌ w yilə. 
MAT.6.8	Á bə̀kʼá wɛ̀rhɛ́ ǹdə bə̀myɛ́ ta yé, bʼâ Da mɔ́ yě kɔn dɛ̀bɛ́ ná-dwí yil á zhe rə̀ tum ǹdʼá gwẽ̌ yə̀ mɔ̀ lwə̀l yé.
MAT.6.9	“Ámyɛ̌ gə la Yi co, sʼá wɔ̀:
MAT.6.9	‘Nə́ Da ǹ ŋwɛ́nɛ́ Arəzana wa,
MAT.6.9	ce lyì bí gakó lwar bə̀ ǹ bə dõ zhe yé, bə cèrhé ǹ yil lé.
MAT.6.10	Ce ǹ pyɛ̀lɛ̀ rɛ́ yí lũ w wẽ́.
MAT.6.10	Ce ǹ pùbùlə̀ né wɛ̀rhɛ́ cɛ yó ǹdə Arəzana w ta.
MAT.6.11	Pə nə́ba nə́ zà kùjú.
MAT.6.12	Pə nə́ba nə́ dwə́ə́ré sǔbri,
MAT.6.12	ǹdə nə́myɛ gə́ nʼé pɛ byɛ̀bɛ́ bə̀ nʼê dwé nə́ba mó sǔbri ní.
MAT.6.13	Bə̀ká yẽ̌ nə́ba nə́ tu sòlò wẽ́ yé,
MAT.6.13	sə́ zwẽ nə́ba lwɛlɛ cə́bal mɔ́ jɔ̃̀ wà.
MAT.6.13	[Wɔ́ ǹmyɛ́ ǹ wɔ́ pyɔ̌, ǹ zhe jàn, ǹ mə̂ ǹdə́ còrhó,
MAT.6.13	byinə nə̀ bə zhɔ̌ zhe yilə. Amɛ̀n!]’
MAT.6.14	“Á gə nʼá pɛ sǔbri á dwã bɛ́ nɛ, bə̀ gə gwar ába yi ní, á Da mɔ́ ń ŋwɛ́nɛ́ Arəzana w mɔ́ myɛ mà n pə ába á dwə́ə́ré sǔbri. 
MAT.6.15	Sə á gə yə̀ sǔbri á dwã bɛ́ nɛ pɛ, á Da mɔ́ myɛ tá ń la ába á dwə́ə́ré sǔbri pɔ yé.
MAT.6.16	“Á gə lyẽ á nyí, sʼá bə̀kʼá pɔn á yə́rh ǹdə myìnù cìnə́ bé ta yé. Bə̀ nʼê pɔn bə̀ yə́rh mùnì lyì bí lwar bə̀ bə̀ lyẽ bə̀ nyí. Zhə̀nà, à nʼâ wə̀l ába: bə̀ nɔ rə̀ kwândɛ. 
MAT.6.17	Ǹ gə lyẽ ǹ nyí, sə́ pùl ǹ yé, ń tùr nwə̃̌, 
MAT.6.18	mùnì ga lyì bí bə̀kʼa lwar bə̀ ǹ lyẽ ǹ nyí yé, sʼe yə̀ ǹ Da mɔ́ numbyínsi yírhə́ wàr nə̀ nɛ mɔ́ ń yě. Ńmyɛ̌ mɔ̀bɔ́ ń nə kɔn dɛ̀bɛ́ rə̀ shèè mó mà n kwɛ̃̌ mɔ́.
MAT.6.19	“Á bə̀kʼá pyà nə̀cɛ̀ndɛ́ á cĩ́ cɛ yó yé. Á gə cĩ́ di cɛ yó, ŋwɔ̀là wɔ̌ bə̀ mʼa pwə́r á jìsí bə zù bə pwà rɛ̀, cɔ̃́ wɔ̌ ò jí ri, e jà rə̀ wɔ̌ rə̀ cɔ̀ myɛ. 
MAT.6.20	Pyâna á jɛ̃̀-kɔn dɛ́ á cĩ́ Arəzana wa, bə̀ ŋwɔ̀là tɛ̀nɛ́ gàà bə la jìrh pwə́r bə zù bə pwà rɛ̀ yé, cɔ̃́ myɛ tɛ̀nɛ́ ò la rɛ jú yé, e jà rə̀ wàr rə̀ la cɔ̌ myɛ yé. 
MAT.6.21	Ǹ jɛ̃̀-kɔn dɛ́ gə́ ŋwɛ́nɛ́ mə̀gã̌, wɔ́ gàà ǹ wu bùlə̀ né myɛ ŋwɛ́nɛ́.
MAT.6.22	“Numbyíní wɔ́ è yírhə́ né nə̀ wɔ́ è yala nɛ́ pàntɛ́mɛ́. Ǹ yírhə́ né gə càn, ǹ yala nɛ́ námpúm ŋwɛ́nɛ́ pwẽ̀ wẽ́. 
MAT.6.23	Sə ǹ yírhə́ né gə bə càn, ǹ yala nɛ́ námpúm ŋwɛ́nɛ́ cə-byín wə. Sə pwẽ̀ dé tɛ̀bɛ́ ǹ yírhə́ né nʼê pɛ mɔ́ mɔ́ gə kʼâ jǐrh cə-byín, cə-byín dí mʼa kwɛrhɛ rə jǐrh námbyṹ fúrí.
MAT.6.24	“Lò mə̀dù wàr ǹ mʼâ tó yó-cìnə́ bə̀lyè pùbùlə̀ nè yé. Ǹ mʼâ súl mə̀dù yə́, ń swéné ń dõ mó, ráá ǹ mʼâ jòm ǹdə́ mə̀dù yə́, ń fulsi ń dõ mó. Á wàr á mʼâ nʼá tó Yi ni, á jʼâ nʼá tó sə̀byâ myɛ nɛ yé.
MAT.6.25	“Wɔ́ rə̀myɛ́ yil à nʼâ wə̀l ába: á bə̀kʼá tə̀ kùjú kɔ̀bɔ́ á la jú, ǹdə́ gɔ̀nɔ̀ kɔ̀bɔ́ á la co yil, á zɛ̃̀ á nʼá cĩ́ á myə̂l lé zal twə́lə́ á wẽ́ yé. Lwarna bə̀ numbyíní myə̂l lé du kùjú; è yala nɛ́ du gɔ̀nɔ̀. 
MAT.6.26	Á gə nʼá yâl, sʼá nyǐ kúmsí. Sə̀ tʼâ dwì twã́ yé; sə̀ tʼâ jə̀r jíjí sə̀ ce bòbwə̀rh w yé. E jà á Da mɔ́ ń ŋwɛ́nɛ́ Arəzana w mɔ́ nə́ ń kɔ̀n sɛ̀. Lwarna bʼâmyɛ̌ du sə̀myɛ́ dɛ̃´dɛ̃´. 
MAT.6.27	Wɔ́ mɔ̌ ń ŋwɛ́nɛ́ á wẽ́, ń wɔ̌ ń mà n zə twə́lə́ né nyɛ̀bɛ́ ń nə́ ń cĩ́ ń wẽ́ mó n mə n súlí ń myə̂l dwɛ̀lɛ̀ bá jə̀-tórhó yírh rə̀dù cìcì?
MAT.6.28	“Sə wɔ́ byè yil á nʼá cĩ́ gàndɛ̀ twə́lə́ á wẽ́? Á gə nʼá yâl, sʼá nyǐ gɔ pùnə́ né. Nə̀ tʼâ twĩ̀ yé; nə̀ tʼâ nywɛ̀ tə́tɔ̃̌ yé. E jà ǹdə́ rə̀myɛ́ ga, nə̀ nʼê byìl cɛ̀nɛ̀. 
MAT.6.29	À nʼâ wə̀l ába: Saləmɔ ǹdə́ ń nə̀cɛ̀ndɛ́ ga, ń yə̀ kàmə̀-zwǐ zwì è cɛ̀nɛ̀ rɛ́ yú gɔ pùní rə̀dù ga yé. 
MAT.6.30	Byè yil á yə̀ Yi ni zhí? Yi nə gə nʼê kwɛrhɛ gɔ w ò ŋwɛ́nɛ́ zà, e jà nəkɔl ǹdə́ ò jú myǐn mú èta, rə̀ tʼâ la ámyɛ̌ kɔrhɔ dwini òmyɛ́ dɛ̃´dɛ̃´?
MAT.6.31	“Á bə̀kʼá zɛ̃̀ á nʼá cĩ́ twə́lə́ á wẽ́, á mʼá zhe: ‘Yẽ̀ nə́ mʼâ nə kùjú ní nə́ jí? Yẽ̀ nə́ mʼâ nə nɛ̃̌ nɛ́ nə́ nyɔ̀? Yẽ̀ nə́ mʼâ nə gàndɛ̀ nɛ́ nə́ mʼé círhí nə́ yala nɛ́?’. 
MAT.6.32	Wɔ́ lyì bí byɛ̀bɛ́ bə̀ yə̀l Yi rí tɛ̀bɛ́ rə̀ wɔ́ zhə̀n mɔ́ pár mɔ́ wẽ̀ dé rə̀myɛ́ mɔ́ gakó pyâ yò zù twéé gakó. Sə è gə wɔ́ ámyɛ̌ yilə, á Da mɔ́ ń ŋwɛ́nɛ́ Arəzana w mɔ́ yě bʼâ zhe rə̀myɛ́ mɔ́ gakó tum. 
MAT.6.33	Jɛ̀rɛ̀nà á ce Yi pyɛ̀lɛ̀ rɛ́ yò shɔ̀nɔ́ ǹdə́ rə̀ pùbùlə̀ né wɔ̀rhɔ́ yò zù ába, sʼá yẽ̌ bə̀ rə̀ mʼa pə ába tɛ̀bɛ́ rə̀ dàl mɔ́ rə súlí. 
MAT.6.34	Á bə̀kʼá cĩ́ twə́lə́ á wẽ́ nəkɔl dɛ̃ rɛ́ yil yé. Nəkɔl dɛ̃ rɛ́ bʼa nyǐ rə̀ cìcì yò. Dɛ̃ gakó yò w yú ǹdə́ rə̀myɛ.”
MAT.7.1	Yezu zɛ̃̀ n súlí n wɔ̀ bɛ: “Á bə̀kʼá kə́ á dwã bɛ́ bùrsì á pə bɛ dóó yé, mùnì Yi bə̀kʼa kə́ ámyɛ bùrsì rə pə ába dóó yé. 
MAT.7.2	Zhə̀nà, Yi mʼa kə́ á bùrsí kɔn myɛrhɛ ǹdə á gə́ nʼá kɛ́ á dwã bɛ́ nyɛ̌sɛ́ nɛ́. Zwã̌ y á nʼá ce è wẽ́ á pɛ á dwã bɛ́ nɛ mɔ́, wɔ́ èmyɛ́ dwí rí cìcì wẽ́ Yi mʼa ce né rə pə ámyɛ nɛ.
MAT.7.3	“Byè yil ǹ nə màlá y è ŋwɛ́nɛ́ ǹ dõ mó yírh ré wə, ń zɛ̃̀ ǹ yə̀l bə̀ də̀-bṹ ŋwɛ́nɛ́ ǹmyɛ́ cìcì nyân dɛ́ wẽ́? 
MAT.7.4	Etər ǹ mʼâ tó né ń wɔ̀ ǹ dõ mó ne: ‘Yẽ̌ a vùr màlá y è ŋwɛ́nɛ́ ǹ yírh ré wẽ́ mó’, də̀-bṹ w jʼà ŋwɛ́nɛ́ ǹmyɛ́ cìcì nyân dɛ́ wẽ́? 
MAT.7.5	Myìnù cə́bal, jɛ̀rɛ̀ ń vùr də̀-bṹ w ò ŋwɛ́nɛ́ ǹ yírh ré wẽ́ mó. Rə̀myɛ́ yó, ǹ yírhə́ mʼa nə màlá y è ŋwɛ́nɛ́ ǹ dõ mó nyân dɛ́ wẽ́ mó cɛ̀nɛ̀, ń zɛ̃̀ ń ŋwɛ̀nɛ́ ń vùr yə̀.
MAT.7.6	“Á bə̀kʼá kwè kɔn dɛ̀bɛ́ rə̀ wɔ́ Yi nyân á pə kǔlsi ni, e jà sə̀ la pyìrhú, sə kʼa dɔ̃̀ á cìcì mú sə zhəzhɛrɛ yé. Á bə̀kʼá kwè á dɔ̀msɛ̀ shɛ̀bɛ́ sə̀ ye cɛ̀ á ló kùkúr yé né, e jà rə̀ la sɛ tɛ̃´ nɔ́m ǹdə́ rə̀ nə̀rh sə cɔ̀ yé.
MAT.7.7	“Lwə̂lnə, bə̀ mʼa pə ába. Pyâna, á mʼâ na. Kɔ́kwána, bə̀ mʼa pul bòlò w bə pə ába á zù. 
MAT.7.8	Zhə̀nà, lò mɔ̀bɔ́ gakó ń nə́ ń lwə̀lə̀, bə̀ yʼa pɔ̃; lò mɔ̀bɔ́ ń nə́ ń pyà, ń ya n na; lò mɔ̀bɔ́ ń nə́ ń kɔ́kwá, bə̀ yʼa pul bòlò w bə pɔ̃ n zù.
MAT.7.9	“Ámyɛ̌ mə̀dù byǐ gə lwə̀l mò búrú, ń mà n ká n kwè nə́kulu n pɔ̃? 
MAT.7.10	Ráá ń byǐ gə lwə̀l mò mɔ́mwâ, ń mà n ká n kwè kùwə̀ n pɔ̃? 
MAT.7.11	Ámyɛ̌ ǹdʼá wɔ́ lwɛlɛ cìnə́ ga, wɔ́ kɔn dɛ̀bɛ́ rə̀ càn á nʼá pɛ á byâ bɛ́ nɛ, sʼe mʼe zɔ̀m á Da mɔ́ ń ŋwɛ́nɛ́ Arəzana w mɔ́ zɔ̀mà, ń mà n pə kɔn dɛ̀bɛ́ rə̀ càn lyì bí byɛ̀bɛ́ bə̀ nʼê lwə̀l mò mó ne.
MAT.7.12	“Kɔn dɛ̀bɛ́ gakó á nʼá yâl bʼâ dwã bɛ́ wɛ̀rhɛ́ á yilə, sʼámyɛ wɛ̀rhɛ́ rɛ bə̀myɛ yilə. Wɔ́ èta Muyiisi nyə́ né sɛ́bɛ́ rɛ́ ǹdə́ Yi nyì-zwennə bé sábá nɛ́ nʼê byili ní.
