GEN.1.1	Kì ri cɑ̈gø cøn, Jwøk ɑ́cwɑ̈j-ɑ mɑl kí piny. 
GEN.5.29	Kɑ Lɑmek wɑ̈de cɑge ɑ́ Nöö, mɑ́ e ɑ́kööb kinni, “Wɑ ócïj yi en ki gwøgee kì piny-ɑ ɑ́göjji cyën yi Jwøng-ɑ Ácwɑ̈ɑ̈j.” 
GEN.5.30	Kì bɑng kɑ ɑ́rum Nöö ki nywølø, kɑ Lɑmek obëëdø ki runn miy ɑ́bïj kí pyɑ̈r ɑ́bïngwen wïdɑ́bïj, kɑ onywølø ki wɑ̈dd møøgø kí womɑ̈nn. 
GEN.5.31	Lɑmek ɑ́bëëd ki runn miy ɑ́bïryew kí pyɑ̈r ɑ́bïryew wïdɑ́bïryew, codhe ɑthøwe.
GEN.5.32	Kì bɑng kɑ ɑ́göög runni Nöö ki miy ɑ́bïj, ɑnywøle Cem, kí Kɑm, kí Yɑpeth.
GEN.6.2	kwï wɑ̈ddi mɑl nyigi ji ɑ́lidh yi gen ge myëër, kɑ ge ókɑ̈bbø ki møg-ɑ ɑ́dwɑddi yi gen gɑ mɑ̈nn. 
GEN.6.3	Codhe, ɑkööb Jwøng-ɑ Ácwɑ̈ɑ̈j kinni, “Wëyɑ pɑ bëëdø kì ri ji gïti ɑtheer, mɑ́ ge nyøødh, ge bɑ møg thøw. Cɑg ɑnɑn ceth, ge pɑ cuggi bëëdø kì kömi piny ki runn mø pöödh miyø kí pyɑ̈r ɑ́ryew.” 
GEN.6.4	 Kì yethi cyɑ̈nggɑni cɑgg ɑ́ kì bɑng gen ki kɑɑm megø, ɑ́dɑ ji mø bɑ jödd mø pëddi döng kì kömi piny, gen ɑ bɑ nyigi ji-ɑ bɑ mɑ̈nn møg-ɑ ɑ́kwɑny yi wɑ̈ddi mɑl gɑ mɑ̈nni gen. Gen ɑ ɑ́bëëd gɑ tyëngteg mø kɑ̈ge dööng.
GEN.6.6	ɑpɑ̈dde kipe kɑ ɑ́cwɑ̈je dhɑnhø kɑ gø cïbe kömi piny. Ápɑ̈di ki mendwøng, 
GEN.6.7	kɑ ceg-ɑ kwøb kinni, “Ji-ɑ ɑ́cwɑ̈j yi yɑn ek, ge ópuujɑ wɑ̈g kì kömi piny, kí lɑ̈yy thyew geki winy, mɑ́ yɑ ɑ́pɑ̈di kipe kɑ ɑ́cwɑ̈jɑ gen.” 
GEN.6.8	De Jwøng-ɑ Ácwɑ̈ɑ̈j pyëwe ɑ́bëëd e med ki Nöö.
GEN.6.11	De dhɑnhø bëne ɑ́bëëd e rɑɑj kì bøli Jwøk, o ji ɑ́bëëd ge mød-ɑ ri gen kì kɑ̈jj bënn. 
GEN.6.12	Kɑ Jwøk lïïdh-ɑ kömi piny, kɑ gø lidhe e rɑɑj, mɑ́ ji bënn ɑ́bëëd-ɑ bëëdø me rɑɑj.
GEN.6.13	Kɑ Nöö köbbi yi Jwøk kinni, “Dhɑnhø bëne nɑ̈gɑ’ nɑ̈gø. Ge ónɑ̈g yi yɑn kinni tweet, mɑ́ kömi piny ɑ́pɑ̈ng yi orøøg gen. 
GEN.6.14	Guddí rií ki yɑ̈y me dwøng, gur ki pɑ̈m me teg, kɑ yije göggí ki ud mø gïïr, kɑ yije geki köme mwøøn ki dök. 
GEN.6.15	Gwøøg e nɑ men: bɑ̈re bɑ mïtïr miyø kí pyɑ̈r ɑ́dɑ̈g wïdɑ́dɑ̈g, lɑ̈je bɑ mïtïr pyɑ̈r ɑ́ryew wïdɑ́ryew, döre bɑ mïtïr pyɑ̈rø wïdɑ́dɑ̈g. 
GEN.6.16	Göggí ki tɑnø, kɑ kɑɑm tɑnø geki dörø wïyí ki sentimïtïr pyɑ̈r ɑ́ngwen wïdɑ́ngwen ɑ́ wɑ̈w. Kɑ guddí ki ød me dörre bɑ ɑ́dɑ̈g; men ying-ɑ kömi men, kɑ dhøge cïb wɑɑng ngëde. 
GEN.6.17	Bɑɑyø örɑ’ piny, o nɑ̈ge gïg-ɑ nëënø bënn. Gïg-ɑ kömi piny ceg-ɑ thøø bënn, 
GEN.6.18	de kwøbbee óthuunh yi wɑ. Kedhí yij yɑ̈y wuki cyëgí, kí wɑ̈ddí geki mɑ̈nni gen. 
GEN.6.19+GEN.6.20	Kïdhí yij yɑ̈y ki wɑ̈thi lɑ̈yy bënn gɑ jɑlø ki dhɑjø, kí wɑ̈thi winy bënn, o ge ócög gen ge onëënø. 
GEN.6.21	Kɑ̈ɑ̈d ki wɑ̈thi gïgcɑmm bënn kiper wun, wuki gïgɑni.” 
GEN.6.22	 Kɑ møg-ɑ ɑ́kwøb yi Jwøk bënn gwøg yi Nöö ceth.
GEN.7.1	Kɑ Jwøng-ɑ Ácwɑ̈ɑ̈j, Nöö köbbe kinni, “Kedhí yij yɑ̈y wuki gølí bëne, ɑ́yod yi yɑn kinni bɑ yïn, yï ketí ɑ gøggi dyër kì kömi piny bëne. 
GEN.7.2	Kɑ̈bbí ki cwøw ɑ́bïryew kí mɑ̈nn ɑ́bïryew kì ri lɑ̈yy-ɑ dhïw, ɑ cuggi cɑmø, de kwɑny jɑlø ɑ́kyel kí dhɑjø ɑ́kyel kì ri lɑ̈yy-ɑ ywëdhø, ɑ pɑ cuggi cɑmø. 
GEN.7.3	Kɑ̈bbí thyew ki winyy-ɑ cwøw ɑ́bïryew kí winyy-ɑ mɑ̈nn ɑ́bïryew kì ri wɑ̈thi winy bënn. Gwøg møgɑni o wɑ̈thi lɑ̈yy geki winy bënn mïdhi ge onëënø, o ge ódøøg gen ki nywølø kì kömi piny. 
GEN.7.4	Yɑ óöni piny ki kødh me dwøng bɑng cyɑ̈ng ɑ́bïryew, kønhɑni ómɑ̈gi kɑ cyɑ̈ng pyɑ̈r ɑ́ngwen kí wɑ̈rr pyɑ̈r ɑ́ngwen, o nɑ̈ge gïg-ɑ nëënø bënn møg-ɑ ɑ́cwɑ̈j yi yɑn.” 
GEN.7.5	Kɑ kwøbb-ɑ ɑ́kwøb yi Jwøng-ɑ Ácwɑ̈ɑ̈j gwøg yi Nöö bënn.
GEN.7.6	Nöö ɑ́bëëd runne bɑ miy ɑ́bïkyel keny-ɑ ɑ́bëën bɑɑyø. 
GEN.7.7	 En kí cyëge, kí wɑ̈dde geki mɑ̈nni gen, ge ɑ́kedhi yij yɑ̈y ge bënn kipe ge ómud yi pïi bɑɑyø. 
GEN.7.8	Lɑ̈yy-ɑ dhïw, kí lɑ̈yy-ɑ ywëdhø, kí winy, kí gïn-ɑ mulli kì piny bëne, 
GEN.7.9	ɑ́bï yï Nöö. Ge ɑ́kedhi yij yɑ̈y gɑ ɑ́ryew ɑ́ryew, ni kɑ ɑ́köbbi Nöö yi Jwøk. 
GEN.7.10	Kì bɑng cyɑ̈ng ɑ́bïryew kɑ kødh ócɑ̈gø ki mɑ̈gø.
GEN.7.12	Kɑ kødh ómɑ̈gø ki cyɑ̈ng pyɑ̈r ɑ́ngwen, kí wɑ̈rr pyɑ̈r ɑ́ngwen. 
GEN.7.13	Cyɑ̈ng-ɑ ɑ́cɑ̈gi kødh, en ɑ ɑ́kedhi Nöö yij yɑ̈y, en geki cyëge, kí wɑ̈dde ɑ løg, Cem, kí Kɑm, kí Yɑpeth, geki mɑ̈nni gen. 
GEN.7.14	Kɑ wɑ̈thi lɑ̈yyi pɑ̈l, kí lɑ̈yyi pɑc, kí lɑ̈yy-ɑ mulli kì piny, kí wɑ̈thi winy bënn kedh-ɑ yij yɑ̈y ki gen. 
GEN.7.15	Lɑ̈yy-ɑ nyi yëgø bënn ɑ́bï yï Nöö gɑ ɑ́ryew ɑ́ryew. 
GEN.7.16	Jɑlø ɑ́kyel kí dhɑjø ɑ́kyel kì ri wɑ̈thi gïg-ɑ nëënø bënn, ge ɑ́bï yï Nöö ni kɑ ɑ́kwøbii yi Jwøk ceth. Codhe, kɑ dhø yɑ̈y cyëëg kömi gen yi Jwøng-ɑ Ácwɑ̈ɑ̈j.
GEN.7.17	Kɑ bɑɑyø piny tyëge kì yethi cyɑ̈ng pyɑ̈r ɑ́ngwen. 
GEN.7.18	Kɑ pï óngënyø, kɑ piny opɑ̈ngø, kɑ yɑ̈y othwørø kì wɑ̈thi pï. 
GEN.7.19	Pï ɑ́ngënyi ki mendwøng, kɑ piny omudø bëne, cɑgg ɑ́ kïtt-ɑ bɑ̈rrø, wɑ̈thi gen ɑ́lɑ̈ɑ̈ny. 
GEN.7.20	Kɑ pï ókedhø ge óngënyø, kɑ wɑ̈thi kïttì döng-ɑ thɑ́ pï ki mïtïr ɑ́bïryew. 
GEN.7.21	Gïg-ɑ nëënø møg-ɑ ɑ́cyɑ̈dhi kì kömi piny bënn ɑ́thøw. Winy, kí dhög, kí dyëg, kí lɑ̈yyi pɑ̈l, kí gïg-ɑ mulli geki ji bënn ge ɑ́thøw. 
GEN.7.22	Gïïpiny bëne men-ɑ ɑ́bëëd kì keny-ɑ thwøwø kì kömi piny bëne, ɑ ɑ́bëëd e oyëgø, ɑ́thøw kinni tweet. 
GEN.7.23	Kɑ gïg-ɑ nëënø kì kömi piny bëne, ɑ løg ji, kí lɑ̈yy, kí winy, kí gïg-ɑ mulli bënn, lɑ̈ɑ̈ny yi Jwøk kì kömi piny, kɑ döng ɑ́ Nöö geki teen-ɑ́ ying yij yɑ̈y ki en. 
GEN.7.24	Kɑ pï ócungø kì piny ki cyɑ̈ng miyø kí pyɑ̈r ɑ́bïj.
GEN.8.1	Nöö ɑ́nudd e opɑrrø yi Jwøk, en kí lɑ̈yyi pɑ̈l geki dhög kí dyëg møg-ɑ ying gen yij yɑ̈y. Kɑ yømø gøøje kömi piny, kɑ pï ócɑ̈gø ki døøg piny. 
GEN.8.2	Kɑ nyingi piny ówïyø’ mullø ki pï, kɑ pøøl kì mɑl ówïyø kunyi piny ki kødh. 
GEN.8.3+GEN.8.4	Kɑ pïg-ɑ ɑ́bëëd kömi piny mud gen døøg-ɑ piny. Kì bɑng cyɑ̈ng miyø kí pyɑ̈r ɑ́bïj, pï ɑ́døøg piny kɑ yɑ̈y ócöbbø kì wïj kït ɑ́kyel kì kelli Kïtti Arɑrɑt kì pyɑ̈rø wïdɑ́bïryew cyɑ̈nggi bïryeew dwɑ̈tt. 
GEN.8.5	Pï ɑ́kedh ge døøg-ɑ piny gïti kɑ ɑ́nënni wɑ̈thi kïttì kì cyɑ̈ng-ɑ mɑl kì ri pyɑ̈ri dwɑ̈tt kì yij run.
GEN.8.6	Kì bɑng cyɑ̈ng pyɑ̈r ɑ́ngwen møøgø, kɑ Nöö óyïëbbø ki ɑwɑj. 
GEN.8.7	Aöde ki ɑ́gɑg. Ágɑg nuti dwöögø, de ɑ́wɑ̈dhi pëggi be wïïnø gïti keny-ɑ ɑ́dwön pï. 
GEN.8.8	Codhe, ɑöd Nöö ki ɑkur kinni o gø yode, mɑ́ dwöön pï kì kömi piny, 
GEN.8.9	de ɑkur ɑ́jɑd ki keny me cïbe tyele, kɑ dwöög-ɑ yij yɑ̈y yï Nöö, mɑ́ piny ɑ́bëëd e nudd e pɑ̈ng yi pï, ɑrïïje cinge kɑ gø kwɑnye, ɑkɑ̈ɑ̈le gøn yij yɑ̈y. 
GEN.8.10	Kɑ oyïdø ki cyɑ̈ng ɑ́bïryew møøgø, ɑdøøge ɑkur ki örø. 
GEN.8.11	Kɑ ɑkur dwöög-ɑ yïe kì böörø, e ókɑ̈ddø ki yïth ólɑm me mɑr kì dhøge, kɑ yod yi Nöö kinni pï nungø kì kömi piny. 
GEN.8.12	Codhe, ɑnëëne ki cyɑ̈ng ɑ́bïryew møøgø, ɑcige ɑkur örø, de ɑkur ɑ́cög e pɑ dwöög.
GEN.8.13	Kì cyɑ̈ng-ɑ mɑl kì ri dwɑ̈n-ɑ mɑl kì yij run, e runni Nöö bɑ miy ɑ́bïkyel kí ɑ́kyel, ɑ ɑ́dwön pï kì piny, kɑ wïj yɑ̈y yɑl yi Nöö, kɑ nenn-ɑ wɑ̈g kì wɑ̈thi tùng bënn, ɑlidhe gøn kinni piny thwøwø. 
GEN.8.14	De piny nuti ti thwøwø gïti kɑ ɑ́göög cyɑ̈nggi ryeew dwɑ̈tt ki pyɑ̈r ɑ́ryew wïdɑ́bïryew.
GEN.8.15	Kɑ Nöö köbbi yi Jwøk kinni, 
GEN.8.16	“Yïn, wuki cyëgí, kí wɑ̈ddí geki mɑ̈nni gen, kedhu wɑ̈g kì yij yɑ̈y. 
GEN.8.17	Kɑ̈ɑ̈l lɑ̈yy bënn wɑ̈g kì yij yɑ̈y, winy, kí lɑ̈yy, kí gïg-ɑ mulli kì piny bënn. Wiy ge nywøl gen o ge ngënyi gen kì kömi piny.” 
GEN.8.18	Codhe, kɑ Nöö bï-ɑ wɑ̈g geki cyëge, kí wɑ̈dde geki mɑ̈nni gen. 
GEN.8.19	Lɑ̈yy bënn, kí gïg-ɑ mulli bënn, kí wɑ̈thi winy bënn ɑ́kedhi wɑ̈g, ge cyɑ̈dhi gɑ jɑlø kí dhɑjø.
GEN.8.20	Codhe, kɑ Nöö ogëdø ki këli lɑm mi Jwøng-ɑ Ácwɑ̈ɑ̈j. Kɑ ókɑ̈bbø kì ri winy geki lɑ̈yy-ɑ dhïw, kɑ gï rɑ̈be kì kömi këli lɑm, gɑ gïg mëgge Jwøk. 
GEN.8.21	Kɑ Jwøng-ɑ Ácwɑ̈ɑ̈j pyëwe ómïnø yi gënh-ɑ nyi rɑ̈b bëne menɑni, ɑköbbe ree kinni, “Piny pɑ cigi cɑyø yi yɑn këti kipe gööj ji. Rummi ji rijjø, cɑgg ge nudd gɑ othønhø, de gïg-ɑ nëënø kì kömi piny pɑ cigi nɑ̈gø yi yɑn këti ni men. 
GEN.8.22	Ni kɑ cyɑ̈dhi piny, kɑ̈g geki kɑj ki byel, kööjø geki lëdhi piny, lew geki wuudø, wɑ̈r geki dicɑ̈ng ge pɑ cungi.”
GEN.9.2	Lɑ̈yy bënn, kí winyyi mɑl bënn, kí gïg-ɑ mulli kì piny bënn, kí rij bënn kì nɑm, wu ówør yi gen kɑ wu böggi yi gen. 
GEN.9.3	Gïn-ɑ cyɑ̈dhi, kí gïn-ɑ nëënø, bɑ gïncɑmí, ge ɑ́mëggɑ wun geki lùm-ɑ mɑr, gɑ gïncɑm. 
GEN.9.4	 De wu ko cyɑ̈ɑ̈m ki gïïpiny e nudd ree dɑ remø, mɑ́ wëy ying-ɑ ri remø. 
GEN.9.5	Keløg e dɑ ngɑn nɑ̈gi ki dhɑnhø, ceg kɑ cɑyø, ócɑy yi yɑn ki thøø, eni ngɑn-ɑ ónɑ̈ggi ki dhɑnhø. 
GEN.9.6	 Dhɑnhø ɑ́cwɑ̈j ɑ́ ngïji Jwøk, kì bɑng menɑni, ngɑn-ɑ ónɑ̈ggi ki dhɑnhø, ónɑ̈g-ɑ yi dhɑnhø ni en.
GEN.9.8	Kɑ Nöö geki wɑ̈dde köbbi yi Jwøk kinni, 
GEN.9.9	“Anɑn yɑ nywɑg-ɑ kwøbbɑ ki yïn, wuki kwɑrrí møg-ɑ óbï kì bɑngí, 
GEN.9.10	kí gïg-ɑ nëënø bënn, winy bënn, kí lɑ̈yy bënn, kí gïn-ɑ ɑ́bï wɑ̈g kí yïn kì yij yɑ̈y, kí gïn-ɑ nëënø kì kömi piny. 
GEN.9.11	Kwøb møg-ɑ nywɑg yi wɑ ek: gïg-ɑ nëënø bënn pɑ cigɑ nɑ̈gø ki bɑɑyø këti, piny pɑ cigi nɑ̈gø yi bɑɑyø.” 
GEN.9.12	Akööb Jwøk kinni, “Men bɑ ngïji nywɑgi kwøb kì kɑɑmee wɑki lɑ̈yy, 
GEN.9.13	Órøngɑ ɑ́cïbɑ yethi pøøl, o ógöögø ɑ́ ngïji kì kɑɑm wøn ki piny. 
GEN.9.14	Keny-ɑ ókɑ̈ɑ̈lɑ pøøl kömi piny, kɑ órøngø ocwöbø kì yethi pøøl, 
GEN.9.15	nywɑgi kwøb men-ɑ kɑɑmee wɑki lɑ̈yy kí gïn-ɑ nëënø kì kömi piny bëne, ópɑrri yi yɑn ceth, o pï cög gen ge pɑ göögø ki bɑɑyø, me nɑ̈g gïg-ɑ nëënø kì kömi piny. 
GEN.9.16	Keny-ɑ óying órøngø yethi pøøl, ólidh yi yɑn, kɑ kwøbb-ɑ ɑ́nywɑg yi wɑ, ge pɑth ki møg pɑ̈d, pɑr yi yɑn, eni kwøbb-ɑ ɑ́nywɑg yi Jwøk geki gïg-ɑ nëënø bënn møg-ɑ ri gen di remø kì kömi piny.” 
GEN.9.17	Codhe, kɑ Nöö köbbi yi Jwøk kinni, “Ócungi ɑ́ ngïji nywɑgi kwøb kì kɑɑm wøki gïg-ɑ ri gen di remø kì kömi piny.”
GEN.9.18	Wɑ̈ddi Nöö møg-ɑ ɑ́bï wɑ̈g kì yij yɑ̈y bɑ Cem, kí Kɑm, kí Yɑpeth. Kɑm bene wïyi Kɑnɑɑn. 
GEN.9.19	Jøgɑni gɑ ɑ́dɑ̈g bɑ wɑ̈ddi Nöö, o ji bënn kì kömi piny kɑ̈ɑ̈l-ɑ ri jøgɑni gɑ ɑ́dɑ̈g.
GEN.9.20	Kɑ Nöö ogöögø ki jɑlpur. Kɑ ogöögø ki bɑɑg oløg, o bɑ en ɑ ɑ́kwöngi ki pïdhø ki oløg. 
GEN.9.21	Kɑ Nöö omɑ̈dhø ki møgi nywøli oløg cyɑ̈ng megø, kɑ wïje nɑ̈g yi møgi oløg, kɑ óbuddø ree bong ógødh kì yij kemɑ̀ mee. 
GEN.9.22	Kɑm wïyi Kɑnɑɑn, wïye ɑ́lidhe e buud köme bong ógødh, kɑ kedh-ɑ be köbbi nyiimen kì wɑ̈g. 
GEN.9.23	Codhe, kɑ Cem geki Yɑpeth ókɑ̈bbø ki ógødh, kɑ ógønhɑni peedh gen wɑ̈thi tøggi gen gø mïdhi ge’ mïdhø, kɑ ge kedh-ɑ yij kemɑ̀ ge cyɑ̈dh-ɑ ngɑ̈thi gen, kɑ wïyi gen kum gen, wɑ̈thi gen løg gen kipe wïyi gen ólidh yi gen e buud köme bong ógødh. 
GEN.9.24	Nöö ɑ́bëëd e onenø kì bɑng møng-ɑ ɑ́mɑdhe. Keny-ɑ ɑ́lɑ̈ɑ̈ny møgi oløg kì wïje, kɑ gïn-ɑ ɑ́göggii yi wɑ̈de nyelthinh, ɑ løg Kɑm yode, 
GEN.9.25	ɑkööbe kinni,
GEN.9.25	“Cyën ópɑ̈dhi kömi Kɑnɑɑn!
GEN.9.25	Óbëëd ɑ́ bɑ̈ng nyiimen.
GEN.9.26	Jwøng-ɑ Ácwɑ̈ɑ̈j Jwøøg Cem ólejji!
GEN.9.26	Kɑnɑɑn óbëëd ɑ́ bɑ̈ng Cem.
GEN.9.27	Piny Yɑpeth ólɑny yi Jwøk,
GEN.9.27	yethi kemmi Cem óbëëd yi kwɑrri Yɑpeth,
GEN.9.27	o Kɑnɑɑn óbëëd ɑ́ bɑ̈ng gen.”
GEN.9.28	Nöö ɑ́bëëd ki runn miy ɑ́dɑ̈g kí pyɑ̈r ɑ́bïj (350) kì bɑng bɑɑyø. 
GEN.9.29	Runni Nöö bënn ɑ́göög ki miy ɑ́bïngwen kí pyɑ̈r ɑ́bïj, codhe ɑthøwe cyee.
GEN.10.1	Møg bɑ kwɑrri wɑ̈ddi Nöö, gøl Cem, kí gøl Kɑm, kí gøl Yɑpeth, wɑ̈ddi Nöö, gɑ ɑ́dɑ̈g, ge ɑ́yïddi ki wɑ̈dd kì bɑng bɑɑyø.
GEN.10.2	Wɑ̈ddi Yɑpeth bɑ Gömer, kí Mɑgög, kí Mɑdɑy, kí Yɑbɑn, kí Tubɑl, kí Mecek, kí Tïrɑs. 
GEN.10.3	Wɑ̈ddi Gömer bɑ Ackenɑdh, kí Rïpɑth, kí Tögɑrmɑ̀. 
GEN.10.4	Wɑ̈ddi Yɑbɑn bɑ Elicɑɑ̀, kí Tɑrcic, kí Kïtïm, kí Dödɑnïm. 
GEN.10.5	Bene gen ɑ løg kweyyi jurr-ɑ bëëdø kì kömi Nɑɑm Omeli Tɑr geki kɑggi nɑ̈mmì. Tyëngɑni ɑ bɑ kwɑrri Yɑpeth, ge ɑ́göög ki pödhh, kí jurrì mø 'kööb dhøg mø bɑ̈ɑ̈n, ɑkuun 'kööb-ɑ dhøge kì wɑ̈ye.
GEN.10.6	Wɑ̈ddi Kɑm bɑ Kuc, kí Misrɑim, kí Put, kí Kɑnɑɑn. 
GEN.10.7	Wɑ̈ddi Kuc bɑ Sebɑ̀, kí Abïlɑ̀, kí Sɑbtɑ̀, kí Rɑmɑ̀, kí Sɑbtekɑ̀. Wɑ̈ddi Rɑmɑ̀ bɑ Sebɑ̀ kí Dedɑn. 
GEN.10.8	Kuc yïe ɑ́dɑ kwɑre thyew me cwøl ɑ́ Nimröd, ɑ ɑ́göög ki ngɑn teg kì kömi piny bëne. 
GEN.10.9	Ábëëd ɑ́ jɑldwɑr me teg mɑ ɑ́køny yi Jwøng-ɑ Ácwɑ̈ɑ̈j, en ɑ nyi kømmi yi ji kinni, “Nɑ Nimröd, bɑ jɑldwɑr me teg mɑ ɑ́køny yi Jwøng-ɑ Ácwɑ̈ɑ̈j.” 
GEN.10.10	Kì tyeli mɑl jyɑ̈gi Nimröd ɑ́kwɑny-ɑ Bɑbïl, kí Erek, kí Akɑd, kí Kɑlnè kì piny Bɑbïlöniyɑ̀. 
GEN.10.11	Keny-ɑ ɑ́rume mɑgi kɑ̈jjɑni, ɑkedhe Acuur kun-ɑ ɑ́cöbe ki kɑ̈dd, ɑ løg Ninɑwɑ̀, kí Reöböth, kí Kɑlɑ̀. 
GEN.10.12	Agere Resen thyew, kɑɑl-ɑ ɑ́bëëd e dwøng kì kɑɑm Ninɑwɑ̀ geki Kɑlɑ̀.
GEN.10.13	Kwɑrri Misrɑim bɑ tyëng Lud, kí tyëng Anɑm, kí tyëng Leɑb, kí tyëng Nɑptu. 
GEN.10.14	Kí tyëng Pɑthrus, kí tyëng Kɑslu, kí tyëng Kɑptör. Tyëng Pelistiyɑ̀ kɑ̈ɑ̈l-ɑ ri tyëng Kɑslu.
GEN.10.15	Kɑnɑɑn ɑ bɑ wïyi Sïdön, Sïdön ɑ bɑ kɑye, bɑnge dɑ Keth. 
GEN.10.16	En thyew ɑ bɑ kweyi tyëng Yebus, kí tyëng Amör, kí tyëng Girgɑc, 
GEN.10.17	kí tyëng Kib, kí tyëng Arkì, kí tyëng Sïnɑ̀, 
GEN.10.18	kí tyëng Arbɑd, kí tyëng Dhemɑrì, kí tyëng Amɑth. Kɑ jurri Kɑnɑɑn otɑyø. 
GEN.10.19	Piny Kɑnɑɑn cɑ̈g-ɑ́ɑ̀ Sïdön kì wɑɑng wurlwɑl, kɑ wɑ̈dh-ɑ Gerɑr kì buti Gɑdhɑ̀, kɑ wɑ̈dh-ɑ Sødømɑ̀ kí Gømørɑ̀ kì wɑɑng cyɑ̈ɑ̈ng mwøl, kɑ wɑ̈dh-ɑ Admɑ̀ geki Dheböïm kì buti Lɑcɑ̀. 
GEN.10.20	Møgɑni bënn bɑ kwɑrri Kɑm, wɑ̈thi kɑ̈llɑni bënn yï gen dɑ dhøggi gen, kí pìnyi gen, o ge bɑ pödhh.
GEN.10.21	Cem bene ómï Yɑpeth, nyel-ɑ dwøng, en thyew yïe ɑ́dɑ wɑ̈dd, bɑ en ɑ ree ɑ́kɑ̈ɑ̈l yi kwɑrri Eber bënn. 
GEN.10.22	O wɑ̈ddi Cem gen ɑ løg Elɑm, kí Acuur, kí Arpɑkcɑd, kí Lud, kí Arɑm. 
GEN.10.23	Wɑ̈ddi Arɑm bɑ Udh, kí Uul, kí Gether, kí Mecek. 
GEN.10.24	Arpɑkcɑd en ɑ bɑ wïyi Celɑ̀, o Celɑ̀ ɑ bɑ wïyi Eber. 
GEN.10.25	Eber yïe ɑ́dɑ wɑ̈dde ɑ́ryew, ɑ løg Peleg kipe piny ɑ́pɑ̈ngi e nud, o ómen cwøl ɑ́ Yoktɑn. 
GEN.10.26	Yoktɑn bɑ wïyi Almödɑd, kí Celep, kí Adhɑrmɑbeth, kí Yerɑ̀, 
GEN.10.27	kí Adörɑm, kí Udhɑl, kí Diklɑ̀, 
GEN.10.28	kí Obɑl, kí Abimɑil, kí Cebɑ̀, 
GEN.10.29	kí Opir, kí Abïlɑ̀, kí Yöbɑb. Jiɑni bënn bɑ kwɑrri Yoktɑn. 
GEN.10.30	Ge ɑ́bëëd ɑ kɑɑm Mecɑ̀ geki Sepɑr kí myërri kelli kïttì, kì wɑɑng cyɑ̈ɑ̈ng mwøl. 
GEN.10.31	Tyëngɑni bɑ gøl Cem, ge bɑ ɑpyël gɑ wɑ̈thi kɑ̈llì, yï gen dɑ dhøg møg 'kööb gen, o ri gen pɑ̈ngi gen gɑ pödhh.
GEN.10.32	Menɑni bene lwömi gøl Nöö, e bɑ ɑpyël pödhø ki pödhø. Kɑ̈llɑni ɑ ri gen ɑ́kɑ̈ɑ̈l yi jurri kömi piny bëne, møg-ɑ ɑ́tɑɑy kömi piny kì bɑng bɑɑyø.
GEN.11.1	Kì bøli kenyɑni dhɑnhø bëne kì kömi piny, ɑ́kööb-ɑ dhøg ɑ́kyel, ge kømm-ɑ kwøb ɑ́kyel. 
GEN.11.2	Keny-ɑ ɑ́dhwödh ji kì wɑɑng cyɑ̈ɑ̈ng mwøl, ge ɑ́yïddi ki tör me dwøng kì piny Bɑbïlöniyɑ̀, kɑ ge pëgg-ɑ kenyɑni. 
GEN.11.3	Kɑ ri gen köbbi gen kinni, “Pɑ̈ɑ̈m wɑ ki thob, kɑ bul wɑ o tënge.” Codhe, ɑdøøg gen be gyer ki thob ɑ́ kej kïttì, kí dök ɑ́ kej lɑ̈m-ɑ thij. 
GEN.11.4	Codhe, ɑköbbi gen ri gen kinni, “Gëëd wɑ ki kɑɑl, kɑ wɑ gëëd wɑ ki ønbɑ̈r me bɑ̈ɑ̈r cɑrø. Peree ótëngi. Codhe, o wɑ cög wɑ pɑ tɑɑy kömi piny bëne.”
GEN.11.5	Kɑ Jwøng-ɑ Ácwɑ̈ɑ̈j bï-ɑ piny be lidhi kɑɑl-ɑ ɑ́ger yi ji geki ønbɑ̈r men-ɑ ger yi gen. 
GEN.11.6	Akööb Jwøng-ɑ Ácwɑ̈ɑ̈j kinni, “Anɑn ji møg ri gen reb gen, ge 'kööb-ɑ dhøg ɑ́kyel bënn. Men bene cɑ̈gi gen ki gwøg ki gïn-ɑ dwɑddi gwøgø yi gen. Gïn-ɑ dwɑddi yi gen ócuggø gwøgø yi gen. 
GEN.11.7	Bïu kedhi wɑ piny be bɑ̈nni dhøggi gen, o bëëd e bong ngɑn lïngi dhø ngɑn-ɑ bëëdø kì bute.” 
GEN.11.8	Codhe, kɑ ge kedhhi yi Jwøng-ɑ Ácwɑ̈ɑ̈j kì kömi piny bëne, kɑ ge ówïyø gyer ki kɑɑlɑni. 
GEN.11.9	Codhe, ɑcɑɑg kenyɑni ɑ́ Bɑbïl,
GEN.11.10	Møg bɑ kwɑrri Cem. Kì bɑng bɑɑyø ki runn ɑ́ryew, e runni Cem bɑ miyø, ɑ ɑ́nywøøl Arpɑkcɑd wɑ̈de. 
GEN.11.11	Codhe, kɑ Cem obëëdø ki runn miy ɑ́bïj kì bɑng kɑ ɑ́nywøøl Arpɑkcɑd, kɑ onywølø kí wɑ̈dd møøgø kí womɑ̈nn.
GEN.11.12	Keny-ɑ ɑ́göög runni Arpɑkcɑd ki pyɑ̈r ɑ́dɑ̈g wïdɑ́bïj, ɑnywøøl Celɑ̀ wɑ̈de. 
