GEN.1.1	Soo 'udechoo whe'whudit'en whe Yak'usda (Elohim)
GEN.6.2	Yak'usda (Elohim) ooye'ke 'enne ndunne ts'ekoo dune ootse'kene huhinzooo hubo nilh'en. 'Ink'ez mbene la buka' huninzunne 'enne ts'ekoo bubu hilhchoot, bu'atke hole' ha.
GEN.6.3	'Et Moodihti (Yahweh) 'utni, “Syoghi 'aw 'ilhiz when dune bulh buch'az dotni ait'oh. 'Alha ndi yun k'ut dune unli 'et hoonts'i whunizyat whunizyai 'ink'ez nat whunizyai (120) be yus k'ut tileh whe ndi yun k'ut tidalh.”
GEN.6.4	'Et 'oh da' njan yun k'ut dunechone hanle'. 'Et hukw'elh'az Yak'usda (Elohim) ooye'ke 'enne ndi yun k'ut dune butse'ke buzisda 'ink'ez bubuzkehke yahonle'. 'Et ndunne dune whuzdli'ne, 'enne dune lhtuscho 'ink'ez nchane 'uhint'oh.
GEN.6.5	'Et Moodihti (Yahweh) bunilh'en ndi yun k'ut dune huye untsi' tube ncha suli'. Ts'iyawh 'ahoolhyiz wheni ndune bubeni untsi', 'et whunilh'en.
GEN.6.6	'Et Moodihti (Yahweh) tube huwu dzin unduda ndi yun k'ut dune 'inla-un, oodzi yo tube whunduda suli'.
GEN.6.7	'Et Moodihti (Yahweh) 'utni, “Mbene la dune ndi yun k'ut wheni 'ubuslane, soo ts'iyawh gak hubutiselh. Ndi dune 'ink'ez khuna-i, yun k'ut nulh'as-i 'ink'ez ndo dut'ai nudilh-i cha, 'i ts'iyawh. 'Et tube huwu sdzi unduda 'ubusdla 'et huwa.”
GEN.6.8	'Et hoonts'i Nowe 'en Moodihti (Yahweh) oonalh ndi ye nets'un unzoo-i 'et nahoon'ai.
GEN.6.9	Nowe ts'u haindene hukw'eguz 'et 'uhoont'oh. Nowe 'en ts'ih'un dune unli, khuna da' whe 'aw ook'eholts'it hooloh. Nowe 'en Yak'usda (Elohim) bulh nuya inle'.
GEN.6.10	Nowe tane ooye'ke suli': Shem, Ham, 'ink'ez Japheth.
GEN.6.11	Yak'usda (Elohim) oonalh ndi yun k'ut ndulcho dune ninta' honilh'en 'ink'ez dune lhezudla-un, dulcho whe whudizbun.
GEN.6.12	'Et Yak'usda (Elohim) njan yun k'ut 'et whunilh'en whe 'alha tube ninta' whunt'en. Dunene, 'enne ts'iyawh soo ts'ih'un 'ants'i halhjut le'hint'oh suli'.
GEN.6.13	Yak'usda (Elohim) 'en Nowe 'uyulhni, “Njan ts'iyawh ndai la usjiz-i, 'awet sba whulatoh suli'. Dunene 'enne bulagha ts'e ndi yun k'ut ts'iyawh be lhezudla-i be hodilhbun. 'Et whunilh'en, ndi yun ndulcho whe ndi khuna ts'iyawh yun k'ut husjiz-i, ts'iyawh bulh gak whutiselh.
GEN.6.14	Ndi duchun gopher hiyulhni, 'i be ts'i cho 'ónleh. 'Ink'ez bez ts'e 'et lhelhdun whulai holhtselh. Dzeh 'i be bez ts'e 'ink'ez yoo'az ts'e cha be ondzeh.
GEN.6.15	'Ink'ez 'et ndiz un'a ndi ts'i cho 'i 'onleh: 450 feet 'et 'uhoolhyiz, 'ink'ez 75 feet 'et 'uhooltel, 'ink'ez 45 feet naoodalhza'.
GEN.6.16	Dadint'az cho ooba 'onleh. 'Ilho cubit ndo ooban whuts'un, 'et nenin'a holhtselh. Oozih k'ut 'et dati-un 'onleh. 'Udeyo-un yun cha 'onleh 'ink'ez 'on do cha 'udun 'uhoonleh, 'ink'ez bulh tad-un yun 'et 'uhonleh.
GEN.6.17	'Et whunilh'en 'et si 'utisnelh, yun k'ut ndulhcho too hatadutisbilh. Yat whutah 'et gak whutiselh. Ts'iyawh ndai ndi usjiz be ts'ukhuna bulh 'unt'oh, 'i gak tileh. Ndi yun k'ut 'et ts'iyai yatadlah.
GEN.6.18	'Et hoonts'i nyun nts'un sghuni ntl'adutis'alh. 'Ink'ez ndi ts'i cho bez tonya', nyun, nye'keh, n'at, 'ink'ez nye'keh bu'atkeh cha, 'en dulh 'úbolneh.
GEN.6.19	'Ink'ez ndai la ndi yun k'ut usjiz-i, lhawh didoh 'ilho whe nawh didoh-i, 'i ndi 'i ts'i cho be onlelh. 'Et ts'iyawh khutinalh wheni ts'eke cha 'ink'ez dune cha unli-i didoh-i ts'iyawh.
GEN.6.20	Ndai la ndo nudilh-i dundult'oh-i, yun nulh'as-i dundult'oh-i cha, 'ink'ez yun nuts'eh-i dundult'oh-i cha, nanki dundult'oh-i ts'iyawh nts'un tidulh, khutinalh wheni.
GEN.6.21	'Ink'ez ndai la 'ut'alh-i ts'iyawh, tan'ulh-i ts'iyawh be 'onlelh, 'i ts'iyawh 'ulhonlelh. 'I la ooh'alh nyun 'ink'ez ndi khuna-i cha.”
GEN.6.22	'Et Nowe 'et nduja, nts'en'a Yak'usda (Elohim) yuba nahizya, 'et ts'iyawh nduja.
GEN.7.1	'Et whe Moodihti (Yahweh) 'en Nowe 'uyulhni, “Nyuzkeh cha, nyunch'oh cha, mbene la nyoh whut'ine ts'iyawh ndi ts'i cho behdilh, daint'oh la ts'ih'un dune inli, ndi 'andit dune toh ndoh whuya hoozulh dune toh daint'oh la ts'ih-un dune inli-un 'et whunus'en.
GEN.7.2	Ndi yun k'ut khuna-i ootsun hooloh-i, lhtak'ant'i dune 'ink'ez ts'eke bulh 'ilhoh didoh-i nanki whe khuna-i tsiyawh. Ndi khuna-i dutsun-i cha, dune cha ts'eke cha, 'ohwhi 'i ts'iyawh olhchoot.
GEN.7.3	'Ink'ez ndi yun k'ut ndai la nudilh-i dut'ai ts'iyawh cha lhtak'ant'i dune 'ink'ez ts'eke bulh cha, 'ohwhi ts'iyawh ndi yun k'ut khuna-i ndai la khutinalh-i.
GEN.7.4	Lhtak'ant'i dzin hukw'elh'az 'et ndi yun k'ut dit whunizyat (40) dzin 'ink'ez dit whunizyat 'ulhdzis whuts'un nawhutilhtilh. Ndai usla ndi yun k'ut usjiz-i ts'iyawh hooloh whutilhtselh.”
GEN.7.5	'Et Nowe nts'en'a Moodihti (Yahweh) yuba nahizya, ts'iyawh 'et nduja.
GEN.7.6	Nowe 'en 600 be nawhudizut yun k'ut inda whe ndi yun k'ut 'et dutadilt'o.
GEN.7.7	'Et Nowe ooye'ke oo'at cha, 'ink'ez ooye'ke bu'atke cha ts'iyawh 'i nyoo ts'i cho huyeindil 'awet too ndo 'utinelh 'et huwa.
GEN.7.8	Ndai la khuna-i lhditsun-i 'ink'ez khuna-i dutsun 'i cha, dut'ai cha 'ink'ez ndi yun k'ut nulh'az-i ts'iyawh.
GEN.7.9	Nanki hinli whe ndi ts'i cho bez Nowe ts'un dahunilh'az, dune 'ink'ez ts'eke cha. 'Et nts'en'a Yak'usda (Elohim) 'en Nowe yuba nahizya, 'et nduhuja.
GEN.7.10	'Et hukw'elh'az lhtak'ant'i dzin inle' 'et 'awet ndi yun k'ut too whuzdli'. 
GEN.7.11	Nowe be yus k'ut-un, whunizyat lhk'utat whunizyat (600) 'et 'uhooja whulh nanki sanun (2) whunizyat 'on 'at lhtak'ant'it dzin (17) 'et 'uhooja ndi yun k'ut too ts'iyawh oodaha'dilts'ut, 'ink'ez ndo yak'uz whudadint'az cha whudaha'dankat.
GEN.7.12	Dit whunizyat dzin 'ink'ez dit whunizyat 'ulhdzis 'et ndi yun k'ut yun chan honle'.
GEN.7.13	Soo 'et dzin za Nowe ooye'ke cha, Shem, Ham 'ink'ez Japheth, 'ink'ez Nowe oo'at, 'ink'ez ooyas'atke cha ts'iyawh ndi ts'i cho huyeindil.
GEN.7.14	'Enne cha 'ink'ez ts'iyawh khuna-i lhelhts'un didoh, ts'iyawh musdoos lhelhts'un didoh, ts'iyai yun nulh'as lhelhts'un didoh, 'ink'ez yat whudut'ai lhelhts'un didoh cha, ts'iyai didoh lhelhch'a 'uwhut'en.
GEN.7.15	Nanki whe ts'iyawh Nowe bulh ndi ts'i cho huyeindil. Ndai la khuna-i ndi yun k'ut ooyiz hoonli-i ts'iyawh.
GEN.7.16	Et ndowhi ts'iyawh ts'ek'e dune tubulh. Ndi yun k'ut hoonli-i Yak'usda (Elohim) 'en yuba nahizya, whuz un'a ndi ts'i huye indil 'ink'ez buch'az na'din'ai.
GEN.7.17	Ndi hatadilt'o-i too dit whunizyat dzin (40) 'et 'ant'e' too ndo za lhe'inelh 'ink'ez ndi ts'i cho dudinlat yun ando ts'e whuz dudinlat.
GEN.7.18	Too 'et za ndut'en 'ink'ez nus za lhe'itus ndi yun k'ut, 'ink'ez ndi ts'i cho 'oh nulat.
GEN.7.19	'Et ndi yun k'ut too tube takhulh suli'. Dzulh 'owhi cha ts'iyawh ba ndo hatadilt'o.
GEN.7.20	Ndo za 'ut'en (15 cubits) 'ink'ez ndi too dzulh ba ndo hatadilt'o.
GEN.7.21	'Et ndi yun k'ut khuna-i nuhutnah-i, dut'ai cha, 'ink'ez musdoos ndunt'i-i cha, yun nulh'as-i cha, ts'iyawh dune cha ts'iyawh hooloh huzdli'.
GEN.7.22	Mbene la ooyiz hoonline husjizne, 'ink'ez hoonli husjiz-i 'ohwhi ts'iyawh yun k'ut 'unt'oh-i, ts'iyawh yaidla.
GEN.7.23	'Et ndi yun k'ut hoonli khuna-i ts'iyawh gak whulhtsi. Yun nulh'as-i cha, dune cha, 'ink'ez khuna-i cha, dut'ai cha, ts'iyawh gak whulhtsi. Nowe 'ink'ez yulh 'ut'enne 'enne za ndi ts'i cho bet hukhuna.
GEN.7.24	'Et whunizyat whunizyat 'ink'ez kwulat whunizyat dzin (150) 'et 'uwhulhyiz whe ndi yun k'ut too honle'.
GEN.8.1	'Et Yak'usda (Elohim) Nowe 'ink'ez khuna-i ndai la usjiz-i ts'i bet ts'iyawh yulh 'unt'ohne whunalnih, 'ink'ez Yak'usda nilhts'i 'i 'uyinla 'i ndi yun k'ut nalhts'i, 'et too yo 'uja.
GEN.8.2	Ndi yun k'ut too ts'iyawh 'ink'ez ndo yak'uz whudadint'az cha ts'iyawh yudana'dinla 'ink'ez yak'uz ts'un chan 'etsul 'uyinla.
GEN.8.3	'Ink'ez too ts'iyawh yo whe'ninle', whunizyat whunizyat 'ink'ez 'on 'at kwulat whunizyat dzin (150) 'et too yo 'uja.
GEN.8.4	'Et ndi ts'i 'i nts'e ndi dzulh Ararat huyulhni 'unt'oh, 'i lhtak'ant'it sanun 'ink'ez whunizyat 'on 'at lhtak'ant'it dzin (17), 'i k'ut neninkez.
GEN.8.5	'Ink'ez too yo 'uja 'ink'ez yo za lhe'inelh whunizyat sanun whuts'un, 'udechoo dzin 'et dzulh oolatoh hooltsai.
GEN.8.6	''Et 'uhooja dit whunizyat dzin (40) 'etsul 'uhooja whe Nowe dadint'az 'i daha'idantan.
GEN.8.7	Datsancho 'i yula ditni 'az ndulcho 'awh nut'o za ut'en, too gak tileh whuts'un.
GEN.8.8	'Et doo cha dut'aiyaz, 'imbin huyulhni, 'i yula ditni 'awet tila too yo 'uja ha.
GEN.8.9	'Et ndi 'imbin 'aw noot'ah-un hooloh, 'et ka ndi ts'i cho yuts'un naoost'o, 'awhuz ndi yun ndulcho too hoonli. 'Et huwa Nowe dula be yuba tedilni 'ink'ez 'et danainilhti.
GEN.8.10	'Et doo cha lhtak'ant'i dzin 'et whubailh'e'. 'Et doo cha ndi 'imbin yuladitni.
GEN.8.11	'Et hulhgha 'et ndi 'imbin whusanat'o 'ink'ez duchun, olive hiyulhni, oot'an 'andit hanalhyai, 'i ooze yudiztan. 'Et 'awet Nowe t'eooninzin ndi yun k'ut 'awet too hooloh suli'.
GEN.8.12	'Et doo cha lhtak'ant'i dzin 'et huba ilh'e', 'et doo cha ndi 'imbin, 'i yuladitni 'ink'ez 'aw whusanalhit'oh.
GEN.8.13	'Et 'uhooja lhk'utat whunizyat yus k'ut 'ink'ez 'et 'udechoo yus k'ut (601), 'ink'ez 'udechoo sanun 'udechoo dzin sanun 'et yun k'ut naoodisgih. 'Ink'ez Nowe ndi ts'i ndo yudaha'dantan 'ink'ez whunilh'en ndulcho yun naoodisgih.
GEN.8.14	'Et whulh nanki sanun nat whunizyat dzin 'on 'at lhtak'ant'i dzin sanun (27), 'et yun naoodisgih.
GEN.8.15	Yak'usda (Elohim) 'en Nowe yulh yailhduk 'uyulhni,
GEN.8.16	“Nyoo ts'i tenanindaih ndai la n'at cha 'ink'ez nyuzkehke, du'atke tubulh tenanuhdilh
GEN.8.17	Ndai la tsi bet dalts'i'-i khuna-i usjiz-i ts'iyawh tenaninle, dut'ai cha 'ink'ez khuna-i 'ink'ez yun nulh'as-i cha, 'et si ndi yun k'ut lhai hoole'.
GEN.8.18	'Et Nowe teninya 'ink'ez buzke cha oo'at cha 'ink'ez bu'atke cha ts'iyawh bubulh.
GEN.8.19	Khuna-i ndai la yun nulh'as-i cha, dut'ai cha, ts'iyawh lhulhdidoh-i, 'i ts'iyawh ndi ts'i huye haindil.
GEN.8.20	'Et Nowe 'en Moodihti (Yahweh) ts'un loodel 'uzdilhk'un k'ut, 'i 'inla, 'ink'ez ndai la khuna-i 'aw lhditsun-i, 'ink'ez ndai la dut'ai 'aw lhditsun-i cha, 'ohwhi 'i k'ut yudalhk'un.
GEN.8.21	'Et Moodihti (Yahweh) ndi sooltsun-i yunahoolhtsun. 'Ink'ez Moodihti (Yahweh) didutch'oh dudzi yo 'utni, “'Aw 'on 'at ndi yun dune gha 'aw ook'ehoosyih ait'oh. Dahint'oh la dune budzi ntsi' hintsool whuts'un, 'et hoonts'i 'aw doo cha 'on 'at khuna-i ndi yun k'ut gak hooselh ait'oh.
GEN.8.22	Ndi yun hoonli whut'oh 'a' nukat-un 'ink'ez ha' nukat-un,
GEN.8.22	whuzk'uz 'ink'ez whunulwus-un cha,
GEN.8.22	khit cha 'ink'ez shin cha.
GEN.8.22	'Ink'ez dzenis cha 'ink'ez 'ulhdzis cha hoonli-un,
GEN.8.22	'aw 'etsul lhe'whutasnel.”
GEN.9.1	'Et Yak'usda (Elohim) 'en Nowe 'ink'ez ooye'ke tucha ts'iyawh soo hoonzoo-un hubúlhni whe 'ubulhni, “Lhane cho oole' ndi yun doolhbun hubulhni.
GEN.9.2	Ndi yun k'ut khuna-i ts'iyai huye ntiljut, dut'ai cha ndi yun nuhutnah-i 'ink'ez lho cha ts'iyawh nohla k'ez be huwant'ai.
GEN.9.3	Dant'i ts'iyawh usjiz 'i nukhutnah, 'i ut'alh-i nohba oole'. 'Et ndai ts'iyawh nohgha nusla, 'ut'an hanuyeh ts'u'alh-i hoonts'i.
GEN.9.4	'Et hoonts'i ndi khuna-i 'awhuz buzkai be khuna bulh 'unt'oh, 'i 'aw lhuzon'al. Ndi “be khutna”, 'i buzkai 'unt'oh ni whe 'utni.
GEN.9.5	'Alha dune nyuzkai' hawhulhtsi de sbut hutiyin whe' hoont'oh. Khuna-i dune silhghi 'i hoonts'i whuz un'a za 'uhoont'oh. Dune 'uyoon dune silhghi-un mbe 'uja-un buzkai' ooka' nuszun.
GEN.9.6	Mbe dune 'uyoon buzkai' whulhtsi-un,
GEN.9.6	'uyoon dune ndun dune 'uja-un yuzkai' whutilhtselh whe' hoont'oh,
GEN.9.6	Yak'usda (Elohim) dune yulh ndult'oh yulhtsi 'et huwa.
GEN.9.7	'Ink'ez nohni, lhane cho nohuzkeh oole'. Lhan'un cho ndi yun k'ut whut'enne lhane cho nohhuzke' hoole'.”
GEN.9.8	'Et Yak'usda (Elohim) Nowe 'ink'ez ooye'ke te 'enne 'ubulhni,
GEN.9.9	“'Et si whunulh'en sghuni 'i bulh 'i nohbulh lhadusla. Mbene la nohts'u haindene nohk'elh'az 'enne cha.
GEN.9.10	'Ink'ez khuna-i ts'iyawh nohbulh 'unt'oh-i, dut'ai cha, musdoos cha, 'ink'ez khuna-i ts'iyawh ndi yun k'ut hoonli-i nohbulh 'unt'oh-i, 'i ts'iyawh ts'i cho be nohbulh dehailh'az, yun k'ut khuna-i ts'iyawh.
GEN.9.11	Whuz un'a sghuni 'i bulh 'i nohbulh lhadusla. 'Aw doo cha za ndi yun k'ut ndai la khuna-i ts'iyawh usjiz-i, ts'iyawh 'aw too be 'aw huboosghan ait'oh. 'Aw doo cha za dutadilt'o whe ndi yun gak ooselh ait'oh.”
GEN.9.12	'Ink'ez Yak'usda (Elohim) 'utni, “Njan 'et si whehoodalh'eh khuni nohts'un lhadusla-i, si 'ink'ez nohni nohbulh, ndai ndi yun k'ut usjiz-i hoonli-i ts'iyawh 'ilhiz wheni khuni 'unt'oh.
GEN.9.13	Ditni na'anguz kw'us toh 'i 'usla. 'I gha whehoodat'en tileh si 'ink'ez ndi yun k'ut-i bulh khuna-i 'usla-i.
GEN.9.14	'Et 'uhot'e, ndet yun k'ut, kw'us whulhlih teh, 'et ditni na'anguz 'i ts'unoolh'en kw'us toh 'et.
GEN.9.15	Ndai la nohni cha 'ink'ez khuna-i cha ts'iyawh 'i oonatiznih khuni nohts'un lhadusla-i, ts'iyawh 'aw doo cha 'on 'at too ndo hatadilt'o, yun k'ut hoonli-i gak ooselh ait'oh.
GEN.9.16	Ditni kwun 'i kw'us toh hoonli de 'i nus'en de 'et whunatiznih, 'ilhiz wheni ndi khuni Yak'usda (Elohim) 'ink'ez ndi yun k'ut hoonli-i usjiz-i ts'iyawh khuni nohba lhadúsla, oonatiznih.”
GEN.9.17	'Et Yak'usda (Elohim) Nowe 'ulhnni, “Njan whehoodat'en-un 'uhoont'oh, 'uwhusla-un, njan khuni nohba lhadúsla 'uhoont'oh, Si 'ink'ez ndi yun k'ut hoonli ts'iyawh usjiz-i bulh lhet'o khuni.”
GEN.9.18	'Andit 'et Nowe ooye'ke 'en ndi ts'i cho be hahandil, 'en Shem, Ham, 'ink'ez Japheth. 'Ink'ez Ham, 'en Canaan be oobá 'unt'oh.
GEN.9.19	Ndunne tane 'enne Nowe ooye'ke hinle, 'enne buts'u haidene. 'Enne bugha ndi yun k'ut whudizbun.
GEN.9.20	'Ink'ez Nowe hanuyeh-i ghana-un suli', duchun oomai' hoonli-i 'et 'uhoonla.
GEN.9.21	'Et ndi ts'ekoo too' 'uyinla-i yitnai' whe tanisnai' 'ink'ez ook'e'tizkat nimbali t'ah.
GEN.9.22	'Et Ham Canaan oobá 'en dubá ye 'ust'et yan'en 'ink'ez nane dulhusinke 'enne budani' 'az.
GEN.9.23	'Et Shem 'ink'ez Japheth bulh naih hilhchoot 'ink'ez dut'a ts'e k'ehuyilhbal duwus k'ut 'ink'ez k'oh un'a hi'us whe dubá hik'ehuyin'oh 'aw dubá lhuhinilh'el, ye 'ust'et lhuhuyi'el.
GEN.9.24	'Et Nowe ts'ekoo too' utnai' whe ts'eninzut, 'udek'oh-un duye' 'en dadudinla la 'et teoonanzin.
GEN.9.25	'Ink'ez 'utni,
GEN.9.25	“Canaan ook'ehidih.
GEN.9.25	Dune ba 'ut'en-un 'enne buba' tit'elh 'et la dudulhutsinke cha buba' titelh.”
GEN.9.26	'Ink'ez 'utni,
GEN.9.26	“Moodihti (Yahweh) soo hoonzoo-un unli.
GEN.9.26	Shem ooYak'usda (Elohim) 'unt'oh. 'Ink'ez Canaan yunat ne'ut'en-un oole'.
GEN.9.27	Yak'usda (Elohim) Japheth ncha yoolhts'elh,
GEN.9.27	Shem oonimbali t'ah 'oh hoot'e',
GEN.9.27	'ink'ez Canaan yunat ne'oot'en.”
GEN.9.28	'Inkez Nowe butadilt'o hukw'elh'az 'et whunizyat tat whunizyat 'ink'ez kwulat whunizyat yus k'ut (350) 'et nakhitna'.
GEN.9.29	'Et Nowe 'alhgoh ndi yun k'ut inda'-un whunizyat 'ilho hooloh whunizyat 'ink'ez kwulat whunizyai yus k'ut (950) whe dazsai.
GEN.10.1	Ndunne 'enne Nowe ooye'ke ts'u haindene Shem, Ham 'ink'ez Japheth, ts'iyawh buye'ke whuzdli' dutadilt'o hukw'elh'az.
GEN.10.2	Japheth buzk'eh dunene,
GEN.10.2	Gomer, Magog, Madai, Javan, Tubal, Meshech 'ink'ez Tiras.
GEN.10.3	Gomaer buzkeh dunene,
GEN.10.3	Ashkenaz, Riphath, 'ink'ez Togarmah.
GEN.10.4	Javan buzkeh dunene,
GEN.10.4	Elishah, Tarshish, Kittim, 'ink'ez Dodanim.
GEN.10.5	Ndunne 'enne yatooba 'udun keyoh whut'enne buch'oh nehunindil didutch'oh duyun mbene la 'ilho khuni be za yalhdukne 'ink'ez dahint'oh la lhelhdoh hudidoh 'enne 'oh huwhut'i.
GEN.10.6	Ham buzkeh 'enne dunene,
GEN.10.6	Cush, Misraim, Put, 'ink'ez Canaan 'uhant'e.
GEN.10.7	Cush buzkeh 'enne dunene,
GEN.10.7	Seba, Havilah, Sabtah, Raamah, 'ink'ez Sabtechah.
GEN.10.7	Raamah buzkeh 'enne dunene,
GEN.10.7	Sheba 'ink'ez Dedan 'uhant'e.
GEN.10.8	Cush 'en Nimrod ooye' suli', 'ink'ez Nimrod tube ulhtus ndi yun k'ut neninya.
GEN.10.9	'En 'unt'oh Moodihti (Yahweh) bunalh soo tube cho 'uka 'ut'en-un unli. 'Et huwa 'uwhutni, “Nimrod k'un'a Moodihti (Yahweh) bunalh soo tube cho 'uka 'ut'en-un unli.”
GEN.10.10	'Udechoo whu Lerwe suli'-un, 'en Babel, Erech, Accad 'ink'ez Calneh, Shinar yun k'ut.
GEN.10.11	'Et yun whuts'un Assyria 'ink'ez Nineveh huwhutni-un 'et cha 'uhoonla, Rehoboth Ir 'ink'ez Calah.
GEN.10.12	'Ink'ez Resen, Nineveh 'ink'ez Calah whulh eguz, 'et 'udechoo keyoh whuti.
GEN.10.13	Mizraim buye'ke, 'enne Lud whut'enne, Anam whut'enne, Lehob whut'enne, Naphtuh whut'enne,
GEN.10.14	Pathrus whut'enne, 'ink'ez Casluh whut'enne, 'enne Philistinene 'ink'ez Caphtor whut'enne hahande.
GEN.10.15	Canaan 'en Sidon, 'udechoo ooye' yuzdli', 'ink'ez Heth;
GEN.10.16	Jebus whut'enne, Armor whut'enne, 'ink'ez Girgash whut'enne cha,
GEN.10.17	ndunne Hiv whut'enne, Ark whut'enne, 'ink'ez Sin whut'enne cha,
GEN.10.18	ndunne Arvad whut'enne, Zemar whut'enne, 'ink'ez Hanath whut'enne cha. 'Et hukw'elh'az Canaan ts'u haindene 'enne lhelhts'un yahandil.
GEN.10.19	Canaan whut'enne whukeyoh whuban 'et Sidam, Girard ts'uwheti-un Gaza 'uwhuldzoh, Sodom ts'uwheti-un Gomorrah, Admah, Zeboim, Lasha ts'e 'uwhuldzoh.
GEN.10.20	Ndunne, 'enne Ham ooye'ke ts'u haindene cha 'ilho khuni be yahulhduk 'ink'ez duyun 'ink'ez 'ilhoh hudidoh.
GEN.10.21	Shem 'en cha oobuzkeh whuzdli', Eber buzkeh, 'en ooba. Bulhutsin Japheth 'udetso whudilhdzulh-un.
GEN.10.22	Shem ooye'ke,
GEN.10.22	'enne Elam, Assur, Arphaxad, Lud, 'ink'ez Aram.
GEN.10.23	Aram ooye'ke,
GEN.10.23	'enne Uz, Hul, Gether, 'ink'ez Mash.
GEN.10.24	Arphaxad 'en Shelah ooye' 'unt'oh,
GEN.10.24	'ink'ez Shelah 'en ooye' Eber 'unt'oh.
GEN.10.25	Eber ooye'ke nane hinli.
GEN.10.25	'Ilhoghun boozi 'en Peleg. 'En khuna da' ndi yun k'ut lhts'e hoolts'ut 'et huwa. 'Ink'ez bulhutsin, 'en Joktan ts'utni.
GEN.10.26	Joktan ooye'ke 'enne Almodad,
GEN.10.26	Sheleph, Hazarmaveth, Jerah,
GEN.10.27	Hadoram, Uzal, Diklah,
GEN.10.28	Obal, Abimael, Sheba,
GEN.10.29	Ophir, Havilah, 'ink'ez Jobab. 'En ts'iyawh Joktan ooye'ke 'uhint'oh.
GEN.10.30	Ndet la huwhut'i-un, Mesha, Sephar ts'uwheti-un nda' dzulh hoonli 'et huwhut'i.
GEN.10.31	'Enne Shem ooye'ke ts'u haindene cha, 'ilho khuni yahulhduk. 'ilho hudidoh whe 'ilhoh huwhut'i.
GEN.10.32	Ndunne 'enne Nowe ooye'ke ts'u haindene 'enne ts'iyawh lhk'ehidil ndi yun k'ut too whuzdli' hukw'elh'az. 'Ink'ez 'ilhoh huwhut'i ndi yun k'ut lhelhdoh 'uhoont'oh.
GEN.11.1	Ndi yun k'ut 'oh da' 'ilho khuni za hoonli ts'iyanne lhk'un'a yahulhduk.
GEN.11.2	'Et 'uhooja nda' ndaz de hutizdil whe yun, Shiner huyulhni, 'i hik'eindil 'et 'uhoont'oh duchun hooloh-un nahuhoon'ai 'et nehunina.
GEN.11.3	'Et lhgha 'uhudutni, “'Anih, tse tl'us 'i 'uts'ooleh, 'ink'ez soo cho whe ts'oolht'es.” Tse tl'us 'i tse ba huyut'i 'ink'ez be ts'uwhudzeh, 'i hiye whutl'us ba.
GEN.11.4	'Et 'uhutni, “'Anih njan keyoh whuti 'uts'odoolneh 'ink'ez ndo yak'uz nain'a-i nyiz-i cho 'i 'uts'ooleh. 'Et wheni si neoozi' hoonli hole', ndi 'uts'inla da, doo ka si ndulcho whe ndi yun k'ut yats'odilh.”
GEN.11.5	'Et whe Moodihti (Yahweh) ndus de hainya 'ink'ez nyo keyoh whunilh'en 'ink'ez nyoo nain'a-i cho yoh huyulhtsi, 'i cha 'uhuyinla-i yunalh'en.
GEN.11.6	'Et Moodihti (Yahweh) 'utni, “A 'ilhune za hinli dune 'ink'ez lhk'un'a za yahulhduk. 'Et njan 'et azi whe'honilh'en ndai la 'uhitilelh hukwa' huninzun-un ts'iyawh si 'uhuhooleh.
GEN.11.7	'Anih buts'un ts'utoodilh, 'ink'ez bughuni 'i buch'a lhtats'uholelh. 'Et si lhulh hoodosts'o.”
GEN.11.8	'Et whe Moodihti (Yahweh) lhch'a buninla, 'ink'ez njan yun k'ut ndulhcho nehunindil. 'Et whe dune whut'i whucho nehonin'ai 'et 'etsul 'uhuja.
GEN.11.9	'Et huwa nyo nain'a-i cho, 'i Babal huyulhni, ndai la huye yalhduk-i cha ts'iyawh Moodihti (Yahweh) lhelhts'un un'a yahulhduk hubulhtsi 'ink'ez ndulcho yahandil.
GEN.11.10	Shem huyulhni-un, 'en oots'u hayandene ndi 'i 'unt'oh: whunizyat whunizyai 'et be yus k'ut (100) whe ooye' Arphaxad huyulhni, 'en ooye' suli' dutadilt'o hukw'elh'az nat yus k'ut 'et whuzdli'.
GEN.11.11	Arphaxad ookelh'az whudli-un 'et Shem 500 yus k'ut 'et nahinda' whe 'et ooye'ke cha 'ink'ez ootse'ke cha nahodle'.
GEN.11.12	Arphaxad 'en tat whunizyai 'on 'at kwulat be yus k'ut whe 'et Shelah huyulhni, 'en ooyaz suli'.
GEN.11.13	Shelah whuzdli hukw'elh'az Arphaxad 403 be yus k'ut whe dune cha 'ink'ez ts'ekoo cha 'enne buzkeh nasdli'.
GEN.11.14	Shelah 'en tat whunizyat be yus k'ut (30) whe 'et ooye', Eber huyulhni, 'en ooye' suli'.
GEN.11.15	Eber hukw'elh'az 'et Shelah 403 yus k'ut whe 'et 'uyoonne dune cha 'ink'ez ts'ekoo cha buzkeh nasdli'.
GEN.11.16	Eber tat whunizyat 'on 'at dit be yus k'ut (34) whe 'et Peleg huyulhni, 'en ooye' suli'.
GEN.11.17	'Et Peleg ook'elh'az 'et Eber 430 yus k'ut 'uyoonne dune cha, ts'ekoo cha buzkeh nasdli'.
GEN.11.18	Peleg tat whunizyat be yus k'ut (30) whe 'et Reu huyulhni 'en ooye' suli'.
GEN.11.19	Reu whuzdli hukw'elh'az whe 'et Peleg nat whunizyat nat 'ink'ez 'ilho hooloh be yus k'ut (209) whe 'et 'uyoonne dune cha 'ink'ez ts'ekoo cha nawhusdli'.
