MAT.1.1	Abraham tapa, David tapa, Jesu Khrist khanggui thu bu. 
MAT.7.16	Amahuh chu a gah un na he diing uhi. Mi’n khau lingnei gui ah grep gah a lou ngei viai mah, ahihlouhleh lenling ah zong theipi a lou ngei viai mah? 
MAT.7.17	Huchimahbangin sing hoih photmah a gah hoih jel a; hizongleh singsia chu a gah a se veu hi. 
MAT.7.18	Singhoih gah a se thei sih a, singsia zong a gah hoih thei boh sih hi. 
MAT.7.19	Sing chin gah hoih lou taphot chu a phuuh va, mei ah a paai uh. 
MAT.7.20	Hujiahin amahuh chu a gah un na he diing uhi.
MAT.7.21	Lalpa, Lalpa, hung chi nazong vaan lalgam ah a luut sih diing uh; hizongleh ka Pa vaan a um deihzawng bawlte chu a luut diing uhi. 
MAT.7.22	Hu ni chiangleh mi tampi’n, Lalpa, Lalpa, na min in thu ka soi uh hilou ahiai mah? na min in dawite ka nohdoh un, na min in silmah tampi ka bawl uh hilou ahiai mah? a chi diing uhi. 
MAT.7.23	Huchiangin ke’n a kawmvah, Nanguh bangchihmahin ka hung he ngei sih hi; sil gilou bawlte haw, ka kawm apatin chiah mang un, ka chi diing hi.
MAT.7.24	Hujiahin koipouh hi ka thusoite za a, jui chu mipil suangpi tunga inn bawl toh ka tehkhin diing hi; 
MAT.7.25	Guah ahung zu a, tui ahung liana, huih ahung nunga, hu inn chu ahung muut vah a; hizongleh a puuh sih; suangpi tunga leptouh ahih jiahin. 
MAT.7.26	Huleh mi koipouh hi ka thusoite za a, jui lou photmah chu, mi ngol sehneel tunga inn bawl toh ka tehkhin diing hi: 
MAT.7.27	Guah ahung zu a, tui ahung lian a, huih ahung nung a, hu inn chu ahung nam vah a; a puuhta; hu a puuh git chu a ngaih ngeel hi, a chi a. 
MAT.7.28	Huleh hichi ahung hi a, Jesu’n hite a soi zohin, mipi’n a thuhilh chu limdang a sa mahmah uhi. 
MAT.7.29	Ajiahchu ama’n lehkhagialtute bang loua, thuneitah bangin amahuh thu a hilh hi.
MAT.8.1	Huleh taang a kipata ahung paisuh in mipi nasatah in amah a jui va. 
MAT.8.2	Huleh ngai in, miphaah khat a kawmah a hung a, amah chibai a buuha, Lalpa, na ut in chu na hung susiangthou thei hi, a chi a. 
MAT.8.3	Huin Jesu’n a khut aha a, a khoih a, Ka ut hi, siangthouta in, a chi a. Huin a phaah chu a siangthoupah ngal hi. 
MAT.8.4	Huleh Jesu’n a kawmah, Koimah na hilh louh diing ahi; hizongleh chiah inla siampu va kimusah in, huleh amahuh heetsahna diing a Mosi’n thu a piah sillat ding chu va pia in, a chi hi.
MAT.8.5	Huleh Jesu Kepernaum a, a luut in, a kawm ah sepaih zahoutu khat a hung a, amah ahung ngen a, 
MAT.8.6	Lalpa, ka suaahpa chu zeng in inn ah a lum a, nasataha suhnat in a um hi, a chi a. 
MAT.8.7	Huin Jesu’n a kawmah, Ka hung diing a ka sudam diing, a chi a. 
MAT.8.8	Sepaih zahoutu’n a dawng a, Lalpa, ka inn sunga na hung luutnataah ka hi sih hi; thu chauh soi in, huchi'n ka suaahpa chu a dam mei diing. 
MAT.8.9	Ajiahchu kei zong thuneihna nuaia um ka hi a, ka nuaiah sepaihte a um va; huleh khat kawmah, Chiah in, ka chihleh a chiah a, huleh a dang kawmah, Hung in, ka chihleh a hung a; huleh ka suaahpa kawmah, hi bawl in, ka chihleh a bawl jel hi, a chi a. 
MAT.8.10	Jesu’n hi thu a jah tahin, limdang a sa a, amah juite kawmah, Chihtahzetin ka hung hilh ahi, Israelte laha zong hichilawm a ginna lian ka mukha sih. 
MAT.8.11	Huleh ka hung hilh ahi, Suahlam leh tumlam apatin mi tampi a hung diing va, vaan gam ah Abraham toh, Isaak toh, Jakob toh a toukhawm diing uhi. 
MAT.8.12	Hizongleh lalgam tate chu polam mial ah paihdoh in a um diing uh; huah chu kah leh hagawi a um diing hi, a chi a. 
MAT.8.13	Huin Jesu’n sepaih zahoutu kawmah, Chiahta in; na gintaat bangin na tungah hung tungta heh, a chi a. Huleh a suaahpa chu hu daah mahin a damta hi.
MAT.8.14	Huleh Jesu chu Peter inn sungah a luut a, a ji nu khosih a lum a mu a. 
MAT.8.15	Huin ama’n amahnu khut a khoih a, a khosih a phata hi; huin amahnu chu ahung thou a, a nna uh a tohsahta hi. 
MAT.8.16	Huleh nitaahlam ahung hihin a kawmah dawimatte tampi ahung pui va; ama’n a thu in dawite a nohdoh a, damlou zousiah a sudamta hi; 
MAT.8.17	Zawlnei Isaiah in, Amah ngei in i hatlouhnate a la a, i natnate a pua hi, chia a soi chu a taangtun theihna diingin.
MAT.8.18	Chi’n Jesu in a kiimvela mipi nasatah a muh in, gaal lehlama chiah diing thu a pia a. 
MAT.8.19	Huleh lehkhagialtute khat a hung a, a kawmah, Houtupa, na chiahna photah ka hung jui diing, a chi a. 
MAT.8.20	Jesu’n a kawmah, Si-aalte’n kua a nei va, tungleeng vate’n bu a nei uh; hizongleh mihing Tapa’n a lu ngahna diing mun a nei sih, a chi a. 
MAT.8.21	Huleh a nungjuite laha midang khat in a kawmah, Lalpa, va chiah a ka pa vui phot diingin hung phalsah in, a chi a. 
MAT.8.22	Hizongleh Jesu’n a kawmah, Hung jui in, misi in a misi uh kivui u’heh, a chi hi.
MAT.8.23	Huleh kuang a a tuan in nungjuite’n a jui va. 
MAT.8.24	Huleh, ngai in, tuipi ah huihpi nasatahin a nung a, hu tuikinawh in kuang chu ahung tuum a, hizongleh amah chu a ihmu a. 
MAT.8.25	Huin a nungjuite chu a kawm a hung in amah a phawng va, Lalpa, hung hundam in, beimang diing hitalou ka hi u'maw, a chi va. 
MAT.8.26	Huin ama’n a kawmvah, Gin tawmte haw, bang diinga lau na hi viai? a chi a. Huzohin a thou a, huihpi leh tuipi chu a vau a; ahung daai keeita hi. 
MAT.8.27	Huin mite’n chu limdang a sa mahmah va, Hipa hi bangchibang mi ahiai le, huih leh tuipi nasanin a thu a man uh! a chi uhi.
MAT.8.28	Huleh gaal lehlam Gadara mite gam a tunin, dawimat mi nih, haan apata hungin amah ahung tuaah va, a lauhuai mahmah va, hulam chu koima'n a tawn thei sih uh. 
MAT.8.29	Huleh, ngai in, amahun, Jesu, nang Pathian Tapa, keiuh leh nang bang ahiai kimatna i neih? hunchiam tunma a keiuh gawt diing a hitaha hung na hi maw? chi’n a kikou va. 
MAT.8.30	Huleh a umna apat va gamla simah vohhon tampi a taa va. 
MAT.8.31	Huleh dawite’n a kawma ngen in, Na hung nohdoh leh, hu a vohhon sungah hung luutsah in, a chi va. 
MAT.8.32	Huin ama’n a kawmvah, Chiah un, a chi a. Huleh amahuh chu a hungdoh va, vohhon sungah a luut va; huleh ngai in, hu vohhon chu kawl ah a taikhesuh va, tuipi ah a tailuut va, hu tui ah a sigamta uhi. 
MAT.8.33	Huin a chingtute a tai va, khopi ah a chiah va, sil zousiah leh dawimatte tung a sil hung tungte bang a hilhta uh. 
MAT.8.34	Huleh, ngai in, a khopumpi un Jesu tuaah diingin ahung pawt va; huleh, amah a muh un, a gam vapat pawt diingin nasatahin a ngen uhi.
MAT.9.1	Huin amah chu kuang sungah a luut a, a gaalkai a, a khopi ah a luutta a. 
MAT.9.2	Huleh, ngai in, mi khat zenga damlou, lupna a lum, a kawmah ahung zawng va; huleh Jesu’n a ginna uh a muh in zenga damloupa kawmah, Tapa, lungmuangtahin um in; na sualnate ngaihdam ahita, a chi a. 
MAT.9.3	Huleh, ngai in, lehkhagialtute khenkhat in a lungsim un, Hipa’n Pathian a soisia hi, a chi va. 
MAT.9.4	Huleh Jesu’n a ngaihtuah uchu he in, Bang diinga na lungtang va sil gilou ngaihtuah na hi viai? 
MAT.9.5	Na sualte ngaihdam ahita, chih leh, Thou inla, keeng in chiah in, chih khoi a baihlamzaw diai? a chi a. 
MAT.9.6	Hizongleh mihing Tapa’n leitung ah sualte ngaihdam theihna a nei chih na heetna diingun, (zeng a damloupa kawmah) Thou inla, na lupna la inla, na inn ah chiahta in, a chi a. 
MAT.9.7	Huin amah chu a thou a, a inn ah a chiahta hi. 
MAT.9.8	Hizongleh mipi’n huchu a muh un, thum ah a sa va, huchibang bawltheihna mihingte kawma petu Pathian a paahtawita uhi.
MAT.9.9	Huleh Jesu chu hu apatin a pai jel a, mi khat a min Matthai, siah piahna mun a tou a mu a; a kawmah, Hung jui in, a chi a, huleh a thou a, amah a juita hi. 
MAT.9.10	Huleh hichi ahung hi a, Jesu an ne diing a a tou leh, ngai in, siahdongtute leh misualte tampi hung in amah leh a nungjuite toh ankuang a uumkhawm uhi. 
MAT.9.11	Huleh Pharisaite’n huchu a muh un, a nungjuite kawmah, Bang diinga na houtupa un siahdongte leh misualte toh an nekhawm ahiai? a chi va. 
MAT.9.12	Hizongleh Jesu’n huchu a jah tahin a kawmvah, Mi damte’n doctor a mamoh sih uh, damloute chauhin a mamoh uhi. 
MAT.9.13	Hizongleh chiah unla, Kithoihna deihlouin zahngaihna ka deih hi, chih umdan va zil un; ajiahchu midihtatte kou diing a hung ka hi sih a, misualte kisiihsah diing a kou a hung ka hizaw hi, a chi hi.
MAT.9.14	Huin John nungjuite a kawmah a hung va, Bang diinga keiuh leh Pharisaite’n an ngawl veu unga, na nungjuite’n ngawl lou ahi viai? a chi va. 
MAT.9.15	Huin Jesu’n a kawmvah, Mouneitu a kawmva a um laisiah, moupuite a dah ngei uh maw? hizongleh mouneitu a lahva kipana laahmang ni ahung tung diing a, huchiangin an a ngawl diing uhi. 
MAT.9.16	Mi koimah in puan lui puan thah them in a phoh ngei sih uh, ajiahchu a phohna in puan chu a luaikeeh zaw diing a, ahung keeh zawsem diing hi. 
MAT.9.17	Mi koimah in uain thah savun thawl lui ah a thun ngei sih uh; huchilou inchu savun thawlte chu a pawhkeeh diing a, uain a kibo diing a, savun thawlte zong a segawp diing hi; hujiahin uain thah chu savun thawl thah ah a thun zaw va, huchi in a nihin a bit tuaah hi, a chi hi.
MAT.9.18	Hi silte ama’n a kawmva a soi laiin, ngai in, vaihawmtu khat a hung a amah chibai ahung buuh a, Ka tanu tutahin a si hi; hizongleh hung inla, a tungah na khut nga lechin a hing mei diing, a chi a. 
MAT.9.19	Huin Jesu chu a thou a, amah a juita a, huleh a nungjuite’n zong a jui uhi. 
MAT.9.20	Huleh, ngai in, numei khat, kum sawm leh kum nih sipawt a damlou, a nungah ahung pai a, a puan mong a khoih a. 
MAT.9.21	Amahnu’n a lungsim in, A puan chauh khoih leng, ka dam mei diing, chi'n a ngaihtuah ngal a. 
MAT.9.22	Huin Jesu chu a kinunghei a, amahnu a mu a, Tanu, lungmuangtahin um in, na ginna in ahung damsahta hi, a chi a. Huleh hu numeinu chu hu daah apat a damta hi. 
MAT.9.23	Huleh Jesu chu vaihawmtu inn sunga a luut in, silgingthei tumte leh mipi puaah vengvung a mu a, 
MAT.9.24	A kawmvah, Hung ot un; naupangnu chu a si sih hi, ihmu ahi zaw, a chi a. Huin amah a nuihsan giap va. 
MAT.9.25	Hizongleh mipite sawldoh a, a um nungin, a luut a, amahnu chu a khut in a tu a, huchi’n naupangnu chu ahung thouta hi. 
MAT.9.26	Huin hi thu chu hu gam pumpi ah a thangsuaahta hi.
MAT.9.27	Huleh Jesu hutah apat a pawt in, mittaw nih in a jui va, David Tapa, ka tungvah zahngai in, chi'n a kikou va. 
MAT.9.28	Huleh inn sunga a luut in, hu mittawte chu a kawmah a hung va; huin Jesu’n a kawmvah, hi bawl thei in na hung gingta uh maw? a chi a. Amahun a kawmah, Gingta e, Lalpa, a chi va. 
MAT.9.29	Huin ama’n a mit uh a khoih a, Na gintaat bang un na tungvah tungta heh, a chi a. 
MAT.9.30	Huin a mit uh ahung vaahta a; huin Jesu’n koima hesah lou diingin amahuh a khap a. 
MAT.9.31	Hizongleh amahuh chu a pawt va, hu gam pumpi ah a min a soithangta uhi.
MAT.9.32	Huleh amahuh a pawt laiun, ngai in, mi haamthei lou dawimat khat a kawmah ahung pui va. 
MAT.9.33	Huleh dawi chu a nohdoh tahin, haamthei lou chu a hung haamta a; huin mipite’n thum ah a sa mahmah va, Israelte lahah hitobang sil a kimu ngei sih, a chi va. 
MAT.9.34	Hizongleh Pharisaite’n chu, dawimangpa jala dawite a nohdoh ahi, a chita va. 
MAT.9.35	Huleh Jesu’n a kikhopna inn bang va thuhilh in, lalgam tanchinpha chu soi in, damlouhna chinteng leh natna chinteng sudam in, khopi leh khoneute zousiah ah a vaahleh hi.
MAT.9.36	Hizongleh ama’n mipite a muh in, a chingtu bei belaamte banga, chau leh kithehdalh a, a um jiahun a hehpih mahmah a. 
MAT.9.37	Huin ama’n a nungjuite kawmah, Buh laah diing a tam mahmah a, hizongleh a natongtute a tawm hi. 
MAT.9.38	Hujiahin a buh la diing a natongtute hung sawldoh diingin buh Neitupa kawmah ngen un, a chi hi.
MAT.10.1	Huleh ama’n a nungjui sawmlenihte a kouh zohin, a kawmvah dawiniinte nohdoh theihna leh damlouhna chinteng leh natna chinteng suhdam theihna thuneihna a pia hi. 
MAT.10.2	Sawlleh sawmlenihte min chu hite ahi: A masapen in, Simon, Peter kichipa leh a unau Andru; Zebedi tapa Jakob leh a unau John: 
MAT.10.3	Philip leh Bartholomai; Thoma leh siahdongtu Matthai; Alphai tapa Jakob leh Lebbai, a mintah Thaddai; 
MAT.10.4	Kananmi Simon leh a mansahtu Juda Iskariot bang. 
MAT.10.5	Hi sawmlenihte chu Jesu’n a sawldoh a, amahuh chu thu a pia a, Jentelte lampi ah chiah sih unla, Samarite khopi sungah zong luut hial sih un; 
MAT.10.6	Ahihvangin, Israel innkuan belaam mangte kawmah chiah zaw un. 
MAT.10.7	Huleh na chiah kawmun, Vaan lalgam a naita hi, chi’n soi jel un. 
MAT.10.8	Damloute sudam unla, phaahte susiangthou unla, misite kaithou unla, dawite nohdoh un; a thawn in na mu va, a thawn in pia un. 
MAT.10.9	Na dangka-ip sungvah, sana, dangka, huleh sumeng bangmah guang sih un, 
MAT.10.10	Na zinna va diingin sakhau aha, puannaah nih aha, kengtophah aha, chiang aha keng sih un; ajiahchu natongtu chu a neeh mutaah ahi. 
MAT.10.11	Huleh na chiahna va, khopi sung hi’n, khoneu sung hileh na luutna phot vah, na tunna diing taah uh mi kandoh unla, na chiahkhiah masiah uh hutahah um zing un. 
MAT.10.12	Huleh inn sung khat a na luut chiang uleh, chibai buuh un. 
MAT.10.13	Huleh hu inn sung in a taah leh, na hamuanna u’chu a tungah um heh; hizongleh a taah louh uleh na hamuanna u’chu na kawmvah hung kiihkiit heh. 
MAT.10.14	Huleh koipouh nanguh hung kipaahpih lou a, na thute uh ngaikhe lou chu, hu inn aha, hu khua aha apat na pawt chiangun na keeng va leivui thingkhia un. 
MAT.10.15	Chihtahzetin ka hung hilh ahi, Vaihawm ni chiangin, hu khopi thuaah diing sangin Sodom leh Gommorrah thuaah diing chu adan a um zaw diing hi. 
MAT.10.16	Ngai un, ngeite laha belaam um bangin ka hung sawl ahi; hujiahin guul bangin pil unla, vakhu banga poikhoih louin um un. 
MAT.10.17	Hizongleh mite lahah kiveeng un; ajiahchu amahun vaihawmte ahung mansah diing va, a kikhopna inn bang vah ahung vosah diing uh; 
MAT.10.18	Huleh keimah jiahin gamoptute leh kumpite ma ah, amah uh leh Jentelte heetsahna diingin ahung pui diing uhi. 
MAT.10.19	Hizongleh ahung matsah chiangun, bangchia bang soi diing ka hiai, chi’n lungkham sih un; na soi diing uh a huntaha hung kihilh diing na hi ngal va. 
MAT.10.20	A soitu chu nanguh na hi sih diing va, na Pa uh Hagau in nanguh ah a soi zaw diing ahih jiahin. 
MAT.10.21	Huleh unau in unau, pa’n a ta thah diingin a mansah diing; huleh tate’n zong a nu leh pate uh a dou diing va, a thatsah diing uhi. 
MAT.10.22	Huleh ka min jiahin mi zousiah huat na hi diing uhi; hizongleh a tawp donga thuaah mualsuaah chu hutdam in a um diing uh. 
MAT.10.23	Hizongleh hi khopi a ahung sawi chiangun, kho dang ah tailuut un; chihtahzetin ka hung hilh ahi, mihing Tapa hung ma in Israel khua zousiah na tuan suaah sih diing uhi. 
MAT.10.24	Nungjui chu houtu tungah a um ngei sih a, suaah zong a pu tungah a um ngei sih hi. 
MAT.10.25	Nungjui chu a houtu banga ahung um a, suaah chu a pu banga ahung um a hun ahi. Amahun inn neitupa bawn Beelzebul a chih uleh, a innkuante chu bang chituhin ahiai a chih taah diing uh? 
MAT.10.26	Hujiahin amah uh haw lau sih un; ajiahchu lang lou diing a kiphual bangmah a um sih a; heet louh diing a iim zong bangmah a um sih hi. 
MAT.10.27	Mial a nanguh ka hung hilh chu vaah ah soi unla: huleh na bil kawmva na jah uh chu inn tungah taangkoupih un. 
MAT.10.28	Huleh tahsa that thei a, hagau that thei lou haw chu lau sih un; hizongleh hagau leh tahsa a nih a gawtmun a sumang theitu amah chu lau zaw un. 
MAT.10.29	Kawlgit nih paisa khat in a kizuah veu hilou maw? ahihvangin a lahva khat zong na Pa uh heet louhin tual ah a ke sih diing hi. 
MAT.10.30	Na lutungva samzangte nasan simveh ahi. 
MAT.10.31	Hujiahin lau sih un, kawlgit tampi sangin na luul zaw uh ahi. 
MAT.10.32	Hujiahin koipouh mite ma a hung gum chu, ke'n zong vaan a ka Pa ma ah amah ka gum diing hi. 
MAT.10.33	Hizongleh koipouh mite ma a hung kiheetmohbawl chu, kei zong vaan a ka Pa ma-ah ka kiheetmohbawl diing hi. 
MAT.10.34	Leitung a lemna leengsah diing a hung pai hung sa sih un; lemna leengsah diing a hung ka hi sih a, temsaau leengsah diing a hung ka hi zaw hi. 
MAT.10.35	Ajiahchu tapa’n a pa, tanu’n a nu, huleh mou in a innpinu dousah diing a hung ka hi. 
MAT.10.36	Huleh mi a melma chu amah innkuante ngei ahi diing hi. 
MAT.10.37	Koipouh a pa aha, a nu aha keimah sanga lungsiat zaw chu ka mi hitaah ahi sih: huleh a tapa aha, a tanu aha keimah sanga lungsiat zaw chu ka mi hitaah ahi sih. 
MAT.10.38	Huleh koipouh a kros pua a, hung jui lou chu, ka mi hitaah ahi sih hi. 
MAT.10.39	Koipouh a hinna mu in a taan diing a; huleh koipouh keimah jiaha a hinna taan in a mu diing hi. 
MAT.10.40	Koipouh nanguh hung kipaahpih chu kei hung kipaahpih a hi a, huleh koipouh keimah hung kipaahpih chu kei hung sawlpa kipaahpih ahi. 
MAT.10.41	Koipouh zawlnei chu zawlnei ahih jiaha kipaahpih in zawlnei kipaahman a mu diing; huleh midihtat chu midihtat ahih jiaha kipaahpih in midihtat kipaahman a mu diing. 
MAT.10.42	Huleh koipouh hi mi neutahte laha khat nungjui ahih jiaha tuisih nou khat chauh pia in zong, chihtahzetin ka hung hilh ahi, a kipaahman muh diing chu a taan hial sih diing hi, a chi hi.
MAT.11.1	Huleh hichi ahung hi a, Jesu’n a nungjui sawmlenihte thu a piah zohin, hu apatin khuate a thuhilh diing leh thusoi diingin a chiahta hi. 
MAT.11.2	Huin John in suangkul sung apat Khrist natohte ana jah in, amah nungjuite nih a sawl a, 
MAT.11.3	A kawmah, A hung diingpa na hiai mah, ahihlouhleh a dang khat ngaah diing ka hi viai mah? a va chisah a. 
MAT.11.4	Jesu’n a dawng a, a kawmvah, Chiah unla, na jah uleh na muh uh John va hilh un; 
MAT.11.5	Mittawte mit ahung vaahta a, keengbaite a chiah theita va, phaahte ahung siangthouta va, bilngongte’n khua a ja theita va, misite kaihthoh in a umta va, huleh migentheite’n tanchinpha soi a dongta uhi. 
MAT.11.6	Huleh koipouh keimah a lunghihlouhna mu lou chu a hampha hi, a chi a. 
MAT.11.7	Huin amahuh a chiah tahun, Jesu’n mipi kawmah John thu a soi panta a, Bang en diing a gamdai a chiahdoh na hi viai? sialluang huih muut liing maw? 
MAT.11.8	Ahihlouhleh, bang en diing a chiahdoh na hi viai? Puannem silh mi khat maw? ngai in puannem silhte chu kumpite inn ah ahi a um uh 
MAT.11.9	Ahihlouhleh bang en diing a chiahdoh na hi viai? zawlnei en diingin maw? ahi, ka hung hilh ahi, zawlnei sanga zong loupizaw ahi. 
MAT.11.10	Ajiahchu, "Ngai in, ka thangkou na ma ah ka sawl a, ama’n na ma ah na lampi a bawl diing hi, chia a thu kigial chu amah ahi". 
MAT.11.11	Chihtahzetin ka hung hilh ahi, Numei sunga piang lahah Baptistu John sanga lianzaw a piang nai sih; ahihvangin vaan lalgam a mi neupen zong amah sangin a lianzaw hi. 
MAT.11.12	Huleh Baptistu John um apat tutanin vaan lalgam in pawngbawlna a thuaah zing ahi, huleh pawngbawlte’n haat thuin a la veu uhi 
MAT.11.13	Ajiahchu zawlneite zousiah leh daan thu in John hung um tanphain ana soilawhta ahi. 
MAT.11.14	Huleh nangun na pom nuam uleh, hichu Elijah hung diingpa khu ahi. 
MAT.11.15	Koipouh jahna diing a bil nei in ja heh. 
MAT.11.16	Hizongleh tulai khang thahte hi bangtoh ka tehkaah diai? hichu naupang dawlmun a tou a, a lawmte kou a, 
MAT.11.17	Theile hung muutsah unga lah, laam lou u’china, huleh kap unga lah, na hung dahpih sih uh, chite bang ahi uh. 
MAT.11.18	Ajiahchu John a hung a, ne in a dawn sih a, Dawi nei ahi, a chi va. 
MAT.11.19	Mihing Tapa a hung a, a ne in a dawn a, En un, an haipa, uain haipa, siahdongte leh misualte lawmpa, a chi uh, hizongleh pilna chu a natohte’n a siamtan hi, a chi hi.
MAT.11.20	Huleh a kisiih louh jiahun, a sil loupi bawltamna pen khuate chu a taita a: 
MAT.11.21	Korazin, na tung gih e! Bethsaida, na tung gih e! ajiahchu nanguh a sil loupi kibawlte Tura leh Sidon khua a kibawl hileh, saiippuan silh a vut khuh in a kisiihta diing uhi. 
MAT.11.22	Hizongleh ka hung hilh ahi, Vaihawm ni chiangin nanguh thuaah diing sangin Tura leh Sidon kho thuaah diing a dan a um zaw diing. 
MAT.11.23	Huleh nang Kepernaum, vaan tana tawisanga um chu, misi kho tana paihkhiah in ahi na um diing; ajiahchu nangmah a sil loupi kibawlte Sodom khua a kibawl hileh, tuni tanin a um nalai diing hi. 
MAT.11.24	Hizongleh ka hung hilh ahi, Vaihawm ni chiangin nang thuaah diing sangin Sodom kho thuaah diing chu a dan a um zaw diing hi," a chi hi. 
MAT.11.25	Huchihlaiin Jesu’n a dawng a, Aw, Pa, vaan leh lei Lalpa, nang mipil leh misiamte kawmah hi thute na iim a, naupangte kawma na phuan jiahin ka hung phat ahi. 
MAT.11.26	Ahi, Pa, huchibang chu nang ngaihin a hoih ahi.
MAT.11.27	Ka pa’n sil zousiah ka kawmah ahung pekheta hi; huleh, Pa lou in koima’n Tapa chu a he sih uh; huleh Tapa leh, Tapa’n a kawma a phuan nuamnate chihlouh in koima'n Pa a he sih hi. 
