MAT.1.1	Anuu nanülia na koo'uliwo'ukana Jesucristo chi nuu'uliwo'ukai David chi nuu'uliwo'ukai Abraham:
MAT.5.24	anakaja müleka püpütüle tü püsülajüinjatkat yaala sü'ütpa'a tü süpüleekat asülajaa süpüla pu'unüinjachin nünainmüin chi puwalakai süpüla pukumajiraain sukuaippa nümaa. Je süchikijee, ale'eja meechia pia süpüla asülajaa nümüin Maleiwa.
MAT.5.25+MAT.5.26	“Müleka kaainjarale pia nuulia wane puwala, acheküshi pütüjamaatüin pünüiki nümüin süpülapünaa nuluwataain wane pütchipü'ü pünainmüin suulia kojutajüin püpüleerua.
MAT.5.27	“Ji'raajüin tü nümapü'ükat Moisés namüin na jutuushinuukana sümaiwa paala, tü makat mayaa: ‘Nnojo püma'üjaain sümaa wayuu nnojotkat pu'wayuusein otta nnojoikai pu'wayuusein’. 
MAT.5.28	Otta tanüiki tayakai joolu'u jümüin, müsü mayaa: Chi eekai niirakaain sümüin wane jierü sümaa kee'ireein naa'in ama'üjirawaa sümaa, shiimüin sünain kaainjalain nia wanaa nümaa eekai nüma'üjaain sümaa wayuu nnojotkat nu'wayuusein. 
MAT.5.29	Jalia pia suulia kaainjalaa sükajee tü kasa pi'rakat. Anasüje ne'e amüloulire puulia waneesia po'u suulia pikerolüin chamüin Hadesmüin sümaa tü piamasükat po'u, chaa eemüinjachire pujutünüin eere süpülee tü ouktüsükalüirua. 
MAT.5.30	Jalia pia suulia kaainjalaa pia sükajee tü kasa paa'inrakat süka pajapü. Anasüje ne'e amüloulire puulia waneesia pajapü suulia pikerolüin chamüin Hadesmüin sümaa tü piamasükat pajapü, chaa eemüinjachire pujutünüin eere süpülee tü ouktüsükalüirua.
MAT.5.31	“Ji'raajüin tü nümapü'ükat Moisés namüin na jutuushinuukana sümaiwa paala, tü makat mayaa: ‘Müleka nücheküle wane wayuu süpüleerua nuu'ulaain suulia tü nu'wayuusekat, che'ojaasü nüshajüin wane karaloukta aapiria tü nu'wayuusekat sünain nuu'ulaainjatüin shia’. 
MAT.5.32	Otta tanüiki tayakai joolu'u jümüin, müsü mayaa: Chi eekai nuu'ulaain suulia nu'wayuuse, sümaa nnojolüin süma'üjiraasüin nümaa wane wayuu naata nuulia, ni'rala wayumüin sümüin. Süka jamüin, müleka ka'wayuusere tü jietkat süchikua, kaainjalasü. Je kasalajaneerü sümüin süma'üjaain nümaa chi jekechikai su'wayuusein. Akaajaa chi wayuu ka'wayuusekai tü jierü oo'ulaaushitkat, kaainjalashi nia'aya, je kasalajaneerü nümüin nüma'üjaain sümaa tü jierü oo'ulaaushitkat.
MAT.5.33	“Ji'raajüin tü nümapü'ükat Moisés namüin na jutuushinuukana sümaiwa paala, tü makat mayaa: ‘Müleka pümüle nümüin Maleiwa, “Pansaasü tanüiki pümüin”, anasü müleka pikeraajüle shia’. 
MAT.5.34	Otta tanüiki tayakai joolu'u jümüin, müsü mayaa: Anakaja müleka lotüle pünüiki waneepia sümüin wayuu süpüshua sünain nnojolüinjachin püküjain alawaa. Nnojo ne'e shiainjatüin pansaakat o'u pünüiki o'upalaa, maa aka su'upala tü kasa chakat iipünaa eere Maleiwa, süka chain nuluwataain Maleiwa, 
MAT.5.35	maa aka su'upala tü kasa yaakat mmalu'u, süka shiain akumajuushin nütüma Maleiwa, maa aka su'upala tü kasa chakat sulu'u Jerusalén, süka shiain nepiain na wayuu aluwataaushikana nütüma Maleiwa, 
MAT.5.36	je maa aka pükajiraa piakai saa'u laülaain pia pümüiwa. 
MAT.5.37	Müleka paa'inrüinjatüle wane kasa, ‘Aa’ meeshi ne'e pia. Je müleka nnojolüinjatüle paa'inrüin shia, ‘Nnojo’ meeshi ne'e pia. Atüjaaneena aa'u jia sünain pansaain jünüiki sükajee tia. Chi eekai nikirajüin naata suulia tüü, nia chi Kama'üraikai.
MAT.5.38	“Ji'raajüin tü nümapü'ükat Moisés namüin na jutuushinuukana sümaiwa paala, tü makat mayaa: ‘Müleka saa'innüle wane kasa mojusü pümüin, anakaja müleka paa'inrüle shia sümüin tü aa'inrakat pümüin. Maa aka chi wayuu eekai niyu'lüin so'u wane wayuu, anasü shiyu'nnüle no'u. Je maa aka chi wayuu eekai niyuutüin sai wane wayuu, anasü shiyuutünüle nai’, makat. 
MAT.5.39	Otta tanüiki tayakai joolu'u jümüin, müsü mayaa: Nnojo kee'ireein paa'in pasalawaa. Müleka süshe'etünüle pu'upünaa sütüma wane wayuu e'rülü wayumüin, anasü müleka nnojorule püchekajüin shia. Shia anaka alu'u müleka pujununtaale süpüla süshe'etünüin tü wane'e. 
MAT.5.40	Je müleka süchuntünüle pümüin wane püshe'in saa'u paainjala, anasü müleka paapaleere tü sutujunakat. 
MAT.5.41	Je müleka püta'ünnüle süpüla e'ikaa wane chisoui waneemüin kilómetro, anasü müleka pi'ikale'ere piama kilómetro. 
MAT.5.42	Je nümüin eekai che'ojaain kasa nümüin, püsülaja nümüin. Nnojo je'iyein pia nuulia.
MAT.5.43	“Ji'raajüin tü nümapü'ükat Moisés namüin na jutuushinuukana sümaiwa paala, tü makat mayaa: ‘Anashii aire jüpüla na jüpüshi judíokana. Otta na jü'ünüükana, anashii kanainre jaa'in naya’. 
MAT.5.44	Otta tanüiki tayakai joolu'u jümüin, müsü mayaa: Anashii aire jüpüla na jü'ünüükana. Je anashii juchuntüle nümüin Maleiwa naa'u na e'rüliikana wayumüin jümüin 
MAT.5.45	süpüla ji'nnaajünüinjanain sünain nüchooin jia Maleiwa chakai iipünaa, süka nüntirüin nuwarala chi ka'ikai je nü'itirüin tü juyakat sünainmüin wayuu eekai kaainjaralin je eekai anamiain. 
MAT.5.46	Müleka aire ne'e jüpüla tü wayuu aikat apüla jia, shia ne'e saa'inraka wayuu süpüshua. Mayaashiije kaainjaraliin naya, aisü napüla wayuu aikat apüla naya. 
MAT.5.47	Je müleka jüsaküle ne'e na juwalayuukana namüiwa, shia ne'e saa'inraka wayuu süpüshua. Aa'innüsü tia natüma na manoujainsaliikana. 
MAT.5.48	Otta jiakana, anasü müleka aire wayuu süpüshua jüpüla maa aka naa'in chi Maleiwakai sünain alin shia nüpüla süpüshua.
MAT.6.1	“Jalia jia suulia kee'ireejüin jaa'in ji'nnüinjanain sütüma wayuu wanaa sümaa jaa'inrüin tü kasa anasü nüchekakat Maleiwa jüpüleerua. Müleka jaa'inrüle ne'e shia su'upala wayuu süpüla ji'nnüinjanain sütüma, mawalaajuujeena jia nütüma chi Jüshikai Maleiwa chakai iipünaa.
MAT.6.2	“Wanaa sümaa jüsülajüin sümüin wayuu eekai müliain, nnojo müin aka jia naa'in na wayuukana aapitkana süka kaasha sulu'u tü ekirajüleekalüirua je sulu'u tü wopukot süchiki tü kasa anasü naa'inrakat, süka wayuuin piama o'upünaachii naya. Shiimüin tü tamakat jümüin: Mayaashiije na'waajünüin sütüma wayuu, nnojoleena a'waajünüin naya nütüma Maleiwa. 
MAT.6.3+MAT.6.4	Otta jiakana, wanaa sümaa jüsülajüin sümüin wayuu eekai müliain, jaa'inra tia sujuuna wayuu süpüshua süpüla nnojolüin sütüjaain saa'u. Nia Maleiwa chi Jüshikai atüjaaka saa'u tü kasa anasü jaa'inrakat sujuuna wayuu. Nuwalaajeena jia sükajee tia.
MAT.6.5	“Wanaa sümaa jüchuntüin nümüin Maleiwa, nnojo müin aka jia naa'in na wayuu alaayaakana. Asha'walaashii naya su'upala wayuu sulu'u tü ekirajüleekalüirua je sulu'u tü wopukot sünain achuntaa nümüin Maleiwa süka kee'ireein naa'in e'nnaa sütüma wayuu. Shiimüin tü tamakat jümüin: Mayaashiije na'waajünüin sütüma wayuu maa'ulu yaa, nnojoleena a'waajünüin naya nütüma Maleiwa mapeena.
MAT.6.6	“Otta jiakana, wanaa sümaa jaashajaain nümaa Maleiwa, jüsürülaa jipialu'umüin süpüla jüchuntüinjanain nümüin sujuuna wayuu süpüshua. Chi Jüshikai Maleiwa, nütüjaajeerü aa'u tü jaa'inrakat sujuuna wayuu je nuwalaajeena jia sünainjee tia. 
MAT.6.7	Je tü jukuaippainjatkat sünain achuntaa nümüin Maleiwa, nnojoleerü müin aka sukuaippa wayuu eekai süchuntüin sümüin tü sümaleiwaseyaasükalüirua. Kaashajaaralii ma'i naya. Aapüneerü, saa'in namüin, tü nachuntakat apüla sükajee kama'ain ma'i naya sünain achuntaa. 
MAT.6.8	Otta jukuaippa jiakana, nnojoleerü müin aka nakuaippa. Süpülapünaa jüchuntüin, nütüjaa aa'ut chi Jüshikai Maleiwa süpüshua tü che'ojaakat jümüin.
MAT.6.9	“Meena jia jüchuntapa nümüin Maleiwa:
MAT.6.9	Taata Maleiwa chakai iipünaa,
MAT.6.9	kojutshaatashi pia watüma.
MAT.6.9	Kasataalejese kojutüin pia sütüma wayuu süpüshua.
MAT.6.10	Kasataalejese püntüin maalü wa'akamüin sünain aluwatawaa.
MAT.6.10	Kee'ireesü waa'in soonooin wayuu süpüshua yaa mmalu'u sümaa pünüiki,
MAT.6.10	maa aka soonooin tü aapieekalüirua chakat iipünaa.
MAT.6.11	Anakaja müleka paapawaire wamüin weküin süpüla wane'ewai ka'i.
MAT.6.12	Anakaja motüle paa'in tü waainjalakat,
MAT.6.12	maa aka wayakana sünain motüin waa'in süma'üla eekai süma'ülapalain waya.
MAT.6.13	Je nnojo piyüülajüin waya süpüla oo'ulakünaa aa'in.
MAT.6.13	Anasüje müleka pu'tte'erüle waya nuulia chi Kama'üraikai.
MAT.6.13	Shia jüchuntiainjatka tia nümüin. 
MAT.6.14	Müleka motüle jaa'in tü saainjalakat wayuu eekai kaainjalain juulia, alatinneerü jaainjala juuliaya nütüma chi Jüshikai Maleiwa. 
MAT.6.15	Otta müleka nnojorule motüin jaa'in tü saainjalakat, nnojoleeria alatinnüin jaainjala juulia nütüma.
MAT.6.16	“Wanaa sümaa jaamajüin, nnojotsü ja'yashinjatüin sünain ju'upünaa tü aamüjaakat süpüla sütüjaainjatüin jaa'u wayuu. Shia nakuaippaka'aya na wayuu piama o'upünaachiikana tia. Shiimüin tü tamakat jümüin: Mayaashiije na'waajünüin sütüma wayuu saa'u naamajüin maa'ulu yaa, nnojoleena a'waajünüin nütüma Maleiwa mapeena. 
MAT.6.17	Otta müshi'iya jiakana, wanaa sümaa jaamajüin, anakaja müleka jüpeinajaale ju'wala sümaa ju'lojooin ju'upünaa, 
MAT.6.18	süpüla nnojolüinjatüin shiyaawatüin wayuu saa'u sünain jaamajüin. Nia chi Jüshikai Maleiwa nümüiwa atüjaaka jaa'u je nuwalaajeena jia sünainjee tia.
MAT.6.19	“Anakaja müleka nnojorule jünaajaain kasa anasü yaa mmalu'u eere she'e mma aja'ttirüinjatkat shia je eere su'luwajünüin. 
MAT.6.20	Müleka jaa'inrüle tü anasükat sümüin wayuu, naapeerü jümüin Maleiwa tü kasa anasü matüjainkat ke'ewaa, matüjainkat aja'ttaa, matüjainkat a'luwajünaa, süka nüma'anain shia Maleiwa chaa iipünaa. 
MAT.6.21	Je sükajee tia, acheküsü jülüjain jaa'in tü kasa anasü chakat iipünaa aapünüinjatkat jümüin. Nnojo jülüjain jaa'in waneepia tü kasa jünaajaakat yaa mmalu'u.
MAT.6.22	“Otta tü wo'ukot, müsü aka saa'in suwarala luusa, süka we'rüin tü kasa wapüleeruakat sütüma. Müleka anale tü wo'ukot, we'rüin tü kasakat süpüshua sütüma. 
MAT.6.23	Akaajasa mo'upa'ale waya, müsatüsü tü mmapa'akat wo'ulu'u. Akaweeria müleka ulere tü jaa'inkat, jüüjüüjeena jia sünain aa'inraa tü anaakat. Otta müleka yarüttüle jaa'in, shieerü jaa'inraka tü mojusükat, nnojoleerü jaa'inrüin tü anaakat. Otta müleka ayatüle ulein tü jaa'inkat sümaa jiyouktüin tü yarüttüsükat, jaa'inreerü tü anaakat waneepia sümüin wayuu.
MAT.6.24	“Maa aka kojuta'atüle piamashii laama nütüma chi a'yataaikai sünain alin nüpüla wane je sünain maalin nüpüla chi wane'e, meechi aka Maleiwa jütüma müleka shiale kachiiruain jaa'in tü washirüükat nuuliale'eya.
MAT.6.25	“Nnojo jüshapataain aa'in saa'u tü jiküinjatkat je tü jüsüinjatkat, katüinjatkat atüma jo'u, je saa'u tü kuluulu ja'atajatkat anainjatkat atüma jiyolojo. Tü talateetkat atüma jaa'in, nnojotsü shiain ne'e tü eküülü katüinjatkat atüma jo'u, nnojotsü shiain ne'e tü kuluulu anainjatkat atüma jiyolojo. 
MAT.6.26	Jülüja jaa'in sukuaippa tü wuchiikalüirua. Mapünajüinsat shia je manaajaalasat shia shiküin, nnojotpaja e'rüin jamü shia, süka shikinnüin nütüma chi Jüshikai Maleiwa chakai iipünaa. Jialeeka jiakana, aa'inmajünüshii waneepia nütüma Maleiwa, süka alana'aleein jia sünain kojutüin nütüma suuliale'eya tü wuchiikalüirua. 
MAT.6.27	Je tü shapawaakat aa'in, nnojoleerü kasain saapüin jümüin süpüla epijawaa.
MAT.6.28	“¿Jamüsü jüshapajaaka'a saa'u tü jüshe'injatkat? Jülüja jaa'in sukuaippa tü süsiikat tü wüitshiikat sünain anashantain ma'i tü süno'ukot. Mayaainje nnojolüin a'yataain je nnojolüin saainjüin süshe'in, 
MAT.6.29	alana'aleesia ma'i sünain anachonin shiyolojo suuliale'eya süno'u nüshe'in Salomón chi washitshaanakai sülaülashikai mma paala sümaiwa. 
MAT.6.30	¿Jamüsü nnojotka'a jünoujain sünain jaa'inmajünüin nütüma Maleiwa? Tü süsiikat, anashaatasü ma'i süno'u nütüma Maleiwa, mayaasüje julumaatüin shia sümaa sa'ajünüin mapa. Müshi'iya jiakana, aa'inmajünüshii nütüma suuliale'eya tü süsiikalüirua wüitshii.
MAT.6.31	“Je sükajee tia, nnojo jüshapajaain aa'in sünain müin jünüiki: ‘¿Kasa weküinjatka? ¿Kasa wasüinjatka? ¿Kasa wa'atüinjatka?’. 
MAT.6.32	Ashapataasü ma'i naa'in na manoujainsaliikana waneepia saa'u kasa eekai müin aka tia. Alu'ujasa jiakana, anakaja müleka nnojorule jüshapataain aa'in saa'u tia maa aka naa'in nayakana. Soto jaa'in sünain nütüjaain saa'u chi Jüshikai Maleiwa tü che'ojaakat jümüin je naa'inmajeena jia waneepia. 
MAT.6.33	Tamüshii jia wane'ewa'i jukua: Müleka keejiale jümüin niainjachin chi Maleiwakai aluwataain jaa'u sümaa kee'ireein jaa'in tü nüchekakat jüpüleerua, aapüneerü jümüin süpüshua tü che'ojaakat jümüin. 
MAT.6.34	Je sükajee tia, nnojo jüshapajaain aa'in saa'u tü alateetkat mapeena, süka wainmeerüin tü kasa jülüjüinjatkat jaa'in mapeena. Nnojotsü anain jüshapataale aa'in saa'u kasa wainma maa'ulu yaa.
MAT.7.1	“ ‘Kaainjarai nia’ anakaja nnojorule jümüin sümüin wane wayuu. Müleka jaa'inrüle tia, ‘Kaainjarai pia’ meechi chi Maleiwakai jümüin. 
MAT.7.2	Süka jamüin, müleka mamüliajule chi wayuukai jütüma, nnojoleena jia nümüliajüin Maleiwa. Je müleka jiyoujüle nia sünainjee wane wwatua ne'e naainjala, akaweenia jiakana nütüma Maleiwa ja'itasü wwatuain ne'e jaainjala.
MAT.7.3+MAT.7.4	“Jia ayoojaakana waneepia na juwalayuukana, müshii aka jia naa'in wane wayuu eekai ni'rüin yarüttüsü sulu'u no'u chi nuwalakai sünain, ‘Tawalaa, anashi tayu'rule tü yarüttüsükat sulu'ujee po'u’, sünain nümüin nümüin. Otta nnojotsü nütüjaain aa'u sünain eein wane sa'ata wunu'u sulu'u tü no'ukalia ma'i. 
MAT.7.5	Jiakana piamakana akuaippa, müleka juu'ulaale suulia kaainjalaa, juunteerü jii'iyatüin namüin na juwalayuukana sünain kaainjalain naya.
MAT.7.6	“Tü kasa anasü akatannakat süpüla saapünüinjatüin nümüin Maleiwa, nnojo jujutüin shia sümüin wane erü, süka yarüttüin tü mürütkat no'ulu'u Maleiwa. Müleka jaapüle shia sümüin, awataajeerü jünainmüin sünain sojottüin jia. Otta tü kasa anasükat, nnojo jojotüin shia'aya sümüin püülükü, süka nnojolüin shiyaawatüin saa'u sünain akataluushin nümüin Maleiwa. Sü'tküteerü aa'u ne'e.
MAT.7.7+MAT.7.8	“Anakaja müleka juchuntüle nümüin Maleiwa waneepia süka süpüshua jaa'in. Maa aka wane wayuu nuchuntüle, aapüna amüinchi. Maa aka wane wayuu mekeerüle, nünta anainrü tü nüchajaakat achiki. Maa aka wane wayuu nütaletüle miicho'u, ajutanna apüleechi.
MAT.7.9	“¿Jamüsü jukuaippa jiakana namüin jüchonnii? Maa aka nüchuntüle pümüin wane pan chi püchonkai, ¿paapeerü wane ipa nümüin? Nnojo taa. 
MAT.7.10	Jama müleka nüchuntüle wane jime, ¿paapeerü wane wüi nümüin? Nnojo taa. 
MAT.7.11	Eereje'e ne'e wayuuin kaainjaraliin jia, atüjashii jia aapaa kasa anasü namüin na jüchooinkana. Nialeeka chi Jüshikai Maleiwa chakai iipünaa, alana'aleeshia ma'i sünain anamiain jümüin. Naapeerü kasa anasü jümüin müleka jüchuntüle nümüin. 
MAT.7.12	Anasü müleka jaa'inrüle tü anasükat sümüin wayuu, maa aka jücheküin saa'inreein tü anasükat jümüin. Shia aluwataanaka anain wayuu nütüma Moisés oo'ulaka natüma na nünüikimaajanakana Maleiwa.
MAT.7.13+MAT.7.14	“Chi eekai nnojolüin nünoujain tanain, nnojoleechi ountüin ekeroloo chamüin eere nuluwataain Maleiwa. Wainmeerü wayuu mekerolüinkat süka nnojolüin nanoujain tanain. Müshii aka naya saa'in wayuu eekai süneeküin o'unaa sulu'u wopu eekai jerulüin saa'u mapüleein napüleerua. Otta na anoujashiikana tanain, nnojoleena wainmain. Müshii aka naya saa'in wayuu eekai süneeküin wopu eekai moulin ja'itasü kapüleein napüleerua. Anakaja müle aka jia naa'in na wayuu o'unakana sulu'u wopu mouisü.
MAT.7.15	“Jalia jia suulia jünoujain nanüiki na nünüikimaajanayaakana Maleiwa. Anamiayaashii naya sümaa kee'ireein naa'in namalajirüin tü jünoulakat. 
MAT.7.16	Jütüjaajeena aa'u sünain naküjain alawaa sükajee tü kasa naa'inrakat ji'rüin. Jülüja jaa'in sukuaippa wane wunu'u. Müleka shi'nnüle süchon tü wunu'ukot, atüjaaneerü aa'u kasain kachoin. Tü uuwakat, nnojotsü atpajünüin sünainjee wunu'u eekai keimsein, je tü süchonkot ‘higuera’, nnojotsü atpajünüin sünainjee wunu'u eekai eein ne'e. 
MAT.7.17+MAT.7.18	Wane wunu'u eekai shikaajünüin achoin, anasü tü süchonkot, nnojotsü kachoin eekai mekaajuuin. Otta wane wunu'u eekai mekaajuuin süchon, nnojotsü kachoin eekai shikaajünüin. 
MAT.7.19	Süpüshua tü wunu'ukolüirua eekai nnojolüin anain süchon, ashottüneerü sümaa sujutünüin so'u siki. 
MAT.7.20	Akaajaa na nünüikimaajanayaakana Maleiwa, jütüjaajeena aa'u sünain naküjüin alawaa sükajee tü kasa naa'inrakat ji'rüin.
MAT.7.21	“Mayaasüje, ‘Senyotkalee, kojutüshi pia watüma’ jümüin tamüin, müleka nnojorule jaa'inrüin tü nüchekakat jüpüleerua chi Tashikai chakai iipünaa, nnojoleena ekerotüin jia cha'aya eemüinre nuluwataain. 
MAT.7.22	Je so'uweena tü ka'i süsaleetkat o'u wayuu saainjala nütüma Maleiwa, meerü wayuu wainma tamüin: ‘Senyotkalee, ¿nnojotsü shiimüin sünain laülaain waya pütüma sünain waküjapü'üin pünüiki, sünain wayu'lapü'üin yolujaa süle'eru'ujee wayuu, je sünain waa'inrapü'üin tü kasa anasü nütüjakat apüleerua Maleiwa nümüiwa?’. 
MAT.7.23	Otta tayakai, meechi taya namüin: ‘Jia kaainjaraliikana, ¿joujanakai jia te'raajüin? Ju'una yaajee toulia’.
MAT.7.24	“Chi wayuu eekai nüntüin tanainmüin, sünain naapajüin tü tekirajakat anain, sünain naa'inrüin waneepia tü taluwataakat anain nia, ¿kasa maka aka nia? Müshi aka nia naa'in wane wayuu eekai yalayalain süpüla aainjaa miichi. Nüpotüin tü mmakat süpüleerua tü nipiakat süpüla nükumajüinjatüin shia saa'u ipa. 
MAT.7.25	Je süntapa wane juya miyo'ushaata sünainmüin tü miichikat sümaa katsüin tü jouktaikat, nnojotsü ojuttüin shia, süka ichein ma'i sükumajia. 
MAT.7.26	Akaajasa chi wayuu eekai naapajüin tü tekirajakat anain sünain nnojolin naa'inrüin tü taluwataakat anain, müshia aka nia naa'in wane wayuu eekai matüjain süpüleerua aainjaa miichi. Nükumajüin tü miichikat saa'u mma ne'e sünain nnojolin nüpotüin tü mmakat süpüleerua tü nipiakat. 
MAT.7.27	Je süntapa wane juya miyo'ushaata sünainmüin tü miichikat sümaa katsüin tü jouktaikat, ojuttüsü shia”, nümakalaka Jesús namüin.
MAT.7.28	Je kettaapa nünüiki Jesús sünain ekirajaa tü wayuukolüirua cha'aya saa'u tü namünakat, ponusü ma'i naa'in na wayuukana tü nünüikikat, 
MAT.7.29	süka shiyaawatüin saa'inyaka naa'u sünain ni'itaaushin nütüma Maleiwa süpüla ekirajaa nünüiki, süka nnojolüin müin aka naa'in na karalouktamaajanakana.
MAT.8.1	Je nüshakatapa Jesús saa'ujee tü namünakat, o'unüsü wayuu watta saalin nümaa. 
MAT.8.2	Arütkaashi nünainmüin wane wayuu mayeinshi sütüma aja'ttaa ata. Asapainyo'ukashi nia nümülatu'u Jesús sünain nüchuntüin nümüin:
MAT.8.2	—Senyotkalee, müinka pücheküle, piiyaja taya —nümakalaka chi wayuukai.
MAT.8.3	Niyurulakalaka joo nütüna Jesús nünainmüin chi ayuuishikai sünain naapaain nia.
MAT.8.3	—Tacheküin süpüleerua anainjachin pia —nümakalaka nümüin.
MAT.8.3	Anaichipa joo chi wayuukai. Nnojolüitpa aja'ttüin tü nütakat. 
MAT.8.4	Aashajaashi joo Jesús nümüin chi wayuukai nüchikua:
MAT.8.4	—Otta müshia joolu'u, nnojo püküjain sümüin wayuu püchiki sünain teiyajüin pia. Pu'una palajana eemüin chi sacerdotekai süpüla pii'iyatüinjatüin nümüin tü pütakat süpüla naapüinjatüin nümüin Maleiwa tü mürüt ouktajatkat saa'u anaichipain pia, maa aka tü nuluwataakat anain Moisés paala sümaiwa. Je sükajee tia, sütüjaajeechi aa'u pia wayuu sünain anaichipain pia süpüla sa'akainjachin pia püchikua —nümakalaka Jesús nümüin.
MAT.8.5	Je nikerolapa Jesús sulu'umüin tü pueulokat Capernaum, arütkaashi wane sülaülashi surulaat nnojoikai judíoin nünainmüin. Nüchuntakalaka kaalinyüü nümüin Jesús:
MAT.8.6	—Senyotkalee, ayuuishi chi tachepchiakai tepialu'u. Müliashi ma'i nia sütüma ouktüin nüsa'a —nümakalaka chi sülaülashikai surulaat.
MAT.8.7	Nümakalaka Jesús:
MAT.8.7	—O'uneechi joo taya pümaa teiyajaiwa nia.
MAT.8.8	Otta chi sülaülashikai surulaat, nüsouktakalaka nümüin Jesús:
MAT.8.8	—Nnojoishi kasajachin taya pümüin, saa'in tamüin. Otta müleka püküjale ne'e wane pütchi, tatüjaa aa'ut sünain aneechin chi tachepchiakai sütüma tü pümakat. 
