MAT.1.1	Yisa Masia chɔɔŋkʋʋlɩŋ saara wʋnna: die ʋ yiwo Davidi haagɩŋ ta Davidi dɩaŋ dɩ yi Abarahami haagɩŋ.
MAT.5.17	“Nɩ da keŋ yilime sɩba n keŋ dɩ n kpisi Ŋmɩŋ mɩraha aŋaŋ Ŋmɩŋ naazʋalɩba dagɩkʋ; n ka keŋ dɩ n kpisihe mɩŋ, ama n keŋye mɩŋ dɩ n saagɩha aŋaŋ wusie. 
MAT.5.18	Nɩ vaa n balɩ nɩ wusie, tɩŋgbaŋka gie aŋaŋ ŋmɩŋsikpeŋ nan tɩaŋ ga ama Ŋmɩŋ mɩraha bɩta gbaŋ kaaŋ bɩa sie a mana keŋ yi kpatɩ. 
MAT.5.19	Naa chɩaŋ ma vuodieke dɩ a keŋ a yi a chʋʋsɩ Ŋmɩŋ mɩraha kaanɩ gbaŋ ta bɩ daga ʋ chanchaalɩba die wo ʋ nan wɩarɩ kʋaŋ Ŋmɩŋ naarɩ ma, ama vuodieke dɩ dɩ mɩraha ta mɩŋŋɩ dagɩ ʋ chanchaalɩŋ die, wʋnɩŋ ʋ baaŋ nan yi vuokpɩɩŋ Ŋmɩŋ naarɩ ma. 
MAT.5.20	Dama manɩŋ n balɩ nɩ, sie nɩ tʋnvɩɩna dala a tɩaŋ mɩraha dɩdagɩrɩba aŋaŋ Farasisi
MAT.5.21	“Nɩ wʋŋya die ba balla kʋrɩŋ ma dɩ, ‘Da a keŋ a kʋʋ vuoŋ, fʋ a keŋ a kʋʋ vuoŋ ba nan chii fʋ ga naalɩaŋ a dii fʋ sarɩya.’ 
MAT.5.22	Ama lele, nɩ vaa n balɩ nɩ, vuodieke mana dɩ a keŋ jɩɩ sɩnyɩɩrɩŋ a yi vuosi (yɔrɩ yɔrɩ), ba nan dii ʋ sarɩya, sarɩya daaŋ. Vuodieke mana dɩ a keŋ a zɩa vuoŋ dɩ, ‘Fʋnɩŋ vuotɔkʋ gie’ ba nan chii fʋ ga naalɩaŋ a ga dii fʋ sarɩya. Vuodieke mana dɩaŋ dɩ keŋ a zɩa ʋ nɩmbʋa dɩ, ‘Gaamʋka gie’ nan daansɩ bie wɩa ma, ta juu boli dieke dɩ wone kpatɩ ma. 
MAT.5.23	Die wɩa vuodieke dɩ a keŋ juu Ŋmɩŋ jɩamɩŋ tigiŋ a yaala ʋ nagɩ piini a yɩ Ŋmɩŋ ta tɩɩnsɩ sɩba ʋ nɩmbʋa yaa wɩɩŋ aŋaŋ wa, 
MAT.5.24	ʋ vaa ʋ piinike dʋaŋ Ŋmɩŋ jɩamɩŋ juoku nɩŋŋa, ta yiŋŋi a ga ʋ nɩmbʋa wa jigiŋ ba wʋnsɩ wɩarɩ ta ʋ yiŋŋi a keŋ nagɩ ʋ piinike a yɩ Ŋmɩŋ.
MAT.5.25	“Fʋnɩŋ aŋaŋ vuoŋ dɩ a keŋ yaa wɩɩŋ ta gara naalɩaŋ aŋ nɩ ga wʋnsɩ, kpaŋŋɩ fʋ gbaŋ aŋ nɩ wʋnsɩ wɩarɩ nɩ yene bie sieŋ me; dɩ daa die ʋ nan yaa fʋ a ga sarɩyadiiru wo jigiŋ aŋ ʋ dɩaŋ ʋ nagɩ fʋ a yi dansarɩka vuosi dɩdaansɩrɩba nuusi me aŋ ba nagɩ fʋ yi dansarɩka sʋŋ. 
MAT.5.26	Wusie maŋ bala yɩa fʋ, kaaŋ bɩ nyɩŋ mi sie fʋ keŋ tuŋ ligire dieke mana ba bala dɩ fʋ tuŋ wo.
MAT.5.27	“Nɩ wʋŋya die ba bala ‘Da a keŋ a dʋagɩ vuoŋ hɔgʋ.’ 
MAT.5.28	Ama manɩŋ n bala nɩ lele dɩ vuodieke mana dɩ a keŋ daansɩ hɔgʋ ta yaa lɔla aŋaŋ wa ʋ yi wo hɔgʋkpana tʋʋma ʋ sʋŋ ma. 
MAT.5.29	Dɩ yiwo fʋ nuudiigiŋ chaaŋ nimbiŋ vana fʋ yi bɩaŋ, vʋarɩka taaŋ dama dɩ kpɩa fʋ wone nimbiŋ kaanɩ aŋaŋ Ŋmɩŋ dɩ baaŋ nan nagɩ fʋ nyɩŋgbanɩŋ mana a yi boli dieke dɩ wone kpisiŋ me. 
MAT.5.30	Dɩ yiwo fʋ nuudiigiŋ yinene fʋ tʋma tʋmbɩatɩ, fʋ gobike a vigi taaŋ, dama dɩ kpɩa pam fʋ baaŋ nan waarɩ fʋ nuubalɩmɩŋ aŋaŋ fʋ nyɩŋgbanɩŋ mana dɩ baaŋ nan juu boliŋ me.
MAT.5.31	“Die ba bɩ baarɩ dɩ, ‘Vuodieke mana dɩ baa ʋ zeti ʋ hɔgʋ sie ʋ yɩ wa gbanɩŋ a balɩ wa dɩ ʋ zeti wo mɩŋ.’ 
MAT.5.32	Ama lele, manɩŋ n bala nɩ dɩ vuodieke dɩ a keŋ zeti ʋ hɔgʋ ta hɔgʋ wa ka dʋaga dembisi, wʋnɩŋ ʋ yine hɔgʋ wa dɩ ga a dʋaga dembisi; ta dembiŋ dieke dɩaŋ dɩ keŋ faarɩ hɔgʋ dieke ba zetine wo gbaŋ tʋŋ wa hɔgʋkpana tʋʋma.
MAT.5.33	“Nɩ bɩ wʋŋ die ba bala a yɩ kʋrɩŋ vuosi dɩ, ‘Da a keŋ a hʋʋ aŋaŋ ŋmɩnchɩbɩsɩ ama fʋ keŋ hʋʋ a yɩ Ŋmɩŋ dɩ mʋ fʋ yi die gbaŋ gbaŋ.’ 
MAT.5.34	Ama manɩŋ n balɩ nɩ, dɩ nɩ sɩmma nɩ hʋʋ gbaŋ; da keŋ a baarɩ, ‘N hʋʋ ŋmɩŋsikpeŋ’ dama dɩ yiwo Ŋmɩŋ naarɩ jigiberisikiŋ; 
MAT.5.35	yaa fʋ hʋʋ tɩŋgbaŋka gie, dama ka yiwo Ŋmɩŋ naatala jigizielikiŋ; yaa fʋ hʋʋ Jerusalemi dama ka yiwo Nabidie Ŋmɩŋ tɩŋ. 
MAT.5.36	Da a keŋ a hʋʋ fʋ gbaŋ gbaŋ fʋ sikpeŋ gbaŋ, dama kaaŋ bɩagɩ a yi fʋ sikpeŋ zoosi kaanɩ gbaŋ bɩrɩŋ jayɩalɩŋ yaa jasɔbɩlɩŋ. 
MAT.5.37	Nɩ ko vaa aŋ nɩ ‘Wa’, yi nɩ ‘Wa’, ta nɩ ‘Aayɩ’ yi nɩ ‘Aayɩ’ dama nɩ hʋʋ jaaŋ a gʋtɩ, die nyɩŋ wa Sitaani jigiŋ.
MAT.5.38	“Nɩ wʋŋya die ba bala dɩ, ‘Vuoŋ dɩ a keŋ a vʋʋ fʋ nimbiŋ fʋ dɩaŋ fʋ vʋʋ ʋ nimbiŋ a tuŋ hamɩŋ; ta vuoŋ dɩ a keŋ a vʋʋ fʋ nyɩŋ fʋ dɩaŋ fʋ vʋʋ ʋ nyɩŋ a tuŋ hamɩŋ.’ 
MAT.5.39	Ama manɩŋ lele n balɩ nɩ, nɩ da keŋ tuŋ nɩ chanchaaŋ hamɩŋ; vuoŋ dɩ keŋ a nɩgɩ fʋ nuudiigiŋ kaamɩŋ ma fʋ yiŋŋi fʋ nuugalɩ kaamɩŋ dɩaŋ a yɩ wa aŋ ʋ nɩgɩ; 
MAT.5.40	vuoŋ dɩ keŋ nagɩ fʋ a ga naalɩaŋ me, a yaala ʋ gbatɩ fʋ jayeekibiŋ, fʋ nagɩ fʋ jayeekikpeŋkpɩɩŋ a gʋtɩ wa. 
MAT.5.41	Vuoŋ dɩ a keŋ a mugisi fʋ dɩ fʋ chii ʋ chiiti chʋŋ mali balɩmɩŋ fʋ chii a chʋŋ malisi ale. 
MAT.5.42	Vuodieke mana dɩ a keŋ a jʋʋsɩ fʋ jaaŋ fʋ yɩ wa ta da a keŋ a mʋŋ wa, vuodieke mana dɩ yaalala ʋ paŋŋɩ jaaŋ fʋ jigiŋ fʋ paŋŋɩ wa da keŋ mʋŋ wa.
MAT.5.43	“Die nɩ wʋŋya ba bala dɩ, ‘Nɩ yaalɩma nɩ zʋalɩŋ, ta hama nɩ dataasɩ.’ 
MAT.5.44	Ama manɩŋ lele n bala nɩ dɩ, nɩ chome nɩ dataasɩ wɩa ta jʋʋsɩma Ŋmɩŋ a yɩma vuodiekemba dɩ mugisinene nɩ, 
MAT.5.45	aŋ die vaa nɩ seŋ yi tɩ Chɔɔŋ dieke dɩ benne arɩzanna ma ballɩ, dama ʋ yinene ŋmɩŋ dɩ pɔsa a yɩa vuobɩatɩ aŋaŋ vuovɩɩna mana ta bɩ vasa nɩɩŋ dɩ nɩa a yɩa vuodiekemba dɩ yinene vɩɩnɩŋ aŋaŋ vuodiekemba dɩ yinene bɩaŋ. 
MAT.5.46	Dama fʋ yaala vuodiekemba dɩ yaalala fʋ nyɩɩna, bie nyʋarɩ fʋ baaŋ fʋ ye a nyɩŋ Ŋmɩŋ jigiŋ? Daa die gbaŋ gbaŋ vuobɩatɩ die dɩ yie? 
MAT.5.47	Ta fʋ a keŋ waasa fʋ zʋalɩŋ nyɩɩna ma bie wʋvɩɩna fʋ yie a tɩaŋ fʋ chanchaalɩba? Daa die vuodiekemba dɩ kana a ka dɩ Ŋmɩŋ mɩraha dɩ yie? 
MAT.5.48	Die wɩa nɩ bemme vɩɩnɩŋ sɩba nɩ Chɔɔŋ Nabidie Ŋmɩŋ dɩ benne die wo arɩzanna ma.
MAT.6.1	“Nɩ da keŋ suŋŋi zɔɔlɩntieliŋ dɩ vuosi ye nɩ, dama nɩ keŋ a yi die nɩ kaaŋ ye nyʋarɩ a nyɩŋ nɩ Chɔɔŋ Ŋmɩŋ dɩ benne arɩzanna ma jigiŋ.
MAT.6.2	“Die wɩa, fʋ keŋ yaala fʋ nagɩ piini a yɩ zɔɔlɩntieŋ, da keŋ mʋʋlɩ ka sɩba gɩgaantɩba dɩ ŋaana yie die wo Ŋmɩŋ jɩamɩŋ juone me aŋaŋ tɩgɩsɩ sʋŋ dɩ vuota ye ba tʋnvɩɩna ta bɩrɩ ba wa. Wusie maŋ bala nɩ, ba wɔŋ ye ba nyʋarɩ mana mɩŋ, 
MAT.6.3	ama fʋ a keŋ yɩ zɔɔlɩntieŋ piini da keŋ vaa fʋ zʋa vɩɩnɩŋ gbaŋ sɩmma ka wɩa. 
MAT.6.4	Amʋ ka yi wʋlɔbɩrɩkɩŋ ta fʋ Chɔɔŋ Ŋmɩŋ vuodieke dɩ yesinene lɔbɩrɩŋ ma nan tuŋ fʋ ((yeŋ me.))
MAT.6.5	“Fʋ keŋ yaala fʋ jʋʋsɩ Ŋmɩŋ, da a keŋ a yi sɩba gɩgaantɩba dɩ yinene die wo, dama banɩŋ ba cho dɩ ba zie Ŋmɩŋ jɩamɩŋ juone me aŋaŋ siekpara ma tɩka sʋŋ a jʋʋsɩma Ŋmɩŋ dɩ vuosi ye be. Wusie maŋ bala nɩ ba wɔŋ ye ba tune mana mɩŋ. 
MAT.6.6	Ama fʋ keŋ a baa fʋ jʋʋsɩ Ŋmɩŋ, juu fʋ juoŋ me ta ligi sanʋarɩ, ta jʋʋsɩ fʋ chɔɔŋ Ŋmɩŋ vuodieke dɩ benne lɔbɩrɩŋ ma, aŋ fʋ Chɔɔŋ wa Ŋmɩŋ dɩ yene wudieke fʋ yine lɔbɩrɩŋ ma wa tuŋ fʋ ((yeŋ me.))
MAT.6.7	“Fʋ a keŋ jʋʋsa Ŋmɩŋ da keŋ jʋʋsɩma aŋaŋ wʋbalɩkɩ wagɩtɩ sɩba vuodiekemba dɩ jɩannana bugile; banɩŋ ba yile sɩba ba keŋ jʋʋsɩ aŋaŋ wʋbalɩkɩ wagɩtɩ ba bugilehe nan wʋŋ ba. 
MAT.6.8	Nɩ da keŋ a sɩɩ sɩba banɩŋ, dama nɩ chɔɔŋ Ŋmɩŋ wɔŋ sɩba jadieke nɩ yaalala ta nɩ ye ka jʋʋsɩ wa.
MAT.6.9	“Naa wana mʋ nɩ jʋʋsɩ Ŋmɩŋ:
MAT.6.9	‘Tɩ chɔɔŋ dieke dɩ benne arɩzanna ma:
MAT.6.9	Vaa aŋ ba bɩrɩ fʋ saaŋ kasɩka;
MAT.6.10	Vaa aŋ fʋ naarɩ keŋ;
MAT.6.10	vaa fʋ dʋŋŋʋ yi tɩŋgbaŋka gie me sɩba ka sɩna die arɩzanna ma wa
MAT.6.11	Yɩ tɩ jinne nyindiike dieke tɩ yaalala.
MAT.6.12	Nagɩ tɩ hamɩŋ a chaa tɩ,
MAT.6.12	sɩba tɩ nagɩna vuodiekemba dɩ tʋnna tɩ tʋmbɩatɩ a chaa ba wa.
MAT.6.13	Da a keŋ vaa tɩ juu magɩsɩ dieke dɩ hagɩrɩna ma,
MAT.6.13	ama ta vʋarɩ tɩ a nyɩŋ wʋbɩaŋ
MAT.6.14	“Nɩ keŋ nagɩ nɩ chanchaalɩŋ wʋbɩatɩ a chaa ba, nɩ Chɔɔŋ dieke dɩ benne arɩzanna ma dɩaŋ nan nagɩ nɩ tʋmbɩatɩ a chaa nɩ. 
MAT.6.15	Ama nɩ ka nagɩ nɩ chanchaalɩŋ wʋbɩatɩ a chaa ba, die nɩŋ nɩ Chɔɔŋ dɩaŋ kaaŋ nagɩ nɩ wʋbɩatɩ a chaa nɩ.
MAT.6.16	“Ta fʋ a keŋ a bɔbɩ nʋaŋ dɩaŋ, da keŋ chʋʋsɩ fʋ nine chaaŋ sɩba gɩgaantɩba dɩ yine die wo, dama banɩŋ ba chʋʋsɩ wa ba nine chaaŋ dɩ vuoŋ mana ye sɩba ba bɔbɩ wa nʋaŋ. Wusie maŋ bala nɩ ba wɔŋ ye wo ba nyʋarɩ. 
MAT.6.17	Fʋ a keŋ a bɔbɩ nʋaŋ fʋ nɩɩtɩ fʋ nine chaaŋ ta chasɩ fʋ sikpeŋ zoosi, 
MAT.6.18	amʋ vuosi kaaŋ mɩŋŋɩ a baarɩ bɔba nʋaŋ, ntaala fʋ Chʋa Ŋmɩŋ nyɩɩna ma, vuodieke dɩ benne lɔbɩrɩŋ ma sɩmma. Amʋ fʋ Chʋa Ŋmɩŋ dieke dɩ yesinene jadieke fʋ yinene lɔbɩrɩŋ ma a yɩa wa nan tuŋ fʋ ((yeŋ me.))
MAT.6.19	“Da keŋ a yaalɩma nyinti a lɔbɩrɩma tɩŋgbaŋka gie me, jigidieke nyɩnyʋgɩka aŋaŋ tʋgɩŋ dɩ baaŋ nan chʋʋsɩha; ta gaarɩŋ dɩ baaŋ nan bɩagɩ awɩ a juu a gaarɩ. 
MAT.6.20	Ama lɔbɩrɩma fʋ nyinti arɩzanna ma, jigidieke nyɩnyʋgɩka aŋaŋ tʋgɩŋ dɩ kana ka bɩagɩ chʋʋsaha; ta gaarɩŋ dɩ ka bɩagɩ awɩa a juu a gaara; 
MAT.6.21	jigidieke fʋ nyinti dɩ benne, mi fʋ sʋŋ dɩaŋ dɩ beri.
MAT.6.22	“Fʋ nine yine fʋ nyɩŋgbanɩŋ popoli. Die wɩa fʋ nine dɩ keŋ vɩɩna, fʋ nyɩŋgbanɩŋ mana nan suuli aŋaŋ chaanɩŋ; 
MAT.6.23	ama fʋ nine dɩ keŋ a ka vɩɩna, fʋ nyɩŋgbanɩŋ mana nan dɩ bie lɩmɩŋ ma. Die wɩa chaaŋ dieke dɩ benne fʋ ma ma dɩ keŋ yi lɩmɩŋ, lɩmɩŋkʋ nan dɩ dala pam.
MAT.6.24	“Vuobalɩmɩŋ kaaŋ bɩagɩ a jɩama naalɩŋ bale. Ʋ nan haa wʋnyɩ ta chome wʋnyɩ, yaa ʋ nan yɩ wʋnyɩ jɩlɩma ta wʋnyɩ ʋ nine kaaŋ dɩ suuli. Vuoŋ kaaŋ bɩagɩ a jɩama Ŋmɩŋ aŋaŋ ligire.
MAT.6.25	“Naa chɩaŋ ma wɩa maŋ bala nɩ da vaa ka mugisi nɩ aŋaŋ jadieke nɩ baaŋ nan dii aŋaŋ nɩ baaŋ nan nyuu a bemme nɩ miivoli me; nɩ da bɩ vaa dɩ mugisi nɩ, nɩ nyɩŋgbanɩŋ dɩ baaŋ nan yeegi jadieke. Mɩsɩ ka tɩaŋ nyindiike? Ta nyɩŋgbanɩŋ ka tɩaŋ nyiŋyeeke? 
MAT.6.26	Nɩ daansɩ a ye nembisi dɩ yʋgɩnana; a ka bʋra; a ka bɩ gobe ta nagɩ yie napooti me, ama nɩ Chɔɔŋ dieke dɩ benne arɩzanna ma wa daansɩnana ha. Nɩ ka yaa nyʋarɩ a tɩaŋ nembisi? 
MAT.6.27	Nɩ jabɩa baaŋ nan bɩagɩ a gʋtɩ ʋ gbaŋ ʋ miivoli bɩta ʋ wuyilimugisike wɩa.
MAT.6.28	“Bɩa yine nɩ mugisi nɩ gbaŋ yaa gamma nyiŋyeeke wɩa? Nɩ daansɩ a ye tɩɩwute aŋaŋ ka vɩɩnɩŋ: ama a ka tʋma a yaala ka wute. 
MAT.6.29	Ama n balɩ nɩ, halɩ naaŋ Solomoni aŋaŋ ʋ nyiŋyeeki vɩɩna mana die ka yeegi jayeekiŋ ka vɩɩna a tʋgɩ tɩɩwutehe gie. 
MAT.6.30	Ŋmɩŋ yinene huuti dɩ vɩɩna, nyindieke dɩ benne jinne ta soriŋ ba jʋʋ ha a taaŋ wa, ʋ kaaŋ wa a faasɩ yeegi nɩ nyiŋyeeke? Ʋ kaaŋ bɩagɩ a yeegi nɩ? Nɩnɩŋ vuodiekemba yada dɩ kana a ka dala!
MAT.6.31	“Die wɩa nɩ da vaa dɩ mugisi nɩ ta yilime, ‘Bɩa tɩ nan dii?’ Yaa ‘Bɩa tɩ nan nyuu?’ Yaa ‘Bɩa tɩ nan yeegi?’ 
MAT.6.32	Vuodieke dɩ kana ka sɩba Ŋmɩŋ ŋaana chɩga a yaala nyinti gie mana, ama nɩ Chɔɔŋ Ŋmɩŋ dieke dɩ benne arɩzanna ma sɩba a baarɩ dɩ nɩ yaalaha mɩŋ. 
MAT.6.33	Ama nɩ woliŋ yaalɩma Ŋmɩŋ naarɩ aŋaŋ wudieke Ŋmɩŋ dɩ yaalala wɩa ta ʋ nan nagɩ nyindiekemba nɩ yaalɩnana mana a yɩ nɩ. 
MAT.6.34	Die wɩa da keŋ vaa soriŋ wɩa mugisi nɩ dama soriŋ nan dɩ yallɩ ka gbaŋ gbaŋ mugisikiŋ. Daaŋ mana yaa ka wumugisi dieke dɩ mʋgɩsɩna ka mɩŋ.
MAT.7.1	“Nɩ da keŋ a dii nɩ chanchaalɩŋ sarɩya, amʋ Ŋmɩŋ dɩaŋ da keŋ dii nɩ sarɩya, 
MAT.7.2	dama nɩ dine nɩ chanchaalɩŋ sarɩyaha die wo, die gbaŋ gbaŋ Ŋmɩŋ dɩ nan dii nɩ sarɩya; ta nɩ magɩsɩna die a yɩa nɩ chanchaalɩŋ die gbaŋ gbaŋ Ŋmɩŋ dɩaŋ dɩ nan magɩsɩ a yɩ nɩ.
MAT.7.3	“Bɩa yine fʋ daansa yese mɩnchɩɩbɩŋ dieke dɩ benne fʋ chanchaaŋ nimbiŋ me, ta a ka yese dakʋʋlɩ dieke dɩ benne fʋ gbaŋ gbaŋ fʋ nimbiŋ me? 
MAT.7.4	Baa fʋ yiwo lalɩa a balɩ a yɩ fʋ nɩmbʋa, ‘Ko vaa n vʋarɩ mɩnchɩɩbɩŋ dieke dɩ benne fʋ nimbiŋ me’ ta daaŋ dakʋʋlɩ dieke dɩ benne fʋ gbaŋ gbaŋ fʋ nimbiŋ me wɩa? 
MAT.7.5	Fʋnɩŋ gɩgaantʋ wa gie, woliŋ a vʋarɩ dakʋʋlɩ dieke dɩ benne fʋ ninehe me wo amʋ fʋ mɩŋŋɩ a yesime vɩɩnɩŋ a vʋarɩ mɩnchɩɩbɩŋ dieke dɩ benne fʋ nɩmbʋa wa nimbiŋ me wo.
MAT.7.6	“Da nagɩ jadieke dɩ yine Ŋmɩŋ tʋaŋ a yɩ gbaasɩ, dama a baa a yiŋŋi a dʋŋ fʋ mɩŋ; da keŋ a nagɩ jadieke dɩ yalla nyʋarɩ a yɩ perukusi, dama a nan tɩbɩtɩbɩha aŋaŋ tantɩ.
MAT.7.7	“Nɩ jʋʋsɩma Ŋmɩŋ, ta ʋ nan nagɩ a yɩ nɩ; nɩ daansɩma ta nɩ nan ye; nɩ kpaasɩma gbɩabɩkʋ ta ʋ nan yuori a yɩ nɩ. 
MAT.7.8	Dama vuodieke mana dɩ jʋʋsɩnana Ŋmɩŋ tuose mɩŋ; ta vuodieke dɩaŋ mana dɩ yaalɩnana yese mɩŋ; vuodieke dɩaŋ dɩ kpaasɩnana gbɩabɩkʋ ka yuore a yɩa wa mɩŋ. 
MAT.7.9	Nɩnɩŋ chʋalɩba, nɩ mɩnɩa ʋ bʋa dɩ nan jʋʋsɩ wa nyindiike aŋ ʋ nagɩ taŋ a yɩ wa? 
MAT.7.10	Yaa nɩ mɩnɩa ʋ bʋa nan jʋʋsɩ wa zaasɩŋ aŋ ʋ nagɩ javʋʋkɩŋ a yɩ wa? 
MAT.7.11	Ta dɩɩ yi nɩnɩŋ vuobɩatɩ gie dɩ sɩba nɩ nagɩ nyɩnvɩɩna a yɩ nɩ ballɩ, die nɩŋ nɩ Chɔɔŋ Ŋmɩŋ dieke dɩ benne arɩzanna ma nan faasɩ yɩ vuodieke mana dɩ jʋʋsɩ wa nyɩnvɩɩna.
MAT.7.12	“Yime fʋ chanchaalɩŋ wudieke fʋ baaŋ nan dɩ yaala ba yime a yɩma fʋ; dama Ŋmɩŋ mɩraha aŋaŋ Ŋmɩŋ naazʋalɩba dagɩkʋ dɩ dagɩna die wonde.
MAT.7.13	“Nɩ jume sanʋabike dama sanʋa dieke dɩ gana a ga a juu boli dieke dɩ wone kpatɩ ma wa tɩɩlɩ mɩŋ, ta ka sieŋ dɩ bɩ vɩɩna aŋaŋ chɔnɩŋ; ta vuosi pam dɩ daagɩ mi juo. 
MAT.7.14	Ama miivoli sanʋakʋ yiwo jabɩŋ, ta ka sieku dɩaŋ dɩ tʋa aŋaŋ chɔnɩŋ; ta vuosi bɩta juunene mi.
MAT.7.15	“Nɩ sɩmma ŋmɩnchɩbɩsɩ naazʋalɩba wɩa, ba kieŋ nɩ jigiŋ sɩba yiise, ama ba yiwo haaŋgbaasɩ wusie. 
MAT.7.16	Ba tʋʋma nan yi nɩ sɩmma ba; ba yese jɩa haŋgɔɔsɩ me a kpaa? Yaa kɩnkama ngbere jigiŋ a kpaa? 
MAT.7.17	Tɩɩvɩɩna mana nyɩna nyɩŋnyɩŋka vɩɩna, ama tɩɩ dieke dɩ wone nyʋarɩ mana ŋaaŋ nyɩŋ wa nyɩŋnyɩŋkɩbɩatɩ. 
MAT.7.18	Tɩɩvɩɩnɩŋ kaaŋ nyɩŋ nyɩŋnyɩŋkɩbɩatɩ; ta tɩɩ dieke dɩ wone nyʋarɩ dɩaŋ kaaŋ nyɩŋ nyɩŋnyɩŋkɩvɩɩna. 
MAT.7.19	Tɩɩ dieke mana dɩaŋ dɩ kana a ka nyɩna nyɩŋnyɩŋkɩvɩɩna ba nan chɩaka a taaŋ boliŋ me. 
MAT.7.20	Naa chɩaŋ ma nɩ nan dɩ sɩba ŋmɩnchɩbɩsɩ naazʋalɩba ba tʋʋma ma.
MAT.7.21	“Da vuodieke mana dɩ wasɩnana mɩŋ, ‘N Yɔmʋtieŋ, N Yɔmʋtieŋ’, balla ʋ juu arɩzanna naarɩ ma, sie vuodiekemba nyɩɩna dɩ yinene n Chʋa Ŋmɩŋ dieke dɩ benne arɩzanna ma wa choti. 
MAT.7.22	Sarɩya diile daarɩ dɩ keŋ tʋgɩ, daadaaŋ pam nan ballɩ a yɩ mɩŋ, ‘N Yɔmʋtieŋ, N Yɔmʋtieŋ, die fʋ saaŋ ma tɩ balla Ŋmɩŋ wɩa, die fʋ saaŋ ma die tɩ yaga jɩmbɩatɩtɩ vuosi ma, die fʋ saaŋ ma die tɩ yie mamachi tʋʋma.’ 
MAT.7.23	Saŋka mi n nan yiŋŋi balɩ ba, ‘N ka sɩba nɩ, nɩnɩŋ tʋntʋmbɩatɩ vuosi gie, nɩ gamma!’
MAT.7.24	“Naa chɩaŋ ma vuodieke mana dɩ wʋnna manɩŋ n wɩaha gie ta dɩɩsaha nɩasɩ wa dembiyɩantieŋ dieke dɩ mɩna ʋ tigiŋ a zieŋ taŋ sikpeŋ me wo. 
MAT.7.25	Nɩɩŋ die dɩ paalɩ a nɩɩ, mʋga dɩ kpaa, ta bʋlɔgɩsɩŋ die dɩ faasɩ a nɩgɩ tigiri, ama tigiri die ka nanya, dama die ka zene taŋ ma wa chɩaŋ wɩa. 
MAT.7.26	Ama vuodieke mana dɩ wʋnnana manɩŋ n wɩaha gie ta ka dɩɩsaha nɩasɩ wa dembigaamʋ dieke dɩ mɩna ʋ tigiŋ a zieŋ tambʋsɩŋ sikpeku. 
MAT.7.27	Nɩɩŋ die dɩ paalɩ a nɩɩ, mʋga dɩ kpaa, ta bʋlɔgɩsɩŋ die dɩ paalɩ nɩgɩ tigiri, tigiri die dɩ nan a ŋmʋʋrɩ!”
MAT.7.28	Die Yisa die dɩ balɩna wɩaha gie a kpatɩ, die dɩ yi daadamba mamachi aŋaŋ ʋ dagɩkʋ, 
MAT.7.29	dama die ʋ dagɩ sɩba vuodieke dɩ yalla yiko, ta ka dagɩ ba sɩba mɩraha dɩdagɩrɩba die dɩ dagɩnana die wo.
MAT.8.1	Yisa die dɩ nyɩna kunkogiri me a keŋ sʋʋŋ, daadaŋ pam die dɩ dɩ wa. 
MAT.8.2	Womi gamɩŋ wʋnyɩ die dɩ keŋ a gbigiri ʋ nɩŋŋa a baarɩ, “N Yɔmʋtieŋ, fʋ yaala nan bɩagɩ a gbaaŋ mɩŋ.”
MAT.8.3	Yisa die dɩ tɩɩntɩ ʋ nuuŋ a gbɩ daa wa ta balɩ dɩ, “N saagɩya, fʋ gamɩŋ kpatɩya mɩŋ!” Lele womi ta daa wa dɩ ye alaafɩa. 
MAT.8.4	Yisa die dɩ balɩ a yɩ wa, “Wʋmma, sɩmma fʋ keŋ a balɩ vuoŋ wɩaha gie. Ama gamma a ga nagɩ fʋ gbaŋ a dagɩ Ŋmɩŋ kɩkaabɩtʋ wa a vaa ʋ jɩɩŋ fʋ aŋ fʋ kaabɩ kaabɩ dieke Mosisi die dɩ balla dɩ nɩ kaabɩ wa amʋ vuoŋ mana sɩmma a baarɩ ye alaafɩa mɩŋ.”
MAT.8.5	Die Yisa die dɩ gana a ga juu Kapenɔmi, die Romanisi
MAT.8.6	“Jakʋʋŋ, n tʋntʋntʋ wʋnyɩ paalɩna a yʋagɩ; ʋ nyɩŋgbanɩŋ mana dɩ kpi, ta ʋ die wahala pam, ta dʋa juoŋ me.”
MAT.8.7	Yisa die dɩ balɩ wa, “N nan ga a ga gbaaŋ wa.”
MAT.8.8	Die ʋ yiŋŋi a balɩ, “Aayɩ, n Yɔmʋtieŋ, n ka tʋgɩ vuodieke fʋ mʋna fʋ keŋ n tigiŋ, ama fʋnɩŋ ko yɩ nʋaŋ aŋ ʋ ye alaafɩa. 
MAT.8.9	Dama manɩŋ n gbaŋ n yaa wa n nyɩŋkʋra, ta yallɩ sojasi ba dɩɩ n kʋaŋ. N ŋaaŋ balɩ a yɩ geŋ wo, ‘Gamma’ aŋ ʋ ga, ta balɩ a yɩ geŋ wo ‘Kiere’ aŋ ʋ keŋ; ta bɩ vaa n yɔmʋ yi wudieke n yaalala.”
