MAT.1.1	Rodovnik Jezusa Kristusa, Davidovega sina, Abrahamovega sina.
MAT.9.6	Ampak da boste vedeli, da ima Sin človekov oblast na zemlji odpuščati grehe,« reče tedaj hromemu: »Vstani, vzemi svoja nosila in pojdi domov!« 
MAT.9.7	Vstal je in šel domov. 
MAT.9.8	Ko so množice to videle, so se zbale in hvalile Boga, da je dal ljudem takšno oblast.
MAT.9.9	Ko je Jezus šel od tam, je zagledal moža, Mateja po imenu, ki je sedèl pri mitnici. Rekel mu je: »Hôdi za menoj!« Vstal je in šel za njim. 
MAT.9.10	Medtem ko je bil v hiši pri mizi, je prišlo precéj cestninarjev in grešnikov in so jedli z Jezusom in njegovimi učenci. 
MAT.9.11	Farizeji so to opazili in govorili učencem: »Zakaj vaš učitelj jé s cestninarji in grešniki?« 
MAT.9.12	On pa je to slišal in rekel: »Ne potrebujejo zdravnika zdravi, ampak bolni. 
MAT.9.13	Pojdite in se poučite, kaj pomenijo besede: 
MAT.9.14	Tedaj stopijo k njemu Janezovi učenci in ga vprašajo: »Zakaj se mi in farizeji toliko postimo, tvoji učenci pa ne?« 
MAT.9.15	Jezus jim odgovori: »Ali morejo svatje žalovati, dokler je ženin med njimi? Pridejo pa dnevi, ko jim bo ženin vzet in takrat se bodo postili. 
MAT.9.16	Nihče ne prišije krpe iz neudelanega blaga na staro obleko. Našiv namreč obleko trga, da nastane še večja luknja. 
MAT.9.17	Novega vina tudi ne vlivajo v stare mehove, sicer mehovi počijo in vino se razlije, mehovi pa uničijo. Novo vino vlivajo v nove mehove in se oboje ohrani.«
MAT.9.18	Medtem ko jim je to govoril, je prišel neki predstojnik shodnice. Poklonil se mu je do tal in rekel: »Moja hči je pravkar umrla, vendar pridi, položi roko nanjo in bo oživela.« 
MAT.9.19	Jezus je vstal, šel z njim in učenci so ga spremljali. 
MAT.9.20	Tedaj se je od zadaj približala žena, ki je dvanajst let krvavela, in se dotaknila roba njegove obleke. 
MAT.9.21	Mislila si je namreč: »Če se le dotaknem njegove obleke, bom ozdravela.« 
MAT.9.22	Jezus pa se je obrnil, jo pogledal in rekel: »Zaupaj, hči, tvoja vera te je rešila.« In žena je bila zdrava od tiste ure. 
MAT.9.23	Ko je Jezus prišel v predstojnikovo hišo in videl piskače in razburjeno množico, je rekel: 
MAT.9.24	»Umaknite se, saj deklica ni umrla, ampak spi.« Oni pa so se mu posmehovali. 
MAT.9.25	Ko so odstranili množico, je vstopil. Prijel je deklico za roko in je vstala. 
MAT.9.26	Glas o tem pa je šel po vsem tistem kraju.
MAT.9.27	Ko je Jezus odhajal od tam, sta šla za njim dva slepa in vpila: »Davidov sin, usmili se naju!« 
MAT.9.28	Ko je stopil v hišo, sta slepa prišla k njemu. Jezus ju vpraša: »Ali verujeta, da morem to storiti?« »Dà, Gospod,« mu odvrneta. 
MAT.9.29	Tedaj se je dotaknil njunih oči in rekel: »Zgôdi se vama po vajini veri!« 
MAT.9.30	In oči so se jima odprle. Jezus jima je potlej strogo naročil: »Glejta, da nihče ne zve!« 
MAT.9.31	Ko pa sta odšla, sta pripovedovala o njem po vsej tisti deželi.
MAT.9.32	Ko sta odhajala, so privedli k njemu nemega človeka, ki je bil obseden. 
MAT.9.33	Izgnal je hudega duha in mutec je spregovoril. Množice so se čudile in govorile: »Nikoli se kaj takega ni videlo v Izraelu.« 
MAT.9.34	Farizeji pa so govorili: »S poglavarjem hudih duhov izganja hude duhove.«
MAT.9.35	Jezus je obhodil vsa mesta in vasi. Učil je po njihovih shodnicah in oznanjal blagovest kraljestva. Ozdravljal je vsako bolezen in slabost. 
MAT.9.36	Ko je videl množice, so se mu zasmilile, ker so bile izmučene in razkropljene kakor ovce brez pastirja. 
MAT.9.37	Tedaj je rekel svojim učencem: »Žetev je velika, delavcev pa malo. 
MAT.9.38	Prosíte torej Gospoda žetve, naj pošlje delavcev na svojo žetev.«
MAT.10.1	Poklical je k sebi svojih dvanajst učencev in jim dal oblast nad nečistimi duhovi, da bi jih izganjali in ozdravljali vsako bolezen in slabost. 
MAT.10.2	Imena dvanajsterih apostolov pa so: prvi Simon, ki se imenuje Peter, in njegov brat Andrej; Jakob, Zebedéjev sin, in njegov brat Janez; 
MAT.10.3	Filip in Bartolomej; Tomaž in cestninar Matej; Jakob, Alféjev sin, in Tadej; 
MAT.10.4	Simon Kananáj in Juda Iškarijót, ki ga je pa izdal.
MAT.10.5	Teh dvanajst učencev je Jezus poslal in jim naročil: »K poganom ne hodíte in v samaríjska mesta ne vstopajte! 
MAT.10.6	Pojdite rajši k izgubljenim ovcam Izraelove hiše. 
MAT.10.7	Spotoma pa oznanjajte: ‘Nebeško kraljestvo je blizu.’ 
MAT.10.8	Bolnike ozdravljajte, mrtve obujajte, gobave očiščujte, hude duhove izganjajte. Zastonj ste prejeli, zastonj dajajte. 
MAT.10.9	Ne oskrbujte se ne z zlatim ne s srebrnim ne z bakrenim denarjem v pasovih, 
MAT.10.10	ne s popotno torbo, dvema suknjama, čevlji in palico, kajti delavec je vreden svoje hrane. 
MAT.10.11	V katerokoli mesto ali vas pridete, pozvedite, kdo je tam vreden, in tam ostanite, dokler ne odpotujete. 
MAT.10.12	Ko stopite v hišo, jo pozdravite. 
MAT.10.13	Če bo hiša tega vredna, naj pride nadnjo vaš mir, če pa ne bo vredna, naj se vaš mir povrne k vam. 
MAT.10.14	Če vas kdo ne sprejme in vaših besed ne posluša, pojdite iz tiste hiše ali iz tistega mesta in si prah otresite z nog. 
MAT.10.15	Resnično vam povem: laže bo na sodni dan sódomski in gomórski deželi kakor tistemu mestu.«
MAT.10.16	»Glejte, pošiljam vas kakor ovce med volkove. Bodite torej previdni kakor kače in preprosti kakor golobje. 
MAT.10.17	Varujte pa se ljudi, ker vas bodo izdajali sodiščem in bičali po svojih shodnicah. 
MAT.10.18	Pred oblastnike in kralje vas bodo vlačili zaradi mene, da boste pričevali pred njimi in pogani. 
MAT.10.19	Kadar vas izročijo, si ne delajte skrbi, kako in kaj bi govorili, kajti dano vam bo tisto uro, kaj morate govoriti. 
MAT.10.20	Ne boste namreč vi govorili, temveč Duh vašega Očeta bo govoril po vas. 
MAT.10.21	Izdajal pa bo v smrt brat brata in oče sina. Otroci bodo vstajali zoper starše in jih izročali v smrt. 
MAT.10.22	Vsi vas bodo sovražili zaradi mojega imena; toda kdor bo vztrajal do konca, bo rešen. 
MAT.10.23	Kadar vas bodo preganjali v enem mestu, bežite v drugo. Resnično vam povem: ne boste obhodili Izraelovih mest, dokler ne pride Sin človekov.
MAT.10.24	Učenec ni nad učiteljem in služabnik ne nad svojim gospodarjem. 
MAT.10.25	Učencu zadošča, da postane kakor njegov učitelj, in služabniku, da postane kakor njegov gospodar. Če so hišnega gospodarja imenovali Bélcebuba, koliko bolj bodo njegove domače.«
MAT.10.26	»Ne bojte se jih torej! Nič ni skrito, kar se ne bi razodelo, in tajno, kar se ne bi zvedelo. 
MAT.10.27	Kar vam pravim v temi, povejte pri belem dnevu; in kar slišite na uho, oznanjajte na strehah. 
MAT.10.28	Ne bojte se tistih, ki umorijo telo, duše pa ne morejo umoriti. Bojte se rajši tistega, ki more dušo in telo pogubiti v pekel! 
MAT.10.29	Ali ne prodajajo dveh vrabcev za majhen denar? Pa vendar niti eden od njiju ne pade na zemljo brez volje vašega Očeta. 
MAT.10.30	Vam so pa celó lasje na glavi prešteti. 
MAT.10.31	Ne bojte se torej! Več kakor veliko vrabcev ste vredni vi.«
MAT.10.32	»Vsakega torej, ki bo mene priznal pred ljudmi, bom tudi jaz priznal pred svojim Očetom, ki je v nebesih. 
MAT.10.33	Kdor bo pa mene zatajil pred ljudmi, ga bom tudi jaz zatajil pred svojim Očetom, ki je v nebesih.«
MAT.10.34	»Ne mislite, da sem prišel zato, da prinesem na zemljo mir; nisem prišel, da prinesem mir, ampak meč. 
MAT.10.35	Prišel sem, da ločim
MAT.10.36	in 
MAT.10.37	Kdor ima očeta ali mater rajši kakor mene, ni mene vreden; in kdor ima rajši sina ali hčer kakor mene, ni mene vreden. 
MAT.10.38	Kdor ne sprejme svojega križa in ne hodi za menoj, ni mene vreden. 
MAT.10.39	Kdor najde svoje življenje, ga bo izgubil, in kdor izgubi svoje življenje zaradi mene, ga bo našel.«
MAT.10.40	»Kdor vas sprejme, mene sprejme; in kdor mene sprejme, sprejme tistega, ki me je poslal. 
MAT.10.41	Kdor sprejme preroka, ker je prerok, bo dobil plačilo preroka; in kdor sprejme pravičnega zato, ker je pravičen, bo dobil plačilo pravičnega. 
MAT.10.42	Kdor dá piti samó kozarec hladne vode enemu izmed teh malih zato, ker je moj učenec, resnično vam povem, ne bo ob svoje plačilo.«
MAT.11.1	Ko je Jezus končal naročila svojim dvanajsterim učencem, je šel od tam naprej učit in oznanjat po njihovih mestih.
MAT.11.2	Ko je Janez v ječi slišal o Kristusovih delih, ga je vprašal po svojih učencih, ki jih je poslal k njemu: 
MAT.11.3	»Ali si ti, ki mora priti, ali naj čakamo drugega?« 
MAT.11.4	Jezus jim je odgovoril: »Pojdite in sporočite Janezu, kar slišite in vidite: 
MAT.11.5	slepi spregledujejo, hromi hodijo, gobavi se očiščujejo, gluhi slišijo, mrtvi vstajajo, ubogim se oznanja evangelij; 
MAT.11.6	in blagor tistemu, ki se ne spotika nad menoj.« 
MAT.11.7	Ko so ti odšli, je Jezus začel množicam govoriti o Janezu: »Kaj ste šli gledat v puščavo? Trst, ki ga veter maje? 
MAT.11.8	Ali kaj ste šli gledat? Človeka, mehko oblečenega? Tisti, ki se mehko oblačijo, živijo vendar v kraljevskih hišah. 
MAT.11.9	Ali kaj ste šli gledat? Preroka? Dà, povem vam: več kakor preroka. 
MAT.11.10	On je tisti, o katerem je pisano:
MAT.11.11	Resnično vam povem: med rojenimi od žená ni večjega od Janeza Krstnika, in vendar je najmanjši v nebeškem kraljestvu večji od njega. 
MAT.11.12	Od dni Janeza Krstnika do zdaj si nebeško kraljestvo s silo utira pot in samo močni ga osvajajo. 
MAT.11.13	Postava in vsi preroki do Janeza so napovedovali prihodnje reči; 
MAT.11.14	on pa je, če hočete priznati, Elíja, ki mora priti. 
MAT.11.15	Kdor ima ušesa, naj posluša. 
MAT.11.16	Komu naj primerjam ta rod? Podoben je otrokom, ki posedajo po trgih in 
MAT.11.17	kličejo drug drugemu:
MAT.11.17	‘Piskali smo vam, pa niste plesali;
MAT.11.17	peli smo žalostinko, pa se niste jokali.’
MAT.11.18	Prišel je Janez, ki ni jedel in ne pil, pa pravijo: ‘Hudega duha ima.’ 
MAT.11.19	Prišel je Sin človekov, ki jé in pije, pa pravijo: ‘Poglej no, požrešnež je in pijanec, prijatelj cestninarjev in grešnikov;’ in vendar se je modrost potrdila v svojih delih.«
MAT.11.20	Tedaj je začel grajati mesta, v katerih se je zgodilo največ njegovih čudežev, ker se niso spreobrnila: 
MAT.11.21	»Gorje ti, Horazín! Gorje ti, Betsájda! Če bi se bili v Tiru in Sídonu zgodili čudeži, ki so se zgodili v vama, bi se že zdavnaj spreobrnila v raševini in pepelu. 
MAT.11.22	Toda povem vama: Tiru in Sídonu bo na sodni dan laže kakor vama.
MAT.11.23	In ti, Kafarnáum!
MAT.11.23	Se boš mar do neba povzdignil?
MAT.11.23	Do pekla se boš pogreznil!
MAT.11.23	Če bi se bili v Sódomi zgodili čudeži, ki so se zgodili v tebi, bi še danes stala. 
MAT.11.24	Toda povem vam: sódomski deželi bo na sodni dan laže kakor tebi.«
MAT.11.25	Tedaj je Jezus rekel: »Slavim te, Oče, Gospod nebes in zemlje, da si to prikril modrim in bistrim, razodel pa malim. 
MAT.11.26	Dà, Oče, tako ti je bilo všeč. 
MAT.11.27	Vse mi je izročil moj Oče in nihče ne pozna Sina kakor le Oče, in nihče ne pozna Očeta kakor le Sin, in komur hoče Sin razodeti. 
MAT.11.28	Pridite k meni vsi, ki ste utrujeni in obteženi, in jaz vas bom poživil. 
MAT.11.29	Sprejmite moj jarem nase in učite se od mene, ker sem krotak in iz srca ponižen, in našli boste spokojnost svojim dušam; 
MAT.11.30	kajti moj jarem je znosen in moje breme lahko.«
MAT.12.1	V tistem času je šel Jezus v soboto skozi žitna polja. Njegovi učenci so postali lačni. Začeli so smukati klasje in jesti zrnje. 
MAT.12.2	Ko so farizeji to videli, so mu rekli: »Poglej, tvoji učenci počno, kar ni dovoljeno v soboto.« 
MAT.12.3	On pa jim je rekel: »Ali niste brali, kaj je storil David, ko je postal lačen sam in tisti, ki so bili z njim? 
MAT.12.4	Kako je stopil v božjo hišo in so jedli daritveni kruh, ki ga ni bilo dovoljeno jesti njemu in njegovim spremljevalcem, ampak samo duhovnikom. 
MAT.12.5	Mar niste brali v postavi, da duhovniki ob sobotah v templju prelamljajo sobotni počitek in so brez krivde? 
MAT.12.6	Toda povem vam: več kot tempelj je tukaj. 
MAT.12.7	Če bi vedeli, kaj pomeni: 
MAT.12.8	Sin človekov je namreč gospodar sobote.«
MAT.12.9	Šel je od tam in prispel v njihovo shodnico. 
MAT.12.10	Tam pa je bil človek, ki je imel suho roko, in da bi Jezusa lahko zatožili, so ga vprašali: »Ali se sme v soboto zdraviti?« 
MAT.12.11	On pa jim je odgovoril: »Kdo izmed vas, ki bi imel eno samo ovco in bi mu v soboto padla v jamo, bi je ne prijel in izvlekel? 
MAT.12.12	Koliko več je vendar človek kot ovca. Torej se sme v soboto dobro delati.« 
MAT.12.13	Tedaj reče možu: »Stegni roko!« Stegnil jo je in bila je zdrava kakor druga. 
MAT.12.14	Farizeji pa so šli ven in se posvetovali zoper njega, kako bi ga pogubili.
MAT.12.15	Ko je Jezus to zvedel, se je umaknil od tam. Veliko jih je šlo za njim in je vse ozdravil. 
MAT.12.16	Zapovedal pa jim je, naj ga ne razglašajo, 
MAT.12.17	da se je spolnilo, kar je bilo rečeno po preroku Izaiju:
MAT.12.22	Tedaj so mu privedli obsedenca, ki je bil slep in nem. Ozdravil ga je, tako da je mutec govoril in videl. 
MAT.12.23	Vse množice so strmele in govorile: »Kaj če ni to Davidov sin?« 
MAT.12.24	Farizeji pa so slišali in dejali: »Ta ne izganja hudih duhov drugače kot z Bélcebubom, poglavarjem hudih duhov.« 
MAT.12.25	Ker je poznal njihove misli, jim je rekel: »Vsako kraljestvo, ki se razdeli zoper sebe, se opustoši in nobeno mesto ali hiša, ki je v sebi razdvojena, ne bo obstala. 
MAT.12.26	Če torej satan izganja satana, je v sebi razdeljen, kako bo potem obstalo njegovo kraljestvo? 
MAT.12.27	In če jaz z Bélcebubom izganjam hude duhove, s čigavo močjo jih izganjajo vaši somišljeniki? Zato bodo oni vaši sodniki. 
MAT.12.28	Če pa jaz z božjim Duhom izganjam hude duhove, je res k vam prišlo božje kraljestvo. 
MAT.12.29	Ali: kako more kdo vdreti v hišo močnega in mu odnesti opremo, če prej močnega ne zveže? Šele potem bo lahko oplenil njegovo hišo. 
MAT.12.30	Kdor ni z menoj, je zoper mene; in kdor z menoj ne zbira, raztresa. 
MAT.12.31	Zato vam pravim: vsak greh in bogokletje bosta ljudem odpuščena, samo kletev zoper Duha ne bo odpuščena. 
MAT.12.32	Tudi če kdo kaj reče zoper Sina človekovega, mu bo odpuščeno, če pa kdo reče besedo zoper Svetega Duha, mu ne bo odpuščeno ne na tem svetu ne v prihodnjem.«
MAT.12.33	»Recimo, da je drevo dobro, potem je tudi sad dober. Ali recimo, da je drevo slabo, potem je tudi sad slab. Drevo namreč spoznamo po sadu. 
MAT.12.34	Gadja zalega! Kako morete govoriti dobro, če ste hudobni? Kajti česar je polno srce, to usta govore. 
MAT.12.35	Dober človek prinaša iz dobrega zaklada dobro, hudoben človek pa iz hudobnega zaklada húdo. 
MAT.12.36	Povem vam pa: za vsako prazno besedo, ki jo ljudje izgovorijo, bodo dajali odgovor na sodni dan. 
MAT.12.37	Po svojih besedah boš namreč opravičen in po svojih besedah boš obsojen.«
MAT.12.38	Tedaj so se nekateri izmed pismoukov in farizejev začeli pogovarjati z njim in so rekli: »Učitelj, radi bi videli znamenje od tebe.« 
MAT.12.39	On pa jim je odgovoril: »Hudobni in Bogu nezvesti rod zahteva znamenje, toda ne bo mu dano drugo znamenje kakor znamenje preroka Jona. 
MAT.12.40	Kakor 
MAT.12.41	Ninivljáni bodo vstali na sodni dan skupaj s tem rodom in ga obsodili, ker so se spreobrnili na Jonovo pridigo; védite pa: več kakor Jona je tukaj. 
MAT.12.42	Kraljica z Juga bo na sodni dan vstala skupaj s tem rodom in ga obsodila, kajti prišla je s konca sveta, da bi slišala Sálomonovo modrost; védite pa: več kakor Sálomon je tukaj.«
MAT.12.43	»Kadar nečisti duh odide iz človeka, blodi po suhih krajih in išče pokoja, pa ga ne najde. 
MAT.12.44	Tedaj pravi: ‘Vrnil se bom v svojo hišo, iz katere sem odšel.’ Ko pride, jo najde prazno, pometeno in urejeno. 
MAT.12.45	Tedaj gre in si privzame sedem drugih duhov, hujših od sebe, in vstopijo vanjo ter v njej prebivajo. Končno bo s takim človekom huje, kot je bilo prej. Tako bo tudi s tem hudobnim rodom.«
MAT.12.46	Medtem ko je še govoril množicam, so stali zunaj njegova mati in njegovi bratje; radi bi bili govorili z njim. 
MAT.12.47	Nekdo mu je rekel: »Tvoja mati in tvoji bratje stoje zunaj in bi radi govorili s teboj.« 
MAT.12.48	On pa je rekel temu, ki mu je to povedal: »Kdo je moja mati in kdo so moji bratje?« 
MAT.12.49	Nato je pokazal na svoje učence in rekel: »To so moja mati in moji bratje. 
MAT.12.50	Kdorkoli namreč spolni voljo mojega Očeta, ki je v nebesih, mi je brat in sestra in mati.«
MAT.13.1	Tisti dan je šel Jezus iz hiše in sédel kraj jezera. 
MAT.13.2	Pri njem so se zbrale velike množice, tako da je moral stopiti v čoln. Usedel se je, vsa množica pa je stala na obrežju. 
MAT.13.3	Takrat jim je veliko povedal v prilikah. Dejal je: »Sejavec je šel sejat. 
MAT.13.4	Ko je sejal, je nekaj semena padlo kraj pota. Priletele so ptice in ga pozobale. 
MAT.13.5	Drugo je padlo na kamnita tla, kjer ni imelo veliko prsti. Hitro je pognalo, ker ni imelo globoke zemlje. 
MAT.13.6	Ko pa je sonce vzšlo, je ovenelo, in ker ni imelo korenine, se je posušilo. 
MAT.13.7	Drugo je padlo med trnje in trnje je zraslo ter ga zadušilo. 
MAT.13.8	Drugo je padlo na dobro zemljo in dajalo sad: eno stoternega, drugo šestdeseternega in spet drugo trideseternega. 
MAT.13.9	Kdor ima ušesa, naj posluša!«
MAT.13.10	Tedaj so pristopili učenci in ga vprašali: »Zakaj jim govoriš v prilikah?« 
MAT.13.11	Odgovoril jim je: »Vam je dano razumeti skrivnosti nebeškega kraljestva, njim pa ni dano. 
MAT.13.12	Kdor ima, se mu bo dalo in bo imel obilo; kdor pa nima, se mu bo vzelo še tisto, kar ima. 
MAT.13.13	Zato jim govorim v prilikah, ker gledajo, pa ne vidijo; poslušajo, pa ne slišijo in ne razumejo. 
MAT.13.14	Tako se spolnjuje nad njimi Izaijeva prerokba:
MAT.13.16	Srečne pa vaše oči, ker vidijo, in vaša ušesa, ker slišijo! 
MAT.13.17	Zakaj resnično vam povem: veliko prerokov in pravičnih je želelo videti, kar gledate vi, pa niso videli; in slišati, kar poslušate vi, pa niso slišali.«
MAT.13.18	»Vi torej poslušajte pomen prilike o sejavcu. 
MAT.13.19	K vsakemu, ki posluša besedo o kraljestvu in je ne razume, pride hudobni duh in mu ugrabi, kar je vsejano v njegovo srce. To je seme, ki je vsejano kraj pota. 
MAT.13.20	Katero je vsejano na kamnita tla, je tisti, ki besedo posluša in jo takoj z veseljem sprejme, 
MAT.13.21	nima pa v sebi korenine in je nestanoviten. Ko nastane zaradi besede stiska ali preganjanje, takoj klone. 
MAT.13.22	Katero je vsejano med trnje, je tisti, ki besedo posluša, toda posvetne skrbi in zapeljivost bogastva mu zadušijo besedo in ostane brez sadu. 
MAT.13.23	Katero pa je vsejano v dobro zemljo, je tisti, ki besedo posluša in jo tudi razume. Ta seveda obrodi in daje sad: eden stoternega, drugi šestdeseternega in spet drugi trideseternega.«
MAT.13.24	Dodal jim je še drugo priliko: »Nebeško kraljestvo je podobno človeku, ki je posejal dobro seme na svoji njivi. 
MAT.13.25	Medtem ko so ljudje spali, je prišel njegov sovražnik, zasejal ljuljko med pšenico in odšel. 
MAT.13.26	Ko je setev zrasla in šla v klasje, se je pokazala tudi ljuljka. 
MAT.13.27	Tedaj so prišli hlapci h gospodarju in mu rekli: ‘Gospod, ali nisi vsejal dobrega semena na svoji njivi? Odkod torej ljuljka?’ 
MAT.13.28	Odgovoril jim je: ‘Sovražen človek je to storil.’ Hlapci pa so rekli: ‘Hočeš torej, da gremo in jo poberemo?’ 
MAT.13.29	‘Nikakor,’ je dejal, ‘da morda pobiraje ljuljko ne izrujete z njo vred tudi pšenice. 
MAT.13.30	Pustite, naj oboje skupaj raste do žetve. Ob žetvi pa porečem žanjcem: Poberite najprej ljuljko in jo povežite v snope, da jo sežgemo; pšenico pa spravite v mojo žitnico.’«
MAT.13.31	Še drugo priliko jim je navedel: »Nebeško kraljestvo je podobno gorčičnemu zrnu, ki ga je človek vzel in vsejal na svoji njivi. 
