MAT.1.1	Knige rodstva Jezuš Kristuša, siná Dávidovoga, siná Abrahámovoga. 
MAT.8.11	Velím pa vám: kâ vnôgi od sunčenoga zhoda prído, i doli si sédejo z Abrahámom, i z Ižakom, ino z Jákobom, vu Králevstvi Nebeskom. 
MAT.8.12	Sinovje etoga Králevstva se pa vö vržejo na vünêšnjo kmico: tam bode jôkanje i zobno škripanje. 
MAT.8.13	I erkao je Jezuš tomi stotniki: idi i, liki si vervao, tak ti bojdi. I ozdravo je sluga njegov vu onoj vöri.
MAT.8.14	I gda bi prišao Jezuš vi Petrovo hižo, vido je punico njegovo ležéčo vu tréšliki. 
MAT.8.15	I dotekno se je nje rôke, i nihála jo je tréšlika: i gori je stánola, i slüžila njim je. 
MAT.8.16	Gda bi pa večér grátao, prinesli so njemivragometne vnôge; i vö je vrgao te dühé li z rečjom, i vse, ki so se hüdô meli, je zvráčo. 
MAT.8.17	Da bi se spunilo, ka je povêdano po Ežaiáši proroki govoréčem: on je nemočnosti naše na sé vzéo, i betege naše je on noso.
MAT.8.18	Gda bi pa Jezuš vido vnogo lüdstva okoli sébe, zapovedao je vučeníkom idti prêk môrja. 
MAT.8.19	I pristôpivši eden pisáč erkao njemi je: vučitel! nasledüvao te bodem, kamakoli boš šô. 
MAT.8.20	I velí njemi Jezuš: lisice lüknje májo, i ftice nebeske gnêzda; Sin človeči pa nêma, gde bi si glávô nagno. 
MAT.8.21	Drügi njemi je pa z vučeníkov njegovi erkao: Gospodne, dopüsti mi prvle nazá domô idti, i pokopati očo mojega. 
MAT.8.22	Jezuš njemi je pa erkao: nasledüj mené, i niháj tim mrtvim pokápati svoje mrtve.
MAT.8.23	I gda bi on stôpo vu ládjo, nasle üvali so ga vučenícke njegovi. 
MAT.8.24	I ovo veliko zburkanje je postanolo vu môrji tak, da bi se ládja pokrivala od válovja; on je pa spáo. 
MAT.8.25	I pristôpivši vučenicke njegovi, obüdili so ga, govoréči: Gospodne, zdrži nás, pogíbamo. 
MAT.8.26	I velí njim: ka se bojíte? maloverci! Teda gori stanovši poprêto se je vötrom i môrji: i včinjeno je veliko ftišanje. 
MAT.8.27	Lüdjé so pa čüdivali govoréči: kákši je ete, kâ so njemi i vötrovje i môrje pokorni?
MAT.8.28	I gda bi prêk prišao vu Gergezenušov držélo, pribêžala sta k njemi dvá vragometna, z grobov vö idôča, besna jáko, tak, da je nišče nêmogao hoditi po pôti onoj. 
MAT.8.29	I ovo kríčala sta govoréča: ka je nám z tebom Jezuš, Sin Boži? prišao si pred cajtom mantrati nás? 
MAT.8.30	Bio je pa daleč od njih eden veliki šereg svinj, štere so se tam pasle. 
MAT.8.31	Ti vrazjé so ga pa prosili govoréči: či nás vö vržeš; dopüsti nám idti v te šereg svinj. 
MAT.8.32	I erkao njim je: idte. Oni pa vö idôči, šli so vu te šereg svinj. I ovo gnao se je ves šereg ti svinj na skakô vu môrje, i zginole so vu vodáj. 
MAT.8.33	Šteri so je pa pasli, odbêžali so; i pridôči v mesto, oznanili so vsa, i od ti vragometni. 
MAT.8.34	I ovo vse mesto je vöšlo pred Jezuša, i geto so ga vidili, prosili so ga, naj odide ž njihoví krajin.
MAT.9.1	I stôpo je Jezuš vu ládjo, prêk se je pelao, i prišao je vu lastivno mesto. 
MAT.9.2	I ovo prinesli so njemi ednoga žlakom vdárjenoga na posteli ležéčega. I gda bi vido Jezuš njih vero, erkao je tomi žlakom vdárjenomi: vüpaj se sinek; odpüščeni so tebi tvoji grêhi. 
MAT.9.3	I ovo, ništeri z pisáčov erkli so vu sebi: ete preklinja. 
MAT.9.4	I vido je Jezuš misli njihove; i erkao je: zakâ mislite ví hüda vu Srcáj vaši? 
MAT.9.5	Ár ka je leži povedati: odpüščeni so tebi grêhi; ali erčti: stani gori i hodi? 
MAT.9.6	Naj pa znáte: kâ oblást má Sin Človeči na zemli odpüščávati grêhe, (teda je erkao tomi žlakom vdárjenomi:) stani, vzemi tvojo postelo, ino idi v hižo tvojo. 
MAT.9.7	I stanovši odišao je v hižo svojo. 
MAT.9.8	Gda bi pa tô lüdstvo vidilo, čüdivalo se je, i dičili so Bogá, ki je tákšo oblást dáo lüdém.
MAT.9.9	I kraj idôči Jezuš odnut, vido je ednoga človeka sedéčega na máuti po iméni Mátaja, i velí njemi: nasledüj me. I gori stanovši nasledüvao ga je. 
MAT.9.10	I zgôdilo se je, gda bi on sedo pri stoli vu hiži: i ovo, vnôgi publikánuške i grêšnicke pridôči, seli so si k stoli z Jezušom i z vučeníkmi njegovimi. 
MAT.9.11	I gda bi vidili farizeuške, erkli so vučeníkom njegovim: Zakâ jej vaš Vučitel z publikánušmi, i z grêšnikmi? 
MAT.9.12	Jezuš pa slišavši erkao njim je: ne potrebüjo ti zdravi vráča; nego ti betéžni. 
MAT.9.13	Idôči pa včite se, ka je eto: smilenost ščém, i nej áldov. Ár sem nej prišao zvát te pravične: nego grêšnike na pokôro.
MAT.9.14	Teda so prišli k njemi vučenícke Ivana krstitela govoréči: zakâ se mi, i Farizeuške dosta postimo, vučenícke tvoji se pa ne postijo? 
MAT.9.15	I erkao njim je Jezuš: jeli se morejo sinovje ženidve žalostiti, dokeč je žnjimi ženin? Prido pa dnévi, gda se od njih vzeme ženin: i teda se bodo postili. 
MAT.9.16	Nišče pa ne meče nôvoga süknja záplato na stári gvant: ár se doli ftrgne tákša záplata od njegovoga gvanta, i hüša déra se zgodí. 
MAT.9.17	Niti ne vlêvajo nôvo víno vu stáro posôdo: nači se raspráščijo te stáre posôde, i víno se vö vlijé i posôde se pogübíjo: nego nôvo víno vu nôvo posôdo vlêvajo, i obôje se zdrží.
MAT.9.18	Gda bi pa on eta njim gúčao: ovo eden poglavník pridôči molo ga je govoréči: Čí moja je zdâ mrla; ali hodi položi rokô tvojo na njô, i zivêla bode. 
MAT.9.19	I stanovši Jezuš nasledüvao ga je, i vučenícke njegovi. 
MAT.9.20	(I ovo edna žena v krvávom otôki bodôča dvanájset lêt pridôča odzajâ doteknola se je krajinegvanta njegovoga. 
MAT.9.21	Ár je pravila v sebi: či se li doteknem gvanta njegovoga, tak ozdrávim. 
MAT.9.22	Jezuš se pa nazâ obrné, i vidôči njô erkao jí: vüpaj se čí moja; Vera tvoja te je zvráčila. I ozdrávila je ta žena od one vöre.) 
MAT.9.23	I pridôči Jezuš vu hižo toga poglavnika, vido je žvegláre i lüdstvo smečeno. 
MAT.9.24	Velí njim: odstôpte; âr je nej mrla ta deklíčka, nego spí. I smejáli so se ž njega. 
MAT.9.25	Gda bi pa vö vrženo bilô to lüdstvo, notri idôči prijao jo je za rokô; i gori je stánola ta deklíčka. 
MAT.9.26	I vö je razišao té glás po vsoj onoj zemli.
MAT.9.27	I idôči odnut Jezuš, nasledüvala sta ga dvá slepca, kričéča i govoréča: smilüj se nad nama sin Dávidov. 
MAT.9.28	Gda bi pa šô vu hižo, pristôpila sta k njemi tiva slepca, i erčé njima Jezuš: jeli verjeta, kâ morem tô včiniti? velíta njemi: kak pa Gospodne verjeva. 
MAT.9.29	Teda se je dotekno ôči njidva govoréči: pôleg váj vere bojdi vama. 
MAT.9.30	I odprle so se njima oči. I jàko njima je zapovedao Jezuš govoréči: vidita, da nišče ne zvê. 
MAT.9.31	Onedva pa vöidôča, razglásila sta ga po vsoj onoj zemli. 
MAT.9.32	Gda bi pa onedva vö odíšla, ovo prinesli so njemi ednoga človeka nêmoga vragometnoga. 
MAT.9.33	I gda bi vö vrgao vragá, gučao je te nêmi. I čüdivalo se je lüdstvo govoréče: ka se je nigdár nej tak šcüdno delo skázalo v Izraeli. 
MAT.9.34	Farizeuške so pa pravili: vu vrajžem poglavníki meče vö vragé. 
MAT.9.35	I okôli hodéči Jezuš po vsê mêstaj i vsê vesnicaj vučéči vu správiščaj njíhovi i predgajôči Evangeliom Králevstva, i vráčo je vsáki beteg, i vsáko medlovnost med lüdstvom.
MAT.9.36	Vidôči pa to lüdstvo, smilüvao se je nad njim. Ár so razpüščeni, i razegnani bilí, liki ovcé, štere nêmaja pastéra. 
MAT.9.37	Teda velí vučeníkom svojim: zétve je dosta, ali delavcov je malo. 
MAT.9.38	Proste záto Gospodna te žétve; naj pošle vö delavce vu žétvo svojo.
MAT.10.1	I k sebi prizvavši ti dvanájset vučeníkov svoji, dáo njim je oblást nad nečístimi dühi; da bi je vö metali, i vráčili vsáki beteg, i vsáko medlovnost. 
MAT.10.2	Ti dvanájset Apoštolov iména so pa eta: prvi je Šimon, kí se zové Peter, i Andráš brat njegov; Jakub sin Zebedeušov, ino Jánoš brat njegov. 
MAT.10.3	Filip, i Brtalan; Tomáš i Mátaj publikánuš; Jakub sin Alfeušov, i Lebbeuš po iméni Taddeuš. 
MAT.10.4	Šimon Kananinski i Judáš Iškarioteš, šteri ga je i ôdao. 
MAT.10.5	Eti dvanájset je poslao Jezuš zapovedavši njim govoréči: na pôt poganov neidite, i v mesto Šamaritánušov neidite. 
MAT.10.6	Nego bole idite k tim pogüblenim ovcám hiže Izraelske. 
MAT.10.7	Idôči pa predgajte govoréči: kâ se je priblížalo Králevstvo Nebesko. 
MAT.10.8	Nemočne vráčte, gobave očiščávajte mrtve zbüdjávajte, vragé zgánjajte; zobstom ste vzéli, zobstom dájte. 
MAT.10.9	Ne správlajte na ládanje zláta, niti srebra, niti meda, vu mošnjé vaše. 
MAT.10.10	Ni turbe na pôt si ne vzemte, ni dvê süknji, niti obüteli, niti palice; ár je vrêden delavec hráne svoje. 
MAT.10.11	V šterokoli mesto pa, ali vés, bodete notri šli; spitávajte, što v njê vrêden; i tam ostante, dokeč vö idete. 
MAT.10.12	Idôči pa v hižo, poklonte se ji. 
MAT.10.13	I či bode hiža ona vrêdna, ostáne mér vaš nad njôv; či pa nebode vrêdna, mér vaš se nazâ povrné na vás. 
MAT.10.14	I kíkoli ne príme vás, niti ne poslühne rečí vaše; vö idôči z hiže, ali z mesta onoga, doli stepte prâh nôg vaši. 
MAT.10.15	Zaistino velím vam: leži bode Šodomskoj i Gomorskoj zemli na sôdnji dén, liki mesti onomi.
MAT.10.16	Ovo jas vás pošilam, liki ovcé na srêdo med vuké. Bojdite záto spametni liki kače, i prôsti liki golôbje. 
MAT.10.17	Varte se pa od lüdi. Ár vás dájo vu sôdnice i vu správiščaj svoji bodo vás bičüvali. 
MAT.10.18	I pred poglavníke ešče i krále pelani bodete za mojo volo na svedôstvo njim ino poganom. 
MAT.10.19	Gda pa vás tá dájo: ne skrbte se, kakda, i ka bodte gúčali. Ár se vám dá vu onoj vöri: ka bodte gúčali. 
MAT.10.20	Ár nebodete ví gučali: nego Düh Očé vašega bode gučao vu vami. 
MAT.10.21	Dá pa brat brata na smrt, i oča siná; i prôti stáno sinovje roditelom svojim, i vmoríjo je. 
MAT.10.22	I bodete odürni vsêm za mojega iména volo. Ki pa do konca ostáne, té se zveliča. 
MAT.10.23	Gda bodo pa vás preganjali vu mesti etom, bêžte v drügo. Ár zaístino velí vám: ne skončate mêsta Izraelska, dokeč príde Sin človeči. 
MAT.10.24	Nej je vučeník više vučitela, niti sluga više gospôda svojega. 
MAT.10.25	Zadosta je vučeníki: naj je, liki vučitel njegov: i sluga, liki gospôd njegov. Či so gospodára Beelzebula zváli; od koga bole dománje njegove? 
MAT.10.26	Ne bojte se záto njíh. Ár je nika nej tak skritoga, štero bi se vö nej nazvêstilo: i skrovnoga, štero bi se vö ne zvedilo. 
MAT.10.27	Ka vám velim vu kmici, tô ví pravte vu svetlosti: i ka vu vühô čüjete; prêdgajte na hížnom pokrívi. 
MAT.10.28	I ne bojte se od tisti, šteri morejo vmoriti têlo, düše pa nemorejo vmoriti; bojte se pa bole toga, šteri more i düšo i têlo pogübiti vu ognji peklénskom. 
MAT.10.29	Nêli dvá vrábca za eden žukavec odávajo; i eden ž njih ne spádne na zemlo brezi vôle Očé vašega? 
MAT.10.30	Vaši pa i vlaské na glávi so vsi zračunani. 
MAT.10.31	Záto se ne bojte; od vnôgi vrábcov ste dragši ví. 
MAT.10.32	Vsáki záto, šterikoli bode me vadlüvao pred lüdmi, vadlüvao bom ga i jas pred Očom mojim, ki je vu Nebésaj. 
MAT.10.33	Šterikoli pa zataji mené pred lüdmi, zatajim ga i jas pred Očom mojim, ki je vu Nebésaj. 
MAT.10.34	Ne štimajte, ka bi prišao mér dávat na zemlo; nej sem prišao mér dávat, nego meč. 
MAT.10.35	Ár sem prišao odločávat človeka, tô je, siná prôti oči svojemi, i čér prôti materi svojoj, i sneho prôti svekrvi svojoj. 
MAT.10.36	I nepriátelje človeka bodo ti dománji njegovi. 
MAT.10.37	Šteri lübi očo, ali mater, bole, liki mené; nej je mené vrêden; i šteri lübi siná, ali čér, bole, liki mené; nê je mené vrêden. 
MAT.10.38	I šteri ne vzeme gori kríža svojega, i ne nasledüje me odzajaj; nê je mené vrêden. 
MAT.10.39	Šteri nájde düšo svojo, zgübíjo; i šteri zgübí düšo svojo za mojo volo, nájde jo. 
MAT.10.40	Šteri vás gori vzeme, mené vzeme gori; i šteri mené gori vzeme, té gori vzeme tistoga, ki je mené poslao. 
MAT.10.41	Šteri gori vzeme proroka vu iméni proroka, nájem proroka vzeme; i šteri gori vzeme pravičnoga vu iméni pravičnoga, nájem pravičnoga vzeme. 
MAT.10.42	I šterikoli dá piti ednomi z eti máli li eden pehár mrzle vodé vu iméni vučeníka, zaístino velim vám: nezgübi nájem svoj.
MAT.11.1	I zgôdilo se je, gda bi skončao Jezuš zapovedávati tim dvanájset vučeníkom svojim, šô je odnut včit i predgat vu njíh mêstaj. 
MAT.11.2	Ivan pa slíšavši vu vôzi dela Kristušova, poslao je dvá z vučeníkov svoji. 
MAT.11.3	Erkao njemi je: tí si te pridôči, ali pa drügoga mámo čakati? 
MAT.11.4	I odgovoréči Jezuš, erčé njima: Idôča nazvêstita Ivani, štera čüjeta i vídita. 
MAT.11.5	Slêpi preglédávajo, i plantavi hodijo, gobavci se očiščávajo, i glühi čüjejo, mrtvi se obüdjávajo, i siromákom se Evangeliom nazviščáva. 
MAT.11.6	I bláženi, ki se v meni ne spáči.
MAT.11.7	Gda bi pa têva odíšla; záčao je Jezuš praviti tomi lüdstvi od Ivana: ka ste vö šli glédat vu püščávo? Jeli trst od vötra gibajôčo. 
MAT.11.8	Ali ka ste vö šli glédat? Jeli človeka v mêhkom gvánti oblečenoga? ovo ki mêhko odetel nosijo, vu králevski hižaj so. 
MAT.11.9	Ali ka ste vöšli glédat? Proroka? zaistino velím vàm i vékšega od proroka. 
MAT.11.10	Ár je té, od šteroga je písano; ovo, jas pošlem angela mojega pred lícom tvojim, šteri pripráví pôt tvojo pred tebom. 
MAT.11.11	Zaistino velím vám: neje pobüdjeni med narodjenimi od žén vékši od Ivana krstitela. Kí je pa te náj ménši v Králevstvi Nebeskom; vékši je od njega. 
MAT.11.12	Od dnévov pa Ivana krstitela do sê dôb Králevstvo Nebesko silo trpí; i ti silni je vneséjo. 
MAT.11.13	Ár vsi prorocke i právda so do Ivana proroküvali. 
MAT.11.14	I či ščéte gori vzéti: on je ov Eliáš; kí je meo prídti. 
MAT.11.15	Šteri má vüha na poslüšanje; naj poslüša.
MAT.11.16	Komi pa prispodobim národ ete? Prispodobni je k deci na pláci sedéčoj, i kričéčoj tivárišom svojim. 
MAT.11.17	I erkôčoj: žveglárili smo vám, i nej ste plésali; dresélne pesmi smo vám spêvali, i nej ste se jôkali. 
MAT.11.18	Ár je prišao Ivan krstitel nej je jo, ní pio; i právijo: vragá má. 
MAT.11.19	Prišao je Sin človeči, jej i pijé; i právijo: ovo, človik požirávec, i vinopivec, publikánušov i grêšnikov priátel. I spravičala se je modrôst od odtrôk svoji. 
MAT.11.20	Teda je záčao na ôči metati tistim mêstam, v šteri je náj več čüd njegovi včinjeno; kâ so se nej povrnola. 
MAT.11.21	Jaj tebi Korazim! jaj tebi Betžajda! Ár da bi v Tiruši i v Šidoni včinjene bilé té močí, štere so vu vami včinjene, dávno bi vu vreči i pepéli pokôro činíli. 
MAT.11.22	Ali velím vám: Tiruši i Šidoni ležej bode na sôdnji dén, kako vám. 
MAT.11.23	I tí Kapernaum, kí si do nebés zvišeni, notri do pekla se doli vržeš. Ár, da bi v Šodomi včinjene bilé té močí, štere so v tebi včinjene, ostánola bi do denéšnjega dnéva. 
MAT.11.24	Ali velím vám: kâ Šodomskoj zemli ležej bode na sôdnji dén; kako tebi.
MAT.11.25	V tistom vrêmeni odgovoréči Jezuš, erčé: hválo tebi dájem, Oča, Gospôd Nébe ino Zémle; ka si skrio eta pred môdrimi, ino spametnimi, ino si je nazvêsto tim máličkim. 
MAT.11.26	Zaistino, Oča; ár se je tak dopadnolo tebi. 
MAT.11.27	Vsa so meni dána od Očé mojega; i niče ne pozna Siná, nego li Oča; niti Očo nišče nepozna, nego li Sin, i či ga komi ščé Sin oznaniti. 
MAT.11.28	Hodte kmeni vsi, ki se trüdíte ino ste oklajeni, i jas vám počinek dám. 
MAT.11.29	Vzemte na sé járem moj, i včite se od méne, kâ sem jas krotki i ponizen z srcá, i nájdete počinek düšam vašim. 
MAT.11.30	Ár je járem moj hasnoviti, i bremen moje je lêhko.
MAT.12.1	Vu onom vrêmeni je šô Jezuš v Sobotto po sitváj; vučenicke njegovi so pa lačni bilí, i záčali so trgati vlatí i jesti. 
MAT.12.2	Farizeuške pa, gda bi je vidili, erkli so njemi: ovo, tvoji vučenícke delajo; štero je nej slobodno delati v sobotto. 
MAT.12.3	On njim je pa erkao: nej ste čteli; ka je činio Dávid, gda je lačen bio on, i kí so ž njim bili? 
MAT.12.4	Kakda je notri šao vu hižo Božo, ino je te svéti krüh jo, šteroga je nej slobodno bilô njemi jesti, niti, kí so ž njim bilí; nego samim popom. 
MAT.12.5	Ali nej ste čteli v právdi; kâ v sobottaj popevje v Cérkvi sobotto prestôpijo, i brezi grêha so? 
MAT.12.6	Velím pa vám: kâ je od cérkvi vékši eti. 
MAT.12.7	Da bi pa znali, ka je tô: miloščo ščém, i nej áldov; nebi osôdili ete nekrivične. 
MAT.12.8	Ár je i Sobotte Gospôd Sin človeči.
MAT.12.9	I odidôči odnut prišao je vu správišče njihovo. 
MAT.12.10	I ovo, bio je tam eden človek, ki je süho rokô meo; i pítali so ga govoréči: jeli je slobodno v Sobottaj vráčiti? dabi ga mogli tôžiti. 
MAT.12.11	On njim je pa erkao: što bode z vás tákši Človek, kí bi meo edno ovco, i či bi spádnola v Sobotto vu jamo, jeli jo ne popádne, i ne potégne jo vö preci v Sobotto? 
MAT.12.12	Z kelikim je pa dragši človek od ovcé! slobodno je záto v Sobottáj dobro činiti. 
MAT.12.13	Teda velí tomi človeki: vtégni rokô tvojo. I vtégno jo je: i nazáj je grátala zdrava, liki ta drüga. 
MAT.12.14	Farizeuške so pa tanáč meli prôti njemi vöidôči; kakda bi ga pogübili. 
MAT.12.15	Jezuš pa zpoznavši odíšao je odnut; i nasledüvalo ga je vnogo lüdstva, i zvráčo je je vse. 
MAT.12.16	I preprêto se je njim; naj ga vö ne vjávijo. 
MAT.12.17	Da bi se spunilo, ka je povôdano po Ežaiáši proroki govoréčem: 
MAT.12.18	Ovo sluga moj, šteroga sem jas odébrao, te lübleni moj; v šterom se je dopadnolo düši mojoj. Položim na njega Düh moj, i sôdbo bode poganom nazvesčávao. 
MAT.12.19	Nebode se njevkao, niti kríčao, ni nišče nebode čüo na vilicaj glás njegov. 
MAT.12.20	Trst nalomleno ne potere, i prédívo kadéče ne vgasi, dokeč vö ne zpela sôdbo na obládanje. 
MAT.12.21	I vu njegovom Iméni poganje se vüpali bodo.
MAT.12.22	Teda je pripelan njemi eden vragometen slêpi, i nêmi, i zvráčo ga je tak; da je te slêpi, i nêmi, i gučao i vido. 
MAT.12.23	I strsnolo se je vse lüdstvo i pravilo: nej je ete sin Davidov? 
MAT.12.24	Farizeuške pa slišavši so erkli: ete ne meče vö vragé, nego po Beelzebulí poglavníki vragôv. 
MAT.12.25	Znajôči pa Jezuš mísli njihove erčé njim: Vsákše Králevstvo, štero je prôti sebi razdeljeno, se opüsti; i vsáko mesto oli hiža razdeljena prôti sebi, ne ostáne. 
MAT.12.26	I či šatan šatana vö meče, prôti sebi je razdeljen; kakda bode tak stalô králevstvo njegovo? 
MAT.12.27	I či jas po Beelzebuli mečem vö vragé, sinovje vaši pokom je bodo metali? záto oni bodo vaši sodci. 
MAT.12.28	Či pa jas po Božem Dühi mečem vö vráge, tak se je priblížalo k vám Králevstvo Bože. 
MAT.12.29	Ali kakda more što notri idti vu hižo toga močnoga, i posôdo njegovo vnesti: či prvle ne zvéže toga močnoga, i teda hižo njegovo razbíje? 
MAT.12.30	Šteri je nej z menom, prôti meni je; i šteri ne správla z menom, rasipáva. 
MAT.12.31	Zato velím vám: vsáki grêh i preklínjanje se odpüstí lüdém; ali prôti s. Dühi preklínjanje se ne odpüstí lüdém. 
