MAT.1.1	Jesucrist ngol lo raz chaan rey David, ne lo raz chaan Abraham kuu ngok tey re zha Israel ndala.
MAT.6.7	’Ne leettsa tediz goo lo Diox, gabt goo thibka lan diiz tyen welt, taxal ntsow re zha kuu nagt zha Israel. Tak lee re zhaʼa ntsow zha xgab ton Diox xkiiz zha, ne taa Diox re kuu naab zha, tak nol ndediz zha lo Diox. 
MAT.6.8	Tsowt goo taxal ntsow re zhaʼa; tak lee Xutaa neʼa naa kwan ndeche goo, leettsa terka naab gooy lo Xutaa. 
MAT.6.9	Kona, tenzhee ndoblo tediz goo lo Xutaa Diox:
MAT.6.9	Xutʼn, kuu ndob yibaa,
MAT.6.9	nlazʼn tsow nataak re mena tak nayon naka.
MAT.6.10	Taxal ntsow re zha kuu nzo yibaa kuu nlaaza,
MAT.6.10	leeka tata nlazʼn tsow re men yezlyu ree kuu nlaaza.
MAT.6.10	Nlazʼn yaada nabeeʼa lo yezlyu ree,
MAT.6.10	taxal nabeeʼa yibaa.
MAT.6.11	Taa kuu wun naltseree.
MAT.6.12	Ne btuyy re falta kuu mtsowʼn loʼa,
MAT.6.12	taxal mloʼa na yekʼn re falt kuu mtsow re taben da lon.
MAT.6.13	Btsow tsa tsowtʼn kuu went,
MAT.6.13	leettsa nkiil tedib zha na,
MAT.6.13	ne bkenapʼn lo kuu went kuu nlaaz Maxuuy tsow lon,
MAT.6.13	tak chaana nak ta nabeeʼa, yalney ne
MAT.6.13	ta nla xni chul chaana thitanax.
MAT.6.13	Tata gake.
MAT.6.14	’Ne os lee goo, koo goo yek goo reta falt kuu mtsow re taben goo lo goo, noga Xutaa kuu ndob yibaa tetuyy re falt chaan goo. 
MAT.6.15	Per os lee goo koot goo yek goo re kuu mtsow tedib net zha lo goo, noga Xutaa kuu ndob yibaa, tuyyt re falt chaan goo.
MAT.6.16	’Kona nin lo goo, leettsa tsow goo ayun, tak ntsow goo xgab tata mas wen nzo leettsoo Diox ne Diox goo, leettsa nzhowt goo neeka thib kwaa, tsowt goo taxal thib zha nalatt, taxal ntsow re zha kuu nkedi, re zha kuu zhaa kuu mbez ne zhaa kuu ntsow. Kwathoz nabil ntsow zha, tsa reta men ne lee zha ngetsow ayun. Per wlipaa na nin lo goo, napa zha kuu tsow zha gan. 
MAT.6.17	Per lee na ni lo goo, leettsa tsow goo ayun, bteech goo lo goo ne wen btee goo bow yek goo, 
MAT.6.18	tsa net re men lee goo ngetsow ayun. Sinke beeta Xutaa kuu ne re kuu xgaats ndoblo ney, ne lee Xutaa taa lo goo, kuu tsow goo gan.
MAT.6.19	’Kaltaat goo kwathoz kwaa lo yezlyu ree, tak lo yezlyu ree nke mbete ne nke yitoy, ne ndaab wann nlowann wann. 
MAT.6.20	Mas wen kaltaa goo kwaa leen yibaa, ta neeka thib kwaa luxt ne neeka ket mbete, ne neeka ket yitoy, ta tabt wann lowann wann. 
MAT.6.21	Mas wen btsow goo kuu wen, tak os lee goo tsow gooy, masraa yo leettsoo goo tsow goo kuu wen.
MAT.6.22	’Os leeʼa ndablaazta re kuu yezlyu ree kuu ngwiiʼa, kona nak nagwe ngutloʼa ne wen nyeni ngutloʼa, tak wiiʼa re kwaa ne tablaazt luy. 
MAT.6.23	Per os leeʼa ndablaaza re kwaa yezlyu ree, kuu ngwiiʼa, kona nak taxal nagwet ngutloʼa ne yent kwan nyeni loʼa. Os leeʼa tata naka, reta kuu ntsowa nloo leeʼa nak thib zha ndaa falt.
MAT.6.24	’Neeka thib zha gagt ke tsiin lo chop zha, tak teyii zha ne thib zha, ne lee tedib zha kelaaz zha, lo thib zha gon zha diiz, lee lo tedib zha gont zha diiz. Gagt lortsin goo lo Diox ne lo re kwaa yezlyu ree.
MAT.6.25	’Kona nin lo goo: Yat leettsoo goo por re kuu wu goo ne kuu gu goo, tsa ban goo, neeka tsowt goo xgab re lar kuu gok goo. ¿Chu nagt masraa nataak yalnaban goo, nake kuu nzhow goo, kuu nzhuu goo ne kuu nzhok goo? 
MAT.6.26	Wii goo lo re min kuu nlazbi, nzhannt maa, neeka nthopt maa yalgonn, neeka ngotsowt maa yalgonn leen loo, per lee Xutaa kuu ndob yibaa ndaa loww maa. ¡Chu nagt masraa nataak goo nake re min! 
MAT.6.27	Tsowt goo xgab re kona, tak ¿cho thib goo kuu kwathoz nlaaz ban telut, per tegal nlaaz gooy, gagt tsow goo ban goo neeka telut?
MAT.6.28	’¿Ne chebee kwathoz ntsow goo xgab, naa xomod tsanaa goo lar kuu gok goo? Mas wen wii goo lo re yee kuu ndab wan; nket yee tsiin ne neeka ndexkwaat yee lar. 
MAT.6.29	Per lee na ni neeka rey Salomón, kon dita yalrik chaan Salomón mdogt xab Salomón taxal thib re yee kuu ndab wan. 
MAT.6.30	Ne os lee Diox ntsow chul nyaal re yizh kuu ndab wan naltseree, ne lee tedib wiz nzheeke, ¿chu nagt tataga taa Diox reta kuu ndeche goo lo goo, men kuu lutta nyelaaz Diox? 
MAT.6.31	Ne yat leettsoo goo gab goo: “¿Kwan dowaa o kwan guʼaa ne kwan gokaa?” 
MAT.6.32	Tak reta zha kuu nagt zha Israel, kwathoz ntsow zha xgab re koree. Per lee Xutaa kuu ndob yibaa neʼa naa kwan ndeche goo. 
MAT.6.33	Taa goo diiz nabee Diox lo goo lo reta kwaa, ne bkwaan goo thibka nali ban goo taxal nlaaz Diox, tsa lee Diox taa reta koree lo goo. 
MAT.6.34	Kona nin, tsowt goo xgab re kuu nzo yek goo tsow goo yee o wiz, tak kadta wiz nzo kwan tsow goo xgab.
MAT.7.1	’Naabt goo kwent lo tedib zha, tsa naabt Diox kwent lo goo. 
MAT.7.2	Tak leeka taxal naab goo kwent lo tedib zha, leeka tata naab Diox kwent lo goo, ne taxal nchiix goo kuu ndaa goo lo tedib net zha, leeka tata chiix Diox kuu taa Diox lo goo. 
MAT.7.3	¿Chebee nye leettsooʼa ngwiiʼa lo paj kuu nzo ngutlo tedib zha, ne ngwiita lo ya kuu nzo ngutloʼa? 
MAT.7.4	Ne os leeʼa nyeenta nzo ya ngutloʼa, ¿xomod nye leettsooʼa mbeza lo tedib zha: “Laa gon paj kuu nzo ngutloʼa”? 
MAT.7.5	¡Zha nkedi, zhaa kuu mbeza ne zhaa kuu ntsowa! Ner bloo ya kuu nzo ngutloʼa, tsa tak wiiʼa wen, tsa tak kooʼa paj kuu nzo ngutlo tedib zha.
MAT.7.6	’Taat goo re kuu nayon lo re mbak, tak cha yii maa lo goo ne wuley maa goo. Ne neeka taat goo re ke kuu nzhol kuu kwathoz nataak lo re nguch, tak nataagte lo maa, cha lo maa ditse ne luux maay.
MAT.7.7	’Kona nin lo goo, kon dib ndroo leettsoo goo bnaab gooy lo Zha Nabee, ne lee Zha Nabee taay; ne nake taxal nkwaan goo thib kuu ne tatsale lo goo; noga nake taxal nteez goo roo yuu, tsa xaal zha roo yuu lo goo. 
MAT.7.8	Tak reta zha kuu naabe nkayaa zhay; ne reta zha kuu nkwaane teyetsale lo zha; ne reta zha kuu nteez roo yuu taxal zha roo yuu lo zha.
MAT.7.9	’Os lee zhiinn goo naab tsa pan lo goo, ¿chu tataa goo thib ke lo zhiinn goo? Wlipaa taat gooy. 
MAT.7.10	Ne os lee zhiinn goo naab thib mbel lo goo, ¿chu tataa goo thib mbeel lo zhiinn goo? Wlipaa tsowt goo tata. 
MAT.7.11	Ne leeka tata tegal zha kuu kwathoz went nak goo, per nzhaak goo ndaa goo kuu wen lo zhiinn goo, ¡xomod lee Xutaa kuu ndob yibaa, taat kuu wen lo reta zha kuu naabe lo Xutaa!
MAT.7.12	’Kona, leeka taxal nlaaz goo tsow tedib net re men lo goo, tataga btsow goo lo zha; tak tata nzhab lo ley kuu mkee Moisés, ne tataka nzhab re kuu mkee re profet kuu ngoo ndala.
MAT.7.13	’Btaab goo roo pwert kuu naya. Tak lee net naxen ne roo pwert kuu naxen, ndano zha ta lux zha thitanax. Ne kwathoz zha nden neta. 
MAT.7.14	Per lee pwert ne net kuu ndano men lo yalnaban, naya nak, ne lut zha nden neta.
MAT.7.15	’Bkenap goo goo, yelaazt goo kuu ne re zha kuu nkedi lo goo nal tyemp ree: “Tak ne zha na nak profet”. Ne nadoo nzhak zha taxal mbak zhiil, ne lee leettsoo zha nayii nzo taxal mbeez kuu nayii. 
MAT.7.16	Tak lebee goo re zhaʼa por re kuu ntsow zha; leeka taxal reta ya nabee ya por xle kuu ndaa ya, tak nthopt men ub lo ya yits, ne neeka nthopt men ig lo yitsti. 
MAT.7.17	Ne tataga reta ya kuu wen ndaay xle wen, per lee ya kuu went ndaay xle went. 
MAT.7.18	Kona lee ya xle, kuu ndaa xle kuu nzhow men, gagt taay xle kuu nzhowt men, ne tataga lee ya xle kuu ndaa xle kuu nzhowt men, gagt taay xle kuu wu men. 
MAT.7.19	Reta ya kuu ndaat xle kuu nzhow men, taga zhay ne ko zhay lo ki. 
MAT.7.20	Tenzhee tak lebee goo reta zha, por re kuu ntsow zha.
MAT.7.21	’Ret men kuu ni lon: “Zha Nabee, Zha Nabee”, tab ta nabee Diox, sinke beeta re zha kuu ntsow kuu nlaaz Xutʼn kuu ndob yibaa, tab ta nabee Diox. 
MAT.7.22	Ne lee wiza kwathoz zha tablaaz, taa Diox diiz to zha kon Diox, tsa ne zha lon: “Zha Nabee, re nee ngok profet kuu mndaa kwent xkiiza, ne kon yalnabee chaana mloo nee mbi fyer, ne kon yalnabee chaana mtsow nee naroob kwaa”. 
MAT.7.23	Per tsa kabʼn ne nin: “¡Thitanax mlebeetʼn goo, beche goo lon, men kuu ntsow kuu went!”
MAT.7.24	’Kona, loka zha kuu ngeyon kuu ngenin lo goo, ne ntsow zha kuu nin, zhaʼa nak taxal thib mbyi list kuu mta liz dits ke. 
MAT.7.25	Tegal mla yi thoz, ne mroo nit ne mroo mbi thoz, ne mdiinne yuuʼa; per mbixt yuu tak lo ke ndob yuu. 
MAT.7.26	Per lee zha kuu ngeyon xkizʼn ne ntsowt zha kuu nin, zhaʼa nak taxal thib mbyi bxen kuu mta liz lo gux. 
MAT.7.27	Per leettsa mla yi thoz, ne mroo nit ne mroo mbi thoz, mdiinne yuuʼa, tsa mbix yuuʼa ne mlux yuuʼa thitanax.
MAT.7.28	Leettsa ngwalo nzhab Jesús re koree, kwathoz mzegey leettsoo re men re kuu mloo Jesús lo re men; 
MAT.7.29	tak kon yalnabee mloo Jesús lo re men, ne mloot Jesús taxal nloo re maestr chaan ley.
MAT.8.1	Leettsa mretab Jesús ngwa Jesús yek yii, kwathoz men mndeke dits Jesús. 
MAT.8.2	Ne xid re mena mroo thib mbyi kuu ndeye kwerp, mbig lo Jesús ne mtobxub, ne nzhab zha:
MAT.8.2	―Zha Nabee, os leeʼa nlaaza, tak tegweʼa na lo yiz ree.
MAT.8.3	Tsa mxoob Jesús yaa Jesús dits zha, ne nzhab Jesús lo zha:
MAT.8.3	―Nlazʼn, weʼa.
MAT.8.3	Ne oraaka mgwe zha. 
MAT.8.4	Tsa nzhab Jesús lo zha:
MAT.8.4	―Wii, yent cho lo gaba koree. Sinke gwa lo ngwleyy ne btaa gona taxal nabee ley chaan Moisés, gon kuu ndaa re zha kuu mgwe lo yiz kuu mzhaaka, tsa ne ngwleyy leeʼa mgweʼa ne gab ngwleyye lo re men.
MAT.8.5	Ne or mndaab Jesús yez Capernaúm, lee thib soldad kuu nabee lo thib gayoo soldad, ngwa mnaab thib yalwen lo Jesús, 
MAT.8.6	ne nzhab:
MAT.8.6	―Zha Nabee, lee mos da kwathoz ne ndak, gagt gwin zha ne kwathoz ndakti zha.
MAT.8.7	Tsa nzhab Jesús lo soldad:
MAT.8.7	―Nal yan tsa tegwen zha.
MAT.8.8	Tsa lee soldad kuu nabee lo thib gayoo soldad nzhab:
MAT.8.8	―Zha Nabee, ndoblotʼn taba leen lizʼn, anta nabee ne lee mos da gwe. 
MAT.8.9	Tak noga na napʼn zha kuu nabee lon, ne noga na napʼn soldad kuu nabeen lo. Os leen gapʼn lo thib zha: “Gwa”, ne nya zha; ne or gapʼn lo tedib zha “De”, ne nyaad zha; ne leettsa mbezʼn lo mos da “Tsow koree”, ntsow zhay.
MAT.8.10	Kwathoz mzegey leettsoo Jesús mbin Jesús kona, tsa nzhab Jesús lo re zha kuu ndeke dits Jesús:
MAT.8.10	―Wlipaa na nin lo goo, ¡neeka thib re tawlazaa zha Israel nyelaazt Diox taxal mbyi ree! 
MAT.8.11	Wlipaa na nin lo goo, kwathoz tyen re zha kuu nagt zha Israel, kuu nzo dib naxta lo yezlyu, tob zha wu zha kon Abraham, kon Isaac ne kon Kob ta nabee Diox, 
MAT.8.12	per lee re zha Israel kuu nak diiz tob ta nabee Diox, ndya gabil ta nakow na, ne tya gonn zha ne tub zha keley zha.
MAT.8.13	Tsa nzhab Jesús lo mbyi kuu nabee lo thib gayoo soldad:
MAT.8.13	―Tyee liza, tak ngwalaaza lee Diox tak tegwe, kona mgwe mosa.
MAT.8.13	Leeka ora lee mos soldad mgwe.
MAT.8.14	Tsa lee Jesús kon chop tson zha kuu ngeteed lo Jesús ngwa liz Pey, ne mwii Jesús lee xnaatsaap Pey ne ndak, nax lo luun ndak xlee. 
MAT.8.15	Ne mzhen Jesús yaa zha, ne oraaka lee xlee mroo zha. Ne ngwache zha ne mndaa zha kuu ndow re zha.
MAT.8.16	Leettsa mkow yezlyu lee re men kuu nzo yezlyuʼa, myaadno kwathoz re zha lo Jesús, re zha kuu nzo mbi fyer leettsoo ne re zha kuu ndak choraa yiz, ne kon thibka lan diiz mloo Jesús re mbi fyer, ne noga mtegwe Jesús reta mbyiz. 
MAT.8.17	Koree ngok, tsa mrolo kuu mkee profet Isaí zha ndala, leettsa nzhab profet: “Lee zha mbe reta yiz chaanaa ne re yalne chaanaa”. [Is. 53:4]
MAT.8.18	Or mwii Jesús kwathoz men mrin dita lo Jesús, tsa mnabee Jesús lo re tsiibchop zha kuu ngeteed lo Jesús, tsa rid re zha tedib lad roo nitdoo, tsa roxkwan re zha. 
MAT.8.19	Ne ora lee thib maestr kuu nloo xkiiz Diox mbig lo Jesús, ne nzhab:
MAT.8.19	―Maestr, nlazʼn teken ditsa loka pa ta yaʼa.
MAT.8.20	Ora mkab Jesús lo maestr, ne nzhab Jesús:
MAT.8.20	―Lee re mbeet nap maa kelyoo ta nyoo maa, ne lee re min nap maa lyaat maa; per lee na Kuu Mzin Ngok Men, neeka ta xoobʼn yekʼn roxkwan na naptʼn.
MAT.8.21	Tsa lee tedib zha kuu ngeteed lo Jesús nzhab lo Jesús:
MAT.8.21	―Zha Nabee, nlazʼn teken ditsa, per laa anta yelo kaatsʼn xutʼn.
MAT.8.22	Tsa nzhab Jesús lo zha:
MAT.8.22	―Bteke ditsʼn, laa kaats re zha kuu nyelaazt Diox re zha nguth.
MAT.8.23	Tsa mke Jesús leen thib kano, ne noga re zha kuu teed lo Jesús nda kon Jesús, par rid re zha tedib lad roo nitdoo. 
MAT.8.24	Per leettsa nda re zha lo nitdoo, tsa mroo thib mbi thoz, ne asta ndaab nit leen kano. Per lee Jesús ngoth ne mzhen mkaal Jesús. 
MAT.8.25	Tsa lee re zha kuu ngeteed lo Jesús, mloo zha mkaal lo Jesús, ne nzhab re zha lo Jesús:
MAT.8.25	―Zha Nabee, laata luzhaa, tak ngelowgwaa leen nitdoo.
MAT.8.26	Jesús mkab ne nzhab:
MAT.8.26	―¿Chebee kwathoz nzeb goo? ¿Chebee lutta nyelaaz goo Diox?
MAT.8.26	Tsa ngwateli Jesús ne mkox mbi ne nitdoo lo Jesús, ne zheta ngok mbi ne nitdoo. 
MAT.8.27	Reta zha kuu ngeteed lo Jesús kwathoz mzegey leettsoo zha, ne mbez zha lo altaa zha:
MAT.8.27	―¿Cho nak mbyi ree? ¿Chebee asta mbi ne nitdoo nzhon diiz lo zha?
MAT.8.28	Leettsa mzin Jesús kon re zha kuu ngeteed lo Jesús tedib lad roo nitdoo, yezlyu chaan re zha Gadara, ne tya lee chop zha kuu nzo mbi fyer leettsoo, mroo leen re kelyoo ta nkaats zha re zha nguth, tya mtsow zha liz zha rop zha, ne mbig rop zha lo Jesús, ne kwathoz nakap nzhak zha, kona yent cho tak rid neta. 
MAT.8.29	Ne mretsyath zha ne nzhab zha:
MAT.8.29	―¿Chaka ndyaad lo nee, Jesús Xgann Diox? ¿Chu ndyaada tetiʼa nee, leettsa terka tsin wiz kuu tetiʼa nee?
MAT.8.30	Gax tya nzi kwathoz nguch ngeyow. 
MAT.8.31	Tsa lee re mbi fyer mnaab lo Jesús, ne nzhab:
MAT.8.31	―Os leeʼa kooʼa nee, taa diiz tab nee leettsoo re nguch baa.
MAT.8.32	Tsa nzhab Jesús:
MAT.8.32	―¡Gwa goo!
MAT.8.32	Ne lee re mbi fyer mroo leettsoo rop zhaʼa ne mndaab leettsoo re nguch. Ne oraaka mrozhonn re nguch ne mbix maa yek kedoo ngob maa leen nitdoo, ngwaap re maa nit ne thitanax nguth maa.
MAT.8.33	Oraaka lee re zha kuu nkenap re nguch mzhonn ndya, ne or mzin re zha yez, mndelo zha mndaa zha kwent re kuu ngok, kon rop zha kuu ngoo mbi fyer leettsoo. 
MAT.8.34	Tsa reta zha yez mroo ngwa ta ndo Jesús. Ne or mwii re zha Jesús; mnaab zha lo Jesús, tsa roo Jesús yezlyu zha.
MAT.9.1	Tsa mndaab Jesús leen thib kano, ne mriid Jesús tedib lad roo nitdoo, ne mzin Jesús ta nak laz Jesús. 
MAT.9.2	Tya mbe zha thib zha mthans kuu nzoob lo luun lo Jesús. Ne myeen Jesús lee re zha kuu ndyaadno mthansa, nyelaaz lee Jesús tak tegwe mthans, tsa nzhab Jesús lo mthans:
MAT.9.2	―Wen bloo leettsooʼa; tak reta falta myuyya.
MAT.9.3	Tsa lee chop tson maestr kuu nloo xkiiz Diox mtsow xgab: “Went ni zha ree Diox, tak mbez zha lee zha tak tuyy re falt men”. 
MAT.9.4	Per lee Jesús neʼa naa kwan ntsow re zha xgab, tsa mnaabdiz Jesús lo re zha:
MAT.9.4	―¿Chebee kwathoz went ntsow goo xgab? 
MAT.9.5	¿Kwan ntsow goo xgab? ¿Kwan mas nagant gap na lo mbyiz ree: “Lee re falta myuyya”, per nagan tegwe men zha ne gab men lo zha, “Gwache ne bte”? 
MAT.9.6	Tsowʼn koree lo goo, tsa ne goo lee na, Kuu Mzin Ngok Men, napʼn yalnabee tuyʼn re falt goo.
MAT.9.6	Tsa nzhab Jesús lo mthans:
MAT.9.6	―Gwache bzhen luuna, ne tyee liza.
MAT.9.7	Tsa lee mthans ngwache mzhen luun ne ndya lize. 
MAT.9.8	Leettsa mwii re men kona, kwathoz mzeb re men ne mbil men lo Diox, tak lee Diox mndaa yalnabee lo thib men, tsa tegwe men tedib men.
MAT.9.9	Leettsa mroo Jesús tya mwii Jesús na kuu le Mateo, ndobʼn ngetsowʼn kobral temi chaan yezlyu kuu nzhax lo zha Roma, tsa ne Jesús lon:
MAT.9.9	―Bteke ditsʼn.
MAT.9.9	Tsa ngwatelin ne mndekeen dits Jesús. 
MAT.9.10	Ne leettsa ngeyow Jesús lizʼn, noga mzin tedib net re zha kuu ntsow kobral temi chaan yezlyu kuu nzhax lo zha Roma, ne tedib net re zha kuu ntsow kuu went, ne mndob re zha roo mes kon Jesús, ne kon re zha kuu ngeteed lo Jesús. 
MAT.9.11	Ne or mwii re fariseo koree, tsa nzhab zha lo re zha kuu ngeteed lo Jesús:
MAT.9.11	―¿Chebee nzhow maestr goo, kon re zha kuu ntsow kobral temi chaan yezlyu kuu nzhax lo zha Roma, ne kon re zha kuu ntsow kuu went?
MAT.9.12	Jesús mbin kona, tsa nzhab Jesús lo re zha:
MAT.9.12	―Lee re zha kuu net ndak, ndechet zha doctor, per lee re mbyiz, zhaʼa ndeche doctor. 
MAT.9.13	Tyaa goo, ne bteed goo naa kwan nak re diiz ree: “Kuu nlazʼn nak, blat leettsoo goo ne goo taben goo, nlaztʼn beeta kuth goo maa taa goo lon”. [Os. 6:6] Tak ndyaltʼn ndyaadchezʼn re zha wen, sinke lee na ndyal ndyaadchez re zha kuu ndab falt, tsa tsee zha mod went kuu nak zha.
MAT.9.14	Tsa mbig re zha kuu mndeke dits Juan kuu mtsowleyy, ne mnaabdiz zha lo Jesús, nzhab zha:
MAT.9.14	―¿Chebee re nee, ne re fariseo kwaro ntsow nee ayun, ne lee re zha kuu ngeteed loʼa ntsowt zhay?
MAT.9.15	Jesús mkab, ne nzhab:
MAT.9.15	―¿Chu tak tsow re zha kuu nzi lo fandan ayun, leettsa lee mbyi kuu mtseyaʼa ndoka lo re zha? Per tetsin wiz kib re zha mal mbyi kuu mtseyaʼa lo re zha; tsasi lee re zha tsow ayun.
MAT.9.16	Noga nzhab Jesús:
MAT.9.16	―Neeka thib zha ngibt thib le lar kub cho lar gox, tak lee lar kub mbich, leettsa nteech zhay ne masraa nchatte lar gox ne gagt raa lortsin zhay. 
MAT.9.17	Ne neeka ngot zha xit ub kuu kub leen gom yid gox, tak lee xit ub kuu kub yezhoob, ne chatte gom gox. Tsa lee xit ub zho, ne noga gom lux. Kona lee xit ub kuu kub ndoblo yo leen gom yid kub tsa neeka thibe luxt.
MAT.9.18	Leettsa bee ngenika Jesús lee thib mbyi mzin lo Jesús, mbyiʼa nak thib zha kuu nabee ta nkaltaa re zha Israel nteed xkiiz Diox, ne mtobxub zha lo Jesús ne nzhab zha:
MAT.9.18	―Ngulota nguth rtsaapʼn; per os leeʼa yaada ne xooba yaaʼa yek nzaa teroban nzaa.
MAT.9.19	Tsa lee Jesús kon re zha kuu ngeteed lo Jesús mndeli ne mndeke dits mbyiʼa. 
MAT.9.20	Ne ora lee thib ngot kuu ndaʼa tsiibchop liin nlath ren leettsoo, mbig dits Jesús ne mdiinn ngot xab Jesús. 
MAT.9.21	Tak mtsow ngot xgab: “Os anta diinn na xab Jesús tegwen”. 
MAT.9.22	Per lee Jesús mre ne mwii lo ngot, ne nzhab:
MAT.9.22	―Rtsaapʼn. Wen bloo leettsooʼa, tak ngwalaaza lee Diox tak tegweʼa, kona mgweʼa.
MAT.9.22	Ne leeka ora lee ngot mgwe.
MAT.9.23	Ne leettsa mzin Jesús kon chop tson zha kuu ngeteed lo Jesús liz zha kuu nabeeʼa, tsa mwii Jesús lee re musk nzi ngeyol, ne lee re men nzi nzhonn ne mbetsyath tak nguth nzaa. 
MAT.9.24	Tsa nzhab Jesús lo re zha:
MAT.9.24	―Broo goo nzhee, tak ngutht nzaa, beeta naxat nzaa.
MAT.9.24	Tsa lee re men mzhizno Jesús, tak tata nzhab Jesús. 
MAT.9.25	Per or ngwalo mroo re men leen yuu, tsa mndaab Jesús ne mzhen Jesús yaa nzaa, ne lee nzaa mroban ne mndeli. 
MAT.9.26	Ne reta men yezlyuʼa mbin kuu mtsow Jesús.
MAT.9.27	Leettsa mroo Jesús tya, lee chop zha syeg mndeke dits Jesús, dib gan zha mrez zha ne nzhab zha lo Jesús:
MAT.9.27	―¡Lu kuu nak thib zha raz rey David, blat leettsooʼa neʼa nee!
MAT.9.28	Per or mndaab Jesús leen yuu, lee rop syeg mbig gax lo Jesús, tsa mnaabdiz Jesús lo rop zha:
MAT.9.28	―¿Chu nyelaaz goo tak tegwen goo?
MAT.9.28	―Zha Nabee, tak tsow luy ― mkab rop zha.
MAT.9.29	Tsa lee Jesús mdiinn ngutlo zha, ne nzhab lo rop zha:
MAT.9.29	―Tak ngwalaaz goo tak tegwen goo, kona mgwe goo.
MAT.9.30	Ne oraaka mzaal lo rop zha, tsa nzhab Jesús lo rop zha:
MAT.9.30	―Yent cho lo gab gooy.
MAT.9.31	Per or mroo rop zha, mndelo zha mndaa zha kwent kuu mtsow Jesús lo rop zha, lo reta men dita yezlyuʼa.
MAT.9.32	Leeka or kuu mroo rop zha kuu ngok syeg, lee tedib net zha ndyaadno thib zha mud kuu nzo mbi fyer leettsoo lo Jesús, tsa tegwe Jesús zha. 
MAT.9.33	Ne or mloo Jesús mbi fyer leettsoo mbyiʼa, mndelo mbyiʼa mndediz. Tsa mzegey leettsoo re men, ne nzhab re men:
MAT.9.33	―¡Neeka mas ter wiiʼaa thib kuu tenzhee lazaa!
MAT.9.34	Per lee re fariseo nzhab:
MAT.9.34	―Maxuuy kuu nabee lo reta mbi fyer, mndaa diiz lo zha par ngoo zha re mbi fyer.
MAT.9.35	Tsa mriid Jesús re yez ne re ranch ne reta ta mloo Jesús lo re men, ne mndaa Jesús kwent Diiz Chul chaan ta nabee Diox ne mtegwe Jesús relota yiz ne relota yalne. 
MAT.9.36	Or mwii Jesús lo re men mlat leettsoo Jesús ne Jesús re men, tak kwathoz nalatt nzhak re men, taxal mbak zhiil kuu napt bzhaan. 
MAT.9.37	Tsa nzhab Jesús lo re zha kuu ngeteed lo Jesús:
MAT.9.37	―Wlipaa na nin lo goo, kwathoz naroob rtsin Zha Nabee nzo, per lutta zha kuu ntsow rtsin zha nzo. 
MAT.9.38	Kona bnaab goo lo Zha Nabee, tsa taal zha masraa zha ke tsiin thop yalgonn chaan Zha Nabee.
MAT.10.1	Tsa mrez Jesús re tsiibchop nee kuu ngeteed lo Jesús ne mndaa Jesús yalnabee lo nee, par koo nee re mbi fyer kuu nzo leettsoo re men, ne tegwe nee relota yiz ne relota yalne.
MAT.10.2+MAT.10.3+MAT.10.4	Tenzhee le re tsiibchop nee kuu mteed lo Jesús kuu noga le apóstl:
MAT.10.2+MAT.10.3+MAT.10.4	Simún (kuu noga le Pey),
MAT.10.2+MAT.10.3+MAT.10.4	Ndres (wets Pey),
MAT.10.2+MAT.10.3+MAT.10.4	Santiag,
MAT.10.2+MAT.10.3+MAT.10.4	Juan (wets Santiag, rop zha ree nak xgann Zebedeo),
MAT.10.2+MAT.10.3+MAT.10.4	Lip,
MAT.10.2+MAT.10.3+MAT.10.4	Bartolomé,
MAT.10.2+MAT.10.3+MAT.10.4	Mach,
MAT.10.2+MAT.10.3+MAT.10.4	Mateo (kuu nak na, kuu mthop temi kuu nzhax lo zha Roma),
MAT.10.2+MAT.10.3+MAT.10.4	Santiag (xgann Alfeo),
MAT.10.2+MAT.10.3+MAT.10.4	Lebeo (kuu noga ni zha lo Tadeo),
MAT.10.2+MAT.10.3+MAT.10.4	Simún (kuu ngoo xid partid zha Canaán) ne
MAT.10.2+MAT.10.3+MAT.10.4	Judas Iscariote (kuu mndaa Jesús lo re zha par mbeth zha Jesús).
MAT.10.5	Tsa mtaal Jesús re tsiibchop nee ne tenzhee ne Jesús lo re nee:
MAT.10.5	―Yat goo laz re zha kuu nagt tawlazaa, neeka re yez chaan re zha Samaria. 
MAT.10.6	Gwa goo lo re tawlazaa zha Israel, zha kuu mndab xnet Diox, zha kuu nak taxal re mbak zhiil kuu mndab lo bzhaan. 
MAT.10.7	Gwa goo ne gab goo, lee wiz kuu nabee Diox mzin gaxa. 
MAT.10.8	Btegwe goo re mbyiz, teroban goo re zha nguth, btegwe goo re zha kuu ndeye kwerp, ne bloo goo mbi fyer leettsoo re men kuu nzo mbi fyer leettsoo. Por yalwen chaan Diox mkayaa goo yalnabee ree; kona ndoblot tsow goo kobral por tsow goo re koree.
MAT.10.9	’Gwet goo temi. 
MAT.10.10	Neeka gwet goo bols kuu yo re chaan goo, neeka tedib net lar kuu gok goo, neeka tedib net labyid kuu ke nii goo, neeka aga gwet goo, tak lee zha kuu nke tsiin ndoblo zha gax lo zha.
MAT.10.11	’Leettsa tsin goo thib yez o thib ranch, kwaan goo liz thib zha kuu ndoblo zha kwet goo liz zha, ne tya kwet goo asta or kuu roo goo yeza. 
