MAT.1.1	Chichato hen natontonan hen nangingganà an Jesu Cristu way ganà Arey David way narpon Abraham.
MAT.5.45	Te no yahan ammaanyu, cha-ayu komaman an Amataaw way Apudyus ad uchu. Te hiya, eparufusna hen uminitan hen init ah pagsaya-atan hen aminay tatagu way uray hen anchichay laweng ya hen anchichay ammay. Yag umat agé hen uchan, idchatna ah pagsaya-atan agé hen aminay tatagu way uray hen anchichay mangamma hen laweng ya hen anchichay mangamma hen ammay. 
MAT.5.46	Te ay ammoh gunggunaan chàyu an Apudyus no ammag hen anchi yanggay manlayad an chàyu hen laylaychényu. Achi angkay, te uray hen anchichay cha mangam-among hen furor way chan lokop wat chacha met ammaan chaha. 
MAT.5.47	Ya maid agé manlahyanyu no anggay hen anchichay ifayu yanggay hen chayu tagépfarén, te uray hen anchichay achi omafurot wat chacha met ammaan chaha. 
MAT.5.48	Masapor usto paat hen ekamanyu way kaman hen kenauston hen cha ekaman Amataaw way Apudyus ad uchu.”
MAT.6.1	Entoroy Jesus way mantudtuchu, ekatnéén, “Ar-arwachanyu ta faén ah mangil-an hen tatagu hen chayu mangammaan ah ammay. Te no hen machayawanyu yanggay hen mangammaanyu hen ammay, maid angkay idchat Amataaw way Apudyus ah gunggunayu ad uchu. 
MAT.6.2	Wat no wachay idchatyu ah etorongyu hen anchi makasapor ah torong, achiyu koma ammag eparangchi hen kachùran hen tatagu way kaman hen cha ekaman hen anchichay senang a-afurot way éméycha hen anchi sinagoga way chacha ma-am-amongan ya hen korsa way mangempadpadcha hen chacha ammaan ah machayawancha. Tot-owa hen antoy ifagà an chàyu way ammag nanarpas angkay hen aminay gunggunacha. 
MAT.6.3	Ngém chàyu, hen ekamanyu koma, no wachay idchatyu ah etorongyu, ilanyu ta uray hen anchi gayyémyu paatén achina koma changchangrén way wachan inidchatyu, 
MAT.6.4	ta anyu an etat-allo way mangidchat. Wat ah Amataaw way Apudyus way mangi-ila hen egachay achi maila, idchatna hen gunggunayu.”
MAT.6.5	“No manluwaruayu, achiyu torachén hen cha ekaman hen anchichay senang a-afurot way incha tomatàchég way manluwaru hen anchi chacha ma-am-amongan ya hen penget hen korsa ah an yanggay mangil-an hen tatagu an chicha. Tot-owa hen antoy ifagà an chàyu way ammag nanarpas angkay hen aminay gunggunacha. 
MAT.6.6	Ngém chàyu, no manluwaruayu, yato hen ekamanyu, éméy-ayu ah faréy yag nan-énéb-ayu ta achiayu maila way manluwaru an Amataaw way Apudyus way achi agé maila. Yag ah Apudyus way makaila hen egachay achi maila, idchatna hen gunggunayu ah pegwana.”
MAT.6.7	“Ya no manluwaruayu agé, achiyu ammag ar-arkosan way mangempa-anchu hen luwaruyu way kaman hen cha ekaman hen anchichay maid afurotna te chicha, ekatchéén changrén ano Apudyus chicha gapon kena-anchun hen luwarucha. 
MAT.6.8	Achiyu torachén hen chacha ekaman way manluwaru, te ah Amataaway Apudyus, inni-ilana chillu hen masaporyu uray hen cha-anyu mangimfag-an. 
MAT.6.9	Wat yato hen ekamanyu way manluwaru.
MAT.6.9	“‘Amani ad uchu, ta machachayaw hen ngachanno. 
MAT.6.10	Ya ta umchah koma hen mantorayam. Ya ta ma-ammaan agé hen laychém hen antoy lota way kaman agé ad uchu. 
MAT.6.11	Idchatno hen man-érégnah anénni ah ka-ag-a-ag-agaw. 
MAT.6.12	Ya pakawaném agé chàni hen anchi laweng way enammaanni way kaman hen chani mamakawanan hen anchichay nangamma hen laweng an chàni. 
MAT.6.13	Ya achim koma eparufus hen ma-awisanni way achini makaya ya torongam agé chàni ta achi chàni lokopon an Chumunyu.’ ”
MAT.6.14	Entoroy Jesus way mangaliyén, “No pakawanényu hen anchi nangamma ah laweng an chàyu, pakawanén agé chàyu an Amataaway Apudyus ad uchu. 
MAT.6.15	Ngém no achiyu pakawanén chicha, achi chàyu agé pakawanén an Apudyus.”
MAT.6.16	“No manlangan-ayu way mangan gapo hen manluwaruwanyu an Apudyus, achiyu ammag epàpàila way cha-ayu manhenaang way kaman hen cha ekaman hen anchichay senang a-afurot. Te chicha, iyanggayancha hen acharcha ah mangil-an hen tatagu way chachan langan. Tot-owa hen antoy ifagà an chàyu way ammag nanarpas angkay hen aminay gunggunacha. 
MAT.6.17	Ngém chàyu, no manlangan-ayu, manchar-op-ayu ya mansasaggaysay-ayu 
MAT.6.18	ta maid makelasin ah tatagu way cha-ayu manlangan, ta anggay ah Amataaw way Apudyus ah mangammu. Wat ah Apudyus way achi maila, i-illana chillu hen aminay netataro way na-ammaan, wat idchatna hen gunggunayu ah pegwana.”
MAT.6.19	“Achiyu ammag patpatigén hen fumaknanganyu hen antoy lota way cha mangamoamong hen egad, te amin cha nahha wat machachaelcha chillu te ancha yanggay ammag maropà ya mabfufù ya mafalin amin akawén hen mangakaw. 
MAT.6.20	Ta hen ekamanyu komaat patpatigényu paat hen anchi laychén Apudyus ta hiya hen mangentarpén hen tot-oway kafinaknangyu ad uchu. Te ahchi, ammag maid makachachael ya maid agé maka-akaw. 
MAT.6.21	Ya ah kenatot-owana agé, heno way patpatigényu, kapeletan way yachi hen haham-ényu.”
MAT.6.22	Yachi yag nampani ah Jesus way mangaliyén, “Hen mata, hiya hen helaw hen achar. Wat no iggay nakorafuwan hen mata, nahehellawan hen aminay achar. 
MAT.6.23	Ngém no nakorafuwan hen anchi mata, ammag helang hen achar. Hiyachi, no helang hen anchi karpowan koma hen omenpapaway, ammag pararo tot-owa hen ngéngét hen achar. Hen miyaligana, no usto hen patigén paat hen hamhamà, achita mèfat. Ngém no nat-én hen patigén hen hamhamà, ammag pararo hen mèfatan.”
MAT.6.24	“Maid tatagu ah mafalin chuwa hen omapowana te kapeletan way laylaychéna hen iha yag achina laychén hen iha. Ya pelet way afurotona agé hen iha ya achina agé hen anchi iha. Pachongna agé an Apudyus ya hen pelak, te no ammag hen pelak hen napatpateg an hea, achi mafalin way patigém hen laychén Apudyus.”
MAT.6.25	“Wat yato hen ifagà an chàyu. Achiayu machanagan hen mepanggép hen iyataguyu way anényu ya ilumfongyu, te ay ammoh faén wadwadcha hen ataguwanyu no hen anényu, ya hen acharyu no hen ilumfongyu. 
MAT.6.26	Ilanyu ngén hen anchichay kasole way ancha lawag chan tat-ayap way achichan mura ya mamfatà ya maid agé chacha etarpén ah usaréncha. Yag pakay chacha chillu matagu nò. Oo, te ah Amataaw ad uchu hen cha manalimun an chicha. Wat ay ammoh achi kaskasen hen hamhamàna an chàyu no hen kasole. 
MAT.6.27	Ya maid chillu etorong hen chanag te tàén machachannagan-ayu, ay ammoh pa-anchuwén lawa hen anchi chanagyu hen ataguwanyu ah uray ihay uras.”
MAT.6.28	“Ya pakay agé cha-ayu machanagan ah ilumfongyu. Te ilanyu ngén hen anchi charoh way cha lomtà. Achicha met chan amma ya man-afar 
MAT.6.29	ngém hen ifagà an chàyu, anam-ammay chillu hen sabsafongcha no hen anchi ka-a-ammayan way cha inlumfong hen anchi kafafaknangan way are way Solomon. 
MAT.6.30	Wat no yaha hen ekaman Apudyus way mangempa-ammay hen charoh way uray wacha ad uwan, ammag màrong ah wakas yag nahèlan, ay ammoh achi kaskasen hen hamhamàna ah ilumfongyu way tatagu. Ammag korang peet hen pammateyu.”
MAT.6.31	“Wat hiyachi, achiayu koma machanagan mepanggép hen anényu ya hen ilumfongyu, 
MAT.6.32	te chichachi hen ammag cha ham-éham-én hen anchichay pagano. Ngém chàyu, inni-ilan chillu Amataaw ad uchu way masaporyu amin chaha. 
MAT.6.33	Isonga hen haham-ényu koma, wat mepanggép hen mantorayan Apudyus ya anat hen ekamanyu way mangamma hen laychéna. Te no hiyachi hen patpatigényu, egad hiya way manmanmà hen masapor hen acharyu.”
MAT.6.34	“Ya achiayu agé machanagan mepanggép hen mepasamak ah wakas te para agé ah wakas ya anat ma-ammaan cha nadchi. Te pakay inyu héphépén hen anchi ligatyu ad uwan ta inyu etape hen ligat para ah wakas.”
MAT.7.1	Entoroy Jesus way mantudtuchu, ekatnéén, “Achiyu ammag pafasoron hen tapena wat achi chàyu agé pafasoron an Apudyus. 
MAT.7.2	Te hen chayu ekaman hen tapena, kaman agéhchi hen ekaman Apudyus an chàyu. Wat amin way ekamanyu hen ahentaguyu, yachi agé hen ekaman Apudyus an chàyu. 
MAT.7.3	Hen miyaligana, narawag hen mangil-anyu hen uray aginnà way finutan hen ifayu yag achiyuwat agé elasin way wachan liniéy way nampopoggar ah matayu. Te pakay paat chayu aryéaryén hen akettoy way fasor hen tapena yag anyug achi cha elasin hen chakar way fasoryu. 
MAT.7.4	Ay ammoh mafalin ekatnowén, ‘Ayé ta ka-anê hen annay aginnà way finutam’ yag wà-achaat peet hen liniéy ah matam. 
MAT.7.5	Anyug cha pap-arangén hen kaenammayyu. Wat masapor ka-anényu unna hen annay liniéy ah matayu ta lomawag hen mangil-anyu way manga-an hen finutan hen ifayu.”
MAT.7.6	“Achiyu ammag cha epagngapagngar hen alen Apudyus hen anchichay tatagu way ammag térénay achi manlayad way mangngar. Hen miyaligana, kaman hen aho, te uray adchan hiya hen anchi ka-ammayan, fangtén chàyu chillu. Ya achiyu agé cha idchat hen anammay way haleppon hen fafuy, te anchag iwa-at yag inchayachayahchahcha.”
MAT.7.7	“No wachay masaporyu, chawatényu an Apudyus wat idchatna. Ana-anapényu hen anchi chayu anapén wat ichahanyu. Mankogkokogkog-ayu hen anchi hawang wat mafùtan an chàyu. 
MAT.7.8	Te aminay manchawat an Apudyusat wacha hen midchat an hiya, ya hen anchi cha manganap ah anapéna, wat wachan ichahana. Ya umat agé hen anchi chan kogkokogkog, mafùtan hen anchi hawang an hiya. 
MAT.7.9	Hamham-ényu ngén te uray chàyu way anam-ama, no mamfaga hen anàyu ah ma-an, ay ammoh fatowat agé hen idchatyu. 
MAT.7.10	Yag no mamfaga agé ah gachiw, ay ammoh farakkan agé hen idchatyu. 
MAT.7.11	Isonga, chàyu way menangfasor way tatagu, no innilayu way mangidchat hen ammay hen a-anàyu, ay ammoh achi kaskasen hen ekaman Amataaw ad uchu way mangidchat hen ammay hen anchichay chan chawat an hiya.”
MAT.7.12	“Hen heno way laychényu way ammaan koma hen tatagu an chàyu, yachi agé hen ammaanyu an chicha, te yaha chillu hen pontos hen aminay inyurchin Moses ad namenghan ya hen intudtuchun hen anchichay profeta.”
MAT.7.13	“Engwayu paat hen anchi nalepet way hawang ta faén hen anchi narawa, te hen ayan hen anchi naraway hawang wat ad imférno. Yag gapo ta naraka hen hiyachiy charan, wat chuarcha hen mangéy. 
MAT.7.14	Ngém gapo ta nalepet hen anchi hawang way éméy ad uchu ya naligat agé hen hiyachiy charan, wat aketcha yanggay hen mangéy.”
MAT.7.15	“Ar-arwachanyu hen anchichay tatagu way ah kenasilibcha, ekatchéén alen Apudyus ano hen chacha itudtuchu yag faénat agé. Te ah kail-ana, na-anohcha, ngém ah katot-owana, ancha i chachaelén hen afurotyu. 
MAT.7.16	Maelasinyu chicha te hen anchi chacha ekamkaman wat yachi hen mangimfaga hen kenatatagucha way hen kepaniyana, kaman hen pagat way achi mafalin mamunga ah pagéy. Ya hen tùfu, achi agé mamunga ah ma-an. 
MAT.7.17	Ya hen iha, amin hen ammayay away wat ammay agé hen ifungana. Waman hen anchi laweng way away, laweng hen ifungana. 
MAT.7.18	Te maid ammay ah marpo hen laweng, yag maid agé laweng ah marpo hen ammay. 
MAT.7.19	Yag hen anchi away way achi mamunga ah ammayay funga, ammag marngoh ta metongo. 
MAT.7.20	Yachi, hen mangenlasinanyu hen anchi ustoy mangintudtuchu ya hen faén, wat hen anchi a-ammacha.”
MAT.7.21	Entoroy Jesus way mantudtuchu, ekatnéén, “Chuarcha hen tatagu way mìya-apo an haén, ngém achicha angkay amin makaghép hen mantorayan Apudyus, te hen metape yanggay wat hen anchichay cha mangamma hen laychén Amataaw ad uchu. 
MAT.7.22	Wat no umchah hen anchi ag-agaw way manguwisan Apudyus hen tatagu, lonaycha hen mampaségség-ang an haén way mangaliyén, ‘Apo, Apo, paghépém chàni te gapon kafaelam wat chani intudtuchu hen mepanggép an Apudyus, ya chani amin emparyaw hen anchichay nihurug way ongtan, ya enammaanni agé hen chuar way kaskascha-aw, wat paghépém paat chàni.’ 
MAT.7.23	Ngém hen esongfat-o an chicha, ekat-owén, ‘Chàyu way nangéttém, maid angkay chillu innilà an chàyu wat lomayaw-ayuwat te laweng-ayu.’ ”
MAT.7.24	“Heno way tagu way cha mangngar hen antochay chà ifaga yag chana ammaan, wat kaman hen anchi naham-an way tagu way senà-adna hen faréyna hen fato. 
MAT.7.25	Wat uray no cha umuchauchan ya chan churuchurun hen wangwang ya cha fumalifali, achi chillu meorob hen anchi faréyna te kénég hen anchi fato way nanà-achana. 
MAT.7.26	Waman hen anchi tagu agé way cha mangngar hen antochay chà ifaga yag achina chillu ammaan, wat kaman hen anchi nawéngwéng way tagu way ammag hen anchi paginahar hen nanà-achana hen faréyna. 
MAT.7.27	Yag angkay hiyachi way cha umuchauchan yag nanchurun hen wangwang ya cha fumalifali, ammag neorob hen anchi faréyna way ammag maid poros nehàfa.”
MAT.7.28	Angkay hiyachi way narpas hen nangaryan Jesus amin an cha natto, ancha ammag nahahaang way térén hen anchichay na-a-among way tatagu gapon enkamanna way nantudtuchu. 
MAT.7.29	Te hen enkamanna, faén hen cha ekaman hen anchichay siguchay cha mintudtuchu hen orchin te maila way wachan karébféngana way mantudtuchu.
MAT.8.1	Angkay hiyachi way nan-éhég ah Jesus hen anchi tagéytéy way nantudtuchuwana, chuarcha hen tatagu way cha umunud an hiya. 
MAT.8.2	Yag hen hiyachi, wachan ihay tagu way nakkonet hen acharna, yag émméy an Jesus way nampalentomang hen henagongna way mangaliyén, “Apo, afurotò way kafaelam way manga-an hen antoy saket-o wat ka-asiyam koma haén.” 
MAT.8.3	Yachi yag tenchà Jesus hiya way mangaliyén, “Oo, ka-asiyà hea, wat maka-an hen annay saketno.” Yag hen hiyachi naka-anat tot-owa hen anchi aggarémha way saketna. 
MAT.8.4	Yag anat téngténgén Jesus hiya way mangaliyén, “Masapor achim paat cha haphapetén ah uray heno way tagu hen antoy enammaà an hea, ngém éméy-aat ta in-a mampàila hen anchi pachi ta ilana way naka-an hen anchi saketno yag an-aat manchaton an Apudyus hen anchi inyurchin Moses way michaton ah manot-owaan hen tatagu way naka-an hen hiyahay saket.”
MAT.8.5	Angkay narpaschi, émméy ah Jesus ad Capernaum yag hen anchi échahna, wachan ihay faén Judio way eRoma way kapetan hen sorchachu, yag ina hinib-at ah Jesus way chan pangpanga-ase way mangaliyén, 
MAT.8.6	“Apo, wachan anchi alepan-o ah faréyni way ammag amchan hen saketna way achi amin makaì-iwi, wat ammag napàgangay térén.” 
MAT.8.7	Yag anat ekat Jesus an hiyéén, “Wat no yaha, umaliyà ah faréyyu way i manga-an hen saketna.” 
MAT.8.8	“Apo,” way ekat hen anchi kapetan, “achi ménat masapor umalea ah faréyni te chaà mafiinan way manmangili an hea. Wat uray ud-ay annog iyale wat maka-an hen saketna. 
MAT.8.9	Te kaman an haén way masapor afurotò hen aryén hen apò. Yag hen anchichay sorchachu way chà etorayan, afurotoncha agé hen aryê, te no ekat-o hen ihéén ‘in-a’ wat éméy, yag no ekat-owén ‘umalea’ wat umale agé. Ya umat agé hen anchi alepan-o, no ekatowén ‘ammaamto’ wat ammaana agé. Wat kaskasen a, way ma-ammaan hen aryém te wachan kafaelam.”
MAT.8.10	Ammag nahaang ah Jesus hen nangngaranan nadchi, yag annaat ekat hen anchichay tatagu way cha umunud way mangaliyén, “Tot-owa hen antoy ifagà an chàyu way maid inchahà ah afurot an chitaaw way ganà Israel ah kaman hen afurot nahhay tagu. 
MAT.8.11	Wat tot-owa hen ifagà an chàyu way chuarcha angkay hen anchichay faén Judio way marpo hen karotarota way i mèlagsak an cha Abraham an Isaac yah Jacob hen anchi mantorayan Apudyus. 
MAT.8.12	Waman hen anchichay Judio paat way penelen Apudyus way mètape koma hen mantorayana, kachùran an chicha hen metap-ar hen anchi iggaw hen pararoy helang way ahchi, magénén mankelacha ya manngangalitféncha hen fub-acha ah kaligatna.” 
MAT.8.13	Yachi yag, anat ifagan Jesus hen anchi kapetan way mangaliyén, “Wat no hiyaha, homàyat-a te hen anchi afurotom way ma-ammaan an chàyu wat na-ammaanat ad uwan.” Yag tot-owa, te hen hiyachi, naka-anat hen saket hen anchi alepanna.
MAT.8.14	Angkay hiyachi yag émméy ah Jesus ah faréy cha Pedro yag innilana hen anchi atogangan Pedro way iné-émfég te chan saket. 
MAT.8.15	Wat ina tenchà hen limana yag naka-anat hen saketna, wat fummangon way hiyaat agé hen i nan-alekatto way mamangan an cha Jesus.
MAT.8.16	Yag hen hiyachi agéy lafi, inyéy hen tatagu an Jesus hen chuaray nan-ahurugan ah ongtan. Wat anggay hen man-aryanéén lommayawcha hen anchichay nihuhurug way ongtan, yag kena-an Jesus agé hen saket amin hen anchichay chan sasaket. 
MAT.8.17	Enammaana amin chachi ah tomot-owaan hen enalen hen anchi profeta way Isaias ad namenghan hen nangaryanéén, “Hiyaat kena-anna hen aminay sakettaaw yag finnéhna hen ligattaaw.”
MAT.8.18	Angkay hiyachi way innilan Jesus hen anchichay chuaray tatagu way cha mangamoamong an hiya, imfagana hen anchichay pasorotna ta éméycha amin hen chumang hen anchi fayfay. 
MAT.8.19	Yag hen hiyachi, ummaliyat agé hen ihay siguchay cha mintudtuchu hen orchin, yag imfagana an Jesus way mangaliyén, “Apo, umu-unnuchà angkay an hea hen uray heno way ayam.” 
MAT.8.20	Senongfatan Jesus way mangaliyén, “Hen motet, wacha hen orobna ah omanamotana ya hen kasole, wacha agé hen hòfotna ah omanamotana. Ngém haén way Pangorowan hen Tatagu, maid angkay faréy-o ah omanamotà. Wat ay umunud-a chillu.”
MAT.8.21	Yachi yag wacha agé hen ihay pasorot Jesus way mangalen hiyéén, “Apo, awni kayya ah hen-aketan ta ana-at somorot an hea, ta iyà koma mìlufù an Ama unna.” 
MAT.8.22	Yag ekat Jesus an hiyéén, “Umunud-aat an haén ta hen anchichay maid afurotna way kaman nanattéy an Apudyus, egadcha way i manginlufù hen anchi kapachongcha way natéy.”
MAT.8.23	Angkay hiyachi yag hinénggép cha Jesus ya hen anchichay pasorotna hen anchi fangka ta gumchangcha hen anchi fayfay. 
MAT.8.24	Yag angkay cha éméy hen anchi fangka, inluginaat agé way fumali way ammag séréd. Wat cha hàfongan hen chanum hen anchi fangka yag tég-angay malihéd. Ngém ah Jesus, ammag nanasséy. 
MAT.8.25	Wat i finangon hen anchichay pasorotna hiya way mangaliyén, “Apo, homarà-a te antoy maofortaaw.” 
MAT.8.26	Nanlèna ah Jesus yag ekatnéén, “Pakay ammag pararo hen égyatyu. Ay ammoh achiyu peet chillu manchinlan haén.” Yachi, fummangon yag menancharna hen anchi fali ya hen anchi chanum ta guminangcha, wat nafég-as hen anchi fali yag ommalenanà hen anchi fayfay. 
MAT.8.27	Yag anchichay pasorotna, ancha ammag nahahaang way mangaliyén, “Heno ay paat hen katatagun nattowa, way magénén uray hen fali ya chanumén enafurotcha hiya.”
MAT.8.28	Angkay hiyachi way inumchahcha hen chumang hen anchi fayfay way sakopon hen Gadareno, wachan i nihib-at way chuway tatagu an Jesus way narpochah palinufù. Nahuhullugancha ah ongtan wat anchag aggaégyat way térén, wat maid makatorod way mangéy hen hiyachiy charan. 
MAT.8.29	Yag angkay hen nangil-ancha an Jesus, anchaat agég nan-ongaw way mangaliyén, “Heay anà Apudyus, nokay hen ammaam an chàni. Ay ad uwanat hen mamàgangam an chàni way cha-an umchah hen ustoy tempona.”
MAT.8.30	Yachi yag netongpo way wachacha hen ê-éyna hen ammag chuaray fafuy way chan garab. 
MAT.8.31	Wat anchaat mampangpanga-ase hen anchichay ongtan way mangale an Jesusén, “No eparyawno chillu chàni, eparufusno koma ta hen anchichay fafuy hen ayanni.” 
MAT.8.32	“Wat in-ayu,” way ekat Jesus, yag tenaynancha hen anchi tatagu way nihurugancha yag émméycha hen anchichay fafuy. Yachiyat agé yag amin hen anchichay fafuy, anchag hetatagtag wat napoligcha amin hen anchi chéprah yag nepesokcha hen fayfay wat anchag naofor amin.
