GEN.1.1	Gër ỹanar, Kaxanu nëcëtëguk
GEN.6.3	Ata Axwën Kaxanu re ko: «Ala an oñas fo hi ko. Wëno ame teɓ na din ir din onjën ondam oŋ gër ndexëm. Ɓëniy këme gë alapem fo ko ỹana exo ɗiyand.» 
GEN.6.4	Amëd aŋo hi bani ɓela ɓëŝakax ɓën gër ebar. Ɓëte amëd aŋo fo ɓar bani ɓela ɓër ekun ed Kaxanu ɓën gë odënaw̃ od ɓela ɓër gër ebar ok. Ɓësoxari ɓëjo rëw̃ëra kënëɓi oɓaŝ or hi bax ɓela ɓësëm, ɓangwëlik ɓand akarëk ɓaŋ.
GEN.6.5	Axwën Kaxanu wat ko mëne eñëŋënax end bani rind ɓela gër ebar eŋ axuri xurik. Er xëñ bax gër ow̃ëkw oreɓën wayët ɓanjëlan ɓañëŋënax fo. 
GEN.6.6	Axwën Kaxanu ŝena këŋo er ɓaƴaxën baɓi ɓela in gër ebar. Gër emëkw edexëm ŝena baŋo endeɓën eŋ. 
GEN.6.7	Ata re ko Axwën Kaxanu: «Ebar el këme fat eni dëxëtaxën ɓela ɓër ɓaƴ këmëni ɓën. Afat këme fat gë ɓela ak, gë oyel ak, gë ɓanjën ak, do gë oŝël ak. Gayikwa ɗek ŝena ke er ɓaƴaxën bamëni in.» 
GEN.6.8	Ɓarikan Nowe ŝot ko oyekax or Axwën Kaxanu ol.
GEN.6.9	Mondako ex andëw̃ëra and Nowe aŋ. Nowe mëŋ cëŋ, ala ar ŝenene do ar ɗal ebaxo. Ang këŋo nënganënd Kaxanu ak baxo liyand, mërëxand ir ɓandëw̃ëra ɓand ɓela ɓër angwën aŋo ɓën. 
GEN.6.10	Nowe mëŋ, ocambenjar otas rëw̃ baɓi: Ŝem, gë Xam do gë Yafet.
GEN.6.11	Ebar el anëka sëmba bax gër owat or Kaxanu. Ɓela ɓën mbaŋ wër bani. 
GEN.6.12	Ebar etëmbak fo baxo watënd Kaxanu, gayikwa ɓela ɓën edi ed ɓetëmbak fo wata bani gër ebar. 
GEN.6.13	Ata Kaxanu fel këŋo Nowe: «Ekwët ed ɓeỹ ɗek el h̃atëguk, ang faỹ këme gër emëkw edam ak. Gayikwa owër fo ex gër ebar në end ɓela ɓësëmbak eŋ. Anemin këmëni nemin ɗek gë ebar ak. 
GEN.6.14	Ɓarikan wëj Nowe, pikanayal akuluŋ and otëx od ax bërënd na. Cetëndëriɗ akuluŋ aŋo ɓaciw̃ ɓaciw̃ do notayiɗ gë otesesan amëlëf do gë amëfac. 
GEN.6.15	Mondako këƴ fika akuluŋ aŋo: acakëŝak in, ometër keme gë ofëxw oco, añangëỹang in, ometër alapem gë oco, do ƴaŋ-ƴaŋ in, ometër epëxw gë oco. 
GEN.6.16	Pikayiɗ ƴaŋ ang aciw̃ ŝëxw këƴ fo. Do teɓayiɗ amëd and gwër në enëxar fo, në beɓët iɓat. Teɓayiɗ ɓëte ebët në beɓët iɓat. Tëndëndëriɗ gër 
GEN.6.17	Wëno cëŋ, ata këme w̃ëlaw 
GEN.6.18	Ɓarikan eter këmi yata. Do ɗiliɗën gër akuluŋ aŋo wëj, gë ɓosëñix, gë alindax, do gë ɓolindaw̃ ɓor ɓosëñix. 
GEN.6.19	Ɗëniɗëɓi gër akuluŋ aŋo ɗek ow̃acar oɓëngw ol, enëm gë ecan, eni ɓayixën ɓëɓëngw ang wëj ak. 
GEN.6.20	Enëng end oŝël end ex yo, gë enëng end ow̃acar or gë osapar onax end ex yo, gë enëng end ow̃acar or xaɗa-xaɗa end ex yo, do gë ɓanjën ɓaŋ, aƴow këni ƴow gër akuluŋ andeƴ, enëm gë ecan, eni ɓayixën ɓëɓëngw. 
GEN.6.21	Ɓariɗ ɗek ɓeɓër kën ỹana en ƴambënd ɓën, gë ɓeɓër këni ỹana eni ƴambënd ɓën. Do mëxwëtayiɗ, en ƴambëraxënënd wëj gë ekun edeƴ el, do gë ow̃acar ol.» 
GEN.6.22	Ata Nowe ri ko ɗek er fel baŋo Kaxanu in, ang fel baŋo ak dëŋ.
GEN.7.1	Axwën Kaxanu fel këŋo Nowe: «Ɗilin gër akuluŋ wëj do gë ekun edeƴ el ɗek. Gayikwa mërëxand ir ɓandëw̃ëra ɓand ɓela ɓër gë okey oko ɓaŋo, wëj gaɓat wat këmi ar ŝenene an. 
GEN.7.2	Meɗëlëɓi ow̃acar ocongoxi, enëm gë ecan, gër enëng kala end ow̃acar ow̃ënëk, ɓëte gër ɗek ow̃acar oɓuyaraxik, enëm gë ecan. 
GEN.7.3	Meɗëlëɓi ɓëte ɓacël ɓanjongëɓaki, anëm gë acan, ex ɓayixën ɓenëng ɓendeɓën ɓeŋ ɗek ebar el. 
GEN.7.4	Gayikwa ro gë ɓakey ɓanjongëɓaki, tëɓ iŋ këme w̃ëlaw do ex tëɓ gëmëɗ gë goyat, ɓakey ofëxw onax. Mondako këmëni fat gër añangëỹang ir ebar, ɗek ɓeɓër gë onjën do ɓaƴ këmëni ɓën.» 
GEN.7.5	Ata Nowe ri ko ɗek er fel baŋo Axwën Kaxanu in.
GEN.7.6	Amëd aŋo, Nowe anëka sëk baŋo ɓëniy okeme ocongiɓat ga ƴowëk 
GEN.7.7	Ata Nowe, gë ɓosëñiw̃, gë alindaw̃, do gë ɓolindaw̃ ɓor ɓosëñiw̃ lil këni gër akuluŋ këdi këɓi law̃ ampumbuluỹët aŋ. 
GEN.7.8	Ɗek ow̃acar ol, hik ow̃ënëk ol, hik oɓuyaraxik ol, gë oŝël ol, do gë ɗek ɓeɓër kë ƴexërand xaɗa-xaɗa gër ebar ɓën, 
GEN.7.9	ƴow këni gër akuluŋ and Nowe, ɓeki ɓeki, gë enëm gë ecan, eni ɗilaxën gër akuluŋ, ang fel baŋo Kaxanu Nowe ak. 
GEN.7.10	Ga xucak ɓakey ɓanjongëɓaki, amen aŋ yëpëtak xali xwëcarak ebar el.
GEN.7.11	Ata yatir sëk këŋo Nowe ɓëniy okeme ocongiɓat, gë opacaw̃ oki, gë ɓakey epëxw gë ɓanjongëɓaki, fëti bax ɗek ɓañësa ɓand men ɓand ex gër ebar ɓaŋ. Men ond ƴaŋ oŋ ỹanak kë yëpëtand ga fërëtayak ɓamëd ɓand gër orën ɓaŋ. 
GEN.7.12	Tëɓ iŋ kë yëpëtand gër ebar, gëmëɗ gë goyat, xali ɓakey ofëxw onax. 
GEN.7.13	Kwël yatijo fo lil bani gër akuluŋ Nowe, gë ɓosëñiw̃, Ŝem, gë Xam, gë Yafet, gë alindaw̃ arexëm, do gë ɓësoxari ɓësas ɓër ɓosëñiw̃ ɓën. 
GEN.7.14	Alil lil bani ɓëte ɗek ɓenëng ɓend ow̃acar or gër apuỹ ɓeŋ, gë ɓend oyel ɓeŋ, gë ɓend ɓanjën ɓand kë ŝangënarand gër ebar ɓeŋ; gë ɓenëng ɓend oŝël ɓeŋ, do gë ɗek ɓend ɓanjën ɓand kë ŝëgërand ɓeŋ. 
GEN.7.15	Ɗek ɓeɓër gë onjën ɓën, ƴow këni gër Nowe, enëm gë ecan, eni ɗilaxën gër akuluŋ. 
GEN.7.16	Ɗek ɓeɓijo ƴow këni, enëm gë ecan, enëng end ex yo, ang re baxo Kaxanu ak. Ata Axwën Kaxanu fëra ko ebët ed akuluŋ el, gër epoƴ ed Nowe.
GEN.7.17	Ebar el ɗek ỹëmëk xali nëkak ɓakey ofëxw onax. Key yo key bax ỹëmbërënd amen aŋ xali lëɓinak akuluŋ aŋ. Ata kuluŋ aŋ xangëk ƴaŋ gër amen and hi bax gër ebar. 
GEN.7.18	Amen aŋ ga ɓaŝërëk ƴaŋ gër ebar do ampumbuluỹët aŋ kë w̃ëlarand akuluŋ aŋ. 
GEN.7.19	Ɓëte kwël dëŋ bax ɓaŝërënd amen aŋ, ata ŝiliparak kwëc ɗek osënd oŝakax or ex gër ebar oŋ. 
GEN.7.20	Osënd oŋ ŝiliparak polo gër amen në ometër ocongoki ba ocongotas. 
GEN.7.21	Ɗek ɓeɓër ɓaƴ baɓi Kaxanu do bani ŝangënarand gër ebar ɓën, nemira këni: oŝël ol, gë oyel ol, gë ow̃acar oɓapuỹ ol, gë ɗek ɓanjën ɓand bax ƴexërand gër ebar ɓaŋ, do gë ɗek ɓela ɓën. 
GEN.7.22	Ɗek ɓeɓër ebax gë onjën gër ebar ɓën ŝësëra këni. 
GEN.7.23	Mondako fat këɓi Kaxanu ɗek ɓeɓër gë onjën ɓër bax liyand gër ebar ɓën. Ga ỹana këɓi ɓela ɓën, felata këɓi ow̃acar osëm ol, gë osil ol, gë oŝël ol, do gë ɓanjën ɓaŋ. Fat këɓi ɗek ebar el. Ata ɓayi këni Nowe, do gë ɓër hi bax gë mëŋ gër akuluŋ ɓën. 
GEN.7.24	Amen and oỹëm aŋ xwëndak gër ebar xali sëkëk opacaw̃ oco.
GEN.8.1	Ɓarikan Kaxanu xwita këŋo Nowe gë ɗek ow̃acar oɓapuỹ ol, do gë oyel or hi bani gë mëŋ polo gër akuluŋ ol. Kaxanu w̃ëlaw ko ekoc gër ebar, ata amen aŋ ỹanak ebëxw el. 
GEN.8.2	Ɓañësa ɓand men ɓand gër ebar ɓaŋ lëmayak, do men ond ƴaŋ oŋ seɓëk eyëpëtan el ga fërëtayak ɓamëd ɓand gër orën ɓaŋ. Tëɓ iŋ xanik. 
GEN.8.3	Ata amen aŋ kë wëxënd tëkër tëkër gër ebar. Ga xucak opacaw̃ oco, amen aŋ ỹanak kë ɓaŝëtand. 
GEN.8.4	Yatir sëkëk ɓakey epëxw gë ɓanjongëɓaki, gë facaw̃ icongixinëm in, akuluŋ aŋ rëɗayak gër atënd and Ararat. 
GEN.8.5	Amen aŋ kwël dëŋ bax wëxënd. Ata gë akey añanar and facaw̃ ir epëxwën aŋ, oyur or osënd oŋ ŝanayak. 
GEN.8.6	Ga xucak ɓakey ofëxw onax, Nowe fërët ko fonetër ir seɓa baxo gër akuluŋ in.
GEN.8.7	Seɓët këŋo aŋërak aŋ. And ko ŝëgëraraw aŋ aɓakaw baxo ɓakawënd ɓakëlëbëd ɓandanjëm, xali nand wëxëk amen gër ebar na. 
GEN.8.8	Seɓët këŋo eɗëxwëte epeŝax el exo nëkonëragu angëmëne amen aŋ aɓaŝëta ɓaŝëtak gër ebar. 
GEN.8.9	Ɓari eɗëxwëte epeŝax el axo cot bana në er ko lapax. Ata kwël ɓakaw ko gër Nowe, polo gër akuluŋ, gayikwa amen aŋ kwël ɓayi bax gër ebar. Ga yën ko ataxan aŋ, Nowe sëraw këŋo eɗëxwëte epeŝax el, do lën këŋo gër ed hi baxo, lëf gër akuluŋ. 
GEN.8.10	Ŝëni ko ɓëte ɓakey ɓanjongëɓaki ɓacëxe, do seɓët këŋo gaŝëxe eɗëxwëte epeŝax el exo can akuluŋ. 
GEN.8.11	Eɗëxwëte epeŝax el w̃aỹigu ko genëka ga yapëgu ko apat acëkët and añarëka! Mondako nang baxo Nowe mëne amen aŋ aɓaŝëta ɓaŝëta bax gër ebar. 
GEN.8.12	Ŝëni ko ɓëte ɓakey ɓanjongëɓaki ɓacëxe, do seɓët këŋo eɗëxwëte epeŝax el. Ɓarikan aŋo, axo ɓakaw ex na gër ndexëm.
GEN.8.13	Yatir sëk këŋo Nowe ɓëniy okeme ocongiɓat gë imat, gë akey añanar and facaw̃ iỹanar aŋ, men oŋ wëxëk do ebar el ferëk. Nowe laɓët ko ejur ed akuluŋ el, wat ko mëne ebar el anëka ferëk bax. 
GEN.8.14	Ebar el ɗek fer bax yatir sëkëk facaw̃ ixinëm in, ɓakey alapem gë ɓanjongëɓaki.
GEN.8.15	Ata Kaxanu fel këŋo Nowe: 
GEN.8.16	«Canin gër akuluŋ, wëj, gë asoxari areƴ an, gë ɓosëñix, do gë ɓësoxari ɓëreɓën ɓën. 
GEN.8.17	Nëcëtëlëɓi ɓëte ɗek ow̃acar ol, gë oŝël ol, gë oyel ol, gë ɓanjën ɓand kë ŝangënarand gër ebar ɓaŋ. Canëlexëni eni ɓeñëta ebar el ɗek, do eni cënarëx!» 
GEN.8.18	Nowe, gë ɓosëñiw̃, gë asoxari arexëm an, do gë ɓësoxari ɓër ɓosëñiw̃ ɓën, ŝan këni gër akuluŋ. 
GEN.8.19	Ɗek ow̃acar ol, gë ɓanjën ɓand kë ŝangënarand gër ebar ɓaŋ, do gë oŝël ol ŝan këni ɓëte, gë enëng gë enëng.
GEN.8.20	Ata Nowe ri ko angëɓ and eŋo calexënënd Axwën Kaxanu. W̃eɗ këŋo emacar emat gër ɓenëng ɓend ow̃acar ow̃ënëk, do acël amat gër ɓenëng ɓend oŝël ow̃ënëk, do rin këŋo Axwën Kaxanu ŝaɗaxa ir momëlën, ƴaŋ gër angëɓ. 
GEN.8.21	Axwën Kaxanu ga wëran këŋo otëñer onëngax oŋ, re ko: «Ang nemin këme ebar në end ɓela ak, din ame nemin na. Gayikwa ow̃ëkw or ɓela oŋ eñëŋënax fo nangëk elod amëd and oŝambenjar aŋ. Ang nemin këme er ex gë onjën yo, ɓëte din ame nemin na.
GEN.8.22	Ang kë nëka yo ebar el,
GEN.8.22	oneɗëran ok do gë ekanaran el,
GEN.8.22	aƴem in do gë aƴëka in
GEN.8.22	ecaŝa el do gë ekol el,
GEN.8.22	goyat in do gëmëɗ in
GEN.8.22	din ir din kë ɓayi.»
GEN.9.1	Kaxanu ga këɓi yël oɓetak ol Nowe do gë ɓosëñiw̃, re ko: «Dëw̃ërin mbaŋ, ñëmbërin, ɗëgërayin në er ex yo gër ebar. 
GEN.9.2	Emacar end ex yo gër ebar, gë acël and kë ŝëgërand yo gër orën, gë er kë ŝangënarand yo gër ebar, do gë ekan ed ex yo gër angwëngw, ayëda kënun ỹana enun yëdand, do ahër kënun ỹana enun gërënd: wën xwën këɓi. 
GEN.9.3	Er kë ŝangënarand do hik gë onjën yo, do gë ɗek ɓeɓëlëg ɓën ex eƴamb ed yël këmun el. 
GEN.9.4	Ɓarikan, këren ƴambënd na ỹas er emacar eŋ gë enjëw̃ endexëm ak, mëne ngëŋ gë oŝat orexëm ak. 
GEN.9.5	Oŝat orewën oŋ, aniyan andewën aŋ ex. Mëŋ ex emacar end këŋo law̃ yo ala, aw̃ëka këmo w̃ëkaɗ. Ɓëte ala ar këŋo law̃ yo ala aŝandaw̃, aw̃ëka këmo w̃ëkaɗ. Ala kala aw̃ëka këmo w̃ëkaɗ end aniyan and aŝandaw̃ eŋ.
GEN.9.6	Ar këŋo law̃ ala an,
GEN.9.6	ala fo këŋo law̃ mëŋ ɓëte.
GEN.9.6	Gayikwa Kaxanu ri këŋo ala an gër eñaw̃ endexëm.
GEN.9.7	Do wën, dëw̃ërin mbaŋ do ñëmbërin,
GEN.9.7	ɗëgërayin në er ex yo, do ñëmbërin gër ebar.»
GEN.9.8	Kaxanu fel këɓi ɓëte Nowe do gë ɓosëñiw̃: 
GEN.9.9	«Wëno cëŋ, eter sana këmun wën, do gë ɓërandëw̃ëra andewën ɓën, ang këni ɓëtëraw gër ebar ak. 
GEN.9.10	Eter edam elo ahi hik ɓëte ed gë ɗek ɓeɓër gë onjën, gë ɗek oŝël, gë ɗek oyel, do gë ɗek ow̃acar oɓapuỹ el. Wën ɗek ɓër ŝanëguk gër 
GEN.9.11	Paɓ gë eter elo këme rend: “Ɓëte din amëni nemin na gë 
GEN.9.12	Re ko ɓëte Kaxanu: «Watin nanganëme ir eter ed sana këmun wën do gë ɗek ɓeɓër gë onjën ɓër hik gë wën el, ang këni ɓëtëraw ɓandëw̃ëra ɓandëw̃ëra, din ir din ak. 
GEN.9.13	Aw̃asin këmun ỹana mun masinënd ŝandiw̃ in, ang atumb fo gër ɓaŋar. Ata ŝandiw̃ in ex nanganëme ir eter ed wëno do gë ebar el. 
GEN.9.14	And këme ɓar ɓaŋar do ex ɓeɗi orën aŋ, ŝandiw̃ in aŝanaya kë ỹana ex canayand ƴaŋ. 
GEN.9.15	Ata mondako këme ỹana me pëɓënd eter ed wëno gë wën do gë ɗek ɓeɓër gë onjën el. Men oŋ ax ñana na ex ñëmbërënd xali ex gi ampumbuluỹët and këɓi fat ɗek ɓeɓër gë onjën ɓën. 
GEN.9.16	Ŝandiw̃ in aŝanaya kë ỹana ex canayand and kë ɓeɗi orën aŋ. Do awat këme ỹana me watënd me pëɓaxënënd eter ed din ir din ed wëno Kaxanu do gë ɗek ɓeɓër gë onjën gër ebar el.» 
GEN.9.17	Ata Kaxanu fel këŋo Nowe: «Ŝandiw̃ in ex nanganëme ir eter ed ri këme wëno gë ɗek ɓër ex gër ebar in.»
GEN.9.18	Ɓosëñiw̃ ɓor Nowe, Ŝem, gë Xam do gë Yafet, ŝanëgu bax gër kuluŋ isëm. Xam hi ko sëm ir Kanahaŋ. 
GEN.9.19	Ata ocambenjar otas od Nowe oko rëw̃ërëk ɗek ebar el.
GEN.9.20	Nowe hi ko aỹan. Ata ri ko andëɗa and 
GEN.9.21	Akey amat, ga ŝeɓ ko ngoƴ iŋ, ỹaw këŋo. Laki ko tëɓ gë eman eŋ lëf gër aner andexëm. 
GEN.9.22	Xam, sëm ir Kanahaŋ, sëk këŋo Nowe tëɓ gë eman eŋ. And ŝan ko an, ko reƴaxënd fac gër ɓoɓinëm Ŝem do gë Yafet. 
GEN.9.23	Ŝem do gë Yafet ga wël këni ang ri baxo sëm ireɓën ak, lapara këni acuɗ atëm, sëka këno gë epoƴ el, do laɓ këno. Ga w̃aŝan bano epoƴ el, ano wat ex na tëɓ gë eman eŋ. 
GEN.9.24	And xoc këŋo Nowe ngoƴ ind ỹaw baŋo aŋ, nang ko er ri këŋo ŝambenjar iɓeja irexëm in. 
GEN.9.25	Ata re ko:
GEN.9.25	«Aw̃e këŋo w̃e Kanahaŋ!
GEN.9.25	Xaɗëp ir okaɗëp od ɓoɓinëm ko hi!»
GEN.9.26	Re ko ɓëte:
GEN.9.26	«Cëkwayino Axwën Kaxanu, mëŋ ar xwën këŋo Ŝem an,
GEN.9.26	ɓarikan Kanahaŋ hik xaɗëp irexëm in!
GEN.9.27	Wëno Kaxanu kë ỹangën ebar ed xwën ko Yafet el!
GEN.9.27	Alëg ko lëg ŋëŝ gër ɓaner ɓand Ŝem,
GEN.9.27	do Kanahaŋ kë hi xaɗëp irexëm in!»
GEN.9.28	Ga xucak 
GEN.9.29	Ata and sëk këŋo ɓëniy okeme ocongonax gë ofëxw oco aŋ, Nowe ŝës ko.
GEN.10.1	Mondako bax ɓandëw̃ëra ɓand ocambenjar od Nowe Ŝem, gë Xam do gë Yafet ɓaŋ. Ɓëtoŝan rëw̃ëra banëɓi and xucak 
GEN.10.2	Ɓosëñiw̃ ɓor Yafet ebani: Gomer, gë Magog, gë Medi, gë Yafan, gë Tubal, gë Meŝek do gë Tiras. 
GEN.10.3	Ɓosëñiw̃ ɓor Gomer ebani: Aŝëkenas, gë Rifat do gë Togarëma. 
GEN.10.4	Ɓosëñiw̃ ɓor Yafan ebani: Eliŝa do gë Tarësis, gë Ŝipër do gë Rod. 
GEN.10.5	Oɓaŝ oreɓën ol rëw̃ërëk gër 
GEN.10.6	Ɓosëñiw̃ ɓor Xam ebani: Kuŝ, gë Mitësërayim, gë Put, do gë Kanahaŋ. 
GEN.10.7	Ɓosëñiw̃ ɓor Kuŝ ebani: Seba, gë Afila, gë Sabëta, gë Rama do gë Sabëteka. Ɓosëñiw̃ ɓor Rama ebani: Saba do gë Dedan. 
GEN.10.8	Ata Kuŝ hi ko sëm ir Nimërod. Nimërod ijo ebax angwëlik añanar aŋ gër ebar. 
GEN.10.9	Kamara isëm hi baxo ogës od Kaxanu. Mëŋ bani rexënënd ɓela ɓën: «Kamara isëm, ogës od Axwën Kaxanu, ang Nimërod fo.» 
GEN.10.10	Ata Nimërod wun ko gër ɓangol ɓand ebar ed Ŝinehar ɓaŋo: Babilon, gë Erek, gë Akad, do gë Kalëne. 
GEN.10.11	Akey amat, Nimërod ga xani ko gër ebar elo, ƴe ko gër ed Asiri. Ɓaƴëx ko ɓangol ɓand Ninif, gë Rexobot, do gë Kalax ɓaŋ, 
GEN.10.12	do gë angol and Resen aŋ, and ebax fëco Ninif, fëco Kalax, angol atëm aŋ.
GEN.10.13	Ɓosëñiw̃ ɓor Mitësërayim ebani: ɓandëw̃ëra ɓand Lud, gë ɓandëw̃ëra ɓand Anem, gë ɓandëw̃ëra ɓand Lehab, gë ɓandëw̃ëra ɓand Nafëtu; 
GEN.10.14	gë ɓandëw̃ëra ɓand Patëros, gë ɓandëw̃ëra ɓand Kasëlu, do gë ɓandëw̃ëra ɓand Kafëtor ɓaŋ. Ofilisëteŋ ok ɓërandëw̃ëra and Kasëlu exëni ɓën ɓëte.
GEN.10.15	Kanahaŋ hi ko sëm ir Sidoŋ, itoŝan iñanar indexëm iŋ, do sëm ir Het. 
GEN.10.16	Mëŋ fo bax axarëk ar ɓandëw̃ëra ɓand Yebus, gë ɓand Amor, do gë ɓand Girëgaŝ an. 
GEN.10.17	Mëŋ fo bax ɓëte, axarëk ar ɓërandëw̃ëra and Het, gë ɓand Arëki, gë ɓand Sini, 
GEN.10.18	gë ɓërandëw̃ëra and Arëfad, gë ɓand Tësëmar, do gë ɓand Amat an. Ata oɓaŝ or Kanahaŋ ol, mondako ŝapërëra këni ɓandëw̃ëra ɓaŋ. 
GEN.10.19	Ebar ed oɓaŝ or Kanahaŋ el ỹanak elod gër ebar ed Sidoŋ, gand beɓët ir Gerar, ƴek xali gër Gasa. Do gand beɓët ir Sodom, ƴek ɓëte xali gër Gomor, gër Adëma, gër Tësoboyim, do xali gër Leŝa. 
GEN.10.20	Mondako hi bani ɓosëñiw̃ ɓor Xam gër owar oreɓën, ebaca gë ebaca, eyeƴan gë eyeƴan, nëng gë nëng.
GEN.10.21	Ŝem ɓëte gë oɓaŝ ebaxo. Mëŋ ebax itoŝan ikarënak ind Nowe iŋ, do aɓinëm ar Yafet, sëm ir Eber do gë ɓosëñiw̃. 
GEN.10.22	Ɓosëñiw̃ ɓor Ŝem ebani: Elam, gë Asiri, gë Arëpakëŝad, gë Lud do gë Aram. 
GEN.10.23	Ɓosëñiw̃ ɓor Aram ebani: Utës, gë Hul, gë Geter, do gë Maŝ. 
GEN.10.24	Arëpakëŝad rëw̃ këŋo Ŝela, do Ŝela rëw̃ këŋo Eber 
GEN.10.25	Eber rëw̃ këɓi ɓëtoŝan ɓëki: ow̃ac or iñanar ol ebax Peleg, gayik gë ɓakey ɓand rëw̃ këno ɓaŋ ŝetërëk ebar el. Do ow̃ac or aɓinëm ol ebax Yokëtaŋ. 
GEN.10.26	Yokëtaŋ rëw̃ këɓi Alëmodad, gë Ŝelef, gë Atësarëmafet, gë Yerax, 
GEN.10.27	gë Adoram, gë Usal, gë Dikëla, 
GEN.10.28	gë Obal, gë Abimayel, gë Saba, 
GEN.10.29	gë Ofir, gë Afila, do gë Yobab. Ɓëjo ɗek ebax ɓosëñiw̃ ɓor Yokëtaŋ. 
GEN.10.30	Ɓën lëg bax elod gër ebar ed Meŝa, beɓët ir Sefar, xali gër osënd or apën-eñan. 
GEN.10.31	Ɓën ebax ɓosëñiw̃ ɓor Ŝem, ebaca gë ebaca, eyeƴan gë eyeƴan, nëng gë nëng, gër owar oreɓën. 
GEN.10.32	Ata mondako rëw̃ër bani ɓosëñiw̃ ɓor Nowe, ang sëfërëra këni gër ɓandëw̃ëra ɓandeɓën ak, gë ɓenëng ɓendeɓën ɓeŋ. Ɓandëw̃ëra ɓandeɓën ɓaŋ ŝapërëk enëng gë enëng, do ɓeñëta këni ebar el and xucak ampumbuluỹët aŋ.
GEN.11.1	Amëd aŋo, eyeƴan eɓat fo ebax ngwën iŋ ɗek, do elo fo bani yeƴanënd ɓela ɓën. 
GEN.11.2	Ga xaniw këni apën-eñan, sëk këni angëni añangax gër ebar ed Ŝinehar. Ata lëgëra këni na. 
GEN.11.3	Ata ỹana këni këni rend: «Ɓaƴëne tan osingiri do ene bëkaye mo mbëka ex kemaxën!» Gër ed ebax eni ɓaƴ gë oxaỹ, nëmb këni osingiri. Ata këni ɓaƴënd gë eɗaka ed petërol el, gër ed ebax eni ɓaƴ gë simaŋ. 
GEN.11.4	Akey amat, re këni: «Angol and këne xwëne këne ɓaƴe, do gë aciw̃ atëndëndër and gë ejur ed kë h̃at ŋëŝ gër orën. Mondako këne hiye ɓangwëlik, do ane capërëraye ex na ɗek ebar el!»
GEN.11.5	Axwën Kaxanu feda ko exo nëkon angol aŋ, do gë aciw̃ atëndëndër and bani ɓaƴënd ɓela ɓëjo aŋ. 
GEN.11.6	Re ko Axwën Kaxanu: «Watinëɓi ɓela ɓëjo ga hi këni ɓulunda iɓat, do këni yeƴanënd eyeƴan eɓat. Angëmëne mondako ỹana këni, er këni wëlër eni di yo, axor këni xor! 
GEN.11.7	Awa pedane tan ene bële eyeƴan edeɓën elo, eni tëkwanaxën ewëlër ed andeɓën reɓën el!» 
GEN.11.8	Ata Axwën Kaxanu, mondako ŝapëreli baɓi ɓela ɓëjo, ebar el ɗek, do kwël seɓ këni eɓaƴ ed angol el. 
GEN.11.9	Mëŋ w̃acaxën këni angol aŋo «Babel», mëne ngëŋ «Ambële». Gayikwa Axwën Kaxanu na wël ko eyeƴan eɓat ed ebax ɗek ebar el. Yatijo ŝapëreli këɓi ɓela ɓën do yëcar këni ebar el ɗek.
GEN.11.10	Mondako bax ɓandëw̃ëra ɓand Ŝem ɓaŋ. Ŝem ga sëk këŋo ɓëniy këme, rëw̃ këŋo Arëpakëŝad ga xucak ɓëniy ɓëki elod ga hi bax 
GEN.11.11	And rëw̃ këŋo Arëpakëŝad aŋ, Ŝem liya ko ɓëniy okeme oco. Rëw̃ këɓi ɓëte ɓëtoŝan do gë ɓëtoxari.
GEN.11.12	Arëpakëŝad ga sëk këŋo ɓëniy ofëxw osas gë ɓënjo, rëw̃ këŋo Ŝela. 
GEN.11.13	And rëw̃ këŋo Ŝela aŋ, Arëpakëŝad liya ko ɓëniy okeme onax gë ɓëtas. Rëw̃ këɓi ɓëte ɓëtoŝan do gë ɓëtoxari.
GEN.11.14	Ŝela ga sëk këŋo ɓëniy ofëxw osas, rëw̃ këŋo Eber. 
GEN.11.15	And rëw̃ këŋo Eber aŋ, Ŝela liya ko ɓëniy okeme onax gë ɓëtas. Rëw̃ këɓi ɓëte ɓëtoŝan do gë ɓëtoxari.
GEN.11.16	Eber ga sëk këŋo ɓëniy ofëxw osas gë ɓënax, rëw̃ këŋo Peleg. 
GEN.11.17	And rëw̃ këŋo Peleg aŋ, Eber liya ko ɓëniy okeme onax gë ofëxw osas. Rëw̃ këɓi ɓëte ɓëtoŝan do gë ɓëtoxari.
GEN.11.18	Peleg ga sëk këŋo ɓëniy ofëxw osas, rëw̃ këŋo Rehu. 
GEN.11.19	And rëw̃ këŋo Rehu aŋ, Peleg liya ko ɓëte ɓëniy okeme oki gë ɓënjongëɓënax. Rëw̃ këɓi ɓëte ɓëtoŝan do gë ɓëtoxari.
GEN.11.20	Rehu ga sëk këŋo ɓëniy ofëxw osas gë ɓëki, rëw̃ këŋo Serug. 
GEN.11.21	And rëw̃ këŋo Serug aŋ, Rehu liya ko ɓëniy okeme oki gë ɓënjongëɓëki. Rëw̃ këɓi ɓëte ɓëtoŝan do gë ɓëtoxari.
GEN.11.22	Serug ga sëk këŋo ɓëniy ofëxw osas, rëw̃ këŋo Naxor. 
GEN.11.23	And rëw̃ këŋo Naxor aŋ, Serug liya ko ɓëniy okeme oki. Rëw̃ këɓi ɓëte ɓëtoŝan do gë ɓëtoxari.
GEN.11.24	Naxor ga sëk këŋo ɓëniy alapem gë ɓënjongëɓënax, rëw̃ këŋo Terax. 
