MAT.1.1	Lùu ŋwaꞌlə kɔ̀ŋ ŋiꞌ ŋii Yeso Kristo, wee Deyvid, wee Abraham. 
MAT.5.20	Viŋ zɔ! Mə naysə tɨ́ viŋ laa, viŋ kee kii ŋkawnə nə məzɔnə shɔ̀ɔ vɨɨ mədeesə ŋwaꞌlə Nwi ghɔ vɨ vɨɨ Farisii me, buu kaꞌ viŋ kee ndɔ ŋii nu yifwàŋ yizɔ me.»
MAT.5.21	Viŋ nə zɔ̀ nu ŋkɨə faŋ vɨ nə gì tɨ́ vɨɨ vɨsɨ laa, «Kɨ zwi wə me,» baa nə laa, «Wə ntɨə faŋ ŋwə zwì wə, ŋìi nsɔꞌ Nwi.» 
MAT.5.22	Luu nə, mə gì ŋkaŋ tɨ́ viŋ laa, «Fwi wə kɨ luu shə̀ maa weenshu wi, ŋwə ŋìi nsɔꞌ. Wə ntɨə faŋ ŋwə gì tɨ́ weenshu wi laa ŋwə lùu wuu dayday, ndɔ ŋii taa nsɔꞌ yiweꞌ. Wə ntɨə faŋ ŋwə gì tɨ́ weenshu wi laa ŋwə luu mfaw, ŋìi nsɔꞌ Nwi, vɨ mɔꞌ ŋwə taa wi.
MAT.5.23	Yighee njyə faŋ a jwì nə fa maa məkɔ Nwi shɔ, a kɨ ziꞌ yɨ shəŋ məkɔ Nwi, lumə laa a nə gù nu maa weenshu wə, 
MAT.5.24	bàw a meꞌtə fa kɔ́ yɨ shəŋ məkɔ Nwi, bə̀ŋ gə̀ mètə nu viŋ weenshu wə ŋkəə, buu bəŋ jwì kɔ̀ Nwi nə fa kɔ́.
MAT.5.25	Viŋ wə mɔ́ꞌ kɨ luu kii nsɔꞌ, bàw a biŋ viŋ ŋwə sɨɨtə faŋ viŋ ŋwə kɨ bii jɨɨ, laa kɨ wuu nsɔꞌ wə kɔ ghɔ tɨ́ wuu məshia nsɔꞌ, wuu məshia nsɔꞌ kɔ ghɔ tɨ́ nshiiŋii, ŋwə kwaŋ ghɔ taa ŋii mfiŋ me. 
MAT.5.26	Mə naysə nu yinsəŋ tɨ́ ghɔ laa kaꞌ a kee ndɔ fuu fɨ fuŋ me, ziꞌ maa yighee njyə faŋ a mètə ndɔ̀ꞌ ka ghɔ́ nshə, tuu ŋkee fəlaŋ kee gòꞌ me.»
MAT.5.27	Viŋ nə zɔ̀ nu ŋkɨə faŋ ŋkə lùu taa ŋwaꞌlə Nwi laa, «Kɨ tii wəzwi me.» 
MAT.5.28	Luu nə, mə gì ŋkaŋ tɨ́ viŋ laa, kɨ luu wə ye wəzwi, sə, buu ŋwə duꞌtə ŋwə tii wəzwi ghɔ́ fɨ taa fwi ŋwə.
MAT.5.29	Kɨ luu yisɨ yə, njyə kwiŋ maꞌ, yɨsə a yɨ nu bwə, bàw a kɨlə, fùusə mèꞌ. Ŋkə bàw laa way shəŋ fɨ maa ghɔ ndi, fɨ ghɔ vɨ shaꞌ ŋwaa wə nshə, mɔ̀ꞌ taa wi. 
MAT.5.30	Kɨ luu kwiŋ wə maꞌnə yɨsə a yɨ nu bwə, shia, mèꞌ. Bàw way shəŋ fɨ maa ghɔ ndi, fɨ ghɔ nshɨ ŋwaa wə maa məŋii taa wi.
MAT.5.31	Vɨ nə baa gì laa, «Wə kɨ luu tɨꞌ zu wi, ŋwə kɔ ŋwaꞌlə məgaasə məndaa tɨ́ ŋwə.» 
MAT.5.32	Luu nə, mə gì ŋkaŋ tɨ́ viŋ laa, «Wə kɨ luu tɨꞌ zu wi, maa laa wəzwi ghɔ́ toꞌ vəswaŋ me, buu ŋwə yɨ̀sə laa vɨɨ kɨ tii ŋwə, gù ntɨ məndaa. Wə kɨ luu ndaa wəzwi faŋ ŋwə fùu fɨ ghɔ wəndɔŋ day, buu ŋwə gù ntɨ məndaa ghɔ wəzwi ghɔ́ nɨzi.»
MAT.5.33	Viŋ nə baa zɔ nu ŋkɨə faŋ vɨ nə gì tɨ́ vɨɨ vɨsɨ laa, «Kɨ lɨꞌtə yizii Nwi maa təba me,» 
MAT.5.34	Luu nə, mə gì ŋkaŋ tɨ́ viŋ laa, «Kɨ viŋ lɨꞌtə tuu yighee muꞌ me. Kɨ viŋ lɨꞌtə yizɔ me, buꞌ laa lùu ŋkaw Nwi, faŋ Nwi dùꞌ shɔ, kɨ sɔꞌ mbi. 
MAT.5.35	Kee kɨ lɨꞌtə nsi me, buꞌ laa lùu fa mətə ghuu ki. Kee lɨ̀ꞌtə Jerusalem me, buꞌ laa lùu shɨ yifwàŋ yizɔ. 
MAT.5.36	Kɨ lɨꞌtə tɔ kə me, buꞌ laa kaꞌ a kee yɨ̀sə mbuu nyuŋ fu me, tɨꞌnə me fəŋ me. 
MAT.5.37	Viŋ kɨ gisə yigi yiŋ laa ɔŋ, tɨꞌnə me laa bey, maa yinsəŋ. Viŋ kɨ luu baa kwìinə kuꞌsə yigi yimɔ́ꞌ shɔ, buu nyə ndɔ̀ fɨ maa nu bwə.»
MAT.5.38	Viŋ zɔ! Viŋ nə zɔ̀ faŋ vɨ gi laa, «Wə kɨ luu sɔ̀ yisɨ yə yimuꞌ, a sɔ njii yimuꞌ, tɨꞌnə me shòꞌ yigɨꞌ yə yimuꞌ, a shoꞌ njii yimuꞌ.» 
MAT.5.39	Luu nə, mə gì ŋkaŋ tɨ́ viŋ laa, «Kɨ viŋ fəŋ nu bwə faŋ wə kəə yɨ̀sə maa viŋ me. Wə kɨ luu sàŋ yifəə yə, njyə kwiŋ maꞌnə, a kiasə kwiŋ mɔ́ꞌ, də̀ tɨ́ ŋwə nɨzi. 
MAT.5.40	Wə kɨ luu kəə ghɔ nə nsɔꞌ, kɨ kəə fi njwi yə yimɔ́ꞌ, bàw a meꞌtə ghɔ vɨ njwi yə yindiŋ. 
MAT.5.41	Kɨ luu wə dɔɔ ghɔ laa (a shaꞌ fa,) viŋ ŋwə toꞌ kilomita muꞌ, bàw a gə, viŋ ŋwə toꞌ vəkilomita vəbɔɔ. 
MAT.5.42	Kɨ kɔ fa ŋkɨə faŋ wə ndwaŋ fɨ ghɔ ghɔ tɨ́ wə ghɔ́, kee kɨ twey fɨ kɔ fa tɨ́ wə faŋ ŋwə shwaꞌ fɨ ghɔ ghɔ me.»
MAT.5.43	Viŋ nə zɔ faŋ vɨ gi laa, «Kɨ kaw weenshu wə, bee wuu mbeenə wə.» 
MAT.5.44	Luu nə, mə gì ŋkaŋ tɨ́ viŋ laa, «Viŋ kɨ kaw vɨɨ mbeenə viŋ, buꞌ ghɔ tɨ́ Nwi tɔ vɨɨ faŋ vəŋ shoꞌ ghuu ghiŋ. 
MAT.5.45	Nɨniŋ laa viŋ luu vaŋ tɨta Nwi, Tii wiŋ fɨ yizɔ, buꞌ faŋ ŋwə yɨsə shɨshwi wi bee tɔ vɨɨ bwənə nə vɨɨ jəənə, tɔŋ yighuu tɨ́ vɨɨ vənu vəloomə nə tɨ́ vɨɨ faŋ vənu vəvəŋ kee lùu vəloomə me. 
MAT.5.46	Viŋ kɨ luu kàw sheꞌ vɨɨ faŋ vəŋ kaw viŋ, buu vəkeynə viŋ sii lùu kɨkə? Maa vɨɨ məsa vətɔ yɨsə nɨniŋ nɨzi! 
MAT.5.47	Viŋ kɨ luu kɨ shɔꞌtə sheꞌ vaŋ-nshwi viŋ, buu viŋ yɨ̀ nu kwalə kɨkə? Maa vɨɨ faŋ vəŋ kee kɨ̀ɨ nə Nwi me, yɨsə nɨniŋ nɨzi. 
MAT.5.48	Nɨniŋ, bàw viŋ baw shɨlə yaa tɨta Nwi Tii wiŋ fɨ yizɔ, faŋ ŋwə bàw shɨlə nə.»
MAT.6.1	«Viŋ kɨ ndɨɨnə laa viŋ kee kɨ yɨsə nu faŋ ŋkə lùu kəloomə vɨsɨ vɨɨ me, laa vəŋ kɨ ye viŋ shɔ me. Viŋ kɨ luu kɨ yɨsə nu loomə laa vɨɨ kɨ ye viŋ shɔ, buu vəkeynə viŋ fɨ ghɔ tɨta Nwi, Tii wiŋ fɨ yizɔ, kee baa lùu shɔ me. 
MAT.6.2	Yighee njyə faŋ viŋ kɔ fa tɨ́ wuu ŋɨꞌ, kɨ viŋ kɨ taw yisaw yaa vɨɨ məkoꞌsə ŋwaa yaa kɨ yɨsə taa ndɔꞌ Nwi nə jɨɨsə laa vɨɨ kɨ bəŋsə vəŋ nə me. Mə naysə ŋkee nu yinsəŋ tɨ́ viŋ laa vəkeynə vəŋ ndì nɨniŋ. 
MAT.6.3	Gə fɨ maa ghɔ, a kɔ fa tɨ́ wuu ŋɨꞌ, kɨ ghɔ biŋ laa kwiŋ ŋkwii kɨɨ nə nu ŋkɨə faŋ kwiŋ maꞌnə yɨsə me. 
MAT.6.4	Nɨniŋ laa jəə wə faŋ a yɨ̀sə, goꞌ sheꞌ taa vəndenə. A yɨ̀ nɨniŋ, buu Nwi, Tii wə, faŋ ŋwə ye vənu vəndenə vənshə, ndɔ key ghɔ shɔ.»
MAT.6.5	«Yighee njyə faŋ viŋ kəə shɔꞌtə Nwi, kɨ viŋ lùu yaa vɨɨ məkoꞌsə ŋwaa me, faŋ vəŋ yaa kɨ kaw maa mətɨŋnə taa ndɔꞌ Nwi nə maa vənsanə və jɨɨsə, shɔꞌtə Nwi yifi laa vɨɨ kɨ ye vəŋ, bəŋsə vəŋ. Mə naysə ŋkee nu yinsəŋ tɨ́ viŋ laa vəkeynə vəŋ ndì. 
MAT.6.6	Gə fɨ maa ghɔ, a kəə kɨ shɔꞌtə Nwi, a ŋìi njɨɨ ŋii yishi, fə̀ŋ shuu wi, buu kɨ shɔꞌtə Nwi, Tii wə, faŋ ŋwə lùu maa shəŋ vəndenə, buu Nwi, Tii wə, faŋ ŋwə ye ghɔ maa shəŋ vəndenə nə, ndɔ bəŋsə tɨ́ ghɔ.
MAT.6.7	Viŋ kəə kɨ shɔꞌtə Nwi, kɨ viŋ kɨ gisə yigi yiyaŋ me, yaa vɨɨ məkoꞌsə ŋwaa yaa kɨ yɨsə nə me. Vəŋ bɨꞌtə laa Nwi taa zɔ yigisə vəŋ, buꞌ faŋ vəŋ gisə yigi yiyaŋ dɨdɨꞌ. 
MAT.6.8	Nɨniŋ, kɨ viŋ fɨnə vəŋ me. Nwi, Tii wiŋ, kɔꞌ kɨɨ nə nu ŋkɨə faŋ ŋkə bəə fɨ ghɔ viŋ maa yighee njyə faŋ viŋ kee bee ta ndwàŋ tɨ́ ŋwə me.
MAT.6.9	Nɨniŋ, ŋkə bàw laa viŋ kɨ shɔꞌtə Nwi, gi laa lee,
MAT.6.9	Tii wia fɨ yizɔ,
MAT.6.9	məbəŋsə lùu maa yizii yə.
MAT.6.10	Bàw yifwàŋ yə jwi.
MAT.6.10	Yɨsə laa vənu vənshə gay sheꞌ maa ŋkitə yə
MAT.6.10	shɨ nsi yuu ŋkə lùu yizɔ.
MAT.6.11	Kɔ yia ndee nə fazɨ yuu ŋkə kùꞌnə maa shi ndee.
MAT.6.12	Ndenə yibɨsə yia, faŋ yia ndènə yibɨsə vɨɨ nə.
MAT.6.13	Kɨ ghɔ biŋ yia ŋii məmɔŋ maa məyɨ nu bwə me.
MAT.6.13	Gaŋtə yia fɨ ghɔ vənu vəbwəvə.
MAT.6.13	[Wutə məsɔꞌ vɨɨ nə wutə məyɨ vənu vənshə, nə feenə,
MAT.6.13	kii sheꞌ ghɔ, tɨta Nwi. Ŋkə goꞌsə yighee muꞌ. Amen.]
MAT.6.14	Viŋ kɨ luu kɨ ndenə yibɨsə vɨɨ faŋ vəŋ nə yɨ maa viŋ, buu Nwi, Tii wiŋ fɨ yizɔ, taa kɨ ndenə yibɨsə yiŋ nɨzi. 
MAT.6.15	Kɨ luu viŋ kee kɨ ndenə yibɨsə vɨɨ me, buu Nwi, Tii wiŋ, kee ndɔ ndenə yibɨsə yiŋ me.»
MAT.6.16	«Viŋ kɨ luu kɨ baŋ fazɨ, kɨ viŋ kɨ kaŋ yikəꞌ yiŋ yaa vɨɨ məkoꞌsə ŋwaa me. Vəŋ kaŋ yikəꞌ vəŋ, tɨ́ kɨ kaꞌ vɨɨ kɨ ye, bə̀ŋsə vəŋ shɔ. Mə naysə ŋkee nu yinsəŋ tɨ́ viŋ laa vəkeynə vəŋ ndì nɨniŋ. 
MAT.6.17	Gə fɨ maa ghɔ, a kɨ luu kɨ kəə kɨ baŋ fazɨ, a wìŋsə məŋgwə tɔ ghɔ, sɔ̀ sɨ ghə, 
MAT.6.18	laa kɨ ghɔ yɨsə vɨɨ kɨɨ laa a baŋ fazɨ me. Kɨɨ sheꞌ tɨta Nwi faŋ ŋwə lùu maa shəŋ vəndenə. Nɨniŋ, Nwi, Tii wə, ye nu ŋkɨə faŋ ŋkə gày maa shəŋ vəndenə; ŋwə ndɔ key ghɔ shɔ.»
MAT.6.19	«Kɨ viŋ baytə vətɔ fɨ shɨ nsi, nùŋ maa shəŋ faŋ mbɔŋ nə kwa taa kwə me, tɨꞌnə me vəndɔꞌ bɨꞌ ŋìi shàw me. 
MAT.6.20	Viŋ nuŋ ka wiŋ luu yizɔ, faŋ kaꞌ mbɔŋ nə kwa kee kwə me, vəndɔꞌ kee shaw me. 
MAT.6.21	Bàw viŋ yɨ nɨniŋ, buꞌ laa shəŋ ŋkɨə faŋ ka wiŋ lùu shɔ, lùu shəŋ kɔ́ faŋ fwi yiŋ lùu shɔ nɨzi.
MAT.6.22	Yisɨ wə lùu kiꞌ tɨ́ ŋwaa wi. Kɨ luu sɨ ghə luu jəə, a tə̀ maa nu kəmuꞌ, buu ŋwaa wə nshə taa kii məley. 
MAT.6.23	Luu nə, yisɨ yə bɨ, buu ŋwaa wə nshə taa luu nə mfiŋsə. Kɨ luu kiꞌ wə ndɨɨnə, buu fwi yə taa fəŋ laa shiŋ.
MAT.6.24	Kaꞌ wə muꞌ kee fàꞌ tɨ́ vɨɨ vəbɔɔ me. Wə kəə kɨ yɨ nɨniŋ, buu ŋwə taa bee wuu mɔ́ꞌ, kàw wuu mɔ́ꞌ, yighee mɔ́ꞌ kɨ zɔnə wuu mɔ́ꞌ, shiasə wuu mɔ́ꞌ, kaꞌ wə kee kɨ faꞌ tɨ́ Nwi, baa faꞌ ndeynə ka me.»
MAT.6.25	«Nɨniŋ, mə naysə tɨ́ viŋ laa, kɨ viŋ kɨ saŋ ŋwaa buꞌ nu məbwey kiŋ, laa viŋ taa zɨ kə, tɨꞌnə me nù kə me, kee kɨ saŋ ŋwaa buꞌ yiŋwaa yiŋ laa viŋ taa shuŋ kə me. Maa məbwey shɔ̀ɔ fazɨ, ŋwaa shɔɔ njwisə. 
MAT.6.26	Viŋ ndeynə mənwə faŋ mbə vɨɨlə fɨ taa yizɔ, ye, mbə kee bia vətɔ me, kee shɨshwi me, kee bee kwaŋ taa ta me. Luu nə, tɨta Nwi, Tii wiŋ fɨ yizɔ, zəsə mbə. Maa viŋ shɔ̀ɔ mbə ŋkee dɨdɨꞌ! 
MAT.6.27	Nə kɨ kaꞌ wə fɨ wiŋ mɔ́ꞌ kùꞌsə wee-fɨ-fa maa məbwey wi mu? 
MAT.6.28	Viŋ sii saŋ ŋwaa wiŋ buꞌ njwisə tɨ́ kə? Viŋ ye vəbaybay vəjəəvə fɨ taa təgay faŋ mbə ta; mbə kee fàꞌ faꞌ me, kee ba njwisə me. 
MAT.6.29	Luu nə, mə naysə tɨ́ viŋ laa, ŋkee fwàŋ kwalə Solomon faŋ ŋwə nə mɔꞌ ŋkee njwisə jəəsə nə, nsə kee bee kùꞌnə maa vəbaybay vɔ́ me. 
MAT.6.30	Nɨniŋ, faŋ Nwi mɔꞌ ŋkee njwisə jəəsə maa təgay fɨ taa tɔɔ nə, faŋ lùu ndee, fu taa kɨ lee, vɨ ndì maa ŋkɔꞌ, twaŋ, maa kɨ kaꞌ Nwi kɨ mɔꞌ njwisə maa viŋ shɔɔ yinsii. 
MAT.6.31	Nɨniŋ, kɨ viŋ baa kɨ saŋ ŋwaa wiŋ, gisə laa, yia taa zɨ kə me, tɨꞌnə me laa, yia taa nu kə me, tɨꞌnə me laa, yia taa shuŋ kə me. 
MAT.6.32	Vətɔ vɔ́ vənshə luu sheꞌ vətɔ faŋ vɨɨ məmanə Nwi tə̀ sɨ shɔ nɨzi. Maa tɨta Nwi, Tii wiŋ fɨ yizɔ, kɔꞌ kɨɨ laa kaꞌ viŋ kee bwèy, bə̀ə vətɔ vɔ́ me. 
MAT.6.33	Nɨniŋ, viŋ bɨ tə̀ sɨ maa nu yifwàŋ yizɔ, baa nə laa viŋ ndɔ luu vəloomə sɨ ŋwə, buu ŋwə kɨ kuꞌsə vətɔ vɔ́ tɨ́ viŋ nɨzi. 
MAT.6.34	Nɨniŋ, kɨ viŋ kɨ saŋ ŋwaa wiŋ buꞌ nu mbisɨ me. Shi mbisɨ taa lootə nu sheꞌ maa nshɨ-tɔ wi. Ŋɨꞌ ndee kùꞌ tɨ́ ndee.»
MAT.7.1	«Kɨ viŋ kɨ shia nsɔꞌ tɔ vɨɨ me, laa kɨ Nwi ndɔ shia nsɔꞌ tɔ viŋ nɨzi me. 
MAT.7.2	Viŋ kɔꞌ kɨɨ laa nsɔꞌ njyə faŋ viŋ kwàŋ tɔ vɨɨ, luu sheꞌ nsɔꞌ njyə faŋ Nwi ndɔ shia tɔ viŋ nɨzi. Mfɨꞌ njyə faŋ viŋ fɨꞌ vənu və vɨɨ, luu sheꞌ njyə faŋ Nwi ndɔ fɨꞌ vənu viŋ shɔ nɨzi. 
MAT.7.3	Sii yɨ̀ kə a ye wee-fa taa yisɨ weenshu wə, kee yè nshɨ-fa faŋ ŋwə lùu taa yisɨ ghɔ me? 
MAT.7.4	Sii kaꞌ a gì tɨ́ weenshu wə laa, «Naꞌ, mə fuusə wee-fa fɨ yisɨ ghɔ,» faŋ a kii ŋkee nshɨ-fa taa yisɨ ghɔ kɨkə? 
MAT.7.5	Aŋ wuu məboꞌ ŋwaa, bàw a bɨ fuusə nshɨ-fa faŋ ŋwə lùu taa yisɨ ghɔ, buu kɨ ye jəə maa məfuusə wee-fa fɨ taa yisɨ weenshu wə.
MAT.7.6	Kɨ viŋ kɔ kweꞌ-Nwi tɨ́ busə me, kee kɨ mɔꞌ vətɔ və me viŋ tɨ́ vəŋkwinyaa me, buꞌ vəŋ jeꞌtə nsi, kìasə ŋwaa maa məkwə viŋ.»
MAT.7.7	«Viŋ kɨ bitə, buu vɨ taa kɔ tɨ́ viŋ. Viŋ kɨ kəə, buu viŋ taa ye. Viŋ kɨ buꞌtə, buu Nwi taa ŋaꞌsə tɨ́ viŋ. 
MAT.7.8	Lùu nɨniŋ buꞌ laa wə tɨ̀ me wə faŋ ŋwə bùꞌ ghɔ tɨ́ Nwi, yaa kɨ kii. Wə ntɨə faŋ ŋwə kəə jɨɨ yinsəŋ, yaa kɨ ye. Wə ntɨə faŋ ŋwə bùꞌtə shuufɔ yifwàŋ yizɔ, vɨ ŋaꞌsə tɨ́ ŋwə.
MAT.7.9	Wə lùu shɔ taa ŋwaa viŋ, faŋ ŋwiŋ wi ndwaŋ bee fɨ ghɔ ŋwə, ŋwə kɔ̀ luu ŋoꞌ tɨ́ ŋwə mu? 
MAT.7.10	Tɨꞌnə me, wee wə ndwaŋ su fɨ ghɔ Tii wi, ŋwə kɔ̀ luu zɔ tɨ́ ŋwə mu? 
MAT.7.11	Nɨniŋ, faŋ viŋ yaa kɨ kɔ vətɔ vəjəəvə tɨ́ vaŋ viŋ nə, faŋ viŋ kɔlə lùu vɨɨ bwənə, buu tɨta Nwi, Tii wiŋ fɨ yizɔ, taa kɨ kɔ vətɔ vəjəəvə tɨ́ vɨɨ faŋ vəŋ ndwàŋ, shɔɔ yimbii.
MAT.7.12	Vənu vənshə faŋ viŋ kəə laa vɨɨ kɨ yɨsə maa viŋ, viŋ kɨ yɨsə maa vəŋ nɨzi. Lùu nu ŋkɨə faŋ ŋkə lùu taa ŋwaꞌlə ntɨsə Nwi nə taa ŋwaꞌlə nshiisə-ŋii sɔghɔ.
MAT.7.13	Viŋ kɨ shɔɔ fɨ maa shuu tiitə, fɔnə shuu məŋii shəŋ ŋkɨə faŋ Nwi ndisə vɨɨ bwənə shɔ, lùu kwalə, jɨɨ yi baa lùu yikwalə. Vɨɨ mbɨə faŋ vəŋ shɔɔ fɨ fuŋ lùu vəyaŋ. 
MAT.7.14	Luu nə, shuu məŋii məbwey vəlwaŋ tiitə. Jɨɨ məgə ŋii shɔ baa lùu yitɨtiꞌ. Ye sheꞌ mbusə vɨɨ ye jɨɨ yitɨtiꞌ yɔ́.»
MAT.7.15	«Viŋ kɨ tɔfə buꞌ vɨɨ məbweꞌsə vɨɨ faŋ vəŋ gi laa vəŋ lùu nshiisə-ŋii sɔghɔ, faŋ kee tɔŋ Nwi tɔŋ vəŋ me. Vəŋ jwi yuu bisə-njɨɨ, luu nə, fɨ təŋ vəŋ lùu vəbɔɔ vəbwəvə. 
MAT.7.16	Nu ŋkɨə faŋ kaꞌ viŋ kɨ̀ɨ nə vəŋ fɨ fuŋ, lùu fɨ maa jɨɨsə nsɨə faŋ vəŋ yɨsə vənu. Maa təndɨꞌ tə nyawsə kee yaa kɨ koonə me. Kaꞌ wə kwii vətaŋ fɨ fuu təndɨꞌ tə nyawsə mu, tɨꞌnə me kwii yɔŋ fɨ fuu tɨ fuu mu? 
MAT.7.17	Viŋ zɔ! Vətɨ vəjəəvə vənshə kwaanə vətaŋ vəjəəvə. Tɨ bwə kwaanə vətaŋ vəbwəvə. 
MAT.7.18	Kaꞌ tɨ jəə kee kwaanə vətaŋ vəbwəvə me, tɨ bwə kee kwaanə vətaŋ vəjəəvə me. 
MAT.7.19	Nɨniŋ, tɨ tɨ̀ me tɨ faŋ ŋkə kee kwaanə vətaŋ vəjəəvə me, vɨ ndɔ gwia, twàŋ maa ŋkɔꞌ. 
MAT.7.20	Nɨniŋ, viŋ taa kɨɨ nə vɨɨ məbweꞌsə vɔ́ fɨ maa vənu vəvəŋ faŋ vəŋ yɨsə, sheꞌ faŋ vɨ kɨɨ nə tɨ fɨ maa vətaŋ vi nə.
MAT.7.21	Kee ndɔ ŋii vɨɨ vənshə faŋ vəŋ tii mə laa, «Tɨta, tɨta,» ŋìi taa nu yifwàŋ yizɔ me. Ndɔ ŋii sheꞌ wə ntɨə faŋ ŋwə zɔnə ntɨsə Tii ŋwaa fɨ yizɔ. 
MAT.7.22	Maa shi ŋkɨə faŋ nu yifwàŋ yizɔ ndɔ fuu ntee, vɨɨ vəyaŋ ndɔ gì shee laa, «Tɨta, tɨta, maa yia nəə fɨꞌtə yigisə shuu Nwi maa yizii yə, fuusə vəzwitə vəbwəvə fɨ maa vɨɨ maa yizii yə, yɨsə vənu vəkwalə vəyaŋ maa yizii yə.» 
MAT.7.23	Mə kɨ nii bə̀ŋsə tɨ́ vəŋ ntee laa, «Mə nə kee ta kɨ̀ɨ nə viŋ tuu shi kəmuꞌ me. Viŋ ndɔ fɨ yɨ mə, vəyɨ-kəbwə, faŋ viŋ mànə ntɨsə Nwi.»
MAT.7.24	«Nɨniŋ, wə ntɨə faŋ ŋwə zɔ̀ təgi taŋ tɔ́, kɨ yɨsə nɨzi, fɨnə wuu yitɔ faŋ ŋwə nə fìa ŋii yi taa nsi yighɔsə. 
MAT.7.25	Yighuu siꞌ, ghəənə lwaŋ, fɨɨ shɔɔ, kee kwàsə me, buꞌ laa wə ghɔ́ yaa fia fuu nsi yighɔsə. 
MAT.7.26	Luu nə, wə ntɨə faŋ ŋwə zɔ̀ təgi taŋ tɔ́, kee kɨ yɨsə me, buu ŋwə fɨnə ŋkɔmə, faŋ ŋwə nə bɔ̀ŋ ŋii yi fuu waꞌsə. 
MAT.7.27	Yighuu siꞌ, ghəənə lwaŋ ŋiꞌ shɨ ŋii kɔ́, fɨɨ shɔɔ kwàsə, nyə fiŋ nsi maa lee lim.»
MAT.7.28	Yeso kɨ mètə təgi tɔ́, shuu vɨɨ vɔ́ yɔŋ maa yigi njyə faŋ ŋwə nə gì tɨ́ vəŋ nə, 
MAT.7.29	buꞌ laa ŋwə nə fɨ̀ꞌtə nu Nwi tɨ́ vəŋ yaa wə faŋ Nwi kɔ̀ wutə tɨ́ ŋwə, kee fɨꞌtə yaa vɨɨ mədeesə ŋwaꞌlə Nwi yaa kɨ deesə me.
MAT.8.1	Yeso kɨ nii siꞌ fɨ fuu baŋ yifi, nwaa vɨɨ vəyaŋ beꞌsə ŋwə. 
MAT.8.2	Wuu zatə bwə mɔ́ꞌ jwi maa ŋwə, jə̀ vətɔ vəyəə vi nsi, gì laa, «Tɨta, kɨ luu a kaw, a kìi wutə maa məyɨsə mə ley.» 
MAT.8.3	Ŋwə nesə ghɔ ki, kɔ̀ŋ ŋwə, gì tɨ́ ŋwə laa, «Mə biŋ, ŋkə me fɨ maa ghɔ!» Zatə bwə kɔ́ me fɨ maa wə ghɔ́ yighee muꞌ. 
MAT.8.4	Yeso gi tɨ́ ŋwə laa, «Kɨ tɔfə, kɨ naysə tɨ́ wə me! Gə də̀ ŋwaa wə tɨ́ wuu məfeꞌ Nwi, kɔ̀ Nwi nə vətɔ mbɨə faŋ Mose nə nàysə taa ŋwaꞌlə Nwi. Nu kɔ́ taa luu shwenə tɨ́ vɨɨ (laa nsiŋ kɨ beꞌsə ntɨsə Nwi).»
MAT.8.5	Faŋ Yeso nə ŋìi ntɨꞌ Kapernaum, tɨɨ vəsogeꞌ mɔ́ꞌ jwi yɨ ŋwə, bùꞌ ghɔ tɨ́ ŋwə, 
MAT.8.6	gì laa, «Tɨta, wuu faꞌ ŋwaa mɔ́ꞌ nɔ̀ŋ taa ŋii, tɨ́ ŋwaa wi kù way muꞌ. Ŋwə zɔ məza shɔ̀ɔ ki.» 
MAT.8.7	Yeso gi tɨ́ ŋwə laa, «Mə taa jwi bwèysə ŋwə.» 
MAT.8.8	Tɨɨ vəsogeꞌ ghɔ́ bəŋsə tɨ́ ŋwə laa, «Tɨta, mə kee bee kùꞌnə, tɨ́ kaꞌ a ŋìi taa ŋii mə me. Bàw a gi sheꞌ nə shuu wə, wuu faꞌ ŋwaa ghɔ́ bwaŋnə. 
MAT.8.9	Nshɨ-tɔ ŋwaa lùu wə faŋ wə mɔ́ꞌ tɔ mə. Vəsogeꞌ baa luu ŋiꞌ mə, faŋ mə sɔꞌ vəŋ. Mə gì tɨ́ wə muꞌ laa, gə, ŋwə gə̀, gì tɨ́ wuu mɔ́ꞌ laa, jwi, ŋwə jwì, gì tɨ́ buꞌ ŋwaa laa yɨ nee, ŋwə yɨ̀.» 
MAT.8.10	Yeso zɔ yigi yɔ́, shuu wi yɔŋ. Ŋwə gi tɨ́ vɨɨ mbɨə faŋ vəŋ nəə beꞌsə ŋwə laa, «Viŋ zɔ! Mə naysə nu yinsəŋ tɨ́ viŋ laa mə kee ta yè wə shɨ Isirayl faŋ ŋwə nùŋ fwi yi maa Nwi yaa wə ŋwə̀ me. 
MAT.8.11	Mə baa luu naysə tɨ́ viŋ laa vɨɨ vəyaŋ ndɔ ndɔ̀ fɨ ntɔŋ-shɨshwi, nə fɨ mfiŋ-shɨshwi, jwì nɔ̀ŋ nsi ghɔ vətɨɨ vaŋ-nsiŋ Abraham nə Isak nə Jeykob maa yighee njyə faŋ nu yifwàŋ yizɔ ndɔ jwi, kɨ zɨ vətɔ. 
MAT.8.12	Gə fɨ maa vɨɨ Isirayl, faŋ vəŋ nə luu yaa vaŋ ntoꞌ shɨ Nwi yɔ́, vɨ ndɔ meꞌ vəŋ fu maa shəŋ ŋkɨə faŋ ŋkə fəŋ maa lee shɨŋ, vəŋ kɨ gwia, kwə gɨꞌ vəŋ yifi.» 
