GEN.1.1	Ŋgimbi nɛ̀ Sɔ̧ ku̧u̧ nɛ̀ naŋ dee yiwese in nù, 
GEN.5.25	Matusalɛm kpaa pɛ 187, ɓɛɛ a̧ ko Lamɛk. 
GEN.5.26	Ɗoŋ koo Lamɛk, Matusalɛm duka zu nu pɛ 782; a̧ koo o be-wiwii in o be-okoo. 
GEN.5.27	Matusalɛm duka zu nù pɛ 969, ɓɛɛ a̧ fe.
GEN.5.28	Ŋgimbi nɛ Lamɛk kpaa pɛ 182, ɓɛɛ a̧ ko be-wiwii kpɔk. 
GEN.5.29	A̧ aa nin bem’ɛi Nɔe tɔ̧ nɛnɛ‘e: «Wi’ɛ tɛ ha̧ nɔɔ-ŋgiɗi h’ɛ́ɛ́ tɛ tom k’ɛɛ in tɛ bɔnɛ tom n’ɛɛ de nɛ er yɛ tɛ nù nɛ GASA WAN baa fom so.» 
GEN.5.30	Ɗoŋ koo Nɔe, Lamɛk duka pɛ 595; a̧ koo o be-wiwii in o be-okoo. 
GEN.5.31	Lamɛk duka zu nù pɛ 777, ɓɛɛ a̧ fe.
GEN.5.32	Ŋgimbi nɛ Nɔe kpaa nɛ pɛ 500, ɓɛɛ a̧ ko Sɛm, Kam in Jafɛt.
GEN.6.1	Ŋgimbi nɛ bíí ku̧u̧ naŋ dɔka-a sɛn zaŋnu, nɛ wa ku̧u̧ naŋ kpaa o boko-bem kaɗi,
GEN.6.2	o bem ko Sɔ̧ zɔka o boko-bem ko bíí yora zɔŋa nyɛmna, ɓɛɛ wa kai o wan nɛ wa kɔ̧a̧ nɛ kóò. 
GEN.6.3	GASA WAN tɔ̧a̧: «
GEN.6.4	O kusa-wi yaa so zu nù ŋgimbi'i. Ŋgimbi nɛ o bem ko Sɔ̧ ndaɗa in o boko-bem ko bíí ko nɛ bem, o wi nɔ‘i yaa so nɛ o ŋgaŋa-wi, in nin-wa hura so mbɛt.
GEN.6.5	GASA WAN zɔka ɗaŋmɔ ko bíí zu nù dɔk dɔk siti; wese lɛŋ in ŋgimbi lɛŋ see bíí ta kànà nɛ dee ɗaŋmɔ.
GEN.6.6	GASA WAN kpaia taamɔ, wen ge sa'i dee bíí e zaŋnu ge nde? See-aa nyima tɛ mɔ‘i, 
GEN.6.7	ɓɛɛ a̧ tɔ̧: «Mi tɛ kum bíí n'am dea, bíí, o gasa saɗi in o be saɗi gu nɛ o nɔ̧́í̧ yinɛ zu nù. Kà‘m iŋ so gáà, mi de wa na.» 
GEN.6.8	Mɔ kpɔk, GASA WAN kpaa desee zu Nɔe.
GEN.6.9+GEN.6.10	Nɔe duka so nɛ wi-de-mɔ nɛ yuwar-a nɛ yɔ kaya mgbara o bíí ŋgimbi kɔ̧-a̧ na. A̧ baa so nɛ yuwar ko Sɔ̧. O bem ko Nɔe nɛ mɔɔ nɔ'ɔ; a̧ koo nɛ be-wiwii taar: Sɛm, Kam, in Jafɛt.
GEN.6.11	Zaŋnu lɛŋ duna nɛ ɗaŋmɔ in ŋgayamɔ sɛn ti Sɔ̧. 
GEN.6.12	Sɔ̧ zɔka zaŋnu lɛŋ duna nɛ ɗaŋmɔ, wen bíí lɛŋ ɗaŋa naŋanɔ kɔ‘i zu nù.
GEN.6.13	Sɔ̧ tɔ̧ɔ̧ ha̧ Nɔe: «War kɔ‘m, sɔŋkur mɔ ko bíí lɛŋ hɔɔ kaɗi. Nɛ́ wen zu o bíí a̧ ŋgamɔ duna nɛnɛ zu nù, ɓɛɛ mi tɛ ɗaŋ wa in nù lɛŋ yinɛ. 
GEN.6.14	Mɛ̀ dé gasa kombon kɔ-mɛ nɛ̀ nika-te; mɛ̀ gɔ́n bɛr-aa gɔn, ɓɛɛ mɛ̀ yɔ́k kɔ̧ a̧ in ɗoŋ-aa nɛ mɔɔ-dɔ̧i̧-mɔ. 
GEN.6.15	Mɛ̀ dé zi̧a̧-a̧ mɛtrɛ 133; pɛsa-a mɛtrɛ 22; kusa-a mɛtrɛ 13. 
GEN.6.16	Mɛ̀ bá ger-tua kombon'i, ɓɛɛ mɛ̀ é be woi-aa mgbara zu-a in ká̧-a̧ tɛ reeta mɛtrɛ. Mɛ̀ é nú-a nɛ ká̧-a̧; ɓɛɛ mɛ̀ dé bɛr-aa taar zu ŋmaa. 
GEN.6.17	Kɔ‘m, mi tɛ de ha̧ ndiɓa-kórò mɛ hɔ zu nù, wen kuma mɔ nɛ a̧a̧ sɛn ɗɔɔ yiwese lɛŋ. Mɔ lɛŋ nɛ ɔm ɔm, o mɔɔ nɔ‘i zu nù lɛŋ tɛ kum. 
GEN.6.18	Mi tɛ nɔ tɔk in mɛɛ; mɛ̀ yé kɔ̧ gasa kombon, mɛ in kóò kɔ-mɛ, o bem kɔ-mɛ in o kóò kɔ-wa. 
GEN.6.19	Mgbara mɔ lɛŋ nɛ ya kpasa, o mɔ lɛŋ nɛ a̧a̧ nɛ 
GEN.6.20	O nɔ̧́í̧ sɛn tɛ zuduk-wa nɛtɛ nɛtɛ, o gasa saɗi in o geɗek-a kpɔk kpɔk nyɛm nɛ ɗoŋ zuduk-wa; o saɗi zu nù lɛŋ nyɛm nɛ ɗoŋ zuduk-wa, wíì-a in kóò-a tɛ ye kombon in mɛɛ mɛ kpasi. 
GEN.6.21	Ɓɛɛ war kɔ-mɛ, mɛ̀ mɔ́í̧ o nyɔŋmɔ nɛtɛ nɛtɛ lɛŋ a wen nyɔŋa-a kɔ-mɛ in wa.» 
GEN.6.22	Nɔe dee kànà mɔ lɛŋ nyɛm nɛ ɗoŋ 
GEN.7.1	GASA WAN tɔ̧ɔ̧ ha̧ Nɔe: «Mɛ̀ yé kombon, mɛ in o bíí kɔ̧ tua kɔ-mɛ, wen ɓàà wi-de-mɔ nɛ yuwar-a mgbara o bíí ŋgimbi’ɛ nɛ́ mɛ kpɔk ɓɛɛ. 
GEN.7.2	Mɛ tɛ kai o saɗi nɛ ɔ sa̧a̧, wíì-a in kóò-a tɛ fara mɔɔrɔ-ɗoŋ-yiitoo, ɓɛɛ mɛ̀ káí o zuduk saɗi nɛ sa̧ na, wíì-a kpɔk in kóò-a, 
GEN.7.3	gu nɛ o zuduk nɔ̧́í̧ mbɛt, wíì-a in kóò-a tɛ fara mɔɔrɔ-ɗoŋ-yiitoo wen ha̧ kpar-wa mɛ duk ɓɔnsɛnɛ zaŋnu. 
GEN.7.4	Ɗoŋ zɛ mɔɔrɔ-ɗoŋ-yiitoo, mi tɛ de ha̧ kórò mɛ hɔ sɛn zaŋnu tɛ zɛ ɓu-naar zɛ nɛ wese, ha̧‘m mɛ kum o mɔ n'am dee lɛŋ zu nù yinɛ.»
GEN.7.5	Nɔe dee kànà mɔ lɛŋ nyɛm nɛ ɗoŋ 
GEN.7.6	Nɔe a̧a̧ so nɛ pɛ 600 ŋgimbi nɛ ndiɓa-kórò hɔɔ nɛnɛ. 
GEN.7.7	Nɔe in kóò, in o bem ká bá nɛ̀ o kóò kɔ-wa yee kɔ̧ kombon wen zu gasa ha̧a̧-yì.
GEN.7.8	O sa̧a̧ saɗi in o wan nɛ sa̧ na, o nɔ̧́í̧ in o saɗi lɛŋ nɛ yar nɛ mbɔɗɔnu, 
GEN.7.9	kóò-a in wíì-a, yee kɔ̧ kombon in Nɔe hee mɔ'ɔ nɛ Sɔ̧ baa ha̧ nú sɛnɛ ga. 
GEN.7.10	Ɗoŋ zɛ mɔɔrɔ-ɗoŋ-yiitoo, ɓɛɛ yì hur nù lɛŋ.
GEN.7.11	Ŋgimbi nɛ Nɔe kpaa nɛ pɛ gɔmŋmaa-mɔɔrɔ-ɗoŋ-kpɔk nɛ fio-zɛ yiitoo nɛ zɛ ɓu-zua-mɔɔrɔ-ɗoŋ-yiitoo, o kpút-kpút mɛ 
GEN.7.12	Kórò zuɗa zaŋnu zɛ ɓu-naar zɛ nɛ wese. 
GEN.7.13	Wese'i, Nɔe in kóò, o bem kɔ̧-a̧ Sɛm, Kam, Jafɛt ká bá nɛ̀ o kóò kɔ-wa taar yee kombon. 
GEN.7.14	O saɗi-zaŋbɛɛ lɛŋ, o zuduk mɔ-dai lɛŋ, o zuduk be saɗi nɛ yar nɛ mbɔɗɔnu, o zuduk nɔ̧́í̧ lɛŋ in o mɔɔ-bu̧i̧-bu̧i̧ lɛŋ yee kombon in wa mbɛt. 
GEN.7.15	Mɔ lɛŋ nɛ duk kpasa yee kombon in Nɔe, wíì-a in kóò-a. 
GEN.7.16	Duka nɛ wíì-a in kóò-a tɛ mɔ lɛŋ nɛ ɔm ɔm a̧ yee kɔ̧ kombon, nyɛm nɛ ɗoŋ 
GEN.7.17	Ndiɓa-kórò zuɗa tɛ zɛ ɓu-naar sɛn zaŋnu; yì ha̧a̧ ɓɛɛ gasa kombon kur zu yì. 
GEN.7.18	Yì ha̧a̧ mbɛr mbayaŋga ɓɛɛ gasa kombon ba yì yaknɛ. 
GEN.7.19	Yì ha̧a̧ siti siti zu nù kpe zu o kusa kaya zaŋnu lɛŋ. 
GEN.7.20	Yì ha̧a̧ yak zu o kusa kaya tɛ mɛtrɛ mɔɔrɔ-ɗoŋ-yiitoo. 
GEN.7.21	Hegɔ, o mɔ nɛ duka so ɔm ɔm lɛŋ kuma. O nɔ̧́í̧, o mɔ-dai, o saɗi-zaŋbɛɛ, o be saɗi lɛŋ nɛ hai nɛ mbɔɗɔnu in o bíí lɛŋ kuma. 
GEN.7.22	Mɔ lɛŋ nɛ duka so ɔm ɔm, mɔ nɛ‘i saa'e saɗi-zan lɛŋ kuma. 
GEN.7.23	GASA WAN kuma mɔ lɛŋ zu nù, ku̧u̧naŋ-a tɛ o bíí hɔ nɛnɛ tɛ o gasa saɗi, o be saɗi in o nɔ̧́í̧ mbɛt. Hegɔ o mɔ lɛŋ kuma zu nù, ɓɛɛ wi nɛ ɓɔna nɛ́ Nɔe in o wi nɛ yaa so in a̧ sɛn kɔ̧ gasa kombon. 
GEN.7.24	Ha̧a̧-yì duka hegɔ zu nù zɛ gɔmŋmaa-nɛ-ɓu-mɔɔrɔ.
GEN.8.1	Tɛ Sɔ̧ mbaŋa ɗoŋ Nɔe in o saɗi ká bá nɛ̀ o mɔ-dai lɛŋ nɛ a̧a̧ in a̧ sɛn kɔ̧ kombon. A̧ dee ha̧ ŋma búk mɛ yu zu yì, ɓɛɛ yì ku̧naŋ ɔ̧sa̧-a̧. 
GEN.8.2	O kpút-kpút mɛ 
GEN.8.3	Yì daka ɔ̧si nɛnɛ mɔktɛ mɔktɛ tɛ́ ɔɔ-zɛ gɔmŋmaa-nɛ-ɓu-mɔɔrɔ. 
GEN.8.4	Tɛ́ mɔɔrɔ-ɗoŋ-yiitoo fio-zɛ, tɛ̀ ɓu-zua-mɔɔrɔ-ɗoŋ-yiitoo ɔɔ-zɛ, kombon zira duk zu kaya Arara. 
GEN.8.5	Yì ɔ̧sa̧ nɛnɛ hegɔɔ hɔ tɛ́ fio-zɛ ɓu, nɛ ɔɔ-zɛ ɓu-zua-kpɔk, ɓɛɛ o zu kaya ku̧naŋ gboa-a.
GEN.8.6	Ɗoŋ ɔɔ-zɛ ɓu-naar, Nɔe hu̧i̧a̧ woi gasa kombon n'aa dee so; 
GEN.8.7	a̧ pi̧i̧ gba-kɔra ɓɛɛ gba-kɔra duk bu̧i nɛnɛ pii ɗoŋ na, hɔ ŋgimbi nɛ yì ɔ̧sa̧ nɛnɛ zu nù lɛŋ. 
GEN.8.8	A̧ pi̧i̧ gbaku̧i ha̧ a̧ mɛ zɔk kà yì nɛ ɔ̧sa̧ zu nù. 
GEN.8.9	Gbaku̧i'i nɛa, ɓɛɛ a̧ kpa fara gua-a na, ɓɛɛ a̧ pii ɗoŋ tɛ Nɔe sɛn kɔ̧ gasa kombon wen zù nu lɛŋ hura nɛ yì; Nɔe nyɛi̧a er, ba a̧ woyo pii kɔ̧ gasa kombon. 
GEN.8.10	A̧ pɛma mɔ zɛ mɔɔrɔ-ɗoŋ-yiitoo, ɓɛɛ a̧ pi̧ gbaku̧i si zan woyo. 
GEN.8.11	Gbaku̧i'i pia ɗoŋ mɛ́ ga̧a̧mɔ nɛ be gbaa-er te-nɔ̧́ nú; hegɔ Nɔe iŋa'e yì ɔ̧sa̧ zu nù kaɗi. 
GEN.8.12	A̧ pɛma zɛ mɔɔrɔ-ɗoŋ-yiitoo woyo, ɓɛɛ a̧ e gbaku̧i yak, ɓɛɛ pii ɗoŋ ɓɔna.
GEN.8.13	Tɛ kuti wese, tɛ kuti fio-zɛ nɛ Nɔe kpaa nɛ pɛ 601, yì ɔ̧sa̧ e nɛ zɔma nù. Nɔe hu̧i̧a̧ mɔɔ-kpe-zu gasa kombon, ɓɛɛ a̧ zɔka'e nù zɔma kaɗi. 
GEN.8.14	Tɛ yiitoo fio-zɛ, tɛ ɔɔ-zɛ ɓu-yiitoo-zua-mɔɔrɔ-ɗoŋ-yiitoo, nù kora lɛŋ.
GEN.8.15	Sɔ̧ tɔ̧ɔ̧ ha̧ Nɔe: 
GEN.8.16	«Mɛ̀ gbó kɔ̧ kombon, mɛ́, kóò kɔ-mɛ, o bem kɔ-mɛ in o kóò kɔ-wa mbɛt. 
GEN.8.17	O saɗi lɛŋ nɛ a̧a̧ in mɛɛ, mɔ lɛŋ nɛ ɔm ɔm, mɔ nɛ tɔ̧a̧‘e nɔ̧́í̧, o mɔ-dai in o be saɗi lɛŋ nɛ yar zu nù, mɛ̀ káí wa gbonɛ, ɓɛɛ wa a̧ nyɛɓi sɛn zaŋnu, wa a̧ ko siti, ɓɛɛ wa a̧ dɔk zaŋnu.» 
GEN.8.18	Nɔe gboo in o bem kɔ‘i, koo kɔ̧-a̧ in o kóò ko o bem kɔ̧-a̧. 
GEN.8.19	O gasa saɗi, o be saɗi lɛŋ, o nɔ̧́í̧ in mɔ lɛŋ nɛ yar zu nù dam nɛ ɗoŋ zuduk-wa kpɔk kpɔk zira nɛ kɔ̧ kombon a nù.
GEN.8.20	Nɔe mboo 
GEN.8.21	Pɛr 
GEN.8.22	Ŋgimbi nɛ̀ nù tɛ duk nɛnɛ, guna nyɔnɔ in mɔi̧a-a, gɛ̧ɛ̧ in gbɛ̧ŋmɔ, bɛɛ in ɓar, wese in zɛ tɛ duk kpoo nɛ kpoo.»
GEN.9.1	Sɔ̧ toka de yoŋgo zu Nɔe in o bem kɔ̧-a̧ hee mɔ'ɔ ga: «Ɛ̀nɛ̀ kó o bem, ɛ̀nɛ̀ dɔ́k, ɛ̀nɛ̀ dún zu nù.
GEN.9.2	O saɗi zu nu lɛŋ in o nɔ̧́í̧ mbɛt tɛ yu'nɛ́; o mɔ nɛ yar yar nɛ mbɔɗɔnu in o zoro ɗɔɔ gba-tɔp tɛ ya ɗɔɔ ŋgai k’ɛ́nɛ́. 
GEN.9.3	O mɔ lɛŋ nɛ yar yar nɛ duk kpasa tɛ duk nɛ́ mɔɔ-nyɔŋ k’ɛ́nɛ́. Mi ha̧a̧ wa h’ɛ́nɛ́ hee mɔ'ɔ n'am ha̧a̧ so nɛ nyɔnɔ h’ɛ́nɛ́ nɛti ga. 
GEN.9.4	Mɔ kpɔk, ɛnɛ beka nyɔŋ kpoo nɛ oi tɔk-aa na, wen 
GEN.9.5	Kà bó nɛ́ tɔk-tɛ‘nɛ nɛ̀ duk nɛ́ 
GEN.9.6	Kà bíí gbai tɔk-tɛ bíí a nù, bíí tɛ́ gbai tɔk-tɛ wi’ɛi a nù mbɛt; wen Sɔ̧ dee bíí hɔ ŋmaa in wìì.
GEN.9.7	«Ɓɛɛ k’ɛ́nɛ́, ɛ̀nɛ̀ kó, ɛ̀nɛ̀ dɔ́k, ɛ̀nɛ̀ dún zu nù lɛŋ, ɛ̀nɛ̀ ɔ́ wan zu a̧.»
GEN.9.8	Sɔ̧ tɔ̧ɔ̧ ha̧ Nɔe in o bem kɔ̧-a̧: 
GEN.9.9	«Mi tɛ nɔ tɔk in'nɛ̀ɛ́ in o bezaŋ‘nɛ́ mɛ ɗoŋ, 
GEN.9.10	gu nɛ o mɔ lɛŋ nɛ ya kpasa in'nɛ̀ɛ́: o nɔ̧́í̧, o mɔ-dai, o saɗi-zaŋbɛɛ, mɔ lɛŋ nɛ gboo nɛ kɔ̧ gasa kombon in'nɛ̀ɛ́. 
GEN.9.11	Mi tɛ nɔ tɔk in'nɛ̀ɛ́. Mi beka ɗaŋ mɔ nɛ ɔm ɔm nɛ̀ gasa ha̧a̧-yì ɓɔna, gasa ha̧a̧-yì beka ɗaŋ nù ɓɔna.» 
GEN.9.12	Sɔ̧ tɔ̧a̧: «Zɔ́k mɔɔ-sedaako 
GEN.9.13	Mi ee ɓutu kɔ‘m sɛn mgbara tura-zan, ha̧ a̧ mɛ duk nɛ mɔɔ-sedaako 
GEN.9.14	Ŋgimbi n'am tɛ de ha̧ zan mɛ tur sɛn zu nù, ɓɛɛ nɛ‘i tɛ zɔk ɓutu mgbara tura-zan, 
GEN.9.15	tɛ‘m tɛ mbaŋ ɗoŋ 
GEN.9.16	Ŋgimbi nɛ ɓutu tɛ yɔr mgbara tura-zan, mi tɛ zɔk ha̧ tɛ‘m mɛ mbaŋ ɗoŋ 
GEN.9.17	Sɔ̧ tɔ̧ɔ̧ ha̧ Nɔe: «Mɔɔ-sedaako 
GEN.9.18	Sɛm, Kam in Jafɛt nɛ́ o bem ko Nɔe nɛ gboo nɛ kɔ̧ gasa kombon. (Kam nɛ dáà ko Kanaŋ.) 
GEN.9.19	O bem ko Nɔe nɛ mɔɔ nɔ‘i taar'i, ɓɛɛ bíí gboo nɛ tɛ-wa dɔk nɛnɛ sɛn zu nù.
GEN.9.20	Nɔe duka so nɛ kuti wi-wa-fɔ; a̧ waa fɔ-nyak-dɔ̧ɔ̧, 
GEN.9.21	ɓɛɛ a̧ nɔ dɔ̧ɔ̧-a̧a̧ gbɛ a̧, ɓɛɛ a̧ duk nɛ̀ mgbii kɔ̧ tua-laa kɔ̧-a̧. 
GEN.9.22	Kam, dáà ko Kanaŋ zɔka dáà kɔ‘i nɛ mgbii, ɓɛɛ nɛ́ɛ̀ tɔ̧ ha̧ o nya kɔ‘i yiitoo zan mɛ. 
GEN.9.23	Sɛm in Jafɛt baa gba-laa ko Nɔe pi̧ zu kóŋgó-ɓaa, wa nɛ̀ɛ́ nɛ ɗoŋ-wa nɛ́ɛ̀ kpe nɛ tɛ dáà kɔ-wa. Hee mɔ'ɔ nɛ wa zika nɛ́ ɗoŋ-wa nɛ́ nɛnɛ ga, wa zɔk dáà kɔ-wa nɛ̀ mgbii na. 
GEN.9.24	Ŋgimbi nɛ yí Nɔe gɔna oi dɔ̧ɔ̧, n'aa zia mɔ nɛ sɔŋkur bem kɔ̧-a̧ dea, 
GEN.9.25	a̧ tɔ̧a̧:
GEN.9.25	«Fom a̧ ba Kanaŋ!
GEN.9.25	A̧ a̧ dúk nɛ́ sɔŋkur-wi mgbara o wi-de-tom ko o nya-a̧.»
GEN.9.26	Ɓɛɛ a̧ tɔ̧ woyo:
GEN.9.26	«Zɔnamɔ à̧ dúk nɛ́ ko GASA WAN Sɔ̧ ko Sɛm,
GEN.9.26	ɓɛɛ Kanaŋ á̧ dúk nɛ́ bara kɔ̧-a̧.
GEN.9.27	Sɔ̧ à̧ há̧ kpaamɔ ha̧ Jafɛt,
GEN.9.27	à̧ à̧ dúk kɔ̧ tua-laa ko Sɛm,
GEN.9.27	ɓɛɛ Kanaŋ à̧ dúk nɛ́ wi-de-tom kɔ-wa!»
GEN.9.28	Nɔe duka ɗoŋ ha̧a̧-yì pɛ 350. 
GEN.9.29	Zɛ duka-a ko Nɔe lɛŋ nɛ pɛ 950, ɓɛɛ a̧ fe.
GEN.10.1	O pɛ́r-nam ko Sɛm, Kam in Jafɛt o bem ko Nɔe nɛ koo ɗoŋ ha̧a̧-yì nɛ mɔɔ nɔ'ɔ:
GEN.10.2	O bem ko Jafɛt nɛ Gɔmɛr, Magɔg, Madai, Yavaŋ, Tubal, Mɛsɛk in Tiras. 
GEN.10.3	O bem ko Gɔmɛr nɛ Askenaz, Rifat in Togarma. 
GEN.10.4	O bem ko Yavaŋ nɛ Elisa, Tarsis, Kitim in Rodanim. 
GEN.10.5	Mɛ̀ nɛ́ sɛn tɛ-wa a̧ dukbíí ku̧u̧ nɛ naŋ gbina-a sitɛ o gasa see-kisi, kóó o nde baa nù nyɛm nɛ ɗoŋ duk kɔ‘i, nú-gara kɔ‘i in nú kɔ‘i.
GEN.10.6	O bem ko Kam nɛ́ Kus, Misraim, Put in Kanaŋ. 
GEN.10.7	O bem ko Kus nɛ́ Seba, Hawila, Sabta, Rama, Sabteka; o bem ko Rama nɛ́ Seba in Dedaŋ. 
GEN.10.8	Kus koo Nɛmrod nɛ̀ duka nɛ́ kuti ŋgaŋa-wi sɛn zu nù. 
GEN.10.9	Nɛmrod duka nɛ́ gasa ŋgaŋa wi-de-gia sɛn ti GASA WAN. Hegɔ tua-wen gboo nɛ nin-a'e: «GASA WAN a̧ de ha̧ mɛ mɛ duk nɛ́ gasa wi-de-gia hee Nɛmrod ga.» 
GEN.10.10	O gasa ye tɛ nú kɔ̧-a̧ duka nɛ́ Babɛl, Ɛrɛk in Akad, nɛ̀ duka nɛ́ o gasa ye nú Sinɛar. 
GEN.10.11	A̧ kura tɛ nù‘i yak si Asur, ɓɛɛ a̧ de ye Ninivɛ nɛ a̧a̧ nɛ o gasa bee-gara, sɛka Kala, 
GEN.10.12	nɛ̀ duka nɛ́ gasa ye, in Rɛsɛn mgbara Ninivɛ in Kala.
GEN.10.13	Misraim koo o be Lud, o be Anɛm, o be Lehab in o be Naftua, 
GEN.10.14	o be Patros, o be Kaftɔr in o be Kaslua, ye nɛ o be Filistii gboo nɛnɛ.
GEN.10.15	Kanaŋ koo Sidɔŋ, kaya-bem kɔ̧-a̧, in Hɛt, 
GEN.10.16	in o be Jebus, o be Amɔr, o be Girgas, 
GEN.10.17	o be Hiv, o be Ark, o be Sin, 
GEN.10.18	o be Arvad, o be Sɛmar in o be Hamat. Hɔ-ɗoŋ mɔ‘i, o pɛ́r-nam ko o be Kanaŋ dɔka siti, 
GEN.10.19	ɓɛɛ mgbara nù kɔ-wa ku̧ naŋ nɛ Sidɔŋ si sɛn Gerar, hɔ nɛnɛ Gaza si war Sɔdɔm, Gɔmɔr, Adma in Seboyim hɔ Lɛsa. 
GEN.10.20	O bezaŋ Kam, nyɛm nɛ ɗoŋ o nú-gara kɔ-wa, o nutua kɔ-wa, o nú nɛ wa tɔ̧ in nù kɔ-wa nɛ́ mɔ‘i.
GEN.10.21	Sɛm duka nɛ́ zɔmwi ko Jafɛt; a̧ nɛ́ zɔmdáa ko o bem ko Ebɛr lɛŋ. 
GEN.10.22	O bem ko Sɛm nɛ́ Elam, Asur, Arpaksad, Lud in Aram. 
GEN.10.23	O bem ko Aram nɛ́ Us, Hul, Gɛtɛr in Mas. 
GEN.10.24	Arpaksad koo Sela, ɓɛɛ Sela ko Ebɛr. 
GEN.10.25	Ebɛr koo be-wiwii yiitoo; nin kaya-a nɛ́ Pɛlɛg, wen nɛ́ tɛ́ ŋgimbi kɔ̧-a̧ a̧ wa kɛ̧ɛ̧ nɛ nù, ɓɛɛ nin nya-a̧ nɛ́ Yoktaŋ. 
GEN.10.26	Yoktaŋ koo Almɔdad, Selɛf, Hasarmavɛt, Yera, 
GEN.10.27	Hadɔram, Uzal, Dikla, 
GEN.10.28	Obal, Abimaɛl, Saba, 
GEN.10.29	Ofir, Hawila in Yobab; o bem ko Yoktaŋ lɛŋ nɛ́ mɔ‘i. 
GEN.10.30	Nù kɔ-wa ku̧u̧ naŋ Mɛsa hɔ nɛnɛ tɛ kaya Sefar nɛ duk si daŋa-wese. 
GEN.10.31	O bezaŋ Sɛm nyɛm nɛ ɗoŋ nutua kɔ-wa, o nú-gara kɔ-wa, o nú nɛ wa tɔ̧ in nù kɔ-wa nɛ́ mɔ‘i.
GEN.10.32	O nú-gara ko o bem ko Nɔe nyɛm nɛ ɗoŋ o bíí nutua kɔ-wa, tɛ o zuduk kɔ-wa nɛ́ mɔ‘i. Kɛ̧ɛ̧ o tugun bíí zu nù'ɛ ku̧u̧ naŋ nɛ tɛ-wa ɗoŋ gasa ha̧a̧-yì.
GEN.11.1	O bíí lɛŋ duka tɔ̧ nɛ́ nú kpɔk in saa nin mɔ kpɔk. 
GEN.11.2	Hee mɔ'ɔ nɛ̀ o bíí duka so yar yar si war daŋa-wese ga, wa kpaa ŋma de bɔkɔ-nu tɛ nú Sinɛar, ɓɛɛ wa de ye sɛnɛ. 
GEN.11.3	Wa tɔ̧ɔ̧ ha̧ o ŋmaa: «Ɛ̀ɛ̀ mbɛ́r brik ɛ̀ɛ̀ dɔ.» Brik duka hee ta ga, ɓɛɛ mɔɔ-dɔ̧i̧-mɔ dúk nɛ́ ɓɔtɛ. 
GEN.11.4	Hegɔ wa tɔ̧a̧: «Ɛ̀ɛ̀ mbó gasa ye in kusa tua nɛ zu-a tɛ fo nɛ́ yiwese! Ɛ̀ɛ̀ dé ha̧ nin dùk k’ɛɛ mɛ hur, wen k’ɛ́ɛ́ tɛɛ pɛsi dam zu nù lɛŋ.»
GEN.11.5	GASA WAN zira tɛnɛ mɛ zɔk ye in kusa tua nɛ o bem ko Adam de'i, 
GEN.11.6	ɓɛɛ GASA WAN tɔ̧: «Kinii wa lɛŋ duk nɛ́ tugun kpɔk, in tɔ̧ɔ̧ nú kpɔk; mɔ‘i nɛ́ kuti tom kɔ-wa; ŋma mɔ nɛ tɛ dor wa tɛ́ mɔ nɛ wa tɛ kɔ̧ mɛ de beka bo na. 
GEN.11.7	Hegɔ laŋ, ɛ̀ɛ̀ zír ɛ̀ɛ̀ nɛ́ɛ̀ záŋ nú-wen kɔ-wa wen ká wa tɛ́ɛ̀ zii nú ko o ŋmaa.» 
GEN.11.8	GASA WAN pɛsa wa kpɔk kpɔk dam zaŋnu lɛŋ, ɓɛɛ wa kaɗi mboo gasa ye'i. 
GEN.11.9	Nɛ́ hegɔ a̧ wa saa nɛ̀ nin fara'i'e «Babɛl»; mɛ̀ nɛ́ sɛn hi̧i̧ a̧ GASA WAN zaŋa nɛ o nú-wen zu nù'ɛ lɛŋ, ɓɛɛ nɛ́ hi̧i̧ á̧ a̧ de nɛnɛ ha̧ o bíí mɛ́ pɛsi dam zu nù'ɛ.
GEN.11.10	O bezaŋ Sɛm nɛ mɔ'ɔ. Ŋgimbi nɛ Sɛm kpaa pɛ gɔmŋmaa, a̧ koo Arpaksad pɛ yiitoo ɗoŋ gasa ha̧a̧-yì. 
GEN.11.11	Ɗoŋ nɛ Sɛm koo Arpaksad kaɗi, a̧ duka zu nù pɛ gɔmŋmaa-mɔɔrɔ; a̧ koo o be-wiwii in o be-okoo.
GEN.11.12	Arpaksad a̧a̧ so nɛ pɛ ɓu-taar-zua-mɔɔrɔ ŋgimbi n'aa koo nɛ Sela. 
GEN.11.13	Ɗoŋ nɛ Arpaksad koo Sela kaɗi, a̧ duka zu nù pɛ 403; a̧ koo o be-wiwii in o be-okoo. 
GEN.11.14	Sela a̧a̧ so nɛ pɛ ɓu-taar, ɓɛɛ a̧ ko nɛ Ebɛr. 
GEN.11.15	Ɗoŋ koo Ebɛr, Sela duka zu nù pɛ 403; a̧ koo o be-wiwii in o be-okoo.
GEN.11.16	Ebɛr kpaa pɛ ɓu-taar-zua-naar, ɓɛɛ a̧ ko Pɛlɛg. 
GEN.11.17	Ɗoŋ koo Pɛlɛg, Ebɛr duka zu nù pɛ 430; a̧ koo o be-wiwii in o be-okoo.
GEN.11.18	Pɛlɛg kpaa pɛ ɓu-taar, ɓɛɛ a̧ ko Rɛhu. 
GEN.11.19	Ɗoŋ koo Rɛhu, Pɛlɛg duka zu nù pɛ 29; a̧ koo o be-wiwii in o be-okoo.
