MAT.1.1	Koi kani'imari a susunganna puli ni Yesus Kristus, men lee' ni Daud ka' lee' ni Abraham.
MAT.6.6	Kasee kalu i kuu sambayang, pinsoop na tambin ka' ompori a soopan. Moko daa iya'a, kasi i kuu sambayang na Tamamuu na surugaa men sian piile'on. Mbaka' Tamamuu men mimiile' wawaumuu men sian piile'onna mian bo mangawalos wawaumuu.
MAT.6.7	Mbali' iya'a, kalu i kuu sambayang, alia tongko' muntundun men sian tabateanna koi lipu' men sian minginti'i Alaata'ala. Raaya'a mansarui too pa'ase'na bo loloikonon montookon sambayangna i raaya'a daa biai' taa'. 
MAT.6.8	Kuu alia men koi i raaya'a. Gause koo'po tia i kuu nama'ase' na Tamamuu na surugaa, Ia noko pinginti'imo panduungmuu. 
MAT.6.9	Mbali' iya'a, kuu tio sambayang koi kani'imari:
MAT.6.9	‘Tamamai na surugaa! Bi angga'ion a ngaan-Muu.
MAT.6.10	Takakon a Batomundo'an-Muu kada' men kikira'-Muu bo lolo'on na tano' balaki' mongololo' koi men na surugaa.
MAT.6.11	Sulano taraion-Muu i kai kakaan men kosukupmai na ilio koini'i.
MAT.6.12	Kai miki'ampuni sala'mai koi i kai uga' mangampuni mian men isian sala'na na ko'omai.
MAT.6.13	Amo' dalaion i kai topongionna upa men mantakakon ba'idek, kasee oloakon i kai na giigii' iya'a. [Gause i Kuu a Tomundo' men mungkuasai ka' angga'ion pataka sidutu. Amin.]’
MAT.6.14	Kalu i kuu mangampuni mian men isian sala'na na ko'omuu, mbaka' Tamamuu men na surugaa uga' mangampuni sala'muu.
MAT.6.15	Kasee kalu i kuu sian mangampuni sala'na mian na ko'omuu, Tamamuu na surugaa uga' sian mangampuni sala'muu.”
MAT.6.16	“Ka' kalu i kuu ba'apata, ro'upmuu alia piile'on marepa koi mian men minti pa'a-pa'agama. Raaya'a mombolii dudusna kada' inti'ionna mian sambana se' i raaya'a pintanga' ba'apata. Imamat a men taeng-Ku', ka' uga' bantilkonon-Ku na ko'omuu se' ya'amo a tambona men ia poko labotmo i raaya'a. 
MAT.6.17	Kasee kalu i kuu ba'apata, alaka' pirurup, kasi minamina'i a wuukmuu. 
MAT.6.18	Tio koiya'a kada' daa sian inti'ionna mian se' i kuu ba'apata, kasee tongko' Tamamuu men sian piile'on a minginti'i wawaumuu. Mbaka' Tamamuu men mimiile' wawaumuu men sian piile'onna mian a bo pangawalos wawaumuu.”
MAT.6.19	“Alia i kuu mantambun kupang na tano' balaki', gause tongko' bo atakon ka' kaanonna araka. Ka' uga' mian puraga minsoop mamangan.
MAT.6.20	Kasee pantambun kupang na surugaa men daa sian atakon ka' sian kaanonna araka. Ka' uga' mian mamangan sian minsoop ka' mamangan. 
MAT.6.21	Gause aana a kupangmuu mbaka' ino'o uga' a kokabusanna a noamuu!”
MAT.6.22	“Mata mase boloakna waka. Kalu matamuu tarang, longkop wakamuu moruar. 
MAT.6.23	Kasee kalu matamuu sian tarang, mbaka' pika' a wakamuu. Kalu ruarna wakamuu pika'mo, mbaka' wakamuu nopika'mo tuu'!”
MAT.6.24	“Sa'angu' mian sian sida balimang na rua' tanaas. Gause kalu koiya'a, ata' iya'a mongkomakitkon tanaas men sa'angu' ka' mongkolingu'kon men sambana. Kabai se' i ia momorongori tanaas men sa'angu' ka' sian momorongori men sambana. Koiya'a uga' i kuu. Kuu sian sida balimang bona Alaata'ala ka' bona kupang!”
MAT.6.25	“Mbali' iya'a, bantilkonon-Ku na ko'omuu se' alia i kuu babatakon tutuo'muu, ka' upa men bo kaanon ka' inumonmuu. Alia babatakon wakamuu ka' upa men bo pakeonmuu. Taasi' uga' tutuo'muu a umangga'na tia kakaan, ka' wakamuu a umangga'na tia pakean? 
MAT.6.26	Piile' ansee a sapu' na lealaa. Raaya'a sian mangasok, sian mamadak, sian mantambun ka' manganaa' na alang. Kasee mau mune' koiya'a, Tamamuu men na surugaa mamakaan i raaya'a. Taasi' uga' i kuu a umangga'na tuu' tia sapu' iya'a? 
MAT.6.27	Isian mbali' i kuu men gause babata, ninsidakon umurmuu nokanturangan mau mune' tongko' titiu'?
MAT.6.28	Nongko'upa i kuu se' babatakon pakean? Piile' uga' a bunga men sian ni'asok. Ia sian balimang ka' sian mangawawau pakean, kasee pore a tutuo'na. 
MAT.6.29	Bantilkonon-Ku na ko'omuu se' Tomundo' Salomopo men kupangon tuu' sian nopake men koi koporena bunga iya'a!
MAT.6.30	Rakut na ale' tumuo' koini'i, kasee liila kabus tunuon. Mau mune' koiya'a, Alaata'ala namakei rakut iya'a men tamban pore tuu'. Upa mune' i kuu! Kasee i kuu sian laan parasaya! 
MAT.6.31	Mbali' iya'a, alia babata ka' mangaan, ‘Upa a men bo kaanonta?’ ka' ‘Upa a men bo inumonta?’ kabai se' ‘Upa a men bo pakeonta?’ 
MAT.6.32	Giigii' iya'a sarakonna lipu' men sian minginti'i Alaata'ala. Kasee Tamamuu men na surugaa inti-inti'i se' i kuu mamaraluukon giigii' iya'a. 
MAT.6.33	Kasee tukokon a Batomundo'anna Alaata'ala ka' upa-upa men kokana'na Alaata'ala, mbaka' giigii' men paraluukononmuu iya'a bo rookonon-Na. 
MAT.6.34	Mbali' iya'a, alia i kuu babatakon ilio liila, gause Alaata'ala uga' bo muntulung i kuu ilio liila. Repaan men kuu suri sangilio tongko' bona ilio sangilio.”
MAT.7.1	“Alia i kuu mompoposala' mian dako' i kuu poposala'on. 
MAT.7.2	Gause koi upa a pompoposala'muu mian, mbaka' koiya'a uga' a bo pansasala' i kuu. Ka' takalan men kuu takalkon bo takalkonon na ko'omuu.
MAT.7.3	Nongko'upa i kuu se' tongko' mimiile' pupu' na matana simbaya'muu, kasee balak na matamuu sian kuu inti'i? 
MAT.7.4	Koi upa a kosidana i kuu mangaan na simbaya'muu taemuu: ‘Mai yaku' anuikona a pupu' na mataam kanono'!’ poali isian balak na matamuu? 
MAT.7.5	Wee i kuu men minti palo-paloos! Anui kutung a balak na matamuu kada' i kuu manasa mimiile', ka' sida manganui pupu' na matana simbaya'muu.”
MAT.7.6	“Alia i kuu mongorookon na au' upa men molinas dako' i kuu pimbalikionna ka' rungkabion. Ka' alia mongorookon mutiaramuu na bau' dako' peepee'ionna.”
MAT.7.7	“Pama'ase', mbaka' i kuu taraion. Pansarak, mbaka' i kuu mantausi. Mikileaki, mbaka' omporon leakikonon i kuu. 
MAT.7.8	Gause sanda' mian men mama'ase' bo taraion, ka' mian men mansarak bo mantausi, ka' mian men mikileaki omporon, omporon bo leakikonon.
MAT.7.9	Na ko'omuu mbali' se' isian minti'i men mantarai anakna watu kalu anakna iya'a mama'ase' kakaan? 
MAT.7.10	Kabai isian mbali' a men mantarai ule kalu anakna mama'ase' susum? 
MAT.7.11	Mau mune' gau'muu malia' ba'idek, kasee sabole inti'ionmuu a men pore bo rookonon na anakmuu. Upa mune' Tamamuu men na surugaa! Ia mongorookon men pore na mian men mama'ase' na Ko'ona.”
MAT.7.12	“Giigii' upa men kikira'muu wawauonna mian na ko'omuu, wawau uga' a men koiya'a na ko'ona i raaya'a. Ya'amo a tukona pisiso'na ukum Torat ka' kitapna nabii.”
MAT.7.13	“Pinsoop na soopan men itiu', gause balaki' a soopan tia salan men mae' na kosilaka'an. Ka' uga' biai' a mian men minsoop lumiu na soopan balaki' iya'a. 
MAT.7.14	Kasee itiu' a soopan ka' itiu' a salan mae' na tutuo' men pore. Ka' tongko' titiu' a mian men daa mantausi soopan tia salan itiu' iya'a.”
MAT.7.15	“Maka'amat i kuu na minti nabi-nabii. Raaya'a taka na ko'omuu koi domba, kasee men tuutuu'na i raaya'a serigala men minsilaka'i. 
MAT.7.16	Na wawauna a pinginti'ianmuu i raaya'a. Kau ruri'on sian miwoo'kon anggur. Ka' rakut ruri'on sian miwoo'kon ara. 
MAT.7.17	Koiya'a uga', kau men pore a tutuo'na miwoo'kon woo' men pore, ka' kau men ba'idek a tutuo'na miwoo'kon woo' men sian pore. 
MAT.7.18	Kau men pore a tutuo'na sian miwoo'kon woo' men sian pore, ka' kau men ba'idek a tutuo'na sian miwoo'kon woo' men pore. 
MAT.7.19	Giigii' kau men sian miwoo'kon woo' men pore sabole bo tara'ion ka' tibarkonon na apu.
MAT.7.20	Mbaka' na wawauna minti nabi-nabii iya'a a bo pinginti'ianmuu i raaya'a.”
MAT.7.21	“Sian giigii' mian men mangaan i Yaku', ‘Tumpu! Tumpu!’ se' daa bo minsoop na Batomundo'anna Surugaa. Kasee men tonsoop, tongko' mian men daa mangawawau koi pingkira'na Tamang-Ku men na surugaa.
MAT.7.22	Na Ilio Pungukumian, biai' a mian men morobu koi kani'imari: ‘Tumpu! Tumpu! Taasi' uga' i kai nengelelekon potoona Alaata'ala nangaan ngaan-Muu? Taasi' uga' i kai numbuse'i meena ka' nangawawau biai' upa kosamba' nangaan ngaan-Muu?’ 
MAT.7.23	Na temposi iya'a kasi bo simbation-Ku koi kani'imari: ‘Yaku' sian nontoo inti'i i kuu! Rae' i kuu men tongko' mangawawau ba'idek!’ ”
MAT.7.24	“Mian men mongorongor wurung-Ku ka' mongololo' men koiya'a, ia koi mian pande men momokerer laiganna na watu. 
MAT.7.25	Na tempo usan kalu waa' tia baleba' mantakai laigan iya'a, laigan iya'a sian koruntun gause nipokerer na watu.
MAT.7.26	Kasee mian men mongorongor wurung-Ku see sian mongololo', ia koi mian bobo' men momokerer laiganna na bone. 
MAT.7.27	Na tempo usan kalu waa' tia baleba' mantakai laigan iya'a, laigan iya'a sabole koruntun ka' kobaraba'ian!”
MAT.7.28	Sarataa i Yesus nangkakabusi pisiso'-Na, giigii' mian men nomorongor pisiso'-Na kodaawan. 
MAT.7.29	Pimisiso'-Na koi mian men kuasaan ka' poosasala' tia pimisiso'na wawa ukum Toratna i raaya'a.
MAT.8.1	Sarataa i Yesus notumokuru nda'amari buu'na, biai' tuu' a mian nongololo' i Ia. 
MAT.8.2	Kasi notaka na Ko'ona sa'angu' mian men kustaon. Mian iya'a nobanintuurmo monsoosa' i Yesus ka' norobu taena, “Tuan, kalu i Kuu maloos, Kuu sabole sida mengelesi'i i yaku' kada' maloe' koi aturanna agama.”
MAT.8.3	Yesus nondoekonmo lima-Na, nongkoyong mian iya'a kasi norobu tae-Na, “Daa, Yaku' maloos. Bi poloe'mo i koo!” Tempopo iya'a uga', na'anumo a kustana mian iya'a ka' noloe'mo i ia. 
MAT.8.4	Kasi i Yesus norobu na ko'ona tae-Na, “Imamatoon pore-pore! Alia i koo mambantilkon ni imepo. Kasee rae' na imam ka' pipiile'kon na ko'ona se' kustaam daa na'anumo. Moko daa iya'a kasi rookon a kurbaan koi men ia posuu'kon i Musa na ukum Torat kada' manasa na mian se' kustaam tuutuu' na'anumo!”
MAT.8.5	Sarataa i Yesus notaka na Kapernaum, taka a sa'angu' moomoola'na surudaduna Roma miki tulung na Ko'ona. 
MAT.8.6	Taena, “Tuan, tutulungingku repo' na laigan, somo toko-tokol. Ka' i ia marepa tuu'.”
MAT.8.7	Ia simbati i Yesus tae-Na, “Yaku' bo waale'e na laigaan mengelesi'i ia.”
MAT.8.8	Taena moomoola'na surudadu iya'a, “Sobii Tuan, gause i yaku' kani'i mian men sian kana'na mangalabot i Kuu na laiganku. Tongko' ngaan toro santaa' daamo, kada' tutulungingku iya'a malesi'. 
MAT.8.9	Gause i yaku' mian men posuu'on, ka' surudadu men kando'onana tii yaku' tio uga' mongololoikon posuu'ku. Kalu i yaku' momosuu' sa'angu' surudadu, ‘Rae'!’ mbaka' i ia sabole mae'. Ka' kalu i yaku' mengeleelo' men sambana, ‘Mai ka'ita!’ mbaka' i ia sabole taka. Kabai se' kalu yaku' momosuu' tutulungingku, ‘Limang a kani'i!’ mbaka' sabole uga' limangonna.”
MAT.8.10	Yesus samba' nomorongor men taena moomoola'na surudadu iya'a. Ia norobumo na mian men mongololo' i Ia tae-Na, “Tuutuu' mba'a. Ka' bantilkonon-Ku na ko'omuu se' na lipu' Israelpo Yaku' sianpo nontoo rumpaki mian men imaanan tuu' koi kaya'a! 
MAT.8.11	Bantilkonon-Ku na ko'omuu se' mian biai' men ringkat paraas bete'an ka' paraas sopokan bo taka ka' umoruang kumaan ruru-ruru' tia ari Abraham, Ishak ka' i Yakub na Batomundo'anna Surugaa.
MAT.8.12	Kasee mian men bookoi mianna Batomundo'anna Surugaa iya'a bo tibarkonon na kapintungan men pika' tuu'. Indo'o i raaya'a bo tumando' ka' marepa tuu'.”
MAT.8.13	Kasi taeni Yesus na moomoola'na surudadu iya'a, “Ule'konmo, ka' bi sida na ko'oom koi men koo parasaya.”
MAT.8.13	Na tempopo iya'a uga', tutulungina nalesi'mo.
MAT.8.14	Yesus nomae'mo na laigan ni Petrus. Sarataa notaka, Ia nimiile' monian ni Petrus men sinana boroki'na somo toko-tokol gause suminggar. 
MAT.8.15	Yesus nongkoyongmo limana, mbaka' i ia liuliu nalesi'. Noko daa iya'a ia nowangonmo ka' nangkalesang i Yesus.
MAT.8.16	Sarataa guntumalommo, biai' a mian men lampingionna meena ia wawa mian waale'e ni Yesus. Meena iya'a tongko' ia buse'i Yesus tia wurung santaa', ka' nengelesi'i giigii' mian men manggeo. 
MAT.8.17	Tempo i Yesus nengelesi'i mian, mbaka' nosidamo a wurungna Tumpu koi men ia tadulkon i Nabii Yesaya, taena, “Iamo a men bo pamasa'ankon repaanta ka' mengelesi'i nggeonta.”
MAT.8.18	Sarataa i Yesus nimiile' se' biai' a mian na tiku-tikum-Na, Ia nomosuu'mo murit-Na lumembet na sambotakna danau. 
MAT.8.19	Kasi notaka a sa'angu' wawa ukum Torat ka' nobantil taena, “Guru, yaku' mingkira' mongololo' i Kuu mau maana a rae'an-Muu!”
MAT.8.20	Ia simbati i Yesus tae-Na, “Serigala isian bolo'na, ka' sapu' isian pimpeetaanna, kasee Anak Manusia sianta bo tokolan-Na.”
MAT.8.21	Kasi sa'angu' murit-Na norobu taena, “Tumpu, poturang i yaku' mule'kon kutung mae' mantanom tamangku.” 
MAT.8.22	Kasee tongko' ia simbati i Yesus tae-Na, “Lolo' i Yaku', ka' patalai a mian lapus mantanom mianna i raaya'a men nolapusmo.”
MAT.8.23	Sarataa i Yesus nolumakit na duangan, murit-Na nongololo'mo i Ia. 
MAT.8.24	Ola-olan taka baleba' men makorong tuu' na danau iya'a, tamban duanganna i raaya'a paibamba'ionna bokol. Kasee i Yesus tongko' royot. 
MAT.8.25	Mbaka' murit-Na nuntuu'imo ka' ninsimpu taena, “Tumpu! Kaba'on! Silaka'mo i kita!”
MAT.8.26	Ia simbati i Yesus tae-Na, “Nongko'upa mbali' i kuu se' layaon? Kuu sian laan mamarasaya i Yaku'!” Kasi i Yesus nokumekerer ka' nongkokundakon baleba' ka' danau iya'a kada' bi rokot. Kasi notodoo tuu' a danau iya'a.
MAT.8.27	Murit ni Yesus samba', taena, “Mian upa kaya'a, tamban baleba' tia danau momorongori i Ia?”
MAT.8.28	Yesus notakamo na sambotakna danau iya'a, na dodongoanna lipu' Gadara. Indo'o isian mian rua' ira men ia lampingi meena ringkat na wangunan nomootuungi i Yesus. Rua' mian iya'a kolayaon, pataka sianta mian men momoko lumiu na salan iya'a. 
MAT.8.29	Raaya'a nangkakaro'kon taena, “Anakna Alaata'ala! Upaioonmo i kai kani'i? Koo too bo mantalalais i kai mau mune' koo'po tempona?”
MAT.8.30	Sian oloa indo'o isian bau' biai' men pintanga' mansarak kumaan. 
MAT.8.31	Mbaka' meena iya'a nokumakaase' ni Yesus taena, “Kalu i Koo momosuu' i kai umuar, posuu' i kai balimba' na bau' karaatu'u.”
MAT.8.32	Mbaka' ia posuu'mo i Yesus tae-Na, “Rae'mo!” Noko daa koiya'a, no'umuarmo a meena iya'a, kasi ninsoop na bau'. Salulusan bau' iya'a kabus notumumbur na liu' waaro'o na danau, kasi nopate nolomos.
MAT.8.33	Pontondong bau' iya'a notumetende'mo na kota ka' nuntundunkon giigii' men nosida, ka' uga' nuntundun rua' mian men ia lampingi meena. 
MAT.8.34	Mbaka' giigii' mian na kota iya'a nangarae'imo i Yesus. Sarataa nopoopiile' tii Yesus, raaya'a nama'ase' i Ia kada' mamarerei dodongoanna i raaya'a.
MAT.9.1	Noko daa iya'a ai Yesus nolumakitmo na duangan ka' nolumembet na danau. Kasi i Ia notaka na kota men dodongoan-Na. 
MAT.9.2	Tempo iya'a, isian mian nangawawa ni Yesus sa'angu' mian repo' men somo toko-tokol na ampasna. Sarataa i Yesus nimiile' se' i raaya'a parasaya tuu' na Ko'ona, Ia norobumo na mian repo' iya'a tae-Na, “Anak-Ku! Popotaan a noaam. Dosaam daa ni'ampunimo!”
MAT.9.3	Toropii wawa ukum Torat men indo'o norobu na noana i raaya'a taena, “Wurungna mian kaya'a koi se' i Iamo a Alaata'ala!”
MAT.9.4	Kasee i Yesus ninginti'i men na noana i raaya'a, mbali' Ia norobu tae-Na, “Nongko'upa i kuu se' mimikirkon upa-upa men ba'idek? 
MAT.9.5	Aupa a daana, mangaan, ‘Dosaam daa ni'ampunimo,’ kabai se' mangaan, ‘Wangonmo ka' tumpang?’ 
MAT.9.6	Kasee koini'i popo'inti'ikonon-Ku na ko'omuu se' na tano' balaki' kani'i Anak Manusia kuasaan mangampuni dosa.”
MAT.9.6	Kasi i Yesus norobu na mian repo' iya'a tae-Na, “Wangonmo, nakat a ueraan ka' ule'kon na laigaan!”
MAT.9.7	Mbaka' nowangonmo a mian men repo' iya'a ka' nomule'kon na laiganna.
MAT.9.8	Mian biai' men nimiile' iya'a nolayaonmo. Kasi i raaya'a nuntunde' Alaata'ala gause nongorookon kuasa men balaki' tuu' na mian.
MAT.9.9	Sarataa i Yesus namarerei tampat iya'a, Ia nimiile'mo sa'angu' mian pagawena pajak men ngaanna i Matius. Ia oru-oruang na kantor pajak. Taeni Yesus na ko'ona, “Mai, lolo' i Yaku'!”
MAT.9.9	Mbaka' ia norumingkatmo ka' nongololo' i Yesus.
MAT.9.10	Pintanga' i Yesus kumaan na laigan ni Matius notakamo a mian biai' men pagawena pajak ka' mian dosaon. Raaya'a nokumaanmo tii Yesus ka' murit-Na.
MAT.9.11	Sarataa mian Farisi nimiile' se' koiya'a, raaya'a norobumo na murit ni Yesus taena, “Nongko'upa a Gurumuu se' kumaan poopooruru' tia pagawena pajak ka' mian dosaon?”
MAT.9.12	Nomorongor upa men ia porobukon i raaya'a, mbaka' ia simbatimo i Yesus tae-Na, “Taasi' mian malesi' a paraluu dokter, kasee mian men manggeo. 
MAT.9.13	Gause i Yaku' notaka taasi' bo pengeleelo' mian men kana' a wawauna, kasee bo pengeleelo' mian dosaon kada' mongololo' i Yaku'. Mbali' iya'a, rae' ka' sarak kada' inti'ionmuu a aratina wurungna Tumpu men koi kani'imari:
MAT.9.13	‘Men kikira'-Ku mase isian polingu', taasi' kurbaan.’ ”
MAT.9.14	Noko daa iya'a, murit ni Yohanes Pansarani notakamo ni Yesus. Raaya'a nobapikirawarmo taena, “Kai tia mian Farisi ba'apata see nongko'upa a murit-Muu se' sian?”
MAT.9.15	Ia simbati i Yesus tae-Na, “Sida mbali' a sawe'na suo' moro'one masiongo' na posuo'anna kalu suo' moro'one iya'a dauga' indo'o tii raaya'a? Sabole sian! Kasee bo taka a tempona suo' moro'one iya'a bo alaon na ko'ona i raaya'a. Na temposi iya'a kasi i raaya'a ba'apata.”
MAT.9.16	“Sianta sa'angu'po mian a mantampalkon sangkeap toik u'uru na pakean men manau'mo. Gause kalu koiya'a, toik u'uru men pantampal iya'a sabole kumomput ka' memberak bokukum iya'a, mbaka' kaekae' dodoa a berakna.
MAT.9.17	Koiya'a uga' sianta mian men mantawa' anggur u'uru na batutu' anit manau' men motopu'mo. Gause kalu koiya'a, batutu' anit iya'a sabole bo koberak, mbaka' anggurna kowuwus ka' batutu' anitna kobaraba'ian. Anggur men u'uru sabole naa'on na batutu' anit men u'uru kada' batutu' anit ka' anggurna rua-rua'na kototobo' pore.”
MAT.9.18	Pintanga' i Yesus mambantilkon men koiya'a na murit ni Yohanes, notakamo a sa'angu' tanaasna laigan bakitumpuan. Ia nonsoosa' i Yesus ka' norobu taena, “Anakku wiwine baasi nolapus, kasee sabole dauga' sida potuo'ion-Muu asar i Kuu taka ka' mengepetkon lima-Muu na ko'ona.”
MAT.9.19	Mbaka' norumingkatmo i Yesus tia murit-Na, kasi nongololo' mian iya'a.
MAT.9.20	Na tanga'na salan isian sa'angu' wiwine men sompulo'mo rua' taun mariingi'on men dodoa. Wiwine iya'a nuntuntunimo i Yesus, nembeeli paraas tokurung-Na ka' nongkoyong puusna juba-Na. 
MAT.9.21	Gause na noana taena, “Mau tongko' koyongonku a juba-Na sabole malesi' i yaku'.”
MAT.9.22	Yesus nolumingamo nintioki wiwine iya'a ka' norobu tae-Na, “Anak-Ku! Popotaan a noaam. Gause i koo parasaya na Ingku', mbaka' i koo malesi'!” Tongko' noko daa koiya'a, liuliu na'anu a mariingi'na wiwine iya'a.
MAT.9.23	Sarataa i Yesus notaka na laiganna tanaasna laigan bakitumpuan, Ia nimiile' isian mian men munduup poloit ka' biai' a mian men gora'. 
MAT.9.24	Ia norobumo na ko'ona i raaya'a tae-Na, “Uar kutung i kuu giigii'! Anak kanono' sian nolapus; ia tongko' noroyot.” Kasee mian na laigan iya'a nongkolengkeimo i Yesus.
MAT.9.25	Sarataa no'umuar a mian men na laigan iya'a, Yesus ninsoopmo na tambinna anak iya'a ka' ningintoni limana. Kasi nowangon a anak wiwine iya'a. 
MAT.9.26	Mbaka' norumeebarmo a lele men koiya'a na longkop libutan.
MAT.9.27	Noko daa iya'a ai Yesus nomae'mo. Na tanga'na salan, isian rua' mian men mampisok nongololo' i Ia. Raaya'a mangkakaro' taena, “Lee' ni Daud! Kolingu'konon i kai!”
MAT.9.28	Sarataa i Yesus ninsoop na sa'angu' laigan, notakamo a rua' mian men mampisok iya'a na Ko'ona. Yesus nimikirawarimo i raaya'a tae-Na, “Parasayaonmuu uga' se' i Yaku' momoko mengelesi'i i kuu?”
MAT.9.28	Ia simbati i raaya'a taena, “Daa, Tumpu, parasayaonmai!”
MAT.9.29	Kasi i Yesus nongkoyong matana i raaya'a ka' norobu tae-Na, “Bi sida na ko'omuu koi men kuu parasayamo.” 
MAT.9.30	Mbaka' nopoopiile'mo a matana i raaya'a. Kasi ia potoo i Yesus tae-Na, “Imamat ini'imari! Alia sa'angu'po mian minginti'i se' koiya'a.”
MAT.9.31	Kasee i raaya'a nomae'mo na longkop libutan iya'a ka' nengelelekon upa men ia wawau i Yesus.
MAT.9.32	Tongko' nomae' a rua' mian men nopoopiile'mo iya'a, isianmo soosoodo sa'angu' mian umu' men ia lampingi meena, ia wawa mian taka ni Yesus.
MAT.9.33	Sarataa ia buse'i i Yesus a meena iya'a, mbaka' ninsidamo norobu a mian men umu' iya'a. Nimiile' koiya'a, samba' a mian biai'. Taena i raaya'a, “Men koi kani'i sianpo ia piile' mian na Israel!”
MAT.9.34	Kasee mian Farisi norobu taena, “Ia namake kuasana tanaasna meena bo numbuse'i-Na meena iya'a.”
MAT.9.35	Kasi i Yesus nangarae'i giigii' kota tia kampung. Ia nimisiso' mian na laigan bakitumpuanna ka' nengelelekon Lele Pore men mambantilkon Batomundo'anna Surugaa. Ia nengelesi'i biai' kaliangan nggeona mian ka' men repo'.
MAT.9.36	Ia nolingu' nimiile' mian biai' iya'a, gause i raaya'a noraranga'mo ka' nokodalaianmo, koi domba men sianta mian nontondong.
MAT.9.37	Kasi i Ia norobu na murit-Na tae-Na, “Padakon mase biai', kasee papalimang men bo pamadak tongko' titiu'.
MAT.9.38	Mbali' iya'a, pama'ase' na tombono ale' kada' i Ia mantakakon papalimang men bo pamadak ule'na aso-asok iya'a.”
MAT.10.1	Na sa'angu' tempo ai Yesus nengeleelo'mo sompulo' rua' murit-Na barimpung. Kasi i Ia nantarai i raaya'a kuasa bo pumbuse'i meena, ka' bo pengelesi'i biai' kaliangan nggeona mian ka' men repo'. 
MAT.10.2	Ngaanna sompulo' rua' poposuu' iya'a: Men olukon i Simon men ngaanon uga' i Petrus tia utusna i Andreas, kasi rurua' anak ni Zebedeus men i Yakobus tii Yohanes, 
MAT.10.3	Filipus tii Bartolomeus, Tomas tii Matius men pagawena pajak, kasi i Yakobus anak ni Alfeus, tii Tadeus, 
MAT.10.4	ka' i Simon mian Zelot tii Yudas Iskariot men nangakalkon bo pongorookonna i Yesus.
