MAT.1.1	Magtub ke ɔje dè girkà le Jésu-Krist ngonnkà David, ngonnkà Abraham, 
MAT.6.8	I teli i taai nan se de lé tede loo ke tà nain kêm si’t ɓai kuwe géa, Bɔ si ger nyan ke sei awi ndoo’n kété ɓita i deji nin nyan nè ɓai. 
MAT.6.9	Loo ke a ɔji tà se Nube ɓaa, i tami titeke bè edi nè:
MAT.6.9	«Bɔ jé i ke njè ndi danrán,
MAT.6.9	maje kade dooge malang geri titeke rii è ri ke tò se ninn’n gai.
MAT.6.10	Maje kade on ɓee dè dooge a,
MAT.6.10	maje kade dé ra gute ndui d’ade ɔr njêt titeke dé ra’n danrán a tɔ.
MAT.6.11	Maje kade ɓila ade jè nyankuse
MAT.6.11	ke j’aw ndoo’n se ndɔ jé-ndɔ jé.
MAT.6.12	Maje kade ade kêmi tin mbit dè kure majelége’t le jé
MAT.6.12	titeke jè géa j’ade kêm jé tin mbit dè kure majelé ke made jége rai se jé.
MAT.6.13	Maje kade inye loo ade nyan sú nan jè lé,
MAT.6.13	nè ɔr jè dann nyan ke majelé’t kɔke.
MAT.6.14	Ke nè á adi kêm si tin mbit dè dooge’t ke njé ra se si majelé ɓaa, Bɔ si ke ndi danrán géa à ade kêm’n à tin mbit dè si’t tɔ. 
MAT.6.15	Ke nè á adi kêm si tin mbit dè dooge’t ke njé ra se si majelé lé ɓaa, Bɔ si ke ndi danran géa à ade kêm’n à tin mbit dè si’t ndan lé tɔ.
MAT.6.16	Loo ke ɔgi kêm si ɓo ɓaa, i siwi kum si siw-siw titeke njékede gosge rai nga lé. Ei rai titeke bè le kade dooge an-in titeke ɔgi kêm de ɓo. Kerɔte kuwe, man m’ede sei ndàt, dé nè nga d’inge nyankuge dè ji de ɗarinè ɓá ta. 
MAT.6.17	Nè i , loo ke i ɔge kêmi ɓo ɓaa, ube dèi se wubu ɓár-ɓár a, i togo kumi ndát-ndát a tɔ. 
MAT.6.18	Titeke bè á dooge à an-in nin titeke i ɔge kêmi ɓo lé. Nè Bɔi ke ndi loo ngeinn’t à an nyan ke i ra ɓaa à tel kuge dè jii ɓai.
MAT.6.19	Uwei dè nja nyanbawge ke dè nang nè nga undei konn tede le si lé, tede dè nang nè nga è loo ke gide se kar tuji nyange tutu a, njéɓog-ge mbuti kum loo ɓogi a tɔ. 
MAT.6.20	Nè uwei dè nja nyanbawge le si undei konn danrán ra Nube’t, tede danrán nga è loo ke gide se kar tuji nyan tutu lé a, njéɓog-ge à mbuti kum loo le ɓogi lé a tɔ. 
MAT.6.21	Oiyo loo ke um nyanbaw lei tutu nga, ɓengrei à è dè’t kuwe tchên.
MAT.6.22	Kum jéi tò asenan se lampe le danra jéi bè. Ke nè á kum jéi an loo njai ɓaa, danra jéi bere mbak è ke unju njai a tɔ. 
MAT.6.23	Nè loo ke kum jéi an loo majelé ɓaa, danra jéi bere mbak ndi dann tilkus’t a tɔ. Ke nè á lookar ke kêm jéi’t kei tel è loo ndul ɓaa, danra jéi bere mbak ndi dann loo ke ndul ndin-ndin’t.
MAT.6.24	Doo karé asekum ra kule kade kuwenge joo kêm kurloo ke karé’t lé. E à ɔr è ke karé njêt, nè è à unde è karé ke rang dann kumn’t. Taɓai è à ile koje dè è ke karé’t, nè à an è karé ke nyan lé. Sei asikum ra ɓer le Nube se ra ɓer le nar kade nan’t joo mbak lé.
MAT.6.25	Gir’n ke nè á man m’ede’n sei: adi kêm si tò kekek ɔje nyankuse ke a usei éké mann kain si éké kubu kule ra si’t lé. Ké ndikumgajer le doo nga è soo’t dum nyankuse lé wa? Ké danra doo dum dè kubu kule ra’t lé wa? 
MAT.6.26	Unni kum si an-in helge ke walé. Dé dubu ko éké dé sa ko d’ɔse nja nan’t d’um kêm damge’t lé a tɔ. Nè Bɔ si ke ndi danrán kuwe ul de. Sei nga ké gate si dum le helge nja bule ngain lé wa? 
MAT.6.27	Ké nan dann si’t asekum kile ɓal ndikumgajer le’n dè made’t se go kêm tò kekek le’n nga wa?
MAT.6.28	Ké bain á adi kêm si tò kekek dè kubu kule ra si’t tá wa? Undei kum si maje an-in loo tɔge le ndujege ke kêm ndɔr’t. Ei rai kule ɔri yàl-yàl lé a, ojoi kubu lé a tɔ. 
MAT.6.29	Kubu ngarge le Salomon maji ngain kuwe. Nè man m’ede sei, è ke karé bè ke maje tite putu-ndujege nè géa goto. 
MAT.6.30	Sei ke kundekêm le si tin lé, mu ke walé ke barè d’ade ró’n se por gé ɓai á Nube ade in mande ɓila nè nga, ké Nube asekum kade sei kubu ulei ra si’t lé wa? 
MAT.6.31	Adi kêm si tò kekek se ndɔge malang kade i tami edi nè: «Ké ri á barè j’à j’use? Ké ri á barè j’à kan-in? Ké ri á barè j’à kule ra jé’t wa?» lé. 
MAT.6.32	Nyange nè malang nga, è dooge ke geri Nube lé á ei njé sang de se ndɔge-ndɔge. Tede Bɔ si ke danrán ger nyange malang ke sei awi ndoo de. 
MAT.6.33	Nè i sangi Konɓee le Nube a, se nyan ke se dè naje’n ɓita Nube à ade sei gute nyange malang ke awi ndoo de. 
MAT.6.34	Adi kêm si tò kekek dè ndɔ ke barè’t lé, tede ndɔ ke barè à ree se kêm tò kekek ke ɔje dè’n è kuwe ɓai. Ndɔ karé aw se nyankêmkon le’n ke ase’n nák-nák.
MAT.7.1	I gangi tà dè dooge’t lé tede kade Nube gang’n tà dè si’t lé tɔ. 
MAT.7.2	Kerɔte kuwe, kum tà ke sei gangi dè dooge’t nè kuwe á Nube à gang dè si’t tɔ. Nyan kɔje nyan ke sei ɔjii nyan adi dooge nè nga kuwe á Nube à ɔje’n nyan kade sei tɔ. 
MAT.7.3	Ké tede ri á oré kumi dè bum walè ke tò kum ngokoin’t anje kan maman kage ke tò kumi’t nga wa? 
MAT.7.4	Loo ke maman kage tò kumi’t ɓaa, ké a kede ngokoin kede nè: «Inye’m ade m’ɔr bum walè ke tò kumi’t» nga titeke bain wa? 
MAT.7.5	I njèkede gos, ɔr maman kage ke tò kumi’t kuwe kété ɓita a an loo njai le kɔr’n bum walè ke tò kum ngokoin’t ɓai. 
MAT.7.6	Nyan ke tò se ninn’n gai nga adi bisege lé a, i tilei mede-ngarge le si nang non kɔsnyonge’t lé a tɔ, nè bainléa à tubei nja de’t nang le teli ton-in sei dè’t ɓai.
MAT.7.7	I kɔi Nube nyan ke awi ndoo’n ɓaa à ade sei a, i sangi nyan ke awi ndoo’n ɓaa a ingei. Undei tàbit kei ɓaa, d’a d’ɔr kade sei ɓai a tɔ. 
MAT.7.8	Nanan ke kɔ nyan ke aw ndoo’n ɓaa, d’a d’ade’n. Nanan ke sang nyan ke aw ndoo’n ɓaa, d’a d’ade’n. Nanan ke unde tàbit kei ɓaa, d’a d’ɔr kade’n a tɔ. 
MAT.7.9	Ké nan dann si’t loo ke ngonn’n kɔ’n mapa ɓaa, à kunn kuberi her tá kade’n taa’n gute mapa wa? 
MAT.7.10	E ké nan dann si’t á ke nè á ngonn’n kɔ’n kanje ɓaa, à kunn li jênênn kade’n taa’n gute kanje wa? 
MAT.7.11	Sei ke njékêmyêrge gé ɓai á i geri loo kade ngann sige nyan ke maje nè a, ké Bɔ si ke ndi danrán asekum kade nyange ke maje njé ke kɔi nin nyan lé wa? 
MAT.7.12	Nyan malang ke sei i ndigi kade dooge ke rang rai tede le si nga, sei géa i rai titeke bè tede le de tɔ. E ke nè á è tà ke ndɔ ke Moise se njéribe-dè-tàge ke tà Nube’t ndooi dooge.
MAT.7.13	Awi se tà rebe ke kêl-kêl tá. Kerɔte kuwe, tà rebe ke but-but è rebe aw ke loo tuju’t. Rebe ke but-but nga dooge ngain awi tutu dik-dik. 
MAT.7.14	Nè tàbit kei ke aw loo ndikumgajer se non nga, è kêl-kêl a, è rebe ke njon a tɔ. Dooge ke ingei tàbit kei se rebe ke njon nè nga, ei ndêin bere bè.
MAT.7.15	Undei kumkunju dè ra si’t ɔje dè njé tête tà kunde tà Nube’t. Ei rai ra de tite batege bè reei ra si’t. Nè kêm de ke kei ɓaa, ei heng-ge ke njé tɔ ko dooge. 
MAT.7.16	A i geri de se go nyanra de. Ké doo à kuje kann nduu dè kage konn’t wa? Ké doo à kuje kann koté dè kage ngarr kalè’t wa? 
MAT.7.17	Titeke bè kage ke maje ke rara nga ann maje, nè kage ke majelé ɓaa ann majelé tɔ. 
MAT.7.18	Kage ke maje asekum kann majelé lé, éké kage ke majelé asekum kann maje ndan lé a tɔ. 
MAT.7.19	Kage ke rara ke ann majelé ɓaa, dé tuge’n dé gang’n d’ile’n poro. 
MAT.7.20	Titeke bè á sei a geri njé tête tà kunde tà Nube’t maje se go nyan ra de.
MAT.7.21	Nanan ke ɓar’m ede nè: «Ngar, Ngar» karè à ile nja’n kêm konɓee ke danrán lé. Nè nanan ke ra nyan ke kêm Bɔ’m ke danrán ndige ɓita à ile nja’n kêm Konɓee’t le Bɔ’m nga ɓai. 
MAT.7.22	Ndɔ gangtà’t ɓaa, dooge bule à deji man kedi nè: «Ngar, Ngar, ké ndɔ ke j’ile mber se rii lé wa? Ké ndɔ ke jè rɔ ndilge ke majelé kɔke se rii lé wa? Ké ndɔ ke j’unn rii jè ra’n nyankɔbege lé wa?» 
MAT.7.23	Kêm ndɔn’t nè nga, m’a kede de ndàt kede nè: «Ma m’ger sei ndan lé. Ɔti tam’t ke rang, sei njékaltàge se ndɔ si-ndɔ si.»
MAT.7.24	Nanan ke ree ram’t ur mbi’n oo’n tàge le’m ra nyan’n ɓaa, tò asenan se doo karé ke njè kêm tɔ kuju tà ke unde gir kei le’n dè kuberi herge’t bè. 
MAT.7.25	Ndi ede ndài-ndài a, mann ule gangang-gangang gir kei’t nè a, nel bò ule mbin-mbin ɔje dè kei nè nga a tɔ. Nè kei nè nga oso lé tede d’unde gir’n dè kuberi herge’t. 
MAT.7.26	Nè doo ke rara ke ree ram’t oo tàge le’m á ra nyan’n lé ɓaa, tò asenan se doo ke njè kêm tɔ kuju tà lé ke unde gir kei le’n dè nyeenger’t bè. 
MAT.7.27	Loo ke ndi ede ndài-ndài ade mann ule gir kei nè nga gangang-gangang a, nel bò ule mbin-mbin ɔje dè kei nè nga a tɔ ɓaa, kei nè nga oso gudu ɗêk-ɗêk.
MAT.7.28	Loo ke Jésu ndó dooge tà nè nga gir gang ɓá ɓaa, tà ige kosdoo-bulege sêl dè nyan ke è ndó de’t. 
MAT.7.29	E ndó de nyange se tɔgmong ke Nube ade’n m è ndó de nyan tite le njékɔrgir gute-nduge le de karè lé.
MAT.8.1	Loo ke Jésu in dè mbal’t rise nang ɓá ɓaa, kosdoo-bulege ngain ndolèi goo’n. 
MAT.8.2	Njèbanje karé bè aw ngɔr ke ra Jésu’t ɔse keje’n nang nonn’t ede’n ede nè:
MAT.8.2	– Kuwe-ɓee, ke nè á i ndige se’m le kade banje ɔr ram’t ndát-ndát ɓaa, ra’m à tel tò karè.
MAT.8.3	Jésu ule ji’n ɔde’n ra njèbanje nè nga ede nè:
MAT.8.3	– M’ndige sei bè kuwe, maje kade rai tel tò karè ndát-ndát.
MAT.8.3	Ke loon’t nè kuwe ra njèbanje tel tò karè ndát-ndát. 
MAT.8.4	Go’t gugu Jésu ede njèbanje nè nga ede nè:
MAT.8.4	– An tá nè a kade tà nè tee tài’t ade doo ke rang oo. Nè aw ra njèkuje nyan-mese’t i tɔje’n rai ade an ɓita unn nyan-noje ade se go gute-ndu ke Moise ndang kêm magtub’t le kade dé ger’n titeke banje ɔr rai’t ndát-ndát.
MAT.8.5	Jésu aw kêm ɓee-bò ke Capernaum. Njèkan dè njérɔge ke aru karé ree ra ndoo rann’t ede nè:
MAT.8.6	– Kuwe-ɓee, ratur ra kum ngonn njèndi le’m ke dingem ndoo ngain. Nja’n wei girn’t tonrin ade tò nang pɔbel ɓéee non.
MAT.8.7	Nè Jésu ede’n ede nè:
MAT.8.7	– Oiyo, m’a m’aw le kaje’n kadi karè.
MAT.8.8	Njèkan dè njérɔge ke aru karé nè nga tel ile Jésu dè’t ede nè:
MAT.8.8	– Kuwe-ɓee, i i doo ke bò. Man m’ase kade ile njai kêm kei le’m lé. Né i tam tà karé kuwe ɓaa, ratur à ɔr dè ngonn njèndi’t le’m nè nga karè. 
MAT.8.9	Man kuwe géa m’ile koje dè doo-dèmge’t a, m’aw se njérɔge ke ndii gir ndukunn’t le’m. Loo ke m’ede njè ke karé m’ede nè: «Aw!» ɓaa, è aw. Loo ke m’ede njè ke karé ke rang m’ede nè: «I ree nè» ɓaa, è ɔte ree. Loo ke m’ede ɓer le’m m’ede nè: «I ra nyan ke nè» ɓaa, è ra nyan nè nga tɔ.
MAT.8.10	Loo ke Jésu oo tà tam doo nè nga bè ɓaa, è an’n ke dɔ ke nang. Taɓai è tur tà’n ede njé ke ndolèi goo’n ede nè:
MAT.8.10	– Kerɔte kuwe, man m’ede sei ndàt, kêm ɓeekon ke Israel nga géa, m’inge njèkunde kêm dè Nube’t titeke bè ndɔ karé lé ɓai. 
MAT.8.11	Man m’ede sei ndàt, dooge ngain à in-in loo tee’t le kàde se loo kur’t le kàde le ndii nan’t se Abraham, Isaac se Jacob kêm Konɓee ke danrán’t. 
MAT.8.12	Nè njé ke d’uwe dè nja Konɓee ke danrán d’ɔje’n dè de kété nga, d’a d’um de dann loo ke ndul ndin-ndin’t. E loo ke a noin se mann non kum de’t a, a ton-in tà de vbat-vbat tutu a tɔ.
MAT.8.13	Go’t gugu Jésu ede njèkan dè njérɔge ke aru karé nè nga ede nè:
MAT.8.13	– I tel aw ɓéee, nyan ke i unde kêmi dè’t nga, a inge nyan’n kuwe. Kêm kàdenn’t nè kuwe ratur ɔr dè ngonn njèndi’t nè nga.
MAT.8.14	Go’t gugu Jésu aw ɓéee le Pierre. Loo ke è aw kêm kei ɓaa, è an wum Pierre ke dinye tò nang se ratur. Ra’n taa por làm-làm. 
MAT.8.15	Jésu lá ji’n uwe. Ke loon’t nè kuwe taa por ratur ke ade ra wum Pierre taa por làm-làm nga in dènn’t kengeng ade ɔse nang in dɔ. E unn gir ra nyankuse ade Jésu. 
MAT.8.16	Loo ke loo sɔl ɓá ɓaa, dé ree se dooge bule ke ndilge ke majelé rai kum de ndoo ra Jésu’t. E rɔ ndilge ke majelé nè nga se tà ke karé ke tee tann’t. Njératurge malang ke dé ree se de rann’t nga, ratur ɔr dè de’t ade d’aje katch-katch. 
MAT.8.17	Tà ke Esaie njèribe-dè-tà ke tà Nube’t tam kété mari ede nè: «E kuwe á taa yaige se raturge le jéi um dènn’t.»Tà nè nga aw loon’t deĵ.
MAT.8.18	Loo ke Jésu an doobulege an-in dè’n girm ɓaa, è unn ndu’n ade njékuwe-girnge ede nè:
MAT.8.18	– Adi jè gangi ba j’awi gidé nú.
MAT.8.19	Njèkɔrgir gute-ndu karé bè ree ra Jésu’t ede’n ede nè:
MAT.8.19	– Njèndó dooge nyan, loo malang ke a aw tutu nga, m’a m’unn gooi têr-têr.
MAT.8.20	Jésu tel ile’n dè’t ede nè:
MAT.8.20	– Njange géa bolè tò de tò tutu a, helge géa ndis tò de tò tutu a tɔ. Nè man ke m’ee Ngonn doo nga, m’inge loo kule dè’m tutu taa kebe lé.
MAT.8.21	Njèkuwe-gir Jésu karé ke rang dann madennge’t deje’n ede nè:
MAT.8.21	– Kuwe-ɓee inye’m ade m’aw m’dubu bɔ’m ɓita.
MAT.8.22	Jésu tel ile njèkuwe-gir’n nè nga dè’t ede nè:
MAT.8.22	– Unn goo’m, inye njé ke weii ade ei kuwe dubi nan.
MAT.8.23	Jésu al kêm ngonn bato’t. Njékuwe-girnge ndolèi goo’n. 
MAT.8.24	An! nel bò unde loo tee se de pitring. Kɔr mann tal bungus-bungus aw kêm bato’t ade nain ndêin bè kade ndui se de mann. Nè Jésu à ɔdenan tò ɓi. 
MAT.8.25	Njékuwe-girnge agi ngɔr ke rann’t ndeli nin edi nè:
MAT.8.25	– Kuwe-ɓee i din jè, j’à j’wei!
MAT.8.26	Jésu deje de ede nè:
MAT.8.26	– Ké bain á i ɓeli bè wa? Sei nga kundekêm dè Nube’t le si tin lé!
MAT.8.26	E ɔse nang in ndáng nel se ba-bò. Ke loon’t nè kuwe ká loo tel pà sibik. 
MAT.8.27	Dooge nè nga ndil de tee an-in soin-soin ade deji nan edi nè:
MAT.8.27	– Ké n’ee nga n’ee doo ke bain á nelge se ba géa ooi tà tàyé’t bè wa?
MAT.8.28	Loo ke Jésu tee gide ba’t nú, kêm ɓeekon ke Gérasa ɓaa, dingemge joo ke ndilge ke majelé tooi kêm de’t undei loo dè ɓada teei tilei kum’n. Ei rai ngang ngain ade doo karé bè géa asekum koso se rebe nè nga lé. 
MAT.8.29	Dingemge nè nga tami se ndu de ke bòi beng edi nè:
MAT.8.29	– I Jésu nga ké usi ri ra jé’t wa? Ké i ree le ra kum jé ndoo ɓá ta wa?
MAT.8.30	Kos kɔsnyonge ndai kɔte de’t heb ɗêk à usei nyan. 
MAT.8.31	Ndilge ke majelé nè nga ndêti Jésu edi nè:
MAT.8.31	– Ke nè á ayé rɔ jè ɓaa, inye jè ade j’aw kêm kos kɔsnyonge’t nè.
MAT.8.32	Jésu ede de ede nè:
MAT.8.32	– Awi.
MAT.8.32	Ndilge ke majelé nè nga undei loo teei awi kêm kɔsnyonge’t. An! ke loon’t nè kuwe kos kɔsnyonge nè nga in-in dɔ dè kong ba’t, ɓungei nan bere mbak jɔréi dann ba-bò’t weii kabak. 
MAT.8.33	Njékul kos kɔsnyonge nè teti nan an-in awi kêm ɓee-bò’t. Ei ɔri ser nyange malang ke tee dè kɔsnyonge’t se dè dingemge joo ke kété ndilge ke majelé tooi kêm de’t kêrêr-kêrêr adi dooge ke rang ooi . 
MAT.8.34	An! dooge malang ke kêm ɓee-ɓò’t nè nga reei dik-dik tilei kum Jésu. Loo ke an-in nin ɓá ɓaa, è ndêti nin le kade inye kêm ɓeekon le de aw rang.
MAT.9.1	Jésu al kêm ngonn bato’t tel gang ba ree kêm ɓee-bò’t le’n ke kinge’n. 
MAT.9.2	An! d’unn dingem karé ke ra’n wei tonrin se tuwe dé ree se’n d’ile’n nang non Jésu’t. Loo ke è an kundekêm le dooge nè bè ɓaa, è ede dingem ke ra’n wei tonrin nga, ede nè:
MAT.9.2	– Basa, i nda kêmi káng, tede Nube ade kêm’n tin mbit dè kaiyage’t lei ɓá ta.
MAT.9.3	An! njékɔrgir gute-nduge ke nange murin tà kêm de’t edi nè:
MAT.9.3	– Doo nè nga nede Nube kerɔte kuwe.
MAT.9.4	Jésu ger tàgirge le de ke kêm de’t mbak. Gir’n ke nè á è deje’n de ede nè:
MAT.9.4	– Ké bain á i giri tàge ke majelé titeke bè dè ɓengre si’t wa? 
MAT.9.5	«Nube ade kêm’n tin mbit dè kaiyage’t lei»,éké «ɔse nang in dɔ i njiye.» Ké è ke ra á è tà ke loo tam’n on lé wa?
MAT.9.6	Jésu ede dingem ke ra’n wei tonrin nè nga ede nè:
MAT.9.6	– Ɔse nang in dɔ, unn tuwe-tooi, aw kei lei. M’ra titeke bè le kade i geri titeke man ke m’ee Ngonn doo nga m’aw se tɔgmong le kɔr’n kaiyage dè dooge’t dè nang nè.
MAT.9.7	Dingem nè nga ɔse nang in dɔ aw kêm kei le’n. 
MAT.9.8	Loo ke kosdoo-bulege an-in bè ɓaa, ɓel unde de ndàt gang dè ade ɗɔyi Nube ke njè kade dooge tɔgmong ke titeke bè nga.
MAT.9.9	Loo ke Jésu in loon’t nè à dese ɓaa, è an dingem karé ndi kêm kei taa tirge’t. Dingem nè nga ri’n nè Matthieu. Jésu ɓar’n ede’n ede nè:
MAT.9.9	– Unn rebe goom’t.
MAT.9.9	Ke loon’t nè kuwe, è ɔse nang in unn rebe go Jésu’t. 
MAT.9.10	Matthieu ɓar Jésu le kade aw se’n kêm kei le’n use se’n nyan. Njékuwe-gir-Jésuge awi se’n nan’t. Njétaa tirge bule se njé ke d’an de ke njé ra majelége géa ndii se de nan’t tà nyankuse’t nè nga tɔ. 
MAT.9.11	Loo ke Pharisienge an-in titeke bè ɓaa, ei deji njékuwe-gir-Jésuge edi nè:
MAT.9.11	– Ké bain á njè ndó sei nyan use nyan nan’t se njétaa tirge a, se dooge ke d’an de ke njé ra majelége nga wa?
MAT.9.12	Nè loo ke Jésu oo tà nè bè ɓaa, è tam ede nè:
MAT.9.12	– Njé ke ra de mong maj-maj nga awi ndoo njèkuge-kaje lé. Nè è njératurge á awi ndoo’n. 
MAT.9.13	Kêmkanm á m’ndige m m’aw ndoo nyankuje-mese lé. Awi, i giri tà dè tà’t nè nga an-in. Oiyo, man m’ree le ɓar njé ke an-in ra de ke njé ra nyan se dè najennge lé, nè le ɓar njé ke an-in ra de ke njé ra majelége.
MAT.9.14	Ndɔ karé bè pajage le Jean reei ra Jésu’t deji nin edi nè:
MAT.9.14	– Jè se Pharisienge j’ɔge kêm jé ɓo dɔ-dɔ, nè ké bain á njékuwe-girige ɓaa ɔgi kêm de ɓo lé wa?
MAT.9.15	Jésu tel deje de ede nè:
MAT.9.15	– Njètaa dinye kige nga, loo ke madennge ei se’n ɓai nga, ké asi ndii dann nyantosowur’t wa? Nè ndɔ ke d’a d’uwe njètaa dinye kige nè wont kɔr’n dann de’t ɓita d’a kɔge kêm de ɓo ɓai. 
MAT.9.16	Doo karé bè asekum gangtà kubu ke kige le kile’n kum è ke ndis lé. Tà kubu ke kige nga à uwe è ke ndis ɗonmin gang’n kade majelé dum ke kété. 
MAT.9.17	Doo à sur yibe nduu ke sɔl ke unn gir pà kêm sɔlge ke mari’t lé. Ke nè á bè lé ɓaa, sɔlge nè nga d’a til kade yibe nduu ule loo nang gangang-gangang a tɔ. Nè yibe nduu ke sɔl ke unn gir pà nga, maje sur’n kêm sɔlge’t ke kige’t. Titeke bè á dé joo mbak d’a ngonm’n nan maje.
MAT.9.18	Loo ke Jésu ndi à ede de tàge nè nga bè-bè ɓai ɓaa, ngar dè kei kebe nan ree ngɔr ke rann’t ɔse keje’n nang ede nè:
MAT.9.18	– Tà ngonn’m ke dinye tête nyonk ɗarinè ɓai, i ree ile ji dènn’t ɓaa, à tel ndikumgajer ɓai.
MAT.9.19	Jésu se njékuwe-girnge in-in kalang awi goon’t. 
MAT.9.20	An! dinye karé bè ke mese an-in rann’t ase ɓal dɔg-gidé-joo ngein jêke^-jêke^ go Jésu’t ree ɔde tà kubu le’n ke rann’t. 
MAT.9.21	Dinye nè nga tam kêmn’t ede nè:
MAT.9.21	– Ke nè á m’ɔde tà kubu ke rayé’t kuwe lêm ɓaa, ratur nè nga à ɔr dèm’t.
MAT.9.22	Loo ke Jésu tur goo’n an’n ɓaa, ede’n ede nè:
MAT.9.22	– Yaa, i nda kêmi káng tede kundekêm lei aji ɓá ta.
MAT.9.22	Ke loon’t nè kuwe ratur le dinye nè nga ɔr dènn’t.
MAT.9.23	Loo ke Jésu ree tee kêm kei le ngar dè kei kebe nan pan ɓaa, è an gos têbege se doobulege noin jik-jik. E ede de ede nè:
MAT.9.24	– Utei ra si kɔke, tede ngonn ke dinye nè nga wei lé ɓai, nè tò ɓi karè.
MAT.9.24	Nè dooge ngoin kum de dè Jésu’t.
MAT.9.25	Loo ke Jésu ade dé rɔ dooge nata ɓá ɓaa, è aw kei go ngonn ke dinye’t nè nga, lá ji’n uwe. Ke loon’t nè kuwe ngonn ke dinye nè ɔse nang karkat in dɔ. 
MAT.9.26	Sertà nè oso se loo mbit-mbit kêm ɓeekon’t nè nga.
MAT.9.27	Loo ke Jésu ɔte loon’t nè le kaw ɓaa, njékumtɔge joo tami tà se ndu ke bòi beng ndoléi goo’n edi nè:
MAT.9.27	– Ngonnkà ngar David, an kumtondoo le jé kɔkrɔ karè.
MAT.9.28	Loo ke Jésu aw tee kêm ɓéee ɓaa, njékumtɔge nè nga agi ngɔr ke rann’t. E deje de ede nè:
MAT.9.28	– Ké sei giri titeke m’a m’ase ra nyan ke sei deji man nga wa?
MAT.9.28	Dé tel d’ile’n dè’t d’ede nè:
MAT.9.28	– Oiyo Kuwe-ɓee, i asekum ra kuwe.
MAT.9.29	E á Jésu ule ji’n ɔde’n kum de ede nè:
MAT.9.29	– Maje kade Nube ra se si se go kundekêm le si.
MAT.9.30	Ke loon’t nè kuwe, kum de an loo njai-njai. Jésu ndeje ndej-ndej ede nè:
MAT.9.30	– Adi tà nè nga tee tà si’t ade doo karé bè oo lé.
MAT.9.31	Nè loo ke njékumtɔge ke joo nè undei loo teei ɓaa, mbɔr bè kuwe adi kɔbe Jésu oso se loo mbit-mbit kêm ɓeekon’t nè nga.
MAT.9.32	Loo ke a in-in le kawi ɓaa, dé ree se dingem karé ke ndil ke majelé ɔge’n tam tà ra Jésu’t. 
MAT.9.33	Loo ke Jésu rɔ ndil ke majelé kɔke kêm dingem’t nè ɓá ɓaa, ke loon’t nè kuwe dingem nè nga unn gir tam tà yàr-yàr. Ndil doobulege tee an-in soin-soin ade tami edi nè:
MAT.9.33	– Ndɔ karé doo an nyan ke titeke bè kêm ɓeekon ke Israel nga ndan lé ɓai.
MAT.9.34	Pharisienge tami edi nè:
MAT.9.34	– E takul ngar le ndilge ke majelé á è rɔ’n ndilge ke majelé nè nga kɔke.
MAT.9.35	Jésu aw se kêm ɓee-bòge se ngann ɓeege malang ndó dooge nyan kêm kei kebe nange’t le de. E ile mber Tà ke Maje ke ɔje dè Konɓee le Nube ade de a, è ɔr ratur ra njératurge’t se njé ke kêl ra de wei tonrin a tɔ. 
