GEN.1.1	Ese agafare Anumzamo monane mopane trohu'ne. 
GEN.8.1	Timo mopa refite'negeno Anumzamo, Noanku'ene mika zgagfanenku ventefi mani'nageno agesa nentahino, zaho atufegeno timo'a taneno urami'ne. 
GEN.8.2	Anumzamo mopa agusafinti hanati'nea tina renkani nereno, monafinti ko'ma e'nea kora azerigeno ruse'ne. 
GEN.8.3	150ti'a knamofo agu'afi timo'a akoheno taneno urami'ne. 
GEN.8.4	7ni ikamofona, 17 zupa ana ventemo'a eramino mago Ararati agonarega eme runtrako hu'ne. 
GEN.8.5	Runtrako huno me'negeno timo akoheno nermigeno 10ni ikamofo ese zupa mago agonamo osi'a hanaku hige'za ke'naze.
GEN.8.6	40ti'a zge manino Noa'a zahoka anagino, mago osa rumpa huntegeno vu'ne. 
GEN.8.7	Hareno vano huno hunoteteno timo'ma uramigeno mopamo ho'mu hutegeno umani'ne. 
GEN.8.8	Omegeno Noa'a mago nma maho huntegeno mopamo ho'mu hu'nesigu, 
GEN.8.9	hareno vano hiana manisniazana omneno tinke me'negeno ete e'ne. Egeno Noa'a aza antegame teno ventefi avre vazine. 
GEN.8.10+GEN.8.11	Avrentegeno 7ni'agna manite'no Noa'a ete huntegeno hareno vu'ne. Olivi zafa asina atasino agipi haninkofino ana kinagage ehanati'ne. Ehanatigeno Noa keteno hago timo'a taneno uramie huno agesa antahi'ne. 
GEN.8.12	Mago'ene 7ni'agna maniteno mago'ene ana maho huntegeno hareno vuteno ete ome'ne. 
GEN.8.13	Noa'ma 601ni'a kfuma nehigeno'a, 1ni ikamofona ese knarera, mika ama mopafina timo'a ho'mu higeno, Noa'a ana ventemofona amumpafinti anasgeno keana, mopamo'a ho'mu huvgare'negeno ke'ne. 
GEN.8.14	Anante 2ikamofona 27ni zupa mopamo'a ho'mu huvaregeno Noa ke'ne.
GEN.8.15	Anumzamo'a Noana amanage huno asmi'ne, 
GEN.8.16+GEN.8.17	kagrane nagaka'anena ventefintira atreta fegi'a atirmiho. Ventefima mani'naza zgagfane, nmane, mika mopafi vano nehaza zgarmine, zamare atrege'za mopafi vu'za eza nehu'za kse hakare hu'za maniho. 
GEN.8.18	Anage hige'za Noaki, nenaroki, mofavre naga'ane, anoferhe'zane atiraminaze. 
GEN.8.19	Hagi ana zgagfane, ne'onse zgarmine, nma zgane mika vono nehaza zgarmina, zamagrare zamagrare erizogi'za ventefinti atirmi'naze.
GEN.8.20	Anantera, Noa'a Ra Anumzamofonte kre sramna vu ita trohuteno, mago'a avusese zgagfafinti ene avusese nmafinti enena aheno mika kre sramna vu'ne. 
GEN.8.21	Kre sramna vu'nea mna'agu Ra Anumzamo muse nehuno amanage Agra hu'ne, vahe'mo'za kumi hanaza zankura mago'anena ama mopa eri haviza osugahue. Hakare'mo'za nehzanteti mani'za menima e'naza knarera havi antahi'zampi mani'naze. Hakare zgarmima zamasimu nentaza zgarmina menima huaza hu'na zamahe refi otegahue.
GEN.8.22	Ama ana mopa me'nenkeno maka'za me'nena
GEN.8.22	hoza negri'za, kafigahaze.
GEN.8.22	Zasi ko netinkeno amuhoa hugahie.
GEN.8.22	Ko' aru knane zgere knane,
GEN.8.22	zgene hanine,
GEN.8.22	hanigeno maka'zana vga oregahie.
GEN.9.1	Anumzamo Noane mofavre naga'ane asomu huzmanteno amanage huno zamasmi'ne, Mofavre kse zamantenke'za ama mopa ruviteho. 
GEN.9.2	Zafafi zga, timpi zga, nma, kazakaza nehu'za vano nehza zga mika kva hihogu tmi'noankiza tamagoro nehnageta kva hugahaze. 
GEN.9.3	Ana zgagfa nesnagu meni neramue. Kotera hagu' kamosa tmi'noana menina maka'zana nesnagu neramue. 
GEN.9.4	Hianagi korama me'nea ame'a onegahaze na'ankure, korampina e'i asimu'a me'ne. 
GEN.9.5	Tmage hu'noe mago ne'mo o, mago'a zgagfamoma tamagri korama eri fegima tesigena, Nagranena agri korana eri fegi atregahue. Mago'mo nefu ahe frisnigena, Ngaranena, agrira ahe frigahue.
GEN.9.6	Aza'o mago ne'ma ahe frisiana, ana nera ahe frigahaze. Na'ankure Anumzamo'a vahera Agra gna trohu zamante'ne.
GEN.9.7	Kagrane, kagehe'zane, vahe kse hakare huta miko'a mopafina mani viteho.
GEN.9.8	Rune Anumzamo Noanku'ene, mofavre naga'aguene amanage huno zamasmi'ne, 
GEN.9.9	Menina antahio, kagrane, nagaka'ane kagehe'zane hagerfita mani'sunegu huvempage nehue. 
GEN.9.10	Ana nehu'na zgagfa ventefinti atiramiza mani'naza nmafi, kumate zgafi, trampi zgafi, mika hagerfita manigahune. 
GEN.9.11	Nagra huvempa ke'ni'a huama nehue, arunena ko' tina atresugeno zamasimu ante'za mani'naza zgarmine, mopane, tina hageno zamahe fanane osugahie. 
GEN.9.12	Anumzamo hu'ne, Nagra amama nehuana huvempa ke nehue, Nagrane, tamagra ene hakare zamasimu eneriza zgarmima tamagrane mani'nazane, henkama fore'ma hnaza vahe'ene amu'nontifi huvempa ke nehuankina, 
GEN.9.13	avame'za monare furagena ante'nanena negeta antahi vava hugahaze. 
GEN.9.14	Hampona huntesugeno mopa reganeginkeno, hagi furagenamo monare fore hugahie. 
GEN.9.15	Nagra huvempa ke'niagu ngesa nentahina kagri'ene mopafi hakare zgagfa'nena mago'enena tinura tmahe fnane osugahue. 
GEN.9.16	Nagra monare'ma furage'na kesu'na huvempa kema zgagfagu'ma hunteno'a kegu nagesa antahigahue. 
GEN.9.17	Mopafi vea'ene zgagfane hagerfinogu avame'a e'inahuza fore hugahie, huno furagenaku Anumzamo Noana asmi'ne.
GEN.9.18	Noa mofavre nagama ventefinti atirminazamokizmi zamagi'a Semi'e, Hamu'e Jafeti'e. Hagi Hamu'a Kenani, nefa'e. 
GEN.9.19	Noana tagufa mofavre nagapinti mopafima mani'nona vahera, forehu hakare hu'none.
GEN.9.20	Noa'a hoza ne manineno krepi hoza ante'ne. 
GEN.9.21	Mago'zupa waeni tima'a neteno negi neno kena omsi avufga avapa seli noma'afi mse'ne. 
GEN.9.22	Kenani nefa Hamu'a ome keana Noa'a avufa avapa mse'negeno keteno atiramino nempu'amokizni ome znasmi'ne. 
GEN.9.23	Ome znasmigene, Semike, Jafetikea tavrave eri'ne znafunte antetene znamigati ana seli nompi vu'ne, neznafa'na ome rufitentena'e. Znavugosa arugziga huntene neznafa avufga onkena'e.
GEN.9.24	Hagi Noa'ma negineno mse'nefinti henka ruhri huno negeno Hamu'ma hunte'neazana keno antahino huteno, 
GEN.9.25	Noa'a amanage hu'ne, Kenia sifnafi nemanino, afuhemokizmi zamagafinka evu ramino amane eri'za vahe'zmi mani'gahie. 
GEN.9.26	Hanki Noa'a hu'ne, Semi Anumzamofo ra agi nemita agi'a eri'sga hanune. Kenaniga, Semi kato vahe mani'gahane. 
GEN.9.27	Anumzamo, Jafetina, mopa'a erira huntenkeno Semi'ene tragotene mani'ne snakeno Kenani'a, Jafeti eri'za vahe manigahie.
GEN.9.28	Timo tanetegeno Noa'a mago'ane 350ti'a zgegfu mani'ne. 
GEN.9.29	Hagi ana mika zgegfu'a 950ti'a zgegfu Noa'a maniteno fri'ne.
GEN.10.1	Rantima hageno mika'za ahe refitetegeno'a, Noana tgufa mofavre nagapinti maka'a vahera fore hu'naze. Ana kogna naga zamagi'a Semi'ma, Hamu'ma, Jafeti'e.
GEN.10.2	Hanki Jafeti mofavre naga zamagi'a ama'ne, Goma'e, Magogi'e, Madai'e, Javani'e, Tubali'e, Meseki'e, Tirasi'e. 
GEN.10.3	Hanki, Goma, amohe'i zamagi'a Asikenazi'e, Rifati'e, Togama'e. 
GEN.10.4	Hanki, Javani mofavre naga zamagi'a Elisa'e, Tarsisi'e, Kitimi'e, Dodanimi'e. 
GEN.10.5	Ana nagapintira refko hu'za hagerinkena mopa agerute agerute kognare famote ranra kuma erifore hu'za kva hutere hu'za mani'naze.
GEN.10.6	Hanki Hamu naga mani'naza mopa agi'a Kusi'e (Etopia), Mizrami (Isipi), Puti'e (Libya), Kenani (Palestine). 
GEN.10.7	Hanki Kusi mofavre naga zamagi'a, Seba'e, Havila'e, Sabta'e, Rama'e, Sabiteka'e. Hanki Rama'a tare ne'mofavre znante'ne, znagi'a Sebake Dedanike. 
GEN.10.8	Kusi'a, Nimiroti nefa'e. Nimiroti'a agra harfa nere. 
GEN.10.9	Anumza'mofo avurera knare harfa vahe fore huno mani'nea nere. E'ina'ma hu'negu menina vahe'mo'za rumofo husga huntenakura, Nimroti kna vahe mani'ne nehaze. 
GEN.10.10	Nimroti kva hu'nea moparera tgufa ra kumara me'ne, zamagi'a, Babelie, Erekie, Akatie, Kalne, e'i ana kumatmina Sainar (Babiloni) mopafi me'ne. 
GEN.10.11	Nimroti'a Babiloni rankumara atreno, Asiria kaziga vuno rankumazga ome azeri otino ki'ne. Ana kuma zamagi'a Ninive, Rehobotir, Kala, Resenie. 
GEN.10.12	Hanki Reseni rankumara Ninive'ne, Kala kumamofo amu'nompi me'ne. 
GEN.10.13+GEN.10.14	Mizrami'e (Isipi), Ludim (zge hanati kaziga Afrika me'ne), Anamaits (Afrika magokziga) vahe'mokizmine, Lehabimi'e (Lybians) vahe'ma, Naftuhim (Nile Delta, tihane agupofine) vahe'ma, Patrusim (Isipi) vahe'ma, Kaslu (Isipine Keneni amunompi mani'naze), Kefraits (Kriti ti amunompi nemnize). 
GEN.10.15	Kenanina agonesa mofavrea Saidoni'e, hanki Heti'a Kenani negeho'e. 
GEN.10.16	Jebusi (Jerusalem), Amorie, Girgase, 
GEN.10.17	Hiva, Arkise, Sinie, 
GEN.10.18	Arvada, Zemara, ne Hamat, vahe'mokizmi nezmageho'e. Hanki henka'a Kenani, agehe'za mago mago hu'za ru mopare ru mopare mani'naze. 
GEN.10.19	Hanki, Kenani vahe mopamo'a, Saidoni kumateti eri agafa huno Gerari vuno Gaza uhanatiteno, ananteti vuno Sodom Gomora kaziga uhnatino Admati, Zeboim kaziga vuno Lasa uhnati'ne. 
GEN.10.20	Hamu agehe'za nagate nofite hu'za mani'neza ruzmegeru ruzmegeru neruza rankuma trohu'za kva hutere hu'za mani'naze.
GEN.10.21	Semina mago'a ne'mofavre'a fore humi'ne. Jafetina nempu amo'e. Semi'a, Eberi naga zamageho mani'ne. 
GEN.10.22	Semi mofavre naga zamagi'a, Elamu'e, Asari'e, Arpaksadi'e Ludiki Aramu'e. 
GEN.10.23	Aramu mofavre naga zamagi'a Uzi'e, Huli'e, Getari'e, Masi'e. 
GEN.10.24	Arpaksadi agra Sela nefa'e, Sela'a Eberi nefa'e. 
GEN.10.25	Eberi'a tare ne' mofavre znante'ne. Mago'mofo agi'a Peleki'e, Peleki'e, hu'nea kemofo agafa'a amanahure, mopa refko hu'za nagate nofite hu'ne. Hanki nefu agi'a Joktani'e. 
GEN.10.26	Joktani'ma zamante'nea naga zamagi'a, Almodati'e, Selepi'e, Hazarmaveti'e, Jera'e, 
GEN.10.27	Hadoramuki, Uzaliki, Dikla'e, 
GEN.10.28	Obali'e, Abimeleki, Seba'e, 
GEN.10.29	Ofiriki, Havilaki, Jobabi'e zamagra Joktani mofavre nagare. 
GEN.10.30	E'i ana naga'ma kuma trohuza mani'naza mopamo'a Mesati agafa huno Sefari zge hnatitega agonare uhanatine.
GEN.10.31	Amana vahera Semipinti fore hu'naza vahere. Semi agehe'za nagate nofite mago mago hu'za manitere hu'neza zamagerute zamagerute hu'za mopa zamire mani'neza, rankuma trohu'za kva hu'za manitere hu'naze. 
GEN.10.32	Tima hagetegeno ana amefi'a Noa ahi'moza mofavre naga'afinti forehu anante anante nehu'za ranra kuma anteza mopafi hakare kaziga manime vu'naze.
GEN.11.1	Ana knafi mopafi mani'naza vahe'mo'za magoke zamageru ru'za magoke kege hu'naze. 
GEN.11.2	Vahe'mo'za hage'za zge hanatitega nevu'za mago agupo mopa Sainar (Babiloni) ome kete'za, anante kuma ome ante'za mani'naze. 
GEN.11.3	Mani'ne'za ke hugantugma hute'za enketa havemofo nona'a mopa kateta briki tro huta tevefi kre hanveneti'za, simenimofo nona'a fuki (kolta) eri'naze. 
GEN.11.4	Anante amanage hu'naze, enketa tagrati rankuma trohuta zaza no kita monafi mrerisnunkeno, ana nomo'a ra tagi neramino arurega vuta eta hu'zanku tazeri atru hino. 
GEN.11.5	Ra Anumzamo rankuma ene, zaza none, vahe'mo'za ki'naza nonku'ma kenaku erami'ne. 
GEN.11.6	Ra Anumzamo eramino amanage hu'ne, zamagra magoke naga mani'ne'za magoke zamageru neraze. Amazana eri agafa hazankiza, mago'zama hunakuma hnazazana, amne tro hugahaze. 
GEN.11.7	E'i zanku tagra uramita ke'zmi eri svari hamnenke'za, zamagra zamageru ruzanku havia hanaze. 
GEN.11.8	Anage nehuno Ra Anumzamo zamazeri fragu vazige'za kumazimi tro huvga ore'za atre'za hakare'a mopare vu'za e'za hu'za umani'naze. 
GEN.11.9	Ana hu'nea agafare Babelie hu'za hu'naze. Na'ankure Ra Anumzamo ama mopafi zamageru zamazeri havia huteno, hakare moparega Ra Anumzamo zamazeri atrege'za vu'za e'za hu'naze.
GEN.11.10	Semi mofavre naga zamagi'a, tima hageteno tare kfu agteregeno Semi 100ti'a zgegfu huteno Arpaksadi na nefa'za hu'ne. 
GEN.11.11	Arpaksadi nfa'aza huteno Semi'a 500ti'a zgegfu nehuno ne'mofara mago'ane zamante'ne. (Semi'a 600ti'a zgegfu maniteno fri'ne). 
GEN.11.12	Arpaksadi'a 35fu'a zgegfu huteno Selana nefa'za hu'ne. 
GEN.11.13	Arpaksadi'a Sela nefa'zama huteno'a 403'a zgegfu manineno mago'ane ne'mofara zamante'ne. (Arpaksadi'a 438ti'a zgegfu maniteno fri'ne). 
GEN.11.14	Sela'a 30ti'a zgegfu maniteno Eberina nefa'za hu'ne. 
GEN.11.15	Sela'a Eberi nefa'za huteno 403'a zgegfu maniteno mago'ane ne'mofara zamante'ne, (Sela'a 433'a zgegfu maniteno fri'ne). 
GEN.11.16	Eberi'a 34'a zgegfu maniteno, Pelekina nefa'za hu'ne. 
GEN.11.17	Eberi'a Peleki nefaza huteno, 430'a zgegfu maniteno mago'ane ne'mofara zamante'ne, (Eberi'a 464'a zgegfu maniteno fri'ne). 
GEN.11.18	Peleki'a 30'a zgegfu maniteno Reuna nefa'za hu'ne. 
GEN.11.19	Peleki'ma Reu nefa'za huteno 209ni'a zgegfu manino mago'ane ne'mofara zamante'ne. (Peleki'a 239ni'a zgegfu maniteno fri'ne). 
GEN.11.20	Reu'a 32'a zgegfu maniteno Seragina nefa'za hu'ne. 
GEN.11.21	Seragima, Reu'a nefa'za huteno 207ni'a zgegfu manineno mago'ane ne'mofara zamante'ne. (Reu'a 239ni'a zgegfu maniteno fri'ne). 
GEN.11.22	Seragi'a 30'a zgegfu maniteno Nahona nefa'za hu'ne. 
GEN.11.23	Seragi'a Naho nefa'za huteno 200ti'a zgegfu manineno mago'ane ne'mofara zamante'ne. Seragi'a 230'a zgegfu maniteno fri'ne. 
GEN.11.24	Naho'a 29ni'a zgegfu maniteno Terana nefa'za hu'ne. 
GEN.11.25	Naho'a, Terana nefa'za huteno 119ni'a zgegfu maniteno mago'ane ne'mofara zamante'ne, (Naho'a 148ti'a zgegfu maniteno fri'ne). 
GEN.11.26	Tera'ma 70ti'a zgegfu nehuno'a Abrama, Nahone, Harani kizmi nezmafa'za hu'ne.
GEN.11.27	Tera nagara amana hu'ne. Tera'a Abrama, Nahoma, Harani kizmi nezmafa'e. Hagi Harani'a Loti nefa'e. 
GEN.11.28	Tera'a ofri mani'negeno, Harani'a ksente'naza kumate Ur kaziga Kaldi'a mopare frine. 
GEN.11.29	Abramu ene Nahokea a' eri'na'e. Hagi Abramu a'mofo agi'a Sarai'e. Naho a'mofo agi'a Milka'e, agra Harani mofare. Milkane Iska kizni neznafa'e. 
GEN.11.30	Hianagi Sarai'a mofavre onte narvo a' mani'ne.
GEN.11.31	Tera'a mofavre naga'a Abramu'ma, Harani mofavre Loti negehonki, nenofero Sarai Abramu nenaronki huno nezmareno Kaldi'a kazigati Ur kumara atre'za Kenani vu'naze. Haran kumate'ma unehnatiza anante umani'naze. 
GEN.11.32	Tera'a 205fu'a zgegfu huteno Harani mopare fri'ne.
GEN.12.1	Ra Anumzamo Abramu asmi'ne, Mopakane, vaheka'ane negfa vahe'enena atrenka Nagra kaveri hanua mopare umanio.
GEN.12.2	Nagra kagripinti vahera kazeri ra hanugenka ra kuma tro hugahane. Nagra asomu hunegantena, kagi'a eri ra neha'nena, kagriteti hakare vahe'mo'za asomu erigahaze.
GEN.12.3	Kagri'ma asomu hugantesimofona Nagra asomu huntegahue. Hianagi aza'o kagrima kazeri haviza hnimofona, Nagra azeri haviza hugahue. Maka mopafi naga'mo'za kagriteti asomu erigahaze.
GEN.12.4	Anumzamo ke asmiaza huno Abramu'a Harani kuma atreno nevigeno Loti'a agrane vu'ne. Abramu'a 75fu'a zgegfu nehuno Haranitira otino vu'ne. 
GEN.12.5	Abramu'a nenaro Saraima, ngana'amofo mofavre agi'a Loti'ma, eri'za vahe'ane, nezmavreno mafka afufenoma'ane enerino Harani atre'za Kenani mopare vu'za, Kenani uhanati'naze. 
GEN.12.6	Hanki Abramu'a Kenani mopa amu'nompi rugitgino eva eva huno Sekemu ra oak zafa me'nere More kumate ehnati'ne. Hanki ana knafina Kenani vahe'mo'za anampina mani'nageno, ehanati'ne.
GEN.12.7	Ra Anumzamo Abramunte eno amanage huno asmi'ne, ama maka mopa nagaka'a zamigahue, higeno Abramu'a Ra Anumzante kre sramna vunaku ita tro hu'ne. 
GEN.12.8	Ananteti atreno agonarega vuno Betel kumara agtereno, Ai zge hanati kaziga megeno Betel kuma zge fre kaziga menegeno amu'nompi seri no ome gi'ne. Hanko no kiteno Ra Anumzanku nentahino have ita tro huno Ra Anumzante agihanta vzino mono hunte'ne. 
GEN.12.9	Hagi Abramu'a mago'ene manitere hume vuno vuno Negevi uhanati'ne.
GEN.12.10	Ana knafina kave omnegeno agate'za fore higeno Abramu'a Isipi moparega vu'ne, na'ankure tusi'a agate kna fore higeno'e. 
GEN.12.11	Isipima vu kofta nehuno nenaro Sarainku amanage huno asmi'ne. Kagema antoana kagra knare soe a' mani'nanankiza, 
GEN.12.12	Isipi vahe'mo'za kagesu'za Agri nenaro'e hu'za nahe fri'za kagrira a' kavre antegahaze. 
GEN.12.13	E'ina hu'negu, nensaro mani'ne hunka huge'za onahe'za natre'sage'na mani'neno.
GEN.12.14	Abramu anage huno nehuno Isipi uhanatige'za, Isipi vahe'mo'za Saraina knare a' ke'naze. 
GEN.12.15	Fero eri'za vahe'mo'za Saraina kete'za husga hunte'za Fero asmi'naze, nehu'za ana ara avre'za Fero nompi ome ante'naze. 
GEN.12.16	Fero'a knare huno Abramu kegva hunte'ne, Saraima muse huntea kazigati, nehuno Abramuna sipisipima, bulimakaoma, donkima, eri'za vahera vene a'ene, a' donkine kemorine huno ami'ne.
GEN.12.17	Ana hianagi Ra Anumzamo tusi'a krizga atregeno Feronte ene, noma'afima nemniza vahete'ene e'ne, na'ankure Abramu nenaro Sarainteku e'inahura huzmante'ne. 
GEN.12.18	Fero'a ke higeno Abramu'a egeno asmi'ne, na'a ama 'zana hunante'nane? Nahigenka Sarai a'ni'a mani'ne hunka onasmi'nane? 
GEN.12.19	Nahigenka nensaro'e hankena ara avre'noe? Ama'ne negnaro'a! Ko avrenka vuo. 
GEN.12.20	Fero'a hanve'ane ke vahe'a huzmanteno, Abramuna kegva hu'nenkeno nenaro'ene mika afu fenoznia enerine ama mopa atrene vi'o.
GEN.13.1	Isipi mopareti Abramu'a hakare afufenoma'a enerino nenarone, Lotine neznavreno Negev zge hnati kaziga mago asoparega noti kaziga vu'ne. 
GEN.13.2	Menina Abramu'a afu'zgama, kolima, silvama huno tusi'a feno ne' hampre'ne. 
GEN.13.3	Hagi msetere hume nevuno, Negev mopare vuno ko'ma mani'neno hu'nere uhnati'ne. Mago kaziga Beteli kuma me'negeno, mago kaziga Ai kuma amu'nompi uhnati'ne. 
GEN.13.4	Abramu'a ko'ma have itama tro hunte'nere anante uhnatino, Ra Anumzamofo mono hunte'ne.
GEN.13.5	Abramu'ene vu'nea nera, Lotina afu'zga'ane, noma'ane me'nea nere. 
GEN.13.6	Hianagi ana mopamo'a knarera huoznantene magopima maniana, maka afuzga zniamo'a titipa huno kave nezamo'a upa higeno magote manigara osu'na'e. 
GEN.13.7	Ana nehigeno Abramune, Loti'gizni afu kva vahe'mo'za fravzi'naze. Ana knafina Kenani vahe'ene, Perisi vahe'mo'za ana moparera mani titipa hu'naze. 
GEN.13.8	Abramu, amanage huno Lotina asmi'ne, tagra mago kora mani'noku fra ovazisnue, burimaka afu'tiare kva nehza vahe'mo'zanena fra ovazi hnazanki, 
GEN.13.9	rama'a mopa me'neanki kagra kavesite vanuema hnana kaziga vuo, kagrama hoga kaziga vugahue hnanke'na, nagra tamaga kaziga vugahue. Hanki kagrama tamaga kaziga vugahue hnankena, nagra hoga kaziga vugahue. 
GEN.13.10	Loti'ma kesga huno kegantugma huno keana, Jordani kokamo'a hakare kaziga masvenke huno Ra Anumzamofo hoza (Edeni) gna nehuno Isipi mopagna hu'negeno ke'ne, ananteti vuno Zoarima uhnati'neane Sodomu'ne, Gomorane'ma Ra Anumzamo ahe fnanema osu'nea knafine. 
GEN.13.11	Anante Loti'a mika Jordani agupoma hunehamprino'a zge hnatitega vu'ne, ananteti naga'ane otre atre hu'na'e. 
GEN.13.12	Abramu'a Kenani mopare manigeno, Loti'a ranku'ma zga me'nefi Jodani agupofi Sodomu tva'onte seri noma'a omegino mani'ne. 
GEN.13.13	Sodomu vahe'mo'za havi avu'ava ene kumi huhakare nehu'za, Ra Anumzamofo ha' rente'naze.
GEN.13.14	Loti'ma, Abramu atreno vutegeno, Ra Anumzamo Abramunku amanage huno asmi'ne, Kesga hunka zge hnatitegane, zge fretegane keganti kegma hunka ko, 
GEN.13.15	mika kagri'ene, kagehe'ine tmi vaneroe. 
GEN.13.16	Nagra kagehe'ina zamazeri hakare ha'nena ama mopafi ksepankna kugusopa hanige'za, hamprisnimo'a, kagehe'ina ana zanke huno hamprigahie. 
GEN.13.17	Hagi otinka vunka enka hunka kamisua mopa agema'a go. 
GEN.13.18	Higeno, Abramu otino seri noma'a tagna vzino erino vuno Mamre'a oak'zafa tvaonte Hebroni kumate, Ra Anumzante ita tro hu'ne.
GEN.14.1	Mago kaziga mani'naza kva vahe'mokizmi zamagi'a, Amrafeli'a Babiloni kumateti nere. Arioki'a Elasa kumateti nere. Kedolaoma'a Elami kumateti nere. Tidali'a Goimi kumateti' nere. 
GEN.14.2	Hagi vu'za ha' ome huzmante'nazana Bera'a Sodomu kumate kini nere. Birsa'a Gomora kumate kini nere. Sinabu'a Adma kumate kini nere. Semeba'a Zeboimi kumate kini nere. Hagi Bela, kumakura Zoarie nehza kumateti kinie. 
GEN.14.3	Ana knafi e'i ana kumatera kini vahe'mo'za magopi hagerfi'za Sidimi krahopi mani'naze. Ana kazigagura menia Kragefe Hgerine (Dead Sea), hu'za nehaze. 
GEN.14.4	E'i ana veamo'za 12fu'a zgegfufina Kedolaoma kvafi mani'naze. Hagi 13tinima hiankfufina zamasi vazige'za ke'a antahi omi'naze. 
GEN.14.5	14tinima hiankfufina Kedolaoma ene hagerfiza mani'naza kini vahe'mo'za e'za zamahe anati'naze. Refaim e'i Astero-karnaimi kumate vahe'ene, Zuzim e'i Hami kumate vahe'ene, Emim e'i Save-Kiriataim kumate vahe'ene, 
GEN.14.6	Horaeti vahera zamaririge'za Idomu (Seir agona) mopa zamirega vu'za El-parani zamarotgo hu'za hgage hu'nea ka'ma mopa me'nea tvaonte vu'naze. 
GEN.14.7	Ete rukrahe hu'za ne-e'za, En-mispat (menina Kadesi'e nehune) Amalekaet vahe mopa zamahe'za nehnare'za, Hazazon-tamari nemniza, Amori vahe'ene zamahe. 
GEN.14.8	Anantera Sodomu kinigi, Gomora kinigi, Adma kinigi, anati'naze. Zeboim kinigi, Bela kinine, Belagura menina Zoari huza nehzankino, ana fu'a 5fu'a kini vahe'mo'za eri mago hute'za Sidim agupofi hara hunaku tro hu'naze (Dead Sea). 
GEN.14.9	Sidim agupofima ha'ma hzana, Kedolaoma'a Elami kini neki, Tidali'a Goimi kini neki, Amrafeli'a Sainari kinigi, Arioku'a Elasari kinigi, huza ana 4'a kini vahe'mo'za 5fu'a kini vahe'ene kragefe hagerimofo agupofina hara hu'naze. (Ded Si).
GEN.14.10	Ana agupofi hakare'a keri me'negeno Sodomu kini ne-ene Gomora kini ne'ene ha' vahe'znine koro fre'ne ne'ene kolta kerirami me'nefi tmizageno, mago'a amne mani'nazamo'za fre'za agonarega vu'naze. 
GEN.14.11	Ha'ma agaterea 4'a kinine ha' vahe'zmimo'za Sodomu kumateti'ene Gomora kumateti'ene mafka'za zimine hozafinti mika ne'za zimine eri'za vu'naze. 
GEN.14.12	Eri'za nevu'za Abramu negna mofavre Lotina Sodomu kumate mani'nege'za nege'za azeri'za afufenoma'ane vu'naze. 
GEN.14.13	Mago ne'mo zamatreno koro freno nevuno, Abramu Hibru ne' ome asmi'ne. Abramu'a Mamre Amorari ne'mofo oaki zafa agafare umani'ne. Mamre'a Eskoline, Anel kizni'a neznafu kino Abramu ene tragote'naze. 
GEN.14.14	Lotima ha' vahe'mo'za avre'za vu'naza naneke Abramu'a nentahino, noma'afima kse zamantege'zama ha'zama rempi huzamige'za antahi'naza vahetmina 318ni'a nezmavreno zamarotgo hu'za vuva vuva hu'za Dani uhanati'naze. 
GEN.14.15	Abramu'a eri'za vahe'a kenage zamazeri atru huno refko huzmantege'za nevu'za, ha' vahera zamagatere'za zamarotgo hzage'za Hoba e'i Damaskas kumamofo noti kaziga uhnati'naze. 
GEN.14.16	Abramu'a maka fenone, negna mofavre Lotine, maka'zama ane, a'nene vahe ene ha'pinti eri'za vu'naza zana mika eri'za ete e'naze.
GEN.14.17	Anantera Abramu'a Kedolaoma ene mani'naza kini vahe ha' huzmagatereteno ete e'ne. Hanki Sodomu kini ne'mo'a Save agupofi eme agenaku ene, ana agupogura kini vahe'mokizmi agupoe nehaze. 
GEN.14.18	Melkizedeki'a Salemi kinigino, bretine, wainine erino eme ami'ne, agra Mrerisa Anumzamofo pris nere. 
