MAT.1.1	Man buk me kwari a Yecu Kricito, akwar Daudi, akwar Iburaim. 
MAT.8.29	Gin te redo ni, “Yin Wot Obaŋa, kara ilaro ŋo kedwa? Ibino me wunowa a kare mom ru oromo?” 
MAT.8.30	Onwoŋo lwak puno ecipan tye a cem kan a bobor kedgi. 
MAT.8.31	Cen areco te bako doggi baŋe ni, “Ka iryemowa, cwawa i lwak puno.” 
MAT.8.32	En te kobbigi ni, “Wot wunu.” Gin te ya pikere iyi punni; lwak puno luŋ obelle i nwec i kor kidi, ote poto i nam, ote mwonyere oko i pii. 
MAT.8.33	Okwat te riŋo oko, otuno i boma, ote tito pi gin ducu ame otimere, anaka kede kop i kom jo a yam gin wegi cen areco. 
MAT.8.34	Omio jo ducu oya i boma-nono, ociro me rwatte kede Yecu; ka onene, ote bako doggi ni myero ya oko i lobogi.
MAT.9.1	En odonyo i yee, oŋolo loka ca, obino i paco turgi 
MAT.9.2	Ote kelo baŋe dano ame two too me akwea kom, kun opyelo i wi tanda. Yecu ka oneno iyeegi, te kop kede atwo ni, “Di cunyi, awobi; balli doŋ oweko oko.” 
MAT.9.3	Nen, jo mogo ame gin opwony-cik, te kop i yigi ni, “Dano man oyeto Obaŋa.” 
MAT.9.4	Yecu daŋ te ŋeyo tamgi oko, te penyogi ni, “Piŋo itamo wunu tam arac i cunywu? 
MAT.9.5	Kara ayottere mene, ka akobo ni, ‘Balli doŋ oweko oko,’ onyo ni, ‘Ya, iwoti?’ 
MAT.9.6	Ento man me miyowu ŋeyo ni, Wot a dano tye kede twer i lobo me weko bal”, te doŋ kobbi atwo ni, “Ya, itiŋ itandani, iwot giri paco.” 
MAT.9.7	En te ya dok paco. 
MAT.9.8	Ka lwak oneno, lworo omakogi, opako Obaŋa ame omio twer a rom mano baŋ jo.
MAT.9.9	Ame Yecu doŋ oya oko i kuno, oneno lo moro a nyiŋe Matayo obedo piny i ka rayo ocoro; okobbe ni, “Luba.” En oya, olube.
MAT.9.11	Oparicayo tekki neno man, ote penyo jo mere a lube ni, “Kara piŋo apwonywu cemo karacel kede oraoco-ro anaka obalo-gu?” 
MAT.9.12	Ka Yecu owinyo, te kobo ni, “Jo a komgi yot mom mito dakatal, kono ka jo a komgi lit. 
MAT.9.13	Wot ipwonyere wunu te kop me, ‘Amito kica, mom gin oŋolo.’ An mom abino me cwano jo a kitegi atira, ento obalo.”
MAT.9.14	I kare ca jo a lubo Lakana obino baŋ Yecu, te penye ni, “Kara piŋo wan kede Oparicayo okanyo kec, aco jo a lubi mom kanyo kec?” 
MAT.9.15	Yecu te gamo doggi ni, “Owote a ŋat a nyom kumo a kun en anyom tye baŋgi? Kare bino tuno ame obino kwanyo anyom oko i baŋgi, eka gin te kanyo kec. 
MAT.9.16	Mom tye dano moro ame dapo dul boŋo anyen, ame pe ru olwoko, i kom en ame doŋ oti, pien dul boŋo ame odapo kede-ni lunyo telo boŋe-nu, waŋe te yec medde ameda. 
MAT.9.17	Dok mom opiko koŋo anyen i ocoe acon; ocoe yec oko, koŋo te ony, ocoe te balle oko; ento jo piko koŋo anyen i ocoe anyen, en a mio gin aryo ducu ote bedo aber.”
MAT.9.18	Ame Yecu tye ka kobo kop man baŋgi, adwoŋoro te tuno baŋe, te ryebere i nyime kwaye ni, “Nyara pwod oto atoa amanni; ento biye iket ciŋi i kome, cite kwo mere bino dwogo.” 
MAT.9.19	Yecu te ya lube, kede jo a lube. 
MAT.9.20	Dako moro a nwaŋ otwo too me kwer remo mwakki apar wie aryo, te bino i tuŋ ŋee, te gudo ayayak me boŋo mere; 
MAT.9.21	pien en otamo kene i yie ni, “Ka agudo ayayak me boŋo mere keken, abino caŋ gire.” 
MAT.9.22	Yecu olokere, te nene, te kobo ni, “Di cunyi, nyara, iyee meri ocaŋi oko,” Cite dano-nu te caŋ oko cakere i caa-nono. 
MAT.9.23	Yecu odonyo i ot adwoŋ-ŋu, te neno jo a kuto nyamulere kede lwak ame awo, te kobo ni, 
MAT.9.24	“Dony wunu oko; pien nya-ni mom oto ento onino anina.” Gin onyere meicel. 
MAT.9.25	A doŋ oryemo lwak, odonyo oko, en te mako ciŋ nyan-nu, te ya oko. 
MAT.9.26	Kop man rwoŋe te winyere i lobonaca luŋ.
MAT.9.27	Ame Yecu doŋ oya i kuno, jo aryo ame otowaŋ te lube, kun oredo ni, “Timwa ber, Akwar Daudi.” 
MAT.9.28	Ka en doŋ odonyo i ot, otowaŋ-ŋu te bino baŋe, Yecu te penyogi ni, “Wun iye wunu ni an atwero timo man?” Gin odok iye ni, “Ee ta, adwoŋ.” 
MAT.9.29	En te mumulo waŋgi kun kobo ni, “Myero timere baŋwu i kite acalo iyeewu tye.” 
MAT.9.30	Waŋgi daŋ te yabere oko. Yecu te cikogi atek ni, “Myero inen wunu ni dano moro kur oŋeo.” 
MAT.9.31	Ento ka gin okato oko, olalo rwoŋe i lobonaca luŋ aluŋa.
MAT.9.32	Ame gin doŋ aya, awot oko, jo te kela baŋe lo moro a lebe oto, won cen arac. 
MAT.9.33	A doŋ Yecu oryemo cen oko, alebeoto-nu te cako kop, omio lwak owuro, kun okobo ni, “Anaka cene gin acalo man pe ru onen i Icrael.” 
MAT.9.34	Ento Oparicayo te kobo ni, “En oryemo cen pi twer adwoŋ me cen.”
MAT.9.36	Ka en oneno lwak, ocone meicel, pien otye ka wunogi, olal ata acalo rommi ame akwatgi mom. 
MAT.9.37	Eka en te kobbi jo a lube ni, “Kac bup, ento jo a kao nok 
MAT.9.38	Pi mano, kwa wunu Won poto atek me cwa otic i ka kaccere.”
MAT.10.1	Olwoŋo jo mere a lube apar wie aryo baŋe, te miyogi twer me ryemo cen areco, kede me caŋo kwon too ducu anaka goro-gu. 
MAT.10.2	Nyiŋ okwena apar wie aryo-nono gin ene: me agege Cimon, ame alwoŋo ni Petero, kede Anderiya ominnere; Yakobo wot a Jebedayo gin kede ominnere Lakana; 
MAT.10.3	Pilipo kede Bartolomayo; Tomaci kede Matayo ara-ocoro; Yakobo wot a Alipayo, kede Tadayo; 
MAT.10.4	Cimon me eryoŋet apyem i abumente, kede Juda me Keriot, ame cen oketo erupe i kom Yecu.
MAT.10.5	Jo apar wie aryo-nu Yecu oorogi kun cikogi atek ni, “Kur iwot wunu iyo Orok, kur idony wunu i boma Ocamaria daŋ; 
MAT.10.6	ento wot wunu ka baŋ rommi a yam orwenyo me doggola Icrael. 
MAT.10.7	Ka iwot wunu, rabu kop kun ikobo wunu ni, ‘Loc me polo doŋ onoko ceggi.’ 
MAT.10.8	Caŋ wunu otwo, cer wunu jo oto, lony wunu odobo, ryem wunu cen; omiowu nono, wun daŋ mi wunu nono. 
MAT.10.9	Kur iter wunu jabu, onyo ryal onyo mola me arwaka i del pyerwu, 
MAT.10.10	kadi icao me wot, kadi boŋŋi aryo, kadi war tyen, kadi abiro; pien atic myero mi cammere. 
MAT.10.11	I boma onyo i paco ducu ame ibino donyo wunu iye, peny wunu dano a tye iye, a kite mere ber, bed wunu baŋe ituno ka ibino ya wunu i kuno. 
MAT.10.12	Ka idonyo i ot, mote wunu. 
MAT.10.13	Ka ot-tu myero, kwaye wunu kuc; ento ka mom myero, wek kucwu dwog baŋwu. 
MAT.10.14	Dano a mom bino jolowu, onyo a mom winyo kopwu, a doŋ iya wunu i ot-tu onyo i boma-nu, teŋ wunu apua i tyenwu oko. 
MAT.10.15	Ateni akobbiwu ni, i nino me ŋolo kop can me Codoma kede Gomora bino bedo itikatika, kato me boma-nono.
MAT.10.17	Ento gwok wunu jo: pien obino terowu i okiko, obino pwodowu i del i kacokeregi, 
MAT.10.18	obino terowu i nyim oloc kede i nyim obakki-gu pira, me kobo kop me caden baŋgi kede baŋ Orok. 
MAT.10.19	Ka ce oterowu i okiko, kur ibed wunu i par apol, ni, ibino wunu dok iye i yo aŋo, onyo ibino wunu kobo niŋo? Pien caa-nono obino miyowu kop ame ibino kobo wunu; 
MAT.10.20	pien pe wun en ibino kop wunu, ento Cuny a Papawu en ame bino kop i dogwu. 
MAT.10.21	Omego bino miyo omego me aneka, apap bino miyo atinnere, otino bino twarre i kom onywalgi kun miogi me aneka. 
MAT.10.22	Jo me rok luŋ bino dagowu pi nyiŋa. Ento ŋat ame kanyakino ituno i agikki, en bino larre. 
MAT.10.23	Ka olibowu i boma man, riŋ wunu i boma ocele; pien ateni akobbiwu ni, pe ibino tyeko wunu boma ducu me i Icarel ame nwoŋo Wot a dano mom ru odwogo.
MAT.10.25	daŋ rom kede ŋat ame opwonyo ka odoko acalo ŋat a pwonye, dok daŋ rom opii ka odoko acalo adwoŋŋere. Ka gin olwoŋo won ot ni Beeljebul, jo paco mere obino lwoŋogi kede nyiŋ arac a rom mene?
MAT.10.27	Kop ame an akobbiwu i piny acol, kob wunu i ceŋ; dok gin ame amuŋŋiwu i yitwu, rab wunu koppere i wi biye. 
MAT.10.28	Kur ilwor wunu jo ame neko kom ento mom otwero neko tipo; ento twora ilwor wunu Obaŋa ame tye kede twer me neko tipo kede kom i Geena.
MAT.10.29	“Acur aryo mom ocato cente apar? Ento mom tye moro i akinagi ame poto piny a kun Papawu mom ŋeo. 
MAT.10.30	Ento wun anaka yer wiwu okwanogi iweŋ. 
MAT.10.31	Doŋ kur ilwor wunu; pirwu tek meicel akato acur apol.
MAT.10.32	“Pi mannono, dano acel acel ame bino tuco nyiŋa i nyim jo, an daŋ abino tuco nyiŋe i nyim Pappa ame tye i polo; 
MAT.10.33	ento dano acel acel ame bino kwera i nyim jo, an daŋ abino kwere i nyim Pappa ame tye i polo.
MAT.10.34	“Kur itam wunu ni abino me kelo kuc i lobo; mom abino me kela kuc, ento pala me romo. 
MAT.10.35	Pien an abino poko akina dano kede pappere, dok nyako kede tottere, kede ci-wod gin kede tattere. 
MAT.10.36	Dok okwor a dano bino bedo jo me paco mere. 
MAT.10.37	Dano ame maro pappere onyo tottere kata mom romo bedo danona; kede dano ame maro wode onyo nyare kata, mom daŋ romo bedo danona. 
MAT.10.38	Dano a mom yeo yataria mere, te lubo kede ŋea mom romo bedo danona. 
MAT.10.39	Dano ame onwoŋo kwo mere, bino rwenyo kwo mere arwenya; ento ŋat ame rwenyo kwo mere pira, bino nwoŋo.
MAT.10.41	Ŋat ame jolo adwarpiny pi nyiŋ adwarpiny, bino gamo mot acalo adwarpiny; ŋat ame jolo dano a kite atira pi nyiŋ dano a ki te atira, bino gamo mot acalo dano a kite atira. 
MAT.10.42	Dok ŋattoro ame bino miyo ikopo me pii amata aŋic baŋ ŋat acel i akina jo-ni, pien en obedo dano a luba, atittiwu ateni ni, mot mom bino rwenyo i baŋe kadi acelloro.”
MAT.11.1	Ame Yecu doŋ otyeko ciko jo mere apar wie aryo, en oya i kuno, owoto i pwony kede i rabo kop i paccigi.
MAT.11.2	Ka Lakana owinyo pi tic a Kricito a kun en tye i ot kol, eka te ooro jo mere a lube me penyo ni, 
MAT.11.3	“Yin dano abino ca, onyo okur en ocele?” 
MAT.11.4	Yecu odokkigi iye ni, “Wot ikobbi wunu Lakana gin ame iwinyo wunu kede gin ame ineno wunu: 
MAT.11.5	otowaŋ waŋgi oyabere, jo oŋwalo owoto, kom odobo olony, jo a yitgi odiŋ owinyo, jo oto ocerogi oko, dok orabbi ocan amut aber. 
MAT.11.6	Dano a tammere mom oballe i koma nwoŋo tye kede winyo.”
MAT.11.7	Ame gin adok oko, Yecu ocako kop kede lwak kop i kom Lakana, ni, “Yam iwoto wunu i tim ka neno ŋo ba? Ka neno ogada a yamo yeŋo bo? 
MAT.11.8	Kara iwoto wunu ka neno ŋo ba? Ka neno dano ame ruko boŋi abeco? Nenu ba, jo a ruko boŋi abeco bedo i pacci a rwode. 
MAT.11.9	Kara doŋ iwoto wunu piŋo? Ka neno adwarpiny? Ee ta, akobbiwu ni, ŋat ame kato adwarpiny. 
MAT.11.10	Man en ŋat a rik ocoo pire ni,
MAT.11.10	‘Nen, acwao aorra i nyimi,
MAT.11.10	ame bino gero yo i nyimi.’
MAT.11.11	Atittiwu ni, i akina jo ame mon onywalo, mom tye dano moro ame kato Lakana i dit; ento ŋat atidi meicel i loc me polo dit kato en. 
MAT.11.12	Ya i kare a Lakana ituno atot onyoni, loc me polo olaro kede teko, jo atek mao gigi. 
MAT.11.13	Pien odwarpiny luŋ anaka buk me cik orabo kop ituno kede naka i kom Lakana; 
MAT.11.14	cite ka itwero wunu ye, Elia a myero bin ennono, 
MAT.11.15	ŋat a tye kede yit me winyo, myero winy.
MAT.11.16	“Kara abino poro jo me kare man kede ŋo? Gin orom kede itino ame bedo i cuk, ame lwoŋo otino wadgi kun okobo ni, 
MAT.11.17	‘Wan okuttiwu nyamulere, wun mom imyelo wunu; owerriwu wer lyel, wun mom ikok wunu’. 
MAT.11.18	Pien Lakana obino kun mom camo, mom mato daŋ, gin okobo ni, ‘En tye kede cen’. 
MAT.11.19	Wot a dano obino ame camo dok mato daŋ, gin dok okobo ni, ‘Nen dano owor kede amero, awot ora-ocoro kede obalo.’ Ento ryeko Obaŋa nen atir ni tye kakare pi ticcere.”
MAT.11.20	Icennere Yecu te ero kop akemo i kom boma mogo kan ame etio iye ticcere atek adoŋo, pien okwero ŋut. 
MAT.11.21	“Ibino neno can, yin Korajin! Ibino neno can, yin Betecaida! Pien kono tic atek adoŋo ame otio baŋwu, yam otio i Turo kede Cidon, kono gin oŋut con kun obedo i boŋo cola kede buru. 
MAT.11.22	Ento akobbiwu ni, can a Turo kede Cidon bino bedo itikatika i kare me ŋolo kop, katowu. 
MAT.11.23	Kede yin Kapernaum, obino tiŋi malo anaka i polo bo? Pe gire; kom obino dwoki piny naka i Kadec. Pien kono tic atek adoŋo ame otio baŋwu yam otio i Codoma, kono ori naka tin. 
MAT.11.24	Ento akobbiwu ni, can me Codoma bino bedo itikatika i nino me ŋolo kop, kato meri.”
MAT.11.25	I kare-nono Yecu te kobo ni, “Apwoyi Pappa, Rwot me polo kede lobo, pien ikano kop magi baŋ jo aryek a ŋeo piny, iyabo baŋ itino atino. 
MAT.11.26	Eyo, Pappa, pien cunyi opwoo amannono. 
MAT.11.27	Pappa otyeko jalla jami bec abeca; mom tye ŋattoro ame ŋeo Wod, kono ka Papa keken, onyo ame ŋeo Papo kono ka Wod keken, kede dano ame Wod mito nyuto Papo baŋe. 
MAT.11.28	Biye wunu baŋa jo ducu ool kede ame yee onuo, an abino weyo korwu.
MAT.11.29	Ryoŋ wunu lodina i ŋutwu, pwony wunu kitena; pien an awor, daŋ amwol i cunya, cunywu bino nwoŋo weo. 
MAT.11.30	Pien lodina yot, dok yecca mom pek.”
MAT.12.2	Oparicayo ka oneno, ote kobbe ni, “Nen, jo a lubi otimo gin ame cik okwero ni jo kur ti i ceŋ cabit!” 
MAT.12.3	En te gamo doggi ni, “Wun ce mom ikwano wunu gin ame nwaŋ Daudi otio ka rik kec oneke, kede jo a rik tye karacel kede? 
MAT.12.4	Kite ame en odonyo kede i ot Obaŋa, te camo ogati ame oketo i nyim Obaŋa, a yam cik kwero ni en kur cam, kadi jo ame tye karacel kede, kono ka olamdog keken? 
MAT.12.5	Kede onyo mom ikwano wunu i cik ni i ceŋ cabit olamdog i ot Obaŋa daŋ balo cabit, cite mom onwoŋo kop? 
MAT.12.6	Ento an akobbiwu ni, gin adwoŋ akato ot Obaŋa tye kano 
MAT.12.7	Kono ce iŋeo wunu te kop man, ni, ‘Amito kica, mom gin oŋolo’, kono mom iŋolo wunu kop oloo jo a balgi mom. 
MAT.12.8	Pien Wot a dano en rwot me cabit.”
MAT.12.9	Yecu oya i kuno obino i kacokere megi. 
MAT.12.10	Kuno onwoŋo tye iye dano ame bade omito. Jo a mito pide te penye ni, “Cik ye ni caŋ dano i cen cabit?” 
MAT.12.11	En te penyogi ni, “Kara ŋa i akinawu, ka tye kede romo acel, eka romo-nu te poto oko i bur i ceŋ me cabit, en mom bino mako, te wayo oko? 
MAT.12.12	Dano mom pire tek meicel akato romo? Pi mannono cik ye ni tim gin aber i ceŋ cabit.” 
MAT.12.13	Eka en te kobbi lo-nu ni, “Rye badi oŋ,” En oryeo bade, te caŋ oko, te doko aber arorom i tuŋ cel. 
MAT.12.14	Oparicayo te kato oko, ote poro kop i kome, kite a myero oneke kede.
MAT.12.15	Ka Yecu oŋeo, te ya oko i kuno. Jo apol te lube, daŋ en te caŋogi ducu, 
MAT.12.16	te jukogi ni, kur omi jo ŋe. 
MAT.12.17	Man otimere me kop Obaŋa a rik obino i dog adwarpiny Icaya cobere kakare, ni,
MAT.12.18	ame amaro, cunya yom i kome.
MAT.12.18	Abino keto Cunya bed i kome,
MAT.12.18	en bino tero kwena me ŋolo kop atir baŋ Orok.
MAT.12.19	En mom bino da, mom bino redo areda,
MAT.12.19	mom obino winyo dwone i waŋa yo;
MAT.12.20	en mom bino turo ogada ame okak,
MAT.12.20	dok mom bino neko uci tara a pwod aduny,
MAT.12.20	ituno ka en omio kop ame oŋolo atir oloo lobo;
MAT.12.21	ento Orok bino geno gin aber pi nyiŋe.”
MAT.12.22	Eka ote kelo atowaŋŋoro a tye kede cen arac, ame lebe oto baŋ Yecu. Ocaŋe, omio alebeoto oloko, daŋ te neno piny. 
MAT.12.23	Lwak jo ecipan owuro kun okobo ni, “Kara man mom akwar Daudi?” 
MAT.12.24	Ento Oparicayo ka owinyo te kobo ni, “Dano man ryemo cen pi twer a Beeljebul, adwoŋ me cen, keken.” 
MAT.12.25	Ento en oŋeo tamgi oko, te kobbigi ni, “Kare ducu ka loc opokere yie aryo, lobo mere balle oko, dok kare ducu ka paco onyo ot opokere yie aryo, mom cuŋ. 
MAT.12.26	Ka Catan ryemo Catan, en nwoŋo opokere yie aryo; kara loccere bino cuŋ iŋo? 
MAT.12.27	Dok ka an aryemo cen pi twer a Beeljebul, kara itinowu ryemo pi twer aŋa? Pi manno gin bino ŋolliwu kop. 
MAT.12.28	Ento ka an aryemo cen pi Cuny Obaŋa, loc Obaŋa doŋ obino baŋwu. 
MAT.12.29	Dano twero donyo i ot a ŋat atek niŋo, a mom koŋ ogeo tweyo dano atek-ku, eka te yako ode. 
MAT.12.30	Dano a mom tye tuŋ baŋa en akworra, dok dano a mom coko karacel keda, en keto aketa. 
MAT.12.31	Pi mannono, akobbiwu ni, bal acel acel a jo tio kede ayet ducu ame oyeto kede Obaŋa, obino timogi iye kica, ento ayet ame oyeto kede Cuny Acil mom obino timo iye jo kica. 
MAT.12.32	Dok dano ame kobo kop arac i kom Wot a dano obino timo kica, ento dano ame kobo kop arac i kom Cuny Acil mom obino timo kica, kadi i kare man, onyo i kare a bino i nyim.
MAT.12.34	Wun itino ororo, itwero wunu kobo kop aber nino, ame kono wun jo areco? Pien kop ame ocokere i cunyi, en ame dog daŋ kobo. 
MAT.12.35	Dano aber kwanyo gin aber i akina jami abeco ame en okano dano arac kwanyo gin arac i akina jami areco ame en okano. 
MAT.12.36	Akobbiwu ni kop ducu ame jo kobo aboŋo gwokere iye, obino piddigi pire i nino me ŋolo kop; 
MAT.12.37	pien kop ame ikobo bino miyo iloo kop, dok kop ame ikobo bino miyo kop loyi.”
MAT.12.39	En te gamo ni, “Lwagi jo areco kede ocod cot-ti yenyo anyut, ento mom obino miyogi anyuttoro, kono ka anyut adwarpiny Yona keken. 
MAT.12.40	Pien acalo Yona rik otyeko nino adek, dyeceŋ kede dyewor, iyi rec, kite-nono Wot a dano daŋ bino tyeko nino adek, dyeceŋ kede dyewor, i lobo. 
MAT.12.41	Jo Nineve bino cuŋ karacel kede lwagi jo me kare man, i kare me ŋolo kop, te miyo kop loyogi: pien gin rik oŋut pi kop a Yona orabo, cite nen, gin adwoŋ akato Yona tye kan. 
MAT.12.42	Abaka a dako me tutuŋ anyarolum bino cuŋ karacel kede lwagi jo me kare man i kare me ŋolo kop, te miyo kop loyogi; pien en otuno iya i agikki me lobo pi winyo ryeko a Culeman, koŋ inen, gin adwoŋ akato Culeman tye kan.
MAT.12.43	“Ka cen arac oya i kom ŋattoro, en woto mano kabedo a pii mom iye kun yenyo ka weo; naka mom onwoŋo. 
MAT.12.44	En te kobo ni, ‘Adok gira i oda kan a rik aya iye.’ Ka otuno, en onwoŋo ŋattoro mom iye, oweo yie acil, ame oyiko aber. 
MAT.12.45	En dok te wot omo cen ocele abiro a gin doŋ reco akate, gin donyo bedo kuno; icennere dano man bedo arac akato a yam con. Bino bedo amannono daŋ baŋ lwagi jo areco me kare man.”
MAT.12.46	Ka rik en pwod tye ka kop kede lwak, nen, tottere kede omego mere onwoŋo ocuŋ oko, kun omito kop kede. 
MAT.12.47	Dano moro te kobbe ni, “Neno, totti kede omegoni tye ocuŋ oko, omito kop kedi.” 
MAT.12.48	Ento en odok i dano-nu ni, “Kara totta en ŋa? Omegona gin jo mene?” 
MAT.12.49	Te ryeyo bade tuŋ baŋ jo a lube kun kobo ni, “Nenu ba totta kede omegona! 
MAT.12.50	Dano a tio gin ame Pappa a tye i polo mito, en ominna, en aminna kede totta.”
MAT.13.1	I nino acel-lu rik Yecu te ya oko i ot, te wot bedo piny i ŋet nam. 
MAT.13.2	Lwak ecipan te cokere baŋe; pi mannono en te yito iyi yee, te bedo iye, lwak luŋ te bedo oko i dog nam i wi tela. 
MAT.13.3	En te kobbigi kop apol i carokop kun kobo ni, “Lo moro rik owoto ka coyo koti. 
MAT.13.4	Ame en doŋ tye ka coc, koti mogo te kir i dye yo, winy te bino-depo oko. 
MAT.13.5	Mogo te kir kan obedo lela lela, ame lobo tye iye warawara. Cucuttono ote tu, pien lobo mom tut; 
MAT.13.6	ento ka cen oryeny ote two oko, pien lwitgi mom. 
MAT.13.7	Mogo te kir i akina oku to, okuto te lot diyogi oko. 
MAT.13.8	Mogo te kir gigi i lobo aber, nyiggi te cek; mogo tyene acel acel ocek iye nyige mia acel, mogo pyerabicel, mogo pyeradek. 
MAT.13.9	Ŋat a tye kede yit myero winy.”
MAT.13.10	Jo mere a lu be obino baŋe, ote penye ni, “Piŋo ikobo kedgi i carokop?” 
MAT.13.11	En te gamo doggi ni, “Wun omiowu ŋeyo muŋ me loc Obaŋa, ento jo ca mom omiogi. 
MAT.13.12	Pien ŋat a mere tye obino medde te durre baŋe; ento ŋat a mere mom obino gamo oko anaka gin a tye baŋe. 
MAT.13.13	Man en gin omio akobo kedgi i carokop, pien ka gin oneno rom a mom oneno; dok ka gin owinyo rom a mom owinyo kadi niaŋ tere. 
MAT.13.14	Cite kop Obaŋa a rik adwarpiny Icaya okobo ocobere kakare i komgi ni,
MAT.13.14	‘Me winyo, ibino winyo wunu,
MAT.13.14	ento mom ibino niaŋ wunu tere;
MAT.13.14	me neno, ibino neno wunu,
MAT.13.14	ento mom ibino ŋeyo wunu.
MAT.13.15	Pien rok-ki cunygi odoko nwaŋ,
MAT.13.15	yitgi odiŋ oko, mom owinyo aber,
MAT.13.15	waŋgi daŋ omio gigi oko;
MAT.13.15	me kur onen kede waŋgi,
MAT.13.15	kadi winyo kede yitgi,
MAT.13.15	kadi niaŋ i cunygi,
MAT.13.15	kadi dwogo baŋa me acaŋgi.’
MAT.13.17	Ateni, akobbiwu ni, odwarpiny apol kede jo a kitegi atira rik obedo kede keo me neno gin ame wun ineno wunu, ento naka mom oneno, kede winyo gin ame wun iwinyo wunu, ento naka daŋ mom owinyo.
MAT.13.18	“Koŋ doŋ iwiny wunu carokop i kom acoc. 
MAT.13.19	Ka dano moro owinyo kop i kom loc Obaŋa eka mom te niaŋ iye, Arac ca bino te kwanyo koti ame ocoo i cunye oko; man en ame i dye yo. 
MAT.13.20	En ame ocoo kan obedo lela lela, en dano ame ka owinyo kop, daŋ te gamo cuto kede lelo, 
MAT.13.21	ento mom tye kede lwite i yie, te ri ka anokkoro; tekki cannoro adwoŋ obino, onyo awuna, pi koppono, en poto oko cucuttono. 
MAT.13.22	En ame ocoo i okuto, en dano ame winyo kop, ento par apol me lobo man kede mito lonyo te diyo kop oko, mom nyak. 
MAT.13.23	En ame ocoo i lobo aber, en dano a winyo kop kun niaŋ tere daŋ en nyige nyak atika, moro mia, moro pyerabicel, moro pyeradek.”
MAT.13.24	Te dok kelligi carokop ocele kun kobo ni, “Loc me polo rom aroma kede dano ame ocoo koti abeco i poto mere. 
MAT.13.25	Kajo doŋ obuto oko, akworrere te bino, te coyo ekitu i akina kal, eka en te wot gire oko. 
MAT.13.26	Ka otu, daŋ te keto nyige, cite te nen iye ekitu. 
MAT.13.27	Omiro a won ot te wot baŋe, ote penye ni, ‘Adwoŋ, rik mom icoo koti abeco i potoni? Kara ekitu dok onen iye niŋo?’ 
MAT.13.28	En te gamo ni, ‘Mano akwor en otimo.’ Omiro te dok penye ni, ‘Imito owot odoo oko?’ 
MAT.13.29	En te kobbigi ni, ‘Pe gire; ka idoo wunu ekitu, mio ibino doyo wunu anaka kal daŋ. 
MAT.13.30	Koŋ iwek wunu gin aryo ducu doŋ karacel, ituno ka oromo me akaa. Eka i kare me kac abino kobbi jo a kayo ni. Koŋ ige coko wunu ekitu, itwe wunu me awaŋa, ento kal iony wunu i derona.’ ”
MAT.13.31	Okelligi dok carokop ocele kun kobo ni, “Loc me polo rom aroma kede nyig dek karadali ame dano moro okwanyo te poto i poto mere. 
MAT.13.32	En titino akato koti luŋ, ento ka odoŋo bedo adwoŋ a loo dek ducu. Doko twon yattoro a winyi a twarre malo bino gero udigi iye.”
MAT.13.33	Okobbigi carokop ocele ni, “Loc me polo rom aroma kede tobi ame dako ojuko, te rubo i moko a romo dita adek, ituno ka oyenyo ducu.”
MAT.13.34	Kop magi ducu Yecu okobo kede lwak i carokop. Mom okobo kedgi aboŋo carokop, 
MAT.13.35	me kop a yam adwarpiny okobo cobere kakare, ni,
MAT.13.35	“Abino yabo doga i carokop,
MAT.13.35	abino rabo kop okano geye acakki piny.”
