GEN.1.1	Ne waro Õꞌacʉ̃ ʉꞌmʉse, tojo nicã diꞌtare bajurẽcʉ niwĩ. 
GEN.4.9	Õꞌacʉ̃ cʉ̃ tojo weecã ĩꞌagʉ̃, Caĩrẽ́ aꞌtiro nicʉ niwĩ:
GEN.4.9	—¿Mʉꞌʉ acabiji Abel noꞌopʉ niti? nicʉ niwĩ.
GEN.4.9	Caĩ́ cʉ̃rẽ yʉꞌticʉ niwĩ:
GEN.4.9	—Masĩtisaꞌa. Cʉ̃rẽ coꞌtegʉ mejẽta niꞌi, ni yʉꞌticʉ niwĩ. 
GEN.4.10	Cʉ̃ tojo yʉꞌticã tʉꞌogʉ, Õꞌacʉ̃ cʉ̃rẽ nicʉ niwĩ:
GEN.4.10	—¿Deꞌro weegʉ mʉꞌʉ acabijire wẽjẽati? Mʉꞌʉ acabiji ye dí diꞌtapʉ yʉꞌʉre pisu caricũcũñarõ weronojõ niꞌi. 
GEN.4.11	Tojo weegʉ mʉꞌʉ acabijire wẽjẽꞌque buꞌiri mʉꞌʉrẽ ñaꞌarõ waꞌarosaꞌa. Piꞌeti, bajaqueꞌatinuꞌcũgʉ̃saꞌa. Cʉ̃rẽ wẽjẽcã, cʉ̃ ye dí diꞌtapʉ siꞌbisãjã waꞌapʉ. Tojo weegʉ niꞌcãrõacãrẽ aꞌti diꞌtare cõꞌawĩrõnoꞌgʉ̃saꞌa. 
GEN.4.12	Mʉꞌʉ otecã, ne dʉca marĩrõsaꞌa. Sooro marĩrõ nipeꞌtiropʉ sijabajaqueꞌatigʉ nigʉ̃saꞌa, nicʉ niwĩ Õꞌacʉ̃ Caĩrẽ́.
GEN.4.13	Caĩ́ cʉ̃rẽ yʉꞌticʉ niwĩ:
GEN.4.13	—Mʉꞌʉ yʉꞌʉre to cãꞌrõjo buꞌiri daꞌrecã, ne põtẽosome. 
GEN.4.14	Niꞌcãcã yʉꞌʉre aꞌti diꞌta nimiꞌcʉre cõꞌabutiaꞌa. Tojo weegʉ mʉꞌʉ ĩꞌorõpʉre nisome. Sooro marĩrõ nipeꞌtiropʉre sijabajaqueꞌatigʉsaꞌa. Tojo weecãma, noꞌo yʉꞌʉre bocaejagʉ wẽjẽgʉ̃sami, ni yʉꞌticʉ niwĩ Caĩ́ Õꞌacʉ̃rẽ.
GEN.4.15	Cʉ̃ tojo nicã tʉꞌogʉ, Õꞌacʉ̃ yʉꞌticʉ niwĩ:
GEN.4.15	—Noꞌo mʉꞌʉrẽ bocaeja wẽjẽgʉ̃nojõ sietetiri mʉꞌʉrẽ buꞌiri daꞌrero nemorõ daꞌrenoꞌgʉ̃sami, nicʉ niwĩ. Tojo weegʉ Õꞌacʉ̃ Caĩrẽ́ wẽjẽticãꞌto nígʉ̃, cʉ̃ upʉpʉre apeyenojõ ojaõꞌocʉ niwĩ. Cʉ̃rẽ ĩꞌamasĩ, wẽjẽticãꞌto nígʉ̃, tojo weecʉ niwĩ. 
GEN.4.16	Tojo weegʉ, Caĩ́ Õꞌacʉ̃ ĩꞌorõpʉ nimiꞌcʉ wija waꞌacʉ niwĩ. Nod
GEN.4.17	Caĩ́ yoáca beꞌro nʉmotia waꞌacʉ niwĩ. Cʉ̃ nʉmo meꞌrã nicʉ niwĩ. Tojo weego co nijĩpaco tojaco niwõ. Beꞌro niꞌcʉ̃ wĩꞌmagʉ̃ wʉaco niwõ. Cʉ̃ wãmeticʉ niwĩ Enoc. Titare Caĩ́ niꞌcã macã daꞌrecʉ niwĩ. Ti macãrẽ Enoc wãmeyecʉ niwĩ. Cʉ̃ macʉ̃ nimʉꞌtãgʉ̃ ye wãme weronojõ õꞌocʉ niwĩ. 
GEN.4.18	Enoc, Irad pacʉ nicʉ niwĩ. Irata Mehujael pacʉ nicʉ niwĩ. Mehujaeta Metusael pacʉ nicʉ niwĩ. Metusael Lamec pacʉ nicʉ niwĩ. 
GEN.4.19	Cʉ̃, Lamec pʉarã numia nʉmoticʉ niwĩ. Niꞌcõ Ada wãmetico niwõ, apego Zila. 
GEN.4.20	Ada niꞌcʉ̃ põꞌrãtico niwõ. Cʉ̃ Jabal wãmeticʉ niwĩ. Cʉ̃ pãrãmerã nituriarã wecʉa cʉorã nicãrã niwã. Na sijari masã nitjĩarã, suꞌti caseri meꞌrã weeꞌque wiꞌserire cʉocũcãrã niwã. 
GEN.4.21	Jabal acabiji Jubal wãmeticʉ niwĩ. Cʉ̃ Jubal pãrãmerã nituriarã wẽopawʉ putirã, bʉapʉ̃tẽrĩ masã nicũcãrã niwã. 
GEN.4.22	Apego Lamec nʉmo Zila wãmetigo niꞌcʉ̃ põꞌrãtico niwõ. Tubal-caĩ́ wãmetigʉ cõme, tojo nicã bronce wãmetise meꞌrã apeyenojõ daꞌrecũcʉ niwĩ. Cʉ̃ niꞌcõ acabijoticʉ niwĩ. Co Naama wãmetico niwõ.
GEN.4.23	Niꞌcã nʉmʉ Lamec cʉ̃ nʉmosãnumiarẽ, Ada, Zilare aꞌtiro nicʉ niwĩ:
GEN.4.23	“Yʉꞌʉ ucũsere añurõ tʉꞌoya.
GEN.4.23	Yʉꞌʉre cãmidaꞌrese wapa niꞌcʉ̃ ʉmʉrẽ wẽjẽcãꞌpʉ.
GEN.4.23	Niꞌcʉ̃ maꞌmʉrẽ yʉꞌʉre paase wapa mejãrõta weeapʉ.
GEN.4.24	‘Caĩrẽ́ wẽjẽgʉ̃nojõ sietetiri cʉ̃rẽ aꞌmenoꞌgʉ̃sami’, nicʉ niwĩ Õꞌacʉ̃.
GEN.4.24	Yʉꞌʉ peꞌema setenta y sietetiri aꞌmenoꞌrõsaꞌa”, nicʉ niwĩ.
GEN.4.25	Adã́ apaturi cʉ̃ nʉmo meꞌrã nicʉ niwĩ tja. Tojo weego co niꞌcʉ̃ wĩꞌmagʉ̃ wʉaco niwõ. Cʉ̃ bajuacã ĩꞌagõ, cʉ̃rẽ Set wãme õꞌoco niwõ. “Õꞌacʉ̃ yʉꞌʉre oꞌomi” nígõ, tojo weeco niwõ. “Õꞌacʉ̃ ãꞌrĩ, Caĩ́ wẽjẽꞌcʉ Abere dʉcayugʉre yʉꞌʉre oꞌomi”, nico niwõ.
GEN.4.26	Beꞌro cʉ̃ Set quẽꞌrã bʉcʉa, nʉmoticʉ niwĩ. Cʉ̃ nʉmo niꞌcʉ̃ põꞌrãtico niwõ. Cʉ̃rẽ Enós wãme õꞌocʉ niwĩ. Cʉ̃ bajuáca beꞌro masã Õꞌacʉ̃rẽ “Ʉ̃sã wiogʉ niꞌi” ni ẽjõpeo, sẽrĩnʉꞌcãcãrã niwã.
GEN.5.1	Aꞌte Adã́ põꞌrã nituriarã ye queti ojaꞌque niꞌi.
GEN.5.1	Ne waro Õꞌacʉ̃ masʉ̃rẽ wéégʉ, cʉ̃ weronojõ bajugʉta weecʉ niwĩ. 
GEN.5.2	Ʉmʉ, numio weecʉ niwĩ. Narẽ bajurẽgʉ̃, “Ãꞌrã masã nima; narẽ añurõ waꞌato” ni, cũucʉ niwĩ.
GEN.5.3	Adã́ ciento treinta cʉ̃ꞌmarĩ cʉogʉ, niꞌcʉ̃ cʉ̃ weronojõ bajugʉ macʉ̃ticʉ niwĩ. Cʉ̃ wĩꞌmagʉ̃rẽ Set wãme õꞌocʉ niwĩ. 
GEN.5.4	Set bajuáca beꞌrore Adã́ ochocientos cʉ̃ꞌmarĩ catinemocʉ niwĩ. Tojo weegʉ pãjãrã ʉmʉa, numia põꞌrãtinemocʉ niwĩ. 
GEN.5.5	Nipeꞌtise cʉ̃ꞌmarĩ catigʉ, novecientos treinta cʉ̃ꞌmarĩ caticʉ niwĩ. Ticʉse cʉ̃ꞌmarĩ cʉogʉ, Adã́ wẽrĩcʉ niwĩ.
GEN.5.6	Adã́ macʉ̃ Set niꞌcʉ̃ macʉ̃ticʉ niwĩ. Cʉ̃ wĩꞌmagʉ̃rẽ Enós wãme õꞌocʉ niwĩ. Cʉ̃ macʉ̃ Enós bajuácaterore ciento cinco cʉ̃ꞌmarĩ cʉocʉ niwĩ. 
GEN.5.7	Cʉ̃ bajuáca beꞌrore Set ochocientos siete cʉ̃ꞌmarĩ catinemocʉ niwĩ. Cʉ̃ ʉmʉa, numia põꞌrãtinemocʉ niwĩ. 
GEN.5.8	Set novecientos doce cʉ̃ꞌmarĩ cʉogʉ, wẽrĩcʉ niwĩ.
GEN.5.9	Cʉ̃ macʉ̃ Enós, Cainán wãmetigʉre macʉ̃ticʉ niwĩ. Cainán bajuácaterore Enós noventa cʉ̃ꞌmarĩ cʉocʉ niwĩ. 
GEN.5.10	Beꞌro Enós ochocientos quince cʉ̃ꞌmarĩ catinemocʉ niwĩ. Te cʉ̃ꞌmarĩrẽ ʉmʉa, numia põꞌrãtinemocʉ niwĩ. 
GEN.5.11	Enós novecientos cinco cʉ̃ꞌmarĩ cʉogʉ, wẽrĩcʉ niwĩ.
GEN.5.12	Enós macʉ̃ Cainán Mahalaleel wãmetigʉre macʉ̃ticʉ niwĩ. Mahalaleel bajuácaterore Cainán setenta cʉ̃ꞌmarĩ cʉocʉ niwĩ. 
GEN.5.13	Cainán ochocientos cuarenta cʉ̃ꞌmarĩ catinemocʉ niwĩ. Ticʉse cʉ̃ꞌmarĩ cʉogʉ, ʉmʉa, numia põꞌrãtinemocʉ niwĩ. 
GEN.5.14	Cainán novecientos diez cʉ̃ꞌmarĩ cʉogʉ, wẽrĩcʉ niwĩ.
GEN.5.15	Cainán macʉ̃ Mahalaleel Jared wãmetigʉre macʉ̃ticʉ niwĩ. Jared bajuácaterore Mahalaleel sesenta y cinco cʉ̃ꞌmarĩ cʉocʉ niwĩ. 
GEN.5.16	Beꞌro te cʉ̃ꞌmarĩ beꞌrore ochocientos treinta cʉ̃ꞌmarĩ catinemocʉ niwĩ. Pãjãrã ʉmʉa, numia põꞌrãtinemocʉ niwĩ. 
GEN.5.17	Mahalaleel ochocientos noventa y cinco cʉ̃ꞌmarĩ cʉogʉ, wẽrĩcʉ niwĩ.
GEN.5.18	Jared quẽꞌrã Enoc wãmetigʉre macʉ̃ticʉ niwĩ. Enoc bajuácaterore Jared ciento sesenta y dos cʉ̃ꞌmarĩ cʉocʉ niwĩ. 
GEN.5.19	Beꞌro pãjãrã ʉmʉa, numia põꞌrãtinemocʉ niwĩ. Ochocientos cʉ̃ꞌmarĩ catinemocʉ niwĩ. 
GEN.5.20	Jared novecientos sesenta y dos cʉ̃ꞌmarĩ cʉogʉ, wẽrĩcʉ niwĩ.
GEN.5.21	Beꞌro Jared macʉ̃ Enoc, Matusalén wãmetigʉre macʉ̃ticʉ niwĩ. Cʉ̃ macʉ̃ Matusalén bajuácaterore sesenta y cinco cʉ̃ꞌmarĩ cʉocʉ niwĩ. 
GEN.5.22	Enoc Õꞌacʉ̃ meꞌrã añurõ niseti, cʉ̃ ʉaro weecʉ niwĩ. Cʉ̃ macʉ̃ Matusalén bajuáca beꞌrore Enoc trescientos cʉ̃ꞌmarĩ catinemocʉ niwĩ. Ãpẽrã ʉmʉa, numia põꞌrãtinemocʉ niwĩ. 
GEN.5.23	Enoc trescientos sesenta y cinco cʉ̃ꞌmarĩ caticʉ niwĩ. 
GEN.5.24	Cʉ̃ Õꞌacʉ̃ dutise weegʉ́ nitjĩagʉ̃, wẽrĩticʉ niwĩ. Niꞌcã nʉmʉ bajudutia waꞌacʉ niwĩ. Õꞌacʉ̃ cʉ̃rẽ mia waꞌacʉ niwĩ.
GEN.5.25	Enoc macʉ̃ Matusalén Lamec wãmetigʉre macʉ̃ticʉ niwĩ. Lamec bajuácaterore Matusalén ciento ochenta y siete cʉ̃ꞌmarĩ cʉocʉ niwĩ. 
GEN.5.26	Beꞌro setecientos ochenta y siete cʉ̃ꞌmarĩ catinemocʉ niwĩ. Te cʉ̃ꞌmarĩrẽ ʉmʉa, numia põꞌrãtinemocʉ niwĩ. 
GEN.5.27	Matusalén cʉ̃ novecientos sesenta y nueve cʉ̃ꞌmarĩ cʉogʉ, wẽrĩcʉ niwĩ.
GEN.5.28	Beꞌro Matusalén macʉ̃ Lamec ciento ochenta y dos cʉ̃ꞌmarĩ cʉogʉ, macʉ̃ticʉ niwĩ. 
GEN.5.29	Cʉ̃ macʉ̃rẽ Noé
GEN.5.30+GEN.5.31	Noé bajuáca beꞌrore Lamec quinientos noventa y cinco cʉ̃ꞌmarĩ catinemocʉ niwĩ. Te cʉ̃ꞌmarĩrẽ ãpẽrã ʉmʉa, numia põꞌrãtinemocʉ niwĩ. Lamec setecientos setenta y siete cʉ̃ꞌmarĩ cʉogʉ, wẽrĩcʉ niwĩ.
GEN.5.32	Beꞌro cʉ̃ macʉ̃ Noé quinientos cʉ̃ꞌmarĩ cʉóca beꞌro, cʉ̃ põꞌrã Sẽ, Cã, Jafet bajuacãrã niwã.
GEN.6.1	Titare masã aꞌti diꞌtapʉre pãjãrã waro masãputicãrã niwã. Na põꞌrã numia añubutiarã numia nicãrã niwã. 
GEN.6.2	Õꞌacʉ̃ yarã nimiꞌcãrã na numiarẽ ĩꞌarã, “Añubutiarã numia nima”, ni ĩꞌacãrã niwã. Tojo weerã nanʉcʉ̃ noꞌo na ʉagore, na tʉꞌsagore nʉmoticũcãrã niwã. 
GEN.6.3	Õꞌacʉ̃ peꞌe aꞌtiro nicʉ niwĩ: “Yʉꞌʉ masãrẽ aꞌti nucũcãpʉ catinuꞌcũcã weesome. Na boacjãrã diaꞌcʉ̃ nima. Ciento veinte cʉ̃ꞌmarĩta catirãsama”, nicʉ niwĩ Õꞌacʉ̃.
GEN.6.4	Titare Õꞌacʉ̃ yarã nimiꞌcãrã, na masã põꞌrã numia meꞌrã nʉmoticã, na põꞌrã pacarã waro, tutuarã nicãrã niwã. Beꞌropʉ quẽꞌrãrẽ na pãrãmerã nituriarã pacarã nicãrã niwã. Dʉporocjãrã narẽ ucũrã, “Nipeꞌtirã ãpẽrã masã yʉꞌrʉoro tutuarã, tʉꞌomasĩrã nima”, nicãrã niwã.
GEN.6.5+GEN.6.6+GEN.6.7	Titare masã ñaꞌabutiaro weeseticãrã niwã. Ñaꞌarõ weese diaꞌcʉ̃rẽ wãcũcãrã niwã. Õꞌacʉ̃ na tojo weeseticã ĩꞌagʉ̃, narẽ ne tʉꞌsaticʉ niwĩ. “Yʉꞌʉ masãrẽ weeticã, añubopã”, ni wãcũcʉ niwĩ. Tojo ni, pũrõ bʉjawetise meꞌrã aꞌtiro nicʉ niwĩ: “Masã yʉꞌʉ weemiꞌcãrãrẽ cõꞌapeꞌocʉ̃ti. Tojo nicã waꞌicʉrã, nucũcãpʉ nirã́, wʉʉrã, nipeꞌtirãrẽ cõꞌapeꞌocʉ̃ti. Yʉꞌʉ pũrõ bʉjawetiꞌi. Yʉꞌʉ narẽ weeticã, añubopã”, nicʉ niwĩ.
GEN.6.8	Tojo nimigʉ̃, Noé cʉ̃ añurõ weesetisere ĩꞌagʉ̃, cʉ̃ meꞌrã pũrõ eꞌcaticʉ niwĩ.
GEN.6.9	Aꞌte Noé ye queti niꞌi.
GEN.6.9	Noé añugʉ̃ nicʉ niwĩ. Õꞌacʉ̃ cʉ̃ dutíꞌcaronojõta weeseticʉ niwĩ. Masã nipeꞌtirã waꞌteropʉre cʉ̃ diaꞌcʉ̃ Õꞌacʉ̃ ʉaronojõ niseticʉ niwĩ. 
GEN.6.10	Noé iꞌtiarã põꞌrãticʉ niwĩ. Sẽ, Cã, Jafet wãmeticãrã niwã. 
GEN.6.11	Ãpẽrã masã peꞌe Õꞌacʉ̃ ĩꞌacã peꞌema, ñaꞌase diaꞌcʉ̃ weecãrã niwã. Aꞌmewẽjẽse yʉꞌrʉa waꞌacaro niwʉ̃. 
GEN.6.12	Masã nipeꞌtirã ñaꞌarõ weesetirã diaꞌcʉ̃ nicãrã niwã. Na tojo weesetisere ĩꞌagʉ̃, 
GEN.6.13	Õꞌacʉ̃ Noerẽ́ aꞌtiro nicʉ niwĩ: “Yʉꞌʉ nipeꞌtirã masãrẽ cõꞌapeꞌocʉ̃ti. Na basu ñaꞌarõ weecã, aꞌti ʉmʉcopʉre aꞌmewẽjẽse yʉꞌrʉmajã waꞌaꞌa. Tojo weegʉ masã, diꞌtare miopeꞌocʉ̃ti. 
GEN.6.14	Tojo weegʉ mʉꞌʉ aꞌtiro weeya. Yucʉsʉ pajipjʉjo weeya. Yucʉgʉ añucjʉ cjasere mii, aꞌmedoꞌoya. Tiwʉ poꞌpeapʉre peje tucũrĩ weeya. Aco sãjãrĩ nígʉ̃, buꞌire, poꞌpeapʉ quẽꞌrãrẽ ope meꞌrã añurõ biꞌaya. 
GEN.6.15	Aꞌtocãꞌrõ pajipjʉ weeya. Ciento treinta y cinco metro yoapjʉ nirõsaꞌa. Eꞌsaro peꞌe veintidos metro, ape metro deco nirõsaꞌa. Ʉꞌmʉarõ peꞌema trece metro, ape metro deco ʉꞌmʉapjʉ nirõsaꞌa. 
GEN.6.16	Iꞌtia casatipjʉ weeya. Tiwʉ dʉposãrĩpʉre añurõ moꞌaña. To moꞌaꞌcaro docare boꞌreyuse sãjãtjore dʉꞌaya. Niꞌcã metro deco dʉꞌabaqueꞌaya. Tojo nicã niꞌcã sope sãjãtji sopere weeya. 
GEN.6.17	Yʉꞌʉ aꞌti diꞌtare miogʉ̃tigʉ weeꞌe. Nipeꞌtirã aꞌti diꞌtacjãrã catise cʉorãnojõ mirĩ, wẽrĩpeꞌtia waꞌarãsama. 
GEN.6.18	Yʉꞌʉ mʉꞌʉ meꞌrã pũrĩcãrẽ añurõ wee, apogʉti. Mʉꞌʉ, mʉꞌʉ nʉmo, mʉꞌʉ põꞌrã ʉmʉa, na nʉmosãnumia meꞌrã tiwʉpʉre sãjã́árãsaꞌa. 
GEN.6.19	Tojo nicã, mʉꞌʉ tiwʉpʉre aꞌticʉrã waꞌicʉrãrẽ miisãagʉ̃saꞌa. Nipeꞌtirã waꞌicʉrã aꞌti diꞌtapʉ nirãnʉcʉ̃ niꞌcʉ̃ ʉmʉ, niꞌcõ numio miisãagʉ̃saꞌa. Na, mʉsã meꞌrã nirãsama. Tojo weerã mʉꞌʉ meꞌrã waꞌicʉrã yʉꞌrʉwetirãsama. 
GEN.6.20	Mʉꞌʉ meꞌrã pʉarẽrã sãjã́árãsama. Waꞌicʉrãnʉcʉ̃, wʉʉrã, bʉarã, diꞌtapʉ sĩꞌcõsijarã quẽꞌrã sãjã́árãsama. Mʉꞌʉ weronojõta na quẽꞌrã yʉꞌrʉwetirãsama. 
GEN.6.21	Tojo nicã mʉꞌʉ tiwʉpʉ nígʉ̃ baꞌatjere miaña. Na waꞌicʉrã baꞌatje quẽꞌrãrẽ miaña”, nicʉ niwĩ Õꞌacʉ̃.
GEN.6.22	Noé nipeꞌtisere Õꞌacʉ̃ weedutiꞌcaronojõta weecʉ niwĩ.
GEN.7.1+GEN.7.2	Beꞌro Noerẽ́ Õꞌacʉ̃ aꞌtiro nicʉ niwĩ: “Nipeꞌtirã aꞌtocaterocjãrã masã ñaꞌarã nima. Mʉꞌʉ niꞌcʉ̃ta yʉꞌʉ dutisere queoro weegʉ́ niꞌi. Tojo weegʉ mʉꞌʉ acawererã meꞌrã yucʉsʉpʉ sãjãña. Waꞌicʉrã yʉꞌʉre ʉ̃jʉ̃amorõpeoajãrẽ siete ʉmʉa, siete numia tiwʉpʉre miisãaña. Ãpẽrã waꞌicʉrã baꞌatirãnojõ peꞌema nanʉcʉ̃ ʉmʉ, numio miisãaña. 
GEN.7.3	Mirĩcʉ̃a quẽꞌrãrẽ na ye cururinʉcʉ̃ siete ʉmʉa, siete numia miisãaña. Mʉꞌʉ tojo weecã, aꞌti nucũcãpʉre bajudutisome. 
GEN.7.4	Siete nʉmʉrĩ beꞌro acoro pejanʉꞌcãcã weegʉti. Cuarenta ʉmʉcori, cuarenta ñamirĩ
GEN.7.5	Noé nipeꞌtisere Õꞌacʉ̃ cʉ̃ weedutiꞌcaronojõta weecʉ niwĩ.
GEN.7.6	Titare diꞌta mirĩcaterore Noé seisciento cʉ̃ꞌmarĩ cʉocʉ niwĩ. 
GEN.7.7	Dia mirĩsere yʉꞌrʉwetirãti nírã, Noé, cʉ̃ nʉmo, cʉ̃ põꞌrã ʉmʉa, na nʉmosãnumia meꞌrã tiwʉ yucʉsʉjopʉre sãjãacãrã niwã. 
GEN.7.8	Na waꞌicʉrã nipeꞌtirã Õꞌacʉ̃rẽ ʉ̃jʉ̃amorõpeoajã, baꞌatirãnojõ, wʉʉrã, bʉarã, diꞌtapʉ sĩꞌcõsijarã 
GEN.7.9	Noé meꞌrã sãjãacãrã niwã. Õꞌacʉ̃ cʉ̃ dutiꞌcaronojõta waꞌicʉrã curarinʉcʉ̃ ʉmʉ, numio sãjãacãrã niwã.
GEN.7.10	Õꞌacʉ̃ cʉ̃ níꞌcaronojõta siete nʉmʉrĩ beꞌro acoro pejanʉꞌcãcaro niwʉ̃. 
GEN.7.11	Titare Noé seiscientos cʉ̃ꞌmarĩ cʉori curare maꞌma cʉ̃ꞌma nʉꞌcãrĩ mujĩpũ beꞌro cja mujĩpũ diecisiete nʉmʉrĩ ejari cura pejanʉꞌcãcaro niwʉ̃. Dia pajiri maa poꞌpeapʉ aco wijase peri pãrĩpeꞌtia waꞌacaro niwʉ̃. Aco ʉꞌmʉarõpʉ nise quẽꞌrã pajibutiaro pejacaro niwʉ̃. 
GEN.7.12	Cuarenta ʉmʉcori, cuarenta ñamirĩ aꞌti diꞌtapʉre pejacaro niwʉ̃. 
GEN.7.13	Aco pejanʉꞌcãrĩ nʉmʉrẽ Noé tiwʉjopʉre cʉ̃ nʉmo, cʉ̃ põꞌrã Sẽ, Cã, Jafet, na nʉmosãnumia sãjãacãrã niwã. 
GEN.7.14	Na meꞌrã nipeꞌtirã waꞌicʉrã, ecarã, bʉarã, diꞌtapʉ sĩꞌcõsijarã, mirĩcʉ̃a, nipeꞌtirã wʉʉrã, te curarinʉcʉ̃ sãjãacãrã niwã. 
GEN.7.15	Na waꞌicʉrã pʉarẽrã Noé meꞌrã tiwʉpʉre sãjãacãrã niwã. 
GEN.7.16	Õꞌacʉ̃ Noerẽ́ dutiꞌcaronojõta na waꞌicʉrã curarinʉcʉ̃ ʉmʉ, numio sãjãacãrã niwã. Beꞌro na nipeꞌtirã sãjã́ca beꞌro Õꞌacʉ̃ sopere biꞌacãꞌcʉ niwĩ.
GEN.7.17	Cuarenta nʉmʉrĩ acoro pejacaro niwʉ̃. Siapeꞌe meꞌrã diꞌta mirĩa waꞌacaro niwʉ̃. Tojo weero tiwʉ yucʉsʉ wãꞌcãpaꞌa waꞌacaro niwʉ̃. 
GEN.7.18	Aco aꞌti diꞌtapʉre mirĩyʉꞌrʉa waꞌacaro niwʉ̃. Tiwʉ acopʉ paꞌsacusiacaro niwʉ̃. 
GEN.7.19	Te aco nipeꞌtise ʉ̃rʉ̃pagʉ ʉꞌmʉasepagʉre yʉꞌrʉmʉjã waꞌaꞌcaro niwʉ̃. 
GEN.7.20	Te aco ʉ̃rʉ̃pagʉre siete metros yʉꞌrʉmʉjãnemocaro niwʉ̃. 
GEN.7.21	Tojo waꞌacã, masã aꞌti ʉmʉcopʉ nimiꞌcãrã mirĩpeꞌtia waꞌacãrã niwã. Mirĩcʉ̃a, waꞌicʉrã, ecarã, bʉarã, diꞌtapʉ sĩꞌcõsijarã mirĩpeꞌtia waꞌacãrã niwã. 
GEN.7.22	Nipeꞌtirã diꞌtapʉ nirã́, catise cʉomiꞌcãrã wẽrĩpeꞌtia waꞌacãrã niwã. 
GEN.7.23	Noé, tojo nicã cʉ̃ meꞌrã tiwʉpʉ sãjãaꞌcãrã diaꞌcʉ̃ yʉꞌrʉcãrã niwã. Ãpẽrã tiwʉpʉ sãjãatiꞌcãrãpʉa masã, waꞌicʉrã, ecarã, mirĩcʉ̃a, bʉarã, diꞌtapʉ sĩꞌcõsijarã mirĩ, wẽrĩpeꞌtia waꞌacãrã niwã. 
GEN.7.24	Te aco ciento cincuenta nʉmʉrĩ diꞌtapʉre wetiro marĩrõ nicaro niwʉ̃.
GEN.8.1	Na tiwʉpʉ nirĩ cura, Õꞌacʉ̃ Noerẽ́, waꞌicʉrã, cʉ̃ meꞌrã nirãrẽ wãcũcʉ niwĩ. Tojo weegʉ te acore wetidijato nígʉ̃, wĩꞌrõ wẽecã weecʉ niwĩ. Cʉ̃ tojo weese meꞌrã dia wetidijanʉꞌcãcaro niwʉ̃. 
GEN.8.2	Aco, dia pajiri maa poꞌpeapʉ wijase peri biꞌa waꞌacaro niwʉ̃. Tojo nicã, ʉꞌmʉarõpʉ pejaꞌque quẽꞌrã pejaduꞌucaro niwʉ̃. 
GEN.8.3	Tojo weero dia pajiri maa wetidijaro weecaro niwʉ̃ majã. Ciento cincuenta nʉmʉrĩ aco pejanʉꞌcãca beꞌro dia wetidijacaro niwʉ̃. 
GEN.8.4	Ti cʉ̃ꞌmarẽta seis mujĩpũrĩ beꞌro cja mujĩpũ diecisiete nirĩ nʉmʉ tiwʉ yucʉsʉjo ʉ̃rʉ̃pagʉ Ararat wãmetisepagʉ buꞌipʉ wetiweepejacaro niwʉ̃. 
GEN.8.5	Dia wetidijanuꞌcũcaro niwʉ̃. Nueve mujĩpũrĩ beꞌro cja mujĩpũ nimʉꞌtãrĩ nʉmʉ nicã, ʉ̃rʉ̃pagʉ yapari bajuanʉꞌcãcaro niwʉ̃.
GEN.8.6	Cuarenta nʉmʉrĩ beꞌrore Noé sope cʉ̃ wééca sopere pãocʉ niwĩ. 
GEN.8.7	Pãotojanʉꞌcõ, niꞌcʉ̃ yuca weronojõ bajugʉ ñigʉ̃, cuervo wãmetigʉre ti sopepʉ duꞌuwĩrõcʉ niwĩ. Cʉ̃ nipeꞌtiropʉ wʉʉcusiacʉ niwĩ. Téé diꞌta bajucãpʉ wʉʉcusiatʉocʉ niwĩ. 
GEN.8.8	Beꞌro, diꞌta bajutojati nígʉ̃, bujare duꞌuoꞌócʉ niwĩ. 
GEN.8.9	Buja peꞌe ne cʉ̃ ejapejacjʉre bocaticʉ niwĩ. Dia ne wetidijapeꞌtiticaro niwʉ̃ yujupʉ. Tojo weegʉ buja Noé tiropʉ dajacãꞌcʉ niwĩ. Noé cʉ̃ omocãrẽ sĩowĩrõ, bujare ñeꞌe, tiwʉpʉta apaturi miisõrõcãꞌcʉ niwĩ.
GEN.8.10	Cʉ̃ siete nʉmʉrĩ yucuecʉ niwĩ. Beꞌro apaturi bujare duꞌuoꞌócʉ niwĩ tja. 
GEN.8.11	Naꞌiqueꞌari cura buja cʉ̃ ẽꞌquẽapʉ niꞌcã pũrĩ olivo wãmeticjʉ pũrĩ cʉoꞌcʉ, Noé tiropʉ dajacʉ niwĩ. Tojo weegʉ Noé “Dia wetidijarota weesaꞌa”, ni masĩcʉ niwĩ. 
GEN.8.12	Tojo nimigʉ̃, siete nʉmʉrĩ yucuenemocʉ niwĩ. Apaturi bujare oꞌócʉ niwĩ tja. Ti nʉmʉ waꞌaꞌcʉpʉta buja ne dajaticʉ niwĩ majã.
GEN.8.13	Titare Noé seiscientos uno cʉ̃ꞌmarĩ cʉogʉ nicã, dia añurõ wetipeꞌticaro niwʉ̃ majã. Maꞌma cʉ̃ꞌma nimʉꞌtãrĩ nʉmʉ nicã Noé tiwʉ yucʉsʉjo moꞌaꞌcarore pãacʉ niwĩ. Tore pãa, diꞌtare ĩꞌacʉ niwĩ. Diꞌta boporo weecaro niwʉ̃. 
GEN.8.14	Ape mujĩpũ veintisiete nirĩ nʉmʉ nicã, diꞌta añurõ bopoa tojacaro niwʉ̃. 
GEN.8.15	Tojo weegʉ Õꞌacʉ̃ Noerẽ́ aꞌtiro nicʉ niwĩ: 
