MAT.1.1	Dabíii, Aavaráaa, íjcyámútsiúvúj tsɨɨménémúhaabéhjáa Jetsocríjtó íjcyáábé ɨhdé múnáaúvú ílluúme:
MAT.5.16	Ahdu ámuha menééme ihdyu óvíi ɨ́mɨáánéré ámuha meméénúnetu mébóhówaúcunú teene iájtyúmɨ́ne tsijtye iávyéjújtso dúúrúvaméré níjkyéjɨri íjcyaabe Méécáánikye.
MAT.5.17	Álliúúmé ihdyu méɨjtsúcunúdí Píívyéébé taúhbajuu, dííbyé ihjyú uubálle múnaápe úwáábohíjcyanéhjɨɨ, íjcyane o tútávajtsóvaabe o tsááneé. Muuráhjáa ihdyu o tsáá muhdú teene taúhbaju néhijcyáné ímíñeúvú mɨ́amúnáadívú o bóhówájtsoki. 
MAT.5.18	Aane ɨ́mɨáánetúré ámúhakye o néé muurá Píívyéébé taúhbaju tsá múijyú wágóóóvéityú páneere níjkyéjɨma ííñujɨ wágóóóvérónáaáca. Muurá páneere dííbyé waajácúháámɨtu néhíjcyanéhjɨ́ pájtyeé muhdú tene néhijcyádújuco. 
MAT.5.19	Muurá tsaate dííbyé taúhbajúúnetu ɨ́ɨhtsúnéwu íjcyaróné cáhcújtsotúmé múhdurá dárɨ́ɨ́vehíjcyámé tsá ávyejúúllémeíityú dííbyé avyéjuvu. Áánetu panéváré dííbyé taúhbajúúné ímí cáhcujtsómé téjɨjtójuco mɨ́amúnáake úwáábohíjcyámé dííbyé avyéjú níjkyéjɨri íjcyanévú avyéjúúlléméiíhi. 
MAT.5.20	Muurá ɨ́mɨááné ámúhakye o néé eene taúhbajúúné uwáábojtémá paritséómú múhdurá ícyahíjcyádú ámuha meíjcyáhajchíí tsá múijyu ámuha meíjcyáityú Píívyéébé avyéjúejte.
MAT.5.21	Muurá ámuha méwaajácú éíjyuúvúu ámúhá ɨhdé múnáaúvuke íllu némeíñe: “Tsá múu mɨ́amúnáake dsɨ́jɨ́vétsotúne. Muurá tehdu néémema ɨhnáhooíñé tene ímíbájchómeíñe.” 
MAT.5.22	Áhdure ámúhakye o néé tsaate íñahbéjtedívú cáyobáávatéróné muurá téhdure ápíchó diityé hallúri. Áhdure idyé tsaaté ehdɨ́ɨ́vá tsijtye néhajchíí diityémá ímítyúné ímibájchojte teene ímíbájchoóhi. Áhdure tsíjtyeke ávyéta néhní úhbámé hallúrí ápíchó teene cúújúwá pañévú ditye wágóóóvéiyóne.
MAT.5.23+MAT.5.24	Áánéllii múu díñahbéébema ímityúné ámuhtsi medárɨ́ɨ́véjcatsíhajchíí ímíbáchójcatsíhi. Áijyu ihdyu Píívyéébeke dúúrúvámeíhíjcyátsihvu tsíeméné u tsájtyéneri u dúúruváné ímí ɨjtsúcunúúbe.
MAT.5.25	Téhdure múu tsaatémá ámuha ímítyunéhjɨ́ ditye ímíbájchóhullévú metsátyéjcatsíhajchíí téhullévú iúújetétúné ɨhde ímíñeúvú cánáájánújcatsí ávyéjujtédívú ámuha mecúvéhoojánútsójcatsítyuki. 
MAT.5.26	Ɨ́mɨáánetúré ámúhakye o néé tsá muurá cúvéhóójatu ámuha meíjchívyéítyuró páneere ámuha maáhdótúhajchííjyu.
MAT.5.27	Tsúúca muurá ámuha méwaajácú éhnéhjáa éíjyuúvú méɨhdé múnáaúvuke Píívyéébe íllu úwaabóne: “Tsá múu ihdícyámema dómácójcatsítyúne.” 
MAT.5.28	Áhdure idyé ámúhakye o néé muurá tsaapi pevénéré tsáápílledi úmúúpívyérónáa tsúúca dííllema múu dómácójcatsídyú ímityúné méénuube ɨ́ɨ́jtsaméí pañe.
MAT.5.29	Ahdícyane díhyállúuri u ɨ́ɨ́téneri ímityúné u méénúíyóneri u úmúúpivyéhajchíí múu waagóó teéu. Óvíjyuco ihdyu tsau díhyálluu u wájyúrou wágóoovéné u ímíjpyeté tsáijyu múúne páneere díjpi ímí nééroobe cúújúwá pañévú u wágóóóvénáaáca. 
MAT.5.30	Áhdure díhyójtsɨri ímityúné u méénune uke tútávátsóhajchíí múu waagóó téhojtsɨ. Óvíjyuco ihdyu téhojtsɨ u wájyúrohójtsɨ́ wágóoovéné u ímíjpyeté tsáijyu múúne páneere díjpi ímí nééroobe cúújúwá pañévú u wágóóóvénáaáca.
MAT.5.31	Áhdure muurá tsúúca ámuha méwaajácú ámúhá ɨhdé múnáaúvukée Píívyéébe Moitséeúvuj tééveri íllu úwaabóne: “Tsaapi múu méwakye ɨɨ́hvéjtsócooca díílleke ajcú teene úúbálléné waajácúhaamɨ́vu.” 
MAT.5.32	Árónáa ámúhakye o néé muurá tsaapi méwakye ímítyunévú méénutsó tsíjpiima ícyahíjcyátúrólleke dibye ɨ́hvéjtsolle tsíjpiikye tájɨ́váneri. Áhdure diibye díílleke táábávaabe ímityúné meenú méwamájɨ́ɨ́ tsíjpí táábama iíjcyáneri.
MAT.5.33	Áhdure idyé muurá ámuha méwaajácú éíjyuúvúu ámúhá ɨhdé múnáaúvuke Píívyéébe Moitséeúvuj tééveri íllu úwaabóne: “Tsane múu ɨ́mɨáánetúré imyéénuíñé Píívyéébe lléébónáa dííbye mémé idyómajcóné meenú muhdú iñéhdújuco.” 
MAT.5.34	Árónáa ámúhakye o néé téeméné ámuha meméénútuki. Tsá múu néétune: “Bo óvíi níjkyejɨ muhdú ijcyá o állíhajchííjyu.” Muurá Píívyéébé avyéjúré teéne. 
MAT.5.35	Áhdure tsá múu néétune: “Bo óvíi ííñujɨ muhdú ijcyá o állíhajchííjyu.” Muurá Píívyéébe éhnéré idyé teene ííñujɨ. Áhdure idyé tsá múu néétune: “Bo óvíi Jerotsaréé muhdú ijcyá o állíhajchííjyu.” Muurá Píívyéébe ɨ́htsútuube ávyéjuube íjcyáábe cóómíyé técoómi. 
MAT.5.36	Áhdure idyé díhñíwau íjcyáróutu tsá múu néétune: “Bo óvíi muhdú táhníwau ijcyá o állíhajchííjyu.” Muurá u nééjuri tsá tsájɨ́ubáré llíjcyáítyuró díhñíwácotu. Áhdure tsá tsájɨ́ubáré cúúvenúítyuró u nééjuri. 
MAT.5.37	Áánéllii múu ɨ́mɨáánéjuco íjcyane ápáhajchíí nééhií: “Éée ɨ́mɨááné tehdújuco teéne.” Áánetu ɨ́mɨááné íjcyatúné múu ápáhajchíí nééhií: “Tsáhaá tehdu néénejɨ́ɨ́vari.” Ehdu iíhjyuváné tsá múu éjkétsotú Píívyéébedítyu. Muurá tehdu meíhjyuváné Naavénedítyúré tsááhií.
MAT.5.38	Áhdure muurá ámuha méwaajácú éíjyuúvúu ámúhá ɨhdé múnáaúvuke tsiiñe Píívyéébe Moitséeúvuj tééveri íllu úwaabóne: “Tsáápiikye íhyálluu tsijpi bóhdúcúúbé hálluu téhdure bóhdúcúúveéhi. Áhdure tsáápí ihwájɨ́ wápíyuúcúúbeéhjɨ́ wápíyúúveéhi.” 
MAT.5.39	Árónáa ihdyu ámúhakye o nééhií: Tsá múu ámúhakye ímityúné tsaate dárɨ́ɨ́véhajchíí pɨ́ámeítyúne. Áhdure tsaate ámúhakye méénúhajchíí tsá múu pɨ́ámeítyúne. 
MAT.5.40	Áhdure idyé tsaate ámúhama tsane iímíbájcho ɨpɨ́úvámedítyú ámúhá caaméeja dójtúcúhajchíí múu ɨɨná néétuméré ɨ́hvejtsó téhdure hállúeja ámúhá tsuucójá dibye itsájtyeki. 
MAT.5.41	Téhdure tsaate ámúhakye ‘múúhá pííchutátú múúhakye mépɨáábó wahájchotáwu’ néhajchíí múu tsajtyé diityémá ehnííñevújuco. 
MAT.5.42	Áhdure tsaate ámúhakye tsííñé pɨáábó táúmeíhajchíí múu pɨ́aabóhi. Áhdure tsaate ámúhakye tsíeméné bóónétu ióómíchoíñé táúmeíhajchíí múu ajcúhi.
MAT.5.43	Muurá ámuha méwaajácú mɨ́amúnaa íllu úwáábócatsíhijcyáne: “Uke wájyúmemáyé múu wajyújcatsíhi. Áánetu uke múnáátsohíjcyámeke tsá múu wájyutúne.” 
MAT.5.44	Árónáa ámúhakye o nééhií: Ámúhakye múnáájtsórómeke múu wajyúhi. Áhdure ámúhakye múhdurá dárɨ́ɨ́vérómé hallúvú múu pɨááboju táúmeí Píívyéébeke. 
MAT.5.45	Áijyu ihdyu ámuha méíjcyaá ɨ́mɨááné ámúháj Caani níjkyéjɨri íjcyáábej tsɨ́ɨ́me. Diibye muurá núhbake ájchutsó pámeere ímítyúróméhjɨma ɨ́mɨáámélliíhye. Áhdure nííjyaba állétsohíjcyaabe ɨ́mɨájɨ́jtó úráávyehíjcyámema téjɨjto úráávyehíjcyátúrómélliíhye. 
MAT.5.46	Muurá ámúhakye wájyúmekéré ámuha mewájyúhajchíí tsá ɨ́mɨá wájyú tene íjcyatúne. Ehdu ámuha mewájyújcatsíñé tsá Píívyéébe ímí ámúhadívú ɨ́jtsúcunútúne. Muurá ímityúmé íjcyarómé téhdure diityéké wájyúmeke wajyúhi. 
MAT.5.47	Áhdure ámúhakye ímí náhbévahíjcyámemáyé ímí ámuha meíhjyúváhajchíí tsá ámuha ɨ́mɨáámé meíjcyatúne. Muurá téhdure Píívyéébeke wáájácúturómé ímí iíjcyámema ímí ihjyúvájcatsíhi. 
MAT.5.48	Ahdícyane ɨ́mɨááméré múu ijcyá ámúháj Caani níjkyéjɨri íjcyaabe ɨ́mɨáábé íjcyadu.
MAT.6.1	Tsá múu mɨ́amúnaa ámúhadi iúllévenúkíyé méénutú ɨ́mɨájɨ́jtó ámuha meúraavyéne. Muurá tehdu ámuha meméénúhajchíí níjkyéjɨri íjcyaabe ámúháj Caani tsá ímí ámúhakye ɨ́jtsúcunúityúne.
MAT.6.2	Áánéllii múu ɨ́dáátsómeke ɨpɨ́aabóné tsá úbálléjcatsítyú eene ímityúmé bañú múnaa íjcyame méénuhíjcyádu. Diitye muurá teene méénuhíjcyá pihcyáávejááné pañévú, ulléjɨjtónéj pɨɨnévú, mɨ́amúnaa ɨ́mɨáámé ditye íjcyane ɨɨ́jtsúcunúkíye. Aane téénetu ámúhakye ɨ́mɨáánetúré o néé ápááñéré tééne áhdójuco íjcyane mɨ́amúnaa diityéké dúúrúvahíjcyáne. 
MAT.6.3	Áánéllii múu tsaatéké pɨ́aabó téévéneúvúre. 
MAT.6.4	Áijyu ihdyu ámúháj Caani pane wáájácuube ímí ámuha meméénuhíjcyáné ɨɨ́ɨ́téne tééne áhdó ámúhakye pɨ́ááboóhi.
MAT.6.5	Áhdure tsá múu Píívyéébema ámuha meíhjyúvácooca eene diitye ɨ́mɨáámeúvúdú bañú múnaa íjcyame méénuhíjcyádú méénutúne. Muurá eene pihcyáávejááné pañévú ulléjɨjtóné úniúvú Píívyéébema ihjyúvahíjcyámé mɨ́amúnaa ɨɨ́ɨ́térokíye. Aane ɨ́mɨáánetúré diityédítyú ámúhakye o néé ápááñéré tééné áhdójuco íjcyane mɨ́amúnaa diityéké dúúrúvahíjcyáne. 
MAT.6.6	Áánéllii ihdyu múu dííbyema iíhjyúvácooca ɨ́mɨjcóhó pañévú iwátáháávéne ihjyúvá múha wáájácútúnáaáca. Áijyu ihdyu ámúhakye pɨ́áábóiíbye.
MAT.6.7	Áhdure idyé tsá múu ihdícyanéhjɨ́ré íhjyúvatú dííbyema iíhjyúvácoóca. Pane tsá múu bɨwáánéré wápɨhtsúcuhíjcyatú dííbyeke wáájácutúmé méénuhíjcyádu. Muurá ɨtsúcunúhijcyámé ditye bɨwáánéré wápɨ́htsánuhíjcyánetu dibye diityéké illéébóne áñújcúiyóne. 
MAT.6.8	Ahdícyane tsá múu diityédú néétune. Muurá ihdyu Méécááni tsúúca waajácú ɨɨná méhdityu pɨ́htone dííbyekéi metáúmeítyúrónáaáca. 
MAT.6.9	Áánéllii múu íllu ihjyúvá dííbyema:
MAT.6.9	Múúháj Caáni níjkyéjɨri u íjcyaábej, uke muha máávyéjujtsó dúúrúvamére. 
MAT.6.10	Aabe ihdyu díavyéjuvu múúhakye dúúcúne u ímillédú múúhakye túkevéjtso ííñújɨri muha meíjcyámeke muhdú níjkyéjɨri u méénuhíjcyádu. 
MAT.6.11	Aabe ihdyu óvíi múúhakye majchóvú ú ácuhíjcyá paíjyuváré tééne tájpí muha meíjcyaki. 
MAT.6.12	Áhdure muha ímityúné meméénuhíjcyáné múúhadi dɨ́dáátsóvéne dábajɨ́ɨ́vé múúhakye ímityúné méénuhíjcyámedi muha meɨ́dáátsóvéne teene maábájɨ́ɨ́vehíjcyádu. 
MAT.6.13	Áhdure múúhakye ɨ́hvéjtsótuubéré pɨ́áábohíjcyá mávaríjchojúúnevu muha metáhjátsámeítyuki. Muurá ɨ́htsútuube múijyú muhdú u íjcyáítyuube páné avyéjuubéré ú ijcyáhi. Áyu tehdújuco. Ehdu múu Píívyéébema ihjyúváhi.
MAT.6.14	Ahdícyane muurá ámúháj Caani níjkyéjɨri íjcyaabe ámúhadi ɨɨ́dáátsóvéne ábájɨ́ɨ́veé ámuha ímityúné meméénuhíjcyáné tsijtye ámúhama ímityúné méénuhíjcyáné diityédí ámuha meɨ́dáátsóvéne maábájɨ́ɨ́véhajchííjyu. 
MAT.6.15	Áánetu ámuha diityédí meɨ́dáátsóvétúhajchíí téhdure tsá dibye ámúhadi ɨ́dáátsóvéityúne.
MAT.6.16	Áhdure múu ámuha tsáijyu dííbyema meíhjyúva majcho maáwácooca tsá kehdóvéméhjɨúvú íjcyatú eene bañú múnaa íjcyame mɨ́amúnaa iúllévenúkíyé ícyahíjcyádu. Muurá ɨ́mɨáánetúré o néé apááñéré tééne áhdójuco íjcyane mɨ́amúnaa diityédí úllévenúhijcyáne. 
MAT.6.17+MAT.6.18	Ahdícyane dííbyema ámuha meíhjyúva majcho maáwácooca tsá múu boohówáneúvú méénutúne. Óvíi ihdyu dííbyere ámúháj Caani waajácú tehdújuco ámuha meméénuhíjcyáne. Áijyu muurá ámúhakye pɨ́áábóiíbye.
MAT.6.19	Tsá múu ííñújɨri iéhnéváíyóneri tsúúrámeítyú múhajchótá tééne tájpí ámuha meíjcyáíyóneríjɨ́ɨ́vari. Muurá ámuha tééne tájpí meíjcyáronéhjɨ́ ámúhadívú tútávááveéhi. Áhdure naní múnaa ámúhadívú ɨ́cúbáhraáhi. 
MAT.6.20	Áánéllii múu tsúúrámeí níjkyejɨ́vú Píívyéébe ámúhakye ávyéjuutétsóíñeri. Teene ihdyu tsá múijyú muhdú ámúhadívú íjcyáityúne. Áhdure tsá téhulle naní múnaa íjcyáityú ámúhá avyéjú ámúhadívú tútávájtsóiyóme. 
MAT.6.21	Muurá kénejcú éhnííñevu ímí ámúhakye pájtyénéjcuríyéjuco ámuha meɨ́ɨ́jɨ́veíñe.
MAT.6.22	Muurá ámúhá hálluúúné peetédú nééneri ámuha ɨ́mɨáánéré meɨ́ɨ́téneri metsúúrámeíhajchíí teene ámúhadítyú bóhówaúcúnuúhi. 
MAT.6.23	Áánetu ímityúnéré ámuha meɨ́ɨ́téneri metsúúrámeíhajchíí téénetúré ámuha mébóhówaúcúnuúhi. Áijyu muurá Píívyéébé icyánéjcúejte ámuha meíjcyaróné tsáhájuco wáájácúmeíityú ílluréjuco ámuha metútáváávénélliíhye.
MAT.6.24	Tsá muurá tene ímíítyuró míítyétsikye ámuha maávyéjuubéváne. Muurá tsáápiikyéré ímí ámuha méɨ́ɨ́cúvéiyá cáábyeké éhnííñevu ámuha mewájyúúbeke. Áánetu tsijpíiyo ɨ́ɨ́cúvérátuube imíchi ámuha mewájyútuúbe. Ehdu néénéllii tsá tene ímityú Píívyéébeke meúraavyémé metsúúrámeíñé mítyane meéhnéváíyóneri.
MAT.6.25	Ahdícyane ámúhakye o néé tééne tájpí ámuha meíjcyáneríyé meíjyácunútu majchoo, adoo, wájyamuu, íjcyáneri. ¿Aca páneere ɨɨná ámúhadi íjcyáne tájpí tsaímíyé ámuha méíjcyáiyáhi? Tsáhaá, muurá ijcyáné tsane tééne tájpí éhnííñevu ímí meíjcyane. 
MAT.6.26	Cáhawáá méɨjtsúcunu wahpéjteke bajtsóubáré múijyú méénútúrómeke diibye ámúháj Caani níjkyéjɨri íjcyaabe máchótsohíjcyáne. Aanéjɨ́ɨ́ muurá diityé ehnííñevu ámuha mɨ́amúnaa méwajyúmeíhi. Áámeke ámúhakye Píívyéébe tsá ɨ́ɨ́netú pɨ́htótsóityúne. 
MAT.6.27	¿Aca íjcyaabe tsaapi ámúhadítyú iiye éhnííñevu cáámenútsámeííyoóbe? Íjcyáábejɨ́ɨ́vari.
MAT.6.28	Aanéjɨ́ɨ́ óvíjyacóóné ámuha meɨ́jtsámeíhijcyáné ámuha mewájyamúúváíyóneri. Cáhawáá méɨjtsúcunu wajcóháñé múhdutú píívyehíjcyáné pevétáré íjcyaróne. 
MAT.6.29	Muuráhjáa ávyéjuube Tsaromóó tsijtye ávyéjujté ehnííñevu íjcyáróóbé avyéjú wajyámu ímí tsá úújetétú teene wajcóháñe ímivu. 
MAT.6.30	Ehdu muurá Píívyéébe tsaímíyé téhmehíjcyá wajcóháñé wahájchotáré ímiñe íllúhwuúré tsúúca chémene. Aabéjɨ́ɨ́ awáá muurá ámúhakye éhnííñevu tsaímíyé téhmeéhi. Ehdu teéne, ámuúha cáhcujtsópítyúné mɨ́amúnaaj. 
MAT.6.31	Ehdu muurá páneere Píívyéébe tájpíyé ijcyáhi. Áánéllii tsá múu néétune: ¿Aca ɨɨná íñe mémájchoóhi? ¿Aca ɨ́ɨ́nemá íñe méwajyámú méújcuúhi? Tsá múu ehdu ɨ́jtsámeítyú Píívyéébe íjcyátúcoocájɨ́ɨ́vari. 
MAT.6.32	Muurá ihdyu Píívyéébeke cáhcújtsotúmé ehdu ɨ́jtsámeíhi. Áánetu tsá ámuha tehdu menéjúcootúne. Muurá ámúháj Caani níjkyéjɨri íjcyaabe waajácú ɨɨná ámúhadítyú pɨ́htone. Aabe ihdyu ámúhakye pɨ́ááboóhi. 
MAT.6.33	Áánéllii múu tsane ámúhadítyú pɨ́htóróneri ɨ́ɨ́cúvetúmé tsúúrámeíhijcyá múhdutú tsaímíyé Píívyéébeke iúráávyéne dííbyé avyéjuvu iúcáávéíyóneri. Áijyu muurá tsá ámúhakye dibye ɨ́ɨ́netú pɨ́htótsóityúne. 
MAT.6.34	Áánéllii tsá múu ɨ́jtsámeítyú muhdú ámúhá úmɨwa íjcyáneri. Múu iíjcyájcóójɨri muhdú iíjcyáneríyé ɨ́jtsámeíhi. Muurá Píívyéébe ámúhakye pɨ́áábohíjcyaá panévatúré pajcóójɨváre.
MAT.7.1	Ahdícyane tsá múu tsijtye múhdurá íjcyáneri íhjyúvatú Píívyéébe ámúhakye iñéétu téhdure ímityúmé ámuha meíjcyane. 
MAT.7.2	Muurá tsíjtyeke ámuha ímityúné medárɨ́ɨ́véhajchíí téhdure ámúhakye Píívyéébe méénuú muhdú ámuha diityéké meméénuhíjcyádu. 
MAT.7.3	¿Aca ɨ́veekí ámuha méijyácunúhijcyá ámúhá nahbémú hálluúúné pañe wááhyéwuúné íjcyáneri ámúhá hálluúúné pañe úménebááné íjcyane wáájácúmeítyúme? 
MAT.7.4	Muura úménebááné ámúhá hálluúúné pañe íjcyame tsá ámúhá nahbémuke ámuha menééítyuróne: “Cána muha ámúhakye mebóhdo eene wááhyene ámúhá hálluúúné pañe íjcyane.” 
MAT.7.5	¡Ávyeta bañú múnaa ámuha meíjcyame pánehjɨ́dú ɨ́mɨáámeúvúdú ámuúha! Tujkénú méwaagóoméí eene úménebááné ámúhá hálluúúné pañe íjcyane botsíi ímí ámuha máájtyumɨ́mé mebóhdo teene wááhyene ámúhá nahbémú hálluúúné pañe íjcyane. Ehdu nééne tsá múu tsaate wahdɨ́ɨ́váné imítyúwu méénúneri íjyácunútú tsáijyu múu éhnííñevu ímityúné ámuha meméénuhíjcyáme.
MAT.7.6	Tsá muurá ámuha ɨ́mɨáánevu oohímyeke maájcúítyuró bóónétu íllure ámúhakye dɨ́gújcúíyómeke. Áhdure muurá tsá ícyááve méénímudívú ámuha mepóvɨhjúcúítyuró íllure téuhjɨ tádɨ́rɨ́hcóíyómedívu. Ehdu nééne tsá múu ɨ́mɨáájú Píívyéébé uwááboju bañúháñé úwáábotúne.
MAT.7.7	Múu táúmeí Píívyéébeke tééne tájpí ámuha meícyahíjcyáné ámúhakye dibye iájcuki. Métsúúraméí ímí ámuha meíjcyáíyóneri ámúhakye dibye ɨpɨ́ááboki. Áhdure métáuméí ámúhakye dibye ityúkévéjtsoki. 
MAT.7.8	Muurá tééne tájpí iíjcyáne táúmeímyeke ájcuúbe. Ímí iíjcyáíyóneri tsúúrámeímyeke pɨ́ááboóbe. Dííbyeke túkevéjtsoju táúmeímyeke túkévéjtsoóbe.
MAT.7.9	¿Aca ijcyámé tsaate ámúhadítyú ɨ́jtsɨɨméné majcho táúmeícyooca nééwayúvúré ájcúiyóme? 
MAT.7.10	Áhdure ¿aca amóóbeke tetsɨ táúmeíñáa ííñimyédívúré ájcúiyóme? 
MAT.7.11	Muurá ímityúmé ámuha mɨ́amúnaa meíjcyarómé méimíllé ɨ́mɨáánevúré ámúháj tsɨ́ɨ́meke maájcune. Aanéjɨ́ɨ́ awáá muurá ámúháj Caani níjkyéjɨri íjcyaabe imíllé dííbyeke ámuha metáúmeímyeke ɨ́mɨáánevúré iájcune.
MAT.7.12	Muurá ámuha méimíllé mɨ́amúnaa ímí ámúhama íjcyane. Áánéllii múu iéhnéjcutu diityémá ɨ́mɨááméré ijcyá ditye téhdure ámúhama ɨ́mɨáámé iíjcyaki. Ehdu muurá Píívyéébe meke úwaabó Moitséeúvú waajácúháámɨtu, téhdure tsijtye dííbyé ihjyú uubálle múnáá waajácúhaamɨ́netu meke úwaabóne.
MAT.7.13	Múu ɨ́hnáhó íuráávyé néérojɨ́jtó úraavyé níjkyejɨ́vú meúújetéjɨ́jto. Muurá íjcyajɨ́jtó tsɨ́jɨjto tsaímíyé meíjcyajɨ́jto. Árónáa téjɨjto meúráávyerómé nihñéétsihvúré méɨ́cúbáhrámeíhi. Árojɨ́jtó muurá mítyame úraavyéhi. 
MAT.7.14	Áánetu ɨ́hnáhó íuráávyé néérojɨ́jtó meúraavyémé méúújeté múijyú muhdú meíjcyáítyúhullévu. Ájɨjto uhjéméré úraavyéhi.
MAT.7.15	Tsáma téɨɨbúwá meíjcyá állíu múnaa Píívyéébé ihjyú uubálle múnáadi díllómeíhíjcyámeke. Muurá pánehjɨ́dú éhne imíwu obééjámú íjcyadu ɨ́mɨáámeúvúdú ámúhakye nahbévahíjcyá ávyeta bájú oohímyédú néémeé. 
MAT.7.16	Muurá téévetúné téeméjté íjcyánetu méwaajácú állíu múnaáré ditye íjcyane. Cáhawáá méɨjtsúcunuj, tsá muurá múijyú wacyónejke baaco nééváítyuróne. Tsá átéréehe múijyú ɨ́mɨááné nééváítyuróne. 
MAT.7.17	Áhdure ɨ́mɨááhé tsá múijyú átéréene nééváítyuróne. Áánetúré méwaajácú keehé ɨ́mɨááhé íjcyane. 
MAT.7.18	Muurá oove íjcyane nééváné uméhé tsá nééváítyuró átéréene oove íjcyatúne. Áhdure oove íjcyatúné néévahíjcyahe tsá ɨ́mɨááné nééváítyuróne. 
MAT.7.19	Áánéllii múúne átéréehe meíllóne mécóvajtsóhi. 
MAT.7.20	Aane muurá úmehééné méwaajácú keehé ɨ́mɨááhé íjcyane iñéévatúre. Ahdu ɨ́ɨ́vane cáhawáá óvíi ámuha méwaajácú állíu múnáake muhdú ditye íjcyánetúre.
MAT.7.21	Muurá oke ávyéjuubévahíjcyárómeke tsá pámeekéré níjkyéjɨri íjcyaabe Méécááni Píívyéébe íavyéjuvu újcúityúne. Muurá ihdyu dibye ímillédú íjcyámekéré újcúiibye íavyéjuvu. 
MAT.7.22	Muurá muhdú mɨ́amúnaa ícyahíjcyáné ímíbájchómeícyooca mítyame oke avyéjuubévaá iíllityénemáye. Aame oke neéhi: “Ávyéjuúbej, muurá muha díuwááboju méúwáábohíjcyáhi. Aame dimyémeri muha méwáámíuhíjcyá naavémuke tsaaté pañétu. Ehdu muha dimyémeri méméénuhíjcyá méénúráítyúronéhjɨ.” 
MAT.7.23	Ehdu oke ditye néérónáa ó neé diityéke: “Íllure ámuha máallíhi. Keenéiyó ámúhakye o wáájacúne. Muurá ímityúné ámuha méícyahíjcyáhi. Aame meɨ́ɨ́né óhdityu.” Éhdure ó neé diityéke.
MAT.7.24	Ahdícyane íñe caabyé o úwaabóné illéébóne tehdújuco íjcyaabe muurá éhne múúne wájácúnéjcuube cóhpétsihvu ihjya méénuubédu. 
MAT.7.25	Muurá ávyéta cóhpé ihjya dibye méénúnáa kííjyébama nííjyaba mítyane álléneri téhiñe ɨ́hnáhó cáájávéróneri tsá muhdú teja íjcyatú ávyéta cóhpé nétsihvu dibye méénúnélliíhye. 
MAT.7.26	Áánetu íñe o úwaabóné lléébójúcóóroobe ímí íjcyátuube muurá éhne múúne wájácúnéjcútuube cóhpétútsihvu néwáyúúhá hallúvúré ihjya méénuubédu. 
MAT.7.27	Muurá ihdícyátsihvúré dibye ihjya méénúnáa nííjyaba ávyétá ɨhnáhó kííjyébama íjcyáneri téhiñe cáájavéné teeja wááoja cáhvyabáhi.
MAT.7.28	Ehdúu Jetsóó úwáábóneri ullévenúme. 
MAT.7.29	Ávyétá ímíi úwáábohíjcyaabe diityéké tujkévéwu ávyéjuube múúne íhjyúvajɨ́jtójuco. Tsáháa dibye úwáábohíjcyatú taúhbájú uwáábojte úwáábohíjcyádu.
MAT.8.1	Aabée Jetsóó teene cáméhbáutu níítyéébeke mítyame mɨ́amúnaa úraavyéhi. 
MAT.8.2	Áánáacáa tsaapi íjpi chájááveebe dííbye éllevu itsááne dííbyé lliiñévú ɨmɨ́móúúvéne néé dííbyeke:
MAT.8.2	—Ávyéjuúbej, ¿aca muhdúiyó teene oke u bóhɨɨtsóne?
MAT.8.3	Áánélliihyée neébe:
MAT.8.3	—Mu ihdyu tehdújucoj. Ehdúu néébere dííbyeke dócárájcóneri tsúúca bóhɨɨ́be. 
