GEN.1.1	I muan tan tatanik, tan nainy te kat faruak e Gov a gormirmir an puputaa, 
JOS.1.1	Vou na mat ten Moses kat to ana Tsunaun tsue to ten Josua na guei tsoiny ten Nan, ana ayei kan a faakouts nan e Moses, 
JOS.1.2	sa tsue, “E Moses a tsoiny binun tsonyo te mat busen. Anyi ma kakoun ana nyi te nom ir a fokinai vainy iny Isrel ana mi te guas tan mes panainy aurom tana aurom iny Jodan mi te naa tan puputaa te faan bus iny Anyo tsumi. 
JOS.1.3	Faarei te tsue of finy Anyo Moses, pan te pitaa non a mou manyi tsunia, ayei nan puputaa te fan im yam. 
JOS.1.4	Vaana'on tsumi tatanik minon papatsuun na ratsuu na uur tan panainy saut, ya te nai fakifon me tana tobeer iny Lebonon tan panainy not. U puputaa tana vun tana taa Hitait ai te nai onot ovei tana Aurom tsian iny Yufereitis tan panan te ruak minon a nuaf, puputaa to aya nom kainy romi. Ya te nai tatangin tana Namaan tsian iny Mediterenian tan panaan te ruk ising nanon na nuaf. 
JOS.1.5	Josua, tana toto tsuam sikia ta tafisuan te onots non ma kat tap manyi, te naa romi tana puaan, tana saa, Nyo gim on rou ma anofe manyi, san Anyo kaa fiisen marom faarei te kaa fiisen fi minyo e Moses. 
JOS.1.6	Anyi ma fasiireits a komam ana nyi te tsun faparits, tana saa anyi te mumua ir rarori a vavainy na to ari tan nainy te nai gum romin puputaa to te fafaatai bus anyo na fo tsuvumami muan. 
JOS.1.7	Anyi tsun ma koma reits ana nyi kan ma parits, a ka tsun ma kat ami, ami ma makok a Faun faavot tan Faun te faan mami e Moses a tsoiny binun tsonyo. Te vovou faarof finy romanyin Faun faavot ana nyi te onot ma kat a foka te komainy romanyi ma kat; tana fo pan te naa romanyi. 
JOS.1.8	Josua, ami ma fagum vaare tan gogosias Buk tan Faun, tan nainy te faatouf romi. Gogosias yam a Faun tana fo mamatsiny nainy, ana mi te manaats a fo mamatsiny ka te tsue non na Faun, ana mi te sab nainy rof. 
JOS.1.9	Anofe vaaren vegiau te tsue of im, to ma siireits ana nyi te tsutsun faparits! Oraav ge fagagaar vaare tana sana Anyo Gov tsumanyi, ana Nyo kaa fiisen maromi tana fo pan te naa romi.”
JOS.1.10+JOS.1.11	Te vegiau fakap a Tsunaun ten Josua, kat to ai Josua tsue of raton na fo tsoiny mumua ma naa ri tana fo tovaar tana pan te totovaar ari er tsue fi to nei tana vavainy, “Kakoun onots yam ta kainy ainy iny tamar tan fopis nainy to te kaakaa non, tana saa ara te guas ror tan mes panainy aurom tana aurom iny Jodan. Ra te nai gum tan puputaa te faan rara na Tsunaun.”
JOS.1.12	Josua tsue of ratuari na vavainy tana fopis a vun, a vun ten Ruben, ana vun ten Gad, an mes panan nar vainy tana vun ten Manase, ana ayei tsue to tsuri, 
JOS.1.13	“Anofe vaare yam vegiau te fafaatai mami e Moses, to te tsue fi naa Tsunaun ma nom finy amin panainy puputaa tovei aya te kaa non tan panaan te ruak minon na nuaf, panainy aurom tana aurom iny Jodan to te kat fan romi tsunia. 
JOS.1.14	Fokinai, moun an guei tsumi fiisen me na fo marein sensen ton tsungan, kaakaa ror nei aya, san a vainy puaan tsumi to te kakoun of a puaan ser kaa miror a foka iny fapupuaan, te guas famumua iraror a fo famuinyasiny tsumi na taa Isrel er faakouts ratuari tan nainy te guas rorin mes panainy aurom. 
JOS.1.15	Onot non te ruak faarof rori tan puputaa tsuar tan mes pannan nan na Jodan tan panaan te ruak ising non na nuaf, a pan te faan rari na Tsunaun. Te ruak faarof ror a fo vun vun tana fo pan tsuar ana mi te see tatabin me tan panainy fan tsumi to te faan bus mami e Moses a tsoiny binun tana Tsunaun.”
JOS.1.16	Ana vavainy tana fopis a vun to ari, pangis ton vegiau ten Josua ser tsue, “Amam kat rom a foka te tsue nyi mam ma kat ana pan te jiat fi maroman anyi, mam naa rom. 
JOS.1.17	Mam nongoiny maromanyi, faarei te nongoiny finy amam e Moses, a Tsunaun kaa fiisen marom, faarei te kaa fiisen mi ya Moses. 
JOS.1.18	Sei ta isen ta mes te gim non ma vovou iny a kaa te tsue romanyi, a mes to aya te nai atsun famat non.” Ana vainy tsue to ten Josua, “Tsutsun faparits.”
JOS.2.1	Vou bus ai Josua jiats to na ina fuan na tsoiny totoboo tsuri na taa Isrel tana pan te totovaar ari i Akasia, ma naa ri Kanan er nai tagaa famun to fei te kat fi non ya na pan ei, san fakats tsian tsuri ari te komainy fiisok a Jeriko. Tan nainy te ruak ari tana ngats fan iny Jeriko ari pon to ma nai goros numa ten Reheb a moun to te natiny faan vavis iny non a kifon tan tsoiny.
JOS.2.2	San a aatouf iny Jeriko te nongon fi nei, kaa miror vainy Isrel te ruak me Jeriko tana touraf, a tou toboo kabuts i rari, 
JOS.2.3	Ya kat to sana ayei faan iny naa to na vainy ma nai rangats ari, e Reheb, ana ri tsue to, “Vavainy naa to numaa tsuam ari na tou toboo kabuts a vun tsura. Fatafuts rame jiarasan!”
JOS.2.4+JOS.2.5+JOS.2.6	Reheb biny ton vegiau tsuri sa tsue, “Te kaa pas korei men vainy te naa me numaa tsonyo, san anyo gim rou ma nat fei faman te poo miri ei? Sai ari te tabin kan er tana touraf ovei, ana ri tabuiny ma siisiots matainy sobaa. Anyo kan te gima rangat fei te naa fi rori ei, san ami ma vovou tsikap ra naa ri ami onot rom ma nai sab irari ana mi te nots rari.” Reheb te nom ir a ina fuan na mes sa fatakop rari fain na fo kots guav te faparainy ya patsun na numaa tatabuan. 
JOS.2.7	Kat to an vavainy tana aatouf naus osing to na ngats fan, an matainy sobaa siisiot to vou rari. Ari vovou ira nato na ina fuan na tsoiny totoboo ser nai onot ovei tana sanaan tatangin na pan iny guas tana aurom iny Jodan.
JOS.2.8	Tana voiny bus, te buiny goros rori na ina fuan na tsoiny Isrel, Reheb pas fatabin pis naa to jias tsuri, 
JOS.2.9	ya tsue of ratuari na ina fuan, “Anyo nat you te faan fi mami na Tsunaun puputaa tovei aya ana vainy faavot tana vun to, oraav fiisok maromi.
JOS.2.10	A mam te nongoiny vaanan te kat fi na Tsunaun a namaan te koo rori na Namaan iny Gautsiroun to sa mats, sam taan fa guas naa tan mes panaan, tan nainy te naus osing mi mi na Ijip. Mam nongoiny pis kainy ton mes vaanan te atsuiny faamat fi mi e Sihon me Og, a ina fuan na aatouf tana taa Amor te kaa ror tan panainy aurom iny Jodan te ruak nan nuaf. 
JOS.2.11	Tan nainy te nongoiny amam a foka to mam a fokinai iny Jeriko oraav fatsian tsun mato, mam fokinai te gagaar faavot em te nongoiny amam a ka to. E Gov a Tsunaun tsumi Ayei na Gov faman iny Gormirmir ai nei kan petoo. 
JOS.2.12	Sai tovei, ami ma kat tu tsuen man tana asangan e Gov, te faakouts faarof fi romin a vainy koman na numainy guei tsiau faarei non te kat faarof fi vanyo mi. 
JOS.2.13	Ami ma faatok vanyo ta ka te tagei ronyo nyo te famainy mami. Tsue faman of vanyo yam te gim finy romi ma atsun famat e tamanyo me tsinanyo, an fo famuinyasiny ana fafine vanyo ana ri kan guei tsuri! Ami ma atsun famat vaare mamam.”
JOS.2.14	Ana ri ina fuan tsue of to Reheb, “Anyi ma tsue of vaare ta mes tana foka te kat amam. Amam tsue of marom tsuen man, tan nainy te faan maromam a Tsunaun puputaa to aya, mam kat faarof maromi, san te gim fi romam ma vovou iny vegiau to te tsue mam, te rof non tana Tsunaun ma atsuiny famat mamam ya.”
JOS.2.15	A numaa ten Reheb te sumainy tsuiny non a soopip nan na aunon, to te aunoiny afis ari na ngats fan. Ana numaa to aya te kaa minon na windua te matoong fi naa non jiarasan. Ai nan na windua te fauf ising naa ya na ina fuan na tsoiny totoboo tana taa Isrel. 
JOS.2.16	Te buiny fauf non ya na ina fuan na tsoiny totoboo, ya tsue of ratuari, sa tsue, “Ami nai takop tsom rom tan panainy west nan na Jodan pan te kaa minon a fo painy tobeer, kat ror san vainy tana aatouf iny Jeriko sab mami. Nainy te ruak romi tana fo tobeer ana mi te takop tsom, onots ton fopis nainy te naginy tsitsikoo maromi ri, ana ri te tabin fatabin me Jeriko. Fopis nainy te kap non mi te see tataan fi naa tana pan te totovar romi.”
JOS.2.17+JOS.2.18	Kat to ri ina fuan tsue of to Reiyab, “Amam kat nats rom a ka te tsue of mamam anyi, san anyi ma nongon faarof. Tan nainy te buiny ruak ror a taa Isrel nei, nyi nom rom a painy a foon to na gautsiroun to te natiny kat rori pous ana nyi te tang iny ya tana windua to aya te of ising romam ma gageits en ya. Ana nyi ma tsue of e tamam ai tsinam an famuinyasiny an fafine manyi ai sei pis ta mes ten tamamanyi ri fokinai nai ovot miror nei aya numaa tsumanyi. 
JOS.2.19	Sikia on ta mes te naus osing non a numaa tovei. Sei ta isen tsumi te naus osing non a numaa to ana ayei te sab a mat, a iring ruak non tsunia gima ka tsumam san a iring tsunia patsukanen. San tan nainy te sab non a isen a mat nei koman a numaa to, a iring ruak non tsunia naa minon tsumam. 
JOS.2.20	Taatag, nyi kan ma siisio of vaare taa isen ta mes tana saa te nai kat mimam na. Nyi siisio rom, ana mam te gima faakouts on mami faarei te tsue fi mam.”
JOS.2.21	Reheb tsue faunot to, ya nom to na afoon ana ayei fauf osing bus ratuari tana windua, ri naa bus erato. Te naa bus ari na ina fuan, Reheb nom to na painy afoon na gautsiroun to te faan iny a ina fuan na tsoiny totoboo, ya tang bus iny towa tana windua. 
JOS.2.22	Ina fuan na tsoiny totoboo naa to tana fo painy tobeer ser takop, sa onots fopis nainy te tsitsikoo rari ri na vavainy tana aatouf iny Jeriko. Ri nag iny tsitsikoo rari, ri tabin buser rato Jeriko. 
JOS.2.23+JOS.2.24	Kat to ana ina fuan na tsoiny totoboo iny Isrel naus osing miton fo painy tobeer, voun fopis nan nainy ri guas to naa aurom, ri nai ruak to ten Josua. Ri kat to ser siisio of ya na foka te tagei miri, ri tsue of kainy towa ser tsue, “Amam te nat firom nei a Tsunaun te faan ir rara nu puputa iny Jeriko tana saa, a fokinai vainy unya aya te oraav fiisok tsun rarora.”
JOS.3.1	Tan na voinyvoiny nan mes nainy, a taa Isrel tagun to tana voinyvoiny ovei ser nom ton na fo mamatsiny ka te totovaar iny ari i Akasia ri nai totovaar pis to ririkin na Jodan anaanos arin nainy te guas rori tan mes panainy aurom. 
JOS.3.2	Tan fafofopis nan nainy te totovaar ari, kat to an fo tsoiny mumua taan vavis to tana fo tovaar ri tsue of raton na vavainy, 
JOS.3.3	“Tan nainy te tagei romin a fo tsoiny faakor te sog rorin na Gen te kaa minon na fo tsuen man, an Faun ten Gov (covenant bokis) a Tsunaun tsura mi te pat ravainy pis a fo tovaar tsumi mi te vovou irari. 
JOS.3.4	Ari taan famumua ror, ri faatok maromi na sanaan te taan romi tana saa ami te foun iny rom a pan to. Ami vovovou ir rarori, san ami ma fasiruu vaare tana Gen te kaa minon tsuen man an fo Faun kan ten Gov. Ami ma faveevian onots ton na pan nan na isen na mail.
JOS.3.5	Josua tsue pis to tsuri, sa tsue, “Nom ravainy yam fo iring tsumi ma taabos ami, tana saa a Tsunaun te kat nats non a ka iny faatok fapoopoan na mani tamanainy.” 
JOS.3.6	Tana voinyvoiny bus Josua tsue of iraton tsoiny faakor ma sog bus ari na Gen te kaa minon tsuen man an Faun ten Gov ma taan famumua bus naa ri. Ri kato ser kat mamatsiny ka te tsue of rari e Josua, ri ma kat.
JOS.3.7	Ana Tsunaun tsue to ten Josua sa tsue, “A ka te kat nats ronyo roman, te kat iraror a taa Isrel ri te nat manyi na mes tsian ana ri te fatsiitsii manyi, ma nat faman kan fi ri nei Anyo kaa fiisen maromanyi faarei te kaa fiisen fi minyo e Moses. 
JOS.3.8	Ana nyi te tsue of ir tsoiny faakor to te natiny sog ror a Gen te kaa minon tsuen man an Faun, tan nainy te nom naa rori tana aurom, ana ri te fataan varik fi na koman na aurom vou ri te tsutsun.
JOS.3.9	Kato ai Josua tsue of raton na vavainy, sa tsue, “Ami na fokinai ma naa me nei am nongon to tana saa te tsue of maromi na Tsunaun tsumi e Gov.” 
JOS.3.10+JOS.3.11	Tan nainy te taan na rora Ayei jiat vavagein raror a taa Kanan ana taa Hiti, ana taa Peris ana taa Girgas, ana taa Amor, ana ri kan na taa Jebus. Ami te nai nat nats emarom to te kaa fiisen fi maromi e Gov ayei na toto tan nainy a Gen ten Gov a Tsunaun tana monaagits faavot te guas famumuei maromi ya tana aurom iny Jodan. 
JOS.3.12	Sai tovei pisainy yam ta ina safunuu ana fuan ta mes, isen na mes tana isen na vun tana safunuu ana fuan na vun iny Isrel. 
JOS.3.13	Tan nainy te pitei ror a fo tsoiny faakor to te natiny sog ror a Gen ten Gov a Tsunaun tana monaagits faavot to na aurom, ana aurom iny Jodan te gum ovei nanon gim on non ma koor on, ana aurom to te koor minon painy puta te nai ovot enanon tana isen na pan.
JOS.3.14+JOS.3.15	U nainy to aya, u nainy iny agio, to sana aurom urungat. Tan nainy te naus osing a vainy a pan te tovar ari ma guas bus ari tan mes panainy aurom tana aurom iny Jodan, kat to an tsoiny faakor sog to na Gen ten Gov te kaa minon tsuen man an Faun kan Tsunia ser taan famumua ra na ri. Tan a nainy te pitei fo tsoiny faakor a aurom, 
JOS.3.16	ana aurom gum enato sa gima koor sa fauvot en na na jias tana patsun na aurom unya, tana ngats fan iny Adam te gum non ririkin na Jaretan. Ana sikia ta aurom ma koor fi na painy putaa nai ruak to tana Namaan iny Mat. A vavainy taan faguas tsun eranato tan mes panainy aurom panaan na Jeriko. 
JOS.3.17	Tan nainy te taan faguas nan na vainy tan puputaa nu parak, an fo tsoiny faakor to te sog a Gen ten Gov tsutsun pas er koman na aurom iny Jodan sa onot ovei te guas fakap naa ari na fokinai.
JOS.4.1	Tan nainy te guas fakap bus a fokinai vainy tana vun iny Isrel tan mes panainy aurom tana aurom iny Jodan, kat to ana Tsunaun tsue of to Josua, sa tsue, 
JOS.4.2	“Tana safunuu ana fuan na vun iny Isrel anyi nom rom ta isen ta mes tana isen isen na vun, 
JOS.4.3	ana nyi te tsue of irari na ina safunuu ana fuan na mes to ari isen patsukan na mes nom non na isen ta fats, tsuan naa aya koman na aurom, tana inin na pan te tsutsun fo tsoiny faakor. Ana nyi te tsue of irari ma govets naa ri na fo fats to aya ana ri te fakei ya tana pan te nai tovaar nats romi tovei tana voiny.”
JOS.4.4	Tan nainy te pisainy fakap bus e Josua na safunuu ana ina fuan na mes to ari, ana ayei fikoo ratuari. 
JOS.4.5	Ya tsue of ratuari sa tsue, “Kua famumua nats yam Jodan, mumua iny nats yam a Gen te kaa minon tsuen man an Faun ten Gov. Mes patsukan fatua gogon iny naa non a isen na fats tsuan, naa of non a nain ya na vun tana vun iny Isrel. 
JOS.4.6	Tan nainy te tagei ror a vainy fats to ari ana ri te fakats fatabiny a ka te kat a Tsunaun tana aurom iny Jodan. Tan nainy vou te rangats varomin guei tsumin saf man nan fats to ari na, 
JOS.4.7	Ana mi te tsue of irari tan nainy te guas a Gen te kaa minon tsuen man, an Faun ten Gov ana pan te guas ari mats enato sa gim to ma koor. Ai nan a man nan fats to aya, ma natiny tagei ari ya na vavainy ri te fakats fatabiny a ka te ruak fatoobing nei aya.”
JOS.4.8	Ana vavainy kat ton a foka te tsue of rari e Josua ri ma kat. Ari nom a safunuu ana fuan na fats tana koman na aurom, isen na mes patsukan govets a nain ya na fats ri govets fi naa towa tana pan te tovaar rori tana voiny, ri faroso towa putaa. 
JOS.4.9	Josua te nom kan ir a te vainy ri fatsuiny ton na mes a safunuu ana fuan na fats inin a pan te tsutsun a fo tsoiny faakor to te sog a Gen te kaa minon tsuen man an Faun ten Gov, koman na aurom (onot roman u fats to ari te kaa farokot kan eraror.) 
JOS.4.10	A fo tsoiny faakor to ari te tsutsun koman na aurom iny Jodan sa onot te kat fakap ari na fokinai ka to te tsue of a Tsunaun e Josua ma kat. A foka to aya te tsue kan iny e Moses. A vavainy te guas vevesau tsun er tan mes panan nan na aurom. 
JOS.4.11	Tan nainy te ruak bus a fokinai tan mes panainy aurom kat to an tsoiny faakor to te natiny sog ror a Gen te kaa minon tsuen man an Faun ten Gov taan famumua pis ratuari na fokinai vavainy. 
JOS.4.12	A vainy tana vun ten Ruben ai tana vun kan ten Gad an mes panainy vavainy tana vun ten Manase ari to te kakoun iny fapupuan famumua kan ra nari na vavainy, faarei te tsue of irari e Moses. 
JOS.4.13	A Tsunaun te kaa fisen ramiri, to sa onots ovein fats safunuu na tapan tana vainy te kakoun of a puan to ser guas tan mes panainy aurom ri na fi eranato tana pan a toobing panan na Jeriko. 
JOS.4.14	A taa Isrel te tagein na ka te kat a Tsunaun to ser tagei fanatnat iny e Josua, ayei na gima mes babainy. Ri kat to ser fatsitsi bus to Josua onot te mat ya, faarei te fatsiitsii finy ari Moses.
JOS.4.15+JOS.4.16	Kat to ana Tsunaun tsue of to Josua ma tsue of yan tsoiny faakor to te natiny sog ror a Gen te kaa minon tsuen man ten Gov an Faun kan Tsunia, ma pasan osing bus ari na aurom. 
JOS.4.17	Josua vovou iny ton na ka te tsue of ya na Tsunaun ma kat. 
JOS.4.18	Tan nainy te pasan osing bus tsoiny faakor a tatangin na aurom, kat to ana aurom tanik iny koor fatabin busen nato faarei te natiny koor famuan fi ya.
JOS.4.19	A vavainy te guas a aurom tana faa safunuun nainy tana vaamuan nan na iifaa, ana ri tovaar to panan na ngats fan iny Gilgal, tatangin na Jeriko tan panan te natiny ruak osing minon na nuaf. 
JOS.4.20	Kat to ai Josua fatsutsuiny to na safunuu ana fuan na fats to te nom mi ya tana aurom iny Jodan. 
JOS.4.21	Ana ayei tsue of raton na taa Isrel sa tsue, “Tan nainy vou te tsikoo iny rangat ror guei tsumi saf man nan fats to ari na, 
JOS.4.22	ana mi te tsue of irari te faakouts fi mami na Tsunaun tan nainy te famats ya na aurom to sam taainy guas a aurom iny Jodan tana mats. 
JOS.4.23	A Tsunaun Ayei na Gov tsura te faamats of rara na aurom iny Jodan ma guas ara senvir minon te kat fiya tana aurom iny Riid (Red Si) sa onot ovei nainy te guas fakap ari tan mes panan. 
JOS.4.24	Tana ka tsun to aya te kat iraror a fokinai tana monaagits faavot to ana ri te nai nat iny a karap nan na parits ten Gov ana mi te fatsiitsii na Ya Ayei na Tsunaun, tan fo mamatsiny nainy.”
JOS.5.1	A fo atouf tana taa Amorait to te gum tatangin na Jodan tan panainy ruk nan na nuaf (west) ana ri kan na fo atouf tana taa Keinan to te gum erer tatangin na Naman nan na Meditereinian ari te nongon te faa mats fi na Tsunaun a aurom iny Jodan sa onot te guas fina fokinai vainy tan mes panainy aurom. Ana koma rari of enato tana sa ari te oraav ir a taa Isrel.
JOS.5.2	Ana Tsunaun tsue of to Josua sa tsue, “Anyi ma nom ta fats nato ana nyi te kat tu fo pei fats ana nyi te peen u pempem nar mangai Isrel to te agiir tanik non tan nainy te naus osing mi mi na Ijip, ai te onot tan nainy te ruak ami tan puputaa to.” 
JOS.5.3	Ai Josua kat to na foka te tsue of ya na Tsunaun, ayei pee ots ton pempem nar mangai Isrel tana painy tet te koo bus rori painy tet te vaapee ri. 
JOS.5.4+JOS.5.5+JOS.5.6	A fokinai guei tsoiny te pee bus a fo pempem nar ana ri te buiny ma naus osing a Ijip. Sai tan nainy te naus osing ari na Ijip ser taainy a buiny ratsuu na uur sa onots fats safunuu na ingainy, a sikia ta isen ta guei tsoiny te agir tan nainy to aya ma pee ravainy pempem nan. Ana ri kan a vainy to te mes buser ser onot er tan naa tana puaan, ari te mat fakap er tan nainy te naus osing miri na Ijip tana saa ari te gima vovou iny tsue tana Tsunaun. Faarei tan tsuen man te tsue of yan fo tsuvurari sa tsue, ayei gim non ma faamanat irari ma tagei arin puputaa to te via minon a masun ana kainy ainy a kinai onot ror ma gian tan puputaa to aya. 
JOS.5.7	Arin guei tana vainy to ari te gima peewee ravainy pempem nar, arin aatai iny guei to ari e Josua te peewee ravainy pempem narari.
JOS.5.8	Tan nainy te peewee fakap bus arin pempem nar, ana ri na vun iny Isrel faavot kaa faamo to tan Tovaar tsuar, onot te maf a fo pee. 
JOS.5.9	Ana Tsunaun tsue of to Josua, sa tsue, “Anyo nom ravainy rou a rejiaf na iring te kaa mi mi tan nainy te faarei amin tsoiny gog unya Ijip.” Ai nan a ka te koo of ari na fan to aya na Gilgal, u asangan to te asangan kan iny non ya roman.
JOS.5.10	Tan nainy te totovaar a taa Isrel unya aya Gilgal tana pan a sikia ta tobeer, a pan a toobing tsun unya panan na Jeriko, ri kat ton fo mamatsiny ka iny makok Nainy Tan Fakats Fatabin tana faa safunuu an fafats nan nainy koman na iifaa. 
JOS.5.11	Ai tan mes nainy u nainy te vaamuan iny ainy bus arin kainy ainy te gian tan puputaa iny Kanan; a kainy ainy to ari a fo fuan monmon, an koinykoiny a sikia ma kaa me tu yis. 
JOS.5.12	Ana ri na taa Isrel gim to ma nom bus tu Mana to te poo me jias, san tan ar nainy to aya ri tanik iny ainy fatoobing bus ton kainy ainy te gian fatoobing tan puputaa iny Kanan.
