MAT.1.1	Jisu Krista rui ryzâm dân chu: David sapâ, Abraham sapâ kyntâ: 
MAT.6.33	A ram le a diknâ lam mânsâ rawk rou, hanungchu hangyi pheng nyng na la pe iat. 
MAT.6.34	Hamâsiknin, thâituk tâ rangnin ryvak ma rou, thâituk tâ rangnin te atak ryvak at. Nika tâ rawkhawlnâ nika rangnin â rup.
MAT.7.1	“Mi rang rêsêl ma rou, rêsêl nyng man mak rang kân. 
MAT.7.2	Mi rang nyng rêsêl kuvangnin nyng na rêsêl yng; yng na nyng rytâ pêknâ le sêk nyngni rang khawm nyng na rytâ pêk yng. 
MAT.7.3	Khanung, hakhanin maw ni mit kyntâ nimkang ai awm rang ryvak lounin, ny sokpuipâ mit kyntâ nim tomtê ai awm chu ni mu thyi ai? 
MAT.7.4	Hakhanin maw ny sokpui kyn, ‘Ni mit kyntâ nim tomtê ha nyng kêl pêk ket’ ti thyi net, en raw, hâ nim te ni mita tou â awm ha. 
MAT.7.5	Mi thalêmkom ni mit kyntâ nimkang ha mânsânin kêl raw; khanung chu ny sokpuipâ mit kyntâ nim tomtê kêl rang tâ chu lang taknin mu net.
MAT.7.6	“Ui ngyi kyn tharo rythyng chu pe ma rou, vawk ngyi makunga khawm nyng lungdum man lyn ngyi thek ma rou, rypal mitou rypal yng a, hanung, nyngni rang tenka ngan nyng na thêr yng ti.
MAT.7.7	“Zawng rou, pêk chang nyng, rawk rou, man nyng; kirip rou, mawhawng man nyng. 
MAT.7.8	Mi atu khawm â zawng khoka chu yng man sin; â rawk khoka chu â mu sin; mi atu khawm a kirip khoka rang chu mawhawng pêk chang at. 
MAT.7.9	Achang mak kale, nyngni ngyi hi mi atu khawm nyng sapâ baitêp zawng tar sylâ, atu maw lung pe nyng? 
MAT.7.10	Achang mak kale, ngâ nyng na zawng tar sylâ, atu maw murul la pe nyng? 
MAT.7.11	Khanung chu, nyngni dikmakmi ngyi ngan nyng nâu rang tharo thâ pe lam nyng hoi nung te, nyng Pâ ryvân atâ chu izika zyrâ maw tharo thâ nyng na pe iat. 
MAT.7.12	“Khanung chu, atinka mi ngyi nyng chunga yng tho synang nyng nom zika, mi chunga khawm tho seng rou, hamâ chu Dân le Zawlnyi ngyi nom dân chawng ngan â chang.
MAT.7.13	“Dawrkylam rechep kân lam lut rou, rymangnâ kyn senâ dawrkylam chu a ryzâ ia, a lam khawm sêk a ryzâ, hamâ kân â lut chu tam khawm luk yng tam; 
MAT.7.14	damnâ kyn sênâ dawrkylam chu a rechep a, a lam khawm sêk a redeng, â manmi ngyi khawm bykka tou yng chang.
MAT.7.15	“Zawlnyi lêmkom kyntâ rikimnin awm rou, hangyi chu kêlmerâ vun silnin nyng kyn yng hawng sin a, imyitinung yng mulung sung tyng chu syikhu ruzuksy tak kuvang yng chang. 
MAT.7.16	Yngni rang chu yng myrâ kyntâ yng na hoi thyi nyng. Riling ryzâm kung kyntâ maw grep myrâ yng rymal sin? Riling kunga khawm thyichâng maw a myrâ yng rymal sin? 
MAT.7.17	Hakhavangnin thing thâ kipka a myrâ â tha sin a; imyitinung thing sy chu a myrâ âsy sin. 
MAT.7.18	Thing thâ chu a myrâ sy thyi mak a, thing sy khawm a myrâ tha thyi mak. 
MAT.7.19	Thing a myrâ thamak kipka chu tannin myia yng pai sin. 
MAT.7.20	Hamâsiknin, yngni rang chu yng myrâ kyn yng na hoi nyng.
MAT.7.21	“ ‘Pumâ, Pumâ’ kâ ti khoka pheng ryvân ram lut nâ ni ngyi a; imyitinung ky Pâ ryvânami ai nom kân â thomi tâ reng tou lut yng. 
MAT.7.22	Hani chu mi tam taknin, ‘Pumâ, Pumâ, ni rimingnin chawng ril sin mung maw, ni rimingnin rythâ thamak ngyi rang umnin misok mung maw, ni rimingnin sinchawp tamka tho sin mung maw?’ la ti iyng. 
MAT.7.23	Hatika chu, ‘Nyngni kâmsy tho ngyi, nyng na risin ming, ky kyntâ rykhai rou,’ tinin yngni rang chu yng na la ti ket.
MAT.7.24	“Khanungchu, mi kipka hi ky chawng ngyi hi hoinin â zawm khoka chu, lungpui chunga in â symmi le rekhen lom â chang. 
MAT.7.25	Ro a hawng sur a, tui a hawng lyn a, thirthi a sêm a, hâ in rang a nam a, imyitinung chim mak a; lung chunga sym ai chang tâsiknin. 
MAT.7.26	Khanung, mi kipka, hi ky chawng ngyi hi hoinin zawm mak khoka chu, maniâ nêngseret chunga in â symmi le rekhen lom â chang. 
MAT.7.27	Ro a hawng sur a, tui a hawng lyn a, thirthi a hawng sêm a, hâ in rang a nam a, a chim ta; chenek a mirysyt tâk,” a ti.
MAT.7.28	Hikhanin hi â chang a, Jisu hâ chawng ngyi a ril zou kale, mipui ngyi a chawng rysyi chu luk yng nâ chawp pêk a, 
MAT.7.29	lekhasuimi ngyi kuvang chang lounin, chawngnang taknin yngni rang yng nai rysyi tâsiknin.
MAT.8.1	Tâng atâ a hawng chum zounin nung mi ngyi tamka atak rang yng ruzul tâk. 
MAT.8.2	Khanung, en raw, a kyn ri ryvyi mi luka â hawng a, “Pumâ, ny nom nung ki ni mirythyng thyi,” tinin, a lau. 
MAT.8.3	Khanung, Jisu chu a tyng vonnin, a ton a, “Ki nom, nai rythyng chang tar se!” a ti, vawikazawk ngan a ri chu a hawng dam ta. 
MAT.8.4	Jisu chu a kyn, “Atu rang khawm ril mak rangnin rikim raw; imyitinung awchai kyn va mireen nang, tharo mylân lom Mosi ai ti kuvangnin ha va mylân raw, yng hoi a resel thyinâ rangnin,” a ti.
MAT.8.5	Kapernaum kyn a vâ lut nung sipai lu ryzâka chunga ulyn a kyn â hawng. 
MAT.8.6	“Pumâ, ky sokro zengnin ina innin â awm a, luk na pêknin a awm ta,” tinin, a ril. 
MAT.8.7	Khanung, atak chu a kyn, “Hawng ket a, hawng midam ket,” a ti. 
MAT.8.8	Khanung, lu ryzâka chunga sipai ulyn chu, “Pumâ, ki in sunga nyng milut rangnin kâi ming; chawng reng ngan ril nang, ky sokro chu dam at. 
MAT.8.9	Kyi khawm mi noia awmmi ki chang a, ky noia sipai ngyi yng awm a, atu mychang rang, ‘Sê raw,’ ki ti nung, â sê sin; hanung luka rang khawm, ‘Hawng raw,’ ki ti nung â hawng sin, ky sokro rang khawm, ‘Himâ tho raw,’ ki ti nung, a tho sin,” tinin a ril. 
MAT.8.10	Khanung, Jisu hâ chawng chu hoinin luk â chawp pêk a, a nungzuimi ngyi kyn, “Chawngtaktênin nyng na ki ril hi, Israel mi ngyi sunga khawm himâ zika khym rysâng hi la mu ming. 
MAT.8.11	Nyng na ki ril hi, sak le thang tyngtâ mi tamka la hawng yng a, ryvân rama te Abraham, Isaak, Jakob ngyi bylap la sung yng a; 
MAT.8.12	imyitinung, a ram sung synâu ngyi mitou pêna a zingnâ muna painin la awm yng a; hanân chu chap le ha ryyinin awm yng,” a ti. 
MAT.8.13	Khanung, Jisu lu ryzâka chunga sipai ulyn rang ha, “Sê ta raw ni khym kuvangnin ny chunga ai hawng tung chang se,” a ti. Hâ sokro chu, hâ zo kyn khyryp a dam ta.
MAT.8.14	Jisu chu Peter ina a lut nung, a tarpi nanin in muna innin â mu. 
MAT.8.15	Khanung chu, a kut a hawng ton pêk ta nung, a natnâ chu a hek ta ia; â thou a Jisu rang zai a tho tâk. 
MAT.8.16	Khanung, khyloua a kyn rythâ thamak â man ngyi rang tamka yng nyng hawng roi a; hanung, chawng le rythâ thamak ngyi rang a misok a, dam mak kipka ngyi rang khawm yng na midam: 
MAT.8.17	Zawlnyi Isai, “Atak rêlênin yi zâl hek ngyi a lâk a, yi natnâ ngyi a ruput a,” tinin ai ril chu a hawng tung thyi rang kânin.
MAT.8.18	Jisu maniâ tamka a sir a panga yng na munin, varâl dang tyng sê rang tânin yng na rep.
MAT.8.19	Khanung, lekhasuimi luka â hawng a, a kyn, “Pumâ, ni sêna khoka kyn nyng ruzul ket,” a ti. 
MAT.8.20	Jisu a kyn, “Sial ngyi khur yng nyi a, chunglêng vâ ngyi khawm rubu yng nyi a, imyitinung Maniâ sapâ chu a lu tetnâ mun nyi mak,” a ti.
MAT.8.21	Khanung, a nungzuimi ngyi sung atâ hanung luka mi chu, a kyn, “Pumâ, mânsânin ky pâ rang va phumnin hawng rang tâ zo kyi pe raw,” a ti. 
MAT.8.22	Imyitinung, atak chu
MAT.8.22	a kyn, “Kyi ruzul raw; âthi ngyi chu âthi ngyi rang yng na phum ngyi se,” a ti.
MAT.8.23	Mawlawnga â lui a, a nungzui ngyi chu yng va ruzul. 
MAT.8.24	Khanung, en raw, tuipui chu sadim kân a hawng lyn ta ia, tuizuvar le mawlawng chu zit zit tou a va zim tâk a; imyitinung Jisu chu â in. 
MAT.8.25	Khanung a kyn yng hawng a, yng mythou a, “Pumâ, kyi na rung raw! kyi nai thi tou tâk hi!” yng ti. 
MAT.8.26	Jisu chu yng kyn, “Khymrou ngyi, ilom maw hazikpui nyng chi?” a ti. A thou va, thirthi le tui rang a hal ta nung; pheng a ryngam ta. 
MAT.8.27	Khanung, mi ngyi chu luk yng na chawp pêk ta, “Himâ hi atu maw â chang ai, thirthi le tui tenka khawm a hê yng ryngâi hi?” yng ti tâk.
MAT.8.28	Tuivarâl dang tyng Gadarin mi ngyi rama a va tung nung, rythâ thamak â man lu nika, thân kyntâ hawng soknin, yng hawng rawtawngpui a; chichaiawm tak yng chang, hamâsiknin hâ lam kân mi atu khawm â tel thyi awm mak. 
MAT.8.29	En raw, yngni chu, “Pathyn Sapâ, kyini le nyngma te imaw yi na rutunâ? A zo bê sai atung mâna kyi na ron rangtânin hinân ni hawng maw?” tinin, yng mêhêt. 
MAT.8.30	Khanung, yng awmnâ kyntâ bykka rylaknin vawk châk yng nyng myryk â awm a. 
MAT.8.31	Rythâ thamak ngyi chu, “Kyi na ny um nung chu vawk châk ngyi kyn kyi na dep raw,” tinin, a kyn yng zawng. 
MAT.8.32	Khanung, atak chu yng kyn, “Sê ta rou bai!” a ti. Yng hawng sok a, vawk phung sung ngyi kyn yng vâ lut a: hanung imaw a chang tâk en raw, vawk châk awm tenka chu tuikol haurak tyng yng vâ rawt a, tuia rytounin yng va rochom a tuia yng na thi ta. 
MAT.8.33	Khanung, a pumâ ngyi yng va rytou a, kho kyn yng sê ia, atinka pheng yng va ril tâk a, rythâ thamak â man ngyi chunga tharo ai tung ngyi khawm yng ril. 
MAT.8.34	Khanung, en raw, a kho pumpuinin Jisu rang rawtawngpui rangtânin yng hawng a; atak rang yng mu kale yng ram kyntâ sok rangtânin luk yng va rep tâk.
MAT.9.1	Jisu mawlawnga â lui a, tuiryhawl va rykannin, a awmnâ kho chu a hawng tung ta. 
MAT.9.2	En raw, âzeng luka in muna â inmi rang a kyn yng hawng rozon. Khanung, Jisu yng khym dân munin, âzengmi kyn chu, “Ky Sapâ, sungdâi taknin awm raw; ny rono ngyi chu mawzawk a chang ta,” a ti. 
MAT.9.3	Khanung, en raw, lekhasuimi ngyi lu nik thumka chu yng mulung sungnin, “Pathyn rang tou a misit hi,” yng ti. 
MAT.9.4	Jisu yng mulung ryvak ngyi hoinin, “Ilom maw nyng mulung le ryvak sy nyng ryvak ai? 
MAT.9.5	‘Rono ngyi kyntâ mawzawk ny chang ta,’ â ti le, ‘thou nang, phyi le lam sê ta raw,’ ti hi, hakami maw â ti awl chem at? 
MAT.9.6	Ato khawm chang synang, khawmola Maniâ Sapâ hi rono kyntâ mawzawk thyinâ â nyi tinin nyng hoinâ rang,” a ti. Azeng kyn chu, “Ding raw, ny ponphâ lar nang, ni ina sê raw,” a ti. 
MAT.9.7	Khanung, â ding a, a ina a sê ta. 
MAT.9.8	Khanung, mipui ngyi chu hamâ rang munin, yng chi a, maniâ ngyi kyn hakhanin kut â pêkmi Pathyn rang chu yng mypâk tâk.
MAT.9.9	Jisu hanântâ thyi â sê ia, choirosongnâ muna â sung luka a riming Matthai rang â mu ia, a kyn, “Kyi hawng ruzul raw,” a ti. A ding a, a va ruzul tâk. 
MAT.9.10	Hikhanin â chang a, ina bu a nêknâ kyn, en raw, choirosongmi ngyi le maniâ rono ngyi tamka yng hawng a, Jisu le a nungzui ngyi chu khylai munka yng kawppui. 
MAT.9.11	Pharisai ngyi chu hamâ ha yng mu ia, a nungzui ngyi kyn chu, “Ilom maw nyng Pumâ chu, choirosong ngyi le mi rono ngyi bylap a nêk?” yng ti. 
MAT.9.12	Imyitinung, Jisu ha a hoi kale, “A syrang ngyi tâsik chu daktawr nang mak a, imyitinung syrang makmi ngyi tâ rang chu â nang. 
MAT.9.13	Khanung chu, ‘Robol nom lounin ryngmunâ ki nom;’ ti hi, a awmzy va rysyi rou; mi dik tak ngyi rang yng na hawng kou rangnin ki hawng chang mak a, mi rono ngyi rang yng na hawng kou rangnin ki hawng tou ha,” a ti.
MAT.9.14	Hanin chu Johan nungzui ngyi kyn yng hawng a, “Itâ maw kyini le Pharisai ngyi chu bu kyi ngyi sin, imyitinung ny nungzui ngyi nung ngyi sin ma ngyi?” yng ti. 
MAT.9.15	Khanung, Jisu yng kyn, “Kaizylai ngyi bylap asami a awm tenka chu, kaizylai mi ngyi te yng ryngâisy thyi at maw? Imyitinung, a lompu ro rang ha yng kyntâ lâk zo te la awm at a, hatikân te bu la ngyi yng. 
MAT.9.16	Pon muluia pon thar le mi atu khawm sukthap sin ma ngyi, asik chu a sukthapnâ mun pon chu dyu tou mebek at, dyu mitou a beknâ ryza iat. 
MAT.9.17	Mi atu khawm a kawk muluia uain thar syk sin ma ngyi, yng syk a chang nung a kawk ngyi â kyi a, uain chu a rethek a, a kawk ngyi a rysyt sin. Imyitinung uain thar chu a kawk thara tou syk â chang sin, hanung chu, khak nikân ngan a rurung sin.”
MAT.9.18	Hâ chawng ngyi ha yng kyn a ril lâizing kyn, en raw, luka ulyn hawngnin a hawng lau va, “Ky sanu atun â thi a; imyitinung, hawng nang, a chunga ny kut bâng nang, hawng dam nok at,” a ti. 
MAT.9.19	Khanung chu, Jisu â ding a, a bylap â sê ia, a nungzui ngyi khawm yng va ruzul seng ta. 
MAT.9.20	En raw, nupang luka kum sawm lyi nika thi rysarnin dam mak a nunga â hawng a, a ponmor a ton a; 
MAT.9.21	“A ponmor reng ngan ton nang khawm, kyi dam at,” tinin a mulung ryvak â chang. 
MAT.9.22	Khanung, Jisu a nung tyng a en a, atak rang chu â mu ia, “Ky sanu, sungdâi taknin awm raw; ny khymnâ hi ny damnâ â chang,” a ti. Khanungchu, nupang chu, hâ zo tak kyn a dam ta. 
MAT.9.23	Khanung, Jisu ulyn ina a vâ lut a, sukmul tum ngyi le mi châk ur ur a rawchawk ngyi rang va munin. 
MAT.9.24	“Sok rou; nâupang chu thi mak, ai in tou hi,” a ti. Khanung, yngni chu atak rang yng munui tâk. 
MAT.9.25	Imyitinung, mipui ngyi rang yng nyng misok zou nung a vâ lut a, a kuta a man a, nâupang chu a hawng thou ta. 
MAT.9.26	Hâ maniâ retep chu hâ ram pumpuia pheng a rethek ta.
MAT.9.27	Jisu hanântâ thyi â sê ia, lu nika mitcho, “David Sapâ, ryng kyi na mu raw!” ti bylam mêhêtnin yng va ruzul tâk. 
MAT.9.28	Ina a lut nung, mitcho ngyi a kyn yng hawng a; hanung, Jisu yng kyn, “Himâ hi ky tho thyi tinin ky nyng khym maw?” a ti. Yngni khawm a kyn, “Kyi khym Pumâ,” yng ti. 
MAT.9.29	Khanung, atak chu yng mit a ton a, “Nyng khym kuvangnin nyng chunga tung se,” a ti. 
MAT.9.30	Khanung chu, yng mit chu yng na vâr pêk ta. Khanung, Jisu yng kyn, “Mi atu khawm yng hoi mak rang kânin rikimnin awm rang tânin,” tit yng na khap tâk. 
MAT.9.31	Imyitinung yngni chu yng sok a, hâ ram pumpuia retep yng mirethek tâk.
MAT.9.32	Yng sok lâizing kyn, en raw, chawng ril thyi mak luka rythâ thamak man rang a kyn yng hawng roi a. 
MAT.9.33	Khanung, rythâ thamak rang a misok zou kale nung chawng ril thyi mak mi chu chawng a hawng ril ta. Khanung, mipui ngyi chu luk yng na chawp pêk ta. “Israel ngyi sunga hikhanin hi la rumu sin mak,” yng ti. 
MAT.9.34	Imyitinung, Pharisai ngyi chu, “Rythâ thamak mylal ai chang tâsiknin, rythâ thamak ngyi rang yng na misok sin,” yng ti.
MAT.9.35	Senagok ngyi kyn Jisu yng na rysyinin, Pathyn Ram Retep thâ rilnin, dam mak tinka le rikho tinka min damnin, khopui le khotê ngyi kyn pheng a lêng ta.
MAT.9.36	Khanung chu, mipui ngyi rang yng na munin, a myrykmi nyi lou tâ merâ ngyi kuvang rawkhawl le retheknin yng awm tâsik, luk ryng yng na mu ta. 
MAT.9.37	Khanung chu, a nungzui ngyi kyn, “Sâng ât lom te luk â tam a, imyitinung â sin lommi yng rou; 
MAT.9.38	hamâsiknin, a sâng â ât lom dep rangnin, a Pumâ kyn zawng rou,” tinin yng na ril.
MAT.10.1	A nungzui lu sawm lyi nika ngyi rang yng na kou a, rythâ rono ngyi rang yng misok thyi rang kânin yngni rang kutnyinâ yng na pêk a; dam mak tinka le rikho tinka rang khawm midam thyinâ yng na pêk.
MAT.10.2	Khanung, sawm lyi nika nungzui ngyi riming chu hi ngyi hi â chang: Mânsâ chem chu Simon (Peter yng ti) le a nâupâ Andria; Zebedai Sapâ Jakob le a nâupâ Johan; 
MAT.10.3	Philip le Bartholomai; Thoma le choirosongmi Matthai; Alphai Sapâ Jakob le Thaddai; 
MAT.10.4	Kanaan kyntâ Simon le a mimanmi Juda Iskariot ngyi hi yng chang.
MAT.10.5	Hâ sawm lyi nika ngyi rang ha Jisu yng na dep a, yng kyn hikhanin chawng yng na pêk a; “Jentail ngyi lampuia ro ma rou, Samari kho ngyi kyn khawm lut ma rou; 
MAT.10.6	imyitinung chu, Israel zât merâ rypai ngyi kyn mi lam sê rou. 
MAT.10.7	Khanung, nyng sêna kyn, ‘Ryvân ram chu a hawng nâi ta;’ tinin thyi va ril rou. 
MAT.10.8	Dam mak ngyi rang midam nang, âthi ngyi yng na phawng rou, ri ryvyi ngyi rang mirythyng rou, rythâ thamak ngyi rang misoknin um rou; a man bounin nyng man a man bounin pe rou. 
MAT.10.9	Nyng kawnga zuli le rângkychak maw, sum maw, pawisâ maw i choi ma rou, 
MAT.10.10	lampuia nyng nai nang zât tharo sawlâ maw, kanchili pâk nika maw, phyikawk maw, lâthâ maw i choi ma rou, tulsinmi te a nêk lom chu â man sin. 
MAT.10.11	Khanung, kho lyna maw, khotê kyn maw nyng lutnâ khoka kyn, nyng na mitung thyinâ lom kyn rawk rou, nyng sok nok mak tenka chu hanân ngan pat awm ta rou. 
MAT.10.12	Khanung, ina nyng lutnâ rang kyn chibai yng na tho rou. 
MAT.10.13	In atâ maniâ ngyi chibai yng na tho zât yng kâi nung, nyng sungdâinâ chawng chu yng chunga tung se, imyitinung yng kâi mak nung chu, nyng sungdâinâ chawng chu nyng chunga kir nok se, 
MAT.10.14	mi atu khawm nyng na lom makmi chu, nyng chawng tenka khawm ryngâi makmi khoka chu, hâ in atâ rêk, hâ kho kyntâ rêk nyng sok tikân chu, nyng phyimyzâ kyntâ philphut thiknin ma rou. 
MAT.10.15	Chawngtaktênin nyng na ki ril. Bo ni tika chu, hâ kho nêknin te Sodom le Gomora ram a tor lom mitou la zâng yk at.
MAT.10.16	“En rou ta, syikhu ngyi bila merâ rang dep kuvang nyng na ki dep â chang hi; hamâsiknin murul kuvang singnin, pharvâ kuvang mi rang mysyt lounin awm rou. 
MAT.10.17	Imyitinung, maniâ kyntâ chu rikimnin awm rou; asik chu âbomi ulyn ngyi kyn nyng na mylân yng, Senagok ngyi kyn nyng na la hêm yng, 
MAT.10.18	hanung khawm, kyima tâsik ram a moroi ngyi le mylal ngyi, makunga yng ni le Jentail ngyi hoipui rangnin nyng na la roi iyng. 
MAT.10.19	Imyitinung, nyng nyng mylân tika chu, Imaw ti ket, imaw ril ket ai, tinin nyng sungthi chu mikawr ma rou ha; nyng ril lom chu a zo tak kyn nyng na la mihoi chang at. 
MAT.10.20	Asik chu â ril lom nyngni chang nâ ni ia nyng Pâ Rythânin nyng kân tou la ril at.
MAT.10.21	“Khanung, that rangtânin parol rysâ rang yng na miryman zylai yng a, pâ khawm a sapâ rang yng na la miman at, synâu ngyi khawm yng nu, yng pâ le rutuk pui iyng a, yng na mithat khawm that yng. 
MAT.10.22	Ki riming tâsiknin maniâ kipka makunga hot la chang nyng; imyitinung a mawng tenka â tor thyi kipka chu, hamâ rêlê chu damnâ la man at.
MAT.10.23	“Khanung chu, hi kho kyn nyng nyng ron nung chu, kho danga rawt rou; chawngtaktênin nyng na ki ril hi, maniâ Sapâ a hawng mak mâna Israel kho ngyi kyn chu lêng zou khainâ chynyu.
MAT.10.24	“Nungzuimi a moroimi nêknin lyn thyi mak; sokro khawm a pumâ nêknin rysâng thyi mak. 
MAT.10.25	Nungzuimi chu a moroimi kuvang ai awm le, sokro chu a pumâ kuvang ai awm chu, ai rup chem. In pumâ rang ngan Beelzebul; yng ti a chang nung chu, a inmi ngyi rang chu hanung yng la ti lom ngan â chang.
MAT.10.26	“Yngni rang chu yng na chi rou, ropong mak zât tharo chu i awm thyi mak a, rohoi thyi mak zât ruthup khawm i awm thyi mak. 
MAT.10.27	Azinga nyng na ki ril hi nyngni âvâra ril rou; nabeng bula nyng hoi hi insaphu kyn luinin mêhêtnin ril rou.
MAT.10.28	“Khanung, tak rang thatnin rythâ rang that thyi loumi ngyi rang chu chi ma rou, hamâ nêknin Gehena kyn rythâ le taksâ khak nikân â that thyimi rang lam chi rou. 
MAT.10.29	Chyryi pum nika rang pawisâ kale zor sin ma ngyi maw? Imyitinung, yng bil kyntâ pumka ngan nyng Pâ chawng lounin chu rênênga chul nâni. 
MAT.10.30	Nyng sam tyngtê ngyi tenka khawm hi pheng tinzou â chang. 
MAT.10.31	Hamâsiknin, chi ma rou; chyryi tamka nêknin nyng nâ lung ha.
MAT.10.32	“Hamâtâsiknin, maniâ makunga kâ lawm khoka rang chu, kyi khawm ryvâna ky pâ makunga lawm ket. 
MAT.10.33	Imyitinung, maniâ makunga kâ êngmi rang chu, kyi khawm ryvân Pâ makunga êng ket.
MAT.10.34	“Khawmola sungdâinâ pe rangnin ki hawng son ma rou; sungdâi pe rangnin ki hawng chang mak a, imyitinung khendai mitou. 
MAT.10.35	Maniâ a Pâ le a sapâ, a nu a sanu, a tarpi le a samou yng na mirutuk rang tânin ki hawng tou â chang. 
MAT.10.36	Maniâ a mâitem lom chu a sungsok kyntâ sêk tou chang at. Mi atu khawm a nu rang maw, a pâ rang maw kyima nêknin ai mawawl a chang nung, ki mi chang rangnin kâi mak; mi atu khawm a sanu rang maw, a sapâ rang maw kyima nêknin a mawawlmi khawm, ki mi chang rangnin kâi mak. 
MAT.10.37	Mi atu khawm a nu maw, a pâ maw, kyima nêknin a mawawlmi chu, ki mi chang rangnin pha mak; mi atu khawm a sanu maw, a sapâ maw kyima nêknin a mawawlmi khawm, ki mi chang rangnin pha mak. 
MAT.10.38	Mi atu khawm a kros ruputnin kyi ruzul makmi chu, ki mi chang rangnin kâi mak. 
MAT.10.39	Mi atu khawm amân tâ amân rurung rang â timi chu a nun sal at a; kyima tâsik a nun ai sal a chang nung dam at.
MAT.10.40	“Mi atu khawm nyng na lawm khoka chu, kyima rang kai lawm â chang a, mi atu khawm kâ lawm khoka chu kâ depmi rang ai lawm â chang. 
MAT.10.41	Mi atu khawm zawlnyi rang zawlnyi ai chang tâ a lawm nung, zawlnyi lawmman man at a; mi atu khawm maniâ thâ chu mithâ ai chang tâsik â lawmmi chu, mithâ lawmman man at. 
MAT.10.42	Khanung, mi atu khawm hi âtomtê ngyi sung atâ luka rang ngan ku nungzui ai chang tâsik tuidâi ruhumka ngan â pêk khoka chu, chawngtaktênin nyng na ki ril hi, yng lawmman chu yng na sal rêlê nâ ni,” a ti.
MAT.11.1	Hikhanin hi â chang a, Jisu a nungzui le sawm lyi nika ngyi rang, yng na rep zou kale, hanântâ yng kho ngyi kyn yng na rysyi rang le chawng ril rang tâ a sê ta.
MAT.11.2	Khanung, Johan Jil kyntâ Krista tulsin retep ngyi hoinin, a nungzui ngyi kân hikhanin chawng a dep a, 
MAT.11.3	a kyn, “A lâ hawng lommi chu nyngma maw ni chang, maw a dang rang maw la ngâk kyi?” a ti.
MAT.11.4	Khanung, Jisu yng kyn, “Sê nok nang, tharo nyng mu le nyng hoi ngyi hi Johan rang va ril rou; 
MAT.11.5	mitcho ngyi yng mu nok ta, phyioi ngyi phyi le lam yng sê thyi ta, ri ryvyi ngyi yng na hawng rythyng ta, nathawng ngyi yng hoi thyi ta, âthi ngyi rang khawm mythou a chang ta, âryng ngyi khawm Retep Thâ ril yng man ta. 
