MAT.1.1	Maketourou gel ka dooudjé lo Jésus Christ, ngon lo David, ngon lo Abraham.
MAT.7.15	Aïndjé prophètedjé ke ndjè ngem, ke doula koubou bi batidjé ta dé ròsè té, a ke mèdè té dèdè nto ndjakemdjardjé ke boo dadè nya.
MAT.7.16	Sésè a geridjédè deo kandé té lodè. Doudja kandé ndouou kake konn té, aséh kandé toungoutisa kourengangeya té wa?
MAT.7.17	Tokou ban, kake toï ke to madji an kandè ke madji, a kake ke toudjou mba an kandè ke madjang.
MAT.7.18	Kake ke to madji ase kan kandè ke madjang ang, ke kake ke toudjou mbä ase kan kandè ke madji ang to.
MAT.7.19	Kake kada kada toï ke an kandè ke madji ang, ntoukadè, diladè pouro.
MAT.7.20	Tokou ban sésè a geridjédè deo kandé té lodè.
MAT.7.21	Dooudjé toï ke pa arem, Mbaibé Seigneur, Mbaibé Seigneur, da kao béh ko té ke dara ang, sè nè kadaba ke da né ke Bòi ke éh dara ndiki.
MAT.7.22	Ndò té ke nou, maredjé baya a pa karem, Mbaibé Seigneur, Mbaibé Seigneur, djèdjè mpa tar ke ri ang wa, djèdjè ntouba ndildjé ke madjang ke ri ang wa, djèdjè nda tokou koula nya ke ri ang wa?
MAT.7.23	Tokou ban ma ma pa karedè, Mam ngerésè ndò kada ang, abidjé, ïyamdjé, sè ndjè né da ke madjangdjé.
MAT.7.24	Bana dooudjé kada kada toï ke wo tar lom nèn, ke dèdè ngem, dèdè nto tokou ndjè kemkarè ke da kei la do err té.
MAT.7.25	Ndi ere ke man ï nya, lél oula nya ounda kein lé, a kei oso ang mbata ndé do err té.
MAT.7.26	Dooudjé kada kada toï ke wo tar lom nèn, ke dèdè ngem ang, dèdè nto tokou mbe ke da kei la do nangara té.
MAT.7.27	Ndi ere ke man ï nya, lél oula nya ounda kein lé, nè noso ntoudjou toï.
MAT.7.28	Tokou Jésus eo ta pa tar nèn mba, mè dooudjé ke baya baya ounda do biä mbata tar ke nè ntòdjou.
MAT.7.29	Mbata nè ntòdjoudè tar tokou doou ke éh ke singa ta pa tar, to tokou tar lo ndjè da maketourou ndedjidjé lodè ang.
MAT.8.1	Tokou Jésus ï dò err té disi nange, dooudjé baya baya ao gè té.
MAT.8.2	Wo, doou ke ndjè bandji kada dé rò Jésus té, nongou mekedjé gòlè nòè té, mpana, Mbaibé Seigneur, tokou i ndiki, i ase ta dam madji.
MAT.8.3	Jésus oula dja orè, pana, Mam ndiki, edé madji. Loshénè loshénè bandji la goto.
MAT.8.4	Jésus pa arè, Ngem madji, epa tar kada are doou kada ang, a ao etòdjou ròi ndjè kòr, are né kare ba ke Moïse pa aresè leo, to tar nadji kemdè té.
MAT.8.5	Tokou Jésus ao Capernaüm té, doou ke ndjè ngem ndjè pouroudjé dé rè té, ndoudjè nya,
MAT.8.6	Mpana, Mbaibé Seigneur, ngonlokisi lom to kei té ke debe rè woei mba, rè tooè nya.
MAT.8.7	Jésus pa arè, Ma ma kao ta da rè madji.
MAT.8.8	A ndjè ngem ndjè pouroudjé tél tar arè, pana, Mbaibé Seigneur, ma masang ta kare i dé mè kei té lom, epa tar ndja kadaba, tokou ban rò ngonlokisi lom a dé madji.
MAT.8.9	Mbata mam nto doou ke wo tar to, ke mam nto ndjè ngem ndjè pouroudjé, ma mpa ke mare kada, Ao, a nè nao. Ma mpa mare marè kada, Edé, a nè ndé. Ma mpa mare bere lom, Eda né ke nèn, a nè nda.
MAT.8.10	Tokou Jésus wo tar ke nè mpa, nè nedji nya, nè mpa nare dèdè ke dao gè té, Tokoro ma mpa maresè, ke Israël té ka mo ko mè té tokou boui ban ang.
MAT.8.11	Ma mpa maresè, dooudjé baya a kï er loou té ke kade téh, ke er loou té ke kade woei, dèdè da kisi ta table té ke Abraham, ke Isaac, ke Jacob mè béh kö té ke dara.
MAT.8.12	A da kongou ngandjé ke béh kö té londoul té ke daka, loou té ke nou dooudjé a nò ke man kemdè, ke da kousa ngangedè.
MAT.8.13	Jésus pa are ndjè ngem ndjè pouroudjé, Ao, da da kari deo kadaba tokou i wo mei té mbä. Rò ngonlokisi dé madji lé té ndja.
MAT.8.14	Tokou Jésus ao mè kei té lo Pierre, nè no moum Pierredjè to ke rò too ke rè nounga nya.
MAT.8.15	Nè ntam dja ke rò too la eo, nè nï tarr nda ke Jésus.
MAT.8.16	Lowoul té ndja, dèdè ndé rò Jésus té ke dooudjé baya ke ndil ke madjang to mèdè té. Nè ntouba ndildjé ke tar ke tè té. Nè nda rò ndjè rò toodjé toï ta dé madji.
MAT.8.17	Tar nèn to ta kare tar ke prophète Ésaïe pa leo dé to tar ke tokoro, Nè noun né ke madjang lodjè, ke nè noto rò too lodjè tò.
MAT.8.18	Tokou Jésus wo dooudjé baya baya ngosiba sa, nè mpa ta kare dao toura man té.
MAT.8.19	Ndjè da maketourou ndedji dé rè té, nè mpa narè, Ndjè tòdjou tar, ma ma ndja goi té loou toï ke i ao kendé.
MAT.8.20	Jésus pa arè, Taldjé éh ke bwa lodè, ke eldjé ke ï tarr éh ke kei lodè, a Ngon lo doou éh ke loou kada ta koula dè kendé ang.
MAT.8.21	Mare ndjè kao gè té pa arè, Mbaibé Seigneur, arem mao ndoubou bòi dongor.
MAT.8.22	Jésus pa arè, Ao gom té, are ndjè yodjé doubou yona ndja.
MAT.8.23	Tokou nè nao mè to té, ndjè kao gè tédjé ao sa.
MAT.8.24	Wo, tokou lél bourä ï dò man té, tokou ban man ao mè to té dousou, a Jésus tibi.
MAT.8.25	Dèdè dao ndolè, mpana, Adjidjè Mbaibé Seigneur, djata kwoei.
MAT.8.26	Nè mpa naredè, Edaidjé bel mbata di wa, sè dooudjé ke ndjè ko mè tédjé ngadji? Tokou ban nè nï tarr, nè ndange lél ke man ke loou to dèkèkè.
MAT.8.27	Dooudjé edji nya, pana, Doou nèn to na wa, ke lél ke tokou man ndja wo tar la?
MAT.8.28	Tokou nè ntéh toura man té, nange té lo Gadareniendjé, dooudjé djo ke ndil ke madjang mèdè té ndé rè té. Dèdè ntéh kon dòbare té. Dèdè nda singa nya tokou ban mare doou kada ase ta ndai ke deoèn ang.
MAT.8.29	Wo, dèdè mpa ke tarr, mpana, Di a to horodjè té, i ke djèdjè wa, i Ngon lo Allah? I dé nèn ta da kedjè né mèkon dongor baa ta ndò ase wa?
MAT.8.30	Mare berredjé baya ousa né deo eo ngadji ke nou.
MAT.8.31	Ndildjé ke madjang doudjè nya, Tokou i toubadjè, ouladjè ta kao mè berredjé té nèn.
MAT.8.32	Nè mpa naredè, Abidjé. Tokou ban dèdè ntéh, dèdè dao mè berredjé té. Wo, berredjé toï ï dò err té ngòrou, daïngòrou dongou man, doei mè man té.
MAT.8.33	Dooudjé ke ndjè ngem berredjé daïn dao béh té, ntòdjou tar toï ke né toï ke dé rò ndjè ke isi ke ndildjé ke madjang.
MAT.8.34	Wo, dooudjé mè béh té toï téh ta kao rò Jésus té. Tokou dèdè doè, dèdè ndoudjè nya ta kï ke dang nange té lodè.
MAT.9.1	Nè nao mè to té, nao toura man té, nao béh la ndja.
MAT.9.2	Wo, dèdè ndé rè té ke doou kada ke debe rè woei mbä, nè nto twa té la. Tokou Jésus wo ko mè té lodè, nè mpa nare doou ke debe rè woei mbä, Are mei isi dèkèkè, ngonem, né ke madjang loi goto nga.
MAT.9.3	Wo, mare ndjè da maketourou ndedjidjé edji mèdè té, Doou nèn pa tar sä ke Allah.
MAT.9.4	A mbata Jésus geré tar kedji lodè, nè mpana, Mbata di a edjidjé tar ke madjang mèsè té wa?
MAT.9.5	Di baa to né ke ngeng wota wa, ta pana, Né ke madjang loi goto nga, aséh ta pana, I tarr, ndja ke gòli?
MAT.9.6	A ta karesè egeridjé Ngon lo doou éh ke singa nange té nèn ta kïya né ke madjang, nè mpa nare doou ke debe rè woei mbä, I tarr, oun twa loi, ao kei loi.
MAT.9.7	Nè nï tarr, nao kei la.
MAT.9.8	Tokou dooudjé ke baya baya wo né nèn, bel dadè, dèdè dòsou gadji Allah ke are tè tokou ban dooudjé.
MAT.9.9	Tokou Jésus ao ndai loou té ke nou, nè no mare doou ria na Matthieu, ke isi kei kouka narè lʼimpôt té. Nè mpa narè, Edé gom té. Nè nï tarr nao go Jésus té.
MAT.9.10	Tokou Jésus isi ta table té mè kei té, wo, mare ndjè taa narè lʼimpôtdjé ke ndjè né da ke madjangdjé baya ndé, disi ke Jésus ke ndjè kao gè tédjé.
MAT.9.11	Tokou Pharisiendjé wo né nèn, dèdè mpa dare ndjè kao go Jésus té, Mbata di a ndjè tòdjou tar losè ön mourou ke ndjè taa narè lʼimpôtdjé ke ndjè né da ke madjangdjé wa?
MAT.9.12	Tokou Jésus wo tar nèn, nè mpana, Dooudjé ke isi ke rò too ang ndiki ndjè kouma ang, a dooudjé ke ndjè rò toodjé ndikè.
MAT.9.13	Abidjé, esangidjé gel tar nèn, Mam ndiki mè madji, mam ndiki né polo ang, mbata mam ndé ta bar dooudjé ke gaté gaté ang, a ta bar dooudjé ke ndjè né da ke madjangdjé.
MAT.9.14	Tokou ban, ndjè kao go Jean té dé rò Jésus té, pana, Mbata di a djèdjè ke Pharisiendjé djïya mourou ndò baya, a ndjè kao goi té ïya mourou ang wa?
MAT.9.15	Jésus pa aredè, Ndò ke tokou basä taa dènè, a bo ndjè bokoradjé la dé rè té, a da nò tokou basä éh horodè té wa? Ndò ao dé ke dèdè da kòrou basä horodè té, ndè tén dèdè da kïya mourou.
MAT.9.16	Doou kada a koun koubou ke siki ta kila nè kem koubou ke konè ang, mbata yéh ke siki a kwaa ngeng a tir bo boui.
MAT.9.17	Dèdè dongou vin ke siki bar bòl vin té ang, tokou nda ban bòl vin a tir, ke vin a to koro ke bòl vin a toudjou. Dèdè dongou vin ke siki bòl vin té ke siki, tokou ban djokem to madji.
MAT.9.18	Tokou nè nao mpa ban, wo, mbai kada dé ongou mekedjé gòlè nòè té, pana, Ngonem ke dènè woei bashénè ba, edé ila dji dè té a nè na kisi tébe.
MAT.9.19	Jésus I tarr ao gè té ke ndjè kao gè tédjé tò.
MAT.9.20	Wo, dènè kada ke rò too mese dè bal dòkou gérè djo, nè ndé go Jésus té, nòrou ta koubou la.
MAT.9.21	Mbata nè mpa mèa té ndja, Tokou ma mòrou koubou la ba, rò too lom a goto.
MAT.9.22	Tokou Jésus tourou rè woè, nè mpana, Are mei isi dèkèkè, ngonem ke dènè, ko mè té loi da ròi madji mbä. Loshénè loshénè rò too lo dènèn lé goto.
MAT.9.23	Tokou Jésus dé kei té lo mbai, nè no dooudjé ke ndjè kòl tebe, ke dooudjé baya baya ke ourouki.
MAT.9.24	Nè mpana, Abidjé, mbata ngon ke dènèn lé woei ang, nè ntibi. Dèdè nkoukè.
MAT.9.25	Gè té ke nè ntouba dooudjé ke baya baya ta téh daka, nè nao mè kei té, nè nwaa dji ngon ke dènè, ke ngon ke dènè ï tarr.
MAT.9.26	Tar nèn bar dò nange té ke nou toï.
MAT.9.27	Tokou Jésus ndai loou té ke nou, dooudjé ke ndjè kem tò djo ao gè té. Dèdè mpa ke tarr, Eda mè madji kedjè, Ngon lo David.
MAT.9.28	Tokou nè nao mè kei té mbä, ndjè kem tòdjé dé rè té, Jésus pa aredè, Sésè woidjé mèsè té ke ma mase ta da né nèn wa? Dèdè mpa darè, Aä, Mbaibé Seigneur.
MAT.9.29	Tokou ban nè naa kemdè, mpana, Nda kesè ase ko mè té losè.
MAT.9.30	Kemdè teï mbä. Jésus ndedjidè ngeng, pana, Are doou kada geré tar nèn ang.
MAT.9.31	A dèdè ntéh dao mpa tar la loou té ke nange té ke nou toï.
MAT.9.32	Tokou dèdè dao mbä, wo, dèdé ndé rò Jésus té ke doou ke éh ke ndil ke madjang, ke pa tar ang.
MAT.9.33	Tokou nè ntouba ndil ke madjang ke daka, doou ke pa tar ang ao pa tar. Mè dooudjé ke baya baya ounda dò biä, mpana, Do né tokou ban ke Israël ndò kada leo ang.
MAT.9.34	A Pharisiendjé pana, Nè ntouba ndildjé ke madjang deo mbai té lo ndildjé ke madjang.
MAT.9.35	Jésus ndja ase loou tokou béh té ke ngan béh té lodè toï. Nè ntòdjou tar mè kei Allah té lodè, ke nè mpa tar ke madji lo béh kö, nè nòrou rò too toï ke né toï ke da ròdè madjang.
MAT.9.36	Tokou nè no dooudjé ke baya baya, nè nda mè madji kedè, mbata dèdè disi madjang ke singa lodè goto, tokou batidjé ke ndjè kouldè goto.
MAT.9.37	Bana nè mpa nare ndjè kao gè tédjé, Ko ke ndòò baya nya, a ndjè kouladjé éh baya ang.
MAT.9.38	Tokou ban edoudjidjé Mbaibé ke ndjè ndòò ta koula ndjè kouladjé mè ndòò ko té la.
MAT.10.1	Jésus bar ndjè kao gè tédjé dòkou gérè djo dé rè té. Nè naredè tè ta kare ntouba ndildjé ke madjang, ke ta kòrou rè too toï, ke ta da rè dooudjé karedè ndé madji toï.
MAT.10.2	Ri ndjè kouladjé dòkou gérè djo to tokou ban, yéh ke dongor to Simon ke dèdè mmarè na Pierre, ke André ngoköè, Jacques ngon lo Zébédée ke Jean ngoköè.
MAT.10.3	Philippe ke Barthélemy, Thomas ke Matthieu ndjè taa narè lʼimpôt, Jacques ngon lo Alphée, ke Thaddée.
MAT.10.4	Simon Cananite ke Judas Iscariot, doou ke ndjè ndoko Jésus.
MAT.10.5	Dèdè dòkou gérè djo nèn Jésus ouladè, nè mpa naredè, Abidjé ke deo lo Gentildjé kada ang, abidjé mè béh té lo Samaritaindjé kada ang.
MAT.10.6	Ase kare sésè abidjé rè batidjé té ke kei lo Israël ke nai.
MAT.10.7	Tokou sésè abidjé epaidjé tar ke madji, epaidjéna, Béh ko ke dara éh ngosiba.
MAT.10.8	Òridjé rò too lo dooudjé, aridjé doou ke woei mba ï, edaidjé rò ndjè bandjidjé are ndé madji, etoubaidjé ndildjé ke madjang. Sésè ingaidjé né ba, aridjé né ba.
MAT.10.9	Ounidjé narè lor aséh narè argent aséh mbaingira ke bòl losè ang.
MAT.10.10	Ounidjé bòl ta kao nè deo bo ang, aséh koubou djo ang, ke ndar gòlsè ang, ke kake djisè té ang to, mbata ndjè koula ase kinga mourou la.
MAT.10.11	Tokou béh aséh ngon béh ke sésè abidjé kendé, esangidjé doou ke mè béh tè ke madji ase, isidjé sa nderèng sésè etéhdjé.
MAT.10.12	Tokou sésè abidjé mè kei té, edèidjé laphia.
MAT.10.13	Tokou kei to madji ase, aridjé mè woul losè dé dè té, tokou bo nto madji asang, aridjé mè woul losè tél ròsè té.
MAT.10.14	Tokou doou kada kada taasè ang, ke do tar losè ang, etoundaidjé boum nange ke gòlsè té tokou sésè ïyaidjé kei aséh béhn lé.
MAT.10.15	Tokoro ma mpa maresè, ndò gange saria té, saria lo béhn lé a to wota saria nange té ke Sodome ke Gomorrhe.
MAT.10.16	Woidjé, ma moulasè tokou lo batidjé horo ndjakemdjardjé té, tokou ban isidjé ke kemkarè tokou lo li, a isidjé ke mè ke madji tokou lo derdjé.
MAT.10.17	Ngemidjé madji mbata lo dooudjé, mbata dèdè da kwaasè kare ndjè gange sariadjé, ke da koundasè mè kei Allah té lodè.
MAT.10.18	Dèdè da kao kesè no mbaidjé ke mbaibédjé té mbata tar lom, ta pa tar nadji nòdè té, ke no Gentildjé té to.
MAT.10.19	Tokou dèdè dwaasè dao kesè, esangidjé mèsè ang tar di baa a paidjé aséh tar ke sésè a télidjé nè wa, mbata kaden lé ndja da karesè tar ke sésè a kasidjé pa.
MAT.10.20	Mbata to sésè ke epaidjé tar ang, a to Ndil lo Bòsésè ke pa deo té losè.
MAT.10.21	Ngaköna ke dingao a kwaa ngoköè ta kare ntòlè, bòngon a da ke ngonè ban to. Ngandjé a kï ta mbeté bòdèdè ke ködèdè ta kare ntòldè.
MAT.10.22	Dooudjé toï a mbetésè mbata rim ndja, a nè ke nwaa are ngeng sar ndò té ke goukou, nè na kinga kadji.
MAT.10.23	Tokou dèdè ngäsè ke tar béh té ke kada, aïndjé ke mare béh té, mbata tokoro ma mpa maresè, sésè a ndaidjé horo béh té ke Israël toï ang dongor Ngon lo doou dé.
MAT.10.24	Ndjè kao go doou té wota ndjè tòdjè tar ang, ke bere wota ebèèdjè ang.
MAT.10.25	To asenga tokou ndjè kao go ndjè tòdjou tar té to asena sa, ke tokou bere to asena ke ebèèdjè. Tokou dèdè dounda ri doou ke ndjè kei na Béelzébul, dèdè da toura ri dooudjé ke kei la madjang wota ang wa?
MAT.10.26	Tokou ban edaidjé bel lodè ang, mbata né kada ke iyaa ke a téh daka ang goto, aséh né ke yarè ke da geré ang goto.
MAT.10.27	Né ke ma mpa maresè gongeï té, epaidjé ke lokarè té, né ke sésè woidjé hoi, epaidjé ke tarr dò kei té.
MAT.10.28	Edaidjé bel lodè ang ke ntòl da rò a dase tòl ndil ang. Madji wota ebelidjé nè ke nase toudjou ndil ke da rò djokem loou kem pourou té.
MAT.10.29	Dèdè ndoko kolé djo ke ngon narè kada ang wa? Ke kada lodè a koso nange ang tokou Bòsésè ndiki gè ang.
MAT.10.30	A bi dòsè ndja ntoura toï mbä.
MAT.10.31	Tokou ban, edaidjé bel ang, sésè madji wotaidjé kolé nya.
MAT.10.32	Tokou ban, dooudjé kada kada toï ke pa tar lom nò dooudjé té, ma ma pa tar lodè nò Bòi té ke isi dara tò.
MAT.10.33	A doou ke mbetem nò dooudjé té, ma ma mbetè nò Bòi té ke isi dara té tò.
MAT.10.34	Edjidjé ang ke mam ndé ta kare mè woul nange nèn, mam ndé ta kare mè woul ang, a ta kare tokou kiaa.
MAT.10.35	Mbata mam ndé ta kare doou mbeté bèdjè, ke ta kare ngon ke dènè mbeté këndjè, ke ta kare dènè mbeté moumèdjè.
MAT.10.36	Ndjè kembaadjé lo doou a to dooudjé ke kei la ndja.
MAT.10.37	Doou ke ndiki bèdjè aséh këndjè wotam, nè nasem ang. Nè ke ndiki ngonè ke dingao aséh ngonè ke dènè wotam, nè nasem ang.
MAT.10.38	Nè ke noto kake yo la ke nao gom té ang, nè nasem ang.
MAT.10.39	Nè ke ninga tébe la, nè na nai, a nè ke tébe la nai mbata lom, nè na kingè.
MAT.10.40	Doou ke taasè, ntaam tò, ke doou ke taam, ntaa nè ke noulam.
MAT.10.41	Nè ke ntaa prophète mbata nè nto prophète, nè na kinga kouka lo prophète. Nè ke ntaa doou ke gaté gaté mbata nè nto doou ke gaté gaté, nè na kinga kouka lo doou ke gaté gaté.
MAT.10.42	Doou ke are ngonarè man ke woul are kada lo dèdè ke ngadji nèn lé, mbata nè nto ndjè kao gom té, tokoro ma mpa maresè, kouka la a nai ang.
MAT.11.1	Tokou Jésus eo ta tòdjou tar ndjè kao gè tédjé dòkou gérè djo mbä, nè nïya loou ke nou, nao ta tòdjou ke ta pa tar mè béh té lodè.
MAT.11.2	Tokou Jean ke isi kei koula té wo tar koula lo Christ, nè noula tar deo ndjè kao gè tédjé.
MAT.11.3	Nè mpa nare Jésus, I to nè ke nata dé wa, aséh djase ngebe mare doou ke dang wa?
MAT.11.4	Jésus tél pa aredè, pana, Abidjé, epaidjé are Jean né ke sésè woidjé ke mbisè ke kemsè.
MAT.11.5	Ndjè kem tòdjé wo loou, ndjè metedjé ndja, ro ndjè bandjidjé dé madji, ndjè ke mbidè outou wo tar, dèdè ke doei mba dï tarr, ke ntòdjou tar ke madji dangetédjé.
MAT.11.6	Madji éh ke nè ke mèa tooè sem ang.
MAT.11.7	Tokou dèdè dao mba, Jésus ounkotè ta pa tar lo Jean kare dooudjé ke baya baya ke mbona, pana, Sésè abidjé mè kòr té ta ko di wa? Kòbou ke lél yèè wa?
MAT.11.8	Sésè abidjé ta ko di wa? Doou ke oula koubou ke madji wa? Woidjé, dèdè ke doula koubou ke madji disi kei mbaibédjé té.
MAT.11.9	Sésè abidjé mbata di wa? Ta ko mare prophète kada wa? Aa, ma mpa maresè, nè mbo nouta prophète.
MAT.11.10	Yèn to nè ke maketourou pa tar la leo,
MAT.11.10	Wo, ma moula ndjè koula lom dongor mari,
MAT.11.10	Nè na da deo loi dongor kari.
MAT.11.11	Tokoro ma mpa maresè, horodè té ke dènèdjé oudjoudè mare kada ke tokou wota Jean ndjè da baptême goto, a nè ke nto nè ke ngadji ngadji mè béh ko té ke dara, nè nouta Jean.
MAT.11.12	Ounkotè ke ndò lo Jean ndjè da baptême sar bokonè, béh ko ke dara ao dé ke singa mongou, ke dooudjé ke ndjè singa mongou tèè ke singa.
MAT.11.13	Mbata prophètedjé toï ke tar ndedji mpa tar ke daka sar ndò té lo Jean.
MAT.11.14	Tokou bo sésè ndikidjé ta ko tar nèn, nè nto Élie ke ata dé.
MAT.11.15	Nè ke néh ke mbi ke ka ko, ase kare nè no.
MAT.11.16	Deo di a ma ma tòdjou tar lo gel dooudjé nèn wa? Dèdè nto tokou ngandjé ke isi nata té ke mpa kare ndjè ke ndam kedè, mpana,
MAT.11.17	Djèdjè nkòl mboula djaresè, a sésè laaidjé ang,
MAT.11.17	Djèdjè nnò, a sésè enòidjé ke man kemsè ang.
MAT.11.18	Mbata Jean dé, nè nön mourou ang, ke nè naih ang, a dèdè mpana, Ndil ke madjang to mèa té.
MAT.11.19	Ngon lo doou dé, nè nön mourou ke nè naih, a dèdè mpana, Woidjé, ndjè kon mourou nya, ke ndjè kaih nya, ke to ndjè bokora lo ndjè taa narè lʼimpôtdjé ke ndjè né da ke madjangdjé. A ngandjé ke ndjè kemkarè òsou gadjè gaté gaté.
MAT.11.20	Tokou ban nè nounkotè ta ndange béh toï ke nè nda mare tokou koula la baya kendé, mbata dèdè mbeté kedji né da ke madjang lodè ang.
MAT.11.21	Ongou a dai, Chorazin. Ongou a dai, Bethsaïda, mbata tokou dèdè nda tokou koula ke Tyr ke Sidon leo ke nda horosè té, dèdè da mbeté kedji né da ke madjang lodè leo, da koula koubou ke madjang ke bou pourou.
MAT.11.22	A ma mpa maresè, ndò gange saria té, saria losè a to wota saria ke Tyr ke Sidon.
MAT.11.23	Ke i, Capernaüm, da piti sar ke dara wa? Da kao sei djabao. Mbata tokou dèdè nda tokou koula ke Sodome leo ke nda sei, bana a kéh nderèng ndò té ke nèn.
MAT.11.24	A ma mpa maresè, ndò gange saria té, saria loi a to wota saria nange té ke Sodome.
MAT.11.25	Ndò té ke nou Jésus pa ke tarr, Mam ndai woio Bòi, Mbaibé ke dara ke nange nèn, mbata i iyaa tar nèn ke ndjè kemkarè ke ndjè geré gel tar, ke i tòdjoudè ngandjé ke ngadji.
MAT.11.26	Aä Bòi, mbata tokou ban to madji kemi té.
MAT.11.27	Bòi arem né toï djim té mba, ke doou kada geré Ngon ang, sè Bèdjè ndja kadaba. Doou kada geré Bòi Allah ang sè Ngonè ndja, ke doou ke Ngon ndiki ta tòdjè karè.
MAT.11.28	Edéidjé rom té, sésè toï ke edaidjé koula, ke otoidjé né koto ke oi, ma ma karesè ta kwaa ròsè.
MAT.11.29	Ounidjé kake bange lom dòsè té, woidjé tar ke mam ntòdjousè, mbata mam nto doou ke mem to dèkèkè, ke mem tokou ang, ke sésè a kingaidjé deo kwaa oumasè.
