MAT.1.1	Taki̱da ki̱kuwang Yesu Masiya, buke Dauda, wu n ki̱n buke Yibrayime.
MAT.6.7	Ka yati̱ twa̱ba̱ bunite, ti̱bwidu ya̱muwe tiyangu bi̱bu a yimbu Kwamamu ki̱madangu, n chi ko kate ka nwe chidu di̱ne nabwe ya̱me. 
MAT.6.8	Ti̱maduwe nang chi, di̱ne Te chi̱n a yim chi ti̱baditu kasi no nang ki̱dangu ta tibu fwa ya̱ma̱ngu.
MAT.6.9	“Ti̱twa̱ba̱ buniti ying,
MAT.6.9	Te ni̱n wu a diye,
MAT.6.9	di̱n muni wauwadu.
MAT.6.10	Yaa mo a be,
MAT.6.10	yo ni̱n ma we ti̱ti̱nitu, tiyangu wenga bwadiyangu.
MAT.6.11	Ni ni̱n chabtu ti̱ditu.
MAT.6.12	Du ni̱mi̱n ki̱leti niyu,
MAT.6.12	tiyangu ni̱n du bi̱bu
MAT.6.12	ki̱ma ni̱mi̱n ki̱letimu.
MAT.6.13	Yo ni̱n ledu sweki̱ku we,
MAT.6.13	aya yu ni̱n we bwila.
MAT.6.14	“Ka ti̱du bi̱bu a ma chimi̱n ki̱letimu mi̱n ki̱leti chiye, n Te chi̱n wu a diye ka du chimi̱n ti̱nu. 
MAT.6.15	Ka ta du ni̱bu mi̱nbu ki̱leti chiye. N Te chi̱n wu a diye a ne du chimi̱n ti̱nu.”
MAT.6.16	“Ka yati̱ da̱u dimwene, ti̱kaiyu kabi̱ni we tiyangu ni̱bu di̱bebelinu ki̱madangu yo ki̱ da̱u dimwene. N chi ki̱kai kabi̱ni chiyu di̱ne ke chi yung ni̱bu ko chi ma dimwen. Bi̱yili̱m mi̱n fwa chimi̱nu, n chi a yiu sure chi di̱mbi̱ri̱m. 
MAT.6.17	Aya ka mun ma dimwen, fu kabumo, wa ti̱ki̱nung we dur munu Yinangu mun madi kwadangu. 
MAT.6.18	Di̱ne ke ni̱bu a yinduwe ko mun ma dimwen. Te wu mwang kube, wu a yim chiti kwange ka ni̱n ki̱ti̱me mo.”
MAT.6.19	Ti̱mur yichiyu mi̱nu kuliti we ti̱ti̱nitu, fi ki̱bwa̱ta n ti fi sa̱ngre a ne ka kaiye n ti fi dabi̱kum a ne ka wure. 
MAT.6.20	Aya ti̱mur yichiyu mi̱n kulitu a bwadi, fi ki̱bwa̱ta n ti sa̱ngre a ne ka kaiyinde n ti fi dabi̱kum a ne ka wure. 
MAT.6.21	Di̱ne fi kuli mwitu we mi̱ne, nang fi ni̱r munu wetuwe.
MAT.6.22	“Nu nang yiiku bwiyangu, ka nu mo ki̱ni li̱mange, bwiyi kwang ka ya yiiku. 
MAT.6.23	Aya ka numo a ne li̱mang wenge, bwiyi kwang ka kwala yiiki̱ku. Ka yiiku bwiyangi ki̱liye, ki̱liye ka su ki̱nati̱ng.”
MAT.6.24	A ne nii ka sii ni̱bu lomi burabe we. A mwintuwe n ki̱n ka ko wuka, ka ke wuka, ka ka nii dukan ki̱nu a wu wiine, ka du wuka. A ne da we mwang bunti̱ Kwama n ti ka̱mbi̱r ki̱da kiin.
MAT.6.25	Di̱ne yiko mi̱n fwa chimi̱nu, ti̱kuradu chiwe chabti̱tu ta chaditu n ti chi ta node, ka kuli̱n di̱du ta dodu a bwiyine. Ti̱kuritu a labu chabti̱ta? Yinu bwiyu a labu kuli̱n di̱dori̱na? 
MAT.6.26	Ti̱da̱ng ki̱ni̱biyu, n chi a fibu chi, a kabbu chi, a murbi̱ chi we bi̱ni chiyu. N Te chi̱n wu a diye ki̱chadu ki̱ni chi. N ti̱n ta labu ki̱ni̱biya? 
MAT.6.27	N wure we tibe chi̱n di̱ne ti̱kuran kitu ka suddu ka awa wiine?
MAT.6.28	Yinu a mayire ta kai ni̱ru we chi ta dodite? Ti̱da̱ng fili̱ntu we di̱kiru tiyangu ki̱dwiyedu, n chi a mabu nangang ka̱mbi̱rang a kubuti̱bu kuli̱n. 
MAT.6.29	Aya mi̱n fwa chimi̱nu, kasi no m Mai Solomon n ti dwiyen kitu, a doonbu kuli̱n leran di̱du we tiyang fili̱ntu. 
MAT.6.30	Ka n Kwama ka ywa̱ta swa̱ki̱ku a di̱kirinu mi̱ndiye, ti̱tu diwu ki̱ni ti̱kuri fi̱nenang ki̱le ki̱rangite, a ne ma chimi̱n ti̱tu a la Yeta, n ti̱n bi̱bu keku bi̱yili̱mang changu a ki̱tani̱mu.
MAT.6.31	Di̱ne yiko, ti̱kuradu chiwe tiko, “Nang chau wureni, ka nang no wureniye, ka niing do wureniye?” 
MAT.6.32	We kuu ni̱bu bi̱bu a yimbu Kwamamu, ti̱tu nang chi a mabu ti̱kali ki̱ne. Aya Te chi̱n wu a diye a yim ti̱badu. 
MAT.6.33	Aya a la chi ti̱bau Yaa Kwama n ti yile ko, ti̱tu chi kwang ka nii chi̱nu. 
MAT.6.34	Di̱ne yiko, ti̱kuradu chiwe ya̱m fi̱nenangi̱mu, di̱ne fi̱nenangu n wu Kwama. Kanang wuwule diye ki̱ni wuko riye.
MAT.7.1	“Ti̱nidu ka wuwule niye ki̱lewe, ke a ni ti̱nu chi̱n ki̱lewe. 
MAT.7.2	Nangki̱n, tiyangu ti̱mwata ni̱bu mi̱n ya̱ma̱ngu, ka mwata chimi̱n ti̱ni yiko. Kwele mun swende, nang wu ka swemi̱n ti̱ni ki̱ne. 
MAT.7.3	Wule yo mun da̱ng be di̱fi̱li̱n ki̱tinu a nu ke monu, mwang kurbu ki̱takulangu a numonge? 
MAT.7.4	Mwang medi yire, mwang chaku ke mo mi̱n di̱fi̱li̱n we nuko, yo ki̱takulang we wumo nuwe. 
MAT.7.5	Naba di̱bebeline, mwe n chaku ki̱takulangu we nu mo, yinu mwang chaku ki̱yilang swa̱ka̱n a nu ke monu.
MAT.7.6	“Ti̱nidu kadatiyu ti̱yili Kwamatu we, yinu ti̱nidu sulti̱kumiyu kali ka̱mbi̱riyi wuli̱bi̱wuli̱biyu we, ke ki̱la nwe chimi̱n burang.
MAT.7.7	“Ti̱bi̱u ka nii chi̱nu, ti̱bau ta yadu, ti̱bu kwa̱ru ka wudu chimi̱nu. 
MAT.7.8	Kanang wuwule niye wu ki̱bi̱de, ki̱yiddu, wu ki̱badde ki̱yadu yinu n ki̱n wu ki̱bu kware, ka wudu ki̱mi̱nu. 
MAT.7.9	N wure we tibe chi̱n wu bwe ko ka bi̱u ki̱danne n ki̱n ka nii kale? 
MAT.7.10	Ka a bi̱u chi̱nge, ka nii so? 
MAT.7.11	Ka n ti̱n, n ti̱n bi̱bwilamu, ti̱yim ti̱ni bwesi̱m chimu chi ti̱yiliye, kano Te chi̱n wu a diye a ne ni bwesi̱m ki̱mu ki̱li̱mangu we bi̱bu a bi̱u ki̱ni̱ma?
MAT.7.12	“Kanang ti̱ti̱le chiye, ma ni̱bumi̱n ti̱n yinangu no mun baddu n chi ka mami̱ndangu. Ti̱tu a dal yili̱ntu n ti chi fa̱kubu a fwaatu di̱mbi̱ri̱m.
MAT.7.13	“Lenga kwa̱ri kuddi̱nu, di̱ne wa̱re wuti̱le ka yo nii a twiyaku, nang wa̱re lantange. Ni̱bu nabwen ki̱tau wa̱re wuko. 
MAT.7.14	Aya kwa̱ri kuddu, nang wa̱re burinching wu a ti̱kuriye, ni̱bi bayim bi̱bu ki̱yaduwemu.
MAT.7.15	“Ti̱ma daandaan ki̱ni fa̱kubu ti̱kwanimu. Bi̱bu ki̱be fi a di̱chi̱ne ki̱ni di̱ba̱l kwamin we bwi chiyinu, aya n chi bawuti, chun a lwe bwi chiyu. 
MAT.7.16	Ni swaan chidu we a nangari chitu, ni ya ti̱kulan sinangitu we kwa̱da? Ka ti̱tu a ki̱selangitu we siinanga? 
MAT.7.17	Di̱ne yiko, ka ki̱ki̱le tiyang ki̱yilange ki̱ tu ti̱kulan ti̱yili aya tiyang ki̱bwilangu ki̱tu ti̱kulan ti̱bwilai.
MAT.7.18	“Tiyang ki̱yilangu a ne tu ti̱kulan ti̱bwilai, tiyang ki̱bwilangu a ne tu ti̱kulan ti̱yili. 
MAT.7.19	Kanang ki̱ki̱le tiyang ki̱ku a tubu ti̱kulan ti̱yiliyange, ni̱bu ka swidu ka maru a ki̱rang. 
MAT.7.20	Yiko, we nangi̱n chitu ta swaan chidu.
MAT.7.21	“N ke ka nang wuwule niye wu ki̱yalu ko ‘Tewuduwe, Tewuduwenge we!’ Ka le Yaa Kwama ka n ke wu ki̱tum ki̱ke Temi wu a diye. 
MAT.7.22	Nibu nabwen we diko beka fwadu ko, Tewuduwe, Tewuduwe, mare ni̱n ma fa̱kui ki̱ni di̱n mun, we di̱n munu ti̱nti̱n ni̱n chaka ki̱fi̱bti ni̱n mati̱ chi ka̱ta̱kitu nabwen. 
MAT.7.23	Mi̱n fal mang yi chidi tas mi, ‘Mang yinchi̱nbu. Ti̱yika mi̱n a fi ni̱bu bi̱bwilam!’
MAT.7.24	“Nii wu a nwe ker mi̱nu, yinu a ma nangang ki̱ne, ka kadu yinang naba yingku wu a mu loko a kwame. 
MAT.7.25	Yo mwe a swi, latiyu a riye, ki̱fi̱be a kune a ngau lo, lo wu a yarbu, di̱ne a mu lo a kwam. 
MAT.7.26	Yinu wu a nwe ya̱m mi̱mu, a mabu nangang ki̱ne, ka kadu nang di̱r di̱du a mu loko a yane. 
MAT.7.27	Yo mwe benge, latiyu a ri, ki̱fi̱be a kun a ngau lo, lo a yar ki̱ni keru dukan ko, kuuum!”
MAT.7.28	Yo n Yesu a ri fwaku ya̱m bi̱be, tayi a tau ni̱bu a muran we fikomu. 
MAT.7.29	Di̱ne ki̱n ki̱miya chimi̱nu tiyang nii wu ki̱ni dukane a newe tiyang ni̱bu yungku yili̱n chimu.
MAT.8.1	Yo n Yesu a suwe we kunne, ni̱bu nabwen a bung ki̱mi̱n ti̱n. 
MAT.8.2	Yinu wuka naba mwa̱liye a be fi a di̱ki̱ne a sung we kakku Yesungu a yi ko, “Tewuduwe, Ka mwang kenge, yo m be.”
MAT.8.3	N Yesu a kuku fa̱la̱ng kangu a twai ki̱n ko, “N ke, ya beku. Bi̱nabi̱na, naba mwa̱liye a ya beku. 
MAT.8.4	N Yesu a yi ki̱n ko, kedu fwa wuka ni minduwe, aya yika bwa fansetiye n yung yimwiyu, ya ma ni ki̱ku m Musa a fwangu a kau chimi̱n di̱mwar.”
MAT.8.5	Yo Yesu a le Kafanawu we, wuka naba tikake ni̱bu ki̱rang Roma a be fi a di̱ki̱ne a wannan ko, 
MAT.8.6	“Tewuduwe, ni wuki̱mami nangange a ngi̱rmane we lo a bu ki̱ni dukan.”
MAT.8.7	N Yesu a yi ki̱n ko, “Mang yadu, man be ki̱nu. 
MAT.8.8	Naba ki̱range wu, a yi ki̱n ko, Tewuduwe mang lwebu mwang be lomi, fwa ya̱mu, bwe mi ka ya beku. 
MAT.8.9	N mi̱n ti̱n ki̱ni bi̱seli̱m bi̱bu ki̱tum mi̱ni̱mu, yinu m min, ki̱ni ni̱bu ki̱rangmu mi̱n tundi̱mu. Mi̱n yale bi̱bi bwa, mi̱n tum bi̱bi bwa, ki̱mati̱nu. Mi̱n yi bwe nangange mi, a ma ti̱tu, ki̱mati̱nu.”
MAT.8.10	Yo n Yesu a nwe bi̱be, a ya̱r yii, yinu a yi ni̱bu ki̱bunti̱ ki̱ni̱mu ko, “N fwa chimi̱n bi̱yili̱m, mang yabu wuka ni we Yisrela ki̱nii keku bi̱yili̱mang ki̱ku.” 
MAT.8.11	Mi̱n fwa chimi̱nu, ni̱bu nabwen ka bedu kasi no a wuwule fwiti̱ne ti̱ti̱niye, ka swedu n ti Yibrayim n ti Yichaku n ti Yakubu we yiye Yaa Kwama. 
MAT.8.12	Aya bi̱bu a no ka kau ni̱bu Kwamamu a ki̱la komu, ka mar chidu a ki̱liki̱liye wu kwane, fi n chi ka ki̱wi kani̱n ki̱rti̱ti̱ nuume.
MAT.8.13	Yinu n Yesu a yi tikake ni̱bu ki̱rang Roma ko, “Yikan! Ka fwedu yinangu mwang ke ka fwedangu. Burangu a be we naba nangange ki̱dang kangu.”
MAT.8.14	Yo n Yesu a le lo Biti̱r, n ki̱n a ku nela Biti̱r a dada di̱ne ki̱kwam a ngau ki̱n. 
MAT.8.15	A twai fa̱la̱ng nayengu, ki̱kwam a be ti̱n. N ki̱n a kun a do ki̱mi̱n chabtu.
MAT.8.16	Ki̱ni me, ni̱bu a be Yesu mi̱ne ki̱ni ni̱bu ki̱fi̱btimu nabwen. N ki̱n a chaka ki̱fi̱btiyu ki̱ni di̱kwa̱l yiin, a beti̱ ni̱bu buramu nabwen. 
MAT.8.17	Ti̱tu a fwe ying ke a ri chitu fa̱ku Yichaya a fwaatu,
MAT.8.17	A da̱u nimi̱n bwini chiyu,
MAT.8.17	“A beti̱ buri̱n chi̱retu.”
MAT.8.18	Yo n Yesu a ku ki̱tuu ni̱be a bwa̱l ki̱ni di̱bi̱re, n ki̱n a yi miyari̱m ki̱mu ko a yabu wuka bale wu a far di̱dune. 
MAT.8.19	Wuka naba ni̱bu yungku yili̱ne a be, a yi ki̱n ko, “Naba yungke, mang bumi̱n ti̱nu kasi no mwang yadi bwa̱le.”
MAT.8.20	N Yesu a yi ki̱n ko, “Wuba futu ki̱ni bwartu chi ti̱tu ki̱daandi, ki̱ni̱biyu ki̱ni ki̱kuli. Aya Bwe Nii a newe ki̱ni fi.”
MAT.8.21	Wuka we miyari̱m ki̱mu a yi ki̱n ko, “Tewuduwe yam n ya, n fure temi didin.”
MAT.8.22	Aya Yesu a yi ki̱n ko, “Bumite, du kwa̱miyu a fur kwa̱mi chiyu.”
MAT.8.23	N Yesu a le kwa̱mbi̱re mwe, miyari̱mu a nabi̱ ti̱n. 
MAT.8.24	Ki̱fi̱be wuduwe a kun we mwe la wu a yo labi mwetu a fi̱l kwa̱mbi̱re mwe. Aya duum a da̱u Yesu. 
MAT.8.25	N chi a rung ki̱n ko, “Tewuduwe, yanang twiyadu!”
MAT.8.26	A yi chi ko, “A mayireti̱ nwe taye? N ti̱n bi̱bu keki̱ bi̱yili̱mang changu a ki̱tani̱mu. Yinu n ki̱n a kun, a wela ki̱fi̱be n ti labi mwetu, a tii si̱k.”
MAT.8.27	Chitu a ya̱r ni̱bu yii. N chi ki̱bi̱du ko, “Wuwule ki̱duum niim wu ki̱fi̱be ki̱nweti̱ ya̱m ki̱me?” 
MAT.8.28	Yo n Yesu a yabu wuka bale we ti̱m Ka̱ra̱siname, ni̱bu ki̱ni ki̱fi̱btimi burau a chire a bwa fute. Ni̱bu bi̱bu ki̱ni ki̱fi̱btimu ti̱nti̱n di̱ne bwila chi ni̱bu a tabu ware wuko. 
MAT.8.29	Bi̱nabi̱na a bwe keme ko, “Lwangang mwang wule n ti ni̱n Bwe Kwama? M be mwang ni ni̱n riye yo ki̱swi a tibu landa?”
MAT.8.30	We ki̱twalang kangu, sulti̱kumi loi we, a mabu kutan n ti chi, ki̱chau cham. 
MAT.8.31	Ki̱fi̱btiyu a wana Yesu ko, “Dub ni̱n le ki̱ran sulti̱kumiyu ka n chaku ni̱ne.”
MAT.8.32	A yi chi ko, “Ngo, ti̱ya!” N chi a yikan, a le sulti̱kumiyu. Ki̱ran sulti̱kuminu a bulan a wul a le far di̱dunu a bwaran. 
MAT.8.33	Ni̱bu ki̱to sulti̱kumimu a wulan a yika bi̱n, a ya, a fwa ni̱bu mi̱n chi a fwe ki̱ni ni̱bu ki̱fi̱btime. 
MAT.8.34	Ni̱bu bi̱ni̱mi kwang a chire be ka da̱ng Yesu. Yo n chi a be kuwe, a wana ki̱n ko a du ti̱m chimu.
MAT.9.1	Yo n Yesu a le kwa̱mbi̱re mwe, a yabu far di̱dunu, a yika bi̱n ki̱n,
MAT.9.2	we ki̱dang kangu, bi̱kam ni̱bu a da̱a̱ nii wu a ngi̱rmangi̱rmane, a be ki̱mi̱ne ki̱n a chi ti̱dari. Yo n Yesu a ku keki̱ bi̱yili̱mang chiyange, a yi nii wu a ngi̱rmangi̱rmane ko, “Kuradu chi we bwe mi, n du mi̱n ki̱leti mwiyu.”
MAT.9.3	We bi̱bu, bi̱kam ni̱bu yungku yili̱ni̱m a fwa we yichiyu ko, “Nii wu a swa̱ba Kwama.”
MAT.9.4	Kangu n Yesu a yim ti̱kuran chitangu, a yi chi ko, “A mayire ti̱kuran chi̱ntu a lebe? 
MAT.9.5	Ti̱ti̱le a la chi, ka ni a yiko, ‘N dumi̱n ki̱leti mwiye,’ n ti ka nii a yi ko, ‘Kun, ya yayuwe?’ 
MAT.9.6	Aya ke ti̱yim ti Bwe Nii ki̱ni dukan we ti̱ti̱nitu ka du ki̱letiyu. A yi wu ngi̱rmane ko, ‘kun, da̱u kwa̱mbi̱re mwemo yika lo, burang mwangu a be.’ ” 
MAT.9.7	Nii wu a kun, a yikati̱ loko. 
MAT.9.8	Yo ni̱bu a muran a fikomu a ku ti̱te, tayi a tau chi. N chi a dela Kwama wu a ni ni̱bu dukan di̱dun di̱de.
MAT.9.9	Tiyangu n Yesu a chakakku ki̱ni yayuwangu, n ki̱n a ku wuka nii wu ki̱yalu ko m Matta, a swe ki̱yiu sangkal, n Yesu a yi ko, “Bumite.” N ki̱n a kun a bunti̱n.
MAT.9.10	Yo n Yesu a yaki̱ chau chabtu metu a lon Matta, ni̱bu ki̱yiu sangkali̱mu nabwen n ti ni̱bu ki̱letiyimu a be a swe a chau chitu ware. 
MAT.9.11	Yo Farisawa a kuwe, a yi Miyari̱m ki̱mu ko, “Wureni a yo naba lo chi̱n ki̱chau chabtu n ti ni̱bu ki̱yiu sangkali̱m n ti ni̱bu ki̱letime?”
MAT.9.12	Kangu n Yesu a nwe ya̱m bi̱bangu, a yi ko, “Nii wu ki̱ni li̱mange a babu nabari, kana wu a bubuwe. 
MAT.9.13	Yati̱ ta̱l chi ti̱tu ki̱yungde, mi̱n bau nweki̱ ki̱buneng n ke niku ki̱tumang. Mang bebu di̱ne ni̱bu yilem aya di̱ne ni̱bu ki̱leti̱m.”
MAT.9.14	Yinu Miyari̱m Yowanamu a beki̱ bi̱u Yesu ko, “Wure ni a yo n ni̱n n ti ni̱bu Farisamu ni̱n da̱u dimwen aya Miyari̱m mumu a da̱bbe?”
MAT.9.15	N Yesu a ki̱nta chi ko, “Fate wutabre ka ma furi ki̱liki̱lin we ki̱dangu bwele ki̱yiu naye we ware n ti chiyanga? Ki̱swi ki̱bedu wu bwele ki̱yiu naye ka du chide. Nang ki̱dangu n chi ka da̱u dimwen.
MAT.9.16	“A ne nii ka tal luke wuka̱re ki̱ni di̱lukten di̱fwine we, di̱ne ka di̱lukten di̱fwinu a wubi ti̱ri̱me ka kai luke, ti̱nti̱ne ka su ngi̱raki̱ku. 
MAT.9.17	A ne nii ka kur mwe yili̱me we bechi wuka̱re ni̱bu Yafudame. Ka a kure, besii ka fwedu, yimu ka kura bwa, besi a kaiyan. Ka la chi a kur, a besi ni̱bu Yafudam wu fwiye, besi n ti yimu a ne kaiyadu.”
MAT.9.18	Yo n Yesu we ki̱fwa ya̱me, wuka tikake kan muraki̱ne a be fi a di̱Yesuwe a sung we a kakki̱ Yesuwangu a yi ko, “Fwa̱n mi̱nu a bwa a mabu ki̱twalang. Aya be yo ki̱mi̱n fa̱la̱ng, n yim ka kunnu.” 
MAT.9.19	N Yesu a kun n ti Miyari̱m ki̱mu, a bunti̱ nii wu.
MAT.9.20	Wuka naye wu a ma swa̱tu kub chiri turab ki̱kur ki̱tume, a kanengi kuteng a twai ki̱ti̱ku luke wu n Yesu a do. 
MAT.9.21	N ki̱n a yi we yikiyu ko, “Ka no n twayin ka luke ko, mang bedu.”
MAT.9.22	Kangu n Yesu a sabran a da̱ngangu a yi ko “Ma furi mwe mwe, fwa̱n mi̱n, keku bi̱yili̱mang mwangu a been. We fiko naye wu a be.”
MAT.9.23	Yinu n Yesu a le lo naba tikake a ku ni̱bu ki̱kura chimu n ti bi̱bu ki̱kira winimi kuuu! 
MAT.9.24	A yi chi ko, “Ti̱kun mi̱n a fi. Fwa̱n di̱du a bwabu, ki̱da kana dum,” N chi a nu Yesumi̱n di̱nur swa̱baki̱n. 
MAT.9.25	Yo ni̱bu a chir fi̱lange, n Yesu a le a tau fa̱la̱ng fwanangu, fwa̱nu a kun ti̱n. 
MAT.9.26	Ya̱m bi̱bu a ti̱ra ti̱mi kwang.
MAT.9.27	N Yesu ki̱du fikoye, ki̱dubi burau a nabu ki̱n, ki̱yalti̱ chitu ko, “Bwe Dauda, nwe ki̱bune ni̱n.”
MAT.9.28	Tiyangu n Yesu a le wuka longu, ki̱dubi̱bu a be fiko, n Yesu a bi̱u ko, “Ti̱ke bi̱yili̱mu mang medu mang be chi̱na?” N chi a ke ko, “A ne twayaku we Tewuduwe.”
MAT.9.29	Yinu a twai kwalangi chiyu a yiko, “Ti̱be, di̱ne keku bi̱yili̱mang changu.” 
MAT.9.30	Yinu kwalangi chiyu a wuden. We fiko, n Yesu a wu ki̱teli chiyu ki̱ni dukan ko, “Tifwa wuka mi̱nu chi a fwetu we.” 
MAT.9.31	Aya n chi a chir, a ti̱r ya̱m Yesumu we yaa wuko n ti ti̱m bi̱ki̱mu ki̱ni kwang.
MAT.9.32	Yo n chi yaki̱ chirede, ni̱bu a be ki̱mi̱ne ki̱ni wuka nii wu ki̱fi̱bti a la bwiyu n ki̱n a yimbi̱nang fwaanti̱ ya̱me. 
MAT.9.33	Ki̱dangu ki̱fi̱bti a chirangu, di̱fun di̱du a fwa ya̱m. A ya̱r ki̱tuu ni̱be yii. N chi a yi ko, “Nang kuunbu ti̱tu chi we ti̱m Yisrelamu.”
MAT.9.34	Aya bi̱kam ni̱bu Farisamu a yi ko, “Ki̱ma nangangu ki̱ni dukan tikake Mai ki̱fi̱btiye.”
MAT.9.35	N Yesu a bunti̱n bi̱nti̱tu n ti beti̱ bi̱ntiyu ki̱miya ni̱bu mi̱nu we kambi muraki̱ chitu, ki̱fwa ya̱m bi̱li̱m Yaa Kwamamu, ki̱berati̱ buri̱ntu. 
MAT.9.36	Yo n ki̱n a ku ki̱tuu ni̱be, a nwe ki̱bune chi, di̱ne n chi ki̱nwe riye yinang kwanti yiyu a ne naba toke wei. 
MAT.9.37	Yinu a yi Miyari̱m ki̱mu ko, “Nangang kakkangu nabwe aya ni̱bu nangangmi bayim. 
MAT.9.38	Di̱ne yiko, ti̱twa̱ba̱ buni, ke Tewuduwe a tume ni̱bu nanganmu ke a kau.”
MAT.10.1	N Yesu a yal miyari̱mi kub chiri burabi̱mu a ni chi dukanu ka chaku ki̱fi̱bti, ka beti̱ buri̱ntu.
MAT.10.2	Ti̱tu nang di̱mbi fandubi̱bu kubchiri burab, n Simun wu ki̱yalu ko Biti̱r n ti Andi̱riya keko n ti Yakubu bwe Sa̱badi n ti Yowana ke ko. 
MAT.10.3	N Filibu n ti Bartolomi n ti Toma n ti Matta wu ki̱yiu Sangkale n ti Yakubu bwe Alfiyus n ti Tadiyu. 
MAT.10.4	N ti Simun naba Kanana, yinu n ti Yafuda Yiskariyoti wu n ki̱n a kwa̱l Yesuwe.
MAT.10.5	N Yesu a tum Miyari̱m ki̱mi kub chiri burabi̱mu a ngau chimi̱nti̱ ki̱kure ko, “Ti̱yaduwe ni̱bu a yikayu kuuti. Ti̱nti̱ne ti̱ledu di̱kan bi̱n we Samariya. 
MAT.10.6	Ti̱tibe bwa kwanti yi lairi ni̱bu Yisrelame. 
MAT.10.7	Yati̱ mwa chi tiko, Yaa Kwama a mwatawe.” 
MAT.10.8	Ti̱be bi̱bu a bubuwemu, ti̱kuku bi̱bu a bwarani̱mu, ti̱swar ni̱bu mwa̱limu, ti̱chaki̱ti̱ ki̱fi̱bti. Ta ta̱nbu ta̱ne, ti̱ ni ti̱miduwe miye. 
MAT.10.9	Ti̱da̱du ti̱kan chi we yinang ka̱mbi̱r di̱du ta tani̱n chiin. 
MAT.10.10	Ti̱da̱du wuka swe we n ti luke yurau n ti ka ki̱wamiye ka dwamenge, naba nanga a dakan ka ya chabtu kitu.
MAT.10.11	Kanang di̱di̱le bi̱n di̱du ta ledi̱ne, ta bau nii ki̱nwe tai Kwamaye, ti̱swe we lo wuko a lami̱nti̱ yo ta du fiko. 
MAT.10.12	Ka yata le lo niye, ti̱si chi. 
MAT.10.13	Lo a yiu chi̱ne, ti̱yo chimi̱n delaku, wu a ko chi̱ne, ti̱chir ti̱n ki̱ni li̱mang changu. 
MAT.10.14	Lo a ne yiu chi̱ne ka, ka siti̱bu ki̱tele we ya̱m chime, Ti̱bu kuru we nani chiyu yo kano ti̱chiru, ti̱du lo wukonge. 
MAT.10.15	Mi̱n fwa chimi̱n bi̱yili̱m, n Kwama ka nwe ki̱bune bi̱n Sodom n ti Komara we di kabaku Kwama ka la bi̱nti̱ ti̱tu a ko chinitu.
MAT.10.16	Da̱ng, mi̱n tumchi̱nu yinang kwanti a tibe bawutiye, di̱ne yiko, ti̱kasan yinang soti, ti̱tau bwanu yinang ki̱kubti. 
MAT.10.17	Ti̱ma daandaang, di̱ne ni̱bu ka le kan kabaki̱nu ki̱ni chi̱n, ka twalachi̱nu we kambi muraku ni̱bu Yafudamitu. 
MAT.10.18	Di̱ne mi̱ne, ni̱bu ka yadi ki̱ni chi̱n a kakku bi̱duum n ti mati̱m, di̱ne di̱mwar di̱yili̱nu ta ma a kakku chiyanu n ti yikayu kuuti ti̱n. 
MAT.10.19	Yo ka yadu ki̱ni chi̱n a kakke, ni̱tu chi̱ntu a kaiyaduwe chi ta fwaditu, di̱ne n ki̱n ka ni chi̱n chi ta fwaditu we ki̱swi wuko. 
MAT.10.20	Di̱ne nii ka fwa ya̱me n ke chi̱n, Fi̱ki̱m Te chi̱n wu a diye ka fwa chimi̱n ya̱mu.
MAT.10.21	Ke ka ni keko ko ni̱bu a chi̱u, te ti̱n ka ni bweko, bwesi̱mu ka yaradu n ti bi̱bu a bi̱u chimu, ka yodu ni̱bu ka chi̱u tebu chimu. 
MAT.10.22	Ni̱bu a yimbu Kwamamu ka ko chi̱nu di̱ne di̱n mi̱ne. Aya wu ka tidi ki̱ri̱ng ka lami̱nti̱ di swan kute, ka swidu. 
MAT.10.23	Ka n chi a ni chi̱n riye we di̱kanu bi̱nne, ti̱wulti̱ di̱kan bi̱n. Bi̱yili̱m mi̱n fwa chimi̱nu, a ne ta ri kanaku kuti Yisrela, Bwe Nii ka bedu.
MAT.10.24	Miyare a labu naba yungke ko, ka̱be a labu naba loko. 
MAT.10.25	Miyare ka nwe ta̱ma̱ng ka ka kadu yinang naba yungke ko, yinu ka̱be yinang naba loko ti̱n. Ka a yal teloko Bayalsebul we, yinu ka yal ni̱bu lomu ko wule?
MAT.10.26	Nangki̱n, ti̱wulu tayi chiyu we. A ne chi ti̱yingeri ti̱tu a ne wudeditu we. A ne ti̱lairi ti̱tu a ne kwa̱ladituwe. 
MAT.10.27	Chitu mang fwa chimi̱n a bura tu, ti̱fwa yi kwa̱rikwa̱ri, ti̱lairitu mang fwaatu, ti̱fwa a fi̱lang yinang yilang. 
MAT.10.28	Ti̱wulu bi̱bu ki̱chi̱u bwiyumu we, aya a ne chi̱u ti̱kuritu. Aya ka la chi ta wul Kwama ka chi̱u bwiyu n ti ti̱kuritu a far ki̱rane. 
MAT.10.29	Ni̱bu ka medu ka ta̱n kwa̱la ki̱ni kobo wiina? A bwin yiko a ne wuka wu ka swidu we ti̱mu n Te chi̱n a yimbe we. 
MAT.10.30	Kasi no nang ritu a duriti kwang n Kwama a yim. 
MAT.10.31	Di̱ne yiko, ti̱nwedu tayi we di̱ne n ti̱n ti̱la kwa̱la ki̱ni ki̱siyangu nabwen.
