MAT.1.1	Iyan haini mga gin-apuan hi Cristo Jesus. Si Jesus kaliwat hi David sa kaliwat daan hi Abraham.
MAT.6.25	“Aman ikagiyen ku inyu ha harì kaw masamuk ku inu sa agkan-en daw sa ag-inumen nuy daw sa agbistiyen nuy. Kenà ba mahinengdanen pa sa kinabuhì nuy dì hu pagkaen? Daw kenà ba mahinengdanen pa sa lawa nuy dì hu bisti? 
MAT.6.26	Henhenaa nuy sa mga tagbis ha taglayang. Harì sidan tagpamula daw hurà dan daan bugawan ba igpakaen sidan hu Amay nuy ha diyà ta langit. Kenà ba palanggà kaw pa dì hu mga tagbis? 
MAT.6.27	Bisan ku agkatungkayan nuy en agkanugunan sa kinabuhì nuy ba saena harì nuy en gayed masumpayan.
MAT.6.28	“Daw imbà kaw agkasamuk ku inu sa bistiyen nuy? Henhenaa nuy sa mga bulak ku agkainu-inu sa pagtubù dan. Harì sidan tagpanahì hu pinaksuy dan. 
MAT.6.29	Ba ikagiyen ku inyu ha bisan si Harì Solomon su anay sa sapian hurà makagbisti hu iling kadagway taini ha mga bulak. 
MAT.6.30	Ku madagway sa kabuhata hu Dios hu mga sagbet ha laus dà agkangagangu daw bigsuli, iyan kaw pa kan harì mailahan hu bisti. Imbà man kaatiyuay tungkay sa pagsalig nuy hu Dios?
MAT.6.31	“Aman harì kaw gayed masamuk hu kagi nuy, ‘Inu gid sa agkan-en daw sa ag-inumen daw sa agbistiyen day?’ 
MAT.6.32	Ta iyan dà agkasamuk sa mga etaw ha hurà pa makakilala hu Dios. Sa Amay nuy diyà ta langit natun-an din ha agkinahanglanen nuy gayed haena. 
MAT.6.33	Una hu alan ipagharì nuy sa Dios diyan ta inyu daw buhaten nuy sa matareng dayun iila din gayed inyu sa alan ha agkinahanglanen nuy. 
MAT.6.34	Aman harì kaw agkasamuk ku inu sa maul-ulahan ku malugay ta ku makauma asem haena human nuy en henhenaa. Harì nuy enà iisab haena hu kasamukan nuy iman.
MAT.7.1	“Harì nuy aghukumi sa duma ha mga etaw ta daw harì kaw daan hukuman hu Dios. 
MAT.7.2	Ta ku inu sa ighukum nuy hu duma nuy iyan en daan haena ighukum inyu hu Dios, daw sa kabegat hu ighukum nuy iyan en daan haena kabegat hu ighukum inyu hu Dios.
MAT.7.3	“Imbà nuy man tag-ahaaya sa puling hu duma nuy? Hurà nuy ba diay katun-i ha sa inyu ha puling iling kaadagi hu batang? 
MAT.7.4	Imbà kaw tag-ikagi ha ag-awaen nuy haena sa atiyuay ha puling hu duma nuy ha sa inyu ha puling bà daan su batang? 
MAT.7.5	Sinyu sa tagpasibù-sibù, unahen nuy gayed awaen sa puling nuy ha bà su batang na ku makaindan kaw en human nuy dayun awaa sa nakapuling duun hu duma nuy.
MAT.7.6	“Harì nuy iila duun hu mga asu sa mga butang hu Dios ta bà kaw dà taena kagata, daw harì nuy daan iglambeg sa mahalen ha pirlas duun hu mga babuy ta bà dan dà haena takunai.
MAT.7.7	“Panayù kaw duun hu Dios ta ilahan kaw gayed kandin, pan-ahà kaw daw makaahà kaw, pangumaw kaw daw puwaan kaw kandin. 
MAT.7.8	Ta bisan sin-u sa agpanayù ag-ilahan daw saena ha agpan-ahà makaahà daw sa agpangumaw agpuwaan. 
MAT.7.9	Ku amin inyu agpanayù sa batà nuy hu supas ag-ilahan nuy ba diay hu batu? 
MAT.7.10	Daw ku manayù hu sedà bunsalagan ba diay sa ig-ila nuy? 
MAT.7.11	Ku sinyu sa mga etaw ha makasasalà agkatuen kaw tag-ila hu maayad duun hu mga batà nuy, labaw pa gayed sa Amay nuy diyà ta langit ta ku manayù kaw ilahan kaw gayed kandin hu mga maayad ha agpanayuen nuy.
MAT.7.12	“Ku inu sa agkabayaan nuy ha buhaten diyan ta inyu hu mga duma nuy iyan daan haena buhaten nuy diyà ta kandan, ta iyan haena Kasuguan daw lalang hu Dios pinaagi hu mga prupita.
MAT.7.13	“Duun kaw agi hu malig-et ha pultahan ta maluag sa pultahan daw malumu sa dalan payanaen diyà ta Impirnu aman madakel sa duun tag-agi. 
MAT.7.14	Malig-et sa pultahan daw malegen sa dalan payanaen hu kinabuhì ha hurà din katapusan aman atiyuay dà sa pakatulen duun.
MAT.7.15	“Mag-andam kaw hu mga manunudlù ha biduen ta saena dumiyan ta inyu ha bà su mga tumutuu ba sa mga tigtudlù dan makadaet inyu. 
MAT.7.16	Makilala nuy sidan ha biduen pinaagi hu tagbuhaten dan. Harì kuy makapanimù hu libas daw hu bugkà duun hu sampinit. 
MAT.7.17+MAT.7.18	Iling taena ha sa maayad ha kayu pulus dà gayed maayad sa bunga din, ba sa madaet ha kayu madaet en daan sa mga bunga din. 
MAT.7.19	Sa kayu ha madaet sa bunga din bà dà haena pilaya daw bigsuli. 
MAT.7.20	Aman sa etaw makilala nuy pinaagi hu tagbuhaten din.
MAT.7.21	“Amin mga etaw ha tag-ikagi hu Ginuu a kandan ba hurà sidan makalagkes duun hu tagharian hu Dios, ta iyan dà pakaseled duun taena sa tagtuman hu agkabayaan hu Amay ku diyà ta langit. 
MAT.7.22	Duun asem hu Aldaw hu Paghukum madakel sa mag-ikagi, ‘Ginuu, pinaagi hu ngaran nu insaysay day sa impaikagi nu daw pigbugaw day sa mga busaw daw madakel pa gayed ha mga belenganen sa nabuhat day.’ 
MAT.7.23	Ba bà ku dà sidan ikagiyi, ‘Harì ku inyu agkakilala aman paman-awà kaw dini ta kanak sinyu sa mga madaet sa buhat din.’
MAT.7.24	“Bisan sin-u sa tagpaliliman hu lalang ku daw magtuman daan taena agkailing hu etaw ha migbalay hu tungkay malig-en. 
MAT.7.25	Su mamagyu daw mamahà hurà gayed haena kapilay sa balay ta tungkay nalig-enan. 
MAT.7.26	Ba saena ha tagpaliliman hu lalang ku ba harì tagtuman agkailing hu etaw ha bà dà miglawig. 
MAT.7.27	Su mamagyu daw mamahà napilay haena daw nakagas.”
MAT.7.28	Su makapenga si Jesus magtudlù saena ha mga etaw nangabeleng 
MAT.7.29	ta sa kandin ha pagtudlù amin duun gahem dì ku mga manunudlù hu Kasuguan.
MAT.8.1	Su tumubang en si Jesus duun ku bubungan madakel tungkay sa namanduma kandin. 
MAT.8.2	Amin daan sanglahen ha luminuhud diyà ta kandin daw hangyù, “Ginuu, ku mabayà ka ngaay bulungen a ikaw taini ha mahugaw ha dalu ku.”
MAT.8.3	Dinampà hi Jesus su sanglahen daw ikagiyi, “Agkabayà a aman maulian ka.” Sagunà haena naulian. 
MAT.8.4	Dayun inikagiyan hi Jesus, “Harì ka manunultul hu bisan sin-u ba dumuun ka taena ha sinaligan hu paghalad ta daw masusi din ha naulian kad en. Maghalad ka sumalà hu Kasuguan hi Moises ta daw malimpyuwan ka daw matun-an hu mga etaw ha naulian kad en.”
MAT.8.5	Su diyà en si Jesus ta Capernaum amin diyà kapitan hu sundalu ta Roma ha tuminalagbù ki Jesus daw hangyù, 
MAT.8.6	“Ginuu, agkatungkayan hu dalu sa suluguen ku diyà ta balay na harì en pakakayug-kayug daw agkasakitan gayed.”
MAT.8.7	Tuminubag si Jesus, “Ahaen ku iman haena ta daw maulian.”
MAT.8.8	Ba saena ha kapitan tuminubag, “Ginuu, agkagayhà a ku dumiyà ka ta balay ku aman bà nu dà ikagiya ha maulian en haena sa suluguen ku. 
MAT.8.9	Natun-an ku ha mahimu nu haini ta siak suluguen a daan hu agalen ku ha sundalu daw amin daan mga sundalu ha sakup ku. Ku ipahipanaw ku sidan agtuu gayed. Bisan inu sa igsugù ku hu suluguen ku agbuhaten din daan haena.”
MAT.8.10	Su mapaliman haena hi Jesus nabeleng gayed daw inikagiyan din su mga etaw ha namanduma kandin, “Laus gayed sa ag-ikagiyen ku inyu ha hurà ku pa gayed naahà duun hu mga kaliwatan hi Israel ha agkailing taini sa pagtuu din. 
MAT.8.11	Ikagiyen ku inyu ha amin asem madakel ha mga etaw iling kandin ha kenà Judio ha maamul-amul daw makigsalu diyà ki Abraham daw ki Isaac daw ki Jacob duun hu tagharian hu Dios. 
MAT.8.12	Ba sa mga Judio ha iyan ngaay pigtaganahan taena ha tagharian hu Dios ilambeg paman duun hu kasukileman diyà ta guwà ha duun sidan makag-ulahuay hu kalugul daw magkakangget sa mga ngipen dan hu kasakitan.”
MAT.8.13	Dayun inikagiyan hi Jesus haena sa kapitan, “Umulì kad en ta saena suluguen nu ha agkadaluwan maulian en tumenged hu pagtuu nu.” Aman sagunà dayun haena naulian.
MAT.8.14	Su sumeled en si Jesus diyà ta balay hi Pedro naahà din sa ugang ha bahi hi Pedro ha harì en pakabangun ta agkagenaw. 
MAT.8.15	Inibitan hi Jesus sa alima taena aman sagunà naulian. Dayun migbangun haena daw sinugbahan din say Jesus.
MAT.8.16	Su madani en agpanukilem pinan-uwit hu mga etaw diyà ki Jesus sa mga pinanaguan en hu busaw, aman pinamugaw din sa mga busaw pinaagi hu mga lalang din daw naulian daan sa alan ha agkangadaluwan. 
MAT.8.17	Nabuhat din haena ta daw matuman sa inikagi hi Isaias sa prupita ha tagyanaen,
MAT.8.17	“Inawà din sa mga kaluyahen taw daw inuwit din sa mga dalu taw.”
MAT.8.18	Su maahà hi Jesus sa madakel ha mga etaw ha nangaamul-amul diyà ta kandin inikagiyan din sa mga tinun-an din ha lumayun sidan duun taena ha danaw. 
MAT.8.19	Amin manunudlù hu Kasuguan ha uminubay diyà ki Jesus ha minikagi, “Manunudlù, agduma a ikaw bisan hindu ka duun agpayanaen.”
MAT.8.20	Ba tuminubag si Jesus, “Sa laku amin din tagtimaan daw sa mga tagbis amin dan daan mga dalagpuay, ba siak sa Batà hu Etaw hurà ku himlayà.”
MAT.8.21	Amin pa daan sumusunud hi Jesus ha minikagi, “Ginuu, harì a pa makaduma ikaw iman ta iglebeng ku pa si Amay.”
MAT.8.22	Ba inikagiyan haena hi Jesus, “Dumuma kad kanak ta su mga etaw ha hurà dan pa kinabuhì iyan en maglebeng hu mga minatay.”
MAT.8.23	Si Jesus luminulan hu barutu daw sa mga tinun-an din luminulan daan. 
MAT.8.24	Su taglulan en sidan tigkan namagyu aman nataguan hu wahig haena sa barutu. Ba si Jesus tagtiduga hu kandin. 
MAT.8.25	Aman pinukaw ku mga tinun-an din daw ikagiyi, “Ginuu, luwasa kay ikaw ta agkalened kuy en.”
MAT.8.26	Ba inikagiyan sidan hi Jesus, “Imbà kaw man agkangahaldek? Harì kaw ba diay agsalig kanak?” Dayun migbangun si Jesus daw baldenga sa kalamag daw mga baled aman sagunà migleneng.
MAT.8.27	Sa mga tinun-an hi Jesus tungkay gayed nangabeleng ha tagyanaen, “Inu gid haini ha etawa ha bisan sa kalamag daw mga baled agtuu kandin?”
MAT.8.28	Su makalayun en si Jesus daw sa mga tinun-an din diyà ta ubay ta Gadara amin diyà daruwa ha etaw ha nangapuun duun hu panlebengà ha tinaguan en hu mga busaw. Mga mabis-ay gayed sidan aman harì pakaagi sa mga etaw duun taena. Ba su masal-aw dan si Jesus 
MAT.8.29	nakapangulahì sidan ha tagyanaen, “Inu sa labet nu kanay sikaw sa Batà hu Dios? Agpasipalahan kay ba ikaw iman bisan ku kenà pa haini panahun?”
MAT.8.30	Ubay diyà ta kandan sa madakel tungkay ha mga babuy ha tagpanuwalà 
MAT.8.31	aman pinagayukan hu mga busaw si Jesus hu kagi dan, “Ku agbugawen kay ikaw diyà kay ipaulì tayaa ha mga babuy.”
MAT.8.32	Inikagiyan sidan hi Jesus, “Pamandiyà kaw en.” Aman sagunà guminuwà su mga busaw duun ku daruwa ha etaw daw namanagù duun ku mga babuy. Namamulaguy su mga babuy diyà ta alug daw nangakasabay sidan duun ku danaw dayun namamatay. 
MAT.8.33	Su mga etaw ha tagbantay ku mga babuy namamulaguy daan payanaen diyà ta banuwa daw intultul dan sa nahitabù ku mga babuy daw ku nainu-inu sa ingkaulii taena ha tinaguan hu mga busaw. 
MAT.8.34	Dayun inelegan si Jesus hu mga etaw. Su maahà dan haena pinagayukan dan ha umawà gayed duun taena ha lugar.
MAT.9.1	Luminulan si Jesus duun hu barutu daw uminulì duun hu banuwa din diyà ta layun. 
MAT.9.2	Amin mga etaw ha taglanting hu minatay en sa dibaluy ha lawa din daw inuwit dan haena diyà ki Jesus. Su matun-an hi Jesus ha adagi gayed sa pagsalig kandin taena ha mga etaw inikagiyan din su agkadaluwan, “Magmalipayen ka ta napasaylu en sa mga salà nu.”
MAT.9.3	Amin daan diyà mga manunudlù, Kasuguan ha nakahenà-henà, “Saini ha etawa tagtameyes gayed hu Dios.”
MAT.9.4	Ba saena ha mga henà-henà dan natun-an hi Jesus aman inikagiyan din sidan, “Imbà kaw taghenà-henaay hu madaet iling tayan? 
MAT.9.5	Inu diay sa malumu ha ikagiyen duun taini ha agkadaluwan? Iyan ba sa ‘Napasaylu en sa mga salà nu’ daw ku iyan ba sa ‘Bangun ka daw hipanaw kad en’? 
MAT.9.6	Ba iman igpaahà ku inyu ha siak sa Batà hu Etaw amin ku kagahem dini ta kalibutan hu pagpasaylu hu mga salà.” Aman inikagiyan din su etaw ha minatay en sa dibaluy ha lawa din, “Bangun kad, luluna sa banig nu daw ulì kad en.” 
MAT.9.7	Sagunà haena minangun daw ulì. 
MAT.9.8	Su maahà haena hu mga etaw tungkay sidan nangabeleng daw dinayè dan sa Dios tumenged ta in-ila din ki Jesus sa kagahem ha iling taena.
MAT.9.9	Su dumayun si Jesus naahà din sa tagpinuu ha tagpanukut hu buhis ha tagngaranan ki Mateo. Inikagiyan din haena, “Dumuma ka kanak” aman huminitindeg si Mateo daw duma kandin.
MAT.9.10	Su tagkaen si Jesus diyà ta balay hi Mateo madakel ha mga manunukut hu buhis daw mga masinupaken sa nakigsalu kandin daw hu mga tinun-an din. 
MAT.9.11	Su maahà haena hu mga Parisiyu nanginginsà sidan duun hu mga tinun-an hi Jesus, “Imbà sa Manunudlù nuy pakigsalu ku mga limbungan ha manunukut hu buhis daw hu mga masinupaken?”
MAT.9.12	Su mapaliman haena hi Jesus uminikagi, “Sa harì agkadaluwan harì daan tagpabulung, ba sa agkadaluwan tagkinahanglan hu mamumulung. 
MAT.9.13	Susiyen nuy ku inu sa kahulugan hu lalang hu Dios ha tagyanaen, ‘Magmahid-uwen kaw hu mga duma nuy ta iyan haini tungkay ku agkabayaan dì hu mga halad nuy.’ Ta sa pagdini ku kenà para hu mga matareng en ba sa tuyù ku iyan sa mga makasasalà.”
MAT.9.14	Amin mga sumusunud hi Juan Ha Tagpamautismu ha duminiyà ki Jesus daw panginginsà, “Imbà sikay daw sa mga Parisiyu tagsalang hu pagkaen ba sa ikaw ha mga tinun-an harì gayed tagsalang?”
MAT.9.15	Tuminubag si Jesus, “Mabaluy ba diay ku amin kaamulan ha sa mga inimbita maglugul ku diyà pa ta kandan sa agpangasawa? Harì gayed haena mabaluy. Ba mauma sa panahun ha ipaawà en diyà ta kandan su agpangasawa daw human sidan agsalang hu pagkaen.
MAT.9.16	“Hurà etaw ha agtapikan din hu bag-u pa sa daan en ha pinaksuy ta su bag-u ha manggad bà dà aglegkè daw su daan ha pinaksuy bà dà daan agkahigbit. 
MAT.9.17	Iling daan hu talaguay ha anis, ku daan en haena harì mabaluy ha taguan hu bag-u pa ha binu ta bà dà magbutu daw kahudhud su binu. Kinahanglan gayed ha sa bag-u pa ha binu duun dà daan itagù hu bag-u pa ha talaguay.”
MAT.9.18	Su kamulu pa tag-ikagi si Jesus amin agalen ha nakauma daw luminuhud diyà ta kandin. Dayun minagayuk ki Jesus hu kagi din, “Daw pa minatay su laga-laga ku, ba ku dumiyà ka daw dampaen nu haena mabanhaw dà gayed.” 
MAT.9.19	Aman si Jesus daw sa mga tinun-an din duminuma ku agalen.
MAT.9.20	Su diyà pa sidan ta dalan amin bahi ha sampulù en daw daruwa ha tuig sa kahudhud din. Saena uminubay diyà ta talikudan hi Jesus daw ibiti sa sagayadan hu pinaksuy taena 
MAT.9.21	ta nahenhenaan ku bahi, “Bisan ku bà a dà makaibit duun hu pinaksuy hi Jesus maulian a gayed.”
MAT.9.22	Su lumingì si Jesus naahà din haena aman inikagiyan din, “Pandayai sa gahinawa nu ta sa ingkaulii nu iyan sa pagsalig nu kanak.” Sagunà naulian su bahi.
MAT.9.23	Su sumeled en si Jesus duun hu balay ku agalen naahà din sa tagpamulalà daw sa madakel ha mga etaw ha ben kagulub en. 
MAT.9.24	Dayun inikagiyan din su mga etaw, “Paman-awà kaw dini ta saini ha batà hurà patay ba bà dà tagtiduga.” Ba bà dan dà agkapatawahi si Jesus. 
MAT.9.25	Su maman-awà en su mga etaw sumineled si Jesus daw ibiti sa alima ku batà aman nakabangun haena. 
MAT.9.26	Saini ha tultulanen nakalekep duun hu alan ha mga banuwa diyà.
MAT.9.27	Su dumayun si Jesus amin daruwa ha buta ha luminupug kandin daw pangumaw, “Sikaw sa Kaliwat hi David, kahid-uwi kay gayed ikaw.”
MAT.9.28	Su sumeled en haena duun hu balay uminubay diyà ta kandin su daruwa ha buta, aman ininsaan sidan hi Jesus, “Agtuu kaw ba ha mahimu ku ha maulian kaw?”
MAT.9.28	Tuminubag sidan, “Hee, Ginuu.”
MAT.9.29	Dayun dinampà hi Jesus sa mga mata dan daw ikagi, “Sumalà hu pagtuu nuy maulian kaw en.” 
MAT.9.30	Sagunà sidan nakaindan. Ba binalaudan sidan hi Jesus, “Harì kaw gayed manunultul hu bisan sin-u mahitenged hu nahitabù inyu.” 
MAT.9.31	Ba su humipanaw en sidan bà dà sidan nasì nanunultul mahitenged ki Jesus, aman saena nakalekep duun hu alan ha mga banuwa diyà.
MAT.9.32	Su maipus en su nakaindan ha mga buta amin daan etaw ha naemaw tumenged ta tinaguan hu busaw, saena inuwit hu mga etaw diyà ki Jesus. 
MAT.9.33	Su bugawen hi Jesus su busaw sagunà nakaikagi su emaw. Sa mga etaw diyà tungkay nangabeleng hu kagi dan, “Dini ta bugtà ta Israel daw pa gayed nahitabù sa iling taini.”
MAT.9.34	Ba sa mga Parisiyu minikagi, “Agkabugaw din sa mga busaw pinaagi hu gahem taena ha agalen hu mga busaw.”
MAT.9.35	Nalekep hi Jesus sa alan ha banuwa daw migtudlù duun hu mga simbahan hu Maayad ha Tultulanen mahitenged hu pagharì hu Dios daw naulian din daan sa alan ha mga dalu hu mga etaw. 
MAT.9.36	Su maahà din sa kaet-etawan nahid-uwan din gayed sidan ta agkailing sidan hu mga karniru ha agkangasamuk daw tagkangalaag ta hurà duun magbalantay. 
MAT.9.37	Dayun inikagiyan hi Jesus sa mga tinun-an din, “Maluag gayed sa legtayen daw napanday en nahinug ba atiyuay dà sa agpamanlegtay duun. 
MAT.9.38	Aman humangyù kaw duun hu Dios ha suguen din sa mamanlegtay taini ha uma din.”
MAT.10.1	Inamul-amul hi Jesus su sampulù daw daruwa ha tinun-an din, dayun pinagaheman din sidan ta daw mabugaw dan sa mga busaw ha tuminagù duun hu mga etaw daw maulian dan daan sa bisan inu ha dalu.
MAT.10.2	Iyan haini ngaran taena ha sampulù daw daruwa ha apustulis ha sinugù hi Jesus, si Simon ha tagngaranan daan ki Pedro daw si Andres sa suled din, si Santiago daw si Juan sa mga batà hi Zebedeo, 
MAT.10.3	si Felipe daw si Bartolome, si Tomas daw si Mateo sa manunukut hu buhis, si Santiago sa batà hi Alfeo daw si Tadeo, 
MAT.10.4	si Simon sa sakup hu Cananiyo daw si Judas Iscariote ha iyan miglimbung ki Jesus.
MAT.10.5	Saena ha sampulù daw daruwa sinugù hi Jesus daw tinugun sidan hu kagi din, “Harì kaw dumuun hu kenà mga Judio daw hu bisan hindu ha banuwa diyà ta Samaria, 
MAT.10.6	ba duun kaw dà payanaen hu mga kaliwatan hi Israel ta nailing en sidan hu mga karniru ha nangalaag. 
MAT.10.7	Ku tagdiyà kaw en itultul nuy kandan ha madani en sa pagharì hu Dios. 
MAT.10.8	Maulian nuy sa agkangadaluwan daw banhawen nuy sa minatay en. Maulian nuy daan sa mga sanglahen daw bugawen nuy sa mga busaw ha tuminagù duun hu mga etaw. Harì kaw manayù hu bayad duun hu mga etaw ha pigbuligan nuy ta sa gahem ha in-ila ku inyu hurà din bayad. 
MAT.10.9	Harì kaw daan mag-uwit hu salapì, 
MAT.10.10	lutù, ilisan, sapatus daw sugkud nuy ta sa tagtrabahu angayan ha ilahan gayed hu mga kinahanglanen din.
MAT.10.11	“Bisan hindu ha banuwa ha mauma nuy, pangitaha sa etaw ha agdawat inyu daw diyà kaw en magtimà hangtud ha umawà kaw duun taena. 
MAT.10.12	Ku agseled kaw en duun hu balay ikagiyan nuy sidan, ‘Magmalinawen kaw gayed alan.’ 
MAT.10.13	Saena ha dumawat inyu malinawen gayed sa pagtimà dan. Ba ku harì kaw kandan dawaten hurà pulus ku umikagi kaw ha magmalinawen gayed sidan. 
MAT.10.14	Ku makauma kaw duun hu banuwa ba hurà en dumawat inyu daw harì daan sidan magpaliliman hu tigtultul nuy, awai haena ha balay daw ku banuwa. Ba pugpuga nuy sa aliyabuk diyan ta paa nuy ta iyan haena timaan ha silutan gayed sidan hu Dios. 
MAT.10.15	Laus gayed sa ag-ikagiyen ku inyu ha asem ku Aldaw hu Paghukum mahagkap dà sa isilut hu Dios taena ha mga etaw diyà ta Sodoma daw ta Gomora dì hu mga etaw duun taena ha banuwa.
MAT.10.16	“Agkailing kaw hu mga karniru daw agsuguen ku inyu duun hu mga etaw ha agkailing hu asu ha agpamangagat. Aman mag-andam kaw ba kinahanglan daan ha harì nuy mapasipalahan sa bisan sin-u. 
MAT.10.17	Magbantay kaw ta itugyan kaw asem duun hu maghukum inyu daw lagkutan kaw pa gayed kandan duun hu mga simbahan. 
MAT.10.18	Ipaatubang kaw daan kandan duun hu mga gubirnadur daw mga harì tumenged hu pagtuu nuy kanak, ba iyan haena paagi ha matultul a inyu diyà ta kandan daw duun hu kenà mga Judio. 
MAT.10.19	Ku dakepen kaw kandan harì kaw agkasamuk ku inu sa ipanubag nuy. Duun taena ha panahun sa Dios iyan magtudlù inyu 
MAT.10.20	ta sa ag-ikagiyen nuy kenà inyu ha lalang ba kandin en hu Balaan ha Ispiritu ha sinugù hu Dios ha Amay nuy.
MAT.10.21	“Duun taena ha panahun itugyan hu etaw sa suled din ta daw mapatay daw itugyan daan hu amay sa batà din. Sa mga batà sumukul hu mga laas dan daw pahimatayan dan daan. 
MAT.10.22	Kuntrahen kaw hu kaet-etawan tumenged kanak, ba sa harì umendà hu pagtuu hangtud hu katapusan mailahan hu kinabuhì ha hurà din katapusan. 
MAT.10.23	Ku pasipalahan kaw kandan duun hu sabuwa ha banuwa pulaguy kaw duun hu lain. Laus gayed sa ag-ikagiyen ku inyu ha harì nuy pa makalekep sa Maayad ha Tultulanen diyà ta Israel lumikù ad en siak sa Batà hu Etaw.
MAT.10.24	“Sa tagpatudlù kenà labaw dì hu tagtudlù kandin daw sa suluguen kenà labaw dì hu agalen din. 
MAT.10.25	Ikalipay gayed hu tinudluan ku mailing daan hu tagtudlù kandin, daw ikalipay daan hu suluguen ku mailing hu agalen din. Ku pigngaranan a hu mga etaw ha Yawà ayuwà pa madaet sa ingaran dan inyu sinyu sa mga sakup ku.
MAT.10.26	“Harì kaw gayed mahaldek taena ha mga etaw. Sa alan ha inlilung iman makahiwal dà asem ku malugay, daw sa harì iman tag-ikagiyen mapaliman dà asem ku malugay. 
MAT.10.27	Sa mga lalang ku ha iyan kaw dà nakapaliman duun ipanunultul nuy gayed duun hu mga etaw. 
