MAT.1.2	Ibrahím waalʊ́rʊ 
MAT.13.25	Wɩ́rɛ nuvoowú ɩráa rɩ́ŋa wónɖóm nɛ́, ngɛ ɩrʊ́ ɩmʊ́ ɩbáɖáa wɔɔgɔná nyɩ́ɩ́dɩ tɩtɛ ńdɩ ɩsɔ ɩlɛ́ ɩdɛ́ɛ bilée‑daá 
MAT.13.26	Kíɖíídi wɔɔnyɔ bɩɖʊ bíya nɛ́, ngɛ nyɩ́ɩ́dɩ tɩtɛ ńdɩ ɖʊɖɔ waaɖʊ tɩlɩ́ɩ. 
MAT.13.27	Ngɛ ɖaána‑dʊ́ʊ‑dɛ́ɛ bɔwʊtá‑dɩnáa wɔɔgɔ́nɩ bɔtɔ́ yɩ sɩsɩ: «Kʊ́bɔnɩ́ mányɩ sɩsɩ kúɖúúdi kazɔ́ɔ ńdɩ gɛ nyóóɖúu nyɔ́vɔ́ɔ́‑daá ya. Le gɛ nyɩ́ɩ́dɩ tɩtɛ ńdɩ waalɩɩná?» 
MAT.13.28	Ngɛ woobúsi wɛ sɩsɩ: «Ɩ́bɛ́rɛ naárʊ waalaná bɩlɛ́.» Ńna gɛ ɩdɛ́ɛ bɔwʊtá dɩnáa sɩsɩ: «Bɩlɛ́ nɛ́ nyɔ́zɔɔlɛ́ɛ sɩsɩ ɖibó ɖɩkpɛzɩ́ nyɩ́ɩ́dɩ tɩtɛ ńdɩ tɩḿ?» 
MAT.13.29	Ngɛ ɩlɛ́ sɩsɩ: «Aayɩ́, ɩ́kɔ́kɔ́ ɩkpɛzɩ́ bɩkpɛdɩ́na kíɖíídi. 
MAT.13.30	Iyéle bɩrɩ́ŋa bɩbɩ́ɩ hálɩ kʊ́m sáátɩ. Sáátɩ kɩḿ, ménveerím kʊmɖáa sɩsɩ: "Ɩgʊ́ nyɩ́ɩ́dɩ tɩtɛ ńdɩ ɩfɔ́kɩ na ɩsɔ́ tɩ nimíni, bɩɩga bilée nɛ́, a mɩ́ɩ́gʊ́ kɩ bɩtɛ́, iboná kɩ ɩbɩ́rɩ mégbeewú‑daá''.»
MAT.13.31	Ngɛ Yeésu waadáŋmátɩ wɛ na tɔ́m‑gɛɛzɩrɛ neɖére sɩsɩ: «Ɩbɛ́ɛ wenbí bɛ́ngɛɛzɛnáa 
MAT.13.32	Ɖóóziwá bánvarɩ́m nɛ́‑dɛ́ɛ bíya‑daá, ɩgɛ́ɛ kúmúu gɛ, amá a wɔɔnyɔ, na ɩbɩ́sɩ tikíni‑daá tikú kʊ́bɔńgɩ hálɩ siḿsi wɔ́ngɔnɩ́ sɩ́ngaá sɩdɛ́ɛ ɖɛ́ndɛ́lá kɩdɛ́ɛ wɩláázɩ‑daá.» 
MAT.13.33	Ngɛ Yeésu waadáŋmátɩ wɛ na tɔ́m‑gɛɛzɩrɛ neɖére sɩsɩ: «Ɩbɛ́ɛ wenbí bɛ́ngɛɛzɛnáa 
MAT.13.34	Na tɔ́m‑gɛɛzɩrɛ gɛ Yeésu waaŋmatɩná zamɔ́ɔ tɔ́mwá tɩna tɩrɩ́ŋa. Ɩdaŋmátɩ natɩ́rɩ bɩdɛkɛ́ɛ na tɔ́m‑gɛɛzɩrɛ 
MAT.13.35	na bɩka wentí 
MAT.13.35	«Mónvulúu mɔ́nɔ́ɔ́ maŋmatɩná wɛ na tɔ́m‑gɛɛzɩrɛ.
MAT.13.35	Mɔ́nbɔwʊ́ʊ wentí tɩmʊ́sɛ́ɛ ɖoo baalá ɖúúlinya» nɛ́ ikóódi.
MAT.13.36	Ngɛ Yeésu weeyéle zamɔ́ɔ ɩɖɛ́ɛ ɖaána. Ngɛ 
MAT.13.37	Ngɛ woobúsi wɛ sɩsɩ: «Weení wooɖúu kúɖúúdi kazɔ́ɔ ńdɩ nɛ́ gɛ 
MAT.13.38	fɔɔ́ gɛ ɖúúlínya. Kúɖúúdi kazɔ́ɔ ńdɩ gɛ wenbá badɩɩná 
MAT.13.39	Ɩbɛ́rɛ weení wooɖúu nyɩ́ɩ́dɩ tɩtɛ ńdɩ nɛ́ gɛ 
MAT.13.40	Ńŋɩnáa bánlɩzɩ́ɩ nyɩ́ɩ́dɩ tɩtɛ ńdɩ na bɔsɔ́ tɩ nimíni nɛ́, bɩlɛ́ gɛ sɩ bɩlá ɖúúlínya kʊrʊ́ʊ. 
MAT.13.41	 wéngediríi ɩdɛ́ɛ malááyɩ́kawá balɩzɩ́ ɩdɛ́ɛ kowúrɔ́ɔ‑daá wenbá rɩ́ŋa bénÿelíi baranáa wánlám alaháácɩ nɛ́ na wenbá rɩ́ŋa bánlám bidaavé nɛ́ 
MAT.13.42	na bɔlɔ wɛ nimíni kʊ́bɔnɩ́‑daá, ńna gɛ bénwií balá mányɩ lé. 
MAT.13.43	Bɩdɛ́ɛ sáátɩ kɩḿ nɛ́, toovonúm‑dɩnáa wénɖée nyazɩ wɩ́sɩ bɩlɛ́ bajaa‑dɛ́ɛ kowúrɔ́ɔ‑daá. Weení ɩwɛná nɩgbamɩ́nɩ nɛ́, ɩ́nɩ́ɩ.
MAT.13.45	 tɔrɔjɔɔ́ gɛ nyazɩ bɛ́ɛ́dɛ́ɛ́rɛ‑dʊ́ʊ weení wánjáádɩ kejibíya kazɔ́ɔ ńba nɛ́. 
MAT.13.46	Wooyuú liide‑bɔnɛ́ keji‑bú nɛ́, ngɛ woobó ɩyá wenbí rɩ́ŋa ɩwɛná nɛ́ ibó ɩmʊ yɩ.
MAT.13.48	A tiiná woozu biruú, na banára kɩ balɩɩná kpaam‑rɔ, na balɩzɩ́ tiiná kazɔ́ɔ ńná baɖʊ ɖɔkɩ́nɩ‑daá na bɛbɛ́ɖɩ weená avɛ́yɩ́na fɔ́ɔ́zɩ́rɛ nɛ́. 
MAT.13.49	Bɩlɛ́ nɔ́ɔ́ gɛ sɩ bɩlá ɖúúlínya kʊrʊ́ʊ. 
MAT.13.50	na bɔlɔ badaavé nɛ́ nimíni kʊ́bɔnɩ́‑daá. Ńna gɛ bénwií balá mányɩ lé.
MAT.13.51	Ngɛ Yeésu wɔɔbɔ́ɔ́zɩ ɩwanbaaráa sɩsɩ: «Mɩ́ɩ́nɩ́ɩ wentí rɩ́ŋa mááŋmátɩ ɖɔ́ nɛ́ tigutoluú?» Ngɛ bɛlɛ́ boobúsi yɩ sɩsɩ: «Ɩɩ́n.» 
MAT.13.52	Ngɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Mará wɩlɩɖʊ́ weení baawɩ́lɩ yɩ 
MAT.13.53	Yeésu waaŋmatɩná tɔ́m‑gɛɛzɩrɛ tɔ́mwá tɩna bɩtɛ́ nɛ́, ngɛ waalɩ́ɩ dɩdáarɛ ɖɩḿ ɖɩdaá. 
MAT.13.54	Ngɛ wɛɛɖɛ́ɛ tɛ́ɛ́dɩ wentí‑daá wɔɔjɔ́ɔ ɩbɩ́ɩ nɛ́; ngɛ wánwɩlɩ́ɩ ɩráa Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m bɛdɛ́ɛ 
MAT.13.55	Mányɩ sɩsɩ káfɩ́ńta biyaalʊ́ nbɩlɛ́? Manyɩ sɩsɩ ɩgɔɔ gɛ Marɩyáma bɩka igoobíya gɛ Yaakúbu na Ísífu na Sɩmɔ́ɔ́nɩ na Yuudée gɛ? 
MAT.13.56	Mányɩ sɩsɩ ɖána igoobíya aláa rɩ́ŋa gɛ cé ya. Ngɛ le gɛ ɩmʊ́ wooyuúna bɩna bɩrɩ́ŋa?» 
MAT.13.57	Ngɛ bɛdɛ́ɛ banyɩ Yeésu nɛ́ wɔɔdɔ wɛ nɩ́bááwʊ sɩsɩ bafa yɩ toovonúm. Ńna gɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Bánváa 
MAT.13.58	Tɛ́ɛ́dɩ tɩḿ tɩdaá, Yeésu talá mamááciwá ɖabata káma badafa yɩ toovonúm.
MAT.14.1	Bɩdɛ́ɛ sáátɩ kɩḿ, Eróódi
MAT.14.2	Ngɛ wɔɔdɔ́ ɩdɛ́ɛ bɔwʊtá lanɖáa sɩsɩ: «Ɩrʊ́ ceení ɖɔ́, 
MAT.14.3	Wúro 
MAT.14.4	Anɖébi Yaayá wɔɔdɔ́ yɩ sɩsɩ: «Ńdɔ́mɔ́ɔ́ná nlá bɩlɛ́." 
MAT.14.5	Wúro Eróódi wɔɔzɔ́ɔ́lɩ sɩ ɩkʊ yɩ, amá wánnɩɩ́ zamɔ́ɔ nɩndáárɛ, káma kɩlɛ́ kiiɖéézi sɩsɩ Yaayá kɛ́ɛ 
MAT.14.6	Ngʊ́ nbɛ́ɛ́m nɛ́, Wúro Eróódi‑dɛ́ɛ lʊrʊ́ʊ wɩ́rɛ tɔɔzɩ́‑dɛ́ɛ jíńgáárɩ́ wɩ́rɛ waadála nɛ́, ngɛ 
MAT.14.7	Ngɛ Eróódi wooɖuuná sɩsɩ báa wé gɛ wɔɔbɔ́ɔ́zɩ, ɩmʊ́ wánváa yɩ. 
MAT.14.8	Bɩnáa bú ɩgɔɔ waadásɩ yɩ tɔ́m sɩsɩ ɩ́tɔ sɩsɩ: «Fa ma cé 
MAT.14.9	Wúro laakáárɩ waagʊrʊ́. Amá ńŋɩnáa wooɖuuná zamɔ́ɔ bayáa kɩ ɖíína nɛ́ ɩzá‑daá nɛ́, waava wɛ́ɖɛ sɩsɩ bɔ́kɔ́gɔná aléeré Yaayaá kʊjʊʊ́. 
MAT.14.10	Ngɛ weedíri bɛkɛ́jɛ 
MAT.14.11	Bɔɔgɔ́gɔná kʊjʊʊ́ tɛ́lɛ́lɛ́‑daá becéle aléeré, ngɛ ɩlɛ́ wooboná kɩ icéle ɩgɔɔ. 
MAT.14.12	Ngɛ 
MAT.14.13	Yeésu waanɩ́ɩ tɔ́m tɩḿ nɛ́, ngɛ wɔɔgbɔ́ɔ kpɩ́ɩ́rʊʊ́ ɩɖɛ́ɛ faɖáma‑daá ɩgɔjɔɔ́ɔ ɩlanáa iráa bolíni. Zamɔɔ́ waanɩ́ɩ bɩlɛ́ nɛ́, ngɛ kɩɩlɩ́ɩ tɛ́ɛ́dɩwá‑daá kifu yɩ. 
MAT.14.14	Yeésu weedí kpɩ́ɩ́rʊʊ́‑daá nɛ́, ngɛ waana zamɔ́ɔ kʊ́bɔńgɩ. Ngɛ kɩdɛ́ɛ tɔ́m waalá yɩ kʊnyɔḿ. Ngɛ waawáázɩ bɛdɛ́ɛ kʊdɔndɩnáa. 
MAT.14.15	Ɖaanɩ́ŋa waalá nɛ́, ngɛ Yeésu‑dɛ́ɛ 
MAT.14.16	Amá Yeésu woobúsi wɛ sɩsɩ: «Bɩdɔbɔ́ɔ́zɩ sɩsɩ bobó ɖeelí, mɩ́dɩ́tɩŋa ɩva wɛ kíɖíím beɖi.» 
MAT.14.17	Ńna gɛ bɛlɛ́ bɔɔdɔ́ yɩ sɩsɩ: «Kpɔ́nɔ́wá natʊ́nʊ́wá na tiiná náálɛ gɛ ɖɔ́jɔ́ cé.» 
MAT.14.18	Ngɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Ɩgɔná ma Kpɔ́nɔ́wá natʊ́nʊ́wá na tiiná náálɛ amʊ́ cé.» 
MAT.14.19	Ngɛ waava wɛ́ɖɛ sɩsɩ zamɔ́ɔ ɩcɔ́ɔ adɛ nyɩ́ɩ́dɩ‑rɔ. Ngɛ wɔɔgbɔ́ɔ Kpɔ́nɔ́wá natʊ́nʊ́wá na tiiná náálɛ amʊ́, ɩsá Ɩsɔ́ɔ bʊrɔ. Bɩlɛ́ bʊwɔ́rɔ́ gɛ wɛɛbɛlɩ́ kpɔ́nɔ́wá, ɩkpɔ́ɔ tɩ icéle 
MAT.14.20	Barɩ́ŋa bɔɔdɔ́ɔ bɔfɔ́ɔ. Fɔɔlásɩ sɩɩga 
MAT.14.21	Abaaláa nyazɩ mííli nɔɔ́nʊ́wá bɩlɛ́ weeɖi ná kíɖíím bɩḿ, ngʊ́ badakála aláa na bíya.
MAT.14.22	Bɩlɛ́ bɩɩjáŋ bʊwɔ́rɔ́ gɛ Yeésu waajáárɩ 
MAT.14.23	Weeyéle zamɔ́ɔ ɩya ɖamá bɩtɛ́ nɛ́, ngɛ waagba bʊ́ʊ‑daá sɩ ɩsʊ́lʊ Ɩsɔ́ɔ. Kɩɩɖáánɩ nɛ́, ɩwɛ ńna iriké. 
MAT.14.24	Kpɩ́ɩ́rʊʊ́ wáńláná laadɔ́ɔ bolíni gɛ lɩ́m wángʊrʊ́ʊ bínÿoó kɩ, káma fefelimá wónÿoó kɩ. 
MAT.14.25	Asʊbáa gɛ Yeésu wɔɔgɔ́nɩ ɩwanbaaráa‑jɔ́ wánganʊŋɛ́ lɩɩrɛ́ kʊ́bɔńɖɛ‑rɔ. 
MAT.14.26	Wanbaaráa waana yɩ wánganʊŋɛ́ lɩ́m‑rɔ nɛ́, nɩndáárɛ waazʊ́ʊ wɛ bɔ́ndɔ́m sɩsɩ: «Asɩ́nálɩ́ɩ gɛ.» Ngɛ baabáázɩ agogo. 
MAT.14.27	Ńna‑ńna Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Ɩɖɔ́kɩ mɩ́dɩ, mɔ́ɔ́ gɛ, ɩ́kánɩ́ɩ nɩndáárɛ́.» 
MAT.14.28	Ńna gɛ 
MAT.14.29	Ngɛ Yeésu wɔɔdɔ́ yɩ sɩsɩ: «Kɔnɩ.» Ngɛ 
MAT.14.30	Amá waana fefelimá‑dɛ́ɛ ɖóni nɛ́, ngɛ nɩndáárɛ waazʊ́ʊ yɩ. Ńna gɛ waabáázɩ lɩ́m‑daá tím. Ngɛ woogóo sɩsɩ: «Ɖádʊ́ʊ, lɛɛ ma.» 
MAT.14.31	Ńna‑ńna gɛ Yeésu wɔɔlɔ nʊ́ʊ́nɩ ɩɖɔ́kɩ 
MAT.14.32	Baabɩ́sɩ bakpa kpɩ́ɩ́rʊʊ́‑daá nɛ́, ngɛ fefelimá waazála. 
MAT.14.33	Ngɛ wenbá bɔwɛ kpɩ́ɩ́rʊʊ́‑daá nɛ́ boogúu yɩ tɛ́ɛ́dɩ bɔtɔ́ sɩsɩ: «Toovonúm gɛ, nyɔ́ɔ́ gɛ 
MAT.14.34	Bɛɛdɛ́sɩ lɩɩrɛ́ kʊ́bɔńɖɛ bɩtɛ́ nɛ́, ngɛ beedí Genezarɛ́ɛ́tɩ tɛ́ɛ́dɩ‑daá. 
MAT.14.35	Tɛ́ɛ́dɩ tɩḿ tɩdaá ɩráa waadɩlɩ́ yɩ, ngɛ beegíli befééri ɩráa fáráńdɩ́ kɩḿ kɩrɩ́ŋa kɩdaá, ngɛ bɔɔgɔná yɩ kʊdɔndɩnáa rɩ́ŋa. 
MAT.14.36	Ngɛ baavɩ́nɩ yɩ sɩsɩ íyele kʊdɔndɩnáa itekiná báa ɩdɛ́ɛ tóko njʊ́ʊ́rɛ riké. Ngɛ wenbá barɩ́ŋa beedekiná nɛ́, baawáa.
MAT.15.1	Bɩlɛ́ bʊwɔ́rɔ́ nɛ́, ngɛ 
MAT.15.2	«Ngbaalá gɛ nyɛ́dɛ́ɛ 
MAT.15.3	Yeésu woobúsi wɛ sɩsɩ: «Mɩ́nyɔ́ɔ́ ní, we‑rɔ gɛ mɩ́nÿɩsɩnáa Ɩsɔ́ɔ‑dɛ́ɛ Mará mɩ́dɛ́ɛ taáɖɛ‑rɔ? 
MAT.15.4	Káma Ɩsɔ́ɔ wɔɔdɔ́ sɩsɩ ɖɔɔzɩ ngɔɔ na njaa, ngɛ wɔɔdɔ́tɔ́ḿ sɩsɩ weení waalá ɩgɔɔ yáá ɩjaa láálɩ nɛ́ mɔɔ́na bakʊ yɩ. 
MAT.15.5	Amá mɩ́nyɔ́ɔ́ mɩ́ndɔ́m sɩsɩ: "A naárʊ wɔɔdɔ́ ɩgɔɔ yáá ɩjaa sɩsɩ: wenbí máázɩ́ɩ sɩ malá nya kʊjɔɔwʊ na bɩsɩná nya nɛ́, mɔ́ɔ́gbɔ́ɔ bɩ malá Ɩsɔ́ɔ sarɔ́ɔ, 
MAT.15.6	bidokúti bɩbɔ́ɔ́zɩ bʊdʊ́ʊ ɩɖɔ́ɔ́zɩ ɩjaa". Bɩlɛ́ gɛ mɩ́ɩ́dɛ́ɛ caajáanáa‑dɛ́ɛ taáɖɛ‑rɔ mɩ́njɔɔlɩ́ Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m. 
MAT.15.7	Munáávikíwá, 
MAT.15.8	"Na ntɔɔ́nɩ gɛ zamɔ́ɔ kɩna kɩ́nÿaanáa máyɩ́ɖɛ,
MAT.15.8	amá kiwenbiré cɔɔ́ɔ na ma bolíni,
MAT.15.9	Faala gɛ bánlám sɩsɩ bɛ́nzɛɛ́ ma
MAT.15.9	káma wentí bánwɩlɩ́ɩ nɛ́ kɛ́ɛ ɩráa‑dɛ́ɛ Mará gɛ.''»
MAT.15.10	Ngɛ Yeésu waayáa zamɔ́ɔ ɩtɔ́ kɩ sɩsɩ: «Iwélesi ɩnɩ́ɩ kazɔ́ɔ. 
MAT.15.11	Bɩdɛkɛ́ɛ wenbí bɩ́nzʊʊ́ ɩrʊ́ nɔɔ́‑daá nɛ́ wénÿelíi kʊ 
MAT.15.12	Ngɛ Yeésu‑dɛ́ɛ 
MAT.15.13	Ngɛ woobúsi wɛ sɩsɩ: «Tɩɩwʊ́ wenkí rɩ́ŋa majaa weení ɩwɛ 
MAT.15.14	Iyéle wɛ, njɛma wéngeti kʊ njɛma. Ngʊ bɩlɛ́ gɛ a njɛm wéngeti kʊ njɛm, bɛlɛ́ɛ́nɩ́ bánzálɩɩ́ bɔɔwʊ́‑daá.»
MAT.15.15	Ńna gɛ 
MAT.15.16	Ngɛ Yeésu sɩsɩ: «A bɩlɛ́ mɩ́nyɔ́ɔ́ ɖʊɖɔ mɩ́vɛ́yɩ́na tɩlɩ́ɩ ɖʊɖɔ? 
MAT.15.17	Mɩ́ɩ́sɩ sɩsɩ wenbí rɩ́ŋa bɩ́nzʊʊ́ nɔɔ́‑daá nɛ́, bíndím lóódi‑daá gɛ na bɩlɩ́ɩ bɩɖɛ́ɛ ɖɩyáásʊ́‑daá? 
MAT.15.18	Amá wenbí bɩ́nlɩɩ́ ɩrʊ́ nɔɔ́‑daá nɛ́ wánlɩɩná wenbiré‑daá gɛ. Ngɛ bɩlɛ́ binÿelíi kʊ gɛ ɩrʊ́ fɛ́yɩ́ ɖacɩrɩ‑cɩrɩ. 
MAT.15.19	Bɩlɛ́ nɛ́ wenbiré‑daá gɛ lomaazɛ́ tɩtɛ ńná wánlɩɩnáa: bɛɛ ɩráa kʊ́ʊ, ɩrʊ́ ɩlɩ́ɩ ɩwaalʊ́ yáa ɩɖɛɛlʊ́ wɔ́rɔ́, wásángarɩ́tɩ, ŋmɩɩlɩ́m, seríya tɩtɛ ńgɩ, na ɩráa tʊ́ʊ́dɩ. 
MAT.15.20	Wenbí bínÿelíi ɩrʊ́ fɛ́yɩ́ ɖacɩrɩ‑cɩrɩ nɛ́ nbɩlɛ́. Amá ɩrʊ́ iɖi kíɖíím ɩdasám ɩnʊ́ʊ́zɩ ténÿelí ɩdánlaḿ ɖacɩrɩ‑cɩrɩ.»
MAT.15.21	Yeésu waalɩ́ɩ ńna nɛ́, ngɛ wɛɛɖɛ́ɛ Tííri na Sidɔ́ɔ́nɩ fáráńdɩ́. 
MAT.15.22	Ngɛ Kanáánɩ alʊ́ naárʊ ɩwɛ fáráńdɩ́ kɩḿ kɩdaá nɛ́ wɔɔgɔ́nɩ ɩjɔ́ wóngoó sɩsɩ: «Nɩɩ mágʊnyɔḿ Kʊ́bɔnɩ́, Ɖáwʊ́ɖa 
MAT.15.23	Amá Yeésu tobúsi yɩ báa tɔ́m‑bú. 
MAT.15.24	Ngɛ Yeésu woobúsi sɩsɩ: «
MAT.15.25	Amá alʊ́ ceení wɔɔgɔ́nɩ isóm waazá‑daá ɩfɩ́nɩ yɩ sɩsɩ: "Ɖádʊ́ʊ, lɛɛ ma" 
MAT.15.26	Ngɛ Yeésu woobúsi yɩ sɩsɩ: «Bɩvɛ́yɩ́ kazɔ́ɔ sɩsɩ bɔkpɔ́ɔ bíya‑dɛ́ɛ kííɖíím bɔlɔ fáá‑bíya.» 
MAT.15.27	Ngɛ alʊ́ sɩsɩ: «Toovonúm gɛ, amá fáá‑bíya wánjalaazɩ́ cʊ́kɔ wenkí kɩ́nlɩɩ́ sɩdɩnáa‑dɛ́ɛ tébíri‑rɔ bɩ́nzalɩ́ɩ nɛ́ sínɖíi.» 
MAT.15.28	Ńna gɛ Yeésu woobúsi alʊ́ ɩmʊ́ sɩsɩ: «Ɖɔ́gɔ́ɔ nyɛ́dɛ́ɛ toovonúm fáa wɔɔɖɔ́ɔ. Ɩsɔ́ɔ ɩ́fá nya wenbí nyɔ́ɔ́zɔ́ɔ́lɩ nɛ́.» Sáátɩ kɩḿ nɔ́ɔ́ ɖʊɖɔ gɛ ɩdɛ́ɛ aléeré waawáa.
MAT.15.29	Bɩlɛ́ bʊwɔ́rɔ́ nɛ́, ngɛ Yeésu waalɩ́ɩ ńna ɩɖɛ́ɛ Galilée lɩɩrɛ́ kʊ́bɔńɖɛ‑jɔ́. Ngɛ waagba bʊ́ʊ‑daá ití ɩcɔ́ɔ. 
MAT.15.30	Ngɛ zamɔ́ɔ kʊ́bɔńgɩ wɔɔgɔ́nɩ ɩjɔ́ kɩ́gána nʊvɔ́‑dɩnáa na njɛma na wenbá biilí wɛ nɛ́, na komóómúsi na kʊdɔndɩnáa nɛbɛ́rɛ ɖʊɖɔ. Ngɛ bɔɔgɔná wɛ basɩɩ́ Yeésu nʊvɔ́‑jɔ́. Ngɛ Yeésu waawáázɩ wɛ. 
MAT.15.31	Bɩɩlá zamɔ́ɔ mááɖé kɩɩna komóómúsi wánŋmatɩ́ nɛ́, na biilí wɛ nɛ́ baawáa nɛ́, na nʊvɔ́‑dɩnáa wánnʊŋɛ́ bazɩɩzɛ́ɛ nɛ́, na njɛma wánnáa nɛ́. Ngɛ kɩɩɖɔ́ɔ́zɩ Israyɛ́ɛ́lɩ‑dɛ́ɛ Ɩsɔ́ɔ.
MAT.15.32	Ngɛ Yeésu waayáa 
MAT.15.33	Ngɛ 
MAT.15.34	Ngɛ Yeésu wɔɔbɔ́ɔ́zɩ wɛ sɩsɩ: «Kpɔ́nɔ́wá nŋɩ́nɩ́ gɛ mɩ́wɛná.» Ngɛ boobúsi yɩ sɩsɩ: «Tɩrɔ lʊbɛ na tiiná yááwá cʊ́kɔ ɖɔ́.» 
MAT.15.35	Ngɛ waava wɛ́ɖɛ sɩsɩ zamɔ́ɔ ɩcɔ́ɔ adɛ. 
MAT.15.36	Ngɛ wɔɔgbɔ́ɔ Kpɔ́nɔ́wá lʊbɛ tɩḿ na tiiná amʊ́. Waazá Ɩsɔ́ɔ bɩtɛ́ nɛ́, ngɛ wɛɛbɛlɩ́ tɩ ɩkpɔ́ɔ icéle ɩwanbaaráa batára zamɔ́ɔ. 
MAT.15.37	Barɩ́ŋa bɔɔdɔ́ɔ bɔfɔ́ɔ. Fɔɔlásɩ sɩɩga wanbaaráa wɔɔdɔ́ɔ́zɩ nɛ́ woozu ɖɔkɩ́nɩ lʊbɛ. 
MAT.15.38	Abaaláa mííli nɔɔnáázá weeɖi ná kíɖíím bɩḿ, ngʊ́ badakála aláa na bíya. 
MAT.15.39	Yeésu weeyéle zamɔ́ɔ ɩya ɖamá wɔ́rɔ́ nɛ́, ngɛ waagba kpɩ́ɩ́rʊʊ́‑daá ɩɖɛ́ɛ Magadánɩ farándɩ́‑daá.
MAT.16.2	Yeésu woobúsi wɛ sɩsɩ: «A ɖaanɩ́ŋa waalá, mɩ́ndɔ́m sɩsɩ Ɩsɔ́ɔ́dáá wɛ́njɛ́m káma ŋmɩ́ndɩ wɛɛzɛ́ɛ. 
MAT.16.3	Bɩka tɛ́ɛrɛ́ nɛ́ mɩ́ndɔ́m sɩsɩ: sinje ɩsɔ́ɔ́dáá fɛ́yɩ́ ɖéyí‑ɖéyí káma bivóo bɩyaajɛmáa. Bɩlɛ́ gɛ mɩ́nyɩ mɩ́nbɛɛnáa ɩsɔ́ɔ́dáá mɩ́nɖaazɩ́ sáátɩwá. Amá wentí tɩ́nlám lɛlɛɛɖɔ́ nɛ́ gɛ mɩ́ɩ́sɩ. 
MAT.16.4	Zaamáánɩ kɩna kɩdɛ́ɛ ɩráa badaavé nɛ́ bɩka bánlɩɩ́ Ɩsɔ́ɔ wɔ́rɔ́ nɛ́ bɔ́nbɔɔzɩ́ maamááci. Amá 
MAT.16.6	Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Ɩlá laakáárɩ na 
MAT.16.7	Yeésu wɔɔdɔ́ bɩlɛ́ nɛ́, wanbaaráa waamáázɩ sɩsɩ bɛḿ bɔdɔkpɔ́ɔ kpɔ́nɔ́wá‑rɔ gɛ wɔɔdɔ́ bɩlɛ́. 
MAT.16.8	Amá Yeésu waadɩlɩ́ bɛdɛ́ɛ lomaazɛ́. Ngɛ wɔɔdɔ́ wɛ sɩsɩ: «Mɩ́dɛ́ɛ toovomúm fáa tɔɖɔ́ɔ, ngbaalá gɛ mɩ́ɩ́máázɩ sɩsɩ mɩ́dɔ́kɔ́gbɔ́ɔ kpɔ́nɔ́wá‑rɔ nɛ́ gɛ. 
MAT.16.9	Mɩ́dánɩɩ tá kazɔ́ɔ? Mɩ́yáádɔɔzɛ́ɛ kpɔ́nɔ́wá natʊ́nʊ́wá ɩráa mííli nɔɔnʊ́wá wɔɔdɔ́ɔ bɩka nɛ́, na kpɔ́nɔ́ ɖɔkɩ́nɩ nŋɩ́nɩ́ bɩɩga ɩkpɔ́ɔ ɩkpɛdɩ́na nɛ́? 
MAT.16.10	Yáá mɩ́yáádɔɔzɛ́ɛ kpɔ́nɔ́wá lʊbɛ ɩráa mííli nɔɔnáázá wɔɔdɔ́ɔ bɩka nɛ́ na kpɔ́nɔ́ ɖɔkɩ́nɩ nŋɩ́nɩ́ bɩɩga ɩkpɔ́ɔ ɩkpɛdɩ́na nɛ́? 
MAT.16.11	Nŋɩ́nɩ́ gɛ mɩ́dábɩ́ɩ́zɩ ɩnɩ́ɩ sɩsɩ bɩdɛkɛ́ɛ kpɔ́nɔ́wá‑dɛ́ɛ‑ńdɩ gɛ mánŋmatɩ́ sáátɩ mɔ́ɔ́dɔ́ mɩ́ɩ sɩsɩ ɩ́la laakáárɩ na Faríízí‑dɩnáa na Saduséé‑dɩnáa‑dɛ́ɛ faadɩ́nɩ bánvʊʊdɩnáa kpɔ́nɔ́ nɛ́?» 
MAT.16.12	Ńna gɛ baanɩ́ɩ sɩsɩ ɩdɔtɔ́ sɩsɩ bála laakáárɩ na faadɩ́nɩ bánvʊʊdɩnáa kpɔ́nɔ́ nɛ́, amá Faríízí‑dɩnáa na Saduséé‑dɩnáa‑dɛ́ɛ wentí bánwɩlɩ́ɩ ɩráa nɛ́ gɛ báláná laakáárɩ.
MAT.16.13	Yeésu waadála Sezaarée tɛ́ɛ́dɩ wentí wúro Filíípu waama tɩ nɛ́ tɩdɛ́ɛ fáráńdɩ́‑daá nɛ́, ngɛ wɔɔbɔ́ɔ́zɩ ɩwanbaaráa sɩsɩ: «Ɩráa‑dɛ́ɛ́ ŋmatɩrɛ‑daá, weení gɛ 
MAT.16.14	Ngɛ bɛlɛ́ boobúsi yɩ sɩsɩ: «Nɛbɛ́rɛ sɩsɩ nyɔ́ɔ́ gɛ 
MAT.16.15	Ńna gɛ Yeésu wɔɔbɔ́ɔ́zɩ wɛ sɩsɩ: «Mɩ́nyɔ́ɔ́ mɩ́jɔ́ ní, weení gɛ mɛ́gɛ́ɛ?» 
