GEN.1.1	Pakuyamba Mulungu adalenga dzulu napantsi. 
GEN.8.3	Nakutenepo madzi yadaphwilila padziko. Kudapita ntsiku dzana namakumi mashanu (150) madzi yachindophwilila. 
GEN.8.4	M'mwezi wachinomwe, ntsiku yakhumi nanomwe yamwezi umwewo, bote lidatsama paphili la Ararati. 
GEN.8.5	Madzi yadapitiliza kuphwilila kufikila mumwezi wakhumi. Pantsiku yakuyamba yamwezi wakhumi, ntsonga zamapili zidawoneka.
GEN.8.6	Pakudapita ntsiku makumi manayi, Nowa adafungula zhanela labote laadakonza, 
GEN.8.7	nkutuma khunkubwe. Ilo likhandozungunika kufikila madzi yawuma pantsi. 
GEN.8.8	Pamwepo Nowa adazatuma pomwe njiwa kuti ikawone kuti panango madzi yaphwilila padziko, 
GEN.8.9	koma njiwa idasaya pakukhala, idazabwelela kubote pakuti padziko pakhachana madzi. Nakutenepo iye adachosa janja lake nkuphata njiwayo, achiyibweza m'bote. 
GEN.8.10	Adayimila kwantsiku zinomwe, nkubulisa pomwe njiwa ile m'botemo. 
GEN.8.11	Chakumawulo njiwa idabwelela kwa Nowa idaluma kamuti kawisi kamuolivi. Pamwepo Nowa adadziwa kuti madzi padziko yaphwilila. 
GEN.8.12	Adayimila pomwe kwantsiku zinomwe, nkubulisa pomwe njiwa ile, koma njiwayo ilibe kuzabwelela.
GEN.8.13	Mugole lamazana matanthatu nagole libodzi (601) ya Nowa, pantsiku yakuyamba yamwezi wakuyamba, madzi yadawuma padziko. Nowa adachosa ntsodzi yabotelo, paadanyangana adawona kuti pantsi pakhadatowuma. 
GEN.8.14	Mumwezi wachiwili, pantsiku yamakumi mawili nanomwe, pantsi pakhadatowumilatu.
GEN.8.15	Mulungu adati kwa Nowa, 
GEN.8.16	“Bula mubote nankazi wako nawana wako naaloola wako. 
GEN.8.17	Ubulise bzentse bzamoyo bzawunabzo bziniti, mbalami nabzifuwo nabzinkwawa namimba, kuchitila kuti bzibalane bzidzadze pomwe dziko.” 
GEN.8.18	Nakutenepo Nowa adabula mubote pabodzi nankazi wake nawana wake naaloola wake. 
GEN.8.19	Nyama zentse nambalami nabzinkwawa namimba, bzidabula m'botemo kuteyeza mishowo yabzene.
GEN.8.20	Nowa adamangila Chawuta mbuto yakupelekela ntsembe, adatola nyama zentse zakuchena nambalami zentse zakuchena, nkupeleka ntsembe yakutentha pambuto yakupelekela ntsembe. 
GEN.8.21	Chawuta adabva n'nunkho wabwino wantsembeyo, iye adati chamuntima mwake, “Nin'zatembelela lini pomwe dziko nathangwe lamunthu, pakuti nkhumbukila zantima wamunthu n'zakuyipa kuyambila pawung'ono wake. Nin'zacheneka lini pomwe bzamoyo ninga bzandachita ibzi. 
GEN.8.22	Padziko pan'zakhala nanthawe yakubzala nayakukolola nayakujejela nayakuphsa nayachilimo nayamphepo nayamasikati nayawusiku.”
GEN.9.1	Mulungu adadalisa Nowa nawana wake, adati kwayiwo, “Balanani muwande, mudzadze dziko. 
GEN.9.2	Bzinyama bzentse bzapadziko nambalami zentse zan'dzulu nabzentse bzinkwawa namimba nantsomba zentse zamunyanja zin'zakugopani bzichizabva mantha nayimwe. Bzentse ndabziyikha m'manja mwanu. 
GEN.9.3	Bzamoyo bzentse bzinfamba bzin'zakhala chakudya chanu, ninga kukupasani kwandidachita mbewu zentse ziwisi. 
GEN.9.4	Koma lekani kudya nyama ina gazi, pakuti umoyo wanyama uli mugazi. 
GEN.9.5	Pagazi lawumoyo wanu nin'zafuna longosolo, kubzinyama bzentse nakumunthu wentse nin'zafuna longosolo nakum'bale wamunthu wentse nin'zafuna longosolo lawumoyo wamunthu. 
GEN.9.6	Wentse antaya gazi lamunthu, gazi lake linfunika kutayiwambo namunthu, pakuti Mulungu adalenga munthu kulingana nayiye pachake.”
GEN.9.7	“Tsapano imwe balanani muwande mudzadze dziko.”
GEN.9.8	Mulungu adati kwa Nowa nakwawana wake wachimuna, 
GEN.9.9	“Wonani, ndikuchita chibvano nayiwe, nakum'badwe wako un'zabwela, 
GEN.9.10	nabzinyama bzentse bzawunabzo bziniti, mbalami nabzifuwo nabzinyama bzentse bzapadziko bzawunabzo, nabzentse bzawabula nabzo m'bote. 
GEN.9.11	Ndikuchita chibvano nayimwe chakuti, ‘Nin'zapha lini pomwe bzamoyo nachigumula. Kun'zachita lini pomwe madzi yachigumula yakucheneka wanthu padziko.’ ” 
GEN.9.12	Mulungu adati, “Ichi ndicho chilatizo chachibvano chandidachita nayimwe nabzamoyo bzawunabzo nakum'badwe wentse un'zabwela. 
GEN.9.13	Ndayikha utati wangu m'mitambo kuti uwe chilatizo chachibvano changu nayiwe nadziko lentse. 
GEN.9.14	Ndikabwelesa mitambo, utati ukawoneka m'mitambo, 
GEN.9.15	pamwepo nin'zakumbuka chibvano changu chandachita nayiwe nabzamoyo bzentse, kun'zabvumba lini pomwe mvula yachigumula yakuzacheneka bzamoyo. 
GEN.9.16	Utati ukawoneka m'mitambo, nin'zawunyangana ndichizakumbuka chibvano chin'khala kufika lini nalini chandachita nayiwe nabzamoyo bzentse bzapadziko.” 
GEN.9.17	Mulungu adati kwa Nowa, “Ichi ndicho chilatizo chachibvano chandachita pakati payine nabzamoyo bzentse bzapadziko.”
GEN.9.18	Wana wa Nowa adabula mubote ni Shemu na Hamu na Jafeti. Hamu ndiye payi wa Kenani. 
GEN.9.19	Awa ndiwo akhali wana wa Nowa atatu wachimuna, kwaamwewa ndiko kudachoka wanthu wentse ali padziko.
GEN.9.20	Nowa akhali mulimi, ndiye munthu adayamba kubzala munda wamavayini. 
GEN.9.21	Ntsiku inango iye adamwa vinyu nkuledzela, adagona mutenti yake alibe kubvala. 
GEN.9.22	Hamu apayi wa Kenani, adawonela apayi wake, adabula panja nkukawuza akulu wake awili. 
GEN.9.23	Shemu na Jafeti adatakula nguwo, nkuyisumusa kufika m'mapewa yawo, achifamba chifutambuyo kafinika apayi wawo, adanyangana kumbali kuti aleke kuwawona ali pezi. 
GEN.9.24	Nowa paadalamuka pakuledzela kwake, adadziwa bzikhadachita mwana wake wachimuna mung'ono. 
GEN.9.25	Iye adati,
GEN.9.25	“Kenani ngaatembelelewe,
GEN.9.25	ngaawe mulanda kwaabale wake.”
GEN.9.26	Adazati pomwe,
GEN.9.26	“Ngaadalisiwe Chawuta Mulungu wa Shemu,
GEN.9.26	Kenani ngaawe mulanda wa Shemu.
GEN.9.27	Mulungu ngaakwizilize Jafeti,
GEN.9.27	akhale m'matenti ya Shemu,
GEN.9.27	Kenani awe mulanda wake.”
GEN.9.28	Pambuyo pamadzi yachigumula, Nowa adazakhala kwamagole mazana matatu namakumi mashanu (350). 
GEN.9.29	Nowa adakhala padziko kwamagole mazana pfemba namakumi mashanu (950), pamwepo iye adazafa.
GEN.10.1	Uwu ndiwo m'mbadwe wawana wa Nowa, Shemu na Hamu na Jafeti, wana waadabala pambuyo pachigumula. 
GEN.10.2	Wana wa Jafeti akhali, Gomeri na Magogi na Madhayi na Javani na Tubhali na Misheki na Tirasi. 
GEN.10.3	Wana wa Gomeri akhali Ashikenazi na Rifati na Togarima. 
GEN.10.4	Wana wa Javeni akhali Elisha na Tarishishi na Kitimu na Dhodhanimu; 
GEN.10.5	kum'badwe wa Javani, ndiko kudachoka wanthu adazakhala mumphepete mwanyanja, kuchoka kwaawa, wanthu wamumphepete mwanyanja adamwazikila kuteyeza mbuto zawo, namishowo yawo, namabanja yawo namadziko yawo.
GEN.10.6	Wana wa Hamu akhali Kushi na Ijipiti na Phuti na Kenani. 
GEN.10.7	Wana wa Kushi akhali Sebha na Havila na Sabhuta na Raama na Sabhuteka. Wana wa Rama akhali Shebha na Dhedhani. 
GEN.10.8	Kushi akhali apayi wa Nimilodhi, ndiye adakhala munthu wakuyamba kukhala wamphamvu padziko. 
GEN.10.9	Akhali nkhumbalume nkulu patsogolo pa Chawuta, ndibzo bzidazachitisa kuti wanthu ambalewa ntsumo yakuti, “Ninga Nimilodhi nkhumbalume nkulu patsogolo pa Chawuta!” 
GEN.10.10	Umambo wake udayambila mu Bhabheli namu Ereki na Akadhi, maguta yentse yamweyo yakhali mudziko la Shinari. 
GEN.10.11	Adachoka mudziko limwelo nkuyenda ku Asiriya kwaadakamanga guta la Ninive naguta la Rehobhoti na Khala 
GEN.10.12	na Resini, pakati Ninive na Khala guta likulu.
GEN.10.13	Ijipiti akhali apayi wa Ludhimu na Ananimu na Lehabhimu na Nafuhimu 
GEN.10.14	na Paturusimu na Kasuluhimu kudachoka nshowo waa Filistia na Kafutorimu.
GEN.10.15	Kenani akhali apayi wa Sidhoni, mwana wake wakuyamba, na Heti, 
GEN.10.16	naa Jebhusi naa Amori naa Girigashi 
GEN.10.17	naa Hivi naa Ariki naa Sinai, 
GEN.10.18	naa Arivadhi naa Zemari naa Hamati. Pambuyo pache mabanja yaa Kenani yadazamwazikila. 
GEN.10.19	Dziko laa Kenani likhayambila ku Sidhoni lichikapita naku Gerari, lichifika ku Gaza, chakumbali yaku Sodhomu na Gomora na Adhima na Zebhoyimu mpaka ku Lasha. 
GEN.10.20	Awa ndiwo wana wachimuna wa Hamu, kuteyeza namabanja yawo namishowo yawo nambuto zawo namadziko yawo.
GEN.10.21	Kwa Shemu, apayi wawana wentse wa Ebheri, nkulu wa Jafeti kudabaliwambo wana. 
GEN.10.22	Wana wa Shemu akhali, Elamu na Ashuri na Aripakishadhi na Ludhi na Aramu. 
GEN.10.23	Wana wa Aramu akhali, Uzi na Huli na Geteri na Mashi. 
GEN.10.24	Aripakishadhi akhali apayi wa Shela, Shela akhali apayi wa Ebheri. 
GEN.10.25	Kwa Ebheri kudabaliwa wana awili, dzina lamunango wache akhali Pelegi, pakuti muntsiku zake dziko likhadagawika, dzina lam'bale wake akhali Jokitani. 
GEN.10.26	Jokitani akhali apayi wa Alimodhadhi na Shelefi na Hazarimaveti na Jera 
GEN.10.27	na Hadhoramu na Uzali na Dhikila 
GEN.10.28	na Obhali na Abhimayeli na Shebha 
GEN.10.29	na Ofiri na Havila na Jobhabhi, wentse awa akhali wana wa Jokitani. 
GEN.10.30	Dziko laakhakhala likhayambila ku Mesha kumbali ya Seferi kufika kudziko lamapili lachakumabveladzuwa. 
GEN.10.31	Awa ndiwo wana wa Shemu, kuteyeza mabanja yawo, nanshowo yawo, nambuto zawo namadziko yawo.
GEN.10.32	Aya ndiyo mabanja yawana wa Nowa, kuteyeza kunembewa kwayakhadachitiwa, mumadziko yawo, kuchoka m'madziko yamweya adamwazikila padziko lapantsi, pambuyo pachigumula.
GEN.11.1	Tsapano dziko lentse lapantsi likhana nshowo ubodzi, lichilewa-lewa mafala mabodzi. 
GEN.11.2	Wanthu paadatama achichoka kumabveladzuwa, adakawona dambo mudziko la Shinari, achikhala m'mwemo. 
GEN.11.3	Iwo adapangana nkuti, “Bwelani, ngatikonze bzidhina tibzitenthe.” Bzidhinabzo ndibzo bzaadamangisa, thala ndiyo yaadachita dongo. 
GEN.11.4	Iwo adazati, “Bwelani tibzimangile guta lina dala linkafika kudzulu, kuti tidziwike, tileke kumwazikila nadziko.”
GEN.11.5	Chawuta adabuluka kuzanyangana guta nadala bzikhadamangiwa nawana wawanthu. 
GEN.11.6	Chawuta adati, “Wonani, awa niwanthu abodzi, anilewa-lewa nshowo ubodzi. Uku ndiko kuyamba kwawo kuchita bzaanfuna, palibe chingaatazise kuchita bzaakupangana kuti achite. 
GEN.11.7	Bwelani, ngatibuluke tikaapesanise kulewa-lewa kwawo, kuti munango-namunango wawo aleke kubva nshowo wamwanzake.” 
GEN.11.8	Nakutenepo Chawuta adaamwaza kuchoka pamwepo kuyenda kudziko lentse lapantsi, iwo adaleka kumanga guta. 
GEN.11.9	Guta limwelo lidazachemelewa kuti Bhabhiloni, pakuti Chawuta adapesanisa nshowo wawanthu pamwepo. Chawuta adaamwaza kuchoka pamwepo kuyenda kudziko lentse lapantsi.
GEN.11.10	Uwu ndiwo m'badwe wa Shemu. Shemu paakhana magole dzana (100), adakhala apayi wa Aripakishadhi magole mawili pambuyo pamadzi yachigumula. 
GEN.11.11	Pambuyo pakubaliwa kwa Aripakishadhi, Shemu adakhala kwamagole mazana mashanu (500), adabala pomwe anango wana wachimuna nawachitsikana.
GEN.11.12	Aripakishadhi paakhana magole makumi matatu namashanu (35), adakhala apayi wa Shela; 
GEN.11.13	pambuyo pakubaliwa kwa Shela, Aripakishadhi adakhala kwamagole mazana manayi namatatu (403), adabala pomwe anango wana wachimuna nawachitsikana.
GEN.11.14	Shela paakhana magole makumi matatu (30), adakhala apayi wa Ebheri. 
GEN.11.15	Pambuyo pakubaliwa kwa Ebheri, Shela adakhala kwamagole mazana manayi namatatu (403), achibala pomwe anango wana wachimuna nawachikazi.
GEN.11.16	Ebheri paakhana magole makumi matatu namanayi adakhala apayi wa Pelegi (34). 
GEN.11.17	Pambuyo pakubaliwa kwa Pelegi, Ebheri adakhala kwamagole mazana manayi namakumi matatu (430), achibala pomwe anango wana wachimuna nawachikazi.
GEN.11.18	Pelegi paakhana magole makumi matatu (30) adakhala apayi wa Reu. 
GEN.11.19	Pambuyo pakubaliwa kwa Reu, Pelegi adakhala kwamagole mazana mawili napfemba (209) achibala pomwe anango wana wachimuna nawachikazi.
GEN.11.20	Reu paakhana magole makumi matatu namawili (32), adakhala apayi wa Serugu. 
GEN.11.21	Pambuyo pakubaliwa kwa Serugi, Reu adakhala kwamakhole mazana mawili nanomwe (207), achibala pomwe anango wana wachimuna nawachikazi.
GEN.11.22	Serugu paakhana magole makumi matatu (30), adakhala apayi wa Nahori. 
GEN.11.23	Pambuyo pakubaliwa kwa Nahori, Serugu adakhala kwamagole mazana mawili (200), achibala pomwe anango wana wachimuna nawachikazi.
GEN.11.24	Nahori paakhana magole makumi mawili napfemba (29) adakhala apayi wa Tera. 
GEN.11.25	Pambuyo pakubaliwa kwa Tera, Nahori adakhala kwamagole dzana nakhumi napfemba (119), achibala pomwe anango wana wachimuna nawachikazi.
GEN.11.26	Tera paakhana magole makumi manomwe (70), adakhala apayi wa Abhuramu na Nahori na Harani.
GEN.11.27	Uwu ndiwo m'badwe wa Tera. Tera akhali apayi wa Abhuramu na Nahori na Harani, Harani adakhala apayi wa Loti. 
GEN.11.28	Harani adafa apayi wake achali wamoyo, adafela mudziko laadabaliwa muguta la Uri mudziko laa Khalidhiya. 
GEN.11.29	Abhuramu na Nahori adaloola. Nkazi wa Abhuramu akhachemelewa kuti Sarayi, nkazi wa Nahori akhachemelewa kuti Milika, Milika mwana wachikazi wa Harani, Harani apayi wa Milika na Isika. 
GEN.11.30	Koma Sarayi akhali ngomwa, akhalibe mwana.
GEN.11.31	Tera adatola Abhuramu mwana wake wachimuna nan'zukulu wake Loti mwana wachimuna wa Harani, namuloola wake Sarayi, nkazi wamwana wake Abhuramu. Adachoka muguta la Uri, mudziko laa Khalidhiya nkuyenda kudziko la Kenani. Koma paadafika ku Harani adakhala kumweko. 
GEN.11.32	Tera adalalama kwamagole mazana mawili namashanu (205), adazafela mu Harani.
GEN.12.1	Chawuta adati kwa Abhuramu, “Choka mudziko lako, pakati paabale wako, uchoke panyumba yaapayi wako, uyende kudziko landichakuwonesa. 
GEN.12.2	Nin'zakuchita nshowo ukulu, pomwe nin'zakudalisa, nin'zachita kuti dzina lako likhale nambili, nakutenepo iwe un'zakhala daliso.
GEN.12.3	Nin'zadalisa ankudalisa,
GEN.12.3	Nin'zatembelela ankutembelela.
GEN.12.3	Mabanja yentse yapadziko yan'zakhala yakudalisiwa thangwe layiwe.”
GEN.12.4	Nakutenepo Abhuramu adayenda, ninga kuwuziwa kwaakhadachitiwa na Chawuta, adayenda pabodzi na Loti, Abhuramu paadachoka mu Harani akhana magole makumi manomwe nashanu (75). 
GEN.12.5	Abhuramu adatola nkazi wake Sarayi na Loti mwana wam'bale wake, nachuma chake chentse chaakhanacho, naalanda waadawona mu Harani nkuyenda ku Kenani.
GEN.12.5	Paadafika mu Kenani, 
GEN.12.6	Abhuramu adapita namudziko m'mwemo achikakhala ku Shekemu pamuti ukulu wamuoki waku More. Nthawe imweyo a Kenani akhali mudziko limwelo. 
GEN.12.7	Chawuta adabziwonesa kwa Abhuramu, adati kwayiye, “Dziko limweli ndichalipeleka kum'badwe wako.” Nakutenepo Abhuramu adamangila mbuto yakupelekela ntsembe Chawuta uyo adambabziwonesa kwayiye. 
GEN.12.8	Adachoka pamwepo nkuyenda kuphili, chakumabveladzuwa kwaguta la Bheteli, kwaadakazika matenti yake. Bheteli likhali chakumadokelo, guta la Ayi likhali chakumabveladzuwa. Kumweko Adamangila Chawuta mbuto yakupelekela ntsembe, adachemela dzina la Chawuta. 
GEN.12.9	Abhuramu adapitiliza ulendo wake mpaka adafika ku Negebhu.
GEN.12.10	Tsapano mudziko la Kenani mudagwa njala. Nakutenepo Abhuramu adayenda kakhala ku Ijipiti, pakuti njala ikhadakula mudziko. 
GEN.12.11	Paakhali pafupi kufika mu Ijipiti, iye adati kwankazi wake Sarayi, “Pakuti iwe ndiwe nkazi wabwino kwene-kwe, 
GEN.12.12	a Ijipiti akakuwona, iwo ankati, ‘Uyu ninkazi wake,’ ankandipha iwe achikusiya uli wamoyo. 
GEN.12.13	Tsapano iwe ukaawuze kuti ndiwe nana wangu, ukatenepo iwo ankandipha lini, ankandichitila bwino thangwe layiwe.” 
GEN.12.14	Abhuramu paadapita mu Ijipiti, wanthu wamu Ijipiti adawona kuti nkaziyo akhali wabwino. 
GEN.12.15	Manduna yamambo Farawo paadamuwona, adadumbiza kwamambo Farawo kukoma nkhope kwaakhadachita. Nakutenepo Sarayi adazatolewa achiyendesewa kunyumba kwa mambo Farawo. 
GEN.12.16	Tsapano Farawo adazaphata bwino Abhuramu nathangwe la Sarayi, adampasa mabila nambuzi nang'ombe namadhonki yamuna naalanda wachimuna naalanda wachikazi nangamela.
GEN.12.17	Koma Chawuta adayikha chitenda kwa Farawo nawamunyumba mwake, nathangwe la Sarayi nkazi wa Abhuramu. 
GEN.12.18	Nakutenepo Farawo adazachemelesa Abhuramu, nkuti kwayiye, “Nchinyi chawachita kwayine? Thangwe lanyi ulibe kundiwuza kuti ninkazi wako? 
GEN.12.19	Thangwe lanyi udati, ‘Ninana wako,’ nakutenepo ndidamutakula kuti akhale nkazi wangu? Tsapano, takula nkazi wako uyende naye!” 
GEN.12.20	Farawo adawuza wanthu kuti achose Abhuramu nankazi wake mudziko limwelo, nabzinthu bzake bzentse bzaakhanabzo.
GEN.13.1	Abhuramu adachoka mu Ijipiti, iye nankazi wake nabzentse bzaakhanabzo pabodzi na Loti nkuyenda ku Negebhu. 
GEN.13.2	Abhuramu akhadakhupuka kwene-kwene, pabzifuwo nasiliva nagolidhe. 
GEN.13.3	Adachoka mu Negebhu nkuyenda mpaka adazafika ku Bheteli, kwaadambazika matenti yake pakuyamba, pakati pa Bheteli na Ayi, 
GEN.13.4	pambuto yaakhadambamanga mbuto yakupelekela ntsembe pakuyamba, kumweko Abhuramu adachemela dzina la Chawuta.
GEN.13.5	Loti uyo adayenda na Abhuramu, akhalimbo pomwe namabila nang'ombe namatenti. 
GEN.13.6	Nakutenepo mbuto imweyo ikhakwana lini kuti akhale pabodzi. Bzinthu bzawo bzikhali bzizinji kwene-kwene, bzikhakwanisika lini kuti akhale pabodzi, 
GEN.13.7	pomwe anyakabusa wabzifuwo bza Abhuramu na Loti adayamba kushupana. Nthawe imweyo a Kenani naa Perezi akhakhala mudziko limwelo.
GEN.13.8	Abhuramu adati kwa Loti, “Anyakabusa wako nawangu ngaaleke kushupana, pakuti ndise wanthu wachibale. 
GEN.13.9	Ko dziko sindilo lentse lawuli kuwona? Nakutenepo iwe nayine ngatipatukane. Iwe ukayenda kujanja lamanzele, ine niniyenda kujanja ladidi.”
GEN.13.10	Loti adanyangana nkuwona kuti muchigowa chamu Jorodhani, kufika ku Zoari kukhana madzi mazinji pentse-pentse ninga munda wa Chawuta, ninga bzikhadachita dziko la Ijipiti. Nthawe imweyo Chawuta akhanati waphwanya Sodhomu na Gomora. 
GEN.13.11	Nakutenepo Loti adasankhula chigowa chentse chamu Jorodhani, iye adazayenda kakhala kumabveladzuwa. Ndiko kupatukana kwaadachita awa awili. 
GEN.13.12	Abhuramu adakhala mudziko la Kenani, koma Loti adakhala pakati pamaguta yakhali muchigowa, adazika matenti yake pafupi na Sodhomu. 
GEN.13.13	Tsapano wanthu waku Sodhomu akhali wakuyipa, wakuyipa akulu pamaso pa Chawuta.
GEN.13.14	Chawuta adati kwa Abhuramu, pambuyo pakupatukana na Loti, “Nyangana, uwone kuchoka pambuto pawuli, chakudzulu nachakunyantsi, chakumabveladzuwa nachakumadokelo, 
GEN.13.15	pakuti dziko lawukuwona nin'zalipeleka kwayiwe, nakukum'badwe wako kufika lini nalini. 
GEN.13.16	Nin'zachita kuti m'badwe wako uwande ninga pfumbi lapadziko, kuti peno munthu ankwanisa kuwelenga pfumbi lapadziko lapantsi, m'mbadwe wakombo un'zakwanisa kuwelengeka. 
GEN.13.17	Sumuka, famba muwutali namuwufupi mwadziko, pakuti ninilipeleka kwayiwe.”
GEN.13.18	Nakutenepo Abhuramu adachosa matenti yake achiyenda kakhala pamioki yapa Mamure mu Hebhuroni, kumweko adamangila Chawuta mbuto yakupelekela ntsembe.
GEN.14.1	Muntsiku za Amurafeli mambo wa Shinari na Ariyoki wa Erasa na Kedhorilaomeri wa Elamu na Tidhali wa Goyimu, 
GEN.14.2	mazimambo yamweya yadachita nkhondo namazimambo aya yaniti, Bhera mambo wa Sodhomu na Bhirisha mambo wa Gomora na Shinabhi mambo wa Adhima na Shemebheri mambo wa Zebhoyimu namambo waku Bhela iyo ikhachemelewa pomwe kuti Zoari. 
GEN.14.3	Awa adaphatana muchigowa cha Sidhimu, icho chikhachemelewa kuti Nyanja ya Munyu. 
GEN.14.4	Wanthu amwewo adatongewa namambo Kedhorilaomeri kwamagole khumi namawili, koma mugole lakhumi natatu adampandukila. 
GEN.14.5	Mugole lakhumi nanayi Kedhorilaomeri namazimambo yaadaphatana nayo adakunda Refayimu mu Ashiteroti-karinayimu naa Zuzimu mu Hamu nawanthu wachi Emimu mu Shavekiriatayimu, 
GEN.14.6	naa Hori muphili la Seira, mpaka ku Eriparani kukhamalila chipululu. 
GEN.14.7	Adazabwelela nkuyenda ku Enimishapati, iyo in'chemelewa pomwe kuti Kadheshi. Adakunda dziko lentse laa Amaleki naa Amori akhakhala mudziko la Hazazonitamari.
GEN.14.8	Nakutenepo mambo wa Sodhomu, namambo wa Gomora, namambo wa Adhima, namambo wa Zebhoyimu nawa Bhela, iyo ikhachemelewa pomwe kuti Zoari, adaphatana munkhondo muchigowa cha Sidhimu, 
GEN.14.9	na Kedhorilaomere mambo wa Elamu na Tidhari mambo wa Goyimu na Amurafeli mambo wa Shinari na Ariyoki mambo wa Elasari Bhabhiloni na Ariyoki wa Elasari. Mazimambo mashanuyo yadamenyana namazimambo manayi. 
GEN.14.10	Tsapano muchigowa cha Sidhimu chikhana madindi mazinji yathala. Mazimambo yaku Sodhomu na Gomora paakhathawa anango wawo adagwelamo, anango wentse adathawila kumapili. 
GEN.14.11	Nakutenepo azondi adapamba chuma chentse chamu Sodhomu namu Gomora, nachakudya chawo chentse achiyenda nacho. 
GEN.14.12	Adatakulambo Loti mwana wam'bale wa Abhuramu uyo akhakhala mu Sodhomu nabzombo bzake, iwo nkuyenda.
GEN.14.13	Koma m'bodzi adathawa adabwela, adakawuza Abhuramu mu Hebheru, uyo akhakhala chakumaoki ya Mamure mu Amori, m'bale wa Eshikoli na Aneri, awa akhali shamwali za Abhuramu. 
GEN.14.14	Abhuramu paadabva kuti m'bale wake Loti adapambiwa, adakocheza anyabezi, awo adabaliwa munyumba mwake, wentse pabodzi akhali mazana matatu nakhumi nasele (318), adateyela mazimambo manayiyo mpaka ku Dhani. 
GEN.14.15	Abhuramu usiku umwewo adapatula wamphamvu wake mubzipani, iye naalanda wake, adaamenya achiwateyela mpaka pa Hobha chakudzulu kwa Dhamasiko. 
GEN.14.16	Abhuramu adatakula bzinthu bzentse, adabweza m'bale wake Loti nabzinthu bzake, naakazi nawanthu wentse.
GEN.14.17	Abhuramu padabwelela kuchoka kunkhondo kwaadakunda Khedhorilaomeri namazimambo yaakhanayo, mambo waku Sodhomu adamuchungula pachigowa cha Shave, icho chikhachemelewa pomwe kuti chigowa chamambo. 
GEN.14.18	Merekizedheki mambo wa Salemu, uyo adampasa zingwa navinyu, akhali nyantsembe wa Mulungu Nyakudzulu-dzulu. 
GEN.14.19	Iye adamudalisa achiti,
GEN.14.19	“Ngaadalisiwe Abhuramu na Mulungu Nyakudzulu-dzulu,
GEN.14.19	nyakukonza dzulu napantsi;
GEN.14.20	Ngaadalisiwe Mulungu Nyakudzulu-dzulu,
