MAT.1.1	Ísu Káráísitini akúníꞌo uráan-aai. Ísun-aíwáꞌná Téfítin-iye. Téfítin-aíwáꞌná Émbaramun-iye.
MAT.5.30	Tiyáánkomo sáwíꞌo ínaꞌa misáwí-ámpáꞌá kúnafo séꞌa moórá-tiyaamba arátúwáaro. Kae-tíyáámbó wérainaꞌo éꞌa sáwí-marupaꞌo iyamó wégaipaꞌa wíyamba mindá sáwíꞌan-iye. Sáwíꞌo uráinda maisuwéꞌo méraiyamba mindá kaweꞌán-iye.
MAT.5.31	Naaófáꞌá Mósese maará siyáiye. Moóráwigo awaainínkómbá aiꞌmátuwaindawi aúfáífimba agaimaréna séna kesuwaainímbá aiꞌmátuwaumne séna agaimái amíno siyáimbanifo 
MAT.5.32	simátimeꞌa súne. Awaainínkó ímba moórá-waasigoe wénisana awaaikó aiꞌmátuwaisana minínínkó kówéna moórá-waasi komaiyéna minínínkó aú-waasigoe wénimba sáwí-ankaꞌa wéniye. Aifaꞌ-áwááíkómó aiꞌmátukaintafena miyá wéiye. Moórá-waasigo aiꞌmátukain-inimbo wémaimba wewáráꞌá umémbá wémaiye Ísu siyáiye.
MAT.5.33	Ísu maarán-ááíwáráꞌá siyáiye. Naaófáꞌá Mósese simátímakain-aai ísaraamba maará siyáiye. Fasiꞌaénkómpátá miyá ónaumne síyamba karoꞌá sefáínifo éraiꞌa séꞌa miyán-oro siyáimbanifo 
MAT.5.34	simátimeꞌa súne. Kemó miyá ónaumnemo síyambo éꞌa éraiꞌa miyán-oro. Kemó ímbo miyá ónaumnemo síyambo éꞌa éraiꞌa ímba miyán-oro. Maníkó káráwiyaiwi wíyómpaꞌa méraifo Maníkón-áwíkaꞌa ímba matuwéꞌa seró. 
MAT.5.35	Maníkó marapáꞌá káráwiyaipaꞌan-ifo ímba mararáꞌá matuwéꞌa seró. Yérúsaremu-naopaꞌa Maníkó káráwiyain-daopaꞌan-ifo ímba mindáópaꞌa matuwéꞌa seró. 
MAT.5.36	Fafután-áꞌnóntáúráꞌá kaantún-aꞌnontau ímba kanaán-ureꞌa kaantún-aꞌnontauraꞌa fafután-áꞌnóntáú ímba kanaán-uránááfo tiꞌnónkáꞌá ímba matuwéꞌa seró. 
MAT.5.37	Kemó miyá ónaumnemo síyambo éꞌa maarán-ááí aantemba seró. Ewé miyá ónaumne seró. Kemó ímbo miyá ónaumnemo síyambo éꞌa maarán-ááí aantemba seró. Aꞌáo ímba miyá ónaumne seró. Simátimunda-aai waántáwankon-imayaafinkeniꞌa wéowe Ísu siyáiye.
MAT.5.38	Ísu minááí simátimena séna Mósese simátímakain-aai ísaraamba maará siyáiye. Moóráwigomo moóráwigoni aúrambo fituwáínasamo ésa wen-ánóndáá wenaúramba fituwánááwe. Moóráwigomo moóráwigoni áwááyaamba pótuwainasamo ésa wen-ánóndáá wenáwááyaamba pótuwanaawe siyáimbanifo 
MAT.5.39	simátimeꞌa súne. Sáwíꞌo uwátinkaiyaꞌa ímba anondáá miwí sáwíꞌa uwátínkáaro. Tááꞌo tuwaumíyaꞌo éꞌa ímba anondáá tínkameꞌa anekaꞌá waé-timiyasa tuwaumónááwe. 
MAT.5.40	Kentí unáánkwátóisafesamo maénae sésamo tíꞌmaesamo aaimó ísáín-waasigompaꞌa kurésamo síyaꞌo éꞌa ímba aꞌáo síyamba paákákén-únánkwátóiwaraꞌa tíméro. 
MAT.5.41	Aampaꞌó taꞌótoresamo sésa kentáásí moparáwímbá kárikaꞌa súwaꞌnai orómó síyaꞌo éꞌa ímba aꞌáo síyamba úwoima ayáátáákaꞌa túwaꞌnai oro. 
MAT.5.42	Moórá-tantaaꞌa simiyó síyaꞌo éꞌa úwoi tíméro. Moórá-tantaaꞌa wááu simiyó síyaꞌo éꞌa miyán-oro Ísu siyáiye.
MAT.5.43	Ísu minááí simátimena séna naaófáꞌá simátímakain-aai ísaraamba maará siyáiye. Kentí waási-imayaan-oro. Kentí namuro-wáásí tíyámba uwátínkáaro siyáimbanifo 
MAT.5.44	simátimeꞌa súne. Kentí namuro-wáásí imáyáa timéꞌa sáwíꞌo uwátínkááwisafeꞌa túwaꞌnai úmai Maníkómpáꞌá inaí seró. 
MAT.5.45	Miyámó ombá wíyómpaꞌo kentifo méraiwaini iyámpóí-iꞌa wéowe. Maníkó miyáumai kaweꞌá uwátinkena aaí sisaná aaꞌá kaisaná kaweꞌ-wáásíyáꞌé sáwí-waasiyaꞌe aaꞌá kaisaná Maníkó aaí sisaná aaꞌá tisaná arupísemo on-kwáásíyáꞌé ímbo arupísemo on-kwáásíyáꞌé aaꞌá wétiye. 
MAT.5.46	Seyaafáꞌnánká kentí waási-imayaamo wéowasamo ombá anondáá miwí-ímáyááwáráꞌá wéowe. Taakisimó máén-umen-kwaasi ímba kaweꞌ-wáásí ombánifo miwítí waási-imayaamo owasamó ombá anondáá miwí-ímáyáá wéowe. Miyáumaimo kentí waási-imayaa aantembo íyanamo éna Maníkó ímba kaweꞌ-méyámbá timínífo kentí namuro-wáásíwáráꞌá imáyáa tíméro. 
MAT.5.47	Seyaafáꞌnánká kentí waási-iꞌa úmai kaweꞌá wéuwatinkaawe. Maníkóní ambó ímbo wéaraaiwaewiwaraꞌa miyá wéowe. Miyámó onten-úmai kentí waási aantemba ímbanifo kentí namuro-wáásíwáráꞌá kaweꞌá uwátínkáaro. 
MAT.5.48	Kentifo wíyómpakewi kaweꞌ-íꞌa úmai méraimba mindásafeꞌa imáyáa éꞌa kaweꞌ-íꞌa úmai méraaro
MAT.5.48	Ísu siyáiye.
MAT.6.1	Ísu minááí simátimena séna tuwímbaisafeꞌa tirumbá uwátinkeꞌa túwaꞌnai íyamba ímba maarán-ímáyáá éꞌa waási méraiyankaꞌa wétuwaꞌnai-onasa óraaꞌ-waasin-iye síwae-imayaa ímba íyamba úwoi túwaꞌnai oro. Miyán-ímáyáámó wéeꞌo túwaꞌnai íyanamo éna kentifo wíyómpakewi kaweꞌ-méyámbá ímba timíníye. 
MAT.6.2	Óntamo ímbo makáawimo túwaꞌnai íyamba waási aamoí uwásinkaiwae-imayaa ímba éꞌa ímba óraakaꞌ-oraakaꞌa síyamba úwoi túwaꞌnai ónááwe. Kaumbo-kaeꞌ-ááíwáráꞌ-wáásí ámáán-daumpaꞌe aampaꞌé toruparésa óraakaꞌo sembá óntamo ímbo makáawimo tímémba ímba miwí-ímáyáá ombá wétimesa kesúwíꞌa mósá maráíwae sésa wétimewe. Éraiꞌa simátimeꞌa súne. Mindámo tímén-anondaa miwí túwíꞌo mósá máráámba éꞌa mimbéyámbá wémaewe. 
MAT.6.3+MAT.6.4	Óntamo ímbo makáawimo túwaꞌnai íyamba kesí waási suwánaafo séꞌa waásimo ímbo méraiyankaꞌa túwaꞌnai oro. Miyámó ombá kentifo aúpáꞌó wéomba tuwánaiwai póna kaweꞌ-méyámbá timíníye Ísu siyáiye.
MAT.6.5	Ísu minááí simátimena séna Maníkómpáꞌó inaimó síyamba kaumbo-kaeꞌ-ááíwáráꞌ-wáásímó sentembá ímba miyán-oro. Miwí sésa waási suwánésa aamoí uwásinkaiwae-imayaa ésa ámáán-daumpaꞌa mésa waásimo tóso on-áémpáꞌá mésa inaí wésewe. Éraiꞌa simátimeꞌa súne. Miwímó miyámó wéon-anondaa miwí túwíꞌo mósá wémaraamba mimbéyámbá wémaewe. 
MAT.6.6	Miwí miyá wéofo Maníkómpáꞌá inaí síyamba kentí naaúmpaꞌa kembiwí aantemba iméꞌa kentifombó ímbo aneꞌó awánaawimpaꞌa inaí síyana aúpáꞌó wéomba tuwánaiwai póna iséna kaweꞌá úmai túwaꞌnai íníye. 
MAT.6.7	Maníkómpáꞌá inaí síyamba úwoi-aaiyaamba ímba símai tafisénááwe. Maníkóní aambó ímbo arááíwáéwi sésa tafisímai-aaisa senanasá súwaꞌnai íníye sésa úwoi-aaiyaamba símai wétafisefo 
MAT.6.8	ímba miyán-oro. Kentifombó Maníkómpáꞌó miyám-baaran-aaisafeꞌo wéaisai-eꞌo súwaꞌnai íníyemo síyamba éꞌa awánaraimba póna túwaꞌnai íníye. 
MAT.6.9	Maníkómpáꞌó aaimó síyamba maará seró.
MAT.6.9	Kentáásifowao wíyómpaꞌo méraandawi enáwíꞌa íyáákarain-awita mósá wémaraumne. 
MAT.6.10	Ení nombaragó seyaafá moórá-mora-waasi tirumpimbá kumíno. Wíyómpakewimo ení ámáámbo arááíwáéntemba marapátá méraundawisa miyáumai arááíwáéno. 
MAT.6.11	Káfé-kanaa-tomba kentáá simiyó. 
MAT.6.12	Waásimo aoisaambó uwásinkaiyata anondáá ínta miyásá uwátinketa miwítí aoisaambá maitiyúwáana miyáumaisa kentáásí aoisaambá maisiyuwaaó. 
MAT.6.13	Sáwí-yantaakomo kentáá maꞌmáímo awánáíndasafenamo ínamo e wasiyuwaaó. Seyaafáꞌ-máꞌú-yántáákó kentááfímbá tifó sé maisiyuwaaó. [ Ení waási kawáánúmae wéiyonana ení fasiꞌaémbá waéꞌwaeꞌa úmae wéiyisana enáwíꞌa óraaꞌa úmae wéiyimba éraiꞌ-aain-iye. ] Miyán-ááí Maníkómpáꞌá seró.
MAT.6.14	Sáwíꞌo uwátínkaraamba ímbo anondáámo sáwíꞌo éꞌo ifátuwaiyanamo éna kentifo wíyómpakewi kembiwímó sáwíꞌo wéomba túwaꞌnai ena maitiyuwáínífo 
MAT.6.15	sáwíꞌo uwátínkaraamba úwoimo imáyáamo úmae iyéꞌo ímbo ifátuwaiyanamo éna kentifo wíyómpakewi kembiwímó sáwíꞌo wéomba ímba maitiyuwáíníye Ísu siyáiye.
MAT.6.16	Ísu minááí simátimena séna Maníkómpáꞌó inaí aantembo séꞌa tómbá wéawentan-omba aasásóíꞌ-wáásímó ontembá ímba miyán-oro. Miwí sésa waási suwánésa sésa kaweꞌá ésa tómbá wéawentan-owe síwae sésa tómbó ímbo naanten-tóíꞌá matuwésa méraawe. Éraiꞌa simátimeꞌa súne. Miwítí méyámbá miwí túwíꞌa mósá wémaraam-beyamba éꞌa maiyáawe. 
MAT.6.17	Miwí ésa miyá wéofo kembiwí tómbá wéawentan-omba tóiꞌa wisukéꞌa tiꞌnóntáu paaséꞌa túmai kaweꞌá úmaraiyasa 
MAT.6.18	waási tuwánésa tómbá wéawentan-owe ímba síyana kentifo tuwánéna kaweꞌ-méyámbá timíníye. Kentifon-aneꞌó ímbo awánaawi aúpáꞌó ombá awánaiwai kaweꞌ-méyámbá timíníye Ísu siyáiye.
MAT.6.19	Ísu minááí simátimena séna marapáꞌó méraamba sáwífaꞌ-ontama ímba máráaro. Maráíyan-ontama ufóíyaraamba ínana waígo náínana táúkaaꞌa ínasa mindámbá sáwíꞌa uwásuwesa umémbá maénááfo sáwífaꞌ-ontama ímba maréꞌa 
MAT.6.20	kawe-kísáú maíyana kentí kawe-tántááꞌá wíyómpaꞌa wéíniye. Wíyómpaꞌa wéraimba ufóíyaraamba ímba ínana waígo ímba náínana táúkaaꞌa ímba ínasa waási ímba umémbá maíyana úwoi wéíniye. 
MAT.6.21	Marapáꞌó kentí óntamo wérainanamo éna marapátáféna tinkáínífo wíyómpaꞌo kentí óntamo wérainanamo éna wíyómpatafena tinkáíníye Ísu siyáiye.
MAT.6.22	Ísu minááí simátimena séna túranko kentí imáyáafimbo sámo kain-tántááꞌán-iye. Túrankomo kaweꞌó úmaimo awánáínanamo éna seyaafáꞌ-ímáyáá sáma káínífo 
MAT.6.23	túrankomo ímbo kaweꞌó úmaimo awánáínanamo éna seyaafáꞌ-ímáyáá tuwinkáíníye. Marapá-tántááꞌ-ímáyáá aantembo íyanamo éna kempímbó sámo kain-tántááꞌó ímbo wénamo éna kumeuꞌó í-tántáákó óraaꞌa úmai wéíniye Ísu siyáiye.
MAT.6.24	Ísu minááí simátimena séna ímba kanaaꞌá kae-káwáá-wáásítí kísau wémaewe. Miyámó ésamo ésa moóráwigomba aamoí ésa moóráwigomba ímba aamoí uwánkanaawe. Miyámó ésamo ésa moóráwigoni kísau kaweꞌá úmai maésa moóráwigoni kísau tuwesaraí ónááwe. Miyáumai Maníkóní kísaumo maéꞌo éꞌa sáwífaꞌ-ontamba maénaumne-imayaa ímba úmae iyónááwe. Sáwífaꞌ-ontamba maénaumne-imayaamo éꞌo éꞌa Maníkóní kísau ímba maénááwe Ísu siyáiye.
MAT.6.25	Ísu minááí simátimena séna minááí imáyáa éꞌa simátimeꞌa súne. Méraamba ímba óraaꞌ-imayaa éꞌa tómbó náíyantafeꞌa ímba óraaꞌ-imayaa éꞌa kentúraꞌo unáánkwátóimo íyantafeꞌa ímba óraaꞌ-imayaan-oro. Tómbó náíyamba úwoisambanifo waásimo méraamba óraa-tantaaꞌan-iye. Unáánkwátói íyamba úwoisambanifo waási túma óraa-tantaaꞌan-iye. 
MAT.6.26	Numagómpáꞌá imáyáan-oro. Numagó ímba kísau éna tómbá fákáꞌmai naaúmpaꞌa makéna wénaifo kentifo wíyómpakewi miwítí tómbá tímísasa wénaawe. Maníkón-aúrankaꞌa kemá waási numagómbá íyáákaraamba póna kentí tómbó éna timíníye. 
MAT.6.27	Kembiwímó óraaꞌ-imayaamo
MAT.6.27	éꞌo éꞌa maíyan-kanaa ímba kanaaꞌá ayáátáákaꞌa méranaawe.
MAT.6.28	Unáánkwátói íyantafeꞌa ímba óraaꞌ-imayaa éꞌa waiwandáánkáꞌá imáyáan-oro. Waiwandáánkó ímba kísau éna ímba wení unáánkwátói makáifo 
MAT.6.29	simátimeꞌa súne. Naaófáꞌá Yúndaa-waasiti óraakon-awiꞌa Soromoní sáwífaꞌ-unankwatoiye koꞌnaariríyé makówi úwasa waási awánésa kaweꞌán-iye sumbánifo waiwandáán-aramba awánésa óraa-kaweꞌan-iye wésewe. 
MAT.6.30	Ufáꞌá koꞌnaarirí-tántááꞌé séna waiwandáámbá Maníkó makáiye. Umá ímba waéꞌwaeꞌa ínífo káféꞌa ínasa aafáyáa waási agaisuwáíyamba Maníkó mintántááꞌá imáyáa éna koꞌnaarirí-tántááꞌá makáiye. Miyáumai Maníkó waásisafena imáyáa éna kentí unáánkwátói timínífo kembiwí Maníkóntáféꞌa ímba kanaaꞌá wésuwaꞌnai-iwain-iye ímbo seráámbá wésewe. 
MAT.6.31	Maníkó wétuwaꞌnai-imba póꞌa tóné nonémó náíyantafeꞌa ímba óraaꞌ-imayaa éꞌa unáánkwátóimo íyantafeꞌa ímba óraaꞌ-imayaan-oro. 
MAT.6.32	Maníkóní aambó ímbo arááíwáéwi tóné nonémó náíyantafesa óraaꞌ-imayaa wéowe. Tómbó nombó ímbo wéneꞌo éꞌa púwófo séna kentifo imáyáa éna wétimifo imáyáa ímba óraaꞌ-imayaa wéeꞌa 
MAT.6.33	Maníkómó wení waásimo kawáánintafeꞌa aifaꞌá imáyáa éꞌa wembó arááímo tainíꞌo wéontafeꞌa imáyáa éꞌa miyámó owaná mintántááꞌá wétimiye. 
MAT.6.34	Aúnkáwe aafáyáawe paápé índa-tantaatafeꞌa ímba óraaꞌ-imayaa íyana tirunkó umbaí táíno. Káféꞌa wérain-tantaatafeꞌa imáyáa éꞌa aafáyáamo paápé índa-tantaaꞌa awánéꞌa imáyáa éꞌa moórá-kanaa moórá-kanaamo paápé índa-tantaaꞌo awánaantemba imáyáan-oro Ísu siyáiye.
MAT.7.1	Ísu minááí simátimena séna tuwánéꞌo éꞌa sáwí-waasiye siyanamó éna Maníkó kentáfénawaraꞌa miyá sínífo tuwánéꞌo éꞌa sáwí-waasiye sefó. 
MAT.7.2	Kaweꞌ-ááí wésimatimeꞌa sáwí-aai wésimatimeꞌa íyantafena Maníkó kembá miyá íníye. Tíménteniꞌa úmai Maníkó miyáumai timíníye. 
MAT.7.3	Kentúrampimba iya-arumbá wéraisaꞌo ombá ímba awánaamba kentí waási tuwánéꞌa enaúrampimba ayaantambá wéraiye wésefo ímba miyá seró. 
MAT.7.4	Kentúrampimbo iya-arumbó ímbo awánaamba nóra séra kentí waási túrampinkemba tiyaantambá maitiyuwánae wéseo. 
MAT.7.5	Kaumbo-kaeꞌ-ááíwáráꞌ-wáásín-ofo kentúrampinkemba iya-arumbá maisukéꞌa tuwánéꞌa kentí waási túrampinkemba tiyaantambá kanaaꞌá maitiyuwánááwe Ísu siyáiye.
MAT.7.6	Kawe-tántááꞌó iyánkómbó ímbo áméntemba Maníkón-aai taraisíyawi ímba simátíméro. Simátimiyasamo ésa karaánááꞌa simátinkanaawe. Kawe-tántááꞌó póígombo ímbo áméntemba Maníkón-aai ímba sínkáíye wésewi ímba simátíméro. Simátimiyanamo éna minááígó fiyúndáraamba toꞌwíníye.
MAT.7.7	Ísu séna Maníkómpáꞌó inaimó wésemba áísai úmae wéiyiyana timíníye. Áántamaeꞌo wéiyiyana kentáái isáíníye. Wésaafa úmae iyíyana Maníkó aráátiminiye. 
MAT.7.8	Áísai íyanamo éna Maníkó timíníye. Wéaantewanamo éna Maníkó kentáái isáíníye. Saafámo íyanamo éna Maníkó aráátiminiye. 
MAT.7.9	Kemá iyámpóíwaraꞌ-waasi kentáánintombo kisaamá simiyómó síyaꞌo éꞌa ímba óntamba timíyamba kisaamá timénááwe. 
MAT.7.10	Mófááꞌa simiyómó síyaꞌo éꞌa ímba iyaankafayaambá timénááwe. 
MAT.7.11	Énifo sáwí-waasi ombánifo kentáánintomba kawe-tántááꞌá wétimefo wíyómpakemba kentáásifowa kaweꞌ-aantemba iwáí póna áísai íyawimo éna kawe-tántááꞌá timíníye.
MAT.7.12	Kembó tirááímo táínda-iꞌo úmaimo wétuwaꞌnai-iyaꞌa miwí miyáumai túwaꞌnai oro. Minááímó simátimunda Mósese siyáin-aaiye Maníkón-aai simátímakowi siyáan-aaiye minkáéꞌ-ááígóní áwáuma wésimatimune Ísu siyáiye.
MAT.7.13	Ísu séna kaeꞌ-óntámá wéraisaꞌa káriꞌ-ontafimba íyáféráaro. Óraaꞌ-ontama óraaꞌ-ankoni ontamán-iye. Maníkóní némpaꞌo maéꞌmaeꞌo íyan-aempaꞌa minórááꞌ-ámpáꞌá wéwesa sáwífaꞌ-waasi minóntáfímbá wégowe. 
MAT.7.14	Káriꞌ-ontama umbai-ánkóní ontamán-iye. Aúíꞌo úmaimo maéꞌmaeꞌo íyan-aempaꞌa minúmbáí-ámpáꞌá wéwesa sesimáí-waasi aantemba minóntámá saafá úmai awánésa wéiyaferaawe Ísu siyáiye.
MAT.7.15	Ísu minááí simátimena séna tuwímbai karoꞌá simátimesa sésa Maníkón-aai simátimunda-waasi úne wésewi miwí káráwimai méraaro. Sipisípi-poigomo aáno úmaimo máíntemba miwí karoꞌ-ááwéyáá úmai wénombanifo kaweꞌ-ímáyáá sáwíꞌa wéuwatinkaan-kwaasin-owe. 
MAT.7.16	Miwítí áwáumo awánánaeꞌo éꞌa miwítí kísau awánéꞌa miwímó méraawini áwáuma awánaaro. Fekómó éna ímba áwíyanda-arankaamba iyáínífo feꞌ-arambá iyáíníye. Antirígómá afoꞌafááꞌ-arankaamba ímba iyáínífo antirí-aramba iyáíníye. 
MAT.7.17	Miyáumai kawe-táígó kaweꞌ-árámbá íyáísana sáwí-taigo sáwí-aramba wéiyaiye. 
MAT.7.18	Kawe-táígó ímba sáwí-aramba íyáísana sáwí-taigo ímba kaweꞌ-árámbá íyáísasa 
MAT.7.19	kaweꞌ-árámbó ímbo íyáín-taima ayáímai iyafímbá wéagaisuwaawe. 
MAT.7.20	Miyáumai minkáróꞌ-wáásítí kísau awánéꞌa miwítí áwáuma miyáráán-úmai awánánááwe.
MAT.7.21	Kentáfésa kesí Fasiꞌaénkón-iye wésewiwaraꞌa Maníkó ímba seyaafáꞌnánká káráwinda póna kesifo wíyómpakewimbo arááímo tainíꞌo wéowi aantenkaꞌa káráwiyiniye. 
MAT.7.22	Maníkó seyaafáꞌnánká méraawini áwáusafesa tísai índa-kanaa tíndaraꞌa kentáfésa sáwífaꞌ-waasi sésa Fasiꞌaénkóo ení fasiꞌaéntámbá Maníkón-aai simátímakaumne. Ení fasiꞌaéntámbá waási tirumpinkémbá sáwí-amutamba maitíyukaumne. Ení fasiꞌaéntámbá fíꞌo-fiꞌon-kawe-kisau ímbo awánaraan-kisau maiyáumne síyambanifo 
MAT.7.23	simátimeꞌa súne. Ímba kesí waási éꞌa sáwí-kisau wémaen-kwaasin-ofo kóro kemá sénaumne Ísu siyáiye.
MAT.7.24	Ísu minááí simátimena séna kesáái isésa wéaraaiwaewi miyán-kwáásímó simátíméndaraꞌa ísáaro. Kaweꞌ-ímáyááwáráꞌ-wáásí fasiꞌaén-dámbá ónae sésa maiꞌá uꞌmaésa kumémesa óntankaꞌa naamayáámba múfaimai naambá úmaraiyana 
MAT.7.25	aaꞌá téna óraaꞌ-nomba fínana mindámbá ímba tawisínda fasiꞌámai wéena óntankaꞌ-namba póna úwoi wéíniye. 
MAT.7.26	Énifo kesááimo isésamo ímbo kaweꞌó úmaimo wéisaiyawi miyán-kwáásímó simátíméndaraꞌa ísáaro. Naambá ónae sésa ímba maiꞌá ukésa íyamba nonáámááíyaꞌa paákáꞌá úmakaiyana 
MAT.7.27	óraaꞌ-aꞌa téna nombá fiyéna mindámbá tawísísuwainana sáwíꞌa íníye Ísu siyáiye.
MAT.7.28	Ísu minááí simátimuwasa túwaandu urón-kwaasi isésa 
MAT.7.29	ámáámba sen-kwáásímó sentembá ímba sifó óraaꞌ-waasigoraamba siyé sésa táátafesa uráawe.
MAT.8.1	Táátafesa uwaná Ísu minómápákémbá kumúwasa sáwífaꞌnanka ánaaemba arááíwáúwana 
MAT.8.2	moóráwigo námombo kón-kwaasi Ísumpaꞌa téna óraakon-iye séna aísamaifimba takífaena séna kentáfénamo ankáínamo e kanaaꞌá aúíꞌa uwásinkainone súwana 
MAT.8.3	Ísu ayáámba aneꞌá taꞌótorena séna miyá ónaumpo enáúraꞌa karefóꞌa kawáúwiye súwana minúwóíyáámbá kawáúguwana 
MAT.8.4	Ísu séna enáúraꞌo uwánkaunda-aai simátimenafo enáúraꞌa kawáúwifo naaófáꞌó Mósesemo siyáintemba ámáán-kisau-waasifaꞌa wéma enáúma máaraatime póíma tímínasa Maníkóntáfésa ísámai tufúꞌmai agaíyasa seyaafáꞌnánká awánésa áúrakemba kawáúwiye sénááwe Ísu siyáiye.
MAT.8.5	Ísu minááí simásuwena Kápaneamu-naopaꞌa kúwana Rómu-i-waasiti kawáágó ména Ísumpaꞌa téna óraaka séna 
MAT.8.6	óraakoo kesí kísau-waasi naaúmpaꞌa ména óraaꞌ-aiꞌa isaná áúwawaako ímba úwaauwa wéisana méraiye súwana 
MAT.8.7	Ísu séna koasófankanaumne súwana 
MAT.8.8	wemá séna kemá káriꞌ-waasi úmpo emá óraaꞌ-waasi ómpo kesí naaúmpaꞌa íyínda uwófíꞌa ínompo ifátuwe aaí aantemba sinaná kesí kísau-waasi asófáíno. 
MAT.8.9	Kewáráꞌá kawáá-kísáúgóní áwáuma awánaraunda kesí kawáágó sisaꞌá wení kísau wémaeꞌa kesí i-wáásísáféꞌa súnasa kesí kísau wémaewe. Moóráwigontafeꞌa séꞌa waaó súnana wéwisaꞌa moóráwigontafeꞌa séꞌa tiyó súnana wétisaꞌa kesí kísau-waasisafeꞌa miyá uwómó súndantemba miyá wéofo úwoi aaí aantemba sinaná kesí kísau-waasi asófáíno súwana 
MAT.8.10	Ísu minááí iséna áátafena éna wembó arááíwaꞌmaesamo kun-kwáásísóntáféna séna simátimeꞌa súne. Minkwáásí Rómu-waasigo kentáféna súwaꞌnai í-fásíꞌáémbá tokáiye wésifo kesí waási Ísareri-waasifinkene fíꞌon-kwaasifinkene ímba miyán-ááí wésewe. 
MAT.8.11	Simátíménda ísáaro. Aafáúmó íyáúsipakene kúwáféráípakene fíꞌo-fiꞌon-aempakene sáwífaꞌnanka tóso ésa Maníkó wení waásimo kawáánipaꞌa mésa kentíwáꞌná Émbaramuwe Áísáakiye Yékopuwe tómbá náíyambanifo 
MAT.8.12	mindárau tísaafitantambo uráawi miwí túma maimaé wéiyesa sésa Maníkó kawáánipata ménaumne wésewi tíꞌmaena kumeuꞌó in-áémpáꞌá tiyuwáínasa ifiꞌá wétesa sáwíꞌa úmai mésa túwááyaamba umpufuwónááwe Ísu simátimena 
MAT.8.13	Rómu-i-waasiti kawáágóntáféna séna emó kentáfémo séndantemba miyá onaná asófainifo ení naaúmpaꞌa waaó súwana minkánáá wení kísau-waasi asófankaraiye.
MAT.8.14	Ísu Pítaani naaúmpaꞌa iména awánómba Pítaan-áráandaomba áuiya kówana mérowana 
MAT.8.15	ayáánkaꞌa taꞌótorowana mináúíyá tasí úwana íyáfasinkena
MAT.8.15	tómbá kúfuꞌa uwátímakaiye.
