GEN.1.1	Do nakapamarswaw ni Āpo Dyos so hanyit kan lobong,
GEN.8.1	Nawayakan aba ni Āpo Dyos sa Noyi kan tabo binyay saw a kinayrayay dad birayaw. Dawa, pinaysasalawsaw ni Āpo Dyos a nawri danaw siniknanan nakain-īnot no ranomaw a minelda. 
GEN.8.2	Nagsardeng danaw ranomaw a tominbod do irahem no tana, as kan nahangan dana, ta naseraan danaw pakayapwan naw no ranom. 
GEN.8.3	In-īnot a mineldaw ranomaw a mandan tayokaw no 150 a karaw. 
GEN.8.4	Ki do nakapakarapit no asa poho kan papito a karaw do chapapito naw a bohan,
GEN.8.5	Naypaypadekey ranomaw, as do manōmaw a araw no chaasa poho naranaw a bohan, nakachibaw totok saw no tokotokonaw.
GEN.8.6	Napahabas pa so apat a poho a karaw, as nakapanyiwang ni Noyi do pinarin naw a bintan no biray, 
GEN.8.7	as nakapangari na so asa kak, ki naybidi aba, ta nāw na somnayasayap a naydidibon a mangnanaya so kayachi no ranomaw. 
GEN.8.8	Sinpangan na, napasayap pas Noyi so boyit tan chiban na an nayachan danaw ranomaw, 
GEN.8.9	ki abaw naboyan boyitaw a adnan na, ta natonep pa no ranom iyaw tanaw. Dawa, naybidiw boyitaw do birayaw, as kan pinabidi ni Noyi do irahem. 
GEN.8.10	Do dawri, napahabas si Noyi so papito pa karaw, as nakari na minirwa so boyitaw. 
GEN.8.11	Ki naybidi dya do kapaysarisari, kan nangisem boyitaw so ablak a bohong no olibo. Nyaw nakatonngan Noyi a minelda danaw ranomaw. 
GEN.8.12	As dawa, ninanaya na paw papito pa karaw, as nakapasayap narana minirwa so boyitaw, ki naybidi paba dya.
GEN.8.13	Do chanem naranaw a gasot kan asa a katawen no kabyay ni Noyi, do manōmaw a araw no manōma bohan, nayachan danaw ranom. Rinakrak ni Noyi iyaw atepaw no birayaw a nangtalamadan nas tana, ki naboya na makey dana mabkohan. 
GEN.8.14	Do chadadwa naranaw a poho kan papito a araw do chadadwa naw a bohan, nabkohan dana golpiw tana.
GEN.8.15+GEN.8.16	Binata ni Āpo Dyos di Noyi a kāna, “Mohbot kamo na kan baket mo, as kan siraw anak mwaya kan siraw babbaket da saya. 
GEN.8.17	Pahtoten nyo sa tabo manomanok, tabo binyay saya, kan tabo komayakayab saw do tana tan maymanganak sa, kan mayparo sa do hapotayan tana.”
GEN.8.18	Dawa, gominchin si Noyi kan si baket na, as kan siraw anak da saw a mahahakay kan siraw baket da saw. 
GEN.8.19	Tabo saw binyay, komayakayab do tana, kan manomanok, ki minohbot sa do birayaw sigon do kapapayngay daw a kita.
GEN.8.20	Napatnek si Noyi so pangidātonan na di Āpo, as nakahap na so tayisa dyirad maibidangaw a madalos
GEN.8.21	Ki do nakangotaw sya ni Āpo, chinadaw na. Dawa, binata na do aktokto na, “Abayen ko pabanchi a polos tanaya maynamot do pinariparin no tawo, ta chapatak ko a marahet aktokto da a yapod kadēkey da. Dimanen ko pabanchi a polos a tabo sibibyay a parswa a akmas pinarin kwaya. 
GEN.8.22	Mandanchan machipandaw tanaya, nāw narananchi a myan chimpo no kapaymoha kan chimpo no kapagapit. Masaw a myan chimpon kahanebneb kan chimpon kakohat, chimpon rayon kan chimpon ammyan, maraw kan mahep.”
GEN.9.1	Ki binindisyonan ni Āpo Dyos sa Noyi kan siraw anak naw a mahahakay. Binata na dyira a kāna, “Mayparo kamo tan omyan sanchiw kapotōtan nyo saw do tabo a yanan do tanaya.
GEN.9.2	Tabo a binyay, manomanok, komayakayab do tana, kan among, ki chamo danchinyo a tawo, ta inyonchiw mangitoray so tabo a nabyay do tanaya. 
GEN.9.3	Sichangori, maparin nyo sa ichan a tabo nya, ta itoroh ko dyinyo a chabyay nyo a akmas nakaitoroh kwaw dyinyo so magla saya mohamoha do nakarahan.
GEN.9.4	Maganay sa tabo a ichan malaksid do karni a myan pas raya. Baywan ko, ta no raya, ki nawri danaw yanan byay.
GEN.9.5	Aran sino a mangdiman so tawo, ki madosa anchi. As an mangdiman binyay so tawo, ki machita pa madiman. 
GEN.9.6	On, no aran sino a mangdiman so kapayngay na tawo, ki dimanen anchi no kapayngay na tawo, ta an maynamot do tawo, ki pinarin ko a akma dyaken a Dyos.
GEN.9.7	“As inyo, mayparo kamo tan omyan sanchiw kapotōtan nyo saw do tabo a yanan do tanaya.”
GEN.9.8	Binata pa no Dyos di Noyi kan siraw anak naw a mahahakay a kāna, 
GEN.9.9	“Sichangori, machitolag ako dyinyo kan siraw kapotōtan nyo saw 
GEN.9.10	kan tabo a sibibyay a parswa, siraw manomanokaw kan binyayaw a siraw tabo a rarayay nyo a minohtot do birayaw. 
GEN.9.11	Nyayaw tolag ko dyinyo: Ikari ko a pirwahen ko pabanchi a dimanen so layos tabo nabyay, as polos a apabanchiw layos a mangrarayaw so intīro a tana. 
GEN.9.12	On, as kan tan maboya iyaw abos pandan a nakapachitolag ko dyinyo kan siraw sibibyayaya a parswa, 
GEN.9.13	ki pangayen ko karirang ko do kademdeman, ta nyaw pakaboyan anchi so nakapachitolag ko dyinyo a myan do tanaya. 
GEN.9.14	Kāda paykonemen ko do kademdeman, as mohtot karirangaya, 
GEN.9.15	naknakmen konchi iyaw kari kwaya dyinyo kan siraw binyay saya a iyaw kabo dananchi a polos no layos a mangdiman so tabo nabyay. 
GEN.9.16	Kāda mohtot karirangaya do kademdeman, chiban konchi, as manakem konchiw abwayas pandan a nakapachitolag ko do tabo a sibibyay a parswa do tanaya.”
GEN.9.17	Binata pa no Dyos di Noyi a kāna, “Nyaw pakaboyan ko so nakapachitolag ko do tabo a sibibyay a parswa do tanaya.”
GEN.9.18	Siraw anakaw ni Noyi a mahahakay a minohbot do birayaw, ki sa Sem, Ham, kan Japet. Si Ham, ki āmang ni Kanaan. 
GEN.9.19	Siraw nya tatdo a anak ni Noyi, ki siraw kapoonan dan tabo a tawo do tanaya.
GEN.9.20	Do dawri, si Noyi, ki asa maymohamoha, as iyaw nanoma a naymoha so aro a obas. 
GEN.9.21	Myan naypisa a mininom so palek no obas, ki nabok. Dawa, naybahabahas, as nakapakaycheh na do tolda naw a silalābos. 
GEN.9.22	Do dawri, pinakakdekden ni Ham a āmang ni Kanaan si āmang na a silalābos, ki minohtot a yangay na inbahey dyirad dadwaw a kakakteh na. 
GEN.9.23	Ki do nakadngey daw sya da Sem kan Japet, sigida nanghap sas ayob, as nakapakekeh da sya, kan tomnadyichokod sa a somindep. Do dawri, inayoban da, kan minididit saba tan dyi da maboya si āmang da a silalābos. 
GEN.9.24	Sinpangan na, do nakapakaosawaw ni Noyi, natonngan naw pinarinaw dya ni Ham. 
GEN.9.25	Dawa, binata na a kāna,
GEN.9.25	“Mabay pakononchiw kapotōtan Kanaan, kan mayparin sa pakononchi a adipen dan kapotōtan kakakteh naw.
GEN.9.26	Maidayaw si Āpo a Dyos ni Sem! As iyaw kapotōtan ni Kanaan, ki adipen danchi no kapotōtan Sem.
GEN.9.27	Payparahawahen pakono no Dyos tana dan kapotōtan saw ni Japet, as omyan sanchi a machisit dyirad kapotōtan ni Sem. Siraw kapotōtan Kanaan, ki mayparin pa adipen no kapotōtan Japet.”
GEN.9.28	Do nakatayokaw no layos, nabyay pa si Noyi so 350 a katawen. 
GEN.9.29	Nadiman do nakapagtawen nas 950.
GEN.10.1	Siraw anakaw a mahahakay ni Noyi a sa Sem, Ham, kan Japet, ki myan pōtot da a nayanak do nakatayokaw no layos.
GEN.10.2	Siraw kapotōtan ni Japet, ki siraw tawotawo a Gomer, Magog, Maday, Jaban, Tobal, Mesek, kan Tiras. 
GEN.10.3	Siraw kapotōtan ni Gomer, ki siraw tawotawowaw no Askenas, Ripat, kan Togarma. 
GEN.10.4	Siraw kapotōtan ni Jaban, ki siraw tawotawowaw no Elisa, Tarsis, Sipros, kan Rodes. 
GEN.10.5	Siraw nya tabo a kapotōtan ni Japet, ki kapoonan dan omyanaw do payis no kanayan kan siraw porporwaw. Minyan sa do bokod da saw a gropo do matatarek a tana, as kan myan bokod da a kapaychirin.
GEN.10.6	Siraw kapotōtan ni Ham, ki siraw tawotawo no Kos, Egipto, Pot, kan Kanaan. 
GEN.10.7	Siraw kapotōtan ni Kos, ki siraw tawotawo no Seba, Habila, Sabta, Raama, kan Sabteka. Siraw kapotōtan a mahahakay ni Raama, ki siraw tawotawowaw no Sheba
GEN.10.8	Si Nimrod, ki asa kapotōtan ni Kos. Iyaw nanoma a nagdinamag a mabīleg a machigobat do tanaya. 
GEN.10.9	Maynamot do sidong ni Āpo, nayparin a maganay a manganop. Dawa, nyaw nakayapwan panyinyirinaya a, “Payparinen pakono ni Āpo a maganay a manganop a akmas Nimrod.” 
GEN.10.10	Do dāmo, no pagāryan ni Nimrod, ki nairaman Babel, Erek, kan Akkad. Tabo nya, ki myan do tana no Babilonya. 
GEN.10.11	Yapo do dawri a tana, nangay si Nimrod do Asirya, kan iyaw napatnek siras syodadaw a Ninebe, Rehobot-ir, kan Kala. 
GEN.10.12	Pinatnek na paw Resen do payawan no Ninebe kan Kala, iyaw rakohaw a syodad.
GEN.10.13	Siraw kapotōtan ni Egipto, ki siraw tawotawo no Lydia, Anam, Lehab, Napto, kan 
GEN.10.14	siraw tawotawo no Patros, Kaptor, kan Kaslo a nakayapwan dan Pilisteo.
GEN.10.15	Siraw kapotōtan saw ni Kanaan, ki sa Sidon,
GEN.10.16	kan siraw tawotawo saw a Jeboseo, siraw Amorreo, siraw Gergeseo, 
GEN.10.17	kan siraw Hebeo, siraw Arkeo, siraw Sineo, 
GEN.10.18	siraw Arbadeo, siraw Semareo, kan siraw Hamateo. Naychawpit saw nyaya do bokod da a gropo a yapod kapotōtan ni Kanaan. 
GEN.10.19	As no tana dan kapotōtan ni Kanaan, ki yapod Sidon a nandad Gerar do abagātan a masngen do Gasa, as kan nandad Sodoma, Gomorra, Adma, kan Seboyim do dāya a masngen do Lasa. 
GEN.10.20	Siraw nya kapotōtan Ham, ki minyan sa do bokod da saw a gropo do matatarek a tana, as kan myan bokod da a kapaychirin.
GEN.10.21	Si Sem, ki iyaw ākang ni Japet,
GEN.10.22	Siraw pōtot ni Sem a mahahakay, ki sa Elam, Assor, Arpaksad, Lod, kan Aram. 
GEN.10.23	Siraw pōtot a mahahakay ni Aram, ki sa Os, Hol, Gitir, kan si Mesek. 
GEN.10.24	Si Arpaksad, ki āmang ni Sela a āmang ni Eber. 
GEN.10.25	Siraw pōtot a mahahakay ni Eber, ki dadwa sa. Iyaw asa, ki mayngaran so Peleg,
GEN.10.26	Siraw kapotōtan ni Joktan, ki siraw tawotawo no Almodad, Selep, Hasarmabet, Jera, 
GEN.10.27	Hadoram, Osal, Dikla, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Opir, Habila, kan Jobab. Sira tabo, ki kapotōtan ni Joktan. 
GEN.10.30	Iyaw yanan da, ki yapod Mesa a mandad Separ do dāya, kan paytokotokonan nawri a tana. 
GEN.10.31	Siraw nyaw kapotōtan ni Sem, ki minyan sa do bokod da saw a gropo do matatarek a tana, as kan myan bokod da a kapaychirin.
GEN.10.32	Siraw nya a naibahey, ki tabo sa, ki kapotōtan sa ni Noyi do bokod da a gropo kan tana. Katayokan layosaw, tabo saw gropo do tanaya, ki nakayapo sad anak saw a mahahaky ni Noyi.
GEN.11.1	Do dawri a chimpo do katayokaw no layos, ki asā paw kapaychirin dan tabo tawotawo do tanaya. 
GEN.11.2	Do nakalongo daw do dāya, ki nakarapit sa do asa tanap do tana no Babilonya a do dawri danaw naybahayan da. 
GEN.11.3	Sinpangan na, nagtotolag sa, as nakabata da sya a kon da, “Mamarin tas ladrilyo, as kasosoh ta sya mandan matwa.” Dawa, myan ladrilyo da a pamatnek da kan arkitlan a pamagdedeket da so ladrilyowaw a pinarin da. 
GEN.11.4	Do dawri, inpangas da, “Ngay, sichangori, mamarin tas asa syodad a myan so atoy a makarapit do hanyit tan magdindinamag tad tabo tawotawo, as kan tan dyi ta maychawpit do tanaya.”
GEN.11.5	Sinpangan na, naypabodis si Āpo a yapod hanyit tan chiban naw syodad daw kan iyaw makarangaw a atoy a pinarin dan nawri a tawotawo. 
GEN.11.6	Ki binata ni Āpo a kāna, “Asayaw kapagplano dan nyaya tawotawo, ta asayaw chirin da. Nya parinen da, ki kasiknan da pa, as kan mahay aba as maparin darananchiw aran āngo chakey da parinen! 
GEN.11.7	Ngay, gomchin ta, kan tatarken taw kapaychirin da tan dyi sa magkakaawātan.” 
GEN.11.8	Dawa, pinaychawpit sa ni Āpo do intīro a tana, kan natongtong da paba a pinatnek iyaw no syodad daw. 
GEN.11.9	Napangaranan nyaya syodad so Babel,
GEN.11.10	Nyaw pakasaritaan dan kapotōtan saw ni Sem. Dadwa katawen nakayapod katayokaw no layos, magtawen si Sem so 100 do dawri, ki myan pōtot na a mahakay a si Arpaksad. 
GEN.11.11	Yapod nakayanak ni Arpaksad, nabyay pas 500 a katawen. Myan pa saw kadwan a pōtot na mahahakay kan mababakes.
GEN.11.12	Do nakapagtawenaw ni Arpaksad so tatdwa poho kan dadima, myan pōtot na a mahakay a si Shela. 
GEN.11.13	Yapod nakayanak ni Shela, nabyay pas 403 a katawen. Myan pa saw kadwan a pōtot na mahahakay kan mababakes.
GEN.11.14	Do nakapagtawen ni Shela so tatdwa poho, myan pōtot na mahakay a si Eber. 
GEN.11.15	Yapod nakayanak ni Eber, nabyay pas 403 a katawen. Myan pa saw kadwan a pōtot na mahahakay kan mababakes.
GEN.11.16	Do nakapagtawen Eber so tatdwa poho kan apat, myan pōtot na a mahakay a si Peleg. 
GEN.11.17	Yapod nakayanak ni Peleg, nabyay pas 430 a katawen. Myan pa saw kadwan a pōtot na mahahakay kan mababakes.
GEN.11.18	Do nakapagtawen Peleg so tatdo a poho, myan pōtot na a mahakay a si Reo. 
GEN.11.19	Yapod nakayanak ni Reo, nabyay pas 209 a katawen. Myan pa saw kadwan a pōtot na mahahakay kan mababakes.
GEN.11.20	Do nakapagtawen Reo so tatdo a poho kan dadwa, myan pōtot na a mahakay a si Serog. 
GEN.11.21	Yapod nakayanak ni Serog, nabyay pas 207 a katawen. Myan pa saw kadwan a pōtot na mahahakay kan mababakes.
GEN.11.22	Do nakapagtawen Serog so tatdo a poho, myan pōtot na a mahakay a si Nahor. 
GEN.11.23	Yapod nakayanak ni Nahor, nabyay pas 200 a katawen. Myan pa saw kadwan a pōtot na mahahakay kan mababakes.
GEN.11.24	Do nakapagtawen Nahor so dadwa poho kan sasyam, myan pōtot na a mahakay a si Tera. 
GEN.11.25	Yapod nakayanak ni Tera, nabyay pas Nahor so 119 a tawen. Myan pa saw kadwan a pōtot na mahahakay kan mababakes.
GEN.11.26	Do nakapagtawen Tera so papito a poho, myan tatdo a pōtot na a mahahakay a sa Abram, Nahor, kan Haran.
GEN.11.27	Nyaw pakasaritaan dan kapotōtan saw ni Tera a āmang ni Abram, Nahor, kan Haran. Si Haran, ki āmang ni Lot. 
GEN.11.28	Nadiman si Haran do nakayanakan naw a tana a do syodad a Or do tana a Babilonya do kayan paw a mabyay ni Tera a āmang na. 
GEN.11.29	Kinabahay ni Abram si Sarai. Kinabahay ni Nahor kaanakan naw a si Milka a anak ni Haran a āmang pa ni Iska. 
GEN.11.30	As si Sarai, ki hopes, dawa, abaw anak na.
GEN.11.31	As si Tera, inhap na si Abram a anak na, kan si Lot a apōko na a anak ni Haran, kan si Sarai a manogang na a baket no anak naw a si Abram, as nasa sa a komnaro do Or do Babilonya, ta mangay sa do tana a Kanaan. Ki sakbay a nakarapit sa do Kanaan, narapit daw tana a Haran, as minyan sa daw. 
GEN.11.32	Do dawriw nakadimanan ni Tera do nakapagtawen naw so 205.
GEN.12.1	Sinpangan na, binata ni Āpo di Abram a kāna, “Karwan mo tana mwaya kontodo saw kakabagyan mo saya kan bahay ni āmang mo, as kangay mo do tanaw a ipaboya konchi dyimo.
GEN.12.2	Torohan konchimo so aro a kapotōtan, as mayparo sanchi mandan mayparin sa asa rakoh a nasyon. Bindisyonan konchimo, as matonngan anchin tabo a tawotawo ngaran mo tan mabindisyonan sanchiw tawotawo a maynamot dyimo.
GEN.12.3	Bindisyonan konchiw tawo a mangbindisyon dyimo, as abayen konchiw mangabay dyimo. An maynamot dyimo, bindisyonan konchiw tabo tawotawo do tanaya.”
GEN.12.4	Dawa, do nakapagtawen nas papito a poho kan dadima, komnaro si Abram akmas inbaheyaw ni Āpo dya do idi a Haran a niyanan na, ki nachirayay dya si Lot. 
GEN.12.5	Inhap ni Abram si Sarai a baket na, si Lot a kaanakan na, kan tabon warawara a chinpeh da, kan siraw adipen da saw a inhap da do Haran, kan insiknan daw nangay do tana no Kanaan.
GEN.12.5	Do nakapakarapit daw do tana a Kanaan, 
GEN.12.6	nayam si Abram a nandad nakapakarapit nad masngen do idi a Sikem do yanan nagdindinamagaw a kayo ni More.
GEN.12.7	Do kayan daw do dawri, napaboya si Āpo di Abram, as nakabata na sya a kāna, “Mo Abram, nya tana, ki itoroh konchi dyira do kapotōtan mo saw.” Dawa, namarin si Abram so pangidātonan na di Āpo a napaboya dya. 
GEN.12.8	Katayoka no nawri, nayam a nagpaabagatan do paytokotokonanaw do mangket do dāya no idi a Betel. Sinpangan na, nagtolda sa do payawan Betel kan Ai. No Betel, ki mangket do laod, as no Ai, ki mangket do dāya. Do dawri, pinarin ni Abram pangidātonanaw, as nakadaydayaw na si Āpo. 
GEN.12.9	Sinpangan na, tinongtong ni Abram mayadiyadis do yanan kan naypakwan do Negeb do abagātanaw no Kanaan.
GEN.12.10	Do dawri a chimpo, myan nakapaychapteng da do Kanaan a tana. Ki maynamot ta naypangay danaw aptengaw, tinongtong ni Abram naypakwan do abagātanaw a mangay do Egipto, kan minyan daw so dēkey a chimpo. 
GEN.12.11	Do kasngen naranaw do Egipto, inbahey ni Abram di Sarai a baket na a kāna, “Ay, chapatak ko a asa ka mapintas a mabakes. 
GEN.12.12	Anchan maboya daymo no taga Egipto saw, batahen danchi a kabahay koymo, kan dimanen danchi yaken. Ki imo, ki sigorādo a imonchiw mabyay. 
GEN.12.13	Dawa, ibahey monchi dyira a maykakteh
GEN.12.14	Sinpangan na, do nakapakarapit dad Egipto, naboya dan taga Egipto saw a mapintas sawen baketaw ni Abram. 
GEN.12.15	Siraw opisyalis saw do palasyo, ki naboya da pa, kan inpadāyaw dad āryaw kapintas naw. Do nakadngeyaw sya no āryaw a matawagan so Paraon, inpahap nas Sarai do palasyo tan kabahayen na. 
GEN.12.16	Maganay pinarin no āryaw di Abram maynamot di Sarai. Tinorohan nas aro a karniro kan kalding, baka, asno, kamilyo, kan adipen a mahahakay kan mababakes.
GEN.12.17	Ki maynamot ta inhap no āryaw si Sarai, pinaganyit ni Āpo āryaw kan siraw myan saw do palasyo na, kan sinsinan abaw nya ganyit. 
GEN.12.18	Dawa, inpatawag no āryaw si Abram, as nakaiyahes na sya a kāna, “Āngo pinarin mo dyaken? Āngo ta dyi mwa inbahey a baket mo? 
GEN.12.19	Āngo ta inbahey mo a kakteh mo, kan ninonolay mwa inhap ko baket mwaya? Ni! Cha dyaw baket mwaya. Apen mo na, as komaro kamo na sigida!” 
GEN.12.20	Do dawri, binilin no āryaw soldado na saw a rarayayan da sa Abram a komaro do Egipto. Dawa, nanyeng da rinarayayan sa Abram kan baket na a minohbot. Inhap sa tabon Abram warawara naw.
GEN.13.1	As dawa, nagpaammyānan si Abram do kahtot naw do Egipto kontodo si baket na kan tabo warawara da, as nakakwan dad Negeb do abagātanenaw no Kanaan. Nachirayay dyira si Lot a kaanakan na. 
GEN.13.2	Do dawri, oltimos kabaknang si Abram, ta aro saw binyay na kan aro paw pirak na kan balitok na. 
GEN.13.3	Komnaro sa Abram kan rarayay na saw do Negeb, kan nayadiyadis sa so yanan do kalongo daw do Betel a nandad nakarapit das logaraw a payawan no Betel kan Ai a nagtoltoldaan da do nakarahan. 
GEN.13.4	Dawri paw namarinan naw so nangidātonan na. As dawa, minirwa dana nagdaydayaw di Āpo do dawri a yanan.
GEN.13.5	Do dawri, si Lot a nachirayay di Abram, ki myan bokod na sa karniro, kalding, kan baka, as kan myan bokod na pamilya kan adipen na saw. 
GEN.13.6	Mayengay sa dadwa a aros binyay do asaw a yanan. As dawa, nanawob abaw pagpastwan daw an nāw da mayrapa. 
GEN.13.7	Nawriw nanghapan na a pirmiw kapaydidiman dan magpaspastor da saw da Abram kan Lot. Do dawri a chimpo, myan pa sa daw tawotawo saw a Kananeo kan Pereseo a omyan do dawri a tana a pagpastwan da Abram.
GEN.13.8	Sinpangan na, binata ni Abram di Lot a kāna, “Imom Lot, magkabagyan ta. Dawa, dyi ta pakono a palobosan a myan kaynyin aktokto ta a maynamot do kapaydidiman dayan adipen ta saya ah. 
GEN.13.9	Maganaganay āno an maysyay ta na? Mamidi ka an dino chakey mo a pamangketan, ta marahawayaw tanaya. An chakey mo iyaw myan do kaholi, mangay akod kawanan. Mana an chakey mo kawanan, kaholiw kwanan ko.”
GEN.13.10	Chiniban a mapya ni Lot, ki naboya na maganay kawyog no ranomaw do intīrwaw a marahawa a tanap no Jordan a mandad Soar a akmas plastaraw no minoyonganaw ni Āpo do Eden mana akma do tanaw do Egipto. Komwan plastar no syodad no Sodoma kan Gomorra do sakbayaw no kararayaw syan Āpo. 
GEN.13.11	Dawa, pinidi ni Lot intīrwaw a tanap no Jordan, kan kominwan do mangket do dāya. Komwan nakapaysyay da Abram kan Lot. 
GEN.13.12	Sa Abram, ki nabidin sa do Kanaan. Ki sa Lot, ki minyan sa do masngenaw do syodad saw a myan do tanapaw, as nagtolda sa do masngen do Sodoma.
GEN.13.13	Ki do dawri, oltimo a karahet dan tawotawo saw daw, kan taywaraw kapaygaygatos da do salapen ni Āpo.
GEN.13.14	Ki do dawri, do nakakarwaw ni Lot, binata ni Āpo di Abram a kāna, “Yapod yanan mwaya sichangori, chiban mo tabo a tana do omdibon mwaya, iyaw myanaw do ammyānan, do abagātan, as kan iyaw myan do dāya kan do laod. 
GEN.13.15	Tabo a tana a maboya mo, ki dyira mo nanchi a abos pandan kan siraw kapotōtan mo saw. 
GEN.13.16	Torohan ko panchimo so arwaro a kapotōtan. Abanchiw makabidang so kāro da, ta maydaydamnay anchi a bidangan ahbek do tanaya kan siraw kapotōtan mo. 
GEN.13.17	Ngay, yangay mwa bidibidyen tan chiban mo iyaw kanaro kan kawbong na, ta iyaw nyaya tana, ki itoroh ko a tabo dyimo.” 
GEN.13.18	Do dawri, nayadis si Abram, kan nangay do Hebron a nagtolda do masngenaw do nagdindinamagaw a kayokayo ni Mamre.
GEN.14.1	Do chimpo daw no apat saw a āri, ki myan gobat. Siraw apat saw a āri, ki sa Amrapel do Babilonya, si Aryok do Elasar, si Kedorlaomer do Elam, kan si Tidal do Goyim. 
GEN.14.2	Ginobat daw dadima saw a āri a sa Bera do Sodoma, si Birsa do Gomorra, si Sinab do Adma, si Semeber do Seboyim, kan iyaw āri do Bela mana Soar. 
GEN.14.3+GEN.14.4	Siraw dadima saya a āri, ki intorayan sa no gropwaya ni Āri Kedorlaomer so asa poho kan dadwa a katawen. Ki do chaasa poho naranaw kan tatdo a katawen, nagtotolag saw dadima saya a bonggoy a āri a machiribildi do bonggoy daw da Āri Kedorlaomer. As dawa, chinpeh da no dadima saw bōyot daw do Payahosonganaw no Siddim do bīt naw do bata daranayas changori a Nadiman a Tāw. 
