MAT.1.1	Lioar sheeloghe Yeesey Creest, mac Ghavid, mac Abraham. 
MAT.7.15	Bee-jee er nyn dwoaie jeh phadeyryn foalsey, ta cheet hiu ayns coamrey keyrragh, agh cheu-sthie t’ad nyn moddee-oaldey jollyssagh. 
MAT.7.16	Ver shiu enney orroo liorish nyn messyn. Vel mess y villey-feeyney er ny heiy jeh drineyn, ny mess y villey-figgagh jeh onnaneyn? 
MAT.7.17	Myr shen ta dagh billey mie tilgey mess mie: agh ta drogh-villey tilgey drogh-vess. 
MAT.7.18	Cha vod billey mie drogh-vess y chur magh: ny drogh-villey mess mie. 
MAT.7.19	Bee dy chooilley villey nagh vel gymmyrkey magh mess mie, giarit sheese, as ceaut ayns yn aile. 
MAT.7.20	Shen-y-fa liorish nyn messyn ver shiu enney orroo. 
MAT.7.21	Cha nee dy chooilley unnane jir rhym’s, Hiarn, Hiarn, hed stiagh er reeriaght niau: agh eshyn ta jannoo aigney my Ayrey t’ayns niau. 
MAT.7.22	Jir ymmodee rhym’s ’sy laa shen, Hiarn, Hiarn, nagh vel shin er n’yannoo phadeyrys ayns dt’ennym’s? as ayns dt’ennym er chastey drogh-spyrrydyn? as ayns dt’ennym er n’yannoo ymmodee obbraghyn yindyssagh? 
MAT.7.23	As eisht neem’s fockley-magh orroo, Cha row aym rieau ainjys erbee erriu: reu-jee voym, O shiuish ghrogh-yantee.
MAT.7.24	Quoi-erbee er-y-fa shen ta clashtyn ad shoh my ghoan’s, as jannoo ymmyd mie jeu soylee-ym eh gys dooinney creeney hrog e hie er creg: 
MAT.7.25	As haink y fliaghey neose, as dhatt ny thooillaghyn, as heid ny geayghyn, as cheau ad er y thie shen: as cha huitt eh, son dy row yn undin echey er creg. 
MAT.7.26	As dy chooilley unnane ta clashtyn ad shoh my ghoan’s, as nagh vel jannoo ymmyd mie jeu, bee eh er ny hoylaghey gys dooinney ommijagh, hrog e hie er y gheinnagh: 
MAT.7.27	As huitt y fliaghey, as dhatt ny thooillaghyn, as heid ny geayghyn as cheau ad er y thie shen: as huitt eh, as s’mooar va e lhieg-gey! 
MAT.7.28	As haink eh gy-kione, erreish da Yeesey v’er loayrt ny goan shoh, dy row yn pobble ayns ard-yindys jeh’n ynsaghey echey. 
MAT.7.29	Son dynsee eh ad myr fer ayns slane pooar, as cha nee myr ny Scrudeyryn.
MAT.8.1	Tra v’eh er jeet neose jeh’n clieau, deiyr earrooyn mooarey dy leih er. 
MAT.8.2	As cur-my-ner haink lourane, as hug eh ooashley da, gra, Hiarn, my she dt’aigney eh, foddee oo mish y yannoo glen. 
MAT.8.3	As heeyn Yeesey magh e laue, as venn eh rish, gra, My aigney’s eh, bee er dty ghlenney. As chelleeragh va’n louraanys echey er ny ghlenney. 
MAT.8.4	As dooyrt Yeesey rish, Jeeagh nagh n’insh oo shoh da doinney erbee, agh immee royd, as jeeagh oo hene da’n taggyrt, as cheb yn oural doardee Moses son feanish daue.
MAT.8.5	As tra va Yeesey er n’gholl stiagh ayns Capernaum, haink 
MAT.8.6	As gra, Hiarn, ta my ermooinjerey ny lhie ching ec y thie jeh’n chingys-craaee, ayns stayd feer treih. 
MAT.8.7	As dooyrt Yeesey rish, Hig-yms, as nee’m eh y lheihys. 
MAT.8.8	As dreggyr yn centurion, gra, Hiarn, cha vel mee feeu oo dy heet stiagh fo my chlea: agh ynrycan loayr y fockle, as bee my harvaant er ny lheihys. 
MAT.8.9	Son ta mish mee hene my ghooinney ayns pooar, as sidooryn aym foym: as ta mee gra rish y dooinney shoh, immee, as t’eh goll: as rish fer elley, Tar, as t’eh cheet: as rish my harvaant, Jean shoh, as t’eh dy yanno eh. 
MAT.8.10	Tra cheayll Yeesey shoh ghow eh yindys, as dooyrt eh roosyn va geiyrt er, Dy firrinagh ta mee gra riu, Lheid y credjue lajer shoh, cha vel mee er gheddyn ayns Israel hene. 
MAT.8.11	As ta mee gra riu, dy jig ymmodee veih yn niar as veih yn neear, as dy soie ad sheese marish Abraham, as Isaac, as Jacob, ayns reeriaght niau. 
MAT.8.12	Agh bee 
MAT.8.13	As dooyrt Yeesey rish y centurion, Immee royd, as ’naght myr t’ou er chredjal, myr shen dy jig oo jeh. As va e er-mooinjerey er ny lheihys ayns yn oor cheddin.
MAT.8.14	As tra va Yeesey er jeet stiagh ayns thie Pheddyr honnick eh moir e ven ny lhie, as ching ayns y chiassaghey. 
MAT.8.15	As venn eh rish y laue eck, as daag yn chiassaghey ee: as ren ee girree, as shirveish orroo.
MAT.8.16	Tra va’n fastyr er jeet, hug ad lhieu huggey ymmodee va drogh-spyrrydyn ayndoo: as deiyr eh magh ny spyrrydyn lesh fockle, as laanee eh ooilley ny va ching. 
MAT.8.17	Myr shoh va cooilleenit shen ny loayr Esaias y phadeyr, gra, Ghow eh hene er ny aslayntyn ainyn, as dymmyrk eh nyn ghoghanyn. 
MAT.8.18	Nish tra honnick Yeesey ear-rooyn mooarey dy leih mygeayrt-y-mysh, hug eh sarey dy gholl gys y 
MAT.8.19	As haink scrudeyr dy row huggey, as dooyrt eh rish, Vainshter, eiyr-yms ort raad erbee dy jed oo. 
MAT.8.20	As dooyrt Yeesey rish, Ta tuill ec ny shynnee, as idd ec eeanlee yn aer, agh cha vel ec mac y dooinney wheesh boayl aaght son e chione. 
MAT.8.21	As dooyrt fer elley jeh e ynseydee rish, Hiarn, lhig dou hoshiaght goll thie dy oanluckey my 
MAT.8.22	Agh dooyrt Yeesey rish, Eiyr orrym’s, as lhig da ny merriu nyn merriu y oanluckey.
MAT.8.23	As tra v’eh er ghoaill lhuingys, hie e ynseydee mârish. 
MAT.8.24	As cur-my-ner hrog sterrym mooar ayns yn aarkey, myr shen dy row ny tonnyn brishey harrish y lhong: agh v’eshyn ny chadley. 
MAT.8.25	As haink e ynseydee huggey, as ghooisht ad eh, gra, Hiarn, saue shin: bee mayd caillit. 
MAT.8.26	As dooyrt eh rhoo. Cre’n fa ta shiu agglagh, shiuish dy chredjue moal? Eisht dirree eh, as hug eh yn gheay, as yn aarkey fo-harey, as va kiuney vooar ayn. 
MAT.8.27	Agh ghow ny deiney yindys, gra, Cre’n dooinney eh shoh, dy vel ny eer geayghyn as y faarkey ayns biallys da!
MAT.8.28	As tra ve’h er jeet gys y cheu elley, gys cheer ny Gergese-nee, haink daa ghooinney va drogh-spyrrydyn ayndoo magh ny whail, veih mastey ny hoiaghyn, as cha keoi shen v’ad, nagh by-lhoys da dooinney erbee goaill yn raad shen. 
MAT.8.29	As cur-my-ner deïe ad, gra, Cre’n eïe t’ayd orrin, Yeesey Vac Yee? vel oo er jeet dy nyn dorchaghey rhoish y traa? 
MAT.8.30	As tammylt voue va beiyhaghey griagh mooar dy vuckyn. 
MAT.8.31	As ghuee ny drogh-spyrrydyn er, gra, My eiyrys oo magh shin, lhig dooin goll stiagh ayns ny muckyn. 
MAT.8.32	As dooyrt eh roo, Gow-jee reue. As tra v’ad er jeet ass ny deiney, hie ad stiagh ayns y ghriagh dy vuckyn: as cur-my-ner roie yn slane griagh gour nyn mullee lesh yn eaynee gys y cheayn, as-vad baint ayns ny ushtaghyn. 
MAT.8.33	As roie ny bochillyn roue, as haink ad gys yn ard-valley, as dinsh ad dy chooilley nhee: as mychione ny deiney va seaghnit lesh ny drogh-spyrrydyn. 
MAT.8.34	As cur-my-ner, haink y slane ard-valley magh quail Yeesey, as tra honnick ad eh, ghuee ad er, eh dy gholl roish ass ny ardjyn oc.
MAT.9.1	As ghow eh lhuingys, as hioïll eh harrish, as haink e gys ard-valley hene. 
MAT.9.2	As cur-my-ner, hug ad lhieu huggey dooinney doghanit lesh y chingys-craaee, ny lhie er lhiabbee: as Yeesey goaill tastey jeh’n chredjue oc, dooyrt eh rish y varter, Vac, bee dy yien mie, ta dty pheccaghyn er ny leih dhyt, 
MAT.9.3	Er shoh, dooyrt shiartanse jeh ny scrudeyryn roo hene, T’eh shoh loayrt goan mollaghtagh. 
MAT.9.4	As Yeesey toiggal ny smooinaghtyn oc, dooyrt, Cre’n-fa ta drogh smooinaghtyn troggal ayns ny creeaghyn eu? 
MAT.9.5	Son cre sassey dy ghra, Ta dty pheccaghyn er ny leih dhyt? ny dy ghra, Irree seose as shooill? 
MAT.9.6	Agh dy vod fys y ve eu, dy vel pooar ec Mac y dooinney er y thalloo dy leih peccaghyn: (eisht dooyrt eh rish y varter) Irree trog lhiat dty lhiabbee, as immee royd gys dty hie. 
MAT.9.7	As dirree eh seose as jimmee eh gys e hie. 
MAT.9.8	Agh tra honnick y pobble shoh, ghow ad yindys, as hug ad moylley da Jee, v’er choyrt lheid y phooar da deiney. 
MAT.9.9	As tra va Yeesey er n’gholl veih shen, honnick eh dooinney va enmyssit Mian, ny hoie ec boayrd y cheesh: as dooyrt eh rish, Eiyr orrym’s. As dirree eh seose, as deiyr eh er.
MAT.9.10	As haink eh gy kione, myr va Yeesey ny hoie ec bee ayns y thie, cur-my-ner haink ymmodee, publicanee as peccee, as hoie ad sheese mârishyn as marish e ynseydee. 
MAT.9.11	Tra honnick ny Phariseeyn shoh, dooyrt ad rish e ynseydee, Cre’n-fa, ta’n mainshter eu gee marish publicanee as peccee? 
MAT.9.12	Agh cheayll Yeesey ad, as dooyrt eh roo, Cha vel feme ocsyn ta slane er yn er-lhee, agh ec sleih chingey. 
MAT.9.13	Agh immee-jee shiuish, as ynsee-jee cre ta dy ve toiggit liorish y raa shoh, S’bare lhiam myghin na oural: son cha daink mish dy eamagh er y vooinjer chairagh, agh er peccee gys arrys.
MAT.9.14	Eisht haink huggey ynseydee Ean, as dooyrt ad, Cre’n-fa ta shinyn as ny Phariseeyn trostey dy mennick, agh cha vel y vooinjer ayd’s trostey? 
MAT.9.15	As dooyrt Yeesey roo, Vod caarjyn y dooinney-poosee dobberan, choud as ta dooinney yn phoosee mâroo? agh hig ny laghyn, tra vees dooinney yn phoosee er ny ghoaill ersooyl voue, as shen y traa nee ad trostey. 
MAT.9.16	Cha vel dooinney erbee cur peesh dy eaddagh noa er shenn gharmad: son ta’n pheesh goaill e laane ass y gharmad, as ta’n assee wheesh shen smessey. 
MAT.9.17	Chamoo ta sleih coyrt feeyn noa ayns shenn 
MAT.9.18	Choud as v’eh loayrt ny goan shoh roo, cur-my-ner haink fer-reill, as hug eh ooashley da, gra, Ta m’inneen eer nish paartail: agh tar, as cur dty laue urree, as bee ee bio. 
MAT.9.19	As hrog Yeesey, as deiyr eh er, as myr shen ren e ynseydee.
MAT.9.20	(As cur-my-ner haink ben cheu-e-chooylloo, va doghanit lesh roie-folley rish daa vlein jeig, as venn ee rish oirr e gharmad. 
MAT.9.21	Son dooyrt ee r’ee hene, My oddym agh bentyn rish e gharmad bee-ym er my lheihys. 
MAT.9.22	Agh hyndaa Yeesey mygeayrt, as tra honnick eh ee, dooyrt eh, Inneen, bee dy yien mie; ta dty chredjue er dty laanaghey. As va’n ven er ny lheihys veih yn oor shen magh.) 
MAT.9.23	As tra va Yeesey er jeet stiagh ayns thie yn er-reill, as tra honnick eh ny bardoonee, as y cheshaght ooilley ’syn un chiaull. 
MAT.9.24	Dooyrt eh roo, Scugh-jee, son cha vel y ven-aeg marroo, agh ny cadley. As hie ad son craidey mysh. 
MAT.9.25	As tra va’n sleih er skeayley, hie eh stiagh, as ghow eh ee er laue, as dirree yn ven-aeg. 
MAT.9.26	As hie goo magh jeh shoh trooid ooilley yn cheer.
MAT.9.27	As tra va Yeesey er n’immeeaght veih shen, deiyr daa ghooinney doal er, gyllagh as gra, Jean myghin orrin, Vac Ghavid. 
MAT.9.28	As tra v’eh er jeet stiagh ayns y thie, haink ny deiney doal huggey: as dooyrt Yeesey roo, Vel shiu credjal dy voddym shoh y yannoo? Dooyrt adsyn rish, Ta, Hiarn. 
MAT.9.29	Eisht venn eh rish ny sooillyn oc, gra, Cordail rish nyn gredjue dy row nyn aghin eu. 
MAT.9.30	As va ny sooillyn oc er nyn vosley, as hug Yeesey currym gyere orroo, gra, Jeeagh-jee nagh vow dooinney erbee fys er. 
MAT.9.31	Agh tra v’adsyn er n’gholl, roue, hug ad goo jeh magh trooid ooilley yn cheer shen.
MAT.9.32	Erreish daue shoh v’er n’gholl ersooyl, cur-my-ner hug ad lhieu huggey dooinney balloo va drogh-spyrryd ayn. 
MAT.9.33	As tra va’n drogh-spyrryd er ny chastey, ren y balloo loayrt: as ghow yn pobble yindys, gra, Cha row rieau lheid shoh er ny akin ayns Israel. 
MAT.9.34	Agh dooyrt ny Phariseeyn, Liorish yn ard ghrogh-spyrryd t’eshyn castey drogh-spyrrydyn. 
MAT.9.35	As hie Yeesey mygeayrt ooilley ny ard-valjyn as ny baljyn-cheerey oc, gynsaghey ayns ny kialteenyn oc, as preacheil sushtal yn reeriaght, as lheihys dy chooilley hingys, as dy chooilley ghoghan mastey’n pobble.
MAT.9.36	Agh tra honnick eh yn chaglym mooar dy leih, v’eh er ny veiyghey lesh chymmey orroo, er-yn-oyr dy row ad tooillit, as er nyn skeayley noon as noal, myr kirree fegooish bochilley. 
MAT.9.37	Eisht dooyrt eh rish e ynseydee, Ta’n fouyr dy jarroo palchey, agh s’coan ta ny beayneeyn. 
MAT.9.38	Guee-jee shiuish, er-y-fa shen, er Chiarn y fouyr, eh dy chur magh labreeyn gys y fouyr echey.
MAT.10.1	As tra v’eh er n’eamagh er e ghaa 
MAT.10.2	As shoh va enmyn yn daa ostyl yeig; Yn chied er, Simon, ta enmyssit Peddyr, as Andreays e vraar, Jamys mac Zebedee, as Ean y braar echeysyn. 
MAT.10.3	Philip as Parlane, Thomase, as Mian yn publican, James mac Alpheus, as Lebbeus va slennooit Thaddeus. 
MAT.10.4	Simon yn Canaanite, as Yuaase Iscariot, ren myrgeddin eh y vrah. 
MAT.10.5	Yn ghaa-yeig shoh hug Yeesey magh, as doardee eh daue, gra, Ny immee-jee raad ny Hashoonee, ny gys ard-valjyn ny Samaritanee. 
MAT.10.6	Agh immee-jee hoshiaght gys kirree-cailjey thie Israel. 
MAT.10.7	As myr vees shiu goll, jean-jee preacheil, gra, Ta reeriaght niau er-gerrey. 
MAT.10.8	Slaanee-jee sleih chingey, glen-jee ny louranee, jean-jee ny merriu y aa-vioghey, as drogh-spyrrydyn y chastey: nastee ta shiu er gheddyn as dy nastee cur-jee veue. 
MAT.10.9	Ny kiare-jee son airh, ny argid, ny prash y ve eu ayns nyn sporranyn: 
MAT.10.10	Ny spagey son y raad, ny daa chooat, ny braagyn, ny lorg: (son ta’n obbree toilliu e veaghey) 
MAT.10.11	As ard-valley ny balley erbee dy jed shiu stiagh ayn jean-jee briaght quoi ayn ta feeu, as mârishyn gow-jee aaght derrey hed shiu reue. 
MAT.10.12	As tra hed shiu stiagh ayns thie, bannee-jee daue. 
MAT.10.13	As my vees y thie feeu, lhig da’n shee eu cheet er: agh mannagh bee eh feeu, lhig da’n shee eu chyndaa hiu hene reesht. 
MAT.10.14	As quoi-erbee nagh der oltaghey bea diu, as nagh der geill da ny goan eu: tra aagys shiu yn thie ny’n ard-valley shen, crie-jee veue joan nyn goshey. 
MAT.10.15	Dy firrinagh ta mee gra riu, Dy bee eh ny sassey da cheer Sodom as Gomorrah, ec laa ny briwnys na da’n ard-valley shen.
MAT.10.16	Cur-my-ner ta mish dy choyrt shiu magh myr kirree mastey moddee-oaldey: Bee-jee er-y-fa shen tastagh myr ard-nieughyn, as ôney myr calmaneyn. 
MAT.10.17	Agh bee-jee er nyn dwoaie roish deiney, son livrey-ee ad shiu seose gys ny coonceilyn, as scuitchee ad shiu ayns ny quaiylyn oc. 
MAT.10.18	As bee shiu er nyn goyrt fenish kiannoortyn as reeaghyn er y choontey aym’s, myr shoh gymmyrkey feanish 
MAT.10.19	Agh tra ver ad stiagh shiu, ny bee-jee imneagh cre’n aght, ny cre nee shiu gra, son bee eh er ny choyrt diu ayns yn oor cheddin cre nee shiu y ghra. 
MAT.10.20	Son cha nee shiuish ta loayrt, agh spyrryd yn Ayr eu ta loayrt ayndiu. 
MAT.10.21	As livreyee braar seose e vraar gys baase, as yn ayr e lhiannoo: as nee cloan girree magh noi nyn ayr as nyn moir, as bee ad feanishyn baaish orroo. 
MAT.10.22	As ver yn ymmodee feoh diu er coontey yn ennym aym’s: agh eshyn nee shassoo magh gys y jerrey, bee eh er ny hauail. 
MAT.10.23	Agh tra nee ad tranlaase erriu ayns un ard-valley, cosne-jee reue gys ard-valley elley son ta mee shickyrys diu, nagh bee shiu er n’gholl harrish ard-valjyn Israel, derrey vees Mac y dooinney er 
MAT.10.24	Cha vel y scoillar erskyn e vainshter, ny’n charvaant erskyn e hiarn. 
MAT.10.25	S’lioar da’n scoillar dy ve myr e vainshter, as y charvaant myr e hiarn: my t’ad er cheau Beelzebub er mainshter y thie, cre-woad smoo nee ad e vooinjer y oltooaney. 
MAT.10.26	Ny gow-jee er-y-fa shen aggle roue: son cha vel nhee erbee follit nagh jig gys soilshey: ny nhee erbee keillit, nagh jig er-ash. 
MAT.10.27	Shen ta mish dy insh diu ayns folliaght, fockle-jee shiuish magh eh dy foshlit: as shen ta shiu er chlashtyn myr hannish voym’s, jean-jee y phreacheil er mullagh ny dhieyn. 
MAT.10.28	As ny bee aggle erriu rouesyn varrys y corp, agh nagh jarg er yn annym y varroo: agh bee-jee ayns aggle smoo roishyn oddys annym as callin neesht y stroie ayns niurin. 
MAT.10.29	Nagh vel daa sparroo er nyn greck son farling? as cha duitt unnane oc marroo er y thalloo fegooish oardagh yn Ayr eu. 
MAT.10.30	Agh ta eer renaigyn nyn ghing oilley er nyn earroo. 
MAT.10.31	Ny bee-jee shiuish er-y-fa shen ayns aggle, ta ny smoo dy ve soit jiuish na jeh ymmodee sperriu. 
MAT.10.32	Quoi-erbee er-y-fa shen ghoys rhym’s kiongoyrt rish deiney, goym’s rishyn myrgeddin kiongoyrt rish my Ayr t’ayns niau. 
MAT.10.33	Agh quoi-erbee obbys mish kiongoyrt rish deiney, eshyn neem’s myrgeddin y obbal kiongoyrt rish my Ayr t’ayns niau. 
MAT.10.34	Ny smooinee-jee dy daink mish dy chur lhiam shee er y thalloo: cha daink mee dy chur lhiam shee, agh cliwe. 
MAT.10.35	Son ta mish er jeet dy scarrey dooinney veih e ayr, as yn inneen veih e moir, as y ven-chleuin veih e moir ’sy-leigh. 
MAT.10.36	As noidyn dooinney vees adsyn jeh’n lught-thie echey hene. 
MAT.10.37	Eshyn ta ny s’graihee er ayr ny moir na orrym’s, cha vel eh feeu jee’m: as eshyn ta ny s’graihee er mac ny inneen na orrym’s, cha vel eh feeu jee’m. 
MAT.10.38	As eshyn nagh jean e chrosh y ymmyrkey, as geiyrt orrym’s, cha vel eh feeu jee’m. 
MAT.10.39	Eshyn ta aggindagh e vioys y hauail, caillee eh eh: agh eshyn chaillys e vioys er my ghraih’s nee eh eh hauail,
MAT.10.40	Eshyn ta soaighey jiuish, te’h soiaghey jeem’s; as eshyn ta soiaghey jeem’s, t’eh soiaghey jehsyn t’er my choyrt. 
MAT.10.41	Eshyn ta cur oltaghey-bea da phadeyr ayns ennym phadeyr, yiow eh leagh phadeyr; as eshyn ta cur oltaghey-bea da doinney cairagh ayns ennym dooinney cairagh, yiow eh leagh dooinney cairagh. 
MAT.10.42	As quoi-erbee ver agh cappan dy ushtey feayr da unnane jeh’n vooinjer veggey shoh dy iu, son dy vel eh credjal aynym’s, dy firrinagh ta mee gra riu, nagh jean eh er aght erbe e leagh y choayl.
MAT.11.1	As haink eh gy-kione, erreish da Yeesey v’er choyrt ny curmyn shoh da e ghaa ostyl jeig, dy jagh eh veih shen dy ynsaghey as dy phreacheil ayns ny ard valjyn mygeayrt. 
MAT.11.2	Nish tra va Ean er chlashtyn ayns y phryssoon jeh obbraghyn Chreest, hug eh jees jeh e ynseydee hene er chaghteraght huggey, 
MAT.11.3	Dy ghra rish, Nee uss 
MAT.11.4	Dreggyr Yeesey as dooyrt eh roo, Immee-jee, as soilshee-jee da Ean ny reddyn ta shiu dy chlashtyn as dy akin: 
MAT.11.5	Ta ny doail geddyn nyn soilshey, as ny croobee shooyll, ny louraanee er nyn ghlenney, ny beuyr clashtyn, ny merriu er nyn mioghey, as yn sushtal er ny phreacheil da ny boghtyn. 
MAT.11.6	As bannit ta eshyn nagh jean beg y hoiaghey jeem’s.
MAT.11.7	As myr v’ad goll roue, ren Yeesey toshiaght dy ghra rish y pobble mychione Ean, Cre hie shiu magh gys yn aasagh dy akin? Nee cuirtlagh criht lesh y gheay? 
MAT.11.8	Agh cre hie shiu magh dy akin? Dooinney coamrit ayns garmad moyrnagh? Cur-my-ner, t’adsyn ta ceau coamrey moyrnagh ayns cooyrtyn reeoil. 
MAT.11.9	Agh cre hie shiu magh dy akin? Nee phadeyr? dy jarroo ta mee gra riu, as fer syrjey na phadeyr. 
MAT.11.10	Son shoh eh, my-e-chione te scruit, Cur-my-ner ta mee cur my haghter magh royd, dy chiartaghey’n raad kiongoyrt rhyt. 
MAT.11.11	Dy firrinagh ta mee gra riu, ny mast’ ocsyn t’er ve ruggit jeh mraane, cha vel fer syrjey na Ean Bashtey er droggal: ny-yeigh ta’n fer 
MAT.11.12	As er-dy laghyn Ean Bashtey derrey nish, ta sleih chionney stiagh gys reeriaght niau, as t’adsyn ta cheet lesh jeeanid cosney stiagh ayn. 
MAT.11.13	Son ren ooilley ny phadeyryn as y leigh phadeyrys derrey Ean. 
MAT.11.14	As my ta shiu booiagh goaill-rish, shoh Elias va ry-hoi cheet. 
MAT.11.15	Eshyn ta cleayshyn echey dy chlashtyn, lhig da clashtyn.
MAT.11.16	Agh cre gys nee’m yn cheeloghe shoh y hoylaghey? T’ad goll-rish cloan ta nyn soie ayns ny margaghyn, as geamagh da ny sheshagyn oc. 
MAT.11.17	As gra, Ta shin er n’yannoo bingys diu, as cha vel shiu er ghaunsin: ta shin er hroggal bardoon diu, as cha vel shiu er ghobberan. 
MAT.11.18	Son cha daink Ean gee ny giu, as t’ad gra, Ta drogh-spyrryd ayn. 
MAT.11.19	Haink Mac yn dooinney gee as giu, as t’ad gra, Cur-my-ner dooinney jollyssagh, as iuder-feeyney, carrey dy phublicanee as dy pheccee: agh ta creenaght er ny heyrey liorish e cloan hene.
MAT.11.20	Eisht ren eh toshiaght dy phlaiynt er ny ard-valjyn, ayndoo va’n chooid smoo jeh e obbraghyn yindyssagh er nyn yannoo, er-yn-oyr nagh ghow ad arrys. 
MAT.11.21	Smerg dhyt’s Chorazin, smerg dhyt’s Vethsaida: son dy beagh ny obbraghyn yindyssagh er ny ve jeant ayns Tyre as Sidon, t’er ny ve jeant ayndiuish, veagh ad er ghoaill arrys foddey er-dy-henney ayns aanrit-sack as leoie. 
MAT.11.22	Agh ta mee gra riu, Dy bee kerraghey s’eddrym er ny choyrt er Tyre as Sidon ec laa ny briwnys, na vees er ny choyrt erruish. 
MAT.11.23	As uss, Chapernaum, ta dty ooashley roshtyn gys niau, bee oo er dty hilgey sheese gys niurin: son dy beagh ny obbraghyn yindyssagh er ve jeant ayns Sodom, t’er ve jeant aynyd’s, veagh eh er ve er-mayrn gys y laa t’ayn jiu. 
MAT.11.24	Agh ta mee gra riu, dy bee kerraghey sassey er ny choyrt er thalloo Sodom ec laa ny briwnys, na vees ort’s.
MAT.11.25	Ec y traa shen dreggyr Yeesey as dooyrt eh, Ta mee cur booise dhyt, O Ayr, Hiarn niau as thalloo, er-yn oyr dy vel oo er cheiltyn ny reddyn shoh vouesyn ta creeney as tushtagh, as dy vel oo er hoilshaghey ad da oikanyn. 
MAT.11.26	Shen dy jarroo myr te, Ayr, son shen myr ve mie ayns dty hilley’s. 
MAT.11.27	Ta dy chooilley nhee er ny livrey dooys liorish my Ayr: as cha nhione da dooinney erbee yn Mac, agh yn Ayr: chamoo shione da dooinney erbee yn Ayr, agh y Mac, as eshyn da s’gooidsave lesh yn Mac eh y hoilshaghey.
MAT.11.28	Tar-jee hym’s oilley shiuish ta deinagh as trome laadit, as neem’s shiu y ooraghey. 
MAT.11.29	Gow-jee my whing erriu, as ynsee-jee voym’s, son ta mee meen as imlee ayns cree: as yiow shiu fea da nyn anmeenyn. 
