MAT.1.1	Ísti karakata Jesukristueri sïrukueri, enga Dabidi ka Abrani uájpeka:
MAT.6.20	Sánderu sáni auandarhu anapu jatsikorhekua kánerakorhe je, jini enga seperi no arhajka ka no tereni ka engaksï sïpajkurhecha no újka sïpani. 
MAT.6.21	Jimboka nani enga chári jatsikorhekua jauaka, chári mintsitajtu jima jauati.”
MAT.6.22	“Éskua xékorhetarakuesti; ísï jimbo eka chéti éskua ambakeka, t'úri iámu t'íkjandu jauaka; 
MAT.6.23	ka enga chéti éskua no ambakeka, iámuri pájpakandu jauaka, ka nóri úaka sési erajkuni engari iámu pájpakanhetini jaka.”
MAT.6.24	“Nónema úsïndi tsimani achechani marhuakuani, jimboka ima ma ísïni kurhunheaka ka máteruni xénhchani, o ima ma ísïni sánderu sési kámaati ka máteruni ísku exeni. Nójtsï úaka Diósïni marhuakuni ka jatsikorhekuantu marhuakuni.”
MAT.6.25	“Ísï jimbo, jíksïni arhixaka: Ásï uandanhea je chári tsípekua jimbo, ambejtsï t'irea ka ambejtsï itsïmaa o xukuparhakua ambe jimbo ¿Andi no tsípekua sánderu jukaparhakueski eska t'irekua? ¿Ka andi no anhanhatakua sánderu jukaparhakueski eska xukuparhakua? 
MAT.6.26	Exea je káratichani, nóksï tsíri jatsisïndi ka níksï p'ikuntajki ka níksï xanini patsarakua jatsijki; ka k'óru chári Táte auandarhu anapu t'ireraasïndi. ¿Andi nójtsï cha sánderu jukaparhaski eskaksï káraticha? 
MAT.6.27	¿Ka ne ua cha ma ísï náuejki xáni jángorhentani, imeri irekuani ma jurhiatekua kuturani? 
MAT.6.28	¿Ka andijtsïsï xukuparhakua jimbo uandanheajki? Exea je, na enga jukajka tsïtsïki juátarhu, nóksï ánchekorhesïndi ka nóksï p'arhasïndi. 
MAT.6.29	K'óruksïni ji arhixaka eska Salomoni, iámendu imeri jatsikorhekua jinguni, no ísï kasïpentaspti eskaksï tsïtsïkicha na kasïpejka. 
MAT.6.30	Ka enga Diósï tsïtsïki juátarhu anapuechani ísï kasïperajka, enga iásï jukarini jaka ka enga tátsekua kurhiatanhajka, ¿andi no sánderu ambe ua chánksïni jimbo, sántku jakajkuticha? 
MAT.6.31	Ásïchka uandanhea je uandaparini: ‘¿Ambechisï t'irea o ambechisï itsïmaa o ambechisï xukuparhaa?’ 
MAT.6.32	Jimbokaksï no jakajkuticha iámendu íni ambe jimbo uandanheasïnga, ka chájtsï Táte auandarhu anapuni ma kángorhesïnga, enga mítetini jaka eskajtsï iámendu íni ambe uétarhenchasïnga. 
MAT.6.33	Jirinhantsï je urheta Diósïri irechekuani ka ísï jáma je eska Diósï na uéjka ka máteru ambejtsï ísku kúndamenhaaka. 
MAT.6.34	Ísï jimbo, pauani anapu ambe ásï uandanhea je, jimboka mándani pauani jutsïkorheaka uandanheata jinguni. Sésku jarhasïndi mándani pauani anapujku uandanheata.”
MAT.7.1	“Ásï jáma je arhinhchpeni ka chájtujtsï no arhinhchanhantaaka, 
MAT.7.2	jimboka ambe engajtsï cha arhinhchpeaka, májkuentsï arhinhchanhantaaka ka ambe engari útspeaka méntkuendi k'uanhaskumenhantaaka. 
MAT.7.3	¿Nénari chéti erachini tekaasïni jarhuatani enga echenharhitini jaka, ka t'úri no exekorheni kostiasïni engari jukanharhitini jaka? 
MAT.7.4	¿Nénari jimbosï tekaajki chéti erachini arhini? ‘Jurajkukini p'ínharhikuntani ambe engakini echenharhitaka’ ka jiniri t'u kostiasïni jukanharhitini jarhani. 
MAT.7.5	¡Ískuri ísï uandasïnga! Kostiasïni urheta p'ínharhikorhentsï ka jiájkaniri sési éskaaka ka úakari chéti erachini p'ikunharhikuntani ambe enga echenharhitaka.”
MAT.7.6	“Ásï jáma je pímbinhasï ambe uíchuechani íntsaani o tsakapu mereari jukaparharini kúchichani k'uanitskakuaani, ásïksï inde t'auajchakue ka ásïksïni uíchuecha k'uanhajpatse katsarheni.”
MAT.7.7	“Kurhajkorhe ka intsïnhaakari, jirinhantsï ka xéntaakari, uámuta ka mítamenhaakari, 
MAT.7.8	jimboka ne enga kurhajkorhejka intsïnhasïndi, ka ne nema enga jirinhantajka xéntasïndi ka ne nema enga uámutatspejka mítamenhasïndi.”
MAT.7.9	“¿Jaki cha ma ísï ixu, engaksïni chári uátsïti ma kurhinda ma kurhacheaka ka t'u tsakapu ma íntskuni? 
MAT.7.10	¿O ekakini kurucha ma kurhacheaka ka t'u akuitse ma p'akarhkurhatani? 
MAT.7.11	Ekachkajtsï cha nóambakeparini, jurhenaka chári uátsïtichani ambakiti ambe íntsaani, ¡náxanderu ambakiti ambe íntsaua chári Táte enga auandarhu jaka imechani engaksï kurhakuaka!”
MAT.7.12	“Ísï jimbo néna engajtsï uéjka eskajtsï kánhaaka, ísï kámpe je, jimboka ísïska juramukuani kurhajchani ka Diósïri uandarichani kurhajchaani.”
MAT.7.13	“Jimesï incha enga no kómukurhaka, jimboka uanhenhaska engaksï jimesï inchajka enga kómukuarhaka, ka engaksï ima xanhari kóstini jatajka enga tsînchetpejka; 
MAT.7.14	k'óru no kómukurhasti ka no kórurhasti ima xanhari enga tsípekuarhu pérpejka ka namuntkuksïsï xéntajti.”
MAT.7.15	“Jinguntku jáma je diósïri uandari eratakorherichani jinguni, engaksïni karichini járhantatini janochejka ka k'óruksï incharini jiuatsïni apejpentspitini. 
MAT.7.16	Imecheri jángua jimbojtsï míteantaauaka. ¿Andi tsïtunirhu úba p'ikunhantasïnki o tsurhumurhu jígusï p'ikunhantasïnki? 
MAT.7.17	Ísï jimbo, jarhasti ambakiti anhatapu enga ambakiti amanhejchakua jukajka, ka ístu jarhasti anhatapu enga no ambakiti amanhejchakua jukajka. 
MAT.7.18	No úati anhatapu ambakiti no ambakiti amanhejchakua jukani, ka nójtu úati no ambakiti anhatapu ambakiti amanhejchakua jukani. 
MAT.7.19	Náki uéjki anhatapu ma enga no áspiti amanhejchakua jukajka, ch'apanhasïndi ka kurhinhantani. 
MAT.7.20	Ísï jimbojtsïsï imecheri jángua jimbo míteantauaka.”
MAT.7.21	“Nóksï iámendu ima engajtsïni ‘¡Acha, Acha arhijka!’ Inchaati auandarhu anapu irechekuarhu, imajkuksïsï inchaati engaksï ísï jámka eska jucheti Táte enga auandarhu jaka na uéjka. 
MAT.7.22	Uánekuajtsïni imani jurhiatekua arhiati: ‘Acha, Acha, ¿andi nóchi chéti jakangurhikua jimbo arhijtsïkpeski, ka chéti jakangurhikua jimbochi nóambakitichani petarhpeantaani ka uánekua milagruechanchi úani?’ 
MAT.7.23	Ka jiájkani ji arhiauaka: ‘Nóksïni míteska ¡Kéndikuchejtsïni nósesi ambe úricha!’”
MAT.7.24	“Ima engarini kurhajka ka jucheti uandakuechani marhuataani, acheti míakua jukari ma jinguni terukutantasïnga enga k'umanchekua úni jámani tsakapurhu karhakua píjtsïtaka. 
MAT.7.25	Ka janispti, ka iurhentpeni ka kánekua tarhiani, ka méntku k'umanchekuani nósesi kántani, ka k'umanchekua no xerekorhentaspti jimboka tsakapu pítsetixapka. 
MAT.7.26	K'óru ima engarini íni uandakuechani kurhajchani jaka ka no marhuataani, acheti no míakua jukari ma jinguni terukutantasïnga enga k'umanchekuani kutsarindu úpka. 
MAT.7.27	Janispti ka iurhentpeni ka kánekua tarhiani, ka méntku k'umanchekuani nósesi kántani, ka kuáskuspti ka xerendurhikorhentaspti.”
MAT.7.28	Enga Jesusi k'amarapka uandani, ísku pakareranhatixapti imeri arhijtsïkperakuani kurharini, 
MAT.7.29	jimboka jarhamekua jinguni jurhentpesïrempka ka no ísï eskaksï juramukua jurhentpiricha na jurhentpejka.
MAT.8.1	Enga Jesusi juátarhu uératini kétsentapka, uánekuaksï chúxapaxati. 
MAT.8.2	Ka jima andarheraspti xúta jukari ma ka tinguixurhikuspti arhiparini:
MAT.8.2	–Acha, engari uéjka, úakarini ambakerantani.
MAT.8.3	Ka Jesusi p'árheparini arhispti:
MAT.8.3	–¡Uéksïnga, ambakentsïa!
MAT.8.3	Ka xúta jimajku nónespti ka p'amenchati ambakentapaspti. 
MAT.8.4	Ka Jesusi arhispti:
MAT.8.4	–Exe, ásï nemani jáma aianguni, imantkukinisï arhijka eskari táta jinguni niuaka ka pa kéjtsïtakua eska Moisesiri juramukua na arhijka ka ísïksï ima mítetini jauatia.
MAT.8.5	Enga Jesusi Kafarnaumi inchaakupka, p'urhejkuti Róma anapu urhejtsïkuri ma andarheraspti ísï 
MAT.8.6	kómarhiparini.
MAT.8.6	–Acha, jucheti jántspiri juchenio apondikusti, ka no úsïndi manakorheni ka kánekua arhiraxati p'amerani.
MAT.8.7	Ka Jesusi arhintaspti:
MAT.8.7	–Ji niuaka ka ambakerantaaka.
MAT.8.8	Ka p'urhejkuti urhejtsïkuri arhispti:
MAT.8.8	–Tata, ji no nitatarheska eskari t'u juchenio inchaaka, májku uanda ka jucheti jántspiri ambakentaati. 
MAT.8.9	Ka nóchkani jíjtuni jamberi juramumenhasïni andi, ka jíjtuni p'urhejkutichani juramukuasïnga, ekani ima ma ísïni arhiaka: Ni arhini, ima nirasïndi, ka ekani máteruni arhiaka: Ju axu arhini, ima jurhasïndi, ka ekani jucheti jántspirini arhiaka: Arini ambe u, ima úsïndi.
MAT.8.10	Jesusi ísï kurharini ísku pakareraspti ka arhiaspti imechani engaksï chúxapani jápka:
MAT.8.10	–Sési jimboksïni arhixaka, eskani nónani Israeli xéska nemani, xáni mintsikani eska i acheti na mintsikajka. 
MAT.8.11	Arhixakaksïni eskaksï uánekua juuaka tata jurhiata andarakuarhu uératini ka tata jurhiata inchajtsïkuarhu isï jamberi uératini, ka Abrani, ka Isaaki ka Jakobu jingunksï, auandarhu anapu irechekuarhu márku uaxakaati t'ireni. 
MAT.8.12	Ka irechekuarhu anapuechaksï uérakua pájpakandu petanhaati; ka jimaksïsï ueraati ka sïnichanksï kirisïmeantaati. 
MAT.8.13	Ka Jesusi p'urhejkuti urhejtsïkurini arhispti:
MAT.8.13	–Níntsa ka úkorhe eskari na mintsikaka. Ka p'urhejkutiri jántspiri ambakentapaspti.
MAT.8.14	Jesusi Pédruo niraspti ka jima xéntaspti Pédrueri tarhampirini apondikuni jarhani xáni tinharani. 
MAT.8.15	Ka Jesusi jupijkuspti ka ima tinharakuani jupinaspti ka jauaraspti ka sóntku ambe k'éndaaxaptia.
MAT.8.16	Tirimarhandu, Jesusinksï uánekua nósesi jásï incharhetichani pákuaspti ka ima májku uandakua jimbo petarheantaaspti, ka iámendu p'amenchatichani ambakerantaaspti, 
MAT.8.17	ka ísï úkorhenia ima enga Diósïri uandari Isaiasi uandaka;
MAT.8.17	“Ima p'iuasti juchari p'ikuarherakuechani
MAT.8.17	ka juchari p'amenchakuechani.”
MAT.8.18	Engaksï Jesusini xáni uánekua uirhipkurhatini jápka, Jesusi juramukuaspti jurhengorheri jémbechani eskaksï japundarhu parhimepiringa. 
MAT.8.19	Ka juramukua jurhentpiri ma andarheraspti ka arhispti:
MAT.8.19	–Jurhentpiri, chúxapaakakini nani uéjki engari niuaka.
MAT.8.20	Ka Jesusi arhispti:
MAT.8.20	–Jiuatsïchaksï irekorhekua jatsikorhesti ka kuínichaksï xerekua jatsikorheasti, k'óru Acheti Uájpa no jamberi jatsikorhesti nani mintsikorheni.
MAT.8.21	Ka máteru jurhengorheri jémba ma arhispti:
MAT.8.21	–Acha, sésikuarini íntsku nirani jucheti táteni urheta jatsintani.
MAT.8.22	Ka Jesusi arhispti:
MAT.8.22	–Chúxapurini, uarhirichaksï niue uarhirichani jatsikorheantaani.
MAT.8.23	Jesusi icharhutarhu jataspti ka jurhengorherichaksï chúngumaspti. 
MAT.8.24	Ka japundarhu kánekua nósesi tarhiaspti, xáni ísï engaksï jenguerakuecha icharhutani ójchakurani jápkia. Ka Jesusi k'uípaxapti. 
MAT.8.25	Jimajkanksï jurhengorheri jémbecha tsínharhitaspti ka arhinksï:
MAT.8.25	–¡Acha, p'ímantsïjtsïni, uarhimexakachia!
MAT.8.26	Ka ima arhiaspti:
MAT.8.26	–¿Andijtsïsï chéjki? ¡Nójtsï mintsikasïnga!
MAT.8.26	Ísï uandarini, jauaraspti ka xukaspti tarhiatani ka japundani ka iámendu ambe sési niántaspti. 
MAT.8.27	Imaksï xáni ísï ambe exerini uandasïrempti:
MAT.8.27	–¿Néxamue i acheti enga tarhiata ka japunda jamberi kurhajchajka?
MAT.8.28	Enga Jesusi japundarhu parhimepka, Gadarecheri echeri jimboksï tsimani nóambakiti incharheticha kúmaspti, engaksï uarhiri jántskuarhu uéndikupka. Kánekuaksï ikimenharhispti, xáni ísï enga jamberi no únhempka jimesï isï nitamanhani. 
MAT.8.29	Ka uinhachaparinksï uandaspti:
MAT.8.29	–Diósï Uájpa ¿Amberisï úejki juchantsïni jinguni? ¿Urhetkujtsïni jurhaski nósesi kántani?
MAT.8.30	No iauani jarhareatini uánekuaksï kúchicha jámaxapti, 
MAT.8.31	ka nóambakitichaksï Jesusini kómarhispti, arhiparini:
MAT.8.31	–Ekajtsïni petarhentaska, sésikuajtsïni íntsku amani kúchichani incharheani.
MAT.8.32	Ka Jesusi arhiaspti:
MAT.8.32	–Ni je.
MAT.8.32	Imaksï uérhpentatini kúchichanksï incharheantaaspti ka kúchichaksï kétsemani isï uiriaspti ka japundarhuksï uékameraspti ka jimaksï uarhimespti.
MAT.8.33	Ka kúchi erangutichaksï sïpakorhespti ka iretarhuksï iámu ambe uandantaspti engaksï xáni nóambakiti incharheticha úkorhenchapka. 
MAT.8.34	Jiájkani iretarhu anapuechaksï niraspti Jesusini kúmani, ka engaksï exepka kómarhisptiksï eska uéakukuantaapiringa.
MAT.9.1	Tátsekua enga Jesusi k'éri icharhutarhu jatantapka, parhikuntaspti ka imeri iretarhu niántaspti. 
MAT.9.2	Ka jimaksï pérakuspti k'uírakua ma jimbo achetini ma enga no úempka manakorheni. Jesusi exearini eskaksï ima kánekua mintsikaxapka, p'amenchatini arhispti:
MAT.9.2	–Jucheti uátsï, uinhapekorhentsï, k'amanharhintskuechaniri púamenhantaskia.
MAT.9.3	Ka máruksï kararicha arhijperaxapti: “I Diósïni útakuxati.” 
MAT.9.4	Jesusi mítetini ambe engaksï eratseni jápka, uandaspti:
MAT.9.4	–¿Andijtsïsï xáni nósesi jásï ambe p'ikuarhenhejki? 
MAT.9.5	¿Ambe sánderu no ts'unhapeski, uandani: “K'amanharhintskuechaniri púamenhantaskia arhini, o jauara ka xanhara arhini?” 
MAT.9.6	Jíksïni exeraaka eska Acheti Uájpa, parhakpeni juramukua jatsiska k'amanharhintskuechani púatspeantaani.
MAT.9.6	Ka arhispti imani enga no úempka manakorheni:
MAT.9.6	–Jauara ka k'uírakuani k'arhakorhentsï ka níia níntani.
MAT.9.7	Ka ima acheti jauaraspti ka níntaspti. 
MAT.9.8	Ísï exenhatini, kánekua chérakorhenhatixapti ka Diósïnksï k'éri ambe arhispti jimboka xásï juramukua íntspespka.
MAT.9.9	Enga Jesusi jima kéndikupka, achetini ma exespti enga Mateo arhinhempka, enga tumina tánantskuarhu uaxakatini jápka ka arhispti:
MAT.9.9	–Chúxapurini.
MAT.9.9	Mateo jauaraspti ka chúxapaspti.
MAT.9.10	Ísï tátsekua, enga Jesusi Mateuo t'ireni jápka, uánekuaksï tumina tánaticha ka k'amanharhintsticha niáraspti, ka uaxakasptiksï t'ireni jima enga Jesusi jurhengorheri jémbecha jinguni jápka. 
MAT.9.11	Engaksï fariseuecha exepka arhiasptiksï jurhengorherichani:
MAT.9.11	–¿Andisï chári jurhentpiri tumina tánaticha ka k'amanharhintstichani jinguni t'ireni jaki?
MAT.9.12	Jesusi ísï kurharini arhiaspti:
MAT.9.12	–P'amenchatichaksïsï tsinajpirini uétarhenchajti, nóksï ima engaksï sési jámani jaka. 
MAT.9.13	Ni je ka jurhengorhe je ambe enga arhikuekajka “P'amojperakuasïni uéjka ka no parhandikua kéjtsïtakua ambe.” Jimbokani ji no kaxumbitichanisï ióarhiantaani juka, k'amanharhintstichanisïni juka ióarhiataani.
MAT.9.14	Juánu itsï atajtsïkpiriri jurhengorherichaksï, Jesusini andarheraspti ka kurhamarhesptiksï:
MAT.9.14	–¿Andisïni jucha ka fariseuechaksï mémechani k'arhinda jarhajki? ¿Ka andiksïsï chéti jurhengorhericha no k'arhinda jarhajki?
MAT.9.15	Ka Jesusi arhiantaaspti:
MAT.9.15	–¿Andi úaksï tembuchakuarhu, jarhojpiricha mískorheni jarhani enga tembucha imechani jinguni jauaka? K'óru niáraati jurhiata enga tembucha p'íkunhantaaka ka jiájkani k'óruksï karhinda jauati.
MAT.9.16	“Nónema takusï jimbanhe jimbo maiarasïndi xukuparhakua tamapuni, jimboka takusï jimbanhe tskúntasïnga ka tamapuni sánderu karukuni. 
MAT.9.17	Ka kauikua jimbanhejtu no jatsiranhasïndi kauikua jatakua tamapurhu, jimboka sïkuiri katikorhesïnga ka kauikua tsîncheni. Ísï jimbosï kauikua jimbanhe, jimbanhe jatakuarhu jatsiranhajti, ka ísïksï tsimani ambe márku patsakorheati.”
MAT.9.18	Enga Jesusi íni ambe arhiani jápka, judiuecheri urhejtsïkuri ma andarheraspti, ka tinguixurhikutini arhispti:
MAT.9.18	–Nanaka sapichu jucheti iáiasï uarhisti; ju p'ájtsïkuni ka ima tsíntaati.
MAT.9.19	Jesusi jauaraspti ka jurhengorheri jémbechaksï chúxapaspti. 
MAT.9.20	Ka xanhari jimbo, uarhiti ma andarheraspti enga témbeni tsimani uéxurhini p'amenchapkia, iurhirini no úni anhaxustani ka sunundani jupijparhukuspti, 
MAT.9.21	jimboka ísï p'ikuarhenhesïrempka: “Sunudajkuni ekani párhekupiringa, ambakentaaka.” 
MAT.9.22	K'óru Jesusi p'irhipakorhespti ka uarhitini erateparini arhispti:
MAT.9.22	–Ásï jáma p'ikuarherani jucheti uátsï, mintsikaskarini jimborisï ambakentaka.
MAT.9.22	Ka ima uarhiti jimajku ambakentapaspti.
MAT.9.23	Enga Jesusi urhejtsïkurio inchapka, exeaspti kústatichani, ka imechani engaksï uerani jápka, ka engaksï mámaru ambe uandantani jápka, 
MAT.9.24	ka arhiaspti:
MAT.9.24	–Kéndiku je, nanaka sapichu no uarhirixati, k'uíxati.
MAT.9.24	Ka Jesusinksï teresmarhusïrempti. 
MAT.9.25	Ka engaksï iámenduecha petanhantapka, Jesusi inchaspti ka nanaka sapichuni jupijkuspti, ka nanaka sapichu tsíntaspti. 
MAT.9.26	Ka iápuru jimesï ima ambeterku uandanhantaxaptia.
MAT.9.27	Enga Jesusi uéntapka, tsimani pátenharhichaksï chúxapaspti uinhachakuparini:
MAT.9.27	–¡Dabi uájpa, p'amojkujtsïni!
MAT.9.28	Ka enga Jesusi k'umanchekuarhu niántapka, pátenharhichaksï andarheraspti ka Jesusi kurhamarheaspti:
MAT.9.28	–¿Andi cha mitsikasïnki eskani úaka ísï úni?
MAT.9.28	Ka imaksï arhispti:
MAT.9.28	–¡Jo, Tata! Arhini.
MAT.9.29	Jiájkani Jesusi p'ánharhikuaspti arhiaparini:
MAT.9.29	–Úkorhe ísï eskamendujtsï na mintsikani jaka.
MAT.9.30	Ka exesptiksï ka Jesusi uinhamarhekuaspti:
MAT.9.30	–Ásï nemani aianguntsï je.
MAT.9.31	K'óruksï ima kéndikutini iápuru jimesïksï uandantaspti.
MAT.9.32	Engaksï pátenharhicha uéntani jápka, jimajkuksï pérakuspti nunuxini ma enga nósesi jásï ma incharhetini jápka. 
MAT.9.33	Enga Jesusi nósesi jásïni petarhetantapka, nunuxi uandaspti. Ka ísku pakareranhaspti ka uandanhasïrempti:
MAT.9.33	–Israeli iretarhu nómeni xásï ambe exenhaxapti.
MAT.9.34	Ka fariseuechaksï uandasïrempti:
MAT.9.34	–K'éri nóambakitiri juramukua jimbo petarhpeantaasïndi nósesi járhatichani.
MAT.9.35	Jesusi iápuru k'érati ka sapirhati iretecharhu nirasïrempti, ka k'umanchekua tángorhentskuecharhu jurhentpesïrempti ambakiti aiangperakuani, ka iámendu jásï p'amenchakuechani ka p'ikuarherakuechani ambakerpentasïrempti. 
MAT.9.36	Ka xáni uáni exejpetini, kánekua p'amojkpespti jimboka tsînchekata ka etsakorhetini jánhaxapka, ísï eskaksï karichicha enga nónema eranguani jarhajka. 
MAT.9.37	Ka jurhengorheri jémbechani arhiaspti:
MAT.9.37	–Sési jimbo, p'ikuntskua kánesti ka p'ikuntstichaksï namuntkuesti. 
MAT.9.38	Kómarhi je Achani enga p'ikuntani jaka eska axauaka p'ikuntstichani.
MAT.10.1	Jesusi témbeni tsimani jurhengorheri jémbechani erakuaspti, ka juramukua íntsaaspti nósesi jarhati espirituechani petarhpeantaani, ka mámaru jásï p'amenchakuechani ka p'ikuarherakuechani ambakerpeantaani.
MAT.10.2	Ístiksï témbeni tsimani jurhengorhericha: Simoni uénani enga Pédru arhinhempka; ka erachi jémba Andresï; ka Juánu, Sebedeo uájpecha; 
MAT.10.3	ka Felipe ka Bartolome ka Tomasï; ka Mateo tumina tánantsti; ka Jakobu Alfeo uájpa; ka Lebeo engajtuksï Tadeo arhimpka; 
MAT.10.4	ka Simoni uarhipiti ka Júdasï Iskariote, ima enga Jesusini intsïnharhitpepka.
MAT.10.5	Íni témbeni tsimani, Jesusi axaani jámani arhistakuaspti: “No jakajkuticheri xanhari jimbo ásï ni je, ka Samaria anapu iretecharhu ásï inchaaku je, 
MAT.10.6	sánderu sáni karichi tsînchekatecha Israeli anapuecha jinguni ni je. 
MAT.10.7	Ka arhijtsïkpeakajtsï eska auandarhu anapu irechekua janoxakaia. 
MAT.10.8	P'amenchatichani ambakerantaa je, ka uarhirichani tsítantaa je, ka xúta jukarhekorherichani p'ikurheantaa je, ka nóambakitichani petarhpeantsï je. Chájtsï ísku intsïnhaska íni ambe, chájtu ásï ambe ma kurhajkorhe je.”
MAT.10.9	“Tumina ásï p'ájtakorhe je, méntku nóma jásï; 
MAT.10.10	sutupu ka mórhekorhekuajtu ásï pájtakorhe je, o kuarhachi o tenhexkorhekua ka imani ambe engajtsï xanhari jimbo uétarhenchapaaka, jimboka ánchekorheri ma sésekua jatsisïnga eska t'ireranhaaka.
MAT.10.11	Ka engajtsï k'éri iretarhu ma o sapichu iretarhu ma niáraaka, jirinhantsï je nemani engajtsï mintsinharhiaka, ka imecho pakara je engajtsï jamberi uéakuntaska. 
MAT.10.12	Ekari nani niáraaka, jima anapuechani sési uandajpaa. 
MAT.10.13	Ka ekaksï jima anapuecha jukanchaka eskaksï uandajpanhaaka, chéti sési jakua imani k'umanchekuarhu jauati; k'óru ekaksï jima anapuecha no jukanchaka eskaksï uandajpanhaaka, sési jakua no jima pakaraati. 
MAT.10.14	Ka engaksïni nema nósesi erokaaka, ka nóksïni kurhani, ima kumanchekuarhu o iretarhu uéakuntsï je ka t'upuri sésisesi uauanduntsï je. 
MAT.10.15	Sési jimboksïni arhixaka eska jurhiatekua enga útatsperanhaaka, ima iretarhu anapuechaksï sánderu k'amanharhiranhantaati eskaksï Sodoma ka Gomorra anapuecha.”
MAT.10.16	“Jíksïni karichini axaxaka jimesï engaksï jiuatsïcha uánekua jámka, jinguntku jáma je, ísï eskaksï akuitsecha ka jipunicha na jámka.”
