MAT.1.1	Ɗe'e ngoni inɗe maama'en Yeesu Almasiihu lenyol Dawda, Dawda lenyol Ibraahim.
MAT.6.25	“Ngam non, e mi wi'a'on, to' on ngannu dow jonde mooɗon, waato dow ko nyaamoton, koo ko njaroton, koo ko ɓornotooɗon. Naa' yonki ɓurii nyamndu? Nden naa' ɓandu ɓurii kolte? 
MAT.6.26	Ndaaree colli! Ɗi aawataa, ɗi pe''ataa, ɗi ngalaa to ɗi ndesata nyamndu. Fuu e non Nyaako mooɗon Mo Dow e nyamnaɗi. Naa' on ɓurii colli daraja? 
MAT.6.27	Moye nder mooɗon to wannii waawata ɓeydanki hoore muuɗum carel seɗɗa nder balɗe muuɗum?
MAT.6.28	“Too, ngam ɗume ngannoton dow ko ɓornotooɗon? Ndaaree pindi ladde no mawnirta, ndi huwataa, ndi sanyataa kolte. 
MAT.6.29	Fuu e non e mi wi'a'on, Annabi Suleymaanu fuu e risku muuɗum meeɗaayi mo''itinaaki bo pindi wo'oyri ndi'i.
MAT.6.30	To Allah e mo''itinira pindi ladde nihi, hande e ndi ɗon, jaango ndi wulee, hakko onon, o ɓuray non ɓornuki'on, onon kooliiɓemo seɗɗa!
MAT.6.31	“Ngam non, to' on ngannu mbi'on, ‘Ko nyaameten?’, koo ‘Ko njareten?’, koo ‘Ko ɓornotooɗen?’ 
MAT.6.32	Ngam iri ɗum ɗon yimɓe ɓe andaa Allah ɗaɓɓitata. Nyaako mooɗon Mo Dow e andi on ngiɗi fuu fii ɗu'um. 
MAT.6.33	Ammaa arande ɗaɓɓitee Laamu Allah e aadilaaku maako, nden ɗum ɓeydanay'on fuu fii ɗu'um. 
MAT.6.34	Ngam non, to' on ngannu e jaango, ngam jaango e woodi wannaare muuɗum. Koo ndeye nyalnde e woodi wannaare mayre keƴayndende.
MAT.7.1	“To' on kiito woɓɓe, ngam to' ɗum hiito'on. 
MAT.7.2	Ngam non no kiitoriiɗon woɓɓe, onon maa non ɗum hiitorantoo'on, nden e poondirgel ngel poondirɗon, e maagel ɗum foondiranta'on.
MAT.7.3	Ngam ɗume ndaarataa geenel gongel nder hitere bandiraawo maaɗa, ammaa a wannaayi e legga wonga nder hitere maaɗa? 
MAT.7.4	No waɗata mbi'aa bandiraawo maaɗa, ‘Al mi ittanmaa geenel nder hitere maaɗa,’ nden boo e woodi legga nder hitere maaɗa? 
MAT.7.5	An munaafukiijo, artu ittuki legga wonga nder hitere maaɗa, nden ngi'aa boɗɗum keɓaa no ittiraa geenel gongel nder hitere bandiraawo maaɗa.
MAT.7.6	“To' on kokku kutiiji goɗɗum ceniiɗum. To on ngaɗii non, ɗi ngaylitoto, ɗi ciccita'on. To' on kubano aladeeji lu'u‑lu'u. To on ngaɗii non, ɗi njaaɓayɗum tan.
MAT.7.7	“Toree, ɗum hokkay'on. Ɗaɓɓitee, on keɓay. Cilminee, ɗum maɓɓitanay'on dammugal. 
MAT.7.8	Ngam koo moye toriiɗo ɗum hokkaymo, ɗaɓɓutuɗo boo heɓay, nden koo moye cilminiiɗo ɗum maɓɓitanaymo dammugal. 
MAT.7.9	Moye nder mooɗon to ɓiɗɗo muuɗum torakemo buroodi, o hokkamo hayre? 
MAT.7.10	Koo boo to o torakemo lingu, o hokkamo mboodi? 
MAT.7.11	To onon kalluɓe, on andi no kokkirton ɓiɓɓe mooɗon fii boɗɗum, hakko Nyaako mooɗon Mo Dow! O ɓuray non hokkuki toriiɓemo fii boɗɗum!
MAT.7.12	“Fuu ko ngiɗɗon woɓɓe ngaɗana'on, onon maa ngaɗaneeɓe non, ngam kanjum woni ko Attawra e Defte Annabo'en mbi'i.
MAT.7.13	“Nattiree dammugal ɓiɗɗiingal. Ngam dammugal jaarayngal halkere ngal jaajungal, nden ngal saɗaa tokkuki, nattirooɓengal e ɗuuɗi. 
MAT.7.14	Ammaa dammugal jaarayngal yonki ki re'ataa ngal ɓiɗɗiingal, ɗonmaa ɗatal jaarayngal yonki ki re'ataa e ngal saɗi tokkuki, yimɓe seɗɗa tokkatangal.
MAT.7.15	“Paamanee annabo'en fewre garayɓe to mooɗon nder nandi baali, ammaa nder ɓerɗe maɓɓe e ɓe nandi e caafaali kalluɗi. 
MAT.7.16	On anditirayɓe kuuɗe maɓɓe. Ɗum heɓataa ɓikkoy inabooje to gi'ehi, koo ibbe daga to kooraaje. 
MAT.7.17	Non maa, koo kiye lekki boɗki e ki rima ɓikkoy mboɗkoy. Lekki ki wooɗaa boo e ki rima ɓikkoy koy mbooɗaa. 
MAT.7.18	Lekki boɗki rimataa ɓikkoy koy mbooɗaa. Non maa, lekki ki wooɗaa rimataa ɓikkoy mboɗkoy. 
MAT.7.19	Fuu lekki ki rimataa ɓikkoy mboɗkoy ɗum fe''ayki ɗum faɗɗaki nder hiite.
MAT.7.20	Ngam non, on anditirayɓe kuuɗe kalluɗe ɗe ɓe ngaɗata.
MAT.7.21	“Naa' fuu bi'ayɗoyam, ‘Moodibbo, Moodibbo,’ nattata Laamu Allah, sey ni gaɗuɗo ko Nyaako am Mo Dow yiɗi. 
MAT.7.22	E Nyalnde Jaango yimɓe ɗuɗɓe mbi'ayyam, ‘Moodibbo, Moodibbo! Naa' min nga'ajinii nder inde maaɗa? Naa' min mburtinii ginni nder inde maaɗa? Naa' min ngaɗii kayɗiniiɗum ɗuɗɗum nder inde maaɗa?’ 
MAT.7.23	Ammaa mi wi'ayɓe, ‘Mi andaa'on. Cendiree e am, onon kalluɓe.’
MAT.7.24	“Ngam non, neɗɗo fuu nanɗo ɗe'e boliiɗe am waɗi ko mbiimi e nandi e neɗɗo gooduɗo faamu mahuɗo wuro muuɗum dow tafaare. 
MAT.7.25	Nde ndiyam waɗi, canɗi keewi, hendu ummoyii piyi wuro ngon, ammaa ngo yanaayi ngam ngo mahaama dow tafaare.
MAT.7.26	“Ammaa koo moye nanɗo boliiɗe am waɗaayi ko mbiimi e nandi e neɗɗo mo walaa hakkiilo mahuɗo wuro muuɗum dow njaareendi. 
MAT.7.27	Nde ndiyam waɗi, canɗi keewi, hendu ummoyii piyi wuro ngon, sey ngo yani ngo sankitii ngo fuu.”
MAT.7.28	Nde Yeesu yottini ko wi'ata, yimɓe hawrutuɓe kayɗini e ekkitinol maako, 
MAT.7.29	ngam o ekkitiniraayiɓe no moodiɓɓe Attawra ekkitinirta, ammaa o ekkitiniiɓe e bawɗe.
MAT.8.1	Nde Yeesu jippoyii daga dow hocceere nden, yimɓe ɗuɗɓe tokkimo. 
MAT.8.2	Sey goɗɗo gooduɗo nyawu nyaamoojum laral wari diccii yeeso maako, wi'i, “Moodibbo, taa jaɓii, a waaway njamɗitinaayam.”
MAT.8.3	Sey Yeesu forti jungo muuɗum, meemimo, wi'i, “Mi jaɓii. Yamɗutu!” Ɗon e ɗon nyawu ɗum alimo, o yamɗiti. 
MAT.8.4	Sey Yeesu wi'imo, “Faamu, taa' wi'uka koo moye, ammaa yahu kollaa hoore maaɗa to ardiiɗo diina, nden kokkaa cakkiri no Muusa wi'i ɗum waɗa ngam laaɓol maaɗa. Waɗu non ngam tabbitinanki yimɓe a yamɗitii.”
MAT.8.5	Nde Yeesu natti gariiri Kafarnahum, sey goɗɗo mawɗo sooji'en Rooma wari to maako, e toroomo, wi'i, 
MAT.8.6	“Moodibbo, maccuɗo am e fukkii e wuro o jaraaɗo, e mo fiida e nawɗum kalluɗum.”
MAT.8.7	Yeesu wi'imo, “Mi yahay mi yamɗitinamo.”
MAT.8.8	Sey mawɗo sooji'en on nootii wi'i, “Moodibbo, mi fotaayi nattaa wuro am, ammaa metu tan, maccuɗo am yamɗitay. 
MAT.8.9	Ngam min e hoore am ley laamu woɓɓe sooji'en ngonmi, min maa, e mi laamoo sooji'en. To mi wi'ii o'o, ‘Dillu!’ o dillay. To mi wi'ii on ton, ‘Woroy!’ o waray. To boo mi wi'ii maccuɗo am, ‘Waɗu ɗu'um!’ o waɗayɗum.”
MAT.8.10	Nde Yeesu nani non, hayɗini, wi'i kawrutuɓe e tokkimo, “E mi wi'a'on goonga, koo nder Israa'iila mi heɓaayi kooliiɗoyam ɓernde go'o bo o'o. 
MAT.8.11	E mi wi'a'on, yimɓe naa' Yahuudanko'en ɗuɗɓe ngaray daga fuuna e hirna ɓe njooɗoo ɓe nyaama nyamndu humto e Annabi Ibraahim, e Iciyaaku, e Yaakubu nder Laamu Allah.
MAT.8.12	Haanuɓe ngarta yimɓe Allah ammaa ɓe nganyi, ɗum faɗɗayɓe nder nyiwre ɓaleere. Ɗon ɓe mboyata ɓe nyerƴindira nyiiƴe.”
MAT.8.13	Sey Yeesu wi'i mawɗo sooji'en Rooma on, “Yahu! Ngam a hoolake Allah, maccuɗo maaɗa yamɗitay.” Ɗon e ɗon maccuɗo soojiijo on yamɗiti.
MAT.8.14	Nde Yeesu yahi wuro Biiturus yi'i esiraawo Biiturus debbo e fukkii, jonte kalluɗe e torramo, 
MAT.8.15	o meemi jungo maako. Jonte ɗen njoofi debbo on, o ummii, o fuɗɗi waddankimo nyamndu.
MAT.8.16	Nde futuro waɗi, yimɓe ngaddani Yeesu gooduɓe ginni ɗuɗɓe. O metaniɗi wolde go'o ɗi mburtii. O yamɗitini fuu ɓe njamɗaa. 
MAT.8.17	Non waɗii ngam ɗum hebbina ko Allah wi'i daga honduko Annabi Icaaya, wiiki, “O ittii nyawuuji meeɗen, o yamɗitinii'en.”
MAT.8.18	Nde Yeesu yi'i yimɓe ɗuɗɓe e piliimo, o wi'i tokkuɓemo, “En kuulu fongo mbeela.” 
MAT.8.19	Sey goɗɗo moodibbo Attawra wari to maako, wi'imo, “Moodibbo, mi tokkete to njahataa fuu.”
MAT.8.20	Yeesu wi'imo, “Dilaaji e ngoodi gayɗe, colli e ngoodi caɓɓe, ammaa Ɓii Neɗɗo walaa to fukkotoo.”
MAT.8.21	Goɗɗo nder tokkuɓemo wi'imo, “Moodibbo, al mi yaha mi uwoya nyaako am taw.”
MAT.8.22	Ammaa Yeesu wi'imo, “Tokkam, alu mayɓe uwa mayɓe mu''en.”
MAT.8.23	Yeesu natti komiwal, tokkuɓemo maa tokkimo. 
MAT.8.24	Sey hendu cembindu ummoyii dow mbeela ngan, geelooɗi ndiyam puɗɗi piiki komiwal ngal, ndiyam natti nder maagal haa naaki ngal ɓadii heewa ndiyam, ammaa Yeesu e nder maagal e ɗaanii. 
MAT.8.25	Sey tokkuɓemo ɓaddii pindinimo, ɓe mbi'i, “Moodibbo, hisnu'en! En kalkay!”
MAT.8.26	Sey o wi'iɓe, “Ngam ɗume kultorɗon, onon kooliiɓeyam seɗɗa?” Sey o ummii, o haɓani hendu ndun e geelooɗi ndiyam ɗin. Sey koo ɗume de''iti.
MAT.8.27	Koo moye hayɗini wi'i, “O'o ɗum iri moye neɗɗo, haa keni e geelooɗi ndiyam e ngaɗa ko o wi'i?”
MAT.8.28	Nde Yeesu yottii fongo mbeela nder leydi Gaarasinko'en, sey woɓɓe worɓe ɗiɗo taɓɓiimo, gooduɓe ginni jooɗotooɓe to genaale. Ɓe ngartii ko hulnii naa' seɗɗa haa maa walaa baawayɗo tokkira laawol ngol ɗon! 
MAT.8.29	Ɗon e ɗon ɓe ngulli, e ɓe mbi'a, “Ko wannumaa e amin, Ɓiɗɗo Allah? A warii ngam torraamin ko carel
MAT.8.30	Haade ɗon e woodi ornde aladeeji ɗuɗɗi e dura. 
MAT.8.31	Ginni ɗin torii Yeesu, mbi'i, “Taa riiwiimin, alumin min nattoya ornde aladeeji ɗin nii.”
MAT.8.32	Sey o wi'iɗi, “Ndillee!” Sey ɗi mburtii, ɗi nattoyi aladeeji ɗin. Sey ornde nden fuu nyaari jippoyii daga dow ƴolde nden, yani nder mbeela, ndiyam nyaamiɗi.
MAT.8.33	Woynaaɓe aladeeji ɗin ndoggi njahi nder gariiri mbi'oyi koo ɗume ko waɗi. Ɗonmaa ɓe mbi'i ko heɓi gooduɓe ginni ɗin. 
MAT.8.34	Sey yimɓe gariiri ndin ɗuɗɓe mburtoyii taɓɓii Yeesu. Nde ɓe ngi'imo, ɓe toriimo o alanaɓe leydi maɓɓe.
MAT.9.1	Sey Yeesu natti komiwal huuli so''ii gariiri muuɗum. 
MAT.9.2	Sey woɓɓe ngaddanimo goɗɗo jaraaɗo dow daago. Nde Yeesu yi'i hoolaare maɓɓe, o wi'i jaraaɗo on, “Taa' wannu, higo am, a yaafanaama hakkeeji maaɗa.”
MAT.9.3	Nde woɓɓe moodiɓɓe Attawra nani non, ɓe puɗɗi metitaaki hakkunde maɓɓe, e ɓe mbi'a, “O'o neɗɗo o fottidini hoore maako e Allah. Ka'a haala ka kalluka.”
MAT.9.4	Ammaa Yeesu faami ko woni nder ɓerɗe maɓɓe, sey o wi'iɓe, “Ngam ɗume nyumoton nyumo kallungo nder ɓerɗe mooɗon? 
MAT.9.5	Ko ɓuri hoyki, ɗum wi'a, ‘A yaafanaama hakke maaɗa,’ koo ɗum wi'a, ‘Umma yaaɓu?’ 
MAT.9.6	Ammaa e mi yiɗi andon Ɓii Neɗɗo e woodi laamu nder duuniyaaru yaafoo hakke.” Sey o wi'i jaraaɗo on, “Umma koccaa daago maaɗa, kootaa wuro.”
MAT.9.7	Sey jaraaɗo on ummii hooti wuro. 
MAT.9.8	Nde kawrutuɓe ɗon ngi'i non, ɓe kuli, ɓe manti Allah, kokkuɗo yimɓe iri ɗe'e bawɗe.
MAT.9.9	Yeesu e ala wigeere nden, sey yi'i goɗɗo jaɓoowo ceede leydi bi'eteeɗo Maatiyu e jooɗii to ɗum jaɓata ceede leydi. Sey Yeesu wi'imo, “Tokkam.”
MAT.9.9	Sey Maatiyu ummii, tokkimo.
MAT.9.10	Gaɗa ɗon Yeesu yahi wuro Maatiyu, jooɗii e nyaama hiraande, sey jaɓooɓe ceede leydi e gaɗooɓe hakke ngari njooɗii to maako e tokkuɓemo. 
MAT.9.11	Nde Faarisanko'en ngi'i non, ɓe mbi'i tokkuɓemo, “Ngam ɗume moodibbo mooɗon nyamdata e jaɓooɓe ceede leydi e gaɗooɓe hakke?”
MAT.9.12	Nde Yeesu nani non, wi'i, “Naa' yamɓe ngiɗi nyawndoowo, sey ni nyawɓe. 
MAT.9.13	Njahee, ekkitooɗon ma'ana aayaare biinde, ‘E mi yiɗi kollon yurmeende, naa' sakkuki cakkiri.’
MAT.9.14	Sey tokkuɓe Yahaya Gaɗoowo Baptisma ngari to Yeesu ɓe ƴamimo, ɓe mbi'i, “Ngam ɗume minon e Faarisanko'en e min cuumoo, ammaa tokkuɓema cuumataako?”
MAT.9.15	Sey Yeesu nootii wi'iɓe, “E yiiki mooɗon higooɓe angoojo nanay belɗum carel ngel angoojo on wondi e maɓɓe? Ammaa carel e wara ngel ɗum hoccata angoojo on daga nder maɓɓe, e carel ngel ɓe cuumoto.
MAT.9.16	“Walaa nyootayɗo lefel kesel to limcere kiinde, ngam lefel ngel ngel seekay limcere kiinde nden. Non waɗay nde ɓura no ndenno seekuki. 
MAT.9.17	Non maa walaa gaɗayɗo ndiyam inabojam kesam nder faandu hiindu. To o waɗii non, ɗam ƴuufay, ɗam pusa faandu ndun, ɗam rufa, faandu ndun boo lalli won ɗon. Ammaa ndiyam inabojam kesam e waɗee nder faandu heyru ngam to' ɗum dullaɗam ɗum dulla faandu ndun.”
MAT.9.18	Yeesu e nder wiikiɓe non, sey goɗɗo ardiiɗo suudu do'aare bi'eteeɗo Jaayirus wari. O diccii yeeso Yeesu, o wi'i, “Ɓiɗɗo am surbaajo maayii jooni‑jooni, ammaa waroy njahen meemaamo, o ummoto.”
MAT.9.19	Yeesu ummodii e tokkuɓemo ɓe ndillidi e maako.
MAT.9.20	Too, e woodi goɗɗo debbo ɗon gaɗuɗo duuɓi sappo e ɗiɗi e torrodoo e rufuki ƴiiƴam o ƴiwoyi gaɗa Yeesu, o meemi cilmbi toggoore maako. 
MAT.9.21	Ngam o wi'ii nder ɓernde maako, “Koo toggoore maako tan meemumi, mi yamɗitay.”
MAT.9.22	Nde Yeesu waylitii, yi'imo, wi'i, “Taa' wannu, bandiraawo. Hoolaare maaɗa yamɗitiniima.” Ɗon e ɗon debbo on yamɗiti.
MAT.9.23	Nde Yeesu yottii wuro Jaayirus on, yi'i duudooɓe duudaali e hawrutuɓe e ɓe ngulla sembee, 
MAT.9.24	sey o wi'iɓe, “Alee ɗo'o, ngam surbaajo on maayaayi, ammaa o ɗaani.” Sey ɓe njalimo. 
MAT.9.25	Ammaa gaɗa o wurtinii koo moye yaasi, o natti, o jogii jungo surbaajo on, sey surbaajo on ummii. 
MAT.9.26	Habaru ɗum boo sankitii koo toye nder leydi ndin.
MAT.9.27	Yeesu e ala wigeere nden, sey woɓɓe wumɓe ɗiɗo tokkimo e nodda sembee, e mbi'a, “Ɓiɗɗo Dawda, yurminanmin!”
MAT.9.28	Nde Yeesu natti wongo wuro, sey wumɓe ɓen ngari to maako, o ƴamiɓe, o wi'i, “On njaɓii mi waaway yamɗitinki'on?” Ɓe mbi'imo, “Ee, moodibbo.”
MAT.9.29	Sey Yeesu meemi gite maɓɓe, wi'i, “Non no kooloriiɗonyam mi yamɗitinay'on.” 
MAT.9.30	Ɗon e ɗon gite maɓɓe mbumtii. Sey Yeesu wagginiɓe, wi'i, “To' on mbi'uka goɗɗo.”
MAT.9.31	Ammaa ɓe ndilli ɓe cankiti habaru maako koo toye nder leydi ndin.
MAT.9.32	Wumɓe ɓen e ndilla, sey ɗum waddani Yeesu goɗɗo gooduɗo ginnol gartirngolmo paho. 
MAT.9.33	Gaɗa Yeesu wurtinii ginnol ngol, neɗɗo on fuɗɗi metuki. Yimɓe ɗuɗɓe kawrutuɓe ɗon kayɗini, mbi'i, “Ɗum meeɗaayi yiiki goɗɗum iri ɗu'um nder leydi Israa'iila.”
MAT.9.34	Ammaa Faarisanko'en mbi'i, “E bawɗe Ba'aljabul laamiiɗo ginni o wurtinirta ginni.”
MAT.9.35	Yeesu yahi gariije mawɗe e ngarihoy pamaroy fuu, e ekkitina nder cuuɗi do'aare ɗi Yahuudanko'en, e wa'ajina Habaru Belɗum dow Laamu Allah, e mo yamɗitina yimɓe gooduɓe koo iri ɗume nyawu, e koo iri ɗume ciya njamu.
MAT.9.36	Nde o yi'i yimɓe ɗuɗɓe kawritii, sey o nani jurumɗum maɓɓe, ngam e ɓe torroo, walaa ballayɗoɓe, bo baali ɗi ngalaa gaynaako.
MAT.9.37	Sey o wi'i tokkuɓemo, “Gese ɓenduɗe e ɗuuɗi, ammaa huwooɓe ɗuuɗaa. 
MAT.9.38	Toree Joomu gese ɗen liloya huwooɓe nder gese maako.”
MAT.10.1	Sey Yeesu noddi tokkuɓemo sappo e ɗiɗo, o hokkiɓe bawɗe wurtinki ginni e yamɗitinki yimɓe daga koo iri ɗume nyawu e ciya njamu. 
MAT.10.2	Raa inɗe lilaaɓe sappo e ɗiɗo ɓen: arande e woodi Siiman bi'eteeɗo Biiturus, e minyiraawo maako Andiraawus, e Yaakubu ɓii Jabadi, e minyiraawo maako Yahaya, 
MAT.10.3	e Filibus, e Batiloomi, e Tooma, e Maatiyu jaɓoowo ceede leydi, e Yaakubu ɓii Halfa, e Taadiyus, 
MAT.10.4	e Siiman Kananiyankeejo
MAT.10.5	Yeesu lili tokkuɓemo sappo e ɗiɗo ɓen, o wi'iɓe, “To' on njahu to yimɓe naa' Yahuudanko'en. Ɗonmaa to' on nattu gariije Samaariyanko'en. 
MAT.10.6	Sey ni njahon to yimɓe Israa'iila gartuɓe bo baali majjuɗi. 
MAT.10.7	Njahee, nga'ajinanonɓe, mbi'on, ‘Laamu Allah warii haade.’ 
MAT.10.8	Njamɗitinee nyawɓe, umminee mayɓe daga mayde, njamɗitinee gooduɓe nyawu nyaamoojum laral, mburtinanee yimɓe ginni. Mi hokkii'on bawɗe yamɗitinki yimɓe caahu, ngam non njamɗitinee yimɓe caahu. 
MAT.10.9	To' on njogo ceede jiinaari, koo ceede ajurfaari, koo ceede njamndi mboɗeeri. 
MAT.10.10	Nden to' on njaadu e jakaare, koo toggooje ɗiɗi, koo paɗe koyɗe ɗiɗi, koo sawru, ngam kuwoowo haanii hokkee nyamndu.
MAT.10.11	“Fuu gariiri koo gariyel pamarel to nattuɗon, ɗaɓɓitee neɗɗo mo ngikku boɗɗum, njooɗooɗon wuro maako naa on alii wigeere nden. 
MAT.10.12	To on nattii wuro ngon, cilminee. 
MAT.10.13	To yimɓe wuro ngon njaɓɓake'on boɗɗum, alee barka mooɗon jooɗoo dow maɓɓe. Ammaa to ɓe njaɓɓaaki'on boɗɗum, alee barka mooɗon warta to mooɗon. 
MAT.10.14	Fuu mo jaɓɓaaki'on, koo wanyi ko mbiiɗon, to on mburtake wuro ngon koo gariiri ndin, piɗɗee sollaare koyɗe mooɗon.
MAT.10.15	E mi wi'a'on goonga, Nyalnde Jaango Allah ɓuray yurminanki yimɓe Sodom e Gomoora dow yimɓe gariiri ndin ɗon.
MAT.10.16	“Raɗɗum, e mi lila'on bono mbaaloy caka caafaali. Ngam non, paamanee ko'e mooɗon no boole ngaɗata, ɗonmaa ngartee ɓe kallaa bo pooli.
MAT.10.17	Paamanee yimɓe, ngam ɓe njaaray'on yeeso mawɓe, ɓe piya'on nder cuuɗi do'aare maɓɓe, 
MAT.10.18	ɓe njaara'on yeeso mawɓe leydi e laamiiɓe, ngam on tokkuɓeyam on kokkayɓe habaru am. Non wartay laawol no kokkirtonɓe habaru am kamɓe e yimɓe naa' Yahuudanko'en. 
MAT.10.19	Fuu carel ngel ɗum nangi'on ɗum yaari'on yeeso laamu, to' on ngannu dow no metirton, koo ko mbi'oton, ngam nder carel ngel ɗum wi'ay'on ko mbi'oton. 
MAT.10.20	Ngam naa' ɗum onon metata, ammaa ɗum Ruuhu Nyaako mooɗon Mo Dow metata nder konduɗe mooɗon.
MAT.10.21	“Neɗɗo hokkitiray sakiraawo muuɗum ɗum waramo, nyaako maa hokkitiray ɓiɗɗo muuɗum. Ɓiɓɓe ummanto danyooɓe maɓɓe, ɓe ngaɗa ɗum waraɓe.
MAT.10.22	Koo moye wanyay'on ngam on tokkuɓeyam. Ammaa munyuɗo haa re'irde hisay.
MAT.10.23	To yimɓe torrii'on nder wondi gariiri, ndoggee njahon wondi gariiri. E mi wi'a'on goonga, ko njahidon gariije Israa'iila fuu, Ɓii Neɗɗo wartoyay.
MAT.10.24	“Ekkitotooɗo ɓurataa moodibbo muuɗum, maccuɗo boo ɓurataa jeyɗomo.
MAT.10.25	Ekkitotooɗo nanay belɗum to wartii bo moodibbo muuɗum, maccuɗo maa nanay belɗum to wartii bo jeyɗomo. To ɓe noddirii joomu wuro on Ba'aljabul laamiiɗo ginni, ɓe ɓuray wiiki ko halli dow ɓe wuro ngon!
MAT.10.26	“Ngam non, to' on kulu yimɓe, ngam walaa goɗɗum ombaaɗum ɗum omtataake, non maa walaa cuuɗiiɗum ɗum suuritataake.
MAT.10.27	Ko mbiimi'on nder nyiwre, mbi'eeka nyalawma, non maa ko nanɗon to am e suuɗe, mbi'eeka e njayri. 
MAT.10.28	To' on kulu warooɓe ɓandu neɗɗo, ammaa ɓe mbaawataa warki yonki maako. Sey ni kulon on ɗon baawayɗo halka ɓandu e yonki fuu nder wuro hiite. 
MAT.10.29	Naa' coloy ɗiɗoy e cooree yamnde go'o? Fuu e non walaa koo go'otel maakoy baatayngel naa e yidde Nyaako mooɗon Mo Dow. 
MAT.10.30	Koo gaasa ko'e mooɗon maa fuu ka limaama. 
MAT.10.31	Ngam non, to' on kulu, on ɓurii coloy ɗuɗkoy.
MAT.10.32	“Koo moye jaɓuɗoyam yeeso yimɓe, mi jaɓaymo yeeso Nyaako am Mo Dow. 
MAT.10.33	Ammaa fuu ganyuɗoyam yeeso yimɓe, min maa mi wanyaymo yeeso Nyaako am Mo Dow.
MAT.10.34	“To' on kammo mi waroyii waddanki duuniyaaru jonde jam. Mi waroyaayi ngam wadduki jonde jam, sey ni hawre. 
MAT.10.35	Mi warii ngam mi wadda sendirki hakkunde ɓiɗɗo e nyaako muuɗum, ɓiɗɗo debbo e maduujo muuɗum, debbo boo e esiraawo muuɗum debbo. 
MAT.10.36	Ɓe njooɗodiɗaa wuro go'o ɓe ngartay wanywanyɓe maaɗa.
MAT.10.37	“Koo moye ɓuri yiɗuki nyaako muuɗum koo maduujo muuɗum dow am, o fotaayi wartuki tokkuɗoyam. Ɗonmaa fuu ɓurɗo yiɗuki ɓiɗɗo muuɗum dow am, o fotaayi wartuki tokkuɗoyam. 
MAT.10.38	Nden fuu mo hoccaayi gaafaangal muuɗum tokkiyam, o fotaayi wartuki tokkuɗoyam.
MAT.10.39	Fuu giɗɗo hisnuki yonki muuɗum, o dullayki. Ammaa fuu dulluɗo yonki muuɗum ngam am, o hisnayki.
MAT.10.40	“Fuu jaɓuɗo'on jaɓiiyam, ɗonmaa fuu jaɓuɗoyam jaɓii on ɗon liloyɗoyam.
MAT.10.41	Koo moye jaɓuɗo annabiijo ngam o annabiijo, o heɓay mbarjaari annabiijo. Nden koo moye jaɓuɗo aadiliijo ngam o aadiliijo, o heɓay mbarjaari aadiliijo. 
MAT.10.42	Koo moye kokkuɗo ɓurɗo famɗuki nder tokkuɓeyam ɓe'e koo ndiyam pewɗam nder jardugel ngam o tokkuɗoyam, e mi wi'a'on goonga, o dullataa heɓuki mbarjaari.”
MAT.11.1	Nde Yeesu yottini ko wi'ata tokkuɓemo sappo e ɗiɗo, sey o ummii daga ɗon, o dilli, e mo ekkitina, e mo wa'ajina nder gariije.
MAT.11.2	E carel ngel, Yahaya Gaɗoowo Baptisma suraama nder suudu cural. Nde o nani habaru ko Almasiihu waɗata, sey o noddi woɓɓe nder tokkuɓemo o liliɓe to maako 
MAT.11.3	ngam ɓe ƴamamo, ɓe mbi'a, “An woni Almasiihu mo ɗum wi'i waray, koo min keɗoo goɗɗo?”
MAT.11.4	Yeesu nootii, wi'iɓe, “Njahee, mbi'on Yahaya ko nanuɗon e ko ngiiɗon: 
MAT.11.5	wumɓe e mbumta, jaraaɓe e njaaɓa, gooduɓe nyawu nyaamoojum laral e njamɗitinee, pahuɓe e nana, mayɓe e umminee, ɓe ngalanaa e nga'ajinanee Habaru Belɗum.
MAT.11.6	O barkiɗinaaɗo neɗɗo mo alaayi hoolaakiyam.”
MAT.11.7	Gaɗa lilaaɓe ɓen ndilli, sey Yeesu fuɗɗi metanki yimɓe dow Yahaya, o wi'iɓe, “Ɗume njaaɗon raaroyki nder ladde? Kuɗol ngol hendu dimbata ndaaroyɗon? 
MAT.11.8	To naa' non, ɗume njaaɗon raaroyki? Neɗɗo ɓorniiɗo limce boɗɗe? Naa' non, ngam ɓornotooɓe limce boɗɗe e laamorde ɓe ngoni. 
MAT.11.9	Too, ɗume njaaɗon raaroyki? Annabiijo? E mi wi'a'on goonga, o ɓurii annabiijo. 
MAT.11.10	Kanko woni mo Allah wi'i nder aayaare, ‘Raɗɗum, mi liloyay lilaaɗo am o ardoo yeeso maaɗa o mo''inanmaa laawol.’
MAT.11.11	E mi wi'a'on goonga, nder ɓe rewɓe ndanyi fuu walaa ɓurɗo Yahaya Gaɗoowo Baptisma mangu. Fuu e non, ɓurɗo famɗuki nder Laamu Allah
MAT.11.12	Daga jaamanu Yahaya Gaɗoowo Baptisma haa wadduki hande, Laamu Allah e torree. Torrooɓe laamu ɗum e ngiɗi teetaɗum e sembe. 
MAT.11.13	Ngam Defte Annabo'en fuu e Attawra metii dow laamu ɗum naa Yahaya Gaɗoowo Baptisma wari.
MAT.11.14	To on njaɓay ko ɓe mbi'i, Yahaya woni Iliya mo ɗum wi'i waray.
MAT.11.15	Gooduɗo noppi nanuki fuu nana.
