GEN.1.1	Owakira itanta-nakari iwitsikan-taitzi, iriitakira Pawa owitsika-kirori inkiti aajatzi kipatsi. 
GEN.6.19	Piminkyii aajatzi apiti-payi nasiyitachari antami-wiriiti ikaratzi añaayi-tatsiri aka kipatsiki, aparoni sirampari aajatzi aparoni kooya, iriitaki tsipatyaa-mini yañaayiti aajatzi irirori. 
GEN.6.20	Tima apiti-payi piminkyii ikaratzi inasiyita siwanki-ripayi, ikaratzi inasiyita antami-wiripayi, ikaratzi inasiyita ipiraita-ripayi, aajatzi ikaratzi inasiyita konthaa-yitatsiri osaawiki, inkini yañaayiti irirori-payi. 
GEN.6.21	Ontzimatyii piwapithaantyaa oshiki piwariti. Irootaki piyaari awirokaiti aajatzi ikaratzi piminkyaa-yitiri.” 
GEN.6.22	Imatakiro Noé okaratzi ikantaki-riri Pawa.
GEN.7.1	Ipoñaa ikantairi Pawa yoka Noé: “Tzimawi-tacha oshiki atziri aka kipatsiki, iro kantacha apatziro pikantakaa-karo awiroka pantapiin-takiro nonintziri naaka. Pinkyii amaatako-minto-tsiki awiroka, piina, pitomi-payi aajatzi paniro-payi. 
GEN.7.2	Piyosiitiri piminkyaa-yitiri aajatzi antami-wiri kaari ipinkai-tziri, inkarati 7 sirampari aajatzi 7 kooya. Iriima ikaratzi ipinkai-tziri piminkyaayiti inkarati apiti, aparoni sirampari aparoni kooya. 
GEN.7.3	Ari pinkimitaa-kiri aajatzi siwanki-ripayi, piminkyii inkarati 7 sirampari aajatzi 7 kooya. Airo ipyaanta tsika ikanta inasiyita irirori. 
GEN.7.4	Tima oyotapaaka 7 kitaitiri nowaryaan-tyaarori inkani, aakowin-tyaaro omparyii 40 kitaitiri aajatzi 40 tsitiniri. Napirotajiri kipatsiki maaroni añaayi-tatsiri nowitsikakiri.” 
GEN.7.5	Tima imatakiro Noé okaratzi ikantaki-riri Pawa.
GEN.7.6	Aritaki tzimaki irirori Noé okaratzi 600 isarintsiti, oonkantyaari kipatsiki. 
GEN.7.7	Ari ikyaanaki Noé amaatako-minto-tsiki itsipatakaro iina, itomi-payi aajatzi iraniro-payi. 
GEN.7.8	Ikyaapaaki antami-wiripayi kaari ipinkaitzi aajatzi ipinkai-tziri, siwanki-ripayi, konthaa-yitatsiri kipatsiki, 
GEN.7.9	Itiyitaka amaatako-minto-tsiki itsipatakari Noé, apiti-payi ikaratzi kyaintsiri, aparoni sirampari aparoni kooya. Omataka okaratzi ikantakiri Pawa. 
GEN.7.10	Ikanta omonkara-tapaaka awisawaji 7 kitaitiri, ari itanakaro oparyaapaaki inkani kipatsiki.
GEN.7.11	Tima aritaki tzimaki Noé okaratzi 600 isarintsiti, awisanaki aparoni kasiri, aajatzi 17 kitaitiri, aripaiti otonkako-tanaki inkaari tzimatsiri osaawiki, aajatzi tzimatsiri jinoki. 
GEN.7.12	Aakowin-takaro oparyaaki okaratzi 40 kitaitiri aajatzi 40 tsitiniri. 
GEN.7.13	Irootaki kitaitiri ikyaantana-kari irirori Noé amaatako-minto-tsiki, itsipatakaro iina, itomi-payi: Sem, Cam, Jafet, aajatzi mawa iraniro. 
GEN.7.14	Tima itsipatakari nasiyitachari antami-wiripayi, nasiyitachari ipiraita-ripayi, ikaratzi nasiyitachari konthaa-yitatsiri osaawiki, aajatzi ikaratzi nasiyitachari siwanki-ripayi. 
GEN.7.15	Mataka ikyaayitaki amaatako-minto-tsiki apiti-payi ikaratzi añaayi-tatsiri kipatsiki, itsipatakari Noé. 
GEN.7.16	Itiyitaka aparoni sirampari aparoni kooya. Mataka okaratzi ikantaki-riri Pawa yoka Noé. Iriitakira Pawa asitanaki-rori amaatako-mintotsi.
GEN.7.17	Mataka oparyaaki okaratzi 40 kitaitiri. Antaro okantanaka oonkanaro kipatsiki. Owankatanaka amaatako-mintotsi. 
GEN.7.18	Aikiro opokaatatzii oonkaro. Aikiro owankatyaa amaatako-mintotsi. 
GEN.7.19	othonka anaanakiro jinokiyi-tatsiri otzisi, tima omaapiro oonkaka aka kipatsiki. 
GEN.7.20	Tima okaratzi 15 konakintsi anaakiro jinokiyi-tatsiri otzisi. 
GEN.7.21	Ari yapirotakari maaroni atziri aka kipatsiki, imataka siwanki-ripayi, antami-wiripayi, ipiraita-ripayi, aajatzi konthaa-yitatsiri osaawiki. 
GEN.7.22	Mataka yapirotaka ikaratzi aniinka-witachari aajatzi okaratzi tzimawi-tachari aka kipatsiki. 
GEN.7.23	Apatziro yawisakotaji Noé aajatzi ikaratzi itsipatakari amaatako-minto-tsiki. Tima ithonka yapiroi-takiri atziripayi saikawi-tachari kipatsiki, itsipatakari antami-wiripayi, siwanki-ripayi, konthaa-yitatsiri, maaroni. 
GEN.7.24	Tira ompiryaa-tzitajyaa oonkaro kipatsiki okaratzi 150 kitaitiri osamanitaki irojatzi opiryaa-tantajari.
GEN.8.1	Tima isiriki iwiri Pawa Noé, aajatzi ikimitzi-takari maaroni antami-wiripayi, ipiraita-ripayi ikaratzi titainchari amaatako-minto-tsiki. Ikantakaa-karo Pawa ontasonkaa-tajiro tampyaa iroka oonkaro, irotaki ompiryaatan-tajyaari. 
GEN.8.2	Asitanaja tsika ositowa-yitanaki nijaa poñaayi-tanainchari inthompointa kipatsiki, ari okantzi-tanaari aajatzi poñaayi-tainchari jinoki inkitiki. Karataji oparyaaki inkani. 
GEN.8.3	Niitsikiroini okanta opyaata oonkaro. Tima awisaki okaratzi 150 kitaitiri opiryaa-tantaari oonkaro. 
GEN.8.4	Tima ikaratzi 5 kasiri awisaintsiri opiryaa-tako-tantaari amaatako-mintotsi tonkaariki otzisiki ipaitai-tziri Tasorintsii-toni. 
GEN.8.5	Aikiro opyaa-tatyaa oonkaro. Ari yawisawaji apiti kasiri, koñaayitaji maaroni otzisi jinokiyi-tatsiri. 
GEN.8.6	Okanta awisawaji aajatzi 40 kitaitiri, yasitaryaa-jiro Noé imorontakiro amaatako-mintotsi, 
GEN.8.7	iwaraakiri koontzi-niro. Ari ishonkawita koontzi-niro iyaawinta ompiryaataji kipatsi. 
GEN.8.8	Ipoñaa iwaraaki aajatzi Noé aparoni siro iyotantyaari piryaataji-rika kipatsi. 
GEN.8.9	Titzimaita iñii siro tsika yookyaa, piyaja amaatako-minto-tsiki. Imisitowairo irako Noé, ookapaja siro, iminkyaawa-jiri amaatako-minto-tsiki. 
GEN.8.10	Ari iyaawin-tawaja aajatzi Noé okaratzi 7 kitaitiri, yapiitakiro iwaraajiri siro. 
GEN.8.11	Ikanta ipiyaa siro otsitiniityaaki, yamaji ithowaki inchasimpoki. Ari iyotziri Noé piryaa-tzimataji oonkaro. 
GEN.8.12	Aajatzi yapiitawa-iro iyaawin-tawaja Noé okaratzi 7 kitaitiri, yapiitairo iwaraajiri siro. Tira ipiyaaro siro amaatako-minto-tsiki.
GEN.8.13	Okanta okyaapaji owakirari osarintsi, irootaki itanaarori kitaitiri, aajatzi itanaarori kasiri, ari tzimanaji Noé okaratzi 601 isarintsiti. Aripaiti yookairo Noé iwankotan-takarori amaatako-mintotsi, iñaatziiro koñaayitaji kipatsi. 
GEN.8.14	Ikanta yawisawaji aparoni kasiri, aajatzi 27 kitaitiri, aripaiti opiryaa-pirotaji oonkaro aka kipatsiki.
GEN.8.15	Ikantairi Pawa Noé: 
GEN.8.16	“Pisitowaji iroñaaka amaatako-minto-tsiki, pintsipa-tyaaro piina, pitomi-payi, aajatzi paniro-payi. 
GEN.8.17	Pimisitowairi maaroni antami-wiri ikaratzi pitsipa-takari: siwanki-ripayi, ipiraita-ripayi, aajatzi ikaratzi konthaa-yitatsiri osaawiki. Ijatai kipatsiki inampitapa-jyaaro, ishikitaita yokapayi anta.” 
GEN.8.18	Ari isitowanaji Noé amaatako-minto-tsiki itsipatakaro iina, itomi-payi, aajatzi iraniro-payi. 
GEN.8.19	Ari isitowana-iri aajatzi maaroni antami-wiripayi, ipiraita-ripayi, konthaa-yitatsiri osaawiki, siwanki-ripayi, maaroni.
GEN.8.20	Ari iwitsika-paji Noé ipomi-pirini-minto ipinkatha-tapajiri Pawa. Yaaki aparoni-payi ikaratzi iwaitari, aajatzi siwanki-ripayi, kachaaryiinka ikanta ipomitapa-jiri ipomi-pirini-mintoki. 
GEN.8.21	Ikanta ikimainka-tawakiri Pawa iwosininka, ikantanaki: “Airo napirotzi-tantaja iroñaaka kipatsiki ikantakaan-tziro atziri-payi, tima iriintsi-takori iwiro ikinkithasirita yantayitiro kaaripirori. Aajatzi nonkimi-tajiri maaroni antami-wiripayi, airo napirotajiri nokimitaa-kiri iroñaaka.
GEN.8.22	Ainiro iñaitiro iroka kipatsi,
GEN.8.22	Irasi iwaitiro impanki-waitaiti, yawiitaiti iwankiri.
GEN.8.22	Asi owajiro amasawirintsiti, onkatsinkaityii aajatzi.
GEN.8.22	Asi owajiro onkyaarontsiti, osarintsiti aajatzi.
GEN.8.22	Onkitaititi, ontsitinitai aajatzi.”
GEN.9.1	Ari itasonkawinta-nakiri Pawa Noé aajatzi itomi-payi. Iroka ikantakiri: “Ishikitaji pitomi-payi, inthonkyaa inampitajyaaro kipatsiki. 
GEN.9.2	Oshiki intharowan-tyaami aajatzi maaroni antami-wiripayi, siwanki-ripayi, konthaa-yitatsiri kipatsiki, aajatzi nijaa-wiripayi. Tima awiroka noyotakaa-piroti panaayi-tairi maaroni yokapayi.
GEN.9.3	Kamiitha-tatsi piwayitajyaari ikaratzi añaayi-tatsiri, aajatzi pankirin-tsipayi. Naaka opakimirori iroka-payi. 
GEN.9.4	Iriima añiinkari wathatsi, airo piwakowaitaro iriraani, irootaki añaakairiri. 
GEN.9.5	Tima omaapiro okowa-pirota iraantsi. Aririka pinkapathainkatakairi piwamairi pishininka, aritaki nomatakimi naaka. Ari nonkimi-tajiri pipira aririka iwamaanti, aajatzi nonkimi-tajiri atziri-payi owai-rini ishininka, nonkapathain-ka-takayiri irirori.
GEN.9.6	Itzimi-rika owiriri atziri,
GEN.9.6	Aritaki iwai-tairi irirori.
GEN.9.6	Tima naaka owitsika-kiri atziri,
GEN.9.6	Nokimi-takaan-takari tsika nokanta-waita naaka.
GEN.9.7	Irooma awiroka, ishikitaji piwaiyani,
GEN.9.7	Inthonka inampitajyaaro kipatsiki.”
GEN.9.8	Aikiro ikinkitha-waitakaa-tziiri Pawa yoka Noé aajatzi itomi-payi, ikantziri: 
GEN.9.9	“¡Noé! Tzimatsi nonkasiya-kai-miri, irojatzi nonkasiyakai-riri inkarati pincharini-tajyaari. 
GEN.9.10	Irojatzi nokasiya-kayi-tyaariri antami-wiripayi ikaratzi pitsipa-yitaari pisitowaji amaatako-minto-tsiki: siwanki-ripayi, ipiraita-ripayi, maaroni inkarati tzimayi-taatsi-ni kipatsiki. 
GEN.9.11	Iroka nokasiya-kai-miri iroñaaka: Airo napiitziro nowasankitaan-tyaari oonkaro yoka atziri-payi aajatzi antami-wiripayi. Tima airo apiita oonkajyaa kipatsiki, iñiitaji yapirotajyaa ikaratzi tzimayi-tatsiri.” 
GEN.9.12	Aikiro ikinkitha-waitakaa-tziiri Pawa yoka Noé, ikantziri: “Tzimatsi iñaitairi iyotantai-tyaari tzimatsi akasiyakaa-wakaari. Iriitaki piñaapiin-tairi awiroka aajatzi antami-wiripayi. 
GEN.9.13	Tima aririka piñiiri inkatziyi oyi ooryiinkatzi, piyotaji tzimatsi akasiyakaa-wakaari. 
GEN.9.14	Aririka piñiiro ooriinkatai, ari piñiiriri inkatziyi oyi minkoriki. 
GEN.9.15	Tima osiriki nowajiro naaka nokasiyakai-miri, aajatzi nokasiyakaa-riri antami-wiripayi. Airo apiita iñaitairo oonkaro apirotai-roni kipatsi. 
GEN.9.16	Aririka noñiiri oyi inkatziyi minkoriki, osiriki nowairo okaratzi akasiyakaa-wakaari, irojatzi nokasiyakai-riri aajatzi ikaratzi añaayi-tatsiri kipatsiki. Asi owatyiiro, airo nowasiñaa-jiro. 
GEN.9.17	Iriitaki iñaayitairi maaroni añaayi-tatsiri kipatsiki, iyotai tzimatsi akasiyakaa-wakaari.” Irootaki iñaani Pawa iroka okaratzi ikamantaki-riri Noé.
GEN.9.18	Yoka itomi-payi Noé ikaratzi sitowaa-tsiri amaatako-minto-tsiki: Sem, Cam, Jafet. Iriitakira Cam iririntana-kari Canaán. 
GEN.9.19	Ikaratakira mawa itomi Noé, iriitaki oshikitaa-tsiri aka kipatsiki.
GEN.11.1	Pairani aparoni okanta ñaantsi iñaawai-taitziri kipatsiki. 
GEN.11.2	Ikanta ikinapajiro atziri-payi isitowa-piintzi ooryaatsiri, iñaapaakiro owintinitzi ipaitai-tziro Apijaari, ari inampitaka-rori anta. 
GEN.11.3	Ipoñaa ikantawakaajiitani atziri-payi: “Thami antayi kipatsi onkiso-nakiti.” Ari itanakaro itanto-taitaro kipatsi-naki, ti apatziro itantotaityaaro mapinaki. Aripaiti itanakaro aajatzi itsirikan-taitaro tziritatsiri, tira apatziro intsirikan-taityaaro pitzi-thatatsiri. 
GEN.11.4	Ipoñaa ikantawakajiitani aajatzi: “Thami awitsiki anampitsiti, awitsiki aajatzi antaroiti atiimintotsi ariitacha-ni inkitiki. Inthonkyaa inkimakoi-tajai. Aritapaaki akinakina-waiyitaki tsikari-payi.” 
GEN.11.5	Ikanta ipokaki Pawa yaminiro nampitsi aajatzi atiimintotsi iwitsika-kiri atziri-payi, 
GEN.11.6	ikanta-siri-tanaki: “Aparoni okanta inampi, aparoni okanta iñaani, irootaki imatantarori iwitsika-yitziro inintziri. Tima okaratzi ikinkithasiritari yantiri, tikatsi washaan-takai-rini. 
GEN.11.7	Thami ankompi-takai-yaari iñaani, airo ikimatha-tawakaanta iñaana-tawakaiyaarika.” 
GEN.11.8	Ari iwashaan-takaa-kiri Pawa yoka atziri-payi otzimawitaka antaroiti inampitsiti, yoiwaraa-kiri ikinayi-tanaki tsika-rikapayi. 
GEN.11.9	Ikompi-takaa-yita-nakari Pawa iñaani-payi atziripayi ikaratzi nampitarori kipatsiki. Irootaki owaitakaan-tzirori iroka inampi Kompijaari. Aripaiti yoiwaraa-kiri Pawa atziri-payi, jataki inampityaaro maaroni kipatsiki.
GEN.11.10	Yoka icharini-payi Sem itomi Noé. Tima aritaki awisaki apiti osarintsi oonkantakari kipatsi, tzimaki Sem okaratzi 100 isarintsiti, ari itzimaki itomi irirori ipaitakiri Arfaxad. 
GEN.11.11	Aikiro yañaawaji Sem okaratzi 500 osarintsi. Tzimawaji itomi-payi aajatzi irisinto-payi. 
GEN.11.12	Ari tzimanaki irirori Arfaxad okaratzi 35 isarintsiti, ari itzimaki itomi ipaitakiri Sala. 
GEN.11.13	Aikiro yañaawaji Arfaxad okaratzi 403 osarintsi. Tzimawaji itomi-payi aajatzi irisinto-payi. 
GEN.11.14	Ari tzimanaki irirori Sala okaratzi 30 isarintsiti, ari itzimaki itomi ipaitakiri Heber. 
GEN.11.15	Aikiro yañaawaji Sala okaratzi 403 osarintsi. Tzimawaji itomi-payi aajatzi irisinto-payi. 
GEN.11.16	Ari tzimanaki irirori Heber okaratzi 34 isarintsiti, ari itzimaki itomi ipaitakiri Peleg. 
GEN.11.17	Aikiro yañaawaji Heber okaratzi 430 osarintsi. Tzimawaji itomi-payi aajatzi irisinto-payi. 
GEN.11.18	Ari tzimanaki irirori Peleg okaratzi 30 isarintsiti, ari itzimaki itomi ipaitakiri Reu. 
GEN.11.19	Aikiro yañaawaji Peleg okaratzi 209 osarintsi. Tzimawaji itomi-payi aajatzi irisinto-payi. 
GEN.11.20	Ari tzimanaki irirori Reu okaratzi 32 isarintsiti, ari itzimaki itomi ipaitakiri Serug. 
GEN.11.21	Aikiro yañaawaji Reu okaratzi 207 osarintsi. Tzimawaji itomi-payi aajatzi irisinto-payi. 
GEN.11.22	Ari tzimanaki irirori Serug okaratzi 30 isarintsiti, ari itzimaki itomi ipaitakiri Nacor. 
GEN.11.23	Aikiro yañaawaji Serug okaratzi 200 osarintsi. Tzimawaji itomi-payi aajatzi irisinto-payi. 
GEN.11.24	Ari tzimanaki irirori Nacor okaratzi 29 isarintsiti, ari itzimaki itomi ipaitakiri Taré. 
GEN.11.25	Aikiro yañaawaji Nacor okaratzi 119 osarintsi. Tzimawaji itomi-payi aajatzi irisinto-payi. 
GEN.11.26	Ari tzimanaki irirori Taré okaratzi 70 isarintsiti, ari itzimaki itomi-payi ipaitakiri Abram, Nacor, Harán.
GEN.11.27	Yoka icharini-payi Taré. Iriitaki Taré tomintaka-riri Abram, Nacor aajatzi Harán. Iriitaki Harán tomintaka-riri Lot. 
GEN.11.28	Irijatzi Harán itakarori ikamaji Kitainkaariki iipatsitiki Kiyamori-wini-satzi. Ikamitaka irirori tikiramintha inkami asitariri. Ikamaji tsika itzimaki pairani. 
GEN.11.29	Ikanta Abram iinantakaro Sarai. Iriima Nacor iinantakaro Milca, irisinto Harán. Iroora Milca irintotarori Isca. 
GEN.11.30	Iro kantacha Sarai ti owaiyan-taniti iroori, omaaniro-tatzii. 
GEN.11.31	Ikanta apaata Taré, inintaki ijataimi Owintiniki, yookanajiro inampiwi-takaro Kitainkaariki iipatsiti Kiyamori-wini-satzi. Yaanajiri Abram, iraniro, aajatzi icharini Lot. Ikanta yariitaka niyaanki-thaki ipaitai-tziro Awotzini, ari inampitapaa-karo anta. 
GEN.11.32	Iroka okaratzi yañaaki Taré 205 osarintsi, irojatzi ikamantaari irirori anta Awotziniki.
GEN.12.1	Ikanta apaata Pawa, iñaanatakiri Abram, ikantakiri: “¡Abram! Tzimatsi pasini kipatsi noñaakaimiri, pijati anta, pookanajiro pinampi awiroka, irasi piri, aajatzi pishininka-payi. 
GEN.12.2	Aritaki noshikyaa-kiri picharini-payi anta. Ari nontasonka-wintakimi awiroka, iriipirori nonkan-takai-yaami. Awiroka kantakai-yaaro-ni intasonka-wintantai-tyaariri pasini-payi atziri. 
GEN.12.3	Aritaki nontasonka-wintajiri inkarati tasonka-wintai-mini awiroka. Ari nomisha-tairi inkarati mishatai-mini awiroka. Tima awiroka kantakai-yaaroni nontasonka-wintan-tajyaariri maaroni nasiyitacha-niri ishininka-tawakajyaa kipatsiki.” 
GEN.12.4	Aritaki tzimaki Abram okaratzi 75 isarintsiti. Jataki tsika yookotaki-niri Pawa, yookanairo Awotzini tsika inampi-witakaro. 
GEN.12.5	Itsipatanaaro iina Sarai, aajatzi Lot itominthori. Ithonka yaanajiro tzimimo-tziriri, yaanajiri maaroni yatziriti yamanan-takiri Awotziniki. Iroka okanta yariitan-takari Abram Owintiniki. 
GEN.12.6	Tima osamani yaniitaki anta, irotaki yariitan-takari Sikochaariniki osaiki inchato ipaitai-tziri Yotaan-taniri. Iroora inampiiti Owintini-satzi anta. 
GEN.12.7	Ari iñaakakari Pawa anta, ikantakiri: “¡Abram! Iroka kipatsi, iro nompiriri inkarati pincharini-tajyaari.” Ari iwitsika-naki Abram pomipirini-mintotsi impinkathatiri Pawa. 
GEN.12.8	Aikiro ijatatzii Abram ikinakiro otzisi-masiki isitowa-piintzi ooryaatsiri, ari iwatzika-pairo iwankothaanti-payi, yamina-kotapairo Pawapankoni ikyaapiintzi ooryaatsiri. Irooma Porokaarini yamina-kotapairo isitowa-piintzi ooryaatsiri. Ari iwitsika-pairi pasini ipomi-pirini-minto, ipairyaapajiro iwairo Pawa ipinkatha-tapajiri. 
GEN.12.9	Aikiro yaniijii-tatziini Abram, iyatziro Piryaariniki.
GEN.13.2	Ashaaranta-pirori inatzi Abram, itzimi-motziri ooro, kiriiki, oshiki ipira-payi. 
GEN.13.3	Ikanta ipoñaajaro Piryaariniki irojatzi Pawapankoniki. Ipoñaa yawisanaji irojatzi niyaanki-thaki awotsi tsika inampiwitaro pairani okaakitapaji Porokaarini, ari iwankothaanti-yitapaari, 
GEN.13.4	tsika iwitsika-naki pairani pomipirini-mintotsi. Ari ipairyaapa-jiro iwairo Pawa, ipinkatha-tapajiri.
GEN.13.5	Ari ikantzi-takari aajatzi itominthori Lot, itzimi-motziri oshiki ipira-payi, aajatzi iwankothaanti-payi. 
GEN.13.6	Okanta anta tsika isaikajii-tapaji, ti onimotapa-jiri intsipa-tawakaiyaa, tima ti antitaiyaa iwariti ipira-payi. 
GEN.13.7	Tima ikaratzi aamawin-tariri ipira-payi Abram aajatzi irasi Lot, antawakaajiitakani. Aka tsika isaikajiitaki, irotaki inampiiti Owintini-satzi aajatzi Nampitsi-wini-satzi. 
GEN.13.8	Irootaki ikantan-takariri Abram itominthori Lot, ikantziri: “Notomithori nokashiimi awiroka, ti okamiithatzi ankisaniin-tawakaiyaa, ti okamiithatzi aajatzi yantawakaiyaa aamawin-tariri apira-payi. 
GEN.13.9	Tima antaro okanta kipatsi aka, pamini tsika pinampi-tyaaro. Aririka pinkinaki kirinka, nonkinanaki naaka katonko. Pinkinaki-rika katonko, nonkinaki naaka kirinka.” 
GEN.13.10	Yamina-kotakiro Lot Owintinitatsi othapyaaki Owaryiinkaarini, ari osaikiri anta nampitsi ipaitai-tziri Nampichaani. Oshiki okamiithataki anta, ari otzimapaji oshiki nijaa. Iroowaitaki Posiñaarini iwitsika-kiri pairani Pawa, iroowaitaki aajatzi nampitsi Apitantoni. Ari okantawita Paamajaari aajatzi Katsimaarini tikira intayiroota Pawa. 
GEN.13.11	Yookotakiro Lot inampityaaro isitowa-piintzi ooryaatsiri othapyaaki Owaryiinkaarini. Ari ikantakari Lot inasitan-takari isaikaji irirori, ti itsipatanajyaari iriri-thori Abram. 
GEN.13.12	Irojatzi isaikanaki Abram Owintiniki, jataki irirori Lot otaapiki iwankothaanti-yitaka, irojatzi inampitan-takyaarori apaata Paamajaa-riniki. 
GEN.13.13	Ari inampitapaarori anta atziri-payi antayitzirori kaaripirori kaari ininti Pawa.
GEN.14.1	Okanta pairani anta Apijaariki ipinkatha-ritzi Amrafel, iriima Arioc ipinkatha-ritzi anta Owasankipawawiniki, iriima Quedorlaomer ipinkatha-ritzi anta Osamaniwiniki, aajatzi Tidal ipinkatha-ritzi irirori Pasinisawiniki. 
GEN.14.2	Kamiitha yaapatyaa-wakaa-jiita yokaiti pinkathari, iriiyitaki jataintsiri iwayiritakari Bera pinkatha-ritatsiri Paamaa-riniki, Birsa pinkatha-ritatsiri Katsimaariniki, Sinab pinkatha-ritatsiri Kityonkapathariniki, Semeber pinkatha-ritatsiri Maniraariniki, aajatzi pinkatha-ritatsiri Niyawiniki, ipaitai-tzitari aajatzi Nampichaani. 
GEN.14.3	Ikanta yokaiti 5 pinkathari-payi iwayiritai-takari, yaapatyaa-wakaanaka irirori, yapatotakiri iwayiriti anta Mamiripankawiniki tsika osaiki Inkaari Mirityaaro. 
GEN.14.4	Tima tzima-kotaki 12 osarintsi yoka 5 pinkathari-payi impira-waitakari pinkathari Quedorlaomer, iro kantacha pasini osarintsi 13-tapain-tsiri, ikinkithasiri-jiitaka inkisako-wintajyaa impira-waitakari pinkathari. 
GEN.14.5	Okanta pasini osarintsi 14-tapain-tsiri, pinkathari Quedorlaomer itsipatakari pasini pinkathari-payi aapatyaa-kariri, ijajiitaki nampitsiki Impokiromara Apichiinari, ari yapirotakiri iwayiritari Antari-tawato-payi. Imatanakiri aajatzi Saikawaitaniriiti anta Saawaariniki, imatanakiri aajatzi Oimiraawiniriiti anta Omamiri-pathati Apinampiwini. 
GEN.14.6	Imatanakiri Morowini-satzi anta otzisi-masiki osaiki Witzintzi-wini, ipatzimata-nakiri irojatzi Morontoniki tsipa-nampitarori otzisi-masiki. 
GEN.14.7	Ikanta ipiyajaro Quedorlaomer itsipataari pinkathari aapatyaariri, yariijiitaka Mishajaariniki ipaitai-tziri aajatzi Tasorinchaarini. Yapirota-nakiri ikaratzi iñaanakiri iipatsitiki Otinkanaawini-satzi, ari ikimita-nakiri aajatzi Tonkaarisatzi nampitarori Tsipana-jaariniki. 
GEN.14.8	Ikanta pinkatha-ritatsiri Paamaa-riniki, Katsimaariniki, Kityonkapathariniki, Maniraariniki, Niyawiniki (ipaitai-tziri aajatzi Nampichaani,) ijajiitaki iwayirityaa Mamiripankawiniki. 
GEN.14.9	Yokaiti 5 pinkathari, iwayiritakari pasini 4 pinkathari: Quedorlaomer pinkatha-ritatsiri Osamaniwiniki, Tidal pinkatha-ritatsiri Pasinisawiniki, Amrafel pinkatha-ritatsiri Apijaariki, Arioc pinkatha-ritatsiri Owasankipawawiniki. 
GEN.14.10	Irooma anta Mamiripankawiniki tzimatsi amithori-patha. Ikanta isiya-pitha-witaro pinkatha-ritatsiri Paamaa-riniki aajatzi Katsimaariniki, ithonka ititaka amithori-pathaki, yapirotaka ikamaki. Iriima pasini pinkathari-payi, siyajiitaka anta otzisi-masiki. 
GEN.14.11	Ikanta pinkathari-payi apirotan-taintsiri, yayitanakiri iwaritiki, iwaararo pinapirota-chari okaratzi tzimatsiri Paamaa-riniki aajatzi Katsimaariniki. Jaitijiitaji. 
GEN.14.12	Tima anta Paamaa-riniki, ari inampitarori Lot itomin-thori Abram. Yaitanakiri aajatzi irirori, ari okaratzi yaitanakiro iwaararo.
GEN.14.13	Iro kantacha tzimatsi aparoni siyanain-chari, ikamantakiri Abram, Heber-iiti, isaikira irirori iwankiri-masiki aparoni atziri paitachari Mamre, Tonkaarisatzi. Yoka Mamre, tzimatsi pasini iririntzi ipaita Escol pasini ipaita Aner. Yaapatyaani-payi inatzii Abram. 
GEN.14.14	Ikanta ikimawaki Abram inosikai-takiri itomin-thori, yapatotakiri itomi yawiinta-pirotani impiratani-payi, ikarajiitzi 318 atziri. Iyaatzisita-nakiri pinkathari irojatzi iipatsitiki Dan-iiti. 
GEN.14.15	Okanta otsitinitanaki, itsiparyaa-yitakiri iwayiriti Abram, imapokakiri iwayiritari 4 pinkathari-payi. Imatakiri yiitsinampaakiri, ipatzimata-nakiri irojatzi Pitakawiniki katonko Ontyaamairiniki. 
GEN.14.16	Tima yaawajiro maaroni awaararontsi yaawitai-tanakari. Yaawajiriri itomin-thori Lot, yaawajiro okaratzi yasitari. Yaawajiro kooya-payi, aajatzi pasini atziri-payi ikaratzi yaitai-tanakiri.
GEN.14.17	Ikanta ipiyajaro Abram, imatakirira yiitsinampaakiri pinkathari Quedorlaomer, aajatzi pasini pinkathari-payi ikaratzi aapatyaa-kariri. Ari ijataki pinkatha-ritatsiri Paamaa-riniki imonthaa-waari otaapiiki omamiri-pathatzi, ipaitai-tziro aajatzi Pinkatha-ryaari. 
GEN.14.18	Ikanta Melquisedec pinkatha-ritatsiri Aapatyaawiniki, Impira-tasorintsitaa-riti Pawa Jinoki-satzi, yaanakiro yatantaitari aajatzi imiritaitari. 
GEN.14.19	Iwithata-waari Abram intasonka-wintai-tantyaariri, ikantawajiri:
GEN.14.19	“Tasonka-winta inkantimi Jinoki-satzi Pawa,
GEN.14.19	Owitsika-kirori inkiti aajatzi kipatsi.
GEN.14.20	Owisiryaawintaari inatzii Jinoki-satzi Pawa,
GEN.14.20	Iri kantakaarori piitsinampaan-takariri owayiritamiri.”
GEN.14.20	Ikanta Abram yaaki kapichiini okaratzi yaapithatan-tawajiri iwayiritaka, ipakiri Melquisedec. Ipoñaa yaminakiro tsika okaratzi awaararontsi yaapithata-wajiriri iwayiritari, ontzimi-rika onkarati 10, aparoni yasitakai-yaari Melquisedec. Ari ikantakirori okaratzi yaapithatan-tawajiri, ontzimi-rika 10, aparoni yasitakai-yaari. 
