MAT.1.1	Kitsy re xseety pxusykoltoo Jesucrist. Lo xtiiy David ni lo xtiiy Abraham sëëd Jesús.
MAT.6.23	Per deelñee nxiñ mëlo do, tyub leñ styoo do nguey. Aan deelñee xsaanidy bini nii no leñ styoo do, ¿pe toodyxe nguey poo yeesy nak tyub leñ styoo do?
MAT.6.24	’Ni tu cho chilody kyë tsiiñ chop lo patrón. Por neñdy sle xaa lo tu xpatrón xaa, lëë stu lo xaa klëë xaa, o neñdy kaa ngui kuñ xaa xtsiiñ tu lo xpatrón xaa, aan ksaldy xaa stu xaa. Por ngo chilody ksoob to xtiits Dios tyub styoo do deelñee tumi tugak sini kik to.
MAT.6.25	’Ni lëën xñe gaa nii tsoxkody to nii dyon pe cos kaw do o ki gaa to parñee kpañ do o pe cos kakw kaa to. ¿Pe lëdy nayak mastre non kyalmbañ que nii xtyaaw, ni pe lëdy kaa nayaknan do nii mastre non xcuerp to que ladx nii chakw to? 
MAT.6.26	Kol kan kchë mguiñ gaanoo. Chandy ma ni xkyëdy ma kwlaap, ni xkotseydy ma nii ktyaaw. Lëë Tat Tios nii sob kpaa xyaan ma. ¡Aan mastre non do lo kchë mguiñ! 
MAT.6.27	Nikxe gaa nii tsoxko do, per ni tu wor chilody kiskool do lo tse nii kpañ do.
MAT.6.28	’¿Penak nii choxko do por ladx nii kakw to? Kol kuy gaanoo xa xroob kyoo tañ aan xkyëdyo tsiiñ ni xkibtyo ladx. 
MAT.6.29	Per sootaa ni rey Salomón kokwty tu ladx ngui sinak nii ngui tu kyoo, nikxe nii ndaly cos ngui kop xaa. 
MAT.6.30	Deelñee Dios tsigo busy xkakw xab kchë kizhyë nii no tañ aan xlyëëdyak lëëw chek lo ki, ¿penak tsigo nii xnilasty to nii lëë Dios jkakw xab to? 
MAT.6.31	Pe tsinidy kik to nii dyon pe cos kaw do o pe cos ki gaa to ni pe kakw to. 
MAT.6.32	Kchësy cos re no meñ nii xnilasty Dios kyalnë, per lëë lëë do nanle Tat Tios nii sob kpaa pe cos chak falt lo do. 
MAT.6.33	Por ngo, klo kol kuuñtsyey nii xñabey Dios tsiin kxaal xaa nii kak falt lo do. 
MAT.6.34	Tsody to kyalnë nii dyon pe cos kak kxe, porque xaal xaal nak kyalnë tu tse.
MAT.7.1	’Jkëëkiydy to xcombañer do tsiin jkëëkiydy Dios to. 
MAT.7.2	Por sinak nii xkëëkiyak to xcombañer do jkëëkiy Dios to, ni sinak nii chuuñtsyeyak to kuuñtsyey Dios to. 
MAT.7.3	¿Penak nii xseel chanoo kizh wiñ nii no lo xcombañeeroo aan xyeñdyoo nii mastre ngol tublë yag nii no lool? 
MAT.7.4	¿Xa nanoo këëboo lo xcombañeeroo: “Kwlës dyon kwin kizh wiñ nii no lool”, aan xkwiidyoo yag ngol nii no lool? 
MAT.7.5	¡Maaloo! Klo kwlii yag ngol nii no lool tsiin kchilo kanoo par kwiil kizh wiñ nii no lo xcombañeeroo.
MAT.7.6	’Kluuydy to xtiits Dios lo meñ nii chaklasty kono, por toontlaa klëë meñ go aan kxiix meñ go lëë do sinak chuuñtsyey mëkw. Ni jkaydy to kyalnsaak nii xneetsy Dios lo do cholsye lo meñ, por toontlaa subniy meño sinak xsyubniy ngutsy nii xyaan meñ ma.
MAT.7.7	’Kol nab nii jkiiñ do lo Dios tsiin kneetsy xaaw, kol kyub cos tsiin ktsyool dow, ni kol jkëëptyux chu yu tsiin kyalyo. 
MAT.7.8	Por kchë meñ nii kñab tu cos lo Dios jkaaw, ni kchë meñ nii kyub cos ktsyolo, ni kchë meñ nii jkëëptyux chu yu lëëw kyaly.
MAT.7.9	’¿Pe no tu do dyon kyax ktee tu kyo lo xiñ tsiñee kñab xiñ do tu kyaxtily? 
MAT.7.10	¿Pe no gaa tu do kyax ktee tu mëël lo xiñ do tsiñee kñab xiñ do tu mël lo do? 
MAT.7.11	Kol kyeñ gaanoo nii nikxe mal do, per xtee do cos buen lo xiñ do. ¿Pe lëëdyxe Tat Tios nii sob kpaa tsigo kteejty cos buen lo meñ nii kñabo?
MAT.7.12	’Kol kan meñ sinak nii chakladzy to kan meñ do. Por singo kë leñ kitsy nii pkëë Moisés ni kchësy profet.
MAT.7.13	’Kol sëëb nëz laa kë puert nii nxeñdy. Por nxeñ puert ni nxeñ nëz nii xkëëtañ meñ, aan ndaly meñ xsyëëb nëz chu puert ko ni xsyeñ nëz ko. 
MAT.7.14	Per xisy meñ xsyëëb chu puert nii nxeñdy, ni xisy meñ xtsiil nëz nii xtsiñ laañee jkaa meñ kyalmbañ nii nitylody, porñee tir ngan nëz ko.
MAT.7.15	’Kol kap cuent kchë lo xaa wnee xuuy nii chakladzy kluuy xtiits Dios. Porque xpig xaa lo do sinak tu mëkwxiily, per lëë leñ styoo xaa go nak xaa sinak tu mëëtsy. 
MAT.7.16	Schilo kyeñ do pe cos no styoo xaa deelñee kan do kchë cos nii chuuñtsyey xaa, por xkyëdy uv lo yakitsy ni yegw lo yakitsy looñ. 
MAT.7.17	Ni nan gaa to nii deelñee buen tu yag nonsyke nex buen xkyë low, per deelñee buendyo nonsyke nex byodz xkyë low. 
MAT.7.18	Xkyëdy nex byodz lo yag buen, ni xkyëdy nex buen lo yag nii buendy. 
MAT.7.19	Kchësy yag nii xkyëdy nex buen lo lëëw chug aan lëëw tsek. 
MAT.7.20	Singo gak kchë xaa wnee xuuy schilo kyeñ do pe cos no styoo xaa deelñee kan do kchë nii chuuñtsyey xaa.
MAT.7.21	’Lëdy kchë meñ nii xñee lon nii naa nak xaa nii xñabey sëëb laañee xñabey Tat Tios, sink xaktyee meñ nii nli xsoob xtiits Tat Tios sëëb. 
MAT.7.22	Tse nii lëë Dios kuñ kyalxtisy ndaly meñ kñë lon: “Xsoob noo xtiitsoo. Con xtiitspeyoo blii noo kyalbini mal, ni con xtiitspeyoo beeñtsyeey noo kyalntson.” 
MAT.7.23	Per lëën këp lo meñ go: “Nandyaa cho do. Kol kpichee nu, por ngoptol do.”
MAT.7.24	’Kchë meñ nii xkëëtyag xtitsaa ni chuuñtsyeyo nak sinak tu xaa nyaani nii psaa lidzy lady kyo. 
MAT.7.25	Tsiñee lëë kyo bislo ni lëë nis kok naal kiigwpee ni lëë me bi, pe kokty lidzy xaa porñee lady kyo sobo. 
MAT.7.26	Per lëë kchë meñ nii xkëëtyag xtitsaa aan chuuñtsyeydyo nak sinak tu xaa nguey nii psaa lidzy lo yuzh. 
MAT.7.27	Tsiñee lëë kyo bislo ni lëë nis kok naal kiigwpee ni lëë me bi, lëë lidzy xaa byablyu, ¡aan kaazhkaa kwnitylow!
MAT.7.28	Tsiñee lëë Jesús lox kwnee, psee meñ biñ kchë nii bluuy xaa, 
MAT.7.29	porñee kwnee xaa sinak tu xaa xñabey, kwneedy xaa sinak xñee chol mastre ley.
MAT.8.1	Tsiñee lëë Jesús bikche kiy, ndaly meñ kunal xaa. 
MAT.8.2	Kok xtsedyak byety Jesús kiy tsiñee lëë tu xaa xsyaknë nii xyodz lady biid ksoxib lo xaa chëb:
MAT.8.2	—Xey, pe nëëdyoo beeñ kyak naa.
MAT.8.3	Tsigo lëë Jesús pxob ña kik xaa chëb:
MAT.8.3	—Chakladzyaa nii kyakoo. Byak.
MAT.8.3	Aan wor go kazh lëë xaa nii xyodz lady ko byak. 
MAT.8.4	Per lëë Jesús chëb lo xaa:
MAT.8.4	—Ni tu cho lo këëbtyoo xa byakoo, sink byey aan kwey lo pxosy. Kuksakon nii xñabey xley Moisés parñee kan kchë meñ nii lëël byak.
MAT.8.5	Lëë Jesús kwsëëb lik leñ kyedzy Capernaum tsiñee lëë tu xaa nii xñabey lo tubtsoon soldad Roma kunee lo xaa 
MAT.8.6	chëb:
MAT.8.6	—Xey, lëë xmosaa xsyaknë. Lëë xaa nix chu yu, kutoo xaa ni mban xkyë xaa yoob.
MAT.8.7	Lëë Jesús kwëb chëb:
MAT.8.7	—Naa kuuñ kyakaa xmoosoo.
MAT.8.8	Tsigo lëë xaa xñabey go chëb:
MAT.8.8	—Xey, cho nakaa nii tsil lidzyaa. Destye nu pxaal tiits nii kyak xmosaa aan lëë xaa kyak. 
MAT.8.9	Porque deel naa, no xaa nii mastre xñabey lon, lëë naa lo soldad xñabeyaa. Tsiñee xalaa tu xaa mandad, chi xaa. Tsiñee xkwetsy kaan tu xaa, chiid xaa. Singo gak xmosaa tsiñee xñabeyaa nii kuuñtsyey xaa tu cos, chuuñtsyey xaaw.
MAT.8.10	Axte psee Jesús biñ xaa nii kwnee xaa xñabey go, aan lëë xaa chëb lo meñ nii sinal:
MAT.8.10	—Nli gaa na karty kanaa tu meñ Israel nii kniladzy Dios tyub styoo sinak xniladzy xaa xñabey re. 
MAT.8.11	Ni lëën kñeli gaa lo do nii ndaly meñ nii nche tyub lo kislyu kawni pxusykoltoo no Abraham, Isaac ni Jacob tse nii lëë Dios kñabey. 
MAT.8.12	Per ndaly meñ nii wi xyal sob siko kwe lo nguey ley koon ni kaw lay.
MAT.8.13	Loxsye ngo lëë Jesús chëb lo xaa nii xñabey lo soldad:
MAT.8.13	—Byey liidzyoo. Lëë nii bniladzyoo tyub styool kak.
MAT.8.13	Aan wor go kazh lëë xmos xaa xñabey go byak.
MAT.8.14	Tsiñee lëë Jesús ptsiñ lidzy Pedre lëë xñaatsaap Pedre nix xlyañ xlyëë. 
MAT.8.15	Lëë Jesús kwseñ ña me, aan lëë xlyëë pchoo. Tsigo lëë me kuxche beeñlo me nii taw xaa.
MAT.8.16	Tsiñee lëë lyu pkyey, lëë meñ kuni ndaly xaa nii no kyalbini mal leñ styoo lo Jesús. Aan con tublanak tiits nii kwnee Jesús lëë kchë kyalbini mal go pchoo ni lëë kchë meñ xsyaknë byak. 
MAT.8.17	Lëë Jesús beeñtsyey ngo parñee kuñ xaa cumplir tiits nii kwnee profet Isaías tsiñee chëb xaa: “Lëë xaa biy kchë xkyalkits no.”
MAT.8.18	Tsiñee kon Jesús nii singootyee ndaly meñ ptyop, lëë xaa chëb lo xpëëdscuel xaa:
MAT.8.18	—Kol tsoo stublad chu nistoo.
MAT.8.19	Aan lëë tu maestre ley big chëb lo xaa:
MAT.8.19	—Maestre, chakladzyaa sënalaa lii laañee tsityoo.
MAT.8.20	Tsigo lëë Jesús kwëb chëb:
MAT.8.20	—Chap mëz kyoplyoo ni chap mguiñ pchoos, per lëë naa nii nakaa mguiy nii pxaal Dios ni laañee kxiladzyaa xisy wiñ chaaptyaa.
MAT.8.21	Loxsye ngo lëë tu xpëëdscuel xaa chëb:
MAT.8.21	—Xey, blaa kajkeetsy kaazhaa pxosyaa, tsigo kyely nalaa lii laañee tsityoo.
MAT.8.22	Lëë Jesús chëb:
MAT.8.22	—Tënal naa. Lëë meñ nii nak sinak meñ kuty jkeetsy meñ kuty.
MAT.8.23	Lëë Jesús kwyo barkw ksa xpëëdscuel. 
MAT.8.24	Lëë xaa si lo nis ksa xaa, tsiñee lëë tu me dox bislo xchoo aan lëë barkw byaktsë nis. Per lëë Jesús nixyesy. 
MAT.8.25	Lëë xpëëdscuel xaa beeñ kna xaa chëb:
MAT.8.25	—¡Pteelaa lëë noo, por lëë barkw nonity leñ nis!
MAT.8.26	Tsigo lëë Jesús kwëb chëb:
MAT.8.26	—¿Penak nii xtsyeb to? ¿Penak nii kopty to Dios confians?
MAT.8.26	Aan loxsye chëb xaa singo lëë xaa kwnabey nii kwës me ni kwe tse nistoo, aan nli gaa tsesy byak. 
MAT.8.27	Kchësy xpëëdscuel xaa psee xñee:
MAT.8.27	—¿Cho nak xaa re nii axte wi me ni nistoo xsoob xtiits xaa?
MAT.8.28	Tsiñee lëë Jesús ptsiñ xtañ meñ Gadara nii nche stublad chu nistoo, lëë chop xaa nii no kyalbini mal leñ styoo pchoo leñ paa aan lëë xaa big lo Jesús. Ntseeb chak xaa. Por ngo ni tu cho xtyejty nëz ko. 
MAT.8.29	Aan lëë xaa kwchuptsyë chëb xaa lo Jesús:
MAT.8.29	—Jkaaldyoo lëë noo, Jesús. Ndon noo nii Xiñ Dios nakoo. ¿Penak sëëd ksaksil lëë noo? Karty ktsiñ xtsee noo.
MAT.8.30	Aan kex siko ncheyaw tubtsoon ngutsy. 
MAT.8.31	Lëë kyalbini mal go chëb lo Jesús:
MAT.8.31	—Deelñee kwiil lëë noo, bneetsy tiitspey syëëb noo leñ ngutsy nii nche ske.
MAT.8.32	Lëë Jesús chëb:
MAT.8.32	—Kol sëëb.
MAT.8.32	Tsigo lëë kyalbini mal go pchoo chop leñ styoo xaa go, aan lëëw kwsëëb leñ ngutsy. Aan kchë ngutsy ko kwloo corr kukyab lo nis aan lëë ma kuty.
MAT.8.33	Lëë xaa nii nche nap ngutsy ko kuknitiits kyedzy, aan tsiñee ptsiñ xaa, lëë xaa bitiits lo meñ xa ptsyool xaa nii no kyalbini mal leñ styoo. 
MAT.8.34	Aan lëë meñ kyedzy kwey laañee so Jesús, chëb meñ lo xaa: “Beeñ favor, bi nu.”
MAT.9.1	Loxsye ngo lëë Jesús kwyo barkw aan lëë xaa ptsiñ laañee nche xkyedzy xaa. 
MAT.9.2	Siko lëë meñ ptsiñni tu xaa xsyaknë nii kë yag. Tyub lady xaa kutoo. Tsiñee kon Jesús nii xniladzy xaa nii ptsiñni xaa nii lëësy Jesús chuuñ kyak meñ xsyaknë, lëë Jesús chëb lo xaa xsyaknë:
MAT.9.2	—Ndaan kwloo styool. Lëë kchë xtoloo bily.
MAT.9.3	Tsigo nladzy bla maestre ley nii nche siko: “Falt no ko xaa gue lo Dios.” 
MAT.9.4	Per como xyeñ Jesús pe cos xsya styoo xaa, lëë Jesús chëb:
MAT.9.4	—¿Penak nii singueetyee xsya tol do? 
MAT.9.5	Schilo këpaa lo meñ xsyaknë: “Lëë kchësy xtoloo bily”, ni schilo këpaa: “Kuxche aan kwsë”, per ¿chow dyon mastre ngan? 
MAT.9.6	Lëën kluy lo do gaanoo nii lëë mguiy nii pxaal Dios lo kislyu kwaa tiitspey parñee ktsily xaa xtol meñ.
MAT.9.6	Loxsye ngo lëë Jesús chëb lo xaa nii nëtoo go:
MAT.9.6	—Kuxche, blis xtal aan byey liidzyoo.
MAT.9.7	Tsigo lëë xaa nëtoo go kuxche aan lëë xaa sey lidzy xaa. 
MAT.9.8	Tsiñee lox kon meñ nii beeñtsyey Jesús, lëë meñ psee, ni lëë meñ ptee skizh porñee kon meñ nii lëë Dios ptee kyalwnabey lo tu xaa lo kislyu re.
MAT.9.9	Tsiñee lëë Jesús bi siko, lëë xaa kon nii lëë tu xaa nii lë Mateo sob laañee chikni meñ tumi nii kyey lo xtisy nii sob Roma. Lëë xaa chëb lo Mateo:
MAT.9.9	—Tënal naa.
MAT.9.9	Lëë Mateo kuso aan lëë xaa sinal Jesús.
MAT.9.10	Aan lëëtyee lëë Jesús sobyaw lidzy Mateo, lëë bla xaa nii xtop tumi par kyeyo Roma ni lëë bla xaa ngoptol ptsiñ, aan lëë xaa kwsob kwi Jesús ni kwi xpëëdscuel Jesús lo mezh. 
MAT.9.11	Tsiñee lëë xaa fariseo kono, lëë xaa kwnabtiits lo xpëëdscuel Jesús, chëb xaa:
MAT.9.11	—¿Pe mod nak nii chawni xmaestre to xaa nii xtop tumi par kyeyo Roma ni penak nii chawni xaa kchë meñ ngoptol gue?
MAT.9.12	Lëë Jesús biño aan lëë xaa chëb:
MAT.9.12	—Xkiiñdy meñ nii ndaan xaa nii chuñ rmedy, sink meñ xsyaknë xkiiñ xaa nii chuñ rmedy. 
MAT.9.13	Kol kyey aan kol kseedy xtiits Dios nii xñee: “Chakladzyaa nii jkëstyoo meñ xcombañer, chaklastyaa nii kiidlookon meñ cos lon.” Syely kyubtyaa meñ buen, sink lëën syely kyub meñ ngoptol.
MAT.9.14	Lëë xpëëdscuel Juan Bautist big lo Jesús, aan lëë xaa chëb:
MAT.9.14	—Kety kety xtyaawdy noo par kuuñ ksak noo Dios ksa noo xaa fariseo. Lëë xpëëdscueeloo, ¿penak nii xsaandy xaa wagw par kuuñ ksak xaa Dios?
MAT.9.15	Tsigo lëë Jesús chëb:
MAT.9.15	—¿Pe lika nayak tso kyalnë meñ nii chi tu kyalwtsiilña deelñee bii nche meñ nii ptsiilña? Per sitsiñ wor gon nii lëë meñ nii ptsiilña kchoo, tsigolye nagon schilo tso kyalnë meñ ni ksaan meñ wagw.
MAT.9.16	’Ni tu cho xkëëtëdy tu ladx yoox con tublë ladx kub, porque tsi lëëw tsadx, lëë ladx kub kpe aan lëëw lox kchos ladx yoox, aan lëë laa nchos ko kak nroobre. 
MAT.9.17	Ni ni tu cho xkyëdy kaa nip kub leñ tu kyeg kidy nii kwyoxle, porque ntseeb kchoso, aan xiñ nip ni nitylo kyeg. Por ngo no nii ktyëë nip kub leñ kyeg kub, parñee nikle nipo nikle gaa kyego pe kaktyoo.
MAT.9.18	Lëë Jesús nonee lo meñ, tsiñee lëë tu xaa xñabey ptsiñ. Lëë xaa psoxib lo Jesús aan lëë xaa chëb:
MAT.9.18	—Lëë xiñtsyaapaa kuty, per deel sëël kyo no lidzyaa kxoboo ñal lady me, spañ me.
MAT.9.19	Lëë Jesús kunal ksa xpëëdscuel. 
MAT.9.20	Aan lady kchë meñ nii nche siko no tu kwnaa xsyaknë. Kokle tsiipchop iz nii xchoo me cheñ. Lëë me big nëz xitsy Jesús aan lëë me kwseñ skiñ xab xaa. 
MAT.9.21	Nladzy me: “Comñee jkaa seeñaa xab Jesús lëën kyak.” 
MAT.9.22	Per lëë Jesús byoogw buy lo kwnaa go aan lëë xaa chëb:
MAT.9.22	—Ndaan, xiñ, kwloo styool. Por lëël byak porñee bniladzyoo nii schilo kuuñ kyakaa lii.
MAT.9.22	Aan wor go kazh lëë me byak.
MAT.9.23	Tsiñee lëë Jesús ptsiñ lidzy xaa xñabey go, kon xaa nii lëë musyk tse nche mbës par ktsiñ wkeetsy, ni lëë meñ no wiiñ ni ncheyuptsyë. 
MAT.9.24	Lëë xaa chëb:
MAT.9.24	—Kol kchoo nu. Por kujty me, sink lëë me nixyesy.
MAT.9.24	Pxidzy meñ biñ xtiits Jesús, 
MAT.9.25	per loxsye kwlii xaa meñ yu, lëë xaa kwseñ ña mëëd kwnaa go, aan lëë gaa me kuxche. 
MAT.9.26	Aan tyub nëz tañ go koknan meñ nii beeñtsyey Jesús.
MAT.9.27	Tsiñee lëë Jesús bi siko, lëë chop xaa nii xñady lo sinal xitsy xaa, xñee:
MAT.9.27	—¡Lii nii sëëdoo lo xtiiy rey David, pkëstyoo lëë noo!
MAT.9.28	Tsiñee lëë Jesús ptsiñ lidzy, lëë chop xaa nii xñady lo big lo Jesús aan lëë Jesús chëb lo xaa:
MAT.9.28	—¿Pe xniladzy to nii suuñ kyakaa to?
MAT.9.28	Lëë chop xaa nii xñady lo chëb:
MAT.9.28	—Xniladzy noo nii suuñ kyakoo lëë noo.
MAT.9.29	Tsigo lëë Jesús kwseñ lo chop xaa nii chandy ko aan lëë xaa chëb:
MAT.9.29	—Lëë do kyak porñee bniladzy to nii suuñ kyakaa to.
MAT.9.30	Lëë chop lo xaa go byak. Per lëë Jesús chëb lo xaa:
MAT.9.30	—Ni tu cho lo këbty to xa byak to.
MAT.9.31	Per xaktyee kwlëb xaa pchoo xaa siko. Lëë xaa bislo bitiits xaa nii beeñtsyey Jesús tyub tañ go.
MAT.9.32	Lëë chop xaa nii byak nonsy lik sey, tsiñee lëë meñ ptsiñni tu ngop nii no kyalbini mal leñ styoo lo Jesús. 
MAT.9.33	Lëë Jesús kwlii kyalbini mal go, aan lëë ngop ko bislo kwnee. Kchësy meñ psee kono aan lëë meñ bislo xñee:
MAT.9.33	—Karty kaa nagon tyon no nii kuuñtsyey tu meñ ngue leñ kyedzy Israel.
MAT.9.34	Per lëë xaa fariseo bislo kwnee nii misme xaatox nii xñabey lo kyalbini mal ptee tiitspey lo Jesús parñee kwii xaa kyalbini mal leñ styoo meñ.
MAT.9.35	Kchë kyedzy nii kutedy Jesús bluuy xaa xa nak xkyalwnabey Dios lo meñ leñ ktoo, ni beeñ kyak xaa meñ xsyaknë. 
MAT.9.36	Pkëstyoo xaa meñ porñee kon xaa nii mban nche kteenë meñ sinak nii xkwë mëkwxiily tsiñee kindy cho tsikap ma. 
MAT.9.37	Aan lëë xaa chëb lo xpëëdscuel xaa:
MAT.9.37	—Nak kchë meñ re sinak tsiñee lëë kwlaap mer kislo aan kindy ndaly mos. 
MAT.9.38	Kol nab lo Dios nii kxaal xaa xaa nii kiid kluuy xtiits xaa lo meñ.
MAT.10.1	Lëë Jesús kwtsyetsy ksa tsiipchop xpëëdscuel, aan lëë xaa ptee tiitspey lo xaa parñee kwii xaa kyalbini mal leñ styoo meñ, ni kuuñ kyak xaa meñ xsyaknë.
MAT.10.2	Lëë ksa lë xapostle xaa nche kë nu: Simoñ, xaa nii kwloolë gak xaa Pedre, ni Ndresy betsy Pedre, ni Jacob ni betsy xaa nii lë Juan (Xiñ Zebedeo nak xaa chop xaa), 
MAT.10.3	ni Felip ni Bartolomé, ni Max ni Mateo (Lëë Mateo kok xaa nii ptop tumi kyedzy par kyeyo Roma), ni xiñ Alfeo nii lë Jacob ni Tadeo, 
MAT.10.4	ni Simoñ nii kwyo lady tub tiiy xaa nii pcholë Cananista ni Judas Iscariote (Lëë Judas pko Jesús ña xaa xñabey).
MAT.10.5	Lëë Jesús pxaal ksa tsiipchop xpëëdscuel, per lëë xaa chëb kazh lo xaa:
MAT.10.5	—Tsidy to tañ nii no meñ sit, ni sëëbty to leñ xkyedzy meñ Samaria. 
MAT.10.6	Sink kol tsi lo meñ Israel nii nak sinak mëkwxiily nii ncheno tañ. 
MAT.10.7	Kol tsi aan kol këb nii lëë wor kutsiñ nii lëë Dios kñabey. 
MAT.10.8	Kol kuñ kyak meñ xsyaknë, ni kol kuñ kpañ meñ kuty, ni kol kuñ kyak kchë meñ nii xyodz lady, ni kol kwii kyalbini mal leñ styoo meñ. Singosy kwaa do kyalwnabey parñee kuuñtsyey do kchë cos re. Por ngo, kñabty to tumi lo meñ.
MAT.10.9	’Koydy to tumi, 
MAT.10.10	ni koydy to bols nii jkiiñ lo do nëz. Ni koydy to ladx par ktsyëë xab to ni koydy to kyalkidy par ktsyëë lab to, ni koydy to yag nii ksoxka do. Pe tsinidy kik to nii dyon pe kaw do, por kchë xaa nii xkyë tsiiñ nonguial nii kyaan meñ xaa.
MAT.10.11	’Tsiñee ktsiñ do tu kyedzy wiñ o tu kyedzy ngol gaa, kol kyub tu xaa nii knee lidzy kwës to aan siko kol kwës axte nii kpi do kyedzy ko. 
MAT.10.12	Ni tsiñee gaa sëëb to tu leñ yu, kol jkëëptyux kchësy meñ nii no leñ yu go. 
MAT.10.13	Deelñee skëëtyag meñ nii no leñ yu go nii kluuy do, kol nab nii kakni Dios meñ go, per deelñee jkëëtyagty meñ gow kaknidy Dios meñ go. 
MAT.10.14	Per deelñee kneesty meñ lidzy kwës to ni kaklasty meñ kon nii xluuy do, kol kchoo yu go o kyedzy go gaa, aan kol kwib yuti nii xña niy do. 
MAT.10.15	Por nli xñen nii tse nii lëë Dios kuñ kyalxtisy, ntseebre kyalnë nii tedy meñ go que kyalnë nii tedy meñ Sodoma ni meñ Gomorra.
MAT.10.16	’Lëën kxal lëë do laañee no meñ ntseeb nii ntseeb si ntseeb kchë ma tox nii chuty mëkwxiily. Per nsiñ kol kak sinak nsiñ mëël, ni kol kak ndoo sinak tu palom. 
MAT.10.17	Ligier kol kak, por lëë meñ tsikso lëë do lo xaa xñabey ni lëë meñ kiñ lëë do leñ ktoo. 
MAT.10.18	Ni axte lo xtisy ni lo rey tsikso meñ do por naa. Siko lëë do kñee xtitsaa lo meñ xñabey ni lo meñ sit. 
MAT.10.19	Per tsiñee lëë do ktsiñ lo xaa xñabey pe tsinidy kik to nii dyon xa kñee do o pe këëb kaa to, por tsiñee tsitsib kñee do, lëë Dios ksyaab leñ kik to pe cos kñee do. 
MAT.10.20	Ni kchëë gaa tiits nii kchoo chuw do, lëdy xtiits tow, sink xtiits xkyalbini Tat Tioso.
MAT.10.21	’Ni so gaa tse nii lëë meñ kñabey kety betsy ni so tse nii misme pxosy meñ kñabey kety meñ, ni so tse nii lëë xaa wiñ kakniladzy pxosy aan lëë xaa kñabey kety xaa. 
MAT.10.22	Kchësy meñ klëë lo do, porñee xsoob to xtitsaa. Per deelñee xekw to te do kchë lo kyalnë go stelaa do. 
MAT.10.23	Tsiñee ktilyni meñ do tu kyedzy, kol kxooñ, kol tsi stu kyedzy. Porque xsobaa nii karty ksa kyedzy nii nche Israel no tedy to tsi lëë mguiy nii pxaal Dios kiid stub.
MAT.10.24	’Mastre non maestre lo mëëdscuel ni mastre non patrón lo mos. 
MAT.10.25	No nii tsoxko mëëdscuel kak sinak maestre, ni no nii tsoxko mos kak sinak xpatrón. Deelñee xñee meñ nii xaatox nakni xpixwan yu, ¿pe toodyxe ntseebre nii kñee meñ lo meñ lidzy xpixwan yu?
MAT.10.26	’Ktsyebty to meñ, por nody tu cos ngueetsy nii kchukëdy, ni nody tu cos tsilaan nii kak ndoondy. 
MAT.10.27	Kchësy nii chutiitsaa lo do lo nguey kol kutiitso xña lo ngbidz. Ni kchësy kaa nii xñe tsilaanaa lo do kol tsëp kik yu aan nguiedzy kol neew. 
MAT.10.28	Ktsyebty to meñ nii chuty, por chilody kuty meñ go xkyalmbañ do. Kol ktsyeb xaa nii schilo kuty xkyalmbañ do ni schilo kxaal lëë do linfiern.
MAT.10.29	’¿Pe karty kaa nayak kan do nii xtyo chop mguiñ wiñ con bla pes? Per ni tu ma chejty deelñee xteejty Tat Tios tiits. 
MAT.10.30	Aan lëë lëë do axte kits kik to ngab lo Tat Tios. 
MAT.10.31	Ktsyebty to, por mastre non do lo mguiñ.
MAT.10.32	’Kchësy meñ nii xchoo xfavoraa lo kislyu re, schon xfavor meñ go tsiñee lëë meñ go klyañ lo Tat Tios. 
MAT.10.33	Per lëë meñ nii kchoody xfavoraa lo kislyu re, ni naa kchoody xfavor meñ go lo Tat Tios.
MAT.10.34	’Këbty to tsaaplaa syelyaa lo kislyu re parñee tsodre tily. Lëdyo gon, sink lëën syelyni tily. 
MAT.10.35	Lëën syely parñee ktilyni mëëdpkiy pxosy, ni ktilyni mëëd kwnaa xñaa, ni ktilyni nkwxizh xñaatsaap. 
MAT.10.36	Misme kchë meñ lidzy meñ ktily.
MAT.10.37	’Kchë meñ nii xkëstyoo pxosy ni xñaa aan xkëstyoody naa nonguialdy kak meñ go xpëëdscuelaa, ni meñ nii xkëstyoo xiñgan o xiñtsyaap kaa aan xkëstyoody naa nonguialdy kak xpëëdscuelaa. 
MAT.10.38	Ni deelñee chaklasty meñ te kyalnë ni kiidnaldy meñ naa, nonguialdy kak meñ xpëëdscuelaa. 
MAT.10.39	Kchë xaa nii choxko kteelaa xkyalmbañ kety. Per lëë xaa nii pe sinidy kik, nikxe kety xaa, lëë xaa kpañ porñee xniladzy xaa xtitsaa.
MAT.10.40	’Kchë meñ nii chantsi lëë do, chantsi naa. Ni kchësy meñ nii chantsi naa, chantsi Tat Tios nii pxaal naa. 
MAT.10.41	Kchë meñ nii chantsi tu profet nii pxaal Dios jkaa nii ktee Dios lo profet ko. Ni kchë meñ nii chantsi tu xaa buen jkaa nii ktee Dios lo xaa buen go. 
MAT.10.42	Kchë meñ nii ktee tub xig nis yag ki xaa nii no xladaa, lëë Dios ktikche xkyalnsaak meñ go.
MAT.11.1	Tsiñee lëë Jesús lox beeñ kseedy xpëëdscuel, lëë xaa sikluuy xtiits Dios lo meñ nii no tañ go.
