MAT.1.1	Yesu Kristi azakwoyi aye nu nyi, Dauda nugun n Ibrahim yi.
MAT.7.1	“Fye to ci aza aɓo nya m, a ta ci fyehin aɓo nya ce m. 
MAT.7.2	Ntu ge aza ɓa zhin fye, ngye shi fye zhin ɓa. 
MAT.7.3	Kniyi zhin hoi wo osha ɓiyi ɓo nkwo dna n ho zado wye hoi bwa gnilo n shinwan-knunuyi dna n ho wyeʼa? 
MAT.7.4	Ho ɓa mi ha gna ge, ‘Emi zado, fa ma gmi ho,’ sha ɓiyi ya nwye, to hoi gye wyeba lon, ntu ge shinwan-knunu dna lo n ho wye. 
MAT.7.5	Zakwoce-dnayi! La shinwan-knunu gmiya nho wye kpa, ha kpe wyeba gye ha bma ho zado zhin.
MAT.7.6	“To fa nya gyi-gyi-yi ga aza nukwoyi m, to ga aburutu nya manayi m. Ɓa ɓa kpe kwo apita, ɓa pmi da fye nsayi ɓa sa fye ya. 
MAT.7.7	Fye ɓa, aɓa ga fye nya fye ye! Fye zan shin, fye ɓa bwa! Je abagunya, aɓa gu aba ya. 
MAT.7.8	Ntu ge ezaho- zahoyi nwo a, wo zhin wa gwo. Zaho-zahoyi nwo zanshin, wo zhin wa bwa. N fya je aba, aɓa gu fye aba ya. 
MAT.7.9	Ndei eɓi nya wo dada bredi ɓo, wo ɓa ga wo kuta? 
MAT.7.10	Ndei wa nya wo ebmiya ɓo, wo ɓa ga wo owa? Awo! 
MAT.7.11	Ndei efye abugba kala-kpeyi, a laifi da, fye kpe shi fye ɓa ga efye aɓi anya manayi. To fya ku gna kpe ge, efye dada Shekwoyi ɓa ga aza anya manayi na nya wo nyin?
MAT.7.12	“Zhin aza shi ho ye ɓa zhin ho. Kwo nu zhin wuwu dna Musa owa.
MAT.7.13	“A ɓa bwa eshe mi lo eza ya du n na boknumi pma-pma yi nu. Zokwo palalayi lo anapi nya, okwa bokun- mi kuwa n mwa pata. Aza begye lo konu lo wato aza n ɓa kni zokwo fa-fayi. 
MAT.7.14	Ama wye-wyei abokunmi gba-gbayi, zokwo kuwa n pma-pmayi, aza fyewyi nu bwa kwo gye ɓai wan.
MAT.7.15	“Fye zhin pceiye na malami akata nya yi ɓa zhin ɓa ɓe ngye akni ntna ɓaina, ama n ɓa mi, a cam-cam nu ɓa ɓa gna fye ajeya laɓa. 
MAT.7.16	Fye ɓa mi fya kpe ɓa ye ntu ɓa aɓo zhinzhin ɓo, ngye shi fye kpe shinwan ye n kwo gyi-gyi-yi nyi. To fya gye nyi-nyi-wyi kwa dna fye do, fya gna gye knawuyi nu m, kwo gbayi fya gna shinwa nukwoyi m. 
MAT.7.17	A ɓa mi a kpe shinwan doho-dohoyi ye n kwo gyi-gyi-yi. 
MAT.7.18	Shinwan manayi ta mi kwa ga gyi-gyi nukwoyi m. Shi nukwoyi ta mi kwa ga gyi-gyi manayi m. 
MAT.7.19	Shinwan nkwo to ga gyi-gyi manayi m, a zhin a zun kwo ya a shekwo fi nʼna. 
MAT.7.20	Ntu ge akpe shin-wan ye, kwo eza, ntu oɓa gyi-gyi ɓo nɓa ga nyi.
MAT.7.21	“Aza vinya nu to n ho gye ɓa ge ɓa zhin a Yesu viyi nu m. Ɓa yi mi ge, ‘Dagayi, Dagayi’ ama ɓa ta lo she m, ntuge ɓenya gmanyi nu shi. Kwo ɓa vi emi Dada ɓeye lo n wo dna n ʼshe nyi. 
MAT.7.22	N wada wyi, aza mwa begye ɓei ci mi ge, ‘Dagayi, Dagayi yi ku ho nabari gna azaje har ya kun azafun nukwoyi ya n hoye yi, yi zhin aɓo wo-woyi n jesun.’ 
MAT.7.23	Ama mi ɓei ciɓa ge, ‘Fye kumi kala lo bwai. Fye to zhin maza nun, ntu ge fye zhin aɓo nukwoyi zhin yi nu.’
MAT.7.24	“Aza nɓa wo mi ɓeda ɓai vi kwo, ɓa zhin aza cece nu, ngye eza n wo mi nyakun tu na pma. 
MAT.7.25	Ko ogmayi zhi n mwa a nuwan yi ɓagye, asei ci n kala yi ɓayi lu nyakunyi, kwo ta miya m, ntu ge a mi kwo tu na pma nu.
MAT.7.26	“Ama aza n ɓa wo mi ɓeda to ɓai gye ɓa nuwan, ɓa zhin aza atnacei nu, ngye eza n wa mi nyakun tu na mwi. 
MAT.7.27	Ntuge she ogma zhi, a nuwan yi ɓa-gye, ase yi ci, kwa lu nyakun ye, koɓa miya gbidim-shi konyi a mi kwo tu na mwi nu.” 
MAT.7.28	Ca wo aza, ntu waʼazi ɓo n Yesu ɓo zhin nyi. 
MAT.7.29	Ntu ge wo ɓo wu ɓa ngye eza nu n wo ikwoyi, to wu ngye shi a Yahudawayi a tukwo da zhin ɓa wu ɓa nyi m.
MAT.8.1	Shi Yesu ɓo shin zhi n ʼpe, aza mwa begye ɓa vi wo shin zhi. 
MAT.8.2	Ho gye! Kuturu ɓelo. Wa ya shi wa ga Yesu mwa-mwa, wa gna, “Eza dnagmayi, n ha ye, ho ɓa mi ha kami gna.”
MAT.8.3	Yesu wa towo bwa wa gna, “Mi lla ye, gwo kagna.” Nsayi-sayi Ikuturu nyasan fa wo.
MAT.8.4	Yesu wa gna wo ge, “To kpe gni ha daɓo n zaho-zahoi yi m, lo ho wu hohin na malami aba, ha lo n nya gai shi, ngye shi Musa, wa da tu naza ɓo n kuturu nyasan ku ɓa fa, ntu seda ɓo naza ɓa gye ho la kagna bwa.”
MAT.8.5+MAT.8.6	 Yesu wa lo Kafarnafum, Romayi za-asoja tukwo da, wa ɓe wo aba wa gyi wo wye ge wo ɓe wo puwa wa ka wo ɓi gna n wo shi n nyasan yi, n nayi fi-fiyi.
MAT.8.7	Yesu wa gna, “E, miɓa ɓe ma ka wo gna.”
MAT.8.8+MAT.8.9	 A soja tukwoda ci ge, “Eza dnagmayi, mi to kunce lo ha ɓe mi puwan, (kwoi to zhin tile nu ha ɓe m.) Mi kpe lo ge n ha bwa ho nya gni ya ha cige, ‘Wo kagna.’ Emi fyenu ɓa bwa lafiya. Ntu ge mihin mi dna n iko sinta nu, aza lo n kpe n mi she. Mi n ikoi lo tu mi a soja tukwo, esa n ma gna eza deye ge lo, wa lo, eza do ɓe, wa ɓe. Ma ci mi fyenu nugbayi zhin deye, wa zhin. Mi kpe lo ho ikoi lo ha gna, wo nyasan ge kwo lo, kwa lo.”
MAT.8.10	Yesu wa kpe gni cei wo-wo. Wa igna aza yezhi. “Dna Israila kni vinya, mi to shin gye eza n gaiciya gai la yi m. 
MAT.8.11	Ma gna fye, abye do n mwa begye (ngye Romayi za ye) ɓa ɓei kun n nanyi laɓa ɓa ɓe Shekwoyi bemi, ɓa sase n Ibrahim yi, n Ishaku yi, n Yakubu yi.” 
MAT.8.12	Ama aza n obe zhin ɓa nya nyi, a ɓei ku ɓa she ya fi nwyegma, aba nɓa ɓei cibwi ɓai gyi anyikna.
MAT.8.13	Yesu wa gna Romayi soja tukwoda ge, “Lo apyi, kwo ku zhin ngye shi ha ga gaiciya.” Dna sahi, eɓi ho, wa kagna.
MAT.8.14	Yesu wa lo Bitrus puwa, wa gye Bitrus yezhi nyikwoza da wangye tu n gado, n nayi nagnu yi zagyi. 
MAT.8.15	Ama Yesu wa to wo bwa nyasan kwa wo fa, wa laka wa zhin ɓa- nyagyi.
MAT.8.16	N wyeshe yi aɓe nazafun nukwoyi dayi n Yesu aba, shi Yesu ɓo daɓo kawai azafun nukwoyi ɓa busi, anyasan yi vinya ɓa gwo kagna. 
MAT.8.17	Deye ɓo ku nu anabi Ishaya ɓo da ge, “Wa la eya nyasan tu wohin.”
MAT.8.18	Shi Yesu ɓo gye aza yezhi ɓai mwa, wa gna wa bara ge ɓa zhin shiri ɓa piya lo kmayi. 
MAT.8.19	Esa fyewyi a Yahudawayi Malami ho wa ɓe wa gna, “Malam miɓa vi ho abaho-bahoyi ha lo.”
MAT.8.20	Ama Yesu a ci ge, A cam-cam nɓa bai lo, alu nɓa ma yi lo, ama Emi, Masihu, to napi lo n mi ɓa dna imihim tukwo m.
MAT.8.21	Owo viyi ho wa je ci ge, “Zadnagmayi, pmi mi la mi dada bi kpa.”
MAT.8.22	Ama Yesu wa gna wo, “Vi mi n sayiye, Fa aza nɓa fi-fiyi dna n zafun ɓa bi aje.”
MAT.8.23	Wa lo dna n ʼya wa ya piya ɓedo n wa bara yi. 
MAT.8.24	Sa fyewyi ese kwa laka n kala yi n nuwan dokwo yi har to ai gye eya wye m. Ama Yesu ɓei la wangye.
MAT.8.25	Abara lo ɓa yi wo ge wo kun agyewyi ɓai nawyi ge, “Dagayi, gni yi! Gye yi ye ya bwi nuwan.”
MAT.8.26	Yesu wa ci ɓa ge, efye agaiciya-gai ɓi-ɓiyi da, kniyi nu zhin fyei wo edna? Wa laka wa gnakni ese, n nuwan yi, har ɓa ce pi.
MAT.8.27	Ce a wo abara ɓa nya ge, “Nkanu n za deye yi har ese n nuwan yi ɓai wo wo ɓeda?”
MAT.8.28	Shi ɓa ɓo si kmayi dna Gadara ʼkni a zafun nukwoyi da ngun aba ɓa shegun ɓa. Oɓa sese ba na vingwo nu, aza to ɓo zhin ɓa mi diya n bwayi m, ntuge ɓa ga aza wahala.
MAT.8.29	Ɓa ya aku fi, “Ho ye kniyi n ʼya, O Shekwoyi Nugun? Esa to si n ho ɓa ga yi wahala n cei kpa m.”
MAT.8.30	A burutu garke ɓei fyi ɓai gya nyagyi n kpai. 
MAT.8.31	A zafun nukwoyi a gna Yesu ge, “N ha kun yi ya, ha tnu yi na burutu garke yi.”
MAT.8.32	Yesu wa gna ɓage, “To fye kunya lo.” Ɓa knu na zahi ɓa lo fyi na burutu, aburutu vinya ɓa ku bwi nuwan. 
MAT.8.33	A burutu knayi ɓa busi lo zhimi n nabariyi ɓo kwa zhin. 
MAT.8.34	Aza vinya knu ɓe ɓa gye Yesu. Ɓa gna wo ge wo lo, wa ɓa kni fa ɓa.
MAT.9.1	Ntu cenu, Yesu wa lo eya wa je piya lo Kafarnafum, owa yi. 
MAT.9.2	Esa fyewyi aza ɓe n ʼɓi nayi fi-fiyi da yi ntu na pece. She Yesu ɓo gye ɓa gaiciya ga, wa ci eɓi nyasan yi ge “Nugun, laka! Miku oha laifi zhin gafara!”
MAT.9.3	“Tukwo-mwa,! Eza deye gna ge wo zhin Shekwoyi nu.” A Yahudawayi abyeda nu gna je lo nu. 
MAT.9.4	Yesu ɓei kpe a aɓonubozhin ye, Wa nya ɓa ge, kniyi nu zhin fyei zhin aɓo nukwoyi nubo a? 
MAT.9.5	“Kni dei nu gna wo lo fwa-fwa, a cige miku ha laifi zo, kwo kuwa a la ho kagna?” 
MAT.9.6	Ntu cenu, Ma wu fye ge mi iko yi lo dna na nyi ma zo alaifi, wa pmi da ɓi nyasan yi wa gna, “Lakala, kmi ha pece ha lo ho puwa.”
MAT.9.7	Eɓi ho wa laka woi gye agna wa lo wonya.
MAT.9.8	Odna wo azayezhi, shi aɓeye ɓo zhin ai gye ɓa la Shekwoyi tu she wa ga aza iko lo nu.
MAT.9.9	Shi Yesu ɓo zan-zan lo n zokwo yi, wa gye gadu gwoyi, Matta, n dna na gadu gwo ba. “Be ha ze mi bara,” Yesu nu gnawo lo nu. Matta laka wa gni lo nwoi.
MAT.9.10	Esa nu Yesu ɓei dna n wa bara yi ɓai gyi nyagyi, (n Matta puwa), azagyifiyi ɓei fi ɓo n zhin azhi-ɓeyi.
MAT.9.11	She a Farisiyawa yi ɓei gye ɓa nya Yesu abara ge, “Kniyi nu zhin efye Male yi ye wohin ɓedo n naza deye pya ya?”
MAT.9.12	Yesu wa gna ɓage, “A lafiya da ta zan shigbe da shin, sai anyasan yi. 
MAT.9.13	Fye lo fye zan aya ye awyega shin, ‘Mi ta ye sadaka lo n na nyaga yim, Mi ye fya ze asun-sun gye yi.’ Ma ɓe, ntu ge ma yi alaifi da ɓa ɓe Shekwoyi aba to ge aza n ɓa yi ɓahin ge aɓe-fyeceyi m.”
MAT.9.14	N wyihoyi Yohana batisma zhin yi abara ɓa ɓe Yesu aba ɓa nya wo ge, “Kniyi nu zhin to oha bara yi zhin azumi n gye yi ɓedo na Farisiyawa yi ma?”
MAT.9.15	Yesu wa nya ge, “Kwo bmiya lo mula ɓa anugundo ɓa wun bugba to ɓai gyi nyagyin, mulaɓai gnisun n ɓai? Ama esa ɓelo a la Miya n ɓa ba, n sayi nu n ɓa to ɓei gyi nyagyi m.
MAT.9.16	“Nyikanu ɓagu eje kwokwoyi ta n je woiwoyi ya? Ntuge kwo ɓei jesaya na tagu ba, oɓwo ko ladu n pata. 
MAT.9.17	Ko nyikanu ɓa fi nuwan shu-shuyi woi-woyi n pwakun kwokwoyiʼa? Nuwan shu-shuyi ye ɓa bma kwo har pwakun ɓa cepwo anab nuwan zeya. Sai dai a fi anab woi-woi n pwakun woi-woi, aɓa bwa ɓa pma vinya.”
MAT.9.18	Wo gni woi da ɓo, aduwa nyakun tukwoda ɓe wa yashi n Yesu a pita ba wa ga wo mwa-mwa: a gna wo, “Emi ɓi ye bwa fi nu, ama ho ɓami ha je wo wye-wyei ga, ndei ha ɓe ha to wo bwa.”
MAT.9.19	Yesu nwa bara yi, ɓa gni lo n woyi. 
MAT.9.20	Ɓai ye filo n zan yi mi, Nyikwoza ho wo yi ku eye bwa awo-cei-aba ami yi zewo ya, wa lo wa to Yesu je kpe bwa. 
MAT.9.21	Ntu ge wo ɓo zhin nubo ge, “Ko ma bwa wo bwa to-to, miɓa kagna.”
MAT.9.22	Yesu wa pmiwye ya wa gye wo wa gna, “Nyigun, bugba bui-bui! Eho gaiciya ga la ho kagna!” Nyikwozahi wa bwa lafiya nsayi-sayi yi.
MAT.9.23	Esa nu Yesu ɓo si tukwodayi puwa, wagye azai nawyi, ai gyi afi-nya, 
MAT.9.24	Wa gna, “A kun ɓaya, ntu ge ɓinyinkwoyi deye to fi m, ama wowan gye nu.” Aza ma wo san, ɓai kpe wa gye. 
MAT.9.25	She aza ɓo la za kun ya zhi n bmi, Yesu wa lo aba n ɓinyikwoyi ɓo dna, Yesu wa tabwa shi wo, wa je wye-wyei bwa. 
MAT.9.26	Nabari kwagnami n ekniyi vinya ntu aɓo wowo yi ɓo n Yesu ɓo zhin nyi.
MAT.9.27	Shi Yesu ɓo gmi n puwa yi, awyebwayi ngun aba, ɓa vi wo ɓe ɓai gna, “Osu Dauda Nugun, gye yi sunsun.”
MAT.9.28	Wa pmi wa to ɓa wye bwa wa gna, “Ntu fye gaiciya ga ɓo, fye gye wyeba!”
MAT.9.29	Wa pmi wa to ɓa wye bwa wa gna, “Ntu fye gaiciya ga ɓo, fye gye wyeba!”
MAT.9.30	Nsai-sayi, ɓa gye wyeba, Yesu wa tu ɓa gbe ge, ɓa to gna zaho-zaho yi m. 
MAT.9.31	Ama to ɓa ce pyi m, sai ɓa da nabari laɓa n zhimi.
MAT.9.32	Yesu wa laka ɓo, wa she gun takpeɓeda, ntu ge azafun nukwoyi ɓo fi wo. 
MAT.9.33	Yesu wa kun ɓaya, zahi wa ya ɓeda da. Ca wo aza yezhi n mwa ɓai gna, “Yi to shin aɓeye gyem.”
MAT.9.34	Ama a Farisiyi ɓa gna, “Nya ko zhin woi kun azafun nukwoyi ya nyi, ntu ge wo ɓai lo n wohin, Shetan dna lo n wo mi, azafun nukwoyi su.”
MAT.9.35	Yesu wa zan laɓa na zhi ɓiyi n na azhi dnagmai yi woi wu aza dna na Yahudawayi aduwa nyakun, woi danabari manayi ntu Shekwoyi ebe mi ɓo woi ka anyasan gna abaho-bahoi n wa lo. 
MAT.9.36	Aza sun-sun a wan wo, ntu ge ɓaɓo na ɓei mwa begye to akpe shi ɓa ɓa zhin ko aba n ɓa-ɓa lo ntu bmazhin ɓom, n wu gye akni ntna knayi.
MAT.9.37	Wa gna wa bara ge, “Wyido lo mwa ama atnu-tnuyi bwa sun lo fyewyi nu. 
MAT.9.38	Fye zhin aduwa ga Dagayi wyido nya watnu n na tnu-tnu zhin-yaje yi nwo fwa.”
MAT.10.1	Yesu wa yi wa bara awo-cei-aba wa ga a iko a kun azafun nukwoyi ya, ɓai ka anyasan doho-dohoi pya gna.
MAT.10.2+MAT.10.3+MAT.10.4	 Owa bara aye nu nyi:
MAT.10.2+MAT.10.3+MAT.10.4	Siman (ai je wo yi ge Bitrus),
MAT.10.2+MAT.10.3+MAT.10.4	Andrew (Bitrus zado),
MAT.10.2+MAT.10.3+MAT.10.4	Yakub (Zebedi nugun),
MAT.10.2+MAT.10.3+MAT.10.4	Yohanna (Yakub zado),
MAT.10.2+MAT.10.3+MAT.10.4	Filibus,
MAT.10.2+MAT.10.3+MAT.10.4	Bartalomaus,
MAT.10.2+MAT.10.3+MAT.10.4	Toma
MAT.10.2+MAT.10.3+MAT.10.4	Matta (Godu goyi),
MAT.10.2+MAT.10.3+MAT.10.4	Yakub (Alfis nugun),
MAT.10.2+MAT.10.3+MAT.10.4	Siman (Siyasa da),
MAT.10.2+MAT.10.3+MAT.10.4	Yahuda Iskariyoti (eza wo ɓo kun Yesu nyi).
MAT.10.5	Yesu wa tnu ɓa wa gaɓa gbe ge, “Fye to lo abyedo aba kwo a Samariyayi aba m. 
MAT.10.6	Fye bwa a Israila yi abanu lo, akni bwi-bwiyi. 
MAT.10.7	Lo fye gna ɓage, Shekwoyi ebe la wo vi-vi. 
MAT.10.8	Fya ka anyasan yi gna, fya ku a fi-fiyi kala, fya ka a kuturu gna, fya kun azafun nukwoyi ya. Fya gacauta, shi fya gwo cauta.
MAT.10.9	“Fye to lo na gyiwyei shi m. 
MAT.10.10	Fye to la pwakun, ko aje do, kwo abuada, kwo busi zan-zan nya: Ntu ge aza n fye lo fye bma ɓa zhin nyi ɓa ɓa ga fye nyagyi. 
MAT.10.11	Esa nu fya lo ezhi yakwo ko ezhi ɓi-yi, fye zan Shekwoyi za shin fya fyi n wo puwa har esa nu fye ɓakun n ʼzhi yi, fya lo ezhi do. 
MAT.10.12	Esa nu fya nya ɓo ntu ge a ye ge fye lofi; fya ku ze anugundo. 
MAT.10.13	N fya gye Shekwoyi za puwa nu, fya tu ɓa anabarka, nto lo nu n, fya ku fye anabarka shi. 
MAT.10.14	Ezhi doho-dohoi, kwo puwa n fya lo, to kwa gwo fye m, fya lu abwi-tukun ya n fya pita fya kun. 
MAT.10.15	Gaiciya! N wada wyi yi, Sodom n Gomora yi ɓo ku du ɓa n sauci bwa.
MAT.10.16	“Mi tnu fyei ngye akni fi na cam-cam tasin. Fye la ce ngye awa, ntna ɓaina ngye a lukpe. 
MAT.10.17	Ama mi ye fya kpe ge a ɓa wan fye, ai da fye wa, ai iu fye fi na aduwa nyakun. 
MAT.10.18	E-har ma fye ɓa gni-agni n gwamna abye ɓedo asuyi ntu ʼMi ʼye ɓo. Deye kwo ɓei ga fye sa ntu ge fya zhin mi saida n ɓa bye ɓedo n na nyi yi vinya.
MAT.10.19	“Sa na wan fye, fye to wo dna n ɓoi fye ɓa da n na wada ba m, ntu ge aɓei wu fye ɓo fye ɓada n ko sai. 
MAT.10.20	Ntu ge efye nu ta da ɓo m, ama zafun efye Dada nya n wo dna ʼshe nyi, wo ɓa daɓo n fye gbe yi.
MAT.10.21	“Eza ɓei bwi wo zado har efi, adada ɓei bwi ɓa ʼɓi. Aɓi ce ɓei kuka da ɓa dada har koi zhin ɓa fi. 
MAT.10.22	Aza ɓei wun fye nu, ntu ge fye zhin ma nya nu. Amma eza n wa mi gni har nyalo-nyalo, wo ɓa pwo.
MAT.10.23	“Ndei a ga fye wahala n ʼzhi, fya kun fya lo ezhi do, miɓa jeze ɓe kafin fye zo azhi zan vinya. 
MAT.10.24	Makaranta ɓi to du wo malamin, ko fyenu ntu wo pida tukon. 
MAT.10.25	Makaranta ɓi zhin wa ɓe wa sun ngye wo malami, fyenu lo nu ngye wo pida. Ntu cenu, shi ɓa ku mi yi ge ‘Shetan’, n mi zhin fye Dagayi nyi, balle efye! 
MAT.10.26	Ama fye towo aza dna n ɓa ga fye wahala nyi m. Ntu ge esa ɓe lo n gaiciya ɓa da kwohin: eɓa asiri a kpeya pei-pei.
MAT.10.27	“Enya n mi gnafye dna n wyegmaa nyi fye la begye tu fya da kwo n nyipyei yi. Aɓo sanya n mi gna fye nyi fye knitu n nyakun she fya da ɓa.
MAT.10.28	“Fye to wo aza dna n ɓa wu fye anayi kawai m, ama fye wo Shekwoyi dna n wo nu ikoyi wa wu nahi ɓedo n wye-wyei dna n na napyi. 
MAT.10.29	Gbakolowyi (asi ɓa akninya? Ngun aba kabo?) Doho-dohoi to lo n kwo ɓa fi to efye Dadai kpe kwo ɓo m. 
MAT.10.30	Efya tukwo-yi kudo-kukui lo vinya. 
MAT.10.31	Ntu ce nu fye to damun, fye du agbakolowyi lo ampanyi.
MAT.10.32	“Eza n wa da Mi ɓo pei-pei na za ʼba ge Mi zhin wo nugundo nu, Mi hin miɓa da wo ɓo ge wo zhin mi nugundo nu n Mi Dada abye, wo dna ʼshe nyi. 
MAT.10.33	Ama eza n wa nama ɓo, mi hin miɓa nawo aɓo n Mi Dada abye, n wo dna ʼshe nyi.
MAT.10.34	“Fye to gye ge ma ɓe, na sese lafiya nyai nu n nanyi mi m, sai ebe yako. 
MAT.10.35	Ma ɓe ntu ge ma zhin nugun wa zhin gaba n wo dada yi. Nyigun wa zhin gaba n wo ʼya yi, tnayi wa zhin gaba n wo viya yi. 
MAT.10.36	Eza nuwun-yi ɓa bwa jekun n wo puwa nu. 
MAT.10.37	Ndei ho ye ho dada n ho ʼya yi n dumi, ho to kunce lo ha ze mi nya m. Ko ho ye ho nugun ko nyigun n du mi, ho to kunce lo ha ze mi nya m. 
MAT.10.38	N ha gnage ho ta la ho zundu ha vi mi m, ho to kunce lo ha ze mi nya m.
MAT.10.39	“N ha kpema ho wye-wyei, ko ɓa ho bwi, ama n ha ga ko ntu mi ɓo, kwa ho pwo.
MAT.10.40	“Aza n ɓa gwo fye, ɓa gwo mi nu! Aza ɓa gwo mi, ɓa gwo Shekwoyi nu n wa tnu mi nyi. 
MAT.10.41	N ha gwo anabi ntu ge wo zhin Shekwoyi za nu, ho ɓei gwo lada dai-dai n anabi yi. N ha gwo aza manayi kwo aɓefye-cei ntu ɓa ɓemanayi zhin ɓo, ho ɓei gwo lada dai-dai n ɓai.
MAT.10.42	“Efye n fye zhin Ema tukwo shanyi, nfya ga eɓi nawyi nuwan fu-fuyi, lallai fye ɓa bwa lada.”
MAT.11.1	Shi Yesu ɓo ku nya zo wa bara wu, ɓa kuka ɓalo azhi yakwo, ɓai zhin waʼazi n ɓa ɓei ku shiri zhin ɓa lo nyi.
MAT.11.2	Yohanna batisma zhin-yi, woi dna n kurkuku, wa wo aɓo wo-woi n Masihu zhin lo, wa tnu wa bara ɓa nya Yesu ɓo, 
MAT.11.3	Oho nu zhin eza n yi pmi, kwo yi ye tuwye na bye na?
MAT.11.4	Yesu a gna ɓa, “Fye lo fye gna Yohanna aɓo awo-woyi n fye ku gye mi zhin: 
MAT.11.5	Awyebuayi ɓai gye wyeba, aza bmazhi ɓai zan-zan, akuturu ɓai gwo kagna, atnubua-gunayi ɓai wo ɓeda, azafi yi bwa wye-wyei, fye gna wo mi Nabari manayi ɓo, n Mi da na wyekwoyi aba nyi. 
MAT.11.6	Fye gna wo ge, ʼanabarka nu nazayi n ɓa ta zhin shaka ntu mi ɓo m.”
MAT.11.7+MAT.11.8	 Shi ɓa ɓo kuka, Yesu wa ya ɓeda tu Yohanna tukwo. “Esa fye ɓo lo zhabui ntu ge fya gye Yohanna, fye ɓo gye ge aɓo gye wo wuna? Ngye agbegbe n ese ci n ɓai nyi? Kwo fye ɓo gye ge fye ɓa gye eza na jei kpe ngye ʼsu nugun na? 
MAT.11.9	Ko fye ɓo wyei tu n anabi Shekwoyi nya na? E, woi du anabi lo. 
MAT.11.10	Ntu ge Yohanna nu na ɓo da wo ɓo dna n Alkawali kwo-kwoyi ge, tnu-tnu yi n wo ɓa ɓe n ma bye, wa gna aza emi ɓeɓe ɓo, wa zhin zokwo aba.
MAT.11.11	“Gaiciya, dna aza vinya na la ɓa luma, zaho to n buzagna yi ngye Yohanna m, du-du lonu, buzagna ɓi-ɓiyi n Shekwoyi ʼbe mi, kwo ɓei la du wo! 
MAT.11.12	Tunyi, esa nu Yohanna ɓo ya waʼazi zhin ɓedo n batisma yi har n sayi, aza mwa begye lo ɓai ɓe Shekwoyi ebe mi. 
MAT.11.13	Ntu ge Musa owa ɓedo anabi yi oɓa vinya ɓo na wyeyi shi nabye ntu Masihu ɓeɓe ɓo. Yohanna pmi wa ɓe. 
MAT.11.14	Ndei fye ye lo fya kpe ɓeye n mi da, wonu zhin Iliya, eza nu anabi ɓei gna wo ɓa ɓe (n Shekwoyi ebe ya sa.) 
MAT.11.15	Ngye fye na tnubua ɓowo nyai lo, fye wo n saiye.
MAT.11.16	“ ‘Miɓa da ge na tu naɓe ye tukwa? Aza deye wu lo ngye aɓi fan awye ɓai yi aje ge anugundo ɓiyi, 
MAT.11.17	Ya fan awye ngye yi pa mula, ta da fye m, ya fan awye ngye yi biza, to fya zhin bugba zhi-zhiyi m.’ 
MAT.11.18	Ntu ge Yohanna to ɓei sin nuwan shu-shuwuyi eje m, saho to wa gyi nyagyi m, ama fya gna wo zhin nyazei nu. 
MAT.11.19	Emihin, Masihu, mi gyi mi sin, fya da gnunu-gnunu ge, mi zhin fwanada nu mwa, miyi zan na laifi nukwoi da yi. Ama efye aza cece, fye kpe shi fye kna fyehin a pita nfye tna gaiciya doho-dohoyi.”
MAT.11.20	Wa pmi wa ya aɓeda bugba wunya da, tu na zhi tukwo aba wo ɓeyi ku aɓo wo-woyi zhin, ama dudu lonu to ɓa ga Shekwoyi gaiciya m. 
MAT.11.21	“Aiya n fya ba Korazi, aiya njesun n Ɓaisaida aba, Ntu ge aɓo wo-woyi n mi ku zhin n fya ba nyi, aɓoi gna ɓa zhin ɓa lo nu n Taya ɓedo Saida yi ɓa ɓei ɓa ku ye abui sapa-sapa dna vinyikwo n tukwo gba yi.
MAT.11.22	“Gaiciya, Taya n Saida yi ɓei gna fye bmiya zhi n wada wyi yi. 
MAT.11.23	Kafarnahum n kohin, n na koi latu nyi, kwo ɓei lo ʼna! Ntu ge aɓo awo-woyi n ma zhin n ha ba nyi ai ya gna a zhin ɓa n Sodom nu, kwo ye ɓei ye lo naiye.
MAT.11.24	“Gaiciya Sodom ɓei la gna fye bmiya shi n wada wyi yi.”
MAT.11.25	Yesu wa zhin aduwa ge, “O Dada, Dagayi, eshe nya n ʼkni yi, ma gode ngye shi ha so gaciya naza ba nɓa gye ɓahin tukwo ge aza ceceyi nu, ha wu ko naɓi nawyi aba. 
MAT.11.26	E, Dada kwa da ho nu ha zhin ko lo nu.
MAT.11.27	“Emi Dada ku anya vinya fa fi n ma kun. Dada gmanyi wo nu kpe Nugun ye, Nugun ce wa kpe Dada fye ɓedo naza yi n Nugun wu ɓa Dada. 
MAT.11.28	Fye ɓe maba miɓa ga fye sun-sun, efye nu n fye naya shan-woi kpe. 
MAT.11.29+MAT.11.30	 Fye la ma kaya, ɓa wo lo fafa miɓa wu fye ge mi zhin eza hankali da nu n bugba sun-sun gye nya yi, efye wye-wyei ɓa bwa sun-sun. Ntu ge mi ta ga za akaya shan-wo yi m.”
MAT.12.1	Nwyihoi, n satiwyi yi, nyipyei na Yahudawayi zhin ɓa la Shekwoyi tu, Yesu wa sadu na wyizhin n wa bara yi. Mikun ɓei ku ɓa gun, ɓa ya awyi shin bma ɓai wu kpe na bwada ɓai gyi.
MAT.12.2	Ama shi a Farisiyi ɓei gye lo nu, ɓa gna, “Oha bara la owa zungna. Ɓai do-wyi n Satiwyi yi.”
