MAT.1.1	Jesukristo mräkä känekäne jrei Davikri amne Abrahamkri abko nere:
MAT.5.25	Mdakäre abko, nane rürümon ütiä mabti ni mdakwe abtä ni ye jata niken ma kite ngise kritoboye angwane, mun ngämi nebe kritobo känti, känenkri makwe kukwe ükate ben, niara ñan rikadre ma ngwena kritobo känti abkokäre, ñobtä ñan angwane makwe ñan nuendre kore ne ngwane, nane ni ye rikadre ma ngwena nebe kritobo ngwärekri amne kritobo abko käkwe ma kitadre ngise guardiaye amne nane guardiakwe ma kitadre ngite kä teri. 
MAT.5.26	Ye känti abko makwe ñan ngwian biandre täte jökrä ja ütiäre, känenkri ma ñan tikadreteta jire chi abko ti tö nibi niei metre munye.
MAT.5.27	Mdakäre abko, Ngöbö Kukwei tä tikani abko mun tärä kukwei nuen abko krörö: Mata gure, makwe ñan ja mika gure bati bati abko niebare kore. 
MAT.5.28	Akwa ti abko bike niere krörö munye: Nire nire käkwe meri tuadre ja käne amne tö rabadre ie jakrä, ni ye käkwe meri ye mirira ja ken ja töite, aisete ngite Ngöböye abko tita niere munye. 
MAT.5.29	Ne aisete, ma okwä küde ruenkri, köböite makwe ja mika ngite Ngöbö rüere ne ngwane, ma okwä ye makwe dianka mento jae, bti makwe kitaka mobe, ñobtä ñan angwane ma ngrabare chi ye abko diandrekä mento ye abko rabadre bäri kuin makrä amne ñan ma ngrabare rikadre ngöi jökrä kä ja tare nikakrä känti. 
MAT.5.30	Erere arato, ma kise ruenkri, köböite makwe ja mika ngite Ngöbö rüere ne ngwane, makwe ja kise ye tikaka ta, bti makwe kitaka mobe mentokwäre, ñobtä ñan angwane ma ngrabare chi diandrekä mento ye abko rabadre bäri kuin makrä amne ñan ma ngrabare rikadre ngöi jökrä kä ja tare nikakrä känti.
MAT.5.31	Mdakäre abko, kukwe diribare krörö Ngöbö Kukweibtä abko garera munye: Nire nire tö rabadre meri kwe tuaimetre, ye ngwane täräkwata biandre kwe merire kweye, niarata merire kwe ye tuemetre era metre abko mikakrä gare. 
MAT.5.32	Akwa ti abko käta niere krörö: Meri ja mike ngite ñakare brare mda mdabe, akwa brare kwe käkwe tuadremetre, ye ngwane merire ye käkwe ja mikadre gure brare mdabe angwane, ni gure käta ja mike ngite bati bati ni mda mdabe, ye kwrere brare käne köböite meri ye rabadre ja mike ngite. Erere arato, meri tuanimetre brarekwe, ye ben ni mdakwe ja mikadre gure ne ngwane, ni gure käta ja mike ngite bati bati ni mda mdabe, ye kwrere ja mikadi ngite kwe.
MAT.5.33	Mdakäre abko, kukwe niebare mun mräkä kirakiraye abko munkwe kukwei nuanina arato abko krörö: Jändrän jökrä rabadre bare täte mae mata niere ni Dänkien käbti, ye erere makwe ja kukwei mika täte jökrä, käkwe ñan ja kukwei kitadre temen, niebare kira. 
MAT.5.34	Akwa ti abko käta niere krörö munye: Munkwe ñan ja kukwei bian jändrän käbti. Erere arato, kä käinta se käbti tita ja kukwei bien, munkwe ñan nie, ñobtä ñan angwane Ngöbö abko tä gobrane kä käinbti yete, aisete bäri ütiäte. 
MAT.5.35	Erere arato, kä temen ne käbti tita ja kukwei bien, munkwe ñan nie, ñobtä ñan angwane kä temen ne abko Ngöbökwe arato. Erere arato, Jerusalén se käbti tita ja kukwei bien, munkwe ñan nie, ñobtä ñan angwane juta Jerusalén abko juta Jrei kri Ngöbökwe kräke, aisete bäri ütiäte arato. 
MAT.5.36	Mdakäre abko, mun dokwä jen munkwe ye käbti, munta ja kukwei bien, munkwe ñan nie, ñobtä ñan angwane mun di ñakare jire ja dokwä drüen mikakäre krati ngwen amne drüne. 
MAT.5.37	Ne aisete, munkwe “jän” nie ne ngwane, munkwe “jän” nie kwatibe; munkwe “ñakare” nie ne ngwane munkwe “ñakare” nie kwatibe arato. Yebti munkwe kukwe mda niedre ne ngwane, munkwe ja mikadre ngite.
MAT.5.38	Ngöbö Kukwei tä tikani abko mun tärä kukwe nuen abko krörö: Ni iti käkwe ni okwä diandrete ne ngwane, niara okwä diandrete ie ja dokwäre arato. Erere arato, ni tu diandrekä kwe ne ngwane, tu diandrekä ie ja dokwäre arato abko munkwe kukwe nuani. 
MAT.5.39	Akwa ti abko käta niere krörö munye: Nane ni mdakwe kukwe nuen blo ma rüere, akwa makwe ñan ja ngie mika amne jirekäbe makwe jändrän kuin nuen krörö kräke: nane ni mdakwe ma meta ngwäre küde ruenkri yebtä ma mikakäre ngwarbe jae, ne ngwane makwe ja ngwäre kwäräkri mika ie. 
MAT.5.40	Erere arato, nane ni mdakwe ma kita ngise, bti tö raba dän denkä ötati makän ne ngwane, dän mdara jire makwe, ye makwe bian ie arato. 
MAT.5.41	Mdakäre abko, nane ni mdakwe tribe ngwiamna milla krati jakrä mae ne ngwane, ja moto kuinbti ma rika tribe ngwena milla krobu kräke. 
MAT.5.42	Erere arato, nane ni mdakwe jändrän makwe kärä mae angwane, makwe bian ie. Nane ni mdakwe jändrän kärä ütiädre mae ne ngwane, makwe bian ie abko ti tö niei kore munye.
MAT.5.43	Mdakäre abko, Ngöbö Kukwei tä tikani abko mun tärä kukwe nuen abko krörö: Makwe ma mräkä tare amne ma rüe abkobtä makwe bätä ngwian abko munkwe kukwe nuanina kore. 
MAT.5.44	Akwa ti abko bike niere krörö munye: Munkwe mun rüe tare amne nire nire tä näin kisere mun jiebti mun mikakäre ja tare nike, ye abko kräke munkwe blita Ngöböbe. 
MAT.5.45	Munkwe nuendre kore ne ngwane, mun Rün tä kä käinbti sete, ye kwrere mun rabadi amne mun rabadi niara ngäbriänkäre era metre arato. Munkwe nuendre kore, ñobtä ñan angwane mun Rün kä käinbti tä ñänä mike nüke käin ye abko tä trä ngitiekä jökrä ni käme kräke amne ni kuin kräke. Erere arato, tä ñü mike näkäen temen, ye abko ni nünanka metre niara ngwärekri kräke tä näkäen amne ni nünanka käme niara rüere kräke tä näkäen arato.
MAT.5.45	Mun Rün abko käta ni jökrä tarere kore, ye kwrere munkwe nuendre arato, 
MAT.5.46	ñobtä ñan angwane ¿nire nire käta mun tarere ye aibe munkwe taredre angwane, Ngöbökwe ütiä biandi munye, munta nütüre ya? Ñakare, ñobtä ñan angwane nitre ngwian käräkä gobran romanobokrä abko tä nebe tuen käme dikaro munye, ye abko tä nuene kore abko kwrere munkwe nuendre siba. 
MAT.5.47	¿Erere arato, mun mräkä aibe ie munkwe köbö ngwiandretari, ye angwane munta jändrän nuene bäri kuin ni mdakrä ya? Ñakare, ñobtä ñan angwane nitre ñakare israelitare abko tuen ngututure munye abko käta nuene kore, ye kwrere munkwe nuendre siba. 
MAT.5.48	Ne aisete mun Rün kä käinbti abko kuin era metre, ye kwrere munkwe nüna.
MAT.6.1	Mdakäre abko, munkwe ñan jändrän kuinkuin nuen tuadre ni jökräye ja bä mikakäre kuin ni mda mda okwäbti, ñobtä ñan angwane munkwe nuendre kore ne ngwane, mun Rün tä kä käinbti ye käkwe ñan sribi ye ütiä biandre jire chi munye. 
MAT.6.2	Ne aisete munkwe jändrän bian ni bobre die mikakrä angwane, ñan mun rika niere kä jökräbti temen kwäräkwärä mikakäre gare. Nitre ja bä mikaka kuin käta jändrän bien kore amne tätre niken mike gare sinagogate amne tätre niken ji ngrabare temen mike gare. Yebtä abko ni mda mda käkwe niaratre käikitadrekä abkokäre tätre nuene, aisete tätre jändrän kuin nuene kore, ye abko ütiä nena kwetre abko tita niere metre, aisete munkwe ñan jändrän nuen niaratre kwrere. 
MAT.6.3	Ne aisete nane munkwe ni bobre die mika angwane, makwe ñan nie jire chi ma kukwe muko bäri kuinye, 
MAT.6.4	akwa makwe nuen kaibe kä bube. Makwe nuendre kore ne ngwane, ma Rün, ie jändrän kaibe tiebe tuen, ye käkwe sribi makwe ye ütiä biandi mae.
MAT.6.5	Mdakäre abko, mun rika blite Ngöböbe angwane, nitre ja bä mikaka metre tä niken blite krikri Ngöböbe sinagogate. Erere arato, tätre nebe nünaninkä jibtä blitare Ngöböbe. Ye abko, ni jökrä käkwe tuadre blite Ngöböbe, ie töta nebe, käta nuene kore. Ye kwrere munkwe ñan nuen, ñobtä ñan angwane tätre nuene kore ye abko ütiä nena kwetre abko tita niere metre munye. 
MAT.6.6	Ne aisete, ma rika blite Ngöböbe angwane, makwe ja ketaka kaibe kä teri gwi, käkwe jukwe dika jabti, bti ma Rün Ngöbö tuen ñakare mae, ben makwe blita kaibe angwane, ma Rün ie jändrän nuenta kaibe makwe abko tuen, käkwe ütiä biandi mae. 
MAT.6.7	Erere arato, mun rika blite Ngöböbe angwane, nitre ñakare israelitare tä kukwe arabe niere bäre bäre, yebtä abko ngöbötre ngwarbe käkwe kukwe nuadre amne die mikadre kwetre tä nebe nütüre, aisete tätre blite kore, ye kwrere munkwe ñan blita Ngöböbe amne munkwe ñan kukwe arabe nie bäre bäre ngwarbe. 
MAT.6.8	Munkwe ñan ja mika niaratre kwrere, ñobtä ñan angwane munta dre dre mdei nike, ye mun ngämi kärere mun Rünye, ye känenkri tärä nebe gare ie. 
MAT.6.9	Ne aisete, munkwe blitadre Ngöböbe angwane, munkwe blitadre krörö ben:
MAT.6.9	Nun Rün kä käinbti, ma aibe kä raba mikani ütiäte ni jökräkwe.
MAT.6.10	Jakwe gobrane nun ngätäite nete.
MAT.6.10	Erere arato, ma töta nebe dre dre nuein kä käinbti, erere tä nebe bare täte jökrä, ye kwrere raba nebe bare täte jökrä kä nebtä arato.
MAT.6.11	Mdakäre abko, makwe mrö bian täte nünankrä nunye mtare.
MAT.6.12	Amne ni mdata ja mike ngite nun rüere abko nunta den bti ta, ye kwrere makwe nun ngite ma rüere, ye dianka mento nunbtä arato.
MAT.6.13	Amne kukwe kämekäme tö nun nuaite ja käne ma rüere, ye känti makwe ñan nun jie ngwian.
MAT.6.13	Akwa makwe nun ngibia nun rüe diablu ngäniene, ñobtä ñan angwane ma aibe tä gobrane amne ma aibe di kri amne ma aibe raba käikitaninkä kärekäre. Abko kore se. Amen.
MAT.6.14	Munkwe blitadre kore Ngöböbe, ñobtä ñan angwane ni mda tä ja mike ngite mun rüere angwane, munta den jökrä bti ta ne ngwane, munta ja mike ngite Ngöbö mun Rün rüere, ye mun Rün kä käinbti käkwe diandikä jökrä mento munbtä arato. 
MAT.6.15	Akwa ni mda tä ja mike ngite mun rüere abko munkwe ñan diandre bti ta amne mun rabadre romon janknu kräke ne ngwane, mun ngite Ngöbö rüere, ye mun Rün kä käinbti käkwe ñan diandrekä mento munbtä arato.
MAT.6.16	Mdakäre abko, munkwe ja bäin Ngöbökrä angwane, munkwe ñan ja bä mika diäne nitre ja bä mikaka metre käta nuene ye kwrere, ñobtä ñan angwane nitre bikaka metre, ye tätre ja bäine angwane, ni jökrä käkwe gadre, abkokäre tätre nebe ja bä mike diäne tuadre ni mda mdaye, akwa tätre nuene kore ye abko ütiä nena kwetre abko tita niere metre munye. 
MAT.6.17	Ne aisete makwe ja üka bäin Ngöbökrä angwane, makwe ja ngwäre bätäte amne makwe ja ükate kuin. 
MAT.6.18	Mata ja bäine ye ñan gadre mabtä ni mda mdakwe amne, ma Rün tuen ñakare mae aibe käkwe gadre kaibe, abkokäre makwe nuen kore. Ye ngwane abko ma Rün, ie jändrän kaibe tiebe tuen, ye abko käkwe ütiä biandi mae.
MAT.6.19	Mdakäre abko, munkwe ñan jändrän ütiäte kri ükakrö kabre jakrä kä nebtä, ñobtä ñan angwane kä u käta jändrän juen ngwarbe. Erere arato, jändrän tä niken ngwarbe amne gokä tä niken jändrän goire, aisete munkwe ñan jändrän ükakrö kabre jakrä kä nebtä. 
MAT.6.20	Akwa jändrän kuinkuin ütiäte krikri rabadre bäri kabre munkrä kä käinbti abko kräke munkwe sribi, ñobtä ñan angwane kä käinta kä u ñakare jändrän rüere, erere arato jändrän niken ngwarbe ñakare amne ni gokä ñakare arato, aisete munkwe sribi jändrän kä käinbti ye ükakrökäre kabre jakrä, 
MAT.6.21	ñobtä ñan angwane jändrän ütiäte krikri tädi ükani mdente jakrä munkwe, ye känti mun töi tädi arato.
MAT.6.22	Mun okwä abko ñotra kwrere munkrä. Ne aisete ma okwä kuin dirare ne ngwane kä trä kuin tä tuen mae, ye kwrere abko ma töita mikani kwatibe Ngöböbti ne ngwane, Ngöbö trä kuin tä nüke gare kuin mae. 
MAT.6.23	Akwa ma okwä käme ne ngwane, kä rabadi tuen kä iko kwrere ma bäre temen mae, ne aisete kä trä ngwen tärä mabtä, akwa kä trä ye rabadre tuen drüne kwrere mae, ye abko kä iko ara jire abko rabadre tuen bäri drüne mda mae. Ye kwrere ma töi ñan tä mikani kwatibe Ngöböbti ne ngwane, bäri ma rabadre nüne kä ikote amne Ngöbö trä kuin ñan rabadre nüke gare jire chi mae.
MAT.6.24	Mdakäre abko, ni ñakare jire abko rabadre sribire bkänkä nibu kräke ja näire, ñobtä ñan angwane sribi bkänkä iti rabadre tare kwe amne mdabtä mätä rabadre; iti kukwei mikadre täte jökrä kwe, akwa mda abko ñan kukwei mikadre täte kwe. Ne aisete ni ñan raba ja töi mike kwatibe sribire Ngöbökrä, ja töi mikare kwatibe ngwian ganankrä kwärä jae.
MAT.6.25	Ne mden kisete, ti bike niere krörö munye: Munkwe mrö ño kwetadre nünankrä amne munkwe dre ñadre tomnane nünankrä jae, yebtä munkwe ñan töbika dikaro. Erere arato, munkwe dän ño kitadre jabtä, yebtä munkwe ñan töbika dikaro, ñobtä ñan angwane nita nüne kä nebtä angwane, nünandre metre Ngöböbe abko bäri ütiäte mrökrä amne ni ngrabare ye abko bäri ütiäte dänkrä, aisete munkwe ñan töbika krübäte dikaro jändrän yebtä. 
MAT.6.26	Nukwä tä nikenkä käinta, se mika ñäräre munkwe. Nukwä tä nura nökö ñakare jakrä amne tä ngwä ötö ñakare arato amne ju ñakare kwe mrö ükakrä jakrä, akwa mun Rün kä käinbti käta mrö bien ietre kwetadre. Mun abko bäri ütiäte nukwä kräke, ¿se abko mun Rün käkwe ñan mrö biandre munye ya amarebti munta töbike krübäte dikaro se? 
MAT.6.27	Munkwe ñan töbikadre krübäte dikaro kore, ñobtä ñan angwane ni tö rabare ja tuai bäri kri, akwa di ñakare ja mike niren taiti mda kukwäne.
MAT.6.28	Mdakäre abko, ¿ñobtä munta töbike krübäte dikaro dänbtä jakrä se? Kri blü tä niren ño, yebtä munkwe töbika. Tä sribire ñakare jakrä, tä dän dike ñakare jakrä, 
MAT.6.29	akwa jrei kri Salomón abko nämane jändrän jökrä tuäretuäre bkäne, akwa dän tuäretuäre kri blü se kwrere abko Salomónkwe kitani ñakare jabtä. 
MAT.6.30	Kri blü tä neme jötrö köböitibe, abti jändrinane angwane mikata ngire ñukwäte, akwa Ngöböta ngibiare kuin, ¿ye mun abko ie dän ñan biandre Ngöbökwe ya amarebti munta tödeke ñakare täte Ngöböbti ye? 
MAT.6.31	Munkwe ñan töbika dikaro, kä rika kukwe ngwentari krörö jae au: ¿Nikwe mrö ño kwetadi amne nikwe dre ñadi tomnane? Erere arato, ¿nikwe dän ño kitadi jabtä se? munkwe ñan nie kore jae au, 
MAT.6.32	ñobtä ñan angwane nitre ñakare israelitare abko bäri tä nakwen kisere jändrän ye jiebti, akwa mun käta dre mdei nike, ye abko garera jökrä Ngöbö mun Rün kä käinbti seye amne niarakwe jändrän ye biandi munye, aisete munkwe ñan töbika dikaro jändrän nünankrä yebtä jakrä. 
MAT.6.33	Ne aisete, jändrän jökrä Ngöbökwe tä mikani jenena munkrä, ye munkwe känäntari käne amne, mun rabadre nüne metre Ngöbö ngwärekri, ye munkwe känäntari arato angwane, jändrän jökrä mdei nikata munkwe ye Ngöbökwe biandi munye arato. 
MAT.6.34	Mdakäre abko, köbö mdara jire jatadi jetbe angwane, dre dre rakadikä, yebtä munkwe ñan töbika dikaro, ñobtä ñan angwane köbö jetbe ye abko jatadi kukwe mdara jire ngwena töbikakrä munye, aisete köbö kwatirekwatire te kukwe tärä keta kabre ni mikakäre töbike, aisete kukwe jatadre mate ño ño munbtä jetbe, yebtä munkwe ñan töbika dikaro.
MAT.7.1	Mdakäre abko, Ngöbökwe ñan kukwe ükadrete mun rüere, abkokäre munkwe ñan bika kri, käkwe ñäkä blo ni mda mda rüere, 
MAT.7.2	ñobtä ñan angwane munkwe ñäkädre ño ño ni mda mda rüere, ye kwrere Ngöbökwe kukwe ükadite munkrä. Erere arato, munkwe ñäkädre krübäte ni mda mda rüere ne ngwane, Ngöbökwe kukwe ükadite krübäte mun rüere amne, munkwe ñäkädi chi ni mda rüere ne ngwane, ye näre Ngöbökwe kukwe ükadite mun rüere.
MAT.7.3	Mdakäre abko, kukwe käme btä nita ja mike ngite kri, ye abko ti bike bä mike kri oto kri kwrere amne kukwe chi ye abko ti bike bä mike kä büre chi ye kwrere abko krörö: ¿Kri oto bäri kri tä ma okwäte, ye ño abko ma töbikare ñakare jae amarebti kä büre chi ma mräkä okwäte, abkobtä mata nebe ja ngwen ruen tare yere? 
MAT.7.4+MAT.7.5	¿Ye ñobtä kri oto bäri kri tä ma okwäte abko mata dianka nütüre ñakare jae amarebti, kä büre chi ma mräkä okwäte abko ie mata niere: Ti mräkä, kä büre ma okwäte ye, ti tuemetre denkä jae, mata niere ie? ¡Ye ñan ngwarbe, mata ja bä mike kuin ma mräkäbtä, käta kukwe nuene kore yera! Kri oto kri ma okwäte ye ara jire makwe dianka käne jae. Yebti kä raba tuenta kuin mae angwane, batibe makwe kä büre chi ma mräkä okwäte ye dianka mda ie. Ye kwrere, munta kukwe nuene bäri kämekäme abko okwäbti, ni mdata ja mike ngite chi abko mun ñan bika bäri kise ngwen ni yebtä. Munkwe ñan ñäkä jire chi ni yebtä, akwa kukwe käme, yebtä mun raba moto ulire, bti kukwe ye tuemetre jire jökrä käne, abti mun raba mun mräkä die mike.
MAT.7.6	Ni ruäre abko krübäte amne romon dikaro nukro kwrere. Ni ye ie munkwe ñan jändrän kuin Ngöbökwe bian, ñobtä ñan angwane nane rikwitadre mun rüere amne nukro käkwe ni tikadrekä kiakia ngrabare tubti, ye kwrere jatadre nuene munbtä. Erere arato, ni tärä ruäre abko mtü kwrere käta jändrän ütiäte ni mdakwe perla ütiäte kri kwrere mike ngwarbe jae. Ni ye abko ie jändrän kuin Ngöbökwe ütiäte kri tä munkwe ye abko munkwe ñan kita temen kräke, ñobtä ñan angwane ñan rabadi ütiäte kräke, aisete dikadikä jökrä bti ta kwe.
MAT.7.7	Käre munkwe jändrän kärä Ngöböye amne Ngöbökwe biandi munye. Erere arato, munkwe jändrän känäntari Ngöbö känti amne kwandi munye. Erere arato, nita neme jukwebtä jändrän kärere ni mdaye, ye kwrere käre munkwe jändrän kärä jukwebtä Ngöböye angwane, Ngöbökwe jukwe tikadi, käkwe biandi munye, 
MAT.7.8	ñobtä ñan angwane nireta jändrän kärere, ye erere bianta ie amne, nireta jändrän känentari jakrä, ye erere tä kwen ie amne nireta ñäke jukwebtä abko ie Ngöböta jukwe tike amne tä jändrän bien ietre.
MAT.7.9	Ngöböta jändrän bien kore, yebtä abko ti bike kukwe bä mike krörö mda: ¿Mun mden ie ngäbäkre munkwe tä ban ribere kwetadre jae amne munta jä bien kwetadre ie? 
MAT.7.10	Erere arato, ¿mun mden ie ngäbäkreta gwa kärere kwetadre jae amne munta tbi krübäte bien kwetadre ie? 
MAT.7.11	Mun abko moto käme, akwa ngäbäkre munkwe, ie jändrän kuin bian gare munye. ¿Se mun Rün kä käinbti bäri moto kuin munkrä se abko munkwe jändrän kuin kärädre ie abko ñan biandre kwe munye ya? ¡Jänri! Munkwe dre dre kärädre ie, erere biandi kwe munye.
MAT.7.12	Mdakäre abko, ni mda mdakwe jändrän kuin nuendre munkrä, ie mun töta nebe, ye kwrere munkwe jändrän kuin nuen ni mda mdakrä, ñobtä ñan angwane munkwe nünandre kore angwane, Kukwe Biani Ngöbökwe Moiséye amne kukwe tikani nitre Ngöbö kukwei niekäkwe, ye mun rabare mike täte metre.
MAT.7.13	Mdakäre abko, mun tö näin Ngöbö känti ne ngwane, jukwe krä chi abko känti ta mun rika, ñobtä ñan angwane jukwe kwata kri amne ji kwata kri abko käta niken ni ngwena kä ja tare nikakrä känti amne ni kwati tä niken jukwe kwata kri yete ta amne ji kwata kri yebti. 
MAT.7.14	Akwa jukwe amne ji käta niken ni ngwena nüne kärekäre Ngöböbe abko krä chi amne ni ñan raba dikekä nuäre bti, ye abko nebe tare ni kwati kräke, aisete ni braibe tä niken jukwe krä chi yete ta amne ji krä chi yebti.
MAT.7.15	Mdakäre abko, nitre ni ngökaka tä näin blite Ngöbö käbti tä niere, ye ngäniene munkwe ja ngibia, ñobtä ñan angwane obeja jäme kwrere tätre ja bä mike, bti tätre nüke mun känti, akwa era metre niaratre töi abko lobo krübäte kwrere jire, bti tätre nüke. 
MAT.7.16	Niaratre tä nüne ño, yebtä rükadre gare munye abko ti bike bä mike krörö: Kri mden mden tukwätetukwäte btä nita uba ngwä ötö ñakare. Erere arato, kri ochitukwä krie kwrere, btä ni higo ngwä ötö ñakare jire chi arato, 
