MAT.1.1	អ្យា​នាវ​ងក៝ច​យៅ​អូ​ចែ​
MAT.6.1	“អ៝ន់​ខាន់​អៃ​មៃ​ញជ្រាង់ លើយ​អោស​ជាន​នទើ​អ្វែស​មា​ឞូ​តា​នាប់​ឞាល់​ផូង​គៃ​មា​អ៝ន់​ឞូ​ឆៃ។ លាស​ជាន​កើត​នៃ ខាន់​អៃ​មៃ​មោ​គែស​អោស​នទើ​ងខោម​តាៈ​ឞើស​កោរាញ​ឞ្រាស​
MAT.6.2	នោក​ខាន់​អៃ​មៃ​អ៝ន់​នទើ​យោៈ​មា​ផូង​អ៝​អាច លើយ​អោស​មឞើស​មា​ទឹង​លែៈ​ឞូនុយ្ស​មា​នទើ​ខាន់​អៃ​មៃ​ជាន​អី​នៃ​តឹម​ឞាន​មា​ផូង​អី​ញហើ​នាវ​អ្វែស​អ៝ន់​ឞូ​ឆៃ​តា​កាលើ​នតោ​ទើម​វៃ​ជាន​តា​ញីស​រាបុន​ផូង​ឞ៝ន់ មោ​លាស​រ៝ៈ​ត្រ៝ង គៃ​មា​អ៝ន់​ឞូ​រានេ។ 
MAT.6.3+MAT.6.4	យើន​មា​នោក​ខាន់​អៃ​មៃ​អ៝ន់​នទើ​យោៈ អ៝ន់​ខាន់​អៃ​មៃ​ជាន​នតុង​មពោន​ហ៝ៈ តឹម​ឞាន​មា​លើយ​អ៝ន់​តី​ឞើស​ច្យៅ​គឹត​អី​តី​ឞើស​មា​ជាន ជេសរី​កោរាញ​ឞ្រាស​
MAT.6.5	“នោក​ខាន់​អៃ​មៃ​មឞើស​ឆើម លើយ​អោស​ជាន​តឹម​ឞាន​មា​ផូង​អី​ញហើ​នាវ​អ្វែស​អ៝ន់​ឞូ​ឆៃ​តា​កាលើ​នតោ​ទើម​វៃ​ទ៝ក់​មឞើស​ឆើម​តា​ត្រោម​ញីស​រាបុន​ផូង​ឞ៝ន់ នទ្រែល​មា​តា​មែង​ត្រ៝ង គៃ​មា​ឞូ​ឆៃ។ 
MAT.6.6	យើន​មា​ខាន់​អៃ​មៃ នោក​មឞើស​ឆើម អ៝ន់​ខាន់​អៃ​មៃ​លាប់​តា​ត្រោម​ជ្រោ​នតឹល​មពោង​អ៝ន់​ន៝ប់ ជេសរី​មឞើស​ឆើម​ទាន់​មា​កោរាញ​ឞ្រាស​
MAT.6.7	នោក​ខាន់​អៃ​មៃ​មឞើស​ឆើម លើយ​លាស​ជ៝ង​រាហេង​កើត​ផូង​អី​មោ​គឹត​នាល់​នាវ​កោរាញ​ឞ្រាស នាវ​អី​នៃ​មោ​គែស​អោស​ខ្លៃ។ ខាន់​ពាង់​មឹន​លាស​កោរាញ​ឞ្រាស​អ្យាត់​ខាន់​ពាង់​តាៈ​ឞើស​នាវ​ងើយ​អ៝ក់។ 
MAT.6.8	លាស​នទ្រី​ខាន់​អៃ​មៃ​លើយ​អោស​ជាន​កើត​ខាន់​ពាង់​អី​នៃ យ៝រ​លាស​កោរាញ​ឞ្រាស​
MAT.6.9	លាស​នទ្រី​អ៝ន់​ខាន់​អៃ​មៃ​មឞើស​ឆើម​កើត​នអា៖
MAT.6.9	«អើ​កោរាញ​ឞ្រាស​
MAT.6.9	អ៝ន់​ទឹង​លែៈ​ឞូនុយ្ស​យើក​មឞាស​មា​
MAT.6.10	អ៝ន់​នាវ​
MAT.6.10	ទាន់​ទឹង​លែៈ​នាវ​តា​នែស​នតូ​អ្យា​តឹង​នាវ​
MAT.6.10	តឹម​ឞាន​មា​ទឹង​លែៈ​នាវ​តា​កាលើ​ត្រោក​លែៈ​តឹង​នាវ​
MAT.6.11	អ៝ន់​នទើ​ឆោង​ឆា​មា​ហេន​នារ​អ្យា​អ៝ន់​ត៝ង់។
MAT.6.12	យោៈ​នអាច​លើយ​ហោម​កើប​នាវ​តីស​ហេន‌
MAT.6.12	តឹម​ឞាន​មា​ហេន​យោៈ​នអាច​មា​ឞូនុយ្ស​ជាន​តីស​មា​ហេន មោ​ហោម​កើប​នាវ​តីស​ពាង់​ដ៝ង់។
MAT.6.13	កើល​ហេន​លើយ​អោស​ជាន​តីស នោក​ហេន​គែស​នាវ​នទើម។
MAT.6.13	ទាន់​រាក្លាយ្ស​ហេន​ឞើស​នាវ​អ្យើស​មហឹក។
MAT.6.13	[
MAT.6.14	លាស​ខាន់​អៃ​មៃ​យោៈ​ឞូ​មោ​កើប​នាវ​តីស​អី​ឞូ​ជាន​មា​ខាន់​អៃ​មៃ កោរាញ​ឞ្រាស​
MAT.6.15	តីស​មា​លាស​ខាន់​អៃ​មៃ​មោ​គែស​នាវ​យោៈ ហោម​កើប​នាវ​តីស​ឞូ កោរាញ​ឞ្រាស​
MAT.6.16	“នោក​ខាន់​អៃ​មៃ​អ៝ត់​ឆោង​គៃ​មា​មឞើស​ឆើម លើយ​អោស​ជាន​មុស​មាត់​រាង៝ត​តឹម​ឞាន​មា​ផូង​អី​ញហើ​នាវ​អ្វែស​អ៝ន់​ឞូ​ឆៃ​តា​កាលើ​នតោ​ទើម។ ខាន់​ពាង់​ជាន​កើត​នៃ គៃ​មា​អ៝ន់​ឞូ​គឹត​លាស​ខាន់​ពាង់​អ៝ត់​ឆោង។ 
MAT.6.17	យើន​មា​ខាន់​អៃ​មៃ នោក​ខាន់​អៃ​មៃ​អ៝ត់​ឆោង អ៝ន់​ខាន់​អៃ​មៃ​កឹត​ឆ៝ក់
MAT.6.18	គៃ​មា​លើយ​អ៝ន់​ឞូ​ឆៃ​ខាន់​អៃ​មៃ​អ៝ត់​ឆោង។ អ៝ន់​កោរាញ​ឞ្រាស​
MAT.6.19	“លើយ​អោស​រាបុន​ទ្រាប់​នទើ​ព្រាប់​មា​ឆាក់​ខាន់​អៃ​មៃ​នើម​តា​នែស​នតូ​អ្យា ជេង​នតុក​អាច់​គាម់​ឆា នទ្រែល​មា​តាប់ទឹរ​គ្រាច់ ជេសរី​គែស​ឞូនុយ្ស​នតុង​ហាន់​លោក​មពីរ​គៃ​មា​នតុង។
MAT.6.20	អ៝ន់​ខាន់​អៃ​មៃ​រាបុន​ទ្រាប់​នទើ​ព្រាប់​មា​ឆាក់​ខាន់​អៃ​មៃ​នើម​តា​នតុក​កោរាញ​ឞ្រាស​តា​កាលើ​ត្រោក​រី​ហ៝ៈ ជេង​នតុក​មោ​គែស​អាច់​គាម់​ឆា នទ្រែល​មា​មោ​គែស​តាប់ទឹរ​គ្រាច់ មោ​គែស​ដ៝ង់​ឞូនុយ្ស​នតុង​ហាន់​លោក​មពីរ​មា​នតុង។
MAT.6.21	ញជ្រាង់​ហ៝ម់ នទើ​អី​ខាន់​អៃ​មៃ​នត្រ៝ង់​ខ្លៃ​រាលាវ​ឞូ ជេង​នទើ​អី​ខាន់​អៃ​មៃ​មឹន​រាវៃ​រាលាវ​ឞូ​ដ៝ង់
MAT.6.22	“ត្រោម​មាត់​ជេង​តឹម​ឞាន​មា​ឆាគេង​មា​ឆាក់​ជាន់ លាស​ត្រោម​មាត់​ខាន់​អៃ​មៃ​ហោម​អាង​អ្វែស លែៈ​ឆាក់​ជាន់​ខាន់​អៃ​មៃ​ហោម​អាង​ទាទេ។ 
MAT.6.23	យើន​មា​លាស​មាត់​ខាន់​អៃ​មៃ​លែៈ​ង៝ ទឹង​លែៈ​ឆាក់​ជាន់​ខាន់​អៃ​មៃ​ង៝​ទាទេ​ដ៝ង់។ លាស​នាវ​អាង​តា​ឆាក់​ខាន់​អៃ​មៃ​លែៈ​ង៝ លាស​នទ្រី​នាវ​ង៝​អី​នៃ​លែៈ​ហោ​ងាន់”។
MAT.6.24	“មោ​គែស​អោស​ទូ​ហ្វេ​ឞូនុយ្ស​ឞ្លាវ​ជាន​ការ​អ៝ន់​មា​ឞារ​ហៃ​កោរាញ យ៝រ​លាស​ពាង់​មរា​រ៝ង់​មា​ទូ​ហ្វេ​កោរាញ ជេសរី​ឞ្យាញ់​មា​ទូ​ហ្វេ​កោរាញ មោ​លាស​តឹង​ជឹត​ទូ​ហ្វេ មឺច​អី​ទូ​ហ្វេ​រី។ កើត​នទ្រី​ខាន់​អៃ​មៃ​មោ​ទើយ​អោស​គៃ​គែស​នាវ​រេស​នហ៝​រ៝​តា​កោរាញ​ឞ្រាស គៃ​គែស​នអ៝ប់​មា​ទ្រាប់​នទើ​តា​នែស​នតូ​ដ៝ង់។
MAT.6.25	កើត​នទ្រី​ទឹង​
MAT.6.26	ល៝ង់​អ្វាញ់​ឆ្យុម​មពារ់​កាលើ​ត្រោក ពាង់​មោ​គែស​អោស​តូច​តាម់ មោ​គែស​អោស​កាច់​រ៝យ្ស មោ​គែស​តោស​ឞា​តា​ត្រោម​ជៃ​ដ៝ង់ យើន​មា​កោរាញ​ឞ្រាស​
MAT.6.27	តា​មពោល​ខាន់​អៃ​មៃ​អី​នៃ ឞ៝ល​លាស​ខ៝ម់​រាវៃ​ទុត​ហោ​កាដោយ​លែៈ ក៝ៈ​មោ​គែស​ឞូនុយ្ស​មា​ទើយ​នត៝ប​នាវ​រេស​ពាង់​នើម​អ៝ន់​ជ៝ង​អោស ដេៈ​ក៝ៈ​មោ​ទើយ​ដ៝ង់។ 
MAT.6.28	មើម​ទឹង​ខាន់​អៃ​មៃ​រាវៃ​មា​នទើ​ញឆ៝ស​ងគូត? ល៝ង់​ខាន់​អៃ​មៃ​អ្វាញ់​កាវ​ឆី​ហ៝ន​អេង​តា​ឞ្រី ពាង់​មោ​អោស​រាអាស​មោ​អោស​រាគាញ់​ជាន​ការ មោ​លាស​រូយ​តាញ​គៃ​មា​អ្វែស​អ្វាញ់។ 
MAT.6.29	​មឞើស​មា​ខាន់​អៃ​មៃ ឞ៝ល​លាស​កាដាច់​
MAT.6.30	ហើយ​ឞូនុយ្ស​គែស​នាវ​ញឆីង​ដេៈ​ទើម លាស​កោរាញ​ឞ្រាស​អ៝ន់​ជេស​មា​កាវ​ឆី​អី​នៃ​អ្វែស​ងាន់​អ្វាញ់ នារ​អ្យា​ពាង់​ទាង នារ​អោយ​តៃ​ឞូ​ឆូ​លើយ​ពាង់​មា​អុញ លាស​នទ្រី​លើ​រាលាវ​មា​នៃ​ដ៝ង់​បាស​កោរាញ​ឞ្រាស​នទ្រាប់​ខ៝​អាវ​អ៝ន់​មា​ខាន់​អៃ​មៃ?
MAT.6.31	លាស​នទ្រី​ខាន់​អៃ​មៃ​លើយ​រាវៃ​អោស​មា​នទើ​ឆោង​ឆា មា​នទើ​ញេត មោ​លាស​មា​នទើ​ញឆ៝ស​ងគូត។
MAT.6.32	គែស​ផូង​អី​មោ​គឹត​នាល់​កោរាញ​ឞ្រាស​ខ៝ម់​ញឆ្រោយ្ស​ជ៝យ​ទឹង​លែៈ​នទើ​អី​នៃ។ ល៝ង់​អី​ខាន់​អៃ​មៃ​នៃ​កោរាញ​ឞ្រាស​
MAT.6.33	លាស​នទ្រី​ញឆ្រោយ្ស​ជ៝យ នទ្រែល​មា​អ្យាត់​លែៈ​នទើ​អី​ឆ៝ង់​តា​នាប់​មាត់​កោរាញ​ឞ្រាស​ល៝រ រី​មើ​
MAT.6.34	ខាន់​អៃ​មៃ​លើយ​អោស​រាវៃ​មា​នារ​អោយ​តៃ យ៝រ​លាស​នារ​អោយ​តៃ​មរា​គែស​នាវ​រាវៃ​មា​នារ​អី​នៃ។ រាវៃ​មា​នាវ​ជេរ​តា​នារ​អ្យា​លែៈ​គាប់​ហើយ្ស”។
MAT.7.1	“ខាន់​អៃ​មៃ​លើយ​អោស​អ្វាញ់​នាវ​តីស​ឞូ គៃ​មា​លើយ​អ៝ន់​កោរាញ​ឞ្រាស​អ្វាញ់​នាវ​តីស​ខាន់​អៃ​មៃ។
MAT.7.2	លាស​ខាន់​អៃ​មៃ​អ្វាញ់​នាវ​តីស​ឞូ កោរាញ​ឞ្រាស​អ្វាញ់​នាវ​តីស​ខាន់​អៃ​មៃ​កើត​នៃ​ដ៝ង់។ កោរាញ​ឞ្រាស​រាញ្វែស​អ៝ន់​មា​ខាន់​អៃ​មៃ តឹង​ខាន់​អៃ​មៃ​រាញ្វែស​អ៝ន់​ឞូ​នៃ​ដ៝ង់។
MAT.7.3	នាវ​តីស​ឞូនុយ្ស​ជេង​តឹម​ឞាន​មា​នទើ​តា​ត្រោម​មាត់។ មើម​ខាន់​អៃ​មៃ​អ្វាញ់​ឆៃ​នទ្រុយ្ស​តា​ត្រោម​មាត់​អ៝ស​នោ​ខាន់​អៃ​មៃ​ទើម តីស​មា​អ្វាញ់​មោ​អោស​ឆៃ​ម៝ង់​រាលាត​តា​ត្រោម​មាត់​ខាន់​អៃ​មៃ​នើម? 
MAT.7.4	លាស​គែស​ម៝ង់​រាលាត​តា​ត្រោម​មាត់​ខាន់​អៃ​មៃ​នើម មើម​ទើយ​លាស​មា​អ៝ស​នោ៖ «អ៝ន់​គ៝ប់​ងខែៈ​នទ្រុយ្ស​នៃ»? 
MAT.7.5	អើ​ឞូនុយ្ស​មរោស! អ៝ន់​ឆ៝ៈ​រាលាត​តា​ត្រោម​មាត់​ខាន់​អៃ​មៃ​នើម​នៃ​ល៝រ​ប៝ត់ រី​មើ​ឆៃ​នហេល​នទ្រុយ្ស​តា​ត្រោម​មាត់​អ៝ស​នោ ទឹង​ឞ្លាវ​ងខែៈ​នទ្រុយ្ស​នៃ”។
MAT.7.6	“លើយ​អោស​មអារ់​នទើ​ក្ល៝ស​អ្វែស​អ៝ន់​មា​ឆ៝ មោ​ទើយ​មអារ់​អ៝ន់​មា​ឆុរ
MAT.7.7	“ទាន់​មរ៝​មរាង់​ហ៝ម់​មា​កោរាញ​ឞ្រាស​ទឹង​
MAT.7.8	យ៝រ​លាស​ឞូ​ម៝ស​ទាន់ មរា​គែស ឞូ​ម៝ស​ជ៝យ​មរា​ឆៃ ជេសរី​ឞូ​ម៝ស​អី​ក្វាល់​ឞើស​ទីស​មពោង មរា​ពើក​អ៝ន់​មា​ពាង់។ 
MAT.7.9	តា​មពោល​ខាន់​អៃ​មៃ​វៃ​គែស​ដ៝ង់ លាស​ក៝ន​ទាន់​ព្យាង់
MAT.7.10	លាស​ក៝ន​ទាន់​កា ឞឹ​ពាង់​អ៝ន់​ងខើង​ឞេស​គែស​កាច់​មា​ពាង់​ច្រាវ​ឞើស? 
