GEN.1.1	Sintinoo ga, Irkoy na beenaa nda gandaa taka. 
GEN.7.14	ngi nda hooga dumi kul, nda adabba dumi kul, nda labukoy kaŋ ga ziilam-ziilam laboo ga dumi kul, nda ciraw dumi kul nda hayey kul kaŋ goo nda fata ka deeši. 
GEN.7.15	Takahaya kul kaŋ hundi goo a ra, kaa ihinka-hinka Nuhu do ka huru a bande harihiyoo ra. 
GEN.7.16	Dumi foo kul woy nda aru ka huru hiyoo ra sanda takaa kaŋ nda Irkoy na Nuhu yaamar. Woo banda ga, Abadantaa na harihiyoo miɲoo daabu a ga.
GEN.7.17	Hari beeroo woo kara laboo ga jirbi woytaaci (40). Haroo hanse ka boobo, de a na hiyoo doyandi kʼa jer laboo ga. 
GEN.7.18	Haroo hanse ka tonton ka boobo laboo ga, de hiyoo cindi ka doy haroo boŋ. 
GEN.7.19	Haroo cindi a ga hanse ka tonton ka boobo laboo ga. Haroo na tondi hondu beerey kul kaŋ goo beenaa cire daabu. 
GEN.7.20	Haroo na tondi hondey daabu, de mo a bisa ey nda kabedaaru woy cindi guu (15). 
GEN.7.21	Hundikoyni kul kaŋ ga ziilam-ziilam laboo ga, za cirawey hala adabbawey, hala hoogawey nda haya kul kaŋ ga ɲuuriɲuuri laboo ga nda nbunadamey kul halaci. 
GEN.7.22	Haya kul kaŋ hundi goo niinoo ra kaŋ goo labu kogaa boŋ kul buu. 
GEN.7.23	Irkoy na haya kul kaŋ ti hundikoyni kaŋ goo laboo ga tuusu kʼi derandi, ma dii za nbunadam hala adabba, hala labukoy, hala ciraa, i kul tuusandi ka dere laboo boŋ. Nuhu nda wey kaŋ goo a bande hinne ka hallasi. 
GEN.7.24	Haroo cindi laboo boŋ jirbi zangu nda woyguu (150).
GEN.8.1	Woo banda ga, Irkoy ɲeli Nuhu nda hoogawey nda adabbawey kul ga kaŋ goo a bande harihiyoo ra. Irkoy na hew foo funsu laboo boŋ kaŋ na haroo zumandi. 
GEN.8.2	Laboo cire guusu beeroo miɲey nda beenaa miɲey daabu, de ncirɲoo kay. 
GEN.8.3	Kayna-kayna haroo ga yee ganda laboo ga. Hala a ga too jirbi zangu nda woyguu (150) kul haroo cindi a ga yee ganda ka kacca. 
GEN.8.4	Handu iyyantoo jirbi woy cindi iyyantoo (17to) ra, hiyoo koy kay gandaa kaŋ maaɲoo ti Ararat tondi hondey boŋ. 
GEN.8.5	Haroo cindi de a ga zunbu hala handu woyantoo (10to) ga. Handu woyantoo (10to) din zaari jinaa, tondi hondey boŋey sintin ka fatta.
GEN.8.6	Jirbi woytaaci (40) banda ga, Nuhu na zanfunoo feeri kaŋ a nʼa kaa hiyoo beeneheroo ra. 
GEN.8.7	A na gaaru-gaaru foo donto, a deeši ka koy, amma cee boobo gaaru-gaaroo ga koy a ga yee kate, hala waatoo kaŋ ra haroo ben laboo ga. 
GEN.8.8	Woo banda ga, Nuhu yee koyne ka tuuzun foo donto ka dii wala haroo yee ganda laboo ga. 
GEN.8.9	Amma tuuzunoo mana hin ka duu nongu kaŋ ra nga ga kay. A yee kate hiyoo do, zama haroo na laboo kul daabu. Nuhu na nga kaboo šerre, a na tuuzunoo dii, a nʼa daŋ nga bande hiyoo ra. 
GEN.8.10	A batu hala jirbi iyye koyne, a duu ka yee ka tuuzunoo donto a ma koy. 
GEN.8.11	Tuuzunoo yee kate a do almaaroo ra, hiino 
GEN.8.12	A yee koyne ka batu hala jirbi iyye, a duu ka tuuzunoo donto, tuuzunoo mana yee kate a do koyne.
GEN.8.13	Nuhu jiiri zangu iddu nda affaantoo (601to) handu jinaa zaari jinaa, nga no haroo kogu ka ben laboo ga. Nuhu na hiyoo daabirjoo kaa a ga, de a dii kaŋ laboo kogu. 
GEN.8.14	Handu hinkantoo jirbi waranka cindi iyyantoo (27to) hane, laboo kogu karbaši.
GEN.8.15	Woo banda ga, Irkoy šelaŋ Nuhu se ka nee: 
GEN.8.16	«Fatta hiyoo ra, ni nda ni wandoo, nda ni izʼarey nda ngi wandey. 
GEN.8.17	Hundikoyni dumi kul kaŋ goo ni bande, nda cirawey, nda almaney, nda labukoyey kul kaŋ ga ziilam-ziilam laboo ga, mʼi ka fatta ni bande hiyoo ra. I ma ɲuuriɲuuri laboo ga, i ma hay ka cere hay, ka boobo gandaa ra!» 
GEN.8.18	Nuhu nda nga izʼarey nda nga wandoo nda nga izey wandey fatta a bande. 
GEN.8.19	Adabbawey kul, nda labukoyey kul, nda cirawey kul, nda haya kul kaŋ ga ɲuuriɲuuri laboo ga, dumi foo kul fatta cere bande hiyoo ra.
GEN.8.20	Nuhu na sargari tonadoo cin Abadantaa maaɲoo ga. Nuhu zaa adabba halalantey nda ciraw halalantey ra, a nʼi tee 
GEN.8.21	Abadantaa maa sunnaaraa kaana, de a nee nga binoo ra: «Ay si yee ka gandaa danga nbunadam sabbu se, ba nda nbunadam binoo miilawey manʼti kala ifutu za nga zankataraa ga. Ay si yee ka hundikoyney kul halaci sanda takaa kaŋ agay ne kʼa tee.
GEN.8.22	Kullihinne gandaa ga bara,
GEN.8.22	dumayan nda hegayyan,
GEN.8.22	yayni nda konni,
GEN.8.22	kaydiya nda jiyaw,
GEN.8.22	cijin nda zaari
GEN.8.22	si ben.»
GEN.9.1	Irkoy na albarka daŋ Nuhu nda nga izʼarey ra ka nee i se: «Wa tonton, war ma hay ka cere hay, de war ma gandaa too. 
GEN.9.2	Hõ banda ga, war ga tee hunburhaya nda jitandikaw gandaa adabba kul se, nda ciraa kul, nda hundikoyni kul kaŋ ga ɲuuriɲuuri laboo ga, nda teekoo hamiisa kul. Wey kul ay nʼi daŋ war kabey ra. 
GEN.9.3	Haya kul kaŋ ga huna, a ga ɲuuriɲuuri, ga tee war meehunaa sanda subu firzoo takaa. Ay nʼi kul noo war se. 
GEN.9.4	Amma war masi ham ŋaa kaŋ ra hundi goo, maanaa hamoo nda nga kuroo. 
GEN.9.5	Amma mo, war kuroo kaŋ ti war hunaroo, boro kul kaŋ a nʼa mun, ay gʼa hãa nda a. A ma tee adabba wala adamize. Adamize foo kul ay gʼa hãa nda nga cinaa hundoo.
GEN.9.6	Boro kaŋ na adamize kuroo mun,
GEN.9.6	Adamize no ma kaa ka nga mo kuroo mun,
GEN.9.6	zama Irkoy nka boro taka hala a ma hima nda nga.
GEN.9.7	War, wa duu izeyaŋ, war ma hay ka cere hay. War ma gandaa too, war ma boobo a ra.»
GEN.9.8	Irkoy yee ka šelaŋ Nuhu nda nga izʼarey kaŋ goo a bande se ka nee: 
GEN.9.9	«Agay, ay ga war noo agay 
GEN.9.10	nda hundikoyney kul kaŋ goo war bande, a ma tee ciraw, wala adabba, wala ganjihooga kul, nda haya kul kaŋ fatta ni bande harihiyoo ra, nda ganjihooga kul. 
GEN.9.11	Ay ga war noo agay amaanaa kaŋ hari beeri si yee ka hundikoyney kul benandi, de hari beeri si yee ka tee kaŋ ga gandaa halaci.»
GEN.9.12	Irkoy nee koyne: «Agay amaanaa kaŋ goo agay nda war game, nda hundikoyni kul kaŋ goo war bande, nda zamaney kul kaŋ ga kaa borey, nga tammaasaa ti 
GEN.9.13	kaŋ ay nʼay beenegondoo daŋ duulawey ra. A ga tee amaana tammaasa agay nda gandaa game. 
GEN.9.14	Waati kul kaŋ ay na duulawey marga laboo se beene, de ay nʼay beenegondoo bangandi duulawey ra, 
GEN.9.15	ay ga hongu agay amaanaa kaŋ goo agay, nda war, nda takahaya hundikoyney kul game. Ncirɲi si yee ka tee hari beeri ka takahayey kul halaci. 
GEN.9.16	Beenegondoo ga bangay duulawey ra, ay gʼa guna hala ya duu ka hongu amaana abadantaa kaŋ goo agay kaŋ ti Irkoy nda takahaya hundikoyney kul game kaŋ goo gandaa ra.» 
GEN.9.17	Irkoy nee Nuhu se: «Woo ti amaanaa tammaasaa kaŋ ay nʼa daŋ agay nda hundikoyney kul game kaŋ goo gandaa ra.»
GEN.9.18	Nuhu izʼarey kaŋ fatta harihiyoo ra manʼti kala Sem, nda Šam, nda Žafet. Šam ti Kanaŋ baaba. 
GEN.9.19	Nuhu izʼaru hinzaa no ka hay ka gandaa too nda boro.
GEN.9.20	Nuhu ti beerikaw jinaa kaŋ na 
GEN.9.21	A na alaneboo hari mooraa haŋ, a suu, de a kay nga gaa koonu nga hukkumoo ra. 
GEN.9.22	Šam kaŋ ti Kanaŋ baaba, dii nga gaa koonoo, de a koy a filla taray nga arma hinkaa se. 
GEN.9.23	Woo banda ga, Sem nda Žafet na burmusoo zaa kʼa daŋ ngi jesey ga, i dira ka huru nda banda-banda kʼa gum. I mana dii ngi baaba gaa koonoo, zama i nka duma bere ka huru a kone. 
GEN.9.24	Waatoo kaŋ suuyanoo ben Nuhu bande, a maa haya kaŋ nga izʼaru kaccaa nʼa tee.
GEN.9.25	Woo ka kate, a nee:
GEN.9.25	«Ay na Kanaŋ laali.
GEN.9.25	Yala a ma tee nga armey baɲɲey baɲɲaa!»
GEN.9.26	Nuhu yee koyne ka tonton ka nee:
GEN.9.26	«Albarka ma bara Abadantaa se kaŋ ti Sem Koyoo.
GEN.9.26	Yala Kanaŋ ma tee Sem baɲɲaa!
GEN.9.27	Yala Irkoy ma Žafet feeri!
GEN.9.27	Yala alaafiyaa ma bara Sem nda Žafet hukkumey nda cere game!
GEN.9.27	De mo Kanaŋ ma tee ngi baɲɲaa!»
GEN.9.28	Hari beeroo banda ga, Nuhu huna jiiri zangu hinza nda woyguu (350). 
GEN.9.29	Nuhu aloomuroo kul kaŋ a duu a, manʼti kala jiiri zangu yagga nda woyguu (950). Woo banda ga, a faati.
GEN.10.1	Nuhu izʼarey kaŋ ti Sem, nda Šam, nda Žafet hayroo ti wey. I duu izeyaŋ hari beeroo kaŋyanoo banda ga.
GEN.10.2	Žafet izʼarey ti: Gomer, nda Magog, nda Maday, nda Yawaŋ, nda Tubal, nda Mešek, nda Tiras. 
GEN.10.3	Gomer izʼarey ti: Aškenaz, nda Rifat, nda Togarma. 
GEN.10.4	Yawaŋ izʼarey ti: Eliša, nda Tarsis, nda Kiti borey, nda Rodaŋ borey. 
GEN.10.5	Borey wey ka zamna-zamna gungey ra, ngi laamaa foo kul nda nga šennoo, nda ngi alkabiilawey, nda ngi dumey.
GEN.10.6	Šam izʼarey ti: Kuš, nda Misirayim, nda Put, nda Kanaŋ. 
GEN.10.7	Kuš izʼarey ti: Seba, nda Hawila, nda Sabata, nda Raama, nda Sabateka. Raama izʼarey ti Saba, nda Dedaŋ. 
GEN.10.8	Kuš na Namuruz mo hay. Namuruz ti boro jinaa kaŋ tee wongaari laboo ga. 
GEN.10.9	Namuruz tee hookaw beeri Abadantaa do. Woo ra šennoo hun kaŋ ga nee: «Hookaw beeri no Abadantaa do, sanda Namuruz.» 
GEN.10.10	Koyra jina-jinawey kaŋ a nʼi laama ti Babel, nda Erek, nda Akad, nda Kalne kaŋ goo gandaa ra kaŋ maaɲoo ti Šineyar. 
GEN.10.11	Gandaa woo ra Namuruz bisa ka koy Asiri gandaa ra. A na koyrawey cin kaŋyaŋ ti: Niniwe, nda Rehobot, nda Kala, 
GEN.10.12	nda koyra beeroo kaŋ ti Reseŋ kaŋ goo Niniwe nda Kala gamoo ra. 
GEN.10.13	Misirayim ti Lud borey hayragoo, nda Anam borey, nda Lehab borey, nda Naftuwa borey, 
GEN.10.14	nda Patrus borey, nda Kasalu borey, nda Kaftor borey. Filisti borey mana hun kala Kasluwa borey ga. 
GEN.10.15	Kanaŋ na Sidoŋ hay, nga ti nga izʼaru jinaa, nga duma ga, a na Heti hay. 
GEN.10.16	Nga ga Žebus borey, nda Amor borey, nda Girgaši borey, 
GEN.10.17	nda Hewi borey, nda Arki borey, nda Sini borey, 
GEN.10.18	nda Arwad borey, nda Semar borey, nda Hamat borey hun. Wey kul banda ga, Kanaŋ borey alkabiilawey say-say. 
GEN.10.19	Kanaŋ borey gandaa hirroo ti ka hun za koyraa kaŋ maaɲoo ti Sidoŋ, Gerar kaboo here, hala Gaaza. Ka yee kʼa dii fondaa kaŋ ga koy koyrawey ra kaŋ ti Sodom, nda Gomor, nda Aduma, nda Seboyim here hala Leša. 
GEN.10.20	Wey ti Šam hayroo. Alkabiila foo kul goo cere bande, wey kaŋ ga šenni follokaa šelaŋ goo cere bande ngi laamawey nda ngi gandawey ra.
GEN.10.21	Sem kaŋ ti Žafet beerʼaroo, duu izʼaruyaŋ. Eber nda nga izʼarey kul hayragoo ti nga. 
GEN.10.22	Sem izʼarey ti: Elam, nda Ašur, nda Arfazad, nda Lud, nda Aram. 
GEN.10.23	Aram izʼarey ti: Utus, nda Hul, nda Geter, nda Maš. 
GEN.10.24	Arfazad na Šela hay, Šela na Eber hay. 
GEN.10.25	Eber duu izʼaru hinka. Affoo maaɲoo ti Peleg (maanaa «zamna»), zama nga waatoo ra laboo zamnandi. Armaa maaɲoo ti Yokutaŋ. 
GEN.10.26	Yokutaŋ na Almodad hay, nda Šelef, nda Hasarmawet, nda Yera, 
GEN.10.27	nda Hadoram, nda Uzal, nda Dikla, 
GEN.10.28	nda Obal, nda Abimayel, nda Saba, 
GEN.10.29	nda Ofir, nda Hawila, nda Yobab. Wey kul manʼti kala Yokutaŋ izʼaruyaŋ. 
GEN.10.30	Ngi gorodogoo ti, mʼa dii za Meša, Sefar kaboo here, hala waynahunay tondi hondey do. 
GEN.10.31	Wey ti Sem hayroo. Alkabiila foo kul goo cere bande, wey kaŋ ga šenni follokaa šelaŋ goo cere bande ngi laamawey nda ngi gandawey ra.
GEN.10.32	Wey ti Nuhu izʼarey alkabiilawey, alwadda ka kaa alwadda, ganda ka kaa ganda. Borey wey ga gandawey hun, ka zamna-zamna laboo ga hari beeroo kaŋyanoo banda ga.
GEN.11.1	Zaman tee kaŋ aduɲɲa kul, šenni follokaa, nda kalima follokey no i gʼa šelaŋ. 
GEN.11.2	Kaŋ adamizey saraysaray ka koy waynahunay here, i dii taraŋtaraŋ foo kaŋ goo gandaa ra kaŋ maaɲoo ti Šineyar. I na no din tee ngi gorodogoo. 
GEN.11.3	I nee cere se: «Wa kaa! Ir ma ferawyaŋ kar kʼi ton nuune ra.» I mana tondi ka cina, feraw nda i cina. Guduroŋ ti hayaa kaŋ ga ferawey kanji cere ga. 
GEN.11.4	I nee cere se koyne: «Wa kaa! Ir ma koyra cin ir boŋ se kaŋ ra soorohugu kuku goo kaŋ boŋoo ga too beenaa. Ir ma maa tee ir boŋ se hala ir masi duu ka say-say gandaa kul boŋ.»
GEN.11.5	Abadantaa zunbu ka dii koyraa nda soorohugu kukoo kaŋ adamizey nʼi cin. 
GEN.11.6	Woo banda ga, a nee nga boŋ se: «Nga ne, i tee jama foo, i ga šenni follokaa šelaŋ. Woo ti sintinoo hinne! Sohõ haya sii no kaŋ gʼi ganji i ma haya tee kaŋ i baa. 
GEN.11.7	Wa kaa! Ir ma zunbu ka ngi šennoo ɲaami cere ra hala affoo kul masi maa nga ceroo šennoo.» 
GEN.11.8	No din ra Abadantaa na borey say-say gandaa kul ra, de i tun koyraa cinayanoo ga. 
GEN.11.9	Woo se i ga nee a se Babel
GEN.11.10	Sem hayroo ne. Jiiri hinka hari beeroo kaŋyanoo banda ga, Sem na Arfazad hay, a goo nga jiiri zangoo (100) ra. 
GEN.11.11	Sem huna jiiri zangu guu (500) Arfazad hayyanoo banda ga. A duu izʼaruyaŋ nda ize woyyaŋ. 
GEN.11.12	Arfazad goo nda jiiri waranza cindi guu (35) waatoo kaŋ ra a na Šela hay. 
GEN.11.13	Arfazad huna jiiri zangu taaci nda ihinza (403) Šela hayyanoo banda ga. A duu izʼaruyaŋ nda ize woyyaŋ. 
GEN.11.14	Kaŋ Šela duu jiiri waranza (30), a na Eber hay. 
GEN.11.15	Šela huna jiiri zangu taaci nda ihinza (403) Eber hayyanoo banda ga. A duu izʼaruyaŋ nda ize woyyaŋ. 
GEN.11.16	Kaŋ Eber duu jiiri waranza cindi taaci (34), a na Peleg hay. 
GEN.11.17	Eber huna jiiri zangu taaci nda waranza (430) Peleg hayyanoo banda ga. A duu izʼaruyaŋ nda ize woyyaŋ. 
GEN.11.18	Kaŋ Peleg duu jiiri waranza (30), a na Rehu hay. 
GEN.11.19	Peleg huna jiiri zangu hinka nda yagga (209) Rehu hayyanoo banda ga. A duu izʼaruyaŋ nda ize woyyaŋ. 
GEN.11.20	Kaŋ Rehu duu jiiri waranza cindi hinka (32), a na Serug hay. 
GEN.11.21	Rehu huna jiiri zangu hinka nda iyye (207) Serug hayyanoo banda ga. A duu izʼaruyaŋ nda ize woyyaŋ. 
GEN.11.22	Kaŋ Serug duu jiiri waranza (30), a na Nahor hay. 
GEN.11.23	Serug huna jiiri zangu hinka (200) Nahor hayyanoo banda ga. A duu izʼaruyaŋ nda ize woyyaŋ. 
GEN.11.24	Kaŋ Nahor duu jiiri waranka cindi yagga (29), a na Tera hay. 
GEN.11.25	Nahor huna jiiri zangu nda iwoy cindi yagga (119) Tera hayyanoo banda ga. A duu izʼaruyaŋ nda ize woyyaŋ. 
GEN.11.26	Kaŋ Tera duu jiiri woyye (70), a na Abram, nda Nahor, nda Haraŋ hay.
GEN.11.27	Tera hayroo ne. Tera na Abram, nda Nahor, nda Haraŋ hay. Haraŋ na Lotu hay. 
GEN.11.28	Haraŋ mana faati kala koyraa kaŋ ra a hayandi kaŋ ti Ur kaŋ goo Kalde. A faati baaboo kaŋ ti Tera jine. 
GEN.11.29	Abram nda Nahor na wandeyaŋ zaa. Abram wandoo maaɲoo ti Saray. Nahor wanoo maaɲoo ti Milka kaŋ ti Haraŋ ize woyoo. Haraŋ ti Milka nda Yisika baaba. 
GEN.11.30	Saray manʼti kala woy gun, a sii nda ize.
GEN.11.31	Tera na nga izʼaroo Abram zaa, nda nga haamaa Lotu kaŋ ti Haraŋ izʼaroo, nda nga nzura woyoo Saray kaŋ ti Abram wandoo. I hun Ur kaŋ goo Kalde ka koy gandaa ra kaŋ maaɲoo ti Kanaŋ. Kaŋ i too Karaŋ, i na no din tee ngi gorodogoo. 
GEN.11.32	Aloomuroo kaŋ Tera duu a manʼti kala jiiri zangu hinka nda igguu (205). A mana faati kala Karaŋ.
GEN.12.1	Abadantaa nee Abram se: «Fatta ni gandaa, nda ni dumoo, nda ni baaba hugoo ka koy gandaa ra kaŋ ay gʼa cebe ma ne.
GEN.12.2	Ay ga ni tee dumi beeri. Ay ga albarka daŋ ni ra.
GEN.12.2	Ay ga ni maaɲoo noo addawla.
GEN.12.2	Ma tee albarkahaya borey se!
GEN.12.3	Borey kaŋ ga gaara ma ne, ay ga albarka daŋ i ra,
GEN.12.3	amma boro kaŋ na ni danga, ay gʼa laali.
GEN.12.3	Ni bande, aduɲɲa alkabiilawey kul ga duu albarka.»
GEN.12.4	Abram koy nda takaa kaŋ nda Abadantaa nʼa har a se. Lotu koy a bande. Kaŋ Abram ga fatta Karaŋ, jiiri woyye cindi guu (75) bara a se.
GEN.12.5	A koy nda nga bande nga wandoo Saray, nda nga armaa izʼaroo Lotu, nda nga almaanoo, nda boro kul kaŋ goo maaɲoo ga kaŋ i duu ey Karaŋ. I tun ka koy gandaa kaŋ maaɲoo ti Kanaŋ. Waatoo kaŋ i too no din, 
GEN.12.6	Abram dira gandaa ra ka too hala koyraa kaŋ maaɲoo ti Šekem, More tuuriɲaa beeroo do. Zamanoo din Kanaŋ borey no ma goro gandaa ra. 
GEN.12.7	Amma Abadantaa bangay Abram se, a nee a se: «Ni hayroo se ay ga gandaa woo noo.» Abram na sargari tonadoo cin Abadantaa kaŋ bangay a se maaɲoo ga. 
GEN.12.8	Woo banda ga, a dira ka koy tondi hondoo here kaŋ goo koyraa kaŋ maaɲoo ti Betel waynahunay kaboo here. A na nga hukkumoo cin Betel kaŋ goo waynakaŋay nda koyraa kaŋ se i ga nee Ayi kaŋ goo waynahunay game. A na sargari tonadoo cin Abadantaa maaɲoo ga, a na Abadantaa maaɲoo cee. 
GEN.12.9	Woo banda ga, Abram yee ka saraysaray ka koy Negew gandaa ra.
GEN.12.10	Heray foo tee gandaa ra. Heraa laalayanoo se, Abram naaru ka doo Misira gandaa ra ka goro ka waati tee no din. 
GEN.12.11	Waatoo kaŋ i ga baa ka huru Misira gandaa ra, a nee nga wandoo Saray se: «Aywa! Ay ga bay kaŋ woy borya ti ni. 
GEN.12.12	Nda Misira borey dii ni, i ga nee kaŋ ay wandoo ti ni. I gʼay wii, i ga ni naŋ ma huna. 
GEN.12.13	Ay gʼa wiri ni ga, ma nee i se kaŋ ay woymaa ti ni! Nga ra i ga kula ay ra. Ni alhormaa ra, ay hundoo ga cindi ay ra.»
GEN.12.14	Waatoo kaŋ Abram too Misira gandaa ra, Misira borey dii kaŋ woyoo ga hanse ka boori. 
GEN.12.15	Waatoo kaŋ Firawuuna cee-cirey na woyoo laasaabu, i koy a sifa Firawuuna se. Woo banda ga, woyoo zandi ka koy Firawuuna hugoo do. 
GEN.12.16	Woyoo sabbu se, Firawuuna na Abram dii nda diiyan henna. A nʼa noo alman buuna, nda ibeeri, nda farka aruyaŋ, nda baɲɲayaŋ, nda koŋŋayaŋ, nda farka woyyaŋ, nda yooyaŋ. 
GEN.12.17	Amma Abadantaa na dori beeriyaŋ ka Firawuuna nda nga hugoo borey kar, Saray kaŋ ti Abram wandoo maaganda se. 
GEN.12.18	Firawuuna ciya Abram se, a nee a se: «Cin ti woo kaŋ nʼnʼa tee ya ne? Macin se manʼay bayrandi kaŋ ni wandoo no? 
GEN.12.19	Macin se nʼnee kaŋ ni woymaa no, hala agay ne kʼa zaa ka nee ay gʼa tee wande? Sohõ ni wandoo ne, a zaa, ma koy!» 
GEN.12.20	Firawuuna na nga borey yaamar kaŋ i ma Abram fattandi. A ma koy nda wandoo nda haya kul kaŋ goo a kone.
GEN.13.1	Abram hun Misira gandaa ra ka žigi ka koy Negew, nga, nda nga wandoo, nda nga haya kul kaŋ goo maaɲoo ga, nda Lotu.
GEN.13.2	Abram goo nda adabba boobo, nda nzorfu kaaray boobo, nda wura boobo. 
GEN.13.3	A saraysaray ka hun Negew ka koy hala Betel, nongoo kaŋ ra a jin ka nga hukkumoo cin kaŋ goo Betel nda Ayi game, 
GEN.13.4	hala nongoo kaŋ ra a na sargari tonadoo jinaa tee. De mo no din ra Abram na Abadantaa maaɲoo cee.
GEN.13.5	Lotu kaŋ goo a bande mo goo nda alman buuna nda ibeeri nda hukkumyaŋ. 
GEN.13.6	Ngi affoo kul adabbawey ga hanse ka boobo, i si hin ka cindi cere bande, gandaa si hin kʼi zaa, zama a ga kacca i se. 
GEN.13.7	Koyne mo Kanaŋ borey nda Ferezi borey goo gandaa din da ra. Han foo alfitina huru Abram almaney kurkey nda Lotu waney game. 
GEN.13.8	Abram nee Lotu se: «Ay gʼa wiri ni ga, alfitina masi huru agay nda ni game. A masi huru ay kurkey nda ni waney game, zama ir kul ti hugu follokaa borey. 
GEN.13.9	Gandaa kul goo ni jine! Ir ma fay. Nda nʼna hawsaa zaa, ay ga gurmaa zaa. Nda nʼna gurmaa zaa, ay ga hawsaa zaa.»
GEN.13.10	Lotu na nga boŋoo jer, a dii Žurdeŋ isaa ganganoo kul. A ga tay pataku. Woo ti za Abadantaa mana Sodom nda Gomor halaci. Nongoo din ga hima nda Abadantaa saddiŋaa. Ma nee Misira gandaa. A ga koy too hala koyraa kaŋ maaɲoo ti Sohar. 
GEN.13.11	Lotu na Žurdeŋ isaa ganganoo kul suuba nga boŋ se, de a koy waynahunay kaboo here. Takaa woo nda i fay ka hun cere ga. 
GEN.13.12	Abram goro Kanaŋ. Lotu koy goro ganganoo koyrawey ra. A na nga hukkumoo cin Sodom koyraa jeroo ga. 
GEN.13.13	Sodom borey manʼti kala boro laalayaŋ. Zunubu teekaw beeriyaŋ no Abadantaa do.
GEN.13.14	Waatoo kaŋ Lotu hun Abram bande, woo din banda ga, Abadantaa nee Abram se: «Ni boŋoo jer ka guna, za nongoo kaŋ ra nʼgoo hala hawsa, nda gurma, nda dandi, nda dangay, 
GEN.13.15	zama gandaa kul kaŋ nʼgʼa honnay, ay gʼa noo ni nda ni hayroo se hala abada. 
GEN.13.16	Ay ga ni hayroo tee sanda labuhamni. A ga boobo hala nongu kaŋ ra nda boro ga hin ka labuhamni kabu kul, a ga hin ka ni hayroo kabu. 
GEN.13.17	Tun ni boŋ ga, ma gandaa kuuyanoo nda nga hayyanoo kul dira, zama ay gʼa noo ma ne.»
GEN.13.18	Abram koy nga hukkumoo cin ka goro boraa kaŋ maaɲoo ti Mamre, tuuriɲaa beerey do kaŋ goo koyra kaŋ se i ga nee Hebroŋ. No din ra a na sargari tonadoo cin Abadantaa maaɲoo ga.
GEN.14.1	Waatoo kaŋ ra Šineyar gandaa kokoyoo ti Amrafel, Elasar koyraa kokoyoo ti Aryok, Elam gandaa kokoyoo ti Kedorlawomer, Goyim gandaa kokoyoo ti Tidal, 
GEN.14.2	zamanoo din no, i marga ka Bera wongu kaŋ ti Sodom kokoyoo, nda Birša kaŋ ti Gomor kokoyoo, nda Šinab kaŋ ti Aduma kokoyoo, nda Šemeber kaŋ ti Seboyim kokoyoo, nda Bela kaŋ se i ga nee Sohar, kokoyoo. 
GEN.14.3	Wey kul na cere marga Sidim gandaa gooroo ra kaŋ ti teeko Ciiri-ciirantaa. 
GEN.14.4	I na jiiri woy cindi hinka (12) tee, i goo Kedorlawomer cire, amma jiiri woy cindi hinzantoo (13to) ga, i ture. 
GEN.14.5	Jiiri woy cindi taacantoo (14to) ra, Kedorlawomer nda kokoyey kaŋ marga ka koy Refa borey wongu koyraa ra kaŋ maaɲoo ti Ašitorot-Karanayim. I na Zuz borey wongu koyraa ra kaŋ maaɲoo ti Haam. I na Emu borey wongu Šawe-Kiryatayim. 
GEN.14.6	I na Hori borey wongu ngi tondi hondoo ga kaŋ ti Seyir gandaa. I nʼi gaaray hala El-Paraŋ kaŋ goo saajoo jeroo ga. 
GEN.14.7	Woo banda ga, i yee ngi ceebandawey ra, i too Enu-Mišipat kaŋ ti koyraa kaŋ maaɲoo ti Kadeš. Ngi wongoo too Amalek borey gandaa kul nda Amor borey kaŋ ga goro Hasasoŋ-Tamar.
GEN.14.8	Sodom, nda Gomor, nda Aduma, nda Seboyim, nda Bela kaŋ se i ga nee Sohar, kokoyey kul fatta ka marga ka koy i wongu Sidim gandaa sosooroo ra. 
GEN.14.9	Wey kaŋ i koy wongu manʼti kala Kedorlawomer kaŋ ti Elam kokoyoo, nda Tidal kaŋ ti Goyim kokoyoo, nda Amrafel kaŋ ti Šineyar kokoyoo, nda Aryok kaŋ ti Elasar kokoyoo. Kokoy taaci no kaŋ ga igguu wongu. 
GEN.14.10	Sidim gandaa sosooroo kul ti guusuyaŋ kaŋ ga too nda guduroŋ. Sodom nda Gomor kokoyey zuru, de i kaŋ guusey din ra. Wey kaŋ cindi zuru ka koy tondi hondoo here. 
GEN.14.11	Wongaarey na Sodom nda Gomor almaanoo nda ngi meehunaa kul zaa kʼi ka koy. 
GEN.14.12	I na Abram arma izʼaroo mo kaŋ ti Lotu nda nga almaanoo kul zaa ka koy, zama a mana cindi ka goro kala Sodom.
GEN.14.13	Boro foo kaŋ zuru koy alhabaroo too Abram se kaŋ ti Ebere. Abram si goro kala tuuriɲaa beerey do kaŋ Mamre wane nda ey kaŋ ti Amor boro kaŋ ti Eškol nda Aner armaa kaŋyaŋ amaana goo ngi nda Abram game. 
GEN.14.14	Waatoo kaŋ Abram maa kaŋ i na nga boraa tee kasa-ize ka koy, a na nga hugu-ize wongaari boro zangu hinza nda iwoy cindi yaaha (318) zaa. I nʼi gaaray hala koyraa ra kaŋ maaɲoo ti Dan. 
