MAT.1.1	Gyoo Defidi na Aberaham be naanabii Yesu Kristo duuluŋ man balaŋ yaa.
MAT.5.18	Ampaŋ yaa mɛɛ yako ŋon ɛ ke nyii nyiaa, adido na tɛɛle kei pou nyiŋa te wɔlɛɛ ta ya nɛ, mmaraase ŋan man dokoloŋ, yaa keŋmarasebii dokoloŋ kooŋ gba be gyae ka feefo lee ŋe man ya, kelii debaŋ keŋ nombia ŋenaŋ pou gyae ke kɔŋ, ŋgba mena keŋ bɔɔ yako see nɛ. 
MAT.5.19	Mena dɔɔ walaŋ kamasɛ ŋon ɔ bɛɛ nyi ɔ be di Wurubuarɛ mmaraase kɛŋa man kamasɛ dɔɔ ya, te ɔ wola balaŋ mɔ nyi be na di ŋe dɔɔ ya nɛ, na mena walaŋ ŋonaŋ waa yɛɛ walaŋ kemaasabii Wurubuarɛ gyoori keŋ man. Mɔna walaŋ kamasɛ ŋon ɔ di Wurubuarɛ mmaraase ŋan kamasɛ dɔɔ, te ɔ wola balaŋ mɔ nyi baa di ŋe dɔɔ nɛ, baa baake e nyi walaŋ kegyia Wurubuarɛ gyoori keŋ man. 
MAT.5.20	Mena dɔɔ mɛɛ yako ŋon ɛ ke nyii nyiaa, akpaa ɛ gbɛɛneŋ ta tenee Wurubuarɛ siaman kela Gyudatena mmaraa wolala baŋ, na Farasiitena dikpii keŋ balaŋ ya nɛ, ɛ be gyae ɛ ka gyoo Wurubuarɛ gyoori keŋ man ya.”
MAT.5.21	Keŋte Yesu besewɔ yako wɔ nyi, “Ɛ nyii Wurubuarɛ nombia yakowɔ nyiaa, beneŋ beneŋ keŋ na, Wurubuarɛ yako de naanaɔ nyi, ‘Ɛ na ko walaŋ ya, te walaŋ kamasɛ ŋon ɔ ko walaŋ na, maa bu e fɔɔ.’ 
MAT.5.22	Mɔna maŋ ne yako ŋon baa nyiaa, ‘Walaŋ kamasɛ ŋon ɔ gyeŋ baŋ do ɔ dɔɔ na baa bu e fɔɔ, te walaŋ kamasɛ ŋon ɔ tee ɔ dɔɔ nyi ɔ yɛɛ ohuhoo e na, baa mo e gyu kegyiise siaman na be kaa di ɔ nombia. Te walaŋ kamasɛ ŋon ɔ baake ɔ dɔɔ nyi Diyiŋte na, ɔtenate benaa na boalaŋ man kagyoo.’ 
MAT.5.23	Mena dɔɔ nyi akpaa nyaŋ ŋon n mo kolo kɔŋ Wurubuarɛ kedeesa boe keŋ tɛɛ n kaa deesi, te n tɔɔse nyi ɛmɛɛ na ŋolo dana nombia na, 
MAT.5.24	tina nya abɔɔ ŋan yela kedeesa boe keŋ tɛɛ botɔɔ, na n ke gyu n dɔɔ ŋon gyaŋ na ɛ kaa desina ya nsana, pɛna n kaa mo nya abɔɔ ŋan deesi fa Wurubuarɛ. 
MAT.5.25	Nyi akpaa ŋolo de samenaa neŋ na, yɛɛ kakyeŋ na ɛ ke desina ya nsana pɛna nombia kedi wee keŋ kelii. Na mena ya wee kenaŋ de lii na, waa mo neŋ ka do nombiadiiri ŋon nyiŋmaa man, na ŋon mɔ ka mo neŋ ka do kotɔtɔɔtena nyiŋmaa man, na baa mo neŋ ketɔ deni. 
MAT.5.26	Ampaŋ yaa mɛɛ yako neŋ n ke nyii nyiaa, n be gyae n ka lee deni kenaŋ man ya, kaboena n ke tɔ kom keŋ pou baa do neŋ nɛ taŋ.”
MAT.5.27	Keŋte Yesu besewɔ yako wɔ nyiaa, “Ɛ nyii Wurubuarɛ nombia yakowɔ nyi alo na baale de yala dɔŋa na, ŋolo na lee ɔ dɔɔ wɔle ya. 
MAT.5.28	Mɔna maŋ ne yako ŋon baa nyi walaŋ kamasɛ ŋon ɔ kɛɛ alo te ɔ gyakaa e loo na, ɔtenate te yɛɛ dukum Wurubuarɛ siaman. Nawolo nyi Wurubuarɛ siaman na ɔ gyae e baa. 
MAT.5.29	Akpaa n dunoluŋ sibii ne yele la te n ne yɛɛ dukum na kulu ke leki. Dei nyi nya lee kadeŋ na n ke kyaa Wurubuarɛ gyaŋ kela nyi baa mo n dibiliŋ pou ka do boalaŋ man. 
MAT.5.30	Te akpaa nyi n dunoluŋ baam ne yele la te n ne yɛɛ dukum na kara ke leki. Dei nyi nya lee kadeŋ na n ke kyaa Wurubuarɛ gyaŋ kela nyi baa mo n dibiliŋ pou ka do boalaŋ man.”
MAT.5.31	Keŋte Yesu besewɔ yako wɔ nyiaa “Ɛ nyii Wurubuarɛ nombia yakowɔ nyiaa, ‘Walaŋ kamasɛ ŋon waa bɛɛ ɔ wɛɛle na, kaboena nyi waa fa e tɔne na kawola nyi ɔ te bɛɛ e.’ 
MAT.5.32	Mɔna maŋ ne yako ŋon baa nyi akpaa alo te gyae baala ya te ɔ baale de bɛɛ e na, ɔ te yeli alo ŋon te wɔlɛɛ yale mmaraase Wurubuarɛ siaman. Te nyaŋ ŋon mɔ n yala alo ŋon ɔ baale be bɛɛ e na, Wurubuarɛ siaman na n gyae ŋolo wɛɛle baa.”
MAT.5.33	Keŋte Yesu besewɔ yako wɔ nyiaa, “Ɛ nyiiwɔ Wurubuarɛ nombia besewɔ yako gyaŋgba keŋ nyiaa, walaŋ kamasɛ ŋon ɔ kaŋ ntam fa de Gbeŋgyoo Wurubuarɛ na, waa yɛɛ kakyeŋ na waa di ke dɔɔ. 
MAT.5.34	Mɔna maŋ ne yako ŋon baa nyiaa, ɛ na kaŋ ntam korakora gba ya. Ɛ na kaŋ adido ntam ya, nawolo nyi botɔɔ te Wurubuarɛ kyaa ɔ ne di gyoori balaŋ pou dɔɔ. 
MAT.5.35	Ɛ na kaŋ tɛɛle mɔ ntam ya, nawolo nyi botɔɔ yɛna Wurubuarɛ nae dɛɛ see. Ɛ na kaŋ Gyerusalɛm donɔɔ mɔ ntam ya, nawolo nyi keŋ yɛna gyoo dinaa ŋon donɔɔ. 
MAT.5.36	Ɛ na kaŋ ɛ nyee ntam ya, nawolo nyi ŋolo be gyae waa tale yela ɔ nyeenyɔɔse dokoloŋ ke biri yaa ka wolose ya. 
MAT.5.37	Nombii keŋ kaboena nyi nya sɛɛ ‘Ayi’ na sɛɛ nyi ‘Ayi’ te keŋ kaboena nyi nya bɛɛ nyi ‘Koa’ na, bɛɛ nyi ‘Koa.’ Nombii da lee kɛŋa wɔle na, lee walaŋkum ŋon gyaŋ.”
MAT.5.38	Keŋte Yesu besewɔ yako nyiaa, “Ɛ nyii Wurubuarɛ nombia yakowɔ nyiaa, akpaa n dɔɔ de yɛlɛɛ n sibii na nyaŋ mɔ yɛlɛɛ ɔ wui tɔ kom. Te akpaa n dɔɔ de kulu n keli na, nyaŋ mɔ kulu ɔ wui tɔ kom. 
MAT.5.39	Mɔna maŋ ne yako ŋon baa nyiaa, akpaa ŋolo de yɛɛ neŋ nombiikum na, nyaŋ na mo nombiikum tɔ e kom ya. Te akpaa ŋolo da ŋmera neŋ n dunoluŋ lakaa man na, besena n demena mɔ wui kpu e. 
MAT.5.40	Nyi ŋolo de samenaa neŋ nyi waa lɛo n kegba wurikyim na, kpee n kegba atetate keŋ mɔ kpu e. 
MAT.5.41	Akpaa ŋolo da ŋere neŋ nyi ɛmɛɛ na e ke ta nawɔɔtɔɔse kufu na, sɛɛ na ɛmɛɛ na e ke ta nawɔɔtɔɔse sao. 
MAT.5.42	Akpaa ŋolo da sola neŋ kolo na fa e, te akpaa ŋolo de kɔŋ ɔ kaa paa n kolo na, na bɛɛ ya.”
MAT.5.43	Keŋte Yesu besewɔ yako nyiaa, “Ɛ nyii Wurubuarɛ nombia yakowɔ nyiaa, gyae n dɔɔ na n ke kɔla ŋon ɔ ne kɔla neŋ nɛ. 
MAT.5.44	Mɔna maŋ ne yako ŋon baa nyiaa, ɛ gyae balaŋ baŋ bɛɛ kɔla ŋon nɛ, na ɛ ke fane fa baŋ bɛɛ naase ŋon diyem nɛ, 
MAT.5.45	na kawola nyi ɛ yɛɛ ɛ kya ŋon ɔ kyaa adido nɛ bia gbagbawɔ. Nawolo nyi ɔ ne yele weese ne gyɔɔ fa balaŋ kumɛɛ na balaŋ kpaakpaa pou, te ɔ ne yele ɔga ne ŋɛɛ fa balaŋ baŋ be gbɛɛneŋ tenɛɛ ɔ siaman, na baŋ be gbɛɛneŋ ba tenɛɛ ɔ siaman ya nɛ pou. 
MAT.5.46	Nyi akpaa ɛ ne gyae balaŋ baŋ bɛɛ gyae ŋon nɛ baageŋ bo na, ɛ na gyueŋ nyi ɛ ke nyiŋ kolo kpaakpaa lee Wurubuarɛ gyaŋ ya, nawolo nyi nombiakumɛɛyɛɛra mɔ koraŋ ne gyae baŋ bɛɛ gyae wɔ nɛ. 
MAT.5.47	Te akpaa ɛ do ɛ gyoona baageŋ nɔɔ na, woŋ te ɛ ne yɛɛ kela balaŋ akaŋ baŋ? Na mena te balaŋ baŋ bɔɔ gyeŋ Wurubuarɛ ya nɛ mɔ ne yɛɛ yee? 
MAT.5.48	Mena dɔɔ ɛ yɛɛ balaŋ kpaakpaa keŋ nombiikum kamasɛ na doo ɛ man ya kelii ɔto, ŋgba ɛ kya ŋon ɔ kyaa adido nɛ.”
MAT.6.1	Keŋte Yesu besewɔ yako wɔ nyiaa “Ɛ kɛɛ nideli nyi ɛ be yɛɛ deeli balaŋ man, na baa nyiŋ naa ŋon ya. Akpaa ɛ yɛɛ mena na, ɛ be gyae ɛ ke nyiŋ kom ketɔ kamasɛ lee ɛ kya ŋon ɔ kyaa adido nɛ gyaŋ ya. 
MAT.6.2	Mena dɔɔ akpaa ɛ yɛɛ deeli fa diyemte ŋolo na, ɛ na mo ke gyɔ dekpeŋkpeŋ ŋgba mena keŋ balaŋ baŋ bɛɛ beo ba wose nɛ ne yɛɛ Gyudatena ɔsom denɛɛ na abɔnterese man, na balaŋ kenyiŋ kɛlɛɛ wɔ nɛ ya. Ampaŋ yaa mɛɛ yako ŋon nyiaa, be taŋ nyiŋ ba kom ketɔ pou. 
MAT.6.3	Mɔna akpaa n yɛɛ deeli fa diyemte ŋolo na, na yele n dɔɔ kpaakpaa gba koraŋ ke nyii ya. 
MAT.6.4	Yela kedoo walaŋ ŋon n be yɛɛ deeli keŋ fa e nɛ, ɛmɛɛ na e ɛ bala nsana. Dekɔŋ mena na, n kya Wurubuarɛ ŋon ɔ ne naa kpene keŋ n be yɛɛ weese nɛ, waa tɔ neŋ kom.”
MAT.6.5	Keŋte Yesu yako wɔ nyi, “Akpaa ɛ ne fane nɛ, ɛ na yɛɛ ŋgba mena keŋ balaŋ baŋ bɛɛ beo ba wose ne yɛɛ nɛ ya. Nawolo nyi bɛɛ gyae Gyudatena ɔsom denɛɛ man, na abɔnterese man keta seŋee fane na balaŋ kenyiŋ naa wɔ. Ampaŋ yaa mɛɛ yako ŋon nyi be taŋ tɔ wɔ ba kom pou. 
MAT.6.6	Mɔna akpaa ɛ ne gyae ɛ ke fane na, ɛ gyu ɛ denɛɛ man na ɛ ketɔ disim na ɛ ke fane fa ɛ kya ŋon ɛ bɛɛ naa e na ɛ sia fonɛɛ ya nɛ. Akpaa ɛ yɛɛ mena na, ɛ kya ŋon ɔ ne naa kpene keŋ ɛ be yɛɛ weese nɛ, waa tɔ ŋon kom.
MAT.6.7	Akpaa ɛ ne fane na, ɛ na kolosi nɔɔwoya burum ŋan ŋɔɔ taŋ tɔnɔɔ, ŋgba mena keŋ balaŋ baŋ bɔɔ gyeŋ Wurubuarɛ ya ne yɛɛ nɛ ya. Baŋ gyeŋ nyi akpaa be kolosi nɔɔwoya burum na, te Wurubuarɛ waa nyii wɔ. 
MAT.6.8	Mena dɔɔ ɛ na yɛɛ ŋgba be kɛɛ yɛɛ nɛ ya, nawolo nyi ɛ kya Wurubuarɛ wulaa ɔ gyeŋ kpene keŋ ne hia ŋon koraŋ gba pɛte ɛ ne bɔɔse e.” 
MAT.6.9	“Ɛ ne gyae ɛ ke fane na, ɛ yako nyiaa,
MAT.6.9	‘De kya ŋon n kyaa adido,
MAT.6.9	dɛɛ fane nyi balaŋ pou baa lese n yele.
MAT.6.10	Lese n gyoori debɔɔ,
MAT.6.10	yela baa yɛɛ n kegyaebii tɛɛle dɔɔ,
MAT.6.10	ŋgba mena keŋ bɛɛ yɛɛ adido nɛ.
MAT.6.11	Fa daa gyɛŋ wee kei weenɛɛ.
MAT.6.12	Mo de nombiakumɛɛ kyɛɛ daa,
MAT.6.12	ŋgba mena keŋ daa mɔ na mo kyɛɛ balaŋ
MAT.6.12	baŋ bɛɛ yɛɛ nombiakumɛɛ tia daa nɛ.
MAT.6.13	Na yele dɛɛ yala kekɛɛsekɛɛ man ya.
MAT.6.13	Mɔna lese daa lee walaŋkum ŋon nyiŋmaa man.’ ”
MAT.6.14	Nawolo nyi akpaa ɛ mo balaŋ nombiakumɛɛ kyɛɛ wɔ na, ɛ kya ŋon ɔ kyaa adido nɛ mɔ waa mo ɛmɛɛ mɔ ɛ nombiakumɛɛ kyɛɛ ŋon. 
MAT.6.15	Mɔna akpaa ɛ ta mo balaŋ nombiakumɛɛ kyɛɛ wɔ ya na, ɛ kya ŋon ɔ kyaa adido nɛ mɔ be gyae waa mo ɛmɛɛ mɔ wui nombiakumɛɛ kyɛɛ ŋon ya.
MAT.6.16	Keŋte Yesu besewɔ yako wɔ nyi, “Akpaa ɛ ne bake ɛ nɔɔ nɛ, ɛ na nyaŋe ɛ sia ŋgba mena keŋ balaŋ baŋ bɛɛ beo ba wose nɛ ne yɛɛ nɛ ya. Bɛɛ nyaŋe be sia na balaŋ ke nyiŋ naa nyi bɛɛ bake be nɔɔ. Ampaŋ yaa mɛɛ yako ŋon nyi be taŋ nyiŋ ba kom ketɔ. 
MAT.6.17	Mɔna akpaa n bake n nɔɔ nɛ, faafo n sia na n ke tiu nuŋ na n ke fulaa n nyee. 
MAT.6.18	N yɛɛ mena na balaŋ ba gyem nyi n ne bake n nɔɔ ya. Mɔna n kya ŋon n bɛɛ naa e na n sia fonɛɛ ya, te ɔ ne naa kpene kamasɛ keŋ n ne yɛɛ weese nɛ waa tɔ neŋ kom.”
MAT.6.19	Keŋte Yesu besewɔ yako wɔ nyiaa, “Ɛ na gyae abɔɔ see tɛɛle kei dɔɔ fa ɛ wose ya. Nawolo nyi tɛɛle kei dɔɔ na, paapaase na kandorɔse gyae ke tale wɔlɛɛ ŋa, yaa ŋmɛɛlatena mɔ baa tale kaa ŋmɛɛle ŋa. 
MAT.6.20	Mɔna ɛ gyae abɔɔ see ɛ wose Wurubuarɛ man, botɔɔ keŋ paapaase na kandorɔse be wɔlɛɛ ŋa ya, te ŋmɛɛlatena mɔ be gyae baa tale gyu ke ŋmɛɛle ŋa ya nɛ. 
MAT.6.21	Nawolo nyi botɔɔ keŋ nya abɔɔ kpaakpaa doo nɛ, botɔɔ mɔ te n loo gyakaa.”
MAT.6.22	Keŋte Yesu besewɔ yako wɔ nyiaa, “Sia yɛɛ ŋgba kanea nɛ fa deniwalaŋ wose. N sia dei na n wose pou doo keŋmaŋee man. 
MAT.6.23	Mɔna n sia de wɔlɛɛ na, n wose pou doo ditiŋtɛɛ tuum man. Nyi akpaa kanea keŋ doo n man nɛ da gyoo ditiŋtɛɛ na, kenaŋ na ditiŋtɛɛ dinaa ta gyoo neŋ.”
MAT.6.24	“Walaŋ be kyaa keŋ waa tale som gbeŋgyoona bala ya. Dekɔŋ mena na, waa kɔla ŋolo na waa gyae ŋolo nombia, yaa waa som ŋolo nideli kela ŋolo. Ɛ be gyae ɛ ke tale som Wurubuarɛ na kɔba bom ya.
MAT.6.25	Mena dɔɔ te mɛɛ yako ŋon nyiaa, ɛ na yeyɛɛ na ɛ kekyaa man kedi na kenyɔɔ, na abɔɔ ŋan ɛ ka do ya. Nyeedoŋ ne hia kela weenɛɛ, te deniwalaŋ wose mɔ ne hia kela abɔɔ ŋan waa do. 
MAT.6.26	Ɛ kɛɛ gyebuse, bɔɔ ne duu abɔɔ ya te bɔɔ ne kɔɔ ya te bɔɔ dana kpeese yaa denɛɛ ŋan man baa see weenɛɛ ya. Mɔna ɛ kya ŋon ɔ kyaa adido nɛ ne fa wɔ weenɛɛ. Kaboena ya gyeŋ nyi, ɛ wose ne hia kela gyebuse. 
MAT.6.27	Ɛ man woŋti te lee ɔ kayeyɛɛ man nɛ, waa tale mo debaŋ dokoloŋ kooŋ pɛ kpu na ɔ weeya ŋan Wurubuarɛ be fa e nɛ? 
MAT.6.28	Woŋ dɔɔ te ɛ na yeyɛɛ na abɔɔ ŋan ɛ ka do. Ɛ kɛɛ mena keŋ kyeŋkyeŋkɔɔse na bee, ŋe bɛɛ yɛɛ tom ya te ŋe bɛɛ loo kanyaŋse mɔ ya. 
MAT.6.29	Mɔna mɛɛ yako ŋon ɛ ke nyii nyiaa, Gyoo Solomɔn gba na ɔ wosekenyiŋ koraŋ nɛ, ɔ te nyiŋ kyeŋkyeŋkɔɔse kɛŋa man dokoloŋ kyeo ya. 
MAT.6.30	Weera dɔɔ te ɛ bɛɛ lɛɛ Wurubuarɛ di nideli ya. Nyi akpaa mena te Wurubuarɛ ne mia ŋalese ŋan ɛ kena ŋa gyɛŋ kyoo na be ta too ŋa na, kenaŋ na ɛ tɔɔse nyi Wurubuarɛ waa mia ŋon kela ŋalese ŋenaŋ. 
MAT.6.31	Mena dɔɔ ɛ na yeyɛɛ na kpene keŋ ɛ ke di, yaa kpene keŋ ɛ ke nyɔɔ yaa kpene keŋ ɛ ka do nɛ dɔɔ ya. 
MAT.6.32	Nawolo nyi mena abɔɔ kɛŋa te tɛɛle kei dɔɔ balaŋ baŋ bɔɔ gyeŋ Wurubuarɛ ya nɛ sia ne yɛɛ ŋe dɔɔ, mɔna ɛ kya Wurubuarɛ gyeŋ nyi mena abɔɔ kɛŋa ne hia ɛmɛɛ mɔ. 
MAT.6.33	Mena dɔɔ ɛ taŋgbɛɛ mo ɛ loo pou gyakaa Wurubuarɛ gyoori keŋ na ɔ gbɛɛneŋ ŋan tenɛɛ nɛ dɔɔ. Nyi akpaa ɛ yɛɛ mena na, Wurubuarɛ waa mo abɔɔ akaŋ ŋan pou kpu ŋon. 
MAT.6.34	Mena dɔɔ ɛ na yeyɛɛ na kyoo wui nombia ya, te ɛ na mo gyɛŋ wui nombia kpu kyoo wui man ya. Nawolo nyi wee kamasɛ na ke wui nombia.”
MAT.7.1	Keŋte Yesu besewɔ yako wɔ nyiaa, “Ɛ na yɛɛ ɛ wose balaŋ nombiadiira na ɛ ke bu wɔ fɔɔ ya, na Wurubuarɛ mɔ be di ɛ nombia na waa bu ŋon fɔɔ ya. 
MAT.7.2	Nawolo nyi gbɛɛ keŋ man ɛ ka mo di ɛ tebia nombia na, mena mɔ te Wurubuarɛ waa mo di ɛ nombia. Nombii keŋ ɛ ka mo yɛɛ ɛ tebia nɛ, keŋ ke te Wurubuarɛ mɔ waa mo yɛɛ ŋon. 
MAT.7.3	Weera dɔɔ te n ne naa woŋsilibii keŋ doo n dɔɔ sibii man, te n be famenɛ na daakpee keŋ doo nyaŋ gbagba n sibii man ya? 
MAT.7.4	Sena te n ke tale yako n dɔɔ nyi, ‘Me dɔɔ yela maa lese woŋsilibii lee n sibii man, keŋ nyaŋ gbagba be famenɛ na daakpee keŋ doo n sibii man ya?’ 
MAT.7.5	Nyaŋ walaŋ ŋon n na beo n wose, kaboena nyi nya taŋgbɛɛ lese daakpee keŋ doo n sibii man nɛ, pɛna n kena nideli na n ka lese woŋsilibii keŋ doo n dɔɔ sibii man nɛ.
MAT.7.6	Ɛ na mo kpene keŋ ke yɛɛ kolo kpaakpaa ke Wurubuarɛ siaman nɛ fa babaase ya, na mena ya na baa besena bo kɔŋ ɛ dɔɔ na baa doŋee ŋon. Ɛ na mo ɛ kegyaŋase kpaakpaa nyiŋan mɔ fuŋ lɔ kekuiriise ya, na mena ya na baa sakatee ŋa bo.”
MAT.7.7	Keŋte Yesu besewɔ yako wɔ nyiaa, “Ɛ sola Wurubuarɛ kolo na ɛ nyiŋmaa gyae ke kaŋ ke. Ɛ kɛo kolo lee ɔ gyaŋ na ɛ ke nyiŋ ke, te ɛ gyɔ e disim na waa toro fa ŋon. 
MAT.7.8	Nawolo nyi walaŋ kamasɛ ŋon ɔ bɔɔse e kolo na ɔ nyiŋmaa ne kaŋ ke. Ŋon ɔ gyae kolo lee ɔ gyaŋ na ɔ ne nyiŋ ke, te ŋon mɔ ɔ gyɔ e disim na waa toro fa e. 
MAT.7.9	Ɛ man woŋti kyaa la keŋ nyi ɔ bu da sola e weenɛɛ na waa mo boe fa e? 
MAT.7.10	Yaa ɛ man woŋti kyaa la keŋ nyi ɔ bu da sola e kpebii na waa mo dom fa e? 
MAT.7.11	Akpaa ɛmɛɛ baŋ ɛ yɛɛ nombiakumɛɛyɛɛrawɔ koraŋ gyeŋ abɔɔ kpaakpaa ka mo fa ɛ bia na, de yaa sena te ɛ kya ŋon ɔ kyaa adido nɛ be gyae waa mo abɔɔ kpaakpaa ŋan kela kɛŋa nɛ fa baŋ bɛɛ sola e nɛ ya. 
MAT.7.12	Wurubuarɛ mmaraase na Wurubuarɛ akpeŋkpeŋgyɔɔra nombia ŋan pou bɔɔ wolo nɛ ŋa nyee yɛna nyi, kpene keŋ n ne gyae nyi balaŋ baa yɛɛ fa neŋ na, keŋ te kaboena nyi nyaŋ mɔ nya yɛɛ fa wɔ.”
MAT.7.13	Keŋte Yesu besewɔ yako wɔ nyiaa, “Ɛ yɛɛ kakyeŋ na ɛ ka mo denanɔɔ bɔbɔɔkyee keŋ man gyoo Wurubuarɛ man. Nawolo nyi denanɔɔ keŋ ka keerɛɛ te ke gbɛɛnaa fɛlɛɛ te ke dɔɔ keta be taŋ baŋ ya nɛ, na mo balaŋ bo gyu kayeyɛɛ keŋ be taŋ ɔto ya nɛ man. Mɔna ke man te balaŋ burum dɔŋɛɛ. 
MAT.7.14	Te denanɔɔ bɔbɔɔkyee keŋ ke gbɛɛnaa yɛɛ peperee te ke dɔɔ keta dana baŋ nɛ, na moona balaŋ gyu nyeedoŋ keŋ be taŋ ɔto ya nɛ man. Mɔna balaŋ baŋ bɛɛ naa ke te bɛɛ moo ke man gyoo nɛ, be ta boo ya.”
MAT.7.15	Keŋte Yesu besewɔ yako wɔ nyiaa, “Ɛ kɛɛ ɛ wose man nideli lee akɛrɛɛ akpeŋkpeŋgyɔɔra baŋ wose man. Akpaa be kɔŋ ɛ gyaŋ na, bɛɛ yɔkɔse ba wose ŋgba namense nɛ mɔna be konɔɔse man na be yɛɛ ŋgba gbougbouse nɛ. 
MAT.7.16	Be nombia ŋan bɛɛ yɛɛ nɛ te ɛ ka mo gyeŋ wɔ. Ŋolo bɛɛ kɔ mango bia lee akutu daŋ man ya, mena mɔ te bɔɔ ne kɔ apaŋ lee abotoo woŋse man ya. 
MAT.7.17	Mena mɔ te daŋ kpaakpaate kamasɛ na se bia kpaakpaa, te daŋ kum mɔ na see bia kumɛɛ. 
MAT.7.18	Daŋ kpaakpaate be gyae ke tale see bia kumɛɛ ya, te daŋ kum mɔ be gyae ke tale see bia kpaakpaa ya. 
MAT.7.19	Daŋ kamasɛ keŋ bɛɛ se bia kpaakpaa ya nɛ, bɛɛ kara ke na be ta mo do boalaŋ. 
MAT.7.20	Mena dɔɔ nombia ŋan balaŋ benaŋ ne yɛɛ nɛ, te ɛ ka mo gyeŋ wɔ.”
MAT.7.21	“Na walaŋ kamasɛ ŋon ɔ ne baake maŋ nyi ‘Me Gbeŋgyoo, me Gbeŋgyoo’ nɛ, ne gyae la waa gyoo Wurubuarɛ gyoori keŋ man ya. Mɔna walaŋ ŋon ɔ ne yɛɛ kpene keŋ me kya ŋon ɔ kyaa adido ne gyae nɛ, ŋon waageŋ ne gyae la waa gyoo Wurubuarɛ gyoori keŋ man. 
MAT.7.22	Nombia kedi wee dinaa keŋ man nɛ, balaŋ burum baa kaa yako nyiaa, ‘De Gbeŋgyoo, na n yele man te de kolosi Wurubuarɛ nombia yee? Yaa na n yele te da moowɔ gegi feliŋkumɛɛ lee balaŋ man yee? Na n yele te da moowɔ yɛɛ gyakoloŋ nombia na nombia dinaana yee?’ 
MAT.7.23	Botɔɔ te maa toro yako wɔ nyiaa, ‘Mɔɔ gyeŋ ŋon ya, ɛ lee me siaman. Ɛmɛɛ nombiakumɛɛyɛɛra!’ ”
MAT.7.24	Keŋte Yesu besewɔ yako wɔ nyiaa, “Mena dɔɔ walaŋ kamasɛ ŋon ɔ ne nyii me nɔɔwoya kɛŋa te ɔ ne di ŋe dɔɔ nɛ, ɔ yɛɛ ŋgba siakaralate ŋon ɔ be baŋ ɔ deni gyakaa boe dɔɔ nɛ. 
MAT.7.25	Ɔga ŋɛɛwɔ te booneŋ wuuwɔ te feliŋ dinaa gyɔɔ deni keŋ, mɔna ka te yale ya. Nawolo nyi ɔ see ka mokɔɔ gyakaa boe dɔɔ. 
MAT.7.26	Mɔna walaŋ kamasɛ ŋon ɔ ne nyii me nɔɔwoya kɛŋa te ɔ bee di ŋe dɔɔ ya nɛ, ɔ yɛɛ ŋgba diyiŋte ŋon ɔ be ma ɔ deni gyakaa aŋasa dɔɔ nɛ. 
MAT.7.27	Ɔga ŋɛɛwɔ te booneŋ wuuwɔ te feliŋ dinaa gyɔɔ deni keŋ te ka leewɔ yala worom tekerii pou.”
MAT.7.28	Yesu ke yako nombia kɛŋa taŋ nɛ, ɔ kawola keŋ doo balaŋ dikpii keŋ nɔɔ. 
MAT.7.29	Nawolo nyi ɔ wolawɔ ŋgba walaŋ ŋon ɔ dana doŋ nombia ŋan dɔɔ nɛ, be yɛɛ ŋgba mena keŋ ba mmaraa wolala baŋ na wolo nɛ ya.
MAT.8.1	Yesu ke tisi lee bula keŋ dɔɔ kɔŋ nɛ, balaŋ burum kaa sila e. 
MAT.8.2	Keŋte akuŋtuŋte ŋolo kaa buŋawɔ ɔ nawɔɔ tɛɛ waase e nyiaa, “Me Gbeŋgyoo, akpaa n ne gyae na nyaŋ ke tale kyɔ maŋ me kawee.” 
MAT.8.3	Botɔɔ te Yesu tenee ɔ nyiŋmaa tina e te ɔ yako e nyiaa, “Mɛɛ gyae, n kawee dɛɛ taŋ.” Debokenaŋ man te balee ŋon kawee taŋawɔ. 
MAT.8.4	Keŋte Yesu tɔɔ e kiiŋ nyi, “Na yele walaŋ na walaŋ ke nyii ya, mɔna mo n wose gyu kawola Wurubuarɛ sae ŋon, na n ke deesi fa Wurubuarɛ ŋgba mena keŋ Mosesi ba wola ŋon nɛ, na ke di adansɛɛ fa walaŋ kamasɛ nyi n kawee te taŋ.”
MAT.8.5	Yesu ke gyu ka gyoo Kapanum donɔɔ man nɛ, Romantena yoonɔɔtena kegyia ŋolo kɔŋawɔ kaa waase nyiaa, 
MAT.8.6	“Me Gbeŋgyoo lɛɛ maŋ, nawolo nyi me tobaale te tekerii ɔ doo deni man ɔ ne naa diyem nideli.” 
MAT.8.7	Keŋte Yesu yako e nyiaa, “Maa kɔŋ na me kaa kyɔ e ɔ kawee.” 
MAT.8.8	Botɔɔ te yoonɔɔtena kegyia ŋon yako e nyiaa, “Me gbeŋgyoo, na haa n wose ya. Nawolo nyi ma tekaboe nyi nya kɔŋ me dɛɛ ya. Mena dɔɔ nyaŋ betaa gyuusu n nɔɔ faree kawee keŋ, me tobaale ŋon waa koro. 
MAT.8.9	Nawolo nyi maŋ gbagba mɔ yɛɛ walaŋ ŋon me doo baale tɛɛ, te yoonɔɔtena mɔ doo me tɛɛ. Me yako ŋolo nyi waa gyu yenaŋ daale na ɔ ne gyu, te me yako ŋolo nyi waa kɔŋ na ɔ ne kɔŋ. Kpene kamasɛ keŋ me yako be man ŋolo nyi waa yɛɛ na, keŋ te ɔ ne yɛɛ.” 
