MAT.1.1	Yeezu, a Mɛzaaya
MAT.5.48	Azuiŋ yɛ e noba naŋ tori aŋa a yɛ Saa naŋ be tenvelaa poɔ naŋ tori lɛ.”
MAT.6.1	“Yɛ maaleŋ erɛ a ta wa tonɔ yɛ tonveɛle noba niŋeŋ ka ka ba nyɛ. Ka yɛnee wa erɛ ka noba nyɛ, a yɛ Saa naŋ be tenvelaa
MAT.6.2	“Azuiŋ, ka yɛnee maŋ wa soŋ nembaala, yɛ ta maŋ peɛlɛ eelɛ ka noba na baŋ, aŋa a bampuori-kombampoɔ mine naŋ maŋ erɛ a puoruuderi poore ane a sobɛrɛ zu, ka noba na nyɛ a puu ba. Yelmeŋɛ zaa ka N yele korɔ yɛ, ba nyɛ la ba san-yɔɔ baare. 
MAT.6.3	Kyɛ ka yɛnee maŋ wa korɔ nembaalba sommo, yɛ ta maŋ vɛŋ ka yɛ nugɔɔ baŋ bonna yɛ nuduluŋ naŋ erɛ, 
MAT.6.4	ka yɛ nembaalba sommo na ta sãã, kyɛ a yɛ Saa naŋ nyɛrɛ yelsɔglɔ zaa na yɔɔ yɛ la.
MAT.6.5	Ka yɛnee maŋ wa puoro, yɛ ta maŋ erɛ aŋa a bampuori-kombampoɔ mine naŋ maŋ erɛ a lɛ. Ba maŋ nɔŋ ka ba are puoro a puoruuderi pooreŋ ane a sobɛrɛ zu ka noba na nyɛ ba. Serɛzaa ka N yele korɔ yɛ, ba de la a ba san-yɔɔ baare. 
MAT.6.6	Kyɛ ka yɛnee maŋ wa puoro, yɛ maŋ kpɛ yɛ deri poore, a page a pama, kyɛ puori a yɛ Saa naŋ be zisɔglaa poɔ; a yɛ Saa naŋ nyɛrɛ a yelsɔglɔ zaa na yɔɔ yɛ la.
MAT.6.7	“Ka yɛnee maŋ wa puoro; yɛ ta maŋ yele yɛlɛ naŋ ba taa tɛgɛ dɔglɔ taa, aŋa a Nemboore-yobo
MAT.6.8	Yɛ ta tɔglɔ ba, bonso, a yɛ Saa maŋ daŋ baŋ la bon yɛ naŋ boɔrɔ ka yɛ naŋ ba sɔre O sɛre.
MAT.6.9	“Azuiŋ yɛ maŋ puori ŋaa:
MAT.6.9	Te Saa naŋ be tenvelaa poɔ,
MAT.6.9	ka fo yuori waa soŋ,
MAT.6.10	Ka fo naaloŋ wa.
MAT.6.10	Ka fo poboɔbo nyɛ eebo
MAT.6.10	a teŋɛzu, a seŋ a naŋ waa lɛ tenvelaa poɔ.
MAT.6.11	Ko te a te zenɛ bondirii.
MAT.6.12	Di te saanaa suuri ko te,
MAT.6.12	aŋa lɛ te naŋ dire suuri korɔ banaŋ naŋ sãã te.
MAT.6.13	Ta e ka te kpɛ enyaabo poɔ,
MAT.6.13	kyɛ faa te yi ne a nenfaa nuuri poɔ.
MAT.6.14	Ka yɛnee dire yɛ taaba yelfaare suuri korɔ ba, a yɛ Saa naŋ be tenvelaa poɔ na di la yɛ meŋ yelfaare suuri ko yɛ. 
MAT.6.15	Kyɛ ka yɛnee ba dire yɛ taaba yelfaare suuri korɔ ba, a yɛ Saa meŋ koŋ di yɛ meŋ yelfaare suuri ko yɛ.
MAT.6.16	“Ka yɛnee maŋ wa leŋ noɔre, yɛ ta maŋ sãã yɛ niŋe aŋa a bampuori-kombampoɔ mine. Ba maŋ sãã la ba niŋe ka noba nyɛ a baŋ ka ba leŋ la noɔre. Yelmeŋɛ ka N yele korɔ yɛ, ba nyɛ la ba san-yɔɔ baare. 
MAT.6.17	Kyɛ ka yɛnee maŋ wa leŋ noɔre, yɛ maŋ pɛge yɛ niŋe, a sɔ yɛ zu kãã, 
MAT.6.18	ka lɛ vɛŋ ka noba ta baŋ ka yɛ leŋ la noɔre. Kyɛ a yɛ Saa naŋ nyɛrɛ yelsɔglɔ zaa na ko yɛ la a san-yɔɔ.
MAT.6.19	“Yɛ ta boɔrɔ yɛ bondaaboma binne a teŋɛzu kyɛ, benee mɔgre ane zoɔ̃
MAT.6.20	kyɛ yɛ boɔrɔ yɛ bondaaboma binne tenvelaa poɔ, be ka mɔgre bee zoɔ̃ kontoɔ̃ di a, bee ka nannyigri kontoɔ̃ kɔɔ a pane kyɛ kpɛ zu a. 
MAT.6.21	Bonso, zie na fo bondaaboma naŋ be, be la ka fo sukyiri meŋ na be.
MAT.6.22	“A nimiri la a eŋɛ fentelɛ. Azuiŋ, ka fo nimiri wa taa laafeɛ, a fo eŋɛ zaa na paale ne la veɛloŋ. 
MAT.6.23	Kyɛ ka fo nimiri wa sãã, a fo eŋɛ zaa na paale ne la ligruŋ, kyɛ ka a veɛloŋ naŋ be fo eŋɛ wa e ligruŋ, nyɛ lɛ a ligruŋ naŋ pãã na e kpoŋ seŋ!
MAT.6.24	“Neɛzaa kontoɔ̃ tonɔ korɔ nembɛrɛ bayi. O na kyiiri la kaŋ, kyɛ nɔŋ kaŋ; bee o na sagra la kaŋ noɔre kyɛ zagra kaŋ deni. Yɛ kontoɔ̃ tonɔ korɔ Naaŋmen kyɛ naŋ kpimare libi-bɔ meŋ.
MAT.6.25	“Azuiŋ, N yele korɔ yɛ la, yɛ ta vɛŋ ka yɛ nyɔvore yɛlɛ dɔɔnɔ yɛ, bon yɛ naŋ na di bee a nyu, bee ka bonsuuri yɛlɛ dɔɔnɔ yɛ. A nyɔvore ba gaŋ a bondiraa be, ka a eŋɛ meŋ gaŋ a bonsuuri be? 
MAT.6.26	Yɛ leɛ kaa nyɛ a sazu bon-ɛgre, a ba borɔ bee a kyeɛrɛ, bee eŋnɛ boma bugri poɔ meŋ; kyɛ a yɛ tenvelaa Saa guolo a la. Yɛ ba seɛ a bon-ɛgre ama yaga zaa be? 
MAT.6.27	A yɛ buo soba la na kyerɛ, ka a lɛ vɛŋ ka gogo-yeni la dɔgle a o yuomo zu? 
MAT.6.28	Ka bonso, ka yɛ kyerɛ bonsuuri yɛlɛ? Yɛ kaa nyɛ a baa pɛmpɛllɛ naŋ maŋ baara lɛ. A ba tonɔ toma bee a wuoro pɛmɛ, 
MAT.6.29	kyɛ anealɛzaa, N yele korɔ yɛ la, haali gba Solomɔn ne o naaloŋ veɛloŋ zaa daŋ ba su bonsuuri ka a veɛlɛ seŋ a ama kanzaa. 
MAT.6.30	Kyɛ ka Naaŋmen pãã kaara a weɛ moɔ zu seŋ ŋaa, anaŋ are zenɛ ka zie wa nyaana ka ba de lɔɔ eŋ vũũ poɔ, O koŋ kaa yɛ a gaŋ a lɛ be, yɛnee yelde-fẽẽ deme? 
MAT.6.31	Azuiŋ, yɛ ta kyerɛ a yele, ‘Boŋ ka te na di?’ bee ‘Boŋ ka te na nyu?’ bee ‘Boŋ ka te na su?’ 
MAT.6.32	A Nemboore-yobo la yɔ zoro boɔrɔ a teŋɛzu boma ama. Serɛzaa, a yɛ Saa naŋ be tenvelaa poɔ baŋ ka yɛ boɔrɔ la a boma ama zaa. 
MAT.6.33	Yɛ moɔ nimiri a daŋ bɔ a Naaŋmen naaloŋ ane O mennoŋ, kyɛ O pãã na de la a boma ama zaa naŋ kyɛre meŋ ko yɛ.
MAT.6.34	Azuiŋ, yɛ ta kyerɛ bieu yɛlɛ, bonso, a bieu meŋ taa la o meŋɛ deme. Bebiri zaa taa la o meŋɛ yɛlɛ.
MAT.7.1	“Ta di fo tɔ sɛrɛɛ, ka ba ta wa di fo meŋ sɛrɛɛ. 
MAT.7.2	A lɛ fo naŋ di fo tɔ sɛrɛɛ, lɛ ka ba na di fo meŋ sɛrɛɛ. Bonna fo naŋ manne ne ko fo tɔsoba, a bonna ne o zu ka ba na manne ne ko fo meŋ. 
MAT.7.3	Bonso ka fo nyɛ muri naŋ be fo tɔsoba nimiri poɔ, kyɛ ba nyɛ a wɛge naŋ be fo meŋɛ nimiri poɔ? 
MAT.7.4	Bee wola ka fo na toɔ̃ yeli ko fo tɔsoba, ‘Vɛŋ ka N iri muri bare fo nimiri poɔ,’ kyɛ ka wɛge be fo meŋɛ nimiri poɔ? 
MAT.7.5	Fõõ bampuori-kombampoɔ ŋa, daŋ iri a wɛge naŋ be fo meŋɛ nimiri poɔ bare, lɛ ka fo na nyɛrɛ velaa a pãã toɔ̃ iri a muri bare fo tɔsoba nimiri poɔ.
MAT.7.6	“Ta de bonsoŋ eŋ baare, bee a de fo boma naŋ taa yuori lɔɔ eŋ dobaare. A na neɛ a la sãã bare, kyɛ nyɔge fo meŋ tage kyore.
MAT.7.7	“Yɛ sɔre, ba na ko yɛ la; yɛ bɔ, yɛ na nyɛ la, yɛ kpaare a pane, ba na yuo ko yɛ la ka yɛ kpɛ. 
MAT.7.8	Bonso, neɛzaa naŋ maŋ sɔre ba maŋ ko o la, neɛzaa meŋ naŋ maŋ bɔ o maŋ nyɛ la, ka a pane maŋ yuo ko neɛzaa meŋ naŋ kpaare. 
MAT.7.9	Nembuo la be yɛ poɔ kyɛ, ka o bie na sɔre boroboro ka o de kuuri ko o? 
MAT.7.10	Bee ka o bie na sɔre zommo, ka o de waabo ko o? 
MAT.7.11	Ka yɛnee gba naŋ waa nenfaare baŋ ka yɛ de bonsoŋ ko yɛ bibiiri, wola ka yɛ Saa naŋ be tenvelaa
MAT.7.12	Yelzaa poɔ, yɛ maŋ erɛ korɔ yɛ taaba a seŋ lɛ yɛ naŋ boɔrɔ ka ba erɛ korɔ yɛ; bonso, a begɛ ane a Ŋmen-yelmanneba wuluu tɛgɛ la a lɛ.
MAT.7.13	“Tu a dendɔre na naŋ e fogloo kpɛ, bonso, a dendɔre na naŋ gɛrɛ weɛbo poɔ e la yɛloŋ ka o sori tuubu e mɔlɔ, ka noba yaga tuuro o. 
MAT.7.14	Kyɛ a nyɔvore dendɔre waa la fogloo, ka o tuubu waa tuo, ka noba fẽẽ tuuro o.
MAT.7.15	“Yɛ baŋna ne a kaŋwaa Ŋmen-yelmanneba yɛlɛ. Ba maŋ pilli la pegama a wa yɛ zie kyɛ ka ba pooreŋ ka ba waa gboŋgboe. 
MAT.7.16	Ba yel-erre la na wuli noba na ba naŋ waa. Ba mɔɔ maŋ pɔre la zemberemɛ gɔteere zu bee a pɔre kaŋkanne gɔzaŋaa teɛ zu? 
MAT.7.17	A lɛ ne o zu, teɛ zaa naŋ waa velaa maŋ wɔŋ la wɔŋ veɛle; ka teɛ naŋ waa faa meŋ wɔŋ wɔŋ faare. 
MAT.7.18	Teɛ naŋ waa velaa kontoɔ̃ wɔŋ wɔŋ faare, bee ka teɛ naŋ waa faa wɔŋ wɔŋ veɛle. 
MAT.7.19	Teɛ na zaa naŋ ba wɔnɔ wɔŋ veɛle, ba na kyɛ o la a lɔɔ eŋ vũũ poɔ. 
MAT.7.20	Azuiŋ yɛ na baŋ ba la a yi ba yel-erre zie.
MAT.7.21	“A ba e ka neɛzaa naŋ boɔlɔ ma ‘Daana, Daana,’ la na kpɛ a tenvelaa naaloŋ. Kyɛ soba na yoŋ naŋ erɛ a N Saa naŋ be tenvelaa poɔ poboɔbo yɛlɛ la na kpɛ a tenvelaa 
MAT.7.22	A bebiri na daare, noba yaga na yeli ko ma la, ‘Daana, Daana, te mɔɔ naane da moɔlɔ a Naaŋmen yelbiri a fo yuori eŋɛ, a da digre sefaare fo yuoriŋ, a kyɛ da tonɔ toŋkpeɛne yaga a fo yuori eŋɛŋ?’ 
MAT.7.23	Kyɛ N pãã na leɛ yeli ko ba la, ‘Maa ba baŋ yɛ togitogi; yɛ tage yi be N zie, yɛnee yelfa-erebɛ ŋa.’
MAT.7.24	“Neɛ na zaa naŋ woŋ a N yelbie ama, a erɛ seŋ lɛ a naŋ wuli, na waa seŋ ŋa dɔɔ yɛmbaŋna kaŋ naŋ mɛ o yiri piiri zu. 
MAT.7.25	Ka saa mi, ka kɔmpie ŋmɛ, ka saseɛ fu dɔ̃ɔ̃ a yiri kyɛ ka o ba le, bonso, piiri zu la ka o biŋ a yiri pare. 
MAT.7.26	Neɛ na zaa meŋ naŋ woŋ a N yelbie ama, kyɛ ba erɛ seŋ lɛ a naŋ wuli, na waa seŋ ŋa dɔɔ damboli kaŋ naŋ mɛ o yiri biiree zu. 
MAT.7.27	Ka saa mi, ka kɔmpie ŋmɛ, ka saseɛ fu dɔ̃ɔ̃ a yiri ka o zaa le vɔgle teŋɛ muro muro. A leebu da sereŋ waa la kpoŋ yaga!”
MAT.7.28	A Yeezu naŋ da wa yeli a yɛlɛ ama zaa baare, a nembeɛoŋ nɔɛ da maaɛ la ne a O wuluu, 
MAT.7.29	bonso, O da kanne ba la aŋa neɛ naŋ taa kpeɛ̃õ. O ne a Naaŋmen bege wulwulibo kannoo da ba yi taa.
MAT.8.1	A Yeezu naŋ da wa yi a taŋzu sigi, nembeɛoŋ da tuuro O la; 
MAT.8.2	ka kɔnkɔŋɔ kaŋ da wa gbi dumo O niŋesogɔ, a kyɛ yele, “Daana, ka fõõ boɔrɔ, fo na toɔ̃ saŋ ma la.” 
MAT.8.3	Ka Yeezu da teɛ O nu a seene o, kyɛ yele, “N boɔrɔ la, nyɛ fo sammo.” A tɔntɔbaalɛ ka a dɔɔ kɔnnoŋ deɛ da baare. 
MAT.8.4	Lɛ la ka Yeezu da yeli ko o, “Baŋ ne a, a ta wa yeli yelzaa ko neɛzaa, kyɛ gaa te de fo meŋɛ wuli a Naaŋmen bagmaale wederɛ, a kyɛ pãã tere a kyɔɔtaare na Moozul naŋ biŋ noɔre ka ba maŋ tere, ka a di a sammo danseɛ ba zie.”
MAT.8.5	A Yeezu naŋ da wa te kpɛ Kapanum teŋɛ poɔ, sogyɛre kɔɔ neŋkpoŋ kaŋ da wa la O zie, a wa sɔre O, 
MAT.8.6	a yele, “Daana, n tontonɔ gbɛre gaŋ la n yiri poɔ, a nyɛrɛ dɔgɛɛ yaga zaa.” 
MAT.8.7	Ka O yeli ko o, “N na wa saŋ o la.” 
MAT.8.8	Ka a sogyɛre kɔɔ neŋkpoŋ leɛ yeli sɔge, “Daana, N ba seŋ ne ka fo wa n yiri, kyɛ fõõ yeli a yelbiri yoŋ, a n tontonɔ na nyɛ la sammo. 
MAT.8.9	Bonso, ba di la kponnuŋ n zu; ka N meŋ di kponnuŋ sogyɛre mine zu. Ka maa yeli ko kaŋ, ‘Gaa kyɛ,’ o maŋ gaa la; ka n yeli ko kaŋ, ‘Wa,’ ka o wa. Ka maa yeli ko n gbaŋgbaa, ‘E ŋaa,’ o maŋ e la.” 
MAT.8.10	A Yeezu naŋ da wa woŋ a o yelyelii baare, O noɔre zaa da maaɛ la ka O leɛ yeli ko a noba naŋ tuuro O, “Yelmeŋɛ ka N yele korɔ yɛ, N daŋ ba nyɛ neɛ naŋ taa a yeldeebo ŋa tɔ a Izerayɛl poɔ. 
MAT.8.11	Maa yele korɔ yɛ, noba yaga na yi la a sapare ane saniŋe wa; a wa kpɛ a tenvelaa
MAT.8.12	kyɛ ka ba de a naaloŋ gbandiribe lɔɔ eŋ lige poɔ, ka ba be a be a kono nyerɛ nyemɛ.” 
MAT.8.13	A Yeezu pãã da leɛ yeli ko la a sogyɛre kɔɔ neŋkpoŋ, “Gɛrɛ, vɛŋ ka a e a lɛ a ko fo, aŋa fo yeldeebo naŋ seŋ lɛ.” Ka a tontonɔ da nyɛ o sammo a gogo na poɔ.
MAT.8.14	A Yeezu naŋ da wa te kpɛ Piita yiri poɔ, O da nyɛ la a Piita deɛmpɔge ka o gaŋ ne entole. 
MAT.8.15	Ka a Yeezu te tɔ o nu, ka a entole deɛ baare, ka a pɔge iri piili ka o kaa O zie. 
MAT.8.16	A zimaane na, ba da taa la noba yaga sefaare naŋ be ba enne a wa ne a Yeezu zie, ka O da yeli yelbi-yenaa yoŋ a digi a sefaare ka a yi, kyɛ da saŋ banaŋ zaa naŋ da beɛrɛ. 
MAT.8.17	A ŋaa da eɛɛ la ka a Ŋmen-yelmanna Azaaya yɛlɛ na tu a tuubu, “O de la te bambaaloŋ, kyɛ tuo te baaloŋ zaa.”
MAT.8.18	A Yeezu naŋ da wa nyɛ a neŋyaga ka ba ŋmaagyili O, O da ko ba la noɔre ka ba gaŋ gaa a mane konkoori na kaŋ. 
MAT.8.19	A Naaŋmen begɛ wulwullo kaŋ pãã da tage ta la a Yeezu, a yeli ko O, “Wulwullo, N na tu fo la a gaa zie na zaa fo naŋ gɛrɛ.” 
MAT.8.20	Ka a Yeezu leɛ yeli ko o, “Wɛbaare taa la bogri kpeɛrɛ, ka sazu nuuli meŋ taa kyogri gana, kyɛ a Nensaala Bie ba taa zie na kɔgle O zu.” 
MAT.8.21	A O potuuro kaŋ meŋ da wa yeli ko O la, “Daana, vɛŋ ka n gaa te ũũ n saa sɛre kyɛ pãã wa tuuro fo.” 
MAT.8.22	Ka a Yeezu yeli ko o, “Tuuro ma, kyɛ bare a kuuni ka ba uuno ba kuuni.”
MAT.8.23	A Yeezu naŋ da wa te kpɛ a gbori, a O potuuribo meŋ da tu O la. 
MAT.8.24	Sasekpeɛŋaa kaŋ da kyɛre la a mane zu, ka a kɔmmie ŋmeɛrɛ a gbori ka o boɔrɔ ka o kyigi, kyɛ ka a Yeezu da gaŋ gbire. 
MAT.8.25	Ka a potuuribo te seŋ O, a yele, “Daana, faa te! Te weɛrɛ la!” 
MAT.8.26	Ka O yeli ko ba, “Bonso ka yɛ zoro dabeɛ̃, yɛnee yelde-fẽẽ deme?” Lɛ la ka O iri a tanne a saseɛ ane a mane ka a zie deɛ ŋmaa vooroŋ. 
MAT.8.27	Ka a potuuribo nɔɛ da maa; ka ba yele, “Nemboŋ-tɔ la a dɔɔ ŋa, haali ka saseɛ ane mane zaa sagra O noɔre?”
MAT.8.28	A Yeezu naŋ da wa te ta a mane konkoori kaŋ, a Gadara paaloŋ seŋ, dɔbɔ bayi mine naŋ da taa sefaare da ŋmore yi la a yaare poɔ a wa tuori O. A noba ŋa da taa la potuo yaga, ka lɛ vɛŋ ka noba da ba la tuuro a sobiri na. 
MAT.8.29	Tɔntɔbaalɛ ka ba kyeere ne kɔkɔkpeɛne a soorɔ, “Naaŋmen Bie, boŋ ka fo taa na e ne te? Fo mɔɔ wa la a kyɛ ka fo dɔgre te, kyɛ ka a saŋ naŋ ba ta be?” 
MAT.8.30	Dobasugo da be la a be seŋ dire diibu. 
MAT.8.31	A sefaare da sɔre O la, a yeli, “Ka fõõ na digi te ka te yi a dɔbɔ bama enne, vɛŋ ka te yi te kpɛ a dobaare ama.” 
MAT.8.32	Ka a Yeezu yeli ko a, “Yɛ gɛrɛ!” Lɛ la ka a wa yi a te kpɛ a dobasugo. Paretɛloŋ lɛ ka a dobaare zaa deɛ ŋmore sigi te kpɛ a mane poɔ, a wɛ a koɔ̃ poɔ. 
MAT.8.33	A dobakyeenemɛ da zo gaa la a teŋɛ poɔ, a te manne a yɛlɛ zaa naŋ e a dobaare ane a sefa-iribe na bayi zie a ko a noba. 
MAT.8.34	Lɛ la ka a teŋɛ deme zaa da yi ka ba te nyɛ a Yeezu. Ba naŋ da wa te nyɛ O, ba da sɔre O la ka O yi a ba paaloŋ poɔ.
MAT.9.1	A Yeezu naŋ da wa kpɛ a gbori baare, O da ŋmaa la a mane a wa O meŋɛ teŋɛ. 
MAT.9.2	A lɛ poɔŋ la ka noba mine da tuo dɔɔ kaŋ naŋ gbɛre, ka o gaŋ pane zu ka ba de o wa ne a Yeezu zie. A Yeezu naŋ da wa nyɛ a ba yeldeebo, O da yeli ko la a dɔɔ gbɛre, “Nyɔge fo meŋɛ, N bidɔɔ, fo yelbebe nyɛ la sudi.” 
MAT.9.3	Lɛ la ka a Naaŋmen bege wulwulibo mine sɔgle yele ba pooreŋ, “A dɔɔ ŋa toorɔ la Naaŋmen zoma.” 
MAT.9.4	Kyɛ a Yeezu naŋ da baŋ a ba poteɛrɛ, lɛ la ka O soore ba, “Bonso ka yɛ teɛrɛ faaloŋ yɛ pooreŋ? 
MAT.9.5	Yɛ yeli ko ma, a ama buo yeluu la e mɔlɔ, ‘Ba di la a fo yelbebe suuri ko fo,’ bee N naŋ na yeli, ‘Vaa-iri dendeŋ a kyɛnɛ’? 
MAT.9.6	Kyɛ ka yɛ na sereŋ baŋ ka a Nensaala Bie taa la kpeɛ̃õ a teŋɛzu kyɛ ka O di yelbebe suuri ko noba,” O pãã da yeli ko la a dɔɔ gbɛre, “Vaa-iri de fo pane a kulo fo yiri.” 
MAT.9.7	Ka a dɔɔ vaa-iri a te kulo o yiri. 
MAT.9.8	A nembeɛoŋ naŋ da wa nyɛ a lɛ, dabeɛ̃ da kpɛ ba la yaga zaa, ka ba puuro Naaŋmen yuori, ane O naŋ de kpeɛ̃õ ŋa tɔ ko nensaalba.
MAT.9.9	A Yeezu naŋ da wa kyɛnɛ gɛrɛ, O da nyɛ la dɔɔ kaŋ yuori naŋ di Matio, ka o zeŋ zuyɔɔ die poɔ, ka a Yeezu yeli ko o, “Iri tuuro ma,” ka o vaa-iri a tuuro O.
MAT.9.10	Kyɛ O naŋ da wa te kpɛ a Matio die a zeŋ ka O di diibu la ka a zuyɔɔ-derebɛ ane yelbe-erebɛ yaga da wa laŋ zeŋ ne a Yeezu ane O potuuribo a diibu zie. 
MAT.9.11	A Faraziimine naŋ da wa nyɛ a lɛ, ba da soore la a O potuuribo, “Bonso ka a yɛ Wulwullo laŋ dire ne zuyɔɔ-derebɛ ane yelbe-erebɛ?” 
MAT.9.12	Kyɛ a Yeezu naŋ da wa woŋ a lɛ, O da yeli ko ba la, “Noba naŋ taa laafeɛ ba boɔrɔ tegetegrɛ, kyɛ baalba la maŋ boɔrɔ tegetegrɛ. 
MAT.9.13	Yɛ gaa a te bɔ a yelbie ama tɛgɛ, ‘Nembaalonzoe la ka N boɔrɔ, a ba e bagmaale.’ N ba wa ka N boɔle nemmenne, kyɛ N waɛ la ka N boɔle yelbe-erebɛ.”
MAT.9.14	Lɛ la ka Gyɔɔn Bati potuuribo da wa a Yeezu zie a wa soore O, “Bonso ka te ne a Faraziimine maŋ lenne noɔre boyi boyi kyɛ ka fo potuuribo ba lenne?” 
MAT.9.15	Ka Yeezu yeli ko ba, “Yɛ teɛrɛ ka a pɔgde tigri saama na toɔ̃ kono la kuori saŋ na a pɔgpaalaa serɛ naŋ be ba zie be? A beri waana la ka a serpaalaa koŋ la be ba zie, a lɛ saŋ la ka ba na maŋ leŋ noɔre. 
MAT.9.16	Neɛzaa daŋ ba de pɛmpaalaa liiri ne kpar-koraa, ka o naŋ e a lɛ a pɛmpaalaa na kyeɛ̃ yi la a kpar-koraa eŋɛ ka a lɛ vɛŋ ka a voɔre pãã maaleŋ waa kpoŋ lɛ. 
MAT.9.17	Kyɛ bee ka ba de dããpaala eŋ dããwo-korɔ poɔ. Ka anaŋ e a lɛ, ka a dãã wa fara, a woore na kyeɛ̃ la ka a dãã ne a woore zaa wɛ. Ba maŋ de la dããpaala eŋ wo-kpeɛne poɔ. Lɛ ka a dãã ne a woore zaa na are velaa.”
MAT.9.18	A Yeezu naŋ da naŋ kyɛnɛ yele a yɛlɛ a korɔ ba la, ka a Naaŋmen die neŋkpoŋ kaŋ da wa o zie a wa gbi dumo, kyɛ yele, “Pampana ŋa ka n pɔgeyaa deɛ kpi, kyɛ wa de a fo nu pare o, o na leɛ-iri voorɔ la.” 
MAT.9.19	Ka a Yeezu ne O potuuribo iri a tuuro a dɔɔ. 
MAT.9.20	A tɔntɔbaalɛ la ka pɔge kaŋ naŋ da taa pɔg-pɛge baaloŋ a maŋ kyire zẽẽ faa zaa yuomo pie ne ayi, la wa gyeere a Yeezu puori a te seene O kpar-nɔzoɔrɔ, 
MAT.9.21	bonso, a pɔge da yeli la o poɔŋ, “Ka maa seene O bonsuuri yoŋ gba kyɛ N na nyɛ la sammo” 
MAT.9.22	A Yeezu naŋ wa leɛ kaa a nyɛ a pɔge la ka O yeli, “Nyɔge fo meŋɛ, N pɔgeyaa, fo yeldeebo eɛɛ la ka fo nyɛ sammo.” A tɔntɔbaalɛ ka a pɔge nyɛ sammo. 
MAT.9.23	A Yeezu naŋ da wa ta a puoruudie neŋkpoŋ na yiri, O da nyɛ la koŋkonemo ka ba ŋmaara kolaŋne, kyɛ ka neŋyaga daara taa, ka a zie zaa e nyambalaŋ lɛ, 
MAT.9.24	ka a Yeezu yeli, “Yɛ tage yi be; bonso, a pɔglee ba kpi, o gbire la.” O naŋ da yeli a ŋaa la ka a noba da laara O. 
MAT.9.25	Kyɛ a nembeɛoŋ naŋ da wa yi are a yeŋ poɔ, a Yeezu da te kpɛ la a zie na a pɔglee naŋ gaŋ, a te nyɔge o nu, ka o vaa-iri. 
MAT.9.26	A yɛlɛ ŋa pãã da yaare laare la a ba teŋɛ paaloŋ na zaa.
MAT.9.27	A Yeezu naŋ da wa yi a be gɛrɛ, zɔnne mine bayi da tuuro O la, a kyeerɛ yele, “Zo te nyonono, Davil Bidɔɔ!” 
MAT.9.28	A Yeezu naŋ da wa te kpɛ a die, a dɔɔ zɔnne bama da wa la O zie; ka Yeezu soore ba, “Yɛ sage deɛ la ka N na toɔ̃ e la a yɛlɛ ama?” Ka ba yeli ko O, “Te sagɛɛ la Daana.” 
MAT.9.29	Lɛ la ka a Yeezu seene ba nimie kyɛ yeli, “Ka a e ko yɛ a seŋ lɛ yɛ naŋ sage de.” 
MAT.9.30	Ka a ba nimie da yuore. Lɛ la ka a Yeezu da kpãã ba nimizeɛ zaa, a yeli, “Yɛ ta wa manna a yeli ŋa korɔ neɛzaa.” 
MAT.9.31	Kyɛ ba da gaaɛ la a te ŋmɛ a Yeezu yɛlɛ yaare a ba teŋɛ paaloŋ zaa.
MAT.9.32	Ba naŋ da wa gaa baare, ba da taa la dɔɔ kaŋ sefaare naŋ vɛŋ ka o e muu wa ne a Yeezu zie. 
MAT.9.33	A Yeezu naŋ wa digi a sefaa ka o yi baare la ka a muu ŋa da yele yɛlɛ, ka a lɛ maa a noba zaa noɔre, ka ba yele, “Te daŋ ba nyɛ a yeli ŋa tɔ a Izerayɛl teŋɛ poɔ.” 
MAT.9.34	Kyɛ ka a Faraziimine da yele, “A sefaare naa la ko O a kpeɛ̃õ ka O digre ne a sefaare bara.”
MAT.9.35	Lɛ la ka a Yeezu da yoɔrɔ a teŋkponni ane a tembilii zaa poore a kanna a ba puoruuderi poore, a moɔlɔ a Ŋmen-yelnoore a kyaara ne a naaloŋ, kyɛ saŋna ba baaloŋ ane ba entol-boorɔ zaa. 
MAT.9.36	O naŋ da wa nyɛ a nembeɛoŋ, ba nembaaloŋ da kpɛ O la, bonso, ba da be la woore poɔ kyɛ ba taa soŋnɔ zaa, aŋa peere naŋ ba taa kyeenɛ. 
MAT.9.37	Lɛ la ka Yeezu yeli ko a O potuuribo, “A weɛ boma waa la yaga a seŋ kyeɛbo, kyɛ ka a kyɛkyeɛrebɛ waa fẽẽ lɛ. 
MAT.9.38	Azuiŋ, yɛ puoro sɔrɔ a weɛ soba ka o toŋ tontonema ka ba gaa te de a weɛ boma ka a kpɛ die.”
MAT.10.1	Lɛ la ka a Yeezu da boɔle O potuuribo pie ne bayi lantaa, a ko ba kpeɛ̃õ sefaare zu, ka ba digre a bara, kyɛ saŋna baaloŋ boorɔ zaa. 
MAT.10.2	A apostoliimine pie ne bayi na yoe la ama: a dɛndɛŋ soba la Saamon, ka o yuori kaŋ di Piita ane o yɔɔ Anduru, Gyimisi ane o yɔɔ Gyɔɔn, a Zɛbɛdii bidɔbɔ; 
MAT.10.3	Filipi ane Batolomi, Tɔmaase ane Matio naŋ da waa zuyɔɔ-derɛ, Gyimisi a Alfeo bidɔɔ ane Tadiyo; 
MAT.10.4	Saamon naŋ da poɔ Zɛlɔte laŋne noba poɔ ane Gyudase Ezekarɔte, a soba na naŋ da yi a Yeezu puori.
MAT.10.5	Yeezu da toŋ la a pie ne bayi bama a ko ba noɔre ŋa, “Yɛ ta wa gɛrɛ a Nemboore-yobo
