MAT.1.3	Yúda mú byâ Farɛs bá Zára, nyɔɔŋgʉ́ wáŋ wə́ Tamar. Farɛs mú byâ Ɛsrom. Ɛsrom byâ Aram. 
MAT.5.39	Njɨ mɛɛ mə́ cɨ nə́, muud kú kə nə lal lúu wə́ sɔ́ɔ́l məbɔ̂w. Ŋkí muud mə nyífə́ wo bɔ́ɔ́nz mbáŋ á məncwúmʉ́d, yə́g nə́mə́ nyə wúl mbáŋ. 
MAT.5.40	Ŋkí muud mə kə́ nə wo njɔ́w mílə́sʉ́ nə́ a mánda wo nə wáma gwô á cwû, bɨ́dʉ́g a kə́g nə́mə́ nə kúúd. 
MAT.5.41	Múúd mə ká zə nə mpə̂l zə yɨ́ɨ́mbʉli wo nə́ wo ŋkɛ́nyʉ́g nyə mbag, cé kílomáda ŋgwúd, wɛɛ kaág nə nyə okílomáda óbá. 
MAT.5.42	Múúd mə ká gwáámb wo sâ, yə́g nyə; nyɔɔŋg mə zə́ kwalád wódɨ́ yɛ́, wo kú ban.»
MAT.5.44	Njɨ mɛɛ mə́ cɨ nə bɨ́ nə́ cɛɛlʉgá mizhízhíŋ mín, bɨ́ jəgʉla nə Zɛmbî shú bɔɔŋg bwə́ ŋgə́ lwágʉlə bɨ́ cúwʉ́lí wá. 
MAT.5.45	Ntɔ́ í é mpûy nə́ bɨ bʉ́sə bwân ɔ́ Sɔ́ɔ́ŋgʉ́ wʉ́n jɨ́ gwɔ́w yɛ́. Nəcé Zɛmbî mə́ dʉ sá nə́ yásə́ í fáánʉg shú buud bɛ̂sh, tɔɔ bɔɔŋg ɔ́ ányunywaâ tɔɔ bɔɔŋg ɔ́ abʉ́bɔ̂w. A dʉ nə́mə́ sá nə́ mpú nywɔ̧́g shú búúd bɛ̂sh, tɔɔ bɔɔŋg ɔ́ átʉ́təlí tɔɔ bɔɔŋg bwə́ cúgɛ́ tʉ́təlí wá. 
MAT.5.46	Ŋkí bɨ́ mə́ cɛɛl njɨ buud bwə́ cɛ́ɛ́l nə́mə́ bɨ́ wá, bɨ mə mpíyá nə máyɛ́ myə́na? Ŋgaá buud bwə́ dʉ ŋwa otóya wá bwə́ dʉ nə́mə́ sá ntɔ́? 
MAT.5.47	Ŋkí bɨ mə́ dʉ bə́da njɨ omínyɔŋʉ̂ bʉ́n, ye gúl sâ ágúgwáan wə́ cɨ́? Ŋgaá íkûl ishús í dʉ nə́mə́ sá ntɔ́? 
MAT.5.48	Bə́gá mbii í jə́la yí, nə́mə́ nda Sɔ́ɔ́ŋgʉ́ wʉ́n jɨ́ gwɔ́w yɛ́, a jɨ mbii í jə́la yí.»
MAT.6.2	«Í ká bə nə́ wo yə mbúmbúwá *mwaanɛ̂, wo kú báŋgʉla nə sâ jɔɔŋgʉ̂ nda búúd ɔ́ mə́kə́ŋ bwə́ dʉ sá *mə́mpáánzə́ mə́ mínjɨ́ɨ́gʉ́lá, nə mə́zhɨɨ́ məzhɨɨ́ nə́. Bwə́ dʉ sá ntɔ́ nə́ buud bwə́ yə́g bwo gúmə́. Bʉ́bə́lɛ́ mə́ jaaw bɨ́ nə́, myáŋ myə́na myɛ̂sh wə́ mínɨ. 
MAT.6.3	Njɨ wɛɛ, ja wó yə́ mbúmbúwá mwaanɛ̂ yí, ság nə́ mbwə̂ məkɔ́ɔ́l wô í bə́g kú mpu sá mbwə̂ məncwûm í ŋgə́ sá yí, 
MAT.6.4	nəcé yána dwô í jəlá nə sɨ̂y shwoód. Sɔ́ɔ́ŋgʉ́ woó mə́ dʉ dʉ́g sâ jɛ̂sh jɨ́ shwoód yɛ́, mə́ bá fáágʉlə wo.»
MAT.6.5	«Ja bɨ́ mə́ sá mə́jəgʉla yí, kúgá sá nda buud ɔ́ mə́kə́ŋ. Bwə́ bul cɛɛl dʉ sá mə́jəgʉla, bwə́ tə́l ótʉ́təlí *mə́mpáánzə́ mə́ mínjɨ́ɨ́gʉ́lá nə mə́zhɨɨ́ məzhɨɨ́ shú nə́ buud bwə́ dʉ́g dʉ́g bwo. Bʉ́bə́lɛ́ mə́ jaaw bɨ́ nə́, myáŋ myə́na myɛ̂sh wə́ mínɨ. 
MAT.6.6	Njɨ wɛɛ, wó ká cɛɛl jəgʉla nə Zɛmbî, kag nyíi wódɨ́ kʉ́l fúm. Wó fad mbɛ̂, wo mú ka jəgʉla nə Sɔ́ɔ́ŋgʉ́ woó nəcé a jɨ na kʉ́l búúd bwə́ cúgɛ́ yí. Ntɔ́ Sɔ́ɔ́ŋgʉ́ woó mə́ dʉ dʉ́g ísâ í shwoó byɛ̂sh yɛ́, a bá fáágʉlə wo.
MAT.6.7	«Ja bɨ́ mə́ sá mə́jəgʉla yí, kúgá bul íciyá bí kú nə wúmbʉ́lé yí. Ikûl ishús wə́ í dʉ sá ntɔ́. Bwə́ dʉ tə́dʉga nə́ Zɛmbî mə́ dʉ gwágʉlə bwo nəcé zhwog iciyá. 
MAT.6.8	Bɨ kú sá nda bwo, nəcé Sɔ́ɔ́ŋgʉ́ wʉ́n mə́ dʉ bwey mpu sâ bɨ́ ŋgə jɨɨ yí, bɨ njúl kú fwo gwáámb nyə gwo. 
MAT.6.9	Bɨ́ ɔ́ bâŋ dʉgá jəgʉla ntʉ́ga:
MAT.6.9	“Yé Sɔ́ɔ́ŋgʉ́ wúsʉ́ jɨ́ gwɔ́w yɛ́,
MAT.6.9	jínə́ dwô í bə́g nə gúmə́ ntɔ̧ sâ jɛ̂sh.
MAT.6.10	buud bwə́ bɛ̧́g micɛ̧ɛ̧lá myô shí gaád, nə́mə́ nda í dʉ sɨ̂y gwɔ́w nə́.
MAT.6.12	nə́mə́ nda sə́ ŋgə́ juu buud bwə́ ŋgə́ byaagʉlə nə sə́ nə́.
MAT.6.13	Sáág nə́ sə́ fáámʉg mə́bwə̂ mə́ Mbʉ́wʉ́lú múúd dɨ̂.
MAT.6.15	Njɨ bɨ́ mə́ ká bə kú juu búúd nə iwushí, Sɔ́ɔ́ŋgʉ́ wʉ́n nyə abʉ́lɛ nə́mə́ juu bɨ̂ nə iwushí bín.»
MAT.6.17	Njɨ wɛɛ, wó ká ci idʉ̂w nə́ wo yə́ Zɛmbî gúmə́, gusag mísh, wo kwambʉlə nyúul. 
MAT.6.18	Wó jəlá nə sá nə́ buud bwə́ kú mpu nə́ wo ŋgə ci idʉ̂w. Ntɔ́ Sɔ́ɔ́ŋgʉ́ woó mə́ dʉ dʉ́g ísâ í shwoó byɛ̂sh yɛ́, mú bá fáágʉlə wo.»
MAT.6.20	Yidagá ŋkúnd byɔɔg gwɔ́w, kʉ́l óshê nə myáŋgʉlə́ í ádɛ́ də ísâ yí, ijúwâl kú dʉ búgə mímpumbɛ́ dʉ júwo yí, 
MAT.6.21	nəcé kʉ́l byɔɔg dwô mbwúg yí, cínɔŋg wə́ lâm wô í é bə nə́mə́ yɛ́.
MAT.6.22	«Jús dʉ́sə lámba á nyúul. Jús í ká bə kú nə bwas ɨɨ́, nyúúl nyɛ̂sh bə mə́ŋkɛnyad. 
MAT.6.23	Njɨ, mísh mwô mə ká bə ŋkí bɔ̂w, nyúúl nywô bə yídʉ́gʉ́d. Ntɔ́, ŋkí mísh mwô mə́ adʉ́gɛ́ tɛɛm bə sâ, á wagʉwólə jâŋ yídʉ́gʉ́!»
MAT.6.26	Mpugá dʉ́g ínunú. Í ádɛ́ bɛ̧ mə́mpəg, kú mwáágʉlə mpúmə́, kú nə sâ bwə́ wá ówaag ɔ ídʉ̂wʉd. Njɨ Sɔ́ɔ́ŋgʉ́ wʉ́n jɨ́ gwɔ́w yɛ́ ŋgə wɨ́ɨl byo. Ŋgaá, bɨ bɨ́ nə mfíí cɔ̧́ ínunú byɔɔŋgʉ̂? 
MAT.6.27	Zə́ á na bɨ́dɨ́ jɨ́ nə ŋkul bə nə́, nəcé a ŋgə́lə yágʉ́wó, a kwádʉlə jwɔ̂w ŋgwúd nyə́dɨ́ cʉg dɨ́ yɛ́?
MAT.6.28	«Nəcé jɨ́ bɨ́ mə́ dʉ sá yágʉwo mímbwéédí yí? Mpugá dʉ́g nda ofʉláwa bwə́ dʉ wɨ̂y mə́ncugú nə́. Bwə́ ádɛ́ yɨ́ɨ́ŋga nə isɛ́y, kú tiŋ míkáándə́. 
MAT.6.29	Njɨ mə mpú jaaw bɨ́ nə́ cî Sə́lʉmun nyə á tɛɛm jág bul bə nə gúmə́, nyə a shígɛ́ bwɛlɛ bwáád nda ofʉláwa. 
MAT.6.30	Ŋkə́mʉ́sá Zɛmbî mə fwó bwééd zhizhe sâ nda akánda á jugʉ̂ jɨ́ nə́ bwə́ é wusə kuda dɨ́ mán yɛ́, ŋkəmʉsa nə bɨ̂. Ye bɨ wə́ nyə é bə kú bul mpu bwééd wá? Yé búúd wâ tag búgə́ óga! 
MAT.6.31	Kúgá dʉ yágʉwo nə́: “Sə́ é də jɨ́, sə́ é ŋgul jɨ́, sə́ é bwáád jɨ?” 
MAT.6.32	Ikûl ishús wə́ í dʉ́ ŋgə wádʉga sɔ̧́ isâ ínɨ byɛ̂sh. Bɨ báá kúgá dʉ sɔ̧́ byo, nəcé Sɔ́ɔ́ŋgʉ́ wʉ́n jɨ́ gwɔ́w yɛ́ mə mpú nə́ í jɨɨ bɨ́ isâ byɔɔŋg. 
MAT.6.33	Yidagá dʉ fwo tə̂l ísâ í dʉ́gyá nə Faan mə́ Zɛmbî yí shwóg, bɨ́ cʉgə tʉ́təlí mísh mɛ́d, Zɛmbî ka dʉ kwádʉlə bɨ́ ísâ ínɨ byɛ̂sh. 
MAT.6.34	Ntɔ́ bɨ́ kú yágʉwo sâ í bá sɨ̂y mán yí, nəcé isâ yâ mán í é bá nə́mə́ mpûy mán. Micúŋ myâ ŋkúmba jwɔ̂w mí kwaga nə dâŋ jwɔ̂w.»
MAT.7.2	Bwə́ bá dʉ jɛ́ɛ́g bɨ́ minjagə́ mbií ŋgwúd bɨ́ é dʉ jɛ́ɛ́g bɔ́ɔ́l búúd minjagə́ yí. Nəcé yuug bɨ́ é dʉ yigʉla bɔ́ɔ́l búúd nə ndɨ́ yí, gwə́ nə́mə́ wə́ bwə́ bá dʉ yigʉla bɨ́ nə ndɨ́ yí. 
MAT.7.3	Nəcé jɨ́ wó ŋgə́ mpu dʉ́g ntand shwú jɨ́ mínyɔŋʉ̂ woó jús dɨ́ yí, njɨ wo kú dʉ́g mbwûŋ wɨ́ dwó jús dɨ́ yí? 
MAT.7.4	Ntʉdɛlɛ̂ wó jɨ́ nə ŋkul cɨ nə́ wo yîl mínyɔŋʉ̂ wóó ntand shwú júsʉ́d yɛ́, wɛɛ njúl nə mbwûŋ dwó júsʉ́d? 
MAT.7.5	Yé múúd məkə́ŋ, fwog yîl mbwûŋ wódɨ́ júsʉ́d; ja jɔɔŋgʉ̂ wə́ wó é ka dʉ́g nda wó jɨ́ nə ŋkul yîl mínyɔŋʉ̂ wóó ntand shwú júsʉ́d nə́.
MAT.7.6	«Kúgá yə ompyə̂ isâ í Zɛmbî, nəcé bwə́ á bá yid zə kwagʉlə bɨ̂. Bɨ kú kʉl óŋkuú ijimə́ í mə́kwóógʉ́ mə́ álal-kus bwə́ dʉ jɔ̂w nə́ pɛ̂rlə yí, bwə́ á bá nyaal byo.
MAT.7.8	Nəcé muud mə gwáámb yɛ́, nyə é bii. Muud mə sɔ̧́ yɛ́, nyə é kwey. Múúd mə ká kudə mpumbɛ́, bwə́ juw nyə wə. 
MAT.7.9	Nda bɨ́, mwân mə́ ká gwáámb sɔ́ɔ́ŋgʉ́ bʉlɛ́d, ye sɔ́ɔ́ŋgʉ́ nyə é yə́ nyə kwóógʉ́? 
MAT.7.10	Ŋkí nə́ a gwáámb shû, ye sɔ́ɔ́ŋgʉ́ nyə é yə nyə kuwó nywâ? 
MAT.7.11	Ŋkə́mʉ́sá bɨ̂, tɛɛm bə nda bɨ́ bʉ́sə nə mbíya mílâm nɨ, bɨ mə́ dʉ yə bwân bʉ́n isâ í ányunywaâ. Ŋkəmʉsa nə Sɔ́ɔ́ŋgʉ́ wʉ́n a gwɔ́w, bɨ́ mə́ ká gwáámb nyə sâ ányunywaâ, a yə bɨ̂.
MAT.7.13	«Nyíígá mpumbɛ́ ámʉ́mánda dɨ̂, nəcé mpumbɛ́ í kə́ mícúŋ myâ kandʉgə dɨ́ yí wúsə ŋkí bwaag; zhɨɨ́ á wu ŋkí laasʉwo. Bulyálə búúd bwə́ ŋgə́ kə wu wá. 
MAT.7.14	Njɨ mpumbɛ́ ámʉ́mánda nə zhɨɨ́ ákukwowʉlá, í kənd búúd cʉg á kandʉgə dɨ̂. Buud bwə́ kə́ wu wá, bwə́ ábúlyáyɛ́.»
MAT.7.16	Bɨ mə bá dʉ mpu bwo nə kuú njɔɔnd wáŋ. Ye bwə́ dʉ mwáág mə́budə́ ŋgwúdáánzə́ dɨ̂, ŋkí nə́ ifumbí byaag dɨ̂? 
MAT.7.17	Mpugá nə́ fwámɛ́ lɨ́ɨ́ í dʉ wúmə fwámɛ́ íbumə́, lɨ́ɨ́ ábʉ́bɔ̂w í wúmə njɨ ibumə́ í abʉ́bɔ̂w. 
MAT.7.18	Fwámɛ́ lɨ́ɨ́ í cúgɛ́ nə ŋkul wúmə íbumə́ í abʉ́bɔ̂w; lɨ́ɨ́ abʉ́bɔ̂w kú nə́mə́ wúmə fwámɛ́ íbumə́. 
MAT.7.19	Muud fambə́ mə́ dʉ cal lɨ́ɨ́ jɛ̂sh í ádɛ́ wúmə fwámɛ́ mpúmə́ yí, a wusə gwo kudad. 
MAT.7.20	Bɨ mə bá ka dʉ mpu bwo nə kuú njɔɔnd wáŋ.
MAT.7.22	Nəcé jwɔ̂w Zɛmbî mə́ bá sámb búúd milə́sʉ́ yí, zhwog buud bwə́ bá cɨ nə mə nə́: “Yé Cwámba! Yé Cwámba! Dʉgɨ́, sə́ á shí cúndə mícúndə́ mí Zɛmbî nə ŋkul nywô. Sə́ yîl mə́jamb nə ŋkul nywô, sə́ sá nə́mə́ zhwog *məshimbá.” 
MAT.7.23	Njɨ mə bá bɛ̧sa nə bwo nə́ ŋgə́ŋ nə́: “Mə a shígɛ́ bwɛlɛ mpu bɨ̂ buud wâ kú bísh mə́cɛ̧ɛ̧ ɔ́ga, wúgá mə na.”»
MAT.7.25	Ompú bwə́ á nywɔ̧̂, mpʉŋ wɔ́ɔ́s mə́ncúwód, oŋkwɔ̧̂ bwə́ á kuŋg, isâ ínɨ byɛ̂sh dʉ nyífa njɔ́w wɔɔŋgʉ́d, njɨ njɔ́w kú búg, nəcé nyə á shumə wə mə́lal dɨ́, kwóógʉ́d gwɔ̂w. 
MAT.7.26	Njɨɨ́, múúd mə ká gwág lə́sʉ́ mə́ mə́ lás nɨ, a kú sá nda mə́ ŋgə́ cɨ nə́, a jɨ nda lad nyə á shumə njɔ́w shɛ̧ dɨ́ yɛ́. 
MAT.7.27	Ompú bwə́ á nywɔ̧̂, mpʉŋ wɔ́ɔ́s mə́ncúwód, oŋkwɔ̧̂ bwə́ kuŋg. Isâ ínɨ byɛ̂sh dʉ nyífa njɔ́w wɔɔŋgʉ́d, njɔ́w í mú búg, shugʉla shí nə́ mpuu.»
MAT.7.29	nəcé nyə á ŋgə jɨ́ɨ́gʉli nə kɛ́ɛ́nd, kú bə nda *Oyɨ́ɨ́gʉli ɔ́ mə́cɛ̧ɛ̧ báŋ.
MAT.8.1	Yésus mú shulə, wú mbʉ́mbʉ́ŋʉ́d, buud bwə́ mú bɛ̧ nyə áncuncuma. 
MAT.8.2	Bwə́ ŋgə́ shulə, wúl zʉ́zaamə́ mú cúwo, shísh wə́ Yésus, zə kúdɔw shí, yə nyə gúmə́. A mú cɨ nə Yésus nə́: «Cwámba, ŋkí wó magʉlə wo je lwag mə, nyúúl bə mə nə́ səndôŋ.» 
MAT.8.3	Yésus mú sɛ́ɛ́mb mbwə̂, kúnya nə nyə, cɨ nə nyə nə́: «Mə́ magʉlə. Nyúúl í bə́g wo nə́ səndôŋ!» Cé nə cé, zaamə́ í mú shîn wú muud ɛ́nɛ nyúúlʉ́d. Nyúúl í mú bə nyə nə́ səndôŋ. 
MAT.8.4	Yésus mú cɨ nə nɛ́ nə́: «Ci wo kú jaaw múúd sâ í mə́ sɨ̂y yí. Yidagʉ́ kə lwágʉlə fada nda wó músə́ nə́, wo ka wá *mə́túnʉga Moyîz nyə á cilə má. Bwə́ mpúg nə́ wo mú mpwogɛ́.»
MAT.8.5	Yésus nyə á ka kə wɔ́ɔ́s Kapɛrnawûm. A ká nə́mə́ wɔ́ɔ́s ntʉ́nɨ, wúl lúlúú á izɨmbɨ təd í mú zə tɛ́ɛ́g nyə məbwə̂, 
MAT.8.6	nə́: «Yé Cwámba, sɔ́ɔl məsáal waamə́ mbwug kə́ga njɔ́w; a músə mbúmbwúgʉ́, a ŋgə bul jug.» 
MAT.8.7	Yésus músə cɨ nə nɛ́ nə́: «Mə é kə lwag nyə.» 
MAT.8.8	Njɨ lúlúú á ízɨmbɨ mú bɛ̧sa nə́: «Cwámba, mə ampíyáyɛ́ nə́ wo nyííg mə́dɨ́ njɔ́w. Jeg lás lásʉ́g, sɔ́ɔl məsáal waamə́ yálʉ́g. 
MAT.8.9	Nəcé mə jɨ nə omása bwə́ ŋgə́ jwú nə mə wá. Mə jɨ nə́mə́ nə ozɨmbɨ mə́ ŋgə́ jwú nə ndɨ́ wá. Nyɔɔŋg yɛ̂sh mə́ é cɨ nə́ a kyéyʉg yɛ́, a kə; nyɔɔŋg mə́ é cɨ nə́ a zə́g yɛ́, a zə. Mə́ ká cɨ nə lwaá dâm nə́ í sáág gúl sâ, í sá gwo.»
MAT.8.10	Ja Yésus mə́ gwág ntʉ́nɨ yí, a mú bul bɨ̂. Nyə nə buud bwə́ á ŋgə bɛ̧ nyə wá nə́: «Bʉ́bə́lɛ́ mə́ jaaw bɨ́ nə́, mə afwóyɛ́ bwɛlɛ dʉ́g múúd nə fwámɛ́ búgə́ nda nyíga, tɛɛm bə kúl búúd *Izʉrəyɛ̂l dɨ̂. 
MAT.8.11	Mə mpú jaaw bɨ́ nə́ zhwog ikûl í búúd í bá zhu kɔ́ɔ́mb jwɔ̂w í dʉ cúwo yí, zhu kɔ́ɔ́mb í dʉ jímə yí, bwə́ zə́ sɛɛŋgya nə impáámbə́ bísʉ́ *Abʉraham nə *Izaag, nə *Yákwab Faan á gwɔ́wʉ́d, bə́nɔ́ŋ bwə́ mú də dína. 
MAT.8.12	Njɨ buud bwə́ á jəla nə bə nə ŋkɔw Faan a gwɔ́w dɨ́ wá, bwə́ bá wusɔw yídʉ́gʉ́d tɔ́ɔ́n. Bwə́ bá bə cínɔŋg, njɨ bwə́ ŋgə́ bwam nə məyə̂.»
MAT.8.15	Yésus mú kúnya nə nyə mbwə́d. Ayɔ̂ŋ nə yɔ̂ŋ mú shîn nyə. A mú wɔɔl, a tɛ́ɛ́d ntâg sɛ́yʉ́lə nə Yésus.
MAT.8.16	Mpwó-kugʉ́ shí, buud bwə́ mú zə nə zhwog mimbə̂l mí mə́jamb. Yésus mú ŋgə yîl bwo bɔ́w-bɔ̂w míshíshim myɔɔŋgʉ́ njɨ nə iciyá yâ mpu, a shîn nə́mə́ lwag míl mímbə̂l myɛ̂sh. 
MAT.8.17	Nyə á ŋgə cʉg buud ntɔ́ shú nə́ cúndə́ mə́ Zɛmbî Izayí nyə á cúndə yí, í bwə́mag. Izayí nyə á cɨ nə́: «Nyə á cʉg buud ɔ́ íjâm, a yîl sə́ ofimâl ɔ́ mə́bwas.»
MAT.8.18	Dʉ́gʉ́lə Yésus nyə á dʉ́g buud bwə́ á lyɛ̧ nyə nə́ kɛsh yí, a mú cɨ nə *ompwíín bɛ́ nə́ bə́nɔ́ŋ bwə́ lɨ́ɨ́nág mâŋ kə́ faŋwíny. 
MAT.8.19	Ŋgwɔ́l Yɨ́ɨ́gʉli məcɛ̧ɛ̧ mú ntâg shísh zə cɨ nə nɛ́ nə́: «Yé Yɨ́ɨ́gʉli, mə zə́ bá dʉ bɛ̧ wo kʉ́l jɛ̂sh wó bá dʉ kə yí.» 
MAT.8.20	Yésus mú cɨ nə nyə nə́: «Ontɔ̧́ bɨ́ nə miku, inunú nə maagɛ, njɨ *Mwân mə Múúd cugɛ́ nə ŋkúmba kʉ́l á dʉ́g já yí.»
MAT.8.22	Yésus mú yidá bɛ̧sa nə nyə nə́: «Wɛɛ bɛ̧g mə. Bɨ́dʉ́g mímbimbə mí dʉ́lʉg mimbimbə myáŋ.»
MAT.8.23	Yésus mú kə kəwa byɔ́ɔ́lʉ́d, ompwíín bɛ́ bwə́ mú bɛ̧ nyə. 
MAT.8.24	Nə́ ndɛɛ́ ŋkwɔ̧̂ mú zə kuŋg mâŋ nə ŋkulû, ikwɔ̧́ dʉ bád kə gwɔ̂w, dʉ shwɨy byɔ́ɔ́lʉ́d, njɨ Yésus njúl gwə́d. 
MAT.8.25	Ntɔ́, ompwíín bwə́ mú kə juumʉshi nyə, bwə́ nə nɛ́ nə́: «Cʉgʉg sə̂, yé Cwámba! Sə́ wál zə yə.» 
MAT.8.26	Yésus nə bwo nə́: «Wáyɛ́ mbií ífwaas nɨ? Búgə́ jɨ́n í bul ná tag ɛ́!» A músə tɔ̂w, ŋkáánd nə ŋkwɔ̧̂ nə mâŋ, byɛ̂sh í mú salʉwo nə́ shɛɛ. 
MAT.8.27	Buud bɔɔŋgʉ́ bwə́ mú bul bɨ̂. Bwə́ nə́: «Wáyɛ́ mbií muud ga! Tɔɔ ŋkwɔ̧̂ tɔɔ mâŋ í bə́lɛ́ sá nyə məgwág ɨɨ́?»
MAT.8.28	Ja Yésus mə́ shîn lɨ́ɨ́na mâŋ, jé shí á Gadarɛ̂n yí, buud obá bwə́ mú cúwo baŋ mə́shwoŋ, məjamb mə́ ŋgə́ lwáfʉlə bwo, bwə́ mú zə́ bwəma nə nyə. Buud bɔɔŋgʉ́ bwə́ á dʉ bul wagʉwo. Kú ná nə muud nyə a jísɔw nə́ a cɔ̧́ kʉ́l bwə́ á dʉ bə yí. 
MAT.8.29	Bwə́ mú zə nə oŋkwiimbyê wə́ Yésus, bwə́ ŋgə́ cɨ nə́: «Shé bâŋ nə inɛ́y, yé *Mwân mə́ Zɛmbî? Wo wál lɛɛl zə tə̂l sə́ cwúnd dɨ́ fwála dɔɔŋgʉ́ kú fwo wɔ́ɔ́s ɨɨ́?»
MAT.8.30	Na, məma sɔɔnz óŋkuú í á bə fwámɛ́ cícé nə bwo, í ŋgə́ də. 
MAT.8.31	Məjamb mə́ mú ka tɛ́ɛ́g Yésus məbwə̂ nə́: «Ŋkí wo yîl sə̂ wa búúd ɔ́ga dɨ́, kəndʉ́g sə́ nûŋ óŋkuúd.» 
MAT.8.32	Yésus músə cɨ nə mwo nə́: «Kəgâ!» Məjamb mə́ mú wú búúd ɔ́nɨ mə́nyúúlʉ́d, kə nyíi óŋkuúd. Sɔɔnz óŋkuú nɨ jɛ̂sh mú bumb nə mikʉ́lə́, wú kʉ́l í á bə mbʉ́mbʉ́ŋ dɨ́ yí, kə juwa mâŋ, bɛ̂sh bwə́ mú ŋgul məjúwó, fudə.
MAT.8.33	Nə́ ndɛɛ́, buud bwə́ á ŋgə baagʉlə oŋkuú wá, bwə́ mú wɛɛnzh kə kwáádə́, kə́ bwiiŋg búúd sá í ámə sɨ̂y nə oŋkuú yí. Bwə́ bwiiŋg nə́mə́ lâŋ búúd bwə́ á bə nə məjamb wá. 
MAT.8.34	Buud ɔ ŋgwə́la bɛ̂sh bwə́ mú tɨ̂, kə bwəma nə Yésus. Ja bwə́ mə́ dʉ́g nyə yí, bwə́ mú tɛ́ɛ́g nyə məbwə̂ nə́ a wúg bwə́dɨ́ lɔɔmʉd.
MAT.9.1	Ntɔ́ Yésus mú kə kəwa byɔ́ɔ́lʉ́d, nyiŋgə lɨ́ɨ́na mâŋ, kə nyə́dɨ́ ŋgwə́la. 
MAT.9.2	A ŋgə́ nə́mə́ jé, buud bwə́ mú zə nyə́dɨ́, bwə́ ŋgə́ ŋkɛ̂ny mbúmbwúgʉ́ táádə́d. Yésus mú dʉ́g nə́ buud bɔɔŋgʉ́ bʉ́sə nə fwámɛ́ búgə́, a mú cɨ nə mbúmbwúgʉ́ nə́: «Mwân waam! Səlʉg lâm shí! Mə mə́ juu wo nə *misə́m myô.» 
MAT.9.3	Bɔ́ɔ́l *Oyɨ́ɨ́gʉli ɔ́ mə́cɛ̧ɛ̧ bwə́ mú ŋgə nyímbʉla bwə́mɛ́ nə bwə́mɛ́ nə́: «Muud ɛ́ga ŋgə *lás nə Zɛmbî bwaasʉ́lə mpu.» 
MAT.9.4	Yésus músə mpu sâ bwə́ á ŋgə tə́dʉga yí, a mú lás nə bwo nə́: «Nəcé jɨ́ bɨ́ mə́ bɔ̂w mitə́dʉ́gá ntʉ́nɨ yí? 
MAT.9.5	Jɨ́ í búl bə kúnə́-kúnə? Ye cɨ́lə nə muud nə́: “Mə mə́ juu wo nə misə́m myô”, ye nə́: “Wɔɔlʉ́g, wo kyéyʉg?” 
MAT.9.6	Mə́ ka cɛɛl nə́ bɨ mpúg nə́ *Mwân mə Múúd jɨ nə ŋkul ijwûga nə́ a juu búúd nə misə́m myáŋ.» Ntɔ́, a mú yid wə́ mbúmbwúgʉ́. Nyə nə́: «Wɔɔlʉ́g, wo ŋkɛ́nyʉ́g táádə́ gwô, wo nyíŋgəg kə njɔ́w.» 
MAT.9.7	Muud wɔɔŋgʉ̂ mú wɔɔl, kyey kə njɔ́w. 
MAT.9.8	Ja áncuncuma buud mə́ dʉ́g sɔ́ɔ́lʉ́gʉ́ nɨ yí, bwə́ mú gwág íkukwɛndɛ, bwə́ mú ságʉsə Zɛmbî, nəcé a yə́lə búúd mbií ŋkûl ijwûga nyɔɔŋg.
MAT.9.11	Ja *Ofarizyɛ̂ŋ bwə́ á ka dʉ́g ntʉ́nɨ yí, bwə́ á cɨ nə ompwíín ɔ́ Yésus nə́: «Nəcé jɨ́ Yɨ́ɨ́gʉli wʉ́n ŋgə́ bə́lɛ də nə oŋwɛnyɛ ɔ tóya nə bɔ́ɔ́l ósɔ́ɔl ɔ́ mə́bɔ̂w yí?» 
MAT.9.12	Yésus mú gwág sâ bwə́ á ŋgə́ cɨ yí, nyə nə bwo nə́: «Mikanz dɨ́ mí dʉ jɨɨ jwɔ́wʉda, í dʉ bə mímbə̂l. 
MAT.9.13	Mpugá tə́dʉga sâ jɨ́ cilyá Kálaad Zɛmbî dɨ́ yí nə́: “Mə́ bul jɨɨ nə́ buud bwə́ gwágʉ́g buud cɛy lámʉ́d, ntɔ̧ nə́ bwə́ dʉ́g sâ mə *mətúnʉga.” Ntɔ́ jɨ nə́ mə a shígɛ́ zə jɔ̂w ótʉ́təlí ɔ búúd. Mə á yida zə jɔ̂w osɔ́ɔl ɔ mə́bɔ̂w.»
MAT.9.15	Yésus mú bɛ̧sa nə bwo nə́: «Ja múúd mə́ ŋwa bâ yí, a tə̂l zâŋ, a jɔ̂w óshwə́ bɛ́; ye oshwə́ bɛ́ bwə́ yidá zə nə məcɛy lámʉ́d bə́nɔ̂ŋ muud bâ bwə́ njúl kʉ́l ŋgwúd? Mbɔ̂! Njɨ mɔ́ɔ́l mwɔ̂w mə́ ŋgə zə, bwə́ bá yîl bwo muud bâ yí. Mwɔ̂w mɔɔŋgʉ́ dɨ́ wə́ óshwə́ bɛ́ bwə́ ka bá ci ídʉ̂w. 
MAT.9.16	Mpugá nə́ bwə́ ádɛ́ ŋwa kʉ́l káándə́ ágúgwáan
MAT.9.17	Ntɔ́ nə́mə́, bwə́ ádɛ́ ŋwa wáan ágúgwáan kə wá bwoodʉ́ lɛnyad
