MAT.1.1	Ọkwukwo osnusno ọmumu Jizọsi Karaịsi, nnwọ Devidi, nnwọ Ebereham.
MAT.6.20	kọvu anụ kpabịtanu ẹhni anụ ẹkwnu n'oligwe, hne akịka nụ ajarị zá naata, ele buznu zá nẹeliwa ọro nooznu buznu. 
MAT.6.21	Kwnornu nụ hne ẹkwnu ị zị, bụ hne mkpọma ị jaazị masị.
MAT.6.22	“Iwhne ke ẹhni bụ anya, ke bụ nụ ọ bụru nụ anya ị bụru ọma, kpakara ẹhni ị jọobu iwhne iwhne. 
MAT.6.23	Kọvu ọ bụru nụ anya ị zị́la bụdnu, kpakara ẹhni ị jeejipịya n'ọchichiri. Ọ bụru nụ iwhne ke zị ị n'ẹhni bụ ọchichiri, ọchichiri wam jaahna ezi.
MAT.6.24	“Ọ zá nye nwernu rikne bụru ọhi nda kwu lawụru. Ọ bụru kpam, o joosno otu irno, whnụ ke berere n'anya. Mọbu ọ jọosobisinu otu k'agịda, ledna ibne a anya. Anụ jọ́obuli ọhi Chiokike nụ ọhi ẹkwnu.
MAT.6.25	“Ka bụ nhne me kwno naakanụ anụ, anụ rị́gbuko ẹhni anụ n'ọriri gbasịri bụdnu anụ, nhne anụ jeeri mọbu nhne anụ jọonwo, mọbu gbasịri ẹhni anụ iwo anụ joowo. Ọ bụ́o bụdnu kakwo wiri? Ọ bụ́o ẹhni kakwo iwo sa? 
MAT.6.26	Anụ le wọnunu ke oligwe, be ghá mkpụru, be gwémasịa nhne n'ẹkwu, ọ zị́a nhne be chịbna n'ọbna, kọvu Nda anụ ke oligwe nọoznu be. Anụ bụ́o nhne gburu okne ọnu ahịa karụ be? 
MAT.6.27	Ndaa nye n'esilawụru anụ nwernu rikne tụkwasi nhne matị n'ogologo bụdnu a hite n'ọrigbu ẹhni a?
MAT.6.28	“Kịni mernu anụ naarịgbu ẹhni anụ gbasịri iwo anụ joowo? Anụ lekọm okoko zị n'ọhia, kpa be nooso, be zá nọodogbu ẹhni be n'ẹrnu, be kwné ikpe. 
MAT.6.29	Kọvu me kanụ anụ ọ bụbedi Solomọni n'iwhuru a, nụ kpakara igwugwu a, yị́ge ẹyi lele otu nụ rime be. 
MAT.6.30	Ọ bụru nụ Chiokike wosiri achara ke ọhia iwo kpa, ke zị tna, ekile be tụbna a n'ite bẹkwnu, ọ bụ nụ o jóowosi anụ iwo ke kakwo, anụ ele ọkwnata ovu matị? 
MAT.6.31	Anụ rị́gbuko ẹhni anụ, naakaa, ‘Ndaa nhne a jeeri?’ mọbu, ‘Ndaa nhne a jọonwo?’ mọbu, ‘Ndaa nhne a joowo?’ 
MAT.6.32	Kwnornu nụ kpakara nhne ele ka bụ nhne ele máa Chiokike noopio, Nda anụ ke oligwe magwụ nụ kpakara nhne ka zị anụ mkpa. 
MAT.6.33	Kọvu anụ beru ọsno pio ẹli-eze Chiokike, nụ ome ọma a, be jọotukwasinu anụ kpakara nhne ele ka. 
MAT.6.34	Kam kpayarụ, anụ rị́gbuko ẹhni anụ n'ọriri gbasịri ekile, ekile jaarịhianu ẹhni a. Mmekpẹhni ke ọbochi ọbula zunnem a.
MAT.7.1	“Anụ kpé ikpe, ma Chiokike gharụ o kpe anụ ikpe. 
MAT.7.2	Kwnornu nụ ikpe anụ kperu bụ nhne Chiokike jeeji kpe anụ, nhne anụ jiri tụnu nye berere bụ nhne Chiokike jeeji tụnu anụ. 
MAT.7.3	Kịni kpayarụ i ji neele nhne matị ke zị n'anya nwene i, kọvu ị zá naarị ọriri gbasịri igwe-isisi ke zị n'anya ị? 
MAT.7.4	Ndaa kpa i jeeji kanụ nwene i, ‘Nwene, sete me gweme nhne matị ke zị ị n'anya,’ ma, le, igwe-isisi zị n'anya ke i? 
MAT.7.5	Jị nye ruwhnu lawụru, beru ọsno gweme igwe-isisi ke zị n'anya ke i, ngam, ị jọowhnusnama ọsno o gweme nhne matị wam n'anya nwene i.
MAT.7.6	“Anụ nyékọ nkịta nhne zị nsọ, ọ zị be tụhnasna dọka anụ. Anụ tụ́sako palị nụ ruwhnu ezni, ọ zị be zọkwasi be ọchi.
MAT.7.7	“Anụ rịo, be jeenye anụ, anụ pio, anụ joopiohịa, anụ znu aka n'ọnu-mgbo, be jaagbamanụ anụ. 
MAT.7.8	Kwnornu nụ nye ọbula ke nọorio, nọoriohia, nye noopio, noopiohịa, nye nooznu aka nụ mgbo, be jaagbamanụ a.
MAT.7.9	“Ndaa nda n'esilawụru anụ nye nnwọ a jọorio brẹdi, o nyee a akaworugwu? 
MAT.7.10	Mọbu nụ ọ rịo a aznụ, o nyee a agwọ? 
MAT.7.11	Ọ bụru nụ anụ, anụ bụ ele ọjo, magwụ kpa be nyee rụmu anụ nkesi bụru ọma, ọ kọ bụru Nda anụ ke zị n'oligwe, ọ bụ nụ o jéenye ele nọorio a nhne bụru ọma? 
MAT.7.12	Kpakara nhne ke anụ pioru ma badnụ menu anụ, anụ menu masị ele badnụ kpam. Kwnornu nụ ka bụ nhne iwu nụ ele ọwhnurninya kwuru.
MAT.7.13	“Anụ garụ ọnu-mgbo ke zị nwọronwo bna. Kwnornu nụ ọnu-mgbo nụ apna wam ke noodubna badnụ nụ mwhu zị rude, ele naaga a masị zị agịda. 
MAT.7.14	Kọvu nụ ọnu-mgbo wam zị nwọronwo, apna wam ke noodubna nụ bụdnu naara ẹhni nụ ọguga, ele noopohịa zị ele nụ ele.
MAT.7.15	“Anụ zeru ele ọwhnurninya aghalaghala, ele naavakwnusi anụ n'iwo atnụrnu, kọvu nụ rime be, be bụ edu nọodogbu atnụrnu. 
MAT.7.16	Anụ jaamahịa be hite nụ mkpụru be nẹemi. Ele badnụ be nọoghohia mkpụru vaịni n'isisi akụkara, mọbu mkpụru figi n'igwnu-ọgna? 
MAT.7.17	Kpam masị, ọmamarna isisi mịga mkpụru ọma, kọvu isisi bụ́o ọma mịga mkpụru ọjo. 
MAT.7.18	Ọmamarna isisi nwée rikne mịi mkpụru ọjo, isisi ọjo nwée rikne mịi mkpụru ọma. 
MAT.7.19	Isisi ọbula ke mị́nyala mkpụru ọma, be jeegbudna a, tụbna a nụ rime bẹkwnu. 
MAT.7.20	Kam kpayarụ, anụ jeehi nụ mkpụru be mahịa be.
MAT.7.21	“Ọ bụ́o nye ọbula ke noosukwu m, ‘Nyenwe aị, Nyenwe aị,’ jaabna n'ẹli-eze Chiokike, okwolem nye neeme nhne Nda m ke zị n'oligwe noopio. 
MAT.7.22	Agịda badnụ jaakanụ m n'ọbochi wam, ‘Nyenwe aị, Nyenwe aị, a jíle rẹwhna ị whnụ ọwhnurninya? A jíle rẹwhna ị chịhala ele rẹnwu ọjo? A jíle rẹwhna ị rnụ ẹrnu ndu-ẹhni zị ọdo n'ọdo?’ 
MAT.7.23	M jaakanụ be, ‘M máam nye anụ bụ, anụ whọga nụ hne me zị, ele arụru-ẹli.’
MAT.7.24	“Nye ọbula ke nọonu kpakara ikwu-ọnu m neeme be, m jeeji a sninu nyerukna ke marnụ nhne, nye wuru ọro a n'olu rugwu. 
MAT.7.25	Mini zo, mini-ẹli gba, ruwhere whe masị, kwna ọro wam, kọvu ọ dnána, kwnornu nụ ọ tụru ntụ-ẹli a n'olu rugwu. 
MAT.7.26	Nye ọbula ke nọonu kpakara ikwu-ọnu m ka, ọ zá neeme be, m jeeji a sninu nye iwhnirniwhno, nye wuru ọro a n'olu rịzna. 
MAT.7.27	Mini zo, mini-ẹli gba, ruwhere whe masị, kwna ọro wam, ọro wam dna girigidim, tụ ogwnu.”
MAT.7.28	Ọ dụ nga Jizọsi kwukworu kpakara ikwu-ọnu ka, nhne o znirni du kpa be hna ẹhni. 
MAT.7.29	Kwnornu nụ o neezni nhne lele nye nwernu rikne, ọ bụ́o lele ele zni iwu ele Ju.
MAT.8.1	Nga Jizọsi hiri n'olu rugwu hiedna, igbudu ele badnụ snornu a. 
MAT.8.2	Otu nye naarịa nchnịchna vakwnusiri a, gbunu a mpnerne ọchi, kaa, “Nyenwe aị, ọ bụru nụ i pioru, i nwernu rikne mee m, m zịri rịchna.”
MAT.8.3	Jizọsi dọsnima aka kpatụ a, kaa, “M pioru m, zịri rịchna.” Ngangam, nchnịchna wam whọgaru n'ẹhni a. 
MAT.8.4	Jizọsi kanụ a, “Ọ zá nye ọbula ị kanụ, kọvu la, gweru ẹhni gesi nye ọkwa arịohna, gweru masị nhne Mozizi nyernu n'iwu kwa arịohna ma ọ bụru nhne akebne nyee be.”
MAT.8.5	Nga Jizọsi bnanyarnụ Kapanọm, otu nye nẹechi otu riwhu ele ọgwnu vakwnusiri a, rịo a, 
MAT.8.6	kaa, “Nyenwe aị, nnwọ izi m dnanyịgwu n'ọro, otu ngeri ẹhni a nwụrnu ọnwu, ọ zị n'igbugbu k'agịda.”
MAT.8.7	Jizọsi kanụ a, “M jaava, gwọ a.”
MAT.8.8	Nye wam nẹechi otu riwhu ele ọgwnu kanụ a, “Nyenwe aị, m dụ́ge m nụ nye ị jaabnanya ọro a, kọvu kwu ọka kpọi, ị jọogwo nnwọ izi m. 
MAT.8.9	Kwnornu nụ m bụ m nye zị nụ mkpururu ọchichi ele kakwo m, m nwernu m ele ọgwnu zị nụ mkpururu m, me kanụ nye ka, ‘Zne,’ o zne, m kanụ nye berere, ‘Vaa,’ ọ vaa, m kanụ nnwọ izi m, ‘Mee ka,’ o mee a.”
MAT.8.10	Nga Jizọsi nụrnu ọka ka, o duru a ẹhni, ọ kanụ ele sno a n'aznụ, “N'ezi, me kanụ anụ, m whnụ́lele m ọkwnata ovu hna kpa, ma nụ ovu nye Izirẹli. 
MAT.8.11	Me kanụ anụ nụ agịda badnụ jeehi n'ọbosi ẹhnam nụ ọdidna ẹhnam va, snornu Ebereham, nụ Aziki, nụ Jekọpu, dazịri ẹli n'ẹli-eze Chiokike, 
MAT.8.12	kọvu nụ be jaachịbna ele kwesiri ọ bna n'ẹli-eze Chiokike nụ rime ọchichiri, hne be jaazị naakwna ẹkwna, naata rụkwnurnu-ize.”
MAT.8.13	Jizọsi kanụ nye wam nẹechi otu riwhu ele ọgwnu, “La, be menu ị lele kpa i kweru.” Ẹhni bụru nnwọ izi a ọma ngangam.
MAT.8.14	Nga Jizọsi bnarnụ ọro Pita, ọ whnụrnu nne nnwerne a hne ọ dnanyị n'ọkpata naarịa ẹhni orne bẹkwnu. 
MAT.8.15	Ọ nwụgwuru a aka, ẹhni orne bẹkwnu wam sịgbasi a, o lizọ, bete neeznenu be izi.
MAT.8.16	N'ogbednachi, be kwuyanụ a agịda ele rẹnwu ọjo nwụgwu, ọ ji ikwu-ọnu chịhala ele rẹnwu ọjo, gwọ kpakara ele naarịa nrịria. 
MAT.8.17	Ọ gwọru be, ma nhne Azaya nye ọwhnurninya kwuru mezu, kaa,
MAT.8.17	“Ya n'iwhuru a vumernu kpakara ẹhni igbugbu aị,
MAT.8.17	vuru masị nrịria aị zị ọdo n'ọdo.”
MAT.8.18	Nga Jizọsi whnụrnu agịda ele badnụ gbarụ a gburugburu, ọ kanụ ele sno apna a ma be whe aznụ osimini kịyari. 
MAT.8.19	Otu nye zni iwu ele Ju vakwnusiri a, kanụ a, “Nye-zni-nhne, m joosno i, penupe ọbula i neezne.”
MAT.8.20	Jizọsi kanụ a, “Edu nwernu mkpewu hne be dnanyị, ọnunu oligwe nwernu alịkwu hne be zukwa inwe, kọvu Nnwọ ke Badnụ nwée hne ọ jaabịta risi a.”
MAT.8.21	Nye ke berere n'esilawụru ele sno apna a, kanụ a, “Nyenwe aị, kweru m me beru ọsno lite nda m.”
MAT.8.22	Kọvu Jizọsi kanụ a, “Sno m, gharụ ele nwụrnu ọnwu ma be lite ele nwụrnu ọnwu ibne be.”
MAT.8.23	Nga Jizọsi bnarnụ nụ rime ọgbo, ele sno apna a sno a. 
MAT.8.24	Ngangam, okne ruwhere beteru ewhe n'olu osimini, ke mernu mini nọowubna nụ rime ọgbo, kọvu Jizọsi n'iwhuru a neezni anyarna. 
MAT.8.25	Ele sno apna a vakwnusiri a, kpatnenya a, kanụ a, “Nyenwe aị, dọhia aị, a noowhu.”
MAT.8.26	Ọ kanụ be, “Kịni mernu anụ nọotu ogwnu, anụ ele ọkwnata ovu matị?” O lizọ, bigbọ ruwhere osimini, ọhna dna bii.
MAT.8.27	O du kpa be hna ẹhni, be naakaa, “Nye ka bụ ọdo badnụ kịni? Ruwhere nụ okne osimini noobnotenu a nsnị.”
MAT.8.28	Nga ọ varụ n'aka osimini kịyari n'ẹli ele Gadara, ele rukna lawụru ele rẹnwu ọjo nwụgwu, ele hi nụ hne be li iznu whụya, ele ruwhnu be tụ ogwnu, ke kpayarụ ọ zá nye neewhe n'apna wam. 
MAT.8.29	Be siwama okokoba, kaa, “Aị nụ jị nwekọgwu kịni, Jizọsi, jị Nnwọ Chiokike? Ị varụ ma i ta aị awhnụwhnu hne ige aị yóoduge?”
MAT.8.30	Agịda ezni zị hne zị́la ikere naata wiri. 
MAT.8.31	Rẹnwu ọjo wam rịasno a, kaa, “Ọ bụru nụ ị chịhala aị, zizne aị ma a bna nụ rime ezni ele ka.”
MAT.8.32	Ọ kanụ be, “Anụ zne.” Be whụya, zne bna n'agịda ezni wam, kpakara agịda ezni wam gbadnarnụ nụ ngwulangwu dnabna nụ rime osimini, rinwụ nụ rime mini. 
MAT.8.33	Ele nọoznu be gbawhu, bna n'ẹli-ọhna wam tnụsi nhne be whnụrnu, nụ nhne mernu ele wam rẹnwu ọjo nwụgwu. 
MAT.8.34	Kpakara ele ẹli wam whụya kwnusi Jizọsi. Nga be whnụrnu a, be rịasno Jizọsi ọ whọga n'ẹli be.
MAT.9.1	Jizọsi bna nụ rime ọgbo, lahna aka osimini kịyari, va n'ẹli ke a. 
MAT.9.2	Be vuyanu a otu nyerukna ke ngeri ẹhni a dọnwurnu ọdonwu, dnanyị n'olu ọkpata, nga Jizọsi whnụrnu ọkwnata mkpọma be, ọ kanụ nye wam ngeri ẹhni a dọnwurnu ọdonwu, “Mkpọma si i rikne, sị nnwọ m, be gbarụnam jị kpakara mmehie i.”
MAT.9.3	Agwna ele zni iwu ele Ju nẹesikwa nụ mkpọma be, “Nyerukna ka nookwulu Chiokike.”
MAT.9.4	Jizọsi mahịaru mkpọma be, ọ kanụ be, “Kịni kpahịaru anụ naarị ọriri ka nụ mkpọma anụ? 
MAT.9.5	Ndaa ke zị ewheke, ọ kaa, ‘Be gbarụnam jị kpakara mmehie i,’ mọbu, ọ kaa, ‘Lizọ, zne izne’? 
MAT.9.6	M jeegesi anụ nụ Nnwọ ke Badnụ nwernu iknernema n'ọwa ọ gbarụ mmehie.” Ọ kanụ nye wam ngeri ẹhni a dọnwurnu ọdonwu, “Lizọ, chịri etere ị, la ọro ị.” 
MAT.9.7	Nyerukna wam lizọ, la n'ọro a. 
MAT.9.8	Nga agịda ele badnụ whnụrnu a, be tụ ogwnu, znarnị Chiokike, nye nyegarụ badnụ iknernema nụ kpa.
MAT.9.9	Ọ dụ nga Jizọsi hiri nụ pịi neewhe, ọ whnụrnu otu nye rẹwhna a bụ Matiyu, hne ọ dazị n'ọro ntụ, ọ kanụ a, “Sno m.” O lizọ snornu a.
MAT.9.10	Nga Jizọsi dazị neeri wiri n'ọro Matiyu, agịda ele ọna ntụ nụ ele mmehie varụ snornu Jizọsi nụ ele sno apna a neeri wiri. 
MAT.9.11	Nga ele Farisi whnụrnu a, be sịkwa ele sno apna a, “Kịni mernu Nye-zni-nhne anụ sno ele ọna ntụ nụ ele mmehie neeri wiri?”
MAT.9.12	Nga Jizọsi nụrnu a, ọ kanụ be, “Mkpa dibịa zị́ko naakpa ele ẹhni bụru ọma, okwolem ele nrịria. 
MAT.9.13	Kọvu anụ zne mụhia nhne ka bụ, ‘M noopio obirizi, ọ bụ́o arịohna.’ Kwnornu nụ m váge m o sukwu ele ọma, kọvu ele mmehie.”
MAT.9.14	Ele sno apna Jọni vakwnusiri Jizọsi sịkwa a, “Kịni kpayarụ aị nụ ele Farisi noovu ọnu ige ọbula, kọvu ele sno apna ị zá noovu ọnu?”
MAT.9.15	Jizọsi sarụ be, “Ele be ziri va hne be nọolu nnwerne ikne, be jaazị noodukwa ruwhnu hne be nụ nye nọolu nnwerne ikne zị? Kọvu ọbochi vawa nga be jaanahọru be nye nọolu nnwerne ikne, ige wam be joovu ọnu.”
MAT.9.16	“Ọ zá nye jeegweru mkpekele ikpe ikne dnụsni n'iwo ọknani, kwnornu nụ ke ikne jọodokahala nhne n'ẹhni iwo ọknani, ọ jọodoka ke kakwo agịda. 
MAT.9.17	Ọ zị́ masị nye jeegweru manya ikne gbasị n'olori akpụkpo ọknani, be mee kpam, olori wam jaagbawama, manya nụ olori akpụkpo whume etekne. Kọvu be gbasị manya ikne n'olori akpụkpo ikne, kam jaabịta be lawụru nkarị.”
MAT.9.18	Nga ọ naakanụ be ọka ka, le, otu nye risi varụ, kpọnu a risi ẹli, kaa, “Nnwọ m rinya nwụnam kịtna, kọvu va tụkwasi a aka ị, ọ jaazị bụdnu.” 
MAT.9.19	Jizọsi lizọ, snornu a zne, ele sno apna a sno a masị.
MAT.9.20	Otu nyerinya ke naarịa ntụ ọvnarna nri nụ awha lawụru, garụ a n'aznụ, kpatụ ọnu iwo a aka. 
MAT.9.21	Kwnornu nụ nyerinya kannụ ẹhni a, “Ọ bụru nụ me kpatụ ọnu iwo a aka kpọi, o jeeme ẹhni bụru m ọma.”
MAT.9.22	Kọvu nụ Jizọsi tụhnasnarnu, whnụ a, kanụ a, “Nnwọ m rinya, mkpọma si i rikne, ọkwnata mkpọma ị znọhialam jị.” Be gwọru nwerinya wam ngangam.
MAT.9.23	Nga Jizọsi varụ n'ọro nye risi wam, whnụ ele ji opi nọogwnu eri oli iznu nụ agịda mkpakpọ pịi, 
MAT.9.24	ọ kanụ be, “Anụ whọga hna, kwnornu nụ nnwọ rinya matị ka nwụ́na ọnwu, kọvu nụ o neezni anyarna.” Be mụ a rụmu. 
MAT.9.25	Nga ọ chịhalaru agịda ele badnụ wam, ọ bna nụ rime ọro, nwụgwu nnwọ rinya matị wam n'aka, nnwọ rinya matị wam lizọ. 
MAT.9.26	Ọtnutnu a gazu kpakara ẹli wam.
MAT.9.27	Nga Jizọsi hiri nụ pịi whụya, ele isni lawụru snornu a, neesi lụlo, naakaa, “Jị Nnwọ Devidi, dọnu aị obirizi.”
MAT.9.28	Nga ọ bnarnụ n'ọro, ele isni lawụru wam vakwnusi a, Jizọsi sịkwa be, “Anụ kweru nụ m nwernu m rikne ọ gwọ anụ?”
MAT.9.28	Be kaa, “Owe, Nyenwe aị.”
MAT.9.29	Ọ kpatụ be aka n'anya, kaa, “Lele kpa ọkwnata mkpọma anụ nụ, o menu anụ kpam.” 
MAT.9.30	Anya be snama. Jizọsi dọ be aka nụ nsnị, kaa, “Whnụ nụ ọ zá nye anụ kanụ.” 
MAT.9.31	Kọvu nga be whọgaru, be wheke rẹwhna Jizọsi kpakara ẹli wam.
MAT.9.32	Nga be nọowhoga, be kwuyanụ Jizọsi nye mgbu ke rẹnwu ọjo nwụgwu. 
MAT.9.33	Nga ọ chịhalaru rẹnwu ọjo wam, nye mgbu wam kwuru ọka, o du agịda ele badnụ ẹhni be, naakaa, “A whnụ́lele nhne nụ kpa n'Izirẹli.”
MAT.9.34	Kọvu ele Farisi karụ, “O ji rikne nye risi rẹnwu ọjo naachịhala ele rẹnwu ọjo.”
MAT.9.35	Jizọsi neeznegharị kpakara ẹli-ọhna ma nụ mgbu neezni nhne n'ọro ọgbako be, nọokpo okwo izi ọma ẹli-eze Chiokike, nọogwo kpakara nrịria nụ ẹhni igbugbu zị ọdo n'ọdo.
MAT.9.36	Kọvu nụ nga ọ whnụrnu agịda ele badnụ wam, ọ dọnu be obirizi, kwnornu nụ inwe gwụru be, be nwée rikne yinu ẹhni be aka, be gbasarụ lele atnụrnu nwée nye nọoznu be. 
MAT.9.37	Ọ kanụ ele sno apna a, “N'ezi, ogwe nhne ẹkwu zị agịda, kọvu nụ ele ẹrnu zị ele nụ ele. 
MAT.9.38	Kam kpayarụ, anụ rịo Nyenwe ogwe nhne ẹkwu ma o zizne ele ẹrnu n'ẹkwu a.”
MAT.10.1	Jizọsi sukwuru nri nụ badnụ lawụru wam ele sno apna a. O nyee be rikne be chịhala rẹnwu ọjo, gwọ masị kpakara nrịria nụ ẹhni igbugbu zị ọdo n'ọdo. 
MAT.10.2	Ka bụ rẹwhna ele izi nri nụ ẹbo wam, nye mbọm bụ Saịmoni, nye be nookwu Pita, nụ Anduru nwene a, nụ Jemisi nnwọ Zebidi nụ Jọni nwene a, 
MAT.10.3	Filipu nụ Batolomi, Tọmosi nụ Matiyu nye ọna ntụ, Jemisi nnwọ Alịfayosi nụ Tadịyosi, 
MAT.10.4	Saịmoni nye zị n'esilawụru ele noonwu bẹkwnu nụ mkpọma, nụ Judasị Isikarịoti, nye reru a.
MAT.10.5	Jizọsi zihala nri nụ badnụ lawụru ka, dọ be aka nụ nsnị, kaa, “Anụ znékọ n'ẹli ele bụ́o ele Ju, mọbu nụ rime ẹli-ọhna ọbula ke ele Sameria. 
MAT.10.6	Kọvu anụ znekwnusi ele Izirẹli, ele nụ lele rụmu atnụrnu whuru owhu. 
MAT.10.7	Nga anụ neezne anụ kanụ be, ‘Ẹli-eze Chiokike zị ndụndu.’ 
MAT.10.8	Anụ gwọ ele nrịria, mee ele nwụrnu ọnwu be hi n'ẹnwu lizọ, anụ gwọ ele nchnịchna, anụ chịhala rẹnwu ọjo. Anụ nahịaru ewhu ewhu, anụ nyee n'ewhu ewhu. 
MAT.10.9	Anụ jí ịwai ọbula nụ rẹkpa anụ. 
MAT.10.10	Anụ jí rẹkpa n'izne anụ, mọbu iwo lawụru, mọbu okoro-ọchi, mọbu mkpara, kwnornu nụ nye ẹrnu kwesiri be nyee a wiri nụ hne ọ nọornu ẹrnu.
MAT.10.11	“Ẹli-ọhna ọbula, mọbu mgbu ọbula anụ bnarnụ, anụ piohịa ezi badnụ nụ rime a, dazịri pịi tem anụ whọga. 
MAT.10.12	Nga anụ bnarnụ n'ọro wam, anụ kaa, ‘Udno zịnu anụ.’ 
MAT.10.13	Ọ bụru nụ ọro wam bụru ọma, udno anụ jaadazịnu a, kọvu nụ ọ bụru nụ ọro wam bụ́o ọma, udno anụ jeehiehnakwnusi anụ. 
MAT.10.14	Nye ọbula ke nábnanyana anụ, ke nụ́na ikwu-ọnu anụ, anụ jọowhoga n'ọro wam mọbu n'ẹli-ọhna wam, lịsnama ruznurnuznu ọchi anụ. 
MAT.10.15	N'ezi me naakanụ anụ, be jọodonu ẹli Sọdom nụ Gọmora obirizi n'ọbochi ikpe karụ ẹli-ọhna kị.
MAT.10.16	“Le, m neezihala anụ lele atnụrnu n'esilawụru edu, anụ nwe akọ lele agwọ, kpa enwerne lele nduru.
MAT.10.17	“Kọvu anụ ze ele badnụ, kwnornu nụ be jeegweru anụ nyee n'aka ele ikpe, be jaapnịa anụ nhne n'ọro ọgbako ele be. 
MAT.10.18	Be jookwuru anụ zne nụ ruwhnu ele risi ọchichi nụ ele eze kwnornu m, ma anụ kanụ be nhne gbasịri, ma ele bụ́o ele Ju. 
MAT.10.19	Kọvu nụ nga be jeegweru anụ nyee ele ikpe, mkpọma lákọ anụ mini kpa anụ jọogoru ọnu anụ mọbu nhne anụ jookwu, ige wam be jeenye anụ nhne anụ jookwu. 
MAT.10.20	Kwnornu nụ ọ bụ́o anụ nookwu ọka, kọvu ọ bụ Enine ke Nda anụ nookwu ọka nụ rime anụ.
MAT.10.21	“Nwene jeegweru nwene a nyee ma be gbu a, nda jeegweru nnwọ a nyee, rụmu jeelizọ megidne ele mụrnu be, mee be nwụma. 
MAT.10.22	Kpakara ele badnụ joosno anụ irno kwnornu nụ rẹwhna m, Kọvu be jọoznohia nye ọbula ke jaaknata mkpọma dazịgidne dụ okwukwo kpakara nhne. 
MAT.10.23	Nga be kpagburu anụ n'otu ẹli-ọhna, anụ gbazne nụ ke berere. Me naakanụ anụ ezi ọka, anụ jáagazu kpakara ẹli-ọhna Izirẹli dụ nga Nnwọ ke Badnụ jaava.
MAT.10.24	“Nye sno apna nye-zni-nhne jáaka nye zni a nhne. Ọhi jáaka nyenwe a. 
MAT.10.25	Ọ dụlam nga nye sno apna nye-zni-nhne jọonu lele nye zni a nhne, nụ ọhi ọ nụ lele nyenwe a. Ọ bụru nụ be sukwuru nda nwe ọro Bẹlizibolu, ọ bụ nụ be jóosukwu ele ọro a karụkwo?
MAT.10.26	“Anụ tụ́ko ogwnu be, kwnornu nụ ọ zá nhne be kpusnirni okpusni ke be jóokpume, mọbu nhne zị mgwụgwa ke be jáamahịa. 
MAT.10.27	Nhne me kannụ anụ n'ọchichiri, anụ kwu a n'iwhnehnie, nhne be tụkasiri nụ nsnị, anụ kwusa a n'olu ọro. 
MAT.10.28	Anụ tụ́ ogwnu ele noogbu anọ-ẹhni, ele nwée rikne gbu mkpọma. Kọvu anụ tụ ogwnu nye wam ke nwernu rikne gbu mkpọma nụ anọ-ẹhni nụ bẹkwnu ẹli rẹnwu. 
MAT.10.29	Be zá neere wọnzna lawụru otu mkpụru ịwai matị? Kọvu otu nụ rime be jáadna n'ẹli sụ Nda anụ kwéle. 
MAT.10.30	Kọvu nụ kpakara rukeri-ize ke zị anụ nụ risi gwnụrnu ọgwnu. 
MAT.10.31	Ogwnu tụ́ anụ, anụ zị okne ọnu ahịa karụ agịda wọnzna.
MAT.10.32	“Nye ọbula ke jookwuhịa m nụ ruwhnu ele badnụ, ọ bụ ya bụ nye me jookwuhịa nụ ruwhnu Nda m ke oligwe. 
MAT.10.33	Kọvu nye ọbula ke jọogonahoru m nụ ruwhnu ele badnụ, bụ nye me jọogonahoru nụ ruwhnu Nda m ke zị n'oligwe.
MAT.10.34	“Anụ chékọ nụ m varụ m o gweya udno n'ọwa, m váge m o gweya udno, kọvu ama-ọgwnu. 
MAT.10.35	Kwnornu nụ m varụ m o kewa
MAT.10.35	‘nnwọ rukna nụ nda a,
MAT.10.35	nnwọ rinya nụ nne a,
MAT.10.35	nnwerne nnwọ nụ nne nzi a.
MAT.10.36	Nye irno badnụ jọobu ele ezi-nụ-ọro a.’
MAT.10.37	“Nye ọbula ke whnụrnu nda a mọbu nne a n'anya karụ m, kwésile m, nye whnụrnu nnwọ a rukna mọbu nnwọ a rinya n'anya karụ m, kwésile m. 
MAT.10.38	Nye ọbula ke vúrule ọgba a sno m n'aznụ, kwésile m. 
MAT.10.39	Nye ọbula ke noopio bụdnu a jootuwhu a, nye tuwhuru bụdnu a kwnornu m, joopohịa a.
MAT.10.40	“Nye ọbula ke nabnanyarnụ anụ, nabnanyarnụ m, nye nabnanyarnụ m, nabnanyarnụ nye ziyaru m. 
MAT.10.41	Nye ọbula ke nabnanyarnụ nye ọwhnurninya kwnornu nụ ọ bụ nye ọwhnurninya, jaanahịa masị ọgwo ẹrnu nye ọwhnurninya. Nye nabnanyarnụ nye mee mma kwnornu nụ ọ bụ nye mee mma, jaanahịa ọgwo ẹrnu nye mee mma. 
MAT.10.42	Nye ọbula ke jookwute otu nụ rime ele matị ka otu okiko mini jịri iyi kwnornu nụ ọ bụ nye sno apna m, owe, me naakanụ anụ ezi ọka, ọ jaanahịariri ọgwo ẹrnu a.”
MAT.11.1	Nga Jizọsi nyekworu ele sno apna a nri nụ ẹbo wam iwu, o hiri nụ pịi whọga, zne zni nhne, kpọ okwo izi ọma kpakara ẹli-ọhna zị be ndụndu. 
MAT.11.2	Jọni nụrnu n'ọro ikelu kpakara ẹrnu Karaịsi nọornu, o zizne agwna ele sno apna a. 
