GEN.1.1	Anns an toiseach
GEN.9.27	Nì Dia Iàphet farsaing, agus còmhnaichidh e ann am bùthan Sheim; agus bidh Canàan na sheirbhiseach dha.
GEN.9.28	Agus bha Nòah beò an dèidh na dìle trì cheud agus lethcheud bliadhna.
GEN.9.29	Agus b’iad uile làithean Nòah naoi ceud agus lethcheud bliadhna: agus fhuair e bàs.
GEN.10.1	A‑nis is iad sin ginealaichean mic Nòah, Sem, Ham, agus Iàphet: agus rugadh dhaibh mic an dèidh na dìle.
GEN.10.2	Mic Iàpheit; Gomer, agus Magog, agus Madai, agus Iabhan, agus Tubal, agus Mesech, agus Tiras.
GEN.10.3	Agus mic Ghomeir; Ascenas, agus Riphat, agus Togarmah.
GEN.10.4	Agus mic Iabhain; Elisa, agus Tarsis, Citim, agus Dodanim.
GEN.10.5	Leo sin roinneadh eileanan nan cinneach
GEN.10.6	Agus mic Ham: Cus, agus Midsraim, agus Phut, agus Canàan.
GEN.10.7	Agus mic Chuis: Sèba
GEN.10.8	Agus ghin Cus Nimrod
GEN.10.9	Bha e na shealgair cumhachdach an làthair an Tighearna: uime sin theirear, Amhail mar Nimrod, an sealgair cumhachdach an làthair an Tighearna.
GEN.10.10	Agus b’e toiseach a rìoghachd Bàbel
GEN.10.11	As an tìr sin chaidh a‑mach Asur
GEN.10.12	Agus Resen eadar Ninebheh agus Calah: is baile mòr sin.
GEN.10.13	Agus ghin Midsraim Ludim, agus Anamim, agus Lehabim, agus Naphtuhim,
GEN.10.14	Agus Patrusim
GEN.10.15	Agus ghin Canàan Sìdon a chiad‐ghin, agus Het,
GEN.10.16	Agus an t‑Iebusach, agus an t‑Amorach, agus an Girgasach,
GEN.10.17	Agus an t‑Hibheach, agus an t‑Harcach, agus an Sineach,
GEN.10.18	Agus an t‑Arbhadach, agus an Semàrach, agus an t‑Hamatach: agus na dhèidh sin sgaoileadh a‑mach teaghlaichean nan Canàanach.
GEN.10.19	Agus bha crìoch nan Canàanach
GEN.10.20	Is iad sin mic Ham, a rèir an teaghlaichean, a rèir an teangannan, nan tìrean, agus nan cinnich.
GEN.10.21	Agus do Shem fhèin mar an ceudna, athair chloinn Ebair uile, bràthair Iapheit a bu shine, rugadh clann.
GEN.10.22	Clann Sheim: Elam, agus Asur, agus Arphacsad, agus Lud, agus Aram.
GEN.10.23	Agus clann Araim: Uds, agus Hul, agus Geter, agus Mas.
GEN.10.24	Agus ghin Arphacsad Salah; agus ghin Salah Eber.
GEN.10.25	Agus do Eber rugadh dithis mhac
GEN.10.26	Agus ghin Ioctan Almodad, agus Seleph, agus Hadsar‐mabhet, agus Ierah,
GEN.10.27	Agus Hadoram, agus Udsal, agus Diclah,
GEN.10.28	Agus Obal, agus Abimael, agus Sèba,
GEN.10.29	Agus Ophir, agus Habhilah, agus Iobab: b’iad sin uile mic Ioctain.
GEN.10.30	Agus bha an àite‐còmhnaidh o Mhesa, mar a thèid thu gu Sephar, beinn anns an àird an ear.
GEN.10.31	Is iad sin mic Sheim, a rèir an teaghlaichean, a rèir an teangannan, nan tìrean, a rèir an cinneach.
GEN.10.32	Is iad sin teaghlaichean mic Nòah, a rèir an ginealaichean, nan cinnich: agus leo sin roinneadh na cinnich anns an talamh an dèidh na dìle.
GEN.11.1	Agus bha an talamh uile de aon teanga
GEN.11.2	Agus nuair a bha iad air an turas on àird an ear
GEN.11.3	Agus thubhairt iad gach aon ri chèile, Thigibh, dèanamaid clachan‐creadha, agus làn‐loisgeamaid iad. Agus bha a’ chlach‐chreadha aca airson cloiche, agus bha làthach aca airson aoil.
GEN.11.4	Agus thubhairt iad, Thigibh, togamaid dhuinn fhèin baile, agus tùr
GEN.11.5	Agus thàinig an Tighearna a‑nuas
GEN.11.6	Agus thubhairt an Tighearna, Feuch, is aon sluagh a tha ann, agus aon teanga aca uile; agus thòisich iad air seo a dhèanamh: agus a‑nis cha bhacar dhiubh nì air bith a smaoinich
GEN.11.7	Thigibh, rachamaid sìos, agus cuireamaid an cainnt an sin thar a chèile
GEN.11.8	Mar sin sgaoil an Tighearna iad uaithe sin air aghaidh na talmhainn uile: agus sguir iad de thogail a’ bhaile.
GEN.11.9	Uime sin thugadh Bàbel
GEN.11.10	Is iad seo ginealaichean Sheim: Bha Sem ceud bliadhna a dh’aois, agus ghin e Arphacsad dà bhliadhna an dèidh na dìle:
GEN.11.11	Agus bha Sem beò, an dèidh dha Arphacsad a ghintinn, còig ceud bliadhna, agus ghin e mic agus nigheanan.
GEN.11.12	Agus bha Arphacsad beò còig‐bliadhna‑deug ar fhichead, agus ghin e Salah:
GEN.11.13	Agus bha Arphacsad beò, an dèidh dha Salah a ghintinn, ceithir cheud agus trì bliadhna, agus ghin e mic agus nigheanan.
GEN.11.14	Agus bha Salah beò deich‐bliadhna‑fichead, agus ghin e Eber.
GEN.11.15	Agus bha Salah beò, an dèidh dha Eber a ghintinn, ceithir cheud agus trì bliadhna, agus ghin e mic agus nigheanan.
GEN.11.16	Agus bha Eber beò ceithir‐bliadhna‑deug ar fhichead, agus ghin e Peleg
GEN.11.17	Agus bha Eber beò, an dèidh dha Peleg a ghintinn, ceithir cheud agus deich‐bliadhna‑fichead, agus ghin e mic agus nigheanan.
GEN.11.18	Agus bha Peleg beò deich‐bliadhna‑fichead, agus ghin e Reu:
GEN.11.19	Agus bha Peleg beò, an dèidh dha Reu a ghintinn, dà cheud agus naoi bliadhna, agus ghin e mic agus nigheanan.
GEN.11.20	Agus bha Reu beò dà‑bhliadhna‑dheug ar fhichead, agus ghin e Serug
GEN.11.21	Agus bha Reu beò, an dèidh dha Serug a ghintinn, dà cheud agus seachd bliadhna, agus ghin e mic agus nigheanan.
GEN.11.22	Agus bha Serug beò deich‐bliadhna‑fichead, agus ghin e Nàhor:
GEN.11.23	Agus bha Serug beò, an dèidh dha Nàhor a ghintinn, dà cheud bliadhna, agus ghin e mic agus nigheanan.
GEN.11.24	Agus bha Nàhor beò naoi‐bliadhna‑fichead, agus ghin e Tèrah:
GEN.11.25	Agus bha Nàhor beò an dèidh dha Tèrah a ghintinn, ceud agus naoi‐bliadhna‑deug, agus ghin e mic agus nigheanan.
GEN.11.26	Agus bha Tèrah beò deich agus trì‐fichead bliadhna, agus ghin e Abram
GEN.11.27	A‑nis is iad seo ginealaichean Thèrah: ghin Tèrah Abram, Nàhor, agus Hàran; agus ghin Hàran Lot.
GEN.11.28	Agus fhuair Hàran bàs ro Thèrah a athair, anns an tìr anns an do rugadh e, ann an Ur nan Caldèach
GEN.11.29	Agus ghabh Abram agus Nàhor mnathan dhaibh fhèin: b’e ainm bean Abraim Sàrai
GEN.11.30	Ach bha Sàrai neo‐thorrach
GEN.11.31	Agus ghabh Tèrah Abram a mhac, agus Lot mac Hàrain, mac a mhic, agus Sàrai a bhan‐chliamhainn, bean Abraim a mhac; agus chaidh iad a‑mach maille riu à Ur
GEN.11.32	Agus b’iad làithean Thèrah dà cheud agus còig bliadhna: agus fhuair Tèrah bàs ann an Hàran.
GEN.12.1	Agus thubhairt an Tighearna ri Abram
GEN.12.2	Agus nì mi thu ad chinneach mòr
GEN.12.3	Agus beannaichidh mi iadsan a bheannaicheas thu
GEN.12.4	Agus dh’imich Abram, mar a labhair an Tighearna ris; agus chaidh Lot maille ris: agus bha Abram còig‐bliadhna‑deug agus trì‐fichead a dh’aois nuair a chaidh e a‑mach à Hàran.
GEN.12.5	Agus ghabh Abram Sàrai a bhean, agus Lot mac a bhràthar, agus am maoin uile a chruinnich iad, agus na h‑anaman a fhuair iad ann an Hàran; agus chaidh iad a‑mach gu dol do thìr Chanàain
GEN.12.6	Agus chaidh Abram air aghaidh anns an fhearann gu àite Shicheim, gu còmhnard Mhòreh. Agus bha an Canàanach an sin anns an tìr
GEN.12.7	Agus dh’fhoillsich an Tighearna e fhèin
GEN.12.8	Agus chaidh e as a sin gu sliabh air an taobh an ear de Bhetel, agus shuidhich e a bhùth, agus Betel aige air an taobh an iar, agus Hai
GEN.12.9	Agus dh’imich Abram, a’ sìor dhol air aghaidh mu dheas.
GEN.12.10	Agus bha gorta anns an tìr: agus chaidh Abram sìos don Èiphit, gu bhith air chuairt an sin; do bhrìgh gu robh a’ ghorta mòr anns an tìr.
GEN.12.11	Agus nuair a bha e dlùth do dhol a‑steach don Èiphit thubhairt e ri Sàrai a bhean, Feuch a‑nis, tha fhios agam gur bean mhaiseach thusa ri amharc ort:
GEN.12.12	Uime sin, nuair a chì na h‑Èiphitich thu, their iad, Seo a bhean: agus marbhaidh iad mise, ach gleidhidh iad thusa beò.
GEN.12.13	Abair, guidheam ort, gur tu mo phiuthar
GEN.12.14	Agus nuair a thàinig Abram don Èiphit, chunnaic na h‑Èiphitich a’ bhean, gu robh i ro‑mhaiseach.
GEN.12.15	Chunnaic mar an ceudna ceannardan Phàraoh i, agus mhol iad i do Phàraoh
GEN.12.16	Agus bhuin e gu math ri Abram air a sgàth‐se: agus bha aige caoraich, agus daimh, agus asail fhireann, agus òglaich, agus banoglaich, agus asail bhoireann, agus càmhail.
GEN.12.17	Agus bhuail an Tighearna Phàraoh agus a thaigh le plàighean mòra, airson Shàrai bean Abraim.
GEN.12.18	Agus ghairm Phàraoh air Abram, agus thubhairt e, Ciod e seo a rinn thu orm
GEN.12.19	Carson a thubhairt thu, Is i mo phiuthar i? Mar sin dh’fhaodainn a gabhail am ionnsaigh mar mhnaoi; a‑nis, matà, feuch do bhean; gabh i, agus bi ag imeachd.
GEN.12.20	Agus thug Phàraoh àithne da dhaoine ma thimcheall: agus chuir iad air falbh e fhèin, agus a bhean, agus gach nì a bha aige.
GEN.13.1	Agus chaidh Abram suas as an Èiphit, e fhèin, agus a bhean, agus gach nì a bha aige, agus Lot maille ris, don taobh mu dheas
GEN.13.2	Agus bha Abram ro‑shaoibhir
GEN.13.3	Agus dh’imich e air a thurasan on taobh mu dheas eadhon gu Betel, gu ruig an t‑àit anns an robh a bhùth an toiseach, eadar Betel agus Hai;
GEN.13.4	Gu àite na h‑altarach a rinn e an sin air tùs
GEN.13.5	Agus bha mar an ceudna aig Lot, a dh’imich maille ri Abram, caoraich, agus crodh, agus bùthan.
GEN.13.6	Agus cha robh am fearann comasach air an giùlan
GEN.13.7	Agus bha còmhstri eadar buachaillean sprèidh Abraim agus buachaillean sprèidh Lot: agus bha an Canàanach agus am Peridseach anns an àm sin a chòmhnaidh anns an tìr
GEN.13.8	Agus thubhairt Abraim ri Lot, Na biodh, guidheam ort
GEN.13.9	Nach eil an tìr uile romhad
GEN.13.10	Agus thog Lot suas a shùilean, agus chunnaic e còmhnard Iòrdain uile, gu robh e gu lèir air uisgeachadh gu math, mun do sgrios an Tighearna Sòdom
GEN.13.11	Agus thagh Lot dha fhèin còmhnard Iòrdain uile; agus ghabh Lot a thuras don àird an ear: agus dhealaich na càirdean ri chèile
GEN.13.12	Ghabh Abram còmhnaidh ann an tìr Chanàain, agus ghabh Lot còmhnaidh ann am bailtean a’ chòmhnaird, agus shuidhich e a bhùth aig Sòdom.
GEN.13.13	Ach bha daoine Shòdoim aingidh agus nam peacaich am fianais an Tighearna gu ro‑mhòr
GEN.13.14	Agus thubhairt an Tighearna ri Abram, an dèidh do Lot dealachadh ris, Tog a‑nis suas do shùilean, agus amhairc on àit anns a bheil thu, gu tuath, agus gu deas, agus gus an àird an ear, agus an iar:
GEN.13.15	Oir am fearann uile a tha thu a’ faicinn, dhutsa bheir mi e, agus dod shliochd gu bràth
GEN.13.16	Agus nì mi do shliochd mar dhuslach na talmhainn: ionnas, ma bhios e an comas do dhuine duslach na talmhainn àireamh, an sin gun àirmhear do shliochd‐sa mar an ceudna.
GEN.13.17	Eirich, imich air feadh an fhearainn, na fhad agus na leud; oir dhutsa bheir mi e.
GEN.13.18	Agus dh’atharraich Abram a bhùth, agus thàinig e agus ghabh e còmhnaidh ann an
GEN.14.1	Agus thàrladh ann an làithean Amrapheil rìgh Shinair, Arioich rìgh Elasair, Chedorlaòmeir rìgh Elaim, agus Thidail rìgh nan cinneach;
GEN.14.2	Gun do rinn iad sin cogadh ri Bera rìgh Shòdoim, agus ri Birsa rìgh Ghomorrah, Sinab rìgh Admah
GEN.14.3	Chaidh iad sin uile ann an co‑bhainn ri chèile ann an gleann Shidim, a tha a‑nis na fhairge shalainn
GEN.14.4	Dà‑bhliadhna‑dheug rinn iad seirbhis do Chedorlaòmer, agus anns an treas‐bliadhna‑deug rinn iad ceannairc.
GEN.14.5	Agus anns a’ cheathramh‐bliadhna‑deug thàinig Cedorlaòmer agus na rìghrean a bha maille ris, agus bhuail
GEN.14.6	Agus na Horich nan sliabh Seir, gu ruig
GEN.14.7	Agus thill iad, agus thàinig iad gu En‑mispat, eadhon Cadeis, agus bhuail iad dùthaich nan Amaleceach uile, agus mar an ceudna na h‑Amoraich, a bha a chòmhnaidh ann an Haseson Tàmar
GEN.14.8	Agus chaidh rìgh Shòdoim a‑mach, agus rìgh Ghomorrah, agus rìgh Admah, agus rìgh Sheboim, agus rìgh Bhela (eadhon Shòair); agus chuir iad cath riu ann an gleann Shidim:
GEN.14.9	Rìgh Cedorlaòmer rìgh Elaim, agus ri Tidal rìgh nan cinneach, agus ri Amraphel rìgh Shinair, agus ri Arioch rìgh Elasair; ceithir rìghrean ri còig.
GEN.14.10	Agus bha gleann Shidim làn de shluic làthaich; agus theich rìgh Shòdoim agus rìgh Ghomorrah, agus thuit iad an sin; agus iadsan a mhair, theich iad don t‑sliabh
GEN.14.11	Agus thug iad leo uile mhaoin Shòdoim agus Ghomorrah, agus am biadh uile, agus dh’imich iad.
GEN.14.12	Agus thug iad leo Lot, mac bràthair Abraim, a bha a chòmhnaidh ann an Sòdom
GEN.14.13	Agus thàinig aon a chaidh as, agus dh’innis e do Abram an t‑Eabhraidheach, a bha a chòmhnaidh ann an còmhnard Mhamre
GEN.14.14	Agus nuair a chuala Abram gun do ghlacadh a bhràthair na phrìosanach, dh’armaich
GEN.14.15	Agus roinn e e fhèin nan aghaidh anns an oidhche, e fhèin agus a sheirbhisich, agus bhuail e iad
GEN.14.16	Agus thug e air ais a’ mhaoin uile
GEN.14.17	Agus chaidh rìgh Shòdoim
GEN.14.18	Agus thug Melchisedec
GEN.14.19	Agus bheannaich e e, agus thubhairt e, Beannaichte gu robh Abram on Dia as ro‑àirde, sealbhadair nèimh agus na talmhainn
GEN.14.20	Agus beannaichte gu robh an Dia as ro‑àirde, a thug thairis do naimhdean dod làimh. Agus thug e dha deicheamh de gach nì
GEN.14.21	Agus thubhairt rìgh Shòdoim ri Abram, Thoir dhòmhsa na daoine, agus gabh a’ mhaoin dhut fhèin.
GEN.14.22	Agus thubhairt Abram ri rìgh Shòdoim
GEN.14.23	Nach gabh
GEN.14.24	Saor a‑mhàin o na dh’ith na h‑òganaich, agus o chuibhreann nan daoine a chaidh maille rium, Aner, Escol, agus Mamre; gabhadh iadsan an cuibhreann
GEN.15.1	An dèidh nan nithean sin thàinig facal an Tighearna gu Abram ann an taisbeanadh
GEN.15.2	Agus thubhairt Abram, A Thighearna Dhè, ciod a bheir thu dhomh, agus mi ag imeachd gun chloinn
GEN.15.3	Agus thubhairt Abram, Feuch, dhòmhsa cha tug thu sliochd air bith: agus, feuch, is e neach a rugadh am thaigh
GEN.15.4	Agus, feuch, thàinig facal an Tighearna da ionnsaigh, ag ràdh, Cha bhi e seo na oighre ort; ach esan a thig a‑mach as d’innibh
GEN.15.5	Agus thug e leis a‑mach e, agus thubhairt e, Amhairc a‑nis suas gu nèamh, agus àireamh na reultan
GEN.15.6	Agus chreid e anns an Tighearna; agus mheas e sin dha mar ionracas
GEN.15.7	Agus thubhairt e ris, Is mise an Tighearna a thug a‑mach thusa à Ur nan Caldèach
GEN.15.8	Agus thubhairt esan, A Thighearna Dhè, cia leis a bhios fhios agam gun sealbhaich mi e
GEN.15.9	Agus thubhairt e ris, Gabh dhòmhsa agh trì bliadhna a dh’aois, agus gobhar trì bliadhna a dh’aois, agus reithe trì bliadhna a dh’aois, agus turtar, agus calaman òg.
GEN.15.10	Agus ghabh e dha fhèin iad sin uile, agus roinn e iad anns a’ mheadhon
GEN.15.11	Agus nuair a thàinig an eunlaith a‑nuas air na cairbhean, dh’fhuadaich Abram air falbh iad.
GEN.15.12	Agus nuair a bha a’ ghrian a’ dol fodha, thuit cadal trom
GEN.15.13	Agus thubhairt e ri Abram, Biodh fhios gu cinnteach agad gum bi do shliochd nan coigrich ann an dùthaich nach leo fhèin, agus nì iad seirbhis dhaibh; agus buinidh iad gu cruaidh
GEN.15.14	Agus, mar an ceudna, air a’ chinneach sin don dèan iad seirbhis, bheir mise breith
GEN.15.15	Agus thèid thusa a dh’ionnsaigh d’athraichean ann an sìth; adhlaicear thu ann an deagh sheann aois
GEN.15.16	Ach anns a’ cheathramh linn thig iad an seo air an ais: oir chan eil aingidheachd nan Amorach fhathast
GEN.15.17	Agus nuair a bha a’ ghrian air dol fodha, bha dorchadas ann, agus, feuch, àmhainn dheataich agus leus teine
GEN.15.18	Air an là sin fhèin rinn an Tighearna coicheangal ri Abram, ag ràdh, Dod shliochd‐sa thug mi am fearann seo, o abhainn na h‑Èiphit gu ruig an abhainn mhòr, abhainn Euphràtes:
GEN.15.19	Na Cenich, agus na Cenidsich, agus na Cadmonaich,
GEN.15.20	Agus na Hitich, agus na Peridsich, agus na Rephaimich,
GEN.15.21	Agus na h‑Amoraich, agus na Canàanaich, agus na Girgasaich, agus na h‑Iebusaich.
GEN.16.1	A‑nis cha do rug Sàrai bean Abraim clann dha: agus bha banoglach
GEN.16.2	Agus thubhairt Sàrai ri Abram, Feuch a‑nis, chùm an Tighearna mi o chlann a bhreith
GEN.16.3	Agus ghabh Sàrai, bean Abraim, Hàgar a’ bhan‐Èiphiteach, a banoglach fhèin, an dèidh do Abram còmhnaidh a ghabhail deich bliadhna ann an tìr Chanàain, agus thug i i da fear Abram gu bhith aige mar mhnaoi.
GEN.16.4	Agus chaidh esan a‑steach gu Hàgar, agus dh’fhàs i torrach: agus nuair a chunnaic i gun d’fhàs i torrach, bha a bana‑mhaighistir tàireil na sùilean
GEN.16.5	Agus thubhairt Sàrai ri Abram, Biodh m’eucoir ortsa: thug mi mo bhanoglach dod uchd; agus nuair a chunnaic i gun d’fhàs i torrach, bha mise tàireil na sùilean: gun tugadh an Tighearna breith eadar mise agus thusa
GEN.16.6	Ach thubhairt Abram ri Sàrai
GEN.16.7	Agus fhuair aingeal an Tighearna i làimh ri tobar uisge anns an fhàsach, làimh ris an tobar anns an t‑slighe gu Sur
GEN.16.8	Agus thubhairt e, A Hàgar, a bhanoglach Shàrai, cia as a thàinig thu, agus càit a bheil thu a’ dol? Agus thubhairt ise, Tha mi a’ teicheadh o ghnùis Shàrai mo bhana‑mhaighistir.
GEN.16.9	Agus thubhairt aingeal an Tighearna rithe, Till a dh’ionnsaigh do bhana‑mhaighistir, agus ùmhlaich thu fhèin fo a làimh
GEN.16.10	Agus thubhairt aingeal an Tighearna rithe, Meudaichidh mise gu mòr do shliochd, agus chan àirmhear e a‑thaobh lìonmhorachd.
GEN.16.11	Agus thubhairt aingeal an Tighearna rithe, Feuch, tha thu torrach, agus beiridh tu mac, agus bheir thu
GEN.16.12	Agus bidh e na dhuine fiadhaich
GEN.16.13	Agus ghoir i ainm an Tighearna a labhair rithe, Thusa Dhè a tha gam fhaicinn
GEN.16.14	Uime sin ghoir i den tobar, Beerlahai‐roi
GEN.16.15	Agus rug Hàgar mac do Abram: agus thug Abram Ismael mar aimn air a mhac, a rug Hàgar.
GEN.16.16	Agus bha Abram ceithir‐fichead agus sia bliadhna a dh’aois, nuair a rug Hàgar Ismael do Abram.
GEN.17.1	Agus nuair a bha Abram ceithir‐fichead agus naoi‐bliadhna‑deug a dh’aois, dh’fhoillsich an Tighearna e fhèin dha, agus thubhairt e ris, Is mise an Dia Uile‐chumhachdach
GEN.17.2	Agus nì mi mo choicheangal eadar mise agus thusa
GEN.17.3	Agus thuit Abram air a aodann: agus labhair an Tighearna ris, ag ràdh,
GEN.17.4	Dom thaobh‐sa, feuch tha mo choicheangal riutsa, agus bidh tu ad athair
GEN.17.5	Agus cha toirear o seo a‑mach Abram mar ainm ort, ach bidh Abrahàm
GEN.17.6	Agus nì mi thu ro‑shìolmhor, agus
GEN.17.7	Agus daingnichidh mi mo choicheangal eadar mise agus thusa agus do shliochd ad dhèidh nan ginealaichean, mar choicheangal sìorraidh, gu bhith am Dhia dhutsa
GEN.17.8	Agus bheir mi dhutsa, agus dod shliochd ad dhèidh, am fearann anns a bheil thu ad choigreach
GEN.17.9	Agus thubhairt Dia ri Abrahàm, Coimheadaidh tu uime sin mo choicheangal, thu fhèin, agus do shliochd ad dhèidh, nan ginealaichean.
GEN.17.10	Seo mo choicheangal, a choimheadas sibh, eadar mise agus sibhse agus do shliochd ad dhèidh: Gun timcheall‐ghearrar gach leanabh mic nur measg.
GEN.17.11	Agus timcheall‐ghearraidh sibh feòil ur ro‑chraicinn; agus bidh e na chomharradh a’ choicheangail
GEN.17.12	Agus am mac nur measg
GEN.17.13	Timcheall‐ghearrar gu cinnteach esan a bheirear ad thaigh, agus esan a cheannaichear led airgead: agus bidh mo choicheangal nur feòil‐se mar choicheangal sìorraidh.
GEN.17.14	Agus an leanabh mic neo‐thimcheall‐gheàrrte, aig nach timcheall‐ghearrar feòil a ro‑chraicinn, gearrar an t‑anam sin a‑mach o a shluagh
GEN.17.15	Agus thubhairt Dia ri Abrahàm, A‑thaobh Shàrai do bhean, cha toir thu Sàrai mar ainm oirre, oir is e Sàrah
GEN.17.16	Agus
GEN.17.17	An sin thuit Abrahàm air a aghaidh, agus rinn e gàire
GEN.17.18	Agus thubhairt Abrahàm ri Dia, O gum maireadh Ismael beò ad fhianais!
GEN.17.19	Agus thubhairt Dia, Gu cinnteach beiridh do bhean Sàrah mac dhut, agus bheir thu Isaac mar ainm air: agus daingnichidh mise mo choicheangal ris mar choicheangal sìorraidh, agus ra shliochd na dhèidh.
GEN.17.20	Agus a‑thaobh Ismaeil, chuala mi thu: Feuch, bheannaich mi e, agus nì mi sìolmhor e, agus cuiridh mi an lìonmhorachd e gu h‑anabarrach
GEN.17.21	Ach mo choicheangal daingnichidh mi ri Isaac, a bheireas Sàrah dhut anns an àm seo anns an ath bhliadhna
